,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
27145,847,1876.0,,2008.3,,1264.0,1221.0,,,,,1323.5,1474.4,,,,2393.0,,963.2,1012.9,1489.5,,783.0,1380.3,1747.3,1278.0,1589.0,1577.4,,,,,1494.5,1373.1,798.0,,,1197.1,1029.0,,1161.3,,417.0,374.0,,,,,476.5,627.4,,,,1546.0,,116.2,165.9,642.5,,-64.0,533.3,900.3,431.0,742.0,730.4,,,,,647.5,526.1,-49.0,,,350.1,,False,,True,True,,,,,True,True,,,,False,,True,True,True,,True,True,True,True,True,True,,,,,True,True,True,,,True
27147,144,268.0,,369.7,,229.0,201.0,,,,,259.2,296.5,,,,425.0,,176.1,190.0,310.0,,100.0,222.2,355.3,222.0,221.0,360.5,,,,,202.9,324.5,,,,334.1,124.0,,225.7,,85.0,57.0,,,,,115.2,152.5,,,,281.0,,32.1,46.0,166.0,,-44.0,78.2,211.3,78.0,77.0,216.5,,,,,58.9,180.5,,,,190.1,,False,,True,True,,,,,True,False,,,,False,,True,True,False,,True,True,False,True,True,False,,,,,True,False,,,,False
27149,47,110.0,,106.4,,86.0,94.0,,,,,82.8,147.8,,,,162.0,,55.4,51.2,,,66.0,82.9,117.0,81.0,89.0,103.1,,,,,,103.7,,,,69.1,63.0,,59.4,,39.0,47.0,,,,,35.8,100.8,,,,115.0,,8.4,4.2,,,19.0,35.9,70.0,34.0,42.0,56.1,,,,,,56.7,,,,22.1,,True,,True,True,,,,,True,False,,,,False,,True,True,,,True,True,False,True,True,True,,,,,,True,,,,True
27151,50,114.0,,111.7,,105.0,130.0,,,,,99.3,111.1,,,,152.0,,84.2,45.6,,,58.0,88.7,121.1,101.0,98.0,113.1,,,,,,116.8,,,,146.4,64.0,,61.7,,55.0,80.0,,,,,49.3,61.1,,,,102.0,,34.2,-4.4,,,8.0,38.7,71.1,51.0,48.0,63.1,,,,,,66.8,,,,96.4,,True,,True,False,,,,,True,True,,,,False,,True,True,,,True,True,False,True,True,True,,,,,,False,,,,False
27153,106,266.0,,263.0,,228.0,213.0,,,,,227.4,237.1,,,,399.0,,179.8,118.0,,,166.0,206.1,268.9,219.0,239.0,340.3,,,,,,214.9,,,,254.2,160.0,,157.0,,122.0,107.0,,,,,121.4,131.1,,,,293.0,,73.8,12.0,,,60.0,100.1,162.9,113.0,133.0,234.3,,,,,,108.9,,,,148.2,,True,,True,True,,,,,True,True,,,,False,,True,True,,,True,True,False,True,True,False,,,,,,True,,,,True
27155,30,20.0,,17.0,,18.0,0.0,,,,,20.9,20.9,,,,45.0,,11.3,5.5,,,12.0,21.8,39.5,13.0,19.0,29.4,,,,,,33.9,,,,16.6,-10.0,,-13.0,,-12.0,-30.0,,,,,-9.1,-9.1,,,,15.0,,-18.7,-24.5,,,-18.0,-8.2,9.5,-17.0,-11.0,-0.6,,,,,,3.9,,,,-13.4,,False,,False,False,,,,,True,True,,,,False,,False,False,,,False,True,True,False,False,True,,,,,,True,,,,False
27157,134,302.0,,314.6,,224.0,233.0,,,,,203.9,246.7,,,,220.0,,175.1,63.5,,,181.0,216.5,290.7,261.0,230.0,254.0,,,,,,260.6,,,,336.7,168.0,,180.6,,90.0,99.0,,,,,69.9,112.7,,,,86.0,,41.1,-70.5,,,47.0,82.5,156.7,127.0,96.0,120.0,,,,,,126.6,,,,202.7,,False,,True,True,,,,,True,True,,,,True,,True,True,,,True,True,True,True,True,True,,,,,,True,,,,False
27159,97,210.0,,204.4,,162.0,156.0,,,,,134.3,201.5,,,,208.0,,114.9,49.4,,,152.0,149.1,201.8,176.0,161.0,175.3,,,,,,171.0,,,,333.7,113.0,,107.4,,65.0,59.0,,,,,37.3,104.5,,,,111.0,,17.9,-47.6,,,55.0,52.1,104.8,79.0,64.0,78.3,,,,,,74.0,,,,236.7,,True,,True,True,,,,,True,True,,,,True,,True,True,,,True,True,True,True,True,True,,,,,,True,,,,False
27161,148,176.0,,136.7,,148.0,99.0,,,,,181.5,171.9,,,,190.0,,86.1,89.4,,,125.0,158.8,212.8,159.0,157.0,203.6,,,,,,156.3,,,,140.5,28.0,,-11.3,,0.0,-49.0,,,,,33.5,23.9,,,,42.0,,-61.9,-58.6,,,-23.0,10.8,64.8,11.0,9.0,55.6,,,,,,8.3,,,,-7.5,,True,,True,False,,,,,False,True,,,,False,,False,False,,,True,True,False,True,True,False,,,,,,True,,,,True
27163,1420,2718.0,,2665.5,2281.0,2354.0,2401.0,,,,,2030.8,2716.9,,,,2696.0,,1783.6,1605.2,2337.0,,1706.0,2188.6,2652.6,2101.0,2313.0,2624.2,,,,,2607.0,2437.1,2508.0,,,3467.0,1298.0,,1245.5,861.0,934.0,981.0,,,,,610.8,1296.9,,,,1276.0,,363.6,185.2,917.0,,286.0,768.6,1232.6,681.0,893.0,1204.2,,,,,1187.0,1017.1,1088.0,,,2047.0,,True,True,True,True,,,,,True,True,,,,True,,True,True,True,,True,True,True,True,True,True,,,,,True,True,True,,,False
27165,44,110.0,,122.0,,95.0,49.0,,,,,135.7,78.5,,,,157.0,,92.9,55.2,,,87.0,95.8,133.9,95.0,96.0,137.7,,,,,,131.1,,,,104.5,66.0,,78.0,,51.0,5.0,,,,,91.7,34.5,,,,113.0,,48.9,11.2,,,43.0,51.8,89.9,51.0,52.0,93.7,,,,,,87.1,,,,60.5,,False,,True,True,,,,,False,True,,,,False,,True,True,,,True,True,False,True,True,False,,,,,,False,,,,True
27167,54,142.0,,143.0,,122.0,123.0,,,,,88.7,117.2,,,,166.0,,133.0,10.9,,,78.0,92.9,116.7,135.0,119.0,118.9,,,,,,120.8,,,,128.4,88.0,,89.0,,68.0,69.0,,,,,34.7,63.2,,,,112.0,,79.0,-43.1,,,24.0,38.9,62.7,81.0,65.0,64.9,,,,,,66.8,,,,74.4,,False,,True,True,,,,,True,True,,,,False,,True,True,,,True,True,True,True,True,True,,,,,,True,,,,True
27169,223,446.0,,453.8,,389.0,370.0,,,,,379.6,410.4,,,,509.0,,315.5,276.3,536.5,,200.0,341.0,485.3,303.0,397.0,563.9,,,,,554.9,442.2,,,,613.5,223.0,,230.8,,166.0,147.0,,,,,156.6,187.4,,,,286.0,,92.5,53.3,313.5,,-23.0,118.0,262.3,80.0,174.0,340.9,,,,,331.9,219.2,,,,390.5,,False,,True,True,,,,,True,True,,,,False,,True,True,False,,True,True,False,True,True,False,,,,,False,True,,,,False
27171,856,1818.0,,1957.0,,1381.0,1365.0,,,,,1315.8,1663.6,,,,1750.0,,1369.9,985.3,1416.0,,771.0,1325.0,1736.9,1433.0,1529.0,1516.8,,,,,1146.4,1314.0,1314.0,,,2318.1,962.0,,1101.0,,525.0,509.0,,,,,459.8,807.6,,,,894.0,,513.9,129.3,560.0,,-85.0,469.0,880.9,577.0,673.0,660.8,,,,,290.4,458.0,458.0,,,1462.1,,False,,True,True,,,,,True,True,,,,True,,True,True,True,,True,True,True,True,True,True,,,,,True,True,True,,,False
27173,64,108.0,,102.1,,102.0,100.0,,,,,103.9,86.2,,,,108.0,,86.5,51.4,,,78.0,98.8,126.8,89.0,98.0,175.2,,,,,,97.1,,,,160.3,44.0,,38.1,,38.0,36.0,,,,,39.9,22.2,,,,44.0,,22.5,-12.6,,,14.0,34.8,62.8,25.0,34.0,111.2,,,,,,33.1,,,,96.3,,True,,True,True,,,,,True,True,,,,False,,True,True,,,True,True,False,True,True,False,,,,,,True,,,,False
28001,158,144.0,,141.0,,160.0,160.0,,,,,207.2,242.7,,,,237.0,,105.4,124.1,145.5,,160.0,188.2,202.5,156.0,224.0,306.6,,,,,,217.4,,,,111.5,-14.0,,-17.0,,2.0,2.0,,,,,49.2,84.7,,,,79.0,,-52.6,-33.9,-12.5,,2.0,30.2,44.5,-2.0,66.0,148.6,,,,,,59.4,,,,-46.5,,False,,True,True,,,,,False,False,,,,False,,False,False,True,,True,False,False,True,False,False,,,,,,False,,,,False
28003,225,362.0,,345.6,,289.0,288.0,,,,,289.8,770.1,,,,506.0,,203.7,198.6,246.5,,191.0,331.8,318.6,450.0,375.0,390.9,,,,,,450.1,,,,266.8,137.0,,120.6,,64.0,63.0,,,,,64.8,545.1,,,,281.0,,-21.3,-26.4,21.5,,-34.0,106.8,93.6,225.0,150.0,165.9,,,,,,225.1,,,,41.8,,True,,True,True,,,,,True,False,,,,False,,True,True,True,,True,True,True,False,False,False,,,,,,False,,,,True
28005,85,210.0,,226.5,,163.0,187.0,,,,,166.5,195.8,,,,82.0,,280.8,55.3,,,149.0,182.7,190.8,278.0,184.0,126.2,,,,,,139.3,,,,114.6,125.0,,141.5,,78.0,102.0,,,,,81.5,110.8,,,,-3.0,,195.8,-29.7,,,64.0,97.7,105.8,193.0,99.0,41.2,,,,,,54.3,,,,29.6,,False,,True,True,,,,,True,True,,,,True,,False,True,,,True,True,True,False,True,True,,,,,,True,,,,True
28007,241,254.0,,255.0,,170.0,152.0,,,,,235.5,384.5,,,,161.0,,169.6,103.3,,,189.0,217.1,223.6,346.0,242.0,121.1,,,,,,265.5,,,,215.9,13.0,,14.0,,-71.0,-89.0,,,,,-5.5,143.5,,,,-80.0,,-71.4,-137.7,,,-52.0,-23.9,-17.4,105.0,1.0,-119.9,,,,,,24.5,,,,-25.1,,False,,False,False,,,,,True,False,,,,False,,False,False,,,False,False,False,False,True,False,,,,,,False,,,,False
28009,84,92.0,,91.2,,73.0,60.0,,,,,81.0,122.7,,,,119.0,,65.1,18.3,,,84.0,77.3,80.5,106.0,85.0,83.3,,,,,,75.8,,,,67.8,8.0,,7.2,,-11.0,-24.0,,,,,-3.0,38.7,,,,35.0,,-18.9,-65.7,,,0.0,-6.7,-3.5,22.0,1.0,-0.7,,,,,,-8.2,,,,-16.2,,True,,False,False,,,,,True,False,,,,False,,False,False,,,True,True,True,False,True,True,,,,,,False,,,,False
28011,439,414.0,,411.5,,345.0,218.0,,,,,446.3,469.1,,,,279.0,,634.0,158.0,334.0,,385.0,402.9,391.7,554.0,417.0,323.0,,,,,296.7,510.4,,,,224.7,-25.0,,-27.5,,-94.0,-221.0,,,,,7.3,30.1,,,,-160.0,,195.0,-281.0,-105.0,,-54.0,-36.1,-47.3,115.0,-22.0,-116.0,,,,,-142.3,71.4,,,,-214.3,,False,,False,False,,,,,True,False,,,,False,,False,False,False,,False,False,False,False,True,False,,,,,False,False,,,,False
28013,192,122.0,,134.6,,124.0,28.0,,,,,137.4,136.4,,,,181.0,,202.1,64.3,,,132.0,120.7,133.7,185.0,143.0,112.7,,,,,,118.2,,,,177.8,-70.0,,-57.4,,-68.0,-164.0,,,,,-54.6,-55.6,,,,-11.0,,10.1,-127.7,,,-60.0,-71.3,-58.3,-7.0,-49.0,-79.3,,,,,,-73.8,,,,-14.2,,True,,True,False,,,,,True,True,,,,True,,True,False,,,True,False,True,True,True,False,,,,,,False,,,,True
28015,68,94.0,,100.8,,85.0,14.0,,,,,115.1,87.0,,,,91.0,,104.6,38.6,,,62.0,85.4,103.2,102.0,105.0,95.0,,,,,,72.2,,,,79.3,26.0,,32.8,,17.0,-54.0,,,,,47.1,19.0,,,,23.0,,36.6,-29.4,,,-6.0,17.4,35.2,34.0,37.0,27.0,,,,,,4.2,,,,11.3,,False,,True,False,,,,,False,True,,,,True,,False,False,,,True,True,False,False,False,False,,,,,,True,,,,True
28017,247,250.0,,251.1,,201.0,14.0,,,,,214.3,304.4,,,,200.0,,287.3,89.9,,,191.0,209.6,203.3,312.0,224.0,120.3,,,,,,169.9,,,,197.1,3.0,,4.1,,-46.0,-233.0,,,,,-32.7,57.4,,,,-47.0,,40.3,-157.1,,,-56.0,-37.4,-43.7,65.0,-23.0,-126.7,,,,,,-77.1,,,,-49.9,,False,,False,False,,,,,False,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,False,,,,False
28019,58,70.0,,64.8,,60.0,43.0,,,,,76.7,137.3,,,,77.0,,58.8,14.9,,,55.0,70.0,82.4,68.0,83.0,40.5,,,,,,85.0,,,,59.4,12.0,,6.8,,2.0,-15.0,,,,,18.7,79.3,,,,19.0,,0.8,-43.1,,,-3.0,12.0,24.4,10.0,25.0,-17.5,,,,,,27.0,,,,1.4,,True,,True,False,,,,,False,False,,,,False,,True,False,,,True,False,False,True,False,False,,,,,,False,,,,True
28021,81,22.0,,22.2,,25.0,0.0,,,,,75.6,42.4,,,,47.0,,15.9,23.4,,,25.0,42.5,57.3,23.0,52.0,68.1,,,,,,24.8,,,,20.0,-59.0,,-58.8,,-56.0,-81.0,,,,,-5.4,-38.6,,,,-34.0,,-65.1,-57.6,,,-56.0,-38.5,-23.7,-58.0,-29.0,-12.9,,,,,,-56.2,,,,-61.0,,True,,True,False,,,,,True,True,,,,True,,False,True,,,True,True,True,True,True,True,,,,,,True,,,,False
28023,115,112.0,,120.8,,109.0,43.0,,,,,145.7,113.9,,,,126.0,,178.2,53.2,,,102.0,107.5,124.0,162.0,143.0,168.3,,,,,,89.5,,,,70.5,-3.0,,5.8,,-6.0,-72.0,,,,,30.7,-1.1,,,,11.0,,63.2,-61.8,,,-13.0,-7.5,9.0,47.0,28.0,53.3,,,,,,-25.5,,,,-44.5,,False,,False,False,,,,,False,True,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,False,,,,False
28025,178,160.0,,166.0,,156.0,120.0,,,,,179.7,240.1,,,,173.0,,148.1,86.1,,,212.0,177.9,180.8,218.0,168.0,161.7,,,,,,180.0,,,,117.9,-18.0,,-12.0,,-22.0,-58.0,,,,,1.7,62.1,,,,-5.0,,-29.9,-91.9,,,34.0,-0.1,2.8,40.0,-10.0,-16.3,,,,,,2.0,,,,-60.1,,True,,False,False,,,,,True,False,,,,True,,False,False,,,False,True,True,False,True,True,,,,,,True,,,,False
28027,182,210.0,,213.0,,217.0,256.0,,,,,256.9,196.3,,,,232.0,,243.5,86.0,,,242.0,214.2,228.7,283.0,220.0,177.8,,,,,,196.8,,,,124.8,28.0,,31.0,,35.0,74.0,,,,,74.9,14.3,,,,50.0,,61.5,-96.0,,,60.0,32.2,46.7,101.0,38.0,-4.2,,,,,,14.8,,,,-57.2,,False,,False,False,,,,,False,True,,,,False,,False,False,,,False,False,False,False,False,True,,,,,,True,,,,False
28029,203,284.0,,286.9,,262.0,84.0,,,,,323.3,309.6,,,,222.0,,427.9,96.6,,,296.0,274.1,299.0,400.0,303.0,234.7,,,,,,259.9,,,,290.7,81.0,,83.9,,59.0,-119.0,,,,,120.3,106.6,,,,19.0,,224.9,-106.4,,,93.0,71.1,96.0,197.0,100.0,31.7,,,,,,56.9,,,,87.7,,False,,True,False,,,,,False,False,,,,True,,False,False,,,False,True,False,False,False,True,,,,,,True,,,,False
28031,196,336.0,,311.7,,257.0,51.0,,,,,309.7,341.4,,,,140.0,,533.4,140.9,,,372.0,295.7,279.0,305.0,290.0,211.3,,,,,,273.2,,,,344.1,140.0,,115.7,,61.0,-145.0,,,,,113.7,145.4,,,,-56.0,,337.4,-55.1,,,176.0,99.7,83.0,109.0,94.0,15.3,,,,,,77.2,,,,148.1,,True,,True,False,,,,,True,False,,,,True,,False,True,,,False,True,True,True,True,True,,,,,,True,,,,False
28033,2064,1852.0,,1854.0,,1814.0,1999.0,,,,,1921.8,2673.5,,2277.6,,2225.0,,1568.5,969.7,1765.5,,1708.5,1852.0,2111.5,2245.0,1775.0,1465.4,,,,,1936.6,1860.0,1898.0,,,1207.2,-212.0,,-210.0,,-250.0,-65.0,,,,,-142.2,609.5,,213.6,,161.0,,-495.5,-1094.3,-298.5,,-355.5,-212.0,47.5,181.0,-289.0,-598.6,,,,,-127.4,-204.0,-166.0,,,-856.8,,True,,False,True,,,,,True,False,,False,,True,,False,False,False,,False,False,True,True,False,False,,,,,True,True,True,,,False
28035,613,612.0,,617.1,,642.0,846.0,,,,,702.2,789.7,,,,498.0,,694.2,344.8,627.0,,734.0,698.3,756.4,864.0,691.0,586.9,,,,,565.0,838.3,,,,499.5,-1.0,,4.1,,29.0,233.0,,,,,89.2,176.7,,,,-115.0,,81.2,-268.2,14.0,,121.0,85.3,143.4,251.0,78.0,-26.1,,,,,-48.0,225.3,,,,-113.5,,False,,False,False,,,,,False,False,,,,False,,False,False,False,,False,False,False,False,False,False,,,,,False,False,,,,False
28037,116,94.0,,93.2,,78.0,50.0,,,,,101.1,98.3,,,,57.0,,119.4,18.9,,,98.0,81.1,92.0,134.0,93.0,73.2,,,,,,76.9,,,,102.3,-22.0,,-22.8,,-38.0,-66.0,,,,,-14.9,-17.7,,,,-59.0,,3.4,-97.1,,,-18.0,-34.9,-24.0,18.0,-23.0,-42.8,,,,,,-39.1,,,,-13.7,,False,,False,False,,,,,True,True,,,,False,,True,False,,,True,False,False,True,False,False,,,,,,False,,,,True
28039,191,164.0,,188.4,,201.0,10.0,,,,,199.2,228.8,,,,207.0,,364.3,111.0,,,244.0,187.7,196.3,306.0,224.0,272.3,,,,,,202.8,,,,173.9,-27.0,,-2.6,,10.0,-181.0,,,,,8.2,37.8,,,,16.0,,173.3,-80.0,,,53.0,-3.3,5.3,115.0,33.0,81.3,,,,,,11.8,,,,-17.1,,True,,True,False,,,,,True,False,,,,True,,False,False,,,False,True,True,False,False,False,,,,,,True,,,,True
28041,117,344.0,,333.2,,220.0,92.0,,,,,184.9,221.0,,,,112.0,,2049.1,93.5,,,332.0,215.6,209.5,338.0,247.0,167.6,,,,,,271.6,,,,450.6,227.0,,216.2,,103.0,-25.0,,,,,67.9,104.0,,,,-5.0,,1932.1,-23.5,,,215.0,98.6,92.5,221.0,130.0,50.6,,,,,,154.6,,,,333.6,,True,,True,True,,,,,True,True,,,,True,,False,True,,,True,True,True,True,True,True,,,,,,True,,,,False
28043,259,288.0,,286.2,,269.0,9.0,,,,,317.2,398.4,,,,224.0,,320.3,146.9,,,431.0,296.2,320.8,371.0,291.0,201.4,,,,,,315.8,,,,251.0,29.0,,27.2,,10.0,-250.0,,,,,58.2,139.4,,,,-35.0,,61.3,-112.1,,,172.0,37.2,61.8,112.0,32.0,-57.6,,,,,,56.8,,,,-8.0,,True,,True,False,,,,,False,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,False,,,,True
28045,396,290.0,,294.7,,337.0,349.0,,,,,244.3,500.8,,,,343.0,,422.8,87.8,255.5,,330.0,332.6,329.8,411.0,378.0,370.5,,,,,,393.3,,,,299.5,-106.0,,-101.3,,-59.0,-47.0,,,,,-151.7,104.8,,,,-53.0,,26.8,-308.2,-140.5,,-66.0,-63.4,-66.2,15.0,-18.0,-25.5,,,,,,-2.7,,,,-96.5,,True,,True,True,,,,,False,True,,,,True,,True,False,False,,True,True,True,True,True,True,,,,,,True,,,,True
28047,1509,1784.0,,1817.6,,1831.0,2302.0,,,,,1424.7,2800.1,,2414.2,,1436.0,,2907.8,834.0,1318.0,,1883.0,1876.5,1718.1,2384.0,1982.0,1792.9,,,,,1691.2,1838.1,2562.0,,,1848.6,275.0,,308.6,,322.0,793.0,,,,,-84.3,1291.1,,905.2,,-73.0,,1398.8,-675.0,-191.0,,374.0,367.5,209.1,875.0,473.0,283.9,,,,,182.2,329.1,1053.0,,,339.6,,False,,False,False,,,,,True,False,,False,,True,,False,False,True,,False,False,True,False,False,False,,,,,True,False,False,,,False
28049,1650,1796.0,,1810.0,,1887.0,1976.0,,,,,1901.8,3414.9,,2692.8,,1491.0,,1967.4,941.2,1578.0,,1912.0,2054.0,2167.9,2634.0,2069.0,1598.7,,,,,1266.6,1971.8,2624.0,,,1937.5,146.0,,160.0,,237.0,326.0,,,,,251.8,1764.9,,1042.8,,-159.0,,317.4,-708.8,-72.0,,262.0,404.0,517.9,984.0,419.0,-51.3,,,,,-383.4,321.8,974.0,,,287.5,,False,,False,False,,,,,False,False,,False,,False,,False,False,True,,False,False,False,False,False,True,,,,,False,False,False,,,False
28051,78,176.0,,177.8,,140.0,0.0,,,,,201.8,283.5,,,,133.0,,159.3,55.6,,,141.0,158.4,164.0,219.0,182.0,117.4,,,,,,156.6,,,,135.0,98.0,,99.8,,62.0,-78.0,,,,,123.8,205.5,,,,55.0,,81.3,-22.4,,,63.0,80.4,86.0,141.0,104.0,39.4,,,,,,78.6,,,,57.0,,False,,True,True,,,,,False,False,,,,True,,True,True,,,True,True,True,False,False,True,,,,,,True,,,,True
28053,86,94.0,,94.3,,85.0,15.0,,,,,101.9,106.3,,,,60.0,,120.1,27.5,,,109.0,89.0,104.2,117.0,90.0,68.4,,,,,,80.2,,,,78.8,8.0,,8.3,,-1.0,-71.0,,,,,15.9,20.3,,,,-26.0,,34.1,-58.5,,,23.0,3.0,18.2,31.0,4.0,-17.6,,,,,,-5.8,,,,-7.2,,False,,True,False,,,,,False,False,,,,False,,False,False,,,False,True,False,False,True,False,,,,,,True,,,,True
28055,13,8.0,,8.9,,12.0,0.0,,,,,21.6,5.1,,,,14.0,,20.1,0.9,,,16.0,9.8,18.0,16.0,13.0,63.3,,,,,,18.1,,,,10.4,-5.0,,-4.1,,-1.0,-13.0,,,,,8.6,-7.9,,,,1.0,,7.1,-12.1,,,3.0,-3.2,5.0,3.0,0.0,50.3,,,,,,5.1,,,,-2.6,,True,,True,False,,,,,False,False,,,,True,,False,False,,,True,True,True,True,True,False,,,,,,False,,,,True
28057,333,270.0,,266.6,,253.0,134.0,,,,,281.3,284.0,,,,285.0,,353.4,108.8,,,216.0,256.0,271.8,368.0,290.0,278.9,,,,,,251.9,,,,156.9,-63.0,,-66.4,,-80.0,-199.0,,,,,-51.7,-49.0,,,,-48.0,,20.4,-224.2,,,-117.0,-77.0,-61.2,35.0,-43.0,-54.1,,,,,,-81.1,,,,-176.1,,False,,False,False,,,,,True,True,,,,True,,True,False,,,False,False,True,True,True,True,,,,,,False,,,,False
28059,1010,1098.0,,1079.0,,1131.0,1287.0,,,,,1067.8,1530.3,,1352.6,,1104.0,,1167.5,527.0,943.0,,1058.0,1221.2,1229.5,1321.0,1281.0,1285.3,,,,,1152.1,1166.9,1165.0,,,805.7,88.0,,69.0,,121.0,277.0,,,,,57.8,520.3,,342.6,,94.0,,157.5,-483.0,-67.0,,48.0,211.2,219.5,311.0,271.0,275.3,,,,,142.1,156.9,155.0,,,-204.3,,True,,False,False,,,,,True,False,,False,,False,,False,False,True,,True,False,False,False,False,False,,,,,False,False,False,,,False
28061,276,230.0,,238.7,,203.0,79.0,,,,,216.0,221.8,,,,140.0,,426.4,78.1,,,249.0,213.1,212.0,303.0,217.0,163.7,,,,,,166.1,,,,241.2,-46.0,,-37.3,,-73.0,-197.0,,,,,-60.0,-54.2,,,,-136.0,,150.4,-197.9,,,-27.0,-62.9,-64.0,27.0,-59.0,-112.3,,,,,,-109.9,,,,-34.8,,True,,False,False,,,,,False,False,,,,False,,False,False,,,True,False,False,True,False,False,,,,,,False,,,,True
28063,47,36.0,,27.5,,43.0,0.0,,,,,69.9,74.1,,,,45.0,,22.8,20.8,,,80.0,56.9,67.8,42.0,57.0,59.3,,,,,,63.6,,,,37.4,-11.0,,-19.5,,-4.0,-47.0,,,,,22.9,27.1,,,,-2.0,,-24.2,-26.2,,,33.0,9.9,20.8,-5.0,10.0,12.3,,,,,,16.6,,,,-9.6,,False,,True,False,,,,,False,False,,,,True,,False,False,,,False,True,False,True,True,False,,,,,,False,,,,True
28065,81,82.0,,81.3,,73.0,42.0,,,,,99.7,127.7,,,,70.0,,52.8,43.0,,,72.0,99.0,105.9,91.0,97.0,124.4,,,,,,71.6,,,,77.3,1.0,,0.3,,-8.0,-39.0,,,,,18.7,46.7,,,,-11.0,,-28.2,-38.0,,,-9.0,18.0,24.9,10.0,16.0,43.4,,,,,,-9.4,,,,-3.7,,True,,False,False,,,,,False,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,False,,,,False
28067,670,700.0,,709.2,,692.0,671.0,,,,,738.8,815.5,,,,681.0,,1088.8,445.7,664.0,,946.5,790.3,835.9,986.0,774.0,570.5,,,,,566.1,621.0,,,,532.7,30.0,,39.2,,22.0,1.0,,,,,68.8,145.5,,,,11.0,,418.8,-224.3,-6.0,,276.5,120.3,165.9,316.0,104.0,-99.5,,,,,-103.9,-49.0,,,,-137.3,,False,,True,True,,,,,False,False,,,,True,,False,False,True,,False,False,False,False,False,False,,,,,False,False,,,,False
