,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
18013,228,261.0,,252.5,,237.0,234.0,,,,,173.6,,,197.0,,179.2,,65.3,,,270.0,261.2,,,328.0,236.0,43.5,,,,,,,,,229.8,33.0,,24.5,,9.0,6.0,,,,,-54.4,,,-31.0,,-48.8,,-162.7,,,42.0,33.2,,,100.0,8.0,-184.5,,,,,,,,,1.8,,True,,True,True,,,,,False,,,True,,False,,False,,,False,False,,,False,True,False,,,,,,,,,True
18015,408,366.0,,374.3,,354.0,315.0,,,,,216.1,,,292.0,,354.3,,152.1,,,350.0,392.2,,,406.0,359.0,46.5,,,,,,,,,445.2,-42.0,,-33.7,,-54.0,-93.0,,,,,-191.9,,,-116.0,,-53.7,,-255.9,,,-58.0,-15.8,,,-2.0,-49.0,-361.5,,,,,,,,,37.2,,True,,False,False,,,,,False,,,False,,False,,False,,,False,True,,,True,False,False,,,,,,,,,True
18017,780,765.0,,737.0,,717.0,0.0,,,,,319.2,,,717.0,,760.4,,503.1,636.5,,1083.0,891.0,,,983.0,746.0,77.4,,,,,624.2,,,,1077.2,-15.0,,-43.0,,-63.0,-780.0,,,,,-460.8,,,-63.0,,-19.6,,-276.9,-143.5,,303.0,111.0,,,203.0,-34.0,-702.6,,,,,-155.8,,,,297.2,,False,,False,False,,,,,False,,,False,,False,,False,False,,False,False,,,False,False,False,,,,,False,,,,False
18019,1979,1896.0,,1839.1,,1811.0,1844.0,,,,,1216.2,,,2030.0,,1389.7,,1308.2,1588.0,,2174.0,2157.2,,,2067.0,1731.0,287.6,,,,,1256.6,,,,2650.6,-83.0,,-139.9,,-168.0,-135.0,,,,,-762.8,,,51.0,,-589.3,,-670.8,-391.0,,195.0,178.2,,,88.0,-248.0,-1691.4,,,,,-722.4,,,,671.6,,False,,False,False,,,,,False,,,True,,False,,False,False,,False,False,,,False,False,False,,,,,False,,,,False
18021,369,423.0,,419.6,,423.0,435.0,,,,,327.4,,,538.0,,306.9,,171.2,,,382.0,488.3,,,315.0,447.0,54.6,,,,,,,,,538.6,54.0,,50.6,,54.0,66.0,,,,,-41.6,,,169.0,,-62.1,,-197.8,,,13.0,119.3,,,-54.0,78.0,-314.4,,,,,,,,,169.6,,True,,False,False,,,,,True,,,False,,False,,False,,,True,False,,,False,False,False,,,,,,,,,False
18023,913,945.0,,934.2,,748.0,496.0,,,,,547.8,,,576.0,,669.2,,379.7,637.5,,903.0,915.4,,,1111.0,855.0,62.8,,,,,,,,,902.0,32.0,,21.2,,-165.0,-417.0,,,,,-365.2,,,-337.0,,-243.8,,-533.3,-275.5,,-10.0,2.4,,,198.0,-58.0,-850.2,,,,,,,,,-11.0,,True,,False,False,,,,,False,,,False,,False,,False,False,,True,True,,,False,False,False,,,,,,,,,True
18025,189,195.0,,193.9,,196.0,215.0,,,,,121.9,,,163.0,,283.2,,30.3,,,281.0,208.5,,,262.0,181.0,17.5,,,,,,,,,286.9,6.0,,4.9,,7.0,26.0,,,,,-67.1,,,-26.0,,94.2,,-158.7,,,92.0,19.5,,,73.0,-8.0,-171.5,,,,,,,,,97.9,,True,,False,False,,,,,False,,,False,,False,,False,,,False,False,,,False,False,False,,,,,,,,,False
18027,372,558.0,,553.3,,572.0,582.0,,,,,417.8,,,651.0,,511.2,,366.8,636.0,,678.5,576.2,,,351.0,582.0,98.0,,,,,,,,,888.3,186.0,,181.3,,200.0,210.0,,,,,45.8,,,279.0,,139.2,,-5.2,264.0,,306.5,204.2,,,-21.0,210.0,-274.0,,,,,,,,,516.3,,True,,False,False,,,,,True,,,False,,True,,True,False,,False,False,,,True,False,False,,,,,,,,,False
18029,993,981.0,,951.4,,885.0,703.0,,,,,696.0,,,773.0,,609.0,,382.9,716.5,,1117.0,1052.4,,,969.0,889.0,150.5,,,,,985.4,,,,1164.9,-12.0,,-41.6,,-108.0,-290.0,,,,,-297.0,,,-220.0,,-384.0,,-610.1,-276.5,,124.0,59.4,,,-24.0,-104.0,-842.5,,,,,-7.6,,,,171.9,,False,,False,False,,,,,False,,,False,,False,,False,False,,False,False,,,False,False,False,,,,,True,,,,False
18031,503,510.0,,521.1,,502.0,588.0,,,,,430.4,,503.8,485.0,,298.4,,131.7,,,639.0,617.3,,,482.0,492.0,94.8,,,,,,,,,505.0,7.0,,18.1,,-1.0,85.0,,,,,-72.6,,0.8,-18.0,,-204.6,,-371.3,,,136.0,114.3,,,-21.0,-11.0,-408.2,,,,,,,,,2.0,,False,,True,False,,,,,False,,True,False,,False,,False,,,False,False,,,False,False,False,,,,,,,,,True
18033,686,1029.0,,1012.0,,836.0,733.0,,,,,667.5,,,778.0,,700.6,,428.3,685.0,,859.0,953.5,,,1166.0,984.0,106.7,,,,,,,,,1278.2,343.0,,326.0,,150.0,47.0,,,,,-18.5,,,92.0,,14.6,,-257.7,-1.0,,173.0,267.5,,,480.0,298.0,-579.3,,,,,,,,,592.2,,True,,True,True,,,,,True,,,True,,True,,True,True,,True,True,,,False,True,False,,,,,,,,,False
18035,1606,1911.0,,1875.2,,1887.0,1716.0,,,,,1337.1,,,2154.0,,1668.7,,1023.1,1338.5,,2102.0,2042.4,,,2395.0,1837.0,188.3,,,,,2170.7,,,,2306.2,305.0,,269.2,,281.0,110.0,,,,,-268.9,,,548.0,,62.7,,-582.9,-267.5,,496.0,436.4,,,789.0,231.0,-1417.7,,,,,564.7,,,,700.2,,True,,True,True,,,,,True,,,False,,True,,False,True,,False,False,,,False,True,False,,,,,False,,,,False
18037,1425,1302.0,,1324.8,,1114.0,1269.0,,,,,889.4,,,720.0,,1452.4,,612.0,928.0,,998.0,1157.7,,,1599.0,1154.0,103.1,,,,,774.5,,,,1655.9,-123.0,,-100.2,,-311.0,-156.0,,,,,-535.6,,,-705.0,,27.4,,-813.0,-497.0,,-427.0,-267.3,,,174.0,-271.0,-1321.9,,,,,-650.5,,,,230.9,,True,,False,False,,,,,False,,,False,,True,,False,False,,False,False,,,False,False,False,,,,,False,,,,False
18039,3056,4212.0,,4055.3,4741.5,3663.0,2549.0,,,,,6022.4,,,4075.0,,2082.7,,2371.2,4265.0,,3162.5,4541.2,,,2996.0,4173.0,846.7,,,,,2256.8,2792.0,,,8356.1,1156.0,,999.3,1685.5,607.0,-507.0,,,,,2966.4,,,1019.0,,-973.3,,-684.8,1209.0,,106.5,1485.2,,,-60.0,1117.0,-2209.3,,,,,-799.2,-264.0,,,5300.1,,True,False,True,True,,,,,False,,,True,,True,,True,False,,True,False,,,True,True,False,,,,,True,True,,,False
18041,415,411.0,,432.1,,388.0,268.0,,,,,283.0,,,511.0,,281.6,,179.2,,,383.5,469.3,,,234.0,405.0,72.4,,,,,,,,,398.9,-4.0,,17.1,,-27.0,-147.0,,,,,-132.0,,,96.0,,-133.4,,-235.8,,,-31.5,54.3,,,-181.0,-10.0,-342.6,,,,,,,,,-16.1,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,,False,False,False,,,,,,,,,False
18043,1132,1227.0,,1266.9,,1206.0,1215.0,,,,,1122.5,,,1206.0,,1008.6,,859.9,1019.0,,1384.5,1444.9,,,1485.0,1096.0,159.3,,,,,1387.4,,,,1255.3,95.0,,134.9,,74.0,83.0,,,,,-9.5,,,74.0,,-123.4,,-272.1,-113.0,,252.5,312.9,,,353.0,-36.0,-972.7,,,,,255.4,,,,123.3,,False,,True,True,,,,,True,,,True,,False,,False,False,,False,False,,,False,True,False,,,,,False,,,,False
18045,391,666.0,,673.8,,506.0,412.0,,,,,394.1,,,344.0,,526.4,,127.1,,,566.5,537.9,,,791.0,495.0,27.5,,,,,,,,,932.6,275.0,,282.8,,115.0,21.0,,,,,3.1,,,-47.0,,135.4,,-263.9,,,175.5,146.9,,,400.0,104.0,-363.5,,,,,,,,,541.6,,False,,True,True,,,,,True,,,True,,True,,True,,,True,True,,,False,True,False,,,,,,,,,False
18047,305,303.0,,307.6,,307.0,315.0,,,,,201.6,,,367.0,,237.6,,104.4,,,294.0,345.2,,,302.0,329.0,45.5,,,,,,,,,422.0,-2.0,,2.6,,2.0,10.0,,,,,-103.4,,,62.0,,-67.4,,-200.6,,,-11.0,40.2,,,-3.0,24.0,-259.5,,,,,,,,,117.0,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,,False,False,False,,,,,,,,,False
18049,325,423.0,,439.0,,381.0,287.0,,,,,282.9,,,325.0,,239.1,,161.3,,,527.0,464.6,,,449.0,393.0,31.4,,,,,,,,,381.2,98.0,,114.0,,56.0,-38.0,,,,,-42.1,,,0.0,,-85.9,,-163.7,,,202.0,139.6,,,124.0,68.0,-293.6,,,,,,,,,56.2,,False,,True,True,,,,,True,,,True,,True,,False,,,False,False,,,False,True,False,,,,,,,,,True
18051,572,1065.0,,1095.0,,877.0,776.0,,,,,639.0,,,570.0,,890.9,,512.1,667.5,,985.0,921.0,,,1269.0,913.0,68.8,,,,,,,,,1530.3,493.0,,523.0,,305.0,204.0,,,,,67.0,,,-2.0,,318.9,,-59.9,95.5,,413.0,349.0,,,697.0,341.0,-503.2,,,,,,,,,958.3,,False,,True,True,,,,,True,,,True,,True,,True,True,,True,True,,,False,True,False,,,,,,,,,False
18053,1303,1629.0,,1549.0,,1525.0,1305.0,,,,,1143.2,,,1195.0,,1443.9,,851.2,1534.0,,1540.0,1521.1,,,1894.0,1530.0,111.6,,,,,2003.1,,,,2062.8,326.0,,246.0,,222.0,2.0,,,,,-159.8,,,-108.0,,140.9,,-451.8,231.0,,237.0,218.1,,,591.0,227.0,-1191.4,,,,,700.1,,,,759.8,,True,,True,True,,,,,True,,,True,,True,,False,True,,True,True,,,False,True,False,,,,,False,,,,False
18055,544,621.0,,616.1,,571.0,477.0,,,,,453.4,,,630.0,,516.2,,277.0,506.5,,553.0,634.0,,,620.0,574.0,124.8,,,,,,,,,997.5,77.0,,72.1,,27.0,-67.0,,,,,-90.6,,,86.0,,-27.8,,-267.0,-37.5,,9.0,90.0,,,76.0,30.0,-419.2,,,,,,,,,453.5,,True,,True,True,,,,,False,,,False,,True,,False,True,,True,False,,,True,True,False,,,,,,,,,False
18057,6409,7374.0,,7207.3,7980.8,7288.0,10110.0,,,,,10937.5,,9240.3,5083.0,,6484.3,,4187.6,4899.5,,10254.0,7878.4,,,8965.0,6296.0,832.4,,,,,7441.5,6826.0,,,9064.5,965.0,,798.3,1571.8,879.0,3701.0,,,,,4528.5,,2831.3,-1326.0,,75.3,,-2221.4,-1509.5,,3845.0,1469.4,,,2556.0,-113.0,-5576.6,,,,,1032.5,417.0,,,2655.5,,True,False,True,False,,,,,False,,False,False,,True,,False,False,,False,False,,,False,True,False,,,,,False,True,,,False
18059,1466,1806.0,,1814.4,,1813.0,1793.0,,,,,1202.9,,,1215.0,,2041.6,,981.0,1435.0,,2080.0,1909.2,,,2039.0,1554.0,232.8,,,,,2234.9,,,,2430.8,340.0,,348.4,,347.0,327.0,,,,,-263.1,,,-251.0,,575.6,,-485.0,-31.0,,614.0,443.2,,,573.0,88.0,-1233.2,,,,,768.9,,,,964.8,,False,,False,True,,,,,True,,,True,,False,,False,True,,False,False,,,False,True,False,,,,,False,,,,False
18061,749,768.0,,789.5,,652.0,173.0,,,,,515.8,,,580.0,,615.1,,325.9,624.5,,872.0,859.2,,,838.0,668.0,81.8,,,,,,,,,799.9,19.0,,40.5,,-97.0,-576.0,,,,,-233.2,,,-169.0,,-133.9,,-423.1,-124.5,,123.0,110.2,,,89.0,-81.0,-667.2,,,,,,,,,50.9,,False,,False,False,,,,,False,,,False,,False,,False,False,,False,False,,,False,False,False,,,,,,,,,False
18063,3136,3630.0,,3622.9,,3624.0,3174.0,,,,,4336.4,,5051.5,2829.0,,4053.4,,2323.5,2617.0,,3809.0,3721.7,,,4210.0,3242.0,418.2,,,,,4509.2,3973.0,,,5328.4,494.0,,486.9,,488.0,38.0,,,,,1200.4,,1915.5,-307.0,,917.4,,-812.5,-519.0,,673.0,585.7,,,1074.0,106.0,-2717.8,,,,,1373.2,837.0,,,2192.4,,True,,True,True,,,,,False,,False,True,,False,,False,False,,False,False,,,False,True,False,,,,,False,False,,,False
18065,1095,1029.0,,1048.2,,919.0,782.0,,,,,798.2,,,980.0,,746.3,,487.2,939.0,,1052.5,1028.2,,,1161.0,968.0,101.7,,,,,814.5,,,,1249.3,-66.0,,-46.8,,-176.0,-313.0,,,,,-296.8,,,-115.0,,-348.7,,-607.8,-156.0,,-42.5,-66.8,,,66.0,-127.0,-993.3,,,,,-280.5,,,,154.3,,True,,False,False,,,,,False,,,False,,False,,False,False,,True,False,,,False,False,False,,,,,False,,,,False
18067,1936,2190.0,,2196.5,,2047.0,1496.0,,,,,1585.5,,,1647.0,,1986.2,,988.6,1366.5,,2285.0,2210.6,,,2792.0,2007.0,245.6,,,,,2609.4,,,,3617.1,254.0,,260.5,,111.0,-440.0,,,,,-350.5,,,-289.0,,50.2,,-947.4,-569.5,,349.0,274.6,,,856.0,71.0,-1690.4,,,,,673.4,,,,1681.1,,False,,True,False,,,,,False,,,False,,True,,False,False,,False,False,,,False,True,False,,,,,False,,,,False
18069,727,795.0,,776.4,,702.0,555.0,,,,,540.1,,,629.0,,615.1,,314.7,627.5,,753.0,746.1,,,844.0,772.0,122.5,,,,,,,,,1102.3,68.0,,49.4,,-25.0,-172.0,,,,,-186.9,,,-98.0,,-111.9,,-412.3,-99.5,,26.0,19.1,,,117.0,45.0,-604.5,,,,,,,,,375.3,,True,,True,False,,,,,False,,,False,,False,,False,False,,True,True,,,False,True,False,,,,,,,,,False
18071,885,1401.0,,1398.4,,1271.0,1392.0,,,,,840.8,,,809.0,,1838.9,,675.3,1109.5,,1387.0,1279.9,,,1669.0,1238.0,178.8,,,,,1186.7,,,,1672.9,516.0,,513.4,,386.0,507.0,,,,,-44.2,,,-76.0,,953.9,,-209.7,224.5,,502.0,394.9,,,784.0,353.0,-706.2,,,,,301.7,,,,787.9,,True,,True,True,,,,,True,,,True,,False,,True,True,,True,True,,,False,True,False,,,,,True,,,,False
18073,574,786.0,,774.2,,713.0,848.0,,,,,482.4,,,522.0,,682.9,,325.3,601.0,,833.0,809.6,,,856.0,663.0,57.2,,,,,,,,,766.3,212.0,,200.2,,139.0,274.0,,,,,-91.6,,,-52.0,,108.9,,-248.7,27.0,,259.0,235.6,,,282.0,89.0,-516.8,,,,,,,,,192.3,,True,,True,False,,,,,True,,,True,,True,,False,True,,False,False,,,False,True,False,,,,,,,,,True
18075,260,540.0,,511.6,,408.0,360.0,,,,,309.0,,,397.0,,335.0,,127.6,,,316.0,460.1,,,419.0,475.0,38.5,,,,,,,,,575.3,280.0,,251.6,,148.0,100.0,,,,,49.0,,,137.0,,75.0,,-132.4,,,56.0,200.1,,,159.0,215.0,-221.5,,,,,,,,,315.3,,True,,True,True,,,,,True,,,True,,True,,True,,,True,True,,,True,True,True,,,,,,,,,False
18077,599,585.0,,581.9,,485.0,365.0,,,,,398.7,,,552.0,,247.3,,205.6,444.5,,417.0,609.2,,,467.0,575.0,63.4,,,,,,,,,827.6,-14.0,,-17.1,,-114.0,-234.0,,,,,-200.3,,,-47.0,,-351.7,,-393.4,-154.5,,-182.0,10.2,,,-132.0,-24.0,-535.6,,,,,,,,,228.6,,False,,False,False,,,,,False,,,False,,False,,False,False,,False,True,,,False,False,False,,,,,,,,,False
18079,521,615.0,,623.0,,574.0,522.0,,,,,375.2,,,531.0,,549.6,,274.7,,,823.0,640.9,,,563.0,570.0,111.6,,,,,,,,,1081.0,94.0,,102.0,,53.0,1.0,,,,,-145.8,,,10.0,,28.6,,-246.3,,,302.0,119.9,,,42.0,49.0,-409.4,,,,,,,,,560.0,,False,,True,True,,,,,False,,,True,,True,,False,,,False,False,,,True,True,False,,,,,,,,,False
18081,3394,3783.0,,3765.9,,3777.0,4001.0,,,,,4221.0,,5131.6,3029.0,,3908.7,,2203.6,2466.0,,4702.0,4059.2,,,4382.0,3237.0,542.7,,,,,3598.1,4595.0,,,8212.1,389.0,,371.9,,383.0,607.0,,,,,827.0,,1737.6,-365.0,,514.7,,-1190.4,-928.0,,1308.0,665.2,,,988.0,-157.0,-2851.3,,,,,204.1,1201.0,,,4818.1,,True,,True,False,,,,,False,,False,True,,False,,False,False,,False,False,,,False,True,False,,,,,True,False,,,False
18083,570,807.0,,783.5,,732.0,534.0,,,,,567.8,,,783.0,,556.4,,323.4,743.0,,705.0,787.2,,,639.0,806.0,129.4,,,,,,,,,886.2,237.0,,213.5,,162.0,-36.0,,,,,-2.2,,,213.0,,-13.6,,-246.6,173.0,,135.0,217.2,,,69.0,236.0,-440.6,,,,,,,,,316.2,,True,,True,True,,,,,True,,,True,,True,,False,True,,True,True,,,True,True,False,,,,,,,,,False
18085,1387,1479.0,,1404.0,,1252.0,1013.0,,,,,825.7,,,1244.0,,793.3,,819.7,1412.5,,1484.0,1638.0,,,948.0,1434.0,152.9,,,,,1049.8,,,,1665.8,92.0,,17.0,,-135.0,-374.0,,,,,-561.3,,,-143.0,,-593.7,,-567.3,25.5,,97.0,251.0,,,-439.0,47.0,-1234.1,,,,,-337.2,,,,278.8,,True,,False,False,,,,,False,,,False,,False,,False,True,,False,False,,,False,True,False,,,,,False,,,,False
18087,326,498.0,,458.1,,474.0,417.0,,,,,384.6,,,656.0,,334.1,,400.6,543.5,,470.0,570.2,,,548.0,635.0,113.1,,,,,,,,,492.6,172.0,,132.1,,148.0,91.0,,,,,58.6,,,330.0,,8.1,,74.6,217.5,,144.0,244.2,,,222.0,309.0,-212.9,,,,,,,,,166.6,,True,,True,True,,,,,True,,,False,,True,,True,False,,True,False,,,False,False,False,,,,,,,,,True
18089,7218,9159.0,,9196.8,8743.7,8482.0,10413.0,,,,,12094.8,,8589.6,7151.0,,5406.0,,5980.2,9343.5,,9981.0,9943.7,,,8293.0,8128.0,1248.5,,,,,7857.3,8147.0,,,10624.2,1941.0,,1978.8,1525.7,1264.0,3195.0,,,,,4876.8,,1371.6,-67.0,,-1812.0,,-1237.8,2125.5,,2763.0,2725.7,,,1075.0,910.0,-5969.5,,,,,639.3,929.0,,,3406.2,,False,True,True,False,,,,,False,,True,True,,True,,True,False,,False,False,,,True,True,False,,,,,True,True,,,False
18091,1723,1788.0,,1856.0,,1765.0,1688.0,,,,,1073.4,,,1772.0,,1205.6,,1082.3,1788.5,,1777.0,1988.4,,,1563.0,1774.0,221.4,,,,,1505.8,,,,2368.1,65.0,,133.0,,42.0,-35.0,,,,,-649.6,,,49.0,,-517.4,,-640.7,65.5,,54.0,265.4,,,-160.0,51.0,-1501.6,,,,,-217.2,,,,645.1,,False,,True,True,,,,,False,,,True,,False,,False,False,,True,False,,,False,True,False,,,,,False,,,,False
18093,969,858.0,,835.8,,800.0,947.0,,,,,577.5,,,764.0,,739.5,,358.8,604.5,,739.5,901.3,,,922.0,830.0,89.7,,,,,,,,,965.3,-111.0,,-133.2,,-169.0,-22.0,,,,,-391.5,,,-205.0,,-229.5,,-610.2,-364.5,,-229.5,-67.7,,,-47.0,-139.0,-879.3,,,,,,,,,-3.7,,False,,False,True,,,,,False,,,False,,False,,False,False,,False,True,,,True,False,False,,,,,,,,,True
18095,2479,2262.0,,2311.2,,2271.0,1585.0,,,,,1801.6,,2759.6,2433.0,,1985.2,,1390.3,2191.5,,2637.0,2555.6,,,2425.0,2240.0,418.1,,,,,1455.6,2393.0,,,4223.1,-217.0,,-167.8,,-208.0,-894.0,,,,,-677.4,,280.6,-46.0,,-493.8,,-1088.7,-287.5,,158.0,76.6,,,-54.0,-239.0,-2060.9,,,,,-1023.4,-86.0,,,1744.1,,True,,True,False,,,,,False,,False,True,,False,,False,False,,True,True,,,True,False,False,,,,,False,True,,,False
18097,16947,18282.0,,18486.3,17666.5,18605.0,28539.0,,,,,19977.4,,23134.8,15948.0,,15538.4,,15363.8,18303.5,,26419.0,20529.4,,,18932.0,16440.0,2309.8,,,,,21344.6,21997.0,,,36745.2,1335.0,,1539.3,719.5,1658.0,11592.0,,,,,3030.4,,6187.8,-999.0,,-1408.6,,-1583.2,1356.5,,9472.0,3582.4,,,1985.0,-507.0,-14637.2,,,,,4397.6,5050.0,,,19798.2,,False,True,False,False,,,,,False,,False,True,,False,,False,False,,False,False,,,False,True,False,,,,,False,False,,,False
18099,811,1248.0,,1166.1,,898.0,729.0,,,,,991.0,,,740.0,,633.6,,528.1,1047.0,,1271.0,1267.1,,,1174.0,1161.0,154.8,,,,,751.5,,,,2094.6,437.0,,355.1,,87.0,-82.0,,,,,180.0,,,-71.0,,-177.4,,-282.9,236.0,,460.0,456.1,,,363.0,350.0,-656.2,,,,,-59.5,,,,1283.6,,True,,True,True,,,,,True,,,True,,True,,True,True,,False,False,,,True,True,False,,,,,True,,,,False
18101,138,126.0,,133.8,,134.0,170.0,,,,,117.2,,,191.0,,84.5,,38.8,,,135.0,144.4,,,142.0,148.0,23.1,,,,,,,,,131.4,-12.0,,-4.2,,-4.0,32.0,,,,,-20.8,,,53.0,,-53.5,,-99.2,,,-3.0,6.4,,,4.0,10.0,-114.9,,,,,,,,,-6.6,,True,,True,False,,,,,False,,,False,,False,,False,,,True,True,,,True,True,False,,,,,,,,,True
18103,626,804.0,,793.1,,753.0,531.0,,,,,504.8,,,666.0,,605.2,,343.6,807.5,,850.0,803.1,,,698.0,752.0,51.2,,,,,,,,,1149.6,178.0,,167.1,,127.0,-95.0,,,,,-121.2,,,40.0,,-20.8,,-282.4,181.5,,224.0,177.1,,,72.0,126.0,-574.8,,,,,,,,,523.6,,True,,True,True,,,,,True,,,True,,True,,False,False,,False,True,,,True,True,False,,,,,,,,,False
18105,1549,2046.0,,1966.0,,1898.0,2706.0,,,,,1388.6,,,1957.0,,1465.8,,1233.7,1768.5,,2028.5,1961.4,,,2129.0,1920.0,209.5,,,,,1191.2,1755.0,,,2381.7,497.0,,417.0,,349.0,1157.0,,,,,-160.4,,,408.0,,-83.2,,-315.3,219.5,,479.5,412.4,,,580.0,371.0,-1339.5,,,,,-357.8,206.0,,,832.7,,True,,True,False,,,,,True,,,True,,True,,True,True,,True,True,,,False,True,False,,,,,True,True,,,False
18107,860,972.0,,978.0,,890.0,849.0,,,,,605.7,,,648.0,,945.1,,467.0,792.5,,1164.0,1000.2,,,1046.0,914.0,114.7,,,,,,,,,851.4,112.0,,118.0,,30.0,-11.0,,,,,-254.3,,,-212.0,,85.1,,-393.0,-67.5,,304.0,140.2,,,186.0,54.0,-745.3,,,,,,,,,-8.6,,False,,True,True,,,,,False,,,False,,True,,False,True,,False,False,,,False,True,False,,,,,,,,,True
18109,1358,1416.0,,1406.9,,1410.0,1735.0,,,,,840.4,,,1281.0,,1518.7,,801.7,1099.0,,1962.0,1506.1,,,1802.0,1242.0,245.5,,,,,1540.8,,,,1525.4,58.0,,48.9,,52.0,377.0,,,,,-517.6,,,-77.0,,160.7,,-556.3,-259.0,,604.0,148.1,,,444.0,-116.0,-1112.5,,,,,182.8,,,,167.4,,True,,True,False,,,,,False,,,False,,False,,False,False,,False,False,,,False,False,False,,,,,False,,,,False
18111,151,234.0,,228.2,,181.0,99.0,,,,,140.3,,,181.0,,90.4,,45.3,,,160.0,203.7,,,144.0,213.0,18.9,,,,,,,,,241.1,83.0,,77.2,,30.0,-52.0,,,,,-10.7,,,30.0,,-60.6,,-105.7,,,9.0,52.7,,,-7.0,62.0,-132.1,,,,,,,,,90.1,,True,,True,True,,,,,True,,,True,,True,,False,,,True,True,,,True,True,False,,,,,,,,,False
18113,855,1110.0,,1124.8,,868.0,642.0,,,,,813.9,,,723.0,,625.8,,435.9,915.0,,1138.0,1168.8,,,1023.0,1057.0,134.7,,,,,783.5,,,,988.3,255.0,,269.8,,13.0,-213.0,,,,,-41.1,,,-132.0,,-229.2,,-419.1,60.0,,283.0,313.8,,,168.0,202.0,-720.3,,,,,-71.5,,,,133.3,,False,,True,True,,,,,True,,,True,,True,,False,True,,False,False,,,True,True,False,,,,,True,,,,True
18115,123,57.0,,59.7,,59.0,47.0,,,,,52.1,,,80.0,,18.3,,16.6,,,66.0,81.5,,,61.0,74.0,16.1,,,,,,,,,56.4,-66.0,,-63.3,,-64.0,-76.0,,,,,-70.9,,,-43.0,,-104.7,,-106.4,,,-57.0,-41.5,,,-62.0,-49.0,-106.9,,,,,,,,,-66.6,,True,,True,False,,,,,False,,,True,,False,,False,,,True,True,,,True,True,False,,,,,,,,,False
18117,335,321.0,,327.8,,324.0,279.0,,,,,247.9,,,385.0,,270.0,,138.5,,,383.0,347.1,,,390.0,343.0,58.9,,,,,,,,,350.9,-14.0,,-7.2,,-11.0,-56.0,,,,,-87.1,,,50.0,,-65.0,,-196.5,,,48.0,12.1,,,55.0,8.0,-276.1,,,,,,,,,15.9,,True,,True,False,,,,,False,,,False,,False,,False,,,False,True,,,False,True,False,,,,,,,,,False
