,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
28131,488,402.0,,591.0,,,,142.0,,1271.4,180.1,522.0,,,,,-86.0,,103.0,,,,-346.0,,783.4,-307.9,34.0,,,,,,False,,,,False,,False,False,True,,,,
28133,531,282.0,,0.0,,,,400.0,,236.7,213.2,271.0,,169.0,,,-249.0,,-531.0,,,,-131.0,,-294.3,-317.8,-260.0,,-362.0,,,,False,,,,True,,False,False,False,,False,,
28135,255,102.0,,0.0,,,,294.0,,25.3,105.7,96.0,,,,,-153.0,,-255.0,,,,39.0,,-229.7,-149.3,-159.0,,,,,,False,,,,True,,False,True,False,,,,
28137,816,768.0,,359.0,,,,503.0,,763.7,418.3,748.5,,554.9,,,-48.0,,-457.0,,,,-313.0,,-52.3,-397.7,-67.5,,-261.1,,,,False,,,,False,,False,False,False,,False,,
28139,769,402.0,,270.0,,,,511.0,,394.7,146.4,384.0,,371.2,,,-367.0,,-499.0,,,,-258.0,,-374.3,-622.6,-385.0,,-397.8,,,,False,,,,True,,False,False,False,,False,,
28141,527,498.0,,209.0,,,,418.0,,1751.9,249.7,697.0,,,,,-29.0,,-318.0,,,,-109.0,,1224.9,-277.3,170.0,,,,,,False,,,,False,,False,False,False,,,,
28143,147,102.0,,2.0,,,,140.0,,81.6,46.9,28.0,,,,,-45.0,,-145.0,,,,-7.0,,-65.4,-100.1,-119.0,,,,,,False,,,,True,,False,False,False,,,,
28145,1177,606.0,,453.0,,,,592.0,,749.3,512.5,522.5,,366.0,,,-571.0,,-724.0,,,,-585.0,,-427.7,-664.5,-654.5,,-811.0,,,,False,,,,False,,True,False,False,,False,,
28147,246,180.0,,0.0,,,,104.0,,153.2,125.1,277.0,,,,,-66.0,,-246.0,,,,-142.0,,-92.8,-120.9,31.0,,,,,,False,,,,False,,False,False,True,,,,
28149,838,210.0,,218.0,,,,380.0,,243.6,324.6,221.0,,96.7,,,-628.0,,-620.0,,,,-458.0,,-594.4,-513.4,-617.0,,-741.3,,,,True,,,,True,,True,True,True,,False,,
28151,1202,642.0,,291.0,,,,516.0,,341.1,420.5,515.0,,508.4,,,-560.0,,-911.0,,,,-686.0,,-860.9,-781.5,-687.0,,-693.6,,,,False,,,,False,,False,False,False,,False,,
28153,481,246.0,,71.0,,,,170.0,,253.5,282.5,244.0,,150.6,,,-235.0,,-410.0,,,,-311.0,,-227.5,-198.5,-237.0,,-330.4,,,,False,,,,False,,True,True,False,,False,,
28155,299,60.0,,5.0,,,,150.0,,13.7,27.7,28.0,,,,,-239.0,,-294.0,,,,-149.0,,-285.3,-271.3,-271.0,,,,,,False,,,,True,,False,False,False,,,,
28157,151,48.0,,0.0,,,,68.0,,6.0,10.1,26.0,,,,,-103.0,,-151.0,,,,-83.0,,-145.0,-140.9,-125.0,,,,,,False,,,,True,,False,False,False,,,,
28159,748,414.0,,0.0,,,,189.0,,1145.2,230.0,445.0,,,,,-334.0,,-748.0,,,,-559.0,,397.2,-518.0,-303.0,,,,,,False,,,,False,,False,False,True,,,,
28161,315,168.0,,96.0,,,,183.0,,49.9,152.6,104.0,,,,,-147.0,,-219.0,,,,-132.0,,-265.1,-162.4,-211.0,,,,,,False,,,,True,,False,False,False,,,,
28163,599,432.0,,245.0,,,,323.0,,439.6,345.4,90.0,,239.0,,,-167.0,,-354.0,,,,-276.0,,-159.4,-253.6,-509.0,,-360.0,,,,False,,,,False,,True,False,False,,False,,
29001,680,1224.0,,1318.0,,,,1058.0,,4584.2,348.5,1330.0,,,,,544.0,,638.0,,,,378.0,,3904.2,-331.5,650.0,,,,,,False,,,,True,,False,True,False,,,,
29003,433,594.0,,442.0,,,,387.0,,787.8,263.7,465.0,,,,,161.0,,9.0,,,,-46.0,,354.8,-169.3,32.0,,,,,,True,,,,True,,False,False,True,,,,
29005,113,264.0,,122.0,,,,96.0,,1103.3,68.0,445.0,,,,,151.0,,9.0,,,,-17.0,,990.3,-45.0,332.0,,,,,,True,,,,True,,False,True,False,,,,
29007,735,786.0,,882.0,,,,597.0,,620.5,536.5,1101.0,,,,,51.0,,147.0,,,,-138.0,,-114.5,-198.5,366.0,,,,,,False,,,,False,,False,False,False,,,,
29009,561,1026.0,,1082.0,,,,870.0,,888.3,453.6,870.0,,483.0,,,465.0,,521.0,,,,309.0,,327.3,-107.4,309.0,,-78.0,,,,False,,,,True,,True,True,True,,True,,
29011,192,432.0,,170.0,,,,254.0,,444.6,145.0,394.0,,,,,240.0,,-22.0,,,,62.0,,252.6,-47.0,202.0,,,,,,True,,,,True,,False,True,True,,,,
29013,391,522.0,,518.0,,,,358.0,,2686.4,108.8,619.0,,,,,131.0,,127.0,,,,-33.0,,2295.4,-282.2,228.0,,,,,,True,,,,True,,False,False,False,,,,
29015,482,684.0,,1011.0,,,,361.0,,2730.5,183.9,929.0,,,,,202.0,,529.0,,,,-121.0,,2248.5,-298.1,447.0,,,,,,False,,,,True,,False,False,False,,,,
29017,250,606.0,,573.0,,,,289.0,,143.3,187.5,596.0,,,,,356.0,,323.0,,,,39.0,,-106.7,-62.5,346.0,,,,,,True,,,,True,,True,True,True,,,,
29019,4372,8154.0,,10392.0,,,,3909.0,,23092.9,4009.9,11133.0,,4349.2,,,3782.0,,6020.0,,,,-463.0,,18720.9,-362.1,6761.0,,-22.8,,,,False,,,,True,,False,True,False,,True,,
29021,2080,3030.0,,5526.0,,,,2913.0,,15379.7,2016.0,3021.0,,1596.6,,,950.0,,3446.0,,,,833.0,,13299.7,-64.0,941.0,,-483.4,,,,False,,,,True,,False,True,True,,True,,
29023,1021,1332.0,,849.0,,,,1540.0,,266.9,589.5,1014.0,,1277.7,,,311.0,,-172.0,,,,519.0,,-754.1,-431.5,-7.0,,256.7,,,,True,,,,False,,False,False,True,,True,,
29025,244,354.0,,322.0,,,,235.0,,861.6,102.7,455.0,,,,,110.0,,78.0,,,,-9.0,,617.6,-141.3,211.0,,,,,,True,,,,True,,False,False,False,,,,
29027,1382,2532.0,,2018.0,,,,1055.0,,1888.1,852.6,2884.0,,1476.2,,,1150.0,,636.0,,,,-327.0,,506.1,-529.4,1502.0,,94.2,,,,True,,,,True,,True,True,False,,True,,
29029,971,1560.0,,1640.0,,,,700.0,,3198.4,464.6,1295.0,,1069.0,,,589.0,,669.0,,,,-271.0,,2227.4,-506.4,324.0,,98.0,,,,False,,,,True,,False,True,True,,True,,
29031,2317,4452.0,,4336.0,,,,2046.0,,17496.5,1808.1,6762.0,,2355.1,,,2135.0,,2019.0,,,,-271.0,,15179.5,-508.9,4445.0,,38.1,,,,True,,,,True,,False,True,False,,True,,
29033,320,354.0,,319.0,,,,270.0,,216.3,113.8,436.5,,,,,34.0,,-1.0,,,,-50.0,,-103.7,-206.2,116.5,,,,,,True,,,,False,,False,False,False,,,,
29035,135,150.0,,84.0,,,,112.0,,21.0,25.7,123.0,,,,,15.0,,-51.0,,,,-23.0,,-114.0,-109.3,-12.0,,,,,,False,,,,False,,False,False,True,,,,
29037,2443,2916.0,,4747.0,,,,2057.0,,5168.5,1236.4,3682.0,,1630.8,,,473.0,,2304.0,,,,-386.0,,2725.5,-1206.6,1239.0,,-812.2,,,,False,,,,True,,False,False,False,,False,,
29039,135,474.0,,383.0,,,,316.0,,2701.6,106.9,645.0,,,,,339.0,,248.0,,,,181.0,,2566.6,-28.1,510.0,,,,,,True,,,,True,,False,True,False,,,,
29041,142,384.0,,357.0,,,,186.0,,1587.5,52.4,1713.0,,,,,242.0,,215.0,,,,44.0,,1445.5,-89.6,1571.0,,,,,,True,,,,True,,False,True,False,,,,
29043,2149,2304.0,,2970.0,,,,1344.0,,2507.1,988.5,2859.0,,1538.9,,,155.0,,821.0,,,,-805.0,,358.1,-1160.5,710.0,,-610.1,,,,False,,,,False,,False,False,False,,False,,
29045,140,342.0,,340.0,,,,174.0,,1196.2,118.7,508.0,,,,,202.0,,200.0,,,,34.0,,1056.2,-21.3,368.0,,,,,,True,,,,True,,False,True,False,,,,
29047,2420,3330.0,,4179.0,,,,5948.0,,4642.4,2872.9,4178.5,,2497.5,,,910.0,,1759.0,,,,3528.0,,2222.4,452.9,1758.5,,77.5,,,,False,,,,False,,False,True,False,,True,,
29049,473,672.0,,477.0,,,,497.0,,581.9,169.4,628.0,,,,,199.0,,4.0,,,,24.0,,108.9,-303.6,155.0,,,,,,True,,,,True,,True,False,True,,,,
29051,2495,5142.0,,3861.0,,,,1697.0,,3596.3,1767.9,4698.0,,1788.9,,,2647.0,,1366.0,,,,-798.0,,1101.3,-727.1,2203.0,,-706.1,,,,True,,,,True,,True,True,True,,True,,
29053,472,1032.0,,415.0,,,,472.0,,1404.1,262.9,1372.0,,,,,560.0,,-57.0,,,,0.0,,932.1,-209.1,900.0,,,,,,True,,,,True,,False,True,False,,,,
29055,668,996.0,,1132.0,,,,460.0,,1430.3,279.3,790.0,,,,,328.0,,464.0,,,,-208.0,,762.3,-388.7,122.0,,,,,,False,,,,True,,False,False,True,,,,
29057,125,330.0,,147.0,,,,115.0,,2376.4,110.1,501.0,,,,,205.0,,22.0,,,,-10.0,,2251.4,-14.9,376.0,,,,,,True,,,,True,,False,True,False,,,,
29059,169,438.0,,367.0,,,,273.0,,325.8,216.9,391.5,,,,,269.0,,198.0,,,,104.0,,156.8,47.9,222.5,,,,,,True,,,,True,,True,True,True,,,,
29061,168,210.0,,86.0,,,,258.0,,837.2,52.8,173.0,,,,,42.0,,-82.0,,,,90.0,,669.2,-115.2,5.0,,,,,,False,,,,False,,False,False,True,,,,
29063,291,294.0,,293.0,,,,414.0,,80.9,131.9,205.0,,,,,3.0,,2.0,,,,123.0,,-210.1,-159.1,-86.0,,,,,,True,,,,False,,False,False,False,,,,
29065,304,414.0,,534.0,,,,298.0,,783.4,222.3,646.0,,,,,110.0,,230.0,,,,-6.0,,479.4,-81.7,342.0,,,,,,False,,,,True,,False,True,False,,,,
29067,241,174.0,,132.0,,,,234.0,,159.4,159.6,200.0,,,,,-67.0,,-109.0,,,,-7.0,,-81.6,-81.4,-41.0,,,,,,False,,,,True,,False,False,True,,,,
29069,566,882.0,,934.0,,,,1136.0,,657.5,463.9,813.0,,598.4,,,316.0,,368.0,,,,570.0,,91.5,-102.1,247.0,,32.4,,,,False,,,,False,,True,True,True,,True,,
29071,2472,3396.0,,3990.0,,,,2477.0,,4274.8,1603.9,2745.0,,1884.1,,,924.0,,1518.0,,,,5.0,,1802.8,-868.1,273.0,,-587.9,,,,False,,,,True,,False,True,True,,True,,
29073,283,276.0,,414.0,,,,249.0,,192.2,169.8,281.0,,,,,-7.0,,131.0,,,,-34.0,,-90.8,-113.2,-2.0,,,,,,False,,,,False,,False,False,True,,,,
29075,266,540.0,,298.0,,,,153.0,,1292.3,120.4,680.0,,,,,274.0,,32.0,,,,-113.0,,1026.3,-145.6,414.0,,,,,,True,,,,True,,False,True,False,,,,
29077,6443,7386.0,,8150.0,,,,5453.0,,7525.5,4010.3,8955.5,,5643.2,,,943.0,,1707.0,,,,-990.0,,1082.5,-2432.7,2512.5,,-799.8,,,,False,,,,False,,False,False,False,,True,,
29079,252,504.0,,269.0,,,,376.0,,329.3,150.4,875.0,,,,,252.0,,17.0,,,,124.0,,77.3,-101.6,623.0,,,,,,True,,,,True,,True,True,False,,,,
29081,299,456.0,,232.0,,,,241.0,,2397.7,69.0,339.0,,,,,157.0,,-67.0,,,,-58.0,,2098.7,-230.0,40.0,,,,,,True,,,,True,,False,False,True,,,,
29083,604,1380.0,,1608.0,,,,564.0,,4526.8,330.5,2430.0,,,,,776.0,,1004.0,,,,-40.0,,3922.8,-273.5,1826.0,,,,,,False,,,,True,,False,True,False,,,,
29085,93,270.0,,230.0,,,,119.0,,43.7,230.4,176.5,,,,,177.0,,137.0,,,,26.0,,-49.3,137.4,83.5,,,,,,True,,,,True,,True,True,True,,,,
29087,135,204.0,,12.0,,,,74.0,,945.0,96.4,360.0,,,,,69.0,,-123.0,,,,-61.0,,810.0,-38.6,225.0,,,,,,False,,,,True,,False,True,False,,,,
29089,221,426.0,,300.0,,,,232.0,,320.4,208.7,532.0,,,,,205.0,,79.0,,,,11.0,,99.4,-12.3,311.0,,,,,,True,,,,True,,True,True,False,,,,
29091,795,594.0,,561.0,,,,985.0,,83.8,470.6,366.0,,969.9,,,-201.0,,-234.0,,,,190.0,,-711.2,-324.4,-429.0,,174.9,,,,False,,,,True,,False,False,False,,True,,
29093,216,198.0,,240.0,,,,174.0,,644.2,132.6,156.0,,,,,-18.0,,24.0,,,,-42.0,,428.2,-83.4,-60.0,,,,,,False,,,,False,,False,False,False,,,,
29095,8906,12000.0,,15731.0,,,,13393.0,,40254.4,15310.4,15484.0,,7554.3,,,3094.0,,6825.0,,,,4487.0,,31348.4,6404.4,6578.0,,-1351.7,,,,False,,,,False,,False,False,False,,True,,
29097,2695,5736.0,,5803.0,,,,3527.0,,12200.2,2449.2,6691.5,,2967.2,,,3041.0,,3108.0,,,,832.0,,9505.2,-245.8,3996.5,,272.2,,,,False,,,,True,,False,True,False,,True,,
29099,6324,8442.0,,9243.0,,,,5449.0,,29089.2,4165.8,12759.0,,5812.2,,,2118.0,,2919.0,,,,-875.0,,22765.2,-2158.2,6435.0,,-511.8,,,,False,,,,True,,False,False,False,,True,,
29101,1092,1620.0,,2653.0,,,,1221.0,,2781.6,709.6,1800.0,,1660.0,,,528.0,,1561.0,,,,129.0,,1689.6,-382.4,708.0,,568.0,,,,False,,,,True,,False,True,False,,False,,
29103,47,126.0,,51.0,,,,91.0,,1125.0,57.0,115.0,,,,,79.0,,4.0,,,,44.0,,1078.0,10.0,68.0,,,,,,True,,,,True,,False,True,True,,,,
29105,904,948.0,,694.0,,,,670.0,,1659.3,589.6,789.0,,320.1,,,44.0,,-210.0,,,,-234.0,,755.3,-314.4,-115.0,,-583.9,,,,False,,,,False,,False,False,False,,False,,
29107,776,1014.0,,1212.0,,,,800.0,,1024.8,292.0,1368.5,,1313.7,,,238.0,,436.0,,,,24.0,,248.8,-484.0,592.5,,537.7,,,,False,,,,True,,False,False,False,,False,,
29109,666,1404.0,,1223.0,,,,917.0,,1744.0,779.9,1264.0,,670.7,,,738.0,,557.0,,,,251.0,,1078.0,113.9,598.0,,4.7,,,,True,,,,True,,False,True,True,,True,,
29111,164,510.0,,500.0,,,,246.0,,912.9,162.6,694.0,,,,,346.0,,336.0,,,,82.0,,748.9,-1.4,530.0,,,,,,True,,,,True,,False,True,False,,,,
29113,1621,2052.0,,2894.0,,,,1273.0,,3810.4,981.0,2734.5,,1003.7,,,431.0,,1273.0,,,,-348.0,,2189.4,-640.0,1113.5,,-617.3,,,,False,,,,True,,False,False,False,,False,,
29115,156,276.0,,186.0,,,,374.0,,868.6,78.1,327.0,,,,,120.0,,30.0,,,,218.0,,712.6,-77.9,171.0,,,,,,True,,,,False,,False,True,False,,,,
29117,320,378.0,,255.0,,,,444.0,,532.3,150.5,453.5,,,,,58.0,,-65.0,,,,124.0,,212.3,-169.5,133.5,,,,,,False,,,,False,,False,False,False,,,,
29119,299,240.0,,164.0,,,,734.0,,124.1,151.7,180.0,,220.7,,,-59.0,,-135.0,,,,435.0,,-174.9,-147.3,-119.0,,-78.3,,,,False,,,,False,,False,False,False,,False,,
29121,443,750.0,,1121.0,,,,432.0,,1959.4,255.7,1656.0,,,,,307.0,,678.0,,,,-11.0,,1516.4,-187.3,1213.0,,,,,,False,,,,True,,False,True,False,,,,
29123,451,696.0,,321.0,,,,309.0,,625.1,209.2,497.0,,,,,245.0,,-130.0,,,,-142.0,,174.1,-241.8,46.0,,,,,,True,,,,True,,True,True,True,,,,
29125,157,276.0,,199.0,,,,124.0,,112.4,117.1,240.0,,,,,119.0,,42.0,,,,-33.0,,-44.6,-39.9,83.0,,,,,,True,,,,True,,True,True,True,,,,
29127,873,1476.0,,1129.0,,,,885.0,,1886.2,681.4,1823.0,,690.6,,,603.0,,256.0,,,,12.0,,1013.2,-191.6,950.0,,-182.4,,,,True,,,,True,,False,True,False,,True,,
29129,65,96.0,,0.0,,,,85.0,,600.3,18.9,33.0,,,,,31.0,,-65.0,,,,20.0,,535.3,-46.1,-32.0,,,,,,False,,,,True,,False,False,False,,,,
29131,719,942.0,,717.0,,,,487.0,,889.2,609.6,768.5,,486.0,,,223.0,,-2.0,,,,-232.0,,170.2,-109.4,49.5,,-233.0,,,,True,,,,False,,True,True,True,,False,,
29133,527,414.0,,416.0,,,,405.0,,140.6,131.7,331.0,,,,,-113.0,,-111.0,,,,-122.0,,-386.4,-395.3,-196.0,,,,,,True,,,,False,,False,False,False,,,,
29135,441,1248.0,,703.0,,,,382.0,,1425.8,226.5,969.0,,,,,807.0,,262.0,,,,-59.0,,984.8,-214.5,528.0,,,,,,True,,,,True,,False,True,True,,,,
29137,205,402.0,,558.0,,,,144.0,,887.0,197.6,349.0,,,,,197.0,,353.0,,,,-61.0,,682.0,-7.4,144.0,,,,,,False,,,,True,,False,True,True,,,,
29139,215,204.0,,251.0,,,,163.0,,61.5,56.0,171.0,,,,,-11.0,,36.0,,,,-52.0,,-153.5,-159.0,-44.0,,,,,,False,,,,False,,False,False,False,,,,
29141,501,528.0,,421.0,,,,338.0,,306.2,185.1,530.0,,,,,27.0,,-80.0,,,,-163.0,,-194.8,-315.9,29.0,,,,,,False,,,,False,,False,False,False,,,,
29143,455,1158.0,,161.0,,,,455.0,,1704.7,283.2,1283.5,,,,,703.0,,-294.0,,,,0.0,,1249.7,-171.8,828.5,,,,,,True,,,,True,,False,True,False,,,,
29145,779,1584.0,,1724.0,,,,1971.0,,1329.3,766.7,1417.5,,731.3,,,805.0,,945.0,,,,1192.0,,550.3,-12.3,638.5,,-47.7,,,,False,,,,False,,True,True,True,,True,,
29147,651,1110.0,,641.0,,,,861.0,,1078.6,404.5,1026.5,,496.4,,,459.0,,-10.0,,,,210.0,,427.6,-246.5,375.5,,-154.6,,,,True,,,,True,,True,True,True,,True,,
29149,203,204.0,,121.0,,,,304.0,,141.3,106.3,187.0,,,,,1.0,,-82.0,,,,101.0,,-61.7,-96.7,-16.0,,,,,,False,,,,False,,False,False,False,,,,
29151,385,684.0,,330.0,,,,284.0,,532.0,134.5,448.0,,,,,299.0,,-55.0,,,,-101.0,,147.0,-250.5,63.0,,,,,,True,,,,True,,True,True,True,,,,
29153,109,114.0,,72.0,,,,132.0,,27.2,107.3,105.0,,,,,5.0,,-37.0,,,,23.0,,-81.8,-1.7,-4.0,,,,,,False,,,,False,,False,True,True,,,,
29155,310,726.0,,529.0,,,,626.0,,1716.7,236.3,727.0,,,,,416.0,,219.0,,,,316.0,,1406.7,-73.7,417.0,,,,,,True,,,,True,,False,True,False,,,,
29157,558,1446.0,,813.0,,,,509.0,,2706.2,349.8,1377.0,,676.9,,,888.0,,255.0,,,,-49.0,,2148.2,-208.2,819.0,,118.9,,,,True,,,,True,,False,True,True,,True,,
29159,1427,2046.0,,1891.0,,,,1475.0,,1767.5,992.5,1888.5,,606.5,,,619.0,,464.0,,,,48.0,,340.5,-434.5,461.5,,-820.5,,,,True,,,,True,,True,True,True,,False,,
29161,1105,1554.0,,2447.0,,,,875.0,,3127.8,775.6,1676.0,,833.6,,,449.0,,1342.0,,,,-230.0,,2022.8,-329.4,571.0,,-271.4,,,,False,,,,True,,False,True,False,,True,,
29163,585,972.0,,1138.0,,,,549.0,,4081.1,272.0,2401.0,,,,,387.0,,553.0,,,,-36.0,,3496.1,-313.0,1816.0,,,,,,False,,,,True,,False,True,False,,,,
29165,951,960.0,,1627.0,,,,1941.0,,1171.9,1061.2,1118.5,,897.6,,,9.0,,676.0,,,,990.0,,220.9,110.2,167.5,,-53.4,,,,False,,,,False,,False,False,False,,False,,
29167,525,594.0,,578.0,,,,624.0,,175.8,334.8,467.0,,207.1,,,69.0,,53.0,,,,99.0,,-349.2,-190.2,-58.0,,-317.9,,,,True,,,,False,,False,False,True,,False,,
29169,1199,846.0,,1055.0,,,,1022.0,,644.7,422.7,598.0,,601.7,,,-353.0,,-144.0,,,,-177.0,,-554.3,-776.3,-601.0,,-597.3,,,,True,,,,True,,False,False,False,,False,,
29171,101,174.0,,148.0,,,,122.0,,1551.9,63.9,25.0,,,,,73.0,,47.0,,,,21.0,,1450.9,-37.1,-76.0,,,,,,True,,,,True,,False,True,False,,,,
29173,295,510.0,,617.0,,,,205.0,,4102.3,171.8,539.0,,,,,215.0,,322.0,,,,-90.0,,3807.3,-123.2,244.0,,,,,,False,,,,True,,False,True,False,,,,
29175,580,1164.0,,742.0,,,,782.0,,632.9,229.8,956.0,,,,,584.0,,162.0,,,,202.0,,52.9,-350.2,376.0,,,,,,True,,,,True,,True,True,True,,,,
29177,525,894.0,,730.0,,,,625.0,,2769.9,311.5,1521.0,,,,,369.0,,205.0,,,,100.0,,2244.9,-213.5,996.0,,,,,,True,,,,True,,False,True,False,,,,
29179,90,156.0,,83.0,,,,112.0,,132.8,42.6,73.0,,,,,66.0,,-7.0,,,,22.0,,42.8,-47.4,-17.0,,,,,,True,,,,True,,True,True,True,,,,
29181,231,534.0,,438.0,,,,321.0,,2648.3,118.9,367.0,,,,,303.0,,207.0,,,,90.0,,2417.3,-112.1,136.0,,,,,,True,,,,True,,False,True,True,,,,
29183,10862,14760.0,,18309.0,,,,9423.0,,33519.1,9615.0,19156.5,,8397.1,,,3898.0,,7447.0,,,,-1439.0,,22657.1,-1247.0,8294.5,,-2464.9,,,,False,,,,True,,False,True,False,,True,,
29185,198,450.0,,423.0,,,,168.0,,1995.5,161.1,634.5,,,,,252.0,,225.0,,,,-30.0,,1797.5,-36.9,436.5,,,,,,True,,,,True,,False,True,False,,,,
29186,555,1272.0,,1087.0,,,,506.0,,2361.5,283.9,1231.0,,,,,717.0,,532.0,,,,-49.0,,1806.5,-271.1,676.0,,,,,,True,,,,True,,False,True,True,,,,
29187,2220,3912.0,,4754.0,,,,2118.0,,6026.9,1292.3,4805.5,,2118.1,,,1692.0,,2534.0,,,,-102.0,,3806.9,-927.7,2585.5,,-101.9,,,,False,,,,True,,False,True,False,,True,,
29189,26484,30840.0,,41023.0,,,,23188.0,,82437.5,16892.6,44686.5,,20501.7,,,4356.0,,14539.0,,,,-3296.0,,55953.5,-9591.4,18202.5,,-5982.3,,,,False,,,,True,,False,False,False,,False,,
29195,620,1308.0,,347.0,,,,715.0,,1712.1,440.3,1969.0,,868.8,,,688.0,,-273.0,,,,95.0,,1092.1,-179.7,1349.0,,248.8,,,,True,,,,True,,False,True,False,,True,,
29197,82,186.0,,142.0,,,,141.0,,654.5,51.1,414.0,,,,,104.0,,60.0,,,,59.0,,572.5,-30.9,332.0,,,,,,True,,,,True,,False,True,False,,,,
29199,90,228.0,,120.0,,,,169.0,,1440.1,30.7,83.0,,,,,138.0,,30.0,,,,79.0,,1350.1,-59.3,-7.0,,,,,,True,,,,True,,False,True,True,,,,
29201,1216,1938.0,,1722.0,,,,1155.0,,1691.1,657.2,1636.5,,1494.4,,,722.0,,506.0,,,,-61.0,,475.1,-558.8,420.5,,278.4,,,,True,,,,True,,True,True,True,,True,,
29203,94,138.0,,110.0,,,,145.0,,16.7,73.2,79.0,,,,,44.0,,16.0,,,,51.0,,-77.3,-20.8,-15.0,,,,,,True,,,,False,,False,True,True,,,,
29205,127,222.0,,81.0,,,,124.0,,2975.4,90.4,172.0,,,,,95.0,,-46.0,,,,-3.0,,2848.4,-36.6,45.0,,,,,,True,,,,True,,False,True,True,,,,
29207,756,1194.0,,1070.0,,,,927.0,,1962.7,413.5,866.0,,1002.6,,,438.0,,314.0,,,,171.0,,1206.7,-342.5,110.0,,246.6,,,,True,,,,True,,False,True,True,,True,,
29209,594,738.0,,861.0,,,,481.0,,687.6,513.0,843.5,,,,,144.0,,267.0,,,,-113.0,,93.6,-81.0,249.5,,,,,,False,,,,True,,True,True,False,,,,
29211,166,342.0,,0.0,,,,228.0,,44.5,124.5,182.0,,,,,176.0,,-166.0,,,,62.0,,-121.5,-41.5,16.0,,,,,,True,,,,True,,True,True,True,,,,
29213,1354,1494.0,,1917.0,,,,1009.0,,1016.9,712.0,1647.5,,753.2,,,140.0,,563.0,,,,-345.0,,-337.1,-642.0,293.5,,-600.8,,,,False,,,,False,,False,False,False,,False,,
29215,458,654.0,,805.0,,,,534.0,,1355.6,444.0,711.0,,,,,196.0,,347.0,,,,76.0,,897.6,-14.0,253.0,,,,,,False,,,,True,,False,True,False,,,,
29217,400,576.0,,830.0,,,,470.0,,2733.7,272.0,634.0,,,,,176.0,,430.0,,,,70.0,,2333.7,-128.0,234.0,,,,,,False,,,,True,,False,True,False,,,,
29219,685,978.0,,1442.0,,,,661.0,,2475.1,465.3,1745.5,,,,,293.0,,757.0,,,,-24.0,,1790.1,-219.7,1060.5,,,,,,False,,,,True,,False,True,False,,,,
29221,589,1476.0,,329.0,,,,688.0,,3568.1,421.3,2091.0,,,,,887.0,,-260.0,,,,99.0,,2979.1,-167.7,1502.0,,,,,,True,,,,True,,False,True,False,,,,
29223,242,276.0,,179.0,,,,277.0,,340.1,175.4,204.0,,,,,34.0,,-63.0,,,,35.0,,98.1,-66.6,-38.0,,,,,,False,,,,False,,False,False,False,,,,
29225,818,996.0,,1036.0,,,,619.0,,695.4,346.7,802.0,,934.2,,,178.0,,218.0,,,,-199.0,,-122.6,-471.3,-16.0,,116.2,,,,False,,,,False,,True,False,True,,True,,
29227,68,54.0,,0.0,,,,55.0,,8.7,8.9,29.0,,,,,-14.0,,-68.0,,,,-13.0,,-59.3,-59.1,-39.0,,,,,,False,,,,True,,False,False,False,,,,
29229,321,258.0,,184.0,,,,325.0,,154.0,71.1,199.0,,,,,-63.0,,-137.0,,,,4.0,,-167.0,-249.9,-122.0,,,,,,False,,,,True,,False,False,False,,,,
29510,5873,6708.0,,9689.0,,,,7664.0,,11772.7,4740.9,11920.0,,2714.8,,,835.0,,3816.0,,,,1791.0,,5899.7,-1132.1,6047.0,,-3158.2,,,,False,,,,False,,False,False,False,,False,,
30001,343,504.0,,0.0,,,,165.0,,71.7,219.5,420.0,,,,,161.0,,-343.0,,,,-178.0,,-271.3,-123.5,77.0,,,,,,False,,,,False,,False,True,True,,,,
30003,473,378.0,,0.0,,,,675.0,,64.6,284.6,462.0,,238.3,,,-95.0,,-473.0,,,,202.0,,-408.4,-188.4,-11.0,,-234.7,,,,False,,,,False,,False,False,True,,False,,
30005,140,342.0,,,,,,205.0,,17.6,119.7,171.0,,,,,202.0,,,,,,65.0,,-122.4,-20.3,31.0,,,,,,,,,,True,,True,True,True,,,,
