,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
17015,429,1206.0,,733.0,,,,767.0,,1010.7,266.1,1622.5,,,,,777.0,,304.0,,,,338.0,,581.7,-162.9,1193.5,,,,,,True,,,,True,,True,True,False,,,,
17017,789,858.0,,162.0,,,,393.0,,5414.0,301.5,1195.0,,,,,69.0,,-627.0,,,,-396.0,,4625.0,-487.5,406.0,,,,,,False,,,,False,,False,False,False,,,,
17019,4539,6630.0,,4158.0,,,,6657.0,,9884.3,6883.7,6930.0,,2589.2,,,2091.0,,-381.0,,,,2118.0,,5345.3,2344.7,2391.0,,-1949.8,,,,True,,,,False,,False,False,False,,True,,
17021,1042,1950.0,,2524.0,,,,1633.0,,6099.3,492.7,3486.0,,907.5,,,908.0,,1482.0,,,,591.0,,5057.3,-549.3,2444.0,,-134.5,,,,False,,,,True,,False,True,False,,True,,
17023,543,696.0,,798.0,,,,556.0,,5719.1,266.1,691.0,,,,,153.0,,255.0,,,,13.0,,5176.1,-276.9,148.0,,,,,,False,,,,True,,False,False,True,,,,
17025,613,828.0,,802.0,,,,473.0,,3165.9,449.9,1570.0,,,,,215.0,,189.0,,,,-140.0,,2552.9,-163.1,957.0,,,,,,True,,,,True,,False,True,False,,,,
17027,1816,2220.0,,989.0,,,,1420.0,,4592.9,855.8,2239.0,,990.6,,,404.0,,-827.0,,,,-396.0,,2776.9,-960.2,423.0,,-825.4,,,,False,,,,True,,False,False,False,,False,,
17029,1399,1968.0,,2265.0,,,,2553.0,,1913.0,1352.0,2707.0,,711.4,,,569.0,,866.0,,,,1154.0,,514.0,-47.0,1308.0,,-687.6,,,,False,,,,False,,True,True,False,,False,,
17031,137088,188808.0,,124419.0,,,,152485.0,,361332.4,138105.2,299295.5,,70504.0,,,51720.0,,-12669.0,,,,15397.0,,224244.4,1017.2,162207.5,,-66584.0,,,,True,,,,True,,False,True,False,,False,,
17033,692,576.0,,362.0,,,,746.0,,2535.5,118.5,417.0,,,,,-116.0,,-330.0,,,,54.0,,1843.5,-573.5,-275.0,,,,,,False,,,,True,,False,False,False,,,,
17035,427,402.0,,595.0,,,,368.0,,1862.0,184.5,429.0,,,,,-25.0,,168.0,,,,-59.0,,1435.0,-242.5,2.0,,,,,,False,,,,False,,False,False,True,,,,
17037,2497,4056.0,,3847.0,,,,4259.0,,5556.1,3081.2,6335.0,,3933.7,,,1559.0,,1350.0,,,,1762.0,,3059.1,584.2,3838.0,,1436.7,,,,True,,,,False,,False,True,False,,True,,
17039,382,468.0,,650.0,,,,718.0,,3493.7,324.7,403.0,,,,,86.0,,268.0,,,,336.0,,3111.7,-57.3,21.0,,,,,,False,,,,False,,False,True,True,,,,
17041,692,780.0,,672.0,,,,801.0,,182.3,288.4,575.0,,,,,88.0,,-20.0,,,,109.0,,-509.7,-403.6,-117.0,,,,,,True,,,,False,,False,False,False,,,,
17043,25151,30396.0,,19882.0,,,,28302.0,,52836.7,31453.8,44333.0,,23517.8,,,5245.0,,-5269.0,,,,3151.0,,27685.7,6302.8,19182.0,,-1633.2,,,,False,,,,True,,False,False,False,,True,,
17045,737,510.0,,1262.0,,,,671.0,,6178.4,482.9,1936.5,,,,,-227.0,,525.0,,,,-66.0,,5441.4,-254.1,1199.5,,,,,,False,,,,True,,False,False,False,,,,
17047,210,126.0,,115.0,,,,120.0,,492.2,104.7,100.0,,,,,-84.0,,-95.0,,,,-90.0,,282.2,-105.3,-110.0,,,,,,False,,,,False,,False,False,False,,,,
17049,1751,1968.0,,1498.0,,,,1493.0,,4969.7,676.6,3664.5,,779.1,,,217.0,,-253.0,,,,-258.0,,3218.7,-1074.4,1913.5,,-971.9,,,,False,,,,False,,False,False,False,,False,,
17051,1420,1302.0,,486.0,,,,1095.0,,6591.4,323.8,1947.0,,,,,-118.0,,-934.0,,,,-325.0,,5171.4,-1096.2,527.0,,,,,,False,,,,False,,False,False,False,,,,
17053,683,762.0,,913.0,,,,573.0,,5364.1,147.1,909.0,,,,,79.0,,230.0,,,,-110.0,,4681.1,-535.9,226.0,,,,,,False,,,,False,,False,False,False,,,,
17055,1608,1872.0,,1178.0,,,,1189.0,,3606.0,824.0,3212.0,,1474.1,,,264.0,,-430.0,,,,-419.0,,1998.0,-784.0,1604.0,,-133.9,,,,False,,,,False,,False,False,False,,True,,
17057,1246,1098.0,,947.0,,,,1436.0,,819.8,550.8,1215.0,,,,,-148.0,,-299.0,,,,190.0,,-426.2,-695.2,-31.0,,,,,,False,,,,False,,False,False,True,,,,
17059,152,174.0,,51.0,,,,83.0,,80.8,93.6,187.0,,,,,22.0,,-101.0,,,,-69.0,,-71.2,-58.4,35.0,,,,,,False,,,,False,,False,False,False,,,,
17061,489,696.0,,987.0,,,,572.0,,3815.5,348.1,1011.5,,,,,207.0,,498.0,,,,83.0,,3326.5,-140.9,522.5,,,,,,False,,,,True,,False,True,False,,,,
17063,1787,2844.0,,2926.0,,,,2100.0,,8391.5,1525.7,6644.0,,1784.0,,,1057.0,,1139.0,,,,313.0,,6604.5,-261.3,4857.0,,-3.0,,,,False,,,,True,,False,True,False,,True,,
17065,276,576.0,,592.0,,,,244.0,,2899.1,251.2,919.0,,,,,300.0,,316.0,,,,-32.0,,2623.1,-24.8,643.0,,,,,,False,,,,True,,False,True,False,,,,
17067,536,1248.0,,769.0,,,,575.0,,4576.3,286.9,2340.0,,,,,712.0,,233.0,,,,39.0,,4040.3,-249.1,1804.0,,,,,,True,,,,True,,False,True,False,,,,
17069,117,126.0,,97.0,,,,61.0,,515.9,45.5,213.0,,,,,9.0,,-20.0,,,,-56.0,,398.9,-71.5,96.0,,,,,,False,,,,False,,False,False,False,,,,
17071,179,252.0,,164.0,,,,291.0,,409.4,52.5,322.0,,,,,73.0,,-15.0,,,,112.0,,230.4,-126.5,143.0,,,,,,True,,,,False,,False,False,False,,,,
17073,1860,2526.0,,3608.0,,,,2365.0,,21788.1,1350.0,6064.5,,631.8,,,666.0,,1748.0,,,,505.0,,19928.1,-510.0,4204.5,,-1228.2,,,,False,,,,True,,False,True,False,,False,,
17075,1082,2052.0,,2525.0,,,,998.0,,9577.7,743.5,5151.5,,,,,970.0,,1443.0,,,,-84.0,,8495.7,-338.5,4069.5,,,,,,False,,,,True,,False,True,False,,,,
17077,1412,1770.0,,2924.0,,,,1434.0,,10096.2,1593.5,2225.0,,753.7,,,358.0,,1512.0,,,,22.0,,8684.2,181.5,813.0,,-658.3,,,,False,,,,True,,False,True,False,,False,,
17079,390,402.0,,139.0,,,,325.0,,2362.5,87.9,617.0,,,,,12.0,,-251.0,,,,-65.0,,1972.5,-302.1,227.0,,,,,,False,,,,False,,False,False,False,,,,
17081,1397,1368.0,,2176.0,,,,1424.0,,3686.3,860.8,2240.0,,1208.2,,,-29.0,,779.0,,,,27.0,,2289.3,-536.2,843.0,,-188.8,,,,False,,,,True,,False,False,False,,False,,
17083,970,1056.0,,1562.0,,,,725.0,,8342.0,460.6,1923.0,,,,,86.0,,592.0,,,,-245.0,,7372.0,-509.4,953.0,,,,,,False,,,,False,,False,False,False,,,,
17085,505,1092.0,,881.0,,,,1064.0,,4327.6,414.2,886.0,,,,,587.0,,376.0,,,,559.0,,3822.6,-90.8,381.0,,,,,,True,,,,True,,False,True,True,,,,
17087,394,468.0,,307.0,,,,315.0,,1291.2,171.3,432.0,,,,,74.0,,-87.0,,,,-79.0,,897.2,-222.7,38.0,,,,,,False,,,,False,,False,False,True,,,,
17089,15078,20988.0,,22169.0,,,,19743.0,,40813.1,19572.8,30737.0,,16559.8,,,5910.0,,7091.0,,,,4665.0,,25735.1,4494.8,15659.0,,1481.8,,,,False,,,,True,,False,True,False,,True,,
17091,4226,8766.0,,9200.0,,,,4452.0,,23112.9,4806.2,21703.0,,3444.5,,,4540.0,,4974.0,,,,226.0,,18886.9,580.2,17477.0,,-781.5,,,,False,,,,True,,False,True,False,,True,,
17093,3471,5364.0,,4760.0,,,,4251.0,,17582.1,5010.3,12145.5,,4178.9,,,1893.0,,1289.0,,,,780.0,,14111.1,1539.3,8674.5,,707.9,,,,True,,,,True,,False,True,False,,True,,
17095,1804,2118.0,,2064.0,,,,2501.0,,2973.8,1368.4,2306.0,,2280.2,,,314.0,,260.0,,,,697.0,,1169.8,-435.6,502.0,,476.2,,,,True,,,,False,,False,False,False,,False,,
17097,16909,25638.0,,31757.0,,,,28442.0,,60830.2,28326.2,45582.5,,9081.0,,,8729.0,,14848.0,,,,11533.0,,43921.2,11417.2,28673.5,,-7828.0,,,,False,,,,False,,False,False,False,,True,,
17099,3549,6414.0,,5901.0,,,,4593.0,,19416.3,4294.8,12314.5,,3038.1,,,2865.0,,2352.0,,,,1044.0,,15867.3,745.8,8765.5,,-510.9,,,,True,,,,True,,False,True,False,,True,,
17101,1282,840.0,,1304.0,,,,636.0,,5106.0,559.2,1327.0,,,,,-442.0,,22.0,,,,-646.0,,3824.0,-722.8,45.0,,,,,,True,,,,False,,False,False,True,,,,
17103,1257,1686.0,,1486.0,,,,2039.0,,1403.7,662.5,2072.0,,1939.7,,,429.0,,229.0,,,,782.0,,146.7,-594.5,815.0,,682.7,,,,True,,,,False,,True,False,False,,False,,
17105,1468,3072.0,,3265.0,,,,1584.0,,14081.2,978.9,6169.5,,2333.9,,,1604.0,,1797.0,,,,116.0,,12613.2,-489.1,4701.5,,865.9,,,,False,,,,True,,False,True,False,,True,,
17107,1494,1734.0,,2234.0,,,,1191.0,,6726.8,755.8,3454.0,,,,,240.0,,740.0,,,,-303.0,,5232.8,-738.2,1960.0,,,,,,False,,,,False,,False,False,False,,,,
17109,694,1476.0,,1753.0,,,,1036.0,,4738.4,733.3,2605.5,,614.0,,,782.0,,1059.0,,,,342.0,,4044.4,39.3,1911.5,,-80.0,,,,False,,,,True,,False,True,False,,True,,
17111,7405,13044.0,,12577.0,,,,11197.0,,52069.8,11507.4,23268.0,,8398.9,,,5639.0,,5172.0,,,,3792.0,,44664.8,4102.4,15863.0,,993.9,,,,True,,,,True,,False,True,False,,True,,
17113,4718,6720.0,,7155.0,,,,5837.0,,56455.6,4469.5,10495.0,,2676.6,,,2002.0,,2437.0,,,,1119.0,,51737.6,-248.5,5777.0,,-2041.4,,,,False,,,,True,,False,True,False,,False,,
17115,2704,4566.0,,3721.0,,,,4297.0,,3330.7,3072.7,4796.5,,4886.3,,,1862.0,,1017.0,,,,1593.0,,626.7,368.7,2092.5,,2182.3,,,,True,,,,True,,True,True,False,,False,,
17117,1672,2424.0,,3300.0,,,,1626.0,,19104.4,1206.5,4020.5,,992.0,,,752.0,,1628.0,,,,-46.0,,17432.4,-465.5,2348.5,,-680.0,,,,False,,,,True,,False,True,False,,True,,
17119,9461,10806.0,,16086.0,,,,9086.0,,59484.1,9079.8,20391.0,,4828.5,,,1345.0,,6625.0,,,,-375.0,,50023.1,-381.2,10930.0,,-4632.5,,,,False,,,,True,,False,True,False,,False,,
17121,1677,2316.0,,1443.0,,,,1565.0,,5877.8,837.7,4054.0,,1553.1,,,639.0,,-234.0,,,,-112.0,,4200.8,-839.3,2377.0,,-123.9,,,,True,,,,True,,False,False,False,,True,,
17123,309,270.0,,352.0,,,,411.0,,1136.5,85.7,331.5,,,,,-39.0,,43.0,,,,102.0,,827.5,-223.3,22.5,,,,,,False,,,,False,,False,False,True,,,,
17125,487,480.0,,352.0,,,,512.0,,605.2,119.6,384.0,,,,,-7.0,,-135.0,,,,25.0,,118.2,-367.4,-103.0,,,,,,False,,,,False,,False,False,False,,,,
17127,554,492.0,,919.0,,,,372.0,,2911.1,150.5,1555.5,,,,,-62.0,,365.0,,,,-182.0,,2357.1,-403.5,1001.5,,,,,,False,,,,False,,False,False,False,,,,
17129,398,534.0,,875.0,,,,358.0,,5761.4,151.1,607.0,,,,,136.0,,477.0,,,,-40.0,,5363.4,-246.9,209.0,,,,,,False,,,,True,,False,False,False,,,,
17131,488,732.0,,694.0,,,,654.0,,943.2,277.5,591.0,,,,,244.0,,206.0,,,,166.0,,455.2,-210.5,103.0,,,,,,True,,,,True,,False,True,True,,,,
17133,1458,1668.0,,1628.0,,,,847.0,,3117.1,839.9,3014.0,,1093.3,,,210.0,,170.0,,,,-611.0,,1659.1,-618.1,1556.0,,-364.7,,,,True,,,,False,,False,False,False,,False,,
17135,1096,780.0,,830.0,,,,1420.0,,1428.9,413.2,667.0,,,,,-316.0,,-266.0,,,,324.0,,332.9,-682.8,-429.0,,,,,,True,,,,False,,False,False,False,,,,
17137,1330,2178.0,,3153.0,,,,1343.0,,8793.2,1090.8,3907.5,,971.7,,,848.0,,1823.0,,,,13.0,,7463.2,-239.2,2577.5,,-358.3,,,,False,,,,True,,False,True,False,,True,,
17139,539,552.0,,536.0,,,,638.0,,310.6,238.4,676.0,,,,,13.0,,-3.0,,,,99.0,,-228.4,-300.6,137.0,,,,,,True,,,,False,,False,False,False,,,,
17141,1794,2280.0,,2290.0,,,,2190.0,,1867.4,1628.1,3267.0,,1951.9,,,486.0,,496.0,,,,396.0,,73.4,-165.9,1473.0,,157.9,,,,False,,,,True,,True,True,False,,True,,
17143,5879,6546.0,,6983.0,,,,7431.0,,14204.1,4710.8,11181.0,,4219.6,,,667.0,,1104.0,,,,1552.0,,8325.1,-1168.2,5302.0,,-1659.4,,,,False,,,,False,,False,False,False,,False,,
17145,1265,780.0,,1372.0,,,,803.0,,1571.6,365.6,1215.0,,,,,-485.0,,107.0,,,,-462.0,,306.6,-899.4,-50.0,,,,,,True,,,,True,,True,False,True,,,,
17147,431,1056.0,,1142.0,,,,597.0,,6511.4,280.3,1538.0,,,,,625.0,,711.0,,,,166.0,,6080.4,-150.7,1107.0,,,,,,False,,,,True,,False,True,False,,,,
17149,541,1080.0,,749.0,,,,489.0,,911.5,531.9,1451.5,,,,,539.0,,208.0,,,,-52.0,,370.5,-9.1,910.5,,,,,,True,,,,True,,True,True,False,,,,
17151,121,54.0,,0.0,,,,59.0,,194.5,37.6,73.0,,,,,-67.0,,-121.0,,,,-62.0,,73.5,-83.4,-48.0,,,,,,False,,,,True,,False,False,True,,,,
17153,236,210.0,,83.0,,,,94.0,,1479.9,38.3,327.0,,,,,-26.0,,-153.0,,,,-142.0,,1243.9,-197.7,91.0,,,,,,False,,,,False,,False,False,False,,,,
17155,149,204.0,,213.0,,,,218.0,,299.7,107.2,274.0,,,,,55.0,,64.0,,,,69.0,,150.7,-41.8,125.0,,,,,,False,,,,False,,False,True,False,,,,
17157,1430,1308.0,,1042.0,,,,1367.0,,1086.5,751.9,1133.5,,674.5,,,-122.0,,-388.0,,,,-63.0,,-343.5,-678.1,-296.5,,-755.5,,,,False,,,,True,,False,False,False,,False,,
17159,753,546.0,,479.0,,,,556.0,,5735.7,271.9,492.0,,,,,-207.0,,-274.0,,,,-197.0,,4982.7,-481.1,-261.0,,,,,,False,,,,True,,False,False,False,,,,
17161,4109,7686.0,,7717.0,,,,7143.0,,20944.0,5233.6,14830.0,,5721.0,,,3577.0,,3608.0,,,,3034.0,,16835.0,1124.6,10721.0,,1612.0,,,,False,,,,True,,False,True,False,,True,,
17163,7947,7278.0,,10444.0,,,,7594.0,,31428.5,7651.1,10019.5,,3375.3,,,-669.0,,2497.0,,,,-353.0,,23481.5,-295.9,2072.5,,-4571.7,,,,False,,,,True,,False,True,False,,False,,
17165,807,792.0,,857.0,,,,857.0,,789.0,453.7,1046.0,,,,,-15.0,,50.0,,,,50.0,,-18.0,-353.3,239.0,,,,,,False,,,,False,,False,False,False,,,,
17167,5557,10140.0,,10870.0,,,,6880.0,,32691.6,7483.7,15588.5,,3729.5,,,4583.0,,5313.0,,,,1323.0,,27134.6,1926.7,10031.5,,-1827.5,,,,False,,,,True,,False,True,False,,True,,
17169,366,222.0,,238.0,,,,287.0,,400.7,56.8,321.5,,,,,-144.0,,-128.0,,,,-79.0,,34.7,-309.2,-44.5,,,,,,True,,,,True,,True,False,True,,,,
17171,133,186.0,,122.0,,,,127.0,,1905.5,209.0,299.0,,,,,53.0,,-11.0,,,,-6.0,,1772.5,76.0,166.0,,,,,,True,,,,True,,False,False,False,,,,
17173,709,858.0,,640.0,,,,1023.0,,1293.7,365.9,882.0,,,,,149.0,,-69.0,,,,314.0,,584.7,-343.1,173.0,,,,,,True,,,,False,,False,False,False,,,,
17175,272,162.0,,162.0,,,,158.0,,922.4,80.3,163.0,,,,,-110.0,,-110.0,,,,-114.0,,650.4,-191.7,-109.0,,,,,,False,,,,False,,False,False,True,,,,
17177,1188,2274.0,,1732.0,,,,2330.0,,2209.9,1309.9,2481.5,,1424.1,,,1086.0,,544.0,,,,1142.0,,1021.9,121.9,1293.5,,236.1,,,,True,,,,False,,True,True,False,,True,,
17179,5316,6084.0,,7163.0,,,,5289.0,,20858.0,3510.3,10914.0,,4160.8,,,768.0,,1847.0,,,,-27.0,,15542.0,-1805.7,5598.0,,-1155.2,,,,False,,,,True,,False,False,False,,False,,
17181,642,456.0,,372.0,,,,503.0,,571.4,420.9,487.5,,,,,-186.0,,-270.0,,,,-139.0,,-70.6,-221.1,-154.5,,,,,,False,,,,True,,True,False,True,,,,
17183,3257,3354.0,,4518.0,,,,3351.0,,6691.2,1750.4,4196.5,,2562.2,,,97.0,,1261.0,,,,94.0,,3434.2,-1506.6,939.5,,-694.8,,,,False,,,,True,,False,False,False,,False,,
17185,612,348.0,,490.0,,,,409.0,,1526.9,156.4,355.0,,,,,-264.0,,-122.0,,,,-203.0,,914.9,-455.6,-257.0,,,,,,True,,,,True,,False,False,True,,,,
17187,638,840.0,,969.0,,,,732.0,,1110.2,344.4,1202.0,,,,,202.0,,331.0,,,,94.0,,472.2,-293.6,564.0,,,,,,False,,,,True,,False,False,False,,,,
17189,665,504.0,,588.0,,,,424.0,,906.1,153.9,743.0,,,,,-161.0,,-77.0,,,,-241.0,,241.1,-511.1,78.0,,,,,,True,,,,False,,False,False,True,,,,
17191,579,498.0,,438.0,,,,624.0,,1492.2,199.3,505.0,,,,,-81.0,,-141.0,,,,45.0,,913.2,-379.7,-74.0,,,,,,False,,,,True,,False,False,True,,,,
17193,667,372.0,,415.0,,,,351.0,,855.4,322.9,435.0,,,,,-295.0,,-252.0,,,,-316.0,,188.4,-344.1,-232.0,,,,,,True,,,,False,,True,False,True,,,,
17195,1822,3930.0,,2692.0,,,,3192.0,,5980.1,1575.8,3822.0,,4139.1,,,2108.0,,870.0,,,,1370.0,,4158.1,-246.2,2000.0,,2317.1,,,,True,,,,True,,False,True,True,,False,,
17197,21620,30492.0,,29738.0,,,,22058.0,,70724.2,25541.5,59106.5,,11871.8,,,8872.0,,8118.0,,,,438.0,,49104.2,3921.5,37486.5,,-9748.2,,,,True,,,,True,,False,True,False,,False,,
17199,2188,2760.0,,2576.0,,,,2437.0,,6330.3,1934.9,3564.5,,1404.3,,,572.0,,388.0,,,,249.0,,4142.3,-253.1,1376.5,,-783.7,,,,True,,,,True,,False,True,False,,False,,
17201,8180,11652.0,,11501.0,,,,13586.0,,8967.3,8269.5,12781.5,,11157.9,,,3472.0,,3321.0,,,,5406.0,,787.3,89.5,4601.5,,2977.9,,,,True,,,,False,,True,True,False,,True,,
17203,1457,1446.0,,1870.0,,,,1500.0,,2495.7,589.6,1456.0,,,,,-11.0,,413.0,,,,43.0,,1038.7,-867.4,-1.0,,,,,,False,,,,False,,False,False,True,,,,
18001,1308,2190.0,,2042.0,,,,1365.0,,6733.4,804.2,4400.5,,,,,882.0,,734.0,,,,57.0,,5425.4,-503.8,3092.5,,,,,,True,,,,True,,False,True,False,,,,
18003,13264,16032.0,,19249.0,,,,12336.0,,48164.3,14147.1,32380.5,,13230.1,,,2768.0,,5985.0,,,,-928.0,,34900.3,883.1,19116.5,,-33.9,,,,False,,,,True,,False,True,False,,True,,
18005,2995,2658.0,,4349.0,,,,1989.0,,13846.4,2736.3,7007.5,,1205.5,,,-337.0,,1354.0,,,,-1006.0,,10851.4,-258.7,4012.5,,-1789.5,,,,False,,,,False,,False,True,False,,False,,
18007,516,450.0,,536.0,,,,172.0,,4238.0,131.4,1394.0,,,,,-66.0,,20.0,,,,-344.0,,3722.0,-384.6,878.0,,,,,,True,,,,False,,False,False,False,,,,
18009,468,384.0,,312.0,,,,369.0,,200.4,106.8,379.0,,,,,-84.0,,-156.0,,,,-99.0,,-267.6,-361.2,-89.0,,,,,,False,,,,False,,False,False,False,,,,
18011,2345,1884.0,,2409.0,,,,1643.0,,3337.0,1692.7,3412.5,,1317.8,,,-461.0,,64.0,,,,-702.0,,992.0,-652.3,1067.5,,-1027.2,,,,True,,,,False,,False,False,False,,False,,
18013,437,348.0,,547.0,,,,222.0,,5335.5,146.4,494.0,,,,,-89.0,,110.0,,,,-215.0,,4898.5,-290.6,57.0,,,,,,False,,,,False,,False,False,True,,,,
18015,718,516.0,,1093.0,,,,473.0,,466.9,493.9,613.0,,,,,-202.0,,375.0,,,,-245.0,,-251.1,-224.1,-105.0,,,,,,False,,,,False,,False,False,True,,,,
18017,1397,954.0,,0.0,,,,1356.0,,376.9,1223.2,1479.0,,414.2,,,-443.0,,-1397.0,,,,-41.0,,-1020.1,-173.8,82.0,,-982.8,,,,False,,,,True,,False,True,True,,False,,
18019,3823,3138.0,,4358.0,,,,2468.0,,4000.6,2529.0,4180.0,,1414.8,,,-685.0,,535.0,,,,-1355.0,,177.6,-1294.0,357.0,,-2408.2,,,,True,,,,False,,True,False,True,,False,,
18021,1001,1044.0,,1461.0,,,,832.0,,2281.6,552.2,1661.0,,,,,43.0,,460.0,,,,-169.0,,1280.6,-448.8,660.0,,,,,,False,,,,False,,False,False,False,,,,
18023,1668,1326.0,,1152.0,,,,854.0,,631.1,957.2,1153.0,,958.1,,,-342.0,,-516.0,,,,-814.0,,-1036.9,-710.8,-515.0,,-709.9,,,,False,,,,False,,False,False,False,,False,,
18025,342,180.0,,203.0,,,,166.0,,96.8,49.5,188.0,,,,,-162.0,,-139.0,,,,-176.0,,-245.2,-292.5,-154.0,,,,,,True,,,,False,,False,False,True,,,,
18027,981,732.0,,722.0,,,,975.0,,473.4,617.9,757.0,,364.0,,,-249.0,,-259.0,,,,-6.0,,-507.6,-363.1,-224.0,,-617.0,,,,False,,,,True,,False,False,True,,False,,
18029,2028,1830.0,,2634.0,,,,1058.0,,3030.4,1362.1,2847.0,,1282.8,,,-198.0,,606.0,,,,-970.0,,1002.4,-665.9,819.0,,-745.2,,,,False,,,,False,,False,False,False,,False,,
18031,1032,1434.0,,2375.0,,,,657.0,,4118.2,543.5,1643.0,,,,,402.0,,1343.0,,,,-375.0,,3086.2,-488.5,611.0,,,,,,False,,,,True,,False,False,False,,,,
18033,1559,1590.0,,1760.0,,,,1676.0,,1609.6,1081.8,2828.0,,943.3,,,31.0,,201.0,,,,117.0,,50.6,-477.2,1269.0,,-615.7,,,,False,,,,False,,False,False,False,,False,,
18035,3324,2262.0,,2366.0,,,,3347.0,,1275.8,1920.6,2552.5,,1208.8,,,-1062.0,,-958.0,,,,23.0,,-2048.2,-1403.4,-771.5,,-2115.2,,,,True,,,,True,,False,False,True,,False,,
18037,2292,1320.0,,1310.0,,,,978.0,,793.3,979.5,1387.0,,1038.1,,,-972.0,,-982.0,,,,-1314.0,,-1498.7,-1312.5,-905.0,,-1253.9,,,,False,,,,False,,False,False,True,,False,,
18039,8310,13056.0,,9782.0,,,,9790.0,,15282.2,8839.2,18727.0,,10936.4,,,4746.0,,1472.0,,,,1480.0,,6972.2,529.2,10417.0,,2626.4,,,,True,,,,True,,False,True,False,,True,,
18041,884,846.0,,724.0,,,,715.0,,160.1,492.6,691.0,,559.3,,,-38.0,,-160.0,,,,-169.0,,-723.9,-391.4,-193.0,,-324.7,,,,False,,,,False,,False,False,False,,False,,
18043,2266,2214.0,,3036.0,,,,1474.0,,3928.3,1781.9,2797.0,,1293.6,,,-52.0,,770.0,,,,-792.0,,1662.3,-484.1,531.0,,-972.4,,,,False,,,,False,,False,False,False,,False,,
18045,856,708.0,,570.0,,,,455.0,,618.6,214.0,538.5,,,,,-148.0,,-286.0,,,,-401.0,,-237.4,-642.0,-317.5,,,,,,False,,,,False,,False,False,False,,,,
18047,622,456.0,,753.0,,,,482.0,,2665.0,222.7,674.0,,,,,-166.0,,131.0,,,,-140.0,,2043.0,-399.3,52.0,,,,,,True,,,,True,,False,False,True,,,,
18049,691,864.0,,914.0,,,,665.0,,2034.1,427.4,1666.5,,,,,173.0,,223.0,,,,-26.0,,1343.1,-263.6,975.5,,,,,,False,,,,True,,False,False,False,,,,
18051,1517,1284.0,,1192.0,,,,812.0,,1566.1,624.3,1819.0,,635.2,,,-233.0,,-325.0,,,,-705.0,,49.1,-892.7,302.0,,-881.8,,,,False,,,,False,,True,False,False,,False,,
18053,2790,1932.0,,3009.0,,,,1911.0,,3143.1,1532.9,2943.0,,1452.7,,,-858.0,,219.0,,,,-879.0,,353.1,-1257.1,153.0,,-1337.3,,,,True,,,,False,,True,False,True,,False,,
18055,1013,654.0,,895.0,,,,861.0,,749.3,603.2,885.0,,,,,-359.0,,-118.0,,,,-152.0,,-263.7,-409.8,-128.0,,,,,,True,,,,True,,True,False,True,,,,
18057,12807,10218.0,,8175.0,,,,7240.0,,32972.8,10847.4,19927.5,,4539.8,,,-2589.0,,-4632.0,,,,-5567.0,,20165.8,-1959.6,7120.5,,-8267.2,,,,False,,,,False,,False,True,False,,False,,
18059,2929,2076.0,,2873.0,,,,1797.0,,6404.9,2447.3,4160.0,,1214.4,,,-853.0,,-56.0,,,,-1132.0,,3475.9,-481.7,1231.0,,-1714.6,,,,True,,,,False,,False,True,False,,False,,
18061,1387,948.0,,381.0,,,,708.0,,1173.6,623.2,1246.0,,,,,-439.0,,-1006.0,,,,-679.0,,-213.4,-763.8,-141.0,,,,,,False,,,,False,,True,False,True,,,,
18063,6220,3870.0,,5505.0,,,,3994.0,,6709.1,5028.6,6742.5,,1775.1,,,-2350.0,,-715.0,,,,-2226.0,,489.1,-1191.4,522.5,,-4444.9,,,,True,,,,True,,True,True,True,,False,,
18065,2059,1428.0,,1205.0,,,,1651.0,,318.1,1201.0,1535.0,,1513.5,,,-631.0,,-854.0,,,,-408.0,,-1740.9,-858.0,-524.0,,-545.5,,,,False,,,,True,,False,False,True,,True,,
18067,3989,2040.0,,2541.0,,,,2634.0,,5460.7,1891.6,3602.5,,929.4,,,-1949.0,,-1448.0,,,,-1355.0,,1471.7,-2097.4,-386.5,,-3059.6,,,,True,,,,True,,True,False,True,,False,,
