,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
38007,0,3.0,,2.9,,2.0,0.0,,,,,1.8,,10.5,,,7.0,,27.1,3.5,,,1.0,0.4,,3.0,2.0,1.4,,,,,,15.7,,,,6.4,3.0,,2.9,,2.0,0.0,,,,,1.8,,10.5,,,7.0,,27.1,3.5,,,1.0,0.4,,3.0,2.0,1.4,,,,,,15.7,,,,6.4,,True,,True,True,,,,,True,,False,,,False,,False,False,,,True,True,,False,True,True,,,,,,False,,,,False
38009,10,12.0,,12.3,,12.0,9.0,,,,,15.6,,12.6,,,42.0,,2.1,11.3,,,2.0,12.5,,10.0,12.0,33.6,,,,,,17.6,,,,19.8,2.0,,2.3,,2.0,-1.0,,,,,5.6,,2.6,,,32.0,,-7.9,1.3,,,-8.0,2.5,,0.0,2.0,23.6,,,,,,7.6,,,,9.8,,False,,False,True,,,,,False,,False,,,False,,False,True,,,False,False,,True,False,False,,,,,,False,,,,False
38011,12,11.0,,8.5,,13.0,,,,,,10.1,,24.8,,,14.0,,9.9,18.8,,,8.0,17.2,,,13.0,18.4,,,,,,13.7,,,,25.2,-1.0,,-3.5,,1.0,,,,,,-1.9,,12.8,,,2.0,,-2.1,6.8,,,-4.0,5.2,,,1.0,6.4,,,,,,1.7,,,,13.2,,False,,False,,,,,,False,,False,,,False,,False,False,,,False,False,,,False,False,,,,,,False,,,,False
38013,4,0.0,,0.0,,2.0,0.0,,,,,4.3,,0.5,,,29.0,,0.9,4.1,,,8.0,1.4,,4.0,2.0,2.3,,,,,,9.2,,,,2.5,-4.0,,-4.0,,-2.0,-4.0,,,,,0.3,,-3.5,,,25.0,,-3.1,0.1,,,4.0,-2.6,,0.0,-2.0,-1.7,,,,,,5.2,,,,-1.5,,True,,True,False,,,,,True,,True,,,False,,True,True,,,False,True,,True,True,True,,,,,,False,,,,True
38015,180,273.0,,275.0,,262.0,231.0,,,,,281.0,,138.8,,,441.0,,201.5,394.8,242.0,,89.0,205.9,,342.0,300.0,508.6,,,,,361.0,282.9,,,,438.8,93.0,,95.0,,82.0,51.0,,,,,101.0,,-41.2,,,261.0,,21.5,214.8,62.0,,-91.0,25.9,,162.0,120.0,328.6,,,,,181.0,102.9,,,,258.8,,False,,True,True,,,,,False,,True,,,False,,True,False,True,,True,True,,False,False,False,,,,,False,False,,,,False
38017,367,532.0,,525.8,526.2,474.0,432.0,,,,,441.1,,407.5,,397.5,688.0,,283.0,595.5,462.5,,331.0,473.7,,655.0,516.0,814.3,,,,,288.2,470.8,388.0,,,999.9,165.0,,158.8,159.2,107.0,65.0,,,,,74.1,,40.5,,30.5,321.0,,-84.0,228.5,95.5,,-36.0,106.7,,288.0,149.0,447.3,,,,,-78.8,103.8,21.0,,,632.9,,True,True,True,True,,,,,True,,True,,True,False,,True,False,True,,True,True,,False,True,False,,,,,True,True,True,,,False
38019,2,6.0,,6.3,,6.0,0.0,,,,,9.5,,5.4,,,19.0,,3.3,10.2,,,1.0,6.5,,9.0,7.0,6.9,,,,,,13.6,,,,14.1,4.0,,4.3,,4.0,-2.0,,,,,7.5,,3.4,,,17.0,,1.3,8.2,,,-1.0,4.5,,7.0,5.0,4.9,,,,,,11.6,,,,12.1,,False,,False,True,,,,,False,,True,,,False,,True,False,,,True,False,,False,False,False,,,,,,False,,,,False
38021,26,31.0,,30.9,,24.0,14.0,,,,,21.8,,21.9,,,16.0,,25.5,18.8,,,19.0,23.2,,27.0,27.0,27.0,,,,,,33.9,,,,23.2,5.0,,4.9,,-2.0,-12.0,,,,,-4.2,,-4.1,,,-10.0,,-0.5,-7.2,,,-7.0,-2.8,,1.0,1.0,1.0,,,,,,7.9,,,,-2.8,,True,,True,False,,,,,True,,True,,,False,,True,False,,,False,True,,True,True,True,,,,,,False,,,,True
38023,2,4.0,,4.6,,4.0,0.0,,,,,3.3,,1.3,,,17.0,,5.6,2.3,,,5.0,1.4,,3.0,4.0,13.4,,,,,,11.6,,,,4.4,2.0,,2.6,,2.0,-2.0,,,,,1.3,,-0.7,,,15.0,,3.6,0.3,,,3.0,-0.6,,1.0,2.0,11.4,,,,,,9.6,,,,2.4,,False,,False,False,,,,,True,,True,,,False,,False,True,,,False,True,,True,False,False,,,,,,False,,,,False
38025,8,7.0,,6.0,,7.0,,,,,,10.8,,6.4,,,22.0,,2.3,9.2,,,0.0,5.6,,7.0,6.0,13.0,,,,,,15.3,,,,6.7,-1.0,,-2.0,,-1.0,,,,,,2.8,,-1.6,,,14.0,,-5.7,1.2,,,-8.0,-2.4,,-1.0,-2.0,5.0,,,,,,7.3,,,,-1.3,,False,,False,,,,,,False,,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,False,,,,False
38027,5,4.0,,4.3,,4.0,0.0,,,,,9.6,,5.4,,,8.0,,1.0,5.6,,,1.0,5.6,,5.0,5.0,13.9,,,,,,14.4,,,,9.2,-1.0,,-0.7,,-1.0,-5.0,,,,,4.6,,0.4,,,3.0,,-4.0,0.6,,,-4.0,0.6,,0.0,0.0,8.9,,,,,,9.4,,,,4.2,,True,,False,False,,,,,False,,True,,,False,,False,True,,,False,True,,True,True,False,,,,,,False,,,,False
38029,3,6.0,,5.6,,4.0,0.0,,,,,10.6,,4.9,,,9.0,,4.3,4.4,,,1.0,4.6,,4.0,6.0,3.5,,,,,,13.3,,,,6.1,3.0,,2.6,,1.0,-3.0,,,,,7.6,,1.9,,,6.0,,1.3,1.4,,,-2.0,1.6,,1.0,3.0,0.5,,,,,,10.3,,,,3.1,,True,,True,False,,,,,False,,True,,,False,,True,True,,,True,True,,True,False,True,,,,,,False,,,,False
38031,12,9.0,,9.9,,9.0,0.0,,,,,13.7,,10.3,,,11.0,,2.1,8.7,,,3.0,10.5,,10.0,9.0,16.4,,,,,,13.6,,,,8.9,-3.0,,-2.1,,-3.0,-12.0,,,,,1.7,,-1.7,,,-1.0,,-9.9,-3.3,,,-9.0,-1.5,,-2.0,-3.0,4.4,,,,,,1.6,,,,-3.1,,True,,False,False,,,,,True,,True,,,True,,False,False,,,False,True,,True,False,False,,,,,,True,,,,False
38033,1,6.0,,5.5,,5.0,,,,,,7.0,,4.9,,,9.0,,4.9,9.2,,,2.0,3.6,,8.0,6.0,6.8,,,,,,13.7,,,,6.3,5.0,,4.5,,4.0,,,,,,6.0,,3.9,,,8.0,,3.9,8.2,,,1.0,2.6,,7.0,5.0,5.8,,,,,,12.7,,,,5.3,,True,,True,,,,,,False,,True,,,False,,True,False,,,True,True,,False,False,False,,,,,,False,,,,False
38035,101,144.0,,143.5,,154.0,125.0,,,,,151.7,,38.6,,,386.0,,127.7,220.6,148.5,,33.0,148.6,,278.0,173.0,324.4,,,,,276.3,130.2,,,,209.3,43.0,,42.5,,53.0,24.0,,,,,50.7,,-62.4,,,285.0,,26.7,119.6,47.5,,-68.0,47.6,,177.0,72.0,223.4,,,,,175.3,29.2,,,,108.3,,True,,False,True,,,,,False,,False,,,False,,True,False,False,,False,False,,False,False,False,,,,,False,True,,,,False
38037,3,3.0,,6.3,,4.0,0.0,,,,,4.4,,1.7,,,4.0,,2.7,4.0,,,8.0,1.7,,4.0,4.0,4.3,,,,,,13.1,,,,4.1,0.0,,3.3,,1.0,-3.0,,,,,1.4,,-1.3,,,1.0,,-0.3,1.0,,,5.0,-1.3,,1.0,1.0,1.3,,,,,,10.1,,,,1.1,,False,,False,False,,,,,False,,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,False,,,,False
38039,8,5.0,,4.3,,5.0,0.0,,,,,8.4,,0.7,,,10.0,,1.1,8.2,,,2.0,6.9,,,6.0,3.4,,,,,,,,,,5.8,-3.0,,-3.7,,-3.0,-8.0,,,,,0.4,,-7.3,,,2.0,,-6.9,0.2,,,-6.0,-1.1,,,-2.0,-4.6,,,,,,,,,,-2.2,,False,,False,False,,,,,True,,False,,,True,,False,True,,,False,True,,,True,False,,,,,,,,,,True
38041,4,4.0,,4.7,,4.0,0.0,,,,,7.4,,0.2,,,8.0,,5.0,6.0,,,0.0,3.4,,6.0,5.0,13.2,,,,,,14.4,,,,12.9,0.0,,0.7,,0.0,-4.0,,,,,3.4,,-3.8,,,4.0,,1.0,2.0,,,-4.0,-0.6,,2.0,1.0,9.2,,,,,,10.4,,,,8.9,,False,,True,False,,,,,False,,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,False,,,,False
38043,3,4.0,,5.0,,4.0,0.0,,,,,6.7,,0.0,,,9.0,,1.7,7.2,,,0.0,4.1,,8.0,6.0,4.7,,,,,,14.2,,,,16.1,1.0,,2.0,,1.0,-3.0,,,,,3.7,,-3.0,,,6.0,,-1.3,4.2,,,-3.0,1.1,,5.0,3.0,1.7,,,,,,11.2,,,,13.1,,False,,False,False,,,,,False,,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,False,,,,False
38045,10,7.0,,6.8,,8.0,0.0,,,,,12.3,,0.6,,,9.0,,15.0,15.2,,,0.0,7.3,,,13.0,25.1,,,,,,14.3,,,,21.1,-3.0,,-3.2,,-2.0,-10.0,,,,,2.3,,-9.4,,,-1.0,,5.0,5.2,,,-10.0,-2.7,,,3.0,15.1,,,,,,4.3,,,,11.1,,False,,True,False,,,,,True,,False,,,True,,False,False,,,False,True,,,False,False,,,,,,False,,,,False
38047,6,6.0,,4.1,,6.0,0.0,,,,,7.4,,5.5,,,9.0,,7.7,9.9,,,2.0,5.7,,,8.0,3.9,,,,,,13.3,,,,11.9,0.0,,-1.9,,0.0,-6.0,,,,,1.4,,-0.5,,,3.0,,1.7,3.9,,,-4.0,-0.3,,,2.0,-2.1,,,,,,7.3,,,,5.9,,False,,True,False,,,,,False,,False,,,False,,False,False,,,False,False,,,False,False,,,,,,False,,,,False
38049,12,9.0,,6.6,,11.0,0.0,,,,,13.3,,11.7,,,27.0,,5.3,12.4,,,5.0,13.3,,,13.0,23.0,,,,,,18.4,,,,17.4,-3.0,,-5.4,,-1.0,-12.0,,,,,1.3,,-0.3,,,15.0,,-6.7,0.4,,,-7.0,1.3,,,1.0,11.0,,,,,,6.4,,,,5.4,,False,,True,False,,,,,True,,True,,,False,,False,True,,,False,True,,,True,False,,,,,,False,,,,False
38051,4,8.0,,11.2,,8.0,,,,,,10.7,,5.8,,,9.0,,8.5,11.9,,,1.0,10.7,,,11.0,5.9,,,,,,14.4,,,,20.3,4.0,,7.2,,4.0,,,,,,6.7,,1.8,,,5.0,,4.5,7.9,,,-3.0,6.7,,,7.0,1.9,,,,,,10.4,,,,16.3,,False,,False,,,,,,False,,True,,,False,,False,False,,,True,False,,,False,True,,,,,,False,,,,False
38053,11,42.0,,41.5,,31.0,0.0,,,,,31.7,,20.0,,,92.0,,25.9,23.5,,,18.0,29.7,,40.0,32.0,67.0,,,,,,37.5,,,,10.7,31.0,,30.5,,20.0,-11.0,,,,,20.7,,9.0,,,81.0,,14.9,12.5,,,7.0,18.7,,29.0,21.0,56.0,,,,,,26.5,,,,-0.3,,True,,True,True,,,,,True,,True,,,False,,True,True,,,True,True,,True,True,False,,,,,,True,,,,True
38055,9,22.0,,20.0,,21.0,1.0,,,,,31.3,,6.7,,,36.0,,10.2,25.7,,,6.0,20.0,,22.0,23.0,35.9,,,,,,25.3,,,,16.5,13.0,,11.0,,12.0,-8.0,,,,,22.3,,-2.3,,,27.0,,1.2,16.7,,,-3.0,11.0,,13.0,14.0,26.9,,,,,,16.3,,,,7.5,,True,,True,True,,,,,False,,True,,,False,,True,False,,,True,True,,False,False,False,,,,,,False,,,,True
38057,23,22.0,,19.7,,20.0,8.0,,,,,25.2,,25.5,,,36.0,,5.2,21.2,,,6.0,18.3,,24.0,21.0,54.1,,,,,,25.7,,,,20.0,-1.0,,-3.3,,-3.0,-15.0,,,,,2.2,,2.5,,,13.0,,-17.8,-1.8,,,-17.0,-4.7,,1.0,-2.0,31.1,,,,,,2.7,,,,-3.0,,False,,False,False,,,,,False,,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,False,,,,False
38059,66,100.0,,95.0,,95.0,47.0,,,,,118.5,,85.0,,,115.0,,78.5,119.0,84.0,,52.0,89.7,,126.0,105.0,166.1,,,,,111.5,97.6,,,,187.3,34.0,,29.0,,29.0,-19.0,,,,,52.5,,19.0,,,49.0,,12.5,53.0,18.0,,-14.0,23.7,,60.0,39.0,100.1,,,,,45.5,31.6,,,,121.3,,True,,True,True,,,,,False,,True,,,False,,True,False,True,,True,True,,False,False,False,,,,,False,True,,,,False
38061,16,31.0,,35.8,,24.0,25.0,,,,,27.1,,10.6,,,78.0,,18.4,27.6,,,0.0,22.2,,33.0,25.0,50.5,,,,,,35.7,,,,28.4,15.0,,19.8,,8.0,9.0,,,,,11.1,,-5.4,,,62.0,,2.4,11.6,,,-16.0,6.2,,17.0,9.0,34.5,,,,,,19.7,,,,12.4,,False,,True,True,,,,,True,,True,,,False,,True,True,,,False,True,,False,True,False,,,,,,False,,,,True
38063,6,13.0,,14.9,,10.0,,,,,,11.2,,15.5,,,10.0,,5.8,10.5,,,7.0,11.3,,11.0,11.0,5.0,,,,,,21.9,,,,6.8,7.0,,8.9,,4.0,,,,,,5.2,,9.5,,,4.0,,-0.2,4.5,,,1.0,5.3,,5.0,5.0,-1.0,,,,,,15.9,,,,0.8,,False,,True,,,,,,True,,False,,,True,,True,True,,,True,True,,True,True,True,,,,,,False,,,,True
38065,5,5.0,,5.5,,5.0,0.0,,,,,4.6,,0.5,,,12.0,,3.2,3.5,,,6.0,3.2,,5.0,5.0,7.7,,,,,,,,,,6.4,0.0,,0.5,,0.0,-5.0,,,,,-0.4,,-4.5,,,7.0,,-1.8,-1.5,,,1.0,-1.8,,0.0,0.0,2.7,,,,,,,,,,1.4,,False,,True,False,,,,,False,,False,,,False,,False,False,,,False,False,,True,True,False,,,,,,,,,,False
38067,4,9.0,,8.8,,10.0,17.0,,,,,15.2,,1.7,,,35.0,,3.5,16.6,,,4.0,9.9,,,11.0,15.3,,,,,,21.2,,,,18.7,5.0,,4.8,,6.0,13.0,,,,,11.2,,-2.3,,,31.0,,-0.5,12.6,,,0.0,5.9,,,7.0,11.3,,,,,,17.2,,,,14.7,,True,,False,False,,,,,False,,True,,,False,,True,False,,,True,False,,,False,False,,,,,,False,,,,False
38069,15,23.0,,23.5,,14.0,9.0,,,,,11.0,,6.1,,,28.0,,18.3,11.8,,,0.0,9.4,,15.0,16.0,15.5,,,,,,32.7,,,,19.9,8.0,,8.5,,-1.0,-6.0,,,,,-4.0,,-8.9,,,13.0,,3.3,-3.2,,,-15.0,-5.6,,0.0,1.0,0.5,,,,,,17.7,,,,4.9,,False,,True,True,,,,,True,,False,,,False,,True,True,,,False,True,,True,True,True,,,,,,False,,,,True
38071,45,58.0,,60.2,,50.0,28.0,,,,,43.4,,30.4,,,84.0,,37.1,54.8,,,44.0,54.2,,72.0,54.0,49.9,,,,,,48.7,,,,60.5,13.0,,15.2,,5.0,-17.0,,,,,-1.6,,-14.6,,,39.0,,-7.9,9.8,,,-1.0,9.2,,27.0,9.0,4.9,,,,,,3.7,,,,15.5,,False,,True,False,,,,,True,,False,,,False,,True,True,,,True,True,,False,True,True,,,,,,True,,,,False
38073,11,18.0,,17.6,,14.0,13.0,,,,,13.7,,21.0,,,21.0,,8.6,15.2,,,7.0,12.0,,18.0,16.0,48.9,,,,,,22.4,,,,8.8,7.0,,6.6,,3.0,2.0,,,,,2.7,,10.0,,,10.0,,-2.4,4.2,,,-4.0,1.0,,7.0,5.0,37.9,,,,,,11.4,,,,-2.2,,True,,True,True,,,,,True,,False,,,False,,True,True,,,True,True,,False,True,False,,,,,,False,,,,True
38075,0,7.0,,6.2,,3.0,0.0,,,,,7.1,,5.7,,,40.0,,0.9,6.7,,,0.0,3.2,,4.0,6.0,3.7,,,,,,14.4,,,,8.1,7.0,,6.2,,3.0,0.0,,,,,7.1,,5.7,,,40.0,,0.9,6.7,,,0.0,3.2,,4.0,6.0,3.7,,,,,,14.4,,,,8.1,,True,,True,True,,,,,False,,True,,,False,,True,True,,,True,True,,True,True,True,,,,,,False,,,,False
38077,46,82.0,,82.9,,65.0,65.0,,,,,49.8,,41.0,,,55.0,,56.5,64.3,,,47.0,64.6,,102.0,76.0,73.7,,,,,,70.4,,,,112.0,36.0,,36.9,,19.0,19.0,,,,,3.8,,-5.0,,,9.0,,10.5,18.3,,,1.0,18.6,,56.0,30.0,27.7,,,,,,24.4,,,,66.0,,False,,True,True,,,,,True,,True,,,True,,True,True,,,True,True,,False,True,True,,,,,,True,,,,False
38079,75,93.0,,96.7,,57.0,44.0,,,,,51.8,,55.5,,,71.0,,34.4,69.7,,,36.0,75.1,,112.0,75.0,49.3,,,,,,100.5,,,,133.8,18.0,,21.7,,-18.0,-31.0,,,,,-23.2,,-19.5,,,-4.0,,-40.6,-5.3,,,-39.0,0.1,,37.0,0.0,-25.7,,,,,,25.5,,,,58.8,,False,,False,False,,,,,False,,False,,,True,,False,True,,,False,True,,False,True,False,,,,,,False,,,,False
38081,4,8.0,,7.9,,8.0,0.0,,,,,11.1,,0.8,,,11.0,,8.8,15.5,,,2.0,8.1,,,12.0,8.0,,,,,,16.1,,,,13.5,4.0,,3.9,,4.0,-4.0,,,,,7.1,,-3.2,,,7.0,,4.8,11.5,,,-2.0,4.1,,,8.0,4.0,,,,,,12.1,,,,9.5,,True,,False,False,,,,,False,,True,,,False,,False,False,,,True,False,,,False,False,,,,,,False,,,,False
38083,0,1.0,,0.4,,3.0,0.0,,,,,3.0,,0.6,,,11.0,,2.7,2.6,,,4.0,1.8,,,3.0,4.8,,,,,,8.9,,,,3.2,1.0,,0.4,,3.0,0.0,,,,,3.0,,0.6,,,11.0,,2.7,2.6,,,4.0,1.8,,,3.0,4.8,,,,,,8.9,,,,3.2,,True,,False,True,,,,,False,,True,,,False,,False,False,,,False,False,,,False,False,,,,,,False,,,,False
38085,27,17.0,,20.0,,12.0,0.0,,,,,16.7,,1.3,,,8.0,,4.1,17.5,,,6.0,14.6,,13.0,14.0,20.5,,,,,,27.5,,,,32.8,-10.0,,-7.0,,-15.0,-27.0,,,,,-10.3,,-25.7,,,-19.0,,-22.9,-9.5,,,-21.0,-12.4,,-14.0,-13.0,-6.5,,,,,,0.5,,,,5.8,,True,,False,False,,,,,False,,False,,,False,,False,True,,,False,False,,False,False,True,,,,,,True,,,,True
38087,1,2.0,,1.3,,2.0,0.0,,,,,1.4,,1.2,,,5.0,,7.0,1.4,,,2.0,1.8,,2.0,2.0,1.3,,,,,,18.2,,,,4.8,1.0,,0.3,,1.0,-1.0,,,,,0.4,,0.2,,,4.0,,6.0,0.4,,,1.0,0.8,,1.0,1.0,0.3,,,,,,17.2,,,,3.8,,True,,False,False,,,,,True,,True,,,False,,False,True,,,False,True,,False,False,True,,,,,,False,,,,False
38089,52,81.0,,82.9,,80.0,55.0,,,,,95.3,,84.4,,,160.0,,51.4,112.9,106.0,,35.0,61.3,,99.0,82.0,90.5,,,,,74.6,114.4,,,,82.7,29.0,,30.9,,28.0,3.0,,,,,43.3,,32.4,,,108.0,,-0.6,60.9,54.0,,-17.0,9.3,,47.0,30.0,38.5,,,,,22.6,62.4,,,,30.7,,False,,True,True,,,,,False,,False,,,False,,True,False,False,,True,True,,False,False,False,,,,,True,False,,,,False
38091,9,5.0,,6.1,,3.0,0.0,,,,,4.8,,1.6,,,14.0,,0.5,5.2,,,2.0,5.7,,5.0,4.0,2.2,,,,,,,,,,4.1,-4.0,,-2.9,,-6.0,-9.0,,,,,-4.2,,-7.4,,,5.0,,-8.5,-3.8,,,-7.0,-3.3,,-4.0,-5.0,-6.8,,,,,,,,,,-4.9,,True,,False,False,,,,,False,,False,,,False,,False,True,,,False,True,,False,False,False,,,,,,,,,,False
38093,102,90.0,,78.5,,77.0,61.0,,,,,73.8,,82.9,,,119.0,,77.4,94.1,,,37.0,62.4,,102.0,90.0,76.8,,,,,119.3,102.2,,,,74.3,-12.0,,-23.5,,-25.0,-41.0,,,,,-28.2,,-19.1,,,17.0,,-24.6,-7.9,,,-65.0,-39.6,,0.0,-12.0,-25.2,,,,,17.3,0.2,,,,-27.7,,False,,False,False,,,,,False,,False,,,False,,False,True,,,False,False,,True,False,False,,,,,False,True,,,,False
38095,8,16.0,,17.2,,13.0,,,,,,9.3,,24.9,,,29.0,,19.5,8.1,,,15.0,12.4,,18.0,13.0,10.7,,,,,,,,,,18.4,8.0,,9.2,,5.0,,,,,,1.3,,16.9,,,21.0,,11.5,0.1,,,7.0,4.4,,10.0,5.0,2.7,,,,,,,,,,10.4,,False,,True,,,,,,True,,False,,,False,,False,True,,,True,True,,False,True,True,,,,,,,,,,False
38097,14,34.0,,32.4,,33.0,30.0,,,,,26.3,,6.9,,,35.0,,56.9,27.9,,,12.0,26.3,,50.0,35.0,34.7,,,,,,30.4,,,,51.2,20.0,,18.4,,19.0,16.0,,,,,12.3,,-7.1,,,21.0,,42.9,13.9,,,-2.0,12.3,,36.0,21.0,20.7,,,,,,16.4,,,,37.2,,True,,True,True,,,,,True,,True,,,False,,False,True,,,True,True,,False,False,False,,,,,,True,,,,False
38099,30,26.0,,26.0,,21.0,17.0,,,,,33.8,,13.9,,,82.0,,5.1,32.2,,,5.0,25.5,,25.0,26.0,9.6,,,,,,32.0,,,,35.9,-4.0,,-4.0,,-9.0,-13.0,,,,,3.8,,-16.1,,,52.0,,-24.9,2.2,,,-25.0,-4.5,,-5.0,-4.0,-20.4,,,,,,2.0,,,,5.9,,True,,False,False,,,,,True,,False,,,False,,False,True,,,False,False,,False,False,False,,,,,,True,,,,False
38101,95,111.0,,105.1,,110.0,68.0,,,,,140.8,,115.7,,,590.0,,49.1,212.1,93.0,,42.0,108.5,,119.0,141.0,298.1,,,,,409.2,109.5,,,,87.0,16.0,,10.1,,15.0,-27.0,,,,,45.8,,20.7,,,495.0,,-45.9,117.1,-2.0,,-53.0,13.5,,24.0,46.0,203.1,,,,,314.2,14.5,,,,-8.0,,True,,True,False,,,,,False,,False,,,False,,False,False,True,,False,True,,False,False,False,,,,,False,True,,,,True
38103,7,13.0,,21.1,,14.0,0.0,,,,,10.8,,2.5,,,21.0,,16.4,11.1,,,0.0,10.4,,,16.0,21.4,,,,,,35.4,,,,35.7,6.0,,14.1,,7.0,-7.0,,,,,3.8,,-4.5,,,14.0,,9.4,4.1,,,-7.0,3.4,,,9.0,14.4,,,,,,28.4,,,,28.7,,False,,False,False,,,,,True,,True,,,False,,False,True,,,False,True,,,False,False,,,,,,False,,,,False
38105,68,85.0,,197.8,,114.0,123.0,,,,,95.4,,83.3,,,333.0,,65.2,141.7,119.5,,13.0,106.9,,,121.0,157.8,,,,,88.8,88.8,,,,229.5,17.0,,129.8,,46.0,55.0,,,,,27.4,,15.3,,,265.0,,-2.8,73.7,51.5,,-55.0,38.9,,,53.0,89.8,,,,,20.8,20.8,,,,161.5,,False,,False,False,,,,,False,,True,,,False,,True,False,False,,False,False,,,False,False,,,,,False,False,,,,False
39001,110,90.0,,81.6,,88.0,38.0,,,,,53.6,,106.9,,,192.0,,88.1,53.4,,,87.0,85.5,,131.0,101.0,128.4,,,,,,94.7,,,,112.9,-20.0,,-28.4,,-22.0,-72.0,,,,,-56.4,,-3.1,,,82.0,,-21.9,-56.6,,,-23.0,-24.5,,21.0,-9.0,18.4,,,,,,-15.3,,,,2.9,,False,,False,False,,,,,False,,True,,,False,,False,False,,,False,False,,False,True,True,,,,,,True,,,,True
39003,518,640.0,,614.8,,564.0,466.0,,,,,420.7,,614.8,,,634.0,,441.6,359.4,640.0,,524.0,603.4,,762.0,609.0,622.6,,,,,654.5,519.6,,,,675.5,122.0,,96.8,,46.0,-52.0,,,,,-97.3,,96.8,,,116.0,,-76.4,-158.6,122.0,,6.0,85.4,,244.0,91.0,104.6,,,,,136.5,1.6,,,,157.5,,True,,True,True,,,,,True,,True,,,True,,True,False,False,,True,True,,False,True,True,,,,,False,True,,,,False
39005,270,321.0,,358.2,,313.0,281.0,,,,,179.2,,464.6,,,364.0,,232.1,230.2,361.0,,365.0,350.6,,460.0,317.0,304.0,,,,,,246.5,,,,630.8,51.0,,88.2,,43.0,11.0,,,,,-90.8,,194.6,,,94.0,,-37.9,-39.8,91.0,,95.0,80.6,,190.0,47.0,34.0,,,,,,-23.5,,,,360.8,,False,,True,True,,,,,False,,False,,,False,,True,True,False,,False,False,,False,True,True,,,,,,True,,,,False
