,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
29163,747,784.0,,,,,,347.0,,1514.9,,561.0,37.0,,,,,,-400.0,,767.9,,-186.0,,,,,,False,,False,,False
29165,1111,847.0,,,,,,1379.0,,1396.1,842.7,1317.0,-264.0,,,,,,268.0,,285.1,-268.3,206.0,,,,,,False,,False,False,True
29167,624,385.0,,,,,,641.0,,1317.1,219.9,0.0,-239.0,,,,,,17.0,,693.1,-404.1,-624.0,,,,,,True,,False,False,False
29169,1340,665.0,,,,,,916.0,,982.3,478.6,267.0,-675.0,,,,,,-424.0,,-357.7,-861.4,-1073.0,,,,,,True,,True,False,False
29171,130,49.0,,,,,,111.0,,106.2,,26.0,-81.0,,,,,,-19.0,,-23.8,,-104.0,,,,,,True,,True,,False
29173,380,210.0,,,,,,167.0,,236.9,,0.0,-170.0,,,,,,-213.0,,-143.1,,-380.0,,,,,,False,,True,,False
29175,774,847.0,,,,,,663.0,,1630.8,,1097.0,73.0,,,,,,-111.0,,856.8,,323.0,,,,,,False,,False,,False
29177,674,574.0,,,,,,567.0,,2239.0,,402.0,-100.0,,,,,,-107.0,,1565.0,,-272.0,,,,,,False,,False,,False
29179,116,91.0,,,,,,91.0,,274.9,,36.0,-25.0,,,,,,-25.0,,158.9,,-80.0,,,,,,False,,False,,False
29181,320,329.0,,,,,,242.0,,387.8,,173.0,9.0,,,,,,-78.0,,67.8,,-147.0,,,,,,False,,False,,False
29183,13322,10990.0,,,,,,6317.0,,13963.8,7707.2,4826.0,-2332.0,,,,,,-7005.0,,641.8,-5614.8,-8496.0,,,,,,False,,True,False,False
29185,273,238.0,,,,,,183.0,,327.8,,274.0,-35.0,,,,,,-90.0,,54.8,,1.0,,,,,,False,,False,,True
29186,767,994.0,,,,,,331.0,,3678.8,,206.0,227.0,,,,,,-436.0,,2911.8,,-561.0,,,,,,False,,False,,False
29187,2872,2905.0,,,,,,1540.0,,3719.0,2322.9,423.0,33.0,,,,,,-1332.0,,847.0,-549.1,-2449.0,,,,,,False,,False,False,False
29189,31624,25438.0,,,,,,15842.0,,26833.4,10029.6,15483.0,-6186.0,,,,,,-15782.0,,-4790.6,-21594.4,-16141.0,,,,,,False,,True,False,False
29195,838,826.0,,,,,,635.0,,1296.0,329.4,162.0,-12.0,,,,,,-203.0,,458.0,-508.6,-676.0,,,,,,False,,False,False,False
29197,113,238.0,,,,,,134.0,,903.1,,116.0,125.0,,,,,,21.0,,790.1,,3.0,,,,,,True,,False,,True
29199,129,119.0,,,,,,132.0,,213.7,,113.0,-10.0,,,,,,3.0,,84.7,,-16.0,,,,,,True,,False,,False
29201,1539,1421.0,,,,,,905.0,,2192.8,1497.1,1888.0,-118.0,,,,,,-634.0,,653.8,-41.9,349.0,,,,,,False,,False,True,False
29203,117,196.0,,,,,,123.0,,393.8,,79.0,79.0,,,,,,6.0,,276.8,,-38.0,,,,,,True,,False,,True
29205,164,63.0,,,,,,106.0,,50.6,,37.0,-101.0,,,,,,-58.0,,-113.4,,-127.0,,,,,,True,,False,,False
29207,955,630.0,,,,,,751.0,,1075.2,,317.0,-325.0,,,,,,-204.0,,120.2,,-638.0,,,,,,True,,True,,False
29209,717,658.0,,,,,,509.0,,1152.7,,102.0,-59.0,,,,,,-208.0,,435.7,,-615.0,,,,,,False,,False,,False
29211,223,385.0,,,,,,205.0,,1058.2,,0.0,162.0,,,,,,-18.0,,835.2,,-223.0,,,,,,True,,False,,False
29213,1603,1393.0,,,,,,997.0,,2073.3,641.6,0.0,-210.0,,,,,,-606.0,,470.3,-961.4,-1603.0,,,,,,False,,False,False,False
29215,567,651.0,,,,,,535.0,,1095.1,,0.0,84.0,,,,,,-32.0,,528.1,,-567.0,,,,,,True,,False,,False
29217,496,553.0,,,,,,474.0,,764.1,,122.0,57.0,,,,,,-22.0,,268.1,,-374.0,,,,,,True,,False,,False
29219,848,518.0,,,,,,532.0,,741.9,,158.0,-330.0,,,,,,-316.0,,-106.1,,-690.0,,,,,,True,,True,,False
29221,835,1162.0,,,,,,556.0,,1703.0,,469.0,327.0,,,,,,-279.0,,868.0,,-366.0,,,,,,True,,False,,False
29223,288,259.0,,,,,,218.0,,368.9,,0.0,-29.0,,,,,,-70.0,,80.9,,-288.0,,,,,,False,,False,,False
29225,984,756.0,,,,,,643.0,,1435.8,362.7,504.0,-228.0,,,,,,-341.0,,451.8,-621.3,-480.0,,,,,,False,,False,False,False
29227,78,21.0,,,,,,57.0,,43.8,,5.0,-57.0,,,,,,-21.0,,-34.2,,-73.0,,,,,,True,,True,,False
29229,364,224.0,,,,,,356.0,,264.6,,168.0,-140.0,,,,,,-8.0,,-99.4,,-196.0,,,,,,True,,True,,False
29510,6761,5082.0,,,,,,5139.0,,5933.8,2129.6,3872.0,-1679.0,,,,,,-1622.0,,-827.2,-4631.4,-2889.0,,,,,,True,,True,False,False
30001,429,343.0,,,,,,161.0,,498.4,,148.0,-86.0,,,,,,-268.0,,69.4,,-281.0,,,,,,False,,True,,False
30003,536,945.0,,,,,,559.0,,743.6,494.9,700.0,409.0,,,,,,23.0,,207.6,-41.1,164.0,,,,,,True,,True,True,True
30005,197,385.0,,,,,,232.0,,1280.7,,7.0,188.0,,,,,,35.0,,1083.7,,-190.0,,,,,,True,,False,,False
30007,178,154.0,,,,,,228.0,,410.7,,76.0,-24.0,,,,,,50.0,,232.7,,-102.0,,,,,,False,,False,,False
30009,326,546.0,,,,,,310.0,,763.5,,232.0,220.0,,,,,,-16.0,,437.5,,-94.0,,,,,,True,,False,,True
30011,62,91.0,,,,,,57.0,,203.5,,0.0,29.0,,,,,,-5.0,,141.5,,-62.0,,,,,,True,,False,,False
30013,3746,4515.0,,,,,,6499.0,,16256.9,4469.5,1369.0,769.0,,,,,,2753.0,,12510.9,723.5,-2377.0,,,,,,False,,False,True,False
30015,197,343.0,,,,,,246.0,,796.2,,121.0,146.0,,,,,,49.0,,599.2,,-76.0,,,,,,True,,False,,True
30017,542,469.0,,,,,,478.0,,1664.3,,141.0,-73.0,,,,,,-64.0,,1122.3,,-401.0,,,,,,True,,False,,False
30019,81,63.0,,,,,,98.0,,531.2,,24.0,-18.0,,,,,,17.0,,450.2,,-57.0,,,,,,True,,False,,False
30021,630,455.0,,,,,,477.0,,1599.6,,0.0,-175.0,,,,,,-153.0,,969.6,,-630.0,,,,,,True,,False,,False
30023,327,308.0,,,,,,295.0,,600.1,,0.0,-19.0,,,,,,-32.0,,273.1,,-327.0,,,,,,False,,False,,False
30025,156,175.0,,,,,,92.0,,1062.6,,40.0,19.0,,,,,,-64.0,,906.6,,-116.0,,,,,,False,,False,,False
30027,544,392.0,,,,,,616.0,,1153.7,,200.0,-152.0,,,,,,72.0,,609.7,,-344.0,,,,,,True,,False,,False
30029,4429,4921.0,,,,,,4583.0,,7897.1,9292.0,1800.0,492.0,,,,,,154.0,,3468.1,4863.0,-2629.0,,,,,,True,,False,False,False
30031,4819,5859.0,,,,,,2048.0,,20016.1,6612.9,1819.0,1040.0,,,,,,-2771.0,,15197.1,1793.9,-3000.0,,,,,,False,,False,False,False
30033,38,14.0,,,,,,108.0,,156.3,,36.0,-24.0,,,,,,70.0,,118.3,,-2.0,,,,,,False,,False,,True
30035,234,742.0,,,,,,823.0,,1312.0,,0.0,508.0,,,,,,589.0,,1078.0,,-234.0,,,,,,False,,False,,True
30037,26,0.0,,,,,,65.0,,32.0,,0.0,-26.0,,,,,,39.0,,6.0,,-26.0,,,,,,False,,True,,False
30039,79,91.0,,,,,,87.0,,248.8,,57.0,12.0,,,,,,8.0,,169.8,,-22.0,,,,,,True,,False,,False
30041,592,1148.0,,,,,,1721.0,,2076.0,,1.0,556.0,,,,,,1129.0,,1484.0,,-591.0,,,,,,False,,False,,False
30043,507,329.0,,,,,,274.0,,834.3,,241.0,-178.0,,,,,,-233.0,,327.3,,-266.0,,,,,,False,,False,,False
30045,56,42.0,,,,,,90.0,,246.5,,84.0,-14.0,,,,,,34.0,,190.5,,28.0,,,,,,False,,False,,False
30047,724,791.0,,,,,,942.0,,2087.6,,400.0,67.0,,,,,,218.0,,1363.6,,-324.0,,,,,,False,,False,,False
30049,3241,1911.0,,,,,,2275.0,,7093.8,1782.6,1022.0,-1330.0,,,,,,-966.0,,3852.8,-1458.4,-2219.0,,,,,,True,,False,False,False
30051,63,42.0,,,,,,241.0,,205.0,,55.0,-21.0,,,,,,178.0,,142.0,,-8.0,,,,,,False,,False,,True
30053,650,434.0,,,,,,193.0,,559.6,,331.0,-216.0,,,,,,-457.0,,-90.4,,-319.0,,,,,,False,,True,,False
30055,71,42.0,,,,,,153.0,,101.2,,13.0,-29.0,,,,,,82.0,,30.2,,-58.0,,,,,,False,,False,,False
30057,250,371.0,,,,,,129.0,,1358.2,,0.0,121.0,,,,,,-121.0,,1108.2,,-250.0,,,,,,False,,False,,False
30059,15,84.0,,,,,,141.0,,290.8,,12.0,69.0,,,,,,126.0,,275.8,,-3.0,,,,,,False,,False,,True
30061,147,7.0,,,,,,82.0,,67.7,,17.0,-140.0,,,,,,-65.0,,-79.3,,-130.0,,,,,,True,,True,,True
30063,3378,3444.0,,,,,,2663.0,,8354.0,4793.5,1951.0,66.0,,,,,,-715.0,,4976.0,1415.5,-1427.0,,,,,,False,,False,False,False
30065,114,175.0,,,,,,310.0,,470.2,,53.0,61.0,,,,,,196.0,,356.2,,-61.0,,,,,,False,,False,,False
30067,526,371.0,,,,,,480.0,,1108.2,,218.0,-155.0,,,,,,-46.0,,582.2,,-308.0,,,,,,True,,False,,False
30069,7,14.0,,,,,,52.0,,66.6,,22.0,7.0,,,,,,45.0,,59.6,,15.0,,,,,,False,,False,,False
30071,206,154.0,,,,,,228.0,,270.2,,23.0,-52.0,,,,,,22.0,,64.2,,-183.0,,,,,,True,,False,,False
30073,188,42.0,,,,,,426.0,,206.7,,11.0,-146.0,,,,,,238.0,,18.7,,-177.0,,,,,,False,,True,,False
30075,29,63.0,,,,,,65.0,,180.0,,16.0,34.0,,,,,,36.0,,151.0,,-13.0,,,,,,False,,False,,True
30077,477,917.0,,,,,,218.0,,3286.6,,96.0,440.0,,,,,,-259.0,,2809.6,,-381.0,,,,,,True,,False,,True
30079,88,21.0,,,,,,57.0,,33.5,,11.0,-67.0,,,,,,-31.0,,-54.5,,-77.0,,,,,,True,,True,,False
30081,1431,875.0,,,,,,949.0,,3514.7,,637.0,-556.0,,,,,,-482.0,,2083.7,,-794.0,,,,,,True,,False,,False
30083,478,273.0,,,,,,767.0,,430.1,,0.0,-205.0,,,,,,289.0,,-47.9,,-478.0,,,,,,False,,True,,False
30085,323,735.0,,,,,,649.0,,925.2,,0.0,412.0,,,,,,326.0,,602.2,,-323.0,,,,,,True,,False,,True
30087,242,294.0,,,,,,294.0,,804.7,,832.0,52.0,,,,,,52.0,,562.7,,590.0,,,,,,False,,False,,False
30089,303,70.0,,,,,,133.0,,492.8,,215.0,-233.0,,,,,,-170.0,,189.8,,-88.0,,,,,,True,,True,,True
30091,218,343.0,,,,,,174.0,,1032.2,,59.0,125.0,,,,,,-44.0,,814.2,,-159.0,,,,,,True,,False,,False
30093,2134,1218.0,,,,,,980.0,,3608.9,,776.0,-916.0,,,,,,-1154.0,,1474.9,,-1358.0,,,,,,False,,False,,False
30095,256,329.0,,,,,,340.0,,835.3,,127.0,73.0,,,,,,84.0,,579.3,,-129.0,,,,,,False,,False,,False
30097,176,273.0,,,,,,109.0,,1108.7,,71.0,97.0,,,,,,-67.0,,932.7,,-105.0,,,,,,True,,False,,False
30099,190,133.0,,,,,,318.0,,204.5,,118.0,-57.0,,,,,,128.0,,14.5,,-72.0,,,,,,False,,True,,False
30101,206,924.0,,,,,,659.0,,1796.2,,0.0,718.0,,,,,,453.0,,1590.2,,-206.0,,,,,,True,,False,,True
30103,19,0.0,,,,,,58.0,,35.6,,0.0,-19.0,,,,,,39.0,,16.6,,-19.0,,,,,,False,,True,,False
30105,194,455.0,,,,,,661.0,,876.9,,0.0,261.0,,,,,,467.0,,682.9,,-194.0,,,,,,False,,False,,True
30107,64,35.0,,,,,,141.0,,53.1,,17.0,-29.0,,,,,,77.0,,-10.9,,-47.0,,,,,,False,,True,,False
30109,66,21.0,,,,,,162.0,,42.0,,4.0,-45.0,,,,,,96.0,,-24.0,,-62.0,,,,,,False,,True,,False
30111,5878,5838.0,,,,,,5130.0,,10490.7,8290.4,3990.0,-40.0,,,,,,-748.0,,4612.7,2412.4,-1888.0,,,,,,False,,False,False,False
31001,1159,959.0,,,,,,1417.0,,1585.6,,274.0,-200.0,,,,,,258.0,,426.6,,-885.0,,,,,,False,,False,,False
31003,214,238.0,,,,,,341.0,,474.6,,75.0,24.0,,,,,,127.0,,260.6,,-139.0,,,,,,False,,False,,False
31005,12,7.0,,,,,,23.0,,95.1,,3.0,-5.0,,,,,,11.0,,83.1,,-9.0,,,,,,False,,False,,False
31007,20,7.0,,,,,,41.0,,57.1,,19.0,-13.0,,,,,,21.0,,37.1,,-1.0,,,,,,False,,False,,True
31009,12,21.0,,,,,,26.0,,228.6,,11.0,9.0,,,,,,14.0,,216.6,,-1.0,,,,,,False,,False,,True
31011,210,245.0,,,,,,171.0,,490.6,,60.0,35.0,,,,,,-39.0,,280.6,,-150.0,,,,,,False,,False,,False
31013,432,441.0,,,,,,460.0,,774.1,,126.0,9.0,,,,,,28.0,,342.1,,-306.0,,,,,,False,,False,,False
31015,77,56.0,,,,,,234.0,,109.8,,10.0,-21.0,,,,,,157.0,,32.8,,-67.0,,,,,,False,,False,,False
31017,112,98.0,,,,,,118.0,,163.4,,29.0,-14.0,,,,,,6.0,,51.4,,-83.0,,,,,,True,,False,,False
31019,1901,2331.0,,,,,,2028.0,,3594.5,2494.5,382.0,430.0,,,,,,127.0,,1693.5,593.5,-1519.0,,,,,,True,,False,False,False
31021,294,476.0,,,,,,209.0,,1946.7,,96.0,182.0,,,,,,-85.0,,1652.7,,-198.0,,,,,,True,,False,,False
31023,363,329.0,,,,,,316.0,,732.9,,63.0,-34.0,,,,,,-47.0,,369.9,,-300.0,,,,,,False,,False,,False
31025,884,861.0,,,,,,566.0,,2410.9,,359.0,-23.0,,,,,,-318.0,,1526.9,,-525.0,,,,,,False,,False,,False
31027,349,280.0,,,,,,511.0,,798.7,,131.0,-69.0,,,,,,162.0,,449.7,,-218.0,,,,,,False,,False,,False
31029,154,217.0,,,,,,96.0,,269.2,,29.0,63.0,,,,,,-58.0,,115.2,,-125.0,,,,,,True,,False,,False
31031,142,189.0,,,,,,192.0,,352.0,,104.0,47.0,,,,,,50.0,,210.0,,-38.0,,,,,,False,,False,,True
31033,519,546.0,,,,,,235.0,,1533.9,,178.0,27.0,,,,,,-284.0,,1014.9,,-341.0,,,,,,False,,False,,False
31035,296,217.0,,,,,,110.0,,738.3,,55.0,-79.0,,,,,,-186.0,,442.3,,-241.0,,,,,,False,,False,,False
31037,373,595.0,,,,,,652.0,,554.5,,0.0,222.0,,,,,,279.0,,181.5,,-373.0,,,,,,False,,True,,False
31039,388,469.0,,,,,,409.0,,751.3,,77.0,81.0,,,,,,21.0,,363.3,,-311.0,,,,,,True,,False,,False
31041,321,371.0,,,,,,385.0,,723.3,,139.0,50.0,,,,,,64.0,,402.3,,-182.0,,,,,,False,,False,,False
31043,757,784.0,,,,,,1111.0,,749.7,528.8,1545.0,27.0,,,,,,354.0,,-7.3,-228.2,788.0,,,,,,False,,True,False,False
31045,225,329.0,,,,,,412.0,,697.3,,89.0,104.0,,,,,,187.0,,472.3,,-136.0,,,,,,False,,False,,False
31047,917,931.0,,,,,,985.0,,1305.3,569.6,0.0,14.0,,,,,,68.0,,388.3,-347.4,-917.0,,,,,,False,,False,False,False
31049,47,35.0,,,,,,53.0,,708.9,,23.0,-12.0,,,,,,6.0,,661.9,,-24.0,,,,,,True,,False,,False
31051,271,301.0,,,,,,248.0,,299.7,,78.0,30.0,,,,,,-23.0,,28.7,,-193.0,,,,,,True,,True,,False
31053,1617,1869.0,,,,,,1734.0,,2887.5,1283.9,139.0,252.0,,,,,,117.0,,1270.5,-333.1,-1478.0,,,,,,True,,False,False,False
31055,24920,21322.0,,,,,,14813.0,,24321.5,18255.3,4332.0,-3598.0,,,,,,-10107.0,,-598.5,-6664.7,-20588.0,,,,,,False,,True,False,False
31057,56,77.0,,,,,,45.0,,149.7,,19.0,21.0,,,,,,-11.0,,93.7,,-37.0,,,,,,True,,False,,False
31059,224,364.0,,,,,,117.0,,1991.5,,79.0,140.0,,,,,,-107.0,,1767.5,,-145.0,,,,,,True,,False,,False
31061,92,126.0,,,,,,66.0,,173.3,,36.0,34.0,,,,,,-26.0,,81.3,,-56.0,,,,,,True,,False,,False
31063,90,70.0,,,,,,46.0,,306.8,,22.0,-20.0,,,,,,-44.0,,216.8,,-68.0,,,,,,False,,False,,False
31065,212,273.0,,,,,,89.0,,1005.2,,70.0,61.0,,,,,,-123.0,,793.2,,-142.0,,,,,,False,,False,,False
31067,1039,973.0,,,,,,626.0,,2505.4,,154.0,-66.0,,,,,,-413.0,,1466.4,,-885.0,,,,,,False,,False,,False
31069,36,49.0,,,,,,50.0,,935.1,,17.0,13.0,,,,,,14.0,,899.1,,-19.0,,,,,,False,,False,,False
31071,74,140.0,,,,,,61.0,,726.2,,30.0,66.0,,,,,,-13.0,,652.2,,-44.0,,,,,,True,,False,,True
31073,80,112.0,,,,,,68.0,,150.7,,27.0,32.0,,,,,,-12.0,,70.7,,-53.0,,,,,,True,,False,,False
31075,17,7.0,,,,,,25.0,,77.9,,3.0,-10.0,,,,,,8.0,,60.9,,-14.0,,,,,,True,,False,,False
31077,125,63.0,,,,,,67.0,,89.3,,44.0,-62.0,,,,,,-58.0,,-35.7,,-81.0,,,,,,True,,True,,False
31079,2570,2324.0,,,,,,3971.0,,3185.3,1865.8,362.0,-246.0,,,,,,1401.0,,615.3,-704.2,-2208.0,,,,,,False,,False,False,False
31081,388,385.0,,,,,,261.0,,594.6,,142.0,-3.0,,,,,,-127.0,,206.6,,-246.0,,,,,,False,,False,,False
31083,101,77.0,,,,,,82.0,,206.7,,33.0,-24.0,,,,,,-19.0,,105.7,,-68.0,,,,,,True,,False,,False
31085,25,28.0,,,,,,36.0,,74.3,,12.0,3.0,,,,,,11.0,,49.3,,-13.0,,,,,,False,,False,,False
31087,113,63.0,,,,,,57.0,,265.2,,15.0,-50.0,,,,,,-56.0,,152.2,,-98.0,,,,,,False,,False,,False
31089,266,350.0,,,,,,751.0,,1234.3,,102.0,84.0,,,,,,485.0,,968.3,,-164.0,,,,,,False,,False,,False
31091,21,21.0,,,,,,31.0,,82.1,,9.0,0.0,,,,,,10.0,,61.1,,-12.0,,,,,,False,,False,,False
31093,252,231.0,,,,,,225.0,,910.8,,67.0,-21.0,,,,,,-27.0,,658.8,,-185.0,,,,,,False,,False,,False
31095,405,266.0,,,,,,176.0,,1471.8,,104.0,-139.0,,,,,,-229.0,,1066.8,,-301.0,,,,,,False,,False,,False
31097,348,217.0,,,,,,98.0,,575.1,,70.0,-131.0,,,,,,-250.0,,227.1,,-278.0,,,,,,False,,False,,False
31099,265,308.0,,,,,,166.0,,270.2,,66.0,43.0,,,,,,-99.0,,5.2,,-199.0,,,,,,False,,True,,False
31101,403,238.0,,,,,,211.0,,522.3,,114.0,-165.0,,,,,,-192.0,,119.3,,-289.0,,,,,,False,,True,,False
31103,28,7.0,,,,,,50.0,,15.7,,19.0,-21.0,,,,,,22.0,,-12.3,,-9.0,,,,,,False,,True,,True
31105,235,161.0,,,,,,137.0,,1109.7,,43.0,-74.0,,,,,,-98.0,,874.7,,-192.0,,,,,,False,,False,,False
31107,330,287.0,,,,,,435.0,,540.6,,78.0,-43.0,,,,,,105.0,,210.6,,-252.0,,,,,,False,,False,,False
31109,10739,9051.0,,,,,,10418.0,,11798.2,5875.6,3547.0,-1688.0,,,,,,-321.0,,1059.2,-4863.4,-7192.0,,,,,,True,,True,False,False
31111,1539,2744.0,,,,,,1639.0,,5124.4,,439.0,1205.0,,,,,,100.0,,3585.4,,-1100.0,,,,,,True,,False,,True
31113,50,42.0,,,,,,34.0,,85.2,,19.0,-8.0,,,,,,-16.0,,35.2,,-31.0,,,,,,False,,False,,False
31115,22,35.0,,,,,,29.0,,27.6,,14.0,13.0,,,,,,7.0,,5.6,,-8.0,,,,,,True,,True,,True
31117,12,7.0,,,,,,27.0,,17.8,,10.0,-5.0,,,,,,15.0,,5.8,,-2.0,,,,,,False,,False,,True
31119,1811,2632.0,,,,,,3433.0,,6958.0,864.9,174.0,821.0,,,,,,1622.0,,5147.0,-946.1,-1637.0,,,,,,False,,False,False,False
31121,321,518.0,,,,,,390.0,,1254.6,,138.0,197.0,,,,,,69.0,,933.6,,-183.0,,,,,,True,,False,,True
31123,231,266.0,,,,,,144.0,,729.5,,50.0,35.0,,,,,,-87.0,,498.5,,-181.0,,,,,,False,,False,,False
31125,198,252.0,,,,,,144.0,,1047.7,,36.0,54.0,,,,,,-54.0,,849.7,,-162.0,,,,,,False,,False,,False
31127,241,315.0,,,,,,116.0,,539.6,,37.0,74.0,,,,,,-125.0,,298.6,,-204.0,,,,,,False,,False,,False
31129,170,133.0,,,,,,91.0,,368.0,,34.0,-37.0,,,,,,-79.0,,198.0,,-136.0,,,,,,False,,False,,False
31131,541,693.0,,,,,,455.0,,2099.3,,252.0,152.0,,,,,,-86.0,,1558.3,,-289.0,,,,,,True,,False,,False
31133,120,42.0,,,,,,63.0,,187.5,,22.0,-78.0,,,,,,-57.0,,67.5,,-98.0,,,,,,True,,True,,False
31135,161,35.0,,,,,,69.0,,196.8,,37.0,-126.0,,,,,,-92.0,,35.8,,-124.0,,,,,,True,,True,,True
31137,346,259.0,,,,,,306.0,,355.6,,58.0,-87.0,,,,,,-40.0,,9.6,,-288.0,,,,,,True,,True,,False
31139,243,399.0,,,,,,325.0,,1139.0,,69.0,156.0,,,,,,82.0,,896.0,,-174.0,,,,,,True,,False,,False
31141,1461,1932.0,,,,,,2323.0,,3162.6,1293.7,18.0,471.0,,,,,,862.0,,1701.6,-167.3,-1443.0,,,,,,False,,False,True,False
31143,106,231.0,,,,,,149.0,,287.7,,44.0,125.0,,,,,,43.0,,181.7,,-62.0,,,,,,True,,False,,True
31145,580,371.0,,,,,,347.0,,2023.1,,94.0,-209.0,,,,,,-233.0,,1443.1,,-486.0,,,,,,False,,False,,False
31147,308,336.0,,,,,,129.0,,2420.3,,45.0,28.0,,,,,,-179.0,,2112.3,,-263.0,,,,,,False,,False,,False
31149,34,56.0,,,,,,92.0,,62.3,,0.0,22.0,,,,,,58.0,,28.3,,-34.0,,,,,,False,,False,,False
31151,643,700.0,,,,,,603.0,,776.0,,0.0,57.0,,,,,,-40.0,,133.0,,-643.0,,,,,,True,,False,,False
31153,7905,7637.0,,,,,,4113.0,,12163.1,7236.6,1973.0,-268.0,,,,,,-3792.0,,4258.1,-668.4,-5932.0,,,,,,False,,False,False,False
31155,862,805.0,,,,,,627.0,,1701.2,,229.0,-57.0,,,,,,-235.0,,839.2,,-633.0,,,,,,False,,False,,False
31157,1341,4704.0,,,,,,2008.0,,11451.6,,348.0,3363.0,,,,,,667.0,,10110.6,,-993.0,,,,,,True,,False,,True
31159,580,721.0,,,,,,612.0,,2810.0,,252.0,141.0,,,,,,32.0,,2230.0,,-328.0,,,,,,True,,False,,False
31161,199,203.0,,,,,,139.0,,446.9,,49.0,4.0,,,,,,-60.0,,247.9,,-150.0,,,,,,False,,False,,False
31163,75,112.0,,,,,,62.0,,1085.4,,28.0,37.0,,,,,,-13.0,,1010.4,,-47.0,,,,,,True,,False,,False
31165,15,0.0,,,,,,71.0,,34.2,,0.0,-15.0,,,,,,56.0,,19.2,,-15.0,,,,,,False,,False,,False
31167,195,175.0,,,,,,255.0,,637.9,,79.0,-20.0,,,,,,60.0,,442.9,,-116.0,,,,,,False,,False,,False
31169,264,175.0,,,,,,101.0,,449.2,,82.0,-89.0,,,,,,-163.0,,185.2,,-182.0,,,,,,False,,False,,False
31171,23,56.0,,,,,,31.0,,163.3,,12.0,33.0,,,,,,8.0,,140.3,,-11.0,,,,,,True,,False,,True
31173,287,301.0,,,,,,255.0,,450.3,,28.0,14.0,,,,,,-32.0,,163.3,,-259.0,,,,,,False,,False,,False
31175,132,133.0,,,,,,120.0,,135.1,,39.0,1.0,,,,,,-12.0,,3.1,,-93.0,,,,,,False,,False,,False
31177,887,1001.0,,,,,,545.0,,2430.7,,0.0,114.0,,,,,,-342.0,,1543.7,,-887.0,,,,,,False,,False,,False
31179,386,770.0,,,,,,490.0,,1473.7,,61.0,384.0,,,,,,104.0,,1087.7,,-325.0,,,,,,True,,False,,True
31181,140,70.0,,,,,,98.0,,98.4,,18.0,-70.0,,,,,,-42.0,,-41.6,,-122.0,,,,,,True,,True,,False
31183,24,14.0,,,,,,35.0,,312.9,,23.0,-10.0,,,,,,11.0,,288.9,,-1.0,,,,,,False,,False,,True
31185,542,889.0,,,,,,531.0,,2582.0,,850.0,347.0,,,,,,-11.0,,2040.0,,308.0,,,,,,True,,False,,True
32001,936,1092.0,,,,,,202.0,,2707.3,,965.0,156.0,,,,,,-734.0,,1771.3,,29.0,,,,,,False,,False,,True
32003,75469,39571.0,,,,,,22413.0,,24522.0,15377.1,34821.0,-35898.0,,,,,,-53056.0,,-50947.0,-60091.9,-40648.0,,,,,,False,,False,False,False
32005,1405,224.0,,,,,,380.0,,378.0,,179.0,-1181.0,,,,,,-1025.0,,-1027.0,,-1226.0,,,,,,True,,True,,False
32007,2034,1701.0,,,,,,373.0,,2330.0,714.6,864.0,-333.0,,,,,,-1661.0,,296.0,-1319.4,-1170.0,,,,,,False,,True,False,False
32009,30,0.0,,,,,,19.0,,8.4,,,-30.0,,,,,,-11.0,,-21.6,,,,,,,,True,,True,,
32011,18,14.0,,,,,,28.0,,91.7,,72.0,-4.0,,,,,,10.0,,73.7,,54.0,,,,,,False,,False,,False
32013,564,112.0,,,,,,202.0,,145.8,,81.0,-452.0,,,,,,-362.0,,-418.2,,-483.0,,,,,,True,,True,,False
32015,260,77.0,,,,,,57.0,,53.2,,40.0,-183.0,,,,,,-203.0,,-206.8,,-220.0,,,,,,False,,False,,False
32017,210,7.0,,,,,,27.0,,104.6,,1.0,-203.0,,,,,,-183.0,,-105.4,,-209.0,,,,,,True,,True,,False
32019,1365,294.0,,,,,,658.0,,339.2,,197.0,-1071.0,,,,,,-707.0,,-1025.8,,-1168.0,,,,,,True,,True,,False
32021,166,21.0,,,,,,35.0,,44.9,,27.0,-145.0,,,,,,-131.0,,-121.1,,-139.0,,,,,,True,,True,,True
32023,1055,1071.0,,,,,,276.0,,677.0,,0.0,16.0,,,,,,-779.0,,-378.0,,-1055.0,,,,,,False,,False,,False
32027,319,21.0,,,,,,62.0,,36.6,,286.0,-298.0,,,,,,-257.0,,-282.4,,-33.0,,,,,,True,,True,,True
