,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
28087,157,126.0,,110.6,,102.0,57.0,,,,,162.1,,,168.0,,102.5,,65.3,107.0,,58.3,116.0,0.9,154.0,125.0,,,,121.1,,,,139.0,161.7,-31.0,,-46.4,,-55.0,-100.0,,,,,5.1,,,11.0,,-54.5,,-91.7,-50.0,,-98.7,-41.0,-156.1,-3.0,-32.0,,,,-35.9,,,,-18.0,4.7,,False,,False,False,,,,,True,,,True,,False,,False,False,,False,False,False,True,False,,,,False,,,,True,True
28089,203,242.0,,227.5,,227.0,265.0,,,,,284.9,,,231.0,,295.0,,97.6,274.0,,138.8,243.5,13.2,388.0,0.0,,,,183.3,,,,323.0,299.5,39.0,,24.5,,24.0,62.0,,,,,81.9,,,28.0,,92.0,,-105.4,71.0,,-64.2,40.5,-189.8,185.0,-203.0,,,,-19.7,,,,120.0,96.5,,True,,True,False,,,,,False,,,True,,False,,False,False,,False,False,False,False,False,,,,True,,,,False,False
28091,53,48.0,,47.5,,37.0,38.0,,,,,50.8,,,74.0,,34.8,,20.4,,,14.8,37.4,0.2,47.0,72.0,,,,,,,,76.0,52.0,-5.0,,-5.5,,-16.0,-15.0,,,,,-2.2,,,21.0,,-18.2,,-32.6,,,-38.2,-15.6,-52.8,-6.0,19.0,,,,,,,,23.0,-1.0,,False,,False,False,,,,,True,,,False,,False,,False,,,False,False,False,False,False,,,,,,,,False,True
28093,241,262.0,,254.8,,210.0,522.0,,,,,205.4,,,160.0,,329.9,,40.5,213.0,,166.3,216.9,65.2,353.0,61.0,,,,201.7,,,,245.0,,21.0,,13.8,,-31.0,281.0,,,,,-35.6,,,-81.0,,88.9,,-200.5,-28.0,,-74.7,-24.1,-175.8,112.0,-180.0,,,,-39.3,,,,4.0,,,True,,False,False,,,,,False,,,False,,False,,False,False,,False,False,False,False,False,,,,False,,,,True,
28095,147,140.0,,140.5,,119.0,180.0,,,,,195.5,,,113.0,,136.2,,59.1,143.5,,96.4,125.1,0.4,160.0,25.0,,,,90.6,,,,81.0,,-7.0,,-6.5,,-28.0,33.0,,,,,48.5,,,-34.0,,-10.8,,-87.9,-3.5,,-50.6,-21.9,-146.6,13.0,-122.0,,,,-56.4,,,,-66.0,,,True,,False,False,,,,,False,,,False,,False,,False,True,,False,False,False,False,False,,,,False,,,,False,
28097,60,44.0,,46.3,,25.0,14.0,,,,,54.6,,,39.0,,19.7,,13.3,,,24.5,35.3,0.1,49.0,,,,,,,,,16.0,41.5,-16.0,,-13.7,,-35.0,-46.0,,,,,-5.4,,,-21.0,,-40.3,,-46.7,,,-35.5,-24.7,-59.9,-11.0,,,,,,,,,-44.0,-18.5,,True,,False,False,,,,,True,,,False,,False,,False,,,False,False,False,True,,,,,,,,,False,False
28099,92,108.0,,99.9,,90.0,105.0,,,,,109.5,,,99.0,,82.4,,66.3,122.5,,35.6,97.2,0.6,114.0,105.0,,,,85.4,,,,0.0,,16.0,,7.9,,-2.0,13.0,,,,,17.5,,,7.0,,-9.6,,-25.7,30.5,,-56.4,5.2,-91.4,22.0,13.0,,,,-6.6,,,,-92.0,,,True,,True,True,,,,,False,,,True,,True,,False,False,,False,True,False,False,True,,,,True,,,,False,
28101,42,48.0,,48.7,,42.0,28.0,,,,,62.0,,,59.0,,52.0,,33.6,,,23.1,42.5,0.3,55.0,17.0,,,,,,,,24.0,,6.0,,6.7,,0.0,-14.0,,,,,20.0,,,17.0,,10.0,,-8.4,,,-18.9,0.5,-41.7,13.0,-25.0,,,,,,,,-18.0,,,False,,True,False,,,,,False,,,False,,False,,False,,,False,True,False,False,False,,,,,,,,False,
28103,25,6.0,,4.7,,4.0,0.0,,,,,12.7,,,26.0,,13.9,,10.7,,,0.5,10.2,0.2,,,,,,,,,,3.0,13.4,-19.0,,-20.3,,-21.0,-25.0,,,,,-12.3,,,1.0,,-11.1,,-14.3,,,-24.5,-14.8,-24.8,,,,,,,,,,-22.0,-11.6,,False,,False,False,,,,,True,,,True,,True,,True,,,False,True,False,,,,,,,,,,False,True
28105,117,166.0,,162.5,,125.0,174.0,,,,,169.5,,,118.0,,123.5,,52.2,111.5,,88.7,149.8,0.0,170.0,250.0,,,,114.1,,,,172.0,138.0,49.0,,45.5,,8.0,57.0,,,,,52.5,,,1.0,,6.5,,-64.8,-5.5,,-28.3,32.8,-117.0,53.0,133.0,,,,-2.9,,,,55.0,21.0,,True,,True,False,,,,,False,,,True,,True,,False,True,,True,True,False,False,False,,,,True,,,,False,True
28107,121,106.0,,104.4,,98.0,130.0,,,,,101.2,,,157.0,,121.4,,51.9,105.5,,30.2,86.0,0.1,111.0,0.0,,,,78.1,,,,133.0,115.4,-15.0,,-16.6,,-23.0,9.0,,,,,-19.8,,,36.0,,0.4,,-69.1,-15.5,,-90.8,-35.0,-120.9,-10.0,-121.0,,,,-42.9,,,,12.0,-5.6,,False,,False,True,,,,,False,,,False,,True,,False,False,,False,False,False,True,False,,,,False,,,,True,True
28109,128,124.0,,126.5,,121.0,157.0,,,,,107.5,,,118.0,,151.9,,61.0,131.5,,67.5,105.8,117.7,163.0,31.0,,,,84.0,,,,145.0,137.7,-4.0,,-1.5,,-7.0,29.0,,,,,-20.5,,,-10.0,,23.9,,-67.0,3.5,,-60.5,-22.2,-10.3,35.0,-97.0,,,,-44.0,,,,17.0,9.7,,True,,False,False,,,,,False,,,False,,False,,False,True,,False,False,False,False,False,,,,False,,,,False,False
28111,61,38.0,,38.4,,27.0,27.0,,,,,43.0,,,26.0,,37.4,,12.9,,,10.9,30.7,0.0,43.0,0.0,,,,,,,,29.0,41.7,-23.0,,-22.6,,-34.0,-34.0,,,,,-18.0,,,-35.0,,-23.6,,-48.1,,,-50.1,-30.3,-61.0,-18.0,-61.0,,,,,,,,-32.0,-19.3,,True,,False,False,,,,,True,,,False,,False,,False,,,False,False,False,True,False,,,,,,,,False,True
28113,59,58.0,,66.3,,59.0,125.0,,,,,42.2,,,141.0,,84.6,,35.0,81.0,,8.8,59.7,0.1,90.0,98.0,,,,40.5,,,,41.0,67.9,-1.0,,7.3,,0.0,66.0,,,,,-16.8,,,82.0,,25.6,,-24.0,22.0,,-50.2,0.7,-58.9,31.0,39.0,,,,-18.5,,,,-18.0,8.9,,False,,True,False,,,,,False,,,False,,False,,False,False,,False,True,False,False,False,,,,False,,,,False,False
28115,187,84.0,,87.9,,72.0,71.0,,,,,90.7,,,154.0,,95.1,,37.5,86.5,,32.1,71.2,0.2,82.0,6.0,,,,60.1,,,,61.0,101.3,-103.0,,-99.1,,-115.0,-116.0,,,,,-96.3,,,-33.0,,-91.9,,-149.5,-100.5,,-154.9,-115.8,-186.8,-105.0,-181.0,,,,-126.9,,,,-126.0,-85.7,,True,,False,False,,,,,True,,,True,,True,,False,True,,False,False,False,False,False,,,,False,,,,False,True
28117,117,104.0,,110.4,,86.0,70.0,,,,,119.7,,,103.0,,117.7,,32.4,,,35.5,94.0,0.1,128.0,18.0,,,,74.5,,,,97.0,,-13.0,,-6.6,,-31.0,-47.0,,,,,2.7,,,-14.0,,0.7,,-84.6,,,-81.5,-23.0,-116.9,11.0,-99.0,,,,-42.5,,,,-20.0,,,True,,False,False,,,,,True,,,False,,True,,False,,,False,False,False,True,False,,,,False,,,,False,
28119,15,22.0,,21.2,,13.0,0.0,,,,,14.2,,,31.0,,24.6,,6.0,,,2.5,12.8,0.0,16.0,,,,,,,,,0.0,22.7,7.0,,6.2,,-2.0,-15.0,,,,,-0.8,,,16.0,,9.6,,-9.0,,,-12.5,-2.2,-15.0,1.0,,,,,,,,,-15.0,7.7,,True,,True,False,,,,,True,,,False,,False,,False,,,False,True,False,True,,,,,,,,,False,False
28121,475,280.0,,295.1,,225.0,203.0,,,,,403.8,,,481.0,,304.9,,150.2,317.0,,198.4,282.4,14.6,393.0,131.0,,,,183.3,216.0,,,226.0,360.7,-195.0,,-179.9,,-250.0,-272.0,,,,,-71.2,,,6.0,,-170.1,,-324.8,-158.0,,-276.6,-192.6,-460.4,-82.0,-344.0,,,,-291.7,-259.0,,,-249.0,-114.3,,True,,False,False,,,,,True,,,True,,True,,False,True,,False,True,False,True,False,,,,False,False,,,False,True
28123,74,54.0,,56.1,,45.0,28.0,,,,,55.5,,,96.0,,74.6,,35.4,,,16.9,51.2,0.2,65.0,69.0,,,,41.2,,,,65.0,34.1,-20.0,,-17.9,,-29.0,-46.0,,,,,-18.5,,,22.0,,0.6,,-38.6,,,-57.1,-22.8,-73.8,-9.0,-5.0,,,,-32.8,,,,-9.0,-39.9,,True,,False,False,,,,,True,,,False,,True,,False,,,False,False,False,True,True,,,,False,,,,True,False
28125,9,16.0,,16.0,,10.0,0.0,,,,,14.7,,,13.0,,12.8,,2.9,,,3.7,10.8,0.0,15.0,,,,,,,,,0.0,,7.0,,7.0,,1.0,-9.0,,,,,5.7,,,4.0,,3.8,,-6.1,,,-5.3,1.8,-9.0,6.0,,,,,,,,,-9.0,,,True,,True,False,,,,,True,,,True,,True,,True,,,True,True,False,True,,,,,,,,,False,
28127,81,78.0,,89.8,,73.0,105.0,,,,,61.8,,,91.0,,80.0,,52.4,,,36.2,65.9,0.1,79.0,123.0,,,,56.8,,,,55.0,141.4,-3.0,,8.8,,-8.0,24.0,,,,,-19.2,,,10.0,,-1.0,,-28.6,,,-44.8,-15.1,-80.9,-2.0,42.0,,,,-24.2,,,,-26.0,60.4,,False,,False,False,,,,,False,,,False,,True,,False,,,False,False,False,True,False,,,,False,,,,False,False
28129,39,34.0,,30.8,,26.0,14.0,,,,,32.6,,,35.0,,48.2,,18.6,,,7.5,26.0,0.6,28.0,43.0,,,,,,,,27.0,,-5.0,,-8.2,,-13.0,-25.0,,,,,-6.4,,,-4.0,,9.2,,-20.4,,,-31.5,-13.0,-38.4,-11.0,4.0,,,,,,,,-12.0,,,False,,False,False,,,,,False,,,True,,False,,False,,,False,False,False,False,True,,,,,,,,False,
28131,79,58.0,,56.0,,45.0,8.0,,,,,69.0,,,47.0,,70.8,,32.3,,,33.9,49.5,0.0,79.0,14.0,,,,,,,,35.0,57.2,-21.0,,-23.0,,-34.0,-71.0,,,,,-10.0,,,-32.0,,-8.2,,-46.7,,,-45.1,-29.5,-79.0,0.0,-65.0,,,,,,,,-44.0,-21.8,,False,,False,False,,,,,True,,,False,,True,,False,,,False,False,False,True,False,,,,,,,,False,False
28133,114,112.0,,115.0,,86.0,13.0,,,,,118.3,,,121.0,,89.4,,31.5,,,72.0,95.0,0.1,113.0,169.0,,,,78.7,,,,142.0,,-2.0,,1.0,,-28.0,-101.0,,,,,4.3,,,7.0,,-24.6,,-82.5,,,-42.0,-19.0,-113.9,-1.0,55.0,,,,-35.3,,,,28.0,,,True,,False,False,,,,,False,,,False,,False,,False,,,False,False,False,True,False,,,,False,,,,False,
28135,53,56.0,,56.9,,25.0,0.0,,,,,55.3,,,67.0,,24.0,,14.9,,,25.1,43.8,0.0,59.0,,,,,,,,,0.0,32.2,3.0,,3.9,,-28.0,-53.0,,,,,2.3,,,14.0,,-29.0,,-38.1,,,-27.9,-9.2,-53.0,6.0,,,,,,,,,-53.0,-20.8,,False,,False,False,,,,,True,,,False,,False,,False,,,False,False,False,False,,,,,,,,,False,False
28137,191,90.0,,83.3,,80.0,80.0,,,,,98.1,,,131.0,,80.9,,28.3,,,48.8,83.3,0.5,99.0,91.0,,,,79.1,,,,88.0,92.9,-101.0,,-107.7,,-111.0,-111.0,,,,,-92.9,,,-60.0,,-110.1,,-162.7,,,-142.2,-107.7,-190.5,-92.0,-100.0,,,,-111.9,,,,-103.0,-98.1,,False,,False,False,,,,,True,,,True,,False,,False,,,False,False,False,True,True,,,,False,,,,False,True
28139,132,110.0,,110.2,,99.0,108.0,,,,,126.7,,,92.0,,114.2,,28.0,,,48.5,98.6,0.7,140.0,21.0,,,,,,,,98.0,,-22.0,,-21.8,,-33.0,-24.0,,,,,-5.3,,,-40.0,,-17.8,,-104.0,,,-83.5,-33.4,-131.3,8.0,-111.0,,,,,,,,-34.0,,,True,,False,False,,,,,True,,,False,,True,,False,,,False,False,False,True,False,,,,,,,,False,
28141,76,52.0,,51.0,,46.0,33.0,,,,,90.1,,,63.0,,76.5,,28.0,,,24.5,45.9,0.2,62.0,16.0,,,,,,,,29.0,66.6,-24.0,,-25.0,,-30.0,-43.0,,,,,14.1,,,-13.0,,0.5,,-48.0,,,-51.5,-30.1,-75.8,-14.0,-60.0,,,,,,,,-47.0,-9.4,,False,,False,False,,,,,True,,,True,,True,,False,,,False,False,False,True,False,,,,,,,,False,True
28143,20,34.0,,35.2,,24.0,0.0,,,,,33.7,,,33.0,,29.4,,5.2,,,12.5,24.4,0.0,24.0,15.0,,,,,,,,17.0,24.6,14.0,,15.2,,4.0,-20.0,,,,,13.7,,,13.0,,9.4,,-14.8,,,-7.5,4.4,-20.0,4.0,-5.0,,,,,,,,-3.0,4.6,,False,,True,False,,,,,True,,,True,,True,,False,,,True,True,False,True,True,,,,,,,,True,True
28145,163,100.0,,101.4,,96.0,124.0,,,,,117.1,,,148.0,,125.8,,46.7,,,50.1,87.4,0.4,129.0,22.0,,,,84.4,,,,142.0,126.0,-63.0,,-61.6,,-67.0,-39.0,,,,,-45.9,,,-15.0,,-37.2,,-116.3,,,-112.9,-75.6,-162.6,-34.0,-141.0,,,,-78.6,,,,-21.0,-37.0,,True,,False,True,,,,,True,,,True,,True,,False,,,False,False,False,True,False,,,,False,,,,True,True
28147,36,10.0,,12.9,,10.0,0.0,,,,,19.9,,,33.0,,16.2,,8.2,,,1.1,13.3,0.1,23.0,,,,,,,,,14.0,22.1,-26.0,,-23.1,,-26.0,-36.0,,,,,-16.1,,,-3.0,,-19.8,,-27.8,,,-34.9,-22.7,-35.9,-13.0,,,,,,,,,-22.0,-13.9,,True,,False,False,,,,,True,,,True,,True,,False,,,False,True,False,True,,,,,,,,,True,True
28149,66,60.0,,61.1,,59.0,124.0,,,,,57.5,,,136.0,,99.1,,58.3,84.0,,16.8,62.8,0.7,93.0,0.0,,,,45.6,,,,112.0,92.4,-6.0,,-4.9,,-7.0,58.0,,,,,-8.5,,,70.0,,33.1,,-7.7,18.0,,-49.2,-3.2,-65.3,27.0,-66.0,,,,-20.4,,,,46.0,26.4,,True,,False,False,,,,,False,,,False,,False,,False,False,,False,True,False,False,False,,,,False,,,,False,False
28151,183,154.0,,168.4,,143.0,206.0,,,,,184.7,,,145.0,,143.9,,58.2,160.5,,105.4,155.7,0.5,193.0,128.0,,,,118.8,,,,57.0,179.4,-29.0,,-14.6,,-40.0,23.0,,,,,1.7,,,-38.0,,-39.1,,-124.8,-22.5,,-77.6,-27.3,-182.5,10.0,-55.0,,,,-64.2,,,,-126.0,-3.6,,True,,False,True,,,,,True,,,False,,False,,False,True,,False,True,False,True,False,,,,False,,,,False,True
28153,47,76.0,,73.5,,60.0,14.0,,,,,68.2,,,62.0,,78.4,,48.9,,,32.9,64.7,0.9,89.0,102.0,,,,,,,,107.0,68.0,29.0,,26.5,,13.0,-33.0,,,,,21.2,,,15.0,,31.4,,1.9,,,-14.1,17.7,-46.1,42.0,55.0,,,,,,,,60.0,21.0,,True,,True,False,,,,,True,,,True,,False,,True,,,True,True,False,False,False,,,,,,,,False,True
28155,13,26.0,,25.7,,14.0,14.0,,,,,43.5,,,32.0,,13.0,,10.4,,,5.6,17.8,0.4,18.0,,,,,,,,,17.0,17.4,13.0,,12.7,,1.0,1.0,,,,,30.5,,,19.0,,-0.0,,-2.6,,,-7.4,4.8,-12.6,5.0,,,,,,,,,4.0,4.4,,True,,True,True,,,,,False,,,False,,True,,True,,,True,True,True,True,,,,,,,,,True,True
28157,14,18.0,,17.1,,14.0,0.0,,,,,19.2,,,29.0,,20.7,,4.2,,,3.2,13.7,0.0,23.0,,,,,,,,,42.0,26.8,4.0,,3.1,,0.0,-14.0,,,,,5.2,,,15.0,,6.7,,-9.8,,,-10.8,-0.3,-14.0,9.0,,,,,,,,,28.0,12.8,,True,,True,False,,,,,False,,,False,,False,,False,,,False,True,False,False,,,,,,,,,False,False
28159,95,54.0,,53.1,,42.0,0.0,,,,,58.3,,,44.0,,66.7,,24.8,,,18.9,47.4,0.6,66.0,56.0,,,,,,,,32.0,68.5,-41.0,,-41.9,,-53.0,-95.0,,,,,-36.7,,,-51.0,,-28.3,,-70.2,,,-76.1,-47.6,-94.4,-29.0,-39.0,,,,,,,,-63.0,-26.5,,False,,False,False,,,,,True,,,False,,True,,False,,,False,False,False,True,True,,,,,,,,False,True
28161,56,132.0,,115.2,,65.0,38.0,,,,,117.1,,,50.0,,78.2,,13.7,,,65.8,87.1,19.5,123.0,127.0,,,,,,,,57.0,,76.0,,59.2,,9.0,-18.0,,,,,61.1,,,-6.0,,22.2,,-42.3,,,9.8,31.1,-36.5,67.0,71.0,,,,,,,,1.0,,,True,,True,True,,,,,True,,,True,,True,,True,,,True,True,True,True,True,,,,,,,,True,
28163,119,106.0,,99.2,,94.0,156.0,,,,,70.5,,,99.0,,151.6,,44.4,,,30.5,88.9,37.9,155.0,8.0,,,,62.8,,,,125.0,,-13.0,,-19.8,,-25.0,37.0,,,,,-48.5,,,-20.0,,32.6,,-74.6,,,-88.5,-30.1,-81.1,36.0,-111.0,,,,-56.2,,,,6.0,,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,False,False,False,,,,False,,,,True,
29001,164,94.0,,90.6,,94.0,113.0,,,,,48.2,,,152.0,,158.4,,28.1,,,44.7,84.4,100.4,134.0,,,,,,,,,129.0,81.0,-70.0,,-73.4,,-70.0,-51.0,,,,,-115.8,,,-12.0,,-5.6,,-135.9,,,-119.3,-79.6,-63.6,-30.0,,,,,,,,,-35.0,-83.0,,False,,False,True,,,,,False,,,True,,True,,False,,,False,False,True,True,,,,,,,,,True,False
29003,90,84.0,,82.4,,75.0,73.0,,,,,67.7,,,55.0,,176.1,,55.6,,,52.9,83.8,58.7,132.0,,,,,,,,,97.0,,-6.0,,-7.6,,-15.0,-17.0,,,,,-22.3,,,-35.0,,86.1,,-34.4,,,-37.1,-6.2,-31.3,42.0,,,,,,,,,7.0,,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,False,False,,,,,,,,,False,
29005,27,10.0,,11.7,,8.0,0.0,,,,,9.8,,,15.0,,17.1,,4.6,,,4.9,7.6,,10.0,,,,,,,,,7.0,10.3,-17.0,,-15.3,,-19.0,-27.0,,,,,-17.2,,,-12.0,,-9.9,,-22.4,,,-22.1,-19.4,,-17.0,,,,,,,,,-20.0,-16.7,,True,,False,False,,,,,False,,,True,,True,,False,,,False,False,,False,,,,,,,,,False,True
29007,155,78.0,,79.2,,71.0,48.0,,,,,69.0,,,111.0,,83.7,,59.0,,,35.2,70.8,0.0,125.0,,,,,,,,,87.0,99.0,-77.0,,-75.8,,-84.0,-107.0,,,,,-86.0,,,-44.0,,-71.3,,-96.0,,,-119.8,-84.2,-155.0,-30.0,,,,,,,,,-68.0,-56.0,,True,,False,False,,,,,False,,,True,,True,,False,,,False,False,False,True,,,,,,,,,True,True
29009,233,190.0,,183.2,,185.0,247.0,,,,,179.8,,,240.0,,439.4,,49.9,224.5,,137.0,179.1,88.5,352.0,,,,,,,,,67.0,123.5,-43.0,,-49.8,,-48.0,14.0,,,,,-53.2,,,7.0,,206.4,,-183.1,-8.5,,-96.0,-53.9,-144.5,119.0,,,,,,,,,-166.0,-109.5,,False,,False,True,,,,,False,,,True,,False,,False,True,,False,False,False,False,,,,,,,,,False,False
29011,70,52.0,,44.4,,51.0,81.0,,,,,40.4,,,49.0,,137.9,,11.6,,,,50.3,0.0,114.0,,,,,,,,,52.0,124.2,-18.0,,-25.6,,-19.0,11.0,,,,,-29.6,,,-21.0,,67.9,,-58.4,,,,-19.7,-70.0,44.0,,,,,,,,,-18.0,54.2,,False,,False,True,,,,,False,,,False,,False,,False,,,,False,False,False,,,,,,,,,False,False
29013,53,42.0,,45.5,,43.0,46.0,,,,,58.3,,,65.0,,92.6,,13.5,,,20.7,48.1,16.3,84.0,17.0,,,,,,,,26.0,96.7,-11.0,,-7.5,,-10.0,-7.0,,,,,5.3,,,12.0,,39.6,,-39.5,,,-32.3,-4.9,-36.7,31.0,-36.0,,,,,,,,-27.0,43.7,,True,,True,True,,,,,True,,,False,,False,,False,,,False,True,False,False,False,,,,,,,,False,False
29015,84,62.0,,64.2,,43.0,32.0,,,,,48.2,,,87.0,,120.7,,26.4,,,10.5,43.4,0.0,84.0,,,,,,,,,0.0,125.2,-22.0,,-19.8,,-41.0,-52.0,,,,,-35.8,,,3.0,,36.7,,-57.6,,,-73.5,-40.6,-84.0,0.0,,,,,,,,,-84.0,41.2,,True,,False,False,,,,,False,,,True,,False,,False,,,False,False,False,True,,,,,,,,,False,False
29017,127,68.0,,55.8,,48.0,28.0,,,,,80.6,,,48.0,,70.8,,20.5,,,33.2,69.7,0.0,105.0,,,,,,,,,68.0,51.5,-59.0,,-71.2,,-79.0,-99.0,,,,,-46.4,,,-79.0,,-56.2,,-106.5,,,-93.8,-57.3,-127.0,-22.0,,,,,,,,,-59.0,-75.5,,False,,False,False,,,,,True,,,False,,True,,False,,,False,True,False,True,,,,,,,,,False,False
29019,1402,614.0,,876.5,,602.0,483.0,,,,,606.6,,,757.0,,657.9,,162.0,611.0,,437.7,676.4,14.8,1110.0,,,,,522.4,610.0,,,428.0,,-788.0,,-525.5,,-800.0,-919.0,,,,,-795.4,,,-645.0,,-744.1,,-1240.0,-791.0,,-964.3,-725.6,-1387.2,-292.0,,,,,-879.6,-792.0,,,-974.0,,,True,,False,False,,,,,False,,,True,,True,,False,False,,False,True,False,True,,,,,False,False,,,False,
29021,386,478.0,,473.9,,390.0,514.0,,,,,430.3,,,375.0,,528.9,,266.9,610.5,,282.2,398.8,273.0,579.0,,,,,338.8,,,,402.0,,92.0,,87.9,,4.0,128.0,,,,,44.3,,,-11.0,,142.9,,-119.1,224.5,,-103.8,12.8,-113.0,193.0,,,,,-47.2,,,,16.0,,,True,,True,False,,,,,True,,,True,,False,,False,False,,False,True,False,False,,,,,True,,,,True,
29023,379,258.0,,251.3,,251.0,332.0,,,,,153.0,,,345.0,,542.5,,77.5,306.5,,172.3,230.7,121.0,461.0,,,,,,,,,195.0,264.6,-121.0,,-127.7,,-128.0,-47.0,,,,,-226.0,,,-34.0,,163.5,,-301.5,-72.5,,-206.7,-148.3,-258.0,82.0,,,,,,,,,-184.0,-114.4,,False,,False,True,,,,,False,,,True,,False,,False,True,,False,False,False,True,,,,,,,,,False,True
29025,63,30.0,,28.8,,30.0,40.0,,,,,16.4,,,38.0,,75.9,,15.7,,,8.6,35.0,0.0,52.0,,,,,,,,,7.0,41.2,-33.0,,-34.2,,-33.0,-23.0,,,,,-46.6,,,-25.0,,12.9,,-47.3,,,-54.4,-28.0,-63.0,-11.0,,,,,,,,,-56.0,-21.8,,False,,False,True,,,,,False,,,True,,True,,False,,,False,True,False,True,,,,,,,,,False,True
29027,679,314.0,,299.4,,300.0,336.0,,,,,288.0,,,194.0,,445.3,,64.5,319.5,,303.5,305.2,205.0,459.0,,,,,,,,,200.0,,-365.0,,-379.6,,-379.0,-343.0,,,,,-391.0,,,-485.0,,-233.7,,-614.5,-359.5,,-375.5,-373.8,-474.0,-220.0,,,,,,,,,-479.0,,,False,,False,True,,,,,False,,,False,,True,,False,True,,False,False,False,True,,,,,,,,,False,
29029,273,220.0,,247.4,,190.0,197.0,,,,,236.3,,,182.0,,325.0,,62.7,253.5,,175.8,221.4,9.2,313.0,,,,,167.1,,,,87.0,,-53.0,,-25.6,,-83.0,-76.0,,,,,-36.7,,,-91.0,,52.0,,-210.3,-19.5,,-97.2,-51.6,-263.8,40.0,,,,,-105.9,,,,-186.0,,,True,,False,False,,,,,True,,,False,,True,,False,True,,False,True,False,True,,,,,False,,,,False,
29031,620,362.0,,369.2,,326.0,370.0,,,,,378.9,,,313.0,,392.1,,125.3,404.0,,282.9,332.7,3.4,438.0,,,,,324.1,,,,250.0,,-258.0,,-250.8,,-294.0,-250.0,,,,,-241.1,,,-307.0,,-227.9,,-494.7,-216.0,,-337.1,-287.3,-616.6,-182.0,,,,,-295.9,,,,-370.0,,,True,,False,True,,,,,True,,,False,,True,,False,True,,False,False,False,True,,,,,False,,,,False,
29033,78,22.0,,19.9,,20.0,14.0,,,,,18.3,,,49.0,,38.2,,7.2,,,19.8,39.8,0.0,33.0,,,,,,,,,22.0,33.0,-56.0,,-58.1,,-58.0,-64.0,,,,,-59.7,,,-29.0,,-39.8,,-70.8,,,-58.2,-38.2,-78.0,-45.0,,,,,,,,,-56.0,-45.0,,False,,False,False,,,,,False,,,True,,True,,False,,,False,True,False,True,,,,,,,,,False,True
