,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,USC-SI_kJalpha_RF,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-USC-SI_kJalpha_RF,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-USC-SI_kJalpha_RF,beat_baseline-UVA-Ensemble
36021,60,60.0,,60.4,,60.0,81.0,,,,,,42.0,,,51.0,,52.1,28.0,42.0,,72.0,54.2,,57.0,29.0,,,,,,,64.0,,67.7,0.0,,0.4,,0.0,21.0,,,,,,-18.0,,,-9.0,,-7.9,-32.0,-18.0,,12.0,-5.8,,-3.0,-31.0,,,,,,,4.0,,7.7,,False,,True,False,,,,,,False,,,False,,False,False,False,,False,False,,False,False,,,,,,,False,,False
36023,49,88.0,,82.5,,80.0,73.0,,,,,,106.2,,,55.0,,131.9,41.3,124.0,,77.0,79.7,,90.0,77.0,,,,,,,67.0,,132.2,39.0,,33.5,,31.0,24.0,,,,,,57.2,,,6.0,,82.9,-7.7,75.0,,28.0,30.7,,41.0,28.0,,,,,,,18.0,,83.2,,True,,True,True,,,,,,False,,,True,,False,True,False,,True,True,,False,True,,,,,,,True,,False
36025,40,19.0,,18.6,,19.0,16.0,,,,,,22.7,,,27.0,,17.8,19.4,14.0,,26.0,26.3,,19.0,31.0,,,,,,,26.0,,19.7,-21.0,,-21.4,,-21.0,-24.0,,,,,,-17.3,,,-13.0,,-22.2,-20.6,-26.0,,-14.0,-13.7,,-21.0,-9.0,,,,,,,-14.0,,-20.3,,False,,False,False,,,,,,True,,,True,,False,True,False,,True,True,,False,True,,,,,,,True,,True
36027,192,126.0,,128.5,,141.0,157.0,,,,,,94.4,,,271.0,,92.4,195.9,129.0,,141.0,141.3,,149.0,183.0,,,,123.7,146.0,,131.0,,187.6,-66.0,,-63.5,,-51.0,-35.0,,,,,,-97.6,,,79.0,,-99.6,3.9,-63.0,,-51.0,-50.7,,-43.0,-9.0,,,,-68.3,-46.0,,-61.0,,-4.4,,True,,True,True,,,,,,False,,,False,,False,True,True,,True,True,,True,True,,,,False,True,,True,,True
36029,1303,632.0,,630.6,643.4,638.0,842.0,,,,,,550.4,,,587.0,,375.4,896.2,511.0,,671.0,843.2,,661.0,940.0,,,,626.6,841.0,,744.0,,644.2,-671.0,,-672.4,-659.6,-665.0,-461.0,,,,,,-752.6,,,-716.0,,-927.6,-406.8,-792.0,,-632.0,-459.8,,-642.0,-363.0,,,,-676.4,-462.0,,-559.0,,-658.8,,False,True,True,True,,,,,,False,,,False,,False,True,False,,True,True,,True,True,,,,False,True,,True,,True
36031,13,7.0,,7.4,,6.0,7.0,,,,,,19.8,,,1.0,,4.5,14.1,7.0,,1.0,6.0,,9.0,7.0,,,,,,,5.0,,7.9,-6.0,,-5.6,,-7.0,-6.0,,,,,,6.8,,,-12.0,,-8.5,1.1,-6.0,,-12.0,-7.0,,-4.0,-6.0,,,,,,,-8.0,,-5.1,,True,,False,False,,,,,,False,,,False,,False,True,False,,False,False,,True,False,,,,,,,False,,True
36033,41,7.0,,7.3,,4.0,3.0,,,,,,17.3,,,2.0,,2.8,13.9,6.0,,4.0,5.6,,6.0,19.0,,,,,,,8.0,,6.8,-34.0,,-33.7,,-37.0,-38.0,,,,,,-23.7,,,-39.0,,-38.2,-27.1,-35.0,,-37.0,-35.4,,-35.0,-22.0,,,,,,,-33.0,,-34.2,,True,,False,False,,,,,,True,,,False,,False,True,False,,False,False,,False,True,,,,,,,True,,False
36035,7,4.0,,4.1,,4.0,0.0,,,,,,7.0,,,50.0,,3.2,18.0,7.0,,5.0,6.5,,5.0,5.0,,,,,,,7.0,,3.5,-3.0,,-2.9,,-3.0,-7.0,,,,,,-0.0,,,43.0,,-3.8,11.0,0.0,,-2.0,-0.5,,-2.0,-2.0,,,,,,,0.0,,-3.5,,True,,False,False,,,,,,True,,,False,,False,False,True,,True,True,,True,True,,,,,,,True,,False
36037,58,28.0,,28.2,,28.0,21.0,,,,,,23.6,,,31.0,,15.5,40.6,23.0,,37.0,29.1,,27.0,65.0,,,,,,,33.0,,32.4,-30.0,,-29.8,,-30.0,-37.0,,,,,,-34.4,,,-27.0,,-42.5,-17.4,-35.0,,-21.0,-28.9,,-31.0,7.0,,,,,,,-25.0,,-25.6,,True,,False,False,,,,,,False,,,True,,False,True,False,,True,True,,False,True,,,,,,,True,,True
36039,37,26.0,,29.2,,24.0,11.0,,,,,,30.2,,,30.0,,22.6,20.9,34.0,,12.0,24.4,,21.0,47.0,,,,,,,20.0,,30.6,-11.0,,-7.8,,-13.0,-26.0,,,,,,-6.8,,,-7.0,,-14.4,-16.1,-3.0,,-25.0,-12.6,,-16.0,10.0,,,,,,,-17.0,,-6.4,,True,,False,False,,,,,,True,,,True,,False,False,True,,False,False,,False,True,,,,,,,False,,True
36041,1,2.0,,1.6,,1.0,0.0,,,,,,1.8,,,0.0,,1.2,0.1,,,2.0,1.3,,,7.0,,,,,,,4.0,,1.8,1.0,,0.6,,0.0,-1.0,,,,,,0.8,,,-1.0,,0.2,-0.9,,,1.0,0.3,,,6.0,,,,,,,3.0,,0.8,,True,,True,False,,,,,,True,,,False,,True,True,,,False,True,,,False,,,,,,,False,,True
36043,47,12.0,,11.9,,14.0,14.0,,,,,,14.9,,,34.0,,19.4,36.1,18.0,,12.0,17.5,,19.0,36.0,,,,,,,14.0,,15.3,-35.0,,-35.1,,-33.0,-33.0,,,,,,-32.1,,,-13.0,,-27.6,-10.9,-29.0,,-35.0,-29.5,,-28.0,-11.0,,,,,,,-33.0,,-31.7,,False,,True,True,,,,,,True,,,True,,True,True,True,,False,True,,True,True,,,,,,,True,,True
36045,42,21.0,,20.5,,21.0,14.0,,,,,,34.6,,,48.0,,15.3,36.3,14.0,,22.0,19.9,,24.0,25.0,,,,,,,21.0,,21.4,-21.0,,-21.5,,-21.0,-28.0,,,,,,-7.4,,,6.0,,-26.7,-5.7,-28.0,,-20.0,-22.1,,-18.0,-17.0,,,,,,,-21.0,,-20.6,,False,,False,False,,,,,,True,,,True,,False,True,False,,True,False,,True,True,,,,,,,False,,True
36047,2145,1662.0,,1660.8,1941.5,1661.0,1522.0,,,,,,2056.5,,,,,1259.3,2464.1,1124.0,,1501.0,1827.0,,1278.0,,,,,1614.3,1839.0,,1677.0,,1934.7,-483.0,,-484.2,-203.5,-484.0,-623.0,,,,,,-88.5,,,,,-885.7,319.1,-1021.0,,-644.0,-318.0,,-867.0,,,,,-530.7,-306.0,,-468.0,,-210.3,,False,True,False,False,,,,,,True,,,,,False,True,False,,False,True,,False,,,,,False,True,,True,,True
36049,27,54.0,,50.0,,51.0,77.0,,,,,,49.6,,,7.0,,392.6,4.4,,,51.0,34.4,,67.0,65.0,,,,,,,50.0,,127.0,27.0,,23.0,,24.0,50.0,,,,,,22.6,,,-20.0,,365.6,-22.6,,,24.0,7.4,,40.0,38.0,,,,,,,23.0,,100.0,,True,,True,False,,,,,,True,,,True,,False,True,,,True,True,,False,False,,,,,,,True,,False
36051,70,60.0,,59.9,,74.0,101.0,,,,,,46.9,,,38.0,,73.7,38.4,47.5,,93.0,78.4,,67.0,105.0,,,,,,,85.0,,81.3,-10.0,,-10.1,,4.0,31.0,,,,,,-23.1,,,-32.0,,3.7,-31.6,-22.5,,23.0,8.4,,-3.0,35.0,,,,,,,15.0,,11.3,,False,,True,False,,,,,,False,,,False,,True,False,False,,False,True,,True,False,,,,,,,False,,False
36053,58,28.0,,27.8,,34.0,34.0,,,,,,38.5,,,57.0,,21.4,52.5,29.0,,50.0,45.1,,37.0,32.0,,,,,,,37.0,,34.9,-30.0,,-30.2,,-24.0,-24.0,,,,,,-19.5,,,-1.0,,-36.6,-5.5,-29.0,,-8.0,-12.9,,-21.0,-26.0,,,,,,,-21.0,,-23.1,,False,,True,True,,,,,,True,,,True,,False,True,True,,True,True,,True,True,,,,,,,True,,True
36055,1019,527.0,,526.7,,527.0,581.0,,,,,,471.3,,,300.0,,393.3,628.0,488.0,,831.0,747.8,,625.0,686.0,,,,489.2,791.0,,622.0,,730.7,-492.0,,-492.3,,-492.0,-438.0,,,,,,-547.7,,,-719.0,,-625.7,-391.0,-531.0,,-188.0,-271.2,,-394.0,-333.0,,,,-529.8,-228.0,,-397.0,,-288.3,,False,,False,True,,,,,,False,,,False,,False,True,False,,True,True,,True,True,,,,False,True,,True,,True
36057,22,12.0,,11.7,,11.0,8.0,,,,,,11.9,,,41.0,,10.7,18.1,13.5,,10.0,9.9,,13.0,15.0,,,,,,,9.0,,15.6,-10.0,,-10.3,,-11.0,-14.0,,,,,,-10.1,,,19.0,,-11.3,-3.9,-8.5,,-12.0,-12.1,,-9.0,-7.0,,,,,,,-13.0,,-6.4,,False,,False,False,,,,,,False,,,False,,False,True,True,,False,False,,True,True,,,,,,,False,,True
36059,1260,955.0,,956.0,1086.4,994.0,1101.0,,,,,,773.7,,,1032.0,,697.4,1802.2,807.0,,912.0,1117.9,,935.0,1322.0,,,,860.7,1608.0,,1003.0,,1151.8,-305.0,,-304.0,-173.6,-266.0,-159.0,,,,,,-486.3,,,-228.0,,-562.6,542.2,-453.0,,-348.0,-142.1,,-325.0,62.0,,,,-399.3,348.0,,-257.0,,-108.2,,True,True,True,True,,,,,,False,,,True,,False,False,False,,False,True,,False,True,,,,False,False,,True,,True
36061,1170,912.0,,909.5,1086.3,1003.0,1003.0,,,,,,563.2,,,1060.0,,864.1,1002.7,586.0,,,1240.7,,847.0,,,,,907.2,1291.0,,1086.0,,1149.2,-258.0,,-260.5,-83.7,-167.0,-167.0,,,,,,-606.8,,,-110.0,,-305.9,-167.3,-584.0,,,70.7,,-323.0,,,,,-262.8,121.0,,-84.0,,-20.8,,False,True,True,True,,,,,,False,,,True,,False,True,False,,,True,,False,,,,,False,True,,True,,True
36063,189,92.0,,94.3,,97.0,104.0,,,,,,93.0,,,106.0,,77.2,169.6,100.0,,97.0,108.9,,117.0,122.0,,,,82.5,110.0,,93.0,,111.1,-97.0,,-94.7,,-92.0,-85.0,,,,,,-96.0,,,-83.0,,-111.8,-19.4,-89.0,,-92.0,-80.1,,-72.0,-67.0,,,,-106.5,-79.0,,-96.0,,-77.9,,True,,True,True,,,,,,True,,,True,,False,True,True,,True,True,,True,True,,,,False,True,,True,,True
36065,208,161.0,,157.7,,161.0,233.0,,,,,,186.4,,,200.0,,119.8,153.0,123.0,,161.0,182.0,,171.0,236.0,,,,141.7,222.0,,176.0,,191.7,-47.0,,-50.3,,-47.0,25.0,,,,,,-21.6,,,-8.0,,-88.2,-55.0,-85.0,,-47.0,-26.0,,-37.0,28.0,,,,-66.3,14.0,,-32.0,,-16.3,,False,,False,True,,,,,,True,,,True,,False,False,False,,False,True,,True,True,,,,False,True,,True,,True
36067,700,419.0,,413.8,,419.0,515.0,,,,,,409.8,,,380.0,,290.2,413.7,375.0,,441.0,524.2,,479.0,325.0,,,,405.8,628.0,,454.0,,501.8,-281.0,,-286.2,,-281.0,-185.0,,,,,,-290.2,,,-320.0,,-409.8,-286.3,-325.0,,-259.0,-175.8,,-221.0,-375.0,,,,-294.2,-72.0,,-246.0,,-198.2,,False,,False,True,,,,,,False,,,False,,False,False,False,,True,True,,True,False,,,,False,True,,True,,True
36069,93,66.0,,62.5,,67.0,73.0,,,,,,54.9,,,60.0,,67.3,65.4,71.0,,67.0,72.0,,85.0,92.0,,,,,,,62.0,,74.9,-27.0,,-30.5,,-26.0,-20.0,,,,,,-38.1,,,-33.0,,-25.7,-27.6,-22.0,,-26.0,-21.0,,-8.0,-1.0,,,,,,,-31.0,,-18.1,,False,,True,True,,,,,,False,,,False,,True,False,True,,True,True,,True,True,,,,,,,False,,True
36071,468,420.0,,440.7,481.0,430.0,391.0,,,,,,336.0,,,566.0,,280.8,386.8,384.0,,473.0,489.5,,391.0,539.0,,,,410.8,410.0,,438.0,,547.5,-48.0,,-27.3,13.0,-38.0,-77.0,,,,,,-132.0,,,98.0,,-187.2,-81.2,-84.0,,5.0,21.5,,-77.0,71.0,,,,-57.2,-58.0,,-30.0,,79.5,,True,True,True,False,,,,,,False,,,False,,False,False,False,,True,True,,False,False,,,,False,False,,True,,False
36073,21,28.0,,27.3,,28.0,43.0,,,,,,16.8,,,34.0,,35.4,25.7,26.0,,18.0,20.2,,29.0,34.0,,,,,,,20.0,,32.2,7.0,,6.3,,7.0,22.0,,,,,,-4.2,,,13.0,,14.4,4.7,5.0,,-3.0,-0.8,,8.0,13.0,,,,,,,-1.0,,11.2,,True,,False,False,,,,,,True,,,False,,False,True,True,,True,True,,False,False,,,,,,,True,,False
36075,90,35.0,,33.2,,35.0,35.0,,,,,,40.1,,,71.0,,27.3,89.5,38.5,,35.0,37.2,,31.0,75.0,,,,,,,33.0,,37.1,-55.0,,-56.8,,-55.0,-55.0,,,,,,-49.9,,,-19.0,,-62.7,-0.5,-51.5,,-55.0,-52.8,,-59.0,-15.0,,,,,,,-57.0,,-52.9,,False,,False,False,,,,,,True,,,True,,False,True,True,,False,True,,False,True,,,,,,,False,,True
36077,27,31.0,,31.1,,31.0,8.0,,,,,,33.1,,,42.0,,30.2,34.5,25.5,,48.0,34.7,,36.0,50.0,,,,,,,37.0,,34.1,4.0,,4.1,,4.0,-19.0,,,,,,6.1,,,15.0,,3.2,7.5,-1.5,,21.0,7.7,,9.0,23.0,,,,,,,10.0,,7.1,,False,,False,False,,,,,,False,,,False,,True,False,True,,False,False,,False,False,,,,,,,False,,False
36079,92,57.0,,57.5,,58.0,58.0,,,,,,49.7,,,80.0,,45.0,68.2,54.0,,92.0,89.7,,71.0,51.0,,,,53.4,,,72.0,,69.6,-35.0,,-34.5,,-34.0,-34.0,,,,,,-42.3,,,-12.0,,-47.0,-23.8,-38.0,,0.0,-2.3,,-21.0,-41.0,,,,-38.6,,,-20.0,,-22.4,,True,,True,True,,,,,,False,,,True,,False,True,False,,True,True,,True,False,,,,False,,,True,,True
36081,1710,1355.0,,1358.6,1509.0,1430.0,1578.0,,,,,,1721.2,,,,,965.5,1976.1,936.5,,1430.5,1726.8,,1001.0,,,,,1287.0,1678.0,,1491.0,,1852.5,-355.0,,-351.4,-201.0,-280.0,-132.0,,,,,,11.2,,,,,-744.5,266.1,-773.5,,-279.5,16.8,,-709.0,,,,,-423.0,-32.0,,-219.0,,142.5,,True,True,True,True,,,,,,True,,,,,False,True,False,,True,True,,False,,,,,False,True,,True,,True
36083,68,43.0,,42.9,,43.0,42.0,,,,,,43.9,,,81.0,,46.2,89.3,55.0,,51.0,53.3,,48.0,61.0,,,,37.3,41.0,,45.0,,59.7,-25.0,,-25.1,,-25.0,-26.0,,,,,,-24.1,,,13.0,,-21.8,21.3,-13.0,,-17.0,-14.7,,-20.0,-7.0,,,,-30.7,-27.0,,-23.0,,-8.3,,False,,False,False,,,,,,True,,,True,,True,True,True,,True,True,,True,True,,,,False,False,,True,,True
36085,789,531.0,,527.6,564.3,531.0,525.0,,,,,,360.8,,,,,342.8,592.6,295.0,,603.0,731.1,,411.0,,,,,469.8,758.0,,631.0,,694.2,-258.0,,-261.4,-224.7,-258.0,-264.0,,,,,,-428.2,,,,,-446.2,-196.4,-494.0,,-186.0,-57.9,,-378.0,,,,,-319.2,-31.0,,-158.0,,-94.8,,False,True,False,False,,,,,,False,,,,,False,True,False,,True,True,,False,,,,,False,True,,True,,True
36087,662,557.0,,565.0,602.2,561.0,599.0,,,,,,375.3,,,476.0,,426.7,639.2,480.0,,509.0,634.5,,491.0,658.0,,,,582.6,514.0,,304.0,,672.6,-105.0,,-97.0,-59.8,-101.0,-63.0,,,,,,-286.7,,,-186.0,,-235.3,-22.8,-182.0,,-153.0,-27.5,,-171.0,-4.0,,,,-79.4,-148.0,,-358.0,,10.6,,True,True,True,True,,,,,,False,,,False,,False,True,False,,False,True,,False,True,,,,True,False,,False,,True
36089,56,33.0,,31.6,,39.0,41.0,,,,,,32.6,,,61.0,,28.7,71.9,29.0,,53.0,44.9,,39.0,,,,,,,,41.0,,39.4,-23.0,,-24.4,,-17.0,-15.0,,,,,,-23.4,,,5.0,,-27.3,15.9,-27.0,,-3.0,-11.1,,-17.0,,,,,,,,-15.0,,-16.6,,False,,True,True,,,,,,False,,,True,,False,True,False,,True,True,,True,,,,,,,,True,,True
36091,115,110.0,,108.8,,133.0,133.0,,,,,,110.0,,,178.0,,113.7,141.0,115.0,,140.5,137.4,,149.0,108.0,,,,103.9,150.0,,122.0,,142.0,-5.0,,-6.2,,18.0,18.0,,,,,,-5.0,,,63.0,,-1.3,26.0,0.0,,25.5,22.4,,34.0,-7.0,,,,-11.1,35.0,,7.0,,27.0,,False,,False,False,,,,,,True,,,False,,True,False,True,,False,False,,False,False,,,,False,False,,False,,False
36093,100,62.0,,62.3,,65.0,65.0,,,,,,64.3,,,151.0,,47.5,95.2,62.0,,94.0,95.4,,73.0,98.0,,,,54.4,87.0,,91.0,,73.9,-38.0,,-37.7,,-35.0,-35.0,,,,,,-35.7,,,51.0,,-52.5,-4.8,-38.0,,-6.0,-4.6,,-27.0,-2.0,,,,-45.6,-13.0,,-9.0,,-26.1,,True,,True,True,,,,,,True,,,False,,False,True,False,,True,True,,True,True,,,,False,True,,True,,True
36095,7,7.0,,6.9,,7.0,7.0,,,,,,9.8,,,5.0,,11.6,13.5,7.0,,7.0,7.1,,9.0,7.0,,,,,,,8.0,,6.8,0.0,,-0.1,,0.0,0.0,,,,,,2.8,,,-2.0,,4.6,6.5,0.0,,0.0,0.1,,2.0,0.0,,,,,,,1.0,,-0.2,,False,,True,True,,,,,,False,,,False,,False,False,True,,True,False,,False,True,,,,,,,False,,False
36097,31,32.0,,32.3,,32.0,36.0,,,,,,39.9,,,16.0,,32.5,7.9,,,37.0,32.7,,37.0,34.0,,,,,,,27.0,,46.2,1.0,,1.3,,1.0,5.0,,,,,,8.9,,,-15.0,,1.5,-23.1,,,6.0,1.7,,6.0,3.0,,,,,,,-4.0,,15.2,,False,,False,False,,,,,,False,,,False,,False,False,,,False,False,,False,False,,,,,,,False,,False
36099,23,8.0,,8.5,,10.0,14.0,,,,,,8.6,,,30.0,,12.0,9.4,11.0,,8.0,10.1,,15.0,12.0,,,,,,,7.0,,10.9,-15.0,,-14.5,,-13.0,-9.0,,,,,,-14.4,,,7.0,,-11.0,-13.6,-12.0,,-15.0,-12.9,,-8.0,-11.0,,,,,,,-16.0,,-12.1,,True,,True,True,,,,,,True,,,True,,True,True,True,,False,True,,True,True,,,,,,,False,,True
36101,142,107.0,,102.4,,104.0,69.0,,,,,,113.1,,,104.0,,113.5,137.3,148.0,,97.0,153.3,,99.0,146.0,,,,,,,133.0,,144.7,-35.0,,-39.6,,-38.0,-73.0,,,,,,-28.9,,,-38.0,,-28.5,-4.7,6.0,,-45.0,11.3,,-43.0,4.0,,,,,,,-9.0,,2.7,,False,,False,False,,,,,,True,,,False,,True,True,True,,False,True,,False,True,,,,,,,True,,True
36103,1071,836.0,,820.9,1182.7,913.0,1078.0,,,,,,615.3,,,1367.0,,655.6,1095.8,830.0,,793.0,990.6,,846.0,1026.0,,,,751.2,1071.0,,929.0,,1368.6,-235.0,,-250.1,111.7,-158.0,7.0,,,,,,-455.7,,,296.0,,-415.4,24.8,-241.0,,-278.0,-80.4,,-225.0,-45.0,,,,-319.8,0.0,,-142.0,,297.6,,False,True,True,True,,,,,,False,,,False,,False,True,False,,False,True,,True,True,,,,False,True,,True,,False
36105,77,89.0,,87.2,,85.0,98.0,,,,,,63.0,,,79.0,,74.6,55.6,70.0,,91.0,79.4,,95.0,96.0,,,,82.4,,,78.0,,99.0,12.0,,10.2,,8.0,21.0,,,,,,-14.0,,,2.0,,-2.4,-21.4,-7.0,,14.0,2.4,,18.0,19.0,,,,5.4,,,1.0,,22.0,,True,,True,False,,,,,,False,,,True,,True,False,True,,False,True,,False,False,,,,True,,,True,,False
36107,134,140.0,,139.9,,140.0,184.0,,,,,,114.5,,,57.0,,254.7,52.6,182.0,,154.0,126.8,,157.0,194.0,,,,,,,122.0,,165.1,6.0,,5.9,,6.0,50.0,,,,,,-19.5,,,-77.0,,120.7,-81.4,48.0,,20.0,-7.2,,23.0,60.0,,,,,,,-12.0,,31.1,,True,,False,False,,,,,,False,,,False,,False,False,False,,False,False,,False,False,,,,,,,False,,False
36109,40,57.0,,57.0,,59.0,59.0,,,,,,74.4,,,74.0,,54.4,53.5,59.5,,60.0,62.1,,68.0,86.0,,,,,,,51.0,,66.3,17.0,,17.0,,19.0,19.0,,,,,,34.4,,,34.0,,14.4,13.5,19.5,,20.0,22.1,,28.0,46.0,,,,,,,11.0,,26.3,,False,,False,False,,,,,,False,,,False,,True,True,False,,False,False,,False,False,,,,,,,True,,False
36111,60,88.0,,88.6,,81.0,110.0,,,,,,50.9,,,121.0,,80.7,103.1,81.5,,79.0,78.7,,97.0,77.0,,,,79.0,76.0,,87.0,,96.3,28.0,,28.6,,21.0,50.0,,,,,,-9.1,,,61.0,,20.7,43.1,21.5,,19.0,18.7,,37.0,17.0,,,,19.0,16.0,,27.0,,36.3,,False,,True,False,,,,,,True,,,False,,True,False,True,,True,True,,False,True,,,,True,True,,True,,False
36113,13,19.0,,23.3,,16.0,9.0,,,,,,25.2,,,9.0,,17.2,25.9,21.0,,10.0,17.9,,21.0,14.0,,,,,,,18.0,,16.2,6.0,,10.3,,3.0,-4.0,,,,,,12.2,,,-4.0,,4.2,12.9,8.0,,-3.0,4.9,,8.0,1.0,,,,,,,5.0,,3.2,,False,,True,True,,,,,,False,,,True,,True,False,False,,True,True,,False,True,,,,,,,True,,True
36115,33,17.0,,17.0,,13.0,13.0,,,,,,24.1,,,8.0,,10.4,27.1,14.0,,15.0,18.7,,14.0,17.0,,,,,,,23.0,,12.5,-16.0,,-16.0,,-20.0,-20.0,,,,,,-8.9,,,-25.0,,-22.6,-5.9,-19.0,,-18.0,-14.3,,-19.0,-16.0,,,,,,,-10.0,,-20.5,,True,,False,False,,,,,,True,,,False,,False,True,False,,False,True,,False,False,,,,,,,True,,False
36117,105,118.0,,125.5,,126.0,196.0,,,,,,103.5,,,53.0,,146.4,43.5,94.5,,136.0,109.1,,125.0,147.0,,,,,,,124.0,,150.6,13.0,,20.5,,21.0,91.0,,,,,,-1.5,,,-52.0,,41.4,-61.5,-10.5,,31.0,4.1,,20.0,42.0,,,,,,,19.0,,45.6,,False,,False,False,,,,,,True,,,False,,False,False,True,,False,True,,False,False,,,,,,,False,,False
36119,1154,759.0,,762.3,791.4,809.0,827.0,,,,,,574.3,,,1161.0,,622.9,876.2,758.0,,931.0,990.6,,797.0,931.0,,,,688.9,960.0,,850.0,,991.0,-395.0,,-391.7,-362.6,-345.0,-327.0,,,,,,-579.7,,,7.0,,-531.1,-277.8,-396.0,,-223.0,-163.4,,-357.0,-223.0,,,,-465.1,-194.0,,-304.0,,-163.0,,True,True,True,True,,,,,,False,,,True,,False,True,False,,True,True,,True,True,,,,False,True,,True,,True
36121,44,20.0,,20.0,,22.0,32.0,,,,,,19.8,,,46.0,,19.4,24.5,20.0,,25.0,24.1,,23.0,34.0,,,,,,,23.0,,21.8,-24.0,,-24.0,,-22.0,-12.0,,,,,,-24.2,,,2.0,,-24.6,-19.5,-24.0,,-19.0,-19.9,,-21.0,-10.0,,,,,,,-21.0,,-22.2,,False,,True,True,,,,,,False,,,True,,False,True,False,,True,True,,True,True,,,,,,,True,,True
36123,29,21.0,,20.8,,23.0,32.0,,,,,,20.4,,,23.0,,36.1,15.9,,,45.0,21.3,,26.0,7.0,,,,,,,18.0,,25.9,-8.0,,-8.2,,-6.0,3.0,,,,,,-8.6,,,-6.0,,7.1,-13.1,,,16.0,-7.7,,-3.0,-22.0,,,,,,,-11.0,,-3.1,,False,,True,True,,,,,,False,,,True,,True,False,,,False,True,,True,False,,,,,,,False,,True
37001,270,375.0,,378.2,,372.0,415.0,,,,,,373.6,,,260.0,,327.2,161.0,340.0,,323.0,354.6,,400.0,515.0,,,,372.5,409.0,,346.0,,478.8,105.0,,108.2,,102.0,145.0,,,,,,103.6,,,-10.0,,57.2,-109.0,70.0,,53.0,84.6,,130.0,245.0,,,,102.5,139.0,,76.0,,208.8,,False,,True,False,,,,,,True,,,True,,True,False,True,,True,True,,False,False,,,,True,False,,True,,False
37003,157,146.0,,145.8,,146.0,187.0,,,,,,148.9,,,91.0,,174.0,53.2,144.0,,161.0,133.3,,191.0,521.0,,,,,,,126.0,,183.4,-11.0,,-11.2,,-11.0,30.0,,,,,,-8.1,,,-66.0,,17.0,-103.8,-13.0,,4.0,-23.7,,34.0,364.0,,,,,,,-31.0,,26.4,,False,,False,False,,,,,,True,,,False,,False,False,False,,True,False,,False,False,,,,,,,False,,False
37005,37,22.0,,20.9,,22.0,12.0,,,,,,28.7,,,14.0,,25.4,6.1,,,38.0,26.6,,31.0,6.0,,,,,,,24.0,,29.6,-15.0,,-16.1,,-15.0,-25.0,,,,,,-8.3,,,-23.0,,-11.6,-30.9,,,1.0,-10.4,,-6.0,-31.0,,,,,,,-13.0,,-7.4,,False,,False,False,,,,,,True,,,False,,True,False,,,True,True,,True,False,,,,,,,True,,True
