,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
47047,605,330.0,242.0,,,,208.0,,302.0,158.4,,107.3,,289.6,269.4,187.0,-275.0,-363.0,,,,-397.0,,-303.0,-446.6,,-497.7,,-315.4,-335.6,-418.0,False,,,,False,,False,False,,False,,False,False,False
47049,367,685.0,446.0,,,,113.0,,801.5,117.3,,369.0,,215.7,545.1,304.0,318.0,79.0,,,,-254.0,,434.5,-249.7,,2.0,,-151.3,178.1,-63.0,True,,,,True,,False,True,,True,,True,True,True
47051,439,300.0,84.0,,,,309.0,,336.7,190.7,,96.5,,66.9,264.3,106.0,-139.0,-355.0,,,,-130.0,,-102.3,-248.3,,-342.5,,-372.1,-174.7,-333.0,False,,,,True,,True,False,,False,,False,False,False
47053,582,710.0,610.0,,,,332.0,,736.3,342.1,,463.8,,341.3,478.1,533.0,128.0,28.0,,,,-250.0,,154.3,-239.9,,-118.2,,-240.7,-103.9,-49.0,True,,,,False,,False,False,,True,,False,True,True
47055,434,355.0,939.0,,,,235.0,,437.1,92.4,,172.8,,107.6,231.7,109.0,-79.0,505.0,,,,-199.0,,3.1,-341.6,,-261.2,,-326.4,-202.3,-325.0,False,,,,False,,True,False,,False,,False,False,False
47057,325,205.0,253.0,,,,118.0,,279.1,77.4,,150.3,,203.8,135.6,203.0,-120.0,-72.0,,,,-207.0,,-45.9,-247.6,,-174.7,,-121.2,-189.4,-122.0,True,,,,False,,True,False,,False,,False,False,False
47059,975,220.0,134.0,,,,373.0,,295.7,195.2,,163.0,,68.6,157.9,136.0,-755.0,-841.0,,,,-602.0,,-679.3,-779.8,,-812.0,,-906.4,-817.1,-839.0,False,,,,True,,True,False,,False,,False,False,False
47061,280,340.0,571.0,,,,99.0,,475.5,47.8,,430.2,,264.6,222.5,316.0,60.0,291.0,,,,-181.0,,195.5,-232.2,,150.2,,-15.4,-57.5,36.0,False,,,,False,,False,False,,False,,True,True,True
47063,700,480.0,746.0,,,,426.0,,463.8,175.9,,177.3,,655.6,468.6,540.0,-220.0,46.0,,,,-274.0,,-236.2,-524.1,,-522.7,,-44.4,-231.4,-160.0,True,,,,False,,False,False,,False,,True,False,True
47065,3201,1960.0,1505.0,,,,1875.0,,1718.0,988.9,,867.3,,747.5,1293.0,2522.0,-1241.0,-1696.0,,,,-1326.0,,-1483.0,-2212.1,,-2333.7,,-2453.5,-1908.0,-679.0,False,,,,False,,False,False,,False,,False,False,True
47067,23,20.0,0.0,,,,26.0,,17.4,16.8,,1.3,,9.6,,29.0,-3.0,-23.0,,,,3.0,,-5.6,-6.2,,-21.7,,-13.4,,6.0,False,,,,False,,False,False,,False,,False,,False
47069,418,205.0,186.0,,,,234.0,,202.5,86.6,,110.0,,52.9,188.2,118.0,-213.0,-232.0,,,,-184.0,,-215.5,-331.4,,-308.0,,-365.1,-229.8,-300.0,False,,,,True,,False,False,,False,,False,False,False
47071,403,345.0,264.0,,,,201.0,,398.6,145.3,,89.0,,325.3,246.2,254.0,-58.0,-139.0,,,,-202.0,,-4.4,-257.7,,-314.0,,-77.7,-156.8,-149.0,False,,,,False,,True,False,,False,,False,False,False
47073,536,245.0,748.0,,,,295.0,,356.8,179.5,,100.7,,103.7,83.3,216.0,-291.0,212.0,,,,-241.0,,-179.2,-356.5,,-435.3,,-432.3,-452.7,-320.0,True,,,,True,,True,False,,False,,False,False,False
47075,340,415.0,282.0,,,,100.0,,315.6,89.8,,187.0,,231.2,304.2,336.0,75.0,-58.0,,,,-240.0,,-24.4,-250.2,,-153.0,,-108.8,-35.8,-4.0,True,,,,False,,True,False,,False,,False,True,True
47077,292,210.0,230.0,,,,141.0,,204.9,104.8,,137.7,,105.2,153.1,106.0,-82.0,-62.0,,,,-151.0,,-87.1,-187.2,,-154.3,,-186.8,-138.9,-186.0,True,,,,False,,False,False,,False,,False,False,False
47079,342,125.0,78.0,,,,164.0,,176.1,98.6,,44.5,,67.9,131.3,81.0,-217.0,-264.0,,,,-178.0,,-165.9,-243.4,,-297.5,,-274.1,-210.7,-261.0,False,,,,True,,True,False,,False,,False,True,False
47081,252,250.0,271.0,,,,149.0,,355.8,100.4,,62.2,,66.6,178.8,181.0,-2.0,19.0,,,,-103.0,,103.8,-151.6,,-189.8,,-185.4,-73.2,-71.0,False,,,,False,,False,False,,False,,False,False,False
47083,196,325.0,245.0,,,,72.0,,479.1,30.5,,194.2,,80.8,297.8,9.0,129.0,49.0,,,,-124.0,,283.1,-165.5,,-1.8,,-115.2,101.8,-187.0,True,,,,True,,False,False,,True,,True,True,False
47085,228,195.0,273.0,,,,104.0,,291.7,61.6,,36.6,,106.6,113.1,61.0,-33.0,45.0,,,,-124.0,,63.7,-166.4,,-191.4,,-121.4,-114.9,-167.0,False,,,,False,,False,False,,False,,False,False,False
47087,166,130.0,77.0,,,,68.0,,115.2,37.6,,57.8,,289.9,126.9,97.0,-36.0,-89.0,,,,-98.0,,-50.8,-128.4,,-108.2,,123.9,-39.1,-69.0,False,,,,False,,False,False,,False,,False,False,False
47089,504,460.0,585.0,,,,285.0,,427.5,198.4,,298.5,,90.9,257.8,372.0,-44.0,81.0,,,,-219.0,,-76.5,-305.6,,-205.5,,-413.1,-246.2,-132.0,False,,,,False,,False,False,,False,,False,False,False
47091,494,270.0,477.0,,,,52.0,,381.4,49.4,,116.5,,50.8,362.4,129.0,-224.0,-17.0,,,,-442.0,,-112.6,-444.6,,-377.5,,-443.2,-131.6,-365.0,True,,,,False,,True,False,,False,,False,True,False
47093,4510,2505.0,2804.0,,,,2798.0,,2175.6,3391.8,,1950.7,,909.4,1281.5,1488.0,-2005.0,-1706.0,,,,-1712.0,,-2334.4,-1118.2,,-2559.3,,-3600.6,-3228.5,-3022.0,True,,,,True,,False,True,,False,,False,False,False
47095,95,65.0,0.0,,,,43.0,,27.1,11.5,,6.2,,21.2,32.5,20.0,-30.0,-95.0,,,,-52.0,,-67.9,-83.5,,-88.8,,-73.8,-62.5,-75.0,False,,,,False,,False,False,,False,,False,False,False
47097,545,275.0,206.0,,,,235.0,,308.8,102.8,,131.5,,88.3,154.7,266.0,-270.0,-339.0,,,,-310.0,,-236.2,-442.2,,-413.5,,-456.8,-390.3,-279.0,False,,,,False,,True,False,,False,,False,False,False
47099,798,480.0,700.0,,,,324.0,,556.0,138.0,,135.5,,41.6,424.0,361.0,-318.0,-98.0,,,,-474.0,,-242.0,-660.0,,-662.5,,-756.4,-374.0,-437.0,True,,,,False,,True,False,,False,,False,False,False
47101,353,100.0,99.0,,,,88.0,,145.4,39.0,,58.1,,28.9,,92.0,-253.0,-254.0,,,,-265.0,,-207.6,-314.0,,-294.9,,-324.1,,-261.0,False,,,,False,,True,False,,False,,False,,False
47103,422,190.0,155.0,,,,294.0,,280.6,153.1,,58.2,,31.0,150.9,117.0,-232.0,-267.0,,,,-128.0,,-141.4,-268.9,,-363.8,,-391.0,-271.1,-305.0,False,,,,True,,True,False,,False,,False,False,False
47105,545,420.0,547.0,,,,289.0,,489.4,146.6,,373.1,,448.8,332.2,470.0,-125.0,2.0,,,,-256.0,,-55.6,-398.4,,-171.9,,-96.2,-212.8,-75.0,True,,,,False,,True,False,,False,,True,False,True
47107,677,335.0,235.0,,,,431.0,,366.7,280.5,,75.0,,127.2,271.7,186.0,-342.0,-442.0,,,,-246.0,,-310.3,-396.5,,-602.0,,-549.8,-405.3,-491.0,False,,,,True,,True,False,,False,,False,False,False
47109,269,350.0,339.0,,,,208.0,,406.7,114.3,,112.7,,144.5,232.4,189.0,81.0,70.0,,,,-61.0,,137.7,-154.7,,-156.3,,-124.5,-36.6,-80.0,True,,,,True,,False,False,,False,,False,True,True
47111,374,220.0,184.0,,,,174.0,,190.3,56.5,,89.4,,221.9,75.3,159.0,-154.0,-190.0,,,,-200.0,,-183.7,-317.5,,-284.6,,-152.1,-298.7,-215.0,False,,,,False,,False,False,,False,,True,False,False
47113,1061,1295.0,854.0,,,,860.0,,1331.5,890.9,,788.1,,233.1,1299.5,709.0,234.0,-207.0,,,,-201.0,,270.5,-170.1,,-272.9,,-827.9,238.5,-352.0,True,,,,True,,False,True,,False,,False,False,False
47115,333,195.0,132.0,,,,244.0,,241.3,99.8,,48.1,,77.1,147.3,106.0,-138.0,-201.0,,,,-89.0,,-91.7,-233.2,,-284.9,,-255.9,-185.7,-227.0,False,,,,True,,True,False,,False,,False,False,False
47117,494,295.0,368.0,,,,202.0,,322.4,139.3,,159.9,,163.5,186.4,201.0,-199.0,-126.0,,,,-292.0,,-171.6,-354.7,,-334.1,,-330.5,-307.6,-293.0,True,,,,False,,True,False,,False,,False,False,False
47119,1639,695.0,442.0,,,,533.0,,678.3,296.2,,460.6,,411.9,412.3,463.0,-944.0,-1197.0,,,,-1106.0,,-960.7,-1342.8,,-1178.4,,-1227.1,-1226.7,-1176.0,False,,,,False,,False,False,,False,,False,False,False
47121,139,40.0,37.0,,,,80.0,,107.1,41.2,,11.6,,18.4,45.6,16.0,-99.0,-102.0,,,,-59.0,,-31.9,-97.8,,-127.4,,-120.6,-93.4,-123.0,False,,,,True,,True,True,,False,,False,True,False
47123,526,370.0,313.0,,,,291.0,,372.6,222.5,,139.4,,250.6,367.5,435.0,-156.0,-213.0,,,,-235.0,,-153.4,-303.5,,-386.6,,-275.4,-158.5,-91.0,False,,,,False,,True,False,,False,,False,False,True
47125,1569,710.0,785.0,,,,903.0,,715.9,736.3,,396.5,,621.7,653.2,440.0,-859.0,-784.0,,,,-666.0,,-853.1,-832.7,,-1172.5,,-947.3,-915.8,-1129.0,True,,,,True,,True,True,,False,,False,False,False
47127,112,70.0,69.0,,,,76.0,,98.1,25.5,,12.1,,36.8,68.6,49.0,-42.0,-43.0,,,,-36.0,,-13.9,-86.5,,-99.9,,-75.2,-43.4,-63.0,False,,,,True,,True,False,,False,,False,False,False
47129,151,80.0,37.0,,,,177.0,,139.3,58.8,,14.1,,21.2,145.5,58.0,-71.0,-114.0,,,,26.0,,-11.7,-92.2,,-136.9,,-129.8,-5.5,-93.0,False,,,,True,,True,False,,False,,False,True,False
47131,716,620.0,773.0,,,,216.0,,551.4,177.1,,225.2,,718.0,522.5,297.0,-96.0,57.0,,,,-500.0,,-164.6,-538.9,,-490.8,,2.0,-193.5,-419.0,True,,,,False,,False,False,,False,,True,False,False
47133,509,355.0,251.0,,,,119.0,,390.2,133.6,,245.1,,1153.2,350.6,142.0,-154.0,-258.0,,,,-390.0,,-118.8,-375.4,,-263.9,,644.2,-158.4,-367.0,False,,,,False,,True,False,,False,,False,False,False
47135,226,25.0,32.0,,,,69.0,,17.0,22.4,,3.6,,2.6,9.9,7.0,-201.0,-194.0,,,,-157.0,,-209.0,-203.6,,-222.4,,-223.4,-216.1,-219.0,True,,,,True,,False,False,,False,,False,False,False
47137,165,120.0,132.0,,,,25.0,,110.9,14.4,,56.7,,57.1,,85.0,-45.0,-33.0,,,,-140.0,,-54.1,-150.6,,-108.3,,-107.8,,-80.0,True,,,,False,,False,False,,False,,False,,False
47139,150,130.0,0.0,,,,97.0,,173.0,50.5,,47.3,,62.7,135.9,94.0,-20.0,-150.0,,,,-53.0,,23.0,-99.5,,-102.7,,-87.3,-14.1,-56.0,False,,,,False,,False,False,,False,,False,True,False
47141,1372,850.0,296.0,,,,698.0,,759.7,328.4,,532.4,,176.4,664.8,591.0,-522.0,-1076.0,,,,-674.0,,-612.3,-1043.6,,-839.6,,-1195.6,-707.2,-781.0,False,,,,False,,False,False,,False,,False,False,False
47143,363,260.0,,,,,215.0,,323.7,149.8,,171.8,,307.1,455.1,5.0,-103.0,,,,,-148.0,,-39.3,-213.2,,-191.2,,-55.9,92.1,-358.0,,,,,False,,True,False,,False,,True,True,False
47145,720,245.0,125.0,,,,332.0,,295.3,166.3,,177.5,,133.7,346.8,56.0,-475.0,-595.0,,,,-388.0,,-424.7,-553.7,,-542.5,,-586.3,-373.2,-664.0,False,,,,True,,True,False,,False,,False,True,False
47147,565,345.0,229.0,,,,343.0,,331.1,196.9,,105.5,,77.4,301.8,234.0,-220.0,-336.0,,,,-222.0,,-233.9,-368.1,,-459.5,,-487.6,-263.2,-331.0,False,,,,False,,False,False,,False,,False,False,False
47149,3751,1875.0,1853.0,,,,1507.0,,1639.2,1243.1,,925.0,,351.1,1127.1,1668.0,-1876.0,-1898.0,,,,-2244.0,,-2111.8,-2507.9,,-2826.0,,-3399.9,-2623.9,-2083.0,False,,,,False,,False,False,,False,,False,False,False
47151,276,135.0,166.0,,,,73.0,,205.6,58.7,,45.1,,20.4,67.9,178.0,-141.0,-110.0,,,,-203.0,,-70.4,-217.3,,-230.9,,-255.6,-208.1,-98.0,True,,,,False,,True,False,,False,,False,False,True
47153,151,85.0,76.0,,,,81.0,,153.9,44.5,,10.3,,29.9,99.2,48.0,-66.0,-75.0,,,,-70.0,,2.9,-106.5,,-140.7,,-121.1,-51.8,-103.0,False,,,,False,,True,False,,False,,False,True,False
47155,1018,580.0,619.0,,,,490.0,,550.9,320.2,,158.0,,301.5,334.4,655.0,-438.0,-399.0,,,,-528.0,,-467.1,-697.8,,-860.0,,-716.5,-683.6,-363.0,True,,,,False,,False,False,,False,,False,False,True
47157,7846,3635.0,2551.0,,,,5138.0,,2817.7,2534.9,,2353.3,,1828.5,2113.4,2172.0,-4211.0,-5295.0,,,,-2708.0,,-5028.3,-5311.1,,-5492.7,,-6017.5,-5732.6,-5674.0,False,,,,True,,False,False,,False,,False,False,False
47159,316,275.0,197.0,,,,140.0,,277.6,84.1,,209.0,,170.0,106.5,178.0,-41.0,-119.0,,,,-176.0,,-38.4,-231.9,,-107.0,,-146.0,-209.5,-138.0,False,,,,False,,True,False,,False,,False,False,False
47161,183,120.0,206.0,,,,69.0,,156.7,46.5,,46.3,,86.0,116.6,42.0,-63.0,23.0,,,,-114.0,,-26.3,-136.5,,-136.7,,-97.0,-66.4,-141.0,True,,,,False,,True,False,,False,,False,False,False
47163,2166,945.0,1832.0,,,,913.0,,906.9,835.2,,670.5,,377.4,745.7,1350.0,-1221.0,-334.0,,,,-1253.0,,-1259.1,-1330.8,,-1495.5,,-1788.6,-1420.3,-816.0,True,,,,False,,False,False,,False,,False,False,True
47165,1906,985.0,1210.0,,,,814.0,,845.8,621.6,,712.3,,783.5,507.1,850.0,-921.0,-696.0,,,,-1092.0,,-1060.2,-1284.4,,-1193.7,,-1122.5,-1398.9,-1056.0,True,,,,False,,False,False,,False,,False,False,False
47167,794,335.0,260.0,,,,398.0,,380.9,231.4,,134.9,,249.9,226.7,226.0,-459.0,-534.0,,,,-396.0,,-413.1,-562.6,,-659.1,,-544.1,-567.3,-568.0,False,,,,True,,True,False,,False,,False,False,False
47169,146,130.0,,,,,89.0,,76.8,26.5,,26.3,,514.9,51.0,468.0,-16.0,,,,,-57.0,,-69.2,-119.5,,-119.7,,368.9,-95.0,322.0,,,,,False,,False,False,,False,,False,False,False
47171,268,35.0,43.0,,,,133.0,,97.7,16.0,,4.0,,6.2,61.0,13.0,-233.0,-225.0,,,,-135.0,,-170.3,-252.0,,-264.0,,-261.8,-207.0,-255.0,True,,,,True,,True,False,,False,,False,True,False
47173,179,220.0,259.0,,,,115.0,,286.4,95.5,,154.7,,137.5,146.6,0.0,41.0,80.0,,,,-64.0,,107.4,-83.5,,-24.3,,-41.5,-32.4,-179.0,False,,,,False,,False,False,,True,,False,True,False
47175,63,20.0,9.0,,,,67.0,,17.7,15.3,,3.6,,3.7,,10.0,-43.0,-54.0,,,,4.0,,-45.3,-47.7,,-59.4,,-59.3,,-53.0,False,,,,True,,False,False,,False,,False,,False
47177,579,260.0,351.0,,,,442.0,,233.8,176.9,,104.0,,125.7,199.5,396.0,-319.0,-228.0,,,,-137.0,,-345.2,-402.1,,-475.0,,-453.4,-379.5,-183.0,True,,,,True,,False,False,,False,,False,False,True
47179,1878,815.0,607.0,,,,838.0,,809.3,510.8,,275.4,,593.0,460.4,256.0,-1063.0,-1271.0,,,,-1040.0,,-1068.7,-1367.2,,-1602.6,,-1285.0,-1417.6,-1622.0,False,,,,True,,False,False,,False,,False,False,False
47181,128,95.0,0.0,,,,121.0,,65.1,11.6,,13.2,,37.8,227.2,0.0,-33.0,-128.0,,,,-7.0,,-62.9,-116.4,,-114.8,,-90.2,99.2,-128.0,False,,,,True,,False,False,,False,,False,False,False
47183,450,350.0,232.0,,,,219.0,,396.9,141.7,,156.6,,120.6,184.4,207.0,-100.0,-218.0,,,,-231.0,,-53.1,-308.3,,-293.4,,-329.4,-265.6,-243.0,False,,,,False,,True,False,,False,,False,False,False
47185,474,295.0,266.0,,,,160.0,,275.8,175.9,,219.7,,57.1,229.7,149.0,-179.0,-208.0,,,,-314.0,,-198.2,-298.1,,-254.3,,-416.9,-244.3,-325.0,False,,,,False,,False,False,,False,,False,False,False
47187,2637,1265.0,1725.0,,,,802.0,,1158.4,808.8,,991.3,,1074.6,660.4,989.0,-1372.0,-912.0,,,,-1835.0,,-1478.6,-1828.2,,-1645.7,,-1562.4,-1976.6,-1648.0,True,,,,False,,False,False,,False,,False,False,False
47189,1699,995.0,1472.0,,,,676.0,,909.5,720.7,,780.6,,668.5,567.0,953.0,-704.0,-227.0,,,,-1023.0,,-789.5,-978.3,,-918.4,,-1030.5,-1132.0,-746.0,True,,,,False,,False,False,,False,,False,False,False
48001,627,0.0,,,,,608.0,,59.6,121.1,,0.0,,43.6,13.5,0.0,-627.0,,,,,-19.0,,-567.4,-505.9,,-627.0,,-583.4,-613.5,-627.0,,,,,True,,True,True,,False,,True,True,False
48003,284,160.0,35.0,,,,219.0,,200.0,39.3,,20.3,,141.1,82.3,357.0,-124.0,-249.0,,,,-65.0,,-84.0,-244.7,,-263.7,,-142.9,-201.7,73.0,False,,,,True,,True,False,,False,,False,False,True
48005,819,225.0,240.0,,,,454.0,,275.3,305.0,,47.9,,614.0,307.3,262.0,-594.0,-579.0,,,,-365.0,,-543.7,-514.0,,-771.1,,-205.0,-511.7,-557.0,True,,,,True,,True,True,,False,,True,True,True
48007,99,60.0,35.0,,,,14.0,,65.9,77.8,,8.0,,4.5,40.2,54.0,-39.0,-64.0,,,,-85.0,,-33.1,-21.2,,-91.0,,-94.5,-58.8,-45.0,False,,,,False,,True,True,,False,,False,False,False
48009,110,5.0,3.0,,,,33.0,,6.4,43.4,,3.2,,3.6,10.6,3.0,-105.0,-107.0,,,,-77.0,,-103.6,-66.6,,-106.8,,-106.4,-99.4,-107.0,False,,,,True,,True,True,,False,,False,True,False
48011,21,0.0,0.0,,,,16.0,,19.7,1.4,,0.1,,2.4,,0.0,-21.0,-21.0,,,,-5.0,,-1.3,-19.6,,-20.9,,-18.6,,-21.0,False,,,,True,,True,True,,True,,True,,False
48013,417,110.0,53.0,,,,94.0,,185.6,220.5,,8.3,,11.8,89.6,2.0,-307.0,-364.0,,,,-323.0,,-231.4,-196.5,,-408.7,,-405.2,-327.4,-415.0,False,,,,False,,True,True,,False,,False,False,False
48015,80,0.0,16.0,,,,80.0,,70.7,58.8,,4.9,,0.1,35.0,3.0,-80.0,-64.0,,,,0.0,,-9.3,-21.2,,-75.1,,-79.9,-45.0,-77.0,True,,,,True,,True,True,,True,,True,True,True
48017,206,45.0,1.0,,,,26.0,,48.6,15.5,,2.3,,7.8,18.4,21.0,-161.0,-205.0,,,,-180.0,,-157.4,-190.5,,-203.7,,-198.2,-187.6,-185.0,False,,,,False,,True,False,,False,,False,False,False
48019,74,15.0,35.0,,,,21.0,,104.1,38.8,,0.1,,1.7,12.8,0.0,-59.0,-39.0,,,,-53.0,,30.1,-35.2,,-73.9,,-72.3,-61.2,-74.0,True,,,,True,,True,True,,False,,False,False,False
48021,561,230.0,107.0,,,,237.0,,237.0,366.4,,36.6,,23.2,165.4,85.0,-331.0,-454.0,,,,-324.0,,-324.0,-194.6,,-524.4,,-537.8,-395.6,-476.0,False,,,,True,,True,True,,False,,False,False,False
48023,89,5.0,0.0,,,,30.0,,19.0,5.8,,,,1.3,,13.0,-84.0,-89.0,,,,-59.0,,-70.0,-83.2,,,,-87.7,,-76.0,False,,,,True,,True,True,,,,False,,True
48025,212,120.0,0.0,,,,109.0,,68.9,78.2,,19.5,,4.5,157.7,59.0,-92.0,-212.0,,,,-103.0,,-143.1,-133.8,,-192.5,,-207.5,-54.3,-153.0,False,,,,False,,False,False,,False,,False,True,False
48027,1243,750.0,442.0,,,,2077.0,,780.7,1378.4,,361.9,,21.6,427.4,815.0,-493.0,-801.0,,,,834.0,,-462.3,135.4,,-881.1,,-1221.4,-815.6,-428.0,False,,,,False,,True,True,,False,,False,False,True
48029,9181,19445.0,31411.0,,,,14467.0,,12195.2,11225.3,,3895.1,,1687.3,12450.2,12956.0,10264.0,22230.0,,,,5286.0,,3014.2,2044.3,,-5285.9,,-7493.7,3269.2,3775.0,False,,,,True,,True,True,,True,,True,True,True
48031,40,5.0,0.0,,,,27.0,,14.0,21.2,,0.0,,0.7,4.4,1.0,-35.0,-40.0,,,,-13.0,,-26.0,-18.8,,-40.0,,-39.3,-35.6,-39.0,False,,,,True,,True,True,,False,,False,False,False
48033,5,0.0,0.0,,,,5.0,,5.2,10.6,,,,0.0,,0.0,-5.0,-5.0,,,,0.0,,0.2,5.6,,,,-5.0,,-5.0,False,,,,True,,True,False,,,,False,,False
48035,126,140.0,172.0,,,,42.0,,211.2,80.0,,22.1,,14.9,65.1,46.0,14.0,46.0,,,,-84.0,,85.2,-46.0,,-103.9,,-111.1,-60.9,-80.0,False,,,,False,,False,False,,False,,False,False,False
48037,1234,345.0,288.0,,,,754.0,,477.9,945.0,,110.5,,21.9,284.2,143.0,-889.0,-946.0,,,,-480.0,,-756.1,-289.0,,-1123.5,,-1212.1,-949.8,-1091.0,False,,,,True,,True,True,,False,,False,False,False
48039,1424,1290.0,1282.0,,,,1117.0,,1172.9,1793.8,,758.5,,990.5,1476.3,1092.0,-134.0,-142.0,,,,-307.0,,-251.1,369.8,,-665.5,,-433.5,52.3,-332.0,False,,,,False,,False,False,,False,,False,True,False
48041,1858,1450.0,1385.0,,,,1570.0,,1203.2,1158.0,,933.2,,215.1,586.7,1032.0,-408.0,-473.0,,,,-288.0,,-654.8,-700.0,,-924.8,,-1643.0,-1271.3,-826.0,False,,,,True,,False,False,,False,,False,False,False
48043,74,10.0,0.0,,,,2.0,,11.9,25.0,,0.3,,133.7,10.5,10.0,-64.0,-74.0,,,,-72.0,,-62.1,-49.0,,-73.7,,59.7,-63.5,-64.0,False,,,,False,,True,True,,False,,True,True,False
48045,20,15.0,0.0,,,,10.0,,13.2,0.2,,0.2,,9.8,,38.0,-5.0,-20.0,,,,-10.0,,-6.8,-19.8,,-19.8,,-10.2,,18.0,False,,,,False,,False,False,,False,,False,,False
48047,118,40.0,37.0,,,,25.0,,65.2,38.9,,8.5,,49.9,39.2,9.0,-78.0,-81.0,,,,-93.0,,-52.8,-79.1,,-109.5,,-68.1,-78.8,-109.0,False,,,,False,,True,False,,False,,True,False,False
48049,556,110.0,128.0,,,,179.0,,168.1,141.9,,10.6,,7.1,63.7,47.0,-446.0,-428.0,,,,-377.0,,-387.9,-414.1,,-545.4,,-549.0,-492.3,-509.0,True,,,,True,,True,True,,False,,False,False,False
48051,211,80.0,50.0,,,,71.0,,116.0,53.1,,24.7,,4.4,48.8,67.0,-131.0,-161.0,,,,-140.0,,-95.0,-157.9,,-186.3,,-206.6,-162.2,-144.0,False,,,,False,,True,False,,False,,False,False,False
48053,418,210.0,0.0,,,,190.0,,211.5,125.5,,46.3,,13.2,114.7,117.0,-208.0,-418.0,,,,-228.0,,-206.5,-292.5,,-371.7,,-404.9,-303.3,-301.0,False,,,,False,,True,False,,False,,False,False,False
48055,230,525.0,413.0,,,,152.0,,399.4,149.0,,346.5,,433.8,286.6,166.0,295.0,183.0,,,,-78.0,,169.4,-81.0,,116.5,,203.8,56.6,-64.0,True,,,,True,,True,True,,True,,True,True,True
48057,131,50.0,0.0,,,,24.0,,107.0,35.5,,7.4,,6.9,27.7,2.0,-81.0,-131.0,,,,-107.0,,-24.0,-95.5,,-123.6,,-124.1,-103.3,-129.0,False,,,,False,,True,False,,False,,False,False,False
48059,161,50.0,14.0,,,,29.0,,48.7,33.4,,3.1,,5.0,35.6,67.0,-111.0,-147.0,,,,-132.0,,-112.3,-127.6,,-157.9,,-156.0,-125.4,-94.0,False,,,,False,,False,False,,False,,False,False,True
48061,1652,1240.0,2001.0,,,,1167.0,,1115.2,1238.7,,681.5,,185.2,1487.6,687.0,-412.0,349.0,,,,-485.0,,-536.8,-413.3,,-970.5,,-1466.8,-164.4,-965.0,True,,,,False,,False,False,,False,,False,True,False
48063,126,40.0,8.0,,,,79.0,,40.3,45.1,,3.8,,3.4,27.9,23.0,-86.0,-118.0,,,,-47.0,,-85.7,-80.9,,-122.2,,-122.6,-98.1,-103.0,False,,,,True,,True,True,,False,,False,False,False
48065,62,40.0,16.0,,,,33.0,,104.7,9.2,,0.4,,4.8,,52.0,-22.0,-46.0,,,,-29.0,,42.7,-52.8,,-61.6,,-57.2,,-10.0,False,,,,False,,False,False,,False,,False,,True
48067,457,85.0,162.0,,,,164.0,,207.6,113.0,,11.8,,6.6,53.3,30.0,-372.0,-295.0,,,,-293.0,,-249.4,-344.0,,-445.2,,-450.4,-403.7,-427.0,True,,,,True,,True,True,,False,,False,False,False
48069,150,30.0,0.0,,,,33.0,,40.9,19.3,,4.8,,12.2,29.6,31.0,-120.0,-150.0,,,,-117.0,,-109.1,-130.7,,-145.2,,-137.8,-120.4,-119.0,False,,,,True,,True,False,,False,,False,False,True
48071,250,340.0,488.0,,,,102.0,,422.6,177.2,,80.1,,45.5,159.4,458.0,90.0,238.0,,,,-148.0,,172.6,-72.8,,-169.9,,-204.5,-90.6,208.0,False,,,,False,,False,True,,False,,False,False,False
48073,668,120.0,118.0,,,,349.0,,170.0,135.5,,11.9,,18.0,254.4,47.0,-548.0,-550.0,,,,-319.0,,-498.0,-532.5,,-656.1,,-650.0,-413.6,-621.0,False,,,,True,,True,True,,False,,False,True,False
48075,683,30.0,0.0,,,,92.0,,33.5,15.7,,2.7,,4.4,,67.0,-653.0,-683.0,,,,-591.0,,-649.5,-667.3,,-680.3,,-678.6,,-616.0,False,,,,True,,True,False,,False,,False,,True
48077,69,0.0,2.0,,,,30.0,,4.1,31.8,,1.3,,2.7,5.4,0.0,-69.0,-67.0,,,,-39.0,,-64.9,-37.2,,-67.7,,-66.3,-63.6,-69.0,True,,,,True,,True,True,,True,,True,True,False
