,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,MSRA-DeepST,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-MSRA-DeepST,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
26137,161,15.0,,12.8,,22.0,31.0,,,,,47.3,,84.0,,35.6,34.4,,1.8,22.1,81.9,,,,,,,,,39.0,25.2,-146.0,,-148.2,,-139.0,-130.0,,,,,-113.7,,-77.0,,-125.4,-126.6,,-159.2,-138.9,-79.1,,,,,,,,,-122.0,-135.8,,False,,True,True,,,,,True,,True,,True,True,,False,True,True,,,,,,,,,True,True
26139,2934,1134.0,,1126.2,,1120.0,1403.0,,,,,1605.5,,1145.0,,827.0,1609.3,,586.4,1066.7,1200.1,,1504.0,,,,1284.9,1072.0,,1258.0,641.4,-1800.0,,-1807.8,,-1814.0,-1531.0,,,,,-1328.5,,-1789.0,,-2107.0,-1324.7,,-2347.6,-1867.3,-1733.9,,-1430.0,,,,-1649.1,-1862.0,,-1676.0,-2292.6,,False,,False,True,,,,,True,,True,,False,True,,False,False,True,,True,,,,True,False,,True,False
26141,65,18.0,,17.0,,9.0,,,,,,23.8,,8.0,,8.2,4.3,,3.0,9.2,,,,,,,,,,22.0,17.9,-47.0,,-48.0,,-56.0,,,,,,-41.2,,-57.0,,-56.8,-60.7,,-62.0,-55.8,,,,,,,,,,-43.0,-47.1,,False,,False,,,,,,True,,False,,False,False,,False,False,,,,,,,,,,True,False
26143,135,57.0,,54.9,,52.0,100.0,,,,,80.7,,53.0,,48.9,68.1,,24.6,47.1,58.5,,98.0,,,,,,,61.0,36.0,-78.0,,-80.1,,-83.0,-35.0,,,,,-54.3,,-82.0,,-86.1,-66.9,,-110.4,-87.9,-76.5,,-37.0,,,,,,,-74.0,-99.0,,False,,False,True,,,,,True,,False,,False,True,,False,False,True,,True,,,,,,,True,False
26145,1644,585.0,,611.0,,554.0,909.0,,,,,534.5,,682.0,,373.6,769.9,,261.9,546.2,575.8,,898.0,,,,437.5,529.0,,567.0,189.8,-1059.0,,-1033.0,,-1090.0,-735.0,,,,,-1109.5,,-962.0,,-1270.4,-874.1,,-1382.1,-1097.8,-1068.2,,-746.0,,,,-1206.5,-1115.0,,-1077.0,-1454.2,,True,,False,True,,,,,False,,True,,False,True,,False,False,False,,True,,,,False,False,,False,False
26147,842,378.0,,375.1,,360.0,602.0,,,,,185.3,,194.0,,270.6,678.5,,359.7,345.8,484.1,,688.0,,,,250.8,463.0,,503.0,85.5,-464.0,,-466.9,,-482.0,-240.0,,,,,-656.7,,-648.0,,-571.4,-163.5,,-482.3,-496.2,-357.9,,-154.0,,,,-591.2,-379.0,,-339.0,-756.5,,False,,False,True,,,,,False,,False,,False,True,,False,False,True,,True,,,,False,True,,True,False
26149,614,372.0,,375.9,,315.0,637.0,,,,,458.4,,206.0,,315.1,215.7,,174.5,293.6,249.0,,595.0,,,,,,,476.0,108.4,-242.0,,-238.1,,-299.0,23.0,,,,,-155.6,,-408.0,,-298.9,-398.3,,-439.5,-320.4,-365.0,,-19.0,,,,,,,-138.0,-505.6,,True,,False,True,,,,,True,,False,,False,False,,False,False,False,,True,,,,,,,True,False
26151,157,21.0,,25.5,,21.0,21.0,,,,,53.7,,12.0,,25.1,49.2,,1.6,25.2,50.6,,40.0,,,,,,,14.0,14.3,-136.0,,-131.5,,-136.0,-136.0,,,,,-103.3,,-145.0,,-131.9,-107.8,,-155.4,-131.8,-106.4,,-117.0,,,,,,,-143.0,-142.7,,True,,False,False,,,,,True,,False,,True,True,,False,True,True,,True,,,,,,,False,False
26153,74,33.0,,32.5,,26.0,,,,,,32.0,,21.0,,50.6,24.5,,8.5,27.1,,,64.0,,,,,,,38.0,19.3,-41.0,,-41.5,,-48.0,,,,,,-42.0,,-53.0,,-23.4,-49.5,,-65.5,-46.9,,,-10.0,,,,,,,-36.0,-54.7,,False,,False,,,,,,False,,False,,True,False,,False,False,,,True,,,,,,,True,False
26155,369,114.0,,115.7,,114.0,148.0,,,,,59.0,,193.0,,94.3,283.1,,26.0,99.1,198.8,,174.0,,,,,,,110.0,45.5,-255.0,,-253.3,,-255.0,-221.0,,,,,-310.0,,-176.0,,-274.7,-85.9,,-343.0,-269.9,-170.2,,-195.0,,,,,,,-259.0,-323.5,,True,,False,True,,,,,False,,True,,False,True,,False,False,True,,True,,,,,,,False,False
26157,323,108.0,,106.4,,91.0,117.0,,,,,223.1,,75.0,,72.8,152.4,,28.7,87.9,107.1,,181.0,,,,,,,177.0,57.1,-215.0,,-216.6,,-232.0,-206.0,,,,,-99.9,,-248.0,,-250.2,-170.6,,-294.3,-235.1,-215.9,,-142.0,,,,,,,-146.0,-265.9,,False,,False,True,,,,,True,,False,,False,True,,False,False,False,,True,,,,,,,True,False
26159,566,249.0,,251.8,,228.0,594.0,,,,,370.4,,228.0,,176.8,189.1,,104.9,197.8,196.3,,433.0,,,,,,,343.0,72.9,-317.0,,-314.2,,-338.0,28.0,,,,,-195.6,,-338.0,,-389.2,-376.9,,-461.1,-368.2,-369.7,,-133.0,,,,,,,-223.0,-493.1,,True,,False,True,,,,,True,,False,,False,False,,False,False,False,,True,,,,,,,True,False
26161,1849,1569.0,,1613.7,,1516.0,4304.0,,,,,1411.0,,730.0,,937.2,2514.2,,1921.4,1446.6,1313.9,,2366.0,,,,1097.2,1661.0,,1807.0,642.0,-280.0,,-235.3,,-333.0,2455.0,,,,,-438.0,,-1119.0,,-911.8,665.2,,72.4,-402.4,-535.1,,517.0,,,,-751.8,-188.0,,-42.0,-1207.0,,True,,False,False,,,,,False,,False,,False,False,,True,False,False,,False,,,,False,True,,True,False
26163,7430,3828.0,,3902.7,4599.1,3324.0,5248.0,,,,,2695.1,,3235.0,,2273.8,7458.3,,2348.1,3873.8,1282.5,,5172.0,,,,2800.9,3273.0,,4194.0,2414.1,-3602.0,,-3527.3,-2830.9,-4106.0,-2182.0,,,,,-4734.9,,-4195.0,,-5156.2,28.3,,-5081.9,-3556.2,-6147.5,,-2258.0,,,,-4629.1,-4157.0,,-3236.0,-5015.9,,True,True,False,True,,,,,False,,False,,False,True,,False,True,False,,True,,,,False,False,,True,False
26165,115,18.0,,16.9,,20.0,21.0,,,,,74.6,,122.0,,23.4,41.0,,2.5,23.6,41.9,,43.0,,,,,,,9.0,13.0,-97.0,,-98.1,,-95.0,-94.0,,,,,-40.4,,7.0,,-91.6,-74.0,,-112.5,-91.4,-73.1,,-72.0,,,,,,,-106.0,-102.0,,False,,True,True,,,,,True,,True,,True,True,,False,True,True,,True,,,,,,,False,False
27001,177,99.0,,100.4,,95.0,56.0,,,,,28.6,,65.0,,106.0,42.6,,46.5,98.9,69.4,,173.0,,,,,,,99.0,30.4,-78.0,,-76.6,,-82.0,-121.0,,,,,-148.4,,-112.0,,-71.0,-134.4,,-130.5,-78.1,-107.6,,-4.0,,,,,,,-78.0,-146.6,,True,,False,False,,,,,False,,False,,True,False,,False,False,False,,True,,,,,,,False,False
27003,4135,1947.0,,1956.6,,1946.0,1995.0,,,,,2467.3,,1683.0,,1659.8,1174.3,,1500.0,2193.5,1718.5,,2839.0,,,,1447.6,2431.0,,1817.0,576.4,-2188.0,,-2178.4,,-2189.0,-2140.0,,,,,-1667.7,,-2452.0,,-2475.2,-2960.7,,-2635.0,-1941.5,-2416.5,,-1296.0,,,,-2687.4,-1704.0,,-2318.0,-3558.6,,True,,False,True,,,,,True,,False,,False,False,,False,True,False,,True,,,,False,True,,False,False
27005,422,297.0,,293.9,,292.0,523.0,,,,,97.7,,348.0,,370.7,124.3,,181.7,244.7,115.1,,522.0,,,,,,,414.0,170.9,-125.0,,-128.1,,-130.0,101.0,,,,,-324.3,,-74.0,,-51.3,-297.7,,-240.3,-177.3,-306.9,,100.0,,,,,,,-8.0,-251.1,,False,,False,True,,,,,False,,True,,True,False,,False,False,False,,True,,,,,,,True,False
27007,471,333.0,,324.9,,312.0,522.0,,,,,351.4,,188.0,,444.9,102.5,,277.6,311.4,10.9,,510.0,,,,,,,264.0,154.5,-138.0,,-146.1,,-159.0,51.0,,,,,-119.6,,-283.0,,-26.1,-368.5,,-193.4,-159.6,-460.1,,39.0,,,,,,,-207.0,-316.5,,False,,False,True,,,,,True,,False,,True,False,,False,False,False,,True,,,,,,,False,False
27009,658,426.0,,434.5,,353.0,721.0,,,,,272.4,,285.0,,350.6,169.4,,278.9,364.1,188.6,,664.0,,,,,,,358.0,216.8,-232.0,,-223.5,,-305.0,63.0,,,,,-385.6,,-373.0,,-307.4,-488.6,,-379.1,-293.9,-469.4,,6.0,,,,,,,-300.0,-441.2,,True,,False,True,,,,,False,,False,,False,False,,False,False,False,,True,,,,,,,False,False
27011,84,54.0,,53.0,,54.0,24.0,,,,,31.8,,92.0,,76.8,12.7,,18.7,52.4,55.4,,102.0,,,,,,,41.0,30.6,-30.0,,-31.0,,-30.0,-60.0,,,,,-52.2,,8.0,,-7.2,-71.3,,-65.3,-31.6,-28.6,,18.0,,,,,,,-43.0,-53.4,,False,,False,False,,,,,False,,True,,True,False,,False,False,True,,True,,,,,,,False,False
27013,536,240.0,,226.9,,182.0,148.0,,,,,595.2,,584.0,,122.2,133.7,,190.9,231.8,0.0,,278.0,,,,174.4,,,145.0,119.3,-296.0,,-309.1,,-354.0,-388.0,,,,,59.2,,48.0,,-413.8,-402.3,,-345.1,-304.2,-536.0,,-258.0,,,,-361.6,,,-391.0,-416.7,,False,,False,False,,,,,True,,True,,False,False,,False,False,False,,True,,,,False,,,False,False
27015,245,90.0,,85.2,,90.0,130.0,,,,,53.4,,251.0,,164.7,39.5,,32.3,84.1,97.4,,143.0,,,,,,,138.0,38.3,-155.0,,-159.8,,-155.0,-115.0,,,,,-191.6,,6.0,,-80.3,-205.5,,-212.7,-160.9,-147.6,,-102.0,,,,,,,-107.0,-206.7,,False,,False,True,,,,,False,,True,,True,False,,False,False,True,,True,,,,,,,True,False
27017,396,111.0,,102.9,,111.0,129.0,,,,,123.2,,180.0,,120.3,130.9,,20.8,97.4,97.5,,106.0,,,,,,,106.0,54.1,-285.0,,-293.1,,-285.0,-267.0,,,,,-272.8,,-216.0,,-275.7,-265.1,,-375.2,-298.6,-298.5,,-290.0,,,,,,,-290.0,-341.9,,False,,False,True,,,,,True,,True,,True,True,,False,False,False,,False,,,,,,,False,False
27019,584,282.0,,287.3,,284.0,375.0,,,,,495.4,,447.0,,251.7,138.5,,137.4,325.8,385.4,,400.0,,,,206.4,,,287.0,233.0,-302.0,,-296.7,,-300.0,-209.0,,,,,-88.6,,-137.0,,-332.3,-445.5,,-446.6,-258.2,-198.6,,-184.0,,,,-377.6,,,-297.0,-351.0,,True,,True,True,,,,,True,,True,,False,False,,False,True,True,,True,,,,False,,,True,False
27021,350,120.0,,136.4,,136.0,168.0,,,,,68.4,,133.0,,161.2,52.2,,101.3,141.4,123.4,,161.0,,,,,,,144.0,71.8,-230.0,,-213.6,,-214.0,-182.0,,,,,-281.6,,-217.0,,-188.8,-297.8,,-248.7,-208.6,-226.6,,-189.0,,,,,,,-206.0,-278.2,,True,,True,True,,,,,False,,True,,True,False,,False,True,True,,True,,,,,,,True,False
27023,189,174.0,,174.5,,171.0,184.0,,,,,56.9,,172.0,,219.6,80.6,,126.7,158.9,68.8,,281.0,,,,,,,134.0,59.4,-15.0,,-14.5,,-18.0,-5.0,,,,,-132.1,,-17.0,,30.6,-108.4,,-62.3,-30.1,-120.2,,92.0,,,,,,,-55.0,-129.6,,True,,False,True,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,False,False
27025,811,438.0,,450.2,,427.0,661.0,,,,,422.6,,249.0,,530.1,192.5,,418.4,429.7,201.5,,764.0,,,,,,,455.0,122.1,-373.0,,-360.8,,-384.0,-150.0,,,,,-388.4,,-562.0,,-280.9,-618.5,,-392.6,-381.3,-609.5,,-47.0,,,,,,,-356.0,-688.9,,True,,False,True,,,,,False,,False,,True,False,,False,False,False,,True,,,,,,,True,False
27027,1121,789.0,,761.5,,674.0,778.0,,,,,866.2,,684.0,,605.5,488.9,,563.6,815.3,343.2,,978.0,,,,650.5,,,575.0,391.4,-332.0,,-359.5,,-447.0,-343.0,,,,,-254.8,,-437.0,,-515.5,-632.1,,-557.4,-305.7,-777.8,,-143.0,,,,-470.5,,,-546.0,-729.6,,False,,False,False,,,,,True,,False,,False,False,,False,True,False,,True,,,,False,,,False,False
27029,137,72.0,,71.6,,63.0,60.0,,,,,40.9,,42.0,,112.7,15.6,,24.3,66.2,,,128.0,,,,,,,113.0,19.6,-65.0,,-65.4,,-74.0,-77.0,,,,,-96.1,,-95.0,,-24.3,-121.4,,-112.7,-70.8,,,-9.0,,,,,,,-24.0,-117.4,,False,,False,False,,,,,False,,False,,True,False,,False,False,,,True,,,,,,,True,False
27031,24,0.0,,0.0,,0.0,0.0,,,,,11.8,,3.0,,11.1,2.6,,,7.5,,,,,,,,,,6.0,3.0,-24.0,,-24.0,,-24.0,-24.0,,,,,-12.2,,-21.0,,-12.9,-21.4,,,-16.5,,,,,,,,,,-18.0,-21.0,,False,,False,False,,,,,True,,True,,True,True,,,True,,,,,,,,,,True,True
27033,106,45.0,,42.2,,25.0,21.0,,,,,66.0,,142.0,,25.4,19.9,,7.8,41.9,0.0,,51.0,,,,,,,13.0,21.5,-61.0,,-63.8,,-81.0,-85.0,,,,,-40.0,,36.0,,-80.6,-86.1,,-98.2,-64.1,-106.0,,-55.0,,,,,,,-93.0,-84.5,,False,,False,False,,,,,True,,True,,False,False,,False,False,False,,True,,,,,,,False,False
27035,872,354.0,,349.8,,352.0,344.0,,,,,557.1,,446.0,,309.6,260.1,,319.5,422.4,260.4,,510.0,,,,,,,284.0,226.2,-518.0,,-522.2,,-520.0,-528.0,,,,,-314.9,,-426.0,,-562.4,-611.9,,-552.5,-449.6,-611.6,,-362.0,,,,,,,-588.0,-645.8,,False,,False,False,,,,,True,,True,,False,False,,False,True,False,,True,,,,,,,False,False
27037,3183,1890.0,,1867.2,1456.4,1823.0,2551.0,,,,,2160.8,,1694.0,,1519.8,1086.0,,1769.3,2170.1,2305.3,,2961.0,,,,1488.9,2666.0,,2209.0,1044.1,-1293.0,,-1315.8,-1726.6,-1360.0,-632.0,,,,,-1022.2,,-1489.0,,-1663.2,-2097.0,,-1413.7,-1012.9,-877.7,,-222.0,,,,-1694.1,-517.0,,-974.0,-2138.9,,False,False,False,True,,,,,True,,False,,False,False,,False,True,True,,True,,,,False,True,,True,False
27039,143,66.0,,67.0,,68.0,80.0,,,,,105.1,,60.0,,164.6,59.7,,35.0,99.2,90.4,,87.0,,,,,,,108.0,77.0,-77.0,,-76.0,,-75.0,-63.0,,,,,-37.9,,-83.0,,21.6,-83.3,,-108.0,-43.8,-52.6,,-56.0,,,,,,,-35.0,-66.0,,True,,True,True,,,,,True,,False,,True,False,,False,True,True,,True,,,,,,,True,True
27041,500,207.0,,207.1,,219.0,134.0,,,,,276.5,,533.0,,309.5,154.3,,154.8,257.0,238.1,,196.0,,,,,,,96.0,185.1,-293.0,,-292.9,,-281.0,-366.0,,,,,-223.5,,33.0,,-190.5,-345.7,,-345.2,-243.0,-261.9,,-304.0,,,,,,,-404.0,-314.9,,True,,True,False,,,,,True,,True,,True,False,,False,True,True,,False,,,,,,,False,False
27043,103,87.0,,80.6,,78.0,86.0,,,,,60.5,,71.0,,64.2,27.8,,53.3,82.4,64.4,,147.0,,,,,,,80.0,29.9,-16.0,,-22.4,,-25.0,-17.0,,,,,-42.5,,-32.0,,-38.8,-75.2,,-49.7,-20.6,-38.6,,44.0,,,,,,,-23.0,-73.1,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,False,False
27045,118,93.0,,84.1,,92.0,103.0,,,,,66.1,,77.0,,170.5,25.5,,61.0,100.8,78.1,,134.0,,,,,,,62.0,46.4,-25.0,,-33.9,,-26.0,-15.0,,,,,-51.9,,-41.0,,52.5,-92.5,,-57.0,-17.2,-39.9,,16.0,,,,,,,-56.0,-71.6,,False,,False,True,,,,,False,,False,,False,False,,False,True,False,,True,,,,,,,False,False
27047,263,120.0,,97.4,,79.0,62.0,,,,,172.8,,190.0,,66.9,71.0,,48.7,123.4,66.8,,201.0,,,,,,,72.0,93.1,-143.0,,-165.6,,-184.0,-201.0,,,,,-90.2,,-73.0,,-196.1,-192.0,,-214.3,-139.6,-196.2,,-62.0,,,,,,,-191.0,-169.9,,False,,False,False,,,,,True,,True,,False,False,,False,True,False,,True,,,,,,,False,False
27049,473,117.0,,113.2,,114.0,91.0,,,,,170.0,,204.0,,107.3,140.1,,45.2,129.0,166.2,,167.0,,,,,,,134.0,87.2,-356.0,,-359.8,,-359.0,-382.0,,,,,-303.0,,-269.0,,-365.7,-332.9,,-427.8,-344.0,-306.8,,-306.0,,,,,,,-339.0,-385.8,,False,,False,False,,,,,True,,True,,False,True,,False,True,True,,True,,,,,,,True,False
27051,48,30.0,,30.6,,29.0,0.0,,,,,16.9,,61.0,,38.4,11.2,,20.9,28.5,,,38.0,,,,,,,45.0,21.9,-18.0,,-17.4,,-19.0,-48.0,,,,,-31.1,,13.0,,-9.6,-36.8,,-27.1,-19.5,,,-10.0,,,,,,,-3.0,-26.1,,True,,False,False,,,,,False,,True,,True,False,,False,False,,,True,,,,,,,True,False
27053,9687,5460.0,,5421.7,4356.2,5441.0,6635.0,,,,,3175.3,,6131.0,,3716.0,2742.5,,4257.9,5934.6,6634.2,,7059.0,,,,4478.1,6181.0,,5411.0,2440.2,-4227.0,,-4265.3,-5330.8,-4246.0,-3052.0,,,,,-6511.7,,-3556.0,,-5971.0,-6944.5,,-5429.1,-3752.4,-3052.8,,-2628.0,,,,-5208.9,-3506.0,,-4276.0,-7246.8,,False,False,False,True,,,,,False,,True,,False,False,,False,True,True,,True,,,,False,True,,False,False
27055,159,39.0,,40.2,,44.0,43.0,,,,,36.0,,74.0,,57.0,68.8,,32.5,58.7,36.8,,37.0,,,,,,,40.0,34.8,-120.0,,-118.8,,-115.0,-116.0,,,,,-123.0,,-85.0,,-102.0,-90.2,,-126.5,-100.3,-122.2,,-122.0,,,,,,,-119.0,-124.2,,True,,True,True,,,,,False,,True,,True,True,,False,True,False,,False,,,,,,,True,False
27057,310,258.0,,273.4,,255.0,284.0,,,,,55.5,,127.0,,367.9,104.5,,408.7,246.8,77.8,,361.0,,,,,,,212.0,132.1,-52.0,,-36.6,,-55.0,-26.0,,,,,-254.5,,-183.0,,57.9,-205.5,,98.7,-63.2,-232.2,,51.0,,,,,,,-98.0,-177.9,,True,,False,True,,,,,False,,False,,False,False,,False,False,False,,True,,,,,,,False,False
27059,369,249.0,,247.4,,201.0,316.0,,,,,200.0,,201.0,,331.7,117.2,,122.8,196.5,82.5,,361.0,,,,,,,253.0,110.7,-120.0,,-121.6,,-168.0,-53.0,,,,,-169.0,,-168.0,,-37.3,-251.8,,-246.2,-172.5,-286.5,,-8.0,,,,,,,-116.0,-258.3,,False,,False,True,,,,,False,,False,,True,False,,False,False,False,,True,,,,,,,True,False
27061,370,345.0,,353.5,,331.0,494.0,,,,,211.2,,191.0,,726.6,271.7,,186.0,330.5,193.9,,548.0,,,,,,,298.0,126.3,-25.0,,-16.5,,-39.0,124.0,,,,,-158.8,,-179.0,,356.6,-98.3,,-184.0,-39.5,-176.1,,178.0,,,,,,,-72.0,-243.7,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,False,False
27063,80,54.0,,52.2,,51.0,35.0,,,,,48.9,,91.0,,39.2,22.5,,14.0,56.1,46.1,,58.0,,,,,,,63.0,32.5,-26.0,,-27.8,,-29.0,-45.0,,,,,-31.1,,11.0,,-40.8,-57.5,,-66.0,-23.9,-33.9,,-22.0,,,,,,,-17.0,-47.5,,False,,False,False,,,,,False,,True,,False,False,,False,True,False,,True,,,,,,,True,False
27065,113,72.0,,68.0,,63.0,62.0,,,,,28.0,,85.0,,46.0,25.4,,37.9,81.2,42.5,,79.0,,,,,,,105.0,45.8,-41.0,,-45.0,,-50.0,-51.0,,,,,-85.0,,-28.0,,-67.0,-87.5,,-75.1,-31.8,-70.5,,-34.0,,,,,,,-8.0,-67.2,,False,,False,False,,,,,False,,True,,False,False,,False,True,False,,True,,,,,,,True,False
27067,690,636.0,,633.0,,542.0,1061.0,,,,,564.6,,514.0,,609.6,280.4,,347.9,546.2,349.3,,918.0,,,,421.9,,,458.0,237.0,-54.0,,-57.0,,-148.0,371.0,,,,,-125.4,,-176.0,,-80.4,-409.6,,-342.1,-143.8,-340.7,,228.0,,,,-268.1,,,-232.0,-453.0,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,,,False,,,False,False
27069,75,24.0,,22.6,,23.0,,,,,,14.5,,23.0,,18.5,4.6,,4.7,25.6,,,28.0,,,,,,,35.0,25.4,-51.0,,-52.5,,-52.0,,,,,,-60.5,,-52.0,,-56.5,-70.4,,-70.3,-49.4,,,-47.0,,,,,,,-40.0,-49.6,,False,,False,,,,,,False,,False,,False,False,,False,True,,,True,,,,,,,True,True
27071,43,48.0,,42.5,,39.0,0.0,,,,,30.4,,40.0,,44.8,23.1,,10.4,46.0,31.5,,92.0,,,,,,,75.0,24.6,5.0,,-0.5,,-4.0,-43.0,,,,,-12.6,,-3.0,,1.8,-19.9,,-32.6,3.0,-11.5,,49.0,,,,,,,32.0,-18.4,,True,,True,False,,,,,False,,True,,True,False,,False,True,False,,False,,,,,,,False,False
27073,50,63.0,,63.5,,54.0,49.0,,,,,27.6,,86.0,,111.2,23.0,,25.7,53.7,0.5,,64.0,,,,,,,59.0,39.2,13.0,,13.5,,4.0,-1.0,,,,,-22.4,,36.0,,61.2,-27.0,,-24.3,3.7,-49.5,,14.0,,,,,,,9.0,-10.8,,False,,True,True,,,,,False,,False,,False,False,,False,True,False,,False,,,,,,,True,True
27075,72,36.0,,36.8,,29.0,0.0,,,,,26.3,,26.0,,44.5,32.1,,29.2,46.6,2.8,,55.0,,,,,,,17.0,20.6,-36.0,,-35.2,,-43.0,-72.0,,,,,-45.7,,-46.0,,-27.5,-39.9,,-42.8,-25.4,-69.2,,-17.0,,,,,,,-55.0,-51.4,,True,,False,False,,,,,False,,False,,True,False,,False,True,False,,True,,,,,,,False,False
27077,22,15.0,,13.2,,11.0,0.0,,,,,10.9,,9.0,,61.8,7.7,,,13.0,,,30.0,,,,,,,7.0,9.9,-7.0,,-8.8,,-11.0,-22.0,,,,,-11.1,,-13.0,,39.8,-14.3,,,-9.0,,,8.0,,,,,,,-15.0,-12.1,,False,,False,False,,,,,False,,False,,False,False,,,False,,,False,,,,,,,False,False
27079,228,165.0,,165.2,,129.0,260.0,,,,,120.1,,129.0,,116.2,33.2,,88.6,121.4,102.4,,287.0,,,,,,,186.0,50.4,-63.0,,-62.8,,-99.0,32.0,,,,,-107.9,,-99.0,,-111.8,-194.8,,-139.4,-106.6,-125.6,,59.0,,,,,,,-42.0,-177.6,,True,,False,True,,,,,False,,False,,False,False,,False,False,False,,True,,,,,,,True,False
27081,65,51.0,,48.8,,49.0,20.0,,,,,40.0,,70.0,,58.0,14.2,,16.0,55.6,0.0,,85.0,,,,,,,35.0,31.2,-14.0,,-16.2,,-16.0,-45.0,,,,,-25.0,,5.0,,-7.0,-50.8,,-49.0,-9.4,-65.0,,20.0,,,,,,,-30.0,-33.8,,False,,False,False,,,,,False,,True,,True,False,,False,True,False,,False,,,,,,,False,False
27083,305,249.0,,253.1,,239.0,239.0,,,,,280.5,,410.0,,125.5,112.6,,119.8,177.6,256.6,,310.0,,,,,,,173.0,119.5,-56.0,,-51.9,,-66.0,-66.0,,,,,-24.5,,105.0,,-179.5,-192.4,,-185.2,-127.4,-48.4,,5.0,,,,,,,-132.0,-185.5,,True,,False,False,,,,,True,,False,,False,False,,False,False,True,,True,,,,,,,False,False
27085,251,87.0,,109.1,,88.0,80.0,,,,,132.6,,248.0,,88.0,116.9,,38.3,105.8,105.3,,96.0,,,,,,,119.0,59.5,-164.0,,-141.9,,-163.0,-171.0,,,,,-118.4,,-3.0,,-163.0,-134.1,,-212.7,-145.2,-145.7,,-155.0,,,,,,,-132.0,-191.5,,True,,True,False,,,,,True,,True,,True,True,,False,True,True,,True,,,,,,,True,False
27087,63,48.0,,56.1,,44.0,41.0,,,,,18.7,,24.0,,120.0,10.5,,21.3,48.5,,,54.0,,,,,,,47.0,155.4,-15.0,,-6.9,,-19.0,-22.0,,,,,-44.3,,-39.0,,57.0,-52.5,,-41.7,-14.5,,,-9.0,,,,,,,-16.0,92.4,,True,,False,False,,,,,False,,False,,False,False,,False,True,,,True,,,,,,,False,False
27089,162,42.0,,41.0,,40.0,0.0,,,,,31.5,,39.0,,51.2,14.3,,18.3,47.1,,,53.0,,,,,,,42.0,24.9,-120.0,,-121.0,,-122.0,-162.0,,,,,-130.5,,-123.0,,-110.8,-147.7,,-143.7,-114.9,,,-109.0,,,,,,,-120.0,-137.1,,False,,False,False,,,,,False,,False,,True,False,,False,True,,,True,,,,,,,False,False
27091,122,108.0,,115.5,,108.0,157.0,,,,,474.0,,181.0,,94.6,54.7,,52.2,112.5,0.0,,86.0,,,,,,,42.0,161.7,-14.0,,-6.5,,-14.0,35.0,,,,,352.0,,59.0,,-27.4,-67.3,,-69.8,-9.5,-122.0,,-36.0,,,,,,,-80.0,39.7,,True,,False,False,,,,,False,,False,,False,False,,False,True,False,,False,,,,,,,False,False
