,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
30051,25,64.0,,,,13.0,,79.1,,8.5,,,52.0,39.0,,,,-12.0,,54.1,,-16.5,,,27.0,,,,True,,False,,True,,,True
30053,283,88.0,,,,27.0,,65.7,104.7,0.0,,,248.0,-195.0,,,,-256.0,,-217.3,-178.3,-283.0,,,-35.0,,,,False,,False,True,False,,,True
30055,57,8.0,,,,38.0,,1.3,,0.7,,,1.0,-49.0,,,,-19.0,,-55.7,,-56.3,,,-56.0,,,,True,,False,,False,,,False
30057,155,8.0,,,,34.0,,14.1,,0.2,,,2.0,-147.0,,,,-121.0,,-140.9,,-154.8,,,-153.0,,,,True,,True,,False,,,False
30059,87,40.0,,,,21.0,,54.5,,1.8,,,47.0,-47.0,,,,-66.0,,-32.5,,-85.2,,,-40.0,,,,False,,True,,False,,,True
30061,15,0.0,,,,16.0,,1.6,,0.0,,,0.0,-15.0,,,,1.0,,-13.4,,-15.0,,,-15.0,,,,True,,True,,False,,,False
30063,2401,232.0,,,,1529.0,,498.8,693.0,78.9,,,1254.0,-2169.0,,,,-872.0,,-1902.2,-1708.0,-2322.1,,,-1147.0,,,,True,,True,True,False,,,True
30065,127,32.0,,,,87.0,,219.8,,0.8,,,25.0,-95.0,,,,-40.0,,92.8,,-126.2,,,-102.0,,,,True,,True,,False,,,False
30067,248,72.0,,,,46.0,,54.9,,0.1,,,184.0,-176.0,,,,-202.0,,-193.1,,-247.9,,,-64.0,,,,False,,False,,False,,,True
30069,5,0.0,,,,29.0,,3.5,,0.0,,,,-5.0,,,,24.0,,-1.5,,-5.0,,,,,,,False,,True,,False,,,
30071,98,0.0,,,,60.0,,0.6,0.0,0.7,,,0.0,-98.0,,,,-38.0,,-97.4,-98.0,-97.3,,,-98.0,,,,True,,True,False,True,,,False
30073,183,8.0,,,,14.0,,8.0,,1.6,,,7.0,-175.0,,,,-169.0,,-175.0,,-181.4,,,-176.0,,,,True,,True,,False,,,False
30075,72,0.0,,,,24.0,,5.4,,0.1,,,0.0,-72.0,,,,-48.0,,-66.6,,-71.9,,,-72.0,,,,True,,True,,True,,,False
30077,303,0.0,,,,75.0,,8.4,,1.1,,,0.0,-303.0,,,,-228.0,,-294.6,,-301.9,,,-303.0,,,,True,,True,,True,,,False
30079,35,0.0,,,,24.0,,0.6,,0.0,,,0.0,-35.0,,,,-11.0,,-34.4,,-35.0,,,-35.0,,,,True,,True,,False,,,False
30081,545,16.0,,,,119.0,,188.4,300.5,0.8,,,2.0,-529.0,,,,-426.0,,-356.6,-244.5,-544.2,,,-543.0,,,,True,,True,True,False,,,False
30083,323,32.0,,,,206.0,,49.4,,16.9,,,111.0,-291.0,,,,-117.0,,-273.6,,-306.1,,,-212.0,,,,True,,True,,False,,,True
30085,1017,104.0,,,,180.0,,351.0,,120.7,,,107.0,-913.0,,,,-837.0,,-666.0,,-896.3,,,-910.0,,,,True,,True,,True,,,True
30087,470,712.0,,,,125.0,,554.4,5.2,145.2,,,13.0,242.0,,,,-345.0,,84.4,-464.8,-324.8,,,-457.0,,,,False,,True,False,False,,,False
30089,78,8.0,,,,26.0,,22.1,,5.0,,,1.0,-70.0,,,,-52.0,,-55.9,,-73.0,,,-77.0,,,,True,,True,,False,,,False
30091,127,8.0,,,,36.0,,4.1,,1.7,,,110.0,-119.0,,,,-91.0,,-122.9,,-125.3,,,-17.0,,,,True,,False,,False,,,True
30093,628,248.0,,,,120.0,,1066.8,341.0,45.6,,,534.0,-380.0,,,,-508.0,,438.8,-287.0,-582.4,,,-94.0,,,,False,,False,True,False,,,True
30095,232,56.0,,,,27.0,,57.2,,27.5,,,42.0,-176.0,,,,-205.0,,-174.8,,-204.5,,,-190.0,,,,False,,True,,False,,,False
30097,100,16.0,,,,18.0,,109.6,,8.0,,,5.0,-84.0,,,,-82.0,,9.6,,-92.0,,,-95.0,,,,True,,True,,False,,,False
30099,92,8.0,,,,12.0,,10.6,,0.0,,,119.0,-84.0,,,,-80.0,,-81.4,,-92.0,,,27.0,,,,True,,True,,False,,,True
30101,404,56.0,,,,13.0,,51.8,,15.9,,,32.0,-348.0,,,,-391.0,,-352.2,,-388.1,,,-372.0,,,,False,,False,,False,,,False
30103,21,0.0,,,,33.0,,7.5,,0.0,,,0.0,-21.0,,,,12.0,,-13.5,,-21.0,,,-21.0,,,,True,,True,,False,,,False
30105,395,0.0,,,,104.0,,16.7,,2.9,,,0.0,-395.0,,,,-291.0,,-378.3,,-392.1,,,-395.0,,,,True,,True,,True,,,False
30107,71,24.0,,,,36.0,,18.3,,1.2,,,54.0,-47.0,,,,-35.0,,-52.7,,-69.8,,,-17.0,,,,True,,False,,False,,,True
30109,40,0.0,,,,27.0,,1.8,,0.7,,,0.0,-40.0,,,,-13.0,,-38.2,,-39.3,,,-40.0,,,,True,,True,,True,,,False
30111,5231,1744.0,,,,2231.0,,1505.6,1704.0,1295.3,1036.6,,612.0,-3487.0,,,,-3000.0,,-3725.4,-3527.0,-3935.7,-4194.4,,-4619.0,,,,True,,False,False,False,False,,False
31001,592,232.0,,,,499.0,,336.7,229.4,133.8,,,188.0,-360.0,,,,-93.0,,-255.3,-362.6,-458.2,,,-404.0,,,,True,,True,False,False,,,False
31003,174,64.0,,,,41.0,,54.0,,22.4,,,133.0,-110.0,,,,-133.0,,-120.0,,-151.6,,,-41.0,,,,False,,False,,False,,,True
31005,5,0.0,,,,10.0,,0.1,,0.0,,,0.0,-5.0,,,,5.0,,-4.9,,-5.0,,,-5.0,,,,False,,True,,False,,,False
31007,3,0.0,,,,19.0,,3.2,,0.0,,,0.0,-3.0,,,,16.0,,0.2,,-3.0,,,-3.0,,,,False,,True,,False,,,False
31009,7,0.0,,,,12.0,,0.8,,0.0,,,,-7.0,,,,5.0,,-6.2,,-7.0,,,,,,,True,,True,,False,,,
31011,159,104.0,,,,55.0,,175.0,,12.2,,,115.0,-55.0,,,,-104.0,,16.0,,-146.8,,,-44.0,,,,False,,True,,False,,,True
31013,296,88.0,,,,37.0,,104.8,,11.4,,,135.0,-208.0,,,,-259.0,,-191.2,,-284.6,,,-161.0,,,,False,,True,,False,,,True
31015,74,16.0,,,,24.0,,10.1,,0.0,,,78.0,-58.0,,,,-50.0,,-63.9,,-74.0,,,4.0,,,,True,,False,,False,,,True
31017,87,40.0,,,,22.0,,85.5,,7.4,,,121.0,-47.0,,,,-65.0,,-1.5,,-79.6,,,34.0,,,,False,,True,,False,,,True
31019,1458,864.0,,,,538.0,,1331.3,667.1,553.3,,,390.0,-594.0,,,,-920.0,,-126.7,-790.9,-904.7,,,-1068.0,,,,False,,True,False,False,,,False
31021,149,24.0,,,,37.0,,13.0,,23.2,,,4.0,-125.0,,,,-112.0,,-136.0,,-125.8,,,-145.0,,,,True,,False,,False,,,False
31023,247,32.0,,,,48.0,,29.2,52.8,39.6,,,4.0,-215.0,,,,-199.0,,-217.8,-194.2,-207.4,,,-243.0,,,,True,,False,True,True,,,False
31025,431,128.0,,,,71.0,,782.2,227.9,15.3,,,53.0,-303.0,,,,-360.0,,351.2,-203.1,-415.7,,,-378.0,,,,False,,False,True,False,,,False
31027,131,160.0,,,,102.0,,133.6,,19.4,,,237.0,29.0,,,,-29.0,,2.6,,-111.6,,,106.0,,,,False,,True,,False,,,False
31029,175,0.0,,,,23.0,,13.8,,2.9,,,1.0,-175.0,,,,-152.0,,-161.2,,-172.1,,,-174.0,,,,True,,True,,True,,,True
31031,71,56.0,,,,41.0,,188.7,,23.9,,,12.0,-15.0,,,,-30.0,,117.7,,-47.1,,,-59.0,,,,False,,False,,False,,,False
31033,177,8.0,,,,44.0,,11.2,,0.0,,,29.0,-169.0,,,,-133.0,,-165.8,,-177.0,,,-148.0,,,,True,,True,,False,,,True
31035,162,16.0,,,,36.0,,21.4,,1.2,,,1.0,-146.0,,,,-126.0,,-140.6,,-160.8,,,-161.0,,,,True,,True,,False,,,False
31037,307,80.0,,,,158.0,,35.7,4.9,59.8,,,0.0,-227.0,,,,-149.0,,-271.3,-302.1,-247.2,,,-307.0,,,,True,,False,False,False,,,False
31039,284,72.0,,,,78.0,,91.1,137.3,29.6,,,17.0,-212.0,,,,-206.0,,-192.9,-146.7,-254.4,,,-267.0,,,,True,,True,True,False,,,False
31041,224,24.0,,,,64.0,,20.8,,2.3,,,4.0,-200.0,,,,-160.0,,-203.2,,-221.7,,,-220.0,,,,True,,False,,False,,,False
31043,626,224.0,,,,191.0,,431.5,15.0,101.9,80.0,,96.0,-402.0,,,,-435.0,,-194.5,-611.0,-524.1,-546.0,,-530.0,,,,False,,True,False,False,False,,False
31045,205,136.0,,,,50.0,,127.8,0.0,2.5,,,42.0,-69.0,,,,-155.0,,-77.2,-205.0,-202.4,,,-163.0,,,,False,,False,False,False,,,False
31047,439,176.0,,,,138.0,,1041.3,8.9,28.6,121.3,,42.0,-263.0,,,,-301.0,,602.3,-430.1,-410.4,-317.7,,-397.0,,,,False,,False,False,False,False,,False
31049,17,0.0,,,,16.0,,0.2,,0.2,,,0.0,-17.0,,,,-1.0,,-16.8,,-16.8,,,-17.0,,,,True,,True,,True,,,False
31051,141,64.0,,,,39.0,,48.3,,8.6,,,28.0,-77.0,,,,-102.0,,-92.7,,-132.4,,,-113.0,,,,False,,False,,False,,,False
31053,1031,424.0,,,,218.0,,672.7,8.0,137.6,,,410.0,-607.0,,,,-813.0,,-358.3,-1023.0,-893.5,,,-621.0,,,,False,,True,False,False,,,False
31055,12006,4104.0,,,,3860.0,,2555.1,356.6,1395.2,2759.6,,1747.0,-7902.0,,,,-8146.0,,-9450.9,-11649.4,-10610.8,-9246.4,,-10259.0,,,,False,,False,False,False,False,,False
31057,30,8.0,,,,16.0,,4.9,,0.0,,,1.0,-22.0,,,,-14.0,,-25.1,,-30.0,,,-29.0,,,,True,,False,,False,,,False
31059,133,96.0,,,,32.0,,63.5,,17.9,,,90.0,-37.0,,,,-101.0,,-69.5,,-115.1,,,-43.0,,,,False,,False,,False,,,False
31061,92,0.0,,,,16.0,,0.5,,0.3,,,0.0,-92.0,,,,-76.0,,-91.5,,-91.7,,,-92.0,,,,True,,True,,True,,,False
31063,52,0.0,,,,18.0,,6.1,,0.0,,,0.0,-52.0,,,,-34.0,,-45.9,,-52.0,,,-52.0,,,,True,,True,,False,,,False
31065,116,16.0,,,,29.0,,6.6,,4.8,,,2.0,-100.0,,,,-87.0,,-109.4,,-111.2,,,-114.0,,,,True,,False,,False,,,False
31067,570,200.0,,,,52.0,,473.9,263.5,60.0,,,233.0,-370.0,,,,-518.0,,-96.1,-306.5,-510.0,,,-337.0,,,,False,,True,True,False,,,True
31069,47,8.0,,,,15.0,,7.1,,1.6,,,2.0,-39.0,,,,-32.0,,-39.9,,-45.4,,,-45.0,,,,True,,False,,False,,,False
31071,52,0.0,,,,17.0,,0.5,,0.0,,,0.0,-52.0,,,,-35.0,,-51.5,,-52.0,,,-52.0,,,,True,,True,,False,,,False
31073,49,48.0,,,,24.0,,25.7,,11.5,,,59.0,-1.0,,,,-25.0,,-23.3,,-37.5,,,10.0,,,,False,,False,,False,,,False
31075,8,0.0,,,,17.0,,0.7,,0.0,,,,-8.0,,,,9.0,,-7.3,,-8.0,,,,,,,False,,True,,False,,,
31077,41,40.0,,,,16.0,,25.4,,14.6,,,93.0,-1.0,,,,-25.0,,-15.6,,-26.4,,,52.0,,,,False,,False,,False,,,False
31079,1174,272.0,,,,837.0,,784.9,32.8,163.7,250.6,,84.0,-902.0,,,,-337.0,,-389.1,-1141.2,-1010.3,-923.4,,-1090.0,,,,True,,True,False,False,False,,False
31081,193,24.0,,,,73.0,,17.3,43.8,8.3,,,21.0,-169.0,,,,-120.0,,-175.7,-149.2,-184.7,,,-172.0,,,,True,,False,True,False,,,False
31083,70,0.0,,,,21.0,,3.0,,0.0,,,0.0,-70.0,,,,-49.0,,-67.0,,-70.0,,,-70.0,,,,True,,True,,True,,,False
31085,29,0.0,,,,16.0,,3.7,,0.0,,,,-29.0,,,,-13.0,,-25.3,,-29.0,,,,,,,True,,True,,False,,,
31087,62,0.0,,,,16.0,,0.1,,0.0,,,0.0,-62.0,,,,-46.0,,-61.9,,-62.0,,,-62.0,,,,True,,True,,False,,,False
31089,343,80.0,,,,94.0,,152.1,,6.2,,,206.0,-263.0,,,,-249.0,,-190.9,,-336.8,,,-137.0,,,,True,,True,,False,,,True
31091,21,8.0,,,,16.0,,21.8,,1.0,,,1.0,-13.0,,,,-5.0,,0.8,,-20.0,,,-20.0,,,,True,,True,,False,,,False
31093,133,48.0,,,,24.0,,34.1,,22.3,,,133.0,-85.0,,,,-109.0,,-98.9,,-110.7,,,0.0,,,,False,,False,,False,,,True
31095,115,24.0,,,,23.0,,36.7,,1.4,,,20.0,-91.0,,,,-92.0,,-78.3,,-113.6,,,-95.0,,,,False,,True,,False,,,False
31097,112,40.0,,,,33.0,,52.1,,24.0,,,18.0,-72.0,,,,-79.0,,-59.9,,-88.0,,,-94.0,,,,False,,True,,False,,,False
31099,183,80.0,,,,32.0,,52.0,0.0,2.2,,,43.0,-103.0,,,,-151.0,,-131.0,-183.0,-180.8,,,-140.0,,,,False,,False,False,False,,,False
31101,102,24.0,,,,35.0,,20.0,,2.4,,,65.0,-78.0,,,,-67.0,,-82.0,,-99.6,,,-37.0,,,,True,,False,,False,,,True
31103,8,8.0,,,,19.0,,2.2,,2.9,,,26.0,0.0,,,,11.0,,-5.8,,-5.1,,,18.0,,,,False,,False,,False,,,False
31105,74,0.0,,,,24.0,,14.4,,0.0,,,0.0,-74.0,,,,-50.0,,-59.6,,-74.0,,,-74.0,,,,True,,True,,False,,,False
31107,236,80.0,,,,58.0,,112.6,,8.9,,,19.0,-156.0,,,,-178.0,,-123.4,,-227.1,,,-217.0,,,,False,,True,,False,,,False
31109,5725,5640.0,,,,3771.0,,3834.8,2930.8,1207.2,8988.2,,4915.0,-85.0,,,,-1954.0,,-1890.2,-2794.2,-4517.8,3263.2,,-810.0,,,,False,,False,False,False,False,,False
31111,1049,72.0,,,,223.0,,1610.6,556.2,44.7,,,8.0,-977.0,,,,-826.0,,561.6,-492.8,-1004.3,,,-1041.0,,,,True,,True,True,False,,,False
31113,15,8.0,,,,19.0,,34.8,,1.3,,,3.0,-7.0,,,,4.0,,19.8,,-13.7,,,-12.0,,,,True,,False,,False,,,False
31115,11,0.0,,,,16.0,,1.2,,0.0,,,0.0,-11.0,,,,5.0,,-9.8,,-11.0,,,-11.0,,,,True,,True,,False,,,False
31117,6,0.0,,,,14.0,,3.5,,0.0,,,0.0,-6.0,,,,8.0,,-2.5,,-6.0,,,-6.0,,,,False,,True,,False,,,False
31119,1183,560.0,,,,586.0,,650.2,12.1,249.8,,,453.0,-623.0,,,,-597.0,,-532.8,-1170.9,-933.2,,,-730.0,,,,True,,True,False,False,,,False
31121,158,24.0,,,,29.0,,21.3,,6.1,,,5.0,-134.0,,,,-129.0,,-136.7,,-151.9,,,-153.0,,,,True,,False,,False,,,False
31123,99,32.0,,,,21.0,,20.7,,34.1,,,99.0,-67.0,,,,-78.0,,-78.3,,-64.9,,,0.0,,,,False,,False,,True,,,True
31125,132,32.0,,,,22.0,,46.5,,0.0,,,25.0,-100.0,,,,-110.0,,-85.5,,-132.0,,,-107.0,,,,False,,True,,False,,,False
31127,111,96.0,,,,35.0,,81.1,0.3,13.7,,,16.0,-15.0,,,,-76.0,,-29.9,-110.7,-97.3,,,-95.0,,,,False,,False,False,False,,,False
31129,115,16.0,,,,16.0,,15.4,,0.5,,,24.0,-99.0,,,,-99.0,,-99.6,,-114.5,,,-91.0,,,,False,,False,,False,,,True
31131,304,40.0,,,,63.0,,821.3,11.0,1.9,,,4.0,-264.0,,,,-241.0,,517.3,-293.0,-302.1,,,-300.0,,,,True,,False,False,False,,,False
31133,26,8.0,,,,14.0,,7.2,,1.4,,,6.0,-18.0,,,,-12.0,,-18.8,,-24.6,,,-20.0,,,,True,,False,,False,,,False
31135,27,8.0,,,,17.0,,15.4,,3.0,,,23.0,-19.0,,,,-10.0,,-11.6,,-24.0,,,-4.0,,,,True,,True,,False,,,True
31137,273,80.0,,,,45.0,,52.1,,20.8,,,28.0,-193.0,,,,-228.0,,-220.9,,-252.2,,,-245.0,,,,False,,False,,False,,,False
31139,202,128.0,,,,42.0,,136.7,,1.6,,,107.0,-74.0,,,,-160.0,,-65.3,,-200.4,,,-95.0,,,,False,,True,,False,,,False
31141,1065,480.0,,,,330.0,,571.9,22.2,35.2,,,360.0,-585.0,,,,-735.0,,-493.1,-1042.8,-1029.8,,,-705.0,,,,False,,True,False,False,,,False
31143,195,64.0,,,,16.0,,28.6,,4.5,,,184.0,-131.0,,,,-179.0,,-166.4,,-190.5,,,-11.0,,,,False,,False,,False,,,True
31145,316,16.0,,,,60.0,,8.7,,4.7,,,94.0,-300.0,,,,-256.0,,-307.3,,-311.3,,,-222.0,,,,True,,False,,False,,,True
31147,129,72.0,,,,35.0,,53.6,,44.0,,,114.0,-57.0,,,,-94.0,,-75.4,,-85.0,,,-15.0,,,,False,,False,,False,,,True
31149,37,112.0,,,,33.0,,204.2,,7.9,,,32.0,75.0,,,,-4.0,,167.2,,-29.1,,,-5.0,,,,True,,False,,True,,,True
31151,414,144.0,,,,142.0,,81.9,2.1,24.3,,,28.0,-270.0,,,,-272.0,,-332.1,-411.9,-389.7,,,-386.0,,,,False,,False,False,False,,,False
31153,4178,1304.0,,,,880.0,,1237.7,489.4,815.0,997.5,,855.0,-2874.0,,,,-3298.0,,-2940.3,-3688.6,-3363.0,-3180.5,,-3323.0,,,,False,,False,False,False,False,,False
31155,526,440.0,,,,65.0,,880.3,231.8,53.0,,,378.0,-86.0,,,,-461.0,,354.3,-294.2,-473.0,,,-148.0,,,,False,,False,False,False,,,False
31157,1282,128.0,,,,120.0,,243.2,147.1,10.7,,,48.0,-1154.0,,,,-1162.0,,-1038.8,-1134.9,-1271.3,,,-1234.0,,,,False,,True,True,False,,,False
31159,349,112.0,,,,69.0,,607.5,200.2,35.7,,,88.0,-237.0,,,,-280.0,,258.5,-148.8,-313.3,,,-261.0,,,,False,,False,True,False,,,False
31161,138,56.0,,,,22.0,,71.3,,4.8,,,23.0,-82.0,,,,-116.0,,-66.7,,-133.2,,,-115.0,,,,False,,True,,False,,,False
31163,57,8.0,,,,16.0,,9.0,,0.0,,,1.0,-49.0,,,,-41.0,,-48.0,,-57.0,,,-56.0,,,,True,,True,,False,,,False
31165,5,8.0,,,,33.0,,5.9,,0.5,,,25.0,3.0,,,,28.0,,0.9,,-4.5,,,20.0,,,,False,,True,,False,,,False
31167,75,8.0,,,,35.0,,9.0,,0.3,,,4.0,-67.0,,,,-40.0,,-66.0,,-74.7,,,-71.0,,,,True,,True,,False,,,False
31169,68,8.0,,,,15.0,,5.0,,4.3,,,131.0,-60.0,,,,-53.0,,-63.0,,-63.7,,,63.0,,,,True,,False,,False,,,False
31171,20,0.0,,,,23.0,,9.4,,2.8,,,1.0,-20.0,,,,3.0,,-10.6,,-17.2,,,-19.0,,,,True,,True,,True,,,True
31173,156,48.0,,,,70.0,,45.0,0.0,7.6,,,9.0,-108.0,,,,-86.0,,-111.0,-156.0,-148.4,,,-147.0,,,,True,,False,False,False,,,False
31175,88,40.0,,,,24.0,,26.0,,0.8,,,142.0,-48.0,,,,-64.0,,-62.0,,-87.2,,,54.0,,,,False,,False,,False,,,False
31177,496,80.0,,,,81.0,,453.6,234.4,4.9,,,60.0,-416.0,,,,-415.0,,-42.4,-261.6,-491.1,,,-436.0,,,,True,,True,True,False,,,False
31179,406,168.0,,,,86.0,,85.9,,47.3,,,157.0,-238.0,,,,-320.0,,-320.1,,-358.7,,,-249.0,,,,False,,False,,False,,,False
31181,123,0.0,,,,19.0,,3.3,,1.7,,,0.0,-123.0,,,,-104.0,,-119.7,,-121.3,,,-123.0,,,,True,,True,,True,,,False
31183,4,0.0,,,,11.0,,1.2,,2.6,,,0.0,-4.0,,,,7.0,,-2.8,,-1.4,,,-4.0,,,,False,,True,,True,,,False
31185,544,112.0,,,,43.0,,1130.7,140.6,8.6,,,132.0,-432.0,,,,-501.0,,586.7,-403.4,-535.4,,,-412.0,,,,False,,False,True,False,,,True
32001,288,0.0,,,,47.0,,417.3,68.4,1.4,,,2.0,-288.0,,,,-241.0,,129.3,-219.6,-286.6,,,-286.0,,,,True,,True,True,True,,,True
32003,25613,12664.0,,,,10874.0,,7570.8,3443.2,2847.0,9495.8,,4064.0,-12949.0,,,,-14739.0,,-18042.2,-22169.8,-22766.0,-16117.2,,-21549.0,,,,False,,False,False,False,False,,False
32005,185,64.0,,,,43.0,,386.0,260.2,43.8,,,22.0,-121.0,,,,-142.0,,201.0,75.2,-141.2,,,-163.0,,,,False,,False,True,False,,,False
32007,868,128.0,,,,482.0,,846.2,469.9,170.6,,,60.0,-740.0,,,,-386.0,,-21.8,-398.1,-697.4,,,-808.0,,,,True,,True,True,True,,,False
32009,0,0.0,,,,6.0,,3.2,,0.0,,,,0.0,,,,6.0,,3.2,,0.0,,,,,,,False,,False,,True,,,
32011,5,16.0,,,,22.0,,66.8,,8.5,,,9.0,11.0,,,,17.0,,61.8,,3.5,,,4.0,,,,False,,False,,True,,,True
32013,78,32.0,,,,112.0,,40.7,22.9,17.4,,,97.0,-46.0,,,,34.0,,-37.3,-55.1,-60.6,,,19.0,,,,True,,True,False,False,,,True
32015,55,16.0,,,,40.0,,22.9,,13.0,,,7.0,-39.0,,,,-15.0,,-32.1,,-42.0,,,-48.0,,,,True,,True,,False,,,False
32017,44,0.0,,,,26.0,,37.4,,0.0,,,0.0,-44.0,,,,-18.0,,-6.6,,-44.0,,,-44.0,,,,True,,True,,False,,,False
32019,293,160.0,,,,54.0,,678.3,615.6,153.4,,,77.0,-133.0,,,,-239.0,,385.3,322.6,-139.6,,,-216.0,,,,False,,False,False,False,,,False
32021,9,8.0,,,,15.0,,9.4,,0.2,,,88.0,-1.0,,,,6.0,,0.4,,-8.8,,,79.0,,,,False,,True,,False,,,False
32023,378,64.0,,,,81.0,,497.4,233.3,4.4,,,34.0,-314.0,,,,-297.0,,119.4,-144.7,-373.6,,,-344.0,,,,True,,True,True,False,,,False
32027,9,8.0,,,,25.0,,9.2,,0.2,,,0.0,-1.0,,,,16.0,,0.2,,-8.8,,,-9.0,,,,False,,True,,False,,,False
32029,16,8.0,,,,8.0,,46.4,,2.1,,,17.0,-8.0,,,,-8.0,,30.4,,-13.9,,,1.0,,,,False,,False,,False,,,True
32031,7195,3384.0,,,,2486.0,,2257.4,1803.4,2383.2,1958.2,,1867.0,-3811.0,,,,-4709.0,,-4937.6,-5391.6,-4811.9,-5236.8,,-5328.0,,,,False,,False,False,False,False,,False
32033,110,112.0,,,,77.0,,287.2,,17.1,,,178.0,2.0,,,,-33.0,,177.2,,-92.9,,,68.0,,,,False,,False,,False,,,False
32510,391,280.0,,,,105.0,,446.1,544.7,160.7,,,400.0,-111.0,,,,-286.0,,55.1,153.7,-230.3,,,9.0,,,,False,,True,False,False,,,True
33001,150,32.0,,,,81.0,,86.3,209.4,13.3,,,81.0,-118.0,,,,-69.0,,-63.7,59.4,-136.7,,,-69.0,,,,True,,True,True,False,,,True
33003,67,64.0,,,,114.0,,109.1,368.3,26.4,,,215.0,-3.0,,,,47.0,,42.1,301.3,-40.6,,,148.0,,,,False,,False,False,False,,,False
33005,101,40.0,,,,103.0,,112.0,681.8,9.0,,,15.0,-61.0,,,,2.0,,11.0,580.8,-92.0,,,-86.0,,,,True,,True,False,False,,,False
33007,137,0.0,,,,27.0,,56.8,,1.6,,,0.0,-137.0,,,,-110.0,,-80.2,,-135.4,,,-137.0,,,,True,,True,,True,,,False
33009,176,64.0,,,,90.0,,116.9,108.6,31.3,,,472.0,-112.0,,,,-86.0,,-59.1,-67.4,-144.7,,,296.0,,,,True,,True,True,False,,,False
33011,1728,680.0,,,,203.0,,392.4,544.1,396.4,508.6,,917.0,-1048.0,,,,-1525.0,,-1335.6,-1183.9,-1331.6,-1219.4,,-811.0,,,,False,,False,False,False,False,,True
33013,519,152.0,,,,90.0,,167.0,328.1,116.1,,,584.0,-367.0,,,,-429.0,,-352.0,-190.9,-402.9,,,65.0,,,,False,,True,True,False,,,True
33015,1125,544.0,,,,280.0,,361.5,653.2,357.5,402.7,,1727.0,-581.0,,,,-845.0,,-763.5,-471.8,-767.5,-722.3,,602.0,,,,False,,False,True,False,False,,False
33017,459,304.0,,,,281.0,,339.5,391.5,112.9,,,1141.0,-155.0,,,,-178.0,,-119.5,-67.5,-346.1,,,682.0,,,,False,,True,True,False,,,False
33019,69,8.0,,,,49.0,,75.1,,4.1,,,2.0,-61.0,,,,-20.0,,6.1,,-64.9,,,-67.0,,,,True,,True,,False,,,False
34001,2608,664.0,,,,663.0,,406.2,561.7,307.5,564.3,,820.0,-1944.0,,,,-1945.0,,-2201.8,-2046.3,-2300.5,-2043.7,,-1788.0,,,,False,,False,False,False,False,,True
34003,5728,1440.0,,,,1410.0,,797.2,4498.7,449.9,4524.9,,569.0,-4288.0,,,,-4318.0,,-4930.8,-1229.3,-5278.1,-1203.1,,-5159.0,,,,False,,False,True,False,True,,False
34005,2989,1224.0,,,,991.0,,678.0,900.5,978.8,1386.0,,1096.0,-1765.0,,,,-1998.0,,-2311.0,-2088.5,-2010.2,-1603.0,,-1893.0,,,,False,,False,False,False,True,,False
34007,4154,1344.0,,,,1524.0,,817.1,1040.9,1048.4,1164.5,,1059.0,-2810.0,,,,-2630.0,,-3336.9,-3113.1,-3105.6,-2989.5,,-3095.0,,,,True,,False,False,False,False,,False
34009,643,272.0,,,,238.0,,247.7,284.8,54.8,,,516.0,-371.0,,,,-405.0,,-395.3,-358.2,-588.2,,,-127.0,,,,False,,False,True,False,,,True
34011,806,552.0,,,,688.0,,378.7,14.2,1009.9,358.8,,505.0,-254.0,,,,-118.0,,-427.3,-791.8,203.9,-447.2,,-301.0,,,,True,,False,False,True,False,,False
34013,7357,1160.0,,,,1568.0,,904.0,1417.4,6224.7,1089.6,,689.0,-6197.0,,,,-5789.0,,-6453.0,-5939.6,-1132.3,-6267.4,,-6668.0,,,,True,,False,True,True,False,,False
34015,2645,1952.0,,,,950.0,,970.9,983.1,3163.8,1386.3,,4000.0,-693.0,,,,-1695.0,,-1674.1,-1661.9,518.8,-1258.7,,1355.0,,,,False,,False,False,True,False,,False
34017,5352,952.0,,,,1150.0,,1396.2,949.1,257.2,1081.7,,848.0,-4400.0,,,,-4202.0,,-3955.8,-4402.9,-5094.8,-4270.3,,-4504.0,,,,True,,True,False,False,True,,False
34019,602,200.0,,,,284.0,,248.1,555.8,143.3,67.8,,433.0,-402.0,,,,-318.0,,-353.9,-46.2,-458.7,-534.2,,-169.0,,,,True,,True,True,False,False,,True
