,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
42063,312,428.0,,521.0,,369.0,393.0,183.0,,,,,348.5,,627.3,,,947.0,388.1,,463.4,479.5,,307.0,333.1,,,,436.0,602.1,,,,,,570.7,,,,215.8,403.1,116.0,,209.0,,57.0,81.0,-129.0,,,,,36.5,,315.3,,,635.0,76.1,,151.4,167.5,,-5.0,21.1,,,,124.0,290.1,,,,,,258.7,,,,-96.2,91.1,,False,,True,True,False,,,,,True,,False,,,False,True,,False,False,,True,True,,,,False,False,,,,,,False,,,,True,True
42065,260,488.0,,467.6,,377.0,382.0,536.0,,,,,235.9,,514.3,,,467.0,447.5,,353.9,402.0,,387.0,322.5,,,,437.0,420.8,,,,,,,,,,257.3,386.4,228.0,,207.6,,117.0,122.0,276.0,,,,,-24.1,,254.3,,,207.0,187.5,,93.9,142.0,,127.0,62.5,,,,177.0,160.8,,,,,,,,,,-2.7,126.4,,True,,True,True,False,,,,,True,,False,,,True,True,,True,True,,True,True,,,,True,True,,,,,,,,,,True,True
42067,125,196.0,,189.6,,162.0,171.0,161.0,,,,,136.8,,234.6,,,242.0,139.1,,190.3,,,119.0,127.3,,,,188.0,204.3,,,,,,,,,,105.6,224.0,71.0,,64.6,,37.0,46.0,36.0,,,,,11.8,,109.6,,,117.0,14.1,,65.3,,,-6.0,2.3,,,,63.0,79.3,,,,,,,,,,-19.4,99.0,,True,,True,True,True,,,,,True,,False,,,False,True,,True,,,True,True,,,,True,False,,,,,,,,,,True,False
42069,1521,2336.0,,2338.9,,1686.0,1809.0,1882.0,,,,,1397.7,,2044.5,,1384.9,2290.0,1742.6,,1809.3,2467.5,,1361.5,1453.1,,,,1676.0,2709.4,,,,,,3925.9,1087.0,,,1889.6,2119.5,815.0,,817.9,,165.0,288.0,361.0,,,,,-123.3,,523.5,,-136.1,769.0,221.6,,288.3,946.5,,-159.5,-67.9,,,,155.0,1188.4,,,,,,2404.9,-434.0,,,368.6,598.5,,False,,True,True,True,,,,,True,,True,,True,True,True,,True,False,,True,True,,,,True,False,,,,,,False,True,,,True,True
42071,5359,9992.0,,9586.2,8307.2,7292.0,6871.0,6718.0,,,,,3881.2,,7369.8,,10709.2,5592.0,3839.0,,6421.9,7907.0,,6616.5,7588.0,,,,6500.0,5504.0,,,,,,9596.5,11173.0,,,8889.2,7669.9,4633.0,,4227.2,2948.2,1933.0,1512.0,1359.0,,,,,-1477.8,,2010.8,,5350.2,233.0,-1520.0,,1062.9,2548.0,,1257.5,2229.0,,,,1141.0,145.0,,,,,,4237.5,5814.0,,,3530.2,2310.9,,True,True,True,True,True,,,,,True,,True,,False,True,True,,True,True,,True,True,,,,True,True,,,,,,True,False,,,True,True
42073,561,728.0,,690.5,,533.0,646.0,533.0,,,,,473.1,,532.9,,,975.0,383.1,,547.7,497.5,,521.0,530.1,,,,572.0,803.4,,,,,,973.0,,,,368.9,682.4,167.0,,129.5,,-28.0,85.0,-28.0,,,,,-87.9,,-28.1,,,414.0,-177.9,,-13.3,-63.5,,-40.0,-30.9,,,,11.0,242.4,,,,,,412.0,,,,-192.1,121.4,,True,,True,True,True,,,,,True,,True,,,False,False,,True,True,,True,True,,,,True,False,,,,,,False,,,,False,True
42075,1083,1864.0,,2019.0,,1411.0,1629.0,1264.0,,,,,1051.8,,1722.9,,,1551.0,1172.2,,1534.4,1565.5,,1374.0,1344.3,,,,1338.0,2803.9,,,,,,2254.7,857.0,,,1792.4,1722.0,781.0,,936.0,,328.0,546.0,181.0,,,,,-31.2,,639.9,,,468.0,89.2,,451.4,482.5,,291.0,261.3,,,,255.0,1720.9,,,,,,1171.7,-226.0,,,709.4,639.0,,False,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,False,,,,,,False,True,,,True,True
42077,2681,5440.0,,5452.6,5152.4,3998.0,4195.0,4742.0,,,,,2960.9,,4757.1,,3570.0,4117.0,2471.1,,4495.4,4665.5,,3522.5,3765.3,,,,3701.0,5621.8,,,,,,5653.3,2804.0,,,5088.0,4794.7,2759.0,,2771.6,2471.4,1317.0,1514.0,2061.0,,,,,279.9,,2076.1,,889.0,1436.0,-209.9,,1814.4,1984.5,,841.5,1084.3,,,,1020.0,2940.8,,,,,,2972.3,123.0,,,2407.0,2113.7,,False,True,True,True,True,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,False,,,,,,False,True,,,True,True
42079,2124,4768.0,,4891.6,,3558.0,3352.0,4138.0,,,,,2266.3,,4423.7,,3920.4,3320.0,2138.4,,3571.5,4136.0,,2904.5,3411.0,,,,2816.0,3606.1,,,,,,4357.6,4239.0,,,2336.5,3897.8,2644.0,,2767.6,,1434.0,1228.0,2014.0,,,,,142.3,,2299.7,,1796.4,1196.0,14.4,,1447.5,2012.0,,780.5,1287.0,,,,692.0,1482.1,,,,,,2233.6,2115.0,,,212.5,1773.8,,False,,True,True,True,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,True,,,,,,True,True,,,True,True
42081,1197,1400.0,,1381.4,,1073.0,1071.0,1119.0,,,,,918.0,,1274.5,,,1065.0,926.2,,1091.4,1130.5,,796.0,943.3,,,,1012.0,1140.3,,,,,,1893.9,,,,515.3,1275.7,203.0,,184.4,,-124.0,-126.0,-78.0,,,,,-279.0,,77.5,,,-132.0,-270.8,,-105.6,-66.5,,-401.0,-253.7,,,,-185.0,-56.7,,,,,,696.9,,,,-681.7,78.7,,True,,True,True,True,,,,,False,,True,,,True,False,,True,True,,False,False,,,,True,True,,,,,,False,,,,False,True
42083,312,1296.0,,1366.1,,692.0,670.0,1394.0,,,,,310.2,,617.6,,,383.0,770.0,,522.4,499.0,,459.0,533.4,,,,826.0,593.8,,,,,,,,,,1006.4,,984.0,,1054.1,,380.0,358.0,1082.0,,,,,-1.8,,305.6,,,71.0,458.0,,210.4,187.0,,147.0,221.4,,,,514.0,281.8,,,,,,,,,,694.4,,,False,,True,True,False,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,,,,,,,,,,True,
42085,555,936.0,,961.9,,701.0,797.0,655.0,,,,,716.0,,1086.7,,,1144.0,713.4,,674.9,674.0,,555.5,657.5,,,,875.0,1018.2,,,,,,1167.4,,,,314.9,902.0,381.0,,406.9,,146.0,242.0,100.0,,,,,161.0,,531.7,,,589.0,158.4,,119.9,119.0,,0.5,102.5,,,,320.0,463.2,,,,,,612.4,,,,-240.1,347.0,,False,,True,True,True,,,,,True,,False,,,False,True,,True,True,,True,True,,,,True,False,,,,,,False,,,,True,True
42087,306,608.0,,595.3,,468.0,484.0,554.0,,,,,369.2,,476.3,,,497.0,331.2,,412.7,290.0,,355.5,458.0,,,,458.0,378.3,,,,,,922.4,,,,531.4,596.2,302.0,,289.3,,162.0,178.0,248.0,,,,,63.2,,170.3,,,191.0,25.2,,106.7,-16.0,,49.5,152.0,,,,152.0,72.3,,,,,,616.4,,,,225.4,290.2,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,,,,,,False,,,,True,True
42089,1086,1772.0,,1800.3,,1351.0,1383.0,1705.0,,,,,992.8,,1541.3,,1282.7,1717.0,990.8,,1406.7,1642.0,,1375.5,1293.1,,,,1038.0,2014.3,,,,,,1874.9,998.0,,,1719.1,1366.9,686.0,,714.3,,265.0,297.0,619.0,,,,,-93.2,,455.3,,196.7,631.0,-95.2,,320.7,556.0,,289.5,207.1,,,,-48.0,928.3,,,,,,788.9,-88.0,,,633.1,280.9,,False,,True,True,True,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,False,,,,,,False,True,,,True,True
42091,5431,11008.0,,11125.2,9645.4,8136.0,7716.0,11527.0,,,,,5232.4,,8419.6,,10734.2,8519.0,5054.4,,8984.9,7709.0,,6775.0,8233.6,,,,5691.0,9174.5,,,,,,10618.8,8589.0,,,9012.1,8987.6,5577.0,,5694.2,4214.4,2705.0,2285.0,6096.0,,,,,-198.6,,2988.6,,5303.2,3088.0,-376.6,,3553.9,2278.0,,1344.0,2802.6,,,,260.0,3743.5,,,,,,5187.8,3158.0,,,3581.1,3556.6,,False,True,True,True,False,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,True,,,,,,True,True,,,True,True
42093,203,328.0,,329.3,,196.0,240.0,92.0,,,,,116.1,,393.1,,,187.0,101.0,,211.2,,,202.0,406.0,,,,225.0,261.4,,,,,,,,,,281.2,220.1,125.0,,126.3,,-7.0,37.0,-111.0,,,,,-86.9,,190.1,,,-16.0,-102.0,,8.2,,,-1.0,203.0,,,,22.0,58.4,,,,,,,,,,78.2,17.1,,False,,True,True,True,,,,,True,,False,,,True,True,,True,,,True,False,,,,True,True,,,,,,,,,,True,True
42095,3432,6060.0,,6220.8,,4591.0,4392.0,5495.0,,,,,2623.5,,3602.5,,5730.2,3328.0,3095.2,,4013.4,4454.0,,4313.0,4384.9,,,,3634.0,5540.8,,,,,,6615.1,4559.0,,,5132.3,4491.2,2628.0,,2788.8,,1159.0,960.0,2063.0,,,,,-808.5,,170.5,,2298.2,-104.0,-336.8,,581.4,1022.0,,881.0,952.9,,,,202.0,2108.8,,,,,,3183.1,1127.0,,,1700.3,1059.2,,False,,True,True,True,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,True,,,,,,False,True,,,True,True
42097,1140,1468.0,,1492.3,,1084.0,1115.0,1365.0,,,,,681.3,,1162.8,,,897.0,971.2,,879.2,933.5,,1048.5,1006.7,,,,1030.0,1582.3,,,,,,808.0,,,,1437.0,1137.2,328.0,,352.3,,-56.0,-25.0,225.0,,,,,-458.7,,22.8,,,-243.0,-168.8,,-260.8,-206.5,,-91.5,-133.3,,,,-110.0,442.3,,,,,,-332.0,,,,297.0,-2.8,,False,,True,True,True,,,,,False,,True,,,True,True,,True,True,,True,True,,,,True,False,,,,,,False,,,,True,True
42099,343,996.0,,952.5,,579.0,572.0,247.0,,,,,312.5,,494.3,,,425.0,146.6,,472.7,553.5,,431.0,587.5,,,,629.0,645.1,,,,,,717.0,,,,742.4,623.3,653.0,,609.5,,236.0,229.0,-96.0,,,,,-30.5,,151.3,,,82.0,-196.4,,129.7,210.5,,88.0,244.5,,,,286.0,302.1,,,,,,374.0,,,,399.4,280.3,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,,,,,,True,,,,True,True
42101,8411,12396.0,,12362.1,16118.3,9615.0,9091.0,23550.0,,,,,8198.6,,6880.0,,7967.5,13180.0,9334.7,,14203.4,22025.0,,8239.0,8497.4,,,,6533.0,11110.4,,,,,,16999.2,3308.0,,,5017.1,9945.5,3985.0,,3951.1,7707.3,1204.0,680.0,15139.0,,,,,-212.4,,-1531.0,,-443.5,4769.0,923.7,,5792.4,13614.0,,-172.0,86.4,,,,-1878.0,2699.4,,,,,,8588.2,-5103.0,,,-3393.9,1534.5,,True,False,True,True,False,,,,,True,,True,,True,False,True,,False,False,,True,True,,,,True,True,,,,,,False,False,,,True,True
42103,392,508.0,,514.9,,393.0,399.0,276.0,,,,,256.5,,425.1,,,466.0,398.4,,605.6,420.5,,407.5,360.8,,,,450.0,473.6,,,,,,,,,,501.8,378.1,116.0,,122.9,,1.0,7.0,-116.0,,,,,-135.5,,33.1,,,74.0,6.4,,213.6,28.5,,15.5,-31.2,,,,58.0,81.6,,,,,,,,,,109.8,-13.9,,False,,True,True,False,,,,,False,,True,,,True,True,,False,True,,True,True,,,,True,True,,,,,,,,,,True,True
42105,115,100.0,,97.6,,76.0,96.0,55.0,,,,,74.6,,200.4,,,130.0,50.9,,101.2,,,58.0,83.2,,,,73.0,218.2,,,,,,,,,,6.0,115.9,-15.0,,-17.4,,-39.0,-19.0,-60.0,,,,,-40.4,,85.4,,,15.0,-64.1,,-13.8,,,-57.0,-31.8,,,,-42.0,103.2,,,,,,,,,,-109.0,0.9,,False,,False,False,False,,,,,False,,False,,,False,False,,True,,,False,False,,,,False,False,,,,,,,,,,False,True
42107,853,1844.0,,1877.4,,1271.0,1540.0,878.0,,,,,1042.1,,1896.6,,,1508.0,874.0,,1453.5,1238.0,,1264.0,1259.8,,,,1380.0,2560.3,,,,,,1965.3,809.0,,,856.8,1612.1,991.0,,1024.4,,418.0,687.0,25.0,,,,,189.1,,1043.6,,,655.0,21.0,,600.5,385.0,,411.0,406.8,,,,527.0,1707.3,,,,,,1112.3,-44.0,,,3.8,759.1,,False,,True,True,True,,,,,True,,False,,,True,True,,True,True,,True,True,,,,True,False,,,,,,False,True,,,True,True
42109,455,488.0,,497.6,,323.0,372.0,251.0,,,,,274.6,,423.2,,,400.0,239.8,,317.5,460.0,,270.0,312.3,,,,370.0,660.8,,,,,,874.2,,,,290.9,418.6,33.0,,42.6,,-132.0,-83.0,-204.0,,,,,-180.4,,-31.8,,,-55.0,-215.2,,-137.5,5.0,,-185.0,-142.7,,,,-85.0,205.8,,,,,,419.2,,,,-164.1,-36.4,,False,,False,False,False,,,,,False,,True,,,False,False,,False,True,,False,False,,,,False,False,,,,,,False,,,,False,False
42111,370,704.0,,563.7,,515.0,617.0,536.0,,,,,555.1,,790.0,,,849.0,264.9,,687.1,360.5,,349.0,492.0,,,,576.0,951.8,,,,,,1746.0,,,,211.8,819.1,334.0,,193.7,,145.0,247.0,166.0,,,,,185.1,,420.0,,,479.0,-105.1,,317.1,-9.5,,-21.0,122.0,,,,206.0,581.8,,,,,,1376.0,,,,-158.2,449.1,,True,,True,True,True,,,,,True,,False,,,False,True,,True,True,,True,True,,,,True,False,,,,,,False,,,,True,False
42113,46,44.0,,32.2,,62.0,85.0,60.0,,,,,33.2,,104.2,,,54.0,358.4,,64.8,,,53.0,94.3,,,,50.0,,,,,,,,,,,88.6,115.7,-2.0,,-13.8,,16.0,39.0,14.0,,,,,-12.8,,58.2,,,8.0,312.4,,18.8,,,7.0,48.3,,,,4.0,,,,,,,,,,,42.6,69.7,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,,,,,,,,,,,False,False
42115,182,376.0,,412.4,,278.0,287.0,260.0,,,,,162.2,,274.2,,,376.0,327.1,,332.5,220.0,,320.0,256.8,,,,294.0,391.2,,,,,,,,,,338.7,256.7,194.0,,230.4,,96.0,105.0,78.0,,,,,-19.8,,92.2,,,194.0,145.1,,150.5,38.0,,138.0,74.8,,,,112.0,209.2,,,,,,,,,,156.7,74.7,,False,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,False,,,,,,,,,,True,True
42117,174,256.0,,248.4,,194.0,213.0,217.0,,,,,152.5,,372.9,,,351.0,100.3,,199.7,156.5,,167.0,170.0,,,,254.0,270.0,,,,,,176.5,,,,107.8,225.4,82.0,,74.4,,20.0,39.0,43.0,,,,,-21.5,,198.9,,,177.0,-73.7,,25.7,-17.5,,-7.0,-4.0,,,,80.0,96.0,,,,,,2.5,,,,-66.2,51.4,,True,,True,True,True,,,,,True,,False,,,False,True,,True,True,,True,True,,,,True,False,,,,,,True,,,,True,True
42119,1246,760.0,,764.8,,522.0,557.0,424.0,,,,,455.4,,599.0,,,413.0,213.5,,557.6,535.0,,494.0,476.6,,,,556.0,632.8,,,,,,373.7,,,,402.9,652.9,-486.0,,-481.2,,-724.0,-689.0,-822.0,,,,,-790.6,,-647.0,,,-833.0,-1032.5,,-688.4,-711.0,,-752.0,-769.4,,,,-690.0,-613.2,,,,,,-872.3,,,,-843.1,-593.1,,True,,False,False,False,,,,,False,,False,,,False,False,,False,False,,False,False,,,,False,False,,,,,,False,,,,False,False
42121,261,396.0,,434.0,,272.0,343.0,206.0,,,,,258.4,,512.3,,,541.0,100.8,,350.7,222.0,,231.0,277.2,,,,352.0,593.2,,,,,,,,,,128.0,398.6,135.0,,173.0,,11.0,82.0,-55.0,,,,,-2.6,,251.3,,,280.0,-160.2,,89.7,-39.0,,-30.0,16.2,,,,91.0,332.2,,,,,,,,,,-133.0,137.6,,False,,True,True,True,,,,,True,,False,,,False,False,,True,True,,True,True,,,,True,False,,,,,,,,,,True,False
42123,137,344.0,,334.4,,230.0,253.0,407.0,,,,,194.5,,578.5,,,397.0,115.8,,263.2,155.5,,121.0,208.9,,,,253.0,386.3,,,,,,,,,,135.2,308.5,207.0,,197.4,,93.0,116.0,270.0,,,,,57.5,,441.5,,,260.0,-21.2,,126.2,18.5,,-16.0,71.9,,,,116.0,249.3,,,,,,,,,,-1.8,171.5,,True,,True,True,False,,,,,True,,False,,,False,True,,True,True,,True,True,,,,True,False,,,,,,,,,,True,True
42125,1156,2344.0,,2429.6,,1574.0,1948.0,1583.0,,,,,1146.8,,2044.9,,,2305.0,1190.6,,1538.2,1438.5,,1515.0,1388.4,,,,1536.0,3041.8,,,,,,2774.8,1088.0,,,1892.6,2363.1,1188.0,,1273.6,,418.0,792.0,427.0,,,,,-9.2,,888.9,,,1149.0,34.6,,382.2,282.5,,359.0,232.4,,,,380.0,1885.8,,,,,,1618.8,-68.0,,,736.6,1207.1,,False,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,False,,,,,,False,True,,,True,False
42127,378,492.0,,488.4,,346.0,381.0,222.0,,,,,331.9,,524.6,,,485.0,189.0,,435.5,461.0,,299.0,340.4,,,,336.0,661.6,,,,,,802.5,,,,218.1,420.7,114.0,,110.4,,-32.0,3.0,-156.0,,,,,-46.1,,146.6,,,107.0,-189.0,,57.5,83.0,,-79.0,-37.6,,,,-42.0,283.6,,,,,,424.5,,,,-159.9,42.7,,True,,True,True,False,,,,,True,,False,,,True,False,,True,True,,True,True,,,,True,False,,,,,,False,,,,False,True
42129,2081,2796.0,,2900.6,,1868.0,2423.0,2009.0,,,,,1929.3,,2492.7,,1165.7,3883.0,1213.1,,2786.2,1315.0,,1418.5,1799.5,,,,2267.0,4132.5,,,,,,4444.4,1103.0,,,811.3,2971.9,715.0,,819.6,,-213.0,342.0,-72.0,,,,,-151.7,,411.7,,-915.3,1802.0,-867.9,,705.2,-766.0,,-662.5,-281.5,,,,186.0,2051.5,,,,,,2363.4,-978.0,,,-1269.7,890.9,,False,,True,True,True,,,,,True,,True,,False,False,False,,True,False,,True,True,,,,True,False,,,,,,False,False,,,False,False
42131,107,192.0,,198.0,,153.0,176.0,117.0,,,,,107.5,,146.6,,,258.0,92.5,,162.0,,,131.0,127.1,,,,171.0,297.4,,,,,,,,,,203.1,193.3,85.0,,91.0,,46.0,69.0,10.0,,,,,0.5,,39.6,,,151.0,-14.5,,55.0,,,24.0,20.1,,,,64.0,190.4,,,,,,,,,,96.1,86.3,,False,,True,True,True,,,,,True,,True,,,False,True,,True,,,True,True,,,,True,False,,,,,,,,,,False,False
42133,3850,8308.0,,8394.8,6105.9,6058.0,6226.0,4140.0,,,,,3410.9,,4906.2,,6398.9,4551.0,3648.3,,5450.1,6479.5,,6109.5,6778.9,,,,5595.0,7163.8,,,,,,7759.9,5497.0,,,7662.2,6641.3,4458.0,,4544.8,2255.9,2208.0,2376.0,290.0,,,,,-439.1,,1056.2,,2548.9,701.0,-201.7,,1600.1,2629.5,,2259.5,2928.9,,,,1745.0,3313.8,,,,,,3909.9,1647.0,,,3812.2,2791.3,,False,True,True,True,True,,,,,True,,True,,True,True,True,,True,True,,True,True,,,,True,True,,,,,,True,True,,,True,True
44001,457,864.0,,777.2,,631.0,724.0,491.0,,,,,502.9,,556.2,,,730.0,229.6,,461.7,158.0,,1172.0,599.3,,,,633.0,524.2,,,,,,716.9,,,,1061.7,668.4,407.0,,320.2,,174.0,267.0,34.0,,,,,45.9,,99.2,,,273.0,-227.4,,4.7,-299.0,,715.0,142.3,,,,176.0,67.2,,,,,,259.9,,,,604.7,211.4,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,False,True,,,,True,True,,,,,,True,,,,False,True
44003,1740,3256.0,,3459.7,,2256.0,2732.0,2242.0,,,,,1590.4,,1759.3,,,3163.0,1420.4,,1955.0,908.5,,3285.0,1952.2,,,,2331.0,2401.3,,,,,,3236.4,975.0,,,3301.8,3262.3,1516.0,,1719.7,,516.0,992.0,502.0,,,,,-149.6,,19.3,,,1423.0,-319.6,,215.0,-831.5,,1545.0,212.2,,,,591.0,661.3,,,,,,1496.4,-765.0,,,1561.8,1522.3,,False,,True,True,True,,,,,True,,True,,,True,True,,True,True,,False,True,,,,True,True,,,,,,True,True,,,False,False
44005,780,1348.0,,1381.4,,1028.0,1161.0,1174.0,,,,,632.8,,891.5,,,1219.0,823.1,,912.2,287.0,,1516.0,873.7,,,,992.0,792.4,,,,,,1042.4,,,,1473.3,1405.0,568.0,,601.4,,248.0,381.0,394.0,,,,,-147.2,,111.5,,,439.0,43.1,,132.2,-493.0,,736.0,93.7,,,,212.0,12.4,,,,,,262.4,,,,693.3,625.0,,False,,True,True,True,,,,,True,,True,,,True,True,,True,True,,False,True,,,,True,True,,,,,,True,,,,False,False
44007,7344,12264.0,,12335.4,12091.3,9591.0,10284.0,11056.0,,,,,7748.8,,10277.9,,,13012.0,3891.5,,10294.1,5708.5,,14004.0,8076.1,,,,9202.0,9708.1,,,,,,7522.6,4189.0,,,11646.8,10809.8,4920.0,,4991.4,4747.3,2247.0,2940.0,3712.0,,,,,404.8,,2933.9,,,5668.0,-3452.5,,2950.1,-1635.5,,6660.0,732.1,,,,1858.0,2364.1,,,,,,178.6,-3155.0,,,4302.8,3465.8,,False,True,True,True,True,,,,,True,,True,,,False,True,,True,True,,False,True,,,,True,True,,,,,,True,True,,,True,True
44009,1327,1644.0,,1589.5,,1362.0,1391.0,2274.0,,,,,818.5,,699.4,,,2139.0,482.8,,1108.8,361.0,,1509.0,942.2,,,,1202.0,1143.6,,,,,,1872.9,,,,1619.4,1805.4,317.0,,262.5,,35.0,64.0,947.0,,,,,-508.5,,-627.6,,,812.0,-844.2,,-218.2,-966.0,,182.0,-384.8,,,,-125.0,-183.4,,,,,,545.9,,,,292.4,478.4,,True,,True,True,False,,,,,False,,False,,,False,False,,True,False,,True,False,,,,True,True,,,,,,False,,,,True,False
45001,394,592.0,,576.9,,584.0,553.0,775.0,,,,,204.7,,562.5,,,375.0,1547.2,,324.6,,,720.0,429.8,,,,407.0,489.4,,,,,,,,,,669.2,580.5,198.0,,182.9,,190.0,159.0,381.0,,,,,-189.3,,168.5,,,-19.0,1153.2,,-69.4,,,326.0,35.8,,,,13.0,95.4,,,,,,,,,,275.2,186.5,,True,,True,True,False,,,,,True,,True,,,True,False,,True,,,False,True,,,,True,True,,,,,,,,,,False,True
45003,2805,4240.0,,4373.6,,3049.0,3685.0,5166.0,,,,,1767.6,,2205.1,,,3323.0,2684.7,,2334.1,2784.5,,4276.5,3014.5,,,,2447.0,3535.7,,,,,,2924.5,2706.0,,,4007.3,4692.1,1435.0,,1568.6,,244.0,880.0,2361.0,,,,,-1037.4,,-599.9,,,518.0,-120.3,,-470.9,-20.5,,1471.5,209.5,,,,-358.0,730.7,,,,,,119.5,-99.0,,,1202.3,1887.1,,False,,True,True,False,,,,,True,,True,,,True,True,,True,True,,False,True,,,,True,True,,,,,,True,True,,,True,False
45005,163,100.0,,72.0,,103.0,130.0,164.0,,,,,80.6,,82.5,,,127.0,139.8,,105.0,,,93.0,103.9,,,,84.0,245.8,,,,,,,,,,85.0,166.0,-63.0,,-91.0,,-60.0,-33.0,1.0,,,,,-82.4,,-80.5,,,-36.0,-23.2,,-58.0,,,-70.0,-59.1,,,,-79.0,82.8,,,,,,,,,,-78.0,3.0,,False,,True,True,True,,,,,False,,False,,,True,True,,True,,,False,True,,,,False,False,,,,,,,,,,False,True
45007,2918,4208.0,,4129.1,,3378.0,3423.0,3919.0,,,,,1983.9,,3190.9,,,4034.0,3640.7,,2394.0,2365.0,,2777.5,2687.3,,,,2859.0,5173.4,,,,,,1808.8,3555.0,,,3499.4,3995.3,1290.0,,1211.1,,460.0,505.0,1001.0,,,,,-934.1,,272.9,,,1116.0,722.7,,-524.0,-553.0,,-140.5,-230.7,,,,-59.0,2255.4,,,,,,-1109.2,637.0,,,581.4,1077.3,,True,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,False,,,,,,True,True,,,True,True
