,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IUPUI-HkPrMobiDyR,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IUPUI-HkPrMobiDyR,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IUPUI-HkPrMobiDyR,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
38071,7,9.0,,9.0,,9.0,7.0,0.0,,,,,8.8,,,5.3,,,6.6,16.0,1.7,,12.0,,,2.0,5.7,,,,12.0,18.0,,,,,,,8.2,,,,8.9,14.9,2.0,,2.0,,2.0,0.0,-7.0,,,,,1.8,,,-1.7,,,-0.4,9.0,-5.3,,5.0,,,-5.0,-1.3,,,,5.0,11.0,,,,,,,1.2,,,,1.9,7.9,,True,,False,True,False,,,,,True,,,True,,,True,False,False,,False,,,False,True,,,,False,False,,,,,,,True,,,,True,False
38073,3,11.0,,10.0,,6.0,4.0,0.0,,,,,3.0,,,15.6,,,9.3,6.0,0.2,,6.3,,,6.0,3.5,,,,8.0,12.0,,,,,,,6.7,,,,6.1,12.4,8.0,,7.0,,3.0,1.0,-3.0,,,,,-0.0,,,12.6,,,6.3,3.0,-2.8,,3.3,,,3.0,0.5,,,,5.0,9.0,,,,,,,3.7,,,,3.1,9.4,,True,,True,True,True,,,,,True,,,False,,,True,True,True,,True,,,True,True,,,,True,False,,,,,,,True,,,,True,False
38075,2,1.0,,1.5,,2.0,2.0,0.0,,,,,1.3,,,0.2,,,2.4,3.0,8.4,,1.7,,,5.0,1.3,,,,,4.0,,,,,,,2.1,,,,1.0,3.7,-1.0,,-0.5,,0.0,0.0,-2.0,,,,,-0.7,,,-1.8,,,0.4,1.0,6.4,,-0.3,,,3.0,-0.7,,,,,2.0,,,,,,,0.1,,,,-1.0,1.7,,True,,True,True,False,,,,,True,,,False,,,True,False,False,,True,,,False,True,,,,,False,,,,,,,True,,,,False,False
38077,27,4.0,,4.0,,4.0,8.0,0.0,,,,,9.6,,,1.8,,,5.9,14.0,0.0,,15.8,,,2.0,6.0,,,,4.0,20.0,,,,,,,19.9,,,,3.5,14.0,-23.0,,-23.0,,-23.0,-19.0,-27.0,,,,,-17.4,,,-25.2,,,-21.1,-13.0,-27.0,,-11.2,,,-25.0,-21.0,,,,-23.0,-7.0,,,,,,,-7.1,,,,-23.5,-13.0,,False,,False,True,False,,,,,True,,,False,,,True,True,False,,True,,,False,True,,,,False,True,,,,,,,True,,,,False,True
38079,15,10.0,,10.2,,10.0,11.0,0.0,,,,,10.9,,,6.2,,,9.2,20.0,0.4,,16.4,,,9.0,9.6,,,,10.0,19.0,,,,,,,5.3,,,,9.0,20.4,-5.0,,-4.8,,-5.0,-4.0,-15.0,,,,,-4.1,,,-8.8,,,-5.8,5.0,-14.6,,1.4,,,-6.0,-5.4,,,,-5.0,4.0,,,,,,,-9.7,,,,-6.0,5.4,,True,,False,True,False,,,,,True,,,False,,,False,False,False,,True,,,False,False,,,,False,True,,,,,,,False,,,,False,False
38081,4,3.0,,2.9,,3.0,2.0,0.0,,,,,1.4,,,0.9,,,2.1,3.0,36.1,,1.5,,,2.0,1.0,,,,,6.0,,,,,,,2.7,,,,2.8,3.1,-1.0,,-1.1,,-1.0,-2.0,-4.0,,,,,-2.6,,,-3.1,,,-1.9,-1.0,32.1,,-2.5,,,-2.0,-3.0,,,,,2.0,,,,,,,-1.3,,,,-1.2,-0.9,,False,,False,False,False,,,,,False,,,False,,,False,False,False,,False,,,False,False,,,,,False,,,,,,,False,,,,False,True
38083,1,1.0,,0.9,,1.0,0.0,0.0,,,,,0.3,,,0.2,,,0.6,0.0,1.7,,0.8,,,1.0,0.1,,,,1.0,2.0,,,,,,,0.9,,,,1.0,,0.0,,-0.1,,0.0,-1.0,-1.0,,,,,-0.7,,,-0.8,,,-0.4,-1.0,0.7,,-0.2,,,0.0,-0.9,,,,0.0,1.0,,,,,,,-0.1,,,,-0.0,,,False,,True,False,False,,,,,False,,,False,,,False,False,False,,False,,,True,False,,,,True,False,,,,,,,False,,,,False,
38085,1,1.0,,0.5,,0.0,2.0,0.0,,,,,3.4,,,0.2,,,1.7,1.0,0.0,,1.6,,,2.0,0.5,,,,0.0,4.0,,,,,,,2.0,,,,0.4,3.5,0.0,,-0.6,,-1.0,1.0,-1.0,,,,,2.4,,,-0.8,,,0.7,0.0,-1.0,,0.6,,,1.0,-0.5,,,,-1.0,3.0,,,,,,,1.0,,,,-0.6,2.5,,False,,False,False,False,,,,,False,,,False,,,False,True,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,False
38087,1,0.0,,0.0,,0.0,0.0,0.0,,,,,0.1,,,0.1,,,0.3,0.0,0.0,,0.1,,,0.0,0.0,,,,0.0,1.0,,,,,,,1.6,,,,1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,,,,,-0.9,,,-0.9,,,-0.7,-1.0,-1.0,,-0.9,,,-1.0,-1.0,,,,-1.0,0.0,,,,,,,0.6,,,,-0.0,,,False,,False,False,False,,,,,True,,,True,,,True,False,True,,True,,,False,True,,,,False,True,,,,,,,True,,,,True,
38089,33,35.0,,33.6,,27.0,27.0,25.0,,,,,25.8,,,12.4,,,27.2,20.0,17.1,,35.6,30.0,,18.0,19.8,,,,46.0,55.0,,,,,,31.6,110.2,,,,35.1,46.8,2.0,,0.6,,-6.0,-6.0,-8.0,,,,,-7.2,,,-20.6,,,-5.8,-13.0,-15.9,,2.6,-3.0,,-15.0,-13.2,,,,13.0,22.0,,,,,,-1.4,77.2,,,,2.1,13.8,,True,,False,False,False,,,,,False,,,False,,,False,False,False,,False,False,,False,False,,,,False,False,,,,,,True,False,,,,False,False
38091,1,1.0,,1.0,,1.0,1.0,0.0,,,,,0.6,,,0.2,,,0.7,1.0,37.6,,1.5,,,1.0,0.4,,,,,3.0,,,,,,,,,,,1.0,2.0,0.0,,0.0,,0.0,0.0,-1.0,,,,,-0.4,,,-0.8,,,-0.3,0.0,36.6,,0.5,,,0.0,-0.6,,,,,2.0,,,,,,,,,,,-0.0,1.0,,False,,True,True,False,,,,,False,,,False,,,False,True,False,,False,,,True,False,,,,,False,,,,,,,,,,,False,False
38093,6,11.0,,10.7,,11.0,11.0,0.0,,,,,13.8,,,13.4,,,8.3,20.0,3.1,,25.7,,,7.0,6.5,,,,15.0,28.0,,,,,,7.4,15.8,,,,14.8,35.7,5.0,,4.7,,5.0,5.0,-6.0,,,,,7.8,,,7.4,,,2.3,14.0,-2.9,,19.7,,,1.0,0.5,,,,9.0,22.0,,,,,,1.4,9.8,,,,8.8,29.7,,True,,False,False,False,,,,,False,,,False,,,True,False,True,,False,,,True,True,,,,False,False,,,,,,True,False,,,,False,False
38095,0,0.0,,0.3,,0.0,1.0,0.0,,,,,1.5,,,0.0,,,0.2,2.0,0.0,,1.5,,,1.0,0.1,,,,0.0,2.0,,,,,,,,,,,0.4,,0.0,,0.3,,0.0,1.0,0.0,,,,,1.5,,,0.0,,,0.2,2.0,0.0,,1.5,,,1.0,0.1,,,,0.0,2.0,,,,,,,,,,,0.4,,,False,,True,False,True,,,,,False,,,False,,,False,False,True,,False,,,False,False,,,,True,False,,,,,,,,,,,False,
38097,2,2.0,,2.2,,2.0,4.0,0.0,,,,,4.5,,,0.3,,,2.3,13.0,0.0,,4.6,,,6.0,0.9,,,,1.0,9.0,,,,,,,1.8,,,,1.6,11.4,0.0,,0.2,,0.0,2.0,-2.0,,,,,2.5,,,-1.7,,,0.3,11.0,-2.0,,2.6,,,4.0,-1.1,,,,-1.0,7.0,,,,,,,-0.2,,,,-0.4,9.4,,False,,True,False,False,,,,,False,,,False,,,False,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,False
38099,6,10.0,,11.5,,5.0,7.0,0.0,,,,,8.0,,,9.2,,,8.7,24.0,0.0,,12.5,,,0.0,5.3,,,,,16.0,,,,,,,6.2,,,,3.0,33.2,4.0,,5.5,,-1.0,1.0,-6.0,,,,,2.0,,,3.2,,,2.7,18.0,-6.0,,6.5,,,-6.0,-0.7,,,,,10.0,,,,,,,0.2,,,,-3.0,27.2,,False,,True,True,False,,,,,True,,,True,,,True,False,False,,False,,,False,True,,,,,False,,,,,,,True,,,,True,False
38101,56,69.0,,63.6,,63.0,61.0,8.0,,,,,42.7,,,34.7,,,55.5,128.0,11.8,,75.6,71.5,,44.0,66.1,,,,66.0,123.0,,,,,,94.0,46.0,,,,57.1,109.0,13.0,,7.6,,7.0,5.0,-48.0,,,,,-13.3,,,-21.3,,,-0.5,72.0,-44.2,,19.6,15.5,,-12.0,10.1,,,,10.0,67.0,,,,,,38.0,-10.0,,,,1.1,53.0,,True,,True,True,False,,,,,False,,,False,,,True,False,False,,False,False,,True,True,,,,True,False,,,,,,False,True,,,,True,False
38103,2,10.0,,9.4,,7.0,4.0,,,,,,2.1,,,6.4,,,6.8,5.0,37.6,,4.4,,,3.0,3.4,,,,,9.0,,,,,,,9.0,,,,9.4,9.8,8.0,,7.4,,5.0,2.0,,,,,,0.1,,,4.4,,,4.8,3.0,35.6,,2.4,,,1.0,1.4,,,,,7.0,,,,,,,7.0,,,,7.4,7.8,,True,,True,True,,,,,,True,,,True,,,True,True,False,,True,,,True,True,,,,,True,,,,,,,True,,,,True,True
38105,31,42.0,,36.7,,30.0,28.0,22.0,,,,,29.0,,,34.6,,,28.2,32.0,8.7,,55.3,29.5,,18.0,24.5,,,,37.0,68.0,,,,,,51.2,35.7,,,,37.0,49.9,11.0,,5.7,,-1.0,-3.0,-9.0,,,,,-2.0,,,3.6,,,-2.8,1.0,-22.3,,24.3,-1.5,,-13.0,-6.5,,,,6.0,37.0,,,,,,20.2,4.7,,,,6.0,18.9,,True,,True,True,True,,,,,True,,,True,,,True,True,False,,False,True,,False,True,,,,True,False,,,,,,False,True,,,,True,False
39001,26,24.0,,30.8,,31.0,21.0,40.0,,,,,23.5,,,51.0,,,18.1,39.0,31.2,,49.2,,,12.0,19.2,,,,21.0,42.0,,,,,,,14.7,,,,20.9,53.5,-2.0,,4.8,,5.0,-5.0,14.0,,,,,-2.5,,,25.0,,,-7.9,13.0,5.2,,23.2,,,-14.0,-6.8,,,,-5.0,16.0,,,,,,,-11.3,,,,-5.1,27.5,,False,,False,False,False,,,,,False,,,False,,,False,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,False
39003,76,96.0,,94.2,,81.0,79.0,67.0,,,,,84.9,,,44.5,,,59.2,154.0,65.2,,121.4,123.0,,42.0,64.2,,,,75.0,106.0,,,,,,157.9,79.6,,,,38.8,138.2,20.0,,18.2,,5.0,3.0,-9.0,,,,,8.9,,,-31.5,,,-16.8,78.0,-10.8,,45.4,47.0,,-34.0,-11.8,,,,-1.0,30.0,,,,,,81.9,3.6,,,,-37.2,62.2,,True,,True,True,True,,,,,True,,,False,,,True,False,True,,False,False,,False,True,,,,True,False,,,,,,False,True,,,,False,False
39005,54,49.0,,49.3,,40.0,38.0,28.0,,,,,28.2,,,51.6,,,33.0,78.0,36.2,,43.3,70.0,,28.0,36.8,,,,39.0,54.0,,,,,,70.5,35.5,,,,26.1,60.3,-5.0,,-4.7,,-14.0,-16.0,-26.0,,,,,-25.8,,,-2.4,,,-21.0,24.0,-17.8,,-10.7,16.0,,-26.0,-17.2,,,,-15.0,0.0,,,,,,16.5,-18.5,,,,-27.9,6.3,,True,,False,False,False,,,,,False,,,True,,,False,False,False,,False,False,,False,False,,,,False,True,,,,,,False,False,,,,False,False
39007,309,292.0,,288.5,,232.0,181.0,211.0,,,,,73.1,,,195.2,,,178.3,161.0,663.0,,149.7,251.0,,244.0,206.8,,,,365.0,275.0,,,,,,264.6,195.3,,,,288.4,220.5,-17.0,,-20.5,,-77.0,-128.0,-98.0,,,,,-235.9,,,-113.8,,,-130.7,-148.0,354.0,,-159.3,-58.0,,-65.0,-102.2,,,,56.0,-34.0,,,,,,-44.4,-113.7,,,,-20.6,-88.5,,False,,False,False,False,,,,,False,,,False,,,False,False,False,,False,False,,False,False,,,,False,False,,,,,,False,False,,,,False,False
39009,85,124.0,,125.6,,124.0,88.0,125.0,,,,,57.1,,,130.3,,123.9,83.0,72.0,155.5,,118.8,133.0,,91.0,94.3,,,,136.0,107.0,,,,,,,98.1,,,,156.0,125.4,39.0,,40.6,,39.0,3.0,40.0,,,,,-27.9,,,45.3,,38.9,-2.0,-13.0,70.5,,33.8,48.0,,6.0,9.3,,,,51.0,22.0,,,,,,,13.1,,,,71.0,40.4,,False,,False,True,False,,,,,True,,,False,,True,True,True,False,,True,False,,True,True,,,,False,True,,,,,,,True,,,,False,False
39011,24,36.0,,35.2,,44.0,32.0,40.0,,,,,30.8,,,18.9,,,22.3,73.0,65.1,,51.2,56.0,,7.0,28.7,,,,36.0,52.0,,,,,,41.3,47.2,,,,28.6,59.0,12.0,,11.2,,20.0,8.0,16.0,,,,,6.8,,,-5.1,,,-1.7,49.0,41.1,,27.2,32.0,,-17.0,4.7,,,,12.0,28.0,,,,,,17.3,23.2,,,,4.6,35.0,,True,,False,True,False,,,,,True,,,True,,,True,False,False,,False,False,,False,True,,,,False,False,,,,,,False,False,,,,True,False
39013,104,34.0,,180.4,,68.0,65.0,105.0,,,,,50.0,,,26.3,,,36.1,71.0,164.2,,75.6,102.0,,61.0,65.1,,,,,70.0,,,,,,83.3,59.4,,,,19.8,82.3,-70.0,,76.4,,-36.0,-39.0,1.0,,,,,-54.0,,,-77.7,,,-67.9,-33.0,60.2,,-28.4,-2.0,,-43.0,-38.9,,,,,-34.0,,,,,,-20.7,-44.6,,,,-84.2,-21.7,,False,,True,True,True,,,,,True,,,False,,,True,True,True,,True,True,,True,True,,,,,True,,,,,,True,True,,,,False,True
39015,35,62.0,,112.8,,60.0,50.0,62.0,,,,,38.8,,,62.6,,,41.8,59.0,65.9,,72.1,70.0,,44.0,50.3,,,,44.0,80.0,,,,,,62.6,42.8,,,,39.6,74.8,27.0,,77.8,,25.0,15.0,27.0,,,,,3.8,,,27.6,,,6.8,24.0,30.9,,37.1,35.0,,9.0,15.3,,,,9.0,45.0,,,,,,27.6,7.8,,,,4.6,39.8,,False,,True,True,False,,,,,True,,,False,,,True,True,False,,False,False,,True,True,,,,True,False,,,,,,False,True,,,,True,False
39017,552,683.0,,684.5,555.0,566.0,497.0,486.0,,,,,342.2,,,846.1,,,487.3,577.0,592.1,,587.3,732.5,,402.0,523.9,,,,545.0,689.0,,,,,,649.6,623.6,626.0,,,554.8,681.9,131.0,,132.5,3.0,14.0,-55.0,-66.0,,,,,-209.8,,,294.1,,,-64.7,25.0,40.1,,35.3,180.5,,-150.0,-28.1,,,,-7.0,137.0,,,,,,97.6,71.6,74.0,,,2.8,129.9,,False,True,True,True,True,,,,,False,,,False,,,True,True,True,,True,False,,False,True,,,,True,False,,,,,,True,True,True,,,True,True
39019,25,26.0,,25.0,,29.0,29.0,27.0,,,,,18.2,,,51.6,,,26.1,34.0,29.3,,30.2,,,31.0,30.5,,,,24.0,32.0,,,,,,,27.9,,,,8.5,34.3,1.0,,0.0,,4.0,4.0,2.0,,,,,-6.8,,,26.6,,,1.1,9.0,4.3,,5.2,,,6.0,5.5,,,,-1.0,7.0,,,,,,,2.9,,,,-16.5,9.3,,True,,False,False,False,,,,,False,,,False,,,False,False,False,,False,,,False,False,,,,False,False,,,,,,,False,,,,False,False
39021,42,56.0,,57.7,,50.0,40.0,47.0,,,,,24.4,,,54.2,,,34.9,45.0,52.4,,47.2,57.5,,38.0,39.8,,,,49.0,59.0,,,,,,49.2,70.8,,,,53.6,56.5,14.0,,15.7,,8.0,-2.0,5.0,,,,,-17.6,,,12.2,,,-7.1,3.0,10.4,,5.2,15.5,,-4.0,-2.2,,,,7.0,17.0,,,,,,7.2,28.8,,,,11.6,14.5,,False,,True,True,True,,,,,False,,,True,,,True,True,True,,True,False,,True,True,,,,True,False,,,,,,True,False,,,,True,False
39023,146,151.0,,162.0,,123.0,126.0,121.0,,,,,101.6,,,116.3,,,104.4,150.0,115.5,,213.3,170.0,,101.0,123.4,,,,112.0,152.0,,,,,,146.5,129.7,95.0,,,113.1,173.5,5.0,,16.0,,-23.0,-20.0,-25.0,,,,,-44.4,,,-29.7,,,-41.6,4.0,-30.5,,67.3,24.0,,-45.0,-22.6,,,,-34.0,6.0,,,,,,0.5,-16.3,-51.0,,,-32.9,27.5,,False,,False,False,False,,,,,False,,,False,,,False,True,False,,False,False,,False,False,,,,False,False,,,,,,True,False,False,,,False,False
39025,246,357.0,,350.6,,281.0,266.0,237.0,,,,,190.4,,,525.4,,,267.5,295.0,222.9,,377.4,339.5,,198.0,278.8,,,,297.0,381.0,,,,,,330.4,261.7,301.0,,,281.1,362.0,111.0,,104.6,,35.0,20.0,-9.0,,,,,-55.6,,,279.4,,,21.5,49.0,-23.1,,131.4,93.5,,-48.0,32.8,,,,51.0,135.0,,,,,,84.4,15.7,55.0,,,35.1,116.0,,True,,True,True,True,,,,,True,,,False,,,True,True,True,,False,True,,True,True,,,,True,False,,,,,,True,True,True,,,True,False
39027,47,65.0,,67.6,,65.0,55.0,68.0,,,,,46.0,,,77.8,,,45.6,59.0,76.6,,62.9,68.0,,49.0,53.0,,,,54.0,75.0,,,,,,77.5,48.2,,,,55.3,71.7,18.0,,20.6,,18.0,8.0,21.0,,,,,-1.0,,,30.8,,,-1.4,12.0,29.6,,15.9,21.0,,2.0,6.0,,,,7.0,28.0,,,,,,30.5,1.2,,,,8.3,24.7,,False,,False,True,False,,,,,True,,,False,,,True,True,False,,True,False,,True,True,,,,True,False,,,,,,False,True,,,,True,False
39029,95,116.0,,115.4,,105.0,98.0,105.0,,,,,64.0,,,90.0,,,91.0,137.0,88.6,,124.1,154.0,,89.0,105.3,,,,95.0,113.0,,,,,,163.1,89.0,,,,79.3,133.2,21.0,,20.4,,10.0,3.0,10.0,,,,,-31.0,,,-5.0,,,-4.0,42.0,-6.4,,29.1,59.0,,-6.0,10.3,,,,0.0,18.0,,,,,,68.1,-6.0,,,,-15.7,38.2,,True,,True,True,True,,,,,False,,,True,,,True,False,True,,False,False,,True,True,,,,True,True,,,,,,False,True,,,,True,False
39031,56,42.0,,42.8,,30.0,30.0,29.0,,,,,19.5,,,32.4,,,29.3,46.0,15.5,,30.9,42.0,,25.0,31.3,,,,28.0,43.0,,,,,,46.6,34.2,,,,23.0,38.8,-14.0,,-13.2,,-26.0,-26.0,-27.0,,,,,-36.5,,,-23.6,,,-26.7,-10.0,-40.5,,-25.1,-14.0,,-31.0,-24.7,,,,-28.0,-13.0,,,,,,-9.4,-21.8,,,,-33.0,-17.2,,True,,False,False,False,,,,,False,,,False,,,False,True,False,,False,False,,False,False,,,,False,True,,,,,,True,False,,,,False,False
39033,31,48.0,,44.9,,44.0,37.0,32.0,,,,,28.8,,,39.2,,,31.0,56.0,33.7,,47.7,56.0,,23.0,33.6,,,,41.0,54.0,,,,,,63.8,81.5,,,,45.6,58.5,17.0,,13.9,,13.0,6.0,1.0,,,,,-2.2,,,8.2,,,0.0,25.0,2.7,,16.7,25.0,,-8.0,2.6,,,,10.0,23.0,,,,,,32.8,50.5,,,,14.6,27.5,,True,,True,True,True,,,,,True,,,True,,,True,False,True,,True,False,,True,True,,,,True,False,,,,,,False,False,,,,True,False
39035,1537,1295.0,,1219.4,1104.6,1085.0,1021.0,1190.0,,,,,714.7,,,1317.2,,1013.5,909.2,1657.0,926.3,,1402.8,1547.5,,924.0,1065.0,,,,984.0,1250.0,,,,,,1308.0,960.9,,,,865.5,1523.0,-242.0,,-317.6,-432.4,-452.0,-516.0,-347.0,,,,,-822.3,,,-219.8,,-523.5,-627.8,120.0,-610.7,,-134.2,10.5,,-613.0,-472.0,,,,-553.0,-287.0,,,,,,-229.0,-576.1,,,,-671.5,-14.0,,False,False,False,False,False,,,,,False,,,True,,False,False,True,False,,True,True,,False,False,,,,False,False,,,,,,True,False,,,,False,True
39037,23,40.0,,38.5,,42.0,34.0,25.0,,,,,31.4,,,46.0,,,31.2,74.0,44.8,,50.3,55.0,,20.0,29.2,,,,34.0,51.0,,,,,,46.4,33.6,,,,40.0,52.4,17.0,,15.5,,19.0,11.0,2.0,,,,,8.4,,,23.0,,,8.2,51.0,21.8,,27.3,32.0,,-3.0,6.2,,,,11.0,28.0,,,,,,23.4,10.6,,,,17.0,29.4,,True,,False,True,True,,,,,True,,,False,,,True,False,False,,False,False,,True,True,,,,True,False,,,,,,False,True,,,,False,False
39039,58,55.0,,55.7,,45.0,42.0,26.0,,,,,29.2,,,50.0,,,42.3,57.0,32.3,,57.4,57.0,,33.0,42.8,,,,48.0,56.0,,,,,,51.2,38.1,,,,45.9,65.9,-3.0,,-2.3,,-13.0,-16.0,-32.0,,,,,-28.8,,,-8.0,,,-15.7,-1.0,-25.7,,-0.6,-1.0,,-25.0,-15.2,,,,-10.0,-2.0,,,,,,-6.8,-19.9,,,,-12.1,7.9,,True,,False,False,False,,,,,False,,,False,,,False,True,False,,True,True,,False,False,,,,False,True,,,,,,False,False,,,,False,False
39041,277,322.0,,327.9,,267.0,246.0,274.0,,,,,161.6,,,347.0,,,218.2,229.0,219.7,,273.1,314.5,,214.0,266.6,,,,262.0,281.0,,,,,,287.0,249.1,233.0,,,318.6,355.9,45.0,,50.9,,-10.0,-31.0,-3.0,,,,,-115.4,,,70.0,,,-58.8,-48.0,-57.3,,-3.9,37.5,,-63.0,-10.4,,,,-15.0,4.0,,,,,,10.0,-27.9,-44.0,,,41.6,78.9,,False,,True,True,True,,,,,False,,,False,,,False,False,False,,True,True,,False,True,,,,True,True,,,,,,True,True,True,,,True,False
39043,103,94.0,,93.7,,71.0,76.0,49.0,,,,,58.6,,,112.5,,,73.3,120.0,35.4,,104.4,72.0,,49.0,73.7,,,,76.0,90.0,,,,,,87.3,137.1,,,,43.9,98.4,-9.0,,-9.3,,-32.0,-27.0,-54.0,,,,,-44.4,,,9.5,,,-29.7,17.0,-67.6,,1.4,-31.0,,-54.0,-29.3,,,,-27.0,-13.0,,,,,,-15.7,34.1,,,,-59.1,-4.6,,False,,False,False,False,,,,,False,,,False,,,False,False,False,,True,False,,False,False,,,,False,False,,,,,,False,False,,,,False,True
39045,179,217.0,,214.7,,208.0,168.0,218.0,,,,,146.5,,,172.7,,,142.8,164.0,221.1,,295.4,257.5,,125.0,158.0,,,,177.0,215.0,,,,,,205.9,162.2,158.0,,,98.3,248.2,38.0,,35.7,,29.0,-11.0,39.0,,,,,-32.5,,,-6.3,,,-36.2,-15.0,42.1,,116.4,78.5,,-54.0,-21.0,,,,-2.0,36.0,,,,,,26.9,-16.8,-21.0,,,-80.7,69.2,,True,,True,True,False,,,,,True,,,True,,,True,True,False,,False,False,,False,True,,,,True,True,,,,,,True,True,True,,,False,False
39047,36,45.0,,44.2,,35.0,34.0,24.0,,,,,25.9,,,34.2,,,29.4,34.0,46.5,,39.8,,,27.0,33.9,,,,32.0,47.0,,,,,,40.5,39.6,,,,38.6,50.0,9.0,,8.2,,-1.0,-2.0,-12.0,,,,,-10.1,,,-1.8,,,-6.6,-2.0,10.5,,3.8,,,-9.0,-2.1,,,,-4.0,11.0,,,,,,4.5,3.6,,,,2.6,14.0,,True,,True,True,False,,,,,False,,,True,,,True,True,False,,True,,,False,True,,,,True,False,,,,,,True,True,,,,True,False
39049,1353,1535.0,,1561.2,1180.7,1276.0,1239.0,1312.0,,,,,942.3,,,1464.6,,1208.6,1072.9,1431.0,1276.5,,2018.6,1698.5,,1025.0,1288.0,,,,1241.0,1274.0,,,,,,1450.9,1239.6,1428.0,,,943.3,1719.9,182.0,,208.2,-172.3,-77.0,-114.0,-41.0,,,,,-410.7,,,111.6,,-144.4,-280.1,78.0,-76.5,,665.6,345.5,,-328.0,-65.0,,,,-112.0,-79.0,,,,,,97.9,-113.4,75.0,,,-409.7,366.9,,False,True,True,True,True,,,,,False,,,True,,True,False,True,True,,False,False,,False,True,,,,True,True,,,,,,True,True,True,,,False,False
