,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UpstateSU-GRU
28033,900,1209.0,,1167.4,,1027.0,1016.0,837.0,,,,,1137.5,,763.4,,926.9,1258.0,997.7,,1011.0,940.5,,800.0,1043.4,,,,1124.0,1423.0,952.1,,,,,,1408.8,759.0,,,1187.3,309.0,,267.4,,127.0,116.0,-63.0,,,,,237.5,,-136.6,,26.9,358.0,97.7,,111.0,40.5,,-100.0,143.4,,,,224.0,523.0,52.1,,,,,,508.8,-141.0,,,287.3,,True,,True,True,True,,,,,True,,True,,True,False,True,,True,True,,True,True,,,,True,False,True,,,,,,False,True,,,True
28035,520,645.0,,646.7,,544.0,503.0,590.0,,,,,438.5,,430.3,,,639.0,619.3,,449.9,449.5,,462.0,517.5,,,,638.0,560.0,515.7,,,,,,674.8,,,,542.0,125.0,,126.7,,24.0,-17.0,70.0,,,,,-81.5,,-89.7,,,119.0,99.3,,-70.1,-70.5,,-58.0,-2.5,,,,118.0,40.0,-4.3,,,,,,154.8,,,,22.0,,False,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,False,,,,True
28037,27,42.0,,36.8,,41.0,39.0,30.0,,,,,45.3,,31.5,,,66.0,48.5,,34.9,,,15.0,32.5,,,,35.0,53.0,55.8,,,,,,,,,,49.8,15.0,,9.8,,14.0,12.0,3.0,,,,,18.3,,4.5,,,39.0,21.5,,7.9,,,-12.0,5.5,,,,8.0,26.0,28.8,,,,,,,,,,22.8,,True,,True,True,True,,,,,False,,True,,,False,False,,True,,,True,True,,,,True,False,False,,,,,,,,,,False
28039,120,156.0,,110.1,,158.0,243.0,169.0,,,,,146.0,,112.6,,,240.0,204.3,,122.8,,,86.0,116.2,,,,174.0,198.0,201.4,,,,,,95.6,,,,380.7,36.0,,-9.9,,38.0,123.0,49.0,,,,,26.0,,-7.4,,,120.0,84.3,,2.8,,,-34.0,-3.8,,,,54.0,78.0,81.4,,,,,,-24.4,,,,260.7,,True,,False,False,False,,,,,True,,True,,,False,False,,True,,,True,True,,,,False,False,False,,,,,,True,,,,False
28041,75,84.0,,85.9,,78.0,72.0,64.0,,,,,69.8,,51.9,,,130.0,84.9,,66.3,,,53.0,72.6,,,,83.0,93.0,86.5,,,,,,,,,,122.5,9.0,,10.9,,3.0,-3.0,-11.0,,,,,-5.2,,-23.1,,,55.0,9.9,,-8.7,,,-22.0,-2.4,,,,8.0,18.0,11.5,,,,,,,,,,47.5,,False,,True,True,False,,,,,True,,False,,,False,False,,True,,,False,True,,,,True,False,False,,,,,,,,,,False
28043,132,141.0,,144.8,,133.0,221.0,95.0,,,,,131.1,,68.6,,,149.0,61.5,,103.8,,,92.0,116.3,,,,116.0,168.0,196.1,,,,,,100.7,,,,155.4,9.0,,12.8,,1.0,89.0,-37.0,,,,,-0.9,,-63.4,,,17.0,-70.5,,-28.2,,,-40.0,-15.7,,,,-16.0,36.0,64.1,,,,,,-31.3,,,,23.4,,False,,True,False,False,,,,,True,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,False,,,,False
28045,224,258.0,,242.2,,262.0,272.0,153.0,,,,,240.5,,199.7,,,477.0,247.1,,292.1,332.0,,108.0,211.6,,,,301.0,400.0,417.3,,,,,,468.9,,,,423.9,34.0,,18.2,,38.0,48.0,-71.0,,,,,16.5,,-24.3,,,253.0,23.1,,68.1,108.0,,-116.0,-12.4,,,,77.0,176.0,193.3,,,,,,244.9,,,,199.9,,True,,False,False,False,,,,,True,,True,,,False,True,,False,False,,False,True,,,,False,False,False,,,,,,False,,,,False
28047,998,1320.0,,1327.0,,1262.0,1274.0,673.0,,,,,1158.8,,817.9,,1199.7,1851.0,1783.0,,1269.6,1378.5,,1114.0,1089.8,,,,1655.0,1835.0,1342.6,,,,,,2150.8,981.0,,,2002.2,322.0,,329.0,,264.0,276.0,-325.0,,,,,160.8,,-180.1,,201.7,853.0,785.0,,271.6,380.5,,116.0,91.8,,,,657.0,837.0,344.6,,,,,,1152.8,-17.0,,,1004.2,,False,,True,True,False,,,,,True,,True,,True,False,False,,True,False,,True,True,,,,False,False,False,,,,,,False,True,,,False
28049,783,1308.0,,1258.2,,1154.0,1222.0,653.0,,,,,1232.1,,977.8,,1084.7,1538.0,1974.5,,1061.0,1118.5,,990.0,1078.0,,,,1401.0,1352.0,1205.8,,,,,,1178.2,752.0,,,1166.4,525.0,,475.2,,371.0,439.0,-130.0,,,,,449.1,,194.8,,301.7,755.0,1191.5,,278.0,335.5,,207.0,295.0,,,,618.0,569.0,422.8,,,,,,395.2,-31.0,,,383.4,,True,,True,True,True,,,,,True,,True,,True,False,False,,True,True,,True,True,,,,False,False,True,,,,,,True,True,,,True
28051,39,63.0,,62.5,,67.0,121.0,66.0,,,,,106.2,,40.1,,,107.0,146.4,,60.0,,,51.0,66.2,,,,75.0,87.0,76.7,,,,,,,,,,136.0,24.0,,23.5,,28.0,82.0,27.0,,,,,67.2,,1.1,,,68.0,107.4,,21.0,,,12.0,27.2,,,,36.0,48.0,37.7,,,,,,,,,,97.0,,True,,False,False,False,,,,,False,,True,,,False,False,,True,,,True,False,,,,False,False,False,,,,,,,,,,False
28053,38,33.0,,37.0,,39.0,39.0,43.0,,,,,52.7,,31.8,,,69.0,44.0,,42.3,,,11.0,30.4,,,,43.0,49.0,28.0,,,,,,,,,,63.2,-5.0,,-1.0,,1.0,1.0,5.0,,,,,14.7,,-6.2,,,31.0,6.0,,4.3,,,-27.0,-7.6,,,,5.0,11.0,-10.0,,,,,,,,,,25.2,,True,,True,True,False,,,,,False,,False,,,False,False,,True,,,False,False,,,,False,False,False,,,,,,,,,,False
28055,3,9.0,,9.8,,8.0,6.0,0.0,,,,,7.9,,0.7,,,8.0,0.6,,2.7,,,6.0,0.5,,,,,9.0,12.1,,,,,,,,,,,6.0,,6.8,,5.0,3.0,-3.0,,,,,4.9,,-2.3,,,5.0,-2.4,,-0.3,,,3.0,-2.5,,,,,6.0,9.1,,,,,,,,,,,,False,,True,True,True,,,,,True,,True,,,True,True,,True,,,True,True,,,,,False,False,,,,,,,,,,
28057,78,159.0,,194.7,,165.0,146.0,115.0,,,,,159.6,,73.4,,,236.0,97.1,,146.1,,,87.0,129.6,,,,114.0,199.0,282.5,,,,,,264.0,,,,194.1,81.0,,116.7,,87.0,68.0,37.0,,,,,81.6,,-4.6,,,158.0,19.1,,68.1,,,9.0,51.6,,,,36.0,121.0,204.5,,,,,,186.0,,,,116.1,,False,,False,True,True,,,,,False,,True,,,False,True,,True,,,True,True,,,,True,False,False,,,,,,False,,,,False
28059,764,951.0,,869.5,,824.0,847.0,476.0,,,,,831.1,,583.6,,711.8,1291.0,1117.4,,913.7,812.5,,726.0,773.6,,,,1042.0,1242.0,853.1,,,,,,1029.9,723.0,,,1148.8,187.0,,105.5,,60.0,83.0,-288.0,,,,,67.1,,-180.4,,-52.2,527.0,353.4,,149.7,48.5,,-38.0,9.6,,,,278.0,478.0,89.1,,,,,,265.9,-41.0,,,384.8,,True,,True,True,False,,,,,True,,True,,True,False,False,,True,True,,True,True,,,,False,False,True,,,,,,False,True,,,False
28061,146,174.0,,162.6,,160.0,165.0,194.0,,,,,138.2,,84.8,,,160.0,250.8,,146.1,,,127.0,146.6,,,,214.0,183.0,144.5,,,,,,,,,,227.3,28.0,,16.6,,14.0,19.0,48.0,,,,,-7.8,,-61.2,,,14.0,104.8,,0.1,,,-19.0,0.6,,,,68.0,37.0,-1.5,,,,,,,,,,81.3,,True,,True,True,False,,,,,True,,False,,,True,False,,True,,,True,True,,,,False,False,True,,,,,,,,,,False
28063,23,21.0,,22.5,,27.0,27.0,38.0,,,,,37.9,,18.7,,,58.0,17.5,,31.0,,,9.0,24.2,,,,36.0,40.0,33.6,,,,,,,,,,40.7,-2.0,,-0.5,,4.0,4.0,15.0,,,,,14.9,,-4.3,,,35.0,-5.5,,8.0,,,-14.0,1.2,,,,13.0,17.0,10.6,,,,,,,,,,17.7,,True,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,True,,,,False,False,False,,,,,,,,,,False
28065,62,81.0,,75.4,,78.0,76.0,65.0,,,,,56.1,,46.8,,,102.0,153.7,,65.9,,,85.0,77.6,,,,97.0,82.0,52.9,,,,,,,,,,95.1,19.0,,13.4,,16.0,14.0,3.0,,,,,-5.9,,-15.2,,,40.0,91.7,,3.9,,,23.0,15.6,,,,35.0,20.0,-9.1,,,,,,,,,,33.1,,True,,True,True,True,,,,,True,,True,,,False,False,,True,,,False,True,,,,False,False,True,,,,,,,,,,False
28067,461,903.0,,927.1,,716.0,695.0,783.0,,,,,541.3,,391.7,,,694.0,1077.2,,672.9,653.0,,583.0,646.5,,,,968.0,806.0,561.3,,,,,,506.8,,,,814.0,442.0,,466.1,,255.0,234.0,322.0,,,,,80.3,,-69.3,,,233.0,616.2,,211.9,192.0,,122.0,185.5,,,,507.0,345.0,100.3,,,,,,45.8,,,,353.0,,False,,True,True,True,,,,,True,,True,,,True,False,,True,True,,True,True,,,,False,True,True,,,,,,True,,,,True
28069,43,45.0,,51.2,,50.0,49.0,73.0,,,,,49.1,,33.3,,,89.0,56.0,,41.8,,,36.0,50.3,,,,73.0,68.0,32.1,,,,,,,,,,97.1,2.0,,8.2,,7.0,6.0,30.0,,,,,6.1,,-9.7,,,46.0,13.0,,-1.2,,,-7.0,7.3,,,,30.0,25.0,-10.9,,,,,,,,,,54.1,,False,,False,False,False,,,,,False,,False,,,False,False,,True,,,False,False,,,,False,False,False,,,,,,,,,,False
28071,183,450.0,,454.2,,355.0,340.0,277.0,,,,,368.1,,213.4,,,373.0,439.2,,387.6,328.5,,255.0,344.9,,,,386.0,410.0,308.7,,,,,,317.2,,,,592.9,267.0,,271.2,,172.0,157.0,94.0,,,,,185.1,,30.4,,,190.0,256.2,,204.6,145.5,,72.0,161.9,,,,203.0,227.0,125.7,,,,,,134.2,,,,409.9,,False,,True,True,True,,,,,True,,True,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,True,,,,False
28073,443,480.0,,476.8,,413.0,374.0,360.0,,,,,362.2,,387.9,,,534.0,396.5,,358.1,345.0,,338.0,407.1,,,,517.0,468.0,408.1,,,,,,427.8,,,,457.7,37.0,,33.8,,-30.0,-69.0,-83.0,,,,,-80.8,,-55.1,,,91.0,-46.5,,-84.9,-98.0,,-105.0,-35.9,,,,74.0,25.0,-34.9,,,,,,-15.2,,,,14.7,,True,,True,False,False,,,,,False,,False,,,False,False,,False,False,,False,True,,,,False,True,True,,,,,,True,,,,True
28075,299,513.0,,501.4,,398.0,407.0,300.0,,,,,429.7,,356.4,,380.3,659.0,279.4,,400.2,399.0,,295.0,363.1,,,,479.0,563.0,295.3,,,,,,921.1,,,,585.5,214.0,,202.4,,99.0,108.0,1.0,,,,,130.7,,57.4,,81.3,360.0,-19.6,,101.2,100.0,,-4.0,64.1,,,,180.0,264.0,-3.7,,,,,,622.1,,,,286.5,,True,,True,True,True,,,,,True,,True,,True,False,True,,True,True,,True,True,,,,True,False,True,,,,,,False,,,,False
28077,51,93.0,,98.7,,96.0,90.0,125.0,,,,,67.2,,50.7,,,103.0,155.8,,72.8,,,83.0,87.9,,,,116.0,100.0,72.0,,,,,,,,,,114.5,42.0,,47.7,,45.0,39.0,74.0,,,,,16.2,,-0.3,,,52.0,104.8,,21.8,,,32.0,36.9,,,,65.0,49.0,21.0,,,,,,,,,,63.5,,False,,False,True,False,,,,,True,,True,,,False,False,,True,,,True,True,,,,False,False,True,,,,,,,,,,False
28079,56,126.0,,128.3,,125.0,118.0,74.0,,,,,148.7,,61.1,,,207.0,54.8,,94.3,,,54.0,87.1,,,,103.0,137.0,128.0,,,,,,267.0,,,,183.8,70.0,,72.3,,69.0,62.0,18.0,,,,,92.7,,5.1,,,151.0,-1.2,,38.3,,,-2.0,31.1,,,,47.0,81.0,72.0,,,,,,211.0,,,,127.8,,False,,True,True,True,,,,,False,,True,,,False,True,,True,,,True,True,,,,True,False,False,,,,,,False,,,,False
28081,269,438.0,,466.9,,413.0,395.0,278.0,,,,,487.6,,294.1,,,780.0,210.1,,456.9,317.5,,212.0,389.9,,,,372.0,602.0,585.3,,,,,,397.5,,,,523.8,169.0,,197.9,,144.0,126.0,9.0,,,,,218.6,,25.1,,,511.0,-58.9,,187.9,48.5,,-57.0,120.9,,,,103.0,333.0,316.3,,,,,,128.5,,,,254.8,,False,,True,True,True,,,,,False,,True,,,False,True,,False,True,,True,True,,,,True,False,False,,,,,,True,,,,False
28083,113,183.0,,215.9,,172.0,171.0,111.0,,,,,187.9,,99.2,,,207.0,113.0,,129.3,147.0,,79.5,124.5,,,,158.0,201.0,266.6,,,,,,167.6,,,,196.2,70.0,,102.9,,59.0,58.0,-2.0,,,,,74.9,,-13.8,,,94.0,-0.0,,16.3,34.0,,-33.5,11.5,,,,45.0,88.0,153.6,,,,,,54.6,,,,83.2,,False,,True,True,True,,,,,False,,True,,,False,True,,True,True,,True,True,,,,True,False,False,,,,,,True,,,,False
28085,223,297.0,,294.4,,273.0,251.0,229.0,,,,,207.9,,173.9,,,315.0,261.1,,179.8,142.0,,249.0,233.6,,,,285.0,306.0,296.8,,,,,,337.0,,,,311.4,74.0,,71.4,,50.0,28.0,6.0,,,,,-15.1,,-49.1,,,92.0,38.1,,-43.2,-81.0,,26.0,10.6,,,,62.0,83.0,73.8,,,,,,114.0,,,,88.4,,True,,True,True,True,,,,,True,,True,,,False,True,,True,False,,True,True,,,,True,False,True,,,,,,False,,,,False
28087,204,342.0,,347.0,,307.0,292.0,239.0,,,,,340.8,,274.9,,,542.0,161.8,,273.2,243.5,,247.0,316.9,,,,294.0,421.0,321.2,,,,,,293.9,,,,471.6,138.0,,143.0,,103.0,88.0,35.0,,,,,136.8,,70.9,,,338.0,-42.2,,69.2,39.5,,43.0,112.9,,,,90.0,217.0,117.2,,,,,,89.9,,,,267.6,,False,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,False,True,,,,,,True,,,,False
28089,320,657.0,,631.8,,573.0,544.0,479.0,,,,,588.4,,439.9,,496.9,719.0,644.0,,531.2,424.5,,416.0,544.4,,,,623.0,652.0,516.3,,,,,,597.0,,,,696.3,337.0,,311.8,,253.0,224.0,159.0,,,,,268.4,,119.9,,176.9,399.0,324.0,,211.2,104.5,,96.0,224.4,,,,303.0,332.0,196.3,,,,,,277.0,,,,376.3,,True,,True,True,True,,,,,True,,True,,True,False,True,,True,True,,True,True,,,,True,True,True,,,,,,True,,,,False
28091,110,168.0,,156.8,,175.0,164.0,260.0,,,,,165.6,,107.5,,,243.0,273.1,,165.8,,,109.0,168.6,,,,183.0,209.0,206.0,,,,,,179.2,,,,173.8,58.0,,46.8,,65.0,54.0,150.0,,,,,55.6,,-2.5,,,133.0,163.1,,55.8,,,-1.0,58.6,,,,73.0,99.0,96.0,,,,,,69.2,,,,63.8,,True,,False,True,False,,,,,True,,True,,,False,False,,True,,,True,False,,,,False,False,False,,,,,,False,,,,False
28093,231,318.0,,312.5,,249.0,218.0,326.0,,,,,221.1,,100.9,,,252.0,210.1,,232.7,197.5,,151.0,220.7,,,,259.0,314.0,212.9,,,,,,317.3,,,,266.8,87.0,,81.5,,18.0,-13.0,95.0,,,,,-9.9,,-130.1,,,21.0,-20.9,,1.7,-33.5,,-80.0,-10.3,,,,28.0,83.0,-18.1,,,,,,86.3,,,,35.8,,True,,True,True,False,,,,,True,,False,,,True,True,,True,True,,True,True,,,,True,True,True,,,,,,True,,,,True
28095,89,261.0,,257.7,,232.0,231.0,226.0,,,,,232.5,,203.4,,,342.0,209.4,,252.5,143.0,,127.0,222.6,,,,229.0,299.0,212.2,,,,,,333.3,,,,283.6,172.0,,168.7,,143.0,142.0,137.0,,,,,143.5,,114.4,,,253.0,120.4,,163.5,54.0,,38.0,133.6,,,,140.0,210.0,123.2,,,,,,244.3,,,,194.6,,True,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,False,True,,,,,,False,,,,False
28097,57,42.0,,41.9,,46.0,50.0,36.0,,,,,59.6,,23.1,,,87.0,44.6,,46.8,,,13.0,42.4,,,,42.0,65.0,52.0,,,,,,,,,,66.4,-15.0,,-15.1,,-11.0,-7.0,-21.0,,,,,2.6,,-33.9,,,30.0,-12.4,,-10.2,,,-44.0,-14.6,,,,-15.0,8.0,-5.0,,,,,,,,,,9.4,,False,,True,True,False,,,,,True,,False,,,False,True,,True,,,False,True,,,,False,True,True,,,,,,,,,,True
28099,164,174.0,,188.7,,166.0,163.0,141.0,,,,,208.3,,70.3,,,268.0,82.2,,169.4,111.0,,95.0,127.1,,,,97.0,200.0,161.6,,,,,,245.8,,,,199.6,10.0,,24.7,,2.0,-1.0,-23.0,,,,,44.3,,-93.7,,,104.0,-81.8,,5.4,-53.0,,-69.0,-36.9,,,,-67.0,36.0,-2.4,,,,,,81.8,,,,35.6,,False,,True,True,False,,,,,False,,False,,,False,False,,True,False,,False,False,,,,False,False,True,,,,,,False,,,,False
28101,164,159.0,,153.6,,126.0,208.0,121.0,,,,,133.3,,88.6,,,200.0,66.0,,131.2,,,73.0,128.8,,,,142.0,172.0,95.9,,,,,,77.0,,,,176.4,-5.0,,-10.4,,-38.0,44.0,-43.0,,,,,-30.7,,-75.4,,,36.0,-98.0,,-32.8,,,-91.0,-35.2,,,,-22.0,8.0,-68.1,,,,,,-87.0,,,,12.4,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,False,,,,False
28103,38,72.0,,81.9,,69.0,64.0,57.0,,,,,72.7,,19.2,,,91.0,66.2,,61.6,,,70.0,57.0,,,,76.0,67.0,38.7,,,,,,,,,,87.5,34.0,,43.9,,31.0,26.0,19.0,,,,,34.7,,-18.8,,,53.0,28.2,,23.6,,,32.0,19.0,,,,38.0,29.0,0.7,,,,,,,,,,49.5,,False,,True,True,True,,,,,False,,True,,,False,True,,True,,,True,True,,,,False,True,True,,,,,,,,,,False
28105,135,195.0,,187.5,,194.0,219.0,160.0,,,,,257.9,,172.5,,,384.0,245.9,,216.5,204.0,,111.0,181.2,,,,211.0,249.0,243.0,,,,,,155.4,,,,327.4,60.0,,52.5,,59.0,84.0,25.0,,,,,122.9,,37.5,,,249.0,110.9,,81.5,69.0,,-24.0,46.2,,,,76.0,114.0,108.0,,,,,,20.4,,,,192.4,,True,,True,False,True,,,,,False,,True,,,False,False,,False,False,,True,True,,,,False,False,False,,,,,,True,,,,False
28107,187,279.0,,271.8,,249.0,219.0,316.0,,,,,251.5,,107.5,,,231.0,185.4,,215.1,213.0,,169.0,211.0,,,,290.0,302.0,326.2,,,,,,169.4,,,,325.5,92.0,,84.8,,62.0,32.0,129.0,,,,,64.5,,-79.5,,,44.0,-1.6,,28.1,26.0,,-18.0,24.0,,,,103.0,115.0,139.2,,,,,,-17.6,,,,138.5,,True,,True,True,False,,,,,True,,True,,,True,True,,True,True,,True,True,,,,False,False,False,,,,,,True,,,,False
28109,324,348.0,,309.6,,345.0,322.0,331.0,,,,,274.0,,274.4,,,495.0,532.3,,320.3,336.5,,229.0,329.1,,,,383.0,399.0,361.4,,,,,,487.6,,,,476.4,24.0,,-14.4,,21.0,-2.0,7.0,,,,,-50.0,,-49.6,,,171.0,208.3,,-3.7,12.5,,-95.0,5.1,,,,59.0,75.0,37.4,,,,,,163.6,,,,152.4,,True,,True,True,True,,,,,False,,False,,,False,False,,True,True,,False,True,,,,False,False,False,,,,,,False,,,,False
28111,112,45.0,,35.2,,60.0,60.0,68.0,,,,,66.4,,65.2,,,124.0,52.6,,75.8,,,31.0,55.2,,,,59.0,69.0,93.4,,,,,,,,,,100.8,-67.0,,-76.8,,-52.0,-52.0,-44.0,,,,,-45.6,,-46.8,,,12.0,-59.4,,-36.2,,,-81.0,-56.8,,,,-53.0,-43.0,-18.6,,,,,,,,,,-11.2,,False,,True,True,True,,,,,True,,True,,,True,True,,True,,,False,True,,,,True,True,True,,,,,,,,,,True
28113,115,210.0,,185.8,,200.0,196.0,151.0,,,,,205.3,,154.5,,,392.0,196.0,,213.4,171.5,,102.0,170.9,,,,240.0,269.0,179.2,,,,,,204.5,,,,217.0,95.0,,70.8,,85.0,81.0,36.0,,,,,90.3,,39.5,,,277.0,81.0,,98.4,56.5,,-13.0,55.9,,,,125.0,154.0,64.2,,,,,,89.5,,,,102.0,,True,,True,True,True,,,,,True,,True,,,False,True,,False,True,,True,True,,,,False,False,True,,,,,,True,,,,False
28115,108,237.0,,235.8,,223.0,200.0,188.0,,,,,235.1,,115.1,,,319.0,156.3,,197.6,168.5,,149.0,216.5,,,,212.0,294.0,250.4,,,,,,152.1,,,,276.4,129.0,,127.8,,115.0,92.0,80.0,,,,,127.1,,7.1,,,211.0,48.3,,89.6,60.5,,41.0,108.5,,,,104.0,186.0,142.4,,,,,,44.1,,,,168.4,,True,,True,True,True,,,,,True,,True,,,False,True,,True,True,,True,True,,,,True,False,False,,,,,,True,,,,False
28117,68,96.0,,94.0,,107.0,110.0,84.0,,,,,149.7,,77.6,,,239.0,94.4,,122.6,,,36.0,85.4,,,,86.0,173.0,225.0,,,,,,117.1,,,,165.1,28.0,,26.0,,39.0,42.0,16.0,,,,,81.7,,9.6,,,171.0,26.4,,54.6,,,-32.0,17.4,,,,18.0,105.0,157.0,,,,,,49.1,,,,97.1,,True,,False,False,True,,,,,False,,True,,,False,True,,False,,,False,True,,,,True,False,False,,,,,,False,,,,False
28119,21,30.0,,40.9,,44.0,39.0,55.0,,,,,45.3,,39.6,,,52.0,24.1,,39.8,,,22.0,34.4,,,,54.0,49.0,57.8,,,,,,,,,,55.9,9.0,,19.9,,23.0,18.0,34.0,,,,,24.3,,18.6,,,31.0,3.1,,18.8,,,1.0,13.4,,,,33.0,28.0,36.8,,,,,,,,,,34.9,,False,,False,False,False,,,,,False,,False,,,False,True,,False,,,True,False,,,,False,False,False,,,,,,,,,,False
28121,622,1110.0,,1060.4,,891.0,888.0,750.0,,,,,790.8,,767.3,,993.5,1121.0,649.7,,914.4,816.0,,761.0,985.0,,,,1083.0,1151.0,755.6,,,,,,929.0,749.0,,,1029.1,488.0,,438.4,,269.0,266.0,128.0,,,,,168.8,,145.3,,371.5,499.0,27.7,,292.4,194.0,,139.0,363.0,,,,461.0,529.0,133.6,,,,,,307.0,127.0,,,407.1,,True,,True,True,True,,,,,True,,True,,True,False,True,,True,True,,True,True,,,,True,False,True,,,,,,True,True,,,True
28123,119,234.0,,232.0,,234.0,208.0,318.0,,,,,189.1,,133.0,,,249.0,364.7,,178.7,,,170.0,189.0,,,,255.0,241.0,268.3,,,,,,394.8,,,,256.9,115.0,,113.0,,115.0,89.0,199.0,,,,,70.1,,14.0,,,130.0,245.7,,59.7,,,51.0,70.0,,,,136.0,122.0,149.3,,,,,,275.8,,,,137.9,,True,,False,True,False,,,,,True,,True,,,False,False,,True,,,True,True,,,,False,False,False,,,,,,False,,,,False
28125,5,24.0,,20.6,,28.0,34.0,0.0,,,,,35.4,,17.4,,,35.0,59.0,,24.8,,,23.0,28.3,,,,51.0,34.0,29.0,,,,,,,,,,123.6,19.0,,15.6,,23.0,29.0,-5.0,,,,,30.4,,12.4,,,30.0,54.0,,19.8,,,18.0,23.3,,,,46.0,29.0,24.0,,,,,,,,,,118.6,,True,,False,False,True,,,,,False,,True,,,False,False,,False,,,True,False,,,,False,False,False,,,,,,,,,,False
28127,183,186.0,,199.5,,164.0,148.0,103.0,,,,,159.6,,109.6,,,240.0,89.7,,136.3,,,105.0,147.9,,,,157.0,184.0,129.9,,,,,,194.2,,,,183.5,3.0,,16.5,,-19.0,-35.0,-80.0,,,,,-23.4,,-73.4,,,57.0,-93.3,,-46.7,,,-78.0,-35.1,,,,-26.0,1.0,-53.1,,,,,,11.2,,,,0.5,,False,,False,False,False,,,,,False,,False,,,False,False,,False,,,False,False,,,,False,True,False,,,,,,False,,,,True
28129,89,138.0,,115.8,,128.0,130.0,229.0,,,,,99.1,,65.9,,,146.0,362.6,,116.6,,,116.0,110.8,,,,187.0,163.0,116.3,,,,,,,,,,180.8,49.0,,26.8,,39.0,41.0,140.0,,,,,10.1,,-23.1,,,57.0,273.6,,27.6,,,27.0,21.8,,,,98.0,74.0,27.3,,,,,,,,,,91.8,,True,,True,True,False,,,,,True,,True,,,False,False,,True,,,True,True,,,,False,False,True,,,,,,,,,,False
