,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
31113,5,4.0,3.3,,1.0,0.0,,,,,10.0,,0.9,3.4,,,0.7,,0.2,,,,,28.0,4.2,-1.0,-1.7,,-4.0,-5.0,,,,,5.0,,-4.1,-1.6,,,-4.3,,-4.8,,,,,23.0,-0.8,False,,False,False,,,,,False,,False,False,,,False,,False,,,,,False,True
31115,5,0.0,1.2,,0.0,0.0,,,,,12.0,,1.0,4.6,,,0.0,,0.0,,,,,0.0,4.0,-5.0,-3.8,,-5.0,-5.0,,,,,7.0,,-4.0,-0.4,,,-5.0,,-5.0,,,,,-5.0,-1.0,True,,False,False,,,,,False,,True,True,,,True,,False,,,,,False,True
31117,5,0.0,0.0,,0.0,0.0,,,,,9.0,,0.7,0.2,,,0.0,,0.0,,,,,0.0,4.0,-5.0,-5.0,,-5.0,-5.0,,,,,4.0,,-4.3,-4.8,,,-5.0,,-5.0,,,,,-5.0,-1.0,False,,False,False,,,,,True,,True,True,,,True,,False,,,,,False,True
31119,634,236.0,237.6,,218.0,171.0,,,,,391.0,,244.9,271.5,,125.4,245.3,,327.1,,178.9,,,211.0,165.5,-398.0,-396.4,,-416.0,-463.0,,,,,-243.0,,-389.1,-362.5,,-508.6,-388.7,,-306.9,,-455.1,,,-423.0,-468.5,True,,False,False,,,,,True,,True,True,,False,True,,True,,False,,,False,False
31121,75,24.0,27.6,,21.0,0.0,,,,,42.0,,17.8,12.8,,16.0,23.9,,108.4,,22.1,,,143.0,13.9,-51.0,-47.4,,-54.0,-75.0,,,,,-33.0,,-57.2,-62.2,,-59.0,-51.1,,33.4,,-52.9,,,68.0,-61.1,True,,False,False,,,,,True,,False,False,,False,False,,True,,False,,,False,False
31123,53,4.0,3.2,,4.0,0.0,,,,,26.0,,6.2,6.7,,31.2,1.1,,1.6,,1.9,,,2.0,11.7,-49.0,-49.8,,-49.0,-53.0,,,,,-27.0,,-46.8,-46.3,,-21.8,-51.9,,-51.4,,-51.1,,,-51.0,-41.3,False,,False,False,,,,,True,,True,True,,True,False,,False,,False,,,False,True
31125,57,36.0,41.7,,26.0,33.0,,,,,26.0,,79.5,11.6,,7.4,26.2,,7.7,,,,,12.0,64.5,-21.0,-15.3,,-31.0,-24.0,,,,,-31.0,,22.5,-45.4,,-49.6,-30.8,,-49.3,,,,,-45.0,7.5,True,,False,False,,,,,False,,False,False,,False,False,,False,,,,,False,True
31127,39,52.0,48.3,,29.0,25.0,,,,,26.0,,57.4,17.9,,13.0,42.3,,10.1,,,,,31.0,31.2,13.0,9.3,,-10.0,-14.0,,,,,-13.0,,18.4,-21.1,,-26.0,3.3,,-28.9,,,,,-8.0,-7.8,True,,True,False,,,,,False,,False,False,,False,True,,False,,,,,True,True
31129,92,4.0,5.1,,4.0,0.0,,,,,18.0,,6.6,8.9,,1.4,0.5,,2.5,,,,,1.0,6.1,-88.0,-86.9,,-88.0,-92.0,,,,,-74.0,,-85.4,-83.1,,-90.6,-91.5,,-89.5,,,,,-91.0,-85.9,True,,False,False,,,,,True,,True,True,,False,False,,False,,,,,False,True
31131,153,124.0,124.8,,114.0,69.0,,,,,65.0,,172.5,70.1,,88.2,128.1,,133.0,,120.6,,,190.0,178.3,-29.0,-28.2,,-39.0,-84.0,,,,,-88.0,,19.5,-82.9,,-64.8,-24.9,,-20.0,,-32.4,,,37.0,25.3,True,,False,False,,,,,False,,True,False,,False,True,,True,,False,,,False,True
31133,12,4.0,3.9,,4.0,0.0,,,,,15.0,,7.8,9.3,,,1.8,,4.7,,,,,1.0,5.6,-8.0,-8.1,,-8.0,-12.0,,,,,3.0,,-4.2,-2.7,,,-10.2,,-7.3,,,,,-11.0,-6.4,False,,False,False,,,,,True,,True,True,,,False,,True,,,,,False,True
31135,18,4.0,4.4,,4.0,0.0,,,,,12.0,,4.8,8.0,,,0.7,,2.9,,,,,8.0,4.2,-14.0,-13.6,,-14.0,-18.0,,,,,-6.0,,-13.2,-10.0,,,-17.3,,-15.1,,,,,-10.0,-13.8,True,,False,False,,,,,True,,True,True,,,False,,False,,,,,True,True
31137,192,104.0,95.2,,74.0,69.0,,,,,44.0,,74.2,26.8,,84.9,107.9,,35.5,,72.2,,,165.0,58.4,-88.0,-96.8,,-118.0,-123.0,,,,,-148.0,,-117.8,-165.2,,-107.1,-84.1,,-156.5,,-119.8,,,-27.0,-133.6,False,,False,False,,,,,False,,False,False,,False,True,,False,,False,,,True,False
31139,114,28.0,30.6,,26.0,11.0,,,,,37.0,,27.8,17.2,,2.6,30.4,,28.3,,,,,36.0,30.7,-86.0,-83.4,,-88.0,-103.0,,,,,-77.0,,-86.2,-96.8,,-111.4,-83.6,,-85.7,,,,,-78.0,-83.3,True,,False,False,,,,,True,,False,False,,False,True,,True,,,,,True,True
31141,570,396.0,390.6,,281.0,562.0,,,,,268.0,,384.1,304.9,,85.2,271.9,,131.0,,235.7,,,262.0,220.8,-174.0,-179.4,,-289.0,-8.0,,,,,-302.0,,-185.9,-265.1,,-484.8,-298.1,,-439.0,,-334.3,,,-308.0,-349.2,False,,False,True,,,,,False,,False,False,,False,False,,False,,False,,,False,False
31143,125,88.0,89.2,,72.0,59.0,,,,,20.0,,89.6,12.8,,21.3,89.8,,142.0,,52.1,,,82.0,104.3,-37.0,-35.8,,-53.0,-66.0,,,,,-105.0,,-35.4,-112.2,,-103.7,-35.2,,17.0,,-72.9,,,-43.0,-20.7,True,,False,False,,,,,False,,True,False,,False,True,,True,,False,,,False,True
31145,226,96.0,95.3,,65.0,105.0,,,,,32.0,,133.3,19.0,,10.0,58.8,,16.6,,,,,135.0,781.3,-130.0,-130.7,,-161.0,-121.0,,,,,-194.0,,-92.7,-207.0,,-216.0,-167.2,,-209.4,,,,,-91.0,555.3,False,,False,True,,,,,False,,True,False,,False,False,,False,,,,,True,False
31147,66,32.0,32.2,,21.0,16.0,,,,,24.0,,29.2,29.8,,20.1,17.6,,5.0,,,,,43.0,15.0,-34.0,-33.8,,-45.0,-50.0,,,,,-42.0,,-36.8,-36.2,,-45.9,-48.4,,-61.0,,,,,-23.0,-51.0,True,,False,False,,,,,False,,False,False,,False,False,,False,,,,,True,False
31149,14,20.0,15.8,,14.0,0.0,,,,,38.0,,20.7,14.4,,,11.1,,3.7,,,,,0.0,10.7,6.0,1.8,,0.0,-14.0,,,,,24.0,,6.7,0.4,,,-2.9,,-10.3,,,,,-14.0,-3.3,True,,True,False,,,,,False,,False,True,,,True,,False,,,,,False,True
31151,209,136.0,138.1,,82.0,30.0,,,,,108.0,,133.0,155.9,,30.5,117.4,,32.0,,72.8,,,46.0,492.1,-73.0,-70.9,,-127.0,-179.0,,,,,-101.0,,-76.0,-53.1,,-178.5,-91.6,,-177.0,,-136.2,,,-163.0,283.1,True,,False,False,,,,,False,,False,True,,False,False,,False,,False,,,False,False
31153,2263,1336.0,1359.5,,1177.0,1700.0,,,,,683.0,,1350.7,1704.5,,992.9,1096.3,,1073.0,,1411.1,2460.0,,1359.0,403.5,-927.0,-903.5,,-1086.0,-563.0,,,,,-1580.0,,-912.3,-558.5,,-1270.1,-1166.7,,-1190.0,,-851.9,197.0,,-904.0,-1859.5,True,,False,True,,,,,False,,True,True,,False,False,,False,,True,True,,True,False
31155,201,224.0,248.9,,198.0,217.0,,,,,93.0,,310.9,127.1,,195.9,207.4,,121.4,,179.5,,,136.0,136.1,23.0,47.9,,-3.0,16.0,,,,,-108.0,,109.9,-73.9,,-5.1,6.4,,-79.6,,-21.5,,,-65.0,-64.9,False,,True,True,,,,,False,,False,False,,True,True,,False,,True,,,False,False
31157,558,100.0,93.6,,86.0,57.0,,,,,150.0,,116.6,131.0,,19.2,87.2,,47.7,,92.1,,,219.0,54.0,-458.0,-464.4,,-472.0,-501.0,,,,,-408.0,,-441.4,-427.0,,-538.8,-470.8,,-510.3,,-465.9,,,-339.0,-504.0,False,,False,False,,,,,True,,True,True,,False,False,,False,,False,,,True,False
31159,184,68.0,65.3,,65.0,74.0,,,,,92.0,,129.1,73.5,,8.6,69.1,,10.5,,43.9,,,76.0,74.0,-116.0,-118.7,,-119.0,-110.0,,,,,-92.0,,-54.9,-110.5,,-175.4,-114.9,,-173.5,,-140.1,,,-108.0,-110.0,False,,False,True,,,,,True,,True,True,,False,True,,False,,False,,,True,True
31161,91,32.0,37.2,,19.0,0.0,,,,,18.0,,25.2,20.7,,,17.9,,56.8,,,,,72.0,14.3,-59.0,-53.8,,-72.0,-91.0,,,,,-73.0,,-65.8,-70.3,,,-73.1,,-34.2,,,,,-19.0,-76.7,True,,False,False,,,,,False,,False,False,,,False,,True,,,,,True,False
31163,33,8.0,7.2,,7.0,0.0,,,,,14.0,,11.1,4.0,,3.4,4.3,,11.3,,,,,8.0,7.8,-25.0,-25.8,,-26.0,-33.0,,,,,-19.0,,-21.9,-29.0,,-29.6,-28.7,,-21.7,,,,,-25.0,-25.2,False,,False,False,,,,,True,,True,False,,False,False,,True,,,,,False,False
31165,5,0.0,0.0,,0.0,0.0,,,,,19.0,,1.0,0.4,,,0.0,,0.0,,,,,0.0,4.0,-5.0,-5.0,,-5.0,-5.0,,,,,14.0,,-4.0,-4.6,,,-5.0,,-5.0,,,,,-5.0,-1.0,False,,False,False,,,,,False,,True,True,,,True,,False,,,,,False,True
31167,39,28.0,32.6,,21.0,,,,,,34.0,,25.3,11.9,,5.7,9.8,,33.5,,17.4,,,91.0,11.5,-11.0,-6.4,,-18.0,,,,,,-5.0,,-13.7,-27.1,,-33.3,-29.2,,-5.5,,-21.6,,,52.0,-27.5,True,,False,,,,,,True,,False,False,,False,False,,True,,False,,,False,False
31169,39,4.0,4.9,,4.0,0.0,,,,,17.0,,0.8,2.7,,5.4,2.8,,11.8,,,,,3.0,18.6,-35.0,-34.1,,-35.0,-39.0,,,,,-22.0,,-38.2,-36.4,,-33.6,-36.2,,-27.2,,,,,-36.0,-20.4,True,,False,False,,,,,True,,False,False,,True,False,,True,,,,,False,True
31171,10,4.0,3.7,,1.0,0.0,,,,,16.0,,3.6,3.1,,0.2,0.0,,0.0,,,,,0.0,4.0,-6.0,-6.3,,-9.0,-10.0,,,,,6.0,,-6.4,-6.9,,-9.8,-10.0,,-10.0,,,,,-10.0,-6.0,False,,False,False,,,,,False,,False,False,,False,False,,False,,,,,False,False
31173,83,48.0,48.2,,34.0,30.0,,,,,36.0,,57.2,39.1,,6.3,38.0,,51.5,,19.9,,,27.0,34.6,-35.0,-34.8,,-49.0,-53.0,,,,,-47.0,,-25.8,-43.9,,-76.7,-45.0,,-31.5,,-63.1,,,-56.0,-48.4,True,,False,False,,,,,False,,True,False,,False,False,,True,,False,,,False,False
31175,47,36.0,36.3,,24.0,28.0,,,,,25.0,,73.3,11.7,,10.3,19.5,,7.6,,,,,31.0,753.1,-11.0,-10.7,,-23.0,-19.0,,,,,-22.0,,26.3,-35.3,,-36.7,-27.5,,-39.4,,,,,-16.0,706.1,True,,False,False,,,,,False,,False,False,,False,False,,False,,,,,False,False
31177,242,148.0,134.0,,129.0,179.0,,,,,86.0,,195.6,72.1,,93.9,127.0,,20.8,,162.6,,,83.0,91.0,-94.0,-108.0,,-113.0,-63.0,,,,,-156.0,,-46.4,-169.9,,-148.1,-115.0,,-221.2,,-79.4,,,-159.0,-151.0,False,,False,True,,,,,False,,True,False,,False,False,,False,,True,,,False,False
31179,179,208.0,212.6,,138.0,207.0,,,,,91.0,,274.9,46.0,,80.8,127.6,,93.4,,129.2,,,135.0,229.8,29.0,33.6,,-41.0,28.0,,,,,-88.0,,95.9,-133.0,,-98.2,-51.4,,-85.6,,-49.8,,,-44.0,50.8,False,,False,True,,,,,False,,False,False,,False,False,,False,,False,,,False,False
31181,107,8.0,7.7,,4.0,0.0,,,,,18.0,,8.0,1.6,,1.6,1.8,,0.6,,,,,7.0,5.6,-99.0,-99.3,,-103.0,-107.0,,,,,-89.0,,-99.0,-105.4,,-105.4,-105.2,,-106.4,,,,,-100.0,-101.4,False,,False,False,,,,,True,,True,False,,False,False,,False,,,,,False,False
31183,2,0.0,0.0,,0.0,0.0,,,,,12.0,,1.2,2.3,,,1.0,,0.7,,,,,0.0,4.0,-2.0,-2.0,,-2.0,-2.0,,,,,10.0,,-0.8,0.3,,,-1.0,,-1.3,,,,,-2.0,2.0,False,,False,False,,,,,False,,True,True,,,True,,True,,,,,False,False
31185,341,180.0,170.4,,128.0,173.0,,,,,65.0,,192.9,72.4,,65.1,132.4,,80.3,,104.1,,,360.0,329.4,-161.0,-170.6,,-213.0,-168.0,,,,,-276.0,,-148.1,-268.6,,-275.9,-208.6,,-260.7,,-236.9,,,19.0,-11.6,False,,False,False,,,,,False,,True,False,,False,False,,False,,False,,,True,True
32001,91,52.0,79.2,,29.0,4.0,,,,,21.0,,79.3,33.5,,4.9,20.2,,24.7,,45.2,,,94.0,32.8,-39.0,-11.8,,-62.0,-87.0,,,,,-70.0,,-11.7,-57.5,,-86.1,-70.8,,-66.3,,-45.8,,,3.0,-58.2,True,,False,False,,,,,False,,True,False,,False,False,,False,,False,,,True,False
32003,13782,10284.0,10082.5,7791.7,8877.0,10967.0,,,,,5112.0,,8562.8,6798.8,,9349.3,10666.2,,9414.2,,6716.2,10801.0,,11563.0,,-3498.0,-3699.5,-5990.3,-4905.0,-2815.0,,,,,-8670.0,,-5219.2,-6983.2,,-4432.7,-3115.8,,-4367.8,,-7065.8,-2981.0,,-2219.0,,False,False,False,True,,,,,False,,False,False,,False,True,,False,,False,True,,True,
32005,104,72.0,73.2,,64.0,72.0,,,,,29.0,,93.3,101.8,,39.3,85.2,,102.9,,58.8,,,73.0,54.8,-32.0,-30.8,,-40.0,-32.0,,,,,-75.0,,-10.7,-2.2,,-64.7,-18.8,,-1.1,,-45.2,,,-31.0,-49.2,True,,False,False,,,,,False,,True,True,,False,True,,True,,False,,,True,False
32007,498,200.0,209.0,,134.0,0.0,,,,,72.0,,193.8,94.5,,86.7,202.5,,75.3,,166.7,,,152.0,126.7,-298.0,-289.0,,-364.0,-498.0,,,,,-426.0,,-304.2,-403.5,,-411.3,-295.5,,-422.7,,-331.3,,,-346.0,-371.3,True,,False,False,,,,,False,,False,False,,False,True,,False,,False,,,False,False
32009,0,0.0,0.0,,0.0,0.0,,,,,0.0,,0.3,0.0,,,0.0,,0.0,,,,,,4.0,0.0,0.0,,0.0,0.0,,,,,0.0,,0.3,0.0,,,0.0,,0.0,,,,,,4.0,True,,True,True,,,,,True,,False,True,,,True,,True,,,,,,False
32011,3,0.0,0.6,,0.0,0.0,,,,,0.0,,0.9,3.2,,,0.0,,1.0,,,,,0.0,5.0,-3.0,-2.4,,-3.0,-3.0,,,,,-3.0,,-2.1,0.2,,,-3.0,,-2.0,,,,,-3.0,2.0,True,,False,False,,,,,False,,True,True,,,True,,True,,,,,False,True
32013,48,36.0,36.9,,19.0,0.0,,,,,18.0,,34.4,30.0,,1.0,10.3,,80.1,,20.7,,,54.0,15.8,-12.0,-11.1,,-29.0,-48.0,,,,,-30.0,,-13.6,-18.0,,-47.0,-37.7,,32.1,,-27.3,,,6.0,-32.2,True,,False,False,,,,,False,,False,False,,False,False,,False,,False,,,True,False
32015,34,28.0,33.1,,15.0,,,,,,0.0,,20.9,6.8,,4.0,9.5,,66.8,,15.3,,,80.0,12.6,-6.0,-0.9,,-19.0,,,,,,-34.0,,-13.1,-27.2,,-30.0,-24.5,,32.8,,-18.7,,,46.0,-21.4,True,,False,,,,,,False,,False,False,,False,False,,False,,False,,,False,False
32017,42,0.0,0.1,,0.0,0.0,,,,,0.0,,18.3,1.9,,0.1,0.0,,0.0,,,,,0.0,4.0,-42.0,-41.9,,-42.0,-42.0,,,,,-42.0,,-23.7,-40.1,,-41.9,-42.0,,-42.0,,,,,-42.0,-38.0,True,,False,False,,,,,False,,True,True,,True,True,,False,,,,,False,True
32019,174,56.0,53.4,,58.0,63.0,,,,,65.0,,97.5,221.7,,7.0,71.3,,32.1,,96.4,,,43.0,69.3,-118.0,-120.6,,-116.0,-111.0,,,,,-109.0,,-76.5,47.7,,-167.0,-102.7,,-141.9,,-77.6,,,-131.0,-104.7,False,,True,True,,,,,True,,True,True,,False,True,,False,,True,,,False,True
32021,4,4.0,2.8,,0.0,0.0,,,,,0.0,,4.4,2.2,,0.2,0.0,,12.5,,,,,20.0,4.0,0.0,-1.2,,-4.0,-4.0,,,,,-4.0,,0.4,-1.8,,-3.8,-4.0,,8.5,,,,,16.0,0.0,False,,False,False,,,,,False,,False,False,,False,False,,False,,,,,False,True
32023,191,76.0,71.9,,38.0,0.0,,,,,18.0,,104.6,79.8,,23.6,62.1,,17.5,,48.4,,,73.0,36.4,-115.0,-119.1,,-153.0,-191.0,,,,,-173.0,,-86.4,-111.2,,-167.4,-128.9,,-173.5,,-142.6,,,-118.0,-154.6,False,,False,False,,,,,False,,True,True,,False,False,,False,,False,,,False,False
32027,5,4.0,4.4,,2.0,0.0,,,,,2.0,,8.2,9.3,,0.8,0.1,,0.0,,,,,15.0,4.2,-1.0,-0.6,,-3.0,-5.0,,,,,-3.0,,3.2,4.3,,-4.2,-4.9,,-5.0,,,,,10.0,-0.8,True,,False,False,,,,,False,,False,False,,False,False,,False,,,,,False,True
32029,12,0.0,0.2,,0.0,0.0,,,,,0.0,,6.7,5.7,,1.2,1.1,,0.7,,,,,0.0,4.3,-12.0,-11.8,,-12.0,-12.0,,,,,-12.0,,-5.3,-6.3,,-10.8,-10.9,,-11.3,,,,,-12.0,-7.7,True,,False,False,,,,,False,,True,True,,True,True,,True,,,,,False,True
32031,3794,2448.0,2410.6,2061.1,2049.0,2020.0,,,,,1251.0,,2367.7,2379.9,,2074.5,2363.4,,1709.2,,1885.8,4192.0,,3142.0,2132.5,-1346.0,-1383.4,-1732.9,-1745.0,-1774.0,,,,,-2543.0,,-1426.3,-1414.1,,-1719.5,-1430.6,,-2084.8,,-1908.2,398.0,,-652.0,-1661.5,False,False,False,False,,,,,False,,False,False,,False,False,,False,,False,True,,True,False
32033,51,40.0,46.0,,21.0,0.0,,,,,1.0,,56.5,29.8,,3.3,29.8,,19.3,,,,,28.0,24.5,-11.0,-5.0,,-30.0,-51.0,,,,,-50.0,,5.5,-21.2,,-47.7,-21.2,,-31.7,,,,,-23.0,-26.5,True,,False,False,,,,,False,,True,False,,False,False,,False,,,,,False,False
32510,224,112.0,119.2,,97.0,78.0,,,,,77.0,,125.5,15.4,,35.2,114.5,,88.2,,111.5,,,123.0,90.2,-112.0,-104.8,,-127.0,-146.0,,,,,-147.0,,-98.5,-208.6,,-188.8,-109.5,,-135.8,,-112.5,,,-101.0,-133.8,True,,False,False,,,,,False,,True,False,,False,True,,False,,False,,,True,False
33001,92,32.0,35.3,,26.0,35.0,,,,,63.0,,28.8,61.9,,10.0,24.6,,12.9,,24.7,,,38.0,18.8,-60.0,-56.7,,-66.0,-57.0,,,,,-29.0,,-63.2,-30.1,,-82.0,-67.4,,-79.1,,-67.3,,,-54.0,-73.2,True,,False,True,,,,,True,,False,True,,False,False,,False,,False,,,True,False
33003,33,12.0,12.2,,11.0,0.0,,,,,67.0,,21.2,44.4,,1.6,11.8,,0.6,,10.0,,,5.0,12.3,-21.0,-20.8,,-22.0,-33.0,,,,,34.0,,-11.8,11.4,,-31.4,-21.2,,-32.4,,-23.0,,,-28.0,-20.7,True,,False,False,,,,,False,,True,True,,False,False,,False,,False,,,False,True
33005,52,44.0,44.6,,20.0,131.0,,,,,3.0,,34.8,93.3,,1.4,17.2,,12.4,,42.3,,,147.0,15.9,-8.0,-7.4,,-32.0,79.0,,,,,-49.0,,-17.2,41.3,,-50.6,-34.8,,-39.6,,-9.7,,,95.0,-36.1,True,,False,False,,,,,False,,False,False,,False,False,,False,,False,,,False,False
33007,63,0.0,0.1,,0.0,0.0,,,,,92.0,,5.3,14.9,,0.1,0.0,,0.6,,,,,0.0,4.4,-63.0,-62.9,,-63.0,-63.0,,,,,29.0,,-57.7,-48.1,,-62.9,-63.0,,-62.4,,,,,-63.0,-58.6,True,,False,False,,,,,True,,True,True,,True,True,,True,,,,,False,True
33009,91,64.0,62.4,,48.0,39.0,,,,,134.0,,59.0,105.9,,11.4,42.7,,50.6,,42.4,,,120.0,29.5,-27.0,-28.6,,-43.0,-52.0,,,,,43.0,,-32.0,14.9,,-79.6,-48.3,,-40.4,,-48.6,,,29.0,-61.5,False,,False,False,,,,,False,,False,True,,False,False,,False,,False,,,False,False
33011,977,1000.0,920.8,,734.0,1289.0,,,,,231.0,,762.4,841.1,,599.0,745.1,,606.8,,590.4,,,2331.0,1097.6,23.0,-56.2,,-243.0,312.0,,,,,-746.0,,-214.6,-135.9,,-378.0,-231.9,,-370.2,,-386.6,,,1354.0,120.6,False,,False,False,,,,,False,,False,False,,False,False,,False,,False,,,False,False
33013,328,152.0,154.9,,123.0,270.0,,,,,88.0,,111.0,378.3,,33.6,142.8,,144.8,,94.7,201.0,,282.0,100.5,-176.0,-173.1,,-205.0,-58.0,,,,,-240.0,,-217.0,50.3,,-294.4,-185.2,,-183.2,,-233.3,-127.0,,-46.0,-227.5,True,,False,True,,,,,False,,False,True,,False,False,,False,,False,True,,True,False
33015,612,416.0,434.8,,290.0,237.0,,,,,130.0,,359.2,656.2,,182.4,323.4,,132.0,,329.9,595.0,,811.0,257.4,-196.0,-177.2,,-322.0,-375.0,,,,,-482.0,,-252.8,44.2,,-429.6,-288.6,,-480.0,,-282.1,-17.0,,199.0,-354.6,True,,False,False,,,,,False,,False,True,,False,False,,False,,False,True,,False,False
33017,187,156.0,162.4,,126.0,83.0,,,,,103.0,,169.0,486.8,,43.3,159.8,,0.0,,157.7,149.0,,103.0,130.0,-31.0,-24.6,,-61.0,-104.0,,,,,-84.0,,-18.0,299.8,,-143.7,-27.2,,-187.0,,-29.3,-38.0,,-84.0,-57.0,True,,False,False,,,,,False,,True,False,,False,True,,False,,True,False,,False,False
33019,32,20.0,20.1,,10.0,24.0,,,,,4.0,,29.3,42.5,,0.4,5.1,,4.2,,14.3,,,30.0,10.6,-12.0,-11.9,,-22.0,-8.0,,,,,-28.0,,-2.7,10.5,,-31.6,-26.9,,-27.8,,-17.7,,,-2.0,-21.4,True,,False,True,,,,,False,,True,True,,False,False,,False,,False,,,True,False
34001,1055,592.0,606.0,,460.0,938.0,,,,,635.0,,404.5,925.9,,349.2,604.8,,329.9,,402.6,937.0,,1010.0,687.3,-463.0,-449.0,,-595.0,-117.0,,,,,-420.0,,-650.5,-129.1,,-705.8,-450.2,,-725.1,,-652.4,-118.0,,-45.0,-367.7,True,,False,True,,,,,True,,False,True,,False,True,,False,,False,True,,True,True
34003,2674,1316.0,1289.7,1341.0,1191.0,2078.0,,,,,885.0,,893.3,4059.3,,1008.8,1502.3,,1227.0,,1078.8,2147.0,,1717.0,1747.0,-1358.0,-1384.3,-1333.0,-1483.0,-596.0,,,,,-1789.0,,-1780.7,1385.3,,-1665.2,-1171.7,,-1447.0,,-1595.2,-527.0,,-957.0,-927.0,False,True,False,True,,,,,False,,False,False,,False,True,,False,,False,True,,True,True
34005,1342,732.0,732.2,,593.0,633.0,,,,,780.0,,547.9,2446.3,,520.3,762.4,,429.8,,599.6,629.0,,700.0,345.3,-610.0,-609.8,,-749.0,-709.0,,,,,-562.0,,-794.1,1104.3,,-821.7,-579.6,,-912.2,,-742.4,-713.0,,-642.0,-996.7,True,,False,False,,,,,True,,False,False,,False,True,,False,,False,False,,False,False
34007,1714,900.0,914.3,1018.7,907.0,1148.0,,,,,946.0,,630.7,2256.0,,540.5,1025.0,,4340.8,,714.7,944.0,,1070.0,957.8,-814.0,-799.7,-695.3,-807.0,-566.0,,,,,-768.0,,-1083.3,542.0,,-1173.5,-689.0,,2626.8,,-999.3,-770.0,,-644.0,-756.2,True,True,True,True,,,,,True,,False,True,,False,True,,False,,False,True,,True,True
34009,108,92.0,91.4,,64.0,57.0,,,,,148.0,,64.2,362.4,,38.5,127.8,,0.0,,40.3,,,94.0,80.7,-16.0,-16.6,,-44.0,-51.0,,,,,40.0,,-43.8,254.4,,-69.5,19.8,,-108.0,,-67.7,,,-14.0,-27.3,False,,False,False,,,,,False,,False,False,,False,False,,False,,False,,,True,False
34011,234,136.0,153.0,,126.0,88.0,,,,,345.0,,122.5,511.7,,19.8,133.2,,34.1,,162.2,58.0,,88.0,369.4,-98.0,-81.0,,-108.0,-146.0,,,,,111.0,,-111.5,277.7,,-214.2,-100.8,,-199.9,,-71.8,-176.0,,-146.0,135.4,True,,False,False,,,,,False,,False,False,,False,False,,False,,True,False,,False,False
34013,3857,944.0,949.6,1066.2,903.0,779.0,,,,,1030.0,,611.5,4510.0,,710.1,1442.3,,1718.2,,854.4,1749.0,,1550.0,1112.0,-2913.0,-2907.4,-2790.8,-2954.0,-3078.0,,,,,-2827.0,,-3245.5,653.0,,-3146.9,-2414.7,,-2138.8,,-3002.6,-2108.0,,-2307.0,-2745.0,True,True,False,False,,,,,True,,False,True,,False,True,,True,,False,True,,True,True
34015,828,1132.0,1162.9,,848.0,1930.0,,,,,525.0,,870.4,2623.1,,711.6,877.7,,409.5,,1156.3,963.0,,1195.0,738.3,304.0,334.9,,20.0,1102.0,,,,,-303.0,,42.4,1795.1,,-116.4,49.7,,-418.5,,328.3,135.0,,367.0,-89.7,False,,True,False,,,,,True,,True,False,,True,True,,False,,False,True,,False,True
34017,2617,992.0,976.8,1050.7,716.0,1567.0,,,,,695.0,,606.2,2907.7,,451.1,1116.8,,423.6,,634.4,1737.0,,1599.0,527.6,-1625.0,-1640.2,-1566.3,-1901.0,-1050.0,,,,,-1922.0,,-2010.8,290.7,,-2165.9,-1500.2,,-2193.4,,-1982.6,-880.0,,-1018.0,-2089.4,False,True,False,True,,,,,False,,False,True,,False,True,,False,,False,True,,True,False
