,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
30073,129,140.0,147.1,,65.0,58.0,,,,,32.0,,478.5,7.1,,26.9,71.9,,36.1,,,,,211.0,1739.0,11.0,18.1,,-64.0,-71.0,,,,,-97.0,,349.5,-121.9,,-102.1,-57.1,,-92.9,,,,,82.0,1610.0,False,,False,False,,,,,False,,False,False,,False,False,,False,,,,,False,False
30075,40,64.0,65.7,,35.0,4.0,,,,,44.0,,519.0,12.0,,,26.9,,7.9,,,,,58.0,287.4,24.0,25.7,,-5.0,-36.0,,,,,4.0,,479.0,-28.0,,,-13.1,,-32.1,,,,,18.0,247.4,False,,True,False,,,,,True,,False,False,,,True,,False,,,,,True,False
30077,170,0.0,0.2,,1.0,0.0,,,,,52.0,,7.3,8.2,,,3.6,,2.9,,,,,0.0,9.7,-170.0,-169.8,,-169.0,-170.0,,,,,-118.0,,-162.7,-161.8,,,-166.4,,-167.1,,,,,-170.0,-160.3,True,,True,False,,,,,True,,True,True,,,True,,True,,,,,False,True
30079,19,48.0,50.6,,19.0,0.0,,,,,21.0,,179.6,22.4,,,10.5,,0.0,,,,,49.0,358.0,29.0,31.6,,0.0,-19.0,,,,,2.0,,160.6,3.4,,,-8.5,,-19.0,,,,,30.0,339.0,False,,True,True,,,,,True,,False,True,,,True,,True,,,,,False,False
30081,371,96.0,99.4,,102.0,96.0,,,,,241.0,,158.9,84.4,,112.6,129.5,,97.1,,69.4,,,224.0,53.1,-275.0,-271.6,,-269.0,-275.0,,,,,-130.0,,-212.1,-286.6,,-258.4,-241.5,,-273.9,,-301.6,,,-147.0,-317.9,True,,True,False,,,,,True,,True,False,,True,True,,True,,False,,,True,False
30083,215,236.0,230.2,,175.0,146.0,,,,,299.0,,188.7,21.3,,769.0,110.9,,95.5,,118.0,,,38.0,301.0,21.0,15.2,,-40.0,-69.0,,,,,84.0,,-26.3,-193.7,,554.0,-104.1,,-119.5,,-97.0,,,-177.0,86.0,True,,False,False,,,,,False,,False,False,,False,False,,False,,False,,,False,False
30085,566,324.0,337.8,,153.0,5.0,,,,,435.0,,1142.5,17.2,,41.1,151.1,,27.1,,,,,160.0,191.1,-242.0,-228.2,,-413.0,-561.0,,,,,-131.0,,576.5,-548.8,,-524.9,-414.9,,-538.9,,,,,-406.0,-374.9,True,,False,False,,,,,True,,False,False,,False,False,,False,,,,,False,False
30087,185,144.0,117.7,,88.0,0.0,,,,,94.0,,88.4,30.5,,65.8,152.5,,39.6,,,,,40.0,407.7,-41.0,-67.3,,-97.0,-185.0,,,,,-91.0,,-96.6,-154.5,,-119.2,-32.5,,-145.4,,,,,-145.0,222.7,False,,False,False,,,,,False,,False,False,,False,True,,False,,,,,False,False
30089,52,40.0,44.7,,13.0,0.0,,,,,6.0,,14.6,23.9,,,12.6,,3.7,,,,,197.0,14.9,-12.0,-7.3,,-39.0,-52.0,,,,,-46.0,,-37.4,-28.1,,,-39.4,,-48.3,,,,,145.0,-37.1,True,,False,False,,,,,False,,False,False,,,False,,False,,,,,False,False
30091,64,24.0,23.8,,20.0,,,,,,173.0,,46.0,6.7,,,8.5,,3.4,,,,,20.0,189.3,-40.0,-40.2,,-44.0,,,,,,109.0,,-18.0,-57.3,,,-55.5,,-60.6,,,,,-44.0,125.3,False,,False,,,,,,False,,True,False,,,False,,False,,,,,False,False
30093,321,140.0,136.9,,116.0,167.0,,,,,197.0,,113.2,60.1,,38.5,115.2,,18.9,,77.4,,,103.0,120.2,-181.0,-184.1,,-205.0,-154.0,,,,,-124.0,,-207.8,-260.9,,-282.5,-205.8,,-302.1,,-243.6,,,-218.0,-200.8,False,,False,True,,,,,True,,False,False,,False,False,,False,,False,,,False,False
30095,142,84.0,86.6,,60.0,38.0,,,,,35.0,,165.8,24.2,,82.0,65.0,,15.7,,,,,187.0,78.6,-58.0,-55.4,,-82.0,-104.0,,,,,-107.0,,23.8,-117.8,,-60.0,-77.0,,-126.3,,,,,45.0,-63.4,True,,False,False,,,,,False,,True,False,,False,False,,False,,,,,True,False
30097,46,32.0,31.5,,18.0,0.0,,,,,11.0,,25.7,16.3,,,17.6,,19.3,,,,,42.0,19.6,-14.0,-14.5,,-28.0,-46.0,,,,,-35.0,,-20.3,-29.7,,,-28.4,,-26.7,,,,,-4.0,-26.4,False,,False,False,,,,,False,,False,False,,,False,,False,,,,,True,False
30099,55,64.0,64.1,,47.0,,,,,,9.0,,45.3,2.6,,,39.9,,81.6,,,,,240.0,274.4,9.0,9.1,,-8.0,,,,,,-46.0,,-9.7,-52.4,,,-15.1,,26.6,,,,,185.0,219.4,False,,True,,,,,,False,,False,False,,,False,,False,,,,,False,False
30101,213,188.0,192.5,,114.0,59.0,,,,,292.0,,202.4,2.8,,65.6,108.8,,0.0,,100.8,,,130.0,1012.1,-25.0,-20.5,,-99.0,-154.0,,,,,79.0,,-10.6,-210.2,,-147.4,-104.2,,-213.0,,-112.2,,,-83.0,799.1,True,,False,False,,,,,False,,True,False,,False,False,,False,,False,,,False,False
30103,21,0.0,0.0,,0.0,0.0,,,,,8.0,,3.9,0.1,,,0.0,,0.0,,,,,0.0,4.0,-21.0,-21.0,,-21.0,-21.0,,,,,-13.0,,-17.1,-20.9,,,-21.0,,-21.0,,,,,-21.0,-17.0,False,,False,False,,,,,True,,True,True,,,True,,False,,,,,False,True
30105,274,96.0,106.8,,94.0,0.0,,,,,400.0,,201.5,21.6,,,81.9,,44.1,,,,,32.0,108.4,-178.0,-167.2,,-180.0,-274.0,,,,,126.0,,-72.5,-252.4,,,-192.1,,-229.9,,,,,-242.0,-165.6,True,,False,False,,,,,True,,True,False,,,False,,False,,,,,False,True
30107,51,16.0,15.3,,7.0,0.0,,,,,7.0,,47.9,3.5,,4.0,6.3,,1.8,,,,,19.0,732.0,-35.0,-35.7,,-44.0,-51.0,,,,,-44.0,,-3.1,-47.5,,-47.0,-44.7,,-49.2,,,,,-32.0,681.0,False,,False,False,,,,,False,,True,False,,False,False,,False,,,,,True,False
30109,27,36.0,38.7,,7.0,0.0,,,,,40.0,,5.0,2.0,,,8.2,,5.1,,,,,39.0,141.2,9.0,11.7,,-20.0,-27.0,,,,,13.0,,-22.0,-25.0,,,-18.8,,-21.9,,,,,12.0,114.2,False,,False,False,,,,,False,,False,False,,,False,,False,,,,,False,False
30111,3287,1784.0,1769.9,,1764.0,2200.0,,,,,2290.0,,1834.2,810.7,,2029.3,1474.6,,836.6,,1002.0,1639.0,,2535.0,2479.0,-1503.0,-1517.1,,-1523.0,-1087.0,,,,,-997.0,,-1452.8,-2476.3,,-1257.7,-1812.4,,-2450.4,,-2285.0,-1648.0,,-752.0,-808.0,False,,False,True,,,,,True,,True,False,,True,False,,False,,False,False,,True,True
31001,317,212.0,204.1,,183.0,226.0,,,,,198.0,,214.9,342.0,,48.8,174.3,,36.4,,158.7,,,158.0,49.5,-105.0,-112.9,,-134.0,-91.0,,,,,-119.0,,-102.1,25.0,,-268.2,-142.7,,-280.6,,-158.3,,,-159.0,-267.5,False,,False,True,,,,,False,,True,True,,False,False,,False,,False,,,False,False
31003,77,124.0,127.5,,64.0,59.0,,,,,52.0,,192.6,17.0,,35.1,70.2,,30.6,,111.0,,,87.0,73.0,47.0,50.5,,-13.0,-18.0,,,,,-25.0,,115.6,-60.0,,-41.9,-6.8,,-46.4,,34.0,,,10.0,-4.0,False,,True,True,,,,,True,,False,False,,True,True,,True,,True,,,True,True
31005,4,0.0,0.0,,0.0,0.0,,,,,8.0,,0.1,1.6,,,0.0,,0.0,,,,,0.0,4.0,-4.0,-4.0,,-4.0,-4.0,,,,,4.0,,-3.9,-2.4,,,-4.0,,-4.0,,,,,-4.0,0.0,False,,False,False,,,,,False,,True,True,,,True,,False,,,,,False,True
31007,2,0.0,0.0,,0.0,0.0,,,,,12.0,,1.1,0.1,,,0.0,,0.0,,,,,0.0,4.0,-2.0,-2.0,,-2.0,-2.0,,,,,10.0,,-0.9,-1.9,,,-2.0,,-2.0,,,,,-2.0,2.0,False,,False,False,,,,,False,,True,True,,,True,,False,,,,,False,True
31009,3,0.0,0.0,,0.0,0.0,,,,,9.0,,0.6,6.0,,,0.0,,0.0,,,,,0.0,4.0,-3.0,-3.0,,-3.0,-3.0,,,,,6.0,,-2.4,3.0,,,-3.0,,-3.0,,,,,-3.0,1.0,False,,False,False,,,,,False,,True,True,,,True,,False,,,,,False,True
31011,72,76.0,77.1,,39.0,46.0,,,,,34.0,,82.7,17.2,,16.2,59.9,,15.2,,,,,41.0,26.2,4.0,5.1,,-33.0,-26.0,,,,,-38.0,,10.7,-54.8,,-55.8,-12.1,,-56.8,,,,,-31.0,-45.8,False,,False,False,,,,,False,,False,False,,False,False,,False,,,,,False,False
31013,175,88.0,82.5,,72.0,69.0,,,,,49.0,,198.8,53.1,,60.3,102.8,,45.5,,,,,50.0,53.0,-87.0,-92.5,,-103.0,-106.0,,,,,-126.0,,23.8,-121.9,,-114.7,-72.2,,-129.5,,,,,-125.0,-122.0,False,,False,False,,,,,False,,True,False,,False,True,,False,,,,,False,False
31015,45,44.0,43.3,,21.0,0.0,,,,,35.0,,67.3,7.9,,4.9,22.3,,6.2,,,,,32.0,75.7,-1.0,-1.7,,-24.0,-45.0,,,,,-10.0,,22.3,-37.1,,-40.1,-22.7,,-38.8,,,,,-13.0,30.7,False,,False,False,,,,,False,,False,False,,False,False,,False,,,,,False,False
31017,33,64.0,67.7,,32.0,0.0,,,,,32.0,,165.2,66.8,,,29.4,,0.0,,,,,34.0,31.8,31.0,34.7,,-1.0,-33.0,,,,,-1.0,,132.2,33.8,,,-3.6,,-33.0,,,,,1.0,-1.2,False,,True,False,,,,,True,,False,False,,,True,,False,,,,,True,True
31019,797,560.0,555.7,,480.0,731.0,,,,,268.0,,592.9,450.4,,288.4,512.1,,532.0,,452.0,,,391.0,383.3,-237.0,-241.3,,-317.0,-66.0,,,,,-529.0,,-204.1,-346.6,,-508.6,-284.9,,-265.0,,-345.0,,,-406.0,-413.7,False,,False,True,,,,,False,,True,False,,False,False,,False,,False,,,False,False
31021,69,28.0,30.0,,26.0,0.0,,,,,37.0,,31.7,16.7,,25.6,18.7,,25.4,,39.2,,,80.0,9.9,-41.0,-39.0,,-43.0,-69.0,,,,,-32.0,,-37.3,-52.3,,-43.4,-50.3,,-43.6,,-29.8,,,11.0,-59.1,True,,False,False,,,,,True,,True,False,,False,False,,False,,True,,,True,False
31023,155,128.0,119.6,,54.0,50.0,,,,,42.0,,155.2,42.8,,25.1,52.6,,58.5,,80.2,,,125.0,32.5,-27.0,-35.4,,-101.0,-105.0,,,,,-113.0,,0.2,-112.2,,-129.9,-102.4,,-96.5,,-74.8,,,-30.0,-122.5,False,,False,False,,,,,False,,True,False,,False,False,,False,,False,,,False,False
31025,234,120.0,120.7,,118.0,139.0,,,,,72.0,,170.8,112.7,,56.0,123.1,,284.1,,91.9,,,112.0,160.7,-114.0,-113.3,,-116.0,-95.0,,,,,-162.0,,-63.2,-121.3,,-178.0,-110.9,,50.1,,-142.1,,,-122.0,-73.3,True,,False,True,,,,,False,,True,False,,False,True,,True,,False,,,False,True
31027,63,60.0,55.0,,50.0,33.0,,,,,78.0,,71.2,22.8,,31.0,46.5,,13.2,,62.7,,,83.0,49.5,-3.0,-8.0,,-13.0,-30.0,,,,,15.0,,8.2,-40.2,,-32.0,-16.5,,-49.8,,-0.3,,,20.0,-13.5,False,,False,False,,,,,False,,False,False,,False,False,,False,,True,,,False,False
31029,127,40.0,44.7,,20.0,0.0,,,,,17.0,,24.8,14.8,,4.2,16.8,,56.4,,,,,52.0,59.0,-87.0,-82.3,,-107.0,-127.0,,,,,-110.0,,-102.2,-112.2,,-122.8,-110.2,,-70.6,,,,,-75.0,-68.0,True,,False,False,,,,,False,,False,False,,False,False,,True,,,,,True,True
31031,29,20.0,18.7,,11.0,0.0,,,,,78.0,,23.2,24.3,,9.3,5.0,,0.3,,,,,12.0,10.9,-9.0,-10.3,,-18.0,-29.0,,,,,49.0,,-5.8,-4.7,,-19.7,-24.0,,-28.7,,,,,-17.0,-18.1,False,,False,False,,,,,False,,True,True,,False,False,,False,,,,,False,False
31033,85,32.0,20.7,,20.0,0.0,,,,,31.0,,30.4,16.1,,8.8,15.9,,46.4,,17.2,,,80.0,14.0,-53.0,-64.3,,-65.0,-85.0,,,,,-54.0,,-54.6,-68.9,,-76.2,-69.1,,-38.6,,-67.8,,,-5.0,-71.0,False,,False,False,,,,,False,,False,False,,False,False,,True,,False,,,True,False
31035,112,40.0,40.7,,31.0,31.0,,,,,18.0,,42.0,12.5,,17.5,25.5,,62.1,,33.0,,,42.0,36.7,-72.0,-71.3,,-81.0,-81.0,,,,,-94.0,,-70.0,-99.5,,-94.5,-86.5,,-49.9,,-79.0,,,-70.0,-75.3,True,,False,False,,,,,False,,True,False,,False,False,,True,,False,,,True,False
31037,165,72.0,72.6,,60.0,10.0,,,,,104.0,,71.2,61.9,,9.7,60.8,,118.8,,24.6,,,0.0,71.4,-93.0,-92.4,,-105.0,-155.0,,,,,-61.0,,-93.8,-103.1,,-155.3,-104.2,,-46.2,,-140.4,,,-165.0,-93.6,True,,False,False,,,,,True,,False,False,,False,False,,True,,False,,,False,False
31039,151,108.0,103.4,,77.0,95.0,,,,,77.0,,146.4,50.6,,27.0,94.5,,17.2,,61.2,,,105.0,54.5,-43.0,-47.6,,-74.0,-56.0,,,,,-74.0,,-4.6,-100.4,,-124.0,-56.5,,-133.8,,-89.8,,,-46.0,-96.5,False,,False,False,,,,,False,,True,False,,False,False,,False,,False,,,False,False
31041,151,56.0,60.7,,43.0,1.0,,,,,60.0,,69.1,12.3,,9.9,41.2,,56.1,,30.4,,,83.0,47.7,-95.0,-90.3,,-108.0,-150.0,,,,,-91.0,,-81.9,-138.7,,-141.1,-109.8,,-94.9,,-120.6,,,-68.0,-103.3,True,,False,False,,,,,True,,True,False,,False,False,,True,,False,,,True,False
31043,306,312.0,324.3,,209.0,0.0,,,,,154.0,,271.1,97.3,,112.6,300.7,,240.7,,151.0,,,417.0,178.5,6.0,18.3,,-97.0,-306.0,,,,,-152.0,,-34.9,-208.7,,-193.4,-5.3,,-65.3,,-155.0,,,111.0,-127.5,False,,False,False,,,,,False,,False,False,,False,True,,False,,False,,,False,False
31045,131,48.0,51.0,,34.0,0.0,,,,,63.0,,49.1,36.7,,17.2,39.7,,12.1,,,,,54.0,27.4,-83.0,-80.0,,-97.0,-131.0,,,,,-68.0,,-81.9,-94.3,,-113.8,-91.3,,-118.9,,,,,-77.0,-103.6,True,,False,False,,,,,True,,True,False,,False,False,,False,,,,,True,False
31047,244,104.0,104.8,,90.0,21.0,,,,,98.0,,100.5,164.2,,31.7,89.4,,249.4,,83.3,,,120.0,60.3,-140.0,-139.2,,-154.0,-223.0,,,,,-146.0,,-143.5,-79.8,,-212.3,-154.6,,5.4,,-160.7,,,-124.0,-183.7,True,,False,False,,,,,False,,False,True,,False,False,,True,,False,,,True,False
31049,11,0.0,0.0,,0.0,0.0,,,,,19.0,,0.5,5.8,,,0.0,,0.0,,,,,0.0,4.0,-11.0,-11.0,,-11.0,-11.0,,,,,8.0,,-10.5,-5.2,,,-11.0,,-11.0,,,,,-11.0,-7.0,True,,False,False,,,,,True,,True,True,,,True,,False,,,,,False,True
31051,70,56.0,54.1,,41.0,0.0,,,,,42.0,,45.6,12.3,,27.3,37.1,,32.6,,36.9,,,77.0,660.8,-14.0,-15.9,,-29.0,-70.0,,,,,-28.0,,-24.4,-57.7,,-42.7,-32.9,,-37.4,,-33.1,,,7.0,590.8,False,,False,False,,,,,False,,False,False,,False,False,,False,,False,,,True,False
31053,472,464.0,466.6,,355.0,659.0,,,,,288.0,,449.6,327.7,,173.9,349.9,,116.9,,394.6,,,283.0,223.7,-8.0,-5.4,,-117.0,187.0,,,,,-184.0,,-22.4,-144.3,,-298.1,-122.1,,-355.1,,-77.4,,,-189.0,-248.3,True,,False,False,,,,,False,,False,False,,False,False,,False,,False,,,False,False
31055,6452,4296.0,4078.8,3472.0,3720.0,4942.0,,,,,2787.0,,3732.1,2909.5,,2219.2,4310.0,,2872.3,,4976.1,5038.0,,4068.0,,-2156.0,-2373.2,-2980.0,-2732.0,-1510.0,,,,,-3665.0,,-2719.9,-3542.5,,-4232.8,-2142.0,,-3579.7,,-1475.9,-1414.0,,-2384.0,,False,False,False,True,,,,,False,,False,False,,False,True,,False,,True,True,,False,
31057,16,8.0,8.7,,8.0,0.0,,,,,16.0,,9.0,10.4,,,1.8,,88.2,,,,,22.0,5.6,-8.0,-7.3,,-8.0,-16.0,,,,,0.0,,-7.0,-5.6,,,-14.2,,72.2,,,,,6.0,-10.4,True,,False,False,,,,,True,,True,True,,,False,,False,,,,,True,False
31059,69,12.0,10.6,,12.0,0.0,,,,,20.0,,14.3,18.1,,18.1,6.7,,1.2,,13.6,,,5.0,12.1,-57.0,-58.4,,-57.0,-69.0,,,,,-49.0,,-54.7,-50.9,,-50.9,-62.3,,-67.8,,-55.4,,,-64.0,-56.9,False,,False,False,,,,,True,,True,True,,True,False,,False,,True,,,False,True
31061,54,48.0,43.3,,40.0,,,,,,16.0,,65.8,3.4,,6.9,40.5,,189.6,,,,,42.0,56.7,-6.0,-10.7,,-14.0,,,,,,-38.0,,11.8,-50.6,,-47.1,-13.5,,135.6,,,,,-12.0,2.7,False,,False,,,,,,False,,False,False,,False,False,,False,,,,,False,True
31063,36,16.0,19.4,,7.0,0.0,,,,,10.0,,19.5,7.0,,1.7,3.7,,1.9,,,,,41.0,109.0,-20.0,-16.6,,-29.0,-36.0,,,,,-26.0,,-16.5,-29.0,,-34.3,-32.3,,-34.1,,,,,5.0,73.0,True,,False,False,,,,,False,,True,False,,False,False,,False,,,,,True,False
31065,64,16.0,14.7,,11.0,0.0,,,,,19.0,,5.3,8.2,,11.7,23.7,,3.6,,,,,8.0,14.8,-48.0,-49.3,,-53.0,-64.0,,,,,-45.0,,-58.7,-55.8,,-52.3,-40.3,,-60.4,,,,,-56.0,-49.2,False,,False,False,,,,,True,,False,False,,False,True,,False,,,,,False,False
31067,297,204.0,208.7,,154.0,292.0,,,,,80.0,,352.6,64.5,,83.2,155.4,,103.5,,163.2,,,156.0,93.2,-93.0,-88.3,,-143.0,-5.0,,,,,-217.0,,55.6,-232.5,,-213.8,-141.6,,-193.5,,-133.8,,,-141.0,-203.8,True,,False,True,,,,,False,,True,False,,False,False,,False,,False,,,False,False
31069,35,12.0,13.0,,9.0,0.0,,,,,15.0,,15.9,3.2,,1.3,0.7,,17.5,,,,,17.0,162.1,-23.0,-22.0,,-26.0,-35.0,,,,,-20.0,,-19.1,-31.8,,-33.7,-34.3,,-17.5,,,,,-18.0,127.1,True,,False,False,,,,,True,,True,False,,False,False,,True,,,,,True,False
31071,25,4.0,4.4,,4.0,0.0,,,,,14.0,,7.3,2.9,,0.5,1.4,,1.1,,,,,2.0,5.3,-21.0,-20.6,,-21.0,-25.0,,,,,-11.0,,-17.7,-22.1,,-24.5,-23.6,,-23.9,,,,,-23.0,-19.7,True,,False,False,,,,,True,,True,False,,False,False,,False,,,,,False,True
31073,20,36.0,39.9,,30.0,,,,,,19.0,,34.4,1.9,,8.7,23.5,,83.5,,25.7,,,34.0,280.1,16.0,19.9,,10.0,,,,,,-1.0,,14.4,-18.1,,-11.3,3.5,,63.5,,5.7,,,14.0,260.1,False,,True,,,,,,True,,True,False,,True,True,,False,,True,,,True,False
31075,5,4.0,3.6,,4.0,0.0,,,,,10.0,,0.2,11.8,,,0.0,,0.2,,,,,19.0,4.0,-1.0,-1.4,,-1.0,-5.0,,,,,5.0,,-4.8,6.8,,,-5.0,,-4.8,,,,,14.0,-1.0,False,,False,False,,,,,False,,False,False,,,False,,False,,,,,False,False
31077,13,40.0,43.3,,22.0,,,,,,15.0,,54.0,4.3,,4.6,21.3,,23.5,,,,,29.0,373.0,27.0,30.3,,9.0,,,,,,2.0,,41.0,-8.7,,-8.4,8.3,,10.5,,,,,16.0,360.0,False,,True,,,,,,True,,False,True,,True,True,,True,,,,,True,False
31079,682,276.0,282.2,,246.0,366.0,,,,,407.0,,282.0,414.5,,74.5,218.5,,176.2,,219.6,,,231.0,150.6,-406.0,-399.8,,-436.0,-316.0,,,,,-275.0,,-400.0,-267.5,,-607.5,-463.5,,-505.8,,-462.4,,,-451.0,-531.4,True,,False,True,,,,,True,,True,True,,False,False,,False,,False,,,False,False
31081,102,72.0,71.2,,58.0,55.0,,,,,36.0,,75.8,24.9,,39.4,75.6,,46.0,,36.3,,,63.0,92.4,-30.0,-30.8,,-44.0,-47.0,,,,,-66.0,,-26.2,-77.1,,-62.6,-26.4,,-56.0,,-65.7,,,-39.0,-9.6,False,,False,False,,,,,False,,True,False,,False,True,,False,,False,,,False,True
31083,42,12.0,13.3,,10.0,0.0,,,,,16.0,,24.7,28.7,,2.0,8.3,,1.6,,,,,6.0,14.7,-30.0,-28.7,,-32.0,-42.0,,,,,-26.0,,-17.3,-13.3,,-40.0,-33.7,,-40.4,,,,,-36.0,-27.3,True,,False,False,,,,,True,,True,True,,False,False,,False,,,,,False,True
31085,25,0.0,0.0,,0.0,0.0,,,,,9.0,,1.1,0.0,,,1.0,,0.0,,,,,,4.0,-25.0,-25.0,,-25.0,-25.0,,,,,-16.0,,-23.9,-25.0,,,-24.0,,-25.0,,,,,,-21.0,False,,False,False,,,,,True,,True,False,,,True,,False,,,,,,True
31087,46,20.0,19.6,,12.0,0.0,,,,,16.0,,16.8,15.5,,1.5,6.7,,20.7,,,,,55.0,470.4,-26.0,-26.4,,-34.0,-46.0,,,,,-30.0,,-29.2,-30.5,,-44.5,-39.3,,-25.3,,,,,9.0,424.4,False,,False,False,,,,,False,,False,False,,False,False,,True,,,,,True,False
31089,214,160.0,158.8,,140.0,59.0,,,,,103.0,,307.7,47.0,,241.5,125.8,,228.3,,,,,142.0,62.8,-54.0,-55.2,,-74.0,-155.0,,,,,-111.0,,93.7,-167.0,,27.5,-88.2,,14.3,,,,,-72.0,-151.2,False,,False,False,,,,,False,,False,False,,True,False,,True,,,,,False,False
31091,12,24.0,22.5,,12.0,,,,,,14.0,,17.4,2.4,,,0.8,,2.5,,,,,17.0,27.2,12.0,10.5,,0.0,,,,,,2.0,,5.4,-9.6,,,-11.2,,-9.6,,,,,5.0,15.2,True,,True,,,,,,True,,True,True,,,True,,True,,,,,True,False
31093,66,40.0,38.7,,33.0,0.0,,,,,31.0,,40.9,17.5,,9.4,42.5,,110.8,,29.2,,,28.0,33.4,-26.0,-27.3,,-33.0,-66.0,,,,,-35.0,,-25.1,-48.5,,-56.6,-23.5,,44.8,,-36.8,,,-38.0,-32.6,False,,False,False,,,,,False,,True,False,,False,True,,False,,False,,,False,False
31095,66,28.0,31.3,,20.0,,,,,,27.0,,26.0,13.2,,5.8,10.0,,15.0,,,,,82.0,30.6,-38.0,-34.7,,-46.0,,,,,,-39.0,,-40.0,-52.8,,-60.2,-56.0,,-51.0,,,,,16.0,-35.4,True,,False,,,,,,False,,False,False,,False,False,,False,,,,,True,True
31097,44,84.0,82.7,,61.0,91.0,,,,,19.0,,171.1,10.3,,13.0,56.7,,42.2,,,,,83.0,50.7,40.0,38.7,,17.0,47.0,,,,,-25.0,,127.1,-33.7,,-31.0,12.7,,-1.8,,,,,39.0,6.7,True,,True,False,,,,,True,,False,True,,True,True,,True,,,,,True,True
31099,110,60.0,53.5,,37.0,3.0,,,,,32.0,,53.5,15.4,,6.2,46.6,,33.6,,58.3,,,75.0,32.9,-50.0,-56.5,,-73.0,-107.0,,,,,-78.0,,-56.5,-94.6,,-103.8,-63.4,,-76.4,,-51.7,,,-35.0,-77.1,False,,False,False,,,,,False,,False,False,,False,False,,False,,False,,,True,False
31101,52,12.0,7.9,,9.0,0.0,,,,,29.0,,5.7,28.4,,14.0,12.2,,0.0,,,,,4.0,13.8,-40.0,-44.1,,-43.0,-52.0,,,,,-23.0,,-46.3,-23.6,,-38.0,-39.8,,-52.0,,,,,-48.0,-38.2,False,,False,False,,,,,True,,False,True,,True,True,,False,,,,,False,True
31103,4,0.0,0.0,,0.0,0.0,,,,,21.0,,1.9,8.4,,,0.1,,0.0,,,,,0.0,5.3,-4.0,-4.0,,-4.0,-4.0,,,,,17.0,,-2.1,4.4,,,-3.9,,-4.0,,,,,-4.0,1.3,True,,False,False,,,,,False,,True,False,,,True,,False,,,,,False,True
31105,46,16.0,15.1,,7.0,0.0,,,,,18.0,,20.9,0.6,,1.3,0.9,,14.9,,7.9,,,47.0,100.0,-30.0,-30.9,,-39.0,-46.0,,,,,-28.0,,-25.1,-45.4,,-44.7,-45.1,,-31.1,,-38.1,,,1.0,54.0,False,,False,False,,,,,True,,True,False,,False,False,,False,,False,,,True,False
31107,91,120.0,105.5,,96.0,104.0,,,,,58.0,,140.8,20.1,,59.3,98.2,,13.1,,106.2,,,59.0,174.2,29.0,14.5,,5.0,13.0,,,,,-33.0,,49.8,-70.9,,-31.7,7.2,,-77.9,,15.2,,,-32.0,83.2,True,,True,True,,,,,False,,False,False,,False,True,,False,,True,,,False,False
31109,2770,2288.0,2334.0,,1745.0,2589.0,,,,,1715.0,,2421.3,4595.9,,1697.9,1886.3,,395.1,,1618.9,1517.0,,1622.0,1169.2,-482.0,-436.0,,-1025.0,-181.0,,,,,-1055.0,,-348.7,1825.9,,-1072.1,-883.7,,-2374.9,,-1151.1,-1253.0,,-1148.0,-1600.8,True,,False,True,,,,,False,,True,False,,False,False,,False,,False,False,,False,False
31111,536,376.0,405.2,,214.0,385.0,,,,,182.0,,358.1,95.5,,54.5,154.6,,134.0,,260.5,,,574.0,172.3,-160.0,-130.8,,-322.0,-151.0,,,,,-354.0,,-177.9,-440.5,,-481.5,-381.4,,-402.0,,-275.5,,,38.0,-363.7,True,,False,True,,,,,False,,False,False,,False,False,,False,,False,,,True,False
