,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
26021,1256,448.0,,,,,602.0,,545.5,106.3,586.7,60.7,308.6,,383.0,-808.0,,,,,-654.0,,-710.5,-1149.7,-669.3,-1195.3,-947.4,,-873.0,,,,,True,,True,False,True,False,False,,False
26023,429,287.0,,,,,125.0,,234.7,75.0,428.2,102.4,,,95.0,-142.0,,,,,-304.0,,-194.3,-354.0,-0.8,-326.6,,,-334.0,,,,,False,,False,False,True,False,,,False
26025,2145,420.0,,,,,479.0,,504.2,86.1,946.2,35.4,295.6,,220.0,-1725.0,,,,,-1666.0,,-1640.8,-2058.9,-1198.8,-2109.7,-1849.4,,-1925.0,,,,,True,,True,False,True,False,False,,False
26027,637,252.0,,,,,145.0,,261.0,54.0,175.7,54.6,,,519.0,-385.0,,,,,-492.0,,-376.0,-583.0,-461.3,-582.4,,,-118.0,,,,,False,,True,False,False,False,,,True
26029,132,70.0,,,,,118.0,,154.4,3.4,,6.7,,,413.0,-62.0,,,,,-14.0,,22.4,-128.6,,-125.3,,,281.0,,,,,True,,True,False,,False,,,False
26031,105,21.0,,,,,99.0,,150.9,4.4,,1.1,,,4.0,-84.0,,,,,-6.0,,45.9,-100.6,,-103.9,,,-101.0,,,,,True,,True,False,,False,,,False
26033,125,14.0,,,,,432.0,,17.3,7.8,,33.3,,,1.0,-111.0,,,,,307.0,,-107.7,-117.2,,-91.7,,,-124.0,,,,,False,,True,False,,True,,,False
26035,215,7.0,,,,,91.0,,154.1,0.7,128.3,3.9,,,6.0,-208.0,,,,,-124.0,,-60.9,-214.3,-86.7,-211.1,,,-209.0,,,,,True,,True,False,True,False,,,False
26037,708,315.0,,,,,248.0,,545.7,55.8,826.0,31.0,,,185.0,-393.0,,,,,-460.0,,-162.3,-652.2,118.0,-677.0,,,-523.0,,,,,False,,True,False,True,False,,,False
26039,44,21.0,,,,,74.0,,12.3,0.4,33.0,2.3,,,183.0,-23.0,,,,,30.0,,-31.7,-43.6,-11.0,-41.7,,,139.0,,,,,False,,False,False,True,False,,,False
26041,1186,203.0,,,,,175.0,,259.4,127.5,628.2,23.5,,,147.0,-983.0,,,,,-1011.0,,-926.6,-1058.5,-557.8,-1162.5,,,-1039.0,,,,,False,,True,False,True,False,,,False
26043,688,42.0,,,,,219.0,,27.0,3.0,,11.8,,,65.0,-646.0,,,,,-469.0,,-661.0,-685.0,,-676.2,,,-623.0,,,,,True,,False,False,,False,,,True
26045,736,203.0,,,,,267.0,,396.7,18.6,402.7,124.9,,,579.0,-533.0,,,,,-469.0,,-339.3,-717.4,-333.3,-611.1,,,-157.0,,,,,True,,True,False,True,False,,,True
26047,198,28.0,,,,,168.0,,149.2,1.3,383.0,1.3,,,8.0,-170.0,,,,,-30.0,,-48.8,-196.7,185.0,-196.7,,,-190.0,,,,,True,,True,False,False,False,,,False
26049,3248,511.0,,,,,1281.0,,469.6,99.4,382.8,54.5,338.1,,337.0,-2737.0,,,,,-1967.0,,-2778.4,-3148.6,-2865.2,-3193.5,-2909.9,,-2911.0,,,,,True,,False,False,False,False,False,,False
26051,159,21.0,,,,,36.0,,123.7,12.0,,7.4,,,5.0,-138.0,,,,,-123.0,,-35.3,-147.0,,-151.6,,,-154.0,,,,,True,,True,False,,False,,,False
26053,313,14.0,,,,,75.0,,16.5,0.3,128.8,0.5,,,24.0,-299.0,,,,,-238.0,,-296.5,-312.7,-184.2,-312.5,,,-289.0,,,,,True,,True,False,True,False,,,True
26055,443,343.0,,,,,392.0,,355.5,91.3,912.9,9.9,,,220.0,-100.0,,,,,-51.0,,-87.5,-351.7,469.9,-433.1,,,-223.0,,,,,True,,True,False,False,False,,,False
26057,378,154.0,,,,,173.0,,223.9,14.2,298.2,25.8,,,310.0,-224.0,,,,,-205.0,,-154.1,-363.8,-79.8,-352.2,,,-68.0,,,,,True,,True,False,True,False,,,True
26059,268,56.0,,,,,95.0,,167.0,4.5,142.7,6.5,,,108.0,-212.0,,,,,-173.0,,-101.0,-263.5,-125.3,-261.5,,,-160.0,,,,,True,,True,False,True,False,,,True
26061,776,623.0,,,,,559.0,,1246.9,525.8,0.7,29.9,,,504.0,-153.0,,,,,-217.0,,470.9,-250.2,-775.3,-746.1,,,-272.0,,,,,False,,False,False,False,False,,,False
26063,87,0.0,,,,,13.0,,124.9,0.1,134.4,0.1,,,0.0,-87.0,,,,,-74.0,,37.9,-86.9,47.4,-86.9,,,-87.0,,,,,True,,True,True,True,True,,,False
26065,2403,3969.0,,,,,1483.0,,2387.3,2228.9,2134.7,491.4,1936.9,,5277.0,1566.0,,,,,-920.0,,-15.7,-174.1,-268.3,-1911.6,-466.1,,2874.0,,,,,True,,True,True,True,False,True,,False
26067,503,154.0,,,,,260.0,,289.4,8.8,210.6,0.2,,,0.0,-349.0,,,,,-243.0,,-213.6,-494.2,-292.4,-502.8,,,-503.0,,,,,True,,True,False,True,False,,,False
26069,147,98.0,,,,,10.0,,151.2,10.7,44.1,35.4,,,233.0,-49.0,,,,,-137.0,,4.2,-136.3,-102.9,-111.6,,,86.0,,,,,False,,True,False,False,False,,,False
26071,427,77.0,,,,,35.0,,37.7,4.6,,11.7,,,107.0,-350.0,,,,,-392.0,,-389.3,-422.4,,-415.3,,,-320.0,,,,,False,,False,False,,False,,,True
26073,536,301.0,,,,,890.0,,356.8,73.7,782.8,213.0,,,57.0,-235.0,,,,,354.0,,-179.2,-462.3,246.8,-323.0,,,-479.0,,,,,False,,True,False,False,False,,,False
26075,1076,420.0,,,,,467.0,,421.1,96.9,496.8,15.4,,,487.0,-656.0,,,,,-609.0,,-654.9,-979.1,-579.2,-1060.6,,,-589.0,,,,,True,,True,False,True,False,,,True
26077,2961,1449.0,,,,,1219.0,,968.4,614.4,1919.4,58.8,981.0,,3973.0,-1512.0,,,,,-1742.0,,-1992.6,-2346.6,-1041.6,-2902.2,-1980.0,,1012.0,,,,,False,,False,False,True,False,False,,True
26079,72,35.0,,,,,63.0,,148.1,3.7,,34.0,,,74.0,-37.0,,,,,-9.0,,76.1,-68.3,,-38.0,,,2.0,,,,,True,,False,False,,False,,,True
26081,6941,2317.0,,,,,2728.0,,1773.6,701.2,492.6,326.5,2159.3,,2033.0,-4624.0,,,,,-4213.0,,-5167.4,-6239.8,-6448.4,-6614.5,-4781.7,,-4908.0,,,,,True,,False,False,False,False,False,,False
26083,29,21.0,,,,,15.0,,47.1,,,3.4,,,18.0,-8.0,,,,,-14.0,,18.1,,,-25.6,,,-11.0,,,,,False,,False,,,False,,,False
26085,36,21.0,,,,,33.0,,14.8,0.9,,5.0,,,198.0,-15.0,,,,,-3.0,,-21.2,-35.1,,-31.0,,,162.0,,,,,True,,False,False,,False,,,False
26087,428,28.0,,,,,86.0,,308.1,1.3,106.5,31.9,,,21.0,-400.0,,,,,-342.0,,-119.9,-426.7,-321.5,-396.1,,,-407.0,,,,,True,,True,False,True,True,,,False
26089,64,49.0,,,,,57.0,,135.9,11.2,153.1,18.1,,,37.0,-15.0,,,,,-7.0,,71.9,-52.8,89.1,-45.9,,,-27.0,,,,,True,,False,False,False,False,,,False
26091,494,392.0,,,,,175.0,,492.2,52.3,1078.6,23.4,,,86.0,-102.0,,,,,-319.0,,-1.8,-441.7,584.6,-470.6,,,-408.0,,,,,False,,True,False,False,False,,,False
26093,1081,525.0,,,,,403.0,,659.2,74.0,2283.6,52.5,779.8,,307.0,-556.0,,,,,-678.0,,-421.8,-1007.0,1202.6,-1028.5,-301.2,,-774.0,,,,,False,,True,False,False,False,True,,False
26095,89,28.0,,,,,40.0,,26.5,0.2,,7.7,,,136.0,-61.0,,,,,-49.0,,-62.5,-88.8,,-81.3,,,47.0,,,,,True,,False,False,,False,,,True
26097,120,56.0,,,,,21.0,,60.4,2.1,,104.1,,,47.0,-64.0,,,,,-99.0,,-59.6,-117.9,,-15.9,,,-73.0,,,,,False,,True,False,,True,,,False
26099,6057,3381.0,,,,,2479.0,,1887.5,808.8,912.4,86.2,7383.0,,2284.0,-2676.0,,,,,-3578.0,,-4169.5,-5248.2,-5144.6,-5970.8,1326.0,,-3773.0,,,,,False,,False,False,False,False,True,,False
26101,87,56.0,,,,,90.0,,174.0,3.9,,57.5,,,29.0,-31.0,,,,,3.0,,87.0,-83.1,,-29.5,,,-58.0,,,,,True,,False,False,,True,,,False
26103,1115,133.0,,,,,527.0,,162.4,28.0,867.7,0.0,,,130.0,-982.0,,,,,-588.0,,-952.6,-1087.0,-247.3,-1115.0,,,-985.0,,,,,True,,True,False,True,False,,,False
26105,153,21.0,,,,,113.0,,144.5,1.0,100.7,0.0,,,41.0,-132.0,,,,,-40.0,,-8.5,-152.0,-52.3,-153.0,,,-112.0,,,,,True,,True,False,True,False,,,True
26107,452,420.0,,,,,213.0,,487.0,784.1,380.2,92.7,,,1964.0,-32.0,,,,,-239.0,,35.0,332.1,-71.8,-359.3,,,1512.0,,,,,False,,False,False,False,False,,,False
26109,525,42.0,,,,,110.0,,27.1,8.4,201.0,1.1,,,8.0,-483.0,,,,,-415.0,,-497.9,-516.6,-324.0,-524.0,,,-517.0,,,,,True,,False,False,True,False,,,False
26111,671,315.0,,,,,373.0,,406.8,100.9,1093.6,26.1,,,334.0,-356.0,,,,,-298.0,,-264.2,-570.1,422.6,-644.9,,,-337.0,,,,,True,,True,False,False,False,,,True
26113,51,21.0,,,,,32.0,,27.0,3.7,,1.8,,,24.0,-30.0,,,,,-19.0,,-24.0,-47.3,,-49.2,,,-27.0,,,,,True,,True,False,,False,,,True
26115,780,350.0,,,,,300.0,,542.4,35.5,1129.3,20.9,402.1,,122.0,-430.0,,,,,-480.0,,-237.6,-744.5,349.3,-759.1,-377.9,,-658.0,,,,,False,,True,False,True,False,True,,False
26117,533,112.0,,,,,182.0,,245.9,12.9,273.1,8.0,,,75.0,-421.0,,,,,-351.0,,-287.1,-520.1,-259.9,-525.0,,,-458.0,,,,,True,,True,False,True,False,,,False
26119,25,7.0,,,,,15.0,,5.4,0.2,,1.4,,,82.0,-18.0,,,,,-10.0,,-19.6,-24.8,,-23.6,,,57.0,,,,,True,,False,False,,False,,,False
26121,1140,147.0,,,,,694.0,,331.1,110.5,501.8,40.7,63.9,,686.0,-993.0,,,,,-446.0,,-808.9,-1029.5,-638.2,-1099.3,-1076.1,,-454.0,,,,,True,,True,False,True,False,False,,True
26123,410,42.0,,,,,198.0,,154.0,8.4,99.9,3.3,,,16.0,-368.0,,,,,-212.0,,-256.0,-401.6,-310.1,-406.7,,,-394.0,,,,,True,,True,False,True,False,,,False
26125,7231,5845.0,,,,,4009.0,,2942.7,1740.8,1882.7,266.7,5440.3,,5540.0,-1386.0,,,,,-3222.0,,-4288.3,-5490.2,-5348.3,-6964.3,-1790.7,,-1691.0,,,,,False,,False,False,False,False,False,,False
26127,176,0.0,,,,,76.0,,111.6,0.1,35.7,0.1,,,0.0,-176.0,,,,,-100.0,,-64.4,-175.9,-140.3,-175.9,,,-176.0,,,,,True,,True,True,True,True,,,False
26129,75,14.0,,,,,54.0,,141.5,2.0,,0.0,,,29.0,-61.0,,,,,-21.0,,66.5,-73.0,,-75.0,,,-46.0,,,,,True,,False,False,,False,,,True
26131,90,7.0,,,,,15.0,,9.1,,,0.1,,,2.0,-83.0,,,,,-75.0,,-80.9,,,-89.9,,,-88.0,,,,,True,,True,,,False,,,False
26133,119,35.0,,,,,67.0,,174.9,13.7,,4.8,,,69.0,-84.0,,,,,-52.0,,55.9,-105.3,,-114.2,,,-50.0,,,,,True,,True,False,,False,,,True
26135,34,0.0,,,,,27.0,,1.6,2.5,,0.3,,,0.0,-34.0,,,,,-7.0,,-32.4,-31.5,,-33.7,,,-34.0,,,,,True,,True,True,,True,,,False
26137,132,21.0,,,,,37.0,,149.0,0.3,127.8,2.8,,,17.0,-111.0,,,,,-95.0,,17.0,-131.7,-4.2,-129.2,,,-115.0,,,,,True,,True,False,True,False,,,False
26139,2885,2611.0,,,,,1298.0,,2326.8,797.8,2481.3,216.8,1109.0,,2511.0,-274.0,,,,,-1587.0,,-558.2,-2087.2,-403.7,-2668.2,-1776.0,,-374.0,,,,,False,,False,False,False,False,False,,False
26141,59,7.0,,,,,20.0,,8.8,0.4,,0.4,,,5.0,-52.0,,,,,-39.0,,-50.2,-58.6,,-58.6,,,-54.0,,,,,True,,True,False,,False,,,False
26143,137,35.0,,,,,47.0,,148.5,3.6,,15.5,,,280.0,-102.0,,,,,-90.0,,11.5,-133.4,,-121.5,,,143.0,,,,,True,,True,False,,False,,,False
26145,1473,833.0,,,,,605.0,,688.9,150.5,838.0,41.8,486.2,,554.0,-640.0,,,,,-868.0,,-784.1,-1322.5,-635.0,-1431.2,-986.8,,-919.0,,,,,False,,False,False,True,False,False,,False
26147,774,77.0,,,,,116.0,,307.0,9.1,129.5,23.9,,,23.0,-697.0,,,,,-658.0,,-467.0,-764.9,-644.5,-750.1,,,-751.0,,,,,True,,True,False,True,False,,,False
26149,664,84.0,,,,,225.0,,209.1,5.8,151.9,0.4,,,77.0,-580.0,,,,,-439.0,,-454.9,-658.2,-512.1,-663.6,,,-587.0,,,,,True,,True,False,True,False,,,False
26151,103,28.0,,,,,21.0,,178.9,1.0,124.3,6.0,,,14.0,-75.0,,,,,-82.0,,75.9,-102.0,21.3,-97.0,,,-89.0,,,,,False,,False,False,True,False,,,False
26153,85,7.0,,,,,23.0,,9.8,0.5,,3.5,,,141.0,-78.0,,,,,-62.0,,-75.2,-84.5,,-81.5,,,56.0,,,,,True,,True,False,,False,,,True
26155,317,77.0,,,,,179.0,,303.9,36.9,568.0,7.2,,,21.0,-240.0,,,,,-138.0,,-13.1,-280.1,251.0,-309.8,,,-296.0,,,,,True,,True,False,False,False,,,False
26157,261,28.0,,,,,47.0,,153.1,0.6,264.5,6.1,,,4.0,-233.0,,,,,-214.0,,-107.9,-260.4,3.5,-254.9,,,-257.0,,,,,True,,True,False,True,False,,,False
26159,523,182.0,,,,,236.0,,349.4,25.7,497.2,14.7,,,111.0,-341.0,,,,,-287.0,,-173.6,-497.3,-25.8,-508.3,,,-412.0,,,,,True,,True,False,True,False,,,False
26161,2638,1078.0,,,,,1856.0,,1066.0,927.7,1122.4,114.3,625.7,,1706.0,-1560.0,,,,,-782.0,,-1572.0,-1710.3,-1515.6,-2523.7,-2012.3,,-932.0,,,,,True,,False,False,True,False,False,,True
26163,8921,9051.0,,,,,5712.0,,4037.3,2947.4,1347.7,352.6,11429.0,,10756.0,130.0,,,,,-3209.0,,-4883.7,-5973.6,-7573.3,-8568.4,2508.0,,1835.0,,,,,False,,False,False,False,False,False,,False
26165,79,21.0,,,,,181.0,,146.5,0.7,269.5,22.4,,,2.0,-58.0,,,,,102.0,,67.5,-78.3,190.5,-56.6,,,-77.0,,,,,False,,False,False,False,True,,,False
27001,164,49.0,,,,,35.0,,73.6,4.5,,18.4,,,59.0,-115.0,,,,,-129.0,,-90.4,-159.5,,-145.6,,,-105.0,,,,,False,,True,False,,False,,,True
27003,4523,2170.0,,,,,1610.0,,1502.0,1095.5,2352.7,1906.9,1605.3,,808.0,-2353.0,,,,,-2913.0,,-3021.0,-3427.5,-2170.3,-2616.1,-2917.7,,-3715.0,,,,,False,,False,False,True,False,False,,False
27005,460,112.0,,,,,248.0,,197.8,19.1,231.7,6.6,,,65.0,-348.0,,,,,-212.0,,-262.2,-440.9,-228.3,-453.4,,,-395.0,,,,,True,,True,False,True,False,,,False
27007,654,105.0,,,,,208.0,,163.8,21.3,200.6,2.7,,,63.0,-549.0,,,,,-446.0,,-490.2,-632.7,-453.4,-651.3,,,-591.0,,,,,True,,True,False,True,False,,,False
27009,669,147.0,,,,,305.0,,352.7,33.6,360.0,88.7,,,80.0,-522.0,,,,,-364.0,,-316.3,-635.4,-309.0,-580.3,,,-589.0,,,,,True,,True,False,True,False,,,False
27011,125,49.0,,,,,30.0,,50.6,8.3,,40.8,,,34.0,-76.0,,,,,-95.0,,-74.4,-116.7,,-84.2,,,-91.0,,,,,False,,True,False,,False,,,False
27013,688,553.0,,,,,1068.0,,670.0,244.3,471.2,117.7,525.9,,176.0,-135.0,,,,,380.0,,-18.0,-443.7,-216.8,-570.3,-162.1,,-512.0,,,,,False,,True,False,False,False,False,,False
27015,230,42.0,,,,,117.0,,220.0,4.8,354.1,14.0,,,33.0,-188.0,,,,,-113.0,,-10.0,-225.2,124.1,-216.0,,,-197.0,,,,,True,,True,False,True,False,,,False
27017,339,21.0,,,,,169.0,,254.2,4.4,283.3,12.5,,,46.0,-318.0,,,,,-170.0,,-84.8,-334.6,-55.7,-326.5,,,-293.0,,,,,True,,True,False,True,False,,,True
27019,693,448.0,,,,,723.0,,668.9,94.8,724.0,200.9,438.6,,220.0,-245.0,,,,,30.0,,-24.1,-598.2,31.0,-492.1,-254.4,,-473.0,,,,,True,,True,False,True,False,False,,False
27021,347,56.0,,,,,118.0,,195.6,8.4,183.6,10.8,,,31.0,-291.0,,,,,-229.0,,-151.4,-338.6,-163.4,-336.2,,,-316.0,,,,,True,,True,False,True,False,,,False
27023,323,91.0,,,,,61.0,,84.8,11.1,51.7,50.1,,,41.0,-232.0,,,,,-262.0,,-238.2,-311.9,-271.3,-272.9,,,-282.0,,,,,False,,False,False,False,False,,,False
27025,839,329.0,,,,,190.0,,704.6,71.8,717.3,63.5,,,260.0,-510.0,,,,,-649.0,,-134.4,-767.2,-121.7,-775.5,,,-579.0,,,,,False,,True,False,True,False,,,False
27027,1502,889.0,,,,,656.0,,654.6,294.6,371.3,576.4,,,277.0,-613.0,,,,,-846.0,,-847.4,-1207.4,-1130.7,-925.6,,,-1225.0,,,,,False,,False,False,False,False,,,False
27029,128,14.0,,,,,35.0,,16.2,4.2,,10.0,,,12.0,-114.0,,,,,-93.0,,-111.8,-123.8,,-118.0,,,-116.0,,,,,True,,True,False,,False,,,False
27031,18,0.0,,,,,24.0,,0.5,,,0.0,,,0.0,-18.0,,,,,6.0,,-17.5,,,-18.0,,,-18.0,,,,,True,,True,,,False,,,False
27033,99,35.0,,,,,59.0,,20.7,2.3,0.0,20.4,,,7.0,-64.0,,,,,-40.0,,-78.3,-96.7,-99.0,-78.6,,,-92.0,,,,,True,,False,False,False,False,,,False
27035,891,224.0,,,,,341.0,,383.2,35.0,622.7,97.8,,,173.0,-667.0,,,,,-550.0,,-507.8,-856.0,-268.3,-793.2,,,-718.0,,,,,True,,True,False,True,False,,,False
27037,3873,2296.0,,,,,2554.0,,2133.1,1502.7,3969.9,1116.2,1945.4,,1033.0,-1577.0,,,,,-1319.0,,-1739.9,-2370.3,96.9,-2756.8,-1927.6,,-2840.0,,,,,True,,False,False,True,False,False,,False
27039,249,119.0,,,,,105.0,,275.0,41.0,155.9,37.0,,,53.0,-130.0,,,,,-144.0,,26.0,-208.0,-93.1,-212.0,,,-196.0,,,,,False,,True,False,True,False,,,False
27041,631,105.0,,,,,323.0,,303.0,16.1,508.3,26.5,,,82.0,-526.0,,,,,-308.0,,-328.0,-614.9,-122.7,-604.5,,,-549.0,,,,,True,,True,False,True,False,,,False
27043,139,63.0,,,,,70.0,,30.2,21.2,189.8,33.4,,,25.0,-76.0,,,,,-69.0,,-108.8,-117.8,50.8,-105.6,,,-114.0,,,,,True,,False,False,True,False,,,False
27045,206,14.0,,,,,113.0,,232.6,18.4,,7.8,,,16.0,-192.0,,,,,-93.0,,26.6,-187.6,,-198.2,,,-190.0,,,,,True,,True,True,,False,,,True
27047,300,154.0,,,,,261.0,,446.1,42.2,166.8,172.0,,,55.0,-146.0,,,,,-39.0,,146.1,-257.8,-133.2,-128.0,,,-245.0,,,,,True,,False,False,True,True,,,False
27049,421,133.0,,,,,259.0,,366.7,32.3,463.8,96.5,,,77.0,-288.0,,,,,-162.0,,-54.3,-388.7,42.8,-324.5,,,-344.0,,,,,True,,True,False,True,False,,,False
27051,55,7.0,,,,,66.0,,5.3,7.1,,8.4,,,4.0,-48.0,,,,,11.0,,-49.7,-47.9,,-46.6,,,-51.0,,,,,True,,False,True,,True,,,False
27053,11969,4095.0,,,,,8714.0,,2734.2,1828.4,2367.2,2927.2,3715.1,,1369.0,-7874.0,,,,,-3255.0,,-9234.8,-10140.6,-9601.8,-9041.8,-8253.9,,-10600.0,,,,,True,,False,False,False,False,False,,False
27055,165,63.0,,,,,120.0,,285.7,23.8,,5.8,,,47.0,-102.0,,,,,-45.0,,120.7,-141.2,,-159.2,,,-118.0,,,,,True,,False,False,,False,,,False
27057,448,42.0,,,,,75.0,,175.7,7.9,,24.2,,,26.0,-406.0,,,,,-373.0,,-272.3,-440.1,,-423.8,,,-422.0,,,,,True,,True,False,,False,,,False
27059,425,84.0,,,,,153.0,,487.9,19.9,288.0,87.1,,,89.0,-341.0,,,,,-272.0,,62.9,-405.1,-137.0,-337.9,,,-336.0,,,,,True,,True,False,True,True,,,True
27061,601,154.0,,,,,94.0,,231.2,40.8,567.5,131.5,,,101.0,-447.0,,,,,-507.0,,-369.8,-560.2,-33.5,-469.5,,,-500.0,,,,,False,,True,False,True,False,,,False
27063,133,35.0,,,,,42.0,,12.1,3.0,69.0,8.5,,,12.0,-98.0,,,,,-91.0,,-120.9,-130.0,-64.0,-124.5,,,-121.0,,,,,True,,False,False,True,False,,,False
27065,165,77.0,,,,,43.0,,43.7,9.2,,55.1,,,51.0,-88.0,,,,,-122.0,,-121.3,-155.8,,-109.9,,,-114.0,,,,,False,,False,False,,False,,,False
27067,1019,203.0,,,,,477.0,,289.6,29.2,60.7,190.4,,,44.0,-816.0,,,,,-542.0,,-729.4,-989.8,-958.3,-828.6,,,-975.0,,,,,True,,True,False,False,False,,,False
27069,55,21.0,,,,,12.0,,48.8,0.4,,1.3,,,23.0,-34.0,,,,,-43.0,,-6.2,-54.6,,-53.7,,,-32.0,,,,,False,,True,False,,False,,,True
27071,91,35.0,,,,,29.0,,28.6,5.9,,0.1,,,19.0,-56.0,,,,,-62.0,,-62.4,-85.1,,-90.9,,,-72.0,,,,,False,,False,False,,False,,,False
27073,124,42.0,,,,,21.0,,81.3,6.0,,15.9,,,54.0,-82.0,,,,,-103.0,,-42.7,-118.0,,-108.1,,,-70.0,,,,,False,,True,False,,False,,,True
27075,97,70.0,,,,,39.0,,68.3,8.4,,13.7,,,66.0,-27.0,,,,,-58.0,,-28.7,-88.6,,-83.3,,,-31.0,,,,,False,,False,False,,False,,,False
27077,33,28.0,,,,,19.0,,26.1,,,2.7,,,24.0,-5.0,,,,,-14.0,,-6.9,,,-30.3,,,-9.0,,,,,False,,False,,,False,,,False
27079,259,182.0,,,,,138.0,,378.1,85.5,307.1,341.9,,,71.0,-77.0,,,,,-121.0,,119.1,-173.5,48.1,82.9,,,-188.0,,,,,False,,False,False,True,False,,,False
27081,124,56.0,,,,,55.0,,28.0,6.6,,3.9,,,13.0,-68.0,,,,,-69.0,,-96.0,-117.4,,-120.1,,,-111.0,,,,,False,,False,False,,False,,,False
27083,462,238.0,,,,,280.0,,278.8,26.8,6.1,138.8,,,43.0,-224.0,,,,,-182.0,,-183.2,-435.2,-455.9,-323.2,,,-419.0,,,,,True,,True,False,False,False,,,False
27085,239,238.0,,,,,198.0,,387.1,93.7,523.6,7.5,,,98.0,-1.0,,,,,-41.0,,148.1,-145.3,284.6,-231.5,,,-141.0,,,,,False,,False,False,False,False,,,False
27087,100,28.0,,,,,28.0,,10.2,3.0,,12.0,,,14.0,-72.0,,,,,-72.0,,-89.8,-97.0,,-88.0,,,-86.0,,,,,False,,False,False,,False,,,False
27089,132,14.0,,,,,31.0,,34.5,6.0,,5.8,,,21.0,-118.0,,,,,-101.0,,-97.5,-126.0,,-126.2,,,-111.0,,,,,True,,True,False,,False,,,True
27091,387,77.0,,,,,100.0,,230.3,21.6,319.2,58.5,,,24.0,-310.0,,,,,-287.0,,-156.7,-365.4,-67.8,-328.5,,,-363.0,,,,,True,,True,False,True,False,,,False
27093,236,105.0,,,,,88.0,,386.5,46.4,243.4,99.3,,,105.0,-131.0,,,,,-148.0,,150.5,-189.6,7.4,-136.7,,,-131.0,,,,,False,,False,False,True,False,,,False
27095,361,126.0,,,,,95.0,,451.6,11.9,251.4,91.2,,,116.0,-235.0,,,,,-266.0,,90.6,-349.1,-109.6,-269.8,,,-245.0,,,,,False,,True,False,True,False,,,False
27097,709,245.0,,,,,230.0,,528.4,30.9,368.6,113.1,,,280.0,-464.0,,,,,-479.0,,-180.6,-678.1,-340.4,-595.9,,,-429.0,,,,,False,,True,False,True,False,,,True
27099,332,154.0,,,,,436.0,,289.8,23.4,5.0,168.9,62.4,,18.0,-178.0,,,,,104.0,,-42.2,-308.6,-327.0,-163.1,-269.6,,-314.0,,,,,True,,True,False,False,True,False,,False
27101,161,7.0,,,,,41.0,,11.2,0.1,34.4,23.3,,,5.0,-154.0,,,,,-120.0,,-149.8,-160.9,-126.6,-137.7,,,-156.0,,,,,True,,True,False,True,True,,,False
27103,319,133.0,,,,,230.0,,311.5,64.7,235.0,52.1,,,51.0,-186.0,,,,,-89.0,,-7.5,-254.3,-84.0,-266.9,,,-268.0,,,,,True,,True,False,True,False,,,False
27105,504,126.0,,,,,211.0,,194.8,11.4,7.7,116.8,36.0,,0.0,-378.0,,,,,-293.0,,-309.2,-492.6,-496.3,-387.2,-468.0,,-504.0,,,,,True,,True,False,False,False,False,,False
27107,99,7.0,,,,,38.0,,12.0,3.8,,4.4,,,4.0,-92.0,,,,,-61.0,,-87.0,-95.2,,-94.6,,,-95.0,,,,,True,,True,False,,False,,,False
27109,1354,399.0,,,,,1596.0,,504.0,185.5,554.9,262.3,190.9,,194.0,-955.0,,,,,242.0,,-850.0,-1168.5,-799.1,-1091.7,-1163.1,,-1160.0,,,,,True,,True,False,True,False,False,,False
27111,681,126.0,,,,,424.0,,255.3,19.0,727.7,51.1,,,113.0,-555.0,,,,,-257.0,,-425.7,-662.0,46.7,-629.9,,,-568.0,,,,,True,,True,False,True,False,,,False
27113,125,14.0,,,,,67.0,,27.1,31.9,146.7,13.2,,,19.0,-111.0,,,,,-58.0,,-98.0,-93.1,21.7,-111.8,,,-106.0,,,,,True,,True,True,True,False,,,True
27115,429,105.0,,,,,97.0,,330.5,14.6,117.0,142.9,,,50.0,-324.0,,,,,-332.0,,-98.5,-414.4,-312.0,-286.1,,,-379.0,,,,,False,,True,False,True,True,,,False
27117,182,21.0,,,,,68.0,,40.7,2.0,0.0,80.8,,,11.0,-161.0,,,,,-114.0,,-141.3,-180.0,-182.0,-101.2,,,-171.0,,,,,True,,True,False,False,True,,,False
