,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
37179,233,238.0,,232.8,,232.0,253.0,,,,,,314.3,,,347.0,,241.1,,140.1,252.5,,162.2,231.8,18.4,247.0,93.0,,,,204.8,197.0,,,187.0,,5.0,,-0.2,,-1.0,20.0,,,,,,81.3,,,114.0,,8.1,,-92.9,19.5,,-70.8,-1.2,-214.6,14.0,-140.0,,,,-28.2,-36.0,,,-46.0,,,True,,True,False,,,,,,False,,,False,,False,,False,False,,False,True,False,False,False,,,,False,False,,,False,
37181,50,46.0,,46.6,,44.0,49.0,,,,,,53.1,,,81.0,,39.6,,22.0,41.0,,32.1,49.6,0.0,46.0,44.0,,,,42.6,,,,50.0,30.3,-4.0,,-3.4,,-6.0,-1.0,,,,,,3.1,,,31.0,,-10.4,,-28.0,-9.0,,-17.9,-0.4,-50.0,-4.0,-6.0,,,,-7.4,,,,0.0,-19.7,,True,,False,True,,,,,,True,,,False,,False,,False,False,,False,True,False,False,False,,,,False,,,,True,False
37183,1193,826.0,,807.4,825.7,826.0,925.0,,,,,,1290.2,,,637.0,,554.3,,488.2,626.5,,1009.3,1129.7,888.8,818.0,623.0,,,,761.9,1011.0,,,580.0,,-367.0,,-385.6,-367.3,-367.0,-268.0,,,,,,97.2,,,-556.0,,-638.7,,-704.8,-566.5,,-183.7,-63.3,-304.2,-375.0,-570.0,,,,-431.1,-182.0,,,-613.0,,,False,False,False,True,,,,,,True,,,False,,False,,False,False,,True,True,True,False,False,,,,False,True,,,False,
37185,71,30.0,,30.0,,23.0,15.0,,,,,,33.5,,,37.0,,36.4,,19.7,,,10.7,23.3,0.9,33.0,79.0,,,,,,,,33.0,27.8,-41.0,,-41.0,,-48.0,-56.0,,,,,,-37.5,,,-34.0,,-34.6,,-51.3,,,-60.3,-47.7,-70.1,-38.0,8.0,,,,,,,,-38.0,-43.2,,True,,False,False,,,,,,True,,,True,,True,,False,,,False,False,False,True,True,,,,,,,,True,False
37187,21,6.0,,6.4,,6.0,0.0,,,,,,12.1,,,17.0,,9.3,,4.3,,,2.4,8.1,0.0,9.0,0.0,,,,,,,,7.0,,-15.0,,-14.6,,-15.0,-21.0,,,,,,-8.9,,,-4.0,,-11.7,,-16.7,,,-18.6,-12.9,-21.0,-12.0,-21.0,,,,,,,,-14.0,,,True,,False,False,,,,,,True,,,True,,True,,False,,,False,True,False,True,False,,,,,,,,True,
37189,63,74.0,,61.4,,62.0,40.0,,,,,,71.4,,,87.0,,88.2,,37.6,100.0,,38.4,62.9,0.0,88.0,33.0,,,,75.4,,,,65.0,,11.0,,-1.6,,-1.0,-23.0,,,,,,8.4,,,24.0,,25.2,,-25.4,37.0,,-24.6,-0.1,-63.0,25.0,-30.0,,,,12.4,,,,2.0,,,True,,True,False,,,,,,True,,,False,,False,,False,False,,False,True,False,False,False,,,,False,,,,True,
37191,301,324.0,,320.9,,294.0,302.0,,,,,,440.3,,,289.0,,299.4,,169.3,301.0,,275.9,299.0,6.5,378.0,0.0,,,,282.2,,,,261.0,,23.0,,19.9,,-7.0,1.0,,,,,,139.3,,,-12.0,,-1.6,,-131.7,0.0,,-25.1,-2.0,-294.5,77.0,-301.0,,,,-18.8,,,,-40.0,,,True,,True,True,,,,,,False,,,True,,True,,False,True,,False,True,False,False,False,,,,True,,,,False,
37193,181,122.0,,124.8,,100.0,98.0,,,,,,232.7,,,125.0,,96.1,,77.7,124.5,,101.9,110.4,31.5,153.0,25.0,,,,98.9,,,,65.0,99.4,-59.0,,-56.2,,-81.0,-83.0,,,,,,51.7,,,-56.0,,-84.9,,-103.3,-56.5,,-79.1,-70.6,-149.5,-28.0,-156.0,,,,-82.1,,,,-116.0,-81.6,,True,,False,False,,,,,,True,,,True,,False,,False,True,,False,False,False,True,False,,,,False,,,,False,False
37195,253,221.0,,210.5,,198.0,238.0,,,,,,335.7,,,217.0,,192.9,,82.1,187.0,,156.7,202.9,110.6,253.0,0.0,,,,186.8,,,,207.0,,-32.0,,-42.5,,-55.0,-15.0,,,,,,82.7,,,-36.0,,-60.1,,-170.9,-66.0,,-96.3,-50.1,-142.4,0.0,-253.0,,,,-66.2,,,,-46.0,,,False,,False,True,,,,,,False,,,False,,False,,False,False,,False,False,False,True,False,,,,False,,,,False,
37197,102,88.0,,87.4,,79.0,106.0,,,,,,118.1,,,53.0,,91.7,,40.4,75.0,,59.5,78.8,41.5,100.0,38.0,,,,,,,,55.0,73.9,-14.0,,-14.6,,-23.0,4.0,,,,,,16.1,,,-49.0,,-10.3,,-61.6,-27.0,,-42.5,-23.2,-60.5,-2.0,-64.0,,,,,,,,-47.0,-28.1,,False,,False,True,,,,,,False,,,False,,True,,False,False,,False,False,False,True,False,,,,,,,,False,False
37199,31,51.0,,54.9,,37.0,45.0,,,,,,70.9,,,28.0,,45.0,,17.2,,,24.1,37.0,0.0,66.0,11.0,,,,,,,,44.0,33.9,20.0,,23.9,,6.0,14.0,,,,,,39.9,,,-3.0,,14.0,,-13.8,,,-6.9,6.0,-31.0,35.0,-20.0,,,,,,,,13.0,2.9,,False,,True,True,,,,,,False,,,True,,True,,True,,,True,True,False,False,False,,,,,,,,True,True
38001,17,22.0,,22.5,,22.0,0.0,,,,,,18.1,,,45.0,,47.3,,4.3,,,,13.0,,25.0,,,,,,,,,14.0,,5.0,,5.5,,5.0,-17.0,,,,,,1.1,,,28.0,,30.3,,-12.7,,,,-4.0,,8.0,,,,,,,,,-3.0,,,False,,False,False,,,,,,True,,,False,,False,,False,,,,True,,False,,,,,,,,,True,
38003,61,53.0,,53.9,,41.0,21.0,,,,,,72.7,,,86.0,,53.0,,6.5,,,28.4,41.3,3.3,59.0,,,,,,,,,60.0,,-8.0,,-7.1,,-20.0,-40.0,,,,,,11.7,,,25.0,,-8.0,,-54.5,,,-32.6,-19.7,-57.7,-2.0,,,,,,,,,-1.0,,,True,,False,False,,,,,,False,,,False,,False,,False,,,False,False,False,True,,,,,,,,,True,
38005,44,55.0,,54.2,,37.0,18.0,,,,,,50.3,,,33.0,,49.3,,9.4,,,36.8,46.0,0.0,67.0,,,,,,,,,25.0,,11.0,,10.2,,-7.0,-26.0,,,,,,6.3,,,-11.0,,5.3,,-34.6,,,-7.2,2.0,-44.0,23.0,,,,,,,,,-19.0,,,True,,True,False,,,,,,True,,,False,,True,,False,,,True,True,False,False,,,,,,,,,False,
38007,0,2.0,,2.9,,2.0,0.0,,,,,,3.1,,,24.0,,13.9,,0.6,,,,1.3,,6.0,,,,,,,,,1.0,,2.0,,2.9,,2.0,0.0,,,,,,3.1,,,24.0,,13.9,,0.6,,,,1.3,,6.0,,,,,,,,,1.0,,,False,,False,True,,,,,,False,,,False,,False,,True,,,,True,,False,,,,,,,,,True,
38009,89,62.0,,60.1,,43.0,18.0,,,,,,45.3,,,39.0,,129.3,,2.4,,,43.4,54.1,30.1,81.0,,,,,,,,,68.0,,-27.0,,-28.9,,-46.0,-71.0,,,,,,-43.7,,,-50.0,,40.3,,-86.6,,,-45.6,-34.9,-58.9,-8.0,,,,,,,,,-21.0,,,False,,False,False,,,,,,False,,,False,,False,,False,,,False,False,False,True,,,,,,,,,True,
38011,28,22.0,,21.1,,16.0,7.0,,,,,,27.2,,,9.0,,53.7,,1.8,,,15.5,27.1,0.0,32.0,,,,,,,,,15.0,,-6.0,,-6.9,,-12.0,-21.0,,,,,,-0.8,,,-19.0,,25.7,,-26.2,,,-12.5,-0.9,-28.0,4.0,,,,,,,,,-13.0,,,False,,False,False,,,,,,True,,,False,,False,,False,,,False,True,False,True,,,,,,,,,False,
38013,25,16.0,,14.6,,9.0,5.0,,,,,,7.8,,,10.0,,17.0,,0.4,,,5.5,8.1,,12.0,,,,,,,,,18.0,,-9.0,,-10.4,,-16.0,-20.0,,,,,,-17.2,,,-15.0,,-8.0,,-24.6,,,-19.5,-16.9,,-13.0,,,,,,,,,-7.0,,,False,,False,False,,,,,,False,,,False,,True,,False,,,False,False,,False,,,,,,,,,True,
38015,1029,925.0,,897.3,,775.0,713.0,,,,,,1154.8,,,513.0,,1141.6,,151.8,975.0,,713.7,838.1,499.7,1047.0,505.0,,,,836.8,,,,0.0,,-104.0,,-131.7,,-254.0,-316.0,,,,,,125.8,,,-516.0,,112.6,,-877.2,-54.0,,-315.3,-190.9,-529.3,18.0,-524.0,,,,-192.2,,,,-1029.0,,,False,,False,False,,,,,,False,,,False,,False,,False,True,,False,False,False,True,False,,,,False,,,,False,
38017,1268,1075.0,,1113.8,,1114.0,1265.0,,,,,,1103.0,,,1180.0,,1412.0,,357.3,1209.5,,943.6,1142.2,692.0,1345.0,194.0,,,,1033.5,1271.0,,,915.0,,-193.0,,-154.2,,-154.0,-3.0,,,,,,-165.0,,,-88.0,,144.0,,-910.7,-58.5,,-324.4,-125.8,-576.0,77.0,-1074.0,,,,-234.5,3.0,,,-353.0,,,True,,True,True,,,,,,True,,,True,,True,,False,True,,False,True,False,True,False,,,,False,True,,,False,
38019,34,11.0,,10.3,,10.0,0.0,,,,,,25.6,,,12.0,,12.1,,1.4,,,,10.5,,9.0,,,,,,,,,13.0,,-23.0,,-23.7,,-24.0,-34.0,,,,,,-8.4,,,-22.0,,-21.9,,-32.6,,,,-23.5,,-25.0,,,,,,,,,-21.0,,,False,,False,False,,,,,,True,,,True,,True,,False,,,,False,,False,,,,,,,,,True,
38021,76,57.0,,58.2,,34.0,21.0,,,,,,104.0,,,34.0,,71.8,,2.5,,,24.4,40.2,0.0,65.0,,,,,,,,,0.0,,-19.0,,-17.8,,-42.0,-55.0,,,,,,28.0,,,-42.0,,-4.2,,-73.5,,,-51.6,-35.8,-76.0,-11.0,,,,,,,,,-76.0,,,True,,False,False,,,,,,False,,,False,,True,,False,,,False,False,False,True,,,,,,,,,False,
38023,23,6.0,,6.9,,8.0,0.0,,,,,,2.8,,,12.0,,39.8,,1.2,,,9.9,15.5,,15.0,,,,,,,,,11.0,,-17.0,,-16.1,,-15.0,-23.0,,,,,,-20.2,,,-11.0,,16.8,,-21.8,,,-13.1,-7.5,,-8.0,,,,,,,,,-12.0,,,True,,True,False,,,,,,False,,,True,,True,,False,,,True,True,,True,,,,,,,,,True,
38025,17,11.0,,7.8,,8.0,0.0,,,,,,12.2,,,104.0,,18.0,,1.4,,,2.8,12.6,0.0,24.0,,,,,,,,,8.0,,-6.0,,-9.2,,-9.0,-17.0,,,,,,-4.8,,,87.0,,1.0,,-15.6,,,-14.2,-4.4,-17.0,7.0,,,,,,,,,-9.0,,,False,,False,False,,,,,,True,,,False,,True,,False,,,False,True,False,False,,,,,,,,,False,
38027,29,34.0,,33.4,,21.0,,,,,,,30.9,,,11.0,,39.7,,0.7,,,16.3,25.4,0.0,37.0,,,,,,,,,0.0,,5.0,,4.4,,-8.0,,,,,,,1.9,,,-18.0,,10.7,,-28.3,,,-12.7,-3.6,-29.0,8.0,,,,,,,,,-29.0,,,True,,False,,,,,,,True,,,False,,False,,False,,,False,True,False,False,,,,,,,,,False,
38029,11,13.0,,14.0,,12.0,,,,,,,8.6,,,19.0,,23.6,,0.9,,,1.9,10.1,0.0,16.0,,,,,,,,,0.0,,2.0,,3.0,,1.0,,,,,,,-2.4,,,8.0,,12.6,,-10.1,,,-9.1,-0.9,-11.0,5.0,,,,,,,,,-11.0,,,False,,True,,,,,,,False,,,False,,False,,False,,,False,True,False,False,,,,,,,,,False,
38031,36,33.0,,33.8,,23.0,0.0,,,,,,16.9,,,23.0,,118.0,,1.6,,,19.5,32.4,0.0,51.0,,,,,,,,,0.0,,-3.0,,-2.2,,-13.0,-36.0,,,,,,-19.1,,,-13.0,,82.0,,-34.4,,,-16.5,-3.6,-36.0,15.0,,,,,,,,,-36.0,,,True,,False,False,,,,,,False,,,False,,False,,False,,,False,False,False,False,,,,,,,,,False,
38033,7,12.0,,8.2,,8.0,,,,,,,2.8,,,32.0,,26.7,,1.9,,,,8.0,0.0,17.0,,,,,,,,,0.0,,5.0,,1.2,,1.0,,,,,,,-4.2,,,25.0,,19.7,,-5.2,,,,1.0,-7.0,10.0,,,,,,,,,-7.0,,,True,,True,,,,,,,True,,,False,,False,,False,,,,True,False,False,,,,,,,,,False,
38035,836,699.0,,685.9,,647.0,870.0,,,,,,716.6,,,665.0,,799.7,,120.1,564.0,,577.1,629.8,305.2,774.0,495.0,,,,612.4,,,,302.0,,-137.0,,-150.1,,-189.0,34.0,,,,,,-119.4,,,-171.0,,-36.3,,-715.9,-272.0,,-258.9,-206.2,-530.8,-62.0,-341.0,,,,-223.6,,,,-534.0,,,False,,False,True,,,,,,True,,,False,,True,,False,False,,False,False,False,True,False,,,,False,,,,False,
38037,17,11.0,,11.9,,8.0,0.0,,,,,,22.6,,,25.0,,15.7,,0.4,,,4.9,5.3,,13.0,,,,,,,,,2.0,,-6.0,,-5.1,,-9.0,-17.0,,,,,,5.6,,,8.0,,-1.3,,-16.6,,,-12.1,-11.7,,-4.0,,,,,,,,,-15.0,,,True,,False,False,,,,,,True,,,False,,True,,False,,,False,False,,True,,,,,,,,,False,
38039,24,14.0,,15.1,,14.0,,,,,,,19.6,,,12.0,,17.7,,0.6,,,11.6,14.4,,13.0,,,,,,,,,11.0,,-10.0,,-8.9,,-10.0,,,,,,,-4.4,,,-12.0,,-6.3,,-23.4,,,-12.4,-9.6,,-11.0,,,,,,,,,-13.0,,,True,,False,,,,,,,True,,,False,,True,,False,,,False,True,,False,,,,,,,,,False,
38041,10,32.0,,32.8,,26.0,7.0,,,,,,30.8,,,44.0,,49.1,,2.8,,,,20.0,0.0,37.0,,,,,,,,,0.0,,22.0,,22.8,,16.0,-3.0,,,,,,20.8,,,34.0,,39.1,,-7.2,,,,10.0,-10.0,27.0,,,,,,,,,-10.0,,,False,,True,True,,,,,,True,,,False,,False,,True,,,,True,True,False,,,,,,,,,True,
38043,18,18.0,,19.2,,18.0,0.0,,,,,,17.0,,,18.0,,27.9,,1.7,,,,12.0,,18.0,,,,,,,,,19.0,,0.0,,1.2,,0.0,-18.0,,,,,,-1.0,,,0.0,,9.9,,-16.3,,,,-6.0,,0.0,,,,,,,,,1.0,,,False,,True,False,,,,,,False,,,True,,False,,False,,,,False,,True,,,,,,,,,False,
38045,23,31.0,,28.6,,24.0,0.0,,,,,,46.2,,,19.0,,56.0,,0.4,,,,30.5,0.0,43.0,,,,,,,,,21.0,,8.0,,5.6,,1.0,-23.0,,,,,,23.2,,,-4.0,,33.0,,-22.6,,,,7.5,-23.0,20.0,,,,,,,,,-2.0,,,True,,True,False,,,,,,False,,,True,,False,,False,,,,True,False,False,,,,,,,,,True,
38047,5,19.0,,20.1,,12.0,0.0,,,,,,12.1,,,13.0,,43.3,,2.6,,,,10.9,0.0,21.0,,,,,,,,,0.0,,14.0,,15.1,,7.0,-5.0,,,,,,7.1,,,8.0,,38.3,,-2.4,,,,5.9,-5.0,16.0,,,,,,,,,-5.0,,,False,,True,True,,,,,,True,,,True,,False,,True,,,,True,True,False,,,,,,,,,True,
38049,49,37.0,,41.3,,27.0,2.0,,,,,,38.0,,,41.0,,51.0,,3.3,,,22.3,27.3,3.1,44.0,,,,,,,,,30.0,,-12.0,,-7.7,,-22.0,-47.0,,,,,,-11.0,,,-8.0,,2.0,,-45.7,,,-26.7,-21.7,-45.9,-5.0,,,,,,,,,-19.0,,,True,,False,False,,,,,,True,,,True,,True,,False,,,False,False,False,True,,,,,,,,,False,
38051,8,25.0,,24.0,,17.0,,,,,,,13.8,,,15.0,,47.8,,1.5,,,8.3,18.2,0.0,33.0,,,,,,,,,1.0,,17.0,,16.0,,9.0,,,,,,,5.8,,,7.0,,39.8,,-6.5,,,0.3,10.2,-8.0,25.0,,,,,,,,,-7.0,,,True,,True,,,,,,,True,,,True,,False,,True,,,True,True,True,False,,,,,,,,,True,
38053,90,79.0,,81.1,,68.0,0.0,,,,,,51.6,,,157.0,,122.3,,15.6,,,50.1,67.8,0.7,106.0,46.0,,,,,,,,74.0,,-11.0,,-8.9,,-22.0,-90.0,,,,,,-38.4,,,67.0,,32.3,,-74.4,,,-39.9,-22.2,-89.3,16.0,-44.0,,,,,,,,-16.0,,,True,,False,False,,,,,,False,,,False,,False,,False,,,False,False,False,False,False,,,,,,,,False,
38055,100,118.0,,116.7,,96.0,52.0,,,,,,123.2,,,70.0,,163.3,,6.0,,,96.3,106.7,54.3,127.0,,,,,,,,,110.0,,18.0,,16.7,,-4.0,-48.0,,,,,,23.2,,,-30.0,,63.3,,-94.0,,,-3.7,6.7,-45.7,27.0,,,,,,,,,10.0,,,True,,True,False,,,,,,False,,,False,,False,,False,,,True,True,False,False,,,,,,,,,True,
38057,65,95.0,,99.9,,92.0,92.0,,,,,,107.1,,,112.0,,145.1,,5.9,,,53.8,58.7,4.9,137.0,,,,,,,,,0.0,,30.0,,34.9,,27.0,27.0,,,,,,42.1,,,47.0,,80.1,,-59.1,,,-11.2,-6.3,-60.1,72.0,,,,,,,,,-65.0,,,False,,True,True,,,,,,False,,,False,,False,,False,,,True,True,False,False,,,,,,,,,False,
38059,346,271.0,,275.1,,250.0,191.0,,,,,,331.1,,,242.0,,347.0,,38.3,301.0,,214.7,257.1,149.4,330.0,99.0,,,,257.4,,,,6.0,,-75.0,,-70.9,,-96.0,-155.0,,,,,,-14.9,,,-104.0,,1.0,,-307.7,-45.0,,-131.3,-88.9,-196.6,-16.0,-247.0,,,,-88.6,,,,-340.0,,,True,,False,False,,,,,,True,,,False,,True,,False,True,,False,False,False,True,False,,,,False,,,,False,
38061,69,93.0,,94.7,,75.0,14.0,,,,,,78.8,,,75.0,,102.8,,6.4,,,51.7,76.0,2.6,109.0,81.0,,,,,,,,55.0,,24.0,,25.7,,6.0,-55.0,,,,,,9.8,,,6.0,,33.8,,-62.6,,,-17.3,7.0,-66.4,40.0,12.0,,,,,,,,-14.0,,,False,,True,False,,,,,,True,,,True,,False,,False,,,True,True,False,False,True,,,,,,,,True,
38063,13,19.0,,16.6,,15.0,1.0,,,,,,24.7,,,15.0,,27.1,,2.3,,,8.1,16.5,0.0,23.0,,,,,,,,,0.0,,6.0,,3.6,,2.0,-12.0,,,,,,11.7,,,2.0,,14.1,,-10.7,,,-4.9,3.5,-13.0,10.0,,,,,,,,,-13.0,,,True,,True,False,,,,,,False,,,True,,False,,False,,,True,True,False,False,,,,,,,,,False,
38065,12,12.0,,11.0,,11.0,7.0,,,,,,3.6,,,26.0,,51.7,,0.7,,,9.2,14.5,,25.0,,,,,,,,,11.0,,0.0,,-1.0,,-1.0,-5.0,,,,,,-8.4,,,14.0,,39.7,,-11.3,,,-2.8,2.5,,13.0,,,,,,,,,-1.0,,,False,,False,False,,,,,,False,,,False,,False,,False,,,False,False,,False,,,,,,,,,False,
38067,53,33.0,,33.3,,29.0,15.0,,,,,,26.1,,,26.0,,48.7,,3.8,,,29.1,39.7,0.3,38.0,,,,,,,,,27.0,,-20.0,,-19.7,,-24.0,-38.0,,,,,,-26.9,,,-27.0,,-4.3,,-49.2,,,-23.9,-13.3,-52.7,-15.0,,,,,,,,,-26.0,,,True,,False,False,,,,,,False,,,False,,True,,False,,,False,True,False,True,,,,,,,,,False,
38069,63,27.0,,27.8,,27.0,12.0,,,,,,14.0,,,36.0,,88.7,,0.8,,,26.3,40.3,,34.0,,,,,,,,,42.0,,-36.0,,-35.2,,-36.0,-51.0,,,,,,-49.0,,,-27.0,,25.7,,-62.2,,,-36.7,-22.7,,-29.0,,,,,,,,,-21.0,,,True,,False,False,,,,,,False,,,True,,True,,False,,,False,True,,True,,,,,,,,,True,
38071,118,80.0,,79.8,,80.0,70.0,,,,,,43.9,,,89.0,,119.2,,6.8,,,51.3,67.1,64.5,88.0,33.0,,,,,,,,79.0,,-38.0,,-38.2,,-38.0,-48.0,,,,,,-74.1,,,-29.0,,1.2,,-111.2,,,-66.7,-50.9,-53.5,-30.0,-85.0,,,,,,,,-39.0,,,False,,False,False,,,,,,False,,,True,,True,,False,,,False,False,False,True,False,,,,,,,,False,
38073,49,44.0,,44.5,,32.0,1.0,,,,,,40.9,,,32.0,,60.7,,3.2,,,30.0,38.0,9.4,53.0,,,,,,,,,42.0,,-5.0,,-4.5,,-17.0,-48.0,,,,,,-8.1,,,-17.0,,11.7,,-45.8,,,-19.0,-11.0,-39.6,4.0,,,,,,,,,-7.0,,,True,,False,False,,,,,,False,,,False,,False,,False,,,False,False,False,True,,,,,,,,,False,
38075,16,6.0,,6.9,,5.0,0.0,,,,,,7.1,,,15.0,,17.0,,0.3,,,2.1,5.3,0.0,8.0,,,,,,,,,3.0,,-10.0,,-9.1,,-11.0,-16.0,,,,,,-8.9,,,-1.0,,1.0,,-15.7,,,-13.9,-10.7,-16.0,-8.0,,,,,,,,,-13.0,,,True,,False,False,,,,,,True,,,True,,True,,False,,,False,False,False,True,,,,,,,,,False,
38077,90,106.0,,109.5,,104.0,104.0,,,,,,97.5,,,131.0,,145.0,,14.7,,,86.6,97.3,38.1,122.0,121.0,,,,,,,,113.0,,16.0,,19.5,,14.0,14.0,,,,,,7.5,,,41.0,,55.0,,-75.3,,,-3.4,7.3,-51.9,32.0,31.0,,,,,,,,23.0,,,False,,True,True,,,,,,True,,,False,,False,,False,,,True,True,False,False,False,,,,,,,,False,
38079,136,62.0,,59.4,,43.0,43.0,,,,,,75.0,,,34.0,,39.1,,9.9,,,54.1,51.8,0.0,68.0,73.0,,,,,,,,32.0,,-74.0,,-76.6,,-93.0,-93.0,,,,,,-61.0,,,-102.0,,-96.9,,-126.1,,,-81.9,-84.2,-136.0,-68.0,-63.0,,,,,,,,-104.0,,,False,,False,False,,,,,,True,,,False,,False,,False,,,False,False,False,True,True,,,,,,,,False,
38081,15,21.0,,23.7,,16.0,0.0,,,,,,23.2,,,21.0,,25.2,,0.9,,,7.1,15.7,0.0,19.0,,,,,,,,,16.0,,6.0,,8.7,,1.0,-15.0,,,,,,8.2,,,6.0,,10.2,,-14.1,,,-7.9,0.7,-15.0,4.0,,,,,,,,,1.0,,,False,,True,False,,,,,,False,,,False,,False,,False,,,False,True,False,True,,,,,,,,,True,
38083,17,11.0,,11.4,,11.0,1.0,,,,,,6.2,,,15.0,,106.0,,0.1,,,,8.7,,15.0,,,,,,,,,13.0,,-6.0,,-5.6,,-6.0,-16.0,,,,,,-10.8,,,-2.0,,89.0,,-16.9,,,,-8.3,,-2.0,,,,,,,,,-4.0,,,True,,False,False,,,,,,False,,,True,,False,,False,,,,False,,True,,,,,,,,,True,
38085,32,30.0,,30.8,,23.0,0.0,,,,,,28.0,,,18.0,,23.1,,1.4,,,25.6,32.8,0.0,32.0,,,,,,,,,6.0,,-2.0,,-1.2,,-9.0,-32.0,,,,,,-4.0,,,-14.0,,-8.9,,-30.6,,,-6.4,0.8,-32.0,0.0,,,,,,,,,-26.0,,,True,,False,False,,,,,,False,,,False,,False,,False,,,False,True,False,True,,,,,,,,,False,
38087,2,1.0,,1.3,,2.0,0.0,,,,,,0.9,,,3.0,,2.2,,0.1,,,2.6,2.6,,1.0,,,,,,,,,3.0,,-1.0,,-0.7,,0.0,-2.0,,,,,,-1.1,,,1.0,,0.2,,-1.9,,,0.6,0.6,,-1.0,,,,,,,,,1.0,,,True,,True,False,,,,,,False,,,False,,True,,False,,,True,True,,False,,,,,,,,,False,
38089,144,126.0,,124.3,,121.0,100.0,,,,,,142.5,,,532.0,,142.7,,49.5,156.0,,70.4,116.9,10.0,147.0,195.0,,,,127.9,,,,118.0,,-18.0,,-19.7,,-23.0,-44.0,,,,,,-1.5,,,388.0,,-1.3,,-94.5,12.0,,-73.6,-27.1,-134.0,3.0,51.0,,,,-16.1,,,,-26.0,,,False,,False,False,,,,,,True,,,False,,True,,False,True,,False,False,False,True,False,,,,True,,,,False,
38091,25,6.0,,6.1,,8.0,,,,,,,8.4,,,16.0,,17.2,,0.5,,,7.7,10.1,,6.0,,,,,,,,,5.0,,-19.0,,-18.9,,-17.0,,,,,,,-16.6,,,-9.0,,-7.8,,-24.5,,,-17.3,-14.9,,-19.0,,,,,,,,,-20.0,,,True,,True,,,,,,,True,,,True,,True,,False,,,True,True,,False,,,,,,,,,False,
38093,191,130.0,,128.9,,124.0,60.0,,,,,,148.2,,,201.0,,145.4,,26.1,,,102.0,124.5,75.4,158.0,69.0,,,,,,,,98.0,,-61.0,,-62.1,,-67.0,-131.0,,,,,,-42.8,,,10.0,,-45.6,,-164.9,,,-89.0,-66.5,-115.6,-33.0,-122.0,,,,,,,,-93.0,,,False,,False,False,,,,,,True,,,True,,True,,False,,,False,False,False,True,False,,,,,,,,False,
