,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
36113,38,66.0,70.6,,68.0,110.0,,,,,249.2,,73.0,,74.2,124.5,,11.0,60.5,70.8,122.0,,,,,,,,128.0,44.1,,28.0,32.6,,30.0,72.0,,,,,211.2,,35.0,,36.2,86.5,,-27.0,22.5,32.8,84.0,,,,,,,,90.0,6.1,,False,,False,False,,,,,False,,False,,False,False,,True,True,False,False,,,,,,,,False,True,
36115,30,30.0,28.7,,29.0,43.0,,,,,243.9,,18.0,,34.9,82.8,,5.7,33.3,23.6,57.0,,,,,,,,54.0,29.0,,0.0,-1.3,,-1.0,13.0,,,,,213.9,,-12.0,,4.9,52.8,,-24.3,3.3,-6.4,27.0,,,,,,,,24.0,-1.0,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,,,,,False,False,
36117,189,87.0,88.4,,87.0,143.0,,,,,229.7,,41.0,,82.5,100.1,,50.1,82.5,104.4,164.0,,,,,,,,161.0,34.2,,-102.0,-100.6,,-102.0,-46.0,,,,,40.7,,-148.0,,-106.5,-88.9,,-138.9,-106.5,-84.6,-25.0,,,,,,,,-28.0,-154.8,,True,,False,True,,,,,True,,False,,False,True,,False,False,True,True,,,,,,,,True,False,
36119,1953,1248.0,1246.5,1270.1,1180.0,1377.0,,,,,0.0,,1192.0,,924.4,1617.2,,835.9,1428.1,2968.6,644.0,,,,904.1,2286.0,,,1301.0,647.4,,-705.0,-706.5,-682.9,-773.0,-576.0,,,,,-1953.0,,-761.0,,-1028.6,-335.8,,-1117.1,-524.9,1015.6,-1309.0,,,,-1048.9,333.0,,,-652.0,-1305.6,,False,True,False,True,,,,,False,,False,,False,True,,False,True,False,False,,,,False,True,,,True,False,
36121,49,30.0,31.4,,30.0,19.0,,,,,199.8,,32.0,,37.3,35.7,,8.4,30.4,28.2,38.0,,,,,,,,95.0,7.4,,-19.0,-17.6,,-19.0,-30.0,,,,,150.8,,-17.0,,-11.7,-13.3,,-40.6,-18.6,-20.8,-11.0,,,,,,,,46.0,-41.6,,True,,False,False,,,,,False,,True,,True,True,,False,True,False,True,,,,,,,,False,False,
36123,61,18.0,17.4,,13.0,2.0,,,,,124.1,,26.0,,17.5,22.2,,3.9,9.9,,24.0,,,,,,,,41.0,2.5,,-43.0,-43.6,,-48.0,-59.0,,,,,63.1,,-35.0,,-43.5,-38.8,,-57.1,-51.1,,-37.0,,,,,,,,-20.0,-58.5,,False,,False,False,,,,,False,,True,,False,True,,False,False,,True,,,,,,,,True,False,
37001,999,780.0,806.7,,718.0,1523.0,,,,,444.7,,550.0,,695.0,458.5,,491.1,899.4,476.4,1410.0,,,,784.3,1022.0,,,1118.0,562.4,,-219.0,-192.3,,-281.0,524.0,,,,,-554.3,,-449.0,,-304.0,-540.5,,-507.9,-99.6,-522.6,411.0,,,,-214.7,23.0,,,119.0,-436.6,,True,,False,False,,,,,False,,False,,False,False,,False,True,False,False,,,,True,True,,,True,False,
37003,378,90.0,88.1,,93.0,89.0,,,,,143.4,,193.0,,111.0,86.8,,63.5,113.8,85.0,135.0,,,,,,,,134.0,63.8,,-288.0,-289.9,,-285.0,-289.0,,,,,-234.6,,-185.0,,-267.0,-291.2,,-314.5,-264.2,-293.0,-243.0,,,,,,,,-244.0,-314.2,,False,,True,False,,,,,True,,True,,True,False,,False,True,False,True,,,,,,,,True,False,
37005,62,30.0,31.8,,23.0,0.0,,,,,71.9,,30.0,,20.8,17.9,,4.3,43.7,0.0,31.0,,,,,,,,7.0,22.3,,-32.0,-30.2,,-39.0,-62.0,,,,,9.9,,-32.0,,-41.2,-44.1,,-57.7,-18.3,-62.0,-31.0,,,,,,,,-55.0,-39.7,,True,,False,False,,,,,True,,False,,False,False,,False,True,False,True,,,,,,,,False,False,
37007,67,81.0,75.8,,78.0,79.0,,,,,141.3,,119.0,,82.5,47.5,,15.9,76.6,0.0,72.0,,,,,,,,48.0,101.5,,14.0,8.8,,11.0,12.0,,,,,74.3,,52.0,,15.5,-19.5,,-51.1,9.6,-67.0,5.0,,,,,,,,-19.0,34.5,,True,,True,True,,,,,False,,False,,False,False,,False,True,False,True,,,,,,,,False,False,
37009,134,108.0,107.3,,95.0,115.0,,,,,104.9,,61.0,,132.0,65.3,,35.0,91.4,65.3,202.0,,,,,,,,198.0,57.0,,-26.0,-26.7,,-39.0,-19.0,,,,,-29.1,,-73.0,,-2.0,-68.7,,-99.0,-42.6,-68.7,68.0,,,,,,,,64.0,-77.0,,False,,False,True,,,,,False,,False,,True,False,,False,False,False,False,,,,,,,,False,False,
37011,189,258.0,288.8,,103.0,114.0,,,,,27.7,,88.0,,299.4,72.9,,83.2,153.1,32.1,322.0,,,,,,,,320.0,105.3,,69.0,99.8,,-86.0,-75.0,,,,,-161.3,,-101.0,,110.4,-116.1,,-105.8,-35.9,-156.9,133.0,,,,,,,,131.0,-83.7,,False,,False,False,,,,,False,,False,,False,False,,False,True,False,False,,,,,,,,False,False,
37013,341,258.0,257.9,,218.0,199.0,,,,,257.9,,217.0,,216.7,86.6,,180.7,290.8,106.7,379.0,,,,212.2,,,,272.0,194.5,,-83.0,-83.1,,-123.0,-142.0,,,,,-83.1,,-124.0,,-124.3,-254.4,,-160.3,-50.2,-234.3,38.0,,,,-128.8,,,,-69.0,-146.5,,False,,False,False,,,,,False,,False,,False,False,,False,True,False,True,,,,False,,,,True,False,
37015,82,99.0,97.5,,79.0,81.0,,,,,127.8,,51.0,,81.8,46.1,,25.0,91.6,0.0,108.0,,,,,,,,110.0,63.3,,17.0,15.5,,-3.0,-1.0,,,,,45.8,,-31.0,,-0.2,-35.9,,-57.0,9.6,-82.0,26.0,,,,,,,,28.0,-18.7,,True,,True,True,,,,,False,,False,,True,False,,False,True,False,False,,,,,,,,False,False,
37017,123,114.0,114.8,,113.0,139.0,,,,,137.6,,123.0,,120.8,101.4,,41.9,129.3,0.0,100.0,,,,,,,,105.0,94.2,,-9.0,-8.2,,-10.0,16.0,,,,,14.6,,0.0,,-2.2,-21.6,,-81.1,6.3,-123.0,-23.0,,,,,,,,-18.0,-28.8,,True,,False,False,,,,,False,,True,,True,False,,False,True,False,False,,,,,,,,False,False,
37019,385,411.0,376.4,,304.0,785.0,,,,,247.8,,183.0,,391.1,160.5,,266.8,470.0,124.0,726.0,,,,262.4,777.0,,,582.0,171.9,,26.0,-8.6,,-81.0,400.0,,,,,-137.2,,-202.0,,6.1,-224.5,,-118.2,85.0,-261.0,341.0,,,,-122.6,392.0,,,197.0,-213.1,,True,,False,False,,,,,False,,False,,True,False,,False,False,False,False,,,,False,False,,,False,False,
37021,725,648.0,656.0,,634.0,732.0,,,,,468.6,,874.0,,593.0,507.7,,444.6,830.2,538.1,1315.0,,,,637.4,957.0,,,524.0,322.0,,-77.0,-69.0,,-91.0,7.0,,,,,-256.4,,149.0,,-132.0,-217.3,,-280.4,105.2,-186.9,590.0,,,,-87.6,232.0,,,-201.0,-403.0,,True,,False,True,,,,,False,,False,,False,False,,False,False,False,False,,,,False,False,,,False,False,
37023,408,444.0,427.6,,403.0,970.0,,,,,346.1,,475.0,,429.5,247.9,,234.8,497.6,41.5,761.0,,,,296.5,,,,731.0,149.1,,36.0,19.6,,-5.0,562.0,,,,,-61.9,,67.0,,21.5,-160.1,,-173.2,89.6,-366.5,353.0,,,,-111.5,,,,323.0,-258.9,,True,,True,False,,,,,False,,False,,True,False,,False,False,False,False,,,,False,,,,False,False,
37025,668,468.0,466.9,,402.0,388.0,,,,,548.4,,862.0,,433.4,462.0,,280.3,635.5,265.8,499.0,,,,278.7,391.0,,,512.0,343.3,,-200.0,-201.1,,-266.0,-280.0,,,,,-119.6,,194.0,,-234.6,-206.0,,-387.7,-32.5,-402.2,-169.0,,,,-389.3,-277.0,,,-156.0,-324.7,,False,,False,False,,,,,True,,True,,False,False,,False,True,False,True,,,,False,False,,,True,False,
37027,696,552.0,542.0,,427.0,1287.0,,,,,257.8,,385.0,,583.1,220.1,,309.4,560.2,139.8,949.0,,,,365.4,,,,954.0,406.9,,-144.0,-154.0,,-269.0,591.0,,,,,-438.2,,-311.0,,-112.9,-475.9,,-386.6,-135.8,-556.2,253.0,,,,-330.6,,,,258.0,-289.1,,False,,False,False,,,,,False,,False,,True,False,,False,True,False,False,,,,False,,,,False,False,
37029,13,27.0,23.6,,23.0,1.0,,,,,59.5,,24.0,,25.4,21.6,,4.4,26.3,14.4,19.0,,,,,,,,63.0,12.6,,14.0,10.6,,10.0,-12.0,,,,,46.5,,11.0,,12.4,8.6,,-8.6,13.3,1.4,6.0,,,,,,,,50.0,-0.4,,True,,True,True,,,,,False,,True,,True,True,,True,True,True,True,,,,,,,,False,True,
37031,322,315.0,324.1,,301.0,579.0,,,,,169.1,,304.0,,335.2,82.9,,331.3,253.5,138.6,564.0,,,,,,,,249.0,110.7,,-7.0,2.1,,-21.0,257.0,,,,,-152.9,,-18.0,,13.2,-239.1,,9.3,-68.5,-183.4,242.0,,,,,,,,-73.0,-211.3,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,,,,,False,False,
37033,148,174.0,182.4,,129.0,366.0,,,,,129.6,,74.0,,229.2,100.4,,73.0,166.8,70.8,368.0,,,,,,,,306.0,81.6,,26.0,34.4,,-19.0,218.0,,,,,-18.4,,-74.0,,81.2,-47.6,,-75.0,18.8,-77.2,220.0,,,,,,,,158.0,-66.4,,False,,True,False,,,,,True,,False,,False,False,,False,True,False,False,,,,,,,,False,False,
37035,1089,681.0,678.3,,634.0,1117.0,,,,,385.9,,684.0,,635.2,224.4,,382.8,723.1,318.3,1243.0,,,,475.7,829.0,,,998.0,285.3,,-408.0,-410.7,,-455.0,28.0,,,,,-703.1,,-405.0,,-453.8,-864.6,,-706.2,-365.9,-770.7,154.0,,,,-613.3,-260.0,,,-91.0,-803.7,,False,,False,True,,,,,False,,True,,False,False,,False,True,False,True,,,,False,True,,,True,False,
37037,187,192.0,182.7,,174.0,257.0,,,,,213.7,,211.0,,162.4,127.0,,74.0,254.5,112.0,272.0,,,,170.0,,,,225.0,114.4,,5.0,-4.3,,-13.0,70.0,,,,,26.7,,24.0,,-24.6,-60.0,,-113.0,67.5,-75.0,85.0,,,,-17.0,,,,38.0,-72.6,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,False,,,,False,False,
37039,79,93.0,89.3,,67.0,64.0,,,,,147.3,,67.0,,88.2,37.7,,39.7,102.5,23.9,79.0,,,,,,,,68.0,57.6,,14.0,10.3,,-12.0,-15.0,,,,,68.3,,-12.0,,9.2,-41.3,,-39.3,23.5,-55.1,0.0,,,,,,,,-11.0,-21.4,,True,,True,False,,,,,False,,True,,True,False,,False,False,False,True,,,,,,,,True,False,
37041,83,186.0,197.1,,115.0,140.0,,,,,103.3,,45.0,,191.6,35.6,,95.3,139.5,28.3,284.0,,,,,,,,96.0,60.0,,103.0,114.1,,32.0,57.0,,,,,20.3,,-38.0,,108.6,-47.4,,12.3,56.5,-54.7,201.0,,,,,,,,13.0,-23.0,,False,,True,True,,,,,True,,True,,False,True,,True,True,True,False,,,,,,,,True,True,
37043,90,66.0,63.8,,49.0,65.0,,,,,110.3,,18.0,,53.3,10.7,,37.9,46.1,34.1,115.0,,,,,,,,86.0,44.2,,-24.0,-26.2,,-41.0,-25.0,,,,,20.3,,-72.0,,-36.7,-79.3,,-52.1,-43.9,-55.9,25.0,,,,,,,,-4.0,-45.8,,False,,False,False,,,,,True,,False,,False,False,,False,False,False,False,,,,,,,,True,False,
37045,693,678.0,679.5,,574.0,745.0,,,,,455.9,,448.0,,709.6,315.0,,566.2,626.3,427.5,1073.0,,,,445.1,,,,704.0,348.2,,-15.0,-13.5,,-119.0,52.0,,,,,-237.1,,-245.0,,16.6,-378.0,,-126.8,-66.7,-265.5,380.0,,,,-247.9,,,,11.0,-344.8,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,False,,,,True,False,
37047,279,228.0,217.9,,187.0,160.0,,,,,214.2,,178.0,,240.5,178.1,,107.3,222.1,91.8,307.0,,,,241.5,,,,265.0,147.2,,-51.0,-61.1,,-92.0,-119.0,,,,,-64.8,,-101.0,,-38.5,-100.9,,-171.7,-56.9,-187.2,28.0,,,,-37.5,,,,-14.0,-131.8,,False,,False,False,,,,,False,,False,,True,False,,False,False,False,True,,,,True,,,,True,False,
37049,475,480.0,465.3,,460.0,512.0,,,,,466.0,,474.0,,535.9,246.9,,264.5,408.2,389.7,727.0,,,,393.8,,,,849.0,218.8,,5.0,-9.7,,-15.0,37.0,,,,,-9.0,,-1.0,,60.9,-228.1,,-210.5,-66.8,-85.3,252.0,,,,-81.2,,,,374.0,-256.2,,False,,False,False,,,,,False,,True,,False,False,,False,False,False,False,,,,False,,,,False,False,
37051,1172,918.0,908.6,,888.0,1217.0,,,,,714.3,,929.0,,845.8,882.3,,711.4,1040.1,850.5,1033.0,,,,825.2,873.0,,,1081.0,649.5,,-254.0,-263.4,,-284.0,45.0,,,,,-457.7,,-243.0,,-326.2,-289.7,,-460.6,-131.9,-321.5,-139.0,,,,-346.8,-299.0,,,-91.0,-522.5,,False,,False,True,,,,,False,,True,,False,False,,False,True,False,True,,,,False,False,,,True,False,
37053,20,42.0,44.9,,42.0,21.0,,,,,150.8,,90.0,,54.5,27.9,,10.2,40.3,48.8,36.0,,,,,,,,111.0,30.0,,22.0,24.9,,22.0,1.0,,,,,130.8,,70.0,,34.5,7.9,,-9.8,20.3,28.8,16.0,,,,,,,,91.0,10.0,,False,,False,True,,,,,False,,False,,False,True,,True,True,False,True,,,,,,,,False,True,
37055,79,51.0,48.7,,54.0,57.0,,,,,137.8,,92.0,,53.6,39.9,,21.3,73.6,53.0,79.0,,,,,,,,52.0,19.3,,-28.0,-30.3,,-25.0,-22.0,,,,,58.8,,13.0,,-25.4,-39.1,,-57.7,-5.4,-26.0,0.0,,,,,,,,-27.0,-59.7,,False,,True,True,,,,,False,,True,,True,False,,False,True,True,True,,,,,,,,True,False,
37057,662,648.0,638.4,,623.0,840.0,,,,,481.2,,623.0,,630.8,370.1,,520.6,692.9,364.1,1090.0,,,,479.0,760.0,,,774.0,416.9,,-14.0,-23.6,,-39.0,178.0,,,,,-180.8,,-39.0,,-31.2,-291.9,,-141.4,30.9,-297.9,428.0,,,,-183.0,98.0,,,112.0,-245.1,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,False,False,,,False,False,
37059,155,111.0,114.8,,115.0,156.0,,,,,155.4,,148.0,,115.9,56.4,,46.4,145.5,71.1,194.0,,,,,,,,119.0,100.1,,-44.0,-40.2,,-40.0,1.0,,,,,0.4,,-7.0,,-39.1,-98.6,,-108.6,-9.5,-83.9,39.0,,,,,,,,-36.0,-54.9,,True,,True,True,,,,,True,,True,,True,False,,False,True,False,True,,,,,,,,True,False,
37061,288,357.0,352.9,,285.0,775.0,,,,,283.2,,228.0,,317.7,212.8,,93.5,338.3,1.5,497.0,,,,222.8,,,,844.0,284.5,,69.0,64.9,,-3.0,487.0,,,,,-4.8,,-60.0,,29.7,-75.2,,-194.5,50.3,-286.5,209.0,,,,-65.2,,,,556.0,-3.5,,True,,True,False,,,,,True,,True,,True,False,,False,True,False,False,,,,True,,,,False,True,
37063,1021,873.0,814.7,871.3,776.0,1323.0,,,,,598.7,,733.0,,768.5,374.1,,546.1,1097.8,141.5,1390.0,,,,665.3,919.0,,,999.0,539.7,,-148.0,-206.3,-149.7,-245.0,302.0,,,,,-422.3,,-288.0,,-252.5,-646.9,,-474.9,76.8,-879.5,369.0,,,,-355.7,-102.0,,,-22.0,-481.3,,False,False,False,False,,,,,False,,False,,False,False,,False,True,False,False,,,,False,True,,,True,False,
37065,476,399.0,389.5,,330.0,365.0,,,,,298.4,,200.0,,353.6,169.6,,300.7,426.8,166.1,635.0,,,,333.4,,,,634.0,263.3,,-77.0,-86.5,,-146.0,-111.0,,,,,-177.6,,-276.0,,-122.4,-306.4,,-175.3,-49.2,-309.9,159.0,,,,-142.6,,,,158.0,-212.7,,False,,False,False,,,,,False,,False,,False,False,,False,True,False,False,,,,False,,,,False,False,
37067,1516,936.0,942.5,,870.0,931.0,,,,,691.6,,1095.0,,834.3,590.1,,684.1,1220.4,378.7,1773.0,,,,769.4,1248.0,,,1182.0,487.9,,-580.0,-573.5,,-646.0,-585.0,,,,,-824.4,,-421.0,,-681.7,-925.9,,-831.9,-295.6,-1137.3,257.0,,,,-746.6,-268.0,,,-334.0,-1028.1,,True,,False,False,,,,,False,,True,,False,False,,False,True,False,True,,,,False,True,,,True,False,
37069,154,225.0,226.5,,208.0,448.0,,,,,205.1,,208.0,,234.5,75.0,,90.4,219.2,87.5,411.0,,,,158.4,,,,376.0,84.4,,71.0,72.5,,54.0,294.0,,,,,51.1,,54.0,,80.5,-79.0,,-63.6,65.2,-66.5,257.0,,,,4.4,,,,222.0,-69.6,,False,,True,False,,,,,True,,True,,False,False,,True,True,True,False,,,,True,,,,False,True,
37071,1791,1479.0,1475.5,,1283.0,2292.0,,,,,717.1,,1025.0,,1530.0,559.6,,1267.8,1380.7,742.5,2650.0,,,,914.0,2203.0,,,1624.0,485.0,,-312.0,-315.5,,-508.0,501.0,,,,,-1073.9,,-766.0,,-261.0,-1231.4,,-523.2,-410.3,-1048.5,859.0,,,,-877.0,412.0,,,-167.0,-1306.0,,False,,False,False,,,,,False,,False,,True,False,,False,False,False,False,,,,False,False,,,True,False,
37073,15,30.0,22.1,,21.0,21.0,,,,,96.4,,33.0,,34.0,21.5,,4.3,20.5,14.3,20.0,,,,,,,,53.0,13.3,,15.0,7.1,,6.0,6.0,,,,,81.4,,18.0,,19.0,6.5,,-10.7,5.5,-0.7,5.0,,,,,,,,38.0,-1.7,,True,,True,True,,,,,False,,False,,False,True,,True,True,True,True,,,,,,,,False,True,
37075,36,108.0,102.1,,58.0,79.0,,,,,40.2,,22.0,,128.4,26.2,,53.4,80.8,39.4,85.0,,,,,,,,43.0,54.2,,72.0,66.1,,22.0,43.0,,,,,4.2,,-14.0,,92.4,-9.8,,17.4,44.8,3.4,49.0,,,,,,,,7.0,18.2,,True,,True,True,,,,,True,,True,,False,True,,True,True,True,True,,,,,,,,True,True,
37077,262,123.0,124.7,,121.0,130.0,,,,,243.4,,221.0,,119.9,102.9,,50.0,195.2,17.8,121.0,,,,110.2,,,,105.0,72.7,,-139.0,-137.3,,-141.0,-132.0,,,,,-18.6,,-41.0,,-142.1,-159.1,,-212.0,-66.8,-244.2,-141.0,,,,-151.8,,,,-157.0,-189.3,,True,,False,True,,,,,True,,True,,False,False,,False,True,False,False,,,,False,,,,False,False,
37079,220,237.0,217.2,,158.0,229.0,,,,,154.3,,76.0,,232.9,65.4,,66.4,181.1,108.8,350.0,,,,,,,,194.0,109.7,,17.0,-2.8,,-62.0,9.0,,,,,-65.7,,-144.0,,12.9,-154.6,,-153.6,-38.9,-111.2,130.0,,,,,,,,-26.0,-110.3,,True,,False,True,,,,,False,,False,,True,False,,False,False,False,False,,,,,,,,False,False,
37081,2186,1959.0,1985.6,1718.8,1832.0,3115.0,,,,,1456.2,,1369.0,,1700.4,1001.7,,1347.0,2261.1,1490.1,3568.0,,,,1448.4,3139.0,,,2284.0,1575.3,,-227.0,-200.4,-467.2,-354.0,929.0,,,,,-729.8,,-817.0,,-485.6,-1184.3,,-839.0,75.1,-695.9,1382.0,,,,-737.6,953.0,,,98.0,-610.7,,True,False,False,False,,,,,False,,False,,False,False,,False,True,False,False,,,,False,False,,,True,False,
37083,324,204.0,208.2,,183.0,260.0,,,,,188.6,,181.0,,187.8,101.8,,100.7,218.1,46.6,371.0,,,,156.0,,,,207.0,97.0,,-120.0,-115.8,,-141.0,-64.0,,,,,-135.4,,-143.0,,-136.2,-222.2,,-223.3,-105.9,-277.4,47.0,,,,-168.0,,,,-117.0,-227.0,,True,,False,True,,,,,False,,False,,False,False,,False,True,False,True,,,,False,,,,True,False,
37085,507,465.0,475.0,,465.0,555.0,,,,,471.6,,470.0,,500.3,230.7,,365.3,426.7,339.0,550.0,,,,435.1,500.0,,,597.0,268.0,,-42.0,-32.0,,-42.0,48.0,,,,,-35.4,,-37.0,,-6.7,-276.3,,-141.7,-80.3,-168.0,43.0,,,,-71.9,-7.0,,,90.0,-239.0,,True,,False,False,,,,,True,,True,,True,False,,False,False,False,False,,,,False,True,,,False,False,
37087,102,42.0,41.7,,46.0,30.0,,,,,143.3,,245.0,,60.5,69.7,,22.0,82.3,107.3,46.0,,,,,,,,76.0,46.0,,-60.0,-60.3,,-56.0,-72.0,,,,,41.3,,143.0,,-41.5,-32.3,,-80.0,-19.7,5.3,-56.0,,,,,,,,-26.0,-56.0,,False,,True,False,,,,,True,,False,,True,True,,False,True,True,True,,,,,,,,True,True,
37089,371,273.0,275.3,,247.0,425.0,,,,,262.4,,390.0,,236.9,250.5,,176.8,343.2,163.8,445.0,,,,173.8,,,,352.0,172.8,,-98.0,-95.7,,-124.0,54.0,,,,,-108.6,,19.0,,-134.1,-120.5,,-194.2,-27.8,-207.2,74.0,,,,-197.2,,,,-19.0,-198.2,,True,,False,True,,,,,False,,True,,False,False,,False,True,False,True,,,,False,,,,True,False,
37091,42,84.0,95.8,,82.0,66.0,,,,,144.8,,84.0,,83.8,57.1,,24.4,83.5,0.0,61.0,,,,,,,,83.0,25.1,,42.0,53.8,,40.0,24.0,,,,,102.8,,42.0,,41.8,15.1,,-17.6,41.5,-42.0,19.0,,,,,,,,41.0,-16.9,,False,,True,True,,,,,False,,False,,True,True,,True,True,True,True,,,,,,,,True,True,
37093,226,237.0,242.8,,230.0,181.0,,,,,291.1,,243.0,,243.9,145.3,,75.9,220.2,322.4,248.0,,,,172.6,,,,247.0,236.2,,11.0,16.8,,4.0,-45.0,,,,,65.1,,17.0,,17.9,-80.7,,-150.1,-5.8,96.4,22.0,,,,-53.4,,,,21.0,10.2,,False,,True,False,,,,,False,,False,,False,False,,False,True,False,False,,,,False,,,,False,True,
37095,28,60.0,52.9,,22.0,0.0,,,,,37.7,,4.0,,52.5,10.2,,2.2,29.4,16.2,38.0,,,,,,,,59.0,9.9,,32.0,24.9,,-6.0,-28.0,,,,,9.7,,-24.0,,24.5,-17.8,,-25.8,1.4,-11.8,10.0,,,,,,,,31.0,-18.1,,True,,True,True,,,,,True,,True,,True,True,,True,True,True,True,,,,,,,,True,True,
37097,616,447.0,452.1,,417.0,620.0,,,,,374.6,,725.0,,448.9,343.6,,254.6,469.4,254.3,657.0,,,,344.5,394.0,,,640.0,342.9,,-169.0,-163.9,,-199.0,4.0,,,,,-241.4,,109.0,,-167.1,-272.4,,-361.4,-146.6,-361.7,41.0,,,,-271.5,-222.0,,,24.0,-273.1,,True,,False,True,,,,,False,,True,,True,False,,False,True,False,True,,,,False,False,,,True,False,
37099,356,228.0,236.8,,163.0,393.0,,,,,139.4,,145.0,,187.4,133.3,,76.0,194.1,22.0,356.0,,,,,,,,122.0,110.7,,-128.0,-119.2,,-193.0,37.0,,,,,-216.6,,-211.0,,-168.6,-222.7,,-280.0,-161.9,-334.0,0.0,,,,,,,,-234.0,-245.3,,True,,False,True,,,,,False,,False,,False,False,,False,False,False,True,,,,,,,,False,False,
37101,922,630.0,619.3,,581.0,820.0,,,,,495.8,,567.0,,622.4,389.9,,249.2,655.2,133.5,1181.0,,,,453.3,751.0,,,1048.0,470.7,,-292.0,-302.7,,-341.0,-102.0,,,,,-426.2,,-355.0,,-299.6,-532.1,,-672.8,-266.8,-788.5,259.0,,,,-468.7,-171.0,,,126.0,-451.3,,False,,False,True,,,,,False,,False,,False,False,,False,True,False,True,,,,False,True,,,True,False,
37103,36,39.0,34.9,,26.0,0.0,,,,,93.4,,26.0,,30.7,9.9,,4.4,34.1,1.1,,,,,,,,,43.0,13.7,,3.0,-1.1,,-10.0,-36.0,,,,,57.4,,-10.0,,-5.3,-26.1,,-31.6,-1.9,-34.9,,,,,,,,,7.0,-22.3,,True,,False,False,,,,,False,,False,,False,False,,False,True,False,,,,,,,,,False,False,
37105,330,300.0,294.8,,292.0,459.0,,,,,258.4,,221.0,,300.4,173.0,,120.0,328.2,218.3,498.0,,,,290.7,,,,390.0,169.4,,-30.0,-35.2,,-38.0,129.0,,,,,-71.6,,-109.0,,-29.6,-157.0,,-210.0,-1.8,-111.7,168.0,,,,-39.3,,,,60.0,-160.6,,False,,False,False,,,,,False,,False,,True,False,,False,True,False,False,,,,False,,,,False,False,
37107,403,228.0,225.1,,225.0,322.0,,,,,264.6,,260.0,,206.5,153.5,,138.9,266.7,117.4,388.0,,,,233.2,,,,310.0,123.2,,-175.0,-177.9,,-178.0,-81.0,,,,,-138.4,,-143.0,,-196.5,-249.5,,-264.1,-136.3,-285.6,-15.0,,,,-169.8,,,,-93.0,-279.8,,False,,False,True,,,,,True,,True,,False,False,,False,True,False,True,,,,True,,,,True,False,
37109,565,555.0,529.7,,448.0,916.0,,,,,239.9,,385.0,,528.1,243.3,,255.7,529.1,317.6,819.0,,,,380.2,,,,507.0,338.3,,-10.0,-35.3,,-117.0,351.0,,,,,-325.1,,-180.0,,-36.9,-321.7,,-309.3,-35.9,-247.4,254.0,,,,-184.8,,,,-58.0,-226.7,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,False,,,,False,,,,False,False,
