,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
21095,662,670.0,844.0,,,,,612.0,812.7,460.7,,376.0,0.0,,,,,,8.0,182.0,,,,,-50.0,150.7,-201.3,,-286.0,-662.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
21097,614,435.0,899.0,,,,,469.0,604.1,248.0,,420.0,4.5,,,,,,-179.0,285.0,,,,,-145.0,-9.9,-366.0,,-194.0,-609.5,,,,,,False,,,,,True,True,False,,False,False,,,,,
21099,466,135.0,6.0,,,,,303.0,114.6,185.5,,65.5,0.0,,,,,,-331.0,-460.0,,,,,-163.0,-351.4,-280.5,,-400.5,-466.0,,,,,,False,,,,,True,False,True,,False,False,,,,,
21101,1146,940.0,1346.0,,,,,776.0,974.1,506.0,,607.0,0.0,,,726.9,,,-206.0,200.0,,,,,-370.0,-171.9,-640.0,,-539.0,-1146.0,,,-419.1,,,True,,,,,False,True,False,,False,False,,,False,,
21103,284,360.0,601.0,,,,,299.0,371.8,183.2,,45.0,13.9,,,,,,76.0,317.0,,,,,15.0,87.8,-100.8,,-239.0,-270.1,,,,,,False,,,,,True,False,False,,False,False,,,,,
21105,66,10.0,0.0,,,,,86.0,1.1,27.3,,0.0,0.0,,,,,,-56.0,-66.0,,,,,20.0,-64.9,-38.7,,-66.0,-66.0,,,,,,False,,,,,True,False,True,,False,False,,,,,
21107,969,950.0,736.0,,,,,877.0,991.6,576.3,,372.0,66.6,,,798.2,,,-19.0,-233.0,,,,,-92.0,22.6,-392.7,,-597.0,-902.4,,,-170.8,,,False,,,,,False,False,False,,False,False,,,False,,
21109,265,250.0,192.0,,,,,242.0,315.9,131.1,,238.0,0.0,,,,,,-15.0,-73.0,,,,,-23.0,50.9,-133.9,,-27.0,-265.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
21111,16066,13715.0,30791.0,,,,,13943.0,11767.3,10764.2,,18028.0,0.8,,,5816.3,12496.0,,-2351.0,14725.0,,,,,-2123.0,-4298.7,-5301.8,,1962.0,-16065.2,,,-10249.7,-3570.0,,False,,,,,True,False,False,,True,False,,,False,False,
21113,1153,720.0,3394.0,,,,,860.0,1094.0,574.5,,265.0,0.0,,,697.0,,,-433.0,2241.0,,,,,-293.0,-59.0,-578.5,,-888.0,-1153.0,,,-456.0,,,False,,,,,True,True,False,,False,False,,,False,,
21115,473,270.0,331.0,,,,,378.0,205.2,275.0,,68.0,0.0,,,,,,-203.0,-142.0,,,,,-95.0,-267.8,-198.0,,-405.0,-473.0,,,,,,True,,,,,True,False,True,,False,False,,,,,
21117,4475,3510.0,10952.0,,,,,3764.0,2908.5,2588.3,,4431.0,471.7,,,3118.8,5014.0,,-965.0,6477.0,,,,,-711.0,-1566.5,-1886.7,,-44.0,-4003.3,,,-1356.2,539.0,,False,,,,,True,False,False,,True,False,,,False,True,
21119,157,200.0,123.0,,,,,197.0,206.0,187.9,,90.0,0.0,,,,,,43.0,-34.0,,,,,40.0,49.0,30.9,,-67.0,-157.0,,,,,,True,,,,,True,False,True,,False,False,,,,,
21121,844,970.0,2859.0,,,,,857.0,2558.0,475.5,,477.0,12.3,,,,,,126.0,2015.0,,,,,13.0,1714.0,-368.5,,-367.0,-831.7,,,,,,False,,,,,True,False,False,,False,False,,,,,
21123,266,245.0,43.0,,,,,254.0,132.3,152.5,,74.0,0.0,,,,,,-21.0,-223.0,,,,,-12.0,-133.7,-113.5,,-192.0,-266.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
21125,1606,1450.0,2278.0,,,,,1291.0,2021.5,807.9,,2038.0,43.4,,,1235.8,,,-156.0,672.0,,,,,-315.0,415.5,-798.1,,432.0,-1562.6,,,-370.2,,,False,,,,,False,False,False,,False,False,,,False,,
21127,311,730.0,1790.0,,,,,278.0,4007.6,391.7,,158.0,0.5,,,,,,419.0,1479.0,,,,,-33.0,3696.6,80.7,,-153.0,-310.5,,,,,,False,,,,,True,False,True,,True,True,,,,,
21129,97,85.0,,,,,,187.0,82.2,63.5,,40.0,0.0,,,,,,-12.0,,,,,,90.0,-14.8,-33.5,,-57.0,-97.0,,,,,,,,,,,False,False,False,,False,False,,,,,
21131,219,190.0,63.0,,,,,169.0,110.8,180.9,,109.0,0.0,,,,,,-29.0,-156.0,,,,,-50.0,-108.2,-38.1,,-110.0,-219.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
21133,457,650.0,468.0,,,,,344.0,407.8,491.6,,318.0,0.0,,,,,,193.0,11.0,,,,,-113.0,-49.2,34.6,,-139.0,-457.0,,,,,,True,,,,,True,True,True,,True,False,,,,,
21135,222,295.0,364.0,,,,,207.0,370.4,190.1,,128.0,0.0,,,,,,73.0,142.0,,,,,-15.0,148.4,-31.9,,-94.0,-222.0,,,,,,False,,,,,True,False,True,,False,False,,,,,
21137,480,505.0,264.0,,,,,517.0,378.7,395.9,,76.5,0.0,,,,,,25.0,-216.0,,,,,37.0,-101.3,-84.1,,-403.5,-480.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
21139,179,100.0,24.0,,,,,174.0,37.6,115.7,,32.0,0.0,,,,,,-79.0,-155.0,,,,,-5.0,-141.4,-63.3,,-147.0,-179.0,,,,,,False,,,,,True,False,True,,False,False,,,,,
21141,561,455.0,299.0,,,,,581.0,361.5,324.4,,196.0,0.0,,,,,,-106.0,-262.0,,,,,20.0,-199.5,-236.6,,-365.0,-561.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
21143,96,75.0,25.0,,,,,102.0,44.8,84.5,,39.0,0.0,,,,,,-21.0,-71.0,,,,,6.0,-51.2,-11.5,,-57.0,-96.0,,,,,,False,,,,,True,False,True,,False,False,,,,,
21145,1039,1145.0,2483.0,,,,,1357.0,1112.5,953.4,,1210.0,0.0,,,1452.5,,,106.0,1444.0,,,,,318.0,73.5,-85.6,,171.0,-1039.0,,,413.5,,,False,,,,,False,True,True,,False,False,,,False,,
21147,425,480.0,62.0,,,,,353.0,98.8,352.2,,176.0,0.0,,,,,,55.0,-363.0,,,,,-72.0,-326.2,-72.8,,-249.0,-425.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
21149,245,150.0,28.0,,,,,127.0,145.9,108.1,,103.0,0.0,,,,,,-95.0,-217.0,,,,,-118.0,-99.1,-136.9,,-142.0,-245.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
21151,2173,1165.0,781.0,,,,,1679.0,511.1,1089.5,,1048.0,0.0,,,1268.7,,,-1008.0,-1392.0,,,,,-494.0,-1661.9,-1083.5,,-1125.0,-2173.0,,,-904.3,,,False,,,,,True,False,False,,False,False,,,True,,
21153,113,40.0,3.0,,,,,241.0,15.0,82.5,,2.0,0.0,,,,,,-73.0,-110.0,,,,,128.0,-98.0,-30.5,,-111.0,-113.0,,,,,,False,,,,,False,False,True,,False,False,,,,,
21155,425,300.0,32.0,,,,,331.0,139.2,248.0,,38.5,0.0,,,,,,-125.0,-393.0,,,,,-94.0,-285.8,-177.0,,-386.5,-425.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
21157,731,760.0,664.0,,,,,614.0,1583.4,557.8,,306.0,51.0,,,,,,29.0,-67.0,,,,,-117.0,852.4,-173.2,,-425.0,-680.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
21159,216,155.0,27.0,,,,,154.0,83.0,143.4,,77.0,0.0,,,,,,-61.0,-189.0,,,,,-62.0,-133.0,-72.6,,-139.0,-216.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
21161,349,485.0,1507.0,,,,,393.0,1466.1,285.4,,72.0,0.0,,,,,,136.0,1158.0,,,,,44.0,1117.1,-63.6,,-277.0,-349.0,,,,,,False,,,,,True,False,True,,False,False,,,,,
21163,546,510.0,656.0,,,,,426.0,364.3,411.8,,109.0,0.0,,,,,,-36.0,110.0,,,,,-120.0,-181.7,-134.2,,-437.0,-546.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
21165,140,145.0,218.0,,,,,82.0,186.8,109.8,,136.0,2.1,,,,,,5.0,78.0,,,,,-58.0,46.8,-30.2,,-4.0,-137.9,,,,,,False,,,,,False,False,False,,True,False,,,,,
21167,799,720.0,311.0,,,,,420.0,528.3,402.9,,373.0,0.0,,,,,,-79.0,-488.0,,,,,-379.0,-270.7,-396.1,,-426.0,-799.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
21169,239,200.0,30.0,,,,,169.0,228.2,130.5,,85.0,0.0,,,,,,-39.0,-209.0,,,,,-70.0,-10.8,-108.5,,-154.0,-239.0,,,,,,False,,,,,False,True,False,,False,False,,,,,
21171,234,275.0,223.0,,,,,295.0,196.5,170.1,,39.0,0.0,,,,,,41.0,-11.0,,,,,61.0,-37.5,-63.9,,-195.0,-234.0,,,,,,True,,,,,False,True,False,,False,False,,,,,
21173,611,555.0,2631.0,,,,,595.0,921.9,277.0,,272.0,0.0,,,,,,-56.0,2020.0,,,,,-16.0,310.9,-334.0,,-339.0,-611.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
21175,1387,250.0,236.0,,,,,237.0,174.4,153.3,,120.5,0.2,,,,,,-1137.0,-1151.0,,,,,-1150.0,-1212.6,-1233.7,,-1266.5,-1386.8,,,,,,False,,,,,False,False,False,,False,False,,,,,
21177,591,795.0,945.0,,,,,579.0,1294.1,506.1,,420.0,0.0,,,,,,204.0,354.0,,,,,-12.0,703.1,-84.9,,-171.0,-591.0,,,,,,False,,,,,True,False,True,,True,False,,,,,
21179,1301,1165.0,4912.0,,,,,747.0,3151.9,576.5,,404.0,0.0,,,1076.1,,,-136.0,3611.0,,,,,-554.0,1850.9,-724.5,,-897.0,-1301.0,,,-224.9,,,False,,,,,False,False,False,,False,False,,,False,,
21181,149,160.0,188.0,,,,,155.0,272.7,98.4,,71.0,0.2,,,,,,11.0,39.0,,,,,6.0,123.7,-50.6,,-78.0,-148.8,,,,,,False,,,,,True,False,False,,False,False,,,,,
21183,647,415.0,1204.0,,,,,452.0,637.2,330.3,,513.5,0.0,,,,,,-232.0,557.0,,,,,-195.0,-9.8,-316.7,,-133.5,-647.0,,,,,,False,,,,,True,True,False,,True,False,,,,,
21185,2546,2495.0,11697.0,,,,,1230.0,5475.7,1132.0,,5808.5,177.0,,,1223.9,,,-51.0,9151.0,,,,,-1316.0,2929.7,-1414.0,,3262.5,-2369.0,,,-1322.1,,,False,,,,,False,False,False,,False,False,,,False,,
21187,150,85.0,32.0,,,,,218.0,63.1,180.2,,22.0,0.3,,,,,,-65.0,-118.0,,,,,68.0,-86.9,30.2,,-128.0,-149.7,,,,,,False,,,,,False,False,True,,False,False,,,,,
21189,53,95.0,9.0,,,,,74.0,56.8,59.6,,28.0,0.0,,,,,,42.0,-44.0,,,,,21.0,3.8,6.6,,-25.0,-53.0,,,,,,False,,,,,True,True,True,,True,False,,,,,
21191,260,150.0,23.0,,,,,270.0,133.3,150.6,,42.0,0.0,,,,,,-110.0,-237.0,,,,,10.0,-126.7,-109.4,,-218.0,-260.0,,,,,,False,,,,,True,False,True,,False,False,,,,,
21193,466,545.0,1969.0,,,,,489.0,848.8,296.0,,248.0,0.0,,,,,,79.0,1503.0,,,,,23.0,382.8,-170.0,,-218.0,-466.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
21195,1665,1795.0,2410.0,,,,,982.0,1930.0,1142.7,,598.0,4.9,,,974.5,,,130.0,745.0,,,,,-683.0,265.0,-522.3,,-1067.0,-1660.1,,,-690.5,,,False,,,,,False,False,False,,False,False,,,False,,
21197,214,180.0,360.0,,,,,225.0,87.2,154.5,,60.0,0.0,,,,,,-34.0,146.0,,,,,11.0,-126.8,-59.5,,-154.0,-214.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
21199,1579,1425.0,567.0,,,,,1512.0,764.0,953.8,,1711.0,0.0,,,1398.1,,,-154.0,-1012.0,,,,,-67.0,-815.0,-625.2,,132.0,-1579.0,,,-180.9,,,False,,,,,True,False,False,,True,False,,,False,,
21201,45,65.0,8.0,,,,,72.0,147.2,21.1,,6.0,0.0,,,,,,20.0,-37.0,,,,,27.0,102.2,-23.9,,-39.0,-45.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
21203,370,450.0,816.0,,,,,349.0,1224.1,197.4,,267.0,17.8,,,,,,80.0,446.0,,,,,-21.0,854.1,-172.6,,-103.0,-352.2,,,,,,False,,,,,True,False,False,,False,False,,,,,
21205,515,605.0,1688.0,,,,,481.0,1245.4,409.9,,91.0,0.0,,,,,,90.0,1173.0,,,,,-34.0,730.4,-105.1,,-424.0,-515.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
21207,344,250.0,32.0,,,,,429.0,84.4,234.0,,131.0,0.0,,,,,,-94.0,-312.0,,,,,85.0,-259.6,-110.0,,-213.0,-344.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
21209,1108,615.0,1245.0,,,,,1142.0,658.0,611.3,,314.0,0.1,,,507.5,,,-493.0,137.0,,,,,34.0,-450.0,-496.7,,-794.0,-1107.9,,,-600.5,,,True,,,,,True,True,False,,False,False,,,False,,
21211,928,875.0,1696.0,,,,,769.0,654.4,654.4,,812.0,38.0,,,722.9,,,-53.0,768.0,,,,,-159.0,-273.6,-273.6,,-116.0,-890.0,,,-205.1,,,False,,,,,False,False,False,,False,False,,,False,,
21213,342,380.0,471.0,,,,,401.0,371.4,258.0,,310.0,0.0,,,,,,38.0,129.0,,,,,59.0,29.4,-84.0,,-32.0,-342.0,,,,,,False,,,,,False,True,False,,True,False,,,,,
21215,356,275.0,18.0,,,,,276.0,212.2,212.6,,38.0,0.0,,,,,,-81.0,-338.0,,,,,-80.0,-143.8,-143.4,,-318.0,-356.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
21217,661,515.0,110.0,,,,,657.0,266.2,393.9,,223.0,0.0,,,,,,-146.0,-551.0,,,,,-4.0,-394.8,-267.1,,-438.0,-661.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
21219,253,385.0,478.0,,,,,209.0,335.4,182.2,,256.0,8.0,,,,,,132.0,225.0,,,,,-44.0,82.4,-70.8,,3.0,-245.0,,,,,,False,,,,,True,True,True,,True,False,,,,,
21221,316,250.0,52.0,,,,,279.0,106.2,181.3,,159.0,0.0,,,,,,-66.0,-264.0,,,,,-37.0,-209.8,-134.7,,-157.0,-316.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
21223,168,120.0,4.0,,,,,175.0,80.2,90.8,,25.0,0.0,,,,,,-48.0,-164.0,,,,,7.0,-87.8,-77.2,,-143.0,-168.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
21225,266,205.0,84.0,,,,,235.0,131.2,180.6,,230.0,0.0,,,,,,-61.0,-182.0,,,,,-31.0,-134.8,-85.4,,-36.0,-266.0,,,,,,False,,,,,True,False,False,,True,False,,,,,
21227,3421,2890.0,2912.0,,,,,2290.0,3108.2,1921.4,,4121.5,726.4,,,1329.2,2326.0,,-531.0,-509.0,,,,,-1131.0,-312.8,-1499.6,,700.5,-2694.6,,,-2091.8,-1095.0,,True,,,,,False,True,False,,False,False,,,False,False,
21229,342,200.0,25.0,,,,,266.0,155.3,157.3,,59.0,0.0,,,,,,-142.0,-317.0,,,,,-76.0,-186.7,-184.7,,-283.0,-342.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
21231,513,705.0,154.0,,,,,522.0,292.7,438.6,,749.5,0.0,,,,,,192.0,-359.0,,,,,9.0,-220.3,-74.4,,236.5,-513.0,,,,,,False,,,,,True,False,True,,False,False,,,,,
21233,353,250.0,326.0,,,,,196.0,529.1,149.8,,274.0,0.0,,,,,,-103.0,-27.0,,,,,-157.0,176.1,-203.2,,-79.0,-353.0,,,,,,True,,,,,False,False,False,,True,False,,,,,
21235,1043,970.0,1439.0,,,,,1009.0,536.4,566.6,,739.0,0.0,,,875.7,,,-73.0,396.0,,,,,-34.0,-506.6,-476.4,,-304.0,-1043.0,,,-167.3,,,False,,,,,True,False,False,,False,False,,,False,,
21237,100,45.0,15.0,,,,,130.0,32.7,57.3,,21.0,0.0,,,,,,-55.0,-85.0,,,,,30.0,-67.3,-42.7,,-79.0,-100.0,,,,,,False,,,,,True,False,True,,False,False,,,,,
21239,520,600.0,2473.0,,,,,408.0,785.5,321.3,,107.0,0.0,,,,,,80.0,1953.0,,,,,-112.0,265.5,-198.7,,-413.0,-520.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
22001,824,1155.0,3016.0,,,,,1190.0,1233.1,659.2,,466.5,0.0,,,852.0,,,331.0,2192.0,,,,,366.0,409.1,-164.8,,-357.5,-824.0,,,28.0,,,False,,,,,False,False,True,,False,False,,,True,,
22003,409,330.0,462.0,,,,,468.0,199.3,308.7,,121.0,0.0,,,246.4,,,-79.0,53.0,,,,,59.0,-209.7,-100.3,,-288.0,-409.0,,,-162.6,,,True,,,,,True,False,False,,False,False,,,False,,
22005,2724,2270.0,12664.0,,,,,2088.0,3625.7,1857.2,,2333.5,769.6,,,2898.2,,,-454.0,9940.0,,,,,-636.0,901.7,-866.8,,-390.5,-1954.4,,,174.2,,,False,,,,,False,False,False,,True,False,,,True,,
22007,635,515.0,1642.0,,,,,353.0,912.8,262.6,,306.0,64.1,,,,,,-120.0,1007.0,,,,,-282.0,277.8,-372.4,,-329.0,-570.9,,,,,,False,,,,,False,False,False,,False,False,,,,,
22009,830,745.0,3510.0,,,,,835.0,1083.4,504.6,,306.0,67.4,,,584.2,,,-85.0,2680.0,,,,,5.0,253.4,-325.4,,-524.0,-762.6,,,-245.8,,,False,,,,,True,False,False,,False,False,,,False,,
22011,696,890.0,2631.0,,,,,650.0,1133.3,486.2,,272.0,46.3,,,,,,194.0,1935.0,,,,,-46.0,437.3,-209.8,,-424.0,-649.7,,,,,,False,,,,,True,False,False,,False,False,,,,,
22013,345,340.0,447.0,,,,,231.0,203.8,199.3,,151.0,0.0,,,,,,-5.0,102.0,,,,,-114.0,-141.2,-145.7,,-194.0,-345.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
22015,3443,3410.0,7699.0,,,,,2441.0,4152.9,1878.8,,2701.0,881.7,,,4232.9,,,-33.0,4256.0,,,,,-1002.0,709.9,-1564.2,,-742.0,-2561.3,,,789.9,,,False,,,,,False,False,False,,False,False,,,False,,
22017,6026,5135.0,10252.0,,,,,3476.0,6389.5,3505.3,,6295.5,590.3,,,4107.2,1093.0,,-891.0,4226.0,,,,,-2550.0,363.5,-2520.7,,269.5,-5435.7,,,-1918.8,-4933.0,,False,,,,,False,True,False,,True,False,,,False,False,
22019,4253,4450.0,19573.0,,,,,2997.0,6120.9,2546.7,,3602.0,5.2,,,3217.9,0.0,,197.0,15320.0,,,,,-1256.0,1867.9,-1706.3,,-651.0,-4247.8,,,-1035.1,-4253.0,,False,,,,,False,False,False,,False,False,,,False,False,
22021,136,310.0,244.0,,,,,220.0,343.4,101.0,,97.0,0.0,,,,,,174.0,108.0,,,,,84.0,207.4,-35.0,,-39.0,-136.0,,,,,,True,,,,,True,False,True,,True,True,,,,,
22023,150,75.0,0.0,,,,,110.0,50.4,73.9,,40.0,0.0,,,,,,-75.0,-150.0,,,,,-40.0,-99.6,-76.1,,-110.0,-150.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
22025,189,320.0,434.0,,,,,249.0,677.4,115.7,,184.0,0.0,,,,,,131.0,245.0,,,,,60.0,488.4,-73.3,,-5.0,-189.0,,,,,,False,,,,,True,False,True,,True,False,,,,,
22027,298,525.0,906.0,,,,,280.0,1110.7,330.6,,260.5,24.4,,,,,,227.0,608.0,,,,,-18.0,812.7,32.6,,-37.5,-273.6,,,,,,False,,,,,True,False,True,,True,False,,,,,
22029,270,480.0,736.0,,,,,418.0,510.3,172.3,,100.0,0.0,,,,,,210.0,466.0,,,,,148.0,240.3,-97.7,,-170.0,-270.0,,,,,,False,,,,,True,False,True,,True,False,,,,,
22031,781,495.0,938.0,,,,,374.0,460.9,353.1,,455.0,0.0,,,,,,-286.0,157.0,,,,,-407.0,-320.1,-427.9,,-326.0,-781.0,,,,,,True,,,,,False,False,False,,False,False,,,,,
22033,7994,6460.0,40085.0,,,,,6607.0,8861.5,5811.4,,7162.0,1500.3,,,7926.5,0.0,,-1534.0,32091.0,,,,,-1387.0,867.5,-2182.6,,-832.0,-6493.7,,,-67.5,-7994.0,,False,,,,,True,True,False,,True,False,,,True,False,
22035,135,145.0,11.0,,,,,123.0,167.9,39.9,,52.0,0.0,,,,,,10.0,-124.0,,,,,-12.0,32.9,-95.1,,-83.0,-135.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
22037,407,330.0,185.0,,,,,371.0,286.9,282.5,,182.0,0.0,,,140.0,,,-77.0,-222.0,,,,,-36.0,-120.1,-124.5,,-225.0,-407.0,,,-267.0,,,False,,,,,True,False,False,,False,False,,,False,,
22039,502,625.0,2181.0,,,,,672.0,540.0,369.2,,195.0,0.0,,,378.0,,,123.0,1679.0,,,,,170.0,38.0,-132.8,,-307.0,-502.0,,,-124.0,,,False,,,,,False,True,False,,False,False,,,False,,
22041,321,415.0,511.0,,,,,421.0,841.4,194.1,,309.0,0.0,,,,,,94.0,190.0,,,,,100.0,520.4,-126.9,,-12.0,-321.0,,,,,,False,,,,,False,False,False,,True,False,,,,,
22043,456,830.0,3252.0,,,,,481.0,2138.6,307.8,,373.0,117.6,,,,,,374.0,2796.0,,,,,25.0,1682.6,-148.2,,-83.0,-338.4,,,,,,False,,,,,True,False,True,,True,True,,,,,
22045,1315,1265.0,5269.0,,,,,1269.0,1377.5,1159.1,,904.0,0.0,,,1105.7,,,-50.0,3954.0,,,,,-46.0,62.5,-155.9,,-411.0,-1315.0,,,-209.3,,,False,,,,,True,False,False,,False,False,,,False,,
22047,607,610.0,1130.0,,,,,490.0,501.1,402.9,,413.0,0.0,,,733.7,,,3.0,523.0,,,,,-117.0,-105.9,-204.1,,-194.0,-607.0,,,126.7,,,False,,,,,False,False,False,,False,False,,,False,,
22049,300,295.0,529.0,,,,,367.0,635.0,178.0,,159.0,0.0,,,,,,-5.0,229.0,,,,,67.0,335.0,-122.0,,-141.0,-300.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
22051,10395,10180.0,16564.0,,,,,6761.0,15919.7,6131.1,,12166.0,2999.8,,,5769.8,0.0,,-215.0,6169.0,,,,,-3634.0,5524.7,-4263.9,,1771.0,-7395.2,,,-4625.2,-10395.0,,False,,,,,False,False,False,,False,False,,,False,False,
22053,500,585.0,2587.0,,,,,557.0,496.1,342.1,,197.0,0.0,,,501.1,,,85.0,2087.0,,,,,57.0,-3.9,-157.9,,-303.0,-500.0,,,1.1,,,False,,,,,True,True,False,,False,False,,,True,,
22055,4120,4470.0,22137.0,,,,,4005.0,3655.0,3109.8,,3866.5,0.4,,,4761.1,1756.0,,350.0,18017.0,,,,,-115.0,-465.0,-1010.2,,-253.5,-4119.6,,,641.1,-2364.0,,False,,,,,True,False,False,,True,False,,,False,False,
22057,2304,1775.0,8454.0,,,,,1801.0,2826.1,1545.1,,1484.0,347.5,,,1874.2,,,-529.0,6150.0,,,,,-503.0,522.1,-758.9,,-820.0,-1956.5,,,-429.8,,,False,,,,,True,True,False,,False,False,,,True,,
22059,223,170.0,66.0,,,,,467.0,150.2,101.0,,116.0,0.0,,,,,,-53.0,-157.0,,,,,244.0,-72.8,-122.0,,-107.0,-223.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
22061,764,675.0,1759.0,,,,,866.0,475.2,490.3,,324.0,0.0,,,560.4,,,-89.0,995.0,,,,,102.0,-288.8,-273.7,,-440.0,-764.0,,,-203.6,,,False,,,,,False,False,False,,False,False,,,False,,
22063,2826,2505.0,16277.0,,,,,2425.0,2145.9,1552.6,,2615.0,0.1,,,1979.0,1075.0,,-321.0,13451.0,,,,,-401.0,-680.1,-1273.4,,-211.0,-2825.9,,,-847.0,-1751.0,,False,,,,,False,False,False,,True,False,,,False,False,
22065,218,330.0,348.0,,,,,189.0,773.1,145.5,,245.0,0.0,,,,,,112.0,130.0,,,,,-29.0,555.1,-72.5,,27.0,-218.0,,,,,,False,,,,,True,False,True,,True,False,,,,,
22067,486,765.0,1627.0,,,,,475.0,739.4,356.0,,255.0,0.0,,,,,,279.0,1141.0,,,,,-11.0,253.4,-130.0,,-231.0,-486.0,,,,,,False,,,,,True,True,True,,True,False,,,,,
22069,900,950.0,3461.0,,,,,705.0,1842.4,499.8,,377.0,120.1,,,805.3,,,50.0,2561.0,,,,,-195.0,942.4,-400.2,,-523.0,-779.9,,,-94.7,,,False,,,,,False,False,False,,False,False,,,False,,
22071,6280,6300.0,19834.0,,,,,4147.0,13449.8,4572.3,,7843.5,1.4,,,6773.1,2356.0,,20.0,13554.0,,,,,-2133.0,7169.8,-1707.7,,1563.5,-6278.6,,,493.1,-3924.0,,False,,,,,False,False,False,,False,False,,,False,False,
22073,3349,4260.0,9878.0,,,,,3204.0,4176.5,2057.7,,4369.5,0.3,,,2591.3,2676.0,,911.0,6529.0,,,,,-145.0,827.5,-1291.3,,1020.5,-3348.7,,,-757.7,-673.0,,False,,,,,True,True,False,,False,False,,,True,True,
22075,459,575.0,55.0,,,,,290.0,820.5,296.1,,275.0,0.0,,,,,,116.0,-404.0,,,,,-169.0,361.5,-162.9,,-184.0,-459.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
22077,381,535.0,103.0,,,,,425.0,581.5,273.6,,124.5,0.0,,,,,,154.0,-278.0,,,,,44.0,200.5,-107.4,,-256.5,-381.0,,,,,,False,,,,,True,False,True,,False,False,,,,,
22079,2630,2685.0,16410.0,,,,,2704.0,6384.1,1632.2,,2616.5,0.1,,,2001.2,2327.0,,55.0,13780.0,,,,,74.0,3754.1,-997.8,,-13.5,-2629.9,,,-628.8,-303.0,,False,,,,,False,False,False,,True,False,,,False,False,
22081,179,90.0,47.0,,,,,145.0,132.7,83.8,,66.0,0.0,,,,,,-89.0,-132.0,,,,,-34.0,-46.3,-95.2,,-113.0,-179.0,,,,,,False,,,,,True,True,False,,False,False,,,,,
22083,507,395.0,794.0,,,,,444.0,497.3,220.1,,372.5,0.0,,,,,,-112.0,287.0,,,,,-63.0,-9.7,-286.9,,-134.5,-507.0,,,,,,False,,,,,True,True,False,,False,False,,,,,
22085,575,500.0,689.0,,,,,404.0,447.4,284.7,,230.0,0.0,,,,,,-75.0,114.0,,,,,-171.0,-127.6,-290.3,,-345.0,-575.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
