,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
36105,1128,1535.0,2003.0,,,,,1466.0,2157.3,1723.9,,1349.5,33.1,,,901.1,,,407.0,875.0,,,,,338.0,1029.3,595.9,,221.5,-1094.9,,,-226.9,,,False,,,,,True,False,False,,True,False,,,True,,
36107,826,720.0,995.0,,,,,1292.0,1476.7,532.6,,967.0,77.2,,,,,,-106.0,169.0,,,,,466.0,650.7,-293.4,,141.0,-748.8,,,,,,False,,,,,False,False,False,,False,False,,,,,
36109,1032,900.0,946.0,,,,,1560.0,1033.3,1206.7,,518.5,213.0,,,,,,-132.0,-86.0,,,,,528.0,1.3,174.7,,-513.5,-819.0,,,,,,True,,,,,False,True,False,,False,False,,,,,
36111,3129,3035.0,5813.0,,,,,2650.0,4444.6,3726.7,,3602.5,98.0,,,2752.6,2087.0,,-94.0,2684.0,,,,,-479.0,1315.6,597.7,,473.5,-3031.0,,,-376.4,-1042.0,,False,,,,,False,False,False,,False,False,,,False,False,
36113,1310,1160.0,1170.0,,,,,931.0,5975.7,1750.0,,1584.0,15.4,,,,,,-150.0,-140.0,,,,,-379.0,4665.7,440.0,,274.0,-1294.6,,,,,,True,,,,,False,False,False,,False,False,,,,,
36115,1114,745.0,1641.0,,,,,995.0,3482.6,1641.5,,1415.0,26.8,,,,,,-369.0,527.0,,,,,-119.0,2368.6,527.5,,301.0,-1087.2,,,,,,False,,,,,True,False,False,,True,False,,,,,
36117,1501,2190.0,3627.0,,,,,1745.0,5069.8,2148.7,,2702.0,83.9,,,1552.0,,,689.0,2126.0,,,,,244.0,3568.8,647.7,,1201.0,-1417.1,,,51.0,,,False,,,,,True,False,True,,False,False,,,True,,
36119,25596,26110.0,40332.0,,,,,17644.0,37982.4,21983.7,,28357.5,1674.9,,,22536.5,13278.0,,514.0,14736.0,,,,,-7952.0,12386.4,-3612.3,,2761.5,-23921.1,,,-3059.5,-12318.0,,False,,,,,False,False,False,,False,False,,,False,False,
36121,1103,1250.0,2767.0,,,,,955.0,1851.8,888.7,,1618.5,28.6,,,,,,147.0,1664.0,,,,,-148.0,748.8,-214.3,,515.5,-1074.4,,,,,,False,,,,,False,False,False,,False,False,,,,,
36123,444,460.0,1622.0,,,,,535.0,2477.8,365.7,,650.0,4.7,,,,,,16.0,1178.0,,,,,91.0,2033.8,-78.3,,206.0,-439.3,,,,,,False,,,,,False,False,False,,False,False,,,,,
37001,3661,3930.0,5497.0,,,,,3165.0,4177.7,3061.6,,3630.5,540.9,,,2816.7,3849.0,,269.0,1836.0,,,,,-496.0,516.7,-599.4,,-30.5,-3120.1,,,-844.3,188.0,,False,,,,,False,False,False,,True,False,,,False,True,
37003,869,1250.0,1192.0,,,,,955.0,1116.5,771.8,,1477.0,146.0,,,906.7,,,381.0,323.0,,,,,86.0,247.5,-97.2,,608.0,-723.0,,,37.7,,,True,,,,,True,True,True,,False,False,,,True,,
37005,179,335.0,387.0,,,,,200.0,649.9,192.6,,134.0,20.7,,,,,,156.0,208.0,,,,,21.0,470.9,13.6,,-45.0,-158.3,,,,,,False,,,,,True,False,True,,True,False,,,,,
37007,665,520.0,647.0,,,,,571.0,389.9,426.7,,294.5,0.0,,,,,,-145.0,-18.0,,,,,-94.0,-275.1,-238.3,,-370.5,-665.0,,,,,,True,,,,,True,False,False,,False,False,,,,,
37009,442,595.0,1420.0,,,,,433.0,695.0,384.7,,251.5,38.9,,,,,,153.0,978.0,,,,,-9.0,253.0,-57.3,,-190.5,-403.1,,,,,,False,,,,,True,False,True,,False,False,,,,,
37011,350,240.0,59.0,,,,,338.0,208.5,229.7,,90.0,0.0,,,,,,-110.0,-291.0,,,,,-12.0,-141.5,-120.3,,-260.0,-350.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
37013,1240,1550.0,3723.0,,,,,990.0,3047.5,1018.2,,1803.0,135.5,,,1030.9,,,310.0,2483.0,,,,,-250.0,1807.5,-221.8,,563.0,-1104.5,,,-209.1,,,False,,,,,True,False,True,,False,False,,,True,,
37015,320,410.0,771.0,,,,,274.0,367.5,297.2,,406.5,25.9,,,,,,90.0,451.0,,,,,-46.0,47.5,-22.8,,86.5,-294.1,,,,,,False,,,,,True,True,True,,True,False,,,,,
37017,803,800.0,1747.0,,,,,578.0,1308.2,525.0,,542.0,55.0,,,,,,-3.0,944.0,,,,,-225.0,505.2,-278.0,,-261.0,-748.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
37019,2406,1940.0,4223.0,,,,,1554.0,3192.0,1980.7,,1755.0,212.8,,,1739.5,0.0,,-466.0,1817.0,,,,,-852.0,786.0,-425.3,,-651.0,-2193.2,,,-666.5,-2406.0,,False,,,,,False,False,True,,False,False,,,False,False,
37021,4346,4675.0,8776.0,,,,,5383.0,5077.0,4073.3,,5613.0,527.3,,,5401.8,10098.0,,329.0,4430.0,,,,,1037.0,731.0,-272.7,,1267.0,-3818.7,,,1055.8,5752.0,,False,,,,,False,False,True,,False,False,,,False,False,
37023,2295,2125.0,1856.0,,,,,2518.0,2436.5,1461.0,,1863.5,291.6,,,1929.7,,,-170.0,-439.0,,,,,223.0,141.5,-834.0,,-431.5,-2003.4,,,-365.3,,,False,,,,,False,True,False,,False,False,,,False,,
37025,5279,5175.0,9758.0,,,,,4879.0,4677.9,3351.9,,5226.0,997.0,,,2859.0,6124.0,,-104.0,4479.0,,,,,-400.0,-601.1,-1927.1,,-53.0,-4282.0,,,-2420.0,845.0,,False,,,,,False,False,False,,True,False,,,False,False,
37027,2008,2820.0,3741.0,,,,,2105.0,2180.4,1783.3,,2933.0,223.9,,,1954.8,,,812.0,1733.0,,,,,97.0,172.4,-224.7,,925.0,-1784.1,,,-53.2,,,False,,,,,True,True,True,,False,False,,,True,,
37029,188,155.0,188.0,,,,,100.0,243.2,117.5,,85.5,11.1,,,,,,-33.0,0.0,,,,,-88.0,55.2,-70.5,,-102.5,-176.9,,,,,,True,,,,,False,False,False,,False,False,,,,,
37031,1282,975.0,791.0,,,,,1453.0,1027.7,1192.9,,586.0,140.2,,,659.2,,,-307.0,-491.0,,,,,171.0,-254.3,-89.1,,-696.0,-1141.8,,,-622.8,,,False,,,,,True,True,True,,False,False,,,False,,
37033,602,410.0,383.0,,,,,412.0,655.7,379.0,,389.0,32.0,,,,,,-192.0,-219.0,,,,,-190.0,53.7,-223.0,,-213.0,-570.0,,,,,,False,,,,,True,True,False,,False,False,,,,,
37035,4807,4255.0,2815.0,,,,,3961.0,2984.7,3045.5,,4544.5,717.1,,,2638.3,3805.0,,-552.0,-1992.0,,,,,-846.0,-1822.3,-1761.5,,-262.5,-4089.9,,,-2168.7,-1002.0,,False,,,,,False,False,False,,True,False,,,False,False,
37037,919,720.0,1292.0,,,,,1062.0,823.5,652.6,,560.0,159.4,,,604.4,,,-199.0,373.0,,,,,143.0,-95.5,-266.4,,-359.0,-759.6,,,-314.6,,,False,,,,,True,True,False,,False,False,,,False,,
37039,615,500.0,866.0,,,,,612.0,1048.9,447.7,,337.0,68.2,,,,,,-115.0,251.0,,,,,-3.0,433.9,-167.3,,-278.0,-546.8,,,,,,False,,,,,True,False,False,,False,False,,,,,
37041,430,240.0,375.0,,,,,192.0,462.4,201.7,,239.0,31.2,,,,,,-190.0,-55.0,,,,,-238.0,32.4,-228.3,,-191.0,-398.8,,,,,,True,,,,,False,True,False,,False,False,,,,,
37043,211,235.0,946.0,,,,,203.0,381.7,136.5,,117.0,18.2,,,,,,24.0,735.0,,,,,-8.0,170.7,-74.5,,-94.0,-192.8,,,,,,False,,,,,True,False,False,,False,False,,,,,
37045,2619,3035.0,4276.0,,,,,2427.0,2296.5,1933.6,,3209.5,365.3,,,2253.7,,,416.0,1657.0,,,,,-192.0,-322.5,-685.4,,590.5,-2253.7,,,-365.3,,,False,,,,,True,True,False,,False,False,,,True,,
37047,1607,1465.0,2514.0,,,,,1063.0,2136.4,743.3,,1439.0,151.9,,,1116.0,,,-142.0,907.0,,,,,-544.0,529.4,-863.7,,-168.0,-1455.1,,,-491.0,,,False,,,,,False,False,False,,False,False,,,False,,
37049,2220,2115.0,2806.0,,,,,1926.0,1244.4,1809.7,,1540.0,0.0,,,1464.1,,,-105.0,586.0,,,,,-294.0,-975.6,-410.3,,-680.0,-2220.0,,,-755.9,,,False,,,,,False,False,False,,False,False,,,False,,
37051,7399,5170.0,12210.0,,,,,6013.0,4286.7,5231.4,,4579.0,1142.0,,,2832.1,5302.0,,-2229.0,4811.0,,,,,-1386.0,-3112.3,-2167.6,,-2820.0,-6257.0,,,-4566.9,-2097.0,,False,,,,,True,False,True,,False,False,,,False,True,
37053,495,350.0,760.0,,,,,261.0,477.8,301.6,,435.0,0.0,,,,,,-145.0,265.0,,,,,-234.0,-17.2,-193.4,,-60.0,-495.0,,,,,,False,,,,,False,True,False,,True,False,,,,,
37055,674,640.0,1044.0,,,,,559.0,1514.8,550.6,,662.0,45.1,,,,,,-34.0,370.0,,,,,-115.0,840.8,-123.4,,-12.0,-628.9,,,,,,False,,,,,False,False,False,,True,False,,,,,
37057,4466,4420.0,7110.0,,,,,3989.0,4925.2,2757.4,,5145.5,785.5,,,4521.7,4303.0,,-46.0,2644.0,,,,,-477.0,459.2,-1708.6,,679.5,-3680.5,,,55.7,-163.0,,False,,,,,False,False,False,,False,False,,,False,False,
37059,1019,1130.0,1968.0,,,,,818.0,1700.4,642.4,,1135.0,73.3,,,,,,111.0,949.0,,,,,-201.0,681.4,-376.6,,116.0,-945.7,,,,,,False,,,,,False,False,False,,False,False,,,,,
37061,1056,1120.0,1770.0,,,,,1181.0,1828.5,710.2,,859.0,41.3,,,472.6,,,64.0,714.0,,,,,125.0,772.5,-345.8,,-197.0,-1014.7,,,-583.4,,,False,,,,,False,False,False,,False,False,,,False,,
37063,4831,4540.0,6928.0,,,,,4553.0,5104.3,3798.4,,5334.5,1541.4,,,4309.8,5022.0,,-291.0,2097.0,,,,,-278.0,273.3,-1032.6,,503.5,-3289.6,,,-521.2,191.0,,False,,,,,True,True,False,,False,False,,,False,True,
37065,907,720.0,1583.0,,,,,909.0,722.9,742.8,,467.0,125.9,,,385.4,,,-187.0,676.0,,,,,2.0,-184.1,-164.2,,-440.0,-781.1,,,-521.6,,,False,,,,,True,True,True,,False,False,,,False,,
37067,7860,7555.0,11025.0,,,,,6820.0,6392.7,5276.4,,7036.0,1472.5,,,4044.2,0.0,,-305.0,3165.0,,,,,-1040.0,-1467.3,-2583.6,,-824.0,-6387.5,,,-3815.8,-7860.0,,False,,,,,False,False,False,,False,False,,,False,False,
37069,1582,1710.0,3900.0,,,,,1101.0,2863.5,1231.2,,1691.0,157.9,,,979.1,,,128.0,2318.0,,,,,-481.0,1281.5,-350.8,,109.0,-1424.1,,,-602.9,,,False,,,,,False,False,False,,True,False,,,False,,
37071,5981,6925.0,13463.0,,,,,5560.0,8017.9,4218.9,,7676.5,939.2,,,4320.1,0.0,,944.0,7482.0,,,,,-421.0,2036.9,-1762.1,,1695.5,-5041.8,,,-1660.9,-5981.0,,False,,,,,True,False,False,,False,False,,,False,False,
37073,206,140.0,50.0,,,,,140.0,146.9,147.6,,131.0,0.0,,,,,,-66.0,-156.0,,,,,-66.0,-59.1,-58.4,,-75.0,-206.0,,,,,,False,,,,,False,True,True,,False,False,,,,,
37075,118,265.0,783.0,,,,,172.0,1327.7,163.6,,121.0,42.5,,,,,,147.0,665.0,,,,,54.0,1209.7,45.6,,3.0,-75.5,,,,,,False,,,,,True,False,True,,True,True,,,,,
37077,1178,1230.0,3913.0,,,,,1048.0,938.4,885.6,,1933.5,0.0,,,1053.2,,,52.0,2735.0,,,,,-130.0,-239.6,-292.4,,755.5,-1178.0,,,-124.8,,,False,,,,,False,False,False,,False,False,,,False,,
37079,478,340.0,143.0,,,,,378.0,220.7,356.1,,390.0,0.0,,,,,,-138.0,-335.0,,,,,-100.0,-257.3,-121.9,,-88.0,-478.0,,,,,,False,,,,,True,False,True,,True,False,,,,,
37081,11271,9815.0,20172.0,,,,,8809.0,10538.1,8565.7,,10722.0,2327.6,,,5983.5,0.0,,-1456.0,8901.0,,,,,-2462.0,-732.9,-2705.3,,-549.0,-8943.4,,,-5287.5,-11271.0,,False,,,,,False,True,False,,True,False,,,False,False,
37083,1666,1275.0,1602.0,,,,,785.0,1569.9,768.6,,1129.5,60.9,,,879.0,,,-391.0,-64.0,,,,,-881.0,-96.1,-897.4,,-536.5,-1605.1,,,-787.0,,,True,,,,,False,True,False,,False,False,,,False,,
37085,2608,2225.0,5784.0,,,,,2436.0,2646.4,1701.7,,2168.0,439.1,,,1335.8,2333.0,,-383.0,3176.0,,,,,-172.0,38.4,-906.3,,-440.0,-2168.9,,,-1272.2,-275.0,,False,,,,,True,True,False,,False,False,,,False,True,
37087,1267,1430.0,3722.0,,,,,1723.0,1893.9,1166.1,,509.0,84.9,,,,,,163.0,2455.0,,,,,456.0,626.9,-100.9,,-758.0,-1182.1,,,,,,False,,,,,False,False,True,,False,False,,,,,
37089,2560,2195.0,2476.0,,,,,2791.0,1173.1,2342.9,,1770.5,0.1,,,2209.6,,,-365.0,-84.0,,,,,231.0,-1386.9,-217.1,,-789.5,-2559.9,,,-350.4,,,True,,,,,True,False,True,,False,False,,,True,,
37091,431,540.0,494.0,,,,,319.0,453.3,348.6,,289.0,50.4,,,,,,109.0,63.0,,,,,-112.0,22.3,-82.4,,-142.0,-380.6,,,,,,True,,,,,False,True,True,,False,False,,,,,
37093,960,970.0,1742.0,,,,,1004.0,956.9,734.5,,884.0,185.0,,,417.8,,,10.0,782.0,,,,,44.0,-3.1,-225.5,,-76.0,-775.0,,,-542.2,,,False,,,,,False,True,False,,False,False,,,False,,
37095,242,325.0,163.0,,,,,142.0,707.4,171.3,,608.0,15.7,,,,,,83.0,-79.0,,,,,-100.0,465.4,-70.7,,366.0,-226.3,,,,,,True,,,,,False,False,True,,False,False,,,,,
37097,5319,3970.0,5434.0,,,,,3791.0,2726.1,2932.9,,3487.0,848.3,,,2609.1,3260.0,,-1349.0,115.0,,,,,-1528.0,-2592.9,-2386.1,,-1832.0,-4470.7,,,-2709.9,-2059.0,,True,,,,,False,False,False,,False,False,,,False,False,
37099,727,755.0,519.0,,,,,1055.0,474.8,836.1,,766.0,0.0,,,337.3,,,28.0,-208.0,,,,,328.0,-252.2,109.1,,39.0,-727.0,,,-389.7,,,False,,,,,False,False,False,,False,False,,,False,,
37101,4408,4675.0,5854.0,,,,,3584.0,4893.1,4206.5,,5479.5,578.8,,,2599.6,6892.0,,267.0,1446.0,,,,,-824.0,485.1,-201.5,,1071.5,-3829.2,,,-1808.4,2484.0,,False,,,,,False,False,True,,False,False,,,False,False,
37103,200,200.0,152.0,,,,,141.0,189.7,119.1,,102.0,4.2,,,,,,0.0,-48.0,,,,,-59.0,-10.3,-80.9,,-98.0,-195.8,,,,,,False,,,,,False,False,False,,False,False,,,,,
37105,1417,1315.0,1316.0,,,,,1096.0,1415.3,958.5,,1646.0,156.9,,,934.6,,,-102.0,-101.0,,,,,-321.0,-1.7,-458.5,,229.0,-1260.1,,,-482.4,,,True,,,,,False,True,False,,False,False,,,False,,
37107,1545,1310.0,2745.0,,,,,1030.0,1102.6,938.5,,694.0,108.9,,,839.9,,,-235.0,1200.0,,,,,-515.0,-442.4,-606.5,,-851.0,-1436.1,,,-705.1,,,False,,,,,False,False,False,,False,False,,,False,,
37109,2566,2315.0,2500.0,,,,,2042.0,2474.1,1292.6,,2300.0,205.4,,,1439.7,,,-251.0,-66.0,,,,,-524.0,-91.9,-1273.4,,-266.0,-2360.6,,,-1126.3,,,True,,,,,False,True,False,,False,False,,,False,,
37111,1221,1365.0,2023.0,,,,,1190.0,1065.8,742.0,,733.0,189.8,,,487.9,,,144.0,802.0,,,,,-31.0,-155.2,-479.0,,-488.0,-1031.2,,,-733.1,,,False,,,,,True,False,False,,False,False,,,False,,
37113,846,875.0,1220.0,,,,,670.0,1141.4,832.3,,1231.0,54.6,,,,,,29.0,374.0,,,,,-176.0,295.4,-13.7,,385.0,-791.4,,,,,,False,,,,,False,False,True,,False,False,,,,,
37115,406,310.0,353.0,,,,,474.0,355.0,247.9,,176.5,0.0,,,,,,-96.0,-53.0,,,,,68.0,-51.0,-158.1,,-229.5,-406.0,,,,,,True,,,,,True,True,False,,False,False,,,,,
37117,502,815.0,914.0,,,,,354.0,763.3,493.6,,620.5,87.2,,,,,,313.0,412.0,,,,,-148.0,261.3,-8.4,,118.5,-414.8,,,,,,False,,,,,True,True,True,,True,False,,,,,
37119,25069,23690.0,26460.0,,,,,19910.0,18432.2,14623.3,,19698.5,5923.0,,,14158.8,27055.0,,-1379.0,1391.0,,,,,-5159.0,-6636.8,-10445.7,,-5370.5,-19146.0,,,-10910.2,1986.0,,False,,,,,False,False,False,,False,False,,,False,False,
37121,280,265.0,50.0,,,,,306.0,160.4,245.1,,97.0,0.0,,,,,,-15.0,-230.0,,,,,26.0,-119.6,-34.9,,-183.0,-280.0,,,,,,False,,,,,False,False,False,,False,False,,,,,
37123,830,600.0,535.0,,,,,671.0,426.5,450.8,,316.0,42.9,,,,,,-230.0,-295.0,,,,,-159.0,-403.5,-379.2,,-514.0,-787.1,,,,,,False,,,,,True,False,False,,False,False,,,,,
37125,2271,2410.0,5372.0,,,,,2008.0,2306.1,1656.5,,2006.5,310.0,,,1229.2,,,139.0,3101.0,,,,,-263.0,35.1,-614.5,,-264.5,-1961.0,,,-1041.8,,,False,,,,,False,True,False,,False,False,,,False,,
37127,2616,1995.0,2482.0,,,,,1680.0,1632.3,1535.2,,2083.0,295.5,,,1785.1,,,-621.0,-134.0,,,,,-936.0,-983.7,-1080.8,,-533.0,-2320.5,,,-830.9,,,True,,,,,False,False,False,,True,False,,,False,,
37129,4512,2840.0,2443.0,,,,,3110.0,3568.0,2831.1,,3148.5,582.0,,,2383.3,3088.0,,-1672.0,-2069.0,,,,,-1402.0,-944.0,-1680.9,,-1363.5,-3930.0,,,-2128.7,-1424.0,,False,,,,,True,True,False,,True,False,,,False,True,
37131,513,415.0,301.0,,,,,228.0,679.2,254.8,,313.0,23.5,,,,,,-98.0,-212.0,,,,,-285.0,166.2,-258.2,,-200.0,-489.5,,,,,,False,,,,,False,False,False,,False,False,,,,,
37133,4502,4535.0,19551.0,,,,,3587.0,6459.8,2605.0,,3717.5,1029.9,,,3632.8,6843.0,,33.0,15049.0,,,,,-915.0,1957.8,-1897.0,,-784.5,-3472.1,,,-869.2,2341.0,,False,,,,,False,False,False,,False,False,,,False,False,
37135,1902,1550.0,3977.0,,,,,2018.0,3038.4,1852.1,,1530.0,0.0,,,1546.4,0.0,,-352.0,2075.0,,,,,116.0,1136.4,-49.9,,-372.0,-1902.0,,,-355.6,-1902.0,,False,,,,,True,False,True,,False,False,,,False,False,
37137,266,140.0,47.0,,,,,227.0,125.4,123.7,,81.0,0.0,,,,,,-126.0,-219.0,,,,,-39.0,-140.6,-142.3,,-185.0,-266.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
37139,940,960.0,657.0,,,,,485.0,2256.4,641.1,,909.0,109.4,,,,,,20.0,-283.0,,,,,-455.0,1316.4,-298.9,,-31.0,-830.6,,,,,,False,,,,,False,False,False,,False,False,,,,,
37141,1378,1270.0,1296.0,,,,,874.0,1948.5,976.8,,1116.5,140.2,,,578.1,,,-108.0,-82.0,,,,,-504.0,570.5,-401.2,,-261.5,-1237.8,,,-799.9,,,True,,,,,False,False,False,,False,False,,,False,,
37143,218,325.0,415.0,,,,,147.0,413.4,225.1,,261.5,8.8,,,,,,107.0,197.0,,,,,-71.0,195.4,7.1,,43.5,-209.2,,,,,,False,,,,,True,False,True,,True,False,,,,,
37145,985,985.0,844.0,,,,,690.0,1807.0,703.5,,892.0,121.7,,,,,,0.0,-141.0,,,,,-295.0,822.0,-281.5,,-93.0,-863.3,,,,,,False,,,,,False,False,False,,False,False,,,,,
37147,4146,4940.0,10727.0,,,,,2818.0,6569.3,3913.9,,5132.0,679.3,,,3388.0,5459.0,,794.0,6581.0,,,,,-1328.0,2423.3,-232.1,,986.0,-3466.7,,,-758.0,1313.0,,False,,,,,False,False,True,,False,False,,,True,False,
37149,464,460.0,770.0,,,,,491.0,436.7,324.1,,261.0,42.1,,,,,,-4.0,306.0,,,,,27.0,-27.3,-139.9,,-203.0,-421.9,,,,,,False,,,,,False,False,False,,False,False,,,,,
37151,3604,3575.0,8777.0,,,,,3507.0,3950.3,2333.9,,3699.0,434.0,,,1916.7,4615.0,,-29.0,5173.0,,,,,-97.0,346.3,-1270.1,,95.0,-3170.0,,,-1687.3,1011.0,,False,,,,,False,False,False,,False,False,,,False,False,
37153,1170,745.0,593.0,,,,,1101.0,520.5,537.2,,441.0,0.0,,,712.0,,,-425.0,-577.0,,,,,-69.0,-649.5,-632.8,,-729.0,-1170.0,,,-458.0,,,False,,,,,True,False,False,,False,False,,,False,,
37155,3572,4340.0,7710.0,,,,,2602.0,7913.7,2618.7,,5423.5,201.5,,,2427.4,4717.0,,768.0,4138.0,,,,,-970.0,4341.7,-953.3,,1851.5,-3370.5,,,-1144.6,1145.0,,False,,,,,False,False,False,,False,False,,,False,False,
37157,1794,1720.0,3660.0,,,,,1656.0,1969.8,1587.1,,1876.0,146.3,,,1172.0,,,-74.0,1866.0,,,,,-138.0,175.8,-206.9,,82.0,-1647.7,,,-622.0,,,False,,,,,False,False,False,,False,False,,,False,,
37159,4175,4565.0,8953.0,,,,,3300.0,3902.6,3102.3,,4421.5,564.0,,,1565.6,6743.0,,390.0,4778.0,,,,,-875.0,-272.4,-1072.7,,246.5,-3611.0,,,-2609.4,2568.0,,False,,,,,False,True,False,,True,False,,,False,False,
37161,1825,2310.0,2447.0,,,,,1996.0,1821.6,1347.4,,2191.5,388.5,,,1700.6,,,485.0,622.0,,,,,171.0,-3.4,-477.6,,366.5,-1436.5,,,-124.4,,,False,,,,,True,True,True,,True,False,,,True,,
37163,1240,1295.0,1102.0,,,,,1380.0,1150.8,867.8,,1015.0,134.3,,,974.2,,,55.0,-138.0,,,,,140.0,-89.2,-372.2,,-225.0,-1105.7,,,-265.8,,,False,,,,,False,False,False,,False,False,,,False,,
37165,647,725.0,1735.0,,,,,679.0,628.0,527.4,,209.0,141.6,,,472.9,,,78.0,1088.0,,,,,32.0,-19.0,-119.6,,-438.0,-505.4,,,-174.1,,,False,,,,,True,True,False,,False,False,,,False,,
37167,1747,1715.0,2488.0,,,,,1623.0,2202.4,1154.2,,1937.0,130.6,,,769.5,,,-32.0,741.0,,,,,-124.0,455.4,-592.8,,190.0,-1616.4,,,-977.5,,,False,,,,,False,False,False,,False,False,,,False,,
37169,1208,1090.0,1839.0,,,,,973.0,903.1,731.4,,1243.0,54.1,,,,,,-118.0,631.0,,,,,-235.0,-304.9,-476.6,,35.0,-1153.9,,,,,,False,,,,,False,False,False,,True,False,,,,,
37171,2044,1930.0,2558.0,,,,,1526.0,1477.0,1253.0,,1472.0,139.3,,,1324.8,,,-114.0,514.0,,,,,-518.0,-567.0,-791.0,,-572.0,-1904.7,,,-719.2,,,False,,,,,False,False,False,,False,False,,,False,,
37173,385,410.0,397.0,,,,,265.0,562.4,276.2,,414.5,15.1,,,,,,25.0,12.0,,,,,-120.0,177.4,-108.8,,29.5,-369.9,,,,,,True,,,,,False,False,False,,False,False,,,,,
37175,730,570.0,718.0,,,,,879.0,850.4,566.1,,408.0,19.9,,,,,,-160.0,-12.0,,,,,149.0,120.4,-163.9,,-322.0,-710.1,,,,,,True,,,,,True,True,False,,False,False,,,,,
37177,96,70.0,0.0,,,,,50.0,984.3,44.2,,73.0,0.0,,,,,,-26.0,-96.0,,,,,-46.0,888.3,-51.8,,-23.0,-96.0,,,,,,False,,,,,False,False,False,,True,False,,,,,
37179,6005,6930.0,11319.0,,,,,5514.0,10225.5,4432.8,,6111.5,851.3,,,4522.6,9651.0,,925.0,5314.0,,,,,-491.0,4220.5,-1572.2,,106.5,-5153.7,,,-1482.4,3646.0,,False,,,,,True,False,False,,True,False,,,False,False,
37181,1130,885.0,897.0,,,,,727.0,821.8,675.5,,1065.0,66.9,,,337.6,,,-245.0,-233.0,,,,,-403.0,-308.2,-454.5,,-65.0,-1063.1,,,-792.4,,,True,,,,,False,False,False,,True,False,,,False,,
37183,23506,20495.0,66532.0,,,,,17636.0,42777.5,17007.3,,22835.0,4883.4,,,15697.3,26439.0,,-3011.0,43026.0,,,,,-5870.0,19271.5,-6498.7,,-671.0,-18622.6,,,-7808.7,2933.0,,False,,,,,False,False,False,,True,False,,,False,True,
37185,381,290.0,38.0,,,,,216.0,321.3,187.5,,35.0,0.0,,,,,,-91.0,-343.0,,,,,-165.0,-59.7,-193.5,,-346.0,-381.0,,,,,,False,,,,,False,True,False,,False,False,,,,,
37187,335,400.0,1190.0,,,,,218.0,1807.8,255.7,,161.0,11.5,,,,,,65.0,855.0,,,,,-117.0,1472.8,-79.3,,-174.0,-323.5,,,,,,False,,,,,False,False,False,,False,False,,,,,
37189,811,1035.0,5518.0,,,,,835.0,2637.4,628.6,,605.0,274.5,,,,,,224.0,4707.0,,,,,24.0,1826.4,-182.4,,-206.0,-536.5,,,,,,False,,,,,True,False,True,,True,False,,,,,
37191,2107,2020.0,5451.0,,,,,2479.0,3394.9,1455.9,,2133.0,407.5,,,1333.3,,,-87.0,3344.0,,,,,372.0,1287.9,-651.1,,26.0,-1699.5,,,-773.7,,,False,,,,,False,False,False,,True,False,,,False,,
37193,1576,1600.0,2975.0,,,,,1596.0,1673.5,1256.2,,1706.0,166.8,,,854.2,,,24.0,1399.0,,,,,20.0,97.5,-319.8,,130.0,-1409.2,,,-721.8,,,False,,,,,True,False,False,,False,False,,,False,,
37195,2096,1610.0,1447.0,,,,,1501.0,1608.7,1104.3,,1846.5,194.9,,,706.2,,,-486.0,-649.0,,,,,-595.0,-487.3,-991.7,,-249.5,-1901.1,,,-1389.8,,,False,,,,,False,False,False,,True,False,,,False,,
37197,909,1035.0,2443.0,,,,,783.0,991.6,573.9,,494.5,173.6,,,553.8,,,126.0,1534.0,,,,,-126.0,82.6,-335.1,,-414.5,-735.4,,,-355.2,,,False,,,,,False,True,False,,False,False,,,False,,
37199,312,235.0,50.0,,,,,320.0,129.9,226.9,,52.0,0.0,,,,,,-77.0,-262.0,,,,,8.0,-182.1,-85.1,,-260.0,-312.0,,,,,,False,,,,,True,False,False,,False,False,,,,,
