,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
26131,84,20.0,,21.1,,19.0,0.0,,,,,46.0,59.9,,,44.0,20.8,28.4,,,15.0,21.9,,,29.0,43.2,,,,,,,,,,11.9,20.1,-64.0,,-62.9,,-65.0,-84.0,,,,,-38.0,-24.1,,,-40.0,-63.2,-55.6,,,-69.0,-62.1,,,-55.0,-40.8,,,,,,,,,,-72.1,-63.9,,True,,False,False,,,,,True,True,,,True,True,True,,,False,True,,,True,True,,,,,,,,,,False,True
26133,98,244.0,,253.9,,186.0,464.0,,,,,254.8,302.5,,,374.0,90.8,272.9,,,115.0,223.9,,,158.0,173.2,,,,,,,,,,162.7,132.7,146.0,,155.9,,88.0,366.0,,,,,156.8,204.5,,,276.0,-7.2,174.9,,,17.0,125.9,,,60.0,75.2,,,,,,,,,,64.7,34.7,,False,,True,False,,,,,False,False,,,False,True,False,,,True,True,,,True,True,,,,,,,,,,True,True
26135,56,68.0,,63.7,,60.0,4.0,,,,,84.9,95.0,,,108.0,230.8,77.4,,,54.0,58.5,,,48.0,60.8,,,,,,,,,,74.3,46.8,12.0,,7.7,,4.0,-52.0,,,,,28.9,39.0,,,52.0,174.8,21.4,,,-2.0,2.5,,,-8.0,4.8,,,,,,,,,,18.3,-9.2,,True,,True,False,,,,,False,False,,,False,False,False,,,True,True,,,True,True,,,,,,,,,,False,True
26137,69,124.0,,95.4,,100.0,18.0,,,,,286.1,217.1,,,463.0,26.6,216.8,,,26.0,104.9,,,86.0,134.7,,,,,,,,,,207.0,94.6,55.0,,26.4,,31.0,-51.0,,,,,217.1,148.1,,,394.0,-42.4,147.8,,,-43.0,35.9,,,17.0,65.7,,,,,,,,,,138.0,25.6,,True,,True,True,,,,,False,False,,,False,True,False,,,True,True,,,True,False,,,,,,,,,,False,True
26139,2016,3392.0,,3248.1,,3119.0,7653.0,,,,,4998.8,4261.3,,,3552.0,1729.4,3535.9,2303.0,,3483.0,3316.5,,,2294.0,2949.2,,,,,,4047.1,1557.0,,,1556.7,2192.9,1376.0,,1232.1,,1103.0,5637.0,,,,,2982.8,2245.3,,,1536.0,-286.6,1519.9,287.0,,1467.0,1300.5,,,278.0,933.2,,,,,,2031.1,-459.0,,,-459.3,176.9,,True,,True,False,,,,,False,False,,,False,True,False,True,,False,True,,,True,True,,,,,,False,True,,,True,True
26141,63,116.0,,117.6,,78.0,16.0,,,,,153.1,167.9,,,87.0,62.3,151.4,,,26.0,87.5,,,76.0,91.9,,,,,,,,,,143.5,71.3,53.0,,54.6,,15.0,-47.0,,,,,90.1,104.9,,,24.0,-0.7,88.4,,,-37.0,24.5,,,13.0,28.9,,,,,,,,,,80.5,8.3,,False,,True,True,,,,,False,False,,,True,True,False,,,True,True,,,True,True,,,,,,,,,,False,True
26143,82,176.0,,140.4,,132.0,130.0,,,,,264.2,269.3,,,312.0,73.8,225.1,,,107.0,162.6,,,108.0,156.9,,,,,,,,,,130.3,117.5,94.0,,58.4,,50.0,48.0,,,,,182.2,187.3,,,230.0,-8.2,143.1,,,25.0,80.6,,,26.0,74.9,,,,,,,,,,48.3,35.5,,True,,True,True,,,,,False,False,,,False,True,False,,,True,True,,,True,True,,,,,,,,,,True,True
26145,1334,2160.0,,2220.6,,2060.0,7989.0,,,,,3271.7,2737.3,,,2444.0,671.3,2899.8,1610.5,,1198.0,2045.8,,,1569.0,2051.8,,,,,,4102.0,3186.0,,,3102.7,1295.8,826.0,,886.6,,726.0,6655.0,,,,,1937.7,1403.3,,,1110.0,-662.7,1565.8,276.5,,-136.0,711.8,,,235.0,717.8,,,,,,2768.0,1852.0,,,1768.7,-38.2,,False,,True,False,,,,,False,False,,,False,True,False,True,,True,True,,,True,True,,,,,,False,False,,,False,True
26147,772,1628.0,,1674.8,,1408.0,3118.0,,,,,2280.3,1722.5,,,939.0,1690.6,1928.5,1310.5,,1320.5,1525.7,,,1193.0,1145.6,,,,,,1715.9,1080.0,,,1521.2,904.8,856.0,,902.8,,636.0,2346.0,,,,,1508.3,950.5,,,167.0,918.6,1156.5,538.5,,548.5,753.7,,,421.0,373.6,,,,,,943.9,308.0,,,749.2,132.8,,False,,True,False,,,,,False,False,,,True,False,False,True,,True,True,,,True,True,,,,,,False,True,,,True,True
26149,591,908.0,,834.9,,756.0,2501.0,,,,,1176.4,1106.8,,,802.0,751.8,833.0,712.0,,387.0,884.0,,,590.0,658.2,,,,,,736.8,,,,634.5,544.9,317.0,,243.9,,165.0,1910.0,,,,,585.4,515.8,,,211.0,160.8,242.0,121.0,,-204.0,293.0,,,-1.0,67.2,,,,,,145.8,,,,43.5,-46.1,,True,,True,False,,,,,False,False,,,True,True,True,True,,True,True,,,True,True,,,,,,True,,,,True,True
26151,275,424.0,,399.0,,281.0,1117.0,,,,,629.3,487.2,,,156.0,189.8,536.2,299.0,,143.0,384.3,,,274.0,266.9,,,,,,,,,,369.2,256.2,149.0,,124.0,,6.0,842.0,,,,,354.3,212.2,,,-119.0,-85.2,261.2,24.0,,-132.0,109.3,,,-1.0,-8.1,,,,,,,,,,94.2,-18.8,,True,,True,False,,,,,False,False,,,True,True,False,True,,True,True,,,True,True,,,,,,,,,,True,True
26153,18,40.0,,36.8,,40.0,0.0,,,,,49.3,68.0,,,96.0,794.8,53.7,,,39.0,40.5,,,26.0,52.8,,,,,,,,,,61.1,37.4,22.0,,18.8,,22.0,-18.0,,,,,31.3,50.0,,,78.0,776.8,35.7,,,21.0,22.5,,,8.0,34.8,,,,,,,,,,43.1,19.4,,True,,False,True,,,,,False,False,,,False,False,False,,,True,False,,,True,False,,,,,,,,,,False,True
26155,447,676.0,,686.8,,580.0,912.0,,,,,884.0,820.9,,,896.0,441.8,988.5,578.5,,334.0,678.6,,,377.0,459.8,,,,,,653.0,,,,546.5,486.8,229.0,,239.8,,133.0,465.0,,,,,437.0,373.9,,,449.0,-5.2,541.5,131.5,,-113.0,231.6,,,-70.0,12.8,,,,,,206.0,,,,99.5,39.8,,False,,True,False,,,,,False,False,,,False,True,False,True,,True,False,,,True,True,,,,,,True,,,,True,True
26157,259,624.0,,587.8,,475.0,1346.0,,,,,760.6,712.6,,,443.0,155.9,804.9,491.0,,233.0,534.4,,,417.0,596.5,,,,,,862.7,,,,406.1,282.9,365.0,,328.8,,216.0,1087.0,,,,,501.6,453.6,,,184.0,-103.1,545.9,232.0,,-26.0,275.4,,,158.0,337.5,,,,,,603.7,,,,147.1,23.9,,True,,True,False,,,,,False,False,,,True,True,False,True,,True,True,,,True,True,,,,,,False,,,,True,True
26159,453,848.0,,880.7,,793.0,2345.0,,,,,1346.8,1044.1,,,784.0,1229.1,910.7,690.0,,965.0,774.9,,,710.0,916.7,,,,,,774.1,,,,633.0,568.3,395.0,,427.7,,340.0,1892.0,,,,,893.8,591.1,,,331.0,776.1,457.7,237.0,,512.0,321.9,,,257.0,463.7,,,,,,321.1,,,,180.0,115.3,,False,,True,False,,,,,False,False,,,True,False,False,True,,False,True,,,True,False,,,,,,True,,,,True,True
26161,2561,3288.0,,3439.9,,3181.0,3843.0,,,,,4564.4,3870.0,,3586.7,3997.0,3692.7,3740.7,3552.0,,3055.0,3095.1,,,1909.0,1931.9,,,,,,2259.4,1672.0,,,3049.2,1914.6,727.0,,878.9,,620.0,1282.0,,,,,2003.4,1309.0,,1025.7,1436.0,1131.7,1179.7,991.0,,494.0,534.1,,,-652.0,-629.1,,,,,,-301.6,-889.0,,,488.2,-646.4,,False,,True,False,,,,,False,False,,False,False,False,False,False,,True,True,,,True,True,,,,,,True,False,,,True,True
26163,8614,14080.0,,14639.2,18356.8,13355.0,45462.0,,,,,24402.1,15742.6,,10512.0,15311.0,10393.6,32025.3,10416.0,,14455.5,12774.9,,,11236.0,7836.4,,,,,,27142.4,12199.0,,,23035.0,10060.2,5466.0,,6025.2,9742.8,4741.0,36848.0,,,,,15788.1,7128.6,,1898.0,6697.0,1779.6,23411.3,1802.0,,5841.5,4160.9,,,2622.0,-777.6,,,,,,18528.4,3585.0,,,14421.0,1446.2,,False,False,True,False,,,,,False,False,,True,False,True,False,True,,False,True,,,True,True,,,,,,False,True,,,False,True
26165,250,320.0,,351.9,,273.0,1772.0,,,,,325.2,344.4,,,512.0,293.6,420.6,234.0,,93.0,285.4,,,164.0,235.7,,,,,,,,,,280.6,163.8,70.0,,101.9,,23.0,1522.0,,,,,75.2,94.4,,,262.0,43.6,170.6,-16.0,,-157.0,35.4,,,-86.0,-14.3,,,,,,,,,,30.6,-86.2,,False,,True,False,,,,,False,False,,,False,True,False,True,,False,True,,,False,True,,,,,,,,,,True,False
27001,102,72.0,,72.4,,77.0,18.0,,,,,216.1,194.6,,,155.0,18.6,152.5,,,18.0,95.1,,,123.0,167.8,,,,,,,,,,126.6,75.2,-30.0,,-29.6,,-25.0,-84.0,,,,,114.1,92.6,,,53.0,-83.4,50.5,,,-84.0,-6.9,,,21.0,65.8,,,,,,,,,,24.6,-26.8,,True,,True,False,,,,,False,False,,,False,False,False,,,False,True,,,True,False,,,,,,,,,,True,True
27003,1928,4376.0,,4542.1,3897.1,4041.0,12208.0,,,,,5748.2,4611.9,,,4285.0,1347.8,3546.8,2762.5,,3988.5,4591.5,,,3630.0,4706.5,,,,,,3384.4,3276.0,,,5358.7,2688.6,2448.0,,2614.1,1969.1,2113.0,10280.0,,,,,3820.2,2683.9,,,2357.0,-580.2,1618.8,834.5,,2060.5,2663.5,,,1702.0,2778.5,,,,,,1456.4,1348.0,,,3430.7,760.6,,False,True,True,False,,,,,False,False,,,True,True,True,True,,True,False,,,True,False,,,,,,True,True,,,False,True
27005,191,264.0,,285.6,,264.0,245.0,,,,,473.0,465.4,,,274.0,124.9,301.8,212.0,,156.0,290.3,,,315.0,616.9,,,,,,168.0,,,,160.1,220.5,73.0,,94.6,,73.0,54.0,,,,,282.0,274.4,,,83.0,-66.1,110.8,21.0,,-35.0,99.3,,,124.0,425.9,,,,,,-23.0,,,,-30.9,29.5,,False,,False,True,,,,,False,False,,,False,True,False,True,,True,False,,,False,False,,,,,,True,,,,True,True
27007,253,408.0,,403.6,,379.0,388.0,,,,,608.4,585.3,,,309.0,192.5,315.1,338.0,,411.0,418.7,,,393.0,674.9,,,,,,,,,,225.3,357.8,155.0,,150.6,,126.0,135.0,,,,,355.4,332.3,,,56.0,-60.5,62.1,85.0,,158.0,165.7,,,140.0,421.9,,,,,,,,,,-27.7,104.8,,True,,True,True,,,,,False,False,,,True,True,True,True,,False,False,,,True,False,,,,,,,,,,True,True
27009,258,612.0,,674.8,,530.0,847.0,,,,,859.9,754.4,,,487.0,372.4,345.0,434.0,,374.0,532.5,,,552.0,627.9,,,,,,904.8,,,,621.8,415.4,354.0,,416.8,,272.0,589.0,,,,,601.9,496.4,,,229.0,114.4,87.0,176.0,,116.0,274.5,,,294.0,369.9,,,,,,646.8,,,,363.8,157.4,,False,,True,False,,,,,False,False,,,True,True,True,True,,True,True,,,True,False,,,,,,False,,,,False,True
27011,32,40.0,,30.0,,38.0,5.0,,,,,90.2,87.9,,,54.0,77.7,28.7,,,25.0,35.8,,,42.0,79.5,,,,,,,,,,35.0,34.8,8.0,,-2.0,,6.0,-27.0,,,,,58.2,55.9,,,22.0,45.7,-3.3,,,-7.0,3.8,,,10.0,47.5,,,,,,,,,,3.0,2.8,,True,,True,False,,,,,False,False,,,False,False,True,,,True,True,,,False,False,,,,,,,,,,True,True
27013,345,764.0,,759.8,,748.0,2012.0,,,,,1130.8,1031.5,,,868.0,414.2,649.0,537.5,,617.0,773.8,,,664.0,1730.7,,,,,,777.4,,,,933.0,730.4,419.0,,414.8,,403.0,1667.0,,,,,785.8,686.5,,,523.0,69.2,304.0,192.5,,272.0,428.8,,,319.0,1385.7,,,,,,432.4,,,,588.0,385.4,,True,,True,False,,,,,False,False,,,False,True,True,True,,True,False,,,True,False,,,,,,False,,,,False,True
27015,187,252.0,,267.2,,273.0,279.0,,,,,474.5,396.4,,,344.0,81.5,297.2,,,339.0,299.1,,,254.0,321.7,,,,,,,,,,268.6,238.0,65.0,,80.2,,86.0,92.0,,,,,287.5,209.4,,,157.0,-105.5,110.2,,,152.0,112.1,,,67.0,134.7,,,,,,,,,,81.6,51.0,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,,,False,False,,,,,,,,,,False,True
27017,200,488.0,,518.5,,401.0,1508.0,,,,,626.5,540.6,,,374.0,194.0,360.1,346.5,,267.0,393.9,,,427.0,576.4,,,,,,810.1,,,,290.9,309.6,288.0,,318.5,,201.0,1308.0,,,,,426.5,340.6,,,174.0,-6.0,160.1,146.5,,67.0,193.9,,,227.0,376.4,,,,,,610.1,,,,90.9,109.6,,False,,True,False,,,,,False,False,,,True,True,True,True,,True,True,,,True,False,,,,,,False,,,,True,True
27019,505,1124.0,,1010.2,,1028.0,2357.0,,,,,1493.5,1240.8,,,1076.0,477.3,907.2,762.5,,1029.0,1213.2,,,794.0,2041.2,,,,,,821.9,,,,1299.4,727.7,619.0,,505.2,,523.0,1852.0,,,,,988.5,735.8,,,571.0,-27.7,402.2,257.5,,524.0,708.2,,,289.0,1536.2,,,,,,316.9,,,,794.4,222.7,,True,,True,False,,,,,False,False,,,True,True,True,True,,True,False,,,True,False,,,,,,True,,,,False,True
27021,131,264.0,,243.8,,222.0,229.0,,,,,332.0,406.6,,,217.0,125.5,189.0,198.5,,192.0,238.3,,,230.0,365.0,,,,,,,,,,303.4,180.5,133.0,,112.8,,91.0,98.0,,,,,201.0,275.6,,,86.0,-5.5,58.0,67.5,,61.0,107.3,,,99.0,234.0,,,,,,,,,,172.4,49.5,,True,,True,True,,,,,False,False,,,True,True,True,True,,True,True,,,True,False,,,,,,,,,,False,True
27023,43,84.0,,62.9,,80.0,20.0,,,,,277.6,212.9,,,110.0,28.9,160.8,,,21.0,76.6,,,106.0,206.9,,,,,,,,,,99.8,97.8,41.0,,19.9,,37.0,-23.0,,,,,234.6,169.9,,,67.0,-14.1,117.8,,,-22.0,33.6,,,63.0,163.9,,,,,,,,,,56.8,54.8,,True,,True,True,,,,,False,False,,,False,True,False,,,True,True,,,False,False,,,,,,,,,,False,False
27025,325,868.0,,887.4,,717.0,3132.0,,,,,984.0,966.5,,,726.0,707.1,483.4,575.0,,564.0,766.5,,,609.0,867.3,,,,,,675.6,,,,850.9,615.0,543.0,,562.4,,392.0,2807.0,,,,,659.0,641.5,,,401.0,382.1,158.4,250.0,,239.0,441.5,,,284.0,542.3,,,,,,350.6,,,,525.9,290.0,,False,,True,False,,,,,False,False,,,True,True,True,True,,True,True,,,True,True,,,,,,True,,,,True,True
27027,350,676.0,,707.6,,604.0,1627.0,,,,,1110.6,1087.0,,,514.0,248.3,775.0,451.5,,368.0,581.2,,,713.0,1299.9,,,,,,1098.9,,,,623.2,485.4,326.0,,357.6,,254.0,1277.0,,,,,760.6,737.0,,,164.0,-101.7,425.0,101.5,,18.0,231.2,,,363.0,949.9,,,,,,748.9,,,,273.2,135.4,,False,,True,False,,,,,False,False,,,True,True,False,True,,True,True,,,False,False,,,,,,False,,,,True,True
27029,21,64.0,,70.5,,66.0,0.0,,,,,96.5,137.4,,,60.0,40.6,59.9,,,30.0,69.2,,,77.0,137.8,,,,,,,,,,65.1,90.8,43.0,,49.5,,45.0,-21.0,,,,,75.5,116.4,,,39.0,19.6,38.9,,,9.0,48.2,,,56.0,116.8,,,,,,,,,,44.1,69.8,,False,,False,True,,,,,False,False,,,True,True,True,,,True,False,,,False,False,,,,,,,,,,False,False
27031,8,20.0,,19.5,,20.0,0.0,,,,,24.6,44.3,,,31.0,18.4,19.9,,,22.0,14.1,,,22.0,24.5,,,,,,,,,,24.0,,12.0,,11.5,,12.0,-8.0,,,,,16.6,36.3,,,23.0,10.4,11.9,,,14.0,6.1,,,14.0,16.5,,,,,,,,,,16.0,,,True,,False,True,,,,,False,False,,,False,True,True,,,False,True,,,False,False,,,,,,,,,,False,
27033,75,60.0,,74.6,,74.0,5.0,,,,,256.3,191.8,,,131.0,13.8,112.9,,,2.0,62.9,,,87.0,218.6,,,,,,,,,,93.5,88.3,-15.0,,-0.4,,-1.0,-70.0,,,,,181.3,116.8,,,56.0,-61.2,37.9,,,-73.0,-12.1,,,12.0,143.6,,,,,,,,,,18.5,13.3,,True,,True,False,,,,,False,False,,,False,False,False,,,False,True,,,True,False,,,,,,,,,,False,True
27035,352,548.0,,515.6,,550.0,2245.0,,,,,820.7,784.8,,,618.0,386.1,467.6,363.5,,584.0,586.0,,,501.0,1203.2,,,,,,289.8,,,,683.4,358.7,196.0,,163.6,,198.0,1893.0,,,,,468.7,432.8,,,266.0,34.1,115.6,11.5,,232.0,234.0,,,149.0,851.2,,,,,,-62.2,,,,331.4,6.7,,True,,False,False,,,,,False,False,,,False,True,True,True,,False,False,,,True,False,,,,,,True,,,,False,True
27037,2632,5900.0,,5485.3,5778.4,5242.0,11183.0,,,,,6961.7,5381.4,,5618.4,4444.0,3106.7,5212.2,3785.5,,5042.0,5724.3,,,4074.0,5169.5,,,,,,4631.1,11408.0,,,5818.1,2964.0,3268.0,,2853.3,3146.4,2610.0,8551.0,,,,,4329.7,2749.4,,2986.4,1812.0,474.7,2580.2,1153.5,,2410.0,3092.3,,,1442.0,2537.5,,,,,,1999.1,8776.0,,,3186.1,332.0,,True,True,True,False,,,,,False,True,,True,True,True,True,True,,True,True,,,True,True,,,,,,True,False,,,True,True
27039,181,356.0,,344.0,,307.0,1203.0,,,,,247.8,422.5,,,223.0,423.3,206.8,,,469.0,314.3,,,240.0,220.3,,,,,,,,,,353.6,243.6,175.0,,163.0,,126.0,1022.0,,,,,66.8,241.5,,,42.0,242.3,25.8,,,288.0,133.3,,,59.0,39.3,,,,,,,,,,172.6,62.6,,True,,True,False,,,,,True,False,,,True,False,True,,,False,True,,,True,True,,,,,,,,,,True,True
27041,197,584.0,,547.0,,488.0,710.0,,,,,739.0,711.4,,,387.0,184.4,349.7,364.5,,374.0,524.5,,,513.0,690.9,,,,,,553.3,,,,356.5,414.9,387.0,,350.0,,291.0,513.0,,,,,542.0,514.4,,,190.0,-12.6,152.7,167.5,,177.0,327.5,,,316.0,493.9,,,,,,356.3,,,,159.5,217.9,,True,,True,False,,,,,False,False,,,True,True,True,True,,True,True,,,True,False,,,,,,True,,,,True,True
27043,139,336.0,,291.1,,205.0,371.0,,,,,301.8,334.1,,,176.0,170.0,196.1,,,191.0,276.4,,,193.0,194.6,,,,,,,,,,278.7,129.4,197.0,,152.1,,66.0,232.0,,,,,162.8,195.1,,,37.0,31.0,57.1,,,52.0,137.4,,,54.0,55.6,,,,,,,,,,139.7,-9.6,,True,,True,False,,,,,True,True,,,True,True,True,,,True,True,,,True,True,,,,,,,,,,True,True
27045,157,208.0,,200.0,,192.0,118.0,,,,,262.8,297.1,,,216.0,120.8,212.1,,,117.0,201.8,,,210.0,236.0,,,,,,,,,,133.9,114.1,51.0,,43.0,,35.0,-39.0,,,,,105.8,140.1,,,59.0,-36.2,55.1,,,-40.0,44.8,,,53.0,79.0,,,,,,,,,,-23.1,-42.9,,True,,True,True,,,,,False,False,,,False,True,False,,,True,True,,,False,False,,,,,,,,,,True,True
27047,458,788.0,,750.7,,694.0,2023.0,,,,,497.6,743.7,,,412.0,1157.9,351.5,434.5,,1053.0,828.6,,,562.0,1100.7,,,,,,628.6,,,,755.1,502.6,330.0,,292.7,,236.0,1565.0,,,,,39.6,285.7,,,-46.0,699.9,-106.5,-23.5,,595.0,370.6,,,104.0,642.7,,,,,,170.6,,,,297.1,44.6,,True,,True,False,,,,,True,True,,,True,False,True,True,,False,False,,,True,False,,,,,,True,,,,True,True
27049,412,848.0,,800.0,,731.0,1695.0,,,,,781.9,863.6,,,635.0,581.5,527.5,627.0,,575.0,842.9,,,647.0,1107.3,,,,,,919.1,,,,835.6,524.5,436.0,,388.0,,319.0,1283.0,,,,,369.9,451.6,,,223.0,169.5,115.5,215.0,,163.0,430.9,,,235.0,695.3,,,,,,507.1,,,,423.6,112.5,,True,,True,False,,,,,True,False,,,True,True,True,True,,True,True,,,True,False,,,,,,False,,,,True,True
27051,42,96.0,,98.4,,81.0,9.0,,,,,95.7,121.2,,,40.0,83.5,79.4,,,91.0,122.0,,,70.0,99.5,,,,,,,,,,71.0,47.9,54.0,,56.4,,39.0,-33.0,,,,,53.7,79.2,,,-2.0,41.5,37.4,,,49.0,80.0,,,28.0,57.5,,,,,,,,,,29.0,5.9,,False,,True,True,,,,,True,False,,,True,True,True,,,True,False,,,True,False,,,,,,,,,,True,True
27053,6735,14012.0,,12516.0,14880.1,12293.0,47299.0,,,,,16850.6,14345.6,,10621.2,11871.0,9167.8,12776.1,8645.5,,13722.5,16068.6,,,10614.0,12294.4,,,,,,10263.6,15065.0,,,16494.9,7951.1,7277.0,,5781.0,8145.1,5558.0,40564.0,,,,,10115.6,7610.6,,3886.2,5136.0,2432.8,6041.1,1910.5,,6987.5,9333.6,,,3879.0,5559.4,,,,,,3528.6,8330.0,,,9759.9,1216.1,,True,False,True,False,,,,,False,False,,True,True,True,True,True,,True,False,,,True,True,,,,,,True,False,,,False,True
27055,232,328.0,,313.8,,225.0,502.0,,,,,374.2,364.7,,,199.0,102.1,160.7,,,173.0,391.9,,,236.0,253.2,,,,,,,,,,278.9,179.4,96.0,,81.8,,-7.0,270.0,,,,,142.2,132.7,,,-33.0,-129.9,-71.3,,,-59.0,159.9,,,4.0,21.2,,,,,,,,,,46.9,-52.6,,True,,True,False,,,,,False,False,,,True,False,True,,,True,False,,,True,True,,,,,,,,,,True,True
27057,114,180.0,,171.3,,170.0,113.0,,,,,217.1,300.6,,,170.0,61.8,179.9,,,94.0,189.1,,,181.0,338.3,,,,,,,,,,177.8,,66.0,,57.3,,56.0,-1.0,,,,,103.1,186.6,,,56.0,-52.2,65.9,,,-20.0,75.1,,,67.0,224.3,,,,,,,,,,63.8,,,True,,True,True,,,,,False,False,,,True,True,True,,,True,False,,,False,False,,,,,,,,,,True,
27059,195,456.0,,513.9,,415.0,1509.0,,,,,563.5,568.1,,,494.0,390.3,404.9,325.5,,327.5,399.1,,,366.0,517.0,,,,,,,,,,446.9,311.0,261.0,,318.9,,220.0,1314.0,,,,,368.5,373.1,,,299.0,195.3,209.9,130.5,,132.5,204.1,,,171.0,322.0,,,,,,,,,,251.9,116.0,,False,,True,False,,,,,False,False,,,False,True,True,True,,True,True,,,True,False,,,,,,,,,,True,True
27061,182,256.0,,290.8,,255.0,86.0,,,,,527.3,508.5,,,407.0,112.3,357.2,248.5,,225.0,322.9,,,290.0,544.2,,,,,,411.9,,,,303.6,199.3,74.0,,108.8,,73.0,-96.0,,,,,345.3,326.5,,,225.0,-69.7,175.2,66.5,,43.0,140.9,,,108.0,362.2,,,,,,229.9,,,,121.6,17.3,,False,,True,False,,,,,False,False,,,False,True,False,True,,True,False,,,False,False,,,,,,False,,,,False,True
27063,71,96.0,,95.4,,94.0,11.0,,,,,205.1,174.5,,,111.0,23.2,129.8,,,29.0,98.1,,,83.0,169.3,,,,,,,,,,121.3,93.9,25.0,,24.4,,23.0,-60.0,,,,,134.1,103.5,,,40.0,-47.8,58.8,,,-42.0,27.1,,,12.0,98.3,,,,,,,,,,50.3,22.9,,True,,True,False,,,,,False,False,,,False,False,False,,,False,False,,,True,False,,,,,,,,,,False,True
27065,80,104.0,,95.0,,95.0,5.0,,,,,213.1,203.2,,,226.0,24.6,108.5,,,36.0,109.0,,,120.0,201.7,,,,,,,,,,54.2,88.1,24.0,,15.0,,15.0,-75.0,,,,,133.1,123.2,,,146.0,-55.4,28.5,,,-44.0,29.0,,,40.0,121.7,,,,,,,,,,-25.8,8.1,,True,,True,False,,,,,False,False,,,False,False,False,,,False,False,,,False,False,,,,,,,,,,False,True
27067,205,316.0,,372.2,,328.0,205.0,,,,,957.0,690.9,,,450.0,56.5,728.7,274.5,,76.0,271.5,,,404.0,807.4,,,,,,281.3,,,,291.5,371.1,111.0,,167.2,,123.0,0.0,,,,,752.0,485.9,,,245.0,-148.5,523.7,69.5,,-129.0,66.5,,,199.0,602.4,,,,,,76.3,,,,86.5,166.1,,False,,False,True,,,,,False,False,,,False,False,False,True,,False,True,,,False,False,,,,,,True,,,,True,False
27069,32,60.0,,63.7,,37.0,0.0,,,,,58.3,108.5,,,37.0,0.9,11.3,,,25.0,36.0,,,42.0,71.9,,,,,,,,,,58.8,33.6,28.0,,31.7,,5.0,-32.0,,,,,26.3,76.5,,,5.0,-31.1,-20.7,,,-7.0,4.0,,,10.0,39.9,,,,,,,,,,26.8,1.6,,False,,True,False,,,,,True,False,,,True,False,True,,,True,True,,,True,False,,,,,,,,,,True,True
