,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
01089,3774,4899.0,,4888.1,5972.9,4341.0,2513.0,,,,,5672.7,4871.6,,4560.4,5500.0,3903.8,4111.2,,3729.0,4071.8,,,,5655.0,3962.0,2587.8,,,,,,3375.2,3742.0,,,5170.4,4230.0,1125.0,,1114.1,2198.9,567.0,-1261.0,,,,,1898.7,1097.6,,786.4,1726.0,129.8,337.2,,-45.0,297.8,,,,1881.0,188.0,-1186.2,,,,,,-398.8,-32.0,,,1396.4,456.0,,True,False,True,False,,,,,False,True,,True,False,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,False,True
01091,235,132.0,,97.3,,147.0,85.0,,,,,384.4,228.1,,,267.0,234.1,186.1,,65.0,144.2,,,,205.0,180.0,123.6,,,,,,,,,,213.8,241.8,-103.0,,-137.7,,-88.0,-150.0,,,,,149.4,-6.9,,,32.0,-0.9,-48.9,,-170.0,-90.8,,,,-30.0,-55.0,-111.4,,,,,,,,,,-21.2,6.8,,False,,True,False,,,,,False,True,,,True,True,True,,False,True,,,,True,True,False,,,,,,,,,,True,True
01093,208,426.0,,422.8,,403.0,420.0,,,,,499.7,545.4,,,474.0,321.2,303.3,,302.0,359.1,,,,466.0,341.0,488.4,,,,,,200.0,,,,549.1,370.5,218.0,,214.8,,195.0,212.0,,,,,291.7,337.4,,,266.0,113.2,95.3,,94.0,151.1,,,,258.0,133.0,280.4,,,,,,-8.0,,,,341.1,162.5,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,,,,False,True
01095,801,1017.0,,1040.7,,1029.0,1154.0,,,,,1715.6,1405.7,,1101.9,1824.0,909.4,829.5,,704.5,879.8,,,,1221.0,1021.0,1226.1,,,,,,941.4,,,,885.7,1323.2,216.0,,239.7,,228.0,353.0,,,,,914.6,604.7,,300.9,1023.0,108.4,28.5,,-96.5,78.8,,,,420.0,220.0,425.1,,,,,,140.4,,,,84.7,522.2,,False,,False,False,,,,,False,False,,False,False,True,True,,True,True,,,,False,False,False,,,,,,True,,,,True,False
01097,3938,5376.0,,5324.4,6064.7,5283.0,6730.0,,,,,5856.6,5538.9,,5201.1,5755.0,2881.2,3666.7,,5862.0,4378.4,,,,6579.0,4332.0,5177.2,,,,,,3357.4,3538.0,,,7460.3,5420.5,1438.0,,1386.4,2126.7,1345.0,2792.0,,,,,1918.6,1600.9,,1263.1,1817.0,-1056.8,-271.3,,1924.0,440.4,,,,2641.0,394.0,1239.2,,,,,,-580.6,-400.0,,,3522.3,1482.5,,True,False,True,False,,,,,False,False,,True,False,True,True,,False,True,,,,False,True,True,,,,,,True,True,,,False,False
01099,173,216.0,,244.4,,231.0,96.0,,,,,339.4,269.6,,,256.0,291.8,197.3,,28.0,204.8,,,,370.0,229.0,174.8,,,,,,,,,,390.7,265.3,43.0,,71.4,,58.0,-77.0,,,,,166.4,96.6,,,83.0,118.8,24.3,,-145.0,31.8,,,,197.0,56.0,1.8,,,,,,,,,,217.7,92.3,,False,,False,False,,,,,False,False,,,False,False,True,,False,True,,,,False,False,True,,,,,,,,,,False,False
01101,2541,2880.0,,2944.1,,2722.0,2034.0,,,,,3653.5,3481.1,,2694.2,2674.0,4982.0,2639.6,,2851.5,2603.9,,,,4009.0,2449.0,2565.2,,,,,,2539.0,2609.0,,,3442.2,3210.3,339.0,,403.1,,181.0,-507.0,,,,,1112.5,940.1,,153.2,133.0,2441.0,98.6,,310.5,62.9,,,,1468.0,-92.0,24.2,,,,,,-2.0,68.0,,,901.2,669.3,,False,,True,False,,,,,False,False,,True,True,False,True,,True,True,,,,False,True,True,,,,,,True,True,,,False,False
01103,1042,1623.0,,1548.2,,1514.0,1568.0,,,,,2216.5,1947.1,,,2200.0,1090.1,1164.2,,1115.0,1230.2,,,,1730.0,1401.0,996.0,,,,,,1002.3,,,,1633.8,1602.8,581.0,,506.2,,472.0,526.0,,,,,1174.5,905.1,,,1158.0,48.1,122.2,,73.0,188.2,,,,688.0,359.0,-46.0,,,,,,-39.7,,,,591.8,560.8,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,True,,,,False,True
01105,105,132.0,,134.9,,125.0,167.0,,,,,189.8,184.4,,,102.0,45.9,84.5,,122.0,113.7,,,,172.0,106.0,125.6,,,,,,,,,,135.2,172.6,27.0,,29.9,,20.0,62.0,,,,,84.8,79.4,,,-3.0,-59.1,-20.5,,17.0,8.7,,,,67.0,1.0,20.6,,,,,,,,,,30.2,67.6,,False,,True,False,,,,,False,False,,,True,False,True,,True,True,,,,False,True,True,,,,,,,,,,False,False
01107,183,255.0,,239.8,,226.0,212.0,,,,,347.6,286.6,,,298.0,209.7,209.8,,149.0,191.1,,,,282.0,217.0,172.0,,,,,,,,,,327.4,276.1,72.0,,56.8,,43.0,29.0,,,,,164.6,103.6,,,115.0,26.7,26.8,,-34.0,8.1,,,,99.0,34.0,-11.0,,,,,,,,,,144.4,93.1,,True,,True,True,,,,,False,False,,,False,True,True,,True,True,,,,False,True,True,,,,,,,,,,False,False
01109,339,444.0,,459.6,,444.0,383.0,,,,,538.0,524.2,,,396.0,1860.8,413.1,,441.0,441.6,,,,949.0,370.0,452.3,,,,,,278.7,,,,705.8,515.9,105.0,,120.6,,105.0,44.0,,,,,199.0,185.2,,,57.0,1521.8,74.1,,102.0,102.6,,,,610.0,31.0,113.3,,,,,,-60.3,,,,366.8,176.9,,False,,False,True,,,,,False,False,,,True,False,True,,True,True,,,,False,True,False,,,,,,True,,,,False,False
01111,165,162.0,,163.3,,162.0,165.0,,,,,236.9,193.2,,,296.0,172.6,118.0,,156.0,156.3,,,,184.0,176.0,142.4,,,,,,,,,,243.1,143.9,-3.0,,-1.7,,-3.0,0.0,,,,,71.9,28.2,,,131.0,7.6,-47.0,,-9.0,-8.7,,,,19.0,11.0,-22.6,,,,,,,,,,78.1,-21.1,,True,,False,True,,,,,False,False,,,False,False,False,,False,False,,,,False,False,False,,,,,,,,,,False,False
01113,584,648.0,,643.2,,645.0,693.0,,,,,677.7,729.7,,,625.0,535.3,530.2,,896.5,689.5,,,,932.0,497.0,604.7,,,,,,571.4,,,,639.3,632.7,64.0,,59.2,,61.0,109.0,,,,,93.7,145.7,,,41.0,-48.7,-53.8,,312.5,105.5,,,,348.0,-87.0,20.7,,,,,,-12.6,,,,55.3,48.7,,True,,True,False,,,,,False,False,,,True,True,True,,False,False,,,,False,False,True,,,,,,True,,,,True,True
01115,917,1005.0,,993.4,,882.0,499.0,,,,,1389.6,1264.0,,,1186.0,672.6,771.5,,712.0,781.5,,,,1099.0,823.0,790.5,,,,,,547.4,,,,1309.0,1072.3,88.0,,76.4,,-35.0,-418.0,,,,,472.6,347.0,,,269.0,-244.4,-145.5,,-205.0,-135.5,,,,182.0,-94.0,-126.5,,,,,,-369.6,,,,392.0,155.3,,True,,True,False,,,,,False,False,,,False,False,False,,False,False,,,,False,False,False,,,,,,False,,,,False,False
01117,2373,2916.0,,3153.3,,2512.0,1818.0,,,,,3670.1,3210.8,,2535.9,3179.0,2672.9,2171.4,,1482.0,2400.2,,,,3354.0,2337.0,2173.0,,,,,,2008.9,1996.0,,,4288.0,2685.9,543.0,,780.3,,139.0,-555.0,,,,,1297.1,837.8,,162.9,806.0,299.9,-201.6,,-891.0,27.2,,,,981.0,-36.0,-200.0,,,,,,-364.1,-377.0,,,1915.0,312.9,,False,,True,False,,,,,False,False,,True,False,True,True,,False,True,,,,False,True,True,,,,,,True,True,,,False,True
01119,64,3.0,,5.1,,30.0,9.0,,,,,156.9,70.6,,,137.0,9.6,64.4,,2.0,27.4,,,,,54.0,173.6,,,,,,,,,,34.7,94.8,-61.0,,-58.9,,-34.0,-55.0,,,,,92.9,6.6,,,73.0,-54.4,0.4,,-62.0,-36.6,,,,,-10.0,109.6,,,,,,,,,,-29.3,30.8,,True,,True,True,,,,,False,True,,,False,True,True,,False,True,,,,,True,False,,,,,,,,,,True,True
01121,994,1137.0,,1102.9,,1095.0,500.0,,,,,1184.8,1293.8,,,1121.0,1507.0,821.0,,1095.0,992.1,,,,1451.0,947.0,1166.5,,,,,,925.4,,,,1534.1,1010.2,143.0,,108.9,,101.0,-494.0,,,,,190.8,299.8,,,127.0,513.0,-173.0,,101.0,-1.9,,,,457.0,-47.0,172.5,,,,,,-68.6,,,,540.1,16.2,,True,,True,False,,,,,False,False,,,True,False,False,,True,True,,,,False,True,False,,,,,,True,,,,False,True
01123,786,201.0,,224.1,,251.0,87.0,,,,,441.5,325.5,,,456.0,286.1,234.1,,172.0,222.1,,,,248.0,249.0,372.1,,,,,,171.1,,,,228.4,305.6,-585.0,,-561.9,,-535.0,-699.0,,,,,-344.5,-460.5,,,-330.0,-499.9,-551.9,,-614.0,-563.9,,,,-538.0,-537.0,-413.9,,,,,,-614.9,,,,-557.6,-480.4,,True,,True,False,,,,,True,True,,,True,True,True,,False,True,,,,True,True,True,,,,,,False,,,,True,True
01125,2354,1770.0,,1900.5,,1742.0,882.0,,,,,3516.4,2306.2,,1365.4,3416.0,1489.1,2025.3,,1266.0,1479.6,,,,2269.0,1680.0,2530.5,,,,,,1610.9,869.0,,,3636.5,2960.3,-584.0,,-453.5,,-612.0,-1472.0,,,,,1162.4,-47.8,,-988.6,1062.0,-864.9,-328.7,,-1088.0,-874.4,,,,-85.0,-674.0,176.5,,,,,,-743.1,-1485.0,,,1282.5,606.3,,True,,False,False,,,,,False,True,,False,False,False,True,,False,False,,,,True,False,True,,,,,,False,False,,,False,False
01127,371,498.0,,520.1,,516.0,240.0,,,,,1032.5,798.1,,,1136.0,666.2,554.2,,420.0,435.5,,,,660.0,587.0,587.5,,,,,,430.2,,,,622.3,660.3,127.0,,149.1,,145.0,-131.0,,,,,661.5,427.1,,,765.0,295.2,183.2,,49.0,64.5,,,,289.0,216.0,216.5,,,,,,59.2,,,,251.3,289.3,,False,,False,False,,,,,False,False,,,False,False,False,,True,True,,,,False,False,False,,,,,,True,,,,False,False
01129,126,174.0,,172.8,,174.0,119.0,,,,,256.9,220.6,,,288.0,281.7,155.1,,138.5,168.6,,,,294.0,176.0,194.1,,,,,,,,,,141.5,188.2,48.0,,46.8,,48.0,-7.0,,,,,130.9,94.6,,,162.0,155.7,29.1,,12.5,42.6,,,,168.0,50.0,68.1,,,,,,,,,,15.5,62.2,,True,,False,True,,,,,False,False,,,False,False,True,,True,True,,,,False,False,False,,,,,,,,,,True,False
01131,139,186.0,,194.8,,185.0,251.0,,,,,206.6,221.0,,,90.0,323.6,119.2,,213.0,162.3,,,,324.0,146.0,134.5,,,,,,,,,,168.6,195.8,47.0,,55.8,,46.0,112.0,,,,,67.6,82.0,,,-49.0,184.6,-19.8,,74.0,23.3,,,,185.0,7.0,-4.5,,,,,,,,,,29.6,56.8,,False,,True,False,,,,,False,False,,,False,False,True,,False,True,,,,False,True,True,,,,,,,,,,True,False
01133,144,240.0,,261.9,,236.0,155.0,,,,,420.7,362.2,,,436.0,258.0,220.9,,197.0,240.7,,,,346.0,231.0,240.0,,,,,,107.6,,,,227.9,251.8,96.0,,117.9,,92.0,11.0,,,,,276.7,218.2,,,292.0,114.0,76.9,,53.0,96.7,,,,202.0,87.0,96.0,,,,,,-36.4,,,,83.9,107.8,,False,,True,True,,,,,False,False,,,False,False,True,,True,False,,,,False,True,True,,,,,,True,,,,True,False
02013,220,3.0,,3.4,,1.0,0.0,,,,,3.5,8.3,,,,0.0,0.5,,0.0,1.3,,,,1.0,11.0,0.0,,,,,,,,,,2.3,,-217.0,,-216.6,,-219.0,-220.0,,,,,-216.5,-211.7,,,,-220.0,-219.5,,-220.0,-218.7,,,,-219.0,-209.0,-220.0,,,,,,,,,,-217.7,,,True,,False,False,,,,,True,True,,,,False,False,,False,False,,,,False,True,False,,,,,,,,,,False,
02016,115,63.0,,61.6,,52.0,,,,,,68.4,74.8,,,,32.3,90.6,,234.0,111.6,,,,92.0,43.0,19.5,,,,,,,,,,16.3,,-52.0,,-53.4,,-63.0,,,,,,-46.6,-40.2,,,,-82.7,-24.4,,119.0,-3.4,,,,-23.0,-72.0,-95.5,,,,,,,,,,-98.7,,,False,,False,,,,,,True,True,,,,False,True,,False,True,,,,True,False,False,,,,,,,,,,False,
02020,1135,1785.0,,1642.3,2526.6,1613.0,1155.0,,,,,1959.3,2362.2,,1539.6,,1415.5,1444.4,,1183.0,1470.6,,,,1623.0,1533.0,3152.6,,,,,,2385.9,1122.0,,,2259.5,,650.0,,507.3,1391.6,478.0,20.0,,,,,824.3,1227.2,,404.6,,280.5,309.4,,48.0,335.6,,,,488.0,398.0,2017.6,,,,,,1250.9,-13.0,,,1124.5,,,True,False,True,True,,,,,False,False,,True,,True,True,,True,True,,,,True,True,False,,,,,,False,True,,,False,
02050,483,489.0,,478.9,,368.0,0.0,,,,,309.3,466.7,,,,67.1,289.1,,377.0,430.8,,,,442.0,344.0,502.5,,,,,,,,,,581.4,,6.0,,-4.1,,-115.0,-483.0,,,,,-173.7,-16.3,,,,-415.9,-193.9,,-106.0,-52.2,,,,-41.0,-139.0,19.5,,,,,,,,,,98.4,,,True,,False,False,,,,,False,False,,,,False,False,,False,False,,,,False,False,False,,,,,,,,,,False,
02060,0,0.0,,0.0,,0.0,0.0,,,,,5.5,0.4,,,,0.2,0.0,,,0.0,,,,0.0,2.0,0.0,,,,,,,,,,3.1,,0.0,,0.0,,0.0,0.0,,,,,5.5,0.4,,,,0.2,0.0,,,0.0,,,,0.0,2.0,0.0,,,,,,,,,,3.1,,,True,,True,True,,,,,False,False,,,,False,True,,,False,,,,True,False,False,,,,,,,,,,False,
02068,5,9.0,,8.5,,6.0,0.0,,,,,5.9,9.8,,,,71.8,3.4,,3.0,2.9,,,,4.0,9.0,,,,,,,,,,,14.4,,4.0,,3.5,,1.0,-5.0,,,,,0.9,4.8,,,,66.8,-1.6,,-2.0,-2.1,,,,-1.0,4.0,,,,,,,,,,,9.4,,,True,,True,False,,,,,True,False,,,,False,True,,True,True,,,,True,False,,,,,,,,,,,False,
02070,29,6.0,,7.0,,18.0,0.0,,,,,13.6,33.4,,,,240.2,20.0,,24.0,28.4,,,,,23.0,33.1,,,,,,,,,,22.8,,-23.0,,-22.0,,-11.0,-29.0,,,,,-15.4,4.4,,,,211.2,-9.0,,-5.0,-0.6,,,,,-6.0,4.1,,,,,,,,,,-6.2,,,True,,True,False,,,,,True,True,,,,False,True,,True,True,,,,,True,True,,,,,,,,,,True,
02090,346,789.0,,823.6,,785.0,,,,,,681.7,961.1,,,,993.6,578.3,,794.0,803.2,,,,941.0,594.0,778.8,,,,,,502.3,,,,850.3,,443.0,,477.6,,439.0,,,,,,335.7,615.1,,,,647.6,232.3,,448.0,457.2,,,,595.0,248.0,432.8,,,,,,156.3,,,,504.3,,,False,,True,,,,,,True,False,,,,False,True,,False,False,,,,False,True,True,,,,,,True,,,,False,
02100,3,0.0,,0.0,,0.0,0.0,,,,,0.6,3.0,,,,3.8,2.7,,1.0,2.5,,,,1.0,7.0,0.0,,,,,,,,,,2.1,,-3.0,,-3.0,,-3.0,-3.0,,,,,-2.4,0.0,,,,0.8,-0.3,,-2.0,-0.5,,,,-2.0,4.0,-3.0,,,,,,,,,,-0.9,,,False,,False,False,,,,,True,True,,,,True,True,,True,True,,,,True,False,True,,,,,,,,,,True,
02105,0,0.0,,0.0,,0.0,0.0,,,,,,0.7,,,,0.2,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,0.7,,,,0.2,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,True,,True,True,,,,,,False,,,,False,True,,,False,,,,True,,,,,,,,,,,,,
02110,101,84.0,,98.5,,75.0,22.0,,,,,93.6,150.1,,,,16.8,49.6,,82.0,71.8,,,,66.0,48.0,164.0,,,,,,,,,,71.0,,-17.0,,-2.5,,-26.0,-79.0,,,,,-7.4,49.1,,,,-84.2,-51.4,,-19.0,-29.2,,,,-35.0,-53.0,63.0,,,,,,,,,,-30.0,,,True,,False,False,,,,,True,False,,,,False,False,,False,False,,,,False,False,False,,,,,,,,,,False,
02122,104,234.0,,189.8,,242.0,292.0,,,,,262.6,447.1,,,,243.1,166.3,,113.0,179.1,,,,228.0,284.0,286.6,,,,,,145.9,,,,241.5,,130.0,,85.8,,138.0,188.0,,,,,158.6,343.1,,,,139.1,62.3,,9.0,75.1,,,,124.0,180.0,182.6,,,,,,41.9,,,,137.5,,,True,,False,False,,,,,False,False,,,,False,True,,True,True,,,,True,False,False,,,,,,True,,,,False,
02130,24,33.0,,32.9,,34.0,,,,,,23.1,49.4,,,,56.4,20.6,,38.0,34.0,,,,35.0,26.0,,,,,,,,,,,33.1,,9.0,,8.9,,10.0,,,,,,-0.9,25.4,,,,32.4,-3.4,,14.0,10.0,,,,11.0,2.0,,,,,,,,,,,9.1,,,True,,False,,,,,,True,False,,,,False,True,,False,False,,,,False,True,,,,,,,,,,,False,
02150,46,105.0,,104.0,,80.0,0.0,,,,,124.9,162.9,,,,57.2,71.9,,37.0,84.0,,,,114.0,77.0,99.4,,,,,,,,,,122.7,,59.0,,58.0,,34.0,-46.0,,,,,78.9,116.9,,,,11.2,25.9,,-9.0,38.0,,,,68.0,31.0,53.4,,,,,,,,,,76.7,,,True,,True,True,,,,,False,False,,,,True,True,,True,True,,,,False,True,True,,,,,,,,,,False,
02158,175,162.0,,232.9,,163.0,,,,,,,216.8,,,,35.6,133.4,,396.0,164.9,,,,244.0,,,,,,,,,,,,,,-13.0,,57.9,,-12.0,,,,,,,41.8,,,,-139.4,-41.6,,221.0,-10.1,,,,69.0,,,,,,,,,,,,,,,False,,True,,,,,,,False,,,,False,False,,False,True,,,,False,,,,,,,,,,,,,
02164,7,0.0,,0.8,,3.0,0.0,,,,,0.0,13.8,,,,3.3,3.3,,15.0,,,,,4.0,7.0,14.1,,,,,,,,,,3.7,,-7.0,,-6.2,,-4.0,-7.0,,,,,-7.0,6.8,,,,-3.7,-3.7,,8.0,,,,,-3.0,0.0,7.1,,,,,,,,,,-3.3,,,True,,True,False,,,,,True,True,,,,True,True,,False,,,,,True,True,False,,,,,,,,,,True,
02170,562,801.0,,778.9,,752.0,830.0,,,,,676.8,1154.0,,,,744.1,456.2,,596.0,741.0,,,,914.0,598.0,958.9,,,,,,880.5,,,,601.1,,239.0,,216.9,,190.0,268.0,,,,,114.8,592.0,,,,182.1,-105.8,,34.0,179.0,,,,352.0,36.0,396.9,,,,,,318.5,,,,39.1,,,True,,True,False,,,,,True,False,,,,True,True,,True,True,,,,False,True,False,,,,,,False,,,,True,
02180,19,33.0,,29.5,,27.0,,,,,,27.0,51.9,,,,4.5,12.3,,14.0,30.6,,,,22.0,31.0,27.3,,,,,,,,,,35.6,,14.0,,10.5,,8.0,,,,,,8.0,32.9,,,,-14.5,-6.7,,-5.0,11.6,,,,3.0,12.0,8.3,,,,,,,,,,16.6,,,True,,True,,,,,,True,False,,,,False,True,,True,True,,,,True,True,True,,,,,,,,,,False,
02185,33,300.0,,288.8,,184.0,0.0,,,,,172.3,267.6,,,,180.6,135.6,,367.0,211.4,,,,328.0,141.0,144.9,,,,,,,,,,312.3,,267.0,,255.8,,151.0,-33.0,,,,,139.3,234.6,,,,147.6,102.6,,334.0,178.4,,,,295.0,108.0,111.9,,,,,,,,,,279.3,,,True,,True,True,,,,,True,True,,,,True,True,,False,True,,,,False,True,True,,,,,,,,,,False,
02188,58,111.0,,111.0,,99.0,0.0,,,,,58.5,136.2,,,,1900.2,105.3,,229.0,99.4,,,,253.0,94.0,120.4,,,,,,,,,,191.7,,53.0,,53.0,,41.0,-58.0,,,,,0.5,78.2,,,,1842.2,47.3,,171.0,41.4,,,,195.0,36.0,62.4,,,,,,,,,,133.7,,,False,,True,False,,,,,True,False,,,,False,True,,False,True,,,,False,True,False,,,,,,,,,,False,
02195,3,24.0,,23.2,,15.0,8.0,,,,,3.4,18.6,,,,101.9,21.1,,8.0,12.6,,,,22.0,16.0,,,,,,,,,,,,,21.0,,20.2,,12.0,5.0,,,,,0.4,15.6,,,,98.9,18.1,,5.0,9.6,,,,19.0,13.0,,,,,,,,,,,,,,True,,True,True,,,,,True,True,,,,False,True,,True,True,,,,True,True,,,,,,,,,,,,
02198,1,3.0,,2.7,,3.0,0.0,,,,,7.5,9.8,,,,5.4,6.7,,6.0,1.4,,,,,,,,,,,,,,,,,,2.0,,1.7,,2.0,-1.0,,,,,6.5,8.8,,,,4.4,5.7,,5.0,0.4,,,,,,,,,,,,,,,,,,,True,,False,True,,,,,False,False,,,,False,False,,False,True,,,,,,,,,,,,,,,,,
02220,19,39.0,,36.8,,35.0,0.0,,,,,24.6,54.3,,,,161.7,17.1,,50.0,39.8,,,,31.0,36.0,30.3,,,,,,,,,,34.1,,20.0,,17.8,,16.0,-19.0,,,,,5.6,35.3,,,,142.7,-1.9,,31.0,20.8,,,,12.0,17.0,11.3,,,,,,,,,,15.1,,,True,,True,True,,,,,True,False,,,,False,True,,False,False,,,,True,True,True,,,,,,,,,,True,
02230,0,0.0,,0.0,,0.0,0.0,,,,,1.7,2.4,,,,0.0,2.8,,0.0,0.1,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,1.7,2.4,,,,0.0,2.8,,0.0,0.1,,,,0.0,,,,,,,,,,,,,,,True,,True,True,,,,,False,False,,,,False,False,,True,False,,,,True,,,,,,,,,,,,,
02240,33,0.0,,0.0,,5.0,0.0,,,,,39.0,37.3,,,,5.0,7.2,,1.0,10.1,,,,6.0,18.0,33.6,,,,,,,,,,11.2,,-33.0,,-33.0,,-28.0,-33.0,,,,,6.0,4.3,,,,-28.0,-25.8,,-32.0,-22.9,,,,-27.0,-15.0,0.6,,,,,,,,,,-21.8,,,False,,True,False,,,,,True,True,,,,True,True,,True,True,,,,True,True,True,,,,,,,,,,True,
02261,58,54.0,,55.8,,50.0,,,,,,37.5,81.5,,,,31.2,53.5,,35.0,63.3,,,,89.0,48.0,59.6,,,,,,,,,,54.8,,-4.0,,-2.2,,-8.0,,,,,,-20.5,23.5,,,,-26.8,-4.5,,-23.0,5.3,,,,31.0,-10.0,1.6,,,,,,,,,,-3.2,,,True,,False,,,,,,False,False,,,,False,False,,False,False,,,,False,False,True,,,,,,,,,,True,
02275,2,0.0,,0.2,,0.0,0.0,,,,,1.9,2.7,,,,0.1,3.9,,0.0,0.4,,,,0.0,,,,,,,,,,,,,,-2.0,,-1.8,,-2.0,-2.0,,,,,-0.1,0.7,,,,-1.9,1.9,,-2.0,-1.6,,,,-2.0,,,,,,,,,,,,,,,True,,False,False,,,,,True,True,,,,True,True,,False,True,,,,False,,,,,,,,,,,,,
02282,5,0.0,,2.7,,4.0,0.0,,,,,,10.4,,,,88.7,3.7,,6.0,5.1,,,,,5.0,6.2,,,,,,,,,,3.2,,-5.0,,-2.3,,-1.0,-5.0,,,,,,5.4,,,,83.7,-1.3,,1.0,0.1,,,,,0.0,1.2,,,,,,,,,,-1.8,,,True,,True,False,,,,,,False,,,,False,True,,True,True,,,,,True,True,,,,,,,,,,True,
02290,21,45.0,,55.3,,49.0,,,,,,25.7,58.7,,,,670.1,38.7,,107.0,51.5,,,,97.0,44.0,,,,,,,,,,,45.5,,24.0,,34.3,,28.0,,,,,,4.7,37.7,,,,649.1,17.7,,86.0,30.5,,,,76.0,23.0,,,,,,,,,,,24.5,,,False,,False,,,,,,True,False,,,,False,True,,False,False,,,,False,True,,,,,,,,,,,False,
04001,1266,1104.0,,1130.6,,1127.0,1512.0,,,,,1573.2,1547.6,,,1931.0,927.5,912.0,,1088.0,1009.2,,,,932.0,1155.0,1346.1,,,,,,979.4,,,,1863.8,1337.0,-162.0,,-135.4,,-139.0,246.0,,,,,307.2,281.6,,,665.0,-338.5,-354.0,,-178.0,-256.8,,,,-334.0,-111.0,80.1,,,,,,-286.6,,,,597.8,71.0,,True,,True,False,,,,,False,False,,,False,False,False,,False,False,,,,False,True,True,,,,,,False,,,,False,True
04003,1068,2409.0,,2175.9,,2161.0,1942.0,,,,,2389.7,3048.6,,,2146.0,3054.4,1862.5,,1151.5,1614.8,,,,2818.0,1980.0,2015.3,,,,,,1544.6,,,,2508.0,2421.3,1341.0,,1107.9,,1093.0,874.0,,,,,1321.7,1980.6,,,1078.0,1986.4,794.5,,83.5,546.8,,,,1750.0,912.0,947.3,,,,,,476.6,,,,1440.0,1353.3,,True,,True,True,,,,,True,False,,,True,False,True,,True,True,,,,False,True,True,,,,,,True,,,,False,False
