,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
26087,282,486.0,,454.2,,485.0,500.0,,,,,501.9,619.0,,,570.0,504.8,494.8,,313.0,413.3,,,,424.0,286.0,500.3,,,,,,644.8,,,,634.4,809.1,204.0,,172.2,,203.0,218.0,,,,,219.9,337.0,,,288.0,222.8,212.8,,31.0,131.3,,,,142.0,4.0,218.3,,,,,,362.8,,,,352.4,527.1,,True,,True,False,,,,,False,False,,,False,False,False,,True,True,,,,True,True,False,,,,,,False,,,,False,False
26089,76,192.0,,203.5,,154.0,372.0,,,,,75.6,220.0,,,223.0,212.5,173.8,,136.0,171.2,,,,257.0,93.0,123.1,,,,,,,,,,164.5,132.7,116.0,,127.5,,78.0,296.0,,,,,-0.4,144.0,,,147.0,136.5,97.8,,60.0,95.2,,,,181.0,17.0,47.1,,,,,,,,,,88.5,56.7,,False,,True,False,,,,,True,False,,,False,False,True,,True,True,,,,False,True,True,,,,,,,,,,True,True
26091,695,1236.0,,1230.8,,1029.0,1036.0,,,,,833.2,1242.8,,,870.0,1532.3,891.5,,948.0,1018.0,,,,1218.0,770.0,829.0,,,,,,1242.9,,,,991.4,1156.5,541.0,,535.8,,334.0,341.0,,,,,138.2,547.8,,,175.0,837.3,196.5,,253.0,323.0,,,,523.0,75.0,134.0,,,,,,547.9,,,,296.4,461.5,,True,,True,True,,,,,True,False,,,True,False,True,,True,True,,,,True,True,True,,,,,,False,,,,True,True
26093,868,1272.0,,1327.0,,1191.0,621.0,,,,,922.8,1411.7,,1234.7,1606.0,1806.3,1204.5,,973.0,1169.0,,,,1541.0,781.0,1299.0,,,,,,771.7,701.0,,,1301.1,1894.2,404.0,,459.0,,323.0,-247.0,,,,,54.8,543.7,,366.7,738.0,938.3,336.5,,105.0,301.0,,,,673.0,-87.0,431.0,,,,,,-96.3,-167.0,,,433.1,1026.2,,False,,True,True,,,,,True,False,,True,False,False,True,,True,True,,,,False,True,False,,,,,,True,True,,,False,False
26095,10,6.0,,4.9,,6.0,0.0,,,,,77.3,27.1,,,49.0,1.3,7.8,,11.0,5.9,,,,,8.0,11.9,,,,,,,,,,31.0,17.6,-4.0,,-5.1,,-4.0,-10.0,,,,,67.3,17.1,,,39.0,-8.7,-2.2,,1.0,-4.1,,,,,-2.0,1.9,,,,,,,,,,21.0,7.6,,False,,False,False,,,,,False,False,,,False,False,True,,True,False,,,,,True,True,,,,,,,,,,False,False
26097,25,15.0,,16.3,,17.0,2.0,,,,,28.4,55.8,,,97.0,16.1,26.3,,4.0,18.3,,,,23.0,17.0,30.6,,,,,,,,,,25.0,23.3,-10.0,,-8.7,,-8.0,-23.0,,,,,3.4,30.8,,,72.0,-8.9,1.3,,-21.0,-6.7,,,,-2.0,-8.0,5.6,,,,,,,,,,-0.0,-1.7,,True,,True,False,,,,,True,False,,,False,True,True,,False,True,,,,True,True,True,,,,,,,,,,True,True
26099,3308,4299.0,,4274.3,5589.8,4287.0,9494.0,,,,,4494.6,5285.3,,3979.5,5497.0,4260.3,5809.8,,3334.5,4087.1,,,,3860.0,2998.0,5316.6,,,,,,1842.8,2394.0,,,7632.2,5649.5,991.0,,966.3,2281.8,979.0,6186.0,,,,,1186.6,1977.3,,671.5,2189.0,952.3,2501.8,,26.5,779.1,,,,552.0,-310.0,2008.6,,,,,,-1465.2,-914.0,,,4324.2,2341.5,,True,False,True,False,,,,,False,False,,True,False,True,False,,True,True,,,,True,True,False,,,,,,False,True,,,False,False
26101,74,144.0,,142.0,,133.0,198.0,,,,,101.5,164.3,,,223.0,208.9,113.8,,74.0,116.0,,,,183.0,117.0,99.8,,,,,,,,,,417.6,96.4,70.0,,68.0,,59.0,124.0,,,,,27.5,90.3,,,149.0,134.9,39.8,,0.0,42.0,,,,109.0,43.0,25.8,,,,,,,,,,343.6,22.4,,True,,True,False,,,,,True,False,,,False,False,True,,True,True,,,,False,True,True,,,,,,,,,,False,True
26103,128,264.0,,258.8,,273.0,305.0,,,,,343.9,449.5,,,614.0,336.2,277.7,,185.0,236.2,,,,286.0,237.0,277.0,,,,,,200.5,,,,308.7,452.9,136.0,,130.8,,145.0,177.0,,,,,215.9,321.5,,,486.0,208.2,149.7,,57.0,108.2,,,,158.0,109.0,149.0,,,,,,72.5,,,,180.7,324.9,,True,,False,False,,,,,False,False,,,False,False,False,,True,True,,,,False,True,False,,,,,,True,,,,False,False
26105,99,156.0,,157.5,,149.0,245.0,,,,,117.8,220.6,,,298.0,190.2,159.0,,74.0,143.2,,,,194.0,110.0,150.9,,,,,,,,,,169.6,126.3,57.0,,58.5,,50.0,146.0,,,,,18.8,121.6,,,199.0,91.2,60.0,,-25.0,44.2,,,,95.0,11.0,51.9,,,,,,,,,,70.6,27.3,,False,,True,False,,,,,True,False,,,False,False,False,,True,True,,,,False,True,True,,,,,,,,,,False,True
26107,117,153.0,,156.2,,148.0,115.0,,,,,152.8,258.6,,,385.0,108.4,176.6,,100.0,141.5,,,,159.0,81.0,179.0,,,,,,,,,,112.4,161.6,36.0,,39.2,,31.0,-2.0,,,,,35.8,141.6,,,268.0,-8.6,59.6,,-17.0,24.5,,,,42.0,-36.0,62.0,,,,,,,,,,-4.6,44.6,,False,,True,True,,,,,True,False,,,False,True,False,,True,True,,,,False,False,False,,,,,,,,,,True,False
26109,59,84.0,,89.3,,89.0,38.0,,,,,127.5,183.2,,,260.0,63.0,138.3,,38.0,80.3,,,,94.0,96.0,172.7,,,,,,,,,,94.6,113.4,25.0,,30.3,,30.0,-21.0,,,,,68.5,124.2,,,201.0,4.0,79.3,,-21.0,21.3,,,,35.0,37.0,113.7,,,,,,,,,,35.6,54.4,,False,,False,True,,,,,False,False,,,False,True,False,,True,True,,,,False,False,False,,,,,,,,,,False,False
26111,325,525.0,,527.5,,498.0,376.0,,,,,433.3,706.3,,,888.0,413.8,644.8,,368.0,474.7,,,,576.0,313.0,593.0,,,,,,495.8,,,,486.6,845.5,200.0,,202.5,,173.0,51.0,,,,,108.3,381.3,,,563.0,88.8,319.8,,43.0,149.7,,,,251.0,-12.0,268.0,,,,,,170.8,,,,161.6,520.5,,False,,True,True,,,,,True,False,,,False,True,False,,True,True,,,,False,True,False,,,,,,True,,,,True,False
26113,99,102.0,,106.8,,96.0,55.0,,,,,73.4,128.2,,,145.0,133.4,95.8,,59.0,81.4,,,,232.0,68.0,95.2,,,,,,,,,,142.1,85.1,3.0,,7.8,,-3.0,-44.0,,,,,-25.6,29.2,,,46.0,34.4,-3.2,,-40.0,-17.6,,,,133.0,-31.0,-3.8,,,,,,,,,,43.1,-13.9,,False,,False,False,,,,,False,False,,,False,False,False,,False,False,,,,False,False,False,,,,,,,,,,False,False
26115,742,1062.0,,1076.5,,956.0,972.0,,,,,981.9,1267.2,,963.1,1573.0,1016.5,1071.4,,732.5,963.8,,,,1176.0,700.0,1134.8,,,,,,782.2,401.0,,,712.0,963.9,320.0,,334.5,,214.0,230.0,,,,,239.9,525.2,,221.1,831.0,274.5,329.4,,-9.5,221.8,,,,434.0,-42.0,392.8,,,,,,40.2,-341.0,,,-30.0,221.9,,False,,True,True,,,,,True,False,,True,False,True,False,,True,True,,,,False,True,False,,,,,,True,False,,,True,True
26117,130,312.0,,301.0,,312.0,468.0,,,,,534.4,511.2,,,520.0,296.2,380.5,,247.0,307.5,,,,336.0,241.0,373.8,,,,,,380.2,,,,1986.2,272.6,182.0,,171.0,,182.0,338.0,,,,,404.4,381.2,,,390.0,166.2,250.5,,117.0,177.5,,,,206.0,111.0,243.8,,,,,,250.2,,,,1856.2,142.6,,True,,False,False,,,,,False,False,,,False,True,False,,True,True,,,,False,True,False,,,,,,False,,,,False,True
26119,10,42.0,,30.6,,28.0,16.0,,,,,29.7,62.5,,,85.0,10.0,40.5,,19.0,26.5,,,,30.0,20.0,34.7,,,,,,,,,,48.0,28.0,32.0,,20.6,,18.0,6.0,,,,,19.7,52.5,,,75.0,0.0,30.5,,9.0,16.5,,,,20.0,10.0,24.7,,,,,,,,,,38.0,18.0,,True,,True,True,,,,,True,False,,,False,True,True,,True,True,,,,True,True,True,,,,,,,,,,False,True
26121,381,687.0,,614.5,,696.0,742.0,,,,,963.5,1056.2,,,1380.0,781.3,874.9,,439.5,621.8,,,,685.0,408.0,1492.3,,,,,,664.2,315.0,,,879.3,1262.0,306.0,,233.5,,315.0,361.0,,,,,582.5,675.2,,,999.0,400.3,493.9,,58.5,240.8,,,,304.0,27.0,1111.3,,,,,,283.2,-66.0,,,498.3,881.0,,True,,False,False,,,,,False,False,,,False,False,False,,True,True,,,,True,True,False,,,,,,True,True,,,False,False
26123,197,255.0,,258.3,,250.0,176.0,,,,,222.1,364.9,,,432.0,308.8,261.2,,208.0,237.3,,,,254.0,175.0,292.0,,,,,,270.1,,,,251.7,232.1,58.0,,61.3,,53.0,-21.0,,,,,25.1,167.9,,,235.0,111.8,64.2,,11.0,40.3,,,,57.0,-22.0,95.0,,,,,,73.1,,,,54.7,35.1,,False,,True,True,,,,,True,False,,,False,False,False,,True,True,,,,True,True,False,,,,,,False,,,,True,True
26125,4503,7281.0,,7502.5,8783.8,6934.0,4958.0,,,,,5963.6,7897.8,,7060.6,8990.0,7320.4,8062.2,,5203.5,6921.6,,,,7127.0,3552.0,8068.4,,,,,,3903.4,4867.0,,,6931.5,5485.1,2778.0,,2999.5,4280.8,2431.0,455.0,,,,,1460.6,3394.8,,2557.6,4487.0,2817.4,3559.2,,700.5,2418.6,,,,2624.0,-951.0,3565.4,,,,,,-599.6,364.0,,,2428.5,982.1,,False,False,True,True,,,,,True,False,,True,False,False,False,,True,True,,,,True,True,False,,,,,,True,True,,,True,True
26127,88,138.0,,147.7,,144.0,199.0,,,,,127.9,224.8,,,217.0,170.5,187.3,,103.0,124.9,,,,160.0,105.0,213.7,,,,,,,,,,154.7,96.0,50.0,,59.7,,56.0,111.0,,,,,39.9,136.8,,,129.0,82.5,99.3,,15.0,36.9,,,,72.0,17.0,125.7,,,,,,,,,,66.7,8.0,,False,,False,False,,,,,True,False,,,False,False,False,,True,True,,,,False,True,False,,,,,,,,,,False,True
26129,91,51.0,,58.1,,58.0,31.0,,,,,98.3,125.0,,,208.0,144.3,101.0,,19.0,55.5,,,,79.0,66.0,108.1,,,,,,,,,,43.2,75.6,-40.0,,-32.9,,-33.0,-60.0,,,,,7.3,34.0,,,117.0,53.3,10.0,,-72.0,-35.5,,,,-12.0,-25.0,17.1,,,,,,,,,,-47.8,-15.4,,True,,True,False,,,,,True,True,,,False,False,True,,False,True,,,,True,True,True,,,,,,,,,,False,True
26131,78,18.0,,17.9,,17.0,0.0,,,,,18.3,34.6,,,33.0,11.7,18.0,,11.0,15.2,,,,16.0,18.0,15.4,,,,,,,,,,20.1,59.9,-60.0,,-60.1,,-61.0,-78.0,,,,,-59.7,-43.4,,,-45.0,-66.3,-60.0,,-67.0,-62.8,,,,-62.0,-60.0,-62.6,,,,,,,,,,-57.9,-18.1,,False,,False,False,,,,,True,True,,,True,False,False,,False,False,,,,False,False,False,,,,,,,,,,True,True
26133,66,96.0,,80.8,,110.0,67.0,,,,,95.8,161.9,,,256.0,232.3,137.1,,65.0,102.9,,,,133.0,88.0,120.9,,,,,,,,,,108.2,120.8,30.0,,14.8,,44.0,1.0,,,,,29.8,95.9,,,190.0,166.3,71.1,,-1.0,36.9,,,,67.0,22.0,54.9,,,,,,,,,,42.2,54.8,,True,,False,True,,,,,True,False,,,False,False,False,,True,False,,,,False,True,False,,,,,,,,,,False,False
26135,49,21.0,,16.5,,20.0,5.0,,,,,29.0,49.1,,,79.0,10.7,37.4,,19.0,22.8,,,,34.0,19.0,45.3,,,,,,,,,,21.1,31.4,-28.0,,-32.5,,-29.0,-44.0,,,,,-20.0,0.1,,,30.0,-38.3,-11.6,,-30.0,-26.2,,,,-15.0,-30.0,-3.7,,,,,,,,,,-27.9,-17.6,,False,,False,False,,,,,True,True,,,False,False,True,,False,True,,,,True,False,True,,,,,,,,,,True,True
26137,41,84.0,,83.5,,86.0,24.0,,,,,90.3,151.4,,,341.0,97.6,93.7,,100.0,83.1,,,,84.0,58.0,71.5,,,,,,,,,,94.3,99.8,43.0,,42.5,,45.0,-17.0,,,,,49.3,110.4,,,300.0,56.6,52.7,,59.0,42.1,,,,43.0,17.0,30.5,,,,,,,,,,53.3,58.8,,True,,False,True,,,,,False,False,,,False,False,False,,False,True,,,,False,True,True,,,,,,,,,,False,False
26139,1351,1995.0,,1842.3,,1758.0,1389.0,,,,,1830.9,2434.6,,,2623.0,2133.8,2318.5,,1117.0,1860.2,,,,2012.0,1395.0,2152.1,,,,,,1006.3,857.0,,,1689.0,1628.3,644.0,,491.3,,407.0,38.0,,,,,479.9,1083.6,,,1272.0,782.8,967.5,,-234.0,509.2,,,,661.0,44.0,801.1,,,,,,-344.7,-494.0,,,338.0,277.3,,True,,True,True,,,,,True,False,,,False,False,False,,True,True,,,,False,True,False,,,,,,True,True,,,True,True
26141,50,36.0,,35.9,,37.0,10.0,,,,,55.2,84.5,,,60.0,42.3,54.0,,9.0,36.4,,,,48.0,36.0,48.1,,,,,,,,,,58.0,39.5,-14.0,,-14.1,,-13.0,-40.0,,,,,5.2,34.5,,,10.0,-7.7,4.0,,-41.0,-13.6,,,,-2.0,-14.0,-1.9,,,,,,,,,,8.0,-10.5,,False,,True,False,,,,,True,False,,,True,True,True,,False,True,,,,True,False,True,,,,,,,,,,True,True
26143,61,60.0,,69.0,,65.0,31.0,,,,,88.9,138.4,,,210.0,109.5,88.4,,38.0,66.9,,,,62.0,51.0,113.1,,,,,,,,,,75.3,75.0,-1.0,,8.0,,4.0,-30.0,,,,,27.9,77.4,,,149.0,48.5,27.4,,-23.0,5.9,,,,1.0,-10.0,52.1,,,,,,,,,,14.3,14.0,,False,,False,False,,,,,False,False,,,False,False,False,,False,False,,,,False,False,False,,,,,,,,,,False,False
26145,871,1365.0,,1267.5,,1229.0,2546.0,,,,,1427.4,1550.1,,,1817.0,1183.4,1393.6,,1018.0,1199.3,,,,1459.0,821.0,1582.5,,,,,,2322.5,727.0,,,1482.9,1208.5,494.0,,396.5,,358.0,1675.0,,,,,556.4,679.1,,,946.0,312.4,522.6,,147.0,328.3,,,,588.0,-50.0,711.5,,,,,,1451.5,-144.0,,,611.9,337.5,,True,,True,False,,,,,False,False,,,False,True,False,,True,True,,,,False,True,False,,,,,,False,True,,,False,True
26147,479,879.0,,876.9,,825.0,717.0,,,,,855.5,1108.7,,,679.0,854.9,1188.2,,470.0,762.1,,,,980.0,634.0,983.4,,,,,,1491.0,367.0,,,755.7,1015.9,400.0,,397.9,,346.0,238.0,,,,,376.5,629.7,,,200.0,375.9,709.2,,-9.0,283.1,,,,501.0,155.0,504.4,,,,,,1012.0,-112.0,,,276.7,536.9,,True,,True,True,,,,,True,False,,,True,True,False,,True,True,,,,False,True,False,,,,,,False,True,,,True,False
26149,386,615.0,,592.4,,569.0,580.0,,,,,440.9,755.3,,,545.0,714.1,488.8,,502.5,557.0,,,,673.0,387.0,589.4,,,,,,552.1,,,,729.2,596.3,229.0,,206.4,,183.0,194.0,,,,,54.9,369.3,,,159.0,328.1,102.8,,116.5,171.0,,,,287.0,1.0,203.4,,,,,,166.1,,,,343.2,210.3,,True,,True,True,,,,,True,False,,,True,False,True,,True,True,,,,False,True,True,,,,,,True,,,,False,True
26151,184,273.0,,278.0,,240.0,309.0,,,,,230.6,369.3,,,111.0,355.9,276.0,,213.0,238.3,,,,285.0,168.0,236.3,,,,,,,,,,184.3,210.5,89.0,,94.0,,56.0,125.0,,,,,46.6,185.3,,,-73.0,171.9,92.0,,29.0,54.3,,,,101.0,-16.0,52.3,,,,,,,,,,0.3,26.5,,False,,True,False,,,,,True,False,,,True,False,False,,True,True,,,,False,True,True,,,,,,,,,,True,True
26153,11,18.0,,12.3,,18.0,0.0,,,,,17.0,36.7,,,64.0,10.9,20.7,,14.0,19.0,,,,,15.0,25.3,,,,,,,,,,22.3,19.1,7.0,,1.3,,7.0,-11.0,,,,,6.0,25.7,,,53.0,-0.1,9.7,,3.0,8.0,,,,,4.0,14.3,,,,,,,,,,11.3,8.1,,True,,False,False,,,,,True,False,,,False,True,False,,True,False,,,,,True,False,,,,,,,,,,False,False
26155,300,441.0,,447.8,,388.0,353.0,,,,,317.3,554.4,,,668.0,461.5,435.6,,364.0,353.1,,,,471.0,252.0,389.9,,,,,,362.7,,,,361.1,423.6,141.0,,147.8,,88.0,53.0,,,,,17.3,254.4,,,368.0,161.5,135.6,,64.0,53.1,,,,171.0,-48.0,89.9,,,,,,62.7,,,,61.1,123.6,,False,,True,True,,,,,True,False,,,False,False,True,,True,True,,,,False,True,True,,,,,,True,,,,True,True
26157,170,267.0,,294.5,,277.0,275.0,,,,,267.1,398.2,,,332.0,428.5,341.0,,121.0,227.4,,,,255.0,213.0,377.8,,,,,,284.6,,,,199.8,271.8,97.0,,124.5,,107.0,105.0,,,,,97.1,228.2,,,162.0,258.5,171.0,,-49.0,57.4,,,,85.0,43.0,207.8,,,,,,114.6,,,,29.8,101.8,,False,,False,False,,,,,False,False,,,False,False,False,,True,True,,,,True,True,False,,,,,,False,,,,True,False
26159,313,420.0,,484.6,,473.0,400.0,,,,,445.2,607.5,,,550.0,548.9,404.0,,283.0,390.6,,,,489.0,383.0,559.8,,,,,,487.9,,,,871.0,491.2,107.0,,171.6,,160.0,87.0,,,,,132.2,294.5,,,237.0,235.9,91.0,,-30.0,77.6,,,,176.0,70.0,246.8,,,,,,174.9,,,,558.0,178.2,,False,,False,True,,,,,False,False,,,False,False,True,,True,True,,,,False,True,False,,,,,,False,,,,False,False
26161,1929,1896.0,,2007.7,,1814.0,1170.0,,,,,1723.3,2193.2,,1989.9,3243.0,2477.4,2091.0,,1605.0,1881.1,,,,2186.0,861.0,2154.7,,,,,,1188.2,666.0,,,2302.4,1638.0,-33.0,,78.7,,-115.0,-759.0,,,,,-205.7,264.2,,60.9,1314.0,548.4,162.0,,-324.0,-47.9,,,,257.0,-1068.0,225.7,,,,,,-740.8,-1263.0,,,373.4,-291.0,,False,,False,False,,,,,False,False,,False,False,False,False,,False,False,,,,False,False,False,,,,,,False,False,,,False,False
26163,5681,8799.0,,9239.9,11553.9,8733.0,7385.0,,,,,7464.1,10282.5,,9470.9,12128.0,10284.8,11969.0,,7247.0,8512.5,,,,8526.0,5647.0,7629.1,,,,,,5508.7,4492.0,,,13441.5,9457.1,3118.0,,3558.9,5872.9,3052.0,1704.0,,,,,1783.1,4601.5,,3789.9,6447.0,4603.8,6288.0,,1566.0,2831.5,,,,2845.0,-34.0,1948.1,,,,,,-172.3,-1189.0,,,7760.5,3776.1,,False,False,True,True,,,,,True,False,,False,False,False,False,,True,True,,,,True,True,True,,,,,,True,True,,,False,False
26165,175,225.0,,224.6,,201.0,388.0,,,,,132.4,279.1,,,367.0,523.5,210.9,,120.0,218.2,,,,327.0,129.0,122.4,,,,,,,,,,237.2,153.4,50.0,,49.6,,26.0,213.0,,,,,-42.6,104.1,,,192.0,348.5,35.9,,-55.0,43.2,,,,152.0,-46.0,-52.6,,,,,,,,,,62.2,-21.6,,True,,True,False,,,,,True,False,,,False,False,True,,False,True,,,,False,True,False,,,,,,,,,,False,True
27001,78,72.0,,80.9,,67.0,16.0,,,,,64.1,129.7,,,88.0,18.3,64.0,,40.0,65.0,,,,59.0,83.0,103.4,,,,,,,,,,69.3,55.9,-6.0,,2.9,,-11.0,-62.0,,,,,-13.9,51.7,,,10.0,-59.7,-14.0,,-38.0,-13.0,,,,-19.0,5.0,25.4,,,,,,,,,,-8.7,-22.1,,True,,False,False,,,,,False,False,,,False,False,False,,False,False,,,,False,True,False,,,,,,,,,,False,False
27003,1327,1803.0,,1774.3,2443.7,1745.0,830.0,,,,,1649.6,2931.7,,,2721.0,1664.9,1646.2,,543.5,1398.5,,,,1717.0,1826.0,3135.5,,,,,,1293.3,1267.0,,,1664.2,1738.8,476.0,,447.3,1116.7,418.0,-497.0,,,,,322.6,1604.7,,,1394.0,337.9,319.2,,-783.5,71.5,,,,390.0,499.0,1808.5,,,,,,-33.7,-60.0,,,337.2,411.8,,True,False,True,False,,,,,True,False,,,False,True,True,,False,True,,,,True,False,False,,,,,,True,True,,,True,True
27005,137,162.0,,181.4,,173.0,176.0,,,,,179.7,320.5,,,185.0,98.8,111.8,,132.0,211.5,,,,141.0,181.0,253.3,,,,,,140.4,,,,87.4,139.7,25.0,,44.4,,36.0,39.0,,,,,42.7,183.5,,,48.0,-38.2,-25.2,,-5.0,74.5,,,,4.0,44.0,116.3,,,,,,3.4,,,,-49.6,2.7,,False,,False,False,,,,,False,False,,,False,False,False,,True,False,,,,True,False,False,,,,,,True,,,,False,True
27007,160,279.0,,233.8,,256.0,463.0,,,,,217.0,446.2,,,186.0,247.2,185.7,,201.0,255.6,,,,266.0,285.0,353.3,,,,,,,,,,316.2,247.9,119.0,,73.8,,96.0,303.0,,,,,57.0,286.2,,,26.0,87.2,25.7,,41.0,95.6,,,,106.0,125.0,193.3,,,,,,,,,,156.2,87.9,,True,,True,False,,,,,True,False,,,True,True,True,,True,True,,,,True,False,False,,,,,,,,,,False,True
27009,167,273.0,,266.6,,271.0,277.0,,,,,265.9,430.7,,,310.0,164.9,245.1,,230.0,262.3,,,,247.0,287.0,338.9,,,,,,490.7,,,,303.8,235.4,106.0,,99.6,,104.0,110.0,,,,,98.9,263.7,,,143.0,-2.1,78.1,,63.0,95.3,,,,80.0,120.0,171.9,,,,,,323.7,,,,136.8,68.4,,True,,True,False,,,,,True,False,,,False,True,True,,True,True,,,,True,False,False,,,,,,False,,,,False,True
27011,27,15.0,,17.8,,17.0,0.0,,,,,28.6,45.7,,,36.0,3.2,14.4,,4.0,16.7,,,,14.0,21.0,30.2,,,,,,,,,,19.1,27.9,-12.0,,-9.2,,-10.0,-27.0,,,,,1.6,18.7,,,9.0,-23.8,-12.6,,-23.0,-10.3,,,,-13.0,-6.0,3.2,,,,,,,,,,-7.9,0.9,,True,,True,False,,,,,True,False,,,True,False,False,,False,True,,,,False,True,True,,,,,,,,,,True,True
27013,228,351.0,,361.3,,357.0,187.0,,,,,325.1,611.2,,,572.0,293.8,278.4,,281.0,338.1,,,,396.0,298.0,589.7,,,,,,251.6,,,,455.4,1127.8,123.0,,133.3,,129.0,-41.0,,,,,97.1,383.2,,,344.0,65.8,50.4,,53.0,110.1,,,,168.0,70.0,361.7,,,,,,23.6,,,,227.4,899.8,,False,,False,True,,,,,True,False,,,False,True,True,,True,True,,,,False,True,False,,,,,,True,,,,False,False
27015,134,159.0,,144.1,,162.0,199.0,,,,,158.8,260.3,,,200.0,116.5,82.1,,108.0,143.6,,,,140.0,169.0,211.0,,,,,,,,,,196.9,207.5,25.0,,10.1,,28.0,65.0,,,,,24.8,126.3,,,66.0,-17.5,-51.9,,-26.0,9.6,,,,6.0,35.0,77.0,,,,,,,,,,62.9,73.5,,True,,False,False,,,,,True,False,,,False,True,False,,False,True,,,,True,False,False,,,,,,,,,,False,False
27017,149,153.0,,132.1,,157.0,109.0,,,,,206.1,300.1,,,244.0,200.1,161.3,,93.0,121.8,,,,108.0,211.0,410.5,,,,,,142.7,,,,111.1,217.2,4.0,,-16.9,,8.0,-40.0,,,,,57.1,151.1,,,95.0,51.1,12.3,,-56.0,-27.2,,,,-41.0,62.0,261.5,,,,,,-6.3,,,,-37.9,68.2,,False,,False,False,,,,,False,False,,,False,False,False,,False,False,,,,False,False,False,,,,,,False,,,,False,False
27019,346,477.0,,440.6,,437.0,192.0,,,,,408.0,823.3,,,703.0,668.5,431.0,,173.0,410.8,,,,514.0,389.0,956.0,,,,,,397.0,,,,524.8,385.4,131.0,,94.6,,91.0,-154.0,,,,,62.0,477.3,,,357.0,322.5,85.0,,-173.0,64.8,,,,168.0,43.0,610.0,,,,,,51.0,,,,178.8,39.4,,True,,True,False,,,,,True,False,,,False,False,True,,False,True,,,,False,True,False,,,,,,True,,,,False,True
27021,70,177.0,,186.1,,169.0,213.0,,,,,132.3,317.3,,,137.0,98.4,108.8,,162.0,200.2,,,,181.0,155.0,196.5,,,,,,,,,,196.6,122.6,107.0,,116.1,,99.0,143.0,,,,,62.3,247.3,,,67.0,28.4,38.8,,92.0,130.2,,,,111.0,85.0,126.5,,,,,,,,,,126.6,52.6,,False,,True,False,,,,,True,False,,,True,True,True,,True,False,,,,False,True,False,,,,,,,,,,False,True
