,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
47031,234,394.0,,396.2,,410.0,471.0,,,,,374.5,,311.0,,,511.0,153.9,363.0,327.0,,160.0,247.3,,,,382.0,340.0,572.6,,,,,,630.4,304.6,,,,468.8,484.9,160.0,,162.2,,176.0,237.0,,,,,140.5,,77.0,,,277.0,-80.1,129.0,93.0,,-74.0,13.3,,,,148.0,106.0,338.6,,,,,,396.4,70.6,,,,234.8,250.9,,False,,False,False,,,,,True,,True,,,False,True,True,True,,True,True,,,,True,True,False,,,,,,False,True,,,,False,False
47033,53,62.0,,65.1,,59.0,25.0,,,,,100.2,,55.6,,,78.0,12.7,69.9,,,21.0,42.2,,,,59.0,53.0,79.9,,,,,,,89.9,,,,81.8,99.0,9.0,,12.1,,6.0,-28.0,,,,,47.2,,2.6,,,25.0,-40.3,16.9,,,-32.0,-10.8,,,,6.0,0.0,26.9,,,,,,,36.9,,,,28.8,46.0,,False,,True,False,,,,,False,,True,,,False,False,False,,,False,False,,,,True,True,False,,,,,,,False,,,,False,False
47035,195,384.0,,387.3,,365.0,300.0,,,,,363.7,,341.6,,,441.0,160.9,337.1,354.5,,117.0,258.9,,,,475.0,292.0,438.4,,,,,,501.4,234.2,,,,604.7,651.5,189.0,,192.3,,170.0,105.0,,,,,168.7,,146.6,,,246.0,-34.1,142.1,159.5,,-78.0,63.9,,,,280.0,97.0,243.4,,,,,,306.4,39.2,,,,409.7,456.5,,False,,True,True,,,,,True,,True,,,False,True,True,True,,True,True,,,,False,True,False,,,,,,False,True,,,,False,False
47037,3489,5132.0,,5156.1,5847.1,4322.0,4184.0,,,,,5362.5,,3843.5,,4443.5,4448.0,2336.6,4387.7,12666.5,,2774.5,3610.0,,,,5522.0,3345.0,3193.9,,,,,,4075.8,3916.1,3048.0,,,8003.3,6133.9,1643.0,,1667.1,2358.1,833.0,695.0,,,,,1873.5,,354.5,,954.5,959.0,-1152.4,898.7,9177.5,,-714.5,121.0,,,,2033.0,-144.0,-295.1,,,,,,586.8,427.1,-441.0,,,4514.3,2644.9,,False,False,True,True,,,,,False,,True,,True,True,True,True,False,,True,True,,,,False,True,True,,,,,,True,True,True,,,False,False
47039,28,48.0,,38.6,,43.0,33.0,,,,,83.1,,34.3,,,76.0,20.9,71.1,,,18.0,31.6,,,,52.0,44.0,104.5,,,,,,,49.0,,,,97.1,70.1,20.0,,10.6,,15.0,5.0,,,,,55.1,,6.3,,,48.0,-7.1,43.1,,,-10.0,3.6,,,,24.0,16.0,76.5,,,,,,,21.0,,,,69.1,42.1,,True,,True,True,,,,,False,,True,,,False,True,False,,,True,True,,,,False,True,False,,,,,,,False,,,,False,False
47041,106,116.0,,101.8,,104.0,81.0,,,,,137.5,,85.3,,,165.0,44.4,122.4,,,45.0,77.9,,,,127.0,108.0,177.0,,,,,,93.5,121.3,,,,169.7,145.0,10.0,,-4.2,,-2.0,-25.0,,,,,31.5,,-20.7,,,59.0,-61.6,16.4,,,-61.0,-28.1,,,,21.0,2.0,71.0,,,,,,-12.5,15.3,,,,63.7,39.0,,True,,True,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,True,False,,,,,,False,False,,,,False,False
47043,312,488.0,,496.5,,397.0,475.0,,,,,374.7,,363.1,,,393.0,204.6,335.4,423.0,,244.5,302.9,,,,479.0,342.0,431.0,,,,,,505.6,365.6,,,,616.1,525.4,176.0,,184.5,,85.0,163.0,,,,,62.7,,51.1,,,81.0,-107.4,23.4,111.0,,-67.5,-9.1,,,,167.0,30.0,119.0,,,,,,193.6,53.6,,,,304.1,213.4,,False,,True,True,,,,,True,,True,,,True,True,True,True,,True,True,,,,True,True,True,,,,,,False,True,,,,False,False
47045,199,274.0,,262.8,,242.0,261.0,,,,,282.0,,188.1,,,231.0,117.4,242.2,270.0,,167.0,185.3,,,,264.0,253.0,200.3,,,,,,222.7,286.0,,,,374.0,316.2,75.0,,63.8,,43.0,62.0,,,,,83.0,,-10.9,,,32.0,-81.6,43.2,71.0,,-32.0,-13.7,,,,65.0,54.0,1.3,,,,,,23.7,87.0,,,,175.0,117.2,,True,,True,True,,,,,False,,True,,,True,False,True,True,,True,True,,,,True,True,True,,,,,,True,False,,,,False,False
47047,208,418.0,,413.1,,298.0,344.0,,,,,290.9,,292.8,,,212.0,150.6,238.1,303.0,,236.0,262.5,,,,440.0,279.0,326.5,,,,,,341.7,281.6,,,,419.0,483.8,210.0,,205.1,,90.0,136.0,,,,,82.9,,84.8,,,4.0,-57.4,30.1,95.0,,28.0,54.5,,,,232.0,71.0,118.5,,,,,,133.7,73.6,,,,211.0,275.8,,True,,True,True,,,,,True,,True,,,True,True,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,False
47049,56,88.0,,95.7,,90.0,54.0,,,,,111.0,,85.8,,,117.0,46.9,105.8,,,50.0,74.2,,,,111.0,83.0,169.5,,,,,,,76.0,,,,141.7,180.7,32.0,,39.7,,34.0,-2.0,,,,,55.0,,29.8,,,61.0,-9.1,49.8,,,-6.0,18.2,,,,55.0,27.0,113.5,,,,,,,20.0,,,,85.7,124.7,,False,,False,True,,,,,False,,True,,,False,True,False,,,True,True,,,,False,True,False,,,,,,,True,,,,False,False
47051,230,298.0,,301.4,,290.0,266.0,,,,,294.2,,250.1,,,420.0,160.5,228.2,305.0,,161.0,213.7,,,,320.0,260.0,416.6,,,,,,411.5,212.3,,,,444.5,401.6,68.0,,71.4,,60.0,36.0,,,,,64.2,,20.1,,,190.0,-69.5,-1.8,75.0,,-69.0,-16.3,,,,90.0,30.0,186.6,,,,,,181.5,-17.7,,,,214.5,171.6,,False,,True,True,,,,,True,,True,,,False,False,True,False,,False,True,,,,False,True,False,,,,,,False,True,,,,False,False
47053,228,290.0,,292.4,,262.0,231.0,,,,,370.4,,195.1,,,253.0,116.9,236.6,269.0,,132.0,195.8,,,,270.0,271.0,475.6,,,,,,352.1,277.3,,,,269.1,397.8,62.0,,64.4,,34.0,3.0,,,,,142.4,,-32.9,,,25.0,-111.1,8.6,41.0,,-96.0,-32.2,,,,42.0,43.0,247.6,,,,,,124.1,49.3,,,,41.1,169.8,,False,,True,True,,,,,False,,True,,,True,False,True,True,,False,True,,,,True,True,False,,,,,,False,True,,,,True,False
47055,144,262.0,,253.4,,186.0,182.0,,,,,240.6,,179.7,,,253.0,70.5,222.4,173.0,,126.0,165.5,,,,249.0,186.0,241.4,,,,,,,205.1,,,,256.3,440.9,118.0,,109.4,,42.0,38.0,,,,,96.6,,35.7,,,109.0,-73.5,78.4,29.0,,-18.0,21.5,,,,105.0,42.0,97.4,,,,,,,61.1,,,,112.3,296.9,,True,,True,True,,,,,True,,True,,,True,True,True,True,,True,True,,,,True,True,True,,,,,,,True,,,,True,False
47057,122,176.0,,184.6,,148.0,139.0,,,,,121.7,,150.7,,,176.0,96.0,142.7,,,149.0,120.7,,,,191.0,128.0,193.6,,,,,,,122.4,,,,250.1,246.9,54.0,,62.6,,26.0,17.0,,,,,-0.3,,28.7,,,54.0,-26.0,20.7,,,27.0,-1.3,,,,69.0,6.0,71.6,,,,,,,0.4,,,,128.1,124.9,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,True,False,,,,,,,True,,,,False,False
47059,241,402.0,,365.7,,345.0,287.0,,,,,401.3,,353.6,,,604.0,144.1,347.6,338.0,,204.0,291.8,,,,442.0,336.0,383.7,,,,,,660.8,339.1,,,,612.6,587.9,161.0,,124.7,,104.0,46.0,,,,,160.3,,112.6,,,363.0,-96.9,106.6,97.0,,-37.0,50.8,,,,201.0,95.0,142.7,,,,,,419.8,98.1,,,,371.6,346.9,,True,,True,True,,,,,True,,True,,,False,True,True,True,,True,True,,,,False,True,True,,,,,,False,True,,,,False,False
47061,86,80.0,,77.5,,66.0,39.0,,,,,81.7,,69.0,,,106.0,16.3,70.5,,,23.0,48.5,,,,90.0,57.0,94.6,,,,,,,58.5,,,,86.0,95.7,-6.0,,-8.5,,-20.0,-47.0,,,,,-4.3,,-17.0,,,20.0,-69.7,-15.5,,,-63.0,-37.5,,,,4.0,-29.0,8.6,,,,,,,-27.5,,,,0.0,9.7,,False,,False,False,,,,,True,,False,,,False,False,False,,,False,False,,,,True,False,False,,,,,,,False,,,,True,False
47063,384,606.0,,606.5,,470.0,666.0,,,,,439.1,,415.6,,,561.0,311.2,447.2,620.5,,322.0,412.9,,,,638.0,431.0,499.7,,,,,,445.9,459.2,,,,728.9,,222.0,,222.5,,86.0,282.0,,,,,55.1,,31.6,,,177.0,-72.8,63.2,236.5,,-62.0,28.9,,,,254.0,47.0,115.7,,,,,,61.9,75.2,,,,344.9,,,False,,True,False,,,,,True,,True,,,True,True,True,False,,True,True,,,,False,True,True,,,,,,True,True,,,,False,
47065,2353,2818.0,,2570.9,3907.8,2571.0,1578.0,,,,,2475.4,,2134.8,,2207.0,3086.0,1277.0,3031.7,3417.0,,1302.5,2060.9,,,,3185.0,2037.0,3252.4,,,,,,3872.9,2000.1,1400.0,,,3384.6,3488.7,465.0,,217.9,1554.8,218.0,-775.0,,,,,122.4,,-218.2,,-146.0,733.0,-1076.0,678.7,1064.0,,-1050.5,-292.1,,,,832.0,-316.0,899.4,,,,,,1519.9,-352.9,-953.0,,,1031.6,1135.7,,True,False,True,False,,,,,True,,True,,True,False,False,False,False,,False,True,,,,False,True,False,,,,,,False,True,False,,,False,False
47067,34,32.0,,32.7,,27.0,19.0,,,,,24.5,,29.9,,,47.0,17.2,36.0,,,19.0,26.2,,,,54.0,27.0,56.6,,,,,,,47.1,,,,34.1,32.1,-2.0,,-1.3,,-7.0,-15.0,,,,,-9.5,,-4.1,,,13.0,-16.8,2.0,,,-15.0,-7.8,,,,20.0,-7.0,22.6,,,,,,,13.1,,,,0.1,-1.9,,True,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,True,True
47069,108,142.0,,132.3,,131.0,126.0,,,,,179.8,,94.0,,,155.0,48.4,150.6,,,113.0,101.6,,,,150.0,117.0,202.3,,,,,,153.2,124.4,,,,177.0,133.1,34.0,,24.3,,23.0,18.0,,,,,71.8,,-14.0,,,47.0,-59.6,42.6,,,5.0,-6.4,,,,42.0,9.0,94.3,,,,,,45.2,16.4,,,,69.0,25.1,,True,,True,True,,,,,False,,True,,,False,False,False,,,True,True,,,,False,True,False,,,,,,False,True,,,,False,True
47071,82,188.0,,186.2,,165.0,138.0,,,,,205.0,,127.5,,,193.0,42.8,145.0,,,70.0,109.6,,,,172.0,139.0,254.7,,,,,,,164.0,,,,232.2,207.8,106.0,,104.2,,83.0,56.0,,,,,123.0,,45.5,,,111.0,-39.2,63.0,,,-12.0,27.6,,,,90.0,57.0,172.7,,,,,,,82.0,,,,150.2,125.8,,True,,True,True,,,,,False,,True,,,False,True,True,,,True,True,,,,True,True,False,,,,,,,True,,,,False,False
47073,338,338.0,,339.2,,280.0,269.0,,,,,288.7,,301.8,,,434.0,138.8,356.9,327.5,,156.0,246.6,,,,386.0,273.0,477.9,,,,,,242.9,215.7,,,,378.0,432.1,0.0,,1.2,,-58.0,-69.0,,,,,-49.3,,-36.2,,,96.0,-199.2,18.9,-10.5,,-182.0,-91.4,,,,48.0,-65.0,139.9,,,,,,-95.1,-122.3,,,,40.0,94.1,,False,,False,False,,,,,False,,False,,,False,False,False,False,,False,False,,,,False,False,False,,,,,,False,False,,,,False,False
47075,93,130.0,,130.8,,110.0,122.0,,,,,144.8,,98.7,,,82.0,47.5,112.7,,,56.0,81.4,,,,144.0,110.0,207.7,,,,,,98.4,119.8,,,,145.8,132.4,37.0,,37.8,,17.0,29.0,,,,,51.8,,5.7,,,-11.0,-45.5,19.7,,,-37.0,-11.6,,,,51.0,17.0,114.7,,,,,,5.4,26.8,,,,52.8,39.4,,False,,True,True,,,,,False,,True,,,True,False,True,,,False,True,,,,False,True,False,,,,,,True,True,,,,False,False
47077,118,108.0,,106.1,,117.0,48.0,,,,,227.0,,92.2,,,171.0,39.0,158.8,,,45.0,99.2,,,,121.0,127.0,333.7,,,,,,,112.0,,,,191.9,235.8,-10.0,,-11.9,,-1.0,-70.0,,,,,109.0,,-25.8,,,53.0,-79.0,40.8,,,-73.0,-18.8,,,,3.0,9.0,215.7,,,,,,,-6.0,,,,73.9,117.8,,False,,True,False,,,,,False,,False,,,False,False,False,,,False,False,,,,True,True,False,,,,,,,True,,,,False,False
47079,126,174.0,,188.4,,168.0,221.0,,,,,154.3,,146.3,,,157.0,135.4,142.2,171.0,,168.0,143.0,,,,200.0,162.0,232.4,,,,,,194.4,133.7,,,,135.5,235.2,48.0,,62.4,,42.0,95.0,,,,,28.3,,20.3,,,31.0,9.4,16.2,45.0,,42.0,17.0,,,,74.0,36.0,106.4,,,,,,68.4,7.7,,,,9.5,109.2,,False,,True,False,,,,,True,,True,,,True,True,True,True,,True,True,,,,False,True,False,,,,,,False,True,,,,True,False
47081,97,144.0,,144.4,,144.0,102.0,,,,,152.3,,118.0,,,171.0,68.0,126.4,,,97.0,102.0,,,,153.0,111.0,216.1,,,,,,227.7,104.3,,,,215.0,174.1,47.0,,47.4,,47.0,5.0,,,,,55.3,,21.0,,,74.0,-29.0,29.4,,,0.0,5.0,,,,56.0,14.0,119.1,,,,,,130.7,7.3,,,,118.0,77.1,,False,,False,True,,,,,False,,True,,,False,True,True,,,True,True,,,,False,True,False,,,,,,False,True,,,,False,False
47083,24,30.0,,43.2,,39.0,27.0,,,,,52.9,,27.3,,,55.0,10.2,47.7,,,10.0,24.3,,,,38.0,31.0,90.4,,,,,,,38.6,,,,60.4,61.8,6.0,,19.2,,15.0,3.0,,,,,28.9,,3.3,,,31.0,-13.8,23.7,,,-14.0,0.3,,,,14.0,7.0,66.4,,,,,,,14.6,,,,36.4,37.8,,False,,False,True,,,,,False,,True,,,False,False,False,,,False,True,,,,False,False,False,,,,,,,False,,,,False,False
47085,82,104.0,,95.8,,103.0,130.0,,,,,85.7,,86.7,,,115.0,82.0,75.2,,,56.0,72.6,,,,127.0,100.0,145.7,,,,,,,96.1,,,,134.6,118.4,22.0,,13.8,,21.0,48.0,,,,,3.7,,4.7,,,33.0,0.0,-6.8,,,-26.0,-9.4,,,,45.0,18.0,63.7,,,,,,,14.1,,,,52.6,36.4,,True,,True,False,,,,,True,,True,,,False,True,True,,,False,True,,,,False,True,False,,,,,,,True,,,,False,False
47087,50,50.0,,48.4,,44.0,25.0,,,,,49.0,,37.8,,,77.0,18.4,48.4,,,17.0,29.2,,,,46.0,42.0,80.3,,,,,,,113.3,,,,62.7,59.6,0.0,,-1.6,,-6.0,-25.0,,,,,-1.0,,-12.2,,,27.0,-31.6,-1.6,,,-33.0,-20.8,,,,-4.0,-8.0,30.3,,,,,,,63.3,,,,12.7,9.6,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
47089,302,456.0,,445.7,,386.0,372.0,,,,,323.1,,323.6,,,447.0,314.0,417.0,439.5,,195.0,340.2,,,,544.0,338.0,494.4,,,,,,311.5,319.0,,,,460.7,553.9,154.0,,143.7,,84.0,70.0,,,,,21.1,,21.6,,,145.0,12.0,115.0,137.5,,-107.0,38.2,,,,242.0,36.0,192.4,,,,,,9.5,17.0,,,,158.7,251.9,,True,,True,True,,,,,True,,True,,,True,True,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,False,False
47091,78,76.0,,83.1,,85.0,63.0,,,,,106.5,,69.6,,,99.0,99.2,86.0,,,66.0,67.8,,,,139.0,73.0,180.1,,,,,,,60.4,,,,128.3,183.4,-2.0,,5.1,,7.0,-15.0,,,,,28.5,,-8.4,,,21.0,21.2,8.0,,,-12.0,-10.2,,,,61.0,-5.0,102.1,,,,,,,-17.6,,,,50.3,105.4,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
47093,2471,3322.0,,3430.0,4333.5,2907.0,2687.0,,,,,2716.0,,2620.1,,2534.3,3693.0,1473.9,3309.1,3941.0,,1919.0,2314.6,,,,3395.0,2337.0,4694.0,,,,,,4292.7,2561.6,2269.0,,,9022.4,2907.2,851.0,,959.0,1862.5,436.0,216.0,,,,,245.0,,149.1,,63.3,1222.0,-997.1,838.1,1470.0,,-552.0,-156.4,,,,924.0,-134.0,2223.0,,,,,,1821.7,90.6,-202.0,,,6551.4,436.2,,False,False,True,True,,,,,True,,True,,True,False,False,True,False,,True,True,,,,False,True,False,,,,,,False,True,True,,,False,True
47095,73,78.0,,85.3,,51.0,0.0,,,,,81.7,,40.9,,,23.0,16.6,50.1,,,44.0,37.9,,,,83.0,57.0,100.3,,,,,,,66.0,,,,71.9,194.6,5.0,,12.3,,-22.0,-73.0,,,,,8.7,,-32.1,,,-50.0,-56.4,-22.9,,,-29.0,-35.1,,,,10.0,-16.0,27.3,,,,,,,-7.0,,,,-1.1,121.6,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,True,False
47097,91,120.0,,134.9,,110.0,87.0,,,,,163.2,,124.4,,,139.0,49.5,152.9,,,58.0,87.7,,,,151.0,109.0,187.7,,,,,,110.4,129.4,,,,187.2,151.7,29.0,,43.9,,19.0,-4.0,,,,,72.2,,33.4,,,48.0,-41.5,61.9,,,-33.0,-3.3,,,,60.0,18.0,96.7,,,,,,19.4,38.4,,,,96.2,60.7,,False,,True,True,,,,,False,,False,,,False,False,False,,,False,True,,,,False,True,False,,,,,,True,False,,,,False,False
47099,226,316.0,,311.4,,246.0,225.0,,,,,332.1,,251.1,,,380.0,112.6,277.2,267.5,,146.0,219.3,,,,329.0,241.0,285.7,,,,,,239.0,252.5,,,,401.0,493.6,90.0,,85.4,,20.0,-1.0,,,,,106.1,,25.1,,,154.0,-113.4,51.2,41.5,,-80.0,-6.7,,,,103.0,15.0,59.7,,,,,,13.0,26.5,,,,175.0,267.6,,True,,True,True,,,,,False,,True,,,False,False,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,False
47101,72,74.0,,78.0,,54.0,32.0,,,,,67.7,,65.0,,,88.0,22.8,55.5,,,38.0,44.3,,,,78.0,59.0,56.5,,,,,,,79.9,,,,125.6,110.7,2.0,,6.0,,-18.0,-40.0,,,,,-4.3,,-7.0,,,16.0,-49.2,-16.5,,,-34.0,-27.7,,,,6.0,-13.0,-15.5,,,,,,,7.9,,,,53.6,38.7,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
47103,139,222.0,,227.7,,210.0,227.0,,,,,266.3,,175.0,,,316.0,88.9,205.8,228.5,,69.0,138.1,,,,234.0,182.0,375.7,,,,,,158.8,162.0,,,,305.1,371.5,83.0,,88.7,,71.0,88.0,,,,,127.3,,36.0,,,177.0,-50.1,66.8,89.5,,-70.0,-0.9,,,,95.0,43.0,236.7,,,,,,19.8,23.0,,,,166.1,232.5,,False,,True,False,,,,,False,,True,,,False,True,True,False,,True,True,,,,False,True,False,,,,,,True,True,,,,False,False
47105,355,312.0,,309.0,,249.0,251.0,,,,,309.1,,255.3,,,410.0,157.4,304.9,365.0,,148.0,231.0,,,,355.0,244.0,247.3,,,,,,210.2,299.6,,,,465.8,409.6,-43.0,,-46.0,,-106.0,-104.0,,,,,-45.9,,-99.7,,,55.0,-197.6,-50.1,10.0,,-207.0,-124.0,,,,0.0,-111.0,-107.7,,,,,,-144.8,-55.4,,,,110.8,54.6,,False,,False,False,,,,,False,,False,,,False,False,False,True,,False,False,,,,True,False,False,,,,,,False,False,,,,False,False
47107,289,342.0,,336.1,,315.0,261.0,,,,,315.4,,294.1,,,506.0,140.8,318.1,311.0,,194.0,248.2,,,,362.0,273.0,363.8,,,,,,656.8,238.3,,,,332.8,463.3,53.0,,47.1,,26.0,-28.0,,,,,26.4,,5.1,,,217.0,-148.2,29.1,22.0,,-95.0,-40.8,,,,73.0,-16.0,74.8,,,,,,367.8,-50.7,,,,43.8,174.3,,True,,True,True,,,,,True,,True,,,False,False,True,True,,False,True,,,,False,True,False,,,,,,False,True,,,,True,False
47109,132,206.0,,206.9,,187.0,200.0,,,,,166.3,,153.2,,,189.0,130.3,177.8,,,136.0,163.5,,,,249.0,171.0,251.1,,,,,,144.1,159.3,,,,344.0,212.9,74.0,,74.9,,55.0,68.0,,,,,34.3,,21.2,,,57.0,-1.7,45.8,,,4.0,31.5,,,,117.0,39.0,119.1,,,,,,12.1,27.3,,,,212.0,80.9,,False,,True,True,,,,,True,,True,,,True,True,True,,,True,True,,,,False,True,False,,,,,,True,True,,,,False,False
47111,107,138.0,,144.8,,125.0,114.0,,,,,159.2,,89.8,,,162.0,77.9,130.1,,,124.0,99.6,,,,153.0,135.0,134.4,,,,,,120.7,103.0,,,,192.6,155.9,31.0,,37.8,,18.0,7.0,,,,,52.2,,-17.2,,,55.0,-29.1,23.1,,,17.0,-7.4,,,,46.0,28.0,27.4,,,,,,13.7,-4.0,,,,85.6,48.9,,False,,True,True,,,,,False,,True,,,False,True,True,,,True,True,,,,False,True,True,,,,,,True,True,,,,False,False
47113,419,556.0,,538.1,,513.0,217.0,,,,,684.3,,428.5,,,547.0,215.5,523.5,554.5,,282.5,379.1,,,,525.0,434.0,886.1,,,,,,699.6,498.1,,,,803.2,623.6,137.0,,119.1,,94.0,-202.0,,,,,265.3,,9.5,,,128.0,-203.5,104.5,135.5,,-136.5,-39.9,,,,106.0,15.0,467.1,,,,,,280.6,79.1,,,,384.2,204.6,,True,,True,False,,,,,False,,True,,,True,False,True,True,,True,True,,,,True,True,False,,,,,,False,True,,,,False,False
47115,111,174.0,,175.0,,175.0,102.0,,,,,184.5,,154.2,,,250.0,132.7,180.6,,,100.0,131.8,,,,243.0,157.0,301.3,,,,,,201.9,140.0,,,,194.2,276.2,63.0,,64.0,,64.0,-9.0,,,,,73.5,,43.2,,,139.0,21.7,69.6,,,-11.0,20.8,,,,132.0,46.0,190.3,,,,,,90.9,29.0,,,,83.2,165.2,,False,,False,True,,,,,False,,True,,,False,True,False,,,True,True,,,,False,True,False,,,,,,False,True,,,,False,False
47117,200,324.0,,283.3,,271.0,326.0,,,,,253.0,,231.9,,,270.0,213.5,217.9,280.0,,217.0,216.8,,,,371.0,238.0,311.9,,,,,,235.9,216.2,,,,384.4,388.9,124.0,,83.3,,71.0,126.0,,,,,53.0,,31.9,,,70.0,13.5,17.9,80.0,,17.0,16.8,,,,171.0,38.0,111.9,,,,,,35.9,16.2,,,,184.4,188.9,,True,,True,False,,,,,True,,True,,,True,True,True,True,,True,True,,,,False,True,True,,,,,,True,True,,,,False,False
47119,611,722.0,,705.2,,608.0,689.0,,,,,770.3,,592.8,,,655.0,285.6,725.5,721.5,,371.0,535.1,,,,819.0,550.0,781.2,,,,,,566.5,548.5,,,,663.4,1215.1,111.0,,94.2,,-3.0,78.0,,,,,159.3,,-18.2,,,44.0,-325.4,114.5,110.5,,-240.0,-75.9,,,,208.0,-61.0,170.2,,,,,,-44.5,-62.5,,,,52.4,604.1,,True,,True,True,,,,,False,,True,,,True,False,False,True,,False,True,,,,False,True,False,,,,,,True,True,,,,True,False
47121,63,98.0,,102.6,,97.0,88.0,,,,,69.5,,70.6,,,104.0,68.4,81.0,,,131.0,77.7,,,,121.0,82.0,144.7,,,,,,,86.3,,,,113.7,120.3,35.0,,39.6,,34.0,25.0,,,,,6.5,,7.6,,,41.0,5.4,18.0,,,68.0,14.7,,,,58.0,19.0,81.7,,,,,,,23.3,,,,50.7,57.3,,False,,True,True,,,,,True,,True,,,False,True,True,,,False,True,,,,False,True,False,,,,,,,True,,,,False,False
47123,264,364.0,,315.7,,291.0,297.0,,,,,302.2,,275.8,,,377.0,187.0,315.0,318.0,,181.0,236.0,,,,404.0,285.0,481.9,,,,,,230.2,223.6,,,,312.9,472.7,100.0,,51.7,,27.0,33.0,,,,,38.2,,11.8,,,113.0,-77.0,51.0,54.0,,-83.0,-28.0,,,,140.0,21.0,217.9,,,,,,-33.8,-40.4,,,,48.9,208.7,,True,,True,True,,,,,True,,True,,,False,True,True,True,,True,True,,,,False,True,False,,,,,,True,True,,,,True,False
