,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
29015,53,58.0,,48.9,,57.0,52.0,,,,,59.6,,50.1,,,109.0,15.1,58.2,,,32.0,41.3,,,,63.0,88.0,101.7,,,,,,,56.4,,,,59.7,128.0,5.0,,-4.1,,4.0,-1.0,,,,,6.6,,-2.9,,,56.0,-37.9,5.2,,,-21.0,-11.7,,,,10.0,35.0,48.7,,,,,,,3.4,,,,6.7,75.0,,True,,True,True,,,,,False,,True,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,True,,,,False,False
29017,24,12.0,,14.5,,20.0,9.0,,,,,35.8,,19.6,,,71.0,5.6,23.9,,,1.0,15.0,,,,19.0,33.0,49.4,,,,,,,25.5,,,,27.8,35.6,-12.0,,-9.5,,-4.0,-15.0,,,,,11.8,,-4.4,,,47.0,-18.4,-0.1,,,-23.0,-9.0,,,,-5.0,9.0,25.4,,,,,,,1.5,,,,3.8,11.6,,True,,True,False,,,,,True,,True,,,False,False,True,,,False,True,,,,True,True,False,,,,,,,True,,,,True,True
29019,585,724.0,,711.4,,688.0,584.0,,,,,776.0,,630.3,,663.6,867.0,265.8,753.2,1442.5,,466.0,568.8,,,,742.0,759.0,1020.2,,,,,,818.5,632.4,537.0,,,688.9,714.7,139.0,,126.4,,103.0,-1.0,,,,,191.0,,45.3,,78.6,282.0,-319.2,168.2,857.5,,-119.0,-16.2,,,,157.0,174.0,435.2,,,,,,233.5,47.4,-48.0,,,103.9,129.7,,True,,True,True,,,,,False,,True,,True,False,False,False,False,,True,True,,,,False,False,False,,,,,,False,True,True,,,True,True
29021,197,244.0,,227.7,,261.0,131.0,,,,,369.9,,256.0,,,652.0,124.7,257.2,4769.5,,164.0,216.3,,,,242.0,278.0,405.7,,,,,,255.0,298.5,,,,331.7,265.8,47.0,,30.7,,64.0,-66.0,,,,,172.9,,59.0,,,455.0,-72.3,60.2,4572.5,,-33.0,19.3,,,,45.0,81.0,208.7,,,,,,58.0,101.5,,,,134.7,68.8,,True,,False,False,,,,,False,,False,,,False,False,False,False,,True,True,,,,True,False,False,,,,,,False,False,,,,False,False
29023,129,178.0,,180.4,,165.0,146.0,,,,,140.8,,144.2,,,344.0,81.6,133.5,141.0,,83.0,114.4,,,,179.0,223.0,180.4,,,,,,179.1,119.9,,,,164.9,204.2,49.0,,51.4,,36.0,17.0,,,,,11.8,,15.2,,,215.0,-47.4,4.5,12.0,,-46.0,-14.6,,,,50.0,94.0,51.4,,,,,,50.1,-9.1,,,,35.9,75.2,,False,,True,True,,,,,True,,True,,,False,True,True,True,,True,True,,,,False,False,False,,,,,,False,True,,,,True,False
29025,18,24.0,,25.2,,25.0,11.0,,,,,21.9,,26.4,,,61.0,9.7,26.6,,,9.0,17.6,,,,21.0,33.0,40.5,,,,,,,39.4,,,,25.5,38.8,6.0,,7.2,,7.0,-7.0,,,,,3.9,,8.4,,,43.0,-8.3,8.6,,,-9.0,-0.4,,,,3.0,15.0,22.5,,,,,,,21.4,,,,7.5,20.8,,False,,False,False,,,,,True,,False,,,False,False,False,,,False,True,,,,True,False,False,,,,,,,False,,,,False,False
29027,173,122.0,,109.1,,125.0,49.0,,,,,156.6,,119.1,,,215.0,45.4,183.4,160.5,,85.0,112.0,,,,127.0,200.0,275.2,,,,,,157.7,142.9,,,,119.1,231.7,-51.0,,-63.9,,-48.0,-124.0,,,,,-16.4,,-53.9,,,42.0,-127.6,10.4,-12.5,,-88.0,-61.0,,,,-46.0,27.0,102.2,,,,,,-15.3,-30.1,,,,-53.9,58.7,,False,,True,False,,,,,True,,False,,,True,False,True,True,,False,False,,,,True,True,False,,,,,,True,True,,,,False,False
29029,115,124.0,,136.0,,127.0,48.0,,,,,154.0,,99.7,,,215.0,45.4,153.3,137.0,,95.0,110.8,,,,126.0,187.0,260.9,,,,,,112.7,116.7,,,,201.7,264.5,9.0,,21.0,,12.0,-67.0,,,,,39.0,,-15.3,,,100.0,-69.6,38.3,22.0,,-20.0,-4.2,,,,11.0,72.0,145.9,,,,,,-2.3,1.7,,,,86.7,149.5,,False,,False,False,,,,,False,,False,,,False,False,False,False,,False,True,,,,False,False,False,,,,,,True,True,,,,False,False
29031,272,196.0,,200.1,,244.0,89.0,,,,,410.4,,194.9,,,509.0,102.1,275.3,1438.0,,88.0,159.3,,,,212.0,310.0,414.7,,,,,,162.3,237.6,,,,308.5,370.5,-76.0,,-71.9,,-28.0,-183.0,,,,,138.4,,-77.1,,,237.0,-169.9,3.3,1166.0,,-184.0,-112.7,,,,-60.0,38.0,142.7,,,,,,-109.7,-34.4,,,,36.5,98.5,,True,,True,False,,,,,False,,False,,,False,False,True,False,,False,False,,,,True,True,False,,,,,,False,True,,,,True,False
29033,61,46.0,,49.3,,44.0,19.0,,,,,29.6,,31.8,,,64.0,13.9,39.5,,,42.0,49.3,,,,47.0,46.0,56.7,,,,,,,63.3,,,,50.2,53.0,-15.0,,-11.7,,-17.0,-42.0,,,,,-31.4,,-29.2,,,3.0,-47.1,-21.5,,,-19.0,-11.7,,,,-14.0,-15.0,-4.3,,,,,,,2.3,,,,-10.8,-8.0,,True,,False,False,,,,,False,,False,,,True,False,False,,,False,True,,,,True,False,True,,,,,,,True,,,,True,True
29035,8,10.0,,9.7,,13.0,3.0,,,,,15.4,,11.7,,,41.0,2.5,11.0,,,1.0,7.8,,,,8.0,19.0,21.6,,,,,,,24.6,,,,16.3,17.1,2.0,,1.7,,5.0,-5.0,,,,,7.4,,3.7,,,33.0,-5.5,3.0,,,-7.0,-0.2,,,,0.0,11.0,13.6,,,,,,,16.6,,,,8.3,9.1,,True,,False,False,,,,,False,,False,,,False,False,False,,,False,True,,,,True,False,False,,,,,,,False,,,,False,False
29037,391,394.0,,430.6,,436.0,178.0,,,,,362.1,,317.4,,,772.0,281.6,392.6,486.0,,423.5,513.4,,,,733.0,485.0,537.5,,,,,,563.7,335.2,,,,464.5,487.4,3.0,,39.6,,45.0,-213.0,,,,,-28.9,,-73.6,,,381.0,-109.4,1.6,95.0,,32.5,122.4,,,,342.0,94.0,146.5,,,,,,172.7,-55.8,,,,73.5,96.4,,False,,False,False,,,,,False,,False,,,False,False,True,False,,False,False,,,,False,False,False,,,,,,False,False,,,,False,False
29039,33,32.0,,36.9,,37.0,20.0,,,,,26.9,,36.1,,,106.0,22.3,36.8,,,42.0,31.5,,,,49.0,59.0,58.0,,,,,,,36.5,,,,44.6,34.9,-1.0,,3.9,,4.0,-13.0,,,,,-6.1,,3.1,,,73.0,-10.7,3.8,,,9.0,-1.5,,,,16.0,26.0,25.0,,,,,,,3.5,,,,11.6,1.9,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
29041,11,36.0,,36.9,,29.0,18.0,,,,,15.6,,26.7,,,50.0,18.9,23.1,,,33.0,24.3,,,,42.0,40.0,24.1,,,,,,,38.1,,,,57.4,43.8,25.0,,25.9,,18.0,7.0,,,,,4.6,,15.7,,,39.0,7.9,12.1,,,22.0,13.3,,,,31.0,29.0,13.1,,,,,,,27.1,,,,46.4,32.8,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,False,True,,,,,,,False,,,,False,False
29043,287,360.0,,330.7,,378.0,183.0,,,,,478.3,,276.1,,,547.0,113.8,365.7,1255.5,,245.0,266.2,,,,350.0,394.0,434.4,,,,,,386.4,271.1,,,,484.7,454.9,73.0,,43.7,,91.0,-104.0,,,,,191.3,,-10.9,,,260.0,-173.2,78.7,968.5,,-42.0,-20.8,,,,63.0,107.0,147.4,,,,,,99.4,-15.9,,,,197.7,167.9,,True,,False,False,,,,,False,,True,,,False,False,False,False,,True,True,,,,True,False,False,,,,,,False,True,,,,False,False
29045,26,36.0,,38.3,,29.0,22.0,,,,,14.5,,17.3,,,33.0,99.6,22.4,,,23.0,26.9,,,,47.0,43.0,20.3,,,,,,,27.9,,,,62.5,34.9,10.0,,12.3,,3.0,-4.0,,,,,-11.5,,-8.7,,,7.0,73.6,-3.6,,,-3.0,0.9,,,,21.0,17.0,-5.7,,,,,,,1.9,,,,36.5,8.9,,False,,True,True,,,,,False,,True,,,True,False,True,,,True,True,,,,False,False,True,,,,,,,True,,,,False,True
29047,380,398.0,,432.2,,412.0,267.0,,,,,439.0,,452.3,,,1623.0,234.9,564.0,1657.5,,281.5,432.2,,,,692.0,563.0,605.1,,,,,,355.5,639.8,267.0,,,492.0,534.4,18.0,,52.2,,32.0,-113.0,,,,,59.0,,72.3,,,1243.0,-145.1,184.0,1277.5,,-98.5,52.2,,,,312.0,183.0,225.1,,,,,,-24.5,259.8,-113.0,,,112.0,154.4,,False,,False,False,,,,,False,,False,,,False,False,False,False,,False,False,,,,False,False,False,,,,,,False,False,False,,,False,False
29049,57,50.0,,49.7,,57.0,37.0,,,,,58.6,,60.6,,,150.0,29.5,70.9,,,45.0,50.5,,,,52.0,81.0,96.5,,,,,,,89.1,,,,76.3,59.4,-7.0,,-7.3,,0.0,-20.0,,,,,1.6,,3.6,,,93.0,-27.5,13.9,,,-12.0,-6.5,,,,-5.0,24.0,39.5,,,,,,,32.1,,,,19.3,2.4,,False,,True,False,,,,,True,,True,,,False,False,False,,,False,True,,,,True,False,False,,,,,,,False,,,,False,True
29051,220,188.0,,194.6,,200.0,68.0,,,,,286.3,,247.7,,,415.0,56.6,281.0,260.0,,59.0,152.1,,,,181.0,337.0,424.9,,,,,,214.6,377.3,,,,190.7,264.4,-32.0,,-25.4,,-20.0,-152.0,,,,,66.3,,27.7,,,195.0,-163.4,61.0,40.0,,-161.0,-67.9,,,,-39.0,117.0,204.9,,,,,,-5.4,157.3,,,,-29.3,44.4,,True,,True,False,,,,,False,,True,,,False,False,False,False,,False,False,,,,False,False,False,,,,,,True,False,,,,True,False
29053,47,36.0,,37.1,,59.0,33.0,,,,,55.7,,31.7,,,109.0,60.5,62.1,,,31.0,40.9,,,,57.0,84.0,102.3,,,,,,,100.0,,,,61.9,71.5,-11.0,,-9.9,,12.0,-14.0,,,,,8.7,,-15.3,,,62.0,13.5,15.1,,,-16.0,-6.1,,,,10.0,37.0,55.3,,,,,,,53.0,,,,14.9,24.5,,True,,False,False,,,,,True,,False,,,False,False,False,,,False,True,,,,True,False,False,,,,,,,False,,,,False,False
29055,65,78.0,,80.1,,87.0,33.0,,,,,79.9,,75.1,,,114.0,29.9,88.3,,,52.0,69.3,,,,81.0,115.0,161.1,,,,,,,71.2,,,,103.1,93.8,13.0,,15.1,,22.0,-32.0,,,,,14.9,,10.1,,,49.0,-35.1,23.3,,,-13.0,4.3,,,,16.0,50.0,96.1,,,,,,,6.2,,,,38.1,28.8,,False,,False,False,,,,,False,,True,,,False,False,False,,,False,True,,,,False,False,False,,,,,,,True,,,,False,False
29057,14,14.0,,14.0,,17.0,6.0,,,,,25.2,,18.7,,,58.0,6.9,17.0,,,10.0,21.0,,,,15.0,23.0,22.6,,,,,,,19.4,,,,25.1,,0.0,,0.0,,3.0,-8.0,,,,,11.2,,4.7,,,44.0,-7.1,3.0,,,-4.0,7.0,,,,1.0,9.0,8.6,,,,,,,5.4,,,,11.1,,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,
29059,34,44.0,,41.6,,40.0,27.0,,,,,27.9,,35.1,,,86.0,16.8,31.7,,,42.0,29.6,,,,37.0,45.0,54.5,,,,,,,45.7,,,,57.8,41.9,10.0,,7.6,,6.0,-7.0,,,,,-6.1,,1.1,,,52.0,-17.2,-2.3,,,8.0,-4.4,,,,3.0,11.0,20.5,,,,,,,11.7,,,,23.8,7.9,,True,,True,True,,,,,True,,True,,,False,False,True,,,True,True,,,,True,False,False,,,,,,,False,,,,False,True
29061,38,26.0,,28.2,,27.0,16.0,,,,,20.7,,28.7,,,62.0,9.1,29.9,,,18.0,26.7,,,,28.0,35.0,55.1,,,,,,,55.6,,,,38.1,27.0,-12.0,,-9.8,,-11.0,-22.0,,,,,-17.3,,-9.3,,,24.0,-28.9,-8.1,,,-20.0,-11.3,,,,-10.0,-3.0,17.1,,,,,,,17.6,,,,0.1,-11.0,,True,,True,False,,,,,False,,True,,,False,False,True,,,False,True,,,,True,True,False,,,,,,,False,,,,True,True
29063,29,48.0,,50.9,,37.0,31.0,,,,,29.8,,43.5,,,83.0,21.4,41.2,,,25.0,31.5,,,,49.0,50.0,58.4,,,,,,,64.7,,,,50.5,42.2,19.0,,21.9,,8.0,2.0,,,,,0.8,,14.5,,,54.0,-7.6,12.2,,,-4.0,2.5,,,,20.0,21.0,29.4,,,,,,,35.7,,,,21.5,13.2,,False,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,False,False,False,,,,,,,False,,,,False,True
29065,29,42.0,,42.4,,41.0,24.0,,,,,29.6,,35.7,,,81.0,38.4,32.8,,,12.0,26.7,,,,43.0,55.0,63.8,,,,,,,42.6,,,,47.5,,13.0,,13.4,,12.0,-5.0,,,,,0.6,,6.7,,,52.0,9.4,3.8,,,-17.0,-2.3,,,,14.0,26.0,34.8,,,,,,,13.6,,,,18.5,,,False,,True,True,,,,,True,,True,,,False,True,True,,,False,True,,,,False,False,False,,,,,,,False,,,,False,
29067,22,48.0,,46.3,,46.0,29.0,,,,,34.9,,35.0,,,73.0,24.5,49.0,,,36.0,36.5,,,,54.0,56.0,61.6,,,,,,,40.9,,,,60.0,,26.0,,24.3,,24.0,7.0,,,,,12.9,,13.0,,,51.0,2.5,27.0,,,14.0,14.5,,,,32.0,34.0,39.6,,,,,,,18.9,,,,38.0,,,True,,True,True,,,,,True,,True,,,False,True,False,,,True,True,,,,False,False,False,,,,,,,True,,,,False,
29069,67,94.0,,97.4,,97.0,53.0,,,,,105.7,,83.5,,,259.0,46.5,96.2,97.0,,66.0,74.6,,,,102.0,126.0,139.5,,,,,,107.7,115.8,,,,123.1,133.6,27.0,,30.4,,30.0,-14.0,,,,,38.7,,16.5,,,192.0,-20.5,29.2,30.0,,-1.0,7.6,,,,35.0,59.0,72.5,,,,,,40.7,48.8,,,,56.1,66.6,,False,,False,True,,,,,False,,True,,,False,True,False,False,,True,True,,,,False,False,False,,,,,,False,False,,,,False,False
29071,331,536.0,,566.7,,493.0,334.0,,,,,381.1,,390.4,,,483.0,241.4,463.0,569.0,,339.0,376.5,,,,549.0,594.0,723.5,,,,,,470.1,312.3,,,,650.6,577.1,205.0,,235.7,,162.0,3.0,,,,,50.1,,59.4,,,152.0,-89.6,132.0,238.0,,8.0,45.5,,,,218.0,263.0,392.5,,,,,,139.1,-18.7,,,,319.6,246.1,,False,,True,True,,,,,True,,True,,,True,True,True,False,,True,True,,,,False,False,False,,,,,,True,True,,,,False,False
29073,36,64.0,,71.0,,62.0,43.0,,,,,34.3,,52.2,,,65.0,42.8,52.9,,,65.0,51.0,,,,72.0,72.0,72.3,,,,,,,81.5,,,,127.9,61.8,28.0,,35.0,,26.0,7.0,,,,,-1.7,,16.2,,,29.0,6.8,16.9,,,29.0,15.0,,,,36.0,36.0,36.3,,,,,,,45.5,,,,91.9,25.8,,False,,True,True,,,,,True,,True,,,False,True,True,,,False,True,,,,False,False,False,,,,,,,False,,,,False,True
29075,29,46.0,,44.8,,42.0,19.0,,,,,24.1,,33.6,,,49.0,12.6,31.8,,,43.0,32.6,,,,42.0,45.0,48.7,,,,,,,51.8,,,,71.5,67.9,17.0,,15.8,,13.0,-10.0,,,,,-4.9,,4.6,,,20.0,-16.4,2.8,,,14.0,3.6,,,,13.0,16.0,19.7,,,,,,,22.8,,,,42.5,38.9,,True,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,True,True,False,,,,,,,False,,,,False,False
29077,891,1138.0,,1021.0,,985.0,550.0,,,,,1505.3,,946.9,,902.6,1963.0,408.0,1365.5,4541.0,,844.0,887.0,,,,1111.0,1198.0,1496.9,,,,,,947.3,829.0,587.0,,,1421.2,1124.1,247.0,,130.0,,94.0,-341.0,,,,,614.3,,55.9,,11.6,1072.0,-483.0,474.5,3650.0,,-47.0,-4.0,,,,220.0,307.0,605.9,,,,,,56.3,-62.0,-304.0,,,530.2,233.1,,True,,True,False,,,,,False,,True,,True,False,False,False,False,,True,True,,,,True,False,False,,,,,,True,True,False,,,False,True
29079,29,32.0,,32.9,,34.0,27.0,,,,,28.7,,29.6,,,82.0,19.8,31.3,,,31.0,32.4,,,,36.0,48.0,63.2,,,,,,,40.3,,,,50.5,,3.0,,3.9,,5.0,-2.0,,,,,-0.3,,0.6,,,53.0,-9.2,2.3,,,2.0,3.4,,,,7.0,19.0,34.2,,,,,,,11.3,,,,21.5,,,False,,False,True,,,,,True,,True,,,False,False,True,,,True,False,,,,False,False,False,,,,,,,False,,,,False,
29081,62,62.0,,66.5,,56.0,25.0,,,,,31.0,,39.2,,,58.0,51.0,38.4,,,54.0,43.4,,,,73.0,67.0,69.2,,,,,,,57.1,,,,56.7,80.7,0.0,,4.5,,-6.0,-37.0,,,,,-31.0,,-22.8,,,-4.0,-11.0,-23.6,,,-8.0,-18.6,,,,11.0,5.0,7.2,,,,,,,-4.9,,,,-5.3,18.7,,False,,False,False,,,,,False,,False,,,False,False,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
29083,79,56.0,,41.5,,67.0,40.0,,,,,59.7,,68.6,,,159.0,33.5,63.8,71.5,,55.0,61.8,,,,65.0,96.0,105.4,,,,,,,67.0,,,,72.0,125.2,-23.0,,-37.5,,-12.0,-39.0,,,,,-19.3,,-10.4,,,80.0,-45.5,-15.2,-7.5,,-24.0,-17.2,,,,-14.0,17.0,26.4,,,,,,,-12.0,,,,-7.0,46.2,,False,,True,False,,,,,True,,True,,,False,False,True,True,,False,True,,,,True,True,False,,,,,,,True,,,,True,False
29085,7,2.0,,5.3,,8.0,2.0,,,,,15.3,,10.0,,,50.0,7.6,11.2,,,0.0,5.2,,,,,19.0,21.3,,,,,,,20.5,,,,7.9,,-5.0,,-1.7,,1.0,-5.0,,,,,8.3,,3.0,,,43.0,0.6,4.2,,,-7.0,-1.8,,,,,12.0,14.3,,,,,,,13.5,,,,0.9,,,True,,True,False,,,,,False,,True,,,False,True,True,,,False,True,,,,,False,False,,,,,,,False,,,,True,
29087,8,16.0,,14.9,,13.0,0.0,,,,,10.2,,18.0,,,25.0,2.4,7.7,,,7.0,10.8,,,,11.0,19.0,16.9,,,,,,,28.2,,,,15.0,15.9,8.0,,6.9,,5.0,-8.0,,,,,2.2,,10.0,,,17.0,-5.6,-0.3,,,-1.0,2.8,,,,3.0,11.0,8.9,,,,,,,20.2,,,,7.0,7.9,,True,,True,False,,,,,True,,False,,,False,True,True,,,True,True,,,,True,False,False,,,,,,,False,,,,True,True
29089,13,26.0,,23.6,,25.0,15.0,,,,,22.3,,21.0,,,53.0,11.5,22.1,,,13.0,22.7,,,,24.0,39.0,43.9,,,,,,,40.6,,,,37.7,39.6,13.0,,10.6,,12.0,2.0,,,,,9.3,,8.0,,,40.0,-1.5,9.1,,,0.0,9.7,,,,11.0,26.0,30.9,,,,,,,27.6,,,,24.7,26.6,,True,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,True,False,False,,,,,,,False,,,,False,False
29091,69,108.0,,103.2,,121.0,70.0,,,,,150.5,,115.5,,,289.0,67.8,143.5,150.5,,97.0,97.4,,,,167.0,174.0,195.9,,,,,,,85.1,,,,138.3,188.0,39.0,,34.2,,52.0,1.0,,,,,81.5,,46.5,,,220.0,-1.2,74.5,81.5,,28.0,28.4,,,,98.0,105.0,126.9,,,,,,,16.1,,,,69.3,119.0,,True,,False,True,,,,,False,,False,,,False,True,False,False,,True,True,,,,False,False,False,,,,,,,True,,,,False,False
29093,9,4.0,,6.1,,12.0,7.0,,,,,23.7,,16.9,,,58.0,6.7,22.9,,,0.0,8.5,,,,,25.0,31.3,,,,,,,31.1,,,,9.1,23.4,-5.0,,-2.9,,3.0,-2.0,,,,,14.7,,7.9,,,49.0,-2.3,13.9,,,-9.0,-0.5,,,,,16.0,22.3,,,,,,,22.1,,,,0.1,14.4,,True,,True,True,,,,,False,,False,,,False,True,False,,,False,True,,,,,False,False,,,,,,,False,,,,True,False
29095,1652,1624.0,,1462.9,5911.2,1670.0,1770.0,,,,,1253.8,,1623.5,,,4403.0,1091.3,1973.8,3474.0,,1756.0,1887.9,,,,2833.0,1843.0,2158.9,,,,,,1522.7,1829.8,1463.0,,,574.5,1908.7,-28.0,,-189.1,4259.2,18.0,118.0,,,,,-398.2,,-28.5,,,2751.0,-560.7,321.8,1822.0,,104.0,235.9,,,,1181.0,191.0,506.9,,,,,,-129.3,177.8,-189.0,,,-1077.5,256.7,,False,False,True,False,,,,,False,,False,,,False,False,False,False,,False,False,,,,False,False,False,,,,,,False,False,False,,,False,False
29097,580,610.0,,620.2,,524.0,371.0,,,,,353.5,,326.5,,,1187.0,232.5,543.3,587.0,,386.0,417.4,,,,577.0,579.0,707.0,,,,,,547.4,543.4,,,,743.9,633.4,30.0,,40.2,,-56.0,-209.0,,,,,-226.5,,-253.5,,,607.0,-347.5,-36.7,7.0,,-194.0,-162.6,,,,-3.0,-1.0,127.0,,,,,,-32.6,-36.6,,,,163.9,53.4,,False,,False,False,,,,,False,,False,,,False,False,False,True,,False,False,,,,True,True,False,,,,,,False,False,,,,False,False
29099,767,1150.0,,1225.5,,1167.0,1040.0,,,,,977.3,,807.0,,,1134.0,472.8,906.1,3067.0,,659.0,830.2,,,,1188.0,1253.0,1680.5,,,,,,1212.6,794.0,705.0,,,945.6,1353.6,383.0,,458.5,,400.0,273.0,,,,,210.3,,40.0,,,367.0,-294.2,139.1,2300.0,,-108.0,63.2,,,,421.0,486.0,913.5,,,,,,445.6,27.0,-62.0,,,178.6,586.6,,False,,False,True,,,,,True,,True,,,True,True,True,False,,True,True,,,,False,False,False,,,,,,False,True,True,,,True,False
29101,135,166.0,,168.0,,160.0,104.0,,,,,140.0,,138.0,,,372.0,65.3,163.1,160.0,,81.0,138.0,,,,153.0,233.0,224.2,,,,,,199.2,138.2,,,,205.3,122.7,31.0,,33.0,,25.0,-31.0,,,,,5.0,,3.0,,,237.0,-69.7,28.1,25.0,,-54.0,3.0,,,,18.0,98.0,89.2,,,,,,64.2,3.2,,,,70.3,-12.3,,False,,True,False,,,,,True,,True,,,False,False,True,True,,False,True,,,,True,False,False,,,,,,False,True,,,,False,True
29103,6,16.0,,15.5,,10.0,0.0,,,,,5.1,,12.2,,,23.0,12.4,9.1,,,8.0,7.1,,,,10.0,15.0,10.0,,,,,,,29.1,,,,18.1,,10.0,,9.5,,4.0,-6.0,,,,,-0.9,,6.2,,,17.0,6.4,3.1,,,2.0,1.1,,,,4.0,9.0,4.0,,,,,,,23.1,,,,12.1,,,True,,True,True,,,,,True,,True,,,False,True,True,,,True,True,,,,True,True,True,,,,,,,False,,,,False,
29105,116,90.0,,82.2,,106.0,52.0,,,,,122.9,,77.5,,,189.0,43.4,132.3,117.0,,68.0,84.0,,,,84.0,138.0,134.5,,,,,,,73.9,,,,129.8,137.6,-26.0,,-33.8,,-10.0,-64.0,,,,,6.9,,-38.5,,,73.0,-72.6,16.3,1.0,,-48.0,-32.0,,,,-32.0,22.0,18.5,,,,,,,-42.1,,,,13.8,21.6,,False,,True,False,,,,,True,,False,,,False,False,True,True,,False,False,,,,False,True,True,,,,,,,False,,,,True,True
29107,123,142.0,,144.7,,124.0,120.0,,,,,104.8,,110.4,,,231.0,45.1,111.3,119.0,,99.0,112.1,,,,123.0,160.0,152.1,,,,,,129.2,155.4,,,,231.6,128.8,19.0,,21.7,,1.0,-3.0,,,,,-18.2,,-12.6,,,108.0,-77.9,-11.7,-4.0,,-24.0,-10.9,,,,0.0,37.0,29.1,,,,,,6.2,32.4,,,,108.6,5.8,,False,,True,True,,,,,True,,True,,,False,False,True,True,,False,True,,,,True,False,False,,,,,,True,False,,,,False,True
29109,96,112.0,,132.1,,123.0,46.0,,,,,105.7,,89.8,,,324.0,6.4,116.5,117.5,,93.0,102.7,,,,79.0,139.0,141.2,,,,,,,115.1,,,,151.2,155.3,16.0,,36.1,,27.0,-50.0,,,,,9.7,,-6.2,,,228.0,-89.6,20.5,21.5,,-3.0,6.7,,,,-17.0,43.0,45.2,,,,,,,19.1,,,,55.2,59.3,,False,,False,False,,,,,True,,True,,,False,False,False,False,,True,True,,,,False,False,False,,,,,,,False,,,,False,False
