,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,COVIDhub-trained_ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,FDANIHASU-Sweight,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MIT_ISOLAT-Mixtures,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-COVIDhub-trained_ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-FDANIHASU-Sweight,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MIT_ISOLAT-Mixtures,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-COVIDhub-trained_ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-FDANIHASU-Sweight,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MIT_ISOLAT-Mixtures,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
26131,25,28.0,,28.6,,23.0,24.0,0.0,,,,,4.9,,,6.8,,,8.0,96.1,,23.8,,,34.0,17.2,,,,36.0,19.0,11.5,,,,,,,23.9,,,,28.9,26.4,3.0,,3.6,,-2.0,-1.0,-25.0,,,,,-20.1,,,-18.2,,,-17.0,71.1,,-1.2,,,9.0,-7.8,,,,11.0,-6.0,-13.5,,,,,,,-1.1,,,,3.9,1.4,,False,,True,True,False,,,,,False,,,False,,,False,False,,True,,,False,False,,,,False,False,False,,,,,,,True,,,,False,True
26133,22,18.0,,18.3,,17.0,19.0,14.0,,,,,14.9,,,20.0,,,40.0,11.6,,24.4,,,12.0,11.3,,,,20.0,16.0,28.0,,,,,,,27.2,,,,17.9,23.4,-4.0,,-3.7,,-5.0,-3.0,-8.0,,,,,-7.1,,,-2.0,,,18.0,-10.4,,2.4,,,-10.0,-10.7,,,,-2.0,-6.0,6.0,,,,,,,5.2,,,,-4.1,1.4,,True,,False,True,False,,,,,False,,,True,,,False,False,,True,,,False,False,,,,True,False,False,,,,,,,False,,,,False,True
26135,11,24.0,,23.1,,13.0,14.0,10.0,,,,,5.6,,,7.9,,,14.0,13.8,,10.2,,,9.0,11.8,,,,27.0,16.0,10.6,,,,,,,15.7,,,,13.9,18.0,13.0,,12.1,,2.0,3.0,-1.0,,,,,-5.4,,,-3.1,,,3.0,2.8,,-0.8,,,-2.0,0.8,,,,16.0,5.0,-0.4,,,,,,,4.7,,,,2.9,7.0,,True,,True,True,True,,,,,True,,,True,,,True,True,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,True,True
26137,24,10.0,,9.6,,9.0,12.0,7.0,,,,,13.9,,,13.2,,,56.0,2.6,,17.2,,,4.0,6.3,,,,7.0,7.0,22.0,,,,,,,18.8,,,,13.8,17.3,-14.0,,-14.4,,-15.0,-12.0,-17.0,,,,,-10.1,,,-10.8,,,32.0,-21.4,,-6.8,,,-20.0,-17.7,,,,-17.0,-17.0,-2.0,,,,,,,-5.2,,,,-10.2,-6.7,,False,,False,True,False,,,,,True,,,True,,,False,False,,True,,,False,False,,,,False,False,True,,,,,,,True,,,,True,True
26139,323,461.0,,427.9,,395.0,420.0,387.0,,,,,275.1,,,396.8,,,497.0,328.9,,461.6,434.0,,369.0,351.1,,,,451.0,394.0,523.5,,,,,,528.3,363.7,332.0,,,394.9,455.5,138.0,,104.9,,72.0,97.0,64.0,,,,,-47.9,,,73.8,,,174.0,5.9,,138.6,111.0,,46.0,28.1,,,,128.0,71.0,200.5,,,,,,205.3,40.7,9.0,,,71.9,132.5,,True,,True,True,True,,,,,True,,,True,,,False,True,,False,True,,True,True,,,,True,True,False,,,,,,False,True,True,,,True,True
26141,13,16.0,,14.2,,12.0,13.0,7.0,,,,,9.8,,,30.1,,,13.0,12.9,,12.8,,,11.0,10.1,,,,21.0,12.0,15.1,,,,,,,15.2,,,,11.1,15.7,3.0,,1.2,,-1.0,0.0,-6.0,,,,,-3.2,,,17.1,,,0.0,-0.1,,-0.2,,,-2.0,-2.9,,,,8.0,-1.0,2.1,,,,,,,2.2,,,,-1.9,2.7,,True,,True,True,False,,,,,False,,,False,,,True,True,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,True,True
26143,17,18.0,,17.7,,15.0,17.0,15.0,,,,,14.6,,,6.3,,,34.0,12.1,,15.2,,,13.0,11.8,,,,22.0,12.0,23.7,,,,,,,27.2,,,,15.6,23.1,1.0,,0.7,,-2.0,0.0,-2.0,,,,,-2.4,,,-10.7,,,17.0,-4.9,,-1.8,,,-4.0,-5.2,,,,5.0,-5.0,6.7,,,,,,,10.2,,,,-1.4,6.1,,True,,False,True,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
26145,223,265.0,,264.9,,253.0,264.0,253.0,,,,,229.4,,,175.9,,,363.0,164.9,,326.3,633.0,,232.0,187.3,,,,276.0,177.0,321.3,,,,,,428.9,346.4,104.0,,,244.8,328.4,42.0,,41.9,,30.0,41.0,30.0,,,,,6.4,,,-47.1,,,140.0,-58.1,,103.3,410.0,,9.0,-35.7,,,,53.0,-46.0,98.3,,,,,,205.9,123.4,-119.0,,,21.8,105.4,,True,,True,True,True,,,,,True,,,False,,,False,False,,False,False,,True,True,,,,False,False,False,,,,,,False,False,False,,,True,False
26147,124,147.0,,156.9,,143.0,155.0,117.0,,,,,120.6,,,107.1,,,176.0,84.5,,189.0,151.0,,100.0,107.1,,,,158.0,132.0,232.0,,,,,,142.1,203.2,87.0,,,115.9,194.2,23.0,,32.9,,19.0,31.0,-7.0,,,,,-3.4,,,-16.9,,,52.0,-39.5,,65.0,27.0,,-24.0,-16.9,,,,34.0,8.0,108.0,,,,,,18.1,79.2,-37.0,,,-8.1,70.2,,False,,True,False,True,,,,,True,,,True,,,False,False,,False,False,,False,True,,,,False,True,False,,,,,,True,False,False,,,True,False
26149,95,137.0,,131.6,,114.0,119.0,116.0,,,,,74.6,,,160.7,,,108.0,79.4,,130.5,149.0,,91.0,98.6,,,,136.0,109.0,111.1,,,,,,128.4,133.1,,,,126.4,160.5,42.0,,36.6,,19.0,24.0,21.0,,,,,-20.4,,,65.7,,,13.0,-15.6,,35.5,54.0,,-4.0,3.6,,,,41.0,14.0,16.1,,,,,,33.4,38.1,,,,31.4,65.5,,True,,True,True,True,,,,,True,,,False,,,True,True,,True,False,,True,True,,,,True,True,True,,,,,,True,True,,,,True,False
26151,32,68.0,,69.7,,61.0,62.0,74.0,,,,,38.0,,,65.4,,,29.0,52.1,,47.0,57.5,,58.0,49.0,,,,75.0,51.0,79.7,,,,,,,64.7,,,,75.0,69.2,36.0,,37.7,,29.0,30.0,42.0,,,,,6.0,,,33.4,,,-3.0,20.1,,15.0,25.5,,26.0,17.0,,,,43.0,19.0,47.7,,,,,,,32.7,,,,43.0,37.2,,False,,True,True,False,,,,,True,,,True,,,True,True,,True,True,,True,True,,,,False,True,False,,,,,,,True,,,,False,False
26153,6,2.0,,1.9,,2.0,4.0,0.0,,,,,2.2,,,10.7,,,16.0,0.7,,3.1,,,6.0,0.8,,,,2.0,2.0,,,,,,,,7.5,,,,0.8,4.7,-4.0,,-4.1,,-4.0,-2.0,-6.0,,,,,-3.8,,,4.7,,,10.0,-5.3,,-2.9,,,0.0,-5.2,,,,-4.0,-4.0,,,,,,,,1.5,,,,-5.2,-1.3,,False,,False,True,False,,,,,True,,,False,,,False,False,,True,,,True,False,,,,False,False,,,,,,,,True,,,,False,True
26155,71,96.0,,95.4,,83.0,95.0,78.0,,,,,53.2,,,124.9,,,137.0,82.2,,83.6,77.0,,68.0,71.4,,,,105.0,74.0,116.7,,,,,,89.4,112.9,,,,83.1,126.3,25.0,,24.4,,12.0,24.0,7.0,,,,,-17.8,,,53.9,,,66.0,11.2,,12.6,6.0,,-3.0,0.4,,,,34.0,3.0,45.7,,,,,,18.4,41.9,,,,12.1,55.3,,True,,True,True,True,,,,,True,,,False,,,False,True,,True,True,,True,True,,,,False,True,False,,,,,,True,False,,,,True,False
26157,41,67.0,,60.1,,57.0,54.0,59.0,,,,,41.8,,,71.6,,,75.0,18.8,,64.3,58.0,,41.0,40.9,,,,58.0,49.0,87.4,,,,,,59.8,75.9,,,,52.8,56.4,26.0,,19.1,,16.0,13.0,18.0,,,,,0.8,,,30.6,,,34.0,-22.2,,23.3,17.0,,0.0,-0.1,,,,17.0,8.0,46.4,,,,,,18.8,34.9,,,,11.8,15.4,,True,,True,True,True,,,,,True,,,False,,,False,True,,True,True,,True,True,,,,True,True,False,,,,,,True,False,,,,True,True
26159,91,105.0,,114.7,,89.0,88.0,85.0,,,,,65.9,,,147.6,,,111.0,52.0,,100.1,101.0,,54.0,75.8,,,,105.0,92.0,106.1,,,,,,115.4,91.1,,,,71.7,107.2,14.0,,23.7,,-2.0,-3.0,-6.0,,,,,-25.1,,,56.6,,,20.0,-39.0,,9.1,10.0,,-37.0,-15.2,,,,14.0,1.0,15.1,,,,,,24.4,0.1,,,,-19.3,16.2,,False,,True,True,True,,,,,False,,,False,,,False,False,,True,True,,False,False,,,,False,True,False,,,,,,False,True,,,,False,False
26161,617,792.0,,791.8,,622.0,602.0,1098.0,,,,,300.3,,,601.6,,783.5,722.0,323.6,,490.5,1060.5,,578.0,584.2,,,,735.0,510.0,597.8,,,,,,801.9,775.9,389.0,,,747.9,654.5,175.0,,174.8,,5.0,-15.0,481.0,,,,,-316.7,,,-15.4,,166.5,105.0,-293.4,,-126.5,443.5,,-39.0,-32.8,,,,118.0,-107.0,-19.2,,,,,,184.9,158.9,-228.0,,,130.9,37.5,,True,,True,True,False,,,,,False,,,True,,True,True,False,,True,False,,True,True,,,,True,True,True,,,,,,False,True,False,,,True,True
26163,1445,1996.0,,2072.0,2101.0,1683.0,2010.0,2090.0,,,,,1213.8,,,1844.4,,1668.2,2969.0,1553.2,,2115.6,3271.5,,1561.0,1566.1,,,,1899.0,1299.0,2560.1,,,,,,2262.7,2254.0,1178.0,,,1304.1,2781.8,551.0,,627.0,656.0,238.0,565.0,645.0,,,,,-231.2,,,399.4,,223.2,1524.0,108.2,,670.6,1826.5,,116.0,121.1,,,,454.0,-146.0,1115.1,,,,,,817.7,809.0,-267.0,,,-140.9,1336.8,,False,False,True,False,False,,,,,True,,,True,,True,False,True,,False,False,,True,True,,,,True,True,False,,,,,,False,False,True,,,True,False
26165,42,66.0,,65.0,,53.0,51.0,59.0,,,,,24.5,,,60.8,,,60.0,50.3,,46.1,52.5,,58.0,44.0,,,,75.0,47.0,39.2,,,,,,,68.8,,,,58.7,53.0,24.0,,23.0,,11.0,9.0,17.0,,,,,-17.5,,,18.8,,,18.0,8.3,,4.1,10.5,,16.0,2.0,,,,33.0,5.0,-2.8,,,,,,,26.8,,,,16.7,11.0,,True,,True,True,True,,,,,True,,,True,,,True,True,,True,True,,True,True,,,,False,True,True,,,,,,,False,,,,True,True
27001,21,14.0,,12.8,,17.0,20.0,7.0,,,,,11.3,,,15.3,,,17.0,28.6,,22.7,,,15.0,16.8,,,,28.0,25.0,22.6,,,,,,,15.2,,,,16.5,21.9,-7.0,,-8.2,,-4.0,-1.0,-14.0,,,,,-9.7,,,-5.7,,,-4.0,7.6,,1.7,,,-6.0,-4.2,,,,7.0,4.0,1.6,,,,,,,-5.8,,,,-4.5,0.9,,False,,True,True,False,,,,,False,,,True,,,True,False,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,True,True
27003,429,426.0,,420.3,,390.0,401.0,423.0,,,,,285.5,,,355.1,,,556.0,183.9,,489.0,432.5,,273.0,351.0,,,,383.0,516.0,519.3,,,,,,445.5,408.2,334.0,,,389.7,436.2,-3.0,,-8.7,,-39.0,-28.0,-6.0,,,,,-143.5,,,-73.9,,,127.0,-245.1,,60.0,3.5,,-156.0,-78.0,,,,-46.0,87.0,90.3,,,,,,16.5,-20.8,-95.0,,,-39.3,7.2,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,False,,False,False,,,,False,False,False,,,,,,False,False,False,,,False,False
27005,31,35.0,,35.2,,42.0,38.0,41.0,,,,,26.6,,,34.4,,,37.0,45.4,,42.8,42.5,,31.0,32.5,,,,40.0,49.0,39.9,,,,,,28.7,28.1,,,,43.9,42.8,4.0,,4.2,,11.0,7.0,10.0,,,,,-4.4,,,3.4,,,6.0,14.4,,11.8,11.5,,0.0,1.5,,,,9.0,18.0,8.9,,,,,,-2.3,-2.9,,,,12.9,11.8,,False,,False,False,False,,,,,False,,,True,,,False,False,,False,False,,True,True,,,,False,False,False,,,,,,True,True,,,,False,False
27007,45,52.0,,55.5,,52.0,53.0,52.0,,,,,41.3,,,78.9,,,42.0,32.4,,60.3,78.5,,35.0,41.6,,,,53.0,70.0,73.9,,,,,,,40.4,,,,41.2,58.9,7.0,,10.5,,7.0,8.0,7.0,,,,,-3.7,,,33.9,,,-3.0,-12.6,,15.3,33.5,,-10.0,-3.4,,,,8.0,25.0,28.9,,,,,,,-4.6,,,,-3.8,13.9,,False,,False,False,False,,,,,True,,,False,,,True,False,,False,False,,False,True,,,,False,False,False,,,,,,,True,,,,True,False
27009,56,46.0,,50.0,,44.0,49.0,40.0,,,,,36.5,,,70.6,,,59.0,17.1,,63.2,50.0,,38.0,47.3,,,,38.0,59.0,58.6,,,,,,68.5,37.8,,,,34.9,57.8,-10.0,,-6.0,,-12.0,-7.0,-16.0,,,,,-19.5,,,14.6,,,3.0,-38.9,,7.2,-6.0,,-18.0,-8.7,,,,-18.0,3.0,2.6,,,,,,12.5,-18.2,,,,-21.1,1.8,,True,,False,True,False,,,,,False,,,False,,,True,False,,True,True,,False,True,,,,False,True,True,,,,,,False,False,,,,False,True
27011,10,2.0,,3.3,,6.0,6.0,0.0,,,,,4.7,,,3.3,,,6.0,24.5,,5.8,,,0.0,2.1,,,,,6.0,17.1,,,,,,,6.5,,,,7.0,6.9,-8.0,,-6.7,,-4.0,-4.0,-10.0,,,,,-5.3,,,-6.7,,,-4.0,14.5,,-4.2,,,-10.0,-7.9,,,,,-4.0,7.1,,,,,,,-3.5,,,,-3.0,-3.1,,True,,True,True,False,,,,,True,,,True,,,True,False,,True,,,False,True,,,,,True,True,,,,,,,True,,,,True,True
27013,64,76.0,,77.8,,70.0,67.0,53.0,,,,,67.9,,,72.1,,,98.0,37.6,,83.1,89.0,,40.0,44.6,,,,72.0,76.0,89.8,,,,,,76.6,68.1,,,,64.8,90.8,12.0,,13.8,,6.0,3.0,-11.0,,,,,3.9,,,8.1,,,34.0,-26.4,,19.1,25.0,,-24.0,-19.4,,,,8.0,12.0,25.8,,,,,,12.6,4.1,,,,0.8,26.8,,False,,True,True,True,,,,,True,,,True,,,False,False,,False,False,,False,False,,,,True,False,False,,,,,,False,True,,,,True,False
27015,53,44.0,,46.0,,37.0,38.0,41.0,,,,,23.7,,,39.4,,,33.0,13.5,,34.3,,,33.0,36.3,,,,38.0,44.0,35.5,,,,,,,42.1,,,,37.7,42.6,-9.0,,-7.0,,-16.0,-15.0,-12.0,,,,,-29.3,,,-13.6,,,-20.0,-39.5,,-18.7,,,-20.0,-16.7,,,,-15.0,-9.0,-17.5,,,,,,,-10.9,,,,-15.3,-10.4,,True,,False,False,False,,,,,False,,,False,,,False,False,,False,,,False,False,,,,False,False,False,,,,,,,False,,,,False,False
27017,48,47.0,,52.8,,41.0,44.0,41.0,,,,,33.0,,,53.6,,,49.0,21.5,,47.2,60.5,,38.0,40.0,,,,45.0,52.0,40.4,,,,,,71.6,39.6,,,,42.3,52.4,-1.0,,4.8,,-7.0,-4.0,-7.0,,,,,-15.0,,,5.6,,,1.0,-26.5,,-0.8,12.5,,-10.0,-8.0,,,,-3.0,4.0,-7.6,,,,,,23.6,-8.4,,,,-5.7,4.4,,False,,False,False,False,,,,,False,,,False,,,False,False,,True,False,,False,False,,,,False,False,False,,,,,,False,False,,,,False,False
27019,124,105.0,,78.2,,81.0,106.0,82.0,,,,,79.2,,,101.5,,,138.0,42.6,,109.8,102.0,,72.0,80.7,,,,105.0,112.0,173.1,,,,,,106.6,87.7,,,,56.5,135.6,-19.0,,-45.8,,-43.0,-18.0,-42.0,,,,,-44.8,,,-22.5,,,14.0,-81.4,,-14.2,-22.0,,-52.0,-43.3,,,,-19.0,-12.0,49.1,,,,,,-17.4,-36.3,,,,-67.5,11.6,,False,,False,True,False,,,,,False,,,False,,,True,False,,True,False,,False,False,,,,False,True,False,,,,,,True,False,,,,False,True
27021,12,14.0,,15.1,,23.0,20.0,24.0,,,,,19.0,,,19.1,,,25.0,20.1,,26.9,30.0,,5.0,13.0,,,,23.0,24.0,41.9,,,,,,,18.2,,,,12.0,27.8,2.0,,3.1,,11.0,8.0,12.0,,,,,7.0,,,7.1,,,13.0,8.1,,14.9,18.0,,-7.0,1.0,,,,11.0,12.0,29.9,,,,,,,6.2,,,,0.0,15.8,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,False,,False,True,,,,False,False,False,,,,,,,False,,,,True,False
27023,8,13.0,,12.4,,13.0,11.0,2.0,,,,,10.7,,,7.7,,,14.0,12.8,,14.2,,,2.0,7.3,,,,11.0,15.0,19.5,,,,,,,13.1,,,,10.2,13.5,5.0,,4.4,,5.0,3.0,-6.0,,,,,2.7,,,-0.3,,,6.0,4.8,,6.2,,,-6.0,-0.7,,,,3.0,7.0,11.5,,,,,,,5.1,,,,2.2,5.5,,True,,False,True,False,,,,,True,,,True,,,False,True,,False,,,False,True,,,,True,False,False,,,,,,,False,,,,True,False
27025,64,82.0,,84.9,,70.0,73.0,68.0,,,,,49.4,,,84.5,,,93.0,32.3,,85.5,79.0,,52.0,56.9,,,,76.0,90.0,92.3,,,,,,75.6,59.7,,,,72.0,87.4,18.0,,20.9,,6.0,9.0,4.0,,,,,-14.6,,,20.5,,,29.0,-31.7,,21.5,15.0,,-12.0,-7.1,,,,12.0,26.0,28.3,,,,,,11.6,-4.3,,,,8.0,23.4,,False,,True,True,True,,,,,True,,,False,,,False,False,,False,True,,True,True,,,,True,False,False,,,,,,True,True,,,,True,False
27027,52,79.0,,81.0,,75.0,77.0,83.0,,,,,56.3,,,77.8,,,83.0,42.3,,108.2,79.5,,45.5,57.6,,,,69.0,93.0,105.9,,,,,,90.6,80.6,,,,45.0,96.4,27.0,,29.0,,23.0,25.0,31.0,,,,,4.3,,,25.8,,,31.0,-9.7,,56.2,27.5,,-6.5,5.6,,,,17.0,41.0,53.9,,,,,,38.6,28.6,,,,-7.0,44.4,,False,,True,True,False,,,,,True,,,True,,,False,True,,False,False,,True,True,,,,True,False,False,,,,,,False,False,,,,True,False
27029,7,2.0,,2.3,,2.0,6.0,0.0,,,,,4.6,,,1.7,,,10.0,0.6,,6.7,,,0.0,1.8,,,,2.0,7.0,13.6,,,,,,,3.6,,,,0.0,7.8,-5.0,,-4.7,,-5.0,-1.0,-7.0,,,,,-2.4,,,-5.3,,,3.0,-6.4,,-0.3,,,-7.0,-5.2,,,,-5.0,0.0,6.6,,,,,,,-3.4,,,,-7.0,0.8,,True,,False,True,False,,,,,True,,,False,,,True,False,,True,,,False,False,,,,False,True,False,,,,,,,True,,,,False,True
27031,0,2.0,,2.3,,2.0,2.0,0.0,,,,,1.0,,,7.6,,,5.0,1.0,,2.6,,,2.0,0.4,,,,2.0,4.0,,,,,,,,3.5,,,,1.8,,2.0,,2.3,,2.0,2.0,0.0,,,,,1.0,,,7.6,,,5.0,1.0,,2.6,,,2.0,0.4,,,,2.0,4.0,,,,,,,,3.5,,,,1.8,,,False,,False,False,True,,,,,True,,,False,,,False,True,,False,,,False,True,,,,False,False,,,,,,,,False,,,,True,
27033,11,13.0,,14.6,,16.0,16.0,7.0,,,,,10.2,,,15.0,,,14.0,20.5,,16.5,,,11.0,10.9,,,,17.0,16.0,19.8,,,,,,,8.7,,,,15.4,21.0,2.0,,3.6,,5.0,5.0,-4.0,,,,,-0.8,,,4.0,,,3.0,9.5,,5.5,,,0.0,-0.1,,,,6.0,5.0,8.8,,,,,,,-2.3,,,,4.4,10.0,,False,,False,False,False,,,,,True,,,False,,,False,False,,False,,,True,True,,,,False,False,False,,,,,,,False,,,,False,False
27035,79,48.0,,46.7,,55.0,54.0,51.0,,,,,43.6,,,62.0,,,72.0,43.6,,80.7,63.5,,30.0,38.7,,,,56.0,70.0,72.1,,,,,,50.6,36.3,,,,99.4,66.3,-31.0,,-32.3,,-24.0,-25.0,-28.0,,,,,-35.4,,,-17.0,,,-7.0,-35.4,,1.7,-15.5,,-49.0,-40.3,,,,-23.0,-9.0,-6.9,,,,,,-28.4,-42.7,,,,20.4,-12.7,,False,,True,True,True,,,,,False,,,True,,,True,False,,True,True,,False,False,,,,True,True,True,,,,,,True,False,,,,True,True
27037,552,582.0,,544.2,510.0,530.0,562.0,646.0,,,,,378.6,,,509.9,,532.5,608.0,249.7,,670.5,621.5,,431.0,535.5,,,,545.0,583.0,670.2,,,,,,554.9,632.6,456.0,,,276.7,632.8,30.0,,-7.8,-42.0,-22.0,10.0,94.0,,,,,-173.4,,,-42.1,,-19.5,56.0,-302.3,,118.5,69.5,,-121.0,-16.5,,,,-7.0,31.0,118.2,,,,,,2.9,80.6,-96.0,,,-275.3,80.8,,True,False,True,True,False,,,,,False,,,False,,True,False,False,,False,False,,False,True,,,,True,False,False,,,,,,True,False,False,,,False,False
27039,29,39.0,,36.2,,41.0,45.0,56.0,,,,,17.6,,,17.6,,,30.0,27.2,,31.0,,,51.0,34.5,,,,46.0,46.0,44.4,,,,,,,39.0,,,,33.6,46.8,10.0,,7.2,,12.0,16.0,27.0,,,,,-11.4,,,-11.4,,,1.0,-1.8,,2.0,,,22.0,5.5,,,,17.0,17.0,15.4,,,,,,,10.0,,,,4.6,17.8,,True,,False,False,False,,,,,False,,,False,,,True,True,,True,,,False,True,,,,False,False,False,,,,,,,False,,,,True,False
27041,31,35.0,,41.8,,36.0,40.0,35.0,,,,,35.7,,,36.4,,,45.0,17.9,,65.7,43.0,,20.0,28.8,,,,37.0,51.0,61.8,,,,,,50.7,26.5,,,,31.7,51.0,4.0,,10.8,,5.0,9.0,4.0,,,,,4.7,,,5.4,,,14.0,-13.1,,34.7,12.0,,-11.0,-2.2,,,,6.0,20.0,30.8,,,,,,19.7,-4.5,,,,0.7,20.0,,False,,False,False,False,,,,,False,,,False,,,False,False,,False,False,,False,True,,,,False,False,False,,,,,,False,False,,,,True,False
27043,25,32.0,,34.6,,29.0,26.0,31.0,,,,,16.1,,,33.3,,,19.0,19.5,,26.4,,,19.0,20.0,,,,35.0,30.0,31.4,,,,,,,26.7,,,,31.0,29.8,7.0,,9.6,,4.0,1.0,6.0,,,,,-8.9,,,8.3,,,-6.0,-5.5,,1.4,,,-6.0,-5.0,,,,10.0,5.0,6.4,,,,,,,1.7,,,,6.0,4.8,,False,,True,True,True,,,,,False,,,False,,,True,True,,True,,,True,True,,,,False,True,True,,,,,,,True,,,,True,True
27045,21,41.0,,40.7,,34.0,36.0,35.0,,,,,18.8,,,29.9,,,29.0,26.7,,37.7,,,32.0,27.6,,,,39.0,49.0,38.4,,,,,,,26.3,,,,34.4,33.0,20.0,,19.7,,13.0,15.0,14.0,,,,,-2.2,,,8.9,,,8.0,5.7,,16.7,,,11.0,6.6,,,,18.0,28.0,17.4,,,,,,,5.3,,,,13.4,12.0,,True,,True,True,True,,,,,True,,,True,,,True,True,,True,,,True,True,,,,True,False,True,,,,,,,True,,,,True,True
27047,76,60.0,,63.2,,57.0,65.0,57.0,,,,,39.0,,,82.1,,,47.0,41.0,,84.9,71.0,,50.0,69.0,,,,85.0,62.0,50.3,,,,,,69.2,52.3,,,,34.4,93.7,-16.0,,-12.8,,-19.0,-11.0,-19.0,,,,,-37.0,,,6.1,,,-29.0,-35.0,,8.9,-5.0,,-26.0,-7.0,,,,9.0,-14.0,-25.7,,,,,,-6.8,-23.7,,,,-41.6,17.7,,True,,False,True,False,,,,,False,,,True,,,False,False,,True,True,,False,True,,,,True,True,False,,,,,,True,False,,,,False,False
27049,69,102.0,,88.2,,80.0,80.0,83.0,,,,,51.5,,,117.0,,,72.0,44.7,,78.8,92.0,,68.0,77.0,,,,100.0,104.0,65.3,,,,,,93.8,88.1,,,,82.9,94.6,33.0,,19.2,,11.0,11.0,14.0,,,,,-17.5,,,48.0,,,3.0,-24.3,,9.8,23.0,,-1.0,8.0,,,,31.0,35.0,-3.7,,,,,,24.8,19.1,,,,13.9,25.6,,True,,True,True,True,,,,,True,,,False,,,True,True,,True,True,,True,True,,,,True,False,True,,,,,,True,True,,,,True,True
