,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
28127,651,606.0,284.0,,,,,749.0,,630.3,485.1,965.0,141.3,,,,,-45.0,-367.0,,,,,98.0,,-20.7,-165.9,314.0,-509.7,,,,,False,,,,,False,,True,False,False,False,,,,
28129,465,330.0,210.0,,,,,474.0,,269.7,289.1,422.0,29.8,,,,,-135.0,-255.0,,,,,9.0,,-195.3,-175.9,-43.0,-435.2,,,,,False,,,,,True,,False,False,True,False,,,,
28131,523,426.0,200.0,,,,,445.0,,223.7,283.5,427.0,147.6,,,,,-97.0,-323.0,,,,,-78.0,,-299.3,-239.5,-96.0,-375.4,,,,,False,,,,,True,,False,False,True,False,,,,
28133,744,702.0,0.0,,,,,671.0,,574.7,487.9,566.0,38.2,,424.9,,,-42.0,-744.0,,,,,-73.0,,-169.3,-256.1,-178.0,-705.8,,-319.1,,,False,,,,,False,,False,False,False,False,,False,,
28135,486,258.0,,,,,,507.0,,148.6,225.8,268.0,0.0,,,,,-228.0,,,,,,21.0,,-337.4,-260.2,-218.0,-486.0,,,,,,,,,,True,,False,False,True,False,,,,
28137,596,684.0,154.0,,,,,990.0,,310.3,501.4,753.0,0.1,,410.2,,,88.0,-442.0,,,,,394.0,,-285.7,-94.6,157.0,-595.9,,-185.8,,,False,,,,,False,,False,False,False,False,,False,,
28139,780,702.0,309.0,,,,,996.0,,897.3,456.0,723.5,0.0,,,,,-78.0,-471.0,,,,,216.0,,117.3,-324.0,-56.5,-780.0,,,,,False,,,,,False,,False,False,True,False,,,,
28141,558,498.0,50.0,,,,,871.0,,482.1,408.1,848.0,99.2,,,,,-60.0,-508.0,,,,,313.0,,-75.9,-149.9,290.0,-458.8,,,,,False,,,,,False,,False,False,False,False,,,,
28143,220,198.0,41.0,,,,,206.0,,83.6,118.2,166.0,0.0,,,,,-22.0,-179.0,,,,,-14.0,,-136.4,-101.8,-54.0,-220.0,,,,,False,,,,,True,,False,False,False,False,,,,
28145,1151,1242.0,554.0,,,,,1334.0,,1464.8,655.7,1976.5,97.9,,902.9,,,91.0,-597.0,,,,,183.0,,313.8,-495.3,825.5,-1053.1,,-248.1,,,False,,,,,False,,False,False,False,False,,False,,
28147,253,252.0,0.0,,,,,294.0,,118.2,194.3,270.0,0.0,,,,,-1.0,-253.0,,,,,41.0,,-134.8,-58.7,17.0,-253.0,,,,,False,,,,,False,,False,False,False,False,,,,
28149,1485,1110.0,1572.0,,,,,1229.0,,844.3,996.9,1297.0,262.1,,765.5,,,-375.0,87.0,,,,,-256.0,,-640.7,-488.1,-188.0,-1222.9,,-719.5,,,True,,,,,True,,False,False,True,False,,False,,
28151,989,1560.0,1005.0,,,,,1056.0,,446.5,779.4,972.0,53.7,,763.2,,,571.0,16.0,,,,,67.0,,-542.5,-209.6,-17.0,-935.3,,-225.8,,,True,,,,,True,,True,True,True,False,,True,,
28153,774,300.0,10.0,,,,,627.0,,269.6,351.6,327.0,0.0,,,,,-474.0,-764.0,,,,,-147.0,,-504.4,-422.4,-447.0,-774.0,,,,,False,,,,,True,,False,True,True,False,,,,
28155,333,306.0,88.0,,,,,391.0,,200.3,195.3,223.5,0.1,,,,,-27.0,-245.0,,,,,58.0,,-132.7,-137.7,-109.5,-332.9,,,,,False,,,,,False,,False,False,False,False,,,,
28157,102,90.0,0.0,,,,,183.0,,26.3,89.7,84.0,0.0,,,,,-12.0,-102.0,,,,,81.0,,-75.7,-12.3,-18.0,-102.0,,,,,False,,,,,False,,False,False,False,False,,,,
28159,407,690.0,11.0,,,,,509.0,,369.7,347.7,783.0,90.3,,,,,283.0,-396.0,,,,,102.0,,-37.3,-59.3,376.0,-316.7,,,,,False,,,,,True,,True,True,False,False,,,,
28161,413,438.0,183.0,,,,,436.0,,144.0,200.2,251.0,45.5,,,,,25.0,-230.0,,,,,23.0,,-269.0,-212.8,-162.0,-367.5,,,,,False,,,,,True,,False,False,False,False,,,,
28163,721,426.0,673.0,,,,,708.0,,599.2,525.0,543.5,50.8,,,,,-295.0,-48.0,,,,,-13.0,,-121.8,-196.0,-177.5,-670.2,,,,,True,,,,,True,,True,True,True,False,,,,
29001,466,768.0,407.0,,,,,661.0,,731.9,399.9,691.0,0.0,,,,,302.0,-59.0,,,,,195.0,,265.9,-66.1,225.0,-466.0,,,,,True,,,,,True,,True,True,True,False,,,,
29003,212,276.0,61.0,,,,,403.0,,113.5,215.2,229.0,0.4,,,,,64.0,-151.0,,,,,191.0,,-98.5,3.2,17.0,-211.6,,,,,False,,,,,False,,False,True,True,False,,,,
29005,31,24.0,2.0,,,,,106.0,,2.6,26.1,0.0,0.0,,,,,-7.0,-29.0,,,,,75.0,,-28.4,-4.9,-31.0,-31.0,,,,,False,,,,,False,,False,True,False,False,,,,
29007,461,660.0,451.0,,,,,548.0,,423.9,436.1,729.5,17.8,,,,,199.0,-10.0,,,,,87.0,,-37.1,-24.9,268.5,-443.2,,,,,True,,,,,True,,True,True,False,False,,,,
29009,387,384.0,164.0,,,,,1122.0,,223.1,320.2,484.0,0.0,,,,,-3.0,-223.0,,,,,735.0,,-163.9,-66.8,97.0,-387.0,,,,,False,,,,,False,,False,False,False,False,,,,
29011,186,144.0,26.0,,,,,313.0,,78.0,95.5,144.0,0.0,,,,,-42.0,-160.0,,,,,127.0,,-108.0,-90.5,-42.0,-186.0,,,,,False,,,,,False,,False,False,False,False,,,,
29013,279,348.0,160.0,,,,,448.0,,209.7,206.8,304.5,0.0,,,,,69.0,-119.0,,,,,169.0,,-69.3,-72.2,25.5,-279.0,,,,,False,,,,,False,,False,False,True,False,,,,
29015,261,144.0,62.0,,,,,395.0,,184.8,248.2,309.5,0.0,,,,,-117.0,-199.0,,,,,134.0,,-76.2,-12.8,48.5,-261.0,,,,,False,,,,,False,,True,True,True,False,,,,
29017,103,96.0,21.0,,,,,308.0,,15.7,82.0,70.0,0.0,,,,,-7.0,-82.0,,,,,205.0,,-87.3,-21.0,-33.0,-103.0,,,,,False,,,,,False,,False,False,False,False,,,,
29019,2531,3720.0,2136.0,,,,,3010.0,,1800.7,2510.6,3263.5,0.9,,3153.6,1309.0,,1189.0,-395.0,,,,,479.0,,-730.3,-20.4,732.5,-2530.1,,622.6,-1222.0,,True,,,,,True,,True,True,True,False,,True,False,
29021,955,1014.0,193.0,,,,,2422.0,,263.5,1199.5,736.0,0.0,,896.6,,,59.0,-762.0,,,,,1467.0,,-691.5,244.5,-219.0,-955.0,,-58.4,,,False,,,,,False,,False,False,False,False,,True,,
29023,546,642.0,205.0,,,,,1666.0,,185.8,469.6,412.0,0.0,,961.7,,,96.0,-341.0,,,,,1120.0,,-360.2,-76.4,-134.0,-546.0,,415.7,,,False,,,,,False,,False,True,False,False,,False,,
29025,97,228.0,37.0,,,,,218.0,,85.6,114.8,181.0,0.0,,,,,131.0,-60.0,,,,,121.0,,-11.4,17.8,84.0,-97.0,,,,,True,,,,,True,,True,True,True,True,,,,
29027,727,972.0,350.0,,,,,905.0,,322.3,605.8,900.0,0.0,,2011.6,,,245.0,-377.0,,,,,178.0,,-404.7,-121.2,173.0,-727.0,,1284.6,,,False,,,,,True,,False,True,True,False,,False,,
29029,616,900.0,506.0,,,,,764.0,,300.3,562.5,719.0,0.0,,569.0,,,284.0,-110.0,,,,,148.0,,-315.7,-53.5,103.0,-616.0,,-47.0,,,True,,,,,True,,False,True,True,False,,True,,
29031,1093,1428.0,1160.0,,,,,2073.0,,496.4,1056.0,1407.0,0.0,,1308.7,,,335.0,67.0,,,,,980.0,,-596.6,-37.0,314.0,-1093.0,,215.7,,,True,,,,,False,,False,True,True,False,,True,,
29033,178,264.0,76.0,,,,,238.0,,119.8,162.5,163.0,81.8,,,,,86.0,-102.0,,,,,60.0,,-58.2,-15.5,-15.0,-96.2,,,,,False,,,,,True,,True,True,True,False,,,,
29035,50,78.0,13.0,,,,,142.0,,19.2,55.9,51.0,0.0,,,,,28.0,-37.0,,,,,92.0,,-30.8,5.9,1.0,-50.0,,,,,False,,,,,False,,False,True,True,False,,,,
29037,1635,2076.0,1274.0,,,,,2379.0,,1067.3,1435.8,2087.0,679.6,,2338.9,,,441.0,-361.0,,,,,744.0,,-567.7,-199.2,452.0,-955.4,,703.9,,,True,,,,,False,,False,True,False,False,,False,,
29039,161,72.0,8.0,,,,,376.0,,37.8,57.4,54.0,0.0,,,,,-89.0,-153.0,,,,,215.0,,-123.2,-103.6,-107.0,-161.0,,,,,False,,,,,False,,False,False,False,False,,,,
29041,89,150.0,13.0,,,,,184.0,,54.4,79.3,94.0,0.0,,,,,61.0,-76.0,,,,,95.0,,-34.6,-9.7,5.0,-89.0,,,,,False,,,,,False,,True,True,True,False,,,,
29043,1440,1770.0,877.0,,,,,1865.0,,1336.3,1085.7,2421.0,589.8,,725.6,,,330.0,-563.0,,,,,425.0,,-103.7,-354.3,981.0,-850.2,,-714.4,,,False,,,,,False,,True,False,False,False,,False,,
29045,90,120.0,8.0,,,,,127.0,,6.7,48.0,10.0,0.0,,,,,30.0,-82.0,,,,,37.0,,-83.3,-42.0,-80.0,-90.0,,,,,False,,,,,False,,False,False,False,False,,,,
29047,1588,2028.0,3550.0,,,,,5760.0,,722.8,2546.6,1598.5,0.2,,1366.4,914.0,,440.0,1962.0,,,,,4172.0,,-865.2,958.6,10.5,-1587.8,,-221.6,-674.0,,False,,,,,False,,False,False,True,False,,True,False,
29049,289,378.0,131.0,,,,,532.0,,174.9,219.1,288.0,0.1,,,,,89.0,-158.0,,,,,243.0,,-114.1,-69.9,-1.0,-288.9,,,,,False,,,,,False,,False,True,True,False,,,,
29051,1041,1464.0,678.0,,,,,1432.0,,291.0,1001.2,868.0,0.1,,2025.2,,,423.0,-363.0,,,,,391.0,,-750.0,-39.8,-173.0,-1040.9,,984.2,,,True,,,,,True,,False,True,True,False,,False,,
29053,209,366.0,124.0,,,,,406.0,,259.4,232.7,458.0,0.1,,,,,157.0,-85.0,,,,,197.0,,50.4,23.7,249.0,-208.9,,,,,True,,,,,False,,True,True,False,False,,,,
29055,381,906.0,786.0,,,,,485.0,,395.9,412.7,645.0,100.6,,,,,525.0,405.0,,,,,104.0,,14.9,31.7,264.0,-280.4,,,,,True,,,,,True,,True,True,True,True,,,,
29057,62,132.0,16.0,,,,,156.0,,78.3,68.6,84.0,0.0,,,,,70.0,-46.0,,,,,94.0,,16.3,6.6,22.0,-62.0,,,,,True,,,,,False,,True,True,True,True,,,,
29059,124,54.0,11.0,,,,,345.0,,65.8,100.7,55.0,0.0,,,,,-70.0,-113.0,,,,,221.0,,-58.2,-23.3,-69.0,-124.0,,,,,False,,,,,False,,True,True,True,False,,,,
29061,127,174.0,40.0,,,,,216.0,,67.3,96.9,166.0,17.6,,,,,47.0,-87.0,,,,,89.0,,-59.7,-30.1,39.0,-109.4,,,,,False,,,,,False,,False,True,True,False,,,,
29063,165,150.0,25.0,,,,,274.0,,34.9,105.1,94.0,0.0,,,,,-15.0,-140.0,,,,,109.0,,-130.1,-59.9,-71.0,-165.0,,,,,False,,,,,False,,False,False,False,False,,,,
29065,129,216.0,35.0,,,,,361.0,,70.9,151.2,123.0,0.0,,,,,87.0,-94.0,,,,,232.0,,-58.1,22.2,-6.0,-129.0,,,,,False,,,,,False,,True,True,True,False,,,,
29067,158,252.0,85.0,,,,,341.0,,228.3,227.8,260.0,12.1,,,,,94.0,-73.0,,,,,183.0,,70.3,69.8,102.0,-145.9,,,,,True,,,,,False,,True,True,False,False,,,,
29069,344,324.0,85.0,,,,,1565.0,,327.1,327.9,229.0,0.0,,,,,-20.0,-259.0,,,,,1221.0,,-16.9,-16.1,-115.0,-344.0,,,,,False,,,,,False,,True,True,False,False,,,,
29071,1851,2028.0,1227.0,,,,,2119.0,,1031.0,1487.3,2007.5,0.2,,2450.6,,,177.0,-624.0,,,,,268.0,,-820.0,-363.7,156.5,-1850.8,,599.6,,,False,,,,,False,,False,False,True,False,,False,,
29073,201,258.0,91.0,,,,,275.0,,94.0,169.7,191.0,0.0,,,,,57.0,-110.0,,,,,74.0,,-107.0,-31.3,-10.0,-201.0,,,,,False,,,,,False,,False,True,True,False,,,,
29075,138,174.0,41.0,,,,,162.0,,58.1,100.8,129.0,0.0,,,,,36.0,-97.0,,,,,24.0,,-79.9,-37.2,-9.0,-138.0,,,,,False,,,,,True,,False,False,True,False,,,,
29077,4595,5328.0,2896.0,,,,,6647.0,,3419.9,4119.9,5416.0,2456.8,,2374.6,1355.0,,733.0,-1699.0,,,,,2052.0,,-1175.1,-475.1,821.0,-2138.2,,-2220.4,-3240.0,,False,,,,,False,,False,True,False,False,,False,False,
29079,160,192.0,75.0,,,,,296.0,,68.8,106.2,186.5,0.0,,,,,32.0,-85.0,,,,,136.0,,-91.2,-53.8,26.5,-160.0,,,,,False,,,,,False,,False,False,True,False,,,,
29081,213,192.0,46.0,,,,,212.0,,102.5,110.2,247.0,0.0,,,,,-21.0,-167.0,,,,,-1.0,,-110.5,-102.8,34.0,-213.0,,,,,False,,,,,True,,False,False,False,False,,,,
29083,287,288.0,82.0,,,,,567.0,,189.2,258.2,236.0,0.0,,,,,1.0,-205.0,,,,,280.0,,-97.8,-28.8,-51.0,-287.0,,,,,False,,,,,False,,False,False,False,False,,,,
29085,42,60.0,7.0,,,,,155.0,,14.4,50.9,27.0,0.0,,,,,18.0,-35.0,,,,,113.0,,-27.6,8.9,-15.0,-42.0,,,,,False,,,,,False,,False,True,True,False,,,,
29087,39,42.0,4.0,,,,,86.0,,6.3,30.6,6.0,0.0,,,,,3.0,-35.0,,,,,47.0,,-32.7,-8.4,-33.0,-39.0,,,,,False,,,,,False,,False,False,False,False,,,,
29089,89,108.0,21.0,,,,,207.0,,41.5,89.9,107.0,0.0,,,,,19.0,-68.0,,,,,118.0,,-47.5,0.9,18.0,-89.0,,,,,False,,,,,False,,False,True,True,False,,,,
29091,523,654.0,489.0,,,,,1279.0,,980.0,529.8,384.0,0.0,,,,,131.0,-34.0,,,,,756.0,,457.0,6.8,-139.0,-523.0,,,,,True,,,,,False,,False,True,False,False,,,,
29093,82,342.0,424.0,,,,,209.0,,434.3,200.9,405.0,18.8,,,,,260.0,342.0,,,,,127.0,,352.3,118.9,323.0,-63.2,,,,,False,,,,,True,,False,True,False,True,,,,
29095,6318,7500.0,13416.0,,,,,14203.0,,2428.4,7812.8,5315.5,1.0,,6339.1,4642.0,,1182.0,7098.0,,,,,7885.0,,-3889.6,1494.8,-1002.5,-6317.0,,21.1,-1676.0,,False,,,,,False,,False,False,True,False,,True,False,
29097,2192,1782.0,1602.0,,,,,3587.0,,681.6,1494.7,1616.0,0.1,,1129.4,,,-410.0,-590.0,,,,,1395.0,,-1510.4,-697.3,-576.0,-2191.9,,-1062.6,,,False,,,,,False,,False,False,False,False,,False,,
29099,3961,4110.0,2784.0,,,,,4587.0,,1544.1,2889.9,3994.5,0.5,,4712.9,1394.0,,149.0,-1177.0,,,,,626.0,,-2416.9,-1071.1,33.5,-3960.5,,751.9,-2567.0,,False,,,,,False,,False,False,True,False,,False,False,
29101,566,876.0,812.0,,,,,1095.0,,338.0,594.2,621.0,0.1,,1387.2,,,310.0,246.0,,,,,529.0,,-228.0,28.2,55.0,-565.9,,821.2,,,True,,,,,False,,True,True,True,False,,False,,
29103,28,18.0,0.0,,,,,70.0,,19.2,18.8,36.0,0.0,,,,,-10.0,-28.0,,,,,42.0,,-8.8,-9.2,8.0,-28.0,,,,,False,,,,,False,,True,True,True,False,,,,
29105,450,696.0,479.0,,,,,764.0,,278.4,514.2,639.0,0.0,,,,,246.0,29.0,,,,,314.0,,-171.6,64.2,189.0,-450.0,,,,,True,,,,,False,,True,True,True,False,,,,
29107,469,786.0,500.0,,,,,817.0,,337.0,404.4,726.0,265.9,,,,,317.0,31.0,,,,,348.0,,-132.0,-64.6,257.0,-203.1,,,,,True,,,,,False,,True,True,True,True,,,,
29109,466,408.0,76.0,,,,,1129.0,,172.0,374.8,479.0,0.1,,,,,-58.0,-390.0,,,,,663.0,,-294.0,-91.2,13.0,-465.9,,,,,False,,,,,False,,False,False,True,False,,,,
29111,102,132.0,18.0,,,,,203.0,,35.3,80.0,75.5,0.0,,,,,30.0,-84.0,,,,,101.0,,-66.7,-22.0,-26.5,-102.0,,,,,False,,,,,False,,False,True,True,False,,,,
29113,709,1278.0,755.0,,,,,1059.0,,689.9,965.3,1371.0,0.1,,1237.6,,,569.0,46.0,,,,,350.0,,-19.1,256.3,662.0,-708.9,,528.6,,,True,,,,,True,,True,True,False,False,,True,,
29115,137,66.0,13.0,,,,,297.0,,21.3,80.6,42.0,0.0,,,,,-71.0,-124.0,,,,,160.0,,-115.7,-56.4,-95.0,-137.0,,,,,False,,,,,False,,False,True,False,False,,,,
29117,301,306.0,75.0,,,,,394.0,,287.4,198.1,474.0,0.1,,,,,5.0,-226.0,,,,,93.0,,-13.6,-102.9,173.0,-300.9,,,,,False,,,,,False,,False,False,False,False,,,,
29119,270,384.0,188.0,,,,,863.0,,255.5,297.5,347.0,0.0,,,,,114.0,-82.0,,,,,593.0,,-14.5,27.5,77.0,-270.0,,,,,True,,,,,False,,True,True,True,False,,,,
29121,293,258.0,58.0,,,,,345.0,,194.4,187.2,234.0,0.0,,,,,-35.0,-235.0,,,,,52.0,,-98.6,-105.8,-59.0,-293.0,,,,,False,,,,,False,,False,False,False,False,,,,
29123,195,330.0,12.0,,,,,321.0,,112.8,180.3,309.0,0.2,,,,,135.0,-183.0,,,,,126.0,,-82.2,-14.7,114.0,-194.8,,,,,False,,,,,True,,True,True,True,False,,,,
29125,76,114.0,16.0,,,,,163.0,,24.9,70.4,60.0,0.0,,,,,38.0,-60.0,,,,,87.0,,-51.1,-5.6,-16.0,-76.0,,,,,False,,,,,False,,False,True,True,False,,,,
29127,352,474.0,135.0,,,,,622.0,,164.8,363.2,452.0,0.0,,,,,122.0,-217.0,,,,,270.0,,-187.2,11.2,100.0,-352.0,,,,,False,,,,,False,,False,True,True,False,,,,
29129,44,48.0,6.0,,,,,63.0,,98.7,31.7,18.0,0.0,,,,,4.0,-38.0,,,,,19.0,,54.7,-12.3,-26.0,-44.0,,,,,False,,,,,False,,False,False,False,False,,,,
29131,318,504.0,112.0,,,,,503.0,,312.3,374.0,750.5,206.1,,,,,186.0,-206.0,,,,,185.0,,-5.7,56.0,432.5,-111.9,,,,,False,,,,,True,,True,True,False,True,,,,
29133,126,126.0,33.0,,,,,450.0,,42.2,159.6,127.0,0.0,,,,,0.0,-93.0,,,,,324.0,,-83.8,33.6,1.0,-126.0,,,,,False,,,,,False,,False,False,False,False,,,,
29135,212,228.0,41.0,,,,,341.0,,82.1,143.1,165.0,0.2,,,,,16.0,-171.0,,,,,129.0,,-129.9,-68.9,-47.0,-211.8,,,,,False,,,,,False,,False,False,False,False,,,,
29137,86,162.0,23.0,,,,,131.0,,44.7,84.2,82.0,0.1,,,,,76.0,-63.0,,,,,45.0,,-41.3,-1.8,-4.0,-85.9,,,,,True,,,,,True,,True,True,True,False,,,,
29139,78,192.0,42.0,,,,,182.0,,167.0,126.5,210.0,0.0,,,,,114.0,-36.0,,,,,104.0,,89.0,48.5,132.0,-78.0,,,,,True,,,,,True,,True,True,False,True,,,,
29141,199,264.0,72.0,,,,,352.0,,191.2,275.2,365.0,0.1,,,,,65.0,-127.0,,,,,153.0,,-7.8,76.2,166.0,-198.9,,,,,False,,,,,False,,True,False,False,False,,,,
29143,194,276.0,8.0,,,,,570.0,,114.9,204.7,266.5,0.0,,,,,82.0,-186.0,,,,,376.0,,-79.1,10.7,72.5,-194.0,,,,,False,,,,,False,,True,True,True,False,,,,
29145,615,678.0,873.0,,,,,2241.0,,419.0,507.8,1495.0,0.0,,698.8,,,63.0,258.0,,,,,1626.0,,-196.0,-107.2,880.0,-615.0,,83.8,,,False,,,,,False,,False,False,False,False,,False,,
29147,239,372.0,57.0,,,,,494.0,,102.2,295.7,200.0,0.0,,,,,133.0,-182.0,,,,,255.0,,-136.8,56.7,-39.0,-239.0,,,,,False,,,,,False,,False,True,True,False,,,,
29149,146,144.0,32.0,,,,,349.0,,85.9,111.6,47.0,0.0,,,,,-2.0,-114.0,,,,,203.0,,-60.1,-34.4,-99.0,-146.0,,,,,False,,,,,False,,False,False,False,False,,,,
29151,227,288.0,37.0,,,,,306.0,,106.9,168.6,257.5,0.0,,,,,61.0,-190.0,,,,,79.0,,-120.1,-58.4,30.5,-227.0,,,,,False,,,,,False,,False,True,True,False,,,,
29153,173,96.0,18.0,,,,,203.0,,29.2,81.7,42.0,0.0,,,,,-77.0,-155.0,,,,,30.0,,-143.8,-91.3,-131.0,-173.0,,,,,False,,,,,True,,False,False,False,False,,,,
29155,141,192.0,127.0,,,,,819.0,,56.5,163.8,103.0,0.0,,,,,51.0,-14.0,,,,,678.0,,-84.5,22.8,-38.0,-141.0,,,,,True,,,,,False,,False,True,True,False,,,,
29157,196,282.0,45.0,,,,,494.0,,149.2,222.1,283.5,0.1,,,,,86.0,-151.0,,,,,298.0,,-46.8,26.1,87.5,-195.9,,,,,False,,,,,False,,True,True,False,False,,,,
29159,809,534.0,124.0,,,,,1210.0,,651.2,692.1,985.5,0.0,,911.9,,,-275.0,-685.0,,,,,401.0,,-157.8,-116.9,176.5,-809.0,,102.9,,,False,,,,,False,,True,True,True,False,,True,,
29161,529,954.0,574.0,,,,,757.0,,257.9,535.5,626.0,0.0,,,,,425.0,45.0,,,,,228.0,,-271.1,6.5,97.0,-529.0,,,,,True,,,,,True,,True,True,True,False,,,,
29163,228,408.0,181.0,,,,,376.0,,130.8,264.5,327.5,0.0,,,,,180.0,-47.0,,,,,148.0,,-97.2,36.5,99.5,-228.0,,,,,True,,,,,True,,True,True,True,False,,,,
29165,719,906.0,776.0,,,,,2009.0,,392.6,1104.7,807.0,216.3,,1007.3,,,187.0,57.0,,,,,1290.0,,-326.4,385.7,88.0,-502.7,,288.3,,,True,,,,,False,,False,False,True,False,,False,,
29167,332,330.0,86.0,,,,,720.0,,175.1,312.5,417.0,0.0,,,,,-2.0,-246.0,,,,,388.0,,-156.9,-19.5,85.0,-332.0,,,,,False,,,,,False,,False,False,False,False,,,,
29169,445,1578.0,1385.0,,,,,950.0,,448.0,795.1,751.5,371.3,,1822.2,,,1133.0,940.0,,,,,505.0,,3.0,350.1,306.5,-73.7,,1377.2,,,True,,,,,True,,True,True,True,True,,False,,
29171,24,48.0,3.0,,,,,96.0,,6.4,29.5,42.0,0.0,,,,,24.0,-21.0,,,,,72.0,,-17.6,5.5,18.0,-24.0,,,,,True,,,,,False,,True,True,True,False,,,,
29173,114,246.0,44.0,,,,,199.0,,56.7,121.8,128.0,0.0,,,,,132.0,-70.0,,,,,85.0,,-57.3,7.8,14.0,-114.0,,,,,True,,,,,True,,True,True,True,True,,,,
29175,238,426.0,152.0,,,,,600.0,,157.4,240.3,422.0,0.1,,,,,188.0,-86.0,,,,,362.0,,-80.6,2.3,184.0,-237.9,,,,,True,,,,,False,,True,True,True,False,,,,
29177,371,570.0,148.0,,,,,605.0,,415.9,360.7,723.0,65.1,,,,,199.0,-223.0,,,,,234.0,,44.9,-10.3,352.0,-305.9,,,,,False,,,,,False,,True,True,False,False,,,,
29179,43,42.0,6.0,,,,,155.0,,14.3,22.3,16.0,0.0,,,,,-1.0,-37.0,,,,,112.0,,-28.7,-20.7,-27.0,-43.0,,,,,False,,,,,False,,False,False,False,False,,,,
29181,170,144.0,22.0,,,,,379.0,,17.7,116.5,43.0,0.0,,,,,-26.0,-148.0,,,,,209.0,,-152.3,-53.5,-127.0,-170.0,,,,,False,,,,,False,,False,False,False,False,,,,
29183,5515,7782.0,3640.0,,,,,7664.0,,3753.7,6725.5,7663.0,42.0,,7408.1,3359.0,,2267.0,-1875.0,,,,,2149.0,,-1761.3,1210.5,2148.0,-5473.0,,1893.1,-2156.0,,True,,,,,True,,True,True,True,False,,True,True,
29185,137,102.0,18.0,,,,,210.0,,28.0,70.7,69.0,0.0,,,,,-35.0,-119.0,,,,,73.0,,-109.0,-66.3,-68.0,-137.0,,,,,False,,,,,False,,False,False,False,False,,,,
29186,208,462.0,146.0,,,,,455.0,,149.5,235.0,298.0,0.1,,,,,254.0,-62.0,,,,,247.0,,-58.5,27.0,90.0,-207.9,,,,,True,,,,,True,,True,True,True,True,,,,
29187,1135,1560.0,2034.0,,,,,1623.0,,951.1,1147.3,1884.0,0.0,,1100.1,,,425.0,899.0,,,,,488.0,,-183.9,12.3,749.0,-1135.0,,-34.9,,,False,,,,,False,,True,True,False,False,,True,,
29189,18219,17826.0,7434.0,,,,,16978.0,,9125.1,15441.5,18753.0,7.9,,12027.6,5390.0,,-393.0,-10785.0,,,,,-1241.0,,-9093.9,-2777.5,534.0,-18211.1,,-6191.4,-12829.0,,False,,,,,False,,False,False,False,False,,False,False,
29195,422,612.0,298.0,,,,,634.0,,394.1,332.1,560.0,0.0,,,,,190.0,-124.0,,,,,212.0,,-27.9,-89.9,138.0,-422.0,,,,,True,,,,,False,,True,True,True,False,,,,
29197,73,90.0,7.0,,,,,83.0,,278.2,59.8,73.0,0.0,,,,,17.0,-66.0,,,,,10.0,,205.2,-13.2,0.0,-73.0,,,,,False,,,,,True,,False,True,True,False,,,,
29199,15,48.0,6.0,,,,,97.0,,16.0,33.9,13.0,0.0,,,,,33.0,-9.0,,,,,82.0,,1.0,18.9,-2.0,-15.0,,,,,True,,,,,False,,True,True,True,True,,,,
29201,463,624.0,248.0,,,,,1241.0,,127.6,469.7,421.0,0.0,,1060.8,,,161.0,-215.0,,,,,778.0,,-335.4,6.7,-42.0,-463.0,,597.8,,,False,,,,,False,,False,True,True,False,,False,,
29203,68,84.0,16.0,,,,,177.0,,55.8,59.7,60.0,0.0,,,,,16.0,-52.0,,,,,109.0,,-12.2,-8.3,-8.0,-68.0,,,,,False,,,,,False,,True,True,True,False,,,,
29205,65,60.0,15.0,,,,,115.0,,11.4,47.8,18.0,0.0,,,,,-5.0,-50.0,,,,,50.0,,-53.6,-17.2,-47.0,-65.0,,,,,False,,,,,False,,False,False,False,False,,,,
29207,287,222.0,51.0,,,,,1035.0,,85.8,340.4,171.0,0.0,,,,,-65.0,-236.0,,,,,748.0,,-201.2,53.4,-116.0,-287.0,,,,,False,,,,,False,,False,True,False,False,,,,
29209,413,396.0,99.0,,,,,687.0,,240.4,395.4,599.0,0.0,,,,,-17.0,-314.0,,,,,274.0,,-172.6,-17.6,186.0,-413.0,,,,,False,,,,,False,,False,False,False,False,,,,
