,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-USC-SI_kJalpha
13235,264,204.0,81.0,,,,,381.0,,169.4,157.5,229.0,0.0,,,,,-60.0,-183.0,,,,,117.0,,-94.6,-106.5,-35.0,-264.0,,,,,False,,,,,False,,False,False,True,False,,,,
13237,596,492.0,606.0,,,,,613.0,,635.8,364.5,626.5,81.6,,,,,-104.0,10.0,,,,,17.0,,39.8,-231.5,30.5,-514.4,,,,,True,,,,,True,,True,False,True,False,,,,
13239,58,6.0,0.0,,,,,48.0,,2.9,11.4,18.0,,,,,,-52.0,-58.0,,,,,-10.0,,-55.1,-46.6,-40.0,,,,,,False,,,,,True,,False,True,True,,,,,
13241,460,798.0,733.0,,,,,455.0,,866.8,429.1,1296.5,179.0,,,,,338.0,273.0,,,,,-5.0,,406.8,-30.9,836.5,-281.0,,,,,True,,,,,True,,False,True,False,True,,,,
13243,165,90.0,9.0,,,,,168.0,,1193.5,61.6,36.0,0.0,,,,,-75.0,-156.0,,,,,3.0,,1028.5,-103.4,-129.0,-165.0,,,,,False,,,,,True,,False,False,False,False,,,,
13245,7306,5244.0,3543.0,,,,,5053.0,,4175.1,4313.2,8401.0,1197.8,,3349.5,2640.0,,-2062.0,-3763.0,,,,,-2253.0,,-3130.9,-2992.8,1095.0,-6108.2,,-3956.5,-4666.0,,False,,,,,False,,False,False,True,False,,False,False,
13247,2183,1584.0,1502.0,,,,,1982.0,,1357.2,1479.9,1786.0,293.5,,690.6,,,-599.0,-681.0,,,,,-201.0,,-825.8,-703.1,-397.0,-1889.5,,-1492.4,,,False,,,,,True,,False,False,True,False,,False,,
13249,70,66.0,15.0,,,,,173.0,,64.2,36.2,61.0,0.0,,,,,-4.0,-55.0,,,,,103.0,,-5.8,-33.8,-9.0,-70.0,,,,,False,,,,,False,,False,False,False,False,,,,
13251,259,198.0,0.0,,,,,308.0,,546.8,125.9,242.0,48.9,,,,,-61.0,-259.0,,,,,49.0,,287.8,-133.1,-17.0,-210.1,,,,,False,,,,,True,,False,False,True,False,,,,
13253,219,150.0,37.0,,,,,261.0,,180.2,99.0,184.0,0.0,,,,,-69.0,-182.0,,,,,42.0,,-38.8,-120.0,-35.0,-219.0,,,,,False,,,,,True,,True,False,True,False,,,,
13255,1728,2178.0,2947.0,,,,,1953.0,,3792.0,1276.6,4055.0,311.7,,1541.2,,,450.0,1219.0,,,,,225.0,,2064.0,-451.4,2327.0,-1416.3,,-186.8,,,False,,,,,True,,False,False,False,False,,True,,
13257,703,900.0,362.0,,,,,942.0,,816.9,567.5,1258.0,72.5,,,,,197.0,-341.0,,,,,239.0,,113.9,-135.5,555.0,-630.5,,,,,False,,,,,False,,True,True,False,False,,,,
13259,98,72.0,0.0,,,,,194.0,,114.5,49.9,58.0,0.0,,,,,-26.0,-98.0,,,,,96.0,,16.5,-48.1,-40.0,-98.0,,,,,False,,,,,False,,True,False,False,False,,,,
13261,703,606.0,1306.0,,,,,795.0,,377.6,487.2,520.0,0.2,,,,,-97.0,603.0,,,,,92.0,,-325.4,-215.8,-183.0,-702.8,,,,,False,,,,,True,,False,False,False,False,,,,
13263,148,72.0,9.0,,,,,149.0,,38.6,72.6,77.0,0.0,,,,,-76.0,-139.0,,,,,1.0,,-109.4,-75.4,-71.0,-148.0,,,,,False,,,,,True,,False,True,True,False,,,,
13265,61,0.0,0.0,,,,,67.0,,6.9,6.5,18.0,,,,,,-61.0,-61.0,,,,,6.0,,-54.1,-54.5,-43.0,,,,,,False,,,,,True,,True,True,True,,,,,
13267,661,480.0,523.0,,,,,655.0,,640.8,240.2,709.0,69.5,,,,,-181.0,-138.0,,,,,-6.0,,-20.2,-420.8,48.0,-591.5,,,,,True,,,,,True,,True,False,True,False,,,,
13269,218,162.0,34.0,,,,,252.0,,33.2,114.8,143.0,0.0,,,,,-56.0,-184.0,,,,,34.0,,-184.8,-103.2,-75.0,-218.0,,,,,False,,,,,True,,False,False,False,False,,,,
13271,451,120.0,106.0,,,,,674.0,,328.0,120.1,286.0,0.0,,,,,-331.0,-345.0,,,,,223.0,,-123.0,-330.9,-165.0,-451.0,,,,,False,,,,,True,,True,True,True,False,,,,
13273,162,174.0,28.0,,,,,213.0,,103.8,182.7,177.0,0.0,,,,,12.0,-134.0,,,,,51.0,,-58.2,20.7,15.0,-162.0,,,,,False,,,,,False,,False,False,False,False,,,,
13275,1388,1176.0,694.0,,,,,1294.0,,2083.1,1031.8,1818.0,230.3,,460.9,,,-212.0,-694.0,,,,,-94.0,,695.1,-356.2,430.0,-1157.7,,-927.1,,,False,,,,,True,,False,False,False,False,,False,,
13277,1216,1218.0,1057.0,,,,,1412.0,,475.5,811.2,958.0,348.5,,741.4,,,2.0,-159.0,,,,,196.0,,-740.5,-404.8,-258.0,-867.5,,-474.6,,,False,,,,,False,,False,False,False,False,,False,,
13279,922,1182.0,715.0,,,,,823.0,,2474.5,630.1,1491.5,184.3,,,,,260.0,-207.0,,,,,-99.0,,1552.5,-291.9,569.5,-737.7,,,,,True,,,,,True,,False,False,False,False,,,,
13281,260,336.0,107.0,,,,,368.0,,382.5,185.6,424.0,111.7,,,,,76.0,-153.0,,,,,108.0,,122.5,-74.4,164.0,-148.3,,,,,False,,,,,False,,False,True,False,False,,,,
13283,310,240.0,4.0,,,,,219.0,,1968.9,103.7,235.0,26.8,,,,,-70.0,-306.0,,,,,-91.0,,1658.9,-206.3,-75.0,-283.2,,,,,False,,,,,False,,False,False,False,False,,,,
13285,1795,1620.0,1114.0,,,,,2307.0,,1595.2,961.4,2226.0,1.8,,1022.6,,,-175.0,-681.0,,,,,512.0,,-199.8,-833.6,431.0,-1793.2,,-772.4,,,False,,,,,False,,False,False,False,False,,False,,
13287,323,210.0,0.0,,,,,213.0,,503.3,202.3,235.0,0.0,,,,,-113.0,-323.0,,,,,-110.0,,180.3,-120.7,-88.0,-323.0,,,,,False,,,,,True,,False,False,True,False,,,,
13289,205,246.0,440.0,,,,,222.0,,844.9,130.1,504.0,24.2,,,,,41.0,235.0,,,,,17.0,,639.9,-74.9,299.0,-180.8,,,,,False,,,,,True,,False,False,False,False,,,,
13291,589,468.0,310.0,,,,,755.0,,321.9,247.5,494.0,0.7,,190.5,,,-121.0,-279.0,,,,,166.0,,-267.1,-341.5,-95.0,-588.3,,-398.5,,,False,,,,,False,,False,False,True,False,,False,,
13293,1114,864.0,864.0,,,,,978.0,,1333.1,499.8,1693.0,0.0,,,,,-250.0,-250.0,,,,,-136.0,,219.1,-614.2,579.0,-1114.0,,,,,False,,,,,True,,True,False,False,False,,,,
13295,2059,1782.0,1495.0,,,,,3898.0,,2434.9,1648.0,2597.0,272.0,,1992.6,,,-277.0,-564.0,,,,,1839.0,,375.9,-411.0,538.0,-1787.0,,-66.4,,,False,,,,,False,,False,False,False,False,,True,,
13297,3520,3714.0,3980.0,,,,,2858.0,,2899.2,2138.1,4284.0,576.1,,2377.3,,,194.0,460.0,,,,,-662.0,,-620.8,-1381.9,764.0,-2943.9,,-1142.7,,,False,,,,,False,,False,False,False,False,,False,,
13299,1242,1356.0,1033.0,,,,,1161.0,,2437.9,548.6,2058.0,0.0,,680.3,,,114.0,-209.0,,,,,-81.0,,1195.9,-693.4,816.0,-1242.0,,-561.7,,,False,,,,,True,,False,False,False,False,,False,,
13301,210,90.0,0.0,,,,,121.0,,121.6,54.6,107.0,22.5,,,,,-120.0,-210.0,,,,,-89.0,,-88.4,-155.4,-103.0,-187.5,,,,,False,,,,,True,,True,False,True,False,,,,
13303,543,276.0,221.0,,,,,586.0,,159.1,162.4,264.0,0.0,,,,,-267.0,-322.0,,,,,43.0,,-383.9,-380.6,-279.0,-543.0,,,,,False,,,,,True,,False,False,False,False,,,,
13305,1071,762.0,15.0,,,,,989.0,,762.8,380.3,733.5,0.0,,,,,-309.0,-1056.0,,,,,-82.0,,-308.2,-690.7,-337.5,-1071.0,,,,,False,,,,,True,,True,False,False,False,,,,
13307,42,48.0,16.0,,,,,62.0,,850.4,36.5,22.0,,,,,,6.0,-26.0,,,,,20.0,,808.4,-5.5,-20.0,,,,,,False,,,,,False,,False,True,False,,,,,
13309,144,66.0,0.0,,,,,232.0,,512.0,60.9,43.0,0.0,,,,,-78.0,-144.0,,,,,88.0,,368.0,-83.1,-101.0,-144.0,,,,,False,,,,,False,,False,False,False,False,,,,
13311,890,1164.0,1148.0,,,,,878.0,,1331.7,783.1,1586.0,234.4,,,,,274.0,258.0,,,,,-12.0,,441.7,-106.9,696.0,-655.6,,,,,True,,,,,True,,False,True,False,False,,,,
13313,4112,4716.0,4659.0,,,,,6161.0,,3767.4,2395.9,6812.0,1010.0,,2701.3,,,604.0,547.0,,,,,2049.0,,-344.6,-1716.1,2700.0,-3102.0,,-1410.7,,,True,,,,,False,,True,False,False,False,,False,,
13315,186,336.0,206.0,,,,,291.0,,623.7,196.6,219.5,36.7,,,,,150.0,20.0,,,,,105.0,,437.7,10.6,33.5,-149.3,,,,,True,,,,,True,,False,True,True,True,,,,
13317,344,270.0,261.0,,,,,267.0,,129.1,149.0,259.0,45.1,,,,,-74.0,-83.0,,,,,-77.0,,-214.9,-195.0,-85.0,-298.9,,,,,False,,,,,False,,False,False,False,False,,,,
13319,244,198.0,0.0,,,,,222.0,,214.5,166.4,377.0,29.9,,,,,-46.0,-244.0,,,,,-22.0,,-29.5,-77.6,133.0,-214.1,,,,,False,,,,,True,,True,False,False,False,,,,
13321,602,492.0,722.0,,,,,720.0,,434.6,340.0,613.0,61.4,,,,,-110.0,120.0,,,,,118.0,,-167.4,-262.0,11.0,-540.6,,,,,False,,,,,False,,False,False,True,False,,,,
15001,336,420.0,131.0,,,,,,,530.6,1499.1,529.0,9.6,,,163.0,,84.0,-205.0,,,,,,,194.6,1163.1,193.0,-326.4,,,-173.0,,False,,,,,,,False,False,False,False,,,False,
15003,3816,3954.0,2647.0,,,,,,,3782.0,11905.4,4830.5,9.6,,2128.8,2116.0,,138.0,-1169.0,,,,,,,-34.0,8089.4,1014.5,-3806.4,,-1687.2,-1700.0,,False,,,,,,,True,False,False,False,,False,False,
15005,0,0.0,0.0,,,,,,,0.3,0.0,,,,,,,0.0,0.0,,,,,,,0.3,0.0,,,,,,,True,,,,,,,False,True,,,,,,
15007,39,30.0,0.0,,,,,,,18.0,433.5,0.0,96.3,,,,,-9.0,-39.0,,,,,,,-21.0,394.5,-39.0,57.3,,,,,False,,,,,,,False,False,False,False,,,,
15009,1165,882.0,1569.0,,,,,,,578.8,3678.4,796.0,914.9,,,1477.0,,-283.0,404.0,,,,,,,-586.2,2513.4,-369.0,-250.1,,,312.0,,False,,,,,,,False,False,False,True,,,False,
16001,8713,15072.0,10609.0,,,,,12013.0,,10289.3,12174.5,19109.5,4653.9,,11722.6,5684.0,,6359.0,1896.0,,,,,3300.0,,1576.3,3461.5,10396.5,-4059.1,,3009.6,-3029.0,,True,,,,,True,,True,True,False,True,,True,True,
16003,93,306.0,,,,,,56.0,,542.8,142.4,302.0,29.9,,,,,213.0,,,,,,-37.0,,449.8,49.4,209.0,-63.1,,,,,,,,,,True,,False,True,True,True,,,,
16005,1322,1404.0,340.0,,,,,1645.0,,481.7,1046.3,1516.0,0.0,,997.4,,,82.0,-982.0,,,,,323.0,,-840.3,-275.7,194.0,-1322.0,,-324.6,,,False,,,,,False,,False,False,False,False,,False,,
16007,84,72.0,7.0,,,,,75.0,,18.8,56.3,25.0,0.0,,,,,-12.0,-77.0,,,,,-9.0,,-65.2,-27.7,-59.0,-84.0,,,,,False,,,,,True,,False,False,False,False,,,,
16009,132,180.0,152.0,,,,,707.0,,365.5,154.8,154.0,14.3,,,,,48.0,20.0,,,,,575.0,,233.5,22.8,22.0,-117.7,,,,,True,,,,,False,,False,True,True,False,,,,
16011,570,576.0,210.0,,,,,996.0,,213.9,536.4,576.0,0.0,,,,,6.0,-360.0,,,,,426.0,,-356.1,-33.6,6.0,-570.0,,,,,False,,,,,False,,False,False,False,False,,,,
16013,495,60.0,24.0,,,,,159.0,,39.1,187.2,155.0,0.1,,,,,-435.0,-471.0,,,,,-336.0,,-455.9,-307.8,-340.0,-494.9,,,,,False,,,,,True,,False,True,True,False,,,,
16015,58,78.0,0.0,,,,,82.0,,83.1,118.4,105.0,0.0,,,,,20.0,-58.0,,,,,24.0,,25.1,60.4,47.0,-58.0,,,,,False,,,,,False,,False,False,False,False,,,,
16017,1011,1290.0,819.0,,,,,1122.0,,1044.1,1017.4,2049.0,183.0,,,,,279.0,-192.0,,,,,111.0,,33.1,6.4,1038.0,-828.0,,,,,True,,,,,True,,True,True,False,False,,,,
16019,1505,3234.0,2643.0,,,,,2347.0,,925.0,1738.7,1519.0,0.1,,1998.9,,,1729.0,1138.0,,,,,842.0,,-580.0,233.7,14.0,-1504.9,,493.9,,,True,,,,,True,,True,True,True,True,,True,,
16021,241,210.0,96.0,,,,,314.0,,138.0,189.5,173.0,0.0,,,,,-31.0,-145.0,,,,,73.0,,-103.0,-51.5,-68.0,-241.0,,,,,False,,,,,False,,False,False,False,False,,,,
16023,28,66.0,0.0,,,,,28.0,,12.5,47.1,33.0,0.0,,,,,38.0,-28.0,,,,,0.0,,-15.5,19.1,5.0,-28.0,,,,,True,,,,,True,,True,True,True,True,,,,
16025,12,0.0,0.0,,,,,6.0,,0.8,2.3,6.0,,,,,,-12.0,-12.0,,,,,-6.0,,-11.2,-9.7,-6.0,,,,,,False,,,,,True,,True,True,True,,,,,
16027,4153,4188.0,1135.0,,,,,7166.0,,1999.9,4464.5,4560.0,0.2,,5883.7,1053.0,,35.0,-3018.0,,,,,3013.0,,-2153.1,311.5,407.0,-4152.8,,1730.7,-3100.0,,False,,,,,False,,False,False,False,False,,False,False,
16029,108,138.0,16.0,,,,,102.0,,14.0,81.0,18.0,0.0,,,,,30.0,-92.0,,,,,-6.0,,-94.0,-27.0,-90.0,-108.0,,,,,False,,,,,True,,False,True,False,False,,,,
16031,315,240.0,110.0,,,,,329.0,,119.0,275.1,273.5,0.0,,316.6,,,-75.0,-205.0,,,,,14.0,,-196.0,-39.9,-41.5,-315.0,,1.6,,,False,,,,,True,,False,True,True,False,,True,,
16033,1,0.0,0.0,,,,,36.0,,0.2,3.7,6.0,,,,,,-1.0,-1.0,,,,,35.0,,-0.8,2.7,5.0,,,,,,False,,,,,False,,True,False,False,,,,,
16035,184,138.0,0.0,,,,,303.0,,36.3,84.6,91.5,0.0,,,,,-46.0,-184.0,,,,,119.0,,-147.7,-99.4,-92.5,-184.0,,,,,False,,,,,False,,False,False,False,False,,,,
16037,30,42.0,,,,,,32.0,,7.7,31.7,2.0,0.0,,,,,12.0,,,,,,2.0,,-22.3,1.7,-28.0,-30.0,,,,,,,,,,True,,False,True,False,False,,,,
16039,230,762.0,735.0,,,,,374.0,,575.1,504.0,635.0,209.9,,,,,532.0,505.0,,,,,144.0,,345.1,274.0,405.0,-20.1,,,,,True,,,,,True,,True,True,True,True,,,,
16041,138,180.0,41.0,,,,,203.0,,82.0,135.1,127.0,0.0,,,,,42.0,-97.0,,,,,65.0,,-56.0,-2.9,-11.0,-138.0,,,,,False,,,,,False,,False,True,True,False,,,,
16043,109,138.0,29.0,,,,,181.0,,23.9,72.1,69.5,0.0,,,,,29.0,-80.0,,,,,72.0,,-85.1,-36.9,-39.5,-109.0,,,,,False,,,,,False,,False,False,False,False,,,,
16045,295,264.0,63.0,,,,,508.0,,87.6,246.7,198.0,0.0,,,,,-31.0,-232.0,,,,,213.0,,-207.4,-48.3,-97.0,-295.0,,,,,False,,,,,False,,False,False,False,False,,,,
16047,117,144.0,24.0,,,,,161.0,,30.0,137.8,137.0,0.0,,,,,27.0,-93.0,,,,,44.0,,-87.0,20.8,20.0,-117.0,,,,,False,,,,,False,,False,True,True,False,,,,
16049,171,330.0,0.0,,,,,409.0,,118.3,180.3,277.0,0.0,,,,,159.0,-171.0,,,,,238.0,,-52.7,9.3,106.0,-171.0,,,,,False,,,,,False,,True,True,True,False,,,,
16051,291,732.0,497.0,,,,,356.0,,132.8,350.2,173.0,0.0,,,,,441.0,206.0,,,,,65.0,,-158.2,59.2,-118.0,-291.0,,,,,True,,,,,True,,True,True,True,True,,,,
16053,289,186.0,40.0,,,,,394.0,,40.4,160.2,135.0,0.0,,344.1,,,-103.0,-249.0,,,,,105.0,,-248.6,-128.8,-154.0,-289.0,,55.1,,,False,,,,,False,,False,False,False,False,,True,,
16055,4059,4782.0,2330.0,,,,,6325.0,,3555.3,3582.5,5547.5,0.1,,4653.1,1337.0,,723.0,-1729.0,,,,,2266.0,,-503.7,-476.5,1488.5,-4058.9,,594.1,-2722.0,,False,,,,,False,,True,True,False,False,,True,False,
16057,442,372.0,206.0,,,,,2744.0,,166.8,320.0,304.0,0.0,,,,,-70.0,-236.0,,,,,2302.0,,-275.2,-122.0,-138.0,-442.0,,,,,False,,,,,False,,False,False,False,False,,,,
16059,27,66.0,,,,,,83.0,,18.4,21.0,31.0,0.0,,,,,39.0,,,,,,56.0,,-8.6,-6.0,4.0,-27.0,,,,,,,,,,False,,True,True,True,True,,,,
16061,38,108.0,28.0,,,,,354.0,,24.4,55.6,48.5,0.0,,,,,70.0,-10.0,,,,,316.0,,-13.6,17.6,10.5,-38.0,,,,,True,,,,,False,,True,True,True,True,,,,
16063,50,36.0,7.0,,,,,33.0,,21.2,42.8,47.0,0.0,,,,,-14.0,-43.0,,,,,-17.0,,-28.8,-7.2,-3.0,-50.0,,,,,False,,,,,False,,False,True,True,False,,,,
16065,836,1128.0,152.0,,,,,481.0,,187.7,542.1,409.0,0.0,,516.0,,,292.0,-684.0,,,,,-355.0,,-648.3,-293.9,-427.0,-836.0,,-320.0,,,False,,,,,False,,False,False,False,False,,False,,
16067,234,390.0,14.0,,,,,358.0,,203.5,215.9,392.0,0.0,,,,,156.0,-220.0,,,,,124.0,,-30.5,-18.1,158.0,-234.0,,,,,False,,,,,True,,True,True,False,False,,,,
16069,367,570.0,99.0,,,,,4240.0,,248.6,378.5,547.5,0.0,,531.3,,,203.0,-268.0,,,,,3873.0,,-118.4,11.5,180.5,-367.0,,164.3,,,False,,,,,False,,True,True,True,False,,True,,
16071,68,72.0,0.0,,,,,60.0,,22.7,48.4,45.5,0.0,,,,,4.0,-68.0,,,,,-8.0,,-45.3,-19.6,-22.5,-68.0,,,,,False,,,,,False,,False,False,False,False,,,,
16073,116,156.0,6.0,,,,,156.0,,35.1,123.3,91.0,0.0,,,,,40.0,-110.0,,,,,40.0,,-80.9,7.3,-25.0,-116.0,,,,,False,,,,,False,,False,True,True,False,,,,
16075,341,438.0,397.0,,,,,765.0,,145.4,334.6,457.0,0.0,,,,,97.0,56.0,,,,,424.0,,-195.6,-6.4,116.0,-341.0,,,,,True,,,,,False,,False,True,False,False,,,,
16077,78,60.0,15.0,,,,,108.0,,23.4,62.6,35.0,0.0,,,,,-18.0,-63.0,,,,,30.0,,-54.6,-15.4,-43.0,-78.0,,,,,False,,,,,False,,False,True,False,False,,,,
16079,174,336.0,280.0,,,,,770.0,,498.6,437.3,447.0,17.2,,,,,162.0,106.0,,,,,596.0,,324.6,263.3,273.0,-156.8,,,,,True,,,,,False,,False,False,False,True,,,,
16081,350,258.0,37.0,,,,,150.0,,52.6,119.4,148.0,0.0,,,,,-92.0,-313.0,,,,,-200.0,,-297.4,-230.6,-202.0,-350.0,,,,,False,,,,,False,,False,False,False,False,,,,
16083,1044,810.0,405.0,,,,,1150.0,,264.2,736.3,942.0,0.0,,1506.8,,,-234.0,-639.0,,,,,106.0,,-779.8,-307.7,-102.0,-1044.0,,462.8,,,False,,,,,True,,False,False,True,False,,False,,
16085,327,444.0,,,,,,182.0,,210.9,343.8,317.5,9.2,,,,,117.0,,,,,,-145.0,,-116.1,16.8,-9.5,-317.8,,,,,,,,,,False,,True,True,True,False,,,,
16087,202,252.0,20.0,,,,,339.0,,144.2,138.7,329.5,0.0,,,,,50.0,-182.0,,,,,137.0,,-57.8,-63.3,127.5,-202.0,,,,,False,,,,,False,,False,False,False,False,,,,
17001,1698,2082.0,1044.0,,,,,1710.0,,1241.0,1112.1,2287.0,0.1,,2715.7,,,384.0,-654.0,,,,,12.0,,-457.0,-585.9,589.0,-1697.9,,1017.7,,,False,,,,,True,,False,False,False,False,,False,,
17003,92,66.0,12.0,,,,,134.0,,45.0,55.4,63.0,0.0,,,,,-26.0,-80.0,,,,,42.0,,-47.0,-36.6,-29.0,-92.0,,,,,False,,,,,False,,False,False,False,False,,,,
17005,343,456.0,99.0,,,,,485.0,,168.6,249.5,355.0,0.0,,,,,113.0,-244.0,,,,,142.0,,-174.4,-93.5,12.0,-343.0,,,,,False,,,,,False,,False,True,True,False,,,,
17007,859,1200.0,559.0,,,,,974.0,,444.0,851.3,1068.0,0.2,,1343.0,,,341.0,-300.0,,,,,115.0,,-415.0,-7.7,209.0,-858.8,,484.0,,,True,,,,,True,,False,True,True,False,,False,,
17009,217,138.0,27.0,,,,,180.0,,95.0,80.4,225.0,0.0,,,,,-79.0,-190.0,,,,,-37.0,,-122.0,-136.6,8.0,-217.0,,,,,False,,,,,True,,False,False,True,False,,,,
17011,463,666.0,375.0,,,,,640.0,,169.0,435.3,496.0,0.1,,365.6,,,203.0,-88.0,,,,,177.0,,-294.0,-27.7,33.0,-462.9,,-97.4,,,True,,,,,True,,False,True,True,False,,True,,
17013,106,30.0,10.0,,,,,95.0,,15.1,32.2,25.0,0.0,,,,,-76.0,-96.0,,,,,-11.0,,-90.9,-73.8,-81.0,-106.0,,,,,False,,,,,True,,False,True,False,False,,,,
17015,222,222.0,34.0,,,,,255.0,,48.7,165.4,174.0,0.1,,,,,0.0,-188.0,,,,,33.0,,-173.3,-56.6,-48.0,-221.9,,,,,False,,,,,False,,False,False,False,False,,,,
17017,352,456.0,73.0,,,,,285.0,,163.3,254.3,309.0,0.0,,,,,104.0,-279.0,,,,,-67.0,,-188.7,-97.7,-43.0,-352.0,,,,,False,,,,,True,,False,True,True,False,,,,
17019,3411,3042.0,3367.0,,,,,4430.0,,813.6,2482.2,2314.0,1.5,,2747.0,1217.0,,-369.0,-44.0,,,,,1019.0,,-2597.4,-928.8,-1097.0,-3409.5,,-664.0,-2194.0,,True,,,,,False,,False,False,False,False,,False,False,
17021,689,534.0,315.0,,,,,972.0,,329.2,405.1,542.0,0.0,,768.5,,,-155.0,-374.0,,,,,283.0,,-359.8,-283.9,-147.0,-689.0,,79.5,,,False,,,,,False,,False,False,True,False,,True,,
17023,488,390.0,180.0,,,,,544.0,,348.9,244.6,499.0,0.4,,,,,-98.0,-308.0,,,,,56.0,,-139.1,-243.4,11.0,-487.6,,,,,False,,,,,True,,False,False,True,False,,,,
17025,225,210.0,40.0,,,,,400.0,,51.4,134.7,127.0,0.1,,,,,-15.0,-185.0,,,,,175.0,,-173.6,-90.3,-98.0,-224.9,,,,,False,,,,,False,,False,False,False,False,,,,
17027,1121,1170.0,275.0,,,,,1004.0,,413.4,684.5,1006.0,0.2,,681.0,,,49.0,-846.0,,,,,-117.0,,-707.6,-436.5,-115.0,-1120.8,,-440.0,,,False,,,,,False,,False,False,False,False,,False,,
17029,799,1266.0,606.0,,,,,1695.0,,829.2,738.7,1481.0,0.1,,714.8,,,467.0,-193.0,,,,,896.0,,30.2,-60.3,682.0,-798.9,,-84.2,,,True,,,,,False,,True,True,False,False,,True,,
17031,76260,87936.0,67838.0,,,,,94361.0,,37575.0,94400.8,81844.0,460.9,,79526.5,31547.0,,11676.0,-8422.0,,,,,18101.0,,-38685.0,18140.8,5584.0,-75799.1,,3266.5,-44713.0,,True,,,,,False,,False,False,True,False,,True,False,
17033,418,462.0,27.0,,,,,670.0,,267.5,363.1,524.0,2.9,,,,,44.0,-391.0,,,,,252.0,,-150.5,-54.9,106.0,-415.1,,,,,False,,,,,False,,False,False,False,False,,,,
17035,236,252.0,59.0,,,,,336.0,,106.0,160.7,275.0,0.0,,,,,16.0,-177.0,,,,,100.0,,-130.0,-75.3,39.0,-236.0,,,,,False,,,,,False,,False,False,False,False,,,,
17037,1534,1422.0,571.0,,,,,1680.0,,437.2,1109.8,1469.0,1.7,,420.7,,,-112.0,-963.0,,,,,146.0,,-1096.8,-424.2,-65.0,-1532.3,,-1113.3,,,False,,,,,False,,False,False,True,False,,False,,
17039,344,360.0,150.0,,,,,444.0,,231.3,190.4,434.0,0.1,,,,,16.0,-194.0,,,,,100.0,,-112.7,-153.6,90.0,-343.9,,,,,False,,,,,False,,False,False,False,False,,,,
17041,383,612.0,108.0,,,,,647.0,,164.9,295.6,504.5,0.9,,,,,229.0,-275.0,,,,,264.0,,-218.1,-87.4,121.5,-382.1,,,,,False,,,,,False,,True,True,True,False,,,,
17043,13844,14022.0,11579.0,,,,,16546.0,,3918.2,14248.2,11581.0,25.1,,10400.9,5131.0,,178.0,-2265.0,,,,,2702.0,,-9925.8,404.2,-2263.0,-13818.9,,-3443.1,-8713.0,,False,,,,,False,,False,False,False,False,,False,False,
17045,220,390.0,102.0,,,,,640.0,,282.0,242.6,545.0,0.8,,,,,170.0,-118.0,,,,,420.0,,62.0,22.6,325.0,-219.2,,,,,True,,,,,False,,True,True,False,False,,,,
17047,142,126.0,36.0,,,,,167.0,,85.3,99.5,113.0,0.0,,,,,-16.0,-106.0,,,,,25.0,,-56.7,-42.5,-29.0,-142.0,,,,,False,,,,,False,,False,False,False,False,,,,
17049,710,798.0,198.0,,,,,1102.0,,215.2,502.6,660.5,0.2,,,,,88.0,-512.0,,,,,392.0,,-494.8,-207.4,-49.5,-709.8,,,,,False,,,,,False,,False,False,True,False,,,,
17051,462,474.0,27.0,,,,,710.0,,164.4,513.9,377.0,0.4,,701.0,,,12.0,-435.0,,,,,248.0,,-297.6,51.9,-85.0,-461.6,,239.0,,,False,,,,,False,,False,False,False,False,,False,,
17053,293,450.0,96.0,,,,,379.0,,332.5,231.4,577.0,1.5,,,,,157.0,-197.0,,,,,86.0,,39.5,-61.6,284.0,-291.5,,,,,False,,,,,True,,True,True,False,False,,,,
17055,855,1692.0,582.0,,,,,1151.0,,1176.4,897.9,2113.5,382.1,,,,,837.0,-273.0,,,,,296.0,,321.4,42.9,1258.5,-472.9,,,,,True,,,,,True,,True,True,False,True,,,,
17057,496,1248.0,559.0,,,,,838.0,,399.3,646.3,979.0,142.8,,,,,752.0,63.0,,,,,342.0,,-96.7,150.3,483.0,-353.2,,,,,True,,,,,True,,True,True,True,True,,,,
