,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
34007,695,504.0,526.4,535.4,484.0,1881.0,,,,,,647.0,,409.6,800.8,,254.5,478.9,427.0,404.0,,421.7,,515.1,360.0,,,473.0,390.2,610.7,-191.0,-168.6,-159.6,-211.0,1186.0,,,,,,-48.0,,-285.4,105.8,,-440.5,-216.1,-268.0,-291.0,,-273.3,,-179.9,-335.0,,,-222.0,-304.8,-84.3,True,True,False,False,,,,,,True,,False,True,,False,False,False,False,,False,,True,False,,,False,False,True
34009,157,102.0,102.3,,99.0,145.0,,,,,,103.0,,104.6,177.2,,35.3,82.6,161.3,105.0,,29.3,,,,,,147.0,68.9,149.4,-55.0,-54.7,,-58.0,-12.0,,,,,,-54.0,,-52.4,20.2,,-121.7,-74.4,4.3,-52.0,,-127.7,,,,,,-10.0,-88.1,-7.6,True,,False,True,,,,,,True,,True,True,,False,False,True,True,,False,,,,,,True,False,True
34011,159,207.0,209.5,,175.0,314.0,,,,,,300.0,,168.5,251.2,,70.4,177.0,8.0,143.0,,380.3,,167.2,145.0,,,205.0,140.1,258.6,48.0,50.5,,16.0,155.0,,,,,,141.0,,9.5,92.2,,-88.6,18.0,-151.0,-16.0,,221.3,,8.2,-14.0,,,46.0,-18.9,99.6,False,,True,False,,,,,,False,,True,False,,False,True,False,True,,False,,True,True,,,True,True,False
34013,698,435.0,441.0,528.4,448.0,661.0,,,,,,758.0,,405.1,1044.0,,248.5,473.4,532.8,375.0,,2334.1,,443.7,358.0,,,372.0,385.8,395.9,-263.0,-257.0,-169.6,-250.0,-37.0,,,,,,60.0,,-292.9,346.0,,-449.5,-224.6,-165.2,-323.0,,1636.1,,-254.3,-340.0,,,-326.0,-312.2,-302.1,True,True,True,True,,,,,,True,,False,False,,False,True,True,False,,False,,True,False,,,False,False,False
34015,815,732.0,706.6,,663.0,3885.0,,,,,,396.0,,489.6,678.2,,584.8,709.8,467.3,998.0,,1590.3,,624.8,1152.0,,,1102.0,333.9,1502.9,-83.0,-108.4,,-152.0,3070.0,,,,,,-419.0,,-325.4,-136.8,,-230.2,-105.2,-347.7,183.0,,775.3,,-190.2,337.0,,,287.0,-481.1,687.9,False,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,False,False,,,False,False,False
34017,571,357.0,393.7,472.3,330.0,60.0,,,,,,569.0,,506.9,1419.1,,124.6,319.2,254.1,279.0,,147.0,,391.7,230.0,,,351.0,315.1,414.8,-214.0,-177.3,-98.7,-241.0,-511.0,,,,,,-2.0,,-64.1,848.1,,-446.4,-251.8,-316.9,-292.0,,-424.0,,-179.3,-341.0,,,-220.0,-255.9,-156.2,True,True,False,False,,,,,,True,,True,False,,False,False,False,False,,False,,True,False,,,False,False,True
34019,154,75.0,82.3,,75.0,85.0,,,,,,120.0,,93.9,112.3,,24.8,67.7,177.8,,,63.2,,44.3,,,,105.0,36.6,79.2,-79.0,-71.7,,-79.0,-69.0,,,,,,-34.0,,-60.1,-41.7,,-129.2,-86.3,23.8,,,-90.8,,-109.7,,,,-49.0,-117.4,-74.8,True,,False,True,,,,,,True,,True,True,,False,False,True,,,False,,False,,,,True,False,True
34021,263,240.0,243.0,303.9,236.0,385.0,,,,,,529.0,,187.9,329.8,,128.0,258.7,238.3,271.0,,197.0,,170.8,215.0,,,264.0,170.1,292.7,-23.0,-20.0,40.9,-27.0,122.0,,,,,,266.0,,-75.1,66.8,,-135.0,-4.3,-24.7,8.0,,-66.0,,-92.2,-48.0,,,1.0,-92.9,29.7,True,False,False,False,,,,,,False,,False,False,,False,True,False,True,,False,,False,False,,,True,False,False
34023,1194,783.0,764.2,818.0,763.0,1886.0,,,,,,639.0,,428.7,899.9,,583.6,776.1,799.9,777.0,,297.3,,718.8,988.0,,,1124.0,425.5,1102.9,-411.0,-429.8,-376.0,-431.0,692.0,,,,,,-555.0,,-765.3,-294.1,,-610.4,-417.9,-394.1,-417.0,,-896.7,,-475.2,-206.0,,,-70.0,-768.5,-91.1,False,True,False,False,,,,,,False,,False,True,,False,False,True,False,,False,,False,True,,,True,False,True
34025,1122,804.0,813.3,780.4,788.0,3171.0,,,,,,585.0,,487.7,750.2,,643.3,859.4,1178.5,959.0,,717.3,,710.7,1744.0,,,1120.0,393.4,1194.4,-318.0,-308.7,-341.6,-334.0,2049.0,,,,,,-537.0,,-634.3,-371.8,,-478.7,-262.6,56.5,-163.0,,-404.7,,-411.3,622.0,,,-2.0,-728.6,72.4,True,False,False,False,,,,,,False,,False,False,,False,True,True,True,,False,,False,False,,,True,False,True
34027,422,204.0,218.9,258.3,200.0,256.0,,,,,,416.0,,170.2,592.8,,74.5,191.6,882.7,146.0,,73.5,,266.1,179.0,,,211.0,188.2,230.7,-218.0,-203.1,-163.7,-222.0,-166.0,,,,,,-6.0,,-251.8,170.8,,-347.5,-230.4,460.7,-276.0,,-348.5,,-155.9,-243.0,,,-211.0,-233.8,-191.3,True,True,False,True,,,,,,True,,False,True,,False,False,False,False,,False,,True,False,,,True,False,True
34029,2532,858.0,890.2,815.0,773.0,3450.0,,,,,,493.0,,589.1,1283.2,,517.8,872.0,605.2,1087.0,,667.9,,755.8,1164.0,,,1068.0,469.6,1240.8,-1674.0,-1641.8,-1717.0,-1759.0,918.0,,,,,,-2039.0,,-1942.9,-1248.8,,-2014.2,-1660.0,-1926.8,-1445.0,,-1864.1,,-1776.2,-1368.0,,,-1464.0,-2062.4,-1291.2,True,False,False,True,,,,,,False,,False,True,,False,True,False,True,,False,,False,True,,,True,False,True
34031,631,468.0,455.6,545.5,436.0,366.0,,,,,,401.0,,252.5,869.5,,236.8,489.5,646.7,326.0,,358.2,,535.7,382.0,,,376.0,276.5,582.1,-163.0,-175.4,-85.5,-195.0,-265.0,,,,,,-230.0,,-378.5,238.5,,-394.2,-141.5,15.7,-305.0,,-272.8,,-95.3,-249.0,,,-255.0,-354.5,-48.9,False,True,False,False,,,,,,False,,False,False,,False,True,True,False,,False,,True,False,,,False,False,True
34033,90,66.0,59.1,,56.0,20.0,,,,,,109.0,,82.4,82.6,,18.5,52.2,65.5,,,34.7,,,,,,83.0,30.5,103.4,-24.0,-30.9,,-34.0,-70.0,,,,,,19.0,,-7.6,-7.4,,-71.5,-37.8,-24.5,,,-55.3,,,,,,-7.0,-59.5,13.4,False,,False,False,,,,,,True,,True,True,,False,False,False,,,False,,,,,,True,False,True
34035,416,303.0,298.7,,287.0,686.0,,,,,,319.0,,181.9,437.6,,109.0,271.8,400.1,322.0,,102.8,,226.7,395.0,,,414.0,177.2,445.8,-113.0,-117.3,,-129.0,270.0,,,,,,-97.0,,-234.1,21.6,,-307.0,-144.2,-15.9,-94.0,,-313.2,,-189.3,-21.0,,,-2.0,-238.8,29.8,False,,False,False,,,,,,True,,False,True,,False,False,True,True,,False,,False,True,,,True,False,True
34037,131,36.0,36.2,,35.0,43.0,,,,,,90.0,,54.3,156.9,,3.5,48.7,137.7,,,30.4,,31.9,17.0,,,27.0,48.8,77.5,-95.0,-94.8,,-96.0,-88.0,,,,,,-41.0,,-76.7,25.9,,-127.5,-82.3,6.7,,,-100.6,,-99.1,-114.0,,,-104.0,-82.2,-53.5,True,,False,True,,,,,,True,,True,True,,False,True,True,,,False,,False,False,,,False,True,True
34039,632,309.0,258.9,396.2,297.0,0.0,,,,,,604.0,,282.0,1068.8,,131.9,342.1,651.2,283.0,,296.9,,299.8,299.0,,,259.0,177.5,363.2,-323.0,-373.1,-235.8,-335.0,-632.0,,,,,,-28.0,,-350.0,436.8,,-500.1,-289.9,19.2,-349.0,,-335.1,,-332.2,-333.0,,,-373.0,-454.5,-268.8,False,True,False,False,,,,,,True,,False,False,,False,True,True,False,,False,,False,False,,,False,False,True
34041,54,42.0,43.8,,42.0,44.0,,,,,,100.0,,60.1,94.6,,5.3,36.0,65.0,,,29.5,,41.4,,,,62.0,39.4,55.6,-12.0,-10.2,,-12.0,-10.0,,,,,,46.0,,6.1,40.6,,-48.7,-18.0,11.0,,,-24.5,,-12.6,,,,8.0,-14.6,1.6,True,,False,True,,,,,,False,,True,False,,False,False,True,,,False,,False,,,,True,False,True
35001,793,303.0,295.7,,261.0,178.0,,,,,,458.0,,307.8,580.1,,212.9,319.0,315.5,208.0,,142.6,,226.5,205.0,,,268.0,264.5,583.2,-490.0,-497.3,,-532.0,-615.0,,,,,,-335.0,,-485.2,-212.9,,-580.1,-474.0,-477.5,-585.0,,-650.4,,-566.5,-588.0,,,-525.0,-528.5,-209.8,False,,False,False,,,,,,True,,True,True,,False,True,True,False,,False,,False,False,,,False,False,True
35003,0,0.0,0.8,,0.0,0.0,,,,,,6.0,,11.6,1.0,,0.0,0.3,,0.0,,2.0,,,,,,7.0,3.6,71.4,0.0,0.8,,0.0,0.0,,,,,,6.0,,11.6,1.0,,0.0,0.3,,0.0,,2.0,,,,,,7.0,3.6,71.4,False,,True,True,,,,,,False,,False,False,,False,False,,True,,False,,,,,,False,False,False
35005,407,354.0,350.0,,340.0,290.0,,,,,,81.0,,359.4,273.5,,412.3,320.1,149.2,588.0,,388.0,,,,,,223.0,148.3,671.1,-53.0,-57.0,,-67.0,-117.0,,,,,,-326.0,,-47.6,-133.5,,5.3,-86.9,-257.8,181.0,,-19.0,,,,,,-184.0,-258.7,264.1,False,,False,False,,,,,,False,,True,False,,True,False,False,False,,True,,,,,,False,False,False
35006,49,9.0,1.9,,3.0,0.0,,,,,,26.0,,2.5,18.5,,1.4,8.6,0.0,21.0,,3.6,,,,,,4.0,13.2,52.7,-40.0,-47.1,,-46.0,-49.0,,,,,,-23.0,,-46.5,-30.5,,-47.6,-40.4,-49.0,-28.0,,-45.4,,,,,,-45.0,-35.8,3.7,False,,False,False,,,,,,True,,False,True,,False,False,False,True,,False,,,,,,False,True,True
35007,16,0.0,0.0,,0.0,0.0,,,,,,6.0,,4.4,4.7,,0.2,0.6,,0.0,,1.8,,,,,,3.0,5.2,10.9,-16.0,-16.0,,-16.0,-16.0,,,,,,-10.0,,-11.6,-11.3,,-15.8,-15.4,,-16.0,,-14.2,,,,,,-13.0,-10.8,-5.1,False,,False,False,,,,,,True,,True,True,,True,True,,False,,True,,,,,,True,True,True
35009,179,51.0,53.7,,52.0,22.0,,,,,,141.0,,104.9,82.6,,16.3,56.0,112.7,38.0,,22.3,,,,,,44.0,36.7,111.3,-128.0,-125.3,,-127.0,-157.0,,,,,,-38.0,,-74.1,-96.4,,-162.7,-123.0,-66.3,-141.0,,-156.7,,,,,,-135.0,-142.3,-67.7,True,,True,False,,,,,,True,,True,True,,False,True,True,False,,False,,,,,,False,False,True
35011,0,6.0,6.7,,3.0,0.0,,,,,,3.0,,2.9,12.4,,,0.6,,0.0,,0.0,,,,,,16.0,4.3,,6.0,6.7,,3.0,0.0,,,,,,3.0,,2.9,12.4,,,0.6,,0.0,,0.0,,,,,,16.0,4.3,,False,,True,True,,,,,,True,,True,False,,,True,,True,,True,,,,,,False,True,
35013,568,228.0,242.6,,197.0,133.0,,,,,,401.0,,233.8,264.7,,161.9,222.5,277.7,188.0,,54.5,,145.8,162.0,,,166.0,145.0,837.7,-340.0,-325.4,,-371.0,-435.0,,,,,,-167.0,,-334.2,-303.3,,-406.1,-345.5,-290.3,-380.0,,-513.5,,-422.2,-406.0,,,-402.0,-423.0,269.7,True,,False,False,,,,,,True,,True,True,,False,False,True,False,,False,,False,False,,,False,False,True
35015,287,132.0,110.6,,107.0,234.0,,,,,,100.0,,254.8,191.4,,61.5,122.0,73.4,156.0,,53.4,,,,,,153.0,80.1,262.4,-155.0,-176.4,,-180.0,-53.0,,,,,,-187.0,,-32.2,-95.6,,-225.5,-165.0,-213.6,-131.0,,-233.6,,,,,,-134.0,-206.9,-24.6,False,,False,True,,,,,,False,,True,True,,False,False,False,True,,False,,,,,,True,False,True
35017,33,33.0,32.7,,20.0,20.0,,,,,,11.0,,33.1,45.8,,2.7,22.0,,,,0.0,,,,,,28.0,8.9,60.2,0.0,-0.3,,-13.0,-13.0,,,,,,-22.0,,0.1,12.8,,-30.3,-11.0,,,,-33.0,,,,,,-5.0,-24.1,27.2,False,,False,False,,,,,,False,,False,False,,False,False,,,,False,,,,,,False,False,False
35019,2,0.0,0.2,,0.0,0.0,,,,,,6.0,,0.1,1.4,,0.2,0.1,,0.0,,0.0,,,,,,0.0,5.2,12.3,-2.0,-1.8,,-2.0,-2.0,,,,,,4.0,,-1.9,-0.6,,-1.8,-1.9,,-2.0,,-2.0,,,,,,-2.0,3.2,10.3,True,,False,False,,,,,,False,,True,True,,True,True,,False,,False,,,,,,False,False,False
35021,0,0.0,0.0,,0.0,0.0,,,,,,3.0,,0.0,1.1,,0.0,0.0,,0.0,,0.0,,,,,,0.0,3.1,28.6,0.0,0.0,,0.0,0.0,,,,,,3.0,,0.0,1.1,,0.0,0.0,,0.0,,0.0,,,,,,0.0,3.1,28.6,False,,True,True,,,,,,False,,False,False,,False,True,,True,,True,,,,,,True,False,False
35023,4,0.0,1.6,,0.0,0.0,,,,,,6.0,,0.3,2.6,,2.1,0.1,,0.0,,2.0,,,,,,0.0,8.2,13.7,-4.0,-2.4,,-4.0,-4.0,,,,,,2.0,,-3.7,-1.4,,-1.9,-3.9,,-4.0,,-2.0,,,,,,-4.0,4.2,9.7,True,,False,False,,,,,,True,,True,True,,True,True,,False,,True,,,,,,False,False,False
35025,265,165.0,170.8,,124.0,90.0,,,,,,313.0,,195.6,175.7,,96.2,170.6,108.0,150.0,,109.0,,115.5,,,,104.0,129.5,342.7,-100.0,-94.2,,-141.0,-175.0,,,,,,48.0,,-69.4,-89.3,,-168.8,-94.4,-157.0,-115.0,,-156.1,,-149.5,,,,-161.0,-135.5,77.7,True,,False,False,,,,,,True,,True,True,,False,True,False,False,,False,,False,,,,False,False,True
35027,44,6.0,10.1,,6.0,0.0,,,,,,13.0,,56.9,36.1,,0.6,4.5,46.1,0.0,,6.2,,,,,,8.0,8.8,26.6,-38.0,-33.9,,-38.0,-44.0,,,,,,-31.0,,12.9,-7.9,,-43.4,-39.5,2.1,-44.0,,-37.9,,,,,,-36.0,-35.2,-17.4,True,,False,False,,,,,,True,,True,True,,False,False,True,False,,True,,,,,,True,True,True
35028,5,6.0,7.2,,0.0,0.0,,,,,,8.0,,4.5,8.7,,0.3,0.7,,0.0,,1.1,,,,,,4.0,4.4,46.4,1.0,2.2,,-5.0,-5.0,,,,,,3.0,,-0.5,3.7,,-4.7,-4.3,,-5.0,,-3.9,,,,,,-1.0,-0.6,41.4,False,,False,False,,,,,,False,,True,False,,False,False,,False,,False,,,,,,False,True,False
35029,88,57.0,62.1,,35.0,36.0,,,,,,41.0,,74.5,78.6,,11.6,36.5,0.0,25.0,,6.6,,,,,,47.0,19.3,144.0,-31.0,-25.9,,-53.0,-52.0,,,,,,-47.0,,-13.5,-9.4,,-76.4,-51.5,-88.0,-63.0,,-81.4,,,,,,-41.0,-68.7,56.0,True,,False,False,,,,,,False,,True,True,,False,False,False,False,,False,,,,,,False,False,False
35031,91,75.0,97.2,,63.0,71.0,,,,,,221.0,,57.4,81.4,,21.3,62.6,3.1,58.0,,58.3,,95.3,,,,0.0,57.9,136.1,-16.0,6.2,,-28.0,-20.0,,,,,,130.0,,-33.6,-9.6,,-69.7,-28.4,-87.9,-33.0,,-32.7,,4.3,,,,-91.0,-33.1,45.1,True,,False,False,,,,,,False,,False,True,,False,False,False,False,,False,,True,,,,False,False,False
35033,0,3.0,3.0,,3.0,0.0,,,,,,3.0,,0.4,2.7,,,0.3,,0.0,,4.8,,,,,,2.0,5.1,62.0,3.0,3.0,,3.0,0.0,,,,,,3.0,,0.4,2.7,,,0.3,,0.0,,4.8,,,,,,2.0,5.1,62.0,True,,False,True,,,,,,False,,True,True,,,True,,True,,False,,,,,,True,False,False
35035,42,33.0,32.4,,28.0,18.0,,,,,,83.0,,53.3,53.5,,12.5,22.2,41.1,21.0,,1.4,,,,,,25.0,8.5,337.9,-9.0,-9.6,,-14.0,-24.0,,,,,,41.0,,11.3,11.5,,-29.5,-19.8,-0.9,-21.0,,-40.6,,,,,,-17.0,-33.5,295.9,False,,False,False,,,,,,False,,False,False,,False,False,True,False,,False,,,,,,False,False,False
35037,7,15.0,16.6,,9.0,0.0,,,,,,9.0,,13.1,15.9,,1.0,3.2,,5.0,,9.5,,,,,,9.0,7.2,69.9,8.0,9.6,,2.0,-7.0,,,,,,2.0,,6.1,8.9,,-6.0,-3.8,,-2.0,,2.5,,,,,,2.0,0.2,62.9,False,,True,True,,,,,,True,,True,False,,True,True,,True,,True,,,,,,True,True,False
35039,31,18.0,21.8,,18.0,0.0,,,,,,16.0,,45.3,48.4,,3.0,19.5,39.7,21.0,,12.3,,,,,,20.0,10.8,37.3,-13.0,-9.2,,-13.0,-31.0,,,,,,-15.0,,14.3,17.4,,-28.0,-11.5,8.7,-10.0,,-18.7,,,,,,-11.0,-20.2,6.3,True,,False,False,,,,,,False,,False,False,,False,True,True,True,,False,,,,,,True,False,True
35041,71,57.0,61.3,,40.0,41.0,,,,,,34.0,,88.0,59.2,,14.3,41.4,40.5,30.0,,10.5,,,,,,35.0,23.3,201.4,-14.0,-9.7,,-31.0,-30.0,,,,,,-37.0,,17.0,-11.8,,-56.7,-29.6,-30.5,-41.0,,-60.5,,,,,,-36.0,-47.7,130.4,True,,False,False,,,,,,False,,False,True,,False,False,False,False,,False,,,,,,False,False,False
35043,122,60.0,60.0,,57.0,0.0,,,,,,80.0,,64.1,105.2,,51.8,82.9,92.7,76.0,,11.5,,58.7,51.0,,,39.0,31.3,132.7,-62.0,-62.0,,-65.0,-122.0,,,,,,-42.0,,-57.9,-16.8,,-70.2,-39.1,-29.3,-46.0,,-110.5,,-63.3,-71.0,,,-83.0,-90.7,10.7,False,,False,False,,,,,,True,,True,True,,False,True,True,True,,False,,False,False,,,False,False,True
35045,147,72.0,84.2,,54.0,67.0,,,,,,319.0,,47.0,112.9,,17.3,52.9,11.3,124.0,,18.7,,83.4,,,,20.0,68.7,99.7,-75.0,-62.8,,-93.0,-80.0,,,,,,172.0,,-100.0,-34.1,,-129.7,-94.1,-135.7,-23.0,,-128.3,,-63.6,,,,-127.0,-78.3,-47.3,True,,False,False,,,,,,False,,False,True,,False,False,False,True,,False,,True,,,,False,False,True
35047,20,9.0,12.6,,9.0,6.0,,,,,,22.0,,10.7,45.2,,3.8,12.2,,6.0,,2.5,,,,,,10.0,8.5,50.3,-11.0,-7.4,,-11.0,-14.0,,,,,,2.0,,-9.3,25.2,,-16.2,-7.8,,-14.0,,-17.5,,,,,,-10.0,-11.5,30.3,True,,False,False,,,,,,True,,True,False,,False,True,,False,,False,,,,,,True,False,False
35049,169,108.0,108.1,,77.0,57.0,,,,,,72.0,,151.3,267.8,,60.2,105.4,256.9,89.0,,53.0,,,66.0,,,106.0,79.6,197.9,-61.0,-60.9,,-92.0,-112.0,,,,,,-97.0,,-17.7,98.8,,-108.8,-63.6,87.9,-80.0,,-116.0,,,-103.0,,,-63.0,-89.4,28.9,True,,False,False,,,,,,False,,True,False,,False,False,False,False,,False,,,False,,,False,False,True
35051,11,0.0,0.1,,0.0,0.0,,,,,,11.0,,0.7,7.8,,1.7,1.4,,1.0,,0.0,,,,,,0.0,6.1,36.0,-11.0,-10.9,,-11.0,-11.0,,,,,,0.0,,-10.3,-3.2,,-9.3,-9.6,,-10.0,,-11.0,,,,,,-11.0,-4.9,25.0,True,,False,False,,,,,,True,,True,True,,True,True,,True,,True,,,,,,False,True,False
35053,34,0.0,0.0,,0.0,0.0,,,,,,19.0,,0.1,11.6,,1.0,0.2,,0.0,,2.1,,,,,,0.0,5.6,12.5,-34.0,-34.0,,-34.0,-34.0,,,,,,-15.0,,-33.9,-22.4,,-33.0,-33.8,,-34.0,,-31.9,,,,,,-34.0,-28.4,-21.5,False,,False,False,,,,,,True,,True,True,,True,True,,False,,True,,,,,,False,True,True
35055,24,18.0,16.2,,11.0,0.0,,,,,,13.0,,39.7,17.3,,2.0,6.0,8.7,,,14.3,,,,,,13.0,5.1,39.4,-6.0,-7.8,,-13.0,-24.0,,,,,,-11.0,,15.7,-6.7,,-22.0,-18.0,-15.3,,,-9.7,,,,,,-11.0,-18.9,15.4,False,,False,False,,,,,,False,,False,False,,False,False,False,,,False,,,,,,False,False,False
35057,17,0.0,0.4,,0.0,0.0,,,,,,10.0,,0.8,9.8,,1.8,1.8,,1.0,,15.9,,,,,,0.0,6.3,45.7,-17.0,-16.6,,-17.0,-17.0,,,,,,-7.0,,-16.2,-7.2,,-15.2,-15.2,,-16.0,,-1.1,,,,,,-17.0,-10.7,28.7,True,,False,False,,,,,,True,,True,True,,True,True,,True,,True,,,,,,False,True,False
35059,0,0.0,1.7,,0.0,0.0,,,,,,6.0,,0.1,1.6,,0.3,0.1,,0.0,,0.0,,,,,,0.0,5.7,10.9,0.0,1.7,,0.0,0.0,,,,,,6.0,,0.1,1.6,,0.3,0.1,,0.0,,0.0,,,,,,0.0,5.7,10.9,False,,True,True,,,,,,False,,False,False,,False,False,,True,,True,,,,,,True,False,False
35061,73,12.0,12.1,,17.0,10.0,,,,,,44.0,,50.6,74.1,,5.9,28.5,129.5,,,13.7,,,,,,21.0,22.6,46.0,-61.0,-60.9,,-56.0,-63.0,,,,,,-29.0,,-22.4,1.1,,-67.1,-44.5,56.5,,,-59.3,,,,,,-52.0,-50.4,-27.0,True,,True,False,,,,,,True,,True,True,,False,True,True,,,True,,,,,,True,True,True
36001,279,219.0,225.3,,195.0,203.0,,,,,,150.0,,177.5,303.4,,144.1,289.0,252.2,422.0,,97.2,,190.1,307.0,,,196.0,82.1,373.3,-60.0,-53.7,,-84.0,-76.0,,,,,,-129.0,,-101.5,24.4,,-134.9,10.0,-26.8,143.0,,-181.8,,-88.9,28.0,,,-83.0,-196.9,94.3,True,,False,False,,,,,,False,,False,True,,False,True,True,False,,False,,False,True,,,False,False,False
36003,30,6.0,7.3,,6.0,0.0,,,,,,41.0,,25.3,50.1,,3.1,1.7,,0.0,,8.3,,,,,,14.0,6.5,15.4,-24.0,-22.7,,-24.0,-30.0,,,,,,11.0,,-4.7,20.1,,-26.9,-28.3,,-30.0,,-21.7,,,,,,-16.0,-23.5,-14.6,True,,False,False,,,,,,True,,True,True,,False,False,,False,,True,,,,,,True,True,True
36005,1239,978.0,984.6,658.2,912.0,516.0,,,,,,,,923.1,1228.3,,,1039.4,,846.0,,899.6,,1137.3,644.0,,,757.0,741.4,1244.4,-261.0,-254.4,-580.8,-327.0,-723.0,,,,,,,,-315.9,-10.7,,,-199.6,,-393.0,,-339.4,,-101.7,-595.0,,,-482.0,-497.6,5.4,True,False,False,False,,,,,,,,False,True,,,True,,False,,False,,True,False,,,False,False,True
36007,486,180.0,175.9,,148.0,132.0,,,,,,148.0,,146.1,263.6,,61.0,181.5,235.5,201.0,,63.3,,140.0,164.0,,,174.0,111.7,224.0,-306.0,-310.1,,-338.0,-354.0,,,,,,-338.0,,-339.9,-222.4,,-425.0,-304.5,-250.5,-285.0,,-422.7,,-346.0,-322.0,,,-312.0,-374.3,-262.0,False,,False,False,,,,,,False,,False,True,,False,True,True,True,,False,,False,False,,,False,False,True
36009,63,36.0,40.3,,41.0,71.0,,,,,,66.0,,71.7,135.6,,9.5,39.9,77.7,25.0,,22.8,,,,,,20.0,14.7,66.7,-27.0,-22.7,,-22.0,8.0,,,,,,3.0,,8.7,72.6,,-53.5,-23.1,14.7,-38.0,,-40.2,,,,,,-43.0,-48.3,3.7,True,,True,True,,,,,,True,,True,False,,False,True,True,False,,False,,,,,,False,False,True
36011,41,15.0,17.4,,16.0,12.0,,,,,,23.0,,27.2,63.4,,6.6,20.4,34.9,23.0,,3.8,,,,,,17.0,8.6,27.3,-26.0,-23.6,,-25.0,-29.0,,,,,,-18.0,,-13.8,22.4,,-34.4,-20.6,-6.1,-18.0,,-37.2,,,,,,-24.0,-32.4,-13.7,True,,True,False,,,,,,True,,True,True,,False,True,True,True,,False,,,,,,True,False,True
36013,104,108.0,105.2,,117.0,148.0,,,,,,117.0,,156.3,340.1,,50.0,123.5,485.2,147.0,,91.2,,,,,,48.0,44.8,297.5,4.0,1.2,,13.0,44.0,,,,,,13.0,,52.3,236.1,,-54.0,19.5,381.2,43.0,,-12.8,,,,,,-56.0,-59.2,193.5,True,,False,False,,,,,,False,,False,False,,False,False,False,False,,False,,,,,,False,False,False
36015,404,123.0,121.2,,84.0,257.0,,,,,,53.0,,80.9,178.6,,84.9,71.9,48.2,,,287.3,,,,,,261.0,15.0,254.8,-281.0,-282.8,,-320.0,-147.0,,,,,,-351.0,,-323.1,-225.4,,-319.1,-332.1,-355.8,,,-116.7,,,,,,-143.0,-389.0,-149.2,False,,False,True,,,,,,False,,False,True,,False,False,False,,,True,,,,,,True,False,True
36017,14,36.0,34.2,,19.0,11.0,,,,,,17.0,,44.4,56.2,,6.6,24.3,17.9,20.0,,11.2,,,,,,56.0,6.9,42.6,22.0,20.2,,5.0,-3.0,,,,,,3.0,,30.4,42.2,,-7.4,10.3,3.9,6.0,,-2.8,,,,,,42.0,-7.1,28.6,True,,True,True,,,,,,True,,False,False,,True,True,True,True,,True,,,,,,False,True,False
