,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
29217,116,92.0,90.8,,85.0,133.0,,,,,,102.0,,76.6,94.7,,89.3,69.7,54.6,,99.9,42.5,,,,108.0,78.6,280.2,-24.0,-25.2,,-31.0,17.0,,,,,,-14.0,,-39.4,-21.3,,-26.7,-46.3,-61.4,,-16.1,-73.5,,,,-8.0,-37.4,164.2,False,,False,True,,,,,,True,,False,True,,False,False,False,,True,False,,,,True,False,False
29219,136,144.0,138.4,,130.0,110.0,,,,,,154.0,,154.0,155.3,,66.6,130.5,250.3,,78.2,97.8,,,,131.0,193.1,631.8,8.0,2.4,,-6.0,-26.0,,,,,,18.0,,18.0,19.3,,-69.4,-5.5,114.3,,-57.8,-38.2,,,,-5.0,57.1,495.8,True,,True,False,,,,,,False,,False,False,,False,True,False,,False,False,,,,True,False,False
29221,211,136.0,111.2,,105.0,98.0,,,,,,143.0,,269.2,161.1,,58.1,115.0,159.6,,56.2,99.1,,,,62.0,186.7,785.6,-75.0,-99.8,,-106.0,-113.0,,,,,,-68.0,,58.2,-49.9,,-152.9,-96.0,-51.4,,-154.8,-111.9,,,,-149.0,-24.3,574.6,False,,False,False,,,,,,True,,True,True,,False,False,True,,False,False,,,,False,True,False
29223,132,68.0,67.3,,48.0,22.0,,,,,,26.0,,75.6,58.6,,,59.9,,,26.2,,,,,97.0,85.0,118.9,-64.0,-64.7,,-84.0,-110.0,,,,,,-106.0,,-56.4,-73.4,,,-72.1,,,-105.8,,,,,-35.0,-47.0,-13.1,False,,False,False,,,,,,False,,True,False,,,False,,,False,,,,,True,True,True
29225,479,244.0,253.0,,244.0,550.0,,,,,,185.0,,540.4,203.5,,340.7,192.3,241.4,,125.1,152.4,,,,279.0,322.6,1983.7,-235.0,-226.0,,-235.0,71.0,,,,,,-294.0,,61.4,-275.5,,-138.3,-286.7,-237.6,,-353.9,-326.6,,,,-200.0,-156.4,1504.7,True,,False,True,,,,,,False,,True,False,,True,False,False,,False,False,,,,True,True,False
29227,7,12.0,11.1,,4.0,0.0,,,,,,4.0,,1.5,3.5,,2.1,5.3,,,3.4,,,,,18.0,8.9,60.5,5.0,4.1,,-3.0,-7.0,,,,,,-3.0,,-5.5,-3.5,,-4.9,-1.7,,,-3.6,,,,,11.0,1.9,53.5,True,,True,False,,,,,,True,,False,True,,True,True,,,True,,,,,False,True,False
29229,313,64.0,59.4,,59.0,67.0,,,,,,79.0,,42.6,38.8,,30.3,56.7,62.3,,94.9,36.1,,,,48.0,57.1,82.8,-249.0,-253.6,,-254.0,-246.0,,,,,,-234.0,,-270.4,-274.2,,-282.7,-256.3,-250.7,,-218.1,-276.9,,,,-265.0,-255.9,-230.2,False,,False,True,,,,,,True,,False,False,,False,False,False,,True,False,,,,False,False,True
29510,885,1132.0,1103.7,,985.0,1675.0,,,,,,1739.0,,991.8,1181.2,,651.2,959.2,43.0,,303.7,1613.3,526.0,,,1020.0,1679.9,1565.5,247.0,218.7,,100.0,790.0,,,,,,854.0,,106.8,296.2,,-233.8,74.2,-842.0,,-581.3,728.3,-359.0,,,135.0,794.9,680.5,True,,True,False,,,,,,False,,True,False,,True,True,False,,False,False,False,,,True,False,False
30001,59,8.0,10.2,,7.0,0.0,,,,,,14.0,,1.4,14.8,,13.0,3.8,,,6.5,,,,,8.0,8.3,27.3,-51.0,-48.8,,-52.0,-59.0,,,,,,-45.0,,-57.6,-44.2,,-46.0,-55.2,,,-52.5,,,,,-51.0,-50.7,-31.7,True,,False,False,,,,,,True,,False,True,,True,False,,,False,,,,,False,True,True
30003,244,248.0,248.9,,192.0,0.0,,,,,,266.0,,154.8,83.5,,191.9,232.6,0.0,,101.8,317.6,,,,0.0,350.4,347.1,4.0,4.9,,-52.0,-244.0,,,,,,22.0,,-89.2,-160.5,,-52.1,-11.4,-244.0,,-142.2,73.6,,,,-244.0,106.4,103.1,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,False,False,False
30005,60,0.0,0.0,,0.0,0.0,,,,,,4.0,,0.3,1.3,,,0.3,,,6.6,,,,,0.0,7.7,23.5,-60.0,-60.0,,-60.0,-60.0,,,,,,-56.0,,-59.7,-58.7,,,-59.7,,,-53.4,,,,,-60.0,-52.3,-36.5,False,,False,False,,,,,,True,,True,True,,,True,,,True,,,,,False,True,True
30007,2,0.0,0.4,,0.0,0.0,,,,,,8.0,,1.0,1.3,,1.8,0.1,,,2.3,,,,,0.0,5.3,128.7,-2.0,-1.6,,-2.0,-2.0,,,,,,6.0,,-1.0,-0.7,,-0.2,-1.9,,,0.3,,,,,-2.0,3.3,126.7,True,,False,False,,,,,,False,,True,True,,True,True,,,True,,,,,False,False,False
30009,36,28.0,28.1,,23.0,0.0,,,,,,28.0,,16.5,37.3,,26.8,15.7,,,10.9,30.0,,,,28.0,31.8,87.2,-8.0,-7.9,,-13.0,-36.0,,,,,,-8.0,,-19.5,1.3,,-9.2,-20.3,,,-25.1,-6.0,,,,-8.0,-4.2,51.2,True,,False,False,,,,,,False,,False,True,,False,False,,,False,True,,,,False,True,False
30011,9,0.0,0.0,,0.0,0.0,,,,,,0.0,,0.1,0.0,,,0.0,,,0.0,,,,,,5.0,52.6,-9.0,-9.0,,-9.0,-9.0,,,,,,-9.0,,-8.9,-9.0,,,-9.0,,,-9.0,,,,,,-4.0,43.6,False,,False,False,,,,,,False,,True,False,,,True,,,False,,,,,,True,False
30013,488,368.0,349.8,,327.0,1000.0,,,,,,310.0,,850.1,261.1,,331.4,209.3,217.5,,108.3,314.8,,,,583.0,360.7,908.1,-120.0,-138.2,,-161.0,512.0,,,,,,-178.0,,362.1,-226.9,,-156.6,-278.7,-270.5,,-379.7,-173.2,,,,95.0,-127.3,420.1,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,True,False,False
30015,26,4.0,6.6,,4.0,0.0,,,,,,21.0,,1.8,2.5,,,0.7,,,2.3,3.3,,,,26.0,6.6,35.4,-22.0,-19.4,,-22.0,-26.0,,,,,,-5.0,,-24.2,-23.5,,,-25.3,,,-23.7,-22.7,,,,0.0,-19.4,9.4,True,,False,False,,,,,,True,,False,False,,,False,,,False,False,,,,True,True,True
30017,53,12.0,15.8,,12.0,0.0,,,,,,70.0,,17.2,11.2,,,6.5,,,1.8,15.9,,,,8.0,8.3,15.7,-41.0,-37.2,,-41.0,-53.0,,,,,,17.0,,-35.8,-41.8,,,-46.5,,,-51.2,-37.1,,,,-45.0,-44.7,-37.3,True,,False,False,,,,,,True,,True,False,,,False,,,False,True,,,,False,False,True
30019,3,0.0,0.0,,0.0,0.0,,,,,,4.0,,0.3,1.6,,,0.0,,,0.0,0.4,,,,0.0,5.9,31.3,-3.0,-3.0,,-3.0,-3.0,,,,,,1.0,,-2.7,-1.4,,,-3.0,,,-3.0,-2.6,,,,-3.0,2.9,28.3,True,,False,False,,,,,,True,,True,True,,,True,,,False,True,,,,False,True,False
30021,37,40.0,48.0,,32.0,0.0,,,,,,54.0,,46.8,11.6,,,22.2,,,5.5,,,,,65.0,36.0,30.0,3.0,11.0,,-5.0,-37.0,,,,,,17.0,,9.8,-25.4,,,-14.8,,,-31.5,,,,,28.0,-1.0,-7.0,False,,False,False,,,,,,False,,False,False,,,False,,,False,,,,,False,True,False
30023,73,188.0,199.5,,49.0,244.0,,,,,,12.0,,308.4,15.7,,15.2,47.9,,,2.1,,,,,348.0,197.5,332.9,115.0,126.5,,-24.0,171.0,,,,,,-61.0,,235.4,-57.3,,-57.8,-25.1,,,-70.9,,,,,275.0,124.5,259.9,False,,True,False,,,,,,True,,False,True,,True,True,,,True,,,,,False,False,False
30025,14,4.0,3.9,,4.0,0.0,,,,,,8.0,,16.2,3.0,,,2.8,,,199.8,2.9,,,,78.0,5.1,68.9,-10.0,-10.1,,-10.0,-14.0,,,,,,-6.0,,2.2,-11.0,,,-11.2,,,185.8,-11.1,,,,64.0,-8.9,54.9,False,,False,False,,,,,,True,,True,False,,,False,,,False,False,,,,False,True,False
30027,33,28.0,29.2,,20.0,0.0,,,,,,53.0,,59.3,28.7,,,11.8,,,2.4,,,,,45.0,27.9,70.2,-5.0,-3.8,,-13.0,-33.0,,,,,,20.0,,26.3,-4.3,,,-21.2,,,-30.6,,,,,12.0,-5.1,37.2,True,,False,False,,,,,,False,,False,True,,,False,,,False,,,,,False,False,False
30029,637,372.0,362.9,,363.0,499.0,,,,,,694.0,,687.3,478.8,,344.5,310.0,432.9,,184.0,215.2,,,,416.0,505.2,777.3,-265.0,-274.1,,-274.0,-138.0,,,,,,57.0,,50.3,-158.2,,-292.5,-327.0,-204.1,,-453.0,-421.8,,,,-221.0,-131.8,140.3,False,,False,True,,,,,,True,,True,True,,False,False,True,,False,False,,,,True,True,True
30031,441,144.0,154.8,,154.0,243.0,,,,,,295.0,,359.9,193.4,,90.5,201.9,141.1,,32.5,73.1,,,,231.0,214.6,432.6,-297.0,-286.2,,-287.0,-198.0,,,,,,-146.0,,-81.1,-247.6,,-350.5,-239.1,-299.9,,-408.5,-367.9,,,,-210.0,-226.4,-8.4,True,,True,True,,,,,,True,,True,True,,False,True,False,,False,False,,,,True,True,True
30033,3,12.0,11.8,,2.0,0.0,,,,,,32.0,,1.5,0.7,,,2.5,,,0.7,,,,,39.0,10.1,44.5,9.0,8.8,,-1.0,-3.0,,,,,,29.0,,-1.5,-2.3,,,-0.5,,,-2.3,,,,,36.0,7.1,41.5,True,,True,True,,,,,,False,,True,True,,,True,,,True,,,,,False,True,False
30035,296,32.0,34.0,,19.0,18.0,,,,,,4.0,,16.0,68.9,,7.8,28.1,0.1,,6.7,47.9,,,,18.0,47.9,61.1,-264.0,-262.0,,-277.0,-278.0,,,,,,-292.0,,-280.0,-227.1,,-288.2,-267.9,-295.9,,-289.2,-248.1,,,,-278.0,-248.1,-234.9,True,,False,False,,,,,,False,,False,True,,False,False,False,,False,True,,,,False,True,True
30037,2,0.0,0.0,,0.0,0.0,,,,,,4.0,,2.2,0.3,,0.1,0.0,,,0.0,0.0,,,,0.0,4.0,125.2,-2.0,-2.0,,-2.0,-2.0,,,,,,2.0,,0.2,-1.7,,-1.9,-2.0,,,-2.0,-2.0,,,,-2.0,2.0,123.2,False,,False,False,,,,,,False,,True,True,,True,True,,,False,True,,,,False,False,False
30039,7,8.0,8.6,,0.0,0.0,,,,,,0.0,,1.2,3.8,,,0.6,,,2.6,,,,,53.0,6.6,42.9,1.0,1.6,,-7.0,-7.0,,,,,,-7.0,,-5.8,-3.2,,,-6.4,,,-4.4,,,,,46.0,-0.4,35.9,False,,False,False,,,,,,False,,False,False,,,False,,,False,,,,,False,True,False
30041,111,68.0,61.7,,50.0,27.0,,,,,,50.0,,110.3,21.1,,21.8,48.7,,,21.0,,,,,65.0,62.7,84.7,-43.0,-49.3,,-61.0,-84.0,,,,,,-61.0,,-0.7,-89.9,,-89.2,-62.3,,,-90.0,,,,,-46.0,-48.3,-26.3,False,,False,False,,,,,,False,,True,False,,False,False,,,False,,,,,False,False,True
30043,48,8.0,7.2,,4.0,0.0,,,,,,12.0,,36.3,22.3,,3.6,3.4,,,0.6,,,,,8.0,9.7,202.3,-40.0,-40.8,,-44.0,-48.0,,,,,,-36.0,,-11.7,-25.7,,-44.4,-44.6,,,-47.4,,,,,-40.0,-38.3,154.3,False,,False,False,,,,,,True,,True,True,,False,False,,,False,,,,,False,True,False
30045,2,0.0,4.1,,0.0,0.0,,,,,,4.0,,2.8,4.7,,,0.3,,,1.0,0.5,,,,3.0,6.1,63.6,-2.0,2.1,,-2.0,-2.0,,,,,,2.0,,0.8,2.7,,,-1.7,,,-1.0,-1.5,,,,1.0,4.1,61.6,False,,False,False,,,,,,False,,True,False,,,True,,,True,True,,,,True,False,False
30047,73,80.0,77.1,,48.0,26.0,,,,,,37.0,,268.9,85.3,,46.3,60.6,53.2,,8.7,49.3,,,,261.0,89.5,193.2,7.0,4.1,,-25.0,-47.0,,,,,,-36.0,,195.9,12.3,,-26.7,-12.4,-19.8,,-64.2,-23.7,,,,188.0,16.5,120.2,True,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,False,False,False
30049,156,44.0,41.5,,33.0,8.0,,,,,,96.0,,194.8,72.9,,10.7,28.9,87.3,,7.4,28.2,,,,39.0,48.1,113.1,-112.0,-114.5,,-123.0,-148.0,,,,,,-60.0,,38.8,-83.1,,-145.3,-127.1,-68.7,,-148.6,-127.8,,,,-117.0,-107.9,-42.9,False,,False,False,,,,,,True,,True,True,,False,False,True,,False,False,,,,False,True,True
30051,13,8.0,7.8,,2.0,0.0,,,,,,0.0,,1.0,12.2,,1.5,4.4,,,1.2,3.0,,,,6.0,6.2,84.2,-5.0,-5.2,,-11.0,-13.0,,,,,,-13.0,,-12.0,-0.8,,-11.5,-8.6,,,-11.8,-10.0,,,,-7.0,-6.8,71.2,False,,False,False,,,,,,False,,False,True,,False,False,,,False,False,,,,False,False,False
30053,47,12.0,13.2,,11.0,0.0,,,,,,12.0,,15.0,22.7,,14.3,14.4,,,0.4,8.9,,,,11.0,15.9,61.5,-35.0,-33.8,,-36.0,-47.0,,,,,,-35.0,,-32.0,-24.3,,-32.7,-32.6,,,-46.6,-38.1,,,,-36.0,-31.1,14.5,True,,False,False,,,,,,False,,True,True,,True,True,,,False,False,,,,False,True,True
30055,13,12.0,12.6,,6.0,0.0,,,,,,8.0,,1.3,10.5,,,1.7,,,3.7,,,,,24.0,12.5,70.2,-1.0,-0.4,,-7.0,-13.0,,,,,,-5.0,,-11.7,-2.5,,,-11.3,,,-9.3,,,,,11.0,-0.5,57.2,True,,False,False,,,,,,False,,False,False,,,False,,,False,,,,,False,True,False
30057,23,12.0,19.1,,11.0,0.0,,,,,,14.0,,22.5,8.1,,13.4,3.6,,,0.1,17.3,,,,6.0,14.1,142.3,-11.0,-3.9,,-12.0,-23.0,,,,,,-9.0,,-0.5,-14.9,,-9.6,-19.4,,,-22.9,-5.7,,,,-17.0,-8.9,119.3,True,,False,False,,,,,,True,,True,False,,True,False,,,False,True,,,,False,True,False
30059,30,0.0,0.0,,0.0,0.0,,,,,,4.0,,2.6,0.1,,0.1,0.0,,,0.0,0.0,,,,0.0,5.8,169.4,-30.0,-30.0,,-30.0,-30.0,,,,,,-26.0,,-27.4,-29.9,,-29.9,-30.0,,,-30.0,-30.0,,,,-30.0,-24.2,139.4,False,,False,False,,,,,,True,,True,True,,True,True,,,False,True,,,,False,True,False
30061,4,0.0,0.4,,0.0,0.0,,,,,,0.0,,0.4,4.8,,,0.0,,,0.0,0.1,,,,0.0,4.9,113.8,-4.0,-3.6,,-4.0,-4.0,,,,,,-4.0,,-3.6,0.8,,,-4.0,,,-4.0,-3.9,,,,-4.0,0.9,109.8,True,,False,False,,,,,,False,,True,True,,,True,,,False,True,,,,False,True,False
30063,441,48.0,41.8,,58.0,20.0,,,,,,475.0,,194.5,226.5,,10.1,57.7,244.6,,68.1,220.7,,,,38.0,80.0,72.2,-393.0,-399.2,,-383.0,-421.0,,,,,,34.0,,-246.5,-214.5,,-430.9,-383.3,-196.4,,-372.9,-220.3,,,,-403.0,-361.0,-368.8,False,,True,False,,,,,,True,,True,True,,False,True,True,,True,True,,,,False,True,True
30065,18,36.0,36.5,,20.0,,,,,,,20.0,,80.5,15.3,,2.1,16.1,,,8.0,25.5,,,,76.0,29.8,551.8,18.0,18.5,,2.0,,,,,,,2.0,,62.5,-2.7,,-15.9,-1.9,,,-10.0,7.5,,,,58.0,11.8,533.8,False,,True,,,,,,,True,,False,True,,True,True,,,True,True,,,,False,True,False
30067,46,16.0,16.6,,10.0,0.0,,,,,,20.0,,16.7,17.1,,11.2,3.9,,,0.5,9.2,,,,70.0,11.1,124.7,-30.0,-29.4,,-36.0,-46.0,,,,,,-26.0,,-29.3,-28.9,,-34.8,-42.1,,,-45.5,-36.8,,,,24.0,-34.9,78.7,True,,False,False,,,,,,True,,True,True,,False,False,,,False,False,,,,True,False,False
30069,0,0.0,0.0,,0.0,0.0,,,,,,8.0,,1.7,0.0,,,0.0,,,0.0,,,,,,4.0,145.2,0.0,0.0,,0.0,0.0,,,,,,8.0,,1.7,0.0,,,0.0,,,0.0,,,,,,4.0,145.2,True,,True,True,,,,,,False,,False,True,,,True,,,True,,,,,,False,False
30071,9,16.0,24.0,,2.0,0.0,,,,,,36.0,,0.2,4.1,,,1.9,0.0,,57.3,,,,,2.0,12.5,52.6,7.0,15.0,,-7.0,-9.0,,,,,,27.0,,-8.8,-4.9,,,-7.1,-9.0,,48.3,,,,,-7.0,3.5,43.6,False,,False,False,,,,,,False,,False,True,,,False,False,,False,,,,,False,True,False
30073,47,4.0,2.9,,0.0,0.0,,,,,,0.0,,1.3,1.9,,1.1,0.6,,,0.2,,,,,1.0,5.9,48.8,-43.0,-44.1,,-47.0,-47.0,,,,,,-47.0,,-45.7,-45.1,,-45.9,-46.4,,,-46.8,,,,,-46.0,-41.1,1.8,False,,False,False,,,,,,False,,False,False,,False,False,,,False,,,,,False,True,True
30075,23,0.0,0.1,,0.0,0.0,,,,,,4.0,,2.7,3.3,,,0.1,,,0.1,0.1,,,,0.0,5.1,184.4,-23.0,-22.9,,-23.0,-23.0,,,,,,-19.0,,-20.3,-19.7,,,-22.9,,,-22.9,-22.9,,,,-23.0,-17.9,161.4,True,,False,False,,,,,,True,,True,True,,,True,,,True,True,,,,False,True,False
30077,2,0.0,5.0,,0.0,0.0,,,,,,4.0,,2.8,17.0,,,1.2,,,0.6,0.4,,,,0.0,5.8,512.1,-2.0,3.0,,-2.0,-2.0,,,,,,2.0,,0.8,15.0,,,-0.8,,,-1.4,-1.6,,,,-2.0,3.8,510.1,False,,False,False,,,,,,False,,True,False,,,True,,,True,True,,,,False,False,False
30079,13,0.0,0.1,,0.0,0.0,,,,,,4.0,,0.1,1.8,,,0.0,,,0.0,,,,,0.0,6.1,54.5,-13.0,-12.9,,-13.0,-13.0,,,,,,-9.0,,-12.9,-11.2,,,-13.0,,,-13.0,,,,,-13.0,-6.9,41.5,True,,False,False,,,,,,True,,True,True,,,True,,,False,,,,,False,True,False
30081,51,24.0,21.3,,24.0,31.0,,,,,,38.0,,128.4,81.3,,3.7,24.0,86.8,,3.8,19.5,,,,33.0,29.2,84.5,-27.0,-29.7,,-27.0,-20.0,,,,,,-13.0,,77.4,30.3,,-47.3,-27.0,35.8,,-47.2,-31.5,,,,-18.0,-21.8,33.5,False,,False,True,,,,,,True,,False,False,,False,True,False,,False,False,,,,True,True,False
30083,73,24.0,23.6,,12.0,0.0,,,,,,109.0,,1.3,21.8,,17.6,11.1,,,2.8,12.8,,,,38.0,20.9,28.1,-49.0,-49.4,,-61.0,-73.0,,,,,,36.0,,-71.7,-51.2,,-55.4,-61.9,,,-70.2,-60.2,,,,-35.0,-52.1,-44.9,False,,False,False,,,,,,True,,False,False,,False,False,,,False,False,,,,True,False,True
30085,356,108.0,98.2,,55.0,0.0,,,,,,70.0,,83.1,12.2,,8.7,50.0,,,50.1,,,,,340.0,139.2,140.8,-248.0,-257.8,,-301.0,-356.0,,,,,,-286.0,,-272.9,-343.8,,-347.3,-306.0,,,-305.9,,,,,-16.0,-216.8,-215.2,False,,False,False,,,,,,False,,False,False,,False,False,,,False,,,,,True,True,True
30087,334,424.0,428.1,,250.0,13.0,,,,,,153.0,,585.0,43.0,,316.6,251.5,0.6,,270.8,,,,,89.0,429.3,3180.7,90.0,94.1,,-84.0,-321.0,,,,,,-181.0,,251.0,-291.0,,-17.4,-82.5,-333.4,,-63.2,,,,,-245.0,95.3,2846.7,False,,True,False,,,,,,False,,False,False,,True,True,False,,True,,,,,False,False,False
30089,16,40.0,48.6,,12.0,2.0,,,,,,4.0,,10.8,27.1,,,13.6,,,7.7,,,,,25.0,30.6,437.3,24.0,32.6,,-4.0,-14.0,,,,,,-12.0,,-5.2,11.1,,,-2.4,,,-8.3,,,,,9.0,14.6,421.3,False,,True,True,,,,,,True,,True,True,,,True,,,True,,,,,True,True,False
30091,15,0.0,0.0,,0.0,0.0,,,,,,10.0,,0.8,0.9,,,0.0,,,0.0,0.2,,,,0.0,5.5,62.8,-15.0,-15.0,,-15.0,-15.0,,,,,,-5.0,,-14.2,-14.1,,,-15.0,,,-15.0,-14.8,,,,-15.0,-9.5,47.8,True,,False,False,,,,,,True,,True,True,,,True,,,False,True,,,,False,True,False
30093,163,64.0,55.1,,54.0,7.0,,,,,,65.0,,266.5,43.7,,28.8,52.1,46.4,,289.4,41.2,,,,230.0,55.7,64.5,-99.0,-107.9,,-109.0,-156.0,,,,,,-98.0,,103.5,-119.3,,-134.2,-110.9,-116.6,,126.4,-121.8,,,,67.0,-107.3,-98.5,False,,False,False,,,,,,True,,False,False,,False,False,False,,False,False,,,,True,False,True
30095,50,16.0,16.9,,11.0,0.0,,,,,,12.0,,18.9,23.5,,8.0,2.7,,,1.1,,,,,23.0,13.5,103.6,-34.0,-33.1,,-39.0,-50.0,,,,,,-38.0,,-31.1,-26.5,,-42.0,-47.3,,,-48.9,,,,,-27.0,-36.5,53.6,True,,False,False,,,,,,False,,True,True,,False,False,,,False,,,,,True,False,False
30097,17,88.0,88.7,,26.0,20.0,,,,,,4.0,,115.8,23.5,,,30.0,,,21.0,,,,,116.0,79.3,219.9,71.0,71.7,,9.0,3.0,,,,,,-13.0,,98.8,6.5,,,13.0,,,4.0,,,,,99.0,62.3,202.9,False,,True,True,,,,,,True,,False,True,,,True,,,True,,,,,False,True,False
30099,19,0.0,0.2,,0.0,0.0,,,,,,0.0,,3.0,0.2,,,0.3,,,0.0,,,,,0.0,5.2,53.6,-19.0,-18.8,,-19.0,-19.0,,,,,,-19.0,,-16.0,-18.8,,,-18.7,,,-19.0,,,,,-19.0,-13.8,34.6,True,,False,False,,,,,,False,,True,True,,,True,,,False,,,,,False,True,False
30101,66,40.0,38.2,,12.0,0.0,,,,,,0.0,,49.3,1.6,,6.8,16.3,,,0.5,27.9,,,,129.0,40.9,47.7,-26.0,-27.8,,-54.0,-66.0,,,,,,-66.0,,-16.7,-64.4,,-59.2,-49.7,,,-65.5,-38.1,,,,63.0,-25.1,-18.3,False,,False,False,,,,,,False,,True,False,,False,False,,,False,False,,,,False,True,True
30103,0,0.0,0.0,,0.0,0.0,,,,,,0.0,,3.3,0.5,,,0.0,,,0.0,0.0,,,,0.0,4.6,182.4,0.0,0.0,,0.0,0.0,,,,,,0.0,,3.3,0.5,,,0.0,,,0.0,0.0,,,,0.0,4.6,182.4,False,,True,True,,,,,,True,,False,False,,,False,,,True,False,,,,True,False,False
30105,56,44.0,43.3,,30.0,0.0,,,,,,86.0,,66.5,33.7,,,11.7,,,12.0,,,,,78.0,70.2,97.6,-12.0,-12.7,,-26.0,-56.0,,,,,,30.0,,10.5,-22.3,,,-44.3,,,-44.0,,,,,22.0,14.2,41.6,False,,False,False,,,,,,False,,True,False,,,False,,,False,,,,,False,False,False
30107,18,0.0,0.0,,0.0,0.0,,,,,,13.0,,0.3,0.3,,0.1,0.0,,,0.0,0.1,,,,0.0,5.2,24.6,-18.0,-18.0,,-18.0,-18.0,,,,,,-5.0,,-17.7,-17.7,,-17.9,-18.0,,,-18.0,-17.9,,,,-18.0,-12.8,6.6,False,,False,False,,,,,,True,,True,True,,True,True,,,False,True,,,,False,True,True
30109,10,12.0,9.6,,3.0,0.0,,,,,,4.0,,0.5,7.2,,,1.2,,,2.1,9.3,,,,16.0,9.3,123.7,2.0,-0.4,,-7.0,-10.0,,,,,,-6.0,,-9.5,-2.8,,,-8.8,,,-7.9,-0.7,,,,6.0,-0.7,113.7,True,,False,False,,,,,,False,,False,False,,,False,,,False,True,,,,False,True,False
30111,1328,908.0,909.8,,906.0,696.0,,,,,,1537.0,,997.1,1026.6,,990.9,735.9,893.2,,1042.4,642.1,760.0,,,817.0,1155.7,1486.2,-420.0,-418.2,,-422.0,-632.0,,,,,,209.0,,-330.9,-301.4,,-337.1,-592.1,-434.8,,-285.6,-685.9,-568.0,,,-511.0,-172.3,158.2,True,,False,False,,,,,,True,,True,True,,True,False,False,,True,False,False,,,False,True,True
31001,167,112.0,115.8,,98.0,179.0,,,,,,191.0,,163.3,113.2,,17.2,86.7,60.5,,34.2,85.2,,,,130.0,140.8,197.8,-55.0,-51.2,,-69.0,12.0,,,,,,24.0,,-3.7,-53.8,,-149.8,-80.3,-106.5,,-132.8,-81.8,,,,-37.0,-26.2,30.8,True,,False,True,,,,,,True,,True,True,,False,False,False,,False,False,,,,True,True,True
31003,71,16.0,15.8,,9.0,0.0,,,,,,19.0,,18.9,10.1,,1.1,2.6,,,5.4,13.1,,,,22.0,13.0,97.2,-55.0,-55.2,,-62.0,-71.0,,,,,,-52.0,,-52.1,-60.9,,-69.9,-68.4,,,-65.6,-57.9,,,,-49.0,-58.0,26.2,False,,False,False,,,,,,True,,True,False,,False,False,,,False,False,,,,True,False,True
31005,0,0.0,0.1,,0.0,0.0,,,,,,0.0,,0.1,1.5,,,0.0,,,0.0,,,,,0.0,4.0,45.8,0.0,0.1,,0.0,0.0,,,,,,0.0,,0.1,1.5,,,0.0,,,0.0,,,,,0.0,4.0,45.8,False,,True,True,,,,,,True,,False,False,,,False,,,True,,,,,True,False,False
31007,0,0.0,0.5,,0.0,0.0,,,,,,4.0,,0.8,0.1,,,0.1,,,0.0,0.0,,,,0.0,4.1,162.7,0.0,0.5,,0.0,0.0,,,,,,4.0,,0.8,0.1,,,0.1,,,0.0,0.0,,,,0.0,4.1,162.7,False,,True,True,,,,,,False,,False,False,,,False,,,True,False,,,,True,False,False
