,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
01121,403,56.0,82.2,,162.0,255.0,,,,,,384.0,,290.5,436.4,,37.4,169.4,178.4,,42.5,105.6,,,,,256.9,1572.4,-347.0,-320.8,,-241.0,-148.0,,,,,,-19.0,,-112.5,33.4,,-365.6,-233.6,-224.6,,-360.5,-297.4,,,,,-146.1,1169.4,True,,True,True,,,,,,True,,True,True,,False,True,True,,False,True,,,,,True,False
01123,114,76.0,86.7,,72.0,63.0,,,,,,222.0,,213.5,115.5,,21.4,57.4,24.3,,18.0,73.9,,,,,116.5,268.7,-38.0,-27.3,,-42.0,-51.0,,,,,,108.0,,99.5,1.5,,-92.6,-56.6,-89.7,,-96.0,-40.1,,,,,2.5,154.7,True,,False,False,,,,,,False,,False,True,,False,False,False,,False,False,,,,,True,False
01125,2888,808.0,749.2,,635.0,370.0,,,,,,1724.0,,816.0,680.5,,399.4,748.5,520.0,,617.3,638.3,460.0,,,,1409.8,4862.1,-2080.0,-2138.8,,-2253.0,-2518.0,,,,,,-1164.0,,-2072.0,-2207.5,,-2488.6,-2139.5,-2368.0,,-2270.7,-2249.7,-2428.0,,,,-1478.2,1974.1,False,,False,False,,,,,,True,,True,False,,False,False,False,,False,False,False,,,,True,True
01127,388,400.0,412.9,,363.0,520.0,,,,,,429.0,,736.5,153.5,,190.3,362.5,63.5,,231.4,208.9,,,,,574.8,2985.2,12.0,24.9,,-25.0,132.0,,,,,,41.0,,348.5,-234.5,,-197.7,-25.5,-324.5,,-156.6,-179.1,,,,,186.8,2597.2,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,,False,False
01129,55,16.0,29.0,,30.0,4.0,,,,,,102.0,,113.7,58.9,,77.7,29.7,0.0,,4.2,25.5,,,,,59.0,694.9,-39.0,-26.0,,-25.0,-51.0,,,,,,47.0,,58.7,3.9,,22.7,-25.3,-55.0,,-50.8,-29.5,,,,,4.0,639.9,True,,True,False,,,,,,False,,False,True,,True,True,False,,False,True,,,,,True,False
01131,17,0.0,0.0,,13.0,5.0,,,,,,51.0,,46.0,23.8,,128.1,17.1,0.2,,3.2,12.8,,,,,22.5,73.2,-17.0,-17.0,,-4.0,-12.0,,,,,,34.0,,29.0,6.8,,111.1,0.1,-16.8,,-13.8,-4.2,,,,,5.5,56.2,False,,True,True,,,,,,False,,False,True,,False,True,True,,True,True,,,,,True,False
01133,158,100.0,100.2,,99.0,131.0,,,,,,167.0,,231.4,81.9,,28.6,104.2,67.8,,84.0,81.7,,,,,152.5,200.8,-58.0,-57.8,,-59.0,-27.0,,,,,,9.0,,73.4,-76.1,,-129.4,-53.8,-90.2,,-74.0,-76.3,,,,,-5.5,42.8,True,,False,True,,,,,,True,,False,False,,False,True,False,,False,False,,,,,True,True
02013,4,0.0,0.3,,0.0,0.0,,,,,,,,0.0,1.5,,,0.0,,,0.0,0.2,,,,,4.0,20.7,-4.0,-3.7,,-4.0,-4.0,,,,,,,,-4.0,-2.5,,,-4.0,,,-4.0,-3.8,,,,,0.0,16.7,True,,False,False,,,,,,,,False,True,,,True,,,False,True,,,,,True,False
02016,2,0.0,0.0,,0.0,0.0,,,,,,,,0.0,1.4,,,0.4,,,0.4,0.0,,,,,4.2,12.2,-2.0,-2.0,,-2.0,-2.0,,,,,,,,-2.0,-0.6,,,-1.6,,,-1.6,-2.0,,,,,2.2,10.2,False,,False,False,,,,,,,,False,True,,,True,,,True,True,,,,,False,False
02020,1457,1128.0,1096.0,,1117.0,1178.0,,,,,,,,1844.2,1875.0,,929.5,1208.4,812.4,,622.9,695.4,1309.0,,,,1316.3,2814.1,-329.0,-361.0,,-340.0,-279.0,,,,,,,,387.2,418.0,,-527.5,-248.6,-644.6,,-834.1,-761.6,-148.0,,,,-140.7,1357.1,False,,False,True,,,,,,,,False,False,,False,True,False,,False,False,True,,,,True,False
02050,61,8.0,14.4,,8.0,0.0,,,,,,,,0.7,18.0,,10.9,27.6,,,21.1,12.1,,,,,7.9,155.8,-53.0,-46.6,,-53.0,-61.0,,,,,,,,-60.3,-43.0,,-50.1,-33.4,,,-39.9,-48.9,,,,,-53.1,94.8,True,,False,False,,,,,,,,False,True,,True,True,,,True,True,,,,,False,False
02060,0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,0.2,0.0,,,4.8,,,,,,4.3,21.8,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,0.2,0.0,,,4.8,,,,,,4.3,21.8,True,,True,True,,,,,,,,True,True,,False,False,,,False,,,,,,False,False
02068,8,4.0,4.3,,0.0,0.0,,,,,,,,1.9,2.9,,,0.5,,,0.1,,,,,,4.1,410.1,-4.0,-3.7,,-8.0,-8.0,,,,,,,,-6.1,-5.1,,,-7.5,,,-7.9,,,,,,-3.9,402.1,True,,False,False,,,,,,,,False,False,,,False,,,False,,,,,,True,False
02070,4,0.0,0.6,,0.0,0.0,,,,,,,,0.0,4.2,,0.1,0.0,,,0.6,0.3,,,,,4.2,24.1,-4.0,-3.4,,-4.0,-4.0,,,,,,,,-4.0,0.2,,-3.9,-4.0,,,-3.4,-3.7,,,,,0.2,20.1,True,,False,False,,,,,,,,False,True,,True,True,,,True,True,,,,,True,False
02090,522,440.0,434.7,,430.0,0.0,,,,,,,,704.6,407.2,,554.2,405.0,306.0,,887.1,272.1,,,,,335.1,700.3,-82.0,-87.3,,-92.0,-522.0,,,,,,,,182.6,-114.8,,32.2,-117.0,-216.0,,365.1,-249.9,,,,,-186.9,178.3,False,,False,False,,,,,,,,False,False,,True,False,False,,False,False,,,,,False,False
02100,1,0.0,0.0,,0.0,0.0,,,,,,,,0.2,0.2,,,0.0,,,0.0,0.4,,,,,4.0,45.3,-1.0,-1.0,,-1.0,-1.0,,,,,,,,-0.8,-0.8,,,-1.0,,,-1.0,-0.6,,,,,3.0,44.3,False,,False,False,,,,,,,,True,True,,,True,,,True,True,,,,,False,False
02105,0,0.0,0.0,,0.0,0.0,,,,,,,,0.3,6.2,,,0.0,,,0.0,,,,,,,81.4,0.0,0.0,,0.0,0.0,,,,,,,,0.3,6.2,,,0.0,,,0.0,,,,,,,81.4,True,,True,True,,,,,,,,False,False,,,True,,,True,,,,,,,False
02110,116,60.0,79.7,,54.0,31.0,,,,,,,,139.6,97.2,,26.9,67.4,54.3,,32.7,51.6,,,,,59.7,81.1,-56.0,-36.3,,-62.0,-85.0,,,,,,,,23.6,-18.8,,-89.1,-48.6,-61.7,,-83.3,-64.4,,,,,-56.3,-34.9,True,,False,False,,,,,,,,True,True,,False,True,False,,False,False,,,,,False,True
02122,47,48.0,45.5,,42.0,37.0,,,,,,,,164.0,111.9,,8.8,41.5,130.8,,11.3,50.2,,,,,70.8,340.2,1.0,-1.5,,-5.0,-10.0,,,,,,,,117.0,64.9,,-38.2,-5.5,83.8,,-35.7,3.2,,,,,23.8,293.2,False,,False,False,,,,,,,,False,False,,False,False,False,,False,False,,,,,False,False
02130,4,12.0,11.0,,1.0,0.0,,,,,,,,0.1,6.2,,1.2,2.1,,,0.7,14.6,,,,,7.2,19.4,8.0,7.0,,-3.0,-4.0,,,,,,,,-3.9,2.2,,-2.8,-1.9,,,-3.3,10.6,,,,,3.2,15.4,True,,True,True,,,,,,,,True,True,,True,True,,,True,False,,,,,True,False
02150,12,12.0,15.8,,5.0,0.0,,,,,,,,14.1,4.4,,1.3,3.0,,,8.2,,,,,,7.5,127.5,0.0,3.8,,-7.0,-12.0,,,,,,,,2.1,-7.6,,-10.7,-9.0,,,-3.8,,,,,,-4.5,115.5,False,,False,False,,,,,,,,False,False,,False,False,,,False,,,,,,False,False
02158,6,0.0,0.0,,0.0,0.0,,,,,,,,0.1,,,,0.1,,,0.0,0.3,,,,,,,-6.0,-6.0,,-6.0,-6.0,,,,,,,,-5.9,,,,-5.9,,,-6.0,-5.7,,,,,,,True,,False,False,,,,,,,,True,,,,True,,,True,True,,,,,,
02164,18,0.0,0.0,,0.0,0.0,,,,,,,,0.3,1.1,,,0.0,,,0.0,,,,,,4.1,89.9,-18.0,-18.0,,-18.0,-18.0,,,,,,,,-17.7,-16.9,,,-18.0,,,-18.0,,,,,,-13.9,71.9,False,,False,False,,,,,,,,True,True,,,True,,,False,,,,,,True,False
02170,155,136.0,132.7,,135.0,142.0,,,,,,,,256.8,372.4,,95.9,137.9,321.8,,77.1,87.5,,,,,153.8,682.2,-19.0,-22.3,,-20.0,-13.0,,,,,,,,101.8,217.4,,-59.1,-17.1,166.8,,-77.9,-67.5,,,,,-1.2,527.2,False,,False,True,,,,,,,,False,False,,False,True,False,,False,False,,,,,True,False
02180,38,32.0,32.4,,13.0,0.0,,,,,,,,34.1,14.3,,2.0,17.2,,,6.3,,,,,,24.7,69.7,-6.0,-5.6,,-25.0,-38.0,,,,,,,,-3.9,-23.7,,-36.0,-20.8,,,-31.7,,,,,,-13.3,31.7,True,,False,False,,,,,,,,True,False,,False,False,,,False,,,,,,False,False
02185,100,48.0,46.0,,32.0,0.0,,,,,,,,32.2,31.8,,4.3,39.9,,,32.8,,,,,,34.0,48.6,-52.0,-54.0,,-68.0,-100.0,,,,,,,,-67.8,-68.2,,-95.7,-60.1,,,-67.2,,,,,,-66.0,-51.4,False,,False,False,,,,,,,,False,False,,False,False,,,False,,,,,,False,True
02188,70,20.0,20.9,,8.0,0.0,,,,,,,,19.4,21.1,,2.4,7.7,,,0.4,,,,,,18.6,53.3,-50.0,-49.1,,-62.0,-70.0,,,,,,,,-50.6,-48.9,,-67.6,-62.3,,,-69.6,,,,,,-51.4,-16.7,True,,False,False,,,,,,,,False,True,,False,False,,,False,,,,,,False,True
02195,1,0.0,0.2,,0.0,0.0,,,,,,,,0.3,0.1,,0.1,0.1,,,0.0,0.3,,,,,,21.5,-1.0,-0.8,,-1.0,-1.0,,,,,,,,-0.7,-0.9,,-0.9,-0.9,,,-1.0,-0.7,,,,,,20.5,True,,False,False,,,,,,,,True,True,,True,True,,,False,True,,,,,,False
02198,4,16.0,18.7,,4.0,0.0,,,,,,,,32.9,12.0,,0.8,2.0,,,2.4,,,,,,,38.4,12.0,14.7,,0.0,-4.0,,,,,,,,28.9,8.0,,-3.2,-2.0,,,-1.6,,,,,,,34.4,False,,True,True,,,,,,,,False,True,,True,True,,,True,,,,,,,False
02220,16,0.0,0.1,,0.0,0.0,,,,,,,,0.1,9.4,,1.0,0.6,,,2.5,1.8,,,,,5.9,11.3,-16.0,-15.9,,-16.0,-16.0,,,,,,,,-15.9,-6.6,,-15.0,-15.4,,,-13.5,-14.2,,,,,-10.1,-4.7,True,,False,False,,,,,,,,True,True,,True,True,,,True,True,,,,,True,True
02230,0,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,,,0.0,,,,,,,13.4,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,,0.0,,,0.0,,,,,,,13.4,True,,True,True,,,,,,,,True,True,,,True,,,True,,,,,,,False
02240,10,4.0,4.1,,0.0,0.0,,,,,,,,1.8,0.5,,0.3,0.4,,,0.9,,,,,,4.2,85.9,-6.0,-5.9,,-10.0,-10.0,,,,,,,,-8.2,-9.5,,-9.7,-9.6,,,-9.1,,,,,,-5.8,75.9,True,,False,False,,,,,,,,False,False,,False,False,,,False,,,,,,True,False
02261,6,8.0,6.4,,4.0,0.0,,,,,,,,25.6,5.5,,2.3,3.8,,,0.5,,,,,,8.1,287.2,2.0,0.4,,-2.0,-6.0,,,,,,,,19.6,-0.5,,-3.7,-2.2,,,-5.5,,,,,,2.1,281.2,True,,False,False,,,,,,,,False,True,,False,False,,,False,,,,,,False,False
02275,1,4.0,1.3,,0.0,0.0,,,,,,,,9.7,1.4,,,0.9,,,0.9,,,,,,,37.3,3.0,0.3,,-1.0,-1.0,,,,,,,,8.7,0.4,,,-0.1,,,-0.1,,,,,,,36.3,True,,True,True,,,,,,,,False,True,,,True,,,True,,,,,,,False
02282,6,8.0,3.1,,2.0,0.0,,,,,,,,0.1,0.0,,,5.8,,,7.8,,,,,,4.8,68.8,2.0,-2.9,,-4.0,-6.0,,,,,,,,-5.9,-6.0,,,-0.2,,,1.8,,,,,,-1.2,62.8,False,,False,False,,,,,,,,False,False,,,True,,,True,,,,,,True,False
02290,12,4.0,3.8,,3.0,0.0,,,,,,,,1.7,3.5,,3.5,3.2,,,0.5,,,,,,8.9,43.2,-8.0,-8.2,,-9.0,-12.0,,,,,,,,-10.3,-8.5,,-8.5,-8.8,,,-11.6,,,,,,-3.1,31.2,False,,False,False,,,,,,,,False,False,,False,False,,,False,,,,,,True,False
04001,233,76.0,74.3,,76.0,254.0,,,,,,189.0,,46.7,94.8,,40.9,125.5,4.4,,28.1,150.3,,,,,188.3,274.2,-157.0,-158.7,,-157.0,21.0,,,,,,-44.0,,-186.3,-138.2,,-192.1,-107.5,-228.6,,-204.9,-82.7,,,,,-44.7,41.2,False,,False,True,,,,,,True,,False,True,,False,True,False,,False,True,,,,,True,True
04003,80,108.0,71.9,,89.0,26.0,,,,,,201.0,,296.2,129.8,,19.0,79.9,122.2,,31.2,103.2,,,,,186.5,563.8,28.0,-8.1,,9.0,-54.0,,,,,,121.0,,216.2,49.8,,-61.0,-0.1,42.2,,-48.8,23.2,,,,,106.5,483.8,True,,True,False,,,,,,False,,False,False,,False,True,False,,False,True,,,,,False,False
04005,898,324.0,316.6,,275.0,316.0,,,,,,456.0,,334.4,136.1,,181.8,299.1,73.7,,9.1,225.1,259.0,,,,538.3,462.3,-574.0,-581.4,,-623.0,-582.0,,,,,,-442.0,,-563.6,-761.9,,-716.2,-598.9,-824.3,,-888.9,-672.9,-639.0,,,,-359.7,-435.7,False,,False,False,,,,,,True,,True,False,,False,False,False,,False,False,False,,,,True,True
04007,319,96.0,103.3,,52.0,40.0,,,,,,52.0,,274.1,94.2,,35.5,77.1,19.4,,41.0,66.6,,,,,157.8,9388.9,-223.0,-215.7,,-267.0,-279.0,,,,,,-267.0,,-44.9,-224.8,,-283.5,-241.9,-299.6,,-278.0,-252.4,,,,,-161.2,9069.9,True,,False,False,,,,,,False,,True,False,,False,False,False,,False,False,,,,,True,False
04009,122,168.0,174.9,,127.0,117.0,,,,,,87.0,,252.3,117.8,,126.8,146.7,0.0,,107.4,249.7,,,,,253.8,2792.3,46.0,52.9,,5.0,-5.0,,,,,,-35.0,,130.3,-4.2,,4.8,24.7,-122.0,,-14.6,127.7,,,,,131.8,2670.3,False,,True,True,,,,,,True,,False,True,,True,True,False,,True,False,,,,,False,False
04011,3,0.0,0.2,,0.0,0.0,,,,,,8.0,,1.1,5.7,,1.0,2.7,,,7.0,1.0,,,,,7.3,42.1,-3.0,-2.8,,-3.0,-3.0,,,,,,5.0,,-1.9,2.7,,-2.0,-0.3,,,4.0,-2.0,,,,,4.3,39.1,True,,False,False,,,,,,False,,True,True,,True,True,,,False,True,,,,,False,False
04012,35,76.0,79.3,,29.0,6.0,,,,,,44.0,,505.9,25.5,,3.9,31.7,0.0,,3.1,44.6,,,,,116.0,12034.1,41.0,44.3,,-6.0,-29.0,,,,,,9.0,,470.9,-9.5,,-31.1,-3.3,-35.0,,-31.9,9.6,,,,,81.0,11999.1,False,,True,True,,,,,,True,,False,True,,True,True,True,,True,True,,,,,False,False
04013,7112,9868.0,8229.3,8536.4,7446.0,14874.0,,,,,,7480.0,,8272.2,5549.8,,7275.8,7217.9,1475.7,,387.4,7158.9,6672.0,,,,19191.8,35651.4,2756.0,1117.3,1424.4,334.0,7762.0,,,,,,368.0,,1160.2,-1562.2,,163.8,105.9,-5636.3,,-6724.6,46.9,-440.0,,,,12079.8,28539.4,True,True,True,False,,,,,,True,,True,True,,True,True,False,,False,True,True,,,,False,False
04015,308,600.0,592.3,,505.0,579.0,,,,,,620.0,,583.4,303.6,,339.1,532.0,169.9,,203.2,442.2,483.0,,,,1029.8,10827.4,292.0,284.3,,197.0,271.0,,,,,,312.0,,275.4,-4.4,,31.1,224.0,-138.1,,-104.8,134.2,175.0,,,,721.8,10519.4,True,,True,True,,,,,,False,,True,True,,True,True,True,,True,True,True,,,,False,False
04017,175,232.0,271.2,,173.0,125.0,,,,,,207.0,,178.7,109.2,,112.4,191.6,13.2,,30.5,230.3,,,,,354.5,563.4,57.0,96.2,,-2.0,-50.0,,,,,,32.0,,3.7,-65.8,,-62.6,16.6,-161.8,,-144.5,55.3,,,,,179.5,388.4,False,,True,True,,,,,,True,,True,False,,False,True,False,,False,True,,,,,False,False
04019,4021,2804.0,3243.5,2010.7,1926.0,4856.0,,,,,,1699.0,,2495.7,1568.9,,1982.8,2050.9,1382.0,,1509.2,1969.0,1604.0,,,,4117.8,18055.4,-1217.0,-777.5,-2010.3,-2095.0,835.0,,,,,,-2322.0,,-1525.3,-2452.1,,-2038.2,-1970.1,-2639.0,,-2511.8,-2052.0,-2417.0,,,,96.8,14034.4,True,False,False,True,,,,,,False,,False,False,,False,False,False,,False,False,False,,,,True,False
04021,778,1700.0,1790.7,1250.2,1406.0,2010.0,,,,,,780.0,,1974.9,357.1,,1371.2,1499.9,302.6,,374.8,1373.1,1535.0,,,,3054.4,30648.3,922.0,1012.7,472.2,628.0,1232.0,,,,,,2.0,,1196.9,-420.9,,593.2,721.9,-475.4,,-403.2,595.1,757.0,,,,2276.4,29870.3,False,True,True,False,,,,,,True,,False,True,,True,True,True,,True,True,True,,,,False,False
04023,111,204.0,226.1,,101.0,51.0,,,,,,128.0,,259.4,28.6,,50.1,104.2,2.1,,23.8,138.2,,,,,168.5,754.8,93.0,115.1,,-10.0,-60.0,,,,,,17.0,,148.4,-82.4,,-60.9,-6.8,-108.9,,-87.2,27.2,,,,,57.5,643.8,False,,True,True,,,,,,True,,False,True,,True,True,False,,True,True,,,,,True,False
04025,255,268.0,256.4,,247.0,240.0,,,,,,458.0,,365.2,355.1,,127.7,241.0,268.3,,101.1,264.0,104.0,,,,544.0,10007.2,13.0,1.4,,-8.0,-15.0,,,,,,203.0,,110.2,100.1,,-127.3,-14.0,13.3,,-153.9,9.0,-151.0,,,,289.0,9752.2,True,,True,False,,,,,,False,,False,False,,False,False,False,,False,True,False,,,,False,False
04027,504,392.0,403.3,545.4,358.0,337.0,,,,,,2519.0,,408.5,247.2,,99.3,365.9,14.0,,119.6,1372.7,198.0,,,,817.8,8533.8,-112.0,-100.7,41.4,-146.0,-167.0,,,,,,2015.0,,-95.5,-256.8,,-404.7,-138.1,-490.0,,-384.4,868.7,-306.0,,,,313.8,8029.8,True,True,False,False,,,,,,False,,True,False,,False,False,False,,False,False,False,,,,False,False
05001,160,68.0,63.7,,57.0,54.0,,,,,,100.0,,388.6,96.9,,24.5,59.2,21.0,,7.0,46.4,,,,,87.6,233.6,-92.0,-96.3,,-103.0,-106.0,,,,,,-60.0,,228.6,-63.1,,-135.5,-100.8,-139.0,,-153.0,-113.6,,,,,-72.4,73.6,False,,False,False,,,,,,True,,False,True,,False,False,False,,False,False,,,,,True,True
05003,62,4.0,17.8,,9.0,0.0,,,,,,65.0,,181.5,32.8,,1.6,19.5,0.1,,2.4,70.4,,,,,22.3,42.7,-58.0,-44.2,,-53.0,-62.0,,,,,,3.0,,119.5,-29.2,,-60.4,-42.5,-61.9,,-59.6,8.4,,,,,-39.7,-19.3,True,,True,False,,,,,,True,,False,True,,False,True,False,,False,True,,,,,True,True
05005,250,60.0,51.6,,60.0,69.0,,,,,,127.0,,309.2,97.9,,11.3,47.5,105.4,,21.6,85.3,,,,,74.0,196.1,-190.0,-198.4,,-190.0,-181.0,,,,,,-123.0,,59.2,-152.1,,-238.7,-202.5,-144.6,,-228.4,-164.7,,,,,-176.0,-53.9,False,,False,True,,,,,,True,,True,True,,False,False,True,,False,True,,,,,True,True
05007,1273,1144.0,1036.1,,1092.0,1510.0,,,,,,1566.0,,1970.4,293.8,,604.8,1217.8,188.7,,765.5,975.7,1669.0,,,,1402.9,3988.6,-129.0,-236.9,,-181.0,237.0,,,,,,293.0,,697.4,-979.2,,-668.2,-55.2,-1084.3,,-507.5,-297.3,396.0,,,,129.9,2715.6,False,,False,False,,,,,,False,,False,False,,False,True,False,,False,False,False,,,,False,False
05009,403,308.0,298.5,,251.0,745.0,,,,,,257.0,,646.3,217.6,,116.0,177.3,174.0,,84.2,222.1,,,,,335.3,391.7,-95.0,-104.5,,-152.0,342.0,,,,,,-146.0,,243.3,-185.4,,-287.0,-225.7,-229.0,,-318.9,-180.9,,,,,-67.7,-11.3,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,,True,True
05011,42,56.0,52.3,,52.0,59.0,,,,,,44.0,,49.3,56.0,,30.2,68.4,0.0,,71.3,87.1,,,,,94.1,76.0,14.0,10.3,,10.0,17.0,,,,,,2.0,,7.3,14.0,,-11.8,26.4,-42.0,,29.3,45.1,,,,,52.1,34.0,True,,True,False,,,,,,True,,True,True,,True,False,False,,False,False,,,,,False,False
05013,13,0.0,7.3,,4.0,0.0,,,,,,4.0,,3.2,3.9,,,2.3,,,11.5,,,,,,6.0,36.3,-13.0,-5.7,,-9.0,-13.0,,,,,,-9.0,,-9.8,-9.1,,,-10.7,,,-1.5,,,,,,-7.0,23.3,True,,True,False,,,,,,True,,True,True,,,True,,,True,,,,,,True,False
05015,260,108.0,119.9,,110.0,125.0,,,,,,189.0,,367.7,57.1,,82.7,135.0,0.1,,65.6,62.9,,,,,153.8,672.1,-152.0,-140.1,,-150.0,-135.0,,,,,,-71.0,,107.7,-202.9,,-177.3,-125.0,-259.9,,-194.4,-197.1,,,,,-106.2,412.1,True,,True,True,,,,,,True,,True,False,,False,True,False,,False,False,,,,,True,False
05017,44,44.0,52.4,,31.0,11.0,,,,,,64.0,,76.4,32.5,,2.9,37.3,0.8,,20.6,183.2,,,,,95.1,114.9,0.0,8.4,,-13.0,-33.0,,,,,,20.0,,32.4,-11.5,,-41.1,-6.7,-43.2,,-23.4,139.2,,,,,51.1,70.9,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,,False,False
05019,126,116.0,117.2,,109.0,128.0,,,,,,87.0,,679.5,79.3,,54.9,121.8,52.0,,154.3,101.7,,,,,128.8,246.5,-10.0,-8.8,,-17.0,2.0,,,,,,-39.0,,553.5,-46.7,,-71.1,-4.2,-74.0,,28.3,-24.3,,,,,2.8,120.5,True,,False,True,,,,,,False,,False,False,,False,True,False,,False,False,,,,,True,False
05021,129,112.0,114.9,,92.0,100.0,,,,,,86.0,,545.8,79.1,,100.7,90.6,52.4,,80.8,92.4,,,,,113.6,222.1,-17.0,-14.1,,-37.0,-29.0,,,,,,-43.0,,416.8,-49.9,,-28.3,-38.4,-76.6,,-48.2,-36.6,,,,,-15.4,93.1,True,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,,True,False
05023,95,32.0,25.5,,29.0,31.0,,,,,,140.0,,237.7,36.6,,13.9,46.0,53.4,,1.3,20.0,,,,,45.3,149.3,-63.0,-69.5,,-66.0,-64.0,,,,,,45.0,,142.7,-58.4,,-81.1,-49.0,-41.6,,-93.7,-75.0,,,,,-49.7,54.3,False,,False,False,,,,,,True,,False,True,,False,True,True,,False,False,,,,,True,True
05025,49,24.0,26.0,,15.0,2.0,,,,,,16.0,,38.1,27.7,,3.9,16.0,7.2,,5.3,37.9,,,,,30.3,133.0,-25.0,-23.0,,-34.0,-47.0,,,,,,-33.0,,-10.9,-21.3,,-45.1,-33.0,-41.8,,-43.7,-11.1,,,,,-18.7,84.0,True,,False,False,,,,,,False,,True,True,,False,False,False,,False,True,,,,,True,False
05027,230,96.0,97.9,,73.0,73.0,,,,,,73.0,,266.3,117.7,,45.6,77.2,0.0,,55.3,75.2,,,,,126.9,175.2,-134.0,-132.1,,-157.0,-157.0,,,,,,-157.0,,36.3,-112.3,,-184.4,-152.8,-230.0,,-174.7,-154.8,,,,,-103.1,-54.8,True,,False,False,,,,,,False,,True,True,,False,False,False,,False,False,,,,,True,True
05029,78,60.0,64.6,,60.0,54.0,,,,,,193.0,,368.3,62.3,,16.8,61.4,68.4,,36.0,42.6,,,,,70.7,305.1,-18.0,-13.4,,-18.0,-24.0,,,,,,115.0,,290.3,-15.7,,-61.2,-16.6,-9.6,,-42.0,-35.4,,,,,-7.3,227.1,True,,False,False,,,,,,False,,False,True,,False,True,True,,False,False,,,,,True,False
05031,1205,772.0,766.4,,754.0,953.0,,,,,,982.0,,1454.8,536.2,,499.2,744.7,390.7,,761.6,501.1,,,,,968.4,1695.1,-433.0,-438.6,,-451.0,-252.0,,,,,,-223.0,,249.8,-668.8,,-705.8,-460.3,-814.3,,-443.4,-703.9,,,,,-236.6,490.1,False,,False,True,,,,,,True,,True,False,,False,False,False,,False,False,,,,,True,False
05033,572,244.0,237.9,,238.0,141.0,,,,,,463.0,,798.2,215.7,,167.7,291.3,269.5,,171.1,186.7,,,,,347.1,2270.1,-328.0,-334.1,,-334.0,-431.0,,,,,,-109.0,,226.2,-356.3,,-404.3,-280.7,-302.5,,-400.9,-385.3,,,,,-224.9,1698.1,False,,False,False,,,,,,True,,True,False,,False,True,True,,False,False,,,,,True,False
05035,302,272.0,266.2,,246.0,159.0,,,,,,344.0,,910.5,180.3,,145.4,246.0,6.9,,119.1,343.9,,,,,419.4,4830.4,-30.0,-35.8,,-56.0,-143.0,,,,,,42.0,,608.5,-121.7,,-156.6,-56.0,-295.1,,-182.9,41.9,,,,,117.4,4528.4,False,,False,False,,,,,,False,,False,False,,False,False,False,,False,False,,,,,False,False
