,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
26101,47,49.0,,,,,150.0,2.4,,16.5,77.9,,141.0,2.0,,,,,103.0,-44.6,,-30.5,30.9,,94.0,,,,,False,False,,False,False,,False
26103,239,287.0,102.0,,,,491.0,57.5,90.5,83.2,272.1,,620.0,48.0,-137.0,,,,252.0,-181.5,-148.5,-155.8,33.1,,381.0,False,,,,False,False,False,False,True,,False
26105,36,21.0,,,,,178.0,5.9,20.8,1.0,7.0,,35.0,-15.0,,,,,142.0,-30.1,-15.2,-35.0,-29.0,,-1.0,,,,,False,False,False,False,False,,True
26107,169,35.0,,,,,190.0,11.9,,29.9,21.5,,13.0,-134.0,,,,,21.0,-157.1,,-139.1,-147.5,,-156.0,,,,,True,False,,False,False,,False
26109,280,315.0,,,,,146.0,287.5,163.1,55.5,249.1,,224.0,35.0,,,,,-134.0,7.5,-116.9,-224.5,-30.9,,-56.0,,,,,False,True,False,False,True,,False
26111,298,189.0,291.8,,,,358.0,41.9,147.9,34.6,125.6,,150.0,-109.0,-6.2,,,,60.0,-256.1,-150.1,-263.4,-172.4,,-148.0,True,,,,True,False,False,False,False,,False
26113,27,7.0,,,,,50.0,3.2,,3.5,15.0,,11.0,-20.0,,,,,23.0,-23.8,,-23.6,-12.0,,-16.0,,,,,False,False,,False,True,,True
26115,521,588.0,275.9,,,,421.0,117.2,476.4,171.8,932.1,,492.0,67.0,-245.1,,,,-100.0,-403.8,-44.6,-349.2,411.1,,-29.0,False,,,,False,False,True,False,False,,True
26117,161,112.0,129.1,,,,272.0,12.2,61.1,60.9,51.2,,313.0,-49.0,-31.9,,,,111.0,-148.8,-99.9,-100.1,-109.8,,152.0,True,,,,False,False,False,False,False,,False
26119,9,0.0,,,,,12.0,0.1,,1.4,1.2,,0.0,-9.0,,,,,3.0,-8.9,,-7.6,-7.8,,-9.0,,,,,True,True,,True,True,,False
26121,417,1449.0,373.9,,,,977.0,492.5,200.8,76.0,756.4,,6476.0,1032.0,-43.1,,,,560.0,75.5,-216.2,-341.1,339.4,,6059.0,True,,,,True,True,True,True,True,,False
26123,154,98.0,,,,,244.0,25.1,25.3,51.7,45.6,,554.0,-56.0,,,,,90.0,-128.9,-128.7,-102.3,-108.4,,400.0,,,,,False,False,False,False,False,,False
26125,4729,6657.0,1562.8,,,,3902.0,2291.5,1508.9,4849.2,8557.2,,8581.0,1928.0,-3166.2,,,,-827.0,-2437.5,-3220.1,120.2,3828.2,,3852.0,False,,,,True,False,False,True,False,,False
26127,50,70.0,,,,,164.0,8.8,64.1,50.5,75.9,,91.0,20.0,,,,,114.0,-41.2,14.1,0.5,25.9,,41.0,,,,,False,False,True,True,False,,False
26129,16,0.0,,,,,48.0,2.1,,18.9,1.1,,2.0,-16.0,,,,,32.0,-13.9,,2.9,-14.9,,-14.0,,,,,False,True,,True,True,,True
26131,25,84.0,,,,,42.0,,,29.0,,,184.0,59.0,,,,,17.0,,,4.0,,,159.0,,,,,True,,,True,,,False
26133,35,0.0,,,,,124.0,14.5,,1.6,7.0,,1.0,-35.0,,,,,89.0,-20.5,,-33.4,-28.0,,-34.0,,,,,False,True,,True,True,,True
26135,11,14.0,,,,,14.0,2.8,,11.0,4.5,,238.0,3.0,,,,,3.0,-8.2,,0.0,-6.5,,227.0,,,,,False,False,,True,False,,False
26137,55,14.0,,,,,122.0,0.0,5.0,7.5,21.2,,15.0,-41.0,,,,,67.0,-55.0,-50.0,-47.5,-33.8,,-40.0,,,,,False,False,False,False,True,,True
26139,1725,770.0,1553.5,,,,1108.0,135.4,166.3,544.7,581.2,,581.0,-955.0,-171.5,,,,-617.0,-1589.6,-1558.7,-1180.3,-1143.8,,-1144.0,True,,,,True,False,False,False,False,,False
26141,6,7.0,,,,,0.0,0.5,,2.1,3.9,,4.0,1.0,,,,,-6.0,-5.5,,-3.9,-2.1,,-2.0,,,,,False,False,,False,False,,False
26143,50,28.0,,,,,74.0,2.7,,0.0,16.5,,16.0,-22.0,,,,,24.0,-47.3,,-50.0,-33.5,,-34.0,,,,,False,False,,False,False,,False
26145,912,1204.0,489.9,,,,919.0,264.2,392.7,987.6,1186.7,,1542.0,292.0,-422.1,,,,7.0,-647.8,-519.3,75.6,274.7,,630.0,False,,,,True,False,False,True,True,,False
26147,229,217.0,188.8,,,,241.0,63.6,233.1,8.4,147.1,,85.0,-12.0,-40.2,,,,12.0,-165.4,4.1,-220.6,-81.9,,-144.0,False,,,,False,False,True,False,False,,False
26149,221,245.0,829.2,,,,235.0,51.9,91.7,82.6,189.7,,244.0,24.0,608.2,,,,14.0,-169.1,-129.3,-138.4,-31.3,,23.0,False,,,,True,False,False,False,False,,True
26151,44,49.0,,,,,1.0,4.1,127.1,72.2,14.1,,13.0,5.0,,,,,-43.0,-39.9,83.1,28.2,-29.9,,-31.0,,,,,False,False,False,False,False,,False
26153,22,0.0,,,,,25.0,0.4,,2.2,,,0.0,-22.0,,,,,3.0,-21.6,,-19.8,,,-22.0,,,,,True,True,,True,,,False
26155,203,98.0,20.9,,,,192.0,3.9,110.6,49.0,125.7,,43.0,-105.0,-182.1,,,,-11.0,-199.1,-92.4,-154.0,-77.3,,-160.0,False,,,,True,False,True,False,True,,False
26157,150,287.0,88.8,,,,56.0,33.5,200.4,65.4,342.6,,293.0,137.0,-61.2,,,,-94.0,-116.5,50.4,-84.6,192.6,,143.0,True,,,,True,True,True,True,False,,False
26159,304,385.0,283.5,,,,211.0,149.1,268.7,250.0,340.4,,393.0,81.0,-20.5,,,,-93.0,-154.9,-35.3,-54.0,36.4,,89.0,True,,,,False,False,True,True,True,,False
26161,1240,1001.0,1075.7,,,,957.0,526.4,695.7,159.3,758.2,,672.0,-239.0,-164.3,,,,-283.0,-713.6,-544.3,-1080.7,-481.8,,-568.0,True,,,,False,False,False,False,False,,False
26163,6801,6804.0,98.4,,,,5955.0,2109.2,949.7,3217.4,6334.5,,5588.0,3.0,-6702.6,,,,-846.0,-4691.8,-5851.3,-3583.6,-466.5,,-1213.0,False,,,,False,False,False,False,False,,False
26165,64,14.0,,,,,229.0,11.1,,15.5,111.4,,1.0,-50.0,,,,,165.0,-52.9,,-48.5,47.4,,-63.0,,,,,False,False,,True,True,,False
27001,58,14.0,,,,,42.0,1.3,,11.9,28.2,,107.0,-44.0,,,,,-16.0,-56.7,,-46.1,-29.8,,49.0,,,,,True,False,,False,True,,False
27003,2609,2359.0,3545.0,,,,2481.0,1320.7,1291.3,1312.0,1628.6,,1588.0,-250.0,936.0,,,,-128.0,-1288.3,-1317.7,-1297.0,-980.4,,-1021.0,False,,,,True,False,False,False,False,,False
27005,142,84.0,,,,,180.0,3.3,98.5,5.1,50.2,,76.0,-58.0,,,,,38.0,-138.7,-43.5,-136.9,-91.8,,-66.0,,,,,True,False,True,False,False,,False
27007,259,322.0,,,,,146.0,75.1,61.2,19.1,208.4,,293.0,63.0,,,,,-113.0,-183.9,-197.8,-239.9,-50.6,,34.0,,,,,False,False,False,False,True,,True
27009,271,77.0,,,,,172.0,10.4,107.2,61.9,25.6,,56.0,-194.0,,,,,-99.0,-260.6,-163.8,-209.1,-245.4,,-215.0,,,,,True,False,True,False,False,,False
27011,65,21.0,,,,,14.0,1.1,,9.1,24.7,,7.0,-44.0,,,,,-51.0,-63.9,,-55.9,-40.3,,-58.0,,,,,False,False,,False,True,,False
27013,823,462.0,546.8,,,,308.0,263.3,130.7,343.1,253.1,,271.0,-361.0,-276.2,,,,-515.0,-559.7,-692.3,-479.9,-569.9,,-552.0,True,,,,False,False,False,False,False,,False
27015,127,56.0,,,,,77.0,14.5,,9.6,58.1,,46.0,-71.0,,,,,-50.0,-112.5,,-117.4,-68.9,,-81.0,,,,,True,False,,False,True,,False
27017,148,112.0,,,,,168.0,19.8,78.9,177.6,78.3,,96.0,-36.0,,,,,20.0,-128.2,-69.1,29.6,-69.7,,-52.0,,,,,True,False,False,True,False,,False
27019,551,609.0,1380.2,,,,445.0,194.4,454.7,634.2,498.5,,483.0,58.0,829.2,,,,-106.0,-356.6,-96.3,83.2,-52.5,,-68.0,False,,,,False,False,False,False,True,,False
27021,134,70.0,,,,,99.0,6.8,,4.0,148.2,,84.0,-64.0,,,,,-35.0,-127.2,,-130.0,14.2,,-50.0,,,,,True,False,,False,True,,True
27023,134,126.0,,,,,51.0,64.1,25.6,113.8,97.4,,54.0,-8.0,,,,,-83.0,-69.9,-108.4,-20.2,-36.6,,-80.0,,,,,False,False,False,False,False,,False
27025,362,91.0,269.6,,,,242.0,17.4,348.6,46.9,88.5,,146.0,-271.0,-92.4,,,,-120.0,-344.6,-13.4,-315.1,-273.5,,-216.0,True,,,,True,False,True,False,False,,True
27027,749,126.0,29.6,,,,330.0,7.4,151.9,68.1,81.3,,108.0,-623.0,-719.4,,,,-419.0,-741.6,-597.1,-680.9,-667.7,,-641.0,False,,,,True,False,True,False,False,,False
27029,22,0.0,,,,,17.0,1.0,,1.4,,,0.0,-22.0,,,,,-5.0,-21.0,,-20.6,,,-22.0,,,,,True,True,,True,,,False
27031,1,21.0,,,,,14.0,,,1.4,15.4,,123.0,20.0,,,,,13.0,,,0.4,14.4,,122.0,,,,,True,,,True,True,,False
27033,57,21.0,,,,,28.0,4.3,28.5,36.1,18.0,,15.0,-36.0,,,,,-29.0,-52.7,-28.5,-20.9,-39.0,,-42.0,,,,,True,False,True,True,False,,False
27035,351,252.0,241.5,,,,376.0,53.4,155.0,23.6,231.9,,263.0,-99.0,-109.5,,,,25.0,-297.6,-196.0,-327.4,-119.1,,-88.0,False,,,,True,False,False,False,False,,True
27037,3174,2842.0,6085.5,,,,2328.0,2496.6,1391.5,2613.8,3111.3,,2148.0,-332.0,2911.5,,,,-846.0,-677.4,-1782.5,-560.2,-62.7,,-1026.0,False,,,,False,False,False,False,True,,False
27039,146,70.0,,,,,28.0,10.1,49.0,26.3,39.0,,39.0,-76.0,,,,,-118.0,-135.9,-97.0,-119.7,-107.0,,-107.0,,,,,False,False,False,False,False,,False
27041,271,56.0,,,,,261.0,1.5,83.9,9.6,26.0,,57.0,-215.0,,,,,-10.0,-269.5,-187.1,-261.4,-245.0,,-214.0,,,,,True,False,True,False,False,,True
27043,70,49.0,,,,,18.0,22.8,,28.1,36.7,,37.0,-21.0,,,,,-52.0,-47.2,,-41.9,-33.3,,-33.0,,,,,False,False,,False,False,,False
27045,84,70.0,,,,,34.0,9.5,,6.5,29.0,,56.0,-14.0,,,,,-50.0,-74.5,,-77.5,-55.0,,-28.0,,,,,False,False,,False,False,,False
27047,193,49.0,,,,,95.0,4.3,38.9,45.7,23.2,,27.0,-144.0,,,,,-98.0,-188.7,-154.1,-147.3,-169.8,,-166.0,,,,,True,False,False,False,False,,False
27049,209,126.0,,,,,124.0,15.9,130.4,78.6,93.2,,127.0,-83.0,,,,,-85.0,-193.1,-78.6,-130.4,-115.8,,-82.0,,,,,False,False,True,False,False,,True
27051,12,28.0,,,,,14.0,4.4,,19.3,134.0,,19.0,16.0,,,,,2.0,-7.6,,7.3,122.0,,7.0,,,,,True,True,,True,False,,True
27053,8233,8358.0,6749.8,,,,10355.0,4597.6,1111.5,5195.8,8085.6,,4454.0,125.0,-1483.2,,,,2122.0,-3635.4,-7121.5,-3037.2,-147.4,,-3779.0,False,,,,False,False,False,False,False,,False
27055,98,91.0,,,,,52.0,13.7,,0.0,44.5,,53.0,-7.0,,,,,-46.0,-84.3,,-98.0,-53.5,,-45.0,,,,,False,False,,False,False,,False
27057,117,28.0,,,,,81.0,2.9,,13.2,,,36.0,-89.0,,,,,-36.0,-114.1,,-103.8,,,-81.0,,,,,True,False,,False,,,True
27059,196,161.0,,,,,164.0,98.1,29.9,42.1,198.4,,199.0,-35.0,,,,,-32.0,-97.9,-166.1,-153.9,2.4,,3.0,,,,,True,False,False,False,True,,True
27061,264,56.0,,,,,161.0,13.8,88.0,0.6,19.8,,47.0,-208.0,,,,,-103.0,-250.2,-176.0,-263.4,-244.2,,-217.0,,,,,True,False,True,False,False,,False
27063,78,7.0,,,,,14.0,5.4,,47.5,14.5,,31.0,-71.0,,,,,-64.0,-72.6,,-30.5,-63.5,,-47.0,,,,,True,False,,True,True,,True
27065,105,42.0,,,,,56.0,2.3,,19.3,79.6,,60.0,-63.0,,,,,-49.0,-102.7,,-85.7,-25.4,,-45.0,,,,,True,False,,False,True,,True
27067,382,273.0,,,,,270.0,59.8,38.1,247.5,160.9,,81.0,-109.0,,,,,-112.0,-322.2,-343.9,-134.5,-221.1,,-301.0,,,,,False,False,False,False,False,,False
27069,11,0.0,,,,,14.0,0.0,,0.5,1.6,,0.0,-11.0,,,,,3.0,-11.0,,-10.5,-9.4,,-11.0,,,,,True,True,,True,True,,False
27071,43,49.0,,,,,24.0,3.6,,0.9,37.8,,38.0,6.0,,,,,-19.0,-39.4,,-42.1,-5.2,,-5.0,,,,,False,False,,False,True,,True
27073,71,14.0,,,,,13.0,1.4,,5.3,8.7,,19.0,-57.0,,,,,-58.0,-69.6,,-65.7,-62.3,,-52.0,,,,,False,False,,False,False,,True
27075,50,28.0,,,,,30.0,3.4,,11.7,,,32.0,-22.0,,,,,-20.0,-46.6,,-38.3,,,-18.0,,,,,True,False,,False,,,True
27077,19,35.0,,,,,8.0,,,23.7,14.5,,150.0,16.0,,,,,-11.0,,,4.7,-4.5,,131.0,,,,,True,,,True,True,,False
27079,245,203.0,,,,,72.0,126.5,124.6,74.3,134.7,,143.0,-42.0,,,,,-173.0,-118.5,-120.4,-170.7,-110.3,,-102.0,,,,,False,False,False,False,False,,False
27081,62,28.0,,,,,19.0,2.4,,32.0,181.2,,13.0,-34.0,,,,,-43.0,-59.6,,-30.0,119.2,,-49.0,,,,,False,False,,True,False,,False
27083,339,21.0,,,,,141.0,3.0,38.3,37.5,17.0,,20.0,-318.0,,,,,-198.0,-336.0,-300.7,-301.5,-322.0,,-319.0,,,,,True,False,True,True,False,,False
27085,259,532.0,,,,,128.0,803.5,125.9,604.0,304.3,,782.0,273.0,,,,,-131.0,544.5,-133.1,345.0,45.3,,523.0,,,,,True,False,True,False,True,,False
27087,24,14.0,,,,,7.0,1.3,,3.5,,,15.0,-10.0,,,,,-17.0,-22.7,,-20.5,,,-9.0,,,,,False,False,,False,,,True
27089,29,0.0,,,,,18.0,1.1,,0.0,10.4,,4.0,-29.0,,,,,-11.0,-27.9,,-29.0,-18.6,,-25.0,,,,,True,True,,False,True,,True
27091,288,28.0,,,,,56.0,1.8,37.1,38.0,17.8,,14.0,-260.0,,,,,-232.0,-286.2,-250.9,-250.0,-270.2,,-274.0,,,,,True,False,True,True,False,,False
27093,143,21.0,,,,,66.0,10.7,,13.9,23.2,,13.0,-122.0,,,,,-77.0,-132.3,,-129.1,-119.8,,-130.0,,,,,True,False,,False,True,,False
27095,116,21.0,,,,,101.0,11.8,,47.0,59.2,,42.0,-95.0,,,,,-15.0,-104.2,,-69.0,-56.8,,-74.0,,,,,True,False,,True,True,,True
27097,219,56.0,,,,,140.0,12.1,87.8,52.1,27.5,,56.0,-163.0,,,,,-79.0,-206.9,-131.2,-166.9,-191.5,,-163.0,,,,,True,False,True,False,False,,False
27099,242,182.0,,,,,160.0,20.0,7.9,5.0,57.7,,43.0,-60.0,,,,,-82.0,-222.0,-234.1,-237.0,-184.3,,-199.0,,,,,False,False,False,False,False,,False
27101,66,35.0,,,,,17.0,3.4,58.8,0.5,20.2,,11.0,-31.0,,,,,-49.0,-62.6,-7.2,-65.5,-45.8,,-55.0,,,,,False,False,True,False,False,,False
27103,212,266.0,,,,,104.0,177.9,263.6,190.8,219.9,,160.0,54.0,,,,,-108.0,-34.1,51.6,-21.2,7.9,,-52.0,,,,,False,True,True,True,True,,True
27105,218,147.0,,,,,192.0,34.8,3.8,134.3,103.0,,0.0,-71.0,,,,,-26.0,-183.2,-214.2,-83.7,-115.0,,-218.0,,,,,True,False,False,False,False,,False
27107,27,7.0,,,,,7.0,2.2,,11.4,21.2,,14.0,-20.0,,,,,-20.0,-24.8,,-15.6,-5.8,,-13.0,,,,,False,False,,True,True,,True
27109,828,749.0,913.8,,,,823.0,262.5,431.4,568.0,503.4,,520.0,-79.0,85.8,,,,-5.0,-565.5,-396.6,-260.0,-324.6,,-308.0,False,,,,True,False,False,False,False,,False
27111,305,126.0,295.3,,,,334.0,30.7,113.8,142.2,42.8,,148.0,-179.0,-9.7,,,,29.0,-274.3,-191.2,-162.8,-262.2,,-157.0,True,,,,True,False,False,True,False,,True
27113,56,0.0,,,,,45.0,11.8,,9.7,41.9,,10.0,-56.0,,,,,-11.0,-44.2,,-46.3,-14.1,,-46.0,,,,,True,True,,True,True,,True
27115,248,21.0,,,,,121.0,0.4,20.3,11.7,8.4,,13.0,-227.0,,,,,-127.0,-247.6,-227.7,-236.3,-239.6,,-235.0,,,,,True,False,False,False,False,,False
27117,100,42.0,,,,,43.0,7.2,0.0,67.6,148.8,,32.0,-58.0,,,,,-57.0,-92.8,-100.0,-32.4,48.8,,-68.0,,,,,True,False,False,True,True,,False
27119,188,70.0,,,,,98.0,5.5,235.7,37.4,378.5,,88.0,-118.0,,,,,-90.0,-182.5,47.7,-150.6,190.5,,-100.0,,,,,True,False,True,False,False,,True
27121,59,14.0,,,,,30.0,2.3,,1.0,28.4,,18.0,-45.0,,,,,-29.0,-56.7,,-58.0,-30.6,,-41.0,,,,,True,False,,False,True,,True
27123,3532,3675.0,1200.2,,,,5212.0,1204.3,1401.7,2351.6,3144.2,,2162.0,143.0,-2331.8,,,,1680.0,-2327.7,-2130.3,-1180.4,-387.8,,-1370.0,False,,,,False,False,False,False,False,,False
27125,23,0.0,,,,,0.0,2.8,,45.4,,,13.0,-23.0,,,,,-23.0,-20.2,,22.4,,,-10.0,,,,,False,True,,True,,,True
27127,163,7.0,,,,,24.0,5.4,,5.0,6.7,,25.0,-156.0,,,,,-139.0,-157.6,,-158.0,-156.3,,-138.0,,,,,True,False,,False,False,,True
27129,102,35.0,,,,,27.0,15.1,,19.4,44.9,,32.0,-67.0,,,,,-75.0,-86.9,,-82.6,-57.1,,-70.0,,,,,False,False,,False,True,,False
27131,338,182.0,39.9,,,,245.0,45.5,92.0,253.2,104.6,,108.0,-156.0,-298.1,,,,-93.0,-292.5,-246.0,-84.8,-233.4,,-230.0,False,,,,True,False,False,True,False,,False
27133,101,49.0,,,,,35.0,4.2,,3.0,442.1,,46.0,-52.0,,,,,-66.0,-96.8,,-98.0,341.1,,-55.0,,,,,False,False,,False,False,,False
27135,92,49.0,,,,,56.0,8.1,,12.5,26.6,,33.0,-43.0,,,,,-36.0,-83.9,,-79.5,-65.4,,-59.0,,,,,True,False,,False,False,,False
27137,1227,903.0,1247.2,,,,878.0,1249.6,821.0,690.1,987.6,,1644.0,-324.0,20.2,,,,-349.0,22.6,-406.0,-536.9,-239.4,,417.0,True,,,,False,True,False,False,True,,False
27139,1038,1141.0,2337.1,,,,734.0,794.9,579.4,1036.4,1108.6,,879.0,103.0,1299.1,,,,-304.0,-243.1,-458.6,-1.6,70.6,,-159.0,False,,,,False,False,False,True,True,,False
27141,464,357.0,826.5,,,,494.0,273.8,273.4,131.9,402.6,,354.0,-107.0,362.5,,,,30.0,-190.2,-190.6,-332.1,-61.4,,-110.0,False,,,,True,False,False,False,True,,False
27143,129,35.0,,,,,21.0,19.1,,51.1,37.0,,26.0,-94.0,,,,,-108.0,-109.9,,-77.9,-92.0,,-103.0,,,,,False,False,,True,True,,False
27145,1312,448.0,150.7,,,,1339.0,204.6,139.4,289.1,488.9,,163.0,-864.0,-1161.3,,,,27.0,-1107.4,-1172.6,-1022.9,-823.1,,-1149.0,False,,,,True,False,False,False,True,,False
27147,217,140.0,,,,,118.0,35.9,57.4,0.0,108.5,,83.0,-77.0,,,,,-99.0,-181.1,-159.6,-217.0,-108.5,,-134.0,,,,,False,False,False,False,False,,False
27149,101,28.0,,,,,34.0,2.0,,13.0,,,23.0,-73.0,,,,,-67.0,-99.0,,-88.0,,,-78.0,,,,,True,False,,False,,,False
27151,97,35.0,,,,,26.0,3.6,,25.7,60.3,,12.0,-62.0,,,,,-71.0,-93.4,,-71.3,-36.7,,-85.0,,,,,False,False,,False,True,,False
27153,93,56.0,,,,,182.0,5.6,7.5,39.8,38.3,,23.0,-37.0,,,,,89.0,-87.4,-85.5,-53.2,-54.7,,-70.0,,,,,False,False,False,False,False,,False
27155,24,42.0,,,,,7.0,0.4,,3.1,30.9,,34.0,18.0,,,,,-17.0,-23.6,,-20.9,6.9,,10.0,,,,,True,False,,False,True,,True
27157,126,56.0,,,,,50.0,22.2,45.0,42.9,121.8,,70.0,-70.0,,,,,-76.0,-103.8,-81.0,-83.1,-4.2,,-56.0,,,,,False,False,False,False,True,,True
27159,58,21.0,,,,,61.0,1.4,,21.9,28.9,,25.0,-37.0,,,,,3.0,-56.6,,-36.0,-29.1,,-33.0,,,,,True,False,,True,True,,True
27161,651,126.0,,,,,28.0,80.2,104.1,166.7,85.5,,122.0,-525.0,,,,,-623.0,-570.8,-546.9,-484.3,-565.5,,-529.0,,,,,False,False,False,True,False,,False
27163,1788,1561.0,2598.2,,,,1383.0,1571.4,1026.1,1528.3,1635.7,,1298.0,-227.0,810.2,,,,-405.0,-216.6,-761.9,-259.7,-152.3,,-490.0,False,,,,False,True,False,False,True,,False
27165,151,574.0,,,,,32.0,629.0,111.6,119.4,208.5,,38.0,423.0,,,,,-119.0,478.0,-39.4,-31.6,57.5,,-113.0,,,,,True,False,True,True,True,,True
27167,41,28.0,,,,,11.0,4.9,,23.1,29.1,,28.0,-13.0,,,,,-30.0,-36.1,,-17.9,-11.9,,-13.0,,,,,False,False,,False,True,,False
27169,698,105.0,168.7,,,,204.0,48.4,77.2,49.0,243.4,,84.0,-593.0,-529.3,,,,-494.0,-649.6,-620.8,-649.0,-454.6,,-614.0,True,,,,True,False,False,False,True,,False
27171,833,616.0,1139.7,,,,681.0,183.3,872.9,605.0,267.0,,503.0,-217.0,306.7,,,,-152.0,-649.7,39.9,-228.0,-566.0,,-330.0,False,,,,True,False,True,False,False,,False
27173,163,14.0,,,,,30.0,8.6,,14.8,70.4,,13.0,-149.0,,,,,-133.0,-154.4,,-148.2,-92.6,,-150.0,,,,,True,False,,True,True,,False
28001,300,329.0,,,,,774.0,74.5,1.7,169.5,227.9,,162.0,29.0,,,,,474.0,-225.5,-298.3,-130.5,-72.1,,-138.0,,,,,False,False,False,False,False,,False
28003,406,224.0,,,,,422.0,98.0,137.0,77.9,258.7,,140.0,-182.0,,,,,16.0,-308.0,-269.0,-328.1,-147.3,,-266.0,,,,,True,False,False,False,True,,False
28005,103,112.0,,,,,155.0,11.3,80.1,34.8,227.9,,51.0,9.0,,,,,52.0,-91.7,-22.9,-68.2,124.9,,-52.0,,,,,False,False,False,False,False,,False
28007,143,196.0,,,,,182.0,42.6,22.6,150.5,169.2,,92.0,53.0,,,,,39.0,-100.4,-120.4,7.5,26.2,,-51.0,,,,,True,False,False,True,True,,True
28009,96,154.0,,,,,147.0,73.7,0.0,58.8,91.7,,70.0,58.0,,,,,51.0,-22.3,-96.0,-37.2,-4.3,,-26.0,,,,,True,True,False,True,True,,True
28011,679,777.0,,,,,517.0,473.6,2.0,115.1,704.6,,118.0,98.0,,,,,-162.0,-205.4,-677.0,-563.9,25.6,,-561.0,,,,,False,False,False,False,True,,False
28013,109,112.0,,,,,205.0,15.7,0.5,21.8,162.1,,53.0,3.0,,,,,96.0,-93.3,-108.5,-87.2,53.1,,-56.0,,,,,False,False,False,False,False,,False
28015,69,28.0,,,,,107.0,11.5,25.6,27.0,33.9,,13.0,-41.0,,,,,38.0,-57.5,-43.4,-42.0,-35.1,,-56.0,,,,,True,False,False,False,True,,False
28017,209,343.0,,,,,240.0,146.3,97.0,308.9,207.4,,181.0,134.0,,,,,31.0,-62.7,-112.0,99.9,-1.6,,-28.0,,,,,True,True,True,True,True,,True
28019,50,56.0,,,,,67.0,8.0,14.1,3.3,34.4,,23.0,6.0,,,,,17.0,-42.0,-35.9,-46.7,-15.6,,-27.0,,,,,False,False,False,False,False,,False
28021,61,70.0,,,,,98.0,3.5,0.0,42.7,45.5,,19.0,9.0,,,,,37.0,-57.5,-61.0,-18.3,-15.5,,-42.0,,,,,False,False,False,False,False,,False
28023,255,294.0,,,,,96.0,134.3,65.1,112.1,258.2,,170.0,39.0,,,,,-159.0,-120.7,-189.9,-142.9,3.2,,-85.0,,,,,False,False,False,False,True,,False
28025,194,161.0,,,,,200.0,27.9,32.5,183.5,141.0,,88.0,-33.0,,,,,6.0,-166.1,-161.5,-10.5,-53.0,,-106.0,,,,,True,False,False,True,False,,False
28027,377,483.0,,,,,551.0,51.4,0.4,221.0,964.0,,142.0,106.0,,,,,174.0,-325.6,-376.6,-156.0,587.0,,-235.0,,,,,False,False,False,False,False,,False
28029,252,252.0,,,,,352.0,43.6,6.0,17.7,184.5,,69.0,0.0,,,,,100.0,-208.4,-246.0,-234.3,-67.5,,-183.0,,,,,False,False,False,False,False,,False
28031,191,308.0,,,,,180.0,162.2,2.8,222.3,211.6,,100.0,117.0,,,,,-11.0,-28.8,-188.2,31.3,20.6,,-91.0,,,,,True,True,False,True,True,,True
28033,1901,1792.0,2954.8,,,,2456.0,1167.8,718.5,388.9,1230.2,,649.0,-109.0,1053.8,,,,555.0,-733.2,-1182.5,-1512.1,-670.8,,-1252.0,False,,,,False,False,False,False,False,,False
28035,739,889.0,1690.5,,,,762.0,284.1,289.1,426.8,802.7,,343.0,150.0,951.5,,,,23.0,-454.9,-449.9,-312.2,63.7,,-396.0,False,,,,True,False,False,False,True,,False
28037,56,182.0,,,,,96.0,31.9,17.2,125.3,134.0,,122.0,126.0,,,,,40.0,-24.1,-38.8,69.3,78.0,,66.0,,,,,True,True,True,True,True,,True
28039,184,546.0,,,,,345.0,157.1,9.3,115.5,704.5,,99.0,362.0,,,,,161.0,-26.9,-174.7,-68.5,520.5,,-85.0,,,,,True,True,True,True,False,,True
28041,131,238.0,,,,,169.0,27.6,0.0,75.6,267.1,,176.0,107.0,,,,,38.0,-103.4,-131.0,-55.4,136.1,,45.0,,,,,True,True,False,True,False,,True
28043,254,161.0,,,,,361.0,22.2,5.3,172.7,71.7,,50.0,-93.0,,,,,107.0,-231.8,-248.7,-81.3,-182.3,,-204.0,,,,,False,False,False,True,False,,False
28045,196,238.0,,,,,616.0,112.9,250.4,64.5,200.2,,148.0,42.0,,,,,420.0,-83.1,54.4,-131.6,4.2,,-48.0,,,,,False,False,False,False,True,,False
28047,1304,1799.0,3009.2,,,,2416.0,1438.0,834.9,615.4,1362.7,,1166.0,495.0,1705.2,,,,1112.0,134.0,-469.1,-688.6,58.7,,-138.0,False,,,,False,True,True,False,True,,True
