,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
28049,1395,1953.0,5911.5,,,,2491.0,1153.2,659.4,460.1,1157.5,,597.0,558.0,4516.5,,,,1096.0,-241.8,-735.6,-934.9,-237.5,,-798.0,False,,,,False,True,False,False,True,,False
28051,173,385.0,,,,,264.0,157.4,6.9,296.7,226.8,,0.0,212.0,,,,,91.0,-15.6,-166.1,123.7,53.8,,-173.0,,,,,True,True,True,True,True,,True
28053,71,133.0,,,,,138.0,17.2,0.4,54.8,91.0,,45.0,62.0,,,,,67.0,-53.8,-70.6,-16.2,20.0,,-26.0,,,,,False,True,False,True,True,,True
28055,80,7.0,,,,,31.0,,,1.6,,,3.0,-73.0,,,,,-49.0,,,-78.4,,,-77.0,,,,,True,,,False,,,False
28057,487,448.0,,,,,184.0,186.4,89.8,128.8,753.2,,286.0,-39.0,,,,,-303.0,-300.6,-397.2,-358.2,266.2,,-201.0,,,,,False,False,False,False,False,,False
28059,1288,1260.0,3854.8,,,,2430.0,968.9,706.0,418.7,2486.3,,427.0,-28.0,2566.8,,,,1142.0,-319.1,-582.0,-869.3,1198.3,,-861.0,False,,,,False,False,False,False,False,,False
28061,173,259.0,,,,,159.0,55.3,70.0,56.5,311.9,,179.0,86.0,,,,,-14.0,-117.7,-103.0,-116.5,138.9,,6.0,,,,,True,False,False,False,False,,True
28063,48,21.0,,,,,119.0,1.7,0.0,1.2,27.0,,3.0,-27.0,,,,,71.0,-46.3,-48.0,-46.8,-21.0,,-45.0,,,,,False,False,False,False,True,,False
28065,100,154.0,,,,,107.0,35.1,1.5,32.4,318.5,,56.0,54.0,,,,,7.0,-64.9,-98.5,-67.7,218.5,,-44.0,,,,,True,False,False,False,False,,True
28067,595,651.0,1270.5,,,,996.0,111.2,146.9,27.1,556.3,,250.0,56.0,675.5,,,,401.0,-483.8,-448.1,-567.9,-38.7,,-345.0,False,,,,False,False,False,False,True,,False
28069,44,112.0,,,,,60.0,10.9,1.1,12.9,99.6,,120.0,68.0,,,,,16.0,-33.1,-42.9,-31.1,55.6,,76.0,,,,,True,True,True,True,True,,False
28071,1196,686.0,1126.7,,,,570.0,520.5,383.5,123.0,624.0,,292.0,-510.0,-69.3,,,,-626.0,-675.5,-812.5,-1073.0,-572.0,,-904.0,True,,,,False,False,False,False,False,,False
28073,577,574.0,1563.0,,,,549.0,172.2,160.3,248.6,581.0,,185.0,-3.0,986.0,,,,-28.0,-404.8,-416.7,-328.4,4.0,,-392.0,False,,,,False,False,False,False,False,,False
28075,618,567.0,204.8,,,,1149.0,143.1,150.4,101.9,322.6,,271.0,-51.0,-413.2,,,,531.0,-474.9,-467.6,-516.1,-295.4,,-347.0,False,,,,False,False,False,False,False,,False
28077,101,154.0,,,,,107.0,49.6,0.3,74.8,121.7,,92.0,53.0,,,,,6.0,-51.4,-100.7,-26.2,20.7,,-9.0,,,,,True,True,False,True,True,,True
28079,169,175.0,,,,,321.0,53.7,6.1,77.7,215.6,,60.0,6.0,,,,,152.0,-115.3,-162.9,-91.3,46.6,,-109.0,,,,,False,False,False,False,False,,False
28081,1327,1904.0,1613.4,,,,1353.0,678.1,593.2,641.9,2294.6,,1131.0,577.0,286.4,,,,26.0,-648.9,-733.8,-685.1,967.6,,-196.0,True,,,,True,False,False,False,False,,True
28083,485,357.0,,,,,559.0,66.5,2.1,189.9,243.7,,120.0,-128.0,,,,,74.0,-418.5,-482.9,-295.1,-241.3,,-365.0,,,,,True,False,False,False,False,,False
28085,273,434.0,,,,,398.0,103.6,41.3,288.4,326.5,,214.0,161.0,,,,,125.0,-169.4,-231.7,15.4,53.5,,-59.0,,,,,True,False,False,True,True,,True
28087,509,434.0,792.5,,,,688.0,86.0,206.4,149.7,344.6,,152.0,-75.0,283.5,,,,179.0,-423.0,-302.6,-359.3,-164.4,,-357.0,False,,,,False,False,False,False,False,,False
28089,849,868.0,1873.8,,,,945.0,382.8,188.5,555.0,759.1,,313.0,19.0,1024.8,,,,96.0,-466.2,-660.5,-294.0,-89.9,,-536.0,False,,,,False,False,False,False,False,,False
28091,180,350.0,,,,,286.0,62.5,12.2,23.1,434.1,,121.0,170.0,,,,,106.0,-117.5,-167.8,-156.9,254.1,,-59.0,,,,,True,True,True,True,False,,True
28093,372,546.0,,,,,518.0,298.3,233.5,86.6,512.2,,240.0,174.0,,,,,146.0,-73.7,-138.5,-285.4,140.2,,-132.0,,,,,True,True,True,False,True,,True
28095,415,630.0,,,,,385.0,303.7,171.0,391.5,584.2,,272.0,215.0,,,,,-30.0,-111.3,-244.0,-23.5,169.2,,-143.0,,,,,True,True,False,True,True,,True
28097,123,308.0,,,,,131.0,188.5,93.8,174.8,185.5,,77.0,185.0,,,,,8.0,65.5,-29.2,51.8,62.5,,-46.0,,,,,True,True,True,True,True,,True
28099,317,301.0,,,,,292.0,48.0,7.3,0.0,164.8,,51.0,-16.0,,,,,-25.0,-269.0,-309.7,-317.0,-152.2,,-266.0,,,,,False,False,False,False,False,,False
28101,206,315.0,,,,,153.0,97.8,39.4,19.4,304.4,,193.0,109.0,,,,,-53.0,-108.2,-166.6,-186.6,98.4,,-13.0,,,,,True,True,False,False,True,,True
28103,88,203.0,,,,,82.0,35.3,4.5,145.3,253.0,,23.0,115.0,,,,,-6.0,-52.7,-83.5,57.3,165.0,,-65.0,,,,,True,True,True,True,False,,True
28105,677,371.0,,,,,447.0,84.7,10.3,434.0,389.3,,130.0,-306.0,,,,,-230.0,-592.3,-666.7,-243.0,-287.7,,-547.0,,,,,True,False,False,True,True,,False
28107,403,595.0,,,,,571.0,106.5,5.5,32.5,439.3,,200.0,192.0,,,,,168.0,-296.5,-397.5,-370.5,36.3,,-203.0,,,,,True,False,False,False,True,,False
28109,350,392.0,223.8,,,,518.0,118.8,180.6,281.8,171.7,,306.0,42.0,-126.2,,,,168.0,-231.2,-169.4,-68.2,-178.3,,-44.0,False,,,,False,False,False,False,False,,False
28111,188,168.0,,,,,102.0,19.8,36.4,74.8,220.9,,98.0,-20.0,,,,,-86.0,-168.2,-151.6,-113.2,32.9,,-90.0,,,,,False,False,False,False,False,,False
28113,280,343.0,,,,,577.0,228.8,73.3,115.5,310.7,,204.0,63.0,,,,,297.0,-51.2,-206.7,-164.5,30.7,,-76.0,,,,,False,True,False,False,True,,False
28115,439,441.0,,,,,536.0,89.5,102.8,255.6,210.7,,146.0,2.0,,,,,97.0,-349.5,-336.2,-183.4,-228.3,,-293.0,,,,,False,False,False,False,False,,False
28117,400,560.0,,,,,323.0,240.8,83.5,8.0,1016.1,,284.0,160.0,,,,,-77.0,-159.2,-316.5,-392.1,616.1,,-116.0,,,,,True,True,False,False,False,,True
28119,123,112.0,,,,,131.0,9.3,0.1,15.3,27.2,,28.0,-11.0,,,,,8.0,-113.7,-122.9,-107.7,-95.8,,-95.0,,,,,True,False,False,False,False,,False
28121,1020,945.0,3492.6,,,,1456.0,848.6,270.8,614.7,731.8,,375.0,-75.0,2472.6,,,,436.0,-171.4,-749.2,-405.3,-288.2,,-645.0,False,,,,False,False,False,False,False,,False
28123,157,217.0,,,,,323.0,54.4,4.1,149.6,303.7,,96.0,60.0,,,,,166.0,-102.6,-152.9,-7.4,146.7,,-61.0,,,,,False,False,False,True,False,,False
28125,66,126.0,,,,,60.0,45.4,0.2,96.3,1134.8,,1.0,60.0,,,,,-6.0,-20.6,-65.8,30.3,1068.8,,-65.0,,,,,True,True,False,True,False,,False
28127,225,399.0,,,,,278.0,214.0,9.1,284.0,140.8,,123.0,174.0,,,,,53.0,-11.0,-215.9,59.0,-84.2,,-102.0,,,,,True,True,False,True,True,,True
28129,133,119.0,,,,,107.0,12.0,70.3,58.5,218.9,,63.0,-14.0,,,,,-26.0,-121.0,-62.7,-74.5,85.9,,-70.0,,,,,False,False,False,False,False,,False
28131,142,385.0,,,,,279.0,356.9,48.9,167.7,321.3,,346.0,243.0,,,,,137.0,214.9,-93.1,25.7,179.3,,204.0,,,,,True,True,True,True,True,,True
28133,406,574.0,,,,,597.0,269.0,245.3,503.9,206.0,,102.0,168.0,,,,,191.0,-137.0,-160.7,97.9,-200.0,,-304.0,,,,,False,True,True,True,False,,False
28135,224,245.0,,,,,412.0,15.4,178.6,120.9,222.1,,68.0,21.0,,,,,188.0,-208.6,-45.4,-103.1,-1.9,,-156.0,,,,,False,False,False,False,True,,False
28137,269,336.0,,,,,478.0,85.8,38.9,108.2,214.7,,137.0,67.0,,,,,209.0,-183.2,-230.1,-160.8,-54.3,,-132.0,,,,,False,False,False,False,True,,False
28139,295,518.0,,,,,302.0,132.1,112.9,166.3,1009.8,,330.0,223.0,,,,,7.0,-162.9,-182.1,-128.7,714.8,,35.0,,,,,True,True,True,True,False,,True
28141,256,406.0,,,,,180.0,123.4,138.7,90.5,868.0,,236.0,150.0,,,,,-76.0,-132.6,-117.3,-165.4,612.0,,-20.0,,,,,True,True,True,False,False,,True
28143,130,294.0,,,,,169.0,73.6,0.0,112.1,441.7,,52.0,164.0,,,,,39.0,-56.4,-130.0,-17.9,311.7,,-78.0,,,,,True,True,True,True,False,,True
28145,282,938.0,,,,,455.0,624.2,278.1,101.2,984.8,,392.0,656.0,,,,,173.0,342.2,-3.9,-180.8,702.8,,110.0,,,,,True,True,True,True,False,,True
28147,80,189.0,,,,,163.0,45.3,0.5,144.5,98.4,,49.0,109.0,,,,,83.0,-34.7,-79.5,64.5,18.4,,-31.0,,,,,True,True,True,True,True,,True
28149,255,588.0,,,,,616.0,89.4,191.2,177.3,373.6,,447.0,333.0,,,,,361.0,-165.6,-63.8,-77.7,118.6,,192.0,,,,,False,True,True,True,True,,True
28151,501,1155.0,,,,,710.0,653.9,18.2,479.2,568.8,,228.0,654.0,,,,,209.0,152.9,-482.8,-21.8,67.8,,-273.0,,,,,True,True,True,True,True,,True
28153,120,308.0,,,,,254.0,38.0,9.5,266.0,247.7,,108.0,188.0,,,,,134.0,-82.0,-110.5,146.0,127.7,,-12.0,,,,,True,True,True,True,True,,True
28155,93,203.0,,,,,98.0,21.2,88.5,36.0,69.8,,79.0,110.0,,,,,5.0,-71.8,-4.5,-57.0,-23.2,,-14.0,,,,,True,True,True,True,True,,True
28157,80,196.0,,,,,202.0,33.3,18.2,132.1,93.9,,82.0,116.0,,,,,122.0,-46.7,-61.8,52.1,13.9,,2.0,,,,,False,True,True,True,True,,True
28159,111,224.0,,,,,165.0,50.9,5.0,49.5,496.4,,60.0,113.0,,,,,54.0,-60.1,-106.0,-61.5,385.4,,-51.0,,,,,True,True,True,True,False,,True
28161,140,77.0,,,,,196.0,8.1,25.5,73.0,40.7,,29.0,-63.0,,,,,56.0,-131.9,-114.5,-67.0,-99.3,,-111.0,,,,,True,False,False,False,False,,False
28163,191,406.0,,,,,488.0,116.9,2.4,273.9,286.1,,186.0,215.0,,,,,297.0,-74.1,-188.6,82.9,95.1,,-5.0,,,,,False,True,True,True,True,,True
29001,195,182.0,,,,,177.0,59.6,64.9,78.7,59.9,,227.0,-13.0,,,,,-18.0,-135.4,-130.1,-116.3,-135.1,,32.0,,,,,False,False,False,False,False,,False
29003,196,56.0,,,,,63.0,92.2,,38.4,83.5,,28.0,-140.0,,,,,-133.0,-103.8,,-157.6,-112.5,,-168.0,,,,,True,True,,False,True,,False
29005,45,42.0,,,,,9.0,2.4,,9.0,,,79.0,-3.0,,,,,-36.0,-42.6,,-36.0,,,34.0,,,,,False,False,,False,,,False
29007,247,147.0,,,,,103.0,33.9,18.7,89.0,159.7,,137.0,-100.0,,,,,-144.0,-213.1,-228.3,-158.0,-87.3,,-110.0,,,,,False,False,False,False,True,,False
29009,248,245.0,,,,,292.0,163.5,130.4,221.5,354.6,,137.0,-3.0,,,,,44.0,-84.5,-117.6,-26.5,106.6,,-111.0,,,,,False,False,False,False,False,,False
29011,166,14.0,,,,,74.0,,,0.0,124.0,,5.0,-152.0,,,,,-92.0,,,-166.0,-42.0,,-161.0,,,,,True,,,False,True,,False
29013,100,70.0,,,,,95.0,10.7,,19.2,44.1,,46.0,-30.0,,,,,-5.0,-89.3,,-80.8,-55.9,,-54.0,,,,,True,False,,False,False,,False
29015,258,189.0,,,,,98.0,11.6,130.6,33.2,121.2,,170.0,-69.0,,,,,-160.0,-246.4,-127.4,-224.8,-136.8,,-88.0,,,,,False,False,False,False,False,,False
29017,277,119.0,,,,,69.0,62.8,,46.4,93.3,,176.0,-158.0,,,,,-208.0,-214.2,,-230.6,-183.7,,-101.0,,,,,False,False,,False,False,,True
29019,3247,1442.0,1397.4,,,,1294.0,475.0,626.6,885.2,2004.3,,674.0,-1805.0,-1849.6,,,,-1953.0,-2772.0,-2620.4,-2361.8,-1242.7,,-2573.0,False,,,,False,False,False,False,True,,False
29021,1074,329.0,61.5,,,,773.0,94.1,74.9,293.6,152.7,,253.0,-745.0,-1012.5,,,,-301.0,-979.9,-999.1,-780.5,-921.3,,-821.0,False,,,,True,False,False,False,False,,False
29023,411,252.0,,,,,574.0,116.4,145.2,209.6,854.3,,143.0,-159.0,,,,,163.0,-294.6,-265.8,-201.4,443.3,,-268.0,,,,,False,False,False,False,False,,False
29025,76,0.0,,,,,40.0,6.5,,3.1,10.5,,1.0,-76.0,,,,,-36.0,-69.5,,-72.9,-65.5,,-75.0,,,,,True,True,,True,True,,True
29027,539,259.0,,,,,172.0,217.3,164.1,121.2,772.1,,260.0,-280.0,,,,,-367.0,-321.7,-374.9,-417.8,233.1,,-279.0,,,,,False,False,False,False,True,,True
29029,698,413.0,,,,,243.0,428.8,231.8,152.8,6191.7,,130.0,-285.0,,,,,-455.0,-269.2,-466.2,-545.2,5493.7,,-568.0,,,,,False,True,False,False,False,,False
29031,1180,693.0,892.0,,,,519.0,510.6,198.5,283.6,252.0,,544.0,-487.0,-288.0,,,,-661.0,-669.4,-981.5,-896.4,-928.0,,-636.0,True,,,,False,False,False,False,False,,False
29033,41,14.0,,,,,60.0,2.5,16.9,8.5,50.2,,2.0,-27.0,,,,,19.0,-38.5,-24.1,-32.5,9.2,,-39.0,,,,,True,False,True,False,True,,False
29035,94,14.0,,,,,36.0,4.7,,7.7,,,2.0,-80.0,,,,,-58.0,-89.3,,-86.3,,,-92.0,,,,,True,False,,False,,,False
29037,715,1064.0,1958.6,,,,479.0,688.4,567.4,210.0,601.3,,454.0,349.0,1243.6,,,,-236.0,-26.6,-147.6,-505.0,-113.7,,-261.0,False,,,,True,True,True,False,True,,True
29039,99,42.0,,,,,112.0,9.9,,7.2,22.3,,40.0,-57.0,,,,,13.0,-89.1,,-91.8,-76.7,,-59.0,,,,,True,False,,False,False,,False
29041,36,28.0,,,,,21.0,2.6,,1.8,,,52.0,-8.0,,,,,-15.0,-33.4,,-34.2,,,16.0,,,,,False,False,,False,,,False
29043,1195,623.0,1291.3,,,,442.0,362.6,508.6,504.2,564.0,,396.0,-572.0,96.3,,,,-753.0,-832.4,-686.4,-690.8,-631.0,,-799.0,True,,,,False,False,False,False,False,,False
29045,45,56.0,,,,,12.0,10.3,,1.2,,,44.0,11.0,,,,,-33.0,-34.7,,-43.8,,,-1.0,,,,,False,False,,False,,,True
29047,734,854.0,1233.5,,,,1214.0,156.4,499.0,388.6,1399.8,,482.0,120.0,499.5,,,,480.0,-577.6,-235.0,-345.4,665.8,,-252.0,False,,,,False,False,False,False,False,,False
29049,173,112.0,,,,,103.0,27.6,,29.3,449.1,,145.0,-61.0,,,,,-70.0,-145.4,,-143.7,276.1,,-28.0,,,,,False,False,,False,False,,True
29051,1194,1057.0,979.2,,,,606.0,928.1,308.4,746.1,1148.8,,1049.0,-137.0,-214.8,,,,-588.0,-265.9,-885.6,-447.9,-45.2,,-145.0,False,,,,False,False,False,False,True,,False
29053,313,294.0,,,,,116.0,77.4,100.3,23.1,169.4,,172.0,-19.0,,,,,-197.0,-235.6,-212.7,-289.9,-143.6,,-141.0,,,,,False,False,False,False,False,,False
29055,323,217.0,,,,,86.0,169.1,95.7,67.3,384.0,,276.0,-106.0,,,,,-237.0,-153.9,-227.3,-255.7,61.0,,-47.0,,,,,False,False,False,False,True,,True
29057,64,14.0,,,,,49.0,,,0.6,,,1.0,-50.0,,,,,-15.0,,,-63.4,,,-63.0,,,,,True,,,False,,,False
29059,134,105.0,,,,,95.0,49.1,,2.5,79.3,,107.0,-29.0,,,,,-39.0,-84.9,,-131.5,-54.7,,-27.0,,,,,False,False,,False,False,,True
29061,126,14.0,,,,,35.0,6.0,,2.3,30.3,,6.0,-112.0,,,,,-91.0,-120.0,,-123.7,-95.7,,-120.0,,,,,True,False,,False,True,,False
29063,118,42.0,,,,,87.0,28.8,,9.6,48.4,,22.0,-76.0,,,,,-31.0,-89.2,,-108.4,-69.6,,-96.0,,,,,True,False,,False,True,,False
29065,134,70.0,,,,,49.0,14.6,,13.1,26.4,,646.0,-64.0,,,,,-85.0,-119.4,,-120.9,-107.6,,512.0,,,,,False,False,,False,False,,False
29067,139,63.0,,,,,98.0,52.8,,32.1,,,12.0,-76.0,,,,,-41.0,-86.2,,-106.8,,,-127.0,,,,,True,False,,False,,,False
29069,491,546.0,,,,,569.0,695.3,135.7,532.2,808.1,,384.0,55.0,,,,,78.0,204.3,-355.3,41.2,317.1,,-107.0,,,,,False,False,False,True,False,,False
29071,1170,973.0,697.9,,,,613.0,469.3,415.2,1011.9,663.7,,984.0,-197.0,-472.1,,,,-557.0,-700.7,-754.8,-158.1,-506.3,,-186.0,False,,,,False,False,False,True,False,,True
29073,144,91.0,,,,,23.0,23.4,,66.7,61.3,,327.0,-53.0,,,,,-121.0,-120.6,,-77.3,-82.7,,183.0,,,,,False,False,,False,False,,False
29075,52,28.0,,,,,25.0,28.0,,4.9,31.6,,10.0,-24.0,,,,,-27.0,-24.0,,-47.1,-20.4,,-42.0,,,,,False,False,,False,True,,False
29077,4978,2772.0,3488.6,,,,1766.0,4272.8,1487.1,2348.8,4314.9,,2048.0,-2206.0,-1489.4,,,,-3212.0,-705.2,-3490.9,-2629.2,-663.1,,-2930.0,True,,,,False,True,False,False,True,,False
29079,181,35.0,,,,,51.0,23.4,,1.5,14.3,,186.0,-146.0,,,,,-130.0,-157.6,,-179.5,-166.7,,5.0,,,,,True,False,,False,False,,True
29081,69,0.0,,,,,33.0,29.3,,0.8,21.1,,1.0,-69.0,,,,,-36.0,-39.7,,-68.2,-47.9,,-68.0,,,,,True,True,,True,True,,True
29083,147,126.0,,,,,139.0,80.2,,12.6,174.9,,83.0,-21.0,,,,,-8.0,-66.8,,-134.4,27.9,,-64.0,,,,,True,False,,False,False,,False
29085,78,84.0,,,,,44.0,,,39.6,,,96.0,6.0,,,,,-34.0,,,-38.4,,,18.0,,,,,False,,,False,,,False
29087,43,231.0,,,,,7.0,11.1,,238.3,78.2,,163.0,188.0,,,,,-36.0,-31.9,,195.3,35.2,,120.0,,,,,True,True,,False,True,,True
29089,130,133.0,,,,,35.0,17.9,,42.9,,,128.0,3.0,,,,,-95.0,-112.1,,-87.1,,,-2.0,,,,,False,False,,False,,,True
29091,579,147.0,,,,,318.0,84.5,135.7,146.6,558.2,,57.0,-432.0,,,,,-261.0,-494.5,-443.3,-432.4,-20.8,,-522.0,,,,,True,False,False,False,True,,False
29093,56,21.0,,,,,43.0,3.5,,6.6,,,5.0,-35.0,,,,,-13.0,-52.5,,-49.4,,,-51.0,,,,,True,False,,False,,,False
29095,3078,4298.0,7391.1,,,,3693.0,3684.3,1274.6,714.1,22378.7,,2023.0,1220.0,4313.1,,,,615.0,606.3,-1803.4,-2363.9,19300.7,,-1055.0,False,,,,True,True,False,False,False,,True
29097,2260,1400.0,821.0,,,,972.0,509.5,294.4,609.3,4832.1,,719.0,-860.0,-1439.0,,,,-1288.0,-1750.5,-1965.6,-1650.7,2572.1,,-1541.0,False,,,,False,False,False,False,False,,False
29099,2604,2401.0,2318.7,,,,1221.0,4179.2,1085.3,1624.5,6706.5,,1318.0,-203.0,-285.3,,,,-1383.0,1575.2,-1518.7,-979.5,4102.5,,-1286.0,False,,,,False,False,False,False,False,,False
29101,630,147.0,945.5,,,,279.0,66.5,101.5,15.1,183.9,,42.0,-483.0,315.5,,,,-351.0,-563.5,-528.5,-614.9,-446.1,,-588.0,True,,,,True,False,False,False,True,,False
29103,20,56.0,,,,,11.0,,,15.5,,,28.0,36.0,,,,,-9.0,,,-4.5,,,8.0,,,,,True,,,True,,,True
29105,539,182.0,,,,,234.0,236.4,61.4,0.0,178.1,,69.0,-357.0,,,,,-305.0,-302.6,-477.6,-539.0,-360.9,,-470.0,,,,,True,True,False,False,False,,False
29107,396,161.0,,,,,188.0,30.8,143.8,16.1,57.6,,119.0,-235.0,,,,,-208.0,-365.2,-252.2,-379.9,-338.4,,-277.0,,,,,True,False,False,False,False,,False
29109,464,287.0,,,,,237.0,198.3,374.2,1.0,656.2,,147.0,-177.0,,,,,-227.0,-265.7,-89.8,-463.0,192.2,,-317.0,,,,,False,False,True,False,False,,False
29111,68,98.0,,,,,21.0,10.8,,0.7,,,81.0,30.0,,,,,-47.0,-57.2,,-67.3,,,13.0,,,,,False,False,,False,,,True
29113,428,490.0,694.0,,,,206.0,94.7,339.6,163.7,610.6,,249.0,62.0,266.0,,,,-222.0,-333.3,-88.4,-264.3,182.6,,-179.0,False,,,,False,False,False,False,False,,False
29115,96,70.0,,,,,65.0,20.9,,16.3,36.9,,292.0,-26.0,,,,,-31.0,-75.1,,-79.7,-59.1,,196.0,,,,,False,False,,False,False,,False
29117,368,28.0,,,,,72.0,37.3,,16.8,262.8,,16.0,-340.0,,,,,-296.0,-330.7,,-351.2,-105.2,,-352.0,,,,,True,True,,False,True,,False
29119,163,56.0,,,,,309.0,4.0,3.1,27.0,500.4,,11.0,-107.0,,,,,146.0,-159.0,-159.9,-136.0,337.4,,-152.0,,,,,False,False,False,False,False,,False
29121,102,70.0,,,,,56.0,20.7,,30.0,141.5,,44.0,-32.0,,,,,-46.0,-81.3,,-72.0,39.5,,-58.0,,,,,False,False,,False,False,,False
29123,292,70.0,,,,,59.0,8.3,,19.5,,,194.0,-222.0,,,,,-233.0,-283.7,,-272.5,,,-98.0,,,,,False,False,,False,,,True
29125,65,49.0,,,,,13.0,21.8,,13.2,,,44.0,-16.0,,,,,-52.0,-43.2,,-51.8,,,-21.0,,,,,False,False,,False,,,False
29127,444,581.0,,,,,139.0,1595.3,67.2,130.8,634.9,,416.0,137.0,,,,,-305.0,1151.3,-376.8,-313.1,190.9,,-28.0,,,,,False,False,False,False,False,,True
29129,16,35.0,,,,,8.0,4.2,,12.2,,,96.0,19.0,,,,,-8.0,-11.8,,-3.8,,,80.0,,,,,True,True,,True,,,False
29131,409,217.0,,,,,101.0,140.8,288.6,126.2,257.0,,118.0,-192.0,,,,,-308.0,-268.2,-120.4,-282.8,-152.0,,-291.0,,,,,False,False,True,False,True,,False
29133,151,252.0,,,,,151.0,112.3,37.5,0.0,213.5,,352.0,101.0,,,,,0.0,-38.7,-113.5,-151.0,62.5,,201.0,,,,,True,True,False,False,True,,False
29135,182,154.0,,,,,80.0,14.7,77.2,26.9,104.2,,62.0,-28.0,,,,,-102.0,-167.3,-104.8,-155.1,-77.8,,-120.0,,,,,False,False,False,False,False,,False
29137,58,63.0,,,,,11.0,20.4,,2.0,,,46.0,5.0,,,,,-47.0,-37.6,,-56.0,,,-12.0,,,,,False,False,,False,,,False
29139,48,21.0,,,,,14.0,16.3,,5.8,97.1,,6.0,-27.0,,,,,-34.0,-31.7,,-42.2,49.1,,-42.0,,,,,False,False,,False,False,,False
29141,319,112.0,,,,,72.0,54.5,,28.3,235.7,,60.0,-207.0,,,,,-247.0,-264.5,,-290.7,-83.3,,-259.0,,,,,False,False,,False,True,,False
29143,296,448.0,,,,,146.0,262.6,110.2,115.7,318.4,,215.0,152.0,,,,,-150.0,-33.4,-185.8,-180.3,22.4,,-81.0,,,,,True,True,False,False,True,,True
29145,576,532.0,332.6,,,,736.0,74.3,90.9,157.6,385.3,,356.0,-44.0,-243.4,,,,160.0,-501.7,-485.1,-418.4,-190.7,,-220.0,False,,,,False,False,False,False,False,,False
29147,589,322.0,,,,,96.0,137.8,65.0,100.6,224.0,,102.0,-267.0,,,,,-493.0,-451.2,-524.0,-488.4,-365.0,,-487.0,,,,,False,False,False,False,False,,False
29149,123,49.0,,,,,87.0,8.3,,8.3,,,293.0,-74.0,,,,,-36.0,-114.7,,-114.7,,,170.0,,,,,True,False,,False,,,False
29151,126,91.0,,,,,35.0,18.3,,72.3,129.5,,75.0,-35.0,,,,,-91.0,-107.7,,-53.7,3.5,,-51.0,,,,,False,False,,False,True,,False
29153,121,28.0,,,,,54.0,,,2.4,,,49.0,-93.0,,,,,-67.0,,,-118.6,,,-72.0,,,,,True,,,False,,,True
29155,312,147.0,,,,,340.0,41.3,42.5,114.0,159.4,,74.0,-165.0,,,,,28.0,-270.7,-269.5,-198.0,-152.6,,-238.0,,,,,True,False,False,False,True,,False
29157,402,224.0,,,,,103.0,47.6,34.0,96.1,174.0,,249.0,-178.0,,,,,-299.0,-354.4,-368.0,-305.9,-228.0,,-153.0,,,,,False,False,False,False,False,,True
29159,563,1064.0,,,,,328.0,820.3,292.3,675.4,4704.6,,493.0,501.0,,,,,-235.0,257.3,-270.7,112.4,4141.6,,-70.0,,,,,True,True,True,True,False,,True
29161,392,238.0,,,,,216.0,365.5,133.0,1544.6,214.1,,735.0,-154.0,,,,,-176.0,-26.5,-259.0,1152.6,-177.9,,343.0,,,,,False,True,False,False,False,,False
29163,129,322.0,,,,,58.0,149.6,170.5,7.8,115.1,,416.0,193.0,,,,,-71.0,20.6,41.5,-121.2,-13.9,,287.0,,,,,True,True,True,True,True,,False
29165,327,427.0,800.4,,,,461.0,152.6,483.7,102.1,223.6,,286.0,100.0,473.4,,,,134.0,-174.4,156.7,-224.9,-103.4,,-41.0,False,,,,False,False,False,False,False,,True
29167,485,175.0,,,,,153.0,139.6,118.2,171.5,422.8,,52.0,-310.0,,,,,-332.0,-345.4,-366.8,-313.5,-62.2,,-433.0,,,,,False,False,False,False,True,,False
29169,462,518.0,242.3,,,,400.0,125.2,231.1,180.9,258.8,,1431.0,56.0,-219.7,,,,-62.0,-336.8,-230.9,-281.1,-203.2,,969.0,False,,,,False,False,False,False,False,,False
29171,21,0.0,,,,,15.0,,,1.2,,,1.0,-21.0,,,,,-6.0,,,-19.8,,,-20.0,,,,,True,,,True,,,True
29173,100,175.0,,,,,14.0,20.8,,0.0,,,328.0,75.0,,,,,-86.0,-79.2,,-100.0,,,228.0,,,,,False,False,,False,,,False
29175,225,105.0,,,,,147.0,18.8,,0.0,180.3,,60.0,-120.0,,,,,-78.0,-206.2,,-225.0,-44.7,,-165.0,,,,,True,False,,False,True,,False
