,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
04001,255,195.0,464.0,,,,239.0,163.9,,50.3,6.7,,61.1,280.0,,,-60.0,209.0,,,,-16.0,-91.1,,-204.7,-248.3,,-193.8,25.0,,,False,,,,True,False,,False,False,,False,True,,
04003,107,120.0,19.0,,,,437.0,196.7,,18.5,175.4,,20.4,121.7,,,13.0,-88.0,,,,330.0,89.7,,-88.5,68.4,,-86.6,14.7,,,False,,,,False,False,,False,False,,False,False,,
04005,979,375.0,287.0,,,,356.0,165.8,,172.8,90.3,,10.9,337.1,,,-604.0,-692.0,,,,-623.0,-813.2,,-806.2,-888.7,,-968.1,-641.9,,,False,,,,False,False,,False,False,,False,False,,
04007,343,150.0,98.0,,,,114.0,184.7,,56.6,32.8,,83.3,87.8,,,-193.0,-245.0,,,,-229.0,-158.3,,-286.4,-310.2,,-259.7,-255.2,,,False,,,,False,True,,False,False,,False,False,,
04009,164,250.0,202.0,,,,129.0,164.9,,52.3,0.0,,173.7,151.2,,,86.0,38.0,,,,-35.0,0.9,,-111.7,-164.0,,9.7,-12.8,,,True,,,,True,True,,False,False,,True,True,,
04011,3,5.0,0.0,,,,20.0,11.0,,7.6,,,4.6,5.8,,,2.0,-3.0,,,,17.0,8.0,,4.6,,,1.6,2.8,,,False,,,,False,False,,False,,,True,False,,
04012,54,15.0,0.0,,,,71.0,21.8,,0.7,0.0,,4.7,22.1,,,-39.0,-54.0,,,,17.0,-32.2,,-53.3,-54.0,,-49.3,-31.9,,,False,,,,True,True,,False,False,,False,True,,
04013,9579,8520.0,4391.0,,,,8504.0,9525.4,,6594.3,2086.9,,644.9,7353.1,,,-1059.0,-5188.0,,,,-1075.0,-53.6,,-2984.7,-7492.1,,-8934.1,-2225.9,,,False,,,,False,True,,False,False,,False,False,,
04015,458,565.0,486.0,,,,891.0,381.7,,184.6,187.3,,208.2,476.0,,,107.0,28.0,,,,433.0,-76.3,,-273.4,-270.7,,-249.8,18.0,,,True,,,,False,True,,False,False,,False,True,,
04017,233,460.0,162.0,,,,277.0,128.9,,217.2,19.1,,10.9,442.2,,,227.0,-71.0,,,,44.0,-104.1,,-15.8,-213.9,,-222.1,209.2,,,True,,,,True,True,,True,True,,True,True,,
04019,4722,3435.0,1652.0,,,,3216.0,2092.5,,1068.3,1610.0,,2064.3,2195.7,,,-1287.0,-3070.0,,,,-1506.0,-2629.5,,-3653.7,-3112.0,,-2657.7,-2526.3,,,False,,,,False,False,,False,False,,False,False,,
04021,1203,1825.0,3269.0,,,,1341.0,504.5,,1350.7,348.5,,503.3,2000.7,,,622.0,2066.0,,,,138.0,-698.5,,147.7,-854.5,,-699.7,797.7,,,False,,,,True,False,,True,False,,False,False,,
04023,162,0.0,43.0,,,,436.0,43.4,,1.9,3.3,,14.7,49.3,,,-162.0,-119.0,,,,274.0,-118.6,,-160.1,-158.7,,-147.3,-112.7,,,True,,,,False,True,,True,True,,True,True,,
04025,322,260.0,104.0,,,,645.0,472.1,,162.8,316.9,,186.2,259.0,,,-62.0,-218.0,,,,323.0,150.1,,-159.2,-5.1,,-135.8,-63.0,,,False,,,,False,False,,False,True,,False,False,,
04027,602,850.0,558.0,,,,1292.0,454.8,,249.2,21.5,,209.7,1526.3,,,248.0,-44.0,,,,690.0,-147.2,,-352.8,-580.5,,-392.3,924.3,,,True,,,,False,True,,False,False,,False,False,,
05001,177,70.0,69.0,,,,151.0,130.6,,35.6,37.2,,34.2,83.0,,,-107.0,-108.0,,,,-26.0,-46.4,,-141.4,-139.8,,-142.8,-94.0,,,False,,,,True,True,,False,False,,False,True,,
05003,63,60.0,4.0,,,,144.0,96.3,,10.1,0.2,,13.3,132.0,,,-3.0,-59.0,,,,81.0,33.3,,-52.9,-62.8,,-49.7,69.0,,,False,,,,False,False,,False,False,,False,False,,
05005,265,125.0,353.0,,,,166.0,216.8,,34.6,123.2,,17.6,49.8,,,-140.0,88.0,,,,-99.0,-48.2,,-230.4,-141.8,,-247.4,-215.2,,,True,,,,True,True,,False,False,,False,False,,
05007,1559,1235.0,3477.0,,,,1462.0,363.6,,588.7,217.6,,243.8,820.5,,,-324.0,1918.0,,,,-97.0,-1195.4,,-970.3,-1341.4,,-1315.2,-738.5,,,False,,,,True,False,,False,False,,False,False,,
05009,480,295.0,575.0,,,,252.0,253.7,,674.8,182.2,,0.0,328.4,,,-185.0,95.0,,,,-228.0,-226.3,,194.8,-297.8,,-480.0,-151.6,,,True,,,,False,False,,False,False,,False,True,,
05011,56,190.0,176.0,,,,101.0,87.9,,43.9,68.5,,93.5,121.1,,,134.0,120.0,,,,45.0,31.9,,-12.1,12.5,,37.5,65.1,,,True,,,,True,True,,True,True,,True,True,,
05013,14,0.0,0.0,,,,18.0,8.0,,,,,1.7,,,,-14.0,-14.0,,,,4.0,-6.0,,,,,-12.3,,,,False,,,,True,True,,,,,True,,,
05015,287,150.0,226.0,,,,143.0,107.6,,72.4,26.9,,73.8,93.0,,,-137.0,-61.0,,,,-144.0,-179.4,,-214.6,-260.1,,-213.2,-194.0,,,True,,,,False,False,,False,False,,False,False,,
05017,55,115.0,38.0,,,,135.0,53.1,,17.3,1.7,,18.4,435.3,,,60.0,-17.0,,,,80.0,-1.9,,-37.7,-53.3,,-36.6,380.3,,,True,,,,False,True,,True,True,,True,False,,
05019,155,100.0,79.0,,,,148.0,95.6,,20.0,61.3,,3.1,52.1,,,-55.0,-76.0,,,,-7.0,-59.4,,-135.0,-93.7,,-151.9,-102.9,,,False,,,,True,False,,False,False,,False,False,,
05021,157,65.0,71.0,,,,106.0,70.7,,55.1,72.7,,103.4,69.2,,,-92.0,-86.0,,,,-51.0,-86.3,,-101.9,-84.3,,-53.6,-87.8,,,True,,,,True,True,,False,True,,True,True,,
05023,105,65.0,98.0,,,,179.0,71.1,,24.4,82.7,,4.1,28.2,,,-40.0,-7.0,,,,74.0,-33.9,,-80.6,-22.3,,-100.9,-76.8,,,True,,,,False,True,,False,True,,False,False,,
05025,55,40.0,11.0,,,,42.0,38.0,,3.7,8.5,,5.3,89.1,,,-15.0,-44.0,,,,-13.0,-17.0,,-51.3,-46.5,,-49.7,34.1,,,False,,,,True,False,,False,False,,False,False,,
05027,254,90.0,92.0,,,,184.0,148.2,,17.0,62.1,,15.5,65.4,,,-164.0,-162.0,,,,-70.0,-105.8,,-237.0,-191.9,,-238.5,-188.6,,,True,,,,True,True,,False,False,,False,False,,
05029,93,65.0,100.0,,,,235.0,89.2,,18.0,88.6,,4.4,38.1,,,-28.0,7.0,,,,142.0,-3.8,,-75.0,-4.4,,-88.6,-54.9,,,True,,,,False,True,,False,True,,False,False,,
05031,1398,770.0,695.0,,,,977.0,750.0,,368.5,377.0,,722.5,551.7,,,-628.0,-703.0,,,,-421.0,-648.0,,-1029.5,-1021.0,,-675.5,-846.3,,,False,,,,True,False,,False,False,,False,False,,
05033,633,415.0,329.0,,,,473.0,196.3,,187.8,246.1,,321.5,365.4,,,-218.0,-304.0,,,,-160.0,-436.7,,-445.2,-386.9,,-311.5,-267.6,,,False,,,,True,False,,False,False,,False,False,,
05035,370,360.0,199.0,,,,440.0,267.5,,107.3,10.0,,175.3,575.4,,,-10.0,-171.0,,,,70.0,-102.5,,-262.7,-360.0,,-194.7,205.4,,,False,,,,False,False,,False,False,,False,False,,
05037,209,140.0,101.0,,,,144.0,111.6,,81.5,75.4,,34.6,106.3,,,-69.0,-108.0,,,,-65.0,-97.4,,-127.5,-133.6,,-174.4,-102.7,,,False,,,,True,False,,False,False,,False,False,,
05039,56,135.0,127.0,,,,43.0,46.0,,89.3,25.9,,41.1,103.4,,,79.0,71.0,,,,-13.0,-10.0,,33.3,-30.1,,-14.9,47.4,,,True,,,,True,True,,True,True,,True,True,,
05041,79,85.0,35.0,,,,103.0,61.0,,32.0,0.0,,37.5,63.7,,,6.0,-44.0,,,,24.0,-18.0,,-47.0,-79.0,,-41.5,-15.3,,,False,,,,False,False,,False,False,,False,False,,
05043,61,30.0,32.0,,,,174.0,83.0,,13.5,0.0,,8.5,57.3,,,-31.0,-29.0,,,,113.0,22.0,,-47.5,-61.0,,-52.5,-3.7,,,True,,,,False,True,,False,False,,False,True,,
05045,1030,820.0,1936.0,,,,837.0,613.8,,510.9,326.4,,403.0,549.9,,,-210.0,906.0,,,,-193.0,-416.2,,-519.1,-703.6,,-627.0,-480.1,,,False,,,,True,False,,False,False,,False,False,,
05047,161,55.0,34.0,,,,147.0,113.1,,16.3,63.4,,12.3,65.0,,,-106.0,-127.0,,,,-14.0,-47.9,,-144.7,-97.6,,-148.7,-96.0,,,False,,,,True,True,,False,True,,False,True,,
05049,129,60.0,56.0,,,,38.0,66.8,,14.4,,,20.7,125.0,,,-69.0,-73.0,,,,-91.0,-62.2,,-114.6,,,-108.3,-4.0,,,False,,,,False,True,,False,,,False,True,,
05051,619,560.0,421.0,,,,657.0,813.8,,451.4,399.5,,203.7,484.3,,,-59.0,-198.0,,,,38.0,194.8,,-167.6,-219.5,,-415.3,-134.7,,,False,,,,True,False,,False,False,,False,False,,
05053,95,95.0,90.0,,,,81.0,84.2,,93.5,89.6,,33.6,59.0,,,0.0,-5.0,,,,-14.0,-10.8,,-1.5,-5.4,,-61.4,-36.0,,,False,,,,False,False,,False,False,,False,False,,
05055,325,255.0,209.0,,,,321.0,315.9,,192.8,183.3,,90.1,266.3,,,-70.0,-116.0,,,,-4.0,-9.1,,-132.2,-141.7,,-234.9,-58.7,,,False,,,,True,True,,False,False,,False,True,,
05057,75,130.0,146.0,,,,129.0,146.9,,46.1,89.3,,19.9,109.0,,,55.0,71.0,,,,54.0,71.9,,-28.9,14.3,,-55.1,34.0,,,False,,,,True,False,,True,True,,False,True,,
05059,234,180.0,216.0,,,,260.0,210.2,,90.3,11.7,,320.0,84.1,,,-54.0,-18.0,,,,26.0,-23.8,,-143.7,-222.3,,86.0,-149.9,,,True,,,,True,True,,False,False,,False,False,,
05061,82,160.0,68.0,,,,89.0,65.1,,47.2,1.4,,69.0,128.0,,,78.0,-14.0,,,,7.0,-16.9,,-34.8,-80.6,,-13.0,46.0,,,True,,,,True,True,,True,False,,True,True,,
05063,455,395.0,485.0,,,,385.0,397.0,,161.6,189.2,,84.0,541.1,,,-60.0,30.0,,,,-70.0,-58.0,,-293.4,-265.8,,-371.0,86.1,,,True,,,,False,True,,False,False,,False,False,,
05065,169,100.0,154.0,,,,83.0,107.9,,42.1,31.7,,129.0,85.3,,,-69.0,-15.0,,,,-86.0,-61.1,,-126.9,-137.3,,-40.0,-83.7,,,True,,,,False,True,,False,False,,True,False,,
05067,238,55.0,20.0,,,,133.0,106.2,,5.1,47.0,,136.1,83.8,,,-183.0,-218.0,,,,-105.0,-131.8,,-232.9,-191.0,,-101.9,-154.2,,,False,,,,True,True,,False,False,,True,True,,
05069,1430,1005.0,1214.0,,,,530.0,735.7,,828.0,355.5,,560.6,835.7,,,-425.0,-216.0,,,,-900.0,-694.3,,-602.0,-1074.5,,-869.4,-594.3,,,True,,,,False,False,,False,False,,False,False,,
05071,123,95.0,101.0,,,,306.0,83.3,,13.9,4.4,,22.2,73.3,,,-28.0,-22.0,,,,183.0,-39.7,,-109.1,-118.6,,-100.8,-49.7,,,True,,,,False,False,,False,False,,False,False,,
05073,55,5.0,0.0,,,,32.0,26.1,,8.5,,,5.6,7.6,,,-50.0,-55.0,,,,-23.0,-28.9,,-46.5,,,-49.4,-47.4,,,False,,,,True,True,,True,,,True,True,,
05075,237,45.0,10.0,,,,107.0,82.1,,1.4,64.5,,4.0,31.5,,,-192.0,-227.0,,,,-130.0,-154.9,,-235.6,-172.5,,-233.0,-205.5,,,False,,,,True,True,,False,True,,False,False,,
05077,78,50.0,0.0,,,,98.0,28.5,,4.8,2.8,,0.4,202.4,,,-28.0,-78.0,,,,20.0,-49.5,,-73.2,-75.2,,-77.6,124.4,,,False,,,,True,False,,False,False,,False,False,,
05079,516,980.0,,,,,193.0,126.4,,654.2,3.4,,498.1,713.3,,,464.0,,,,,-323.0,-389.6,,138.2,-512.6,,-17.9,197.3,,,,,,,True,True,,True,False,,True,True,,
05081,95,110.0,89.0,,,,65.0,185.5,,34.4,0.0,,16.2,168.8,,,15.0,-6.0,,,,-30.0,90.5,,-60.6,-95.0,,-78.8,73.8,,,True,,,,False,False,,False,False,,False,False,,
05083,81,75.0,9.0,,,,188.0,112.8,,25.0,2.8,,51.6,172.8,,,-6.0,-72.0,,,,107.0,31.8,,-56.0,-78.2,,-29.4,91.8,,,False,,,,False,False,,False,False,,False,False,,
05085,597,315.0,377.0,,,,408.0,378.5,,197.1,288.8,,292.2,295.5,,,-282.0,-220.0,,,,-189.0,-218.5,,-399.9,-308.2,,-304.8,-301.5,,,True,,,,True,True,,False,False,,False,False,,
05087,80,45.0,27.0,,,,116.0,42.8,,7.3,22.8,,6.1,66.8,,,-35.0,-53.0,,,,36.0,-37.2,,-72.7,-57.2,,-73.9,-13.2,,,False,,,,False,False,,False,False,,False,True,,
05089,63,15.0,40.0,,,,59.0,40.6,,7.3,,,3.6,37.4,,,-48.0,-23.0,,,,-4.0,-22.4,,-55.7,,,-59.4,-25.6,,,True,,,,True,True,,False,,,False,True,,
05091,301,165.0,242.0,,,,247.0,205.9,,47.6,71.0,,19.8,102.9,,,-136.0,-59.0,,,,-54.0,-95.1,,-253.4,-230.0,,-281.2,-198.1,,,True,,,,True,True,,False,False,,False,False,,
05093,417,480.0,238.0,,,,479.0,410.6,,321.8,6.5,,96.2,410.6,,,63.0,-179.0,,,,62.0,-6.4,,-95.2,-410.5,,-320.9,-6.4,,,False,,,,True,True,,False,False,,False,True,,
05095,52,15.0,33.0,,,,31.0,39.9,,24.2,,,5.9,26.0,,,-37.0,-19.0,,,,-21.0,-12.1,,-27.8,,,-46.1,-26.0,,,True,,,,True,True,,True,,,False,True,,
05097,75,180.0,177.0,,,,46.0,86.2,,14.5,,,16.4,186.3,,,105.0,102.0,,,,-29.0,11.2,,-60.5,,,-58.6,111.3,,,True,,,,True,True,,True,,,True,False,,
05099,70,30.0,0.0,,,,49.0,34.1,,1.7,8.3,,27.7,32.6,,,-40.0,-70.0,,,,-21.0,-35.9,,-68.3,-61.7,,-42.3,-37.4,,,False,,,,True,True,,False,False,,False,True,,
05101,134,45.0,0.0,,,,54.0,39.6,,14.8,7.2,,0.0,44.8,,,-89.0,-134.0,,,,-80.0,-94.4,,-119.2,-126.8,,-134.0,-89.2,,,False,,,,True,False,,False,False,,False,False,,
05103,130,85.0,79.0,,,,140.0,139.2,,89.0,76.4,,85.1,99.3,,,-45.0,-51.0,,,,10.0,9.2,,-41.0,-53.6,,-44.9,-30.7,,,False,,,,True,True,,True,False,,True,True,,
05105,33,15.0,0.0,,,,41.0,30.4,,14.2,,,9.4,33.2,,,-18.0,-33.0,,,,8.0,-2.6,,-18.8,,,-23.6,0.2,,,False,,,,True,True,,False,,,False,True,,
05107,151,115.0,79.0,,,,196.0,104.8,,74.3,0.1,,64.5,118.3,,,-36.0,-72.0,,,,45.0,-46.2,,-76.7,-150.9,,-86.5,-32.7,,,False,,,,False,False,,False,False,,False,True,,
05109,65,90.0,56.0,,,,65.0,88.6,,19.2,0.0,,23.9,129.1,,,25.0,-9.0,,,,0.0,23.6,,-45.8,-65.0,,-41.1,64.1,,,True,,,,True,True,,False,False,,False,False,,
05111,230,400.0,266.0,,,,189.0,270.3,,92.4,127.7,,97.6,474.7,,,170.0,36.0,,,,-41.0,40.3,,-137.6,-102.3,,-132.4,244.7,,,True,,,,True,True,,True,True,,True,False,,
05113,57,115.0,190.0,,,,104.0,84.2,,33.0,127.1,,52.7,109.9,,,58.0,133.0,,,,47.0,27.2,,-24.0,70.1,,-4.3,52.9,,,False,,,,True,True,,True,False,,True,True,,
05115,527,680.0,825.0,,,,527.0,315.0,,356.5,31.9,,450.8,467.3,,,153.0,298.0,,,,0.0,-212.0,,-170.5,-495.1,,-76.2,-59.7,,,False,,,,True,False,,False,False,,True,True,,
05117,45,0.0,1.0,,,,60.0,30.9,,1.1,27.1,,14.5,58.2,,,-45.0,-44.0,,,,15.0,-14.1,,-43.9,-17.9,,-30.5,13.2,,,True,,,,True,True,,True,True,,True,True,,
05119,2729,2570.0,3769.0,,,,1911.0,1815.8,,1827.5,742.5,,1416.7,1742.0,,,-159.0,1040.0,,,,-818.0,-913.2,,-901.5,-1986.5,,-1312.3,-987.0,,,False,,,,False,False,,False,False,,False,False,,
05121,162,100.0,55.0,,,,143.0,137.0,,34.5,90.4,,49.5,132.8,,,-62.0,-107.0,,,,-19.0,-25.0,,-127.5,-71.6,,-112.5,-29.2,,,False,,,,True,True,,False,False,,False,True,,
05123,216,400.0,260.0,,,,368.0,155.5,,98.4,4.7,,10.4,320.5,,,184.0,44.0,,,,152.0,-60.5,,-117.6,-211.3,,-205.6,104.5,,,True,,,,True,True,,True,False,,False,True,,
05125,701,900.0,1204.0,,,,626.0,717.0,,583.1,557.8,,570.3,693.2,,,199.0,503.0,,,,-75.0,16.0,,-117.9,-143.2,,-130.7,-7.8,,,False,,,,True,True,,True,True,,True,True,,
05127,26,10.0,3.0,,,,61.0,47.4,,23.0,,,2.3,38.7,,,-16.0,-23.0,,,,35.0,21.4,,-3.0,,,-23.6,12.7,,,False,,,,False,False,,True,,,False,True,,
05129,59,185.0,216.0,,,,50.0,24.1,,109.0,16.7,,58.6,119.7,,,126.0,157.0,,,,-9.0,-34.9,,50.0,-42.3,,-0.4,60.7,,,False,,,,True,True,,True,True,,True,True,,
05131,1084,880.0,834.0,,,,1184.0,609.1,,484.0,14.2,,280.2,532.6,,,-204.0,-250.0,,,,100.0,-474.9,,-600.0,-1069.8,,-803.8,-551.4,,,False,,,,True,False,,False,False,,False,False,,
05133,60,195.0,100.0,,,,165.0,54.7,,25.4,15.6,,106.8,104.9,,,135.0,40.0,,,,105.0,-5.3,,-34.6,-44.4,,46.8,44.9,,,True,,,,True,True,,True,True,,True,True,,
05135,106,70.0,150.0,,,,57.0,110.7,,12.3,53.9,,18.7,93.3,,,-36.0,44.0,,,,-49.0,4.7,,-93.7,-52.1,,-87.3,-12.7,,,False,,,,False,True,,False,False,,False,True,,
05137,181,200.0,453.0,,,,78.0,80.4,,62.1,32.9,,69.2,205.0,,,19.0,272.0,,,,-103.0,-100.6,,-118.9,-148.1,,-111.8,24.0,,,False,,,,False,False,,False,False,,False,False,,
05139,253,325.0,328.0,,,,304.0,301.2,,100.5,196.4,,161.0,101.4,,,72.0,75.0,,,,51.0,48.2,,-152.5,-56.6,,-92.0,-151.6,,,False,,,,True,True,,False,True,,False,False,,
05141,63,205.0,408.0,,,,88.0,40.6,,28.1,67.1,,93.9,89.9,,,142.0,345.0,,,,25.0,-22.4,,-34.9,4.1,,30.9,26.9,,,False,,,,True,True,,True,True,,True,True,,
05143,3027,1265.0,3744.0,,,,1807.0,390.6,,507.4,73.4,,119.4,697.7,,,-1762.0,717.0,,,,-1220.0,-2636.4,,-2519.6,-2953.6,,-2907.6,-2329.3,,,True,,,,True,False,,False,False,,False,False,,
05145,438,360.0,464.0,,,,654.0,455.1,,208.8,512.5,,36.2,520.9,,,-78.0,26.0,,,,216.0,17.1,,-229.2,74.5,,-401.8,82.9,,,True,,,,False,True,,False,True,,False,False,,
05147,33,5.0,0.0,,,,58.0,8.1,,3.9,,,8.9,12.0,,,-28.0,-33.0,,,,25.0,-24.9,,-29.1,,,-24.1,-21.0,,,False,,,,True,True,,False,,,True,True,,
05149,127,165.0,47.0,,,,175.0,41.7,,43.2,2.8,,61.7,323.6,,,38.0,-80.0,,,,48.0,-85.3,,-83.8,-124.2,,-65.3,196.6,,,False,,,,False,False,,False,False,,False,False,,
06001,3774,5770.0,2651.0,,,,5770.0,8120.0,,3313.3,2586.1,,142.8,5163.9,,,1996.0,-1123.0,,,,1996.0,4346.0,,-460.7,-1187.9,,-3631.2,1389.9,,,True,,,,False,False,,True,True,,False,True,,
06003,0,0.0,0.0,,,,0.0,0.6,,0.0,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.6,,0.0,,,0.0,0.0,,,True,,,,True,False,,False,,,True,True,,
06005,18,65.0,40.0,,,,25.0,108.8,,7.7,110.6,,23.3,91.9,,,47.0,22.0,,,,7.0,90.8,,-10.3,92.6,,5.3,73.9,,,True,,,,True,False,,True,False,,True,False,,
06007,993,1520.0,2271.0,,,,556.0,1748.3,,1133.4,674.2,,2594.0,1036.5,,,527.0,1278.0,,,,-437.0,755.3,,140.4,-318.8,,1601.0,43.5,,,False,,,,True,False,,True,True,,False,True,,
06009,88,195.0,287.0,,,,21.0,177.0,,24.5,144.2,,684.0,145.5,,,107.0,199.0,,,,-67.0,89.0,,-63.5,56.2,,596.0,57.5,,,False,,,,True,True,,True,True,,False,True,,
06011,97,110.0,18.0,,,,32.0,114.1,,34.6,0.6,,31.0,162.7,,,13.0,-79.0,,,,-65.0,17.1,,-62.4,-96.4,,-66.0,65.7,,,False,,,,False,False,,False,False,,False,False,,
06013,3507,6000.0,9742.0,,,,4118.0,5600.9,,4209.6,2524.5,,3647.7,4480.2,,,2493.0,6235.0,,,,611.0,2093.9,,702.6,-982.5,,140.7,973.2,,,False,,,,True,True,,True,True,,True,True,,
06015,25,30.0,35.0,,,,4.0,104.4,,0.8,26.5,,4.9,60.5,,,5.0,10.0,,,,-21.0,79.4,,-24.2,1.5,,-20.1,35.5,,,False,,,,False,False,,False,True,,False,False,,
06017,229,275.0,158.0,,,,233.0,728.8,,57.5,286.0,,190.8,164.0,,,46.0,-71.0,,,,4.0,499.8,,-171.5,57.0,,-38.2,-65.0,,,False,,,,True,False,,False,False,,True,False,,
06019,4243,8860.0,3054.0,,,,6462.0,6682.9,,7331.1,3115.1,,8332.5,6268.5,,,4617.0,-1189.0,,,,2219.0,2439.9,,3088.1,-1127.9,,4089.5,2025.5,,,True,,,,True,True,,True,True,,True,True,,
06021,164,75.0,10.0,,,,45.0,134.0,,4.9,0.0,,75.7,81.0,,,-89.0,-154.0,,,,-119.0,-30.0,,-159.1,-164.0,,-88.3,-83.0,,,False,,,,False,True,,False,False,,True,True,,
06023,150,115.0,75.0,,,,66.0,273.7,,7.5,219.1,,83.0,132.1,,,-35.0,-75.0,,,,-84.0,123.7,,-142.5,69.1,,-67.0,-17.9,,,False,,,,False,False,,False,False,,False,True,,
06025,1380,1370.0,967.0,,,,982.0,626.6,,494.7,18.5,,725.0,1098.1,,,-10.0,-413.0,,,,-398.0,-753.4,,-885.3,-1361.5,,-655.0,-281.9,,,False,,,,False,False,,False,False,,False,False,,
06027,17,50.0,4.0,,,,8.0,82.9,,4.2,110.6,,4.7,270.6,,,33.0,-13.0,,,,-9.0,65.9,,-12.8,93.6,,-12.3,253.6,,,True,,,,True,False,,True,False,,True,False,,
06029,3382,6515.0,5836.0,,,,5546.0,5692.9,,4182.3,1357.1,,1025.1,6432.2,,,3133.0,2454.0,,,,2164.0,2310.9,,800.3,-2024.9,,-2356.9,3050.2,,,True,,,,True,True,,True,True,,True,True,,
06031,1675,2000.0,4688.0,,,,1045.0,540.9,,426.3,36.0,,397.9,2271.0,,,325.0,3013.0,,,,-630.0,-1134.1,,-1248.7,-1639.0,,-1277.1,596.0,,,False,,,,False,False,,False,False,,False,False,,
06033,258,170.0,120.0,,,,49.0,387.8,,107.3,264.7,,60.0,328.9,,,-88.0,-138.0,,,,-209.0,129.8,,-150.7,6.7,,-198.0,70.9,,,False,,,,False,False,,False,True,,False,True,,
06035,46,60.0,9.0,,,,49.0,116.9,,1.4,0.1,,112.7,,,,14.0,-37.0,,,,3.0,70.9,,-44.6,-45.9,,66.7,,,,False,,,,True,False,,False,False,,False,,,
06037,33882,45470.0,44832.0,,,,38495.0,34197.9,,39342.4,4185.9,,30061.5,40116.3,,,11588.0,10950.0,,,,4613.0,315.9,,5460.4,-29696.1,,-3820.5,6234.3,,,True,,,,True,True,,True,False,,True,True,,
06039,968,1675.0,718.0,,,,709.0,1075.3,,393.7,11.8,,84.0,1117.8,,,707.0,-250.0,,,,-259.0,107.3,,-574.3,-956.2,,-884.0,149.8,,,True,,,,True,True,,True,False,,False,True,,
06041,735,945.0,1027.0,,,,1175.0,802.5,,584.6,246.6,,1546.4,904.3,,,210.0,292.0,,,,440.0,67.5,,-150.4,-488.4,,811.4,169.3,,,False,,,,False,True,,True,False,,False,True,,
06043,5,10.0,0.0,,,,5.0,33.5,,3.1,,,2.3,19.3,,,5.0,-5.0,,,,0.0,28.5,,-1.9,,,-2.7,14.3,,,False,,,,True,False,,True,,,True,False,,
06045,315,340.0,200.0,,,,151.0,582.1,,177.8,194.3,,139.4,322.2,,,25.0,-115.0,,,,-164.0,267.1,,-137.2,-120.7,,-175.6,7.2,,,False,,,,False,False,,False,False,,False,True,,
06047,1160,2310.0,700.0,,,,1673.0,1932.8,,704.5,6.1,,675.1,1676.7,,,1150.0,-460.0,,,,513.0,772.8,,-455.5,-1153.9,,-484.9,516.7,,,True,,,,True,True,,True,False,,True,True,,
06049,20,20.0,0.0,,,,0.0,6.3,,1.1,,,6.8,11.3,,,0.0,-20.0,,,,-20.0,-13.7,,-18.9,,,-13.2,-8.7,,,False,,,,False,False,,False,,,False,False,,
06051,7,0.0,0.0,,,,7.0,24.2,,0.0,0.0,,8.1,54.5,,,-7.0,-7.0,,,,0.0,17.2,,-7.0,-7.0,,1.1,47.5,,,False,,,,True,False,,True,True,,True,False,,
06053,2600,3225.0,2005.0,,,,2263.0,2304.5,,1421.5,704.6,,783.5,2577.2,,,625.0,-595.0,,,,-337.0,-295.5,,-1178.5,-1895.4,,-1816.5,-22.8,,,True,,,,True,True,,False,False,,False,True,,
06055,334,430.0,226.0,,,,436.0,638.9,,99.8,326.1,,129.6,391.1,,,96.0,-108.0,,,,102.0,304.9,,-234.2,-7.9,,-204.4,57.1,,,False,,,,False,False,,False,True,,False,True,,
06057,107,160.0,165.0,,,,79.0,333.3,,57.0,204.4,,71.0,172.4,,,53.0,58.0,,,,-28.0,226.3,,-50.0,97.4,,-36.0,65.4,,,False,,,,True,False,,True,False,,True,False,,
06059,6167,11945.0,11492.0,,,,11813.0,11901.4,,10376.2,1623.7,,554.7,8043.3,,,5778.0,5325.0,,,,5646.0,5734.4,,4209.2,-4543.3,,-5612.3,1876.3,,,True,,,,True,True,,True,True,,True,True,,
06061,681,1035.0,1842.0,,,,768.0,1312.7,,675.4,498.6,,525.4,1037.5,,,354.0,1161.0,,,,87.0,631.7,,-5.6,-182.4,,-155.6,356.5,,,False,,,,True,False,,True,True,,True,False,,
