,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,IHME-CurveFit,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-IHME-CurveFit,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-IHME-CurveFit,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
09015,299,264.0,140.2,,,103.2,,,-35.0,-158.8,,,-195.8,,,False,,,False,,
10001,864,752.0,514.8,,,506.4,,474.0,-112.0,-349.2,,,-357.6,,-390.0,False,,,False,,False
10003,3775,2544.0,1584.4,,,2799.4,,1328.0,-1231.0,-2190.6,,,-975.6,,-2447.0,False,,,True,,False
10005,1252,1528.0,523.4,,,2136.1,,806.0,276.0,-728.6,,,884.1,,-446.0,False,,,False,,False
12001,4406,3984.0,10501.9,,,1464.5,,1910.0,-422.0,6095.9,,,-2941.5,,-2496.0,False,,,False,,False
12003,690,3648.0,,,,1378.6,,542.0,2958.0,,,,688.6,,-148.0,,,,True,,True
12005,1795,6144.0,4358.7,,,5551.7,,2134.0,4349.0,2563.7,,,3756.7,,339.0,True,,,True,,True
12007,679,1096.0,,,,688.3,,741.0,417.0,,,,9.3,,62.0,,,,True,,True
12009,3372,3536.0,9165.1,,,926.4,,1665.0,164.0,5793.1,,,-2445.6,,-1707.0,False,,,False,,False
12011,16148,38536.0,113879.5,,,20750.5,,11172.0,22388.0,97731.5,,,4602.5,,-4976.0,False,,,True,,True
12013,168,1400.0,,,,707.3,,161.0,1232.0,,,,539.3,,-7.0,,,,True,,True
12015,923,1840.0,2774.9,,,950.3,,727.0,917.0,1851.9,,,27.3,,-196.0,False,,,True,,True
12017,1310,2288.0,4519.9,,,1163.5,,1496.0,978.0,3209.9,,,-146.5,,186.0,False,,,True,,True
12019,2044,3136.0,6486.9,,,3294.2,,1400.0,1092.0,4442.9,,,1250.2,,-644.0,False,,,False,,True
12021,2597,4824.0,16265.7,,,6112.3,,1697.0,2227.0,13668.7,,,3515.3,,-900.0,False,,,False,,True
12023,1053,2280.0,4120.4,,,3180.3,,331.0,1227.0,3067.4,,,2127.3,,-722.0,False,,,False,,True
12027,243,432.0,,,,379.2,,140.0,189.0,,,,136.2,,-103.0,,,,True,,True
12029,361,1688.0,,,,867.0,,262.0,1327.0,,,,506.0,,-99.0,,,,True,,True
12031,7748,14752.0,91170.3,,,11842.7,,5118.0,7004.0,83422.3,,,4094.7,,-2630.0,False,,,True,,True
12033,3151,11112.0,8057.5,,,10612.9,,2807.0,7961.0,4906.5,,,7461.9,,-344.0,True,,,True,,True
12035,728,1064.0,1751.2,,,607.9,,747.0,336.0,1023.2,,,-120.1,,19.0,False,,,True,,True
12037,245,2256.0,,,,938.8,,207.0,2011.0,,,,693.8,,-38.0,,,,True,,True
12039,1017,3432.0,,,,3000.3,,273.0,2415.0,,,,1983.3,,-744.0,,,,True,,True
12041,162,208.0,,,,268.6,,275.0,46.0,,,,106.6,,113.0,,,,False,,False
12043,149,80.0,,,,222.3,,7.0,-69.0,,,,73.3,,-142.0,,,,False,,False
12045,285,1808.0,,,,1088.6,,62.0,1523.0,,,,803.6,,-223.0,,,,True,,True
12047,248,344.0,,,,382.8,,52.0,96.0,,,,134.8,,-196.0,,,,False,,False
12049,435,872.0,,,,406.6,,184.0,437.0,,,,-28.4,,-251.0,,,,True,,True
12051,335,808.0,,,,1007.3,,166.0,473.0,,,,672.3,,-169.0,,,,False,,True
12053,1265,2144.0,5286.1,,,1188.0,,1015.0,879.0,4021.1,,,-77.0,,-250.0,False,,,True,,True
12055,817,1592.0,2866.7,,,1710.4,,762.0,775.0,2049.7,,,893.4,,-55.0,False,,,False,,True
12057,10497,21432.0,75476.1,,,8063.5,,8396.0,10935.0,64979.1,,,-2433.5,,-2101.0,False,,,True,,True
12059,272,488.0,,,,425.7,,148.0,216.0,,,,153.7,,-124.0,,,,True,,True
12061,821,1744.0,7419.7,,,696.3,,753.0,923.0,6598.7,,,-124.7,,-68.0,False,,,True,,True
12063,1050,1832.0,,,,690.6,,238.0,782.0,,,,-359.4,,-812.0,,,,True,,False
12065,125,888.0,,,,724.1,,247.0,763.0,,,,599.1,,122.0,,,,True,,True
12067,1101,184.0,,,,134.8,,187.0,-917.0,,,,-966.2,,-914.0,,,,False,,True
12069,2577,3688.0,6330.2,,,1618.3,,1718.0,1111.0,3753.2,,,-958.7,,-859.0,False,,,True,,True
12071,4312,7040.0,30376.0,,,4394.9,,2417.0,2728.0,26064.0,,,82.9,,-1895.0,False,,,True,,True
12073,5893,5024.0,10050.2,,,4350.7,,2448.0,-869.0,4157.2,,,-1542.3,,-3445.0,False,,,False,,False
12075,378,720.0,,,,1051.8,,208.0,342.0,,,,673.8,,-170.0,,,,False,,True
12077,121,8.0,,,,132.3,,15.0,-113.0,,,,11.3,,-106.0,,,,True,,True
12079,327,656.0,,,,522.6,,151.0,329.0,,,,195.6,,-176.0,,,,True,,True
12081,2533,4352.0,9733.1,,,2617.4,,1391.0,1819.0,7200.1,,,84.4,,-1142.0,False,,,True,,True
12083,3657,9528.0,8681.0,,,4112.3,,2351.0,5871.0,5024.0,,,455.3,,-1306.0,True,,,True,,True
12085,1233,1408.0,5010.5,,,871.8,,572.0,175.0,3777.5,,,-361.2,,-661.0,False,,,False,,False
12086,40659,80080.0,124095.3,,,88309.7,,3773.0,39421.0,83436.3,,,47650.7,,-36886.0,False,,,False,,True
12087,353,1512.0,4279.9,,,738.4,,637.0,1159.0,3926.9,,,385.4,,284.0,False,,,True,,True
12089,940,1120.0,3044.2,,,455.1,,503.0,180.0,2104.2,,,-484.9,,-437.0,False,,,False,,False
12091,1696,4784.0,7987.4,,,2946.1,,2875.0,3088.0,6291.4,,,1250.1,,1179.0,False,,,True,,True
12093,560,856.0,,,,709.7,,341.0,296.0,,,,149.7,,-219.0,,,,True,,True
12095,9446,15432.0,43340.8,,,4602.9,,5244.0,5986.0,33894.8,,,-4843.1,,-4202.0,False,,,True,,True
12097,3159,7352.0,16167.0,,,8376.6,,2015.0,4193.0,13008.0,,,5217.6,,-1144.0,False,,,False,,True
12099,10362,21968.0,41557.6,,,26713.4,,8190.0,11606.0,31195.6,,,16351.4,,-2172.0,False,,,False,,True
12101,2462,4704.0,10859.7,,,2823.1,,2138.0,2242.0,8397.7,,,361.1,,-324.0,False,,,True,,True
12103,4716,8968.0,10956.0,,,2864.0,,4166.0,4252.0,6240.0,,,-1852.0,,-550.0,False,,,True,,True
12105,6230,11112.0,20889.6,,,4662.4,,4592.0,4882.0,14659.6,,,-1567.6,,-1638.0,False,,,True,,True
12107,679,1312.0,2288.8,,,1181.7,,490.0,633.0,1609.8,,,502.7,,-189.0,False,,,True,,True
12109,1904,2632.0,10601.9,,,2023.5,,1078.0,728.0,8697.9,,,119.5,,-826.0,False,,,True,,False
12111,2494,4712.0,17572.2,,,3745.0,,1946.0,2218.0,15078.2,,,1251.0,,-548.0,False,,,True,,True
12113,1567,3664.0,6059.1,,,1514.6,,604.0,2097.0,4492.1,,,-52.4,,-963.0,False,,,True,,True
12115,2170,3936.0,25047.9,,,1849.4,,1545.0,1766.0,22877.9,,,-320.6,,-625.0,False,,,True,,True
12117,2154,3856.0,16662.1,,,1352.5,,1611.0,1702.0,14508.1,,,-801.5,,-543.0,False,,,True,,True
12119,1154,1544.0,3073.2,,,1212.4,,1255.0,390.0,1919.2,,,58.4,,101.0,False,,,True,,True
12121,1364,1992.0,,,,733.3,,401.0,628.0,,,,-630.7,,-963.0,,,,False,,False
12123,398,4696.0,,,,2578.3,,131.0,4298.0,,,,2180.3,,-267.0,,,,True,,True
12125,695,632.0,,,,915.2,,254.0,-63.0,,,,220.2,,-441.0,,,,False,,False
12127,3298,6560.0,10432.2,,,3212.0,,3388.0,3262.0,7134.2,,,-86.0,,90.0,False,,,True,,True
12129,476,656.0,,,,272.0,,177.0,180.0,,,,-204.0,,-299.0,,,,False,,False
12131,621,1152.0,2355.9,,,850.7,,514.0,531.0,1734.9,,,229.7,,-107.0,False,,,True,,True
12133,251,2248.0,,,,842.5,,283.0,1997.0,,,,591.5,,32.0,,,,True,,True
13001,416,472.0,,,,492.1,,78.0,56.0,,,,76.1,,-338.0,,,,False,,False
13003,130,224.0,,,,123.9,,19.0,94.0,,,,-6.1,,-111.0,,,,True,,False
13005,174,184.0,,,,247.6,,17.0,10.0,,,,73.6,,-157.0,,,,False,,False
13007,25,40.0,,,,28.0,,14.0,15.0,,,,3.0,,-11.0,,,,True,,True
13009,1114,736.0,,,,574.0,,250.0,-378.0,,,,-540.0,,-864.0,,,,False,,False
13011,234,232.0,,,,110.4,,143.0,-2.0,,,,-123.6,,-91.0,,,,False,,False
13013,990,1456.0,1836.4,,,2184.5,,898.0,466.0,846.4,,,1194.5,,-92.0,False,,,False,,True
13015,1147,2160.0,2119.5,,,1357.2,,1135.0,1013.0,972.5,,,210.2,,-12.0,True,,,True,,True
13017,388,584.0,,,,315.4,,136.0,196.0,,,,-72.6,,-252.0,,,,True,,False
13019,174,240.0,,,,72.2,,133.0,66.0,,,,-101.8,,-41.0,,,,False,,True
13021,2600,3576.0,6032.5,,,2226.6,,1129.0,976.0,3432.5,,,-373.4,,-1471.0,False,,,True,,False
13023,266,440.0,,,,148.1,,210.0,174.0,,,,-117.9,,-56.0,,,,True,,True
13025,110,160.0,,,,65.7,,107.0,50.0,,,,-44.3,,-3.0,,,,True,,True
13027,122,304.0,,,,236.1,,90.0,182.0,,,,114.1,,-32.0,,,,True,,True
13029,519,840.0,,,,436.7,,402.0,321.0,,,,-82.3,,-117.0,,,,True,,True
13031,1671,1192.0,2437.2,,,451.1,,626.0,-479.0,766.2,,,-1219.9,,-1045.0,False,,,False,,False
13033,378,496.0,,,,520.2,,209.0,118.0,,,,142.2,,-169.0,,,,False,,False
13035,199,192.0,,,,90.9,,100.0,-7.0,,,,-108.1,,-99.0,,,,False,,False
13037,55,80.0,,,,25.4,,11.0,25.0,,,,-29.6,,-44.0,,,,False,,False
13039,596,768.0,1358.5,,,716.7,,600.0,172.0,762.5,,,120.7,,4.0,False,,,True,,True
13043,222,232.0,,,,229.9,,99.0,10.0,,,,7.9,,-123.0,,,,True,,False
13045,1016,1288.0,2594.3,,,867.8,,658.0,272.0,1578.3,,,-148.2,,-358.0,False,,,True,,False
13047,605,736.0,771.1,,,571.0,,627.0,131.0,166.1,,,-34.0,,22.0,False,,,True,,True
13049,225,320.0,,,,474.2,,112.0,95.0,,,,249.2,,-113.0,,,,False,,False
13051,2981,6032.0,8253.4,,,3237.9,,2386.0,3051.0,5272.4,,,256.9,,-595.0,False,,,True,,True
13053,928,792.0,,,,186.5,,0.0,-136.0,,,,-741.5,,-928.0,,,,False,,False
13055,553,544.0,,,,470.9,,491.0,-9.0,,,,-82.1,,-62.0,,,,False,,False
13057,2820,4856.0,2998.3,,,2689.1,,2838.0,2036.0,178.3,,,-130.9,,18.0,True,,,True,,True
13059,3157,2664.0,2210.0,,,1018.4,,1300.0,-493.0,-947.0,,,-2138.6,,-1857.0,False,,,False,,False
13061,38,80.0,,,,51.9,,11.0,42.0,,,,13.9,,-27.0,,,,True,,True
13063,2278,3872.0,5628.9,,,2764.2,,1988.0,1594.0,3350.9,,,486.2,,-290.0,False,,,True,,True
13065,196,160.0,,,,183.7,,27.0,-36.0,,,,-12.3,,-169.0,,,,True,,False
13067,6632,15200.0,15262.3,,,8501.6,,7040.0,8568.0,8630.3,,,1869.6,,408.0,False,,,True,,True
13069,649,984.0,,,,483.6,,166.0,335.0,,,,-165.4,,-483.0,,,,True,,False
13071,416,512.0,,,,336.2,,75.0,96.0,,,,-79.8,,-341.0,,,,True,,False
13073,1653,2720.0,5031.1,,,1160.2,,1737.0,1067.0,3378.1,,,-492.8,,84.0,False,,,True,,True
13075,123,280.0,,,,157.3,,107.0,157.0,,,,34.3,,-16.0,,,,True,,True
13077,1177,1376.0,1569.0,,,1202.5,,1011.0,199.0,392.0,,,25.5,,-166.0,False,,,True,,True
13079,72,96.0,,,,65.9,,76.0,24.0,,,,-6.1,,4.0,,,,True,,True
13081,209,104.0,,,,59.8,,40.0,-105.0,,,,-149.2,,-169.0,,,,False,,False
13083,164,128.0,,,,49.4,,109.0,-36.0,,,,-114.6,,-55.0,,,,False,,False
13085,478,592.0,,,,848.3,,408.0,114.0,,,,370.3,,-70.0,,,,False,,True
13087,436,1120.0,,,,2038.2,,253.0,684.0,,,,1602.2,,-183.0,,,,False,,True
13089,5332,11232.0,14841.3,,,5782.7,,5084.0,5900.0,9509.3,,,450.7,,-248.0,False,,,True,,True
13091,234,176.0,,,,73.8,,57.0,-58.0,,,,-160.2,,-177.0,,,,False,,False
13093,99,80.0,,,,15.9,,26.0,-19.0,,,,-83.1,,-73.0,,,,False,,False
13095,498,760.0,275.0,,,920.4,,127.0,262.0,-223.0,,,422.4,,-371.0,True,,,False,,False
13097,1054,2584.0,3704.7,,,1500.8,,1131.0,1530.0,2650.7,,,446.8,,77.0,False,,,True,,True
13099,153,104.0,,,,55.2,,11.0,-49.0,,,,-97.8,,-142.0,,,,False,,False
13101,22,24.0,,,,126.5,,0.0,2.0,,,,104.5,,-22.0,,,,False,,False
13103,778,744.0,1091.9,,,484.3,,558.0,-34.0,313.9,,,-293.7,,-220.0,False,,,False,,False
13105,353,248.0,,,,124.8,,122.0,-105.0,,,,-228.2,,-231.0,,,,False,,False
13107,603,736.0,,,,521.7,,241.0,133.0,,,,-81.3,,-362.0,,,,True,,False
13109,185,312.0,,,,239.2,,110.0,127.0,,,,54.2,,-75.0,,,,True,,True
13111,378,472.0,,,,907.6,,276.0,94.0,,,,529.6,,-102.0,,,,False,,False
13113,814,1208.0,1759.0,,,639.4,,1066.0,394.0,945.0,,,-174.6,,252.0,False,,,True,,True
13115,1820,1960.0,2504.5,,,2679.5,,1156.0,140.0,684.5,,,859.5,,-664.0,False,,,False,,False
13117,1976,2608.0,3815.1,,,1503.2,,2383.0,632.0,1839.1,,,-472.8,,407.0,False,,,True,,True
13119,380,336.0,,,,309.4,,122.0,-44.0,,,,-70.6,,-258.0,,,,False,,False
13121,7945,17528.0,21828.6,,,9496.7,,7839.0,9583.0,13883.6,,,1551.7,,-106.0,False,,,True,,True
13123,237,1000.0,,,,916.4,,317.0,763.0,,,,679.4,,80.0,,,,True,,True
13125,21,16.0,,,,,,15.0,-5.0,,,,,,-6.0,,,,,,False
13127,1027,1648.0,3712.6,,,997.8,,322.0,621.0,2685.6,,,-29.2,,-705.0,False,,,True,,False
13129,735,1360.0,2226.1,,,4663.3,,581.0,625.0,1491.1,,,3928.3,,-154.0,False,,,False,,True
13131,336,608.0,,,,948.1,,231.0,272.0,,,,612.1,,-105.0,,,,False,,True
13133,208,488.0,,,,697.4,,235.0,280.0,,,,489.4,,27.0,,,,False,,True
13135,8438,16296.0,30148.0,,,10148.3,,6775.0,7858.0,21710.0,,,1710.3,,-1663.0,False,,,True,,True
13137,597,872.0,,,,1479.7,,178.0,275.0,,,,882.7,,-419.0,,,,False,,False
13139,3582,4424.0,2073.5,,,3659.9,,810.0,842.0,-1508.5,,,77.9,,-2772.0,False,,,True,,False
13141,86,272.0,,,,345.6,,17.0,186.0,,,,259.6,,-69.0,,,,False,,True
13143,303,136.0,,,,65.1,,154.0,-167.0,,,,-237.9,,-149.0,,,,False,,True
13145,150,288.0,,,,483.2,,152.0,138.0,,,,333.2,,2.0,,,,False,,True
13147,227,296.0,,,,326.4,,284.0,69.0,,,,99.4,,57.0,,,,False,,True
13149,60,104.0,,,,106.1,,62.0,44.0,,,,46.1,,2.0,,,,False,,True
13151,2079,2928.0,5477.0,,,1935.9,,1852.0,849.0,3398.0,,,-143.1,,-227.0,False,,,True,,True
13153,1239,1616.0,3066.9,,,682.7,,1351.0,377.0,1827.9,,,-556.3,,112.0,False,,,False,,True
13155,158,104.0,,,,36.6,,64.0,-54.0,,,,-121.4,,-94.0,,,,False,,False
13157,1002,984.0,2401.6,,,3180.2,,720.0,-18.0,1399.6,,,2178.2,,-282.0,False,,,False,,False
13159,70,304.0,,,,189.6,,181.0,234.0,,,,119.6,,111.0,,,,True,,True
13161,292,560.0,,,,1039.3,,136.0,268.0,,,,747.3,,-156.0,,,,False,,True
13163,330,504.0,,,,476.2,,90.0,174.0,,,,146.2,,-240.0,,,,True,,False
13165,194,104.0,,,,107.0,,31.0,-90.0,,,,-87.0,,-163.0,,,,True,,False
13167,181,152.0,,,,236.0,,45.0,-29.0,,,,55.0,,-136.0,,,,False,,False
13169,279,352.0,,,,159.6,,251.0,73.0,,,,-119.4,,-28.0,,,,False,,True
13171,107,416.0,,,,217.1,,208.0,309.0,,,,110.1,,101.0,,,,True,,True
13173,79,40.0,,,,82.9,,24.0,-39.0,,,,3.9,,-55.0,,,,True,,False
13175,819,1272.0,,,,980.2,,538.0,453.0,,,,161.2,,-281.0,,,,True,,True
13177,211,232.0,,,,158.9,,74.0,21.0,,,,-52.1,,-137.0,,,,False,,False
13179,427,952.0,1051.5,,,566.9,,649.0,525.0,624.5,,,139.9,,222.0,False,,,True,,True
13181,77,96.0,,,,28.4,,62.0,19.0,,,,-48.6,,-15.0,,,,False,,True
13183,134,8.0,,,,88.3,,89.0,-126.0,,,,-45.7,,-45.0,,,,True,,True
13185,859,1800.0,3237.2,,,1324.8,,556.0,941.0,2378.2,,,465.8,,-303.0,False,,,True,,True
13187,603,304.0,,,,921.2,,336.0,-299.0,,,,318.2,,-267.0,,,,False,,True
13189,276,416.0,,,,212.0,,228.0,140.0,,,,-64.0,,-48.0,,,,True,,True
13191,125,216.0,,,,228.1,,132.0,91.0,,,,103.1,,7.0,,,,False,,True
13193,60,24.0,,,,21.4,,27.0,-36.0,,,,-38.6,,-33.0,,,,False,,True
13195,321,528.0,,,,446.1,,329.0,207.0,,,,125.1,,8.0,,,,True,,True
13197,44,64.0,,,,157.3,,42.0,20.0,,,,113.3,,-2.0,,,,False,,True
13199,174,296.0,,,,252.0,,117.0,122.0,,,,78.0,,-57.0,,,,True,,True
13201,135,96.0,,,,98.2,,45.0,-39.0,,,,-36.8,,-90.0,,,,True,,False
13205,185,312.0,,,,403.6,,56.0,127.0,,,,218.6,,-129.0,,,,False,,False
13207,257,296.0,,,,220.5,,161.0,39.0,,,,-36.5,,-96.0,,,,True,,False
13209,172,176.0,,,,236.1,,95.0,4.0,,,,64.1,,-77.0,,,,False,,False
13211,218,440.0,,,,81.3,,339.0,222.0,,,,-136.7,,121.0,,,,True,,True
13213,259,496.0,,,,690.3,,299.0,237.0,,,,431.3,,40.0,,,,False,,True
13215,1409,3408.0,5463.7,,,2188.5,,1077.0,1999.0,4054.7,,,779.5,,-332.0,False,,,True,,True
13217,863,1584.0,2440.4,,,758.7,,887.0,721.0,1577.4,,,-104.3,,24.0,False,,,True,,True
13219,340,360.0,,,,188.9,,275.0,20.0,,,,-151.1,,-65.0,,,,False,,False
13221,129,240.0,,,,733.0,,116.0,111.0,,,,604.0,,-13.0,,,,False,,True
13223,1203,2000.0,3082.1,,,1630.1,,1597.0,797.0,1879.1,,,427.1,,394.0,False,,,True,,True
13225,314,448.0,,,,878.9,,345.0,134.0,,,,564.9,,31.0,,,,False,,True
13227,259,744.0,,,,1118.1,,527.0,485.0,,,,859.1,,268.0,,,,False,,True
13229,224,176.0,,,,113.8,,71.0,-48.0,,,,-110.2,,-153.0,,,,False,,False
13231,137,184.0,,,,520.3,,130.0,47.0,,,,383.3,,-7.0,,,,False,,True
13233,725,1000.0,,,,925.2,,531.0,275.0,,,,200.2,,-194.0,,,,True,,True
13235,221,120.0,,,,87.0,,93.0,-101.0,,,,-134.0,,-128.0,,,,False,,False
13237,290,376.0,,,,232.7,,196.0,86.0,,,,-57.3,,-94.0,,,,True,,False
13239,7,0.0,,,,26.0,,6.0,-7.0,,,,19.0,,-1.0,,,,False,,True
13241,164,200.0,,,,186.8,,158.0,36.0,,,,22.8,,-6.0,,,,True,,True
13243,61,88.0,,,,44.0,,8.0,27.0,,,,-17.0,,-53.0,,,,True,,False
13245,3027,5040.0,6236.8,,,2611.0,,2225.0,2013.0,3209.8,,,-416.0,,-802.0,False,,,True,,True
13247,594,1200.0,1331.7,,,514.6,,769.0,606.0,737.7,,,-79.4,,175.0,False,,,True,,True
13249,41,128.0,,,,205.2,,76.0,87.0,,,,164.2,,35.0,,,,False,,True
13251,228,184.0,,,,165.0,,98.0,-44.0,,,,-63.0,,-130.0,,,,False,,False
13253,178,416.0,,,,414.0,,132.0,238.0,,,,236.0,,-46.0,,,,True,,True
13255,425,680.0,1036.1,,,363.0,,419.0,255.0,611.1,,,-62.0,,-6.0,False,,,True,,True
13257,506,512.0,,,,330.6,,175.0,6.0,,,,-175.4,,-331.0,,,,False,,False
13259,272,64.0,,,,29.6,,8.0,-208.0,,,,-242.4,,-264.0,,,,False,,False
13261,200,264.0,,,,150.8,,48.0,64.0,,,,-49.2,,-152.0,,,,True,,False
13263,30,80.0,,,,58.9,,25.0,50.0,,,,28.9,,-5.0,,,,True,,True
13265,10,8.0,,,,,,22.0,-2.0,,,,,,12.0,,,,,,False
13267,354,696.0,,,,992.2,,286.0,342.0,,,,638.2,,-68.0,,,,False,,True
13269,136,104.0,,,,82.9,,75.0,-32.0,,,,-53.1,,-61.0,,,,False,,False
13271,122,216.0,,,,132.2,,85.0,94.0,,,,10.2,,-37.0,,,,True,,True
13273,33,80.0,,,,63.7,,9.0,47.0,,,,30.7,,-24.0,,,,True,,True
13275,446,1016.0,,,,447.5,,331.0,570.0,,,,1.5,,-115.0,,,,True,,True
13277,506,640.0,,,,290.9,,112.0,134.0,,,,-215.1,,-394.0,,,,False,,False
13279,618,952.0,,,,832.7,,225.0,334.0,,,,214.7,,-393.0,,,,True,,False
13281,209,248.0,,,,120.9,,132.0,39.0,,,,-88.1,,-77.0,,,,False,,False
13283,147,176.0,,,,330.3,,96.0,29.0,,,,183.3,,-51.0,,,,False,,False
13285,565,968.0,802.5,,,611.4,,137.0,403.0,237.5,,,46.4,,-428.0,True,,,True,,False
13287,71,168.0,,,,68.0,,21.0,97.0,,,,-3.0,,-50.0,,,,True,,True
13289,89,184.0,,,,258.2,,124.0,95.0,,,,169.2,,35.0,,,,False,,True
13291,538,440.0,,,,323.1,,337.0,-98.0,,,,-214.9,,-201.0,,,,False,,False
13293,315,336.0,,,,213.3,,87.0,21.0,,,,-101.7,,-228.0,,,,False,,False
13295,932,1088.0,436.9,,,844.0,,843.0,156.0,-495.1,,,-88.0,,-89.0,False,,,True,,True
13297,759,1352.0,1664.3,,,1680.9,,1141.0,593.0,905.3,,,921.9,,382.0,False,,,False,,True
13299,386,496.0,,,,421.2,,114.0,110.0,,,,35.2,,-272.0,,,,True,,False
13301,82,160.0,,,,80.0,,82.0,78.0,,,,-2.0,,0.0,,,,True,,True
13303,234,384.0,,,,402.0,,186.0,150.0,,,,168.0,,-48.0,,,,False,,True
13305,416,968.0,,,,1626.2,,284.0,552.0,,,,1210.2,,-132.0,,,,False,,True
13307,9,24.0,,,,34.7,,7.0,15.0,,,,25.7,,-2.0,,,,False,,True
13309,254,56.0,,,,56.4,,23.0,-198.0,,,,-197.6,,-231.0,,,,True,,False
13311,541,432.0,,,,781.0,,287.0,-109.0,,,,240.0,,-254.0,,,,False,,False
13313,1202,2888.0,5798.3,,,2817.9,,511.0,1686.0,4596.3,,,1615.9,,-691.0,False,,,True,,True
13315,72,136.0,,,,70.6,,31.0,64.0,,,,-1.4,,-41.0,,,,True,,True
13317,80,104.0,,,,52.9,,45.0,24.0,,,,-27.1,,-35.0,,,,False,,False
13319,143,264.0,,,,528.0,,70.0,121.0,,,,385.0,,-73.0,,,,False,,True
13321,110,184.0,,,,133.2,,53.0,74.0,,,,23.2,,-57.0,,,,True,,True
15001,678,104.0,5.4,,,98.7,,415.0,-574.0,-672.6,,,-579.3,,-263.0,False,,,False,,True
15003,8558,8976.0,7579.6,,,12534.7,,27098.0,418.0,-978.4,,,3976.7,,18540.0,False,,,False,,False
15005,0,0.0,,,,,,,0.0,,,,,,,,,,,,
15007,13,0.0,0.0,,,3.4,,1.0,-13.0,-13.0,,,-9.6,,-12.0,False,,,True,,True
15009,316,112.0,9.7,,,55.5,,93.0,-204.0,-306.3,,,-260.5,,-223.0,False,,,False,,False
16001,4566,7424.0,18380.5,,,2826.4,,3622.0,2858.0,13814.5,,,-1739.6,,-944.0,False,,,True,,True
16003,10,8.0,,,,5.1,,1.0,-2.0,,,,-4.9,,-9.0,,,,False,,False
16005,858,712.0,600.8,,,993.8,,718.0,-146.0,-257.2,,,135.8,,-140.0,False,,,True,,True
16007,33,72.0,,,,37.1,,222.0,39.0,,,,4.1,,189.0,,,,True,,False
16009,88,104.0,,,,145.7,,103.0,16.0,,,,57.7,,15.0,,,,False,,True
16011,815,512.0,,,,1049.7,,651.0,-303.0,,,,234.7,,-164.0,,,,True,,True
16013,125,48.0,,,,73.1,,39.0,-77.0,,,,-51.9,,-86.0,,,,True,,False
16015,26,80.0,,,,,,48.0,54.0,,,,,,22.0,,,,,,True
16017,180,248.0,,,,302.4,,281.0,68.0,,,,122.4,,101.0,,,,False,,False
16019,1940,2352.0,2180.2,,,2461.6,,1840.0,412.0,240.2,,,521.6,,-100.0,True,,,False,,True
16021,24,16.0,,,,,,2.0,-8.0,,,,,,-22.0,,,,,,False
16023,43,0.0,,,,,,,-43.0,,,,,,,,,,,,
16025,36,0.0,,,,,,0.0,-36.0,,,,,,-36.0,,,,,,False
16027,2670,7584.0,10145.0,,,5673.8,,2549.0,4914.0,7475.0,,,3003.8,,-121.0,False,,,True,,True
16029,105,64.0,,,,76.2,,236.0,-41.0,,,,-28.8,,131.0,,,,True,,False
16031,286,352.0,,,,242.7,,173.0,66.0,,,,-43.3,,-113.0,,,,True,,False
16033,28,56.0,,,,,,30.0,28.0,,,,,,2.0,,,,,,True
16035,49,8.0,,,,,,1.0,-41.0,,,,,,-48.0,,,,,,False
16037,62,24.0,,,,14.2,,177.0,-38.0,,,,-47.8,,115.0,,,,False,,False
16039,167,96.0,,,,180.2,,27.0,-71.0,,,,13.2,,-140.0,,,,True,,False
16041,100,32.0,,,,73.8,,9.0,-68.0,,,,-26.2,,-91.0,,,,True,,False
16043,185,232.0,,,,,,322.0,47.0,,,,,,137.0,,,,,,False
16045,169,224.0,,,,195.2,,112.0,55.0,,,,26.2,,-57.0,,,,True,,False
16047,165,216.0,,,,178.9,,184.0,51.0,,,,13.9,,19.0,,,,True,,True
16049,189,16.0,,,,,,3.0,-173.0,,,,,,-186.0,,,,,,False
16051,454,440.0,,,,502.5,,316.0,-14.0,,,,48.5,,-138.0,,,,False,,False
16053,334,408.0,,,,415.4,,275.0,74.0,,,,81.4,,-59.0,,,,False,,True
16055,1023,1728.0,4420.7,,,702.8,,832.0,705.0,3397.7,,,-320.2,,-191.0,False,,,True,,True
16057,475,160.0,,,,303.3,,133.0,-315.0,,,,-171.7,,-342.0,,,,True,,False
16059,91,88.0,,,,,,260.0,-3.0,,,,,,169.0,,,,,,False
16061,36,0.0,,,,,,0.0,-36.0,,,,,,-36.0,,,,,,False
16063,41,48.0,,,,36.2,,64.0,7.0,,,,-4.8,,23.0,,,,True,,False
16065,825,240.0,,,,112.5,,354.0,-585.0,,,,-712.5,,-471.0,,,,False,,True
16067,287,376.0,,,,286.7,,133.0,89.0,,,,-0.3,,-154.0,,,,True,,False
16069,311,224.0,,,,256.9,,1126.0,-87.0,,,,-54.1,,815.0,,,,True,,False
