,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,IHME-CurveFit,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-IHME-CurveFit,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-IHME-CurveFit,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
29149,130,8.0,,,,,,2.0,-122.0,,,,,,-128.0,,,,,,False
29151,139,64.0,,,,,,43.0,-75.0,,,,,,-96.0,,,,,,False
29153,125,48.0,,,,25.1,,235.0,-77.0,,,,-99.9,,110.0,,,,False,,False
29155,333,240.0,,,,235.8,,135.0,-93.0,,,,-97.2,,-198.0,,,,False,,False
29157,434,168.0,,,,317.8,,120.0,-266.0,,,,-116.2,,-314.0,,,,True,,False
29159,715,640.0,,,,3591.1,,114.0,-75.0,,,,2876.1,,-601.0,,,,False,,False
29161,426,48.0,,,,67.6,,19.0,-378.0,,,,-358.4,,-407.0,,,,True,,False
29163,176,208.0,,,,142.0,,492.0,32.0,,,,-34.0,,316.0,,,,False,,False
29165,388,280.0,931.7,,,67.4,,77.0,-108.0,543.7,,,-320.6,,-311.0,False,,,False,,False
29167,511,160.0,,,,71.4,,26.0,-351.0,,,,-439.6,,-485.0,,,,False,,False
29169,536,144.0,204.4,,,138.7,,228.0,-392.0,-331.6,,,-397.3,,-308.0,True,,,False,,True
29171,21,24.0,,,,40.2,,18.0,3.0,,,,19.2,,-3.0,,,,False,,False
29173,125,64.0,,,,,,60.0,-61.0,,,,,,-65.0,,,,,,False
29175,240,96.0,,,,41.7,,23.0,-144.0,,,,-198.3,,-217.0,,,,False,,False
29177,76,208.0,,,,304.6,,58.0,132.0,,,,228.6,,-18.0,,,,False,,True
29179,30,0.0,,,,,,0.0,-30.0,,,,,,-30.0,,,,,,False
29181,124,80.0,,,,42.3,,89.0,-44.0,,,,-81.7,,-35.0,,,,False,,True
29183,4030,3568.0,8636.4,,,2490.3,,743.0,-462.0,4606.4,,,-1539.7,,-3287.0,False,,,False,,False
29185,62,0.0,,,,,,1.0,-62.0,,,,,,-61.0,,,,,,True
29186,166,80.0,,,,147.7,,16.0,-86.0,,,,-18.3,,-150.0,,,,True,,False
29187,1852,424.0,442.7,,,315.1,,228.0,-1428.0,-1409.3,,,-1536.9,,-1624.0,True,,,False,,False
29189,10328,12032.0,12086.5,,,74757.1,,3620.0,1704.0,1758.5,,,64429.1,,-6708.0,False,,,False,,False
29195,365,120.0,,,,152.4,,21.0,-245.0,,,,-212.6,,-344.0,,,,True,,False
29197,20,8.0,,,,11.0,,71.0,-12.0,,,,-9.0,,51.0,,,,True,,False
29199,27,16.0,,,,4.7,,53.0,-11.0,,,,-22.3,,26.0,,,,False,,False
29201,573,320.0,,,,1911.4,,74.0,-253.0,,,,1338.4,,-499.0,,,,False,,False
29203,93,0.0,,,,160.8,,0.0,-93.0,,,,67.8,,-93.0,,,,True,,False
29205,45,16.0,,,,,,113.0,-29.0,,,,,,68.0,,,,,,False
29207,342,136.0,,,,117.2,,37.0,-206.0,,,,-224.8,,-305.0,,,,False,,False
29209,386,328.0,,,,181.7,,473.0,-58.0,,,,-204.3,,87.0,,,,False,,False
29211,82,56.0,,,,78.9,,13.0,-26.0,,,,-3.1,,-69.0,,,,True,,False
29213,828,1160.0,903.9,,,1160.3,,345.0,332.0,75.9,,,332.3,,-483.0,True,,,False,,False
29215,328,120.0,,,,,,96.0,-208.0,,,,,,-232.0,,,,,,False
29217,170,40.0,,,,21.7,,569.0,-130.0,,,,-148.3,,399.0,,,,False,,False
29219,300,272.0,,,,3064.7,,116.0,-28.0,,,,2764.7,,-184.0,,,,False,,False
29221,404,120.0,,,,141.7,,123.0,-284.0,,,,-262.3,,-281.0,,,,True,,True
29223,176,168.0,,,,,,79.0,-8.0,,,,,,-97.0,,,,,,False
29225,626,120.0,,,,196.7,,59.0,-506.0,,,,-429.3,,-567.0,,,,True,,False
29227,12,8.0,,,,14.5,,1.0,-4.0,,,,2.5,,-11.0,,,,True,,False
29229,359,24.0,,,,122.2,,59.0,-335.0,,,,-236.8,,-300.0,,,,True,,True
29510,2115,4480.0,3331.6,,,3442.3,,1570.0,2365.0,1216.6,,,1327.3,,-545.0,True,,,True,,True
30001,70,120.0,,,,,,53.0,50.0,,,,,,-17.0,,,,,,True
30003,537,816.0,,,,1324.5,,100.0,279.0,,,,787.5,,-437.0,,,,False,,False
30005,66,16.0,,,,24.5,,121.0,-50.0,,,,-41.5,,55.0,,,,True,,False
30007,7,8.0,,,,9.4,,6.0,1.0,,,,2.4,,-1.0,,,,False,,False
30009,61,88.0,,,,149.0,,50.0,27.0,,,,88.0,,-11.0,,,,False,,True
30011,9,0.0,,,,,,,-9.0,,,,,,,,,,,,
30013,697,160.0,165.2,,,493.1,,67.0,-537.0,-531.8,,,-203.9,,-630.0,True,,,True,,False
30015,27,32.0,,,,16.9,,47.0,5.0,,,,-10.1,,20.0,,,,False,,False
30017,62,72.0,,,,147.6,,39.0,10.0,,,,85.6,,-23.0,,,,False,,False
30019,3,8.0,,,,,,2.0,5.0,,,,,,-1.0,,,,,,True
30021,71,8.0,,,,,,5.0,-63.0,,,,,,-66.0,,,,,,False
30023,129,40.0,,,,,,8.0,-89.0,,,,,,-121.0,,,,,,False
30025,15,0.0,,,,,,0.0,-15.0,,,,,,-15.0,,,,,,False
30027,64,24.0,,,,24.7,,19.0,-40.0,,,,-39.3,,-45.0,,,,True,,False
30029,985,616.0,783.2,,,4538.5,,653.0,-369.0,-201.8,,,3553.5,,-332.0,True,,,False,,True
30031,617,528.0,1319.9,,,742.7,,180.0,-89.0,702.9,,,125.7,,-437.0,False,,,False,,False
30033,7,0.0,,,,,,0.0,-7.0,,,,,,-7.0,,,,,,False
30035,367,144.0,,,,439.0,,216.0,-223.0,,,,72.0,,-151.0,,,,True,,True
30037,2,0.0,,,,,,0.0,-2.0,,,,,,-2.0,,,,,,False
30039,12,72.0,,,,28.3,,94.0,60.0,,,,16.3,,82.0,,,,True,,False
30041,167,16.0,,,,,,0.0,-151.0,,,,,,-167.0,,,,,,False
30043,61,24.0,,,,,,48.0,-37.0,,,,,,-13.0,,,,,,True
30045,5,0.0,,,,,,0.0,-5.0,,,,,,-5.0,,,,,,False
30047,118,112.0,,,,107.0,,16.0,-6.0,,,,-11.0,,-102.0,,,,False,,False
30049,207,216.0,189.8,,,112.7,,224.0,9.0,-17.2,,,-94.3,,17.0,False,,,False,,False
30051,19,0.0,,,,,,0.0,-19.0,,,,,,-19.0,,,,,,False
30053,63,56.0,,,,,,23.0,-7.0,,,,,,-40.0,,,,,,False
30055,24,16.0,,,,,,13.0,-8.0,,,,,,-11.0,,,,,,False
30057,36,104.0,,,,161.8,,39.0,68.0,,,,125.8,,3.0,,,,False,,True
30059,30,0.0,,,,,,0.0,-30.0,,,,,,-30.0,,,,,,False
30061,6,0.0,,,,,,,-6.0,,,,,,,,,,,,
30063,561,576.0,854.8,,,1695.4,,582.0,15.0,293.8,,,1134.4,,21.0,False,,,False,,False
30065,34,8.0,,,,,,3.0,-26.0,,,,,,-31.0,,,,,,False
30067,60,64.0,,,,69.3,,17.0,4.0,,,,9.3,,-43.0,,,,False,,False
30069,0,0.0,,,,,,,0.0,,,,,,,,,,,,
30071,95,224.0,,,,,,111.0,129.0,,,,,,16.0,,,,,,True
30073,53,16.0,,,,12.2,,24.0,-37.0,,,,-40.8,,-29.0,,,,False,,True
30075,24,0.0,,,,,,0.0,-24.0,,,,,,-24.0,,,,,,False
30077,10,0.0,,,,,,0.0,-10.0,,,,,,-10.0,,,,,,False
30079,13,8.0,,,,,,0.0,-5.0,,,,,,-13.0,,,,,,False
30081,82,80.0,,,,59.2,,167.0,-2.0,,,,-22.8,,85.0,,,,False,,False
30083,90,8.0,,,,71.1,,2.0,-82.0,,,,-18.9,,-88.0,,,,True,,False
30085,400,32.0,,,,,,15.0,-368.0,,,,,,-385.0,,,,,,False
30087,639,88.0,,,,,,132.0,-551.0,,,,,,-507.0,,,,,,True
30089,48,0.0,,,,5.1,,0.0,-48.0,,,,-42.9,,-48.0,,,,True,,False
30091,15,16.0,,,,,,84.0,1.0,,,,,,69.0,,,,,,False
30093,207,168.0,,,,846.2,,103.0,-39.0,,,,639.2,,-104.0,,,,False,,False
30095,67,32.0,,,,,,59.0,-35.0,,,,,,-8.0,,,,,,True
30097,47,8.0,,,,,,56.0,-39.0,,,,,,9.0,,,,,,True
30099,22,0.0,,,,,,0.0,-22.0,,,,,,-22.0,,,,,,False
30101,79,112.0,,,,36.6,,117.0,33.0,,,,-42.4,,38.0,,,,False,,False
30103,1,0.0,,,,,,0.0,-1.0,,,,,,-1.0,,,,,,False
30105,93,24.0,,,,,,7.0,-69.0,,,,,,-86.0,,,,,,False
30107,18,0.0,,,,,,0.0,-18.0,,,,,,-18.0,,,,,,False
30109,15,0.0,,,,,,24.0,-15.0,,,,,,9.0,,,,,,True
30111,2306,1704.0,2025.4,,,817.6,,1083.0,-602.0,-280.6,,,-1488.4,,-1223.0,True,,,False,,False
31001,243,104.0,,,,61.4,,43.0,-139.0,,,,-181.6,,-200.0,,,,False,,False
31003,82,8.0,,,,,,3.0,-74.0,,,,,,-79.0,,,,,,False
31005,0,8.0,,,,,,0.0,8.0,,,,,,0.0,,,,,,True
31007,1,8.0,,,,,,20.0,7.0,,,,,,19.0,,,,,,False
31009,1,0.0,,,,,,,-1.0,,,,,,,,,,,,
31011,89,8.0,,,,2.3,,116.0,-81.0,,,,-86.7,,27.0,,,,False,,True
31013,88,8.0,,,,,,63.0,-80.0,,,,,,-25.0,,,,,,True
31015,29,24.0,,,,,,50.0,-5.0,,,,,,21.0,,,,,,False
31017,50,0.0,,,,,,,-50.0,,,,,,,,,,,,
31019,780,584.0,,,,390.0,,319.0,-196.0,,,,-390.0,,-461.0,,,,False,,False
31021,53,72.0,,,,41.6,,115.0,19.0,,,,-11.4,,62.0,,,,True,,False
31023,85,32.0,,,,10.6,,26.0,-53.0,,,,-74.4,,-59.0,,,,False,,False
31025,183,160.0,,,,133.3,,91.0,-23.0,,,,-49.7,,-92.0,,,,False,,False
31027,78,8.0,,,,6.4,,3.0,-70.0,,,,-71.6,,-75.0,,,,False,,False
31029,27,0.0,,,,2.1,,0.0,-27.0,,,,-24.9,,-27.0,,,,True,,False
31031,48,0.0,,,,,,0.0,-48.0,,,,,,-48.0,,,,,,False
31033,20,0.0,,,,18.5,,0.0,-20.0,,,,-1.5,,-20.0,,,,True,,False
31035,35,24.0,,,,10.5,,9.0,-11.0,,,,-24.5,,-26.0,,,,False,,False
31037,99,72.0,,,,49.3,,0.0,-27.0,,,,-49.7,,-99.0,,,,False,,False
31039,105,80.0,,,,52.1,,32.0,-25.0,,,,-52.9,,-73.0,,,,False,,False
31041,55,16.0,,,,4.2,,22.0,-39.0,,,,-50.8,,-33.0,,,,False,,True
31043,363,184.0,,,,276.6,,0.0,-179.0,,,,-86.4,,-363.0,,,,True,,False
31045,125,16.0,,,,19.8,,5.0,-109.0,,,,-105.2,,-120.0,,,,True,,False
31047,149,104.0,,,,135.4,,14.0,-45.0,,,,-13.6,,-135.0,,,,True,,False
31049,3,8.0,,,,,,41.0,5.0,,,,,,38.0,,,,,,False
31051,47,16.0,,,,8.3,,110.0,-31.0,,,,-38.7,,63.0,,,,False,,False
31053,485,328.0,,,,137.4,,344.0,-157.0,,,,-347.6,,-141.0,,,,False,,True
31055,5734,6800.0,9786.8,,,9915.7,,3021.0,1066.0,4052.8,,,4181.7,,-2713.0,False,,,False,,False
31057,13,0.0,,,,,,0.0,-13.0,,,,,,-13.0,,,,,,False
31059,34,8.0,,,,8.7,,16.0,-26.0,,,,-25.3,,-18.0,,,,True,,True
31061,28,24.0,,,,9.1,,44.0,-4.0,,,,-18.9,,16.0,,,,False,,False
31063,10,0.0,,,,,,0.0,-10.0,,,,,,-10.0,,,,,,False
31065,30,0.0,,,,,,0.0,-30.0,,,,,,-30.0,,,,,,False
31067,209,64.0,,,,57.0,,33.0,-145.0,,,,-152.0,,-176.0,,,,False,,False
31069,9,0.0,,,,,,0.0,-9.0,,,,,,-9.0,,,,,,False
31071,10,0.0,,,,,,0.0,-10.0,,,,,,-10.0,,,,,,False
31073,24,32.0,,,,10.4,,19.0,8.0,,,,-13.6,,-5.0,,,,False,,True
31075,2,0.0,,,,,,,-2.0,,,,,,,,,,,,
31077,27,16.0,,,,7.6,,32.0,-11.0,,,,-19.4,,5.0,,,,False,,True
31079,336,264.0,2.2,,,301.0,,93.0,-72.0,-333.8,,,-35.0,,-243.0,False,,,True,,False
31081,50,32.0,,,,63.2,,4.0,-18.0,,,,13.2,,-46.0,,,,True,,False
31083,24,0.0,,,,,,0.0,-24.0,,,,,,-24.0,,,,,,False
31085,0,0.0,,,,,,,0.0,,,,,,,,,,,,
31087,8,0.0,,,,,,0.0,-8.0,,,,,,-8.0,,,,,,False
31089,101,48.0,,,,27.7,,137.0,-53.0,,,,-73.3,,36.0,,,,False,,True
31091,9,0.0,,,,,,0.0,-9.0,,,,,,-9.0,,,,,,False
31093,51,0.0,,,,1.9,,0.0,-51.0,,,,-49.1,,-51.0,,,,True,,False
31095,21,16.0,,,,,,12.0,-5.0,,,,,,-9.0,,,,,,False
31097,57,16.0,,,,,,53.0,-41.0,,,,,,-4.0,,,,,,True
31099,104,176.0,,,,93.6,,103.0,72.0,,,,-10.4,,-1.0,,,,True,,True
31101,50,32.0,,,,,,9.0,-18.0,,,,,,-41.0,,,,,,False
31103,6,0.0,,,,,,,-6.0,,,,,,,,,,,,
31105,4,0.0,,,,4.4,,0.0,-4.0,,,,0.4,,-4.0,,,,True,,False
31107,161,24.0,,,,35.1,,34.0,-137.0,,,,-125.9,,-127.0,,,,True,,True
31109,3475,1728.0,3370.9,,,1630.0,,613.0,-1747.0,-104.1,,,-1845.0,,-2862.0,True,,,False,,False
31111,355,120.0,,,,39.8,,51.0,-235.0,,,,-315.2,,-304.0,,,,False,,False
31113,9,0.0,,,,,,,-9.0,,,,,,,,,,,,
31115,3,0.0,,,,,,,-3.0,,,,,,,,,,,,
31117,1,8.0,,,,7.2,,11.0,7.0,,,,6.2,,10.0,,,,True,,False
31119,434,272.0,,,,114.5,,374.0,-162.0,,,,-319.5,,-60.0,,,,False,,True
31121,30,104.0,,,,80.4,,116.0,74.0,,,,50.4,,86.0,,,,True,,False
31123,22,0.0,,,,31.6,,0.0,-22.0,,,,9.6,,-22.0,,,,True,,False
31125,48,0.0,,,,1.4,,0.0,-48.0,,,,-46.6,,-48.0,,,,True,,False
31127,108,64.0,,,,,,32.0,-44.0,,,,,,-76.0,,,,,,False
31129,14,0.0,,,,,,0.0,-14.0,,,,,,-14.0,,,,,,False
31131,137,24.0,,,,24.7,,9.0,-113.0,,,,-112.3,,-128.0,,,,True,,False
31133,12,16.0,,,,17.0,,4.0,4.0,,,,5.0,,-8.0,,,,False,,False
31135,19,32.0,,,,,,8.0,13.0,,,,,,-11.0,,,,,,True
31137,96,24.0,,,,31.8,,20.0,-72.0,,,,-64.2,,-76.0,,,,True,,False
31139,97,16.0,,,,,,145.0,-81.0,,,,,,48.0,,,,,,True
31141,387,224.0,,,,167.6,,64.0,-163.0,,,,-219.4,,-323.0,,,,False,,False
31143,53,16.0,,,,13.3,,4.0,-37.0,,,,-39.7,,-49.0,,,,False,,False
31145,43,0.0,,,,,,2.0,-43.0,,,,,,-41.0,,,,,,True
31147,39,16.0,,,,,,5.0,-23.0,,,,,,-34.0,,,,,,False
31149,45,8.0,,,,,,32.0,-37.0,,,,,,-13.0,,,,,,True
31151,173,112.0,,,,54.4,,28.0,-61.0,,,,-118.6,,-145.0,,,,False,,False
31153,1694,1840.0,3202.7,,,2408.6,,748.0,146.0,1508.7,,,714.6,,-946.0,False,,,False,,False
31155,369,224.0,,,,167.6,,187.0,-145.0,,,,-201.4,,-182.0,,,,False,,False
31157,138,112.0,,,,110.1,,119.0,-26.0,,,,-27.9,,-19.0,,,,False,,True
31159,131,184.0,,,,244.6,,65.0,53.0,,,,113.6,,-66.0,,,,False,,False
31161,47,0.0,,,,2.1,,0.0,-47.0,,,,-44.9,,-47.0,,,,True,,False
31163,17,32.0,,,,12.4,,28.0,15.0,,,,-4.6,,11.0,,,,True,,True
31165,2,0.0,,,,1.9,,0.0,-2.0,,,,-0.1,,-2.0,,,,True,,False
31167,20,24.0,,,,12.6,,44.0,4.0,,,,-7.4,,24.0,,,,False,,False
31169,5,16.0,,,,,,35.0,11.0,,,,,,30.0,,,,,,False
31171,7,0.0,,,,,,0.0,-7.0,,,,,,-7.0,,,,,,False
31173,65,32.0,,,,24.8,,5.0,-33.0,,,,-40.2,,-60.0,,,,False,,False
31175,37,0.0,,,,4.2,,0.0,-37.0,,,,-32.8,,-37.0,,,,True,,False
31177,184,112.0,,,,123.4,,66.0,-72.0,,,,-60.6,,-118.0,,,,True,,False
31179,159,16.0,,,,30.8,,217.0,-143.0,,,,-128.2,,58.0,,,,True,,True
31181,12,0.0,,,,1.9,,0.0,-12.0,,,,-10.1,,-12.0,,,,True,,False
31183,3,0.0,,,,,,,-3.0,,,,,,,,,,,,
31185,135,40.0,,,,13.3,,41.0,-95.0,,,,-121.7,,-94.0,,,,False,,True
32001,99,144.0,,,,160.1,,454.0,45.0,,,,61.1,,355.0,,,,False,,False
32003,20841,44576.0,67703.5,,,23473.1,,17858.0,23735.0,46862.5,,,2632.1,,-2983.0,False,,,True,,True
32005,117,240.0,,,,395.6,,243.0,123.0,,,,278.6,,126.0,,,,False,,False
32007,469,544.0,1249.1,,,259.6,,298.0,75.0,780.1,,,-209.4,,-171.0,False,,,False,,False
32009,0,0.0,,,,,,,0.0,,,,,,,,,,,,
32011,8,0.0,,,,,,0.0,-8.0,,,,,,-8.0,,,,,,False
32013,30,48.0,,,,41.0,,197.0,18.0,,,,11.0,,167.0,,,,True,,False
32015,26,8.0,,,,5.8,,2.0,-18.0,,,,-20.2,,-24.0,,,,False,,False
32017,3,16.0,,,,,,205.0,13.0,,,,,,202.0,,,,,,False
32019,227,168.0,271.9,,,206.6,,288.0,-59.0,44.9,,,-20.4,,61.0,True,,,True,,False
32021,3,0.0,,,,,,0.0,-3.0,,,,,,-3.0,,,,,,False
32023,117,520.0,,,,261.8,,296.0,403.0,,,,144.8,,179.0,,,,True,,True
32027,12,0.0,,,,,,0.0,-12.0,,,,,,-12.0,,,,,,False
32029,6,0.0,,,,,,0.0,-6.0,,,,,,-6.0,,,,,,False
32031,4069,4232.0,7151.4,,,2959.0,,2770.0,163.0,3082.4,,,-1110.0,,-1299.0,False,,,False,,False
32033,59,16.0,,,,,,44.0,-43.0,,,,,,-15.0,,,,,,True
32510,225,248.0,479.4,,,163.9,,175.0,23.0,254.4,,,-61.1,,-50.0,False,,,False,,False
33001,40,80.0,36.6,,,46.5,,236.0,40.0,-3.4,,,6.5,,196.0,True,,,True,,False
33003,35,32.0,,,,22.7,,22.0,-3.0,,,,-12.3,,-13.0,,,,False,,False
33005,57,56.0,14.9,,,41.0,,462.0,-1.0,-42.1,,,-16.0,,405.0,False,,,False,,False
33007,6,8.0,,,,,,1.0,2.0,,,,,,-5.0,,,,,,False
33009,51,0.0,4.7,,,15.0,,0.0,-51.0,-46.3,,,-36.0,,-51.0,True,,,True,,False
33011,774,696.0,1695.6,,,540.5,,384.0,-78.0,921.6,,,-233.5,,-390.0,False,,,False,,False
33013,147,48.0,92.3,,,32.8,,23.0,-99.0,-54.7,,,-114.2,,-124.0,True,,,False,,False
33015,426,472.0,137.2,,,423.2,,518.0,46.0,-288.8,,,-2.8,,92.0,False,,,True,,False
33017,228,200.0,54.3,,,91.2,,1066.0,-28.0,-173.7,,,-136.8,,838.0,False,,,False,,False
33019,20,0.0,,,,7.0,,8.0,-20.0,,,,-13.0,,-12.0,,,,True,,True
34001,747,600.0,369.0,,,987.7,,419.0,-147.0,-378.0,,,240.7,,-328.0,False,,,False,,False
34003,1987,2056.0,589.8,,,3147.2,,606.0,69.0,-1397.2,,,1160.2,,-1381.0,False,,,False,,False
34005,1304,1320.0,469.1,,,2098.8,,723.0,16.0,-834.9,,,794.8,,-581.0,False,,,False,,False
34007,1560,1528.0,315.1,,,2012.9,,739.0,-32.0,-1244.8,,,452.9,,-821.0,False,,,False,,False
34009,226,120.0,57.2,,,50.6,,92.0,-106.0,-168.8,,,-175.4,,-134.0,False,,,False,,False
34011,481,832.0,1048.9,,,702.4,,248.0,351.0,567.9,,,221.4,,-233.0,False,,,True,,True
34013,1548,1680.0,898.0,,,1779.0,,433.0,132.0,-650.0,,,231.0,,-1115.0,False,,,False,,False
34015,1536,1248.0,448.1,,,1502.2,,639.0,-288.0,-1087.9,,,-33.8,,-897.0,False,,,True,,False
34017,1228,1152.0,114.3,,,221.1,,247.0,-76.0,-1113.7,,,-1006.9,,-981.0,False,,,False,,False
34019,236,96.0,111.2,,,18.8,,79.0,-140.0,-124.8,,,-217.2,,-157.0,True,,,False,,False
34021,596,704.0,435.9,,,1164.2,,243.0,108.0,-160.1,,,568.2,,-353.0,False,,,False,,False
34023,1974,1472.0,642.0,,,1621.0,,496.0,-502.0,-1332.0,,,-353.0,,-1478.0,False,,,True,,False
34025,1887,1528.0,712.6,,,760.1,,646.0,-359.0,-1174.4,,,-1126.9,,-1241.0,False,,,False,,False
34027,734,728.0,50.8,,,624.5,,322.0,-6.0,-683.2,,,-109.5,,-412.0,False,,,False,,False
34029,3515,1168.0,471.9,,,3019.9,,578.0,-2347.0,-3043.1,,,-495.1,,-2937.0,False,,,True,,False
34031,1587,1264.0,193.8,,,779.5,,168.0,-323.0,-1393.2,,,-807.5,,-1419.0,False,,,False,,False
34033,199,184.0,267.7,,,115.5,,73.0,-15.0,68.7,,,-83.5,,-126.0,False,,,False,,False
34035,661,360.0,126.5,,,278.4,,180.0,-301.0,-534.5,,,-382.6,,-481.0,False,,,False,,False
34037,219,216.0,31.1,,,484.8,,121.0,-3.0,-187.9,,,265.8,,-98.0,False,,,False,,False
34039,1169,944.0,97.3,,,337.4,,216.0,-225.0,-1071.7,,,-831.6,,-953.0,False,,,False,,False
34041,120,112.0,17.2,,,130.7,,64.0,-8.0,-102.8,,,10.7,,-56.0,False,,,False,,False
35001,1742,2312.0,6811.7,,,1527.3,,849.0,570.0,5069.7,,,-214.7,,-893.0,False,,,True,,False
35003,7,8.0,,,,,,74.0,1.0,,,,,,67.0,,,,,,False
35005,890,696.0,510.7,,,501.1,,421.0,-194.0,-379.3,,,-388.9,,-469.0,False,,,False,,False
35006,99,232.0,,,,317.7,,70.0,133.0,,,,218.7,,-29.0,,,,False,,True
35007,22,40.0,,,,,,182.0,18.0,,,,,,160.0,,,,,,False
35009,361,656.0,,,,493.3,,240.0,295.0,,,,132.3,,-121.0,,,,True,,True
35011,2,0.0,,,,,,,-2.0,,,,,,,,,,,,
35013,1186,1912.0,3757.6,,,1803.4,,919.0,726.0,2571.6,,,617.4,,-267.0,False,,,True,,True
35015,613,368.0,377.4,,,363.9,,498.0,-245.0,-235.6,,,-249.1,,-115.0,True,,,False,,True
35017,62,32.0,,,,15.6,,37.0,-30.0,,,,-46.4,,-25.0,,,,False,,True
35019,5,0.0,,,,1.5,,0.0,-5.0,,,,-3.5,,-5.0,,,,True,,False
35021,1,0.0,,,,,,0.0,-1.0,,,,,,-1.0,,,,,,False
35023,12,16.0,,,,52.2,,66.0,4.0,,,,40.2,,54.0,,,,False,,False
35025,761,1000.0,1053.0,,,673.5,,550.0,239.0,292.0,,,-87.5,,-211.0,False,,,True,,True
35027,96,208.0,,,,292.9,,77.0,112.0,,,,196.9,,-19.0,,,,False,,True
35028,14,8.0,,,,,,2.0,-6.0,,,,,,-12.0,,,,,,False
35029,203,176.0,,,,364.3,,40.0,-27.0,,,,161.3,,-163.0,,,,False,,False
35031,341,352.0,349.6,,,824.3,,0.0,11.0,8.6,,,483.3,,-341.0,True,,,False,,False
35033,1,0.0,,,,3.4,,0.0,-1.0,,,,2.4,,-1.0,,,,False,,False
35035,82,144.0,403.6,,,290.5,,24.0,62.0,321.6,,,208.5,,-58.0,False,,,False,,True
35037,44,24.0,,,,,,36.0,-20.0,,,,,,-8.0,,,,,,True
35039,90,176.0,,,,124.0,,73.0,86.0,,,,34.0,,-17.0,,,,True,,True
35041,141,168.0,,,,119.7,,40.0,27.0,,,,-21.3,,-101.0,,,,True,,False
35043,282,352.0,330.9,,,634.9,,112.0,70.0,48.9,,,352.9,,-170.0,True,,,False,,False
35045,355,328.0,1073.9,,,323.1,,62.0,-27.0,718.9,,,-31.9,,-293.0,False,,,False,,False
35047,66,16.0,,,,42.1,,3.0,-50.0,,,,-23.9,,-63.0,,,,True,,False
35049,425,488.0,927.1,,,416.7,,265.0,63.0,502.1,,,-8.3,,-160.0,False,,,True,,False
35051,17,24.0,,,,20.3,,15.0,7.0,,,,3.3,,-2.0,,,,True,,True
35053,39,0.0,,,,8.7,,0.0,-39.0,,,,-30.3,,-39.0,,,,True,,False
35055,43,96.0,,,,27.2,,76.0,53.0,,,,-15.8,,33.0,,,,True,,True
35057,19,16.0,,,,8.4,,1.0,-3.0,,,,-10.6,,-18.0,,,,False,,False
35059,4,16.0,,,,,,11.0,12.0,,,,,,7.0,,,,,,True
35061,198,392.0,602.1,,,202.7,,174.0,194.0,404.1,,,4.7,,-24.0,False,,,True,,True
36001,594,528.0,281.3,,,555.1,,264.0,-66.0,-312.7,,,-38.9,,-330.0,False,,,True,,False
36003,45,40.0,,,,26.4,,66.0,-5.0,,,,-18.6,,21.0,,,,False,,False
36005,3178,0.0,,,,,,,-3178.0,,,,,,,,,,,,
36007,776,576.0,509.9,,,343.4,,445.0,-200.0,-266.1,,,-432.6,,-331.0,False,,,False,,False
36009,137,56.0,78.2,,,57.9,,38.0,-81.0,-58.8,,,-79.1,,-99.0,True,,,True,,False
36011,77,56.0,106.4,,,64.7,,51.0,-21.0,29.4,,,-12.3,,-26.0,False,,,True,,False
36013,358,176.0,423.9,,,79.2,,168.0,-182.0,65.9,,,-278.8,,-190.0,True,,,False,,False
36015,480,64.0,5.0,,,79.3,,122.0,-416.0,-475.0,,,-400.7,,-358.0,False,,,True,,True
36017,44,48.0,,,,26.6,,17.0,4.0,,,,-17.4,,-27.0,,,,False,,False
36019,38,0.0,9.0,,,15.9,,5.0,-38.0,-29.0,,,-22.1,,-33.0,True,,,True,,True
36021,66,160.0,93.6,,,112.7,,396.0,94.0,27.6,,,46.7,,330.0,True,,,True,,False
36023,110,32.0,,,,15.3,,7.0,-78.0,,,,-94.7,,-103.0,,,,False,,False
36025,35,16.0,,,,11.8,,13.0,-19.0,,,,-23.2,,-22.0,,,,False,,False
36027,569,768.0,88.3,,,591.7,,1369.0,199.0,-480.7,,,22.7,,800.0,False,,,True,,False
36029,2847,2416.0,261.4,,,1976.1,,2963.0,-431.0,-2585.6,,,-870.9,,116.0,False,,,False,,True
36031,115,0.0,,,,3.2,,0.0,-115.0,,,,-111.8,,-115.0,,,,True,,False
36033,14,32.0,30.2,,,28.7,,29.0,18.0,16.2,,,14.7,,15.0,True,,,True,,True
36035,50,104.0,89.2,,,62.8,,996.0,54.0,39.2,,,12.8,,946.0,True,,,True,,False
36037,65,40.0,19.8,,,45.1,,35.0,-25.0,-45.2,,,-19.9,,-30.0,False,,,True,,False
36039,49,16.0,,,,26.6,,10.0,-33.0,,,,-22.4,,-39.0,,,,True,,False
