,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
48467,107,252.0,290.0,,,,253.0,56.5,136.2,175.9,,208.0,145.0,183.0,,,,146.0,-50.5,29.2,68.9,,101.0,False,,,,False,True,True,True,,True
48469,394,768.0,741.0,,,,1704.0,351.8,73.6,1251.8,,128.0,374.0,347.0,,,,1310.0,-42.2,-320.4,857.8,,-266.0,True,,,,False,True,True,False,,True
48471,1341,528.0,1.0,,,,958.0,270.1,0.0,621.1,,146.0,-813.0,-1340.0,,,,-383.0,-1070.9,-1341.0,-719.9,,-1195.0,False,,,,True,False,False,True,,False
48473,269,522.0,982.0,,,,877.0,571.2,556.9,334.0,,655.0,253.0,713.0,,,,608.0,302.2,287.9,65.0,,386.0,False,,,,False,False,False,True,,False
48475,35,18.0,1.0,,,,28.0,1.2,10.0,33.1,,22.0,-17.0,-34.0,,,,-7.0,-33.8,-25.0,-1.9,,-13.0,False,,,,True,False,False,True,,True
48477,88,198.0,141.0,,,,481.0,79.4,5.8,188.1,,112.0,110.0,53.0,,,,393.0,-8.6,-82.2,100.1,,24.0,True,,,,False,True,True,True,,True
48479,3906,3954.0,916.0,,,,6286.0,1461.4,728.5,3227.1,,1158.0,48.0,-2990.0,,,,2380.0,-2444.6,-3177.5,-678.9,,-2748.0,False,,,,False,False,False,False,,False
48481,300,474.0,531.0,,,,852.0,218.8,747.9,439.2,,325.0,174.0,231.0,,,,552.0,-81.2,447.9,139.2,,25.0,False,,,,False,True,False,True,,True
48483,10,24.0,7.0,,,,35.0,0.6,9.9,22.3,,56.0,14.0,-3.0,,,,25.0,-9.4,-0.1,12.3,,46.0,True,,,,False,True,True,True,,False
48485,725,528.0,348.0,,,,1496.0,358.8,233.1,255.8,,522.0,-197.0,-377.0,,,,771.0,-366.2,-491.9,-469.2,,-203.0,False,,,,False,False,False,False,,False
48487,117,102.0,72.0,,,,153.0,2.6,27.4,220.2,,58.0,-15.0,-45.0,,,,36.0,-114.4,-89.7,103.2,,-59.0,False,,,,False,False,False,False,,False
48489,413,270.0,174.0,,,,312.0,37.6,302.3,143.5,,84.0,-143.0,-239.0,,,,-101.0,-375.4,-110.7,-269.5,,-329.0,False,,,,True,False,True,False,,False
48491,1019,2142.0,361.0,,,,3414.0,623.3,227.4,1476.1,,1200.0,1123.0,-658.0,,,,2395.0,-395.7,-791.6,457.1,,181.0,True,,,,False,True,True,True,,True
48493,389,150.0,233.0,,,,484.0,75.1,65.1,83.4,,236.0,-239.0,-156.0,,,,95.0,-313.9,-323.9,-305.6,,-153.0,True,,,,True,False,False,False,,True
48495,35,0.0,0.0,,,,12.0,7.1,3.6,102.8,,3.0,-35.0,-35.0,,,,-23.0,-27.9,-31.4,67.8,,-32.0,False,,,,True,True,True,False,,True
48497,189,408.0,205.0,,,,467.0,68.8,35.3,344.1,,408.0,219.0,16.0,,,,278.0,-120.2,-153.7,155.1,,219.0,True,,,,False,True,True,True,,False
48499,162,108.0,64.0,,,,235.0,24.4,48.6,403.1,,76.0,-54.0,-98.0,,,,73.0,-137.6,-113.4,241.1,,-86.0,False,,,,False,False,False,False,,False
48501,113,90.0,89.0,,,,10.0,46.9,8.0,121.8,,68.0,-23.0,-24.0,,,,-103.0,-66.1,-105.0,8.8,,-45.0,False,,,,False,False,False,True,,False
48503,155,54.0,13.0,,,,175.0,5.8,6.7,125.1,,28.0,-101.0,-142.0,,,,20.0,-149.2,-148.3,-29.9,,-127.0,False,,,,True,False,False,True,,False
48505,100,240.0,282.0,,,,154.0,45.4,46.6,199.4,,206.0,140.0,182.0,,,,54.0,-54.6,-53.4,99.4,,106.0,False,,,,True,True,True,True,,True
48507,127,60.0,73.0,,,,188.0,12.9,6.2,165.4,,36.0,-67.0,-54.0,,,,61.0,-114.1,-120.8,38.4,,-91.0,True,,,,True,False,False,True,,False
49001,0,0.0,0.0,,,,6.0,,0.0,,,,0.0,0.0,,,,6.0,,0.0,,,,True,,,,False,,True,,,
49003,0,0.0,0.0,,,,58.0,,0.0,,,,0.0,0.0,,,,58.0,,0.0,,,,True,,,,False,,True,,,
49005,0,0.0,0.0,,,,225.0,,0.0,0.0,,,0.0,0.0,,,,225.0,,0.0,0.0,,,True,,,,False,,True,True,,
49007,0,0.0,0.0,,,,49.0,,0.0,0.0,,,0.0,0.0,,,,49.0,,0.0,0.0,,,True,,,,False,,True,True,,
49009,0,0.0,0.0,,,,0.0,,0.0,,,,0.0,0.0,,,,0.0,,0.0,,,,True,,,,True,,True,,,
49011,1972,1218.0,1811.0,,,,1237.0,991.0,797.3,824.8,,873.0,-754.0,-161.0,,,,-735.0,-981.0,-1174.7,-1147.2,,-1099.0,True,,,,True,False,False,False,,False
49013,0,0.0,0.0,,,,35.0,,0.0,0.0,,,0.0,0.0,,,,35.0,,0.0,0.0,,,True,,,,False,,True,True,,
49015,0,0.0,0.0,,,,6.0,,0.0,0.0,,,0.0,0.0,,,,6.0,,0.0,0.0,,,True,,,,False,,True,True,,
49017,0,0.0,0.0,,,,0.0,,0.0,,,,0.0,0.0,,,,0.0,,0.0,,,,True,,,,True,,True,,,
49019,0,0.0,0.0,,,,0.0,,0.0,0.0,,,0.0,0.0,,,,0.0,,0.0,0.0,,,True,,,,True,,True,True,,
49021,0,0.0,0.0,,,,140.0,,0.0,0.0,,,0.0,0.0,,,,140.0,,0.0,0.0,,,True,,,,False,,True,True,,
49023,0,0.0,0.0,,,,0.0,,0.0,,,,0.0,0.0,,,,0.0,,0.0,,,,True,,,,True,,True,,,
49025,0,0.0,0.0,,,,6.0,,0.0,0.0,,,0.0,0.0,,,,6.0,,0.0,0.0,,,True,,,,False,,True,True,,
49027,0,0.0,0.0,,,,17.0,,0.0,,,,0.0,0.0,,,,17.0,,0.0,,,,True,,,,False,,True,,,
49029,0,0.0,0.0,,,,6.0,,0.0,,,,0.0,0.0,,,,6.0,,0.0,,,,True,,,,False,,True,,,
49031,0,0.0,0.0,,,,0.0,,0.0,,,,0.0,0.0,,,,0.0,,0.0,,,,True,,,,True,,True,,,
49033,0,0.0,0.0,,,,0.0,,0.0,,,,0.0,0.0,,,,0.0,,0.0,,,,True,,,,True,,True,,,
49035,10316,6060.0,5008.0,,,,6325.0,6233.4,4185.3,3913.7,,3105.0,-4256.0,-5308.0,,,,-3991.0,-4082.6,-6130.7,-6402.3,,-7211.0,False,,,,True,True,False,False,,False
49037,46,48.0,0.0,,,,7.0,2.9,3.3,154.0,,2.0,2.0,-46.0,,,,-39.0,-43.1,-42.7,108.0,,-44.0,False,,,,False,False,False,False,,False
49039,0,0.0,0.0,,,,75.0,,0.0,,,,0.0,0.0,,,,75.0,,0.0,,,,True,,,,False,,True,,,
49041,0,0.0,0.0,,,,23.0,,0.0,,,,0.0,0.0,,,,23.0,,0.0,,,,True,,,,False,,True,,,
49043,241,456.0,570.0,,,,178.0,164.5,147.0,191.2,,112.0,215.0,329.0,,,,-63.0,-76.5,-94.0,-49.8,,-129.0,False,,,,True,True,True,True,,True
49045,281,150.0,121.0,,,,137.0,49.8,134.7,172.6,,146.0,-131.0,-160.0,,,,-144.0,-231.2,-146.3,-108.4,,-135.0,False,,,,False,False,False,True,,False
49047,0,0.0,0.0,,,,23.0,,0.0,0.0,,,0.0,0.0,,,,23.0,,0.0,0.0,,,True,,,,False,,True,True,,
49049,10386,4398.0,5953.0,,,,2856.0,3869.0,2593.6,3888.6,,2523.0,-5988.0,-4433.0,,,,-7530.0,-6517.0,-7792.4,-6497.4,,-7863.0,True,,,,False,False,False,False,,False
49051,215,114.0,132.0,,,,136.0,17.1,216.9,85.5,,66.0,-101.0,-83.0,,,,-79.0,-197.9,1.9,-129.5,,-149.0,True,,,,True,False,True,False,,False
49053,0,0.0,0.0,,,,1001.0,,0.0,0.0,,,0.0,0.0,,,,1001.0,,0.0,0.0,,,True,,,,False,,True,True,,
49055,0,0.0,0.0,,,,0.0,,0.0,,,,0.0,0.0,,,,0.0,,0.0,,,,True,,,,True,,True,,,
49057,0,0.0,0.0,,,,812.0,,0.0,,,,0.0,0.0,,,,812.0,,0.0,,,,True,,,,False,,True,,,
50001,9,12.0,0.0,,,,6.0,0.6,8.7,6.4,,10.0,3.0,-9.0,,,,-3.0,-8.4,-0.3,-2.6,,1.0,False,,,,False,False,True,True,,True
50003,29,18.0,5.0,,,,1.0,1.7,4.5,15.5,,15.0,-11.0,-24.0,,,,-28.0,-27.3,-24.5,-13.5,,-14.0,False,,,,False,False,False,False,,False
50005,5,6.0,0.0,,,,6.0,0.2,0.0,4.4,,8.0,1.0,-5.0,,,,1.0,-4.8,-5.0,-0.6,,3.0,False,,,,False,False,False,True,,False
50007,80,108.0,260.0,,,,52.0,10.9,0.7,127.0,,80.0,28.0,180.0,,,,-28.0,-69.1,-79.3,47.0,,0.0,False,,,,False,False,False,False,,True
50009,0,0.0,0.0,,,,0.0,0.0,0.1,0.8,,0.0,0.0,0.0,,,,0.0,0.0,0.1,0.8,,0.0,True,,,,True,False,False,False,,True
50011,9,12.0,0.0,,,,6.0,0.1,21.8,15.0,,9.0,3.0,-9.0,,,,-3.0,-8.9,12.8,6.0,,0.0,False,,,,False,False,False,False,,True
50013,3,0.0,0.0,,,,0.0,0.1,0.0,,,0.0,-3.0,-3.0,,,,-3.0,-2.9,-3.0,,,-3.0,False,,,,False,True,False,,,False
50015,14,12.0,0.0,,,,6.0,0.2,0.0,10.7,,6.0,-2.0,-14.0,,,,-8.0,-13.8,-14.0,-3.3,,-8.0,False,,,,False,False,False,False,,False
50017,5,18.0,33.0,,,,12.0,0.1,7.4,,,22.0,13.0,28.0,,,,7.0,-4.9,2.4,,,17.0,False,,,,True,True,True,,,False
50019,7,0.0,0.0,,,,0.0,0.1,0.7,0.7,,2.0,-7.0,-7.0,,,,-7.0,-6.9,-6.3,-6.3,,-5.0,False,,,,False,True,True,True,,True
50021,29,12.0,1.0,,,,15.0,0.3,32.5,33.5,,8.0,-17.0,-28.0,,,,-14.0,-28.7,3.5,4.5,,-21.0,False,,,,True,False,True,True,,False
50023,18,12.0,1.0,,,,18.0,0.4,7.0,9.9,,15.0,-6.0,-17.0,,,,0.0,-17.6,-11.0,-8.1,,-3.0,False,,,,True,False,False,False,,True
50025,13,54.0,0.0,,,,8.0,3.8,55.9,29.2,,32.0,41.0,-13.0,,,,-5.0,-9.2,42.9,16.2,,19.0,True,,,,True,True,False,True,,True
50027,17,0.0,0.0,,,,25.0,0.7,4.5,4.2,,6.0,-17.0,-17.0,,,,8.0,-16.3,-12.5,-12.8,,-11.0,False,,,,True,True,True,True,,True
51001,50,90.0,50.0,,,,109.0,6.2,2.0,30.7,,44.0,40.0,0.0,,,,59.0,-43.8,-48.0,-19.3,,-6.0,True,,,,False,False,False,True,,True
51003,396,390.0,357.0,,,,239.0,74.3,276.1,276.9,,316.0,-6.0,-39.0,,,,-157.0,-321.7,-119.9,-119.1,,-80.0,False,,,,False,False,False,False,,False
51005,22,12.0,0.0,,,,16.0,3.5,0.0,32.3,,0.0,-10.0,-22.0,,,,-6.0,-18.5,-22.0,10.3,,-22.0,False,,,,True,False,False,False,,False
51007,34,54.0,67.0,,,,22.0,13.0,15.7,55.9,,68.0,20.0,33.0,,,,-12.0,-21.0,-18.3,21.9,,34.0,False,,,,True,False,True,False,,False
51009,171,282.0,254.0,,,,63.0,74.6,180.1,291.9,,179.0,111.0,83.0,,,,-108.0,-96.4,9.1,120.9,,8.0,True,,,,True,True,True,False,,True
51011,92,168.0,322.0,,,,25.0,57.2,206.9,252.2,,174.0,76.0,230.0,,,,-67.0,-34.8,114.9,160.2,,82.0,False,,,,True,True,False,False,,False
51013,669,966.0,944.0,,,,744.0,272.0,1654.9,1417.5,,948.0,297.0,275.0,,,,75.0,-397.0,985.9,748.5,,279.0,True,,,,True,False,False,False,,True
51015,183,210.0,400.0,,,,142.0,53.5,378.8,149.2,,205.0,27.0,217.0,,,,-41.0,-129.5,195.8,-33.8,,22.0,False,,,,False,False,False,False,,True
51017,13,0.0,0.0,,,,0.0,,0.0,1.4,,0.0,-13.0,-13.0,,,,-13.0,,-13.0,-11.6,,-13.0,False,,,,False,,False,True,,False
51019,361,420.0,565.0,,,,194.0,164.4,528.2,464.4,,643.0,59.0,204.0,,,,-167.0,-196.6,167.2,103.4,,282.0,False,,,,False,False,False,False,,False
51021,28,48.0,68.0,,,,14.0,,13.2,,,10.0,20.0,40.0,,,,-14.0,,-14.8,,,-18.0,False,,,,True,,True,,,True
51023,88,36.0,64.0,,,,54.0,3.9,33.7,90.1,,20.0,-52.0,-24.0,,,,-34.0,-84.1,-54.3,2.1,,-68.0,True,,,,True,False,False,True,,False
51025,104,96.0,55.0,,,,72.0,13.4,76.7,61.3,,37.0,-8.0,-49.0,,,,-32.0,-90.6,-27.3,-42.7,,-67.0,False,,,,False,False,False,False,,False
51027,81,60.0,42.0,,,,79.0,6.0,33.9,37.5,,85.0,-21.0,-39.0,,,,-2.0,-75.0,-47.1,-43.5,,4.0,False,,,,True,False,False,False,,True
51029,59,108.0,82.0,,,,56.0,24.6,19.8,64.9,,76.0,49.0,23.0,,,,-3.0,-34.4,-39.2,5.9,,17.0,True,,,,True,True,True,True,,True
51031,188,270.0,209.0,,,,130.0,266.1,142.4,328.9,,260.0,82.0,21.0,,,,-58.0,78.1,-45.6,140.9,,72.0,True,,,,True,True,True,False,,True
51033,130,114.0,119.0,,,,71.0,25.1,79.8,110.6,,70.0,-16.0,-11.0,,,,-59.0,-104.9,-50.2,-19.4,,-60.0,True,,,,False,False,False,False,,False
51035,138,192.0,183.0,,,,132.0,35.2,122.5,119.2,,283.0,54.0,45.0,,,,-6.0,-102.8,-15.5,-18.8,,145.0,True,,,,True,False,True,True,,False
51036,25,42.0,53.0,,,,17.0,11.0,7.8,23.5,,107.0,17.0,28.0,,,,-8.0,-14.0,-17.2,-1.5,,82.0,False,,,,True,True,False,True,,False
51037,75,12.0,0.0,,,,22.0,2.4,15.2,4.9,,7.0,-63.0,-75.0,,,,-53.0,-72.6,-59.8,-70.1,,-68.0,False,,,,True,False,True,False,,False
51041,1317,1314.0,1094.0,,,,1163.0,414.9,563.9,761.5,,1021.0,-3.0,-223.0,,,,-154.0,-902.1,-753.1,-555.5,,-296.0,False,,,,False,False,False,False,,False
51043,23,12.0,0.0,,,,28.0,12.3,15.0,10.1,,5.0,-11.0,-23.0,,,,5.0,-10.7,-8.0,-12.9,,-18.0,False,,,,True,True,True,False,,False
51045,11,18.0,0.0,,,,3.0,0.6,3.4,,,20.0,7.0,-11.0,,,,-8.0,-10.4,-7.6,,,9.0,False,,,,False,False,False,,,False
51047,157,192.0,183.0,,,,134.0,32.9,133.7,174.8,,118.0,35.0,26.0,,,,-23.0,-124.1,-23.3,17.8,,-39.0,True,,,,True,False,True,True,,False
51049,15,72.0,108.0,,,,13.0,6.9,15.3,52.7,,122.0,57.0,93.0,,,,-2.0,-8.1,0.3,37.7,,107.0,False,,,,True,True,True,True,,False
51051,47,18.0,5.0,,,,53.0,,4.6,,,8.0,-29.0,-42.0,,,,6.0,,-42.4,,,-39.0,False,,,,True,,False,,,False
51053,153,168.0,241.0,,,,88.0,27.1,107.0,130.0,,318.0,15.0,88.0,,,,-65.0,-125.9,-46.0,-23.0,,165.0,False,,,,False,False,False,False,,False
51057,70,24.0,44.0,,,,34.0,1.8,31.7,138.5,,4.0,-46.0,-26.0,,,,-36.0,-68.2,-38.3,68.5,,-66.0,True,,,,True,False,True,False,,False
51059,3645,3894.0,5206.0,,,,2910.0,1381.1,0.6,4794.5,,3357.0,249.0,1561.0,,,,-735.0,-2263.9,-3644.4,1149.5,,-288.0,False,,,,False,False,False,False,,False
51061,277,276.0,772.0,,,,154.0,194.0,678.8,154.1,,649.0,-1.0,495.0,,,,-123.0,-83.0,401.8,-122.9,,372.0,False,,,,False,False,False,False,,False
51063,93,60.0,25.0,,,,39.0,9.6,89.6,61.2,,7.0,-33.0,-68.0,,,,-54.0,-83.4,-3.4,-31.8,,-86.0,False,,,,False,False,True,True,,False
51065,176,42.0,42.0,,,,41.0,9.6,54.9,35.6,,21.0,-134.0,-134.0,,,,-135.0,-166.4,-121.1,-140.4,,-155.0,False,,,,False,False,True,False,,False
51067,311,72.0,64.0,,,,147.0,3.0,29.6,64.3,,86.0,-239.0,-247.0,,,,-164.0,-308.0,-281.4,-246.7,,-225.0,False,,,,True,False,False,False,,True
51069,202,210.0,355.0,,,,173.0,54.6,71.8,134.4,,640.0,8.0,153.0,,,,-29.0,-147.4,-130.2,-67.6,,438.0,False,,,,False,False,False,False,,False
51071,59,36.0,52.0,,,,32.0,2.9,0.3,27.7,,41.0,-23.0,-7.0,,,,-27.0,-56.1,-58.7,-31.3,,-18.0,True,,,,False,False,False,False,,True
51073,70,72.0,120.0,,,,74.0,17.9,39.3,30.8,,32.0,2.0,50.0,,,,4.0,-52.1,-30.7,-39.2,,-38.0,False,,,,False,False,False,False,,False
51075,99,42.0,69.0,,,,65.0,6.5,59.9,61.8,,20.0,-57.0,-30.0,,,,-34.0,-92.5,-39.1,-37.2,,-79.0,True,,,,True,False,True,True,,False
51077,153,30.0,20.0,,,,83.0,12.7,10.4,46.4,,26.0,-123.0,-133.0,,,,-70.0,-140.3,-142.6,-106.6,,-127.0,False,,,,True,False,False,True,,False
51079,41,78.0,46.0,,,,26.0,17.0,60.9,46.1,,46.0,37.0,5.0,,,,-15.0,-24.0,19.9,5.1,,5.0,True,,,,True,True,True,True,,True
51081,186,288.0,0.0,,,,95.0,187.9,546.2,180.7,,0.0,102.0,-186.0,,,,-91.0,1.9,360.2,-5.3,,-186.0,False,,,,True,True,False,True,,False
51083,188,102.0,85.0,,,,150.0,27.3,74.2,77.2,,157.0,-86.0,-103.0,,,,-38.0,-160.7,-113.8,-110.8,,-31.0,False,,,,True,False,False,False,,True
51085,611,246.0,201.0,,,,258.0,86.5,141.6,188.5,,130.0,-365.0,-410.0,,,,-353.0,-524.5,-469.4,-422.5,,-481.0,False,,,,True,False,False,False,,False
51087,1256,1356.0,1319.0,,,,1245.0,393.6,1022.9,1262.1,,993.0,100.0,63.0,,,,-11.0,-862.4,-233.1,6.1,,-263.0,True,,,,True,False,False,True,,False
51089,353,414.0,398.0,,,,274.0,121.6,203.1,436.6,,198.0,61.0,45.0,,,,-79.0,-231.4,-149.9,83.6,,-155.0,True,,,,False,False,False,False,,False
51091,2,0.0,0.0,,,,0.0,0.1,0.6,0.7,,0.0,-2.0,-2.0,,,,-2.0,-1.9,-1.4,-1.3,,-2.0,False,,,,False,True,True,True,,False
51093,295,264.0,305.0,,,,119.0,72.2,232.1,338.1,,154.0,-31.0,10.0,,,,-176.0,-222.8,-62.9,43.1,,-141.0,True,,,,False,False,False,False,,False
51095,171,342.0,595.0,,,,260.0,171.3,228.5,150.6,,558.0,171.0,424.0,,,,89.0,0.3,57.5,-20.4,,387.0,False,,,,True,True,True,True,,False
51097,31,24.0,0.0,,,,13.0,1.7,13.7,37.1,,37.0,-7.0,-31.0,,,,-18.0,-29.3,-17.4,6.1,,6.0,False,,,,False,False,False,True,,True
51099,53,120.0,194.0,,,,64.0,37.2,49.7,155.2,,82.0,67.0,141.0,,,,11.0,-15.8,-3.3,102.2,,29.0,False,,,,True,True,True,False,,True
51101,56,30.0,73.0,,,,37.0,0.2,47.1,27.1,,10.0,-26.0,17.0,,,,-19.0,-55.8,-8.9,-28.9,,-46.0,True,,,,True,False,True,False,,False
51103,104,42.0,80.0,,,,20.0,3.4,38.9,22.8,,39.0,-62.0,-24.0,,,,-84.0,-100.6,-65.2,-81.2,,-65.0,True,,,,False,False,False,False,,False
51105,139,72.0,90.0,,,,144.0,5.9,0.0,44.2,,26.0,-67.0,-49.0,,,,5.0,-133.1,-139.0,-94.8,,-113.0,True,,,,True,False,False,False,,False
51107,1272,1212.0,1127.0,,,,948.0,408.1,6.9,946.8,,969.0,-60.0,-145.0,,,,-324.0,-863.9,-1265.1,-325.2,,-303.0,False,,,,False,False,False,False,,False
51109,73,162.0,356.0,,,,75.0,17.0,62.4,115.8,,193.0,89.0,283.0,,,,2.0,-56.0,-10.6,42.8,,120.0,False,,,,True,True,True,True,,False
51111,39,84.0,102.0,,,,31.0,12.5,22.2,72.0,,143.0,45.0,63.0,,,,-8.0,-26.5,-16.8,33.0,,104.0,False,,,,True,True,True,True,,False
51113,30,72.0,137.0,,,,16.0,4.6,46.4,53.9,,73.0,42.0,107.0,,,,-14.0,-25.4,16.4,23.9,,43.0,False,,,,True,True,True,True,,False
51115,62,0.0,1.0,,,,8.0,0.7,5.7,,,4.0,-62.0,-61.0,,,,-54.0,-61.3,-56.3,,,-58.0,True,,,,True,True,True,,,True
51117,297,120.0,24.0,,,,170.0,18.2,123.0,240.9,,33.0,-177.0,-273.0,,,,-127.0,-278.8,-174.0,-56.1,,-264.0,False,,,,True,False,True,True,,False
51119,69,18.0,12.0,,,,17.0,2.8,20.3,25.0,,3.0,-51.0,-57.0,,,,-52.0,-66.2,-48.7,-44.0,,-66.0,False,,,,False,False,True,True,,False
51121,1730,246.0,468.0,,,,297.0,108.6,130.7,211.7,,755.0,-1484.0,-1262.0,,,,-1433.0,-1621.4,-1599.3,-1518.3,,-975.0,True,,,,True,False,False,False,,True
51125,30,120.0,231.0,,,,16.0,4.5,33.7,112.9,,88.0,90.0,201.0,,,,-14.0,-25.5,3.7,82.9,,58.0,False,,,,True,True,True,True,,True
51127,67,30.0,34.0,,,,60.0,4.4,23.0,19.2,,16.0,-37.0,-33.0,,,,-7.0,-62.6,-44.0,-47.8,,-51.0,True,,,,True,False,False,False,,False
51131,5,30.0,4.0,,,,35.0,1.9,13.0,19.9,,36.0,25.0,-1.0,,,,30.0,-3.1,8.0,14.9,,31.0,True,,,,False,True,True,True,,False
51133,97,18.0,9.0,,,,28.0,6.8,23.3,47.4,,4.0,-79.0,-88.0,,,,-69.0,-90.2,-73.7,-49.6,,-93.0,False,,,,True,False,True,True,,False
51135,87,6.0,33.0,,,,56.0,0.0,49.8,19.8,,1.0,-81.0,-54.0,,,,-31.0,-87.0,-37.2,-67.2,,-86.0,True,,,,True,False,True,True,,False
51137,97,66.0,39.0,,,,69.0,6.2,5.6,78.7,,109.0,-31.0,-58.0,,,,-28.0,-90.8,-91.4,-18.3,,12.0,False,,,,True,False,False,True,,True
51139,50,30.0,30.0,,,,47.0,2.6,3.6,19.5,,11.0,-20.0,-20.0,,,,-3.0,-47.4,-46.4,-30.5,,-39.0,False,,,,True,False,False,False,,False
51141,89,114.0,86.0,,,,65.0,49.3,144.1,218.4,,45.0,25.0,-3.0,,,,-24.0,-39.7,55.1,129.4,,-44.0,True,,,,True,False,False,False,,False
51143,438,390.0,133.0,,,,250.0,272.8,572.0,505.6,,131.0,-48.0,-305.0,,,,-188.0,-165.2,134.0,67.6,,-307.0,False,,,,False,False,False,False,,False
51145,58,102.0,122.0,,,,55.0,31.5,108.7,91.9,,74.0,44.0,64.0,,,,-3.0,-26.5,50.7,33.9,,16.0,False,,,,True,True,False,True,,True
51147,140,114.0,25.0,,,,93.0,34.0,162.4,97.0,,87.0,-26.0,-115.0,,,,-47.0,-106.0,22.4,-43.0,,-53.0,False,,,,False,False,True,False,,False
51149,377,186.0,64.0,,,,154.0,42.4,88.7,53.4,,77.0,-191.0,-313.0,,,,-223.0,-334.6,-288.3,-323.6,,-300.0,False,,,,False,False,False,False,,False
51153,2389,2724.0,3824.0,,,,1494.0,997.3,2130.8,3071.4,,1956.0,335.0,1435.0,,,,-895.0,-1391.7,-258.2,682.4,,-433.0,False,,,,False,False,True,False,,False
51155,139,78.0,108.0,,,,103.0,53.2,22.4,139.0,,280.0,-61.0,-31.0,,,,-36.0,-85.8,-116.6,0.0,,141.0,True,,,,True,False,False,True,,False
51157,18,18.0,0.0,,,,6.0,2.6,16.9,15.1,,11.0,0.0,-18.0,,,,-12.0,-15.4,-1.1,-2.9,,-7.0,False,,,,False,False,False,False,,False
51159,64,0.0,0.0,,,,42.0,0.1,32.9,13.1,,1.0,-64.0,-64.0,,,,-22.0,-63.9,-31.1,-50.9,,-63.0,False,,,,True,True,True,True,,True
51161,410,216.0,274.0,,,,283.0,52.6,150.2,162.6,,301.0,-194.0,-136.0,,,,-127.0,-357.4,-259.8,-247.4,,-109.0,True,,,,True,False,False,False,,True
51163,46,24.0,66.0,,,,24.0,10.4,12.6,45.7,,32.0,-22.0,20.0,,,,-22.0,-35.6,-33.4,-0.3,,-14.0,True,,,,False,False,False,True,,True
51165,521,174.0,116.0,,,,197.0,27.2,125.5,156.2,,124.0,-347.0,-405.0,,,,-324.0,-493.8,-395.5,-364.8,,-397.0,False,,,,True,False,False,False,,False
51167,119,132.0,40.0,,,,132.0,13.4,20.1,320.9,,62.0,13.0,-79.0,,,,13.0,-105.6,-98.9,201.9,,-57.0,False,,,,False,False,False,False,,False
51169,63,132.0,87.0,,,,108.0,22.0,41.9,144.7,,60.0,69.0,24.0,,,,45.0,-41.0,-21.1,81.7,,-3.0,True,,,,True,True,True,False,,True
51171,64,120.0,145.0,,,,94.0,17.3,128.8,82.8,,57.0,56.0,81.0,,,,30.0,-46.7,64.8,18.8,,-7.0,False,,,,True,True,False,True,,True
51173,316,294.0,613.0,,,,139.0,306.7,644.5,418.1,,413.0,-22.0,297.0,,,,-177.0,-9.3,328.5,102.1,,97.0,False,,,,False,True,False,False,,False
51175,454,150.0,0.0,,,,80.0,46.2,172.2,104.9,,96.0,-304.0,-454.0,,,,-374.0,-407.8,-281.9,-349.1,,-358.0,False,,,,False,False,True,False,,False
51177,486,558.0,252.0,,,,355.0,117.9,693.4,547.3,,283.0,72.0,-234.0,,,,-131.0,-368.1,207.4,61.3,,-203.0,False,,,,False,False,False,True,,False
51179,479,594.0,429.0,,,,387.0,171.4,656.7,883.3,,411.0,115.0,-50.0,,,,-92.0,-307.6,177.7,404.3,,-68.0,True,,,,True,False,False,False,,True
51181,68,36.0,40.0,,,,14.0,7.0,12.0,50.2,,66.0,-32.0,-28.0,,,,-54.0,-61.0,-56.0,-17.8,,-2.0,True,,,,False,False,False,True,,True
51183,249,36.0,41.0,,,,76.0,5.2,28.4,60.8,,7.0,-213.0,-208.0,,,,-173.0,-243.8,-220.6,-188.2,,-242.0,True,,,,True,False,False,True,,False
51185,172,234.0,473.0,,,,146.0,101.8,74.5,140.1,,604.0,62.0,301.0,,,,-26.0,-70.2,-97.5,-31.9,,432.0,False,,,,True,False,False,True,,False
51187,70,84.0,111.0,,,,77.0,14.8,192.1,42.1,,74.0,14.0,41.0,,,,7.0,-55.2,122.1,-27.9,,4.0,False,,,,True,False,False,False,,True
51191,314,270.0,297.0,,,,265.0,39.1,103.3,195.1,,318.0,-44.0,-17.0,,,,-49.0,-274.9,-210.7,-118.9,,4.0,True,,,,False,False,False,False,,True
