,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
28081,291,151.0,148.4,,131.0,89.0,,,,,,149.5,,,154.0,,147.2,68.8,,98.1,130.7,21.2,162.0,165.0,,108.1,,148.2,,,,133.0,125.1,,-140.0,-142.6,,-160.0,-202.0,,,,,,-141.5,,,-137.0,,-143.8,-222.2,,-192.9,-160.3,-269.8,-129.0,-126.0,,-182.9,,-142.8,,,,-158.0,-165.9,,False,,False,False,,,,,,False,,,True,,False,False,,False,False,False,True,True,,False,,False,,,,False,False,
28083,51,48.0,44.2,,37.0,11.0,,,,,,47.7,,,42.0,,46.9,18.7,,19.6,37.4,0.1,53.0,34.0,,23.0,,47.6,,,,0.0,42.9,,-3.0,-6.8,,-14.0,-40.0,,,,,,-3.3,,,-9.0,,-4.1,-32.3,,-31.4,-13.6,-50.9,2.0,-17.0,,-28.0,,-3.4,,,,-51.0,-8.1,,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,True,False,,False,,False,,,,False,False,
28085,42,40.0,43.5,,28.0,16.0,,,,,,43.6,,,28.0,,31.9,21.4,,16.4,31.6,0.3,55.0,37.0,,22.2,,34.3,,,,38.0,35.3,8.5,-2.0,1.5,,-14.0,-26.0,,,,,,1.6,,,-14.0,,-10.1,-20.6,,-25.6,-10.4,-41.7,13.0,-5.0,,-19.8,,-7.7,,,,-4.0,-6.7,-33.5,True,,False,False,,,,,,True,,,False,,False,False,,False,False,False,False,False,,False,,False,,,,False,False,False
28087,65,182.0,188.3,,124.0,270.0,,,,,,54.3,,,91.0,,225.7,30.2,,123.8,79.0,45.2,169.0,225.0,,105.2,,163.8,,,,177.0,114.3,,117.0,123.3,,59.0,205.0,,,,,,-10.7,,,26.0,,160.7,-34.8,,58.8,14.0,-19.8,104.0,160.0,,40.2,,98.8,,,,112.0,49.3,,False,,True,False,,,,,,True,,,True,,False,True,,True,True,True,True,False,,True,,True,,,,True,True,
28089,77,110.0,107.8,,82.0,157.0,,,,,,91.7,,,82.0,,116.0,57.6,,68.3,77.6,11.9,124.0,139.0,,58.2,,106.3,,,,95.0,97.5,7.4,33.0,30.8,,5.0,80.0,,,,,,14.7,,,5.0,,39.0,-19.4,,-8.7,0.6,-65.1,47.0,62.0,,-18.8,,29.3,,,,18.0,20.5,-69.6,True,,True,False,,,,,,True,,,True,,False,True,,True,True,False,False,False,,True,,True,,,,True,True,False
28091,21,24.0,24.5,,20.0,0.0,,,,,,26.6,,,23.0,,23.5,14.2,,16.1,20.2,0.3,28.0,26.0,,17.0,,22.4,,,,14.0,15.5,1.4,3.0,3.5,,-1.0,-21.0,,,,,,5.6,,,2.0,,2.5,-6.8,,-4.9,-0.8,-20.7,7.0,5.0,,-4.0,,1.4,,,,-7.0,-5.5,-19.6,False,,True,False,,,,,,False,,,True,,True,False,,False,True,False,False,False,,False,,True,,,,False,False,False
28093,21,31.0,28.2,,26.0,15.0,,,,,,61.4,,,50.0,,26.5,21.2,,22.6,32.9,0.3,29.0,30.0,,17.4,,32.0,,,,15.0,18.4,59.1,10.0,7.2,,5.0,-6.0,,,,,,40.4,,,29.0,,5.5,0.2,,1.6,11.9,-20.7,8.0,9.0,,-3.6,,11.0,,,,-6.0,-2.6,38.1,True,,True,True,,,,,,False,,,False,,True,True,,True,False,False,True,True,,True,,False,,,,True,True,False
28095,48,52.0,51.5,,36.0,31.0,,,,,,49.5,,,50.0,,54.3,37.0,,20.6,36.0,0.7,48.0,38.0,,24.3,,52.2,,,,36.0,40.1,,4.0,3.5,,-12.0,-17.0,,,,,,1.5,,,2.0,,6.3,-11.0,,-27.4,-12.0,-47.3,0.0,-10.0,,-23.7,,4.2,,,,-12.0,-7.9,,True,,False,False,,,,,,True,,,True,,False,False,,False,False,False,True,False,,False,,False,,,,False,False,
28097,20,10.0,9.8,,9.0,7.0,,,,,,17.2,,,13.0,,7.8,5.5,,2.8,9.3,0.0,13.0,3.0,,10.2,,10.8,,,,1.0,10.0,8.6,-10.0,-10.2,,-11.0,-13.0,,,,,,-2.8,,,-7.0,,-12.2,-14.5,,-17.2,-10.7,-20.0,-7.0,-17.0,,-9.8,,-9.2,,,,-19.0,-10.0,-11.4,False,,False,False,,,,,,True,,,True,,False,False,,False,False,False,True,False,,True,,True,,,,False,False,False
28099,66,45.0,44.4,,34.0,35.0,,,,,,39.1,,,32.0,,34.4,21.1,,15.4,36.1,0.6,45.0,38.0,,31.7,,43.9,,,,0.0,26.5,,-21.0,-21.6,,-32.0,-31.0,,,,,,-26.9,,,-34.0,,-31.6,-44.9,,-50.6,-29.9,-65.4,-21.0,-28.0,,-34.3,,-22.1,,,,-66.0,-39.5,,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,,,,False,False,
28101,21,16.0,16.5,,14.0,12.0,,,,,,20.4,,,20.0,,17.7,20.6,,4.9,14.3,0.5,19.0,16.0,,12.7,,17.6,,,,16.0,22.3,8.2,-5.0,-4.5,,-7.0,-9.0,,,,,,-0.6,,,-1.0,,-3.3,-0.4,,-16.1,-6.7,-20.5,-2.0,-5.0,,-8.3,,-3.4,,,,-5.0,1.3,-12.8,True,,False,False,,,,,,True,,,True,,True,True,,False,False,False,True,False,,False,,True,,,,False,True,False
28103,19,8.0,7.6,,4.0,3.0,,,,,,11.3,,,15.0,,6.5,6.2,,1.5,4.1,0.2,12.0,9.0,,0.7,,10.5,,,,0.0,3.5,5.6,-11.0,-11.4,,-15.0,-16.0,,,,,,-7.7,,,-4.0,,-12.5,-12.8,,-17.5,-14.9,-18.8,-7.0,-10.0,,-18.3,,-8.5,,,,-19.0,-15.5,-13.4,False,,False,False,,,,,,True,,,True,,False,False,,False,False,False,True,True,,False,,True,,,,False,False,False
28105,49,52.0,55.9,,42.0,39.0,,,,,,115.2,,,85.0,,36.1,31.6,,22.8,41.9,0.0,43.0,57.0,,63.4,,47.4,,,,5.0,88.1,,3.0,6.9,,-7.0,-10.0,,,,,,66.2,,,36.0,,-12.9,-17.4,,-26.2,-7.1,-49.0,-6.0,8.0,,14.4,,-1.6,,,,-44.0,39.1,,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,True,,,,False,False,
28107,43,59.0,59.9,,41.0,10.0,,,,,,74.5,,,46.0,,40.2,22.6,,41.3,57.5,0.5,86.0,24.0,,18.8,,48.0,,,,19.0,45.3,30.1,16.0,16.9,,-2.0,-33.0,,,,,,31.5,,,3.0,,-2.8,-20.4,,-1.7,14.5,-42.5,43.0,-19.0,,-24.2,,5.0,,,,-24.0,2.3,-12.9,False,,True,False,,,,,,False,,,True,,True,False,,True,True,False,False,False,,False,,True,,,,False,True,True
28109,54,30.0,28.6,,25.0,24.0,,,,,,44.3,,,33.0,,25.4,32.7,,13.7,26.3,43.7,38.0,54.0,,22.8,,25.0,,,,25.0,21.1,39.2,-24.0,-25.4,,-29.0,-30.0,,,,,,-9.7,,,-21.0,,-28.6,-21.3,,-40.3,-27.7,-10.3,-16.0,0.0,,-31.2,,-29.0,,,,-29.0,-32.9,-14.8,False,,False,False,,,,,,True,,,True,,False,True,,False,False,True,True,True,,False,,False,,,,False,False,True
28111,17,18.0,12.5,,9.0,7.0,,,,,,20.1,,,9.0,,21.7,9.1,,3.9,12.3,0.0,21.0,22.0,,4.2,,16.7,,,,30.0,21.7,29.7,1.0,-4.5,,-8.0,-10.0,,,,,,3.1,,,-8.0,,4.7,-7.9,,-13.1,-4.7,-17.0,4.0,5.0,,-12.8,,-0.3,,,,13.0,4.7,12.7,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,True,,,,False,False,False
28113,17,31.0,33.7,,25.0,,,,,,,41.5,,,34.0,,29.8,17.8,,15.3,20.9,0.2,38.0,45.0,,13.1,,33.5,,,,26.0,13.2,,14.0,16.7,,8.0,,,,,,,24.5,,,17.0,,12.8,0.8,,-1.7,3.9,-16.8,21.0,28.0,,-3.9,,16.5,,,,9.0,-3.8,,False,,True,,,,,,,False,,,False,,True,True,,True,True,False,False,False,,True,,False,,,,True,True,
28115,45,53.0,52.5,,43.0,32.0,,,,,,58.2,,,60.0,,44.2,24.5,,20.7,42.7,0.7,63.0,39.0,,34.8,,45.2,,,,37.0,46.6,25.6,8.0,7.5,,-2.0,-13.0,,,,,,13.2,,,15.0,,-0.8,-20.5,,-24.3,-2.3,-44.3,18.0,-6.0,,-10.2,,0.2,,,,-8.0,1.6,-19.4,True,,True,False,,,,,,False,,,False,,True,False,,False,True,False,False,True,,False,,True,,,,False,True,False
28117,34,54.0,55.5,,45.0,40.0,,,,,,46.6,,,48.0,,61.3,21.3,,19.7,44.7,0.1,62.0,14.0,,24.9,,46.6,,,,47.0,46.7,28.2,20.0,21.5,,11.0,6.0,,,,,,12.6,,,14.0,,27.3,-12.7,,-14.3,10.7,-33.9,28.0,-20.0,,-9.1,,12.6,,,,13.0,12.7,-5.8,False,,True,True,,,,,,True,,,True,,False,True,,True,True,False,False,False,,True,,True,,,,True,True,True
28119,21,4.0,4.4,,3.0,0.0,,,,,,15.1,,,10.0,,0.1,3.3,,1.3,5.4,0.0,5.0,0.0,,3.3,,4.7,,,,0.0,9.0,34.1,-17.0,-16.6,,-18.0,-21.0,,,,,,-5.9,,,-11.0,,-20.9,-17.7,,-19.7,-15.6,-21.0,-16.0,-21.0,,-17.7,,-16.3,,,,-21.0,-12.0,13.1,True,,False,False,,,,,,True,,,True,,False,False,,False,True,False,True,False,,False,,True,,,,False,True,True
28121,125,118.0,124.8,,96.0,45.0,,,,,,109.3,,,121.0,,137.9,71.3,,79.9,96.7,63.1,152.0,158.0,,69.1,,106.9,95.0,,,147.0,100.1,65.3,-7.0,-0.2,,-29.0,-80.0,,,,,,-15.7,,,-4.0,,12.9,-53.7,,-45.1,-28.3,-61.9,27.0,33.0,,-55.9,,-18.1,-30.0,,,22.0,-24.9,-59.7,True,,False,False,,,,,,False,,,True,,False,False,,False,False,False,False,False,,False,,False,False,,,False,False,False
28123,7,15.0,14.9,,14.0,21.0,,,,,,13.8,,,44.0,,14.4,17.8,,3.1,10.1,0.3,20.0,24.0,,1.0,,15.4,,,,11.0,20.0,27.3,8.0,7.9,,7.0,14.0,,,,,,6.8,,,37.0,,7.4,10.8,,-3.9,3.1,-6.7,13.0,17.0,,-6.0,,8.4,,,,4.0,13.0,20.3,True,,True,False,,,,,,True,,,False,,True,False,,True,True,True,False,False,,True,,False,,,,True,False,False
28125,2,3.0,3.4,,3.0,0.0,,,,,,8.6,,,4.0,,3.9,1.4,,0.0,1.8,0.0,6.0,0.0,,2.7,,3.0,,,,0.0,2.6,13.5,1.0,1.4,,1.0,-2.0,,,,,,6.6,,,2.0,,1.9,-0.6,,-2.0,-0.2,-2.0,4.0,-2.0,,0.7,,1.0,,,,-2.0,0.6,11.5,False,,False,False,,,,,,False,,,False,,False,True,,False,True,False,False,False,,True,,True,,,,False,True,False
28127,30,34.0,31.6,,24.0,14.0,,,,,,37.7,,,26.0,,28.6,16.6,,18.2,24.0,0.2,38.0,36.0,,10.6,,30.2,,,,18.0,26.6,18.2,4.0,1.6,,-6.0,-16.0,,,,,,7.7,,,-4.0,,-1.4,-13.4,,-11.8,-6.0,-29.8,8.0,6.0,,-19.4,,0.2,,,,-12.0,-3.4,-11.8,True,,False,False,,,,,,False,,,False,,True,False,,False,False,False,False,False,,False,,True,,,,False,True,False
28129,19,13.0,13.7,,11.0,5.0,,,,,,18.8,,,11.0,,13.1,11.2,,5.1,11.1,0.7,14.0,13.0,,2.9,,12.5,,,,10.0,13.4,12.1,-6.0,-5.3,,-8.0,-14.0,,,,,,-0.2,,,-8.0,,-5.9,-7.8,,-13.9,-7.9,-18.3,-5.0,-6.0,,-16.1,,-6.5,,,,-9.0,-5.6,-6.9,True,,False,False,,,,,,True,,,False,,True,False,,False,False,False,True,False,,False,,False,,,,False,True,False
28131,14,24.0,23.6,,14.0,0.0,,,,,,21.3,,,25.0,,23.0,9.8,,8.0,13.9,0.0,19.0,21.0,,2.4,,23.9,,,,26.0,19.4,,10.0,9.6,,0.0,-14.0,,,,,,7.3,,,11.0,,9.0,-4.2,,-6.0,-0.1,-14.0,5.0,7.0,,-11.6,,9.9,,,,12.0,5.4,,True,,True,False,,,,,,True,,,False,,True,True,,True,True,False,True,True,,False,,True,,,,False,True,
28133,41,60.0,58.7,,42.0,24.0,,,,,,51.2,,,42.0,,63.0,17.1,,29.3,48.2,0.3,77.0,72.0,,30.7,,47.1,,,,0.0,57.8,15.3,19.0,17.7,,1.0,-17.0,,,,,,10.2,,,1.0,,22.0,-23.9,,-11.7,7.2,-40.7,36.0,31.0,,-10.3,,6.1,,,,-41.0,16.8,-25.7,True,,True,True,,,,,,True,,,True,,False,False,,True,True,False,False,False,,True,,True,,,,False,True,False
28135,15,24.0,21.2,,20.0,0.0,,,,,,33.3,,,39.0,,20.3,10.5,,5.0,18.8,0.1,31.0,8.0,,24.7,,21.8,,,,0.0,22.1,32.0,9.0,6.2,,5.0,-15.0,,,,,,18.3,,,24.0,,5.3,-4.5,,-10.0,3.8,-14.9,16.0,-7.0,,9.7,,6.8,,,,-15.0,7.1,17.0,True,,True,False,,,,,,False,,,False,,True,True,,False,True,False,False,True,,False,,True,,,,False,True,False
28137,33,53.0,51.3,,30.0,14.0,,,,,,42.5,,,30.0,,47.2,12.5,,27.8,40.4,0.8,61.0,49.0,,15.5,,47.4,,,,14.0,44.3,7.8,20.0,18.3,,-3.0,-19.0,,,,,,9.5,,,-3.0,,14.2,-20.5,,-5.2,7.4,-32.2,28.0,16.0,,-17.5,,14.4,,,,-19.0,11.3,-25.2,True,,True,True,,,,,,True,,,True,,True,False,,True,True,False,False,True,,True,,True,,,,True,True,False
28139,58,29.0,28.0,,22.0,14.0,,,,,,31.4,,,33.0,,36.6,10.1,,9.6,21.8,0.2,32.0,36.0,,18.8,,25.3,,,,26.0,24.9,26.8,-29.0,-30.0,,-36.0,-44.0,,,,,,-26.6,,,-25.0,,-21.4,-47.9,,-48.4,-36.2,-57.8,-26.0,-22.0,,-39.2,,-32.7,,,,-32.0,-33.1,-31.2,False,,False,False,,,,,,True,,,True,,True,False,,False,False,False,True,True,,False,,False,,,,False,False,False
28141,31,33.0,33.0,,26.0,0.0,,,,,,31.4,,,32.0,,32.2,17.6,,14.0,26.1,0.2,35.0,43.0,,20.8,,35.9,,,,17.0,22.9,20.5,2.0,2.0,,-5.0,-31.0,,,,,,0.4,,,1.0,,1.2,-13.4,,-17.0,-4.9,-30.8,4.0,12.0,,-10.2,,4.9,,,,-14.0,-8.1,-10.5,False,,False,False,,,,,,True,,,True,,True,False,,False,False,False,False,False,,False,,False,,,,False,False,False
28143,7,18.0,18.0,,9.0,3.0,,,,,,31.6,,,9.0,,8.4,4.5,,9.6,9.7,0.0,19.0,5.0,,1.4,,19.8,,,,0.0,14.8,23.0,11.0,11.0,,2.0,-4.0,,,,,,24.6,,,2.0,,1.4,-2.5,,2.6,2.7,-7.0,12.0,-2.0,,-5.6,,12.8,,,,-7.0,7.8,16.0,False,,True,True,,,,,,False,,,True,,True,True,,True,True,True,False,True,,True,,False,,,,True,True,False
28145,45,20.0,18.4,,18.0,4.0,,,,,,34.0,,,57.0,,26.2,20.8,,5.9,17.5,0.3,26.0,1.0,,12.0,,20.1,,,,28.0,23.5,40.5,-25.0,-26.6,,-27.0,-41.0,,,,,,-11.0,,,12.0,,-18.8,-24.2,,-39.1,-27.5,-44.7,-19.0,-44.0,,-33.0,,-24.9,,,,-17.0,-21.5,-4.5,False,,False,False,,,,,,True,,,True,,True,True,,False,False,False,True,False,,False,,True,,,,True,True,True
28147,4,8.0,8.2,,7.0,0.0,,,,,,12.8,,,9.0,,8.7,5.1,,2.9,7.6,0.1,11.0,14.0,,3.2,,6.8,,,,9.0,4.8,8.8,4.0,4.2,,3.0,-4.0,,,,,,8.8,,,5.0,,4.7,1.1,,-1.1,3.6,-3.9,7.0,10.0,,-0.8,,2.8,,,,5.0,0.8,4.8,False,,True,False,,,,,,False,,,False,,False,True,,True,True,True,False,False,,True,,True,,,,False,True,False
28149,21,27.0,27.0,,19.0,0.0,,,,,,39.8,,,35.0,,32.5,21.4,,12.3,18.5,0.6,38.0,27.0,,7.9,,26.3,,,,38.0,17.3,35.7,6.0,6.0,,-2.0,-21.0,,,,,,18.8,,,14.0,,11.5,0.4,,-8.7,-2.5,-20.4,17.0,6.0,,-13.1,,5.3,,,,17.0,-3.7,14.7,False,,True,False,,,,,,False,,,False,,False,True,,False,True,False,False,False,,False,,True,,,,False,True,False
28151,53,85.0,83.4,,58.0,35.0,,,,,,77.7,,,39.0,,76.4,26.6,,58.5,58.9,1.1,89.0,115.0,,26.8,,78.9,,,,0.0,64.1,,32.0,30.4,,5.0,-18.0,,,,,,24.7,,,-14.0,,23.4,-26.4,,5.5,5.9,-51.9,36.0,62.0,,-26.2,,25.9,,,,-53.0,11.1,,True,,True,True,,,,,,True,,,True,,True,True,,True,True,False,False,False,,True,,True,,,,False,True,
28153,23,30.0,31.9,,19.0,0.0,,,,,,19.8,,,28.0,,31.0,7.5,,8.8,19.1,0.7,31.0,61.0,,1.8,,28.3,,,,9.0,23.8,,7.0,8.9,,-4.0,-23.0,,,,,,-3.2,,,5.0,,8.0,-15.5,,-14.2,-3.9,-22.3,8.0,38.0,,-21.2,,5.3,,,,-14.0,0.8,,False,,True,False,,,,,,True,,,True,,False,False,,False,True,False,False,False,,False,,True,,,,False,True,
28155,9,7.0,7.0,,5.0,0.0,,,,,,10.4,,,13.0,,9.2,4.8,,1.8,5.0,0.4,7.0,14.0,,3.0,,7.1,,,,8.0,5.4,8.4,-2.0,-2.0,,-4.0,-9.0,,,,,,1.4,,,4.0,,0.2,-4.2,,-7.2,-4.0,-8.6,-2.0,5.0,,-6.0,,-1.9,,,,-1.0,-3.6,-0.6,True,,False,False,,,,,,True,,,False,,True,False,,False,False,False,False,False,,False,,True,,,,True,False,True
28157,4,3.0,2.2,,2.0,0.0,,,,,,8.7,,,7.0,,4.0,3.6,,0.8,3.9,0.0,6.0,13.0,,2.5,,6.7,,,,2.0,5.5,8.7,-1.0,-1.8,,-2.0,-4.0,,,,,,4.7,,,3.0,,-0.0,-0.4,,-3.2,-0.1,-4.0,2.0,9.0,,-1.5,,2.7,,,,-2.0,1.5,4.7,False,,False,False,,,,,,False,,,False,,True,True,,False,True,False,False,False,,False,,False,,,,False,False,False
28159,18,19.0,18.8,,11.0,0.0,,,,,,18.0,,,16.0,,19.0,8.2,,4.7,10.6,0.5,21.0,15.0,,1.6,,17.4,,,,15.0,10.9,,1.0,0.8,,-7.0,-18.0,,,,,,0.0,,,-2.0,,1.0,-9.8,,-13.3,-7.4,-17.5,3.0,-3.0,,-16.4,,-0.6,,,,-3.0,-7.1,,True,,False,False,,,,,,True,,,False,,False,False,,False,False,False,False,False,,False,,True,,,,False,False,
28161,18,19.0,17.1,,14.0,14.0,,,,,,10.8,,,14.0,,20.8,7.4,,7.2,14.3,0.3,19.0,24.0,,2.4,,17.8,,,,14.0,15.6,5.3,1.0,-0.9,,-4.0,-4.0,,,,,,-7.2,,,-4.0,,2.8,-10.6,,-10.8,-3.7,-17.7,1.0,6.0,,-15.6,,-0.2,,,,-4.0,-2.4,-12.7,True,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,True,,,,False,False,False
28163,16,26.0,24.7,,18.0,14.0,,,,,,28.6,,,46.0,,28.3,20.6,,9.7,18.4,0.1,27.0,30.0,,15.4,,23.3,,,,17.0,22.4,19.4,10.0,8.7,,2.0,-2.0,,,,,,12.6,,,30.0,,12.3,4.6,,-6.3,2.4,-15.9,11.0,14.0,,-0.6,,7.3,,,,1.0,6.4,3.4,True,,True,True,,,,,,False,,,False,,False,True,,True,True,False,False,False,,True,,True,,,,True,True,True
29001,34,20.0,20.0,,19.0,21.0,,,,,,23.4,,,87.0,,19.2,18.9,,14.6,28.4,10.7,30.0,4.0,,17.8,,15.2,,,,11.0,23.2,21.2,-14.0,-14.0,,-15.0,-13.0,,,,,,-10.6,,,53.0,,-14.8,-15.1,,-19.4,-5.6,-23.3,-4.0,-30.0,,-16.2,,-18.8,,,,-23.0,-10.8,-12.8,False,,False,True,,,,,,True,,,False,,False,False,,False,True,False,True,False,,False,,False,,,,False,True,True
29003,37,37.0,37.0,,37.0,58.0,,,,,,24.4,,,13.0,,39.3,24.8,,27.8,40.1,29.2,50.0,2.0,,46.3,,34.0,,,,43.0,37.2,21.4,0.0,-0.0,,0.0,21.0,,,,,,-12.6,,,-24.0,,2.3,-12.2,,-9.2,3.1,-7.8,13.0,-35.0,,9.3,,-3.0,,,,6.0,0.2,-15.6,False,,True,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,,,,False,False,False
29005,9,8.0,8.0,,3.0,0.0,,,,,,7.7,,,2.0,,10.2,3.6,,3.2,3.7,,11.0,1.0,,2.5,,,,,,7.0,6.5,6.7,-1.0,-1.0,,-6.0,-9.0,,,,,,-1.3,,,-7.0,,1.2,-5.4,,-5.8,-5.3,,2.0,-8.0,,-6.5,,,,,,-2.0,-2.5,-2.3,False,,False,False,,,,,,False,,,False,,False,False,,False,False,,False,False,,False,,,,,,False,False,False
29007,37,22.0,16.9,,21.0,61.0,,,,,,35.2,,,43.0,,21.8,36.0,,14.2,29.1,0.3,29.0,7.0,,21.5,,18.4,,,,29.0,58.9,78.2,-15.0,-20.1,,-16.0,24.0,,,,,,-1.8,,,6.0,,-15.2,-1.0,,-22.8,-7.9,-36.7,-8.0,-30.0,,-15.5,,-18.6,,,,-8.0,21.9,41.2,False,,False,False,,,,,,True,,,True,,False,True,,False,True,False,True,False,,False,,False,,,,True,False,False
29009,49,47.0,47.9,,47.0,35.0,,,,,,27.5,,,99.0,,58.1,23.0,,35.6,55.1,37.0,59.0,41.0,,71.6,,42.0,,,,48.0,29.1,12.0,-2.0,-1.1,,-2.0,-14.0,,,,,,-21.5,,,50.0,,9.1,-26.0,,-13.4,6.1,-12.0,10.0,-8.0,,22.6,,-7.0,,,,-1.0,-19.9,-37.0,True,,False,False,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,,,,True,False,False
29011,54,18.0,17.8,,17.0,28.0,,,,,,31.2,,,19.0,,19.8,9.3,,,16.6,11.4,21.0,13.0,,13.4,,15.8,,,,13.0,18.2,10.7,-36.0,-36.2,,-37.0,-26.0,,,,,,-22.8,,,-35.0,,-34.2,-44.7,,,-37.4,-42.6,-33.0,-41.0,,-40.6,,-38.2,,,,-41.0,-35.8,-43.3,False,,False,True,,,,,,True,,,True,,True,False,,,False,False,True,False,,False,,False,,,,False,True,False
29013,36,18.0,16.8,,18.0,14.0,,,,,,10.9,,,29.0,,23.9,8.6,,19.5,24.0,16.1,21.0,33.0,,3.8,,16.7,,,,25.0,16.8,8.3,-18.0,-19.2,,-18.0,-22.0,,,,,,-25.1,,,-7.0,,-12.1,-27.4,,-16.5,-12.0,-19.9,-15.0,-3.0,,-32.2,,-19.3,,,,-11.0,-19.2,-27.7,False,,False,False,,,,,,False,,,True,,True,False,,True,True,False,True,True,,False,,False,,,,True,False,False
29015,57,78.0,79.8,,78.0,39.0,,,,,,27.3,,,28.0,,113.6,14.5,,88.2,82.8,28.8,115.0,2.0,,104.3,,71.0,,,,114.0,67.7,21.9,21.0,22.8,,21.0,-18.0,,,,,,-29.7,,,-29.0,,56.6,-42.5,,31.2,25.8,-28.2,58.0,-55.0,,47.3,,14.0,,,,57.0,10.7,-35.1,False,,False,True,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,True,,,,False,True,False
29017,10,42.0,41.6,,34.0,94.0,,,,,,26.2,,,28.0,,50.7,20.4,,26.0,34.3,0.0,49.0,45.0,,31.6,,40.2,,,,37.0,48.6,43.2,32.0,31.6,,24.0,84.0,,,,,,16.2,,,18.0,,40.7,10.4,,16.0,24.3,-10.0,39.0,35.0,,21.6,,30.2,,,,27.0,38.6,33.2,True,,True,False,,,,,,True,,,True,,False,True,,True,True,True,False,False,,True,,True,,,,True,False,False
29019,126,290.0,385.6,,247.0,170.0,,,,,,1084.2,,,271.0,,295.8,128.1,,213.2,252.0,93.7,215.0,307.0,,204.0,,386.2,242.0,,,188.0,356.6,195.8,164.0,259.6,,121.0,44.0,,,,,,958.2,,,145.0,,169.8,2.1,,87.2,126.0,-32.3,89.0,181.0,,78.0,,260.2,116.0,,,62.0,230.6,69.8,False,,True,True,,,,,,False,,,True,,False,True,,True,True,True,True,False,,True,,False,True,,,True,False,True
29021,218,259.0,259.0,,244.0,327.0,,,,,,190.2,,,143.0,,248.9,110.5,,237.9,243.9,77.1,331.0,184.0,,263.9,,228.2,,,,241.0,245.4,9.7,41.0,41.0,,26.0,109.0,,,,,,-27.8,,,-75.0,,30.9,-107.5,,19.9,25.9,-140.9,113.0,-34.0,,45.9,,10.2,,,,23.0,27.4,-208.3,True,,True,False,,,,,,True,,,False,,True,False,,True,True,False,False,True,,False,,True,,,,True,True,False
