,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
01099,7,14.0,8.1,,9.0,0.0,,,,,,26.7,,,41.0,,12.2,6.7,,2.9,8.8,0.0,,8.0,,10.8,,12.0,,,,,22.1,19.9,7.0,1.1,,2.0,-7.0,,,,,,19.7,,,34.0,,5.2,-0.3,,-4.1,1.8,-7.0,,1.0,,3.8,,5.0,,,,,15.1,12.9,True,,True,False,,,,,,False,,,False,,True,True,,True,True,True,,True,,True,,True,,,,,False,False
01101,193,206.0,203.5,228.7,189.0,265.0,,,,,,228.8,,,527.0,,182.9,135.0,,117.6,144.6,19.1,322.0,164.0,,141.5,,188.5,282.0,,,,283.4,43.8,13.0,10.5,35.7,-4.0,72.0,,,,,,35.8,,,334.0,,-10.1,-58.0,,-75.4,-48.4,-173.9,129.0,-29.0,,-51.5,,-4.5,89.0,,,,90.4,-149.2,True,False,True,False,,,,,,False,,,False,,True,False,,False,False,False,False,False,,False,,True,False,,,,False,False
01103,152,111.0,111.2,,99.0,144.0,,,,,,124.2,,,301.0,,96.7,51.4,,85.4,113.9,47.0,199.0,128.0,,71.9,,98.5,,,,,125.2,104.3,-41.0,-40.8,,-53.0,-8.0,,,,,,-27.8,,,149.0,,-55.3,-100.6,,-66.6,-38.1,-105.0,47.0,-24.0,,-80.1,,-53.5,,,,,-26.8,-47.7,True,,False,True,,,,,,True,,,False,,False,False,,False,True,False,False,True,,False,,False,,,,,True,False
01105,4,4.0,0.0,,2.0,0.0,,,,,,17.0,,,14.0,,4.8,3.7,,0.3,1.8,0.0,,6.0,,2.6,,3.9,,,,,11.2,14.8,0.0,-4.0,,-2.0,-4.0,,,,,,13.0,,,10.0,,0.8,-0.3,,-3.7,-2.2,-4.0,,2.0,,-1.4,,-0.1,,,,,7.2,10.8,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,,False,,False,,False,,,,,False,False
01107,16,31.0,31.7,,28.0,35.0,,,,,,32.5,,,52.0,,28.3,17.1,,18.6,28.5,0.5,60.0,12.0,,17.0,,26.7,,,,,35.5,20.3,15.0,15.7,,12.0,19.0,,,,,,16.5,,,36.0,,12.3,1.1,,2.6,12.5,-15.5,44.0,-4.0,,1.0,,10.7,,,,,19.5,4.3,False,,True,False,,,,,,False,,,False,,True,True,,True,True,False,False,True,,True,,True,,,,,False,True
01109,33,47.0,87.8,,45.0,79.0,,,,,,72.1,,,151.0,,52.6,25.0,,15.3,35.5,0.0,,26.0,,32.7,,45.3,,,,,63.4,28.1,14.0,54.8,,12.0,46.0,,,,,,39.1,,,118.0,,19.6,-8.0,,-17.7,2.5,-33.0,,-7.0,,-0.3,,12.3,,,,,30.4,-4.9,False,,True,False,,,,,,False,,,False,,False,True,,False,True,False,,True,,True,,True,,,,,False,True
01111,52,40.0,29.4,,32.0,7.0,,,,,,30.5,,,60.0,,42.3,22.8,,20.3,33.9,1.1,,12.0,,38.9,,32.2,,,,,38.5,12.0,-12.0,-22.6,,-20.0,-45.0,,,,,,-21.5,,,8.0,,-9.7,-29.2,,-31.7,-18.1,-50.9,,-40.0,,-13.1,,-19.8,,,,,-13.5,-40.0,False,,False,False,,,,,,False,,,True,,True,False,,False,False,False,,False,,False,,False,,,,,False,False
01113,62,49.0,60.0,,49.0,79.0,,,,,,63.2,,,115.0,,51.6,27.4,,14.4,31.9,0.3,,95.0,,17.9,,53.2,,,,,57.1,48.5,-13.0,-2.0,,-13.0,17.0,,,,,,1.2,,,53.0,,-10.4,-34.6,,-47.6,-30.1,-61.7,,33.0,,-44.0,,-8.8,,,,,-4.9,-13.5,True,,False,False,,,,,,True,,,False,,True,False,,False,False,False,,False,,False,,True,,,,,True,False
01115,140,109.0,84.1,,84.0,170.0,,,,,,152.9,,,194.0,,101.9,68.2,,52.4,66.4,33.2,,,,22.9,,93.4,,,,,247.8,69.4,-31.0,-55.9,,-56.0,30.0,,,,,,12.9,,,54.0,,-38.1,-71.8,,-87.6,-73.6,-106.8,,,,-117.1,,-46.6,,,,,107.8,-70.6,False,,False,True,,,,,,True,,,False,,False,False,,False,False,False,,,,False,,False,,,,,False,False
01117,373,333.0,282.0,,299.0,339.0,,,,,,439.1,,,438.0,,325.5,296.9,,247.4,260.9,82.5,785.0,109.0,,315.8,,275.0,360.0,,,,584.7,241.9,-40.0,-91.0,,-74.0,-34.0,,,,,,66.1,,,65.0,,-47.5,-76.1,,-125.6,-112.1,-290.5,412.0,-264.0,,-57.2,,-98.0,-13.0,,,,211.7,-131.1,False,,False,True,,,,,,False,,,False,,False,False,,False,False,False,False,False,,False,,False,True,,,,False,False
01119,3,20.0,18.4,,10.0,0.0,,,,,,11.8,,,24.0,,23.0,4.2,,4.8,9.5,0.0,,,,4.6,,18.5,,,,,11.3,,17.0,15.4,,7.0,-3.0,,,,,,8.8,,,21.0,,20.0,1.2,,1.8,6.5,-3.0,,,,1.6,,15.5,,,,,8.3,,True,,True,True,,,,,,True,,,False,,False,True,,True,True,True,,,,True,,True,,,,,True,
01121,87,116.0,109.2,,98.0,252.0,,,,,,221.7,,,212.0,,111.2,81.8,,36.4,67.9,0.5,,0.0,,74.9,,98.1,,,,,179.4,83.4,29.0,22.2,,11.0,165.0,,,,,,134.7,,,125.0,,24.2,-5.2,,-50.6,-19.1,-86.5,,-87.0,,-12.1,,11.1,,,,,92.4,-3.6,True,,True,False,,,,,,False,,,False,,True,True,,False,True,False,,False,,True,,True,,,,,False,True
01123,33,29.0,64.3,,24.0,28.0,,,,,,37.8,,,104.0,,27.4,25.8,,11.3,19.9,1.5,,43.0,,13.6,,24.0,,,,,30.7,13.9,-4.0,31.3,,-9.0,-5.0,,,,,,4.8,,,71.0,,-5.6,-7.2,,-21.7,-13.1,-31.5,,10.0,,-19.4,,-9.0,,,,,-2.3,-19.1,False,,False,False,,,,,,False,,,False,,False,False,,False,False,False,,False,,False,,False,,,,,True,False
01125,566,1441.0,1444.4,912.9,900.0,856.0,,,,,,613.6,,,678.0,,1849.9,235.0,,900.1,585.4,609.9,2059.0,5874.0,,303.6,,1125.3,1618.0,,,,1185.5,,875.0,878.4,346.9,334.0,290.0,,,,,,47.6,,,112.0,,1283.9,-331.0,,334.1,19.4,43.9,1493.0,5308.0,,-262.4,,559.3,1052.0,,,,619.5,,False,True,True,True,,,,,,True,,,True,,False,True,,True,True,True,False,False,,True,,True,False,,,,True,
01127,102,109.0,106.4,,88.0,94.0,,,,,,99.8,,,202.0,,103.5,31.6,,38.3,63.5,1.7,154.0,138.0,,81.9,,87.8,,,,,126.4,33.5,7.0,4.4,,-14.0,-8.0,,,,,,-2.2,,,100.0,,1.5,-70.4,,-63.7,-38.5,-100.3,52.0,36.0,,-20.1,,-14.2,,,,,24.4,-68.5,True,,False,False,,,,,,True,,,False,,True,False,,False,False,False,False,False,,False,,False,,,,,False,False
01129,26,13.0,14.4,,9.0,0.0,,,,,,22.7,,,42.0,,12.9,9.3,,3.8,9.5,0.0,,7.0,,0.1,,11.9,,,,,9.9,16.0,-13.0,-11.6,,-17.0,-26.0,,,,,,-3.3,,,16.0,,-13.1,-16.6,,-22.2,-16.5,-26.0,,-19.0,,-25.9,,-14.1,,,,,-16.1,-10.0,True,,False,False,,,,,,True,,,False,,False,False,,False,False,False,,False,,False,,False,,,,,False,True
01131,6,1.0,0.0,,1.0,1.0,,,,,,12.3,,,14.0,,0.1,4.0,,1.0,2.6,0.0,,0.0,,0.7,,2.0,,,,,10.7,13.7,-5.0,-6.0,,-5.0,-5.0,,,,,,6.3,,,8.0,,-5.9,-2.0,,-5.0,-3.4,-6.0,,-6.0,,-5.3,,-4.0,,,,,4.7,7.7,False,,False,False,,,,,,False,,,False,,False,True,,True,True,False,,False,,False,,True,,,,,True,False
01133,23,45.0,40.3,,37.0,92.0,,,,,,30.2,,,65.0,,37.1,18.9,,12.0,24.7,1.1,74.0,19.0,,21.6,,39.5,,,,,42.6,6.5,22.0,17.3,,14.0,69.0,,,,,,7.2,,,42.0,,14.1,-4.1,,-11.0,1.7,-21.9,51.0,-4.0,,-1.4,,16.5,,,,,19.6,-16.5,True,,True,False,,,,,,True,,,False,,True,True,,True,True,True,False,True,,True,,True,,,,,True,True
02013,3,0.0,0.0,,0.0,0.0,,,,,,1.8,,,,,0.0,0.3,,,1.0,,0.0,1.0,,0.7,,,,,,,0.0,2.9,-3.0,-3.0,,-3.0,-3.0,,,,,,-1.2,,,,,-3.0,-2.6,,,-2.0,,-3.0,-2.0,,-2.3,,,,,,,-3.0,-0.1,False,,False,False,,,,,,True,,,,,True,True,,,True,,False,True,,True,,,,,,,False,True
02016,0,1.0,1.2,,0.0,0.0,,,,,,2.4,,,,,1.3,1.2,,,0.0,,0.0,3.0,,0.2,,,,,,,0.6,1.6,1.0,1.2,,0.0,0.0,,,,,,2.4,,,,,1.3,1.2,,,0.0,,0.0,3.0,,0.2,,,,,,,0.6,1.6,False,,True,True,,,,,,False,,,,,False,False,,,True,,True,False,,True,,,,,,,True,False
02020,488,328.0,327.3,,327.0,240.0,,,,,,322.0,,,,,322.9,382.4,,351.6,377.7,280.1,365.0,177.0,,340.8,,284.5,544.0,,,,249.9,151.7,-160.0,-160.7,,-161.0,-248.0,,,,,,-166.0,,,,,-165.1,-105.6,,-136.4,-110.3,-207.9,-123.0,-311.0,,-147.2,,-203.5,56.0,,,,-238.1,-336.3,False,,False,False,,,,,,False,,,,,False,True,,True,True,False,True,False,,True,,False,True,,,,False,False
02050,12,17.0,19.1,,14.0,0.0,,,,,,11.7,,,,,16.4,11.2,,7.1,12.3,0.0,21.0,10.0,,15.6,,17.9,,,,,12.2,2.4,5.0,7.1,,2.0,-12.0,,,,,,-0.3,,,,,4.4,-0.8,,-4.9,0.3,-12.0,9.0,-2.0,,3.6,,5.9,,,,,0.2,-9.6,False,,True,False,,,,,,True,,,,,True,True,,True,True,False,False,True,,True,,False,,,,,True,False
02060,0,0.0,0.0,,0.0,0.0,,,,,,0.4,,,,,0.0,0.0,,0.1,0.0,,0.0,0.0,,0.0,,,,,,,0.3,1.6,0.0,0.0,,0.0,0.0,,,,,,0.4,,,,,0.0,0.0,,0.1,0.0,,0.0,0.0,,0.0,,,,,,,0.3,1.6,False,,True,True,,,,,,False,,,,,False,True,,False,True,,True,True,,True,,,,,,,False,False
02068,4,4.0,3.6,,1.0,0.0,,,,,,5.9,,,,,1.4,2.5,,,0.0,,,,,0.0,,,,,,,0.4,,0.0,-0.4,,-3.0,-4.0,,,,,,1.9,,,,,-2.6,-1.5,,,-4.0,,,,,-4.0,,,,,,,-3.6,,False,,False,False,,,,,,False,,,,,False,False,,,False,,,,,False,,,,,,,False,
02070,1,1.0,1.1,,1.0,0.0,,,,,,3.1,,,,,1.2,2.5,,1.1,1.0,,0.0,1.0,,1.3,,,,,,,0.4,4.9,0.0,0.1,,0.0,-1.0,,,,,,2.1,,,,,0.2,1.5,,0.1,0.0,,-1.0,0.0,,0.3,,,,,,,-0.6,3.9,False,,True,False,,,,,,False,,,,,False,False,,False,False,,False,True,,False,,,,,,,False,False
02090,176,119.0,117.5,,118.0,,,,,,,124.6,,,,,110.9,71.7,,136.0,139.1,100.4,116.0,77.0,,111.6,,111.2,,,,,120.0,,-57.0,-58.5,,-58.0,,,,,,,-51.4,,,,,-65.1,-104.3,,-40.0,-36.9,-75.6,-60.0,-99.0,,-64.4,,-64.8,,,,,-56.0,,False,,False,,,,,,,True,,,,,False,False,,True,True,False,False,False,,False,,False,,,,,True,
02100,0,0.0,0.0,,0.0,0.0,,,,,,0.3,,,,,0.0,0.3,,,0.0,,0.0,0.0,,0.0,,,,,,,0.0,6.4,0.0,0.0,,0.0,0.0,,,,,,0.3,,,,,0.0,0.3,,,0.0,,0.0,0.0,,0.0,,,,,,,0.0,6.4,True,,True,True,,,,,,False,,,,,False,False,,,False,,True,True,,True,,,,,,,True,False
02105,0,0.0,0.0,,0.0,0.0,,,,,,0.3,,,,,0.0,1.3,,,0.0,,0.0,,,0.0,,,,,,,,1.3,0.0,0.0,,0.0,0.0,,,,,,0.3,,,,,0.0,1.3,,,0.0,,0.0,,,0.0,,,,,,,,1.3,True,,True,True,,,,,,False,,,,,False,False,,,True,,True,,,True,,,,,,,,False
02110,13,25.0,25.3,,23.0,28.0,,,,,,18.8,,,,,24.4,29.8,,6.8,20.3,33.2,26.0,26.0,,21.7,,21.4,,,,,24.6,16.8,12.0,12.3,,10.0,15.0,,,,,,5.8,,,,,11.4,16.8,,-6.2,7.3,20.2,13.0,13.0,,8.7,,8.4,,,,,11.6,3.8,False,,True,False,,,,,,True,,,,,True,False,,True,True,False,False,False,,True,,True,,,,,True,True
02122,16,12.0,11.7,,12.0,0.0,,,,,,25.2,,,,,11.5,18.0,,5.2,12.7,19.1,,35.0,,4.4,,11.6,,,,,9.5,27.0,-4.0,-4.3,,-4.0,-16.0,,,,,,9.2,,,,,-4.5,2.0,,-10.8,-3.3,3.1,,19.0,,-11.6,,-4.4,,,,,-6.5,11.0,False,,False,False,,,,,,False,,,,,False,True,,False,True,True,,False,,False,,False,,,,,False,False
02130,1,0.0,0.0,,0.0,0.0,,,,,,1.5,,,,,0.2,1.6,,0.6,0.0,,,,,0.8,,0.4,,,,,0.5,5.8,-1.0,-1.0,,-1.0,-1.0,,,,,,0.5,,,,,-0.8,0.6,,-0.4,-1.0,,,,,-0.2,,-0.6,,,,,-0.5,4.8,False,,False,False,,,,,,True,,,,,True,True,,True,True,,,,,True,,True,,,,,True,False
02150,6,2.0,1.8,,1.0,0.0,,,,,,6.1,,,,,1.5,3.8,,0.2,0.1,,2.0,12.0,,0.8,,,,,,,0.5,3.3,-4.0,-4.2,,-5.0,-6.0,,,,,,0.1,,,,,-4.5,-2.2,,-5.8,-5.9,,-4.0,6.0,,-5.2,,,,,,,-5.5,-2.7,False,,False,False,,,,,,True,,,,,False,True,,False,False,,False,False,,False,,,,,,,False,True
02158,2,1.0,1.0,,1.0,0.0,,,,,,3.5,,,,,1.2,,,,1.0,,0.0,,,0.7,,,,,,,,,-1.0,-1.0,,-1.0,-2.0,,,,,,1.5,,,,,-0.8,,,,-1.0,,-2.0,,,-1.3,,,,,,,,,False,,False,False,,,,,,False,,,,,True,,,,True,,False,,,False,,,,,,,,
02164,3,0.0,0.0,,0.0,0.0,,,,,,0.4,,,,,0.0,0.8,,,0.0,,0.0,1.0,,0.0,,,,,,,0.3,8.4,-3.0,-3.0,,-3.0,-3.0,,,,,,-2.6,,,,,-3.0,-2.2,,,-3.0,,-3.0,-2.0,,-3.0,,,,,,,-2.7,5.4,False,,False,False,,,,,,True,,,,,True,True,,,True,,False,True,,False,,,,,,,True,False
02170,60,20.0,19.0,,21.0,0.0,,,,,,43.2,,,,,22.3,78.5,,13.3,28.6,49.5,23.0,52.0,,26.4,,18.4,,,,,22.4,64.7,-40.0,-41.0,,-39.0,-60.0,,,,,,-16.8,,,,,-37.7,18.5,,-46.7,-31.4,-10.5,-37.0,-8.0,,-33.6,,-41.6,,,,,-37.6,4.7,False,,True,False,,,,,,True,,,,,True,True,,False,True,True,True,True,,True,,False,,,,,True,True
02180,16,15.0,13.0,,7.0,0.0,,,,,,15.6,,,,,10.7,4.3,,3.9,10.1,,14.0,15.0,,1.3,,,,,,,9.8,,-1.0,-3.0,,-9.0,-16.0,,,,,,-0.4,,,,,-5.3,-11.7,,-12.1,-5.9,,-2.0,-1.0,,-14.7,,,,,,,-6.2,,False,,False,False,,,,,,True,,,,,False,False,,False,False,,False,False,,False,,,,,,,False,
02185,25,37.0,38.1,,18.0,0.0,,,,,,28.0,,,,,54.1,11.7,,17.6,22.2,0.0,50.0,2.0,,10.0,,,,,,,29.8,,12.0,13.1,,-7.0,-25.0,,,,,,3.0,,,,,29.1,-13.3,,-7.4,-2.8,-25.0,25.0,-23.0,,-15.0,,,,,,,4.8,,False,,True,False,,,,,,True,,,,,False,False,,True,True,False,False,False,,False,,,,,,,True,
02188,33,24.0,23.9,,11.0,7.0,,,,,,22.5,,,,,23.5,5.4,,3.8,11.4,0.0,21.0,15.0,,12.5,,,,,,,13.9,,-9.0,-9.1,,-22.0,-26.0,,,,,,-10.5,,,,,-9.5,-27.6,,-29.2,-21.6,-33.0,-12.0,-18.0,,-20.5,,,,,,,-19.1,,False,,False,False,,,,,,False,,,,,False,False,,False,False,False,False,False,,False,,,,,,,False,
02195,1,0.0,0.0,,0.0,0.0,,,,,,0.2,,,,,0.0,0.1,,0.0,0.0,,0.0,,,0.0,,,,,,,,3.4,-1.0,-1.0,,-1.0,-1.0,,,,,,-0.8,,,,,-1.0,-0.9,,-1.0,-1.0,,-1.0,,,-1.0,,,,,,,,2.4,False,,False,False,,,,,,True,,,,,True,True,,True,True,,False,,,False,,,,,,,,False
02198,0,1.0,0.9,,0.0,0.0,,,,,,6.3,,,,,1.4,2.0,,0.3,0.1,,0.0,,,0.4,,,,,,,,2.4,1.0,0.9,,0.0,0.0,,,,,,6.3,,,,,1.4,2.0,,0.3,0.1,,0.0,,,0.4,,,,,,,,2.4,True,,True,True,,,,,,False,,,,,False,False,,True,True,,True,,,True,,,,,,,,False
02220,9,3.0,3.2,,2.0,0.0,,,,,,7.5,,,,,1.7,2.9,,1.5,1.7,,3.0,1.0,,5.2,,3.3,,,,,1.6,3.4,-6.0,-5.8,,-7.0,-9.0,,,,,,-1.5,,,,,-7.3,-6.1,,-7.5,-7.3,,-6.0,-8.0,,-3.8,,-5.7,,,,,-7.4,-5.6,True,,False,False,,,,,,True,,,,,False,False,,False,False,,False,False,,True,,True,,,,,False,True
02230,0,0.0,0.0,,0.0,0.0,,,,,,0.4,,,,,0.0,0.0,,,0.0,,0.0,,,0.0,,,,,,,,1.5,0.0,0.0,,0.0,0.0,,,,,,0.4,,,,,0.0,0.0,,,0.0,,0.0,,,0.0,,,,,,,,1.5,True,,True,True,,,,,,False,,,,,True,True,,,True,,True,,,True,,,,,,,,False
02240,3,4.0,4.0,,3.0,0.0,,,,,,4.5,,,,,4.4,0.9,,1.2,2.1,,7.0,5.0,,9.4,,,,,,,2.9,3.4,1.0,1.0,,0.0,-3.0,,,,,,1.5,,,,,1.4,-2.1,,-1.8,-0.9,,4.0,2.0,,6.4,,,,,,,-0.1,0.4,False,,True,False,,,,,,False,,,,,False,False,,False,True,,False,False,,False,,,,,,,True,True
02261,5,1.0,0.8,,0.0,0.0,,,,,,11.0,,,,,0.5,1.0,,1.1,0.0,,3.0,4.0,,0.0,,,,,,,0.1,8.0,-4.0,-4.2,,-5.0,-5.0,,,,,,6.0,,,,,-4.5,-4.0,,-3.9,-5.0,,-2.0,-1.0,,-5.0,,,,,,,-4.9,3.0,False,,False,False,,,,,,False,,,,,False,True,,True,False,,True,True,,False,,,,,,,False,True
02275,0,0.0,0.1,,0.0,0.0,,,,,,1.5,,,,,0.0,0.4,,,0.0,,0.0,,,0.3,,,,,,,,5.6,0.0,0.1,,0.0,0.0,,,,,,1.5,,,,,0.0,0.4,,,0.0,,0.0,,,0.3,,,,,,,,5.6,False,,True,True,,,,,,False,,,,,False,False,,,False,,True,,,False,,,,,,,,False
02282,0,3.0,3.7,,0.0,0.0,,,,,,5.5,,,,,1.1,0.0,,,0.0,,,,,0.1,,,,,,,1.1,1.8,3.0,3.7,,0.0,0.0,,,,,,5.5,,,,,1.1,0.0,,,0.0,,,,,0.1,,,,,,,1.1,1.8,False,,True,True,,,,,,False,,,,,True,True,,,True,,,,,True,,,,,,,True,True
02290,3,2.0,2.1,,2.0,0.0,,,,,,7.1,,,,,1.8,1.0,,2.3,2.0,,5.0,,,0.5,,,,,,,2.0,10.2,-1.0,-0.9,,-1.0,-3.0,,,,,,4.1,,,,,-1.2,-2.0,,-0.7,-1.0,,2.0,,,-2.5,,,,,,,-1.0,7.2,True,,False,False,,,,,,False,,,,,False,False,,True,True,,False,,,False,,,,,,,False,False
04001,54,70.0,67.8,,62.0,14.0,,,,,,2.6,,,97.0,,70.7,24.4,,41.1,62.4,0.7,84.0,39.0,,8.8,,62.6,,,,,62.6,2.1,16.0,13.8,,8.0,-40.0,,,,,,-51.4,,,43.0,,16.7,-29.6,,-12.9,8.4,-53.3,30.0,-15.0,,-45.2,,8.6,,,,,8.6,-51.9,True,,True,False,,,,,,False,,,False,,False,False,,True,True,False,False,True,,False,,True,,,,,True,False
04003,19,23.0,23.6,,17.0,4.0,,,,,,0.9,,,137.0,,16.6,32.2,,10.6,22.7,5.8,27.0,39.0,,16.6,,23.1,,,,,17.0,51.9,4.0,4.6,,-2.0,-15.0,,,,,,-18.1,,,118.0,,-2.4,13.2,,-8.4,3.7,-13.2,8.0,20.0,,-2.4,,4.1,,,,,-2.0,32.9,False,,True,False,,,,,,False,,,False,,True,False,,False,True,False,False,False,,True,,False,,,,,True,False
04005,223,327.0,334.5,,302.0,76.0,,,,,,148.7,,,156.0,,300.8,64.1,,304.1,278.1,54.3,399.0,187.0,,407.6,,315.6,777.0,,,,228.5,,104.0,111.5,,79.0,-147.0,,,,,,-74.3,,,-67.0,,77.8,-158.9,,81.1,55.1,-168.7,176.0,-36.0,,184.6,,92.6,554.0,,,,5.5,,False,,True,False,,,,,,True,,,True,,True,False,,True,True,False,False,True,,False,,True,False,,,,True,
04007,141,72.0,73.1,,43.0,7.0,,,,,,44.7,,,13.0,,76.2,30.2,,43.3,51.3,0.0,107.0,83.0,,16.7,,67.9,,,,,53.5,121.4,-69.0,-67.9,,-98.0,-134.0,,,,,,-96.3,,,-128.0,,-64.8,-110.8,,-97.7,-89.7,-141.0,-34.0,-58.0,,-124.3,,-73.1,,,,,-87.5,-19.6,True,,False,False,,,,,,False,,,False,,True,False,,False,False,False,True,True,,False,,False,,,,,False,True
04009,59,30.0,28.7,,18.0,18.0,,,,,,4.8,,,16.0,,31.6,14.9,,15.0,22.2,0.0,27.0,28.0,,12.5,,29.2,,,,,16.6,25.0,-29.0,-30.3,,-41.0,-41.0,,,,,,-54.2,,,-43.0,,-27.4,-44.1,,-44.0,-36.8,-59.0,-32.0,-31.0,,-46.5,,-29.8,,,,,-42.4,-34.0,False,,False,False,,,,,,False,,,False,,True,False,,False,False,False,False,False,,False,,False,,,,,False,False
04011,0,1.0,1.2,,1.0,0.0,,,,,,7.7,,,10.0,,1.5,0.8,,1.8,0.0,,0.0,5.0,,0.5,,0.9,,,,,0.1,3.9,1.0,1.2,,1.0,0.0,,,,,,7.7,,,10.0,,1.5,0.8,,1.8,0.0,,0.0,5.0,,0.5,,0.9,,,,,0.1,3.9,False,,False,True,,,,,,False,,,False,,False,True,,False,True,,True,False,,True,,True,,,,,True,False
04012,5,11.0,12.0,,10.0,0.0,,,,,,0.3,,,12.0,,16.7,11.1,,3.8,6.9,0.0,13.0,16.0,,11.7,,9.7,,,,,9.2,41.6,6.0,7.0,,5.0,-5.0,,,,,,-4.7,,,7.0,,11.7,6.1,,-1.2,1.9,-5.0,8.0,11.0,,6.7,,4.7,,,,,4.2,36.6,False,,True,True,,,,,,True,,,False,,False,False,,True,True,True,False,False,,False,,True,,,,,True,False
04013,2005,1377.0,1151.6,961.4,1152.0,1506.0,,,,,,754.3,,,2262.0,,1143.4,1911.2,,1124.3,1332.4,287.7,1615.0,1497.0,,417.3,,1234.1,1328.0,,,,1025.4,2053.9,-628.0,-853.4,-1043.6,-853.0,-499.0,,,,,,-1250.7,,,257.0,,-861.6,-93.8,,-880.7,-672.6,-1717.3,-390.0,-508.0,,-1587.7,,-770.9,-677.0,,,,-979.6,48.9,False,False,False,True,,,,,,False,,,True,,False,True,,False,False,False,True,True,,False,,False,False,,,,False,True
04015,71,83.0,91.5,,69.0,76.0,,,,,,75.6,,,113.0,,83.1,64.8,,42.9,65.3,48.0,133.0,58.0,,18.1,,71.4,65.0,,,,79.9,288.4,12.0,20.5,,-2.0,5.0,,,,,,4.6,,,42.0,,12.1,-6.2,,-28.1,-5.7,-23.0,62.0,-13.0,,-52.9,,0.4,-6.0,,,,8.9,217.4,False,,True,True,,,,,,True,,,False,,False,True,,False,True,False,False,False,,False,,True,True,,,,True,False
04017,37,41.0,36.9,,36.0,33.0,,,,,,32.8,,,188.0,,42.1,32.5,,23.0,36.1,1.8,47.0,82.0,,13.0,,36.4,,,,,36.7,25.2,4.0,-0.1,,-1.0,-4.0,,,,,,-4.2,,,151.0,,5.1,-4.5,,-14.0,-0.9,-35.2,10.0,45.0,,-24.0,,-0.6,,,,,-0.3,-11.8,True,,True,False,,,,,,False,,,False,,False,False,,False,True,False,False,False,,False,,True,,,,,True,False
04019,526,818.0,780.4,776.5,780.0,1926.0,,,,,,747.3,,,1221.0,,874.2,634.5,,632.7,700.3,934.6,1848.0,0.0,,622.1,,702.0,900.0,,,,945.5,2973.5,292.0,254.4,250.5,254.0,1400.0,,,,,,221.3,,,695.0,,348.2,108.5,,106.7,174.3,408.6,1322.0,-526.0,,96.1,,176.0,374.0,,,,419.5,2447.5,True,True,True,False,,,,,,True,,,False,,False,True,,True,True,False,False,False,,True,,True,False,,,,False,False
