,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
29015,201,162.0,,200.0,,,,85.0,11.3,116.3,32.6,106.1,,151.0,-39.0,,-1.0,,,,-116.0,-189.7,-84.7,-168.4,-94.9,,-50.0,,True,,,,False,False,False,False,False,,False
29017,267,102.0,,83.0,,,,60.0,53.1,,40.6,80.3,,151.0,-165.0,,-184.0,,,,-207.0,-213.9,,-226.4,-186.7,,-116.0,,False,,,,False,False,,False,False,,True
29019,3121,1236.0,1240.6,2460.0,,,,1139.0,468.1,590.1,786.9,1734.2,,624.0,-1885.0,-1880.4,-661.0,,,,-1982.0,-2652.9,-2530.9,-2334.2,-1386.8,,-2497.0,True,True,,,,False,False,False,False,True,,False
29021,856,282.0,57.1,419.0,,,,683.0,89.3,70.6,252.0,140.0,,220.0,-574.0,-798.9,-437.0,,,,-173.0,-766.7,-785.4,-604.0,-716.0,,-636.0,False,True,,,,True,False,False,False,False,,False
29023,335,216.0,,192.0,,,,494.0,108.0,134.3,184.2,650.9,,132.0,-119.0,,-143.0,,,,159.0,-227.0,-200.7,-150.8,315.9,,-203.0,,False,,,,False,False,False,False,False,,False
29025,57,0.0,,2.0,,,,35.0,6.3,,2.9,7.7,,1.0,-57.0,,-55.0,,,,-22.0,-50.7,,-54.1,-49.3,,-56.0,,True,,,,True,True,,True,True,,True
29027,473,222.0,,316.0,,,,152.0,196.3,144.4,105.1,586.6,,222.0,-251.0,,-157.0,,,,-321.0,-276.7,-328.6,-367.9,113.6,,-251.0,,True,,,,False,False,False,False,True,,False
29029,591,354.0,,180.0,,,,216.0,355.4,214.8,138.8,4278.1,,124.0,-237.0,,-411.0,,,,-375.0,-235.6,-376.2,-452.2,3687.1,,-467.0,,False,,,,False,True,False,False,False,,False
29031,991,594.0,778.6,1891.0,,,,453.0,439.4,186.1,249.0,237.1,,478.0,-397.0,-212.4,900.0,,,,-538.0,-551.6,-804.9,-742.0,-753.9,,-513.0,True,False,,,,False,False,False,False,False,,False
29033,38,12.0,,1.0,,,,53.0,2.5,16.0,8.5,40.9,,2.0,-26.0,,-37.0,,,,15.0,-35.5,-22.0,-29.5,2.9,,-36.0,,False,,,,True,False,True,False,True,,False
29035,82,12.0,,0.0,,,,31.0,4.5,,6.9,,,2.0,-70.0,,-82.0,,,,-51.0,-77.5,,-75.1,,,-80.0,,False,,,,True,False,,False,,,False
29037,645,912.0,1577.8,1395.0,,,,425.0,600.3,522.5,204.6,556.8,,421.0,267.0,932.8,750.0,,,,-220.0,-44.7,-122.5,-440.4,-88.2,,-224.0,False,False,,,,True,True,True,False,True,,True
29039,63,36.0,,33.0,,,,96.0,9.6,,6.3,18.9,,34.0,-27.0,,-30.0,,,,33.0,-53.4,,-56.7,-44.1,,-29.0,,False,,,,False,False,,False,False,,False
29041,31,24.0,,0.0,,,,18.0,2.5,,1.6,,,41.0,-7.0,,-31.0,,,,-13.0,-28.5,,-29.4,,,10.0,,False,,,,False,False,,False,,,False
29043,993,534.0,995.0,451.0,,,,386.0,336.8,454.1,437.9,509.5,,357.0,-459.0,2.0,-542.0,,,,-607.0,-656.2,-538.9,-555.1,-483.5,,-636.0,True,False,,,,False,False,False,False,False,,False
29045,37,48.0,,42.0,,,,11.0,9.4,,1.2,,,40.0,11.0,,5.0,,,,-26.0,-27.6,,-35.8,,,3.0,,True,,,,False,False,,False,,,True
29047,684,732.0,1053.9,755.0,,,,1053.0,154.7,465.5,348.9,1130.2,,442.0,48.0,369.9,71.0,,,,369.0,-529.3,-218.5,-335.1,446.2,,-242.0,False,False,,,,False,False,False,False,False,,False
29049,147,96.0,,259.0,,,,90.0,26.8,,27.7,332.1,,125.0,-51.0,,112.0,,,,-57.0,-120.2,,-119.3,185.1,,-22.0,,False,,,,False,False,,False,False,,True
29051,1008,906.0,768.6,1886.0,,,,529.0,883.1,292.0,693.0,1019.0,,928.0,-102.0,-239.4,878.0,,,,-479.0,-124.9,-716.0,-315.0,11.0,,-80.0,False,False,,,,False,False,False,False,True,,True
29053,268,252.0,,222.0,,,,102.0,72.3,92.9,21.0,149.4,,159.0,-16.0,,-46.0,,,,-166.0,-195.7,-175.1,-247.0,-118.6,,-109.0,,False,,,,False,False,False,False,False,,False
29055,299,186.0,,306.0,,,,76.0,157.5,83.7,57.4,307.6,,236.0,-113.0,,7.0,,,,-223.0,-141.5,-215.3,-241.6,8.6,,-63.0,,True,,,,False,False,False,False,True,,True
29057,46,12.0,,2.0,,,,42.0,,,0.6,,,1.0,-34.0,,-44.0,,,,-4.0,,,-45.4,,,-45.0,,False,,,,True,,,False,,,False
29059,116,90.0,,168.0,,,,82.0,42.7,,2.3,67.5,,93.0,-26.0,,52.0,,,,-34.0,-73.3,,-113.7,-48.5,,-23.0,,False,,,,False,False,,False,False,,True
29061,96,12.0,,0.0,,,,30.0,5.3,,2.0,23.0,,5.0,-84.0,,-96.0,,,,-66.0,-90.7,,-94.0,-73.0,,-91.0,,False,,,,True,False,,False,True,,False
29063,92,36.0,,,,,,75.0,23.5,,8.6,39.7,,19.0,-56.0,,,,,,-17.0,-68.5,,-83.4,-52.3,,-73.0,,,,,,True,False,,False,True,,False
29065,128,60.0,,,,,,42.0,12.6,,11.4,23.9,,594.0,-68.0,,,,,,-86.0,-115.4,,-116.6,-104.1,,466.0,,,,,,False,False,,False,False,,False
29067,103,54.0,,16.0,,,,85.0,47.6,,27.6,,,12.0,-49.0,,-87.0,,,,-18.0,-55.4,,-75.4,,,-91.0,,False,,,,True,False,,False,,,False
29069,408,468.0,,574.0,,,,492.0,584.7,128.8,462.8,659.0,,356.0,60.0,,166.0,,,,84.0,176.7,-279.2,54.8,251.0,,-52.0,,False,,,,False,False,False,True,False,,True
29071,982,834.0,586.2,1930.0,,,,539.0,439.5,382.2,884.5,595.4,,852.0,-148.0,-395.8,948.0,,,,-443.0,-542.5,-599.8,-97.5,-386.6,,-130.0,False,False,,,,False,False,False,True,False,,True
29073,143,78.0,,139.0,,,,20.0,20.2,,65.5,51.6,,261.0,-65.0,,-4.0,,,,-123.0,-122.8,,-77.5,-91.4,,118.0,,True,,,,False,False,,False,False,,False
29075,38,24.0,,0.0,,,,22.0,26.5,,4.7,25.5,,10.0,-14.0,,-38.0,,,,-16.0,-11.5,,-33.3,-12.5,,-28.0,,False,,,,False,True,,False,True,,False
29077,4271,2376.0,2931.0,5655.0,,,,1534.0,3464.0,1370.3,2070.0,3765.1,,1827.0,-1895.0,-1340.0,1384.0,,,,-2737.0,-807.0,-2900.7,-2201.0,-505.9,,-2444.0,True,True,,,,False,True,False,False,True,,False
29079,165,30.0,,0.0,,,,44.0,18.4,,1.3,13.1,,139.0,-135.0,,-165.0,,,,-121.0,-146.6,,-163.7,-151.9,,-26.0,,False,,,,True,False,,False,False,,True
29081,47,0.0,,0.0,,,,29.0,26.6,,0.8,15.7,,1.0,-47.0,,-47.0,,,,-18.0,-20.4,,-46.2,-31.3,,-46.0,,False,,,,True,True,,True,True,,True
29083,102,108.0,,131.0,,,,120.0,67.9,,10.9,146.1,,73.0,6.0,,29.0,,,,18.0,-34.1,,-91.1,44.1,,-29.0,,False,,,,False,False,,False,False,,False
29085,62,72.0,,130.0,,,,38.0,,,35.6,,,84.0,10.0,,68.0,,,,-24.0,,,-26.4,,,22.0,,False,,,,False,,,False,,,False
29087,37,198.0,,188.0,,,,6.0,11.1,,216.8,73.0,,162.0,161.0,,151.0,,,,-31.0,-25.9,,179.8,36.0,,125.0,,True,,,,True,True,,False,True,,True
29089,118,114.0,,62.0,,,,31.0,17.3,,37.9,,,111.0,-4.0,,-56.0,,,,-87.0,-100.7,,-80.2,,,-7.0,,False,,,,False,False,,False,,,False
29091,441,126.0,,89.0,,,,275.0,75.0,118.4,129.1,411.9,,54.0,-315.0,,-352.0,,,,-166.0,-366.0,-322.6,-311.9,-29.1,,-387.0,,False,,,,True,False,False,True,True,,False
29093,53,18.0,,34.0,,,,37.0,3.5,,5.9,,,5.0,-35.0,,-19.0,,,,-16.0,-49.5,,-47.1,,,-48.0,,True,,,,True,False,,False,,,False
29095,2947,3684.0,6247.6,11273.0,,,,3212.0,3203.3,1232.3,660.5,16825.9,,1879.0,737.0,3300.6,8326.0,,,,265.0,256.3,-1714.7,-2286.5,13878.9,,-1068.0,False,False,,,,True,True,False,False,False,,False
29097,1855,1200.0,755.5,3731.0,,,,865.0,492.8,282.4,531.4,3747.7,,660.0,-655.0,-1099.5,1876.0,,,,-990.0,-1362.2,-1572.6,-1323.6,1892.7,,-1195.0,False,False,,,,False,False,False,False,False,,False
29099,2304,2058.0,1929.0,3326.0,,,,1078.0,3386.4,1015.7,1419.1,5550.3,,1206.0,-246.0,-375.0,1022.0,,,,-1226.0,1082.4,-1288.3,-884.9,3246.3,,-1098.0,False,False,,,,False,False,False,False,False,,False
29101,594,126.0,754.4,44.0,,,,246.0,58.8,95.1,14.3,160.4,,41.0,-468.0,160.4,-550.0,,,,-348.0,-535.2,-498.9,-579.7,-433.6,,-553.0,True,False,,,,True,False,False,False,True,,False
29103,15,48.0,,41.0,,,,10.0,,,14.0,,,27.0,33.0,,26.0,,,,-5.0,,,-1.0,,,12.0,,True,,,,True,,,True,,,True
29105,405,156.0,,133.0,,,,205.0,197.3,56.3,0.0,145.2,,63.0,-249.0,,-272.0,,,,-200.0,-207.7,-348.7,-405.0,-259.8,,-342.0,,False,,,,True,True,False,False,False,,False
29107,311,138.0,,169.0,,,,163.0,30.1,127.0,15.9,54.0,,106.0,-173.0,,-142.0,,,,-148.0,-280.9,-184.0,-295.1,-257.0,,-205.0,,True,,,,True,False,False,False,False,,False
29109,367,246.0,,194.0,,,,209.0,170.3,327.1,1.0,535.7,,135.0,-121.0,,-173.0,,,,-158.0,-196.7,-39.9,-366.0,168.7,,-232.0,,False,,,,False,False,True,False,False,,False
29111,38,84.0,,54.0,,,,19.0,10.5,,0.7,,,72.0,46.0,,16.0,,,,-19.0,-27.5,,-37.3,,,34.0,,True,,,,True,True,,True,,,True
29113,332,420.0,551.5,371.0,,,,186.0,92.9,310.2,150.7,530.8,,231.0,88.0,219.5,39.0,,,,-146.0,-239.1,-21.8,-181.3,198.8,,-101.0,False,True,,,,False,False,True,False,False,,False
29115,58,60.0,,0.0,,,,56.0,18.5,,14.0,32.1,,229.0,2.0,,-58.0,,,,-2.0,-39.5,,-44.0,-25.9,,171.0,,False,,,,False,False,,False,False,,False
29117,340,24.0,,13.0,,,,63.0,32.4,,15.3,186.3,,15.0,-316.0,,-327.0,,,,-277.0,-307.6,,-324.7,-153.7,,-325.0,,False,,,,True,True,,False,True,,False
29119,140,48.0,,2.0,,,,279.0,4.0,3.1,24.1,394.5,,10.0,-92.0,,-138.0,,,,139.0,-136.0,-136.9,-115.9,254.5,,-130.0,,False,,,,False,False,False,False,False,,False
29121,87,60.0,,61.0,,,,49.0,19.9,,25.9,113.4,,39.0,-27.0,,-26.0,,,,-38.0,-67.1,,-61.1,26.4,,-48.0,,True,,,,False,False,,False,True,,False
29123,270,60.0,,134.0,,,,51.0,8.0,,16.8,,,156.0,-210.0,,-136.0,,,,-219.0,-262.0,,-253.2,,,-114.0,,True,,,,False,False,,False,,,True
29125,58,42.0,,60.0,,,,12.0,17.3,,12.5,,,39.0,-16.0,,2.0,,,,-46.0,-40.7,,-45.5,,,-19.0,,True,,,,False,False,,False,,,False
29127,391,498.0,,740.0,,,,124.0,1198.6,63.9,112.8,536.8,,382.0,107.0,,349.0,,,,-267.0,807.6,-327.1,-278.2,145.8,,-9.0,,False,,,,False,False,False,False,False,,True
29129,13,30.0,,0.0,,,,7.0,3.7,,11.6,,,82.0,17.0,,-13.0,,,,-6.0,-9.3,,-1.4,,,69.0,,True,,,,True,True,,True,,,False
29131,358,186.0,,257.0,,,,90.0,120.4,251.0,108.4,219.4,,108.0,-172.0,,-101.0,,,,-268.0,-237.6,-107.0,-249.6,-138.6,,-250.0,,True,,,,False,False,True,False,True,,False
29133,128,216.0,,225.0,,,,131.0,104.4,34.8,0.0,179.2,,333.0,88.0,,97.0,,,,3.0,-23.6,-93.2,-128.0,51.2,,205.0,,False,,,,True,True,False,False,True,,False
29135,152,132.0,,107.0,,,,72.0,14.4,72.0,25.8,93.6,,59.0,-20.0,,-45.0,,,,-80.0,-137.6,-80.0,-126.2,-58.4,,-93.0,,False,,,,False,False,False,False,False,,False
29137,53,54.0,,0.0,,,,10.0,17.5,,1.8,,,41.0,1.0,,-53.0,,,,-43.0,-35.5,,-51.2,,,-12.0,,False,,,,False,False,,False,,,False
29139,45,18.0,,34.0,,,,13.0,14.8,,5.3,73.0,,6.0,-27.0,,-11.0,,,,-32.0,-30.2,,-39.7,28.0,,-39.0,,True,,,,False,False,,False,False,,False
29141,252,96.0,,163.0,,,,63.0,48.9,,25.0,193.7,,55.0,-156.0,,-89.0,,,,-189.0,-203.1,,-227.0,-58.3,,-197.0,,True,,,,False,False,,False,True,,False
29143,235,384.0,,337.0,,,,130.0,229.1,104.6,111.5,283.0,,206.0,149.0,,102.0,,,,-105.0,-5.9,-130.4,-123.5,48.0,,-29.0,,True,,,,True,True,True,True,True,,True
29145,527,456.0,308.0,593.0,,,,646.0,73.6,88.3,138.3,343.4,,325.0,-71.0,-219.0,66.0,,,,119.0,-453.4,-438.7,-388.7,-183.6,,-202.0,False,True,,,,False,False,False,False,False,,False
29147,534,276.0,,98.0,,,,85.0,128.4,59.2,89.0,193.7,,97.0,-258.0,,-436.0,,,,-449.0,-405.6,-474.8,-444.9,-340.3,,-437.0,,False,,,,False,False,False,False,False,,False
29149,102,42.0,,16.0,,,,74.0,7.1,,7.2,,,232.0,-60.0,,-86.0,,,,-28.0,-94.9,,-94.8,,,130.0,,False,,,,True,False,,False,,,False
29151,95,78.0,,76.0,,,,31.0,17.8,,62.7,108.3,,65.0,-17.0,,-19.0,,,,-64.0,-77.2,,-32.3,13.3,,-30.0,,False,,,,False,False,,False,True,,False
29153,110,24.0,,0.0,,,,46.0,,,2.4,,,41.0,-86.0,,-110.0,,,,-64.0,,,-107.6,,,-69.0,,False,,,,True,,,False,,,True
29155,270,126.0,,94.0,,,,294.0,40.8,40.8,100.4,139.2,,70.0,-144.0,,-176.0,,,,24.0,-229.2,-229.2,-169.6,-130.8,,-200.0,,False,,,,True,False,False,False,True,,False
29157,367,192.0,,349.0,,,,91.0,45.2,32.6,82.9,154.0,,222.0,-175.0,,-18.0,,,,-276.0,-321.8,-334.4,-284.1,-213.0,,-145.0,,True,,,,False,False,False,False,False,,True
29159,485,912.0,,936.0,,,,292.0,694.5,277.5,597.9,3523.4,,467.0,427.0,,451.0,,,,-193.0,209.5,-207.5,112.9,3038.4,,-18.0,,False,,,,True,True,True,True,False,,True
29161,361,204.0,,599.0,,,,186.0,299.4,113.4,1375.2,173.4,,570.0,-157.0,,238.0,,,,-175.0,-61.6,-247.6,1014.2,-187.6,,209.0,,False,,,,False,True,False,False,False,,False
29163,117,276.0,,770.0,,,,52.0,139.2,151.8,7.8,107.7,,382.0,159.0,,653.0,,,,-65.0,22.2,34.8,-109.2,-9.3,,265.0,,False,,,,True,True,True,True,True,,False
29165,294,366.0,644.2,384.0,,,,403.0,137.5,421.8,97.0,207.3,,253.0,72.0,350.2,90.0,,,,109.0,-156.5,127.8,-197.0,-86.7,,-41.0,False,False,,,,False,False,False,False,False,,True
29167,342,150.0,,1.0,,,,136.0,120.3,107.8,148.4,348.3,,50.0,-192.0,,-341.0,,,,-206.0,-221.7,-234.2,-193.6,6.3,,-292.0,,False,,,,False,False,False,False,True,,False
29169,401,444.0,200.6,1633.0,,,,347.0,119.7,202.7,167.9,234.5,,1246.0,43.0,-200.4,1232.0,,,,-54.0,-281.3,-198.3,-233.1,-166.5,,845.0,False,False,,,,False,False,False,False,False,,False
29171,20,0.0,,0.0,,,,13.0,,,1.2,,,1.0,-20.0,,-20.0,,,,-7.0,,,-18.8,,,-19.0,,False,,,,True,,,True,,,True
29173,96,150.0,,225.0,,,,13.0,19.6,,0.0,,,306.0,54.0,,129.0,,,,-83.0,-76.4,,-96.0,,,210.0,,False,,,,False,False,,False,,,False
29175,185,90.0,,75.0,,,,127.0,18.3,,0.0,148.1,,54.0,-95.0,,-110.0,,,,-58.0,-166.7,,-185.0,-36.9,,-131.0,,False,,,,True,False,,False,True,,False
29177,56,18.0,,30.0,,,,125.0,0.1,87.5,29.6,86.6,,11.0,-38.0,,-26.0,,,,69.0,-55.9,31.5,-26.4,30.6,,-45.0,,True,,,,False,False,True,True,True,,False
29179,28,0.0,,0.0,,,,19.0,1.7,,3.0,,,0.0,-28.0,,-28.0,,,,-9.0,-26.3,,-25.0,,,-28.0,,False,,,,True,True,,True,,,False
29181,95,126.0,,199.0,,,,109.0,46.2,,67.9,112.6,,269.0,31.0,,104.0,,,,14.0,-48.8,,-27.1,17.6,,174.0,,False,,,,True,False,,True,True,,False
29183,2995,3936.0,4309.3,16199.0,,,,2111.0,2094.6,1048.9,632.8,5247.2,,1547.0,941.0,1314.3,13204.0,,,,-884.0,-900.4,-1946.1,-2362.2,2252.2,,-1448.0,False,False,,,,True,True,False,False,False,,False
29185,49,30.0,,8.0,,,,42.0,2.6,,11.8,,,17.0,-19.0,,-41.0,,,,-7.0,-46.4,,-37.2,,,-32.0,,False,,,,True,False,,False,,,False
29186,130,90.0,,162.0,,,,67.0,27.3,,35.5,136.3,,129.0,-40.0,,32.0,,,,-63.0,-102.7,,-94.5,6.3,,-1.0,,True,,,,False,False,,False,True,,True
29187,1576,888.0,639.9,2358.0,,,,452.0,3111.2,350.6,46.3,892.4,,1170.0,-688.0,-936.1,782.0,,,,-1124.0,1535.2,-1225.4,-1529.7,-683.6,,-406.0,False,False,,,,False,False,False,False,True,,True
29189,7503,10458.0,9018.6,33781.0,,,,6103.0,8311.1,2303.6,7804.3,19701.7,,5113.0,2955.0,1515.6,26278.0,,,,-1400.0,808.1,-5199.4,301.3,12198.7,,-2390.0,True,False,,,,True,True,False,True,False,,True
29195,237,342.0,,314.0,,,,178.0,82.4,32.1,96.8,227.8,,235.0,105.0,,77.0,,,,-59.0,-154.6,-204.9,-140.2,-9.2,,-2.0,,True,,,,True,False,False,False,True,,True
29197,13,0.0,,0.0,,,,12.0,6.5,,3.8,3.8,,1.0,-13.0,,-13.0,,,,-1.0,-6.5,,-9.2,-9.2,,-12.0,,False,,,,True,True,,True,True,,True
29199,15,24.0,,0.0,,,,11.0,3.0,,13.2,8.4,,65.0,9.0,,-15.0,,,,-4.0,-12.0,,-1.8,-6.6,,50.0,,False,,,,True,False,,True,True,,False
29201,411,480.0,,658.0,,,,319.0,170.6,96.0,1197.6,402.0,,434.0,69.0,,247.0,,,,-92.0,-240.4,-315.0,786.6,-9.0,,23.0,,False,,,,False,False,False,False,True,,True
29203,60,6.0,,0.0,,,,40.0,19.0,,14.6,122.1,,0.0,-54.0,,-60.0,,,,-20.0,-41.0,,-45.4,62.1,,-60.0,,False,,,,True,True,,True,False,,False
29205,28,72.0,,57.0,,,,9.0,21.0,,12.8,,,31.0,44.0,,29.0,,,,-19.0,-7.0,,-15.2,,,3.0,,True,,,,True,True,,True,,,True
29207,253,108.0,,141.0,,,,214.0,9.2,60.2,50.1,43.7,,82.0,-145.0,,-112.0,,,,-39.0,-243.8,-192.8,-202.9,-209.3,,-171.0,,True,,,,True,False,False,False,False,,False
29209,287,270.0,,438.0,,,,124.0,926.8,327.6,294.9,522.7,,316.0,-17.0,,151.0,,,,-163.0,639.8,40.6,7.9,235.7,,29.0,,False,,,,False,False,False,True,False,,False
29211,41,72.0,,12.0,,,,52.0,22.8,0.0,0.0,70.7,,50.0,31.0,,-29.0,,,,11.0,-18.2,-41.0,-41.0,29.7,,9.0,,True,,,,True,True,False,False,True,,True
29213,485,960.0,822.2,631.0,,,,400.0,1102.3,369.8,630.7,5246.8,,499.0,475.0,337.2,146.0,,,,-85.0,617.3,-115.2,145.7,4761.8,,14.0,True,True,,,,True,False,True,True,False,,True
29215,255,90.0,,144.0,,,,123.0,51.4,,47.9,,,76.0,-165.0,,-111.0,,,,-132.0,-203.6,,-207.1,,,-179.0,,True,,,,True,False,,False,,,False
29217,119,78.0,,46.0,,,,108.0,31.7,,78.5,31.6,,368.0,-41.0,,-73.0,,,,-11.0,-87.3,,-40.5,-87.4,,249.0,,False,,,,True,False,,True,False,,False
29219,235,282.0,,282.0,,,,99.0,201.8,247.7,218.6,1773.1,,185.0,47.0,,47.0,,,,-136.0,-33.2,12.7,-16.4,1538.1,,-50.0,,False,,,,False,True,True,True,False,,False
29221,289,342.0,,829.0,,,,112.0,350.5,177.1,931.4,230.0,,728.0,53.0,,540.0,,,,-177.0,61.5,-111.9,642.4,-59.0,,439.0,,False,,,,False,False,False,False,False,,False
29223,152,60.0,,46.0,,,,64.0,,,40.0,,,33.0,-92.0,,-106.0,,,,-88.0,,,-112.0,,,-119.0,,False,,,,True,,,False,,,False
29225,490,126.0,,209.0,,,,174.0,61.3,201.4,82.7,227.4,,80.0,-364.0,,-281.0,,,,-316.0,-428.7,-288.6,-407.3,-262.6,,-410.0,,True,,,,True,False,True,False,True,,False
29227,11,0.0,,0.0,,,,4.0,0.5,,1.3,1.5,,0.0,-11.0,,-11.0,,,,-7.0,-10.5,,-9.7,-9.5,,-11.0,,False,,,,True,True,,True,True,,False
29229,263,72.0,,33.0,,,,93.0,19.8,,8.1,110.4,,214.0,-191.0,,-230.0,,,,-170.0,-243.2,,-254.9,-152.6,,-49.0,,False,,,,True,False,,False,True,,True
29510,1478,2484.0,1902.2,1603.0,,,,3148.0,1593.0,526.6,1397.3,2153.2,,1393.0,1006.0,424.2,125.0,,,,1670.0,115.0,-951.4,-80.7,675.2,,-85.0,True,True,,,,False,True,True,True,True,,True
30001,18,36.0,,2.0,,,,25.0,21.6,,22.6,,,8.0,18.0,,-16.0,,,,7.0,3.6,,4.6,,,-10.0,,True,,,,True,True,,True,,,True
30003,390,534.0,,0.0,,,,176.0,555.1,0.0,32.6,663.7,,79.0,144.0,,-390.0,,,,-214.0,165.1,-390.0,-357.4,273.7,,-311.0,,False,,,,False,False,False,False,False,,False
30005,7,30.0,,0.0,,,,36.0,,,3.3,25.4,,119.0,23.0,,-7.0,,,,29.0,,,-3.7,18.4,,112.0,,True,,,,False,,,True,True,,False
30007,3,18.0,,0.0,,,,37.0,3.2,,5.5,,,71.0,15.0,,-3.0,,,,34.0,0.2,,2.5,,,68.0,,True,,,,False,True,,True,,,False
30009,41,42.0,,0.0,,,,51.0,45.4,,5.8,75.3,,23.0,1.0,,-41.0,,,,10.0,4.4,,-35.2,34.3,,-18.0,,False,,,,False,False,,False,False,,False
30011,4,0.0,,0.0,,,,0.0,,,0.0,,,,-4.0,,-4.0,,,,-4.0,,,-4.0,,,,,False,,,,False,,,False,,,
30013,488,102.0,294.4,43.0,,,,351.0,50.8,45.9,16.8,160.0,,56.0,-386.0,-193.6,-445.0,,,,-137.0,-437.2,-442.1,-471.2,-328.0,,-432.0,True,False,,,,True,False,False,False,True,,False
30015,20,0.0,,0.0,,,,69.0,,,1.2,2.5,,6.0,-20.0,,-20.0,,,,49.0,,,-18.8,-17.5,,-14.0,,False,,,,False,,,True,True,,True
30017,56,0.0,,0.0,,,,48.0,,,10.2,48.4,,0.0,-56.0,,-56.0,,,,-8.0,,,-45.8,-7.6,,-56.0,,False,,,,True,,,True,True,,False
30019,2,0.0,,0.0,,,,24.0,,,0.2,0.7,,0.0,-2.0,,-2.0,,,,22.0,,,-1.8,-1.3,,-2.0,,False,,,,False,,,True,True,,False
30021,48,78.0,,22.0,,,,48.0,,,2.3,,,179.0,30.0,,-26.0,,,,0.0,,,-45.7,,,131.0,,True,,,,True,,,False,,,False
30023,87,30.0,,0.0,,,,61.0,6.3,,8.8,,,19.0,-57.0,,-87.0,,,,-26.0,-80.7,,-78.2,,,-68.0,,False,,,,True,False,,False,,,False
30025,3,0.0,,0.0,,,,6.0,,,0.0,0.4,,0.0,-3.0,,-3.0,,,,3.0,,,-3.0,-2.6,,-3.0,,False,,,,False,,,False,True,,False
30027,43,84.0,,,,,,114.0,,,5.5,41.1,,180.0,41.0,,,,,,71.0,,,-37.5,-1.9,,137.0,,,,,,False,,,True,True,,False
30029,605,330.0,536.9,331.0,,,,1578.0,278.7,193.9,68.6,3868.8,,170.0,-275.0,-68.1,-274.0,,,,973.0,-326.3,-411.1,-536.4,3263.8,,-435.0,True,True,,,,False,False,False,False,False,,False
30031,349,348.0,1516.6,185.0,,,,515.0,178.6,174.5,0.0,225.6,,247.0,-1.0,1167.6,-164.0,,,,166.0,-170.4,-174.5,-349.0,-123.4,,-102.0,False,False,,,,False,False,False,False,False,,False
30033,6,0.0,,0.0,,,,37.0,,,0.0,,,0.0,-6.0,,-6.0,,,,31.0,,,-6.0,,,-6.0,,False,,,,False,,,False,,,False
30035,188,90.0,,0.0,,,,23.0,66.6,,56.0,251.7,,161.0,-98.0,,-188.0,,,,-165.0,-121.4,,-132.0,63.7,,-27.0,,False,,,,False,False,,False,True,,True
30037,1,0.0,,0.0,,,,6.0,0.1,,0.0,0.0,,0.0,-1.0,,-1.0,,,,5.0,-0.9,,-1.0,-1.0,,-1.0,,False,,,,False,True,,False,True,,False
30039,4,12.0,,0.0,,,,6.0,,,6.4,,,11.0,8.0,,-4.0,,,,2.0,,,2.4,,,7.0,,True,,,,True,,,True,,,True
30041,104,36.0,,0.0,,,,246.0,14.1,,31.0,,,183.0,-68.0,,-104.0,,,,142.0,-89.9,,-73.0,,,79.0,,False,,,,False,False,,False,,,False
30043,43,18.0,,0.0,,,,48.0,3.6,,3.8,,,9.0,-25.0,,-43.0,,,,5.0,-39.4,,-39.2,,,-34.0,,False,,,,True,False,,False,,,False
30045,4,0.0,,0.0,,,,6.0,,,0.0,0.9,,0.0,-4.0,,-4.0,,,,2.0,,,-4.0,-3.1,,-4.0,,False,,,,True,,,False,True,,False
30047,94,48.0,,4.0,,,,181.0,6.9,82.7,8.3,66.8,,12.0,-46.0,,-90.0,,,,87.0,-87.1,-11.3,-85.7,-27.2,,-82.0,,False,,,,False,False,True,False,True,,False
30049,99,120.0,181.4,83.0,,,,499.0,51.8,53.4,38.9,59.0,,73.0,21.0,82.4,-16.0,,,,400.0,-47.2,-45.6,-60.1,-40.0,,-26.0,False,True,,,,False,False,False,False,False,,False
30051,17,0.0,,0.0,,,,13.0,0.0,,0.0,,,0.0,-17.0,,-17.0,,,,-4.0,-17.0,,-17.0,,,-17.0,,False,,,,True,True,,False,,,False
