,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
27083,99,68.0,68.7,,67.0,248.0,,,,,,,69.0,,82.2,31.5,,17.7,49.6,1.6,50.0,15.0,,94.2,,,,,,33.0,41.5,61.6,-31.0,-30.3,,-32.0,149.0,,,,,,,-30.0,,-16.8,-67.5,,-81.3,-49.4,-97.4,-49.0,-84.0,,-4.8,,,,,,-66.0,-57.5,-37.4,True,,False,False,,,,,,,True,,True,False,,False,False,False,False,False,,True,,,,,,False,False,False
27085,77,68.0,69.8,,54.0,20.0,,,,,,,49.0,,91.4,89.9,,33.0,58.3,126.3,48.0,83.0,,6.0,,,,,,46.0,55.2,147.1,-9.0,-7.2,,-23.0,-57.0,,,,,,,-28.0,,14.4,12.9,,-44.0,-18.7,49.3,-29.0,6.0,,-71.0,,,,,,-31.0,-21.8,70.1,True,,False,False,,,,,,,False,,False,False,,False,False,False,False,True,,False,,,,,,False,False,False
27087,7,8.0,8.6,,4.0,0.0,,,,,,,8.0,,3.5,6.8,,1.5,1.9,,4.0,8.0,,3.5,,,,,,6.0,3.7,29.1,1.0,1.6,,-3.0,-7.0,,,,,,,1.0,,-3.5,-0.2,,-5.5,-5.1,,-3.0,1.0,,-3.5,,,,,,-1.0,-3.3,22.1,False,,False,False,,,,,,,False,,False,True,,False,False,,False,False,,False,,,,,,False,False,False
27089,7,4.0,0.0,,3.0,0.0,,,,,,,9.0,,11.1,8.2,,4.8,8.4,,,6.0,,3.2,,,,,,8.0,4.0,42.4,-3.0,-7.0,,-4.0,-7.0,,,,,,,2.0,,4.1,1.2,,-2.2,1.4,,,-1.0,,-3.8,,,,,,1.0,-3.0,35.4,False,,False,False,,,,,,,True,,False,True,,True,True,,,True,,False,,,,,,True,True,False
27091,149,22.0,18.8,,22.0,14.0,,,,,,,26.0,,48.2,23.3,,14.4,29.3,55.5,32.0,15.0,,19.5,,,,,,14.0,7.5,66.6,-127.0,-130.2,,-127.0,-135.0,,,,,,,-123.0,,-100.8,-125.7,,-134.6,-119.7,-93.5,-117.0,-134.0,,-129.5,,,,,,-135.0,-141.5,-82.4,False,,False,False,,,,,,,True,,True,True,,False,True,True,True,False,,False,,,,,,False,False,True
27093,62,30.0,28.9,,34.0,70.0,,,,,,,21.0,,76.2,36.6,,23.2,37.7,46.1,,37.0,,50.1,,,,,,36.0,9.1,126.9,-32.0,-33.1,,-28.0,8.0,,,,,,,-41.0,,14.2,-25.4,,-38.8,-24.3,-15.9,,-25.0,,-11.9,,,,,,-26.0,-52.9,64.9,False,,True,True,,,,,,,False,,True,True,,False,True,True,,True,,True,,,,,,True,False,False
27095,36,36.0,34.3,,32.0,55.0,,,,,,,24.0,,86.6,54.9,,5.3,19.4,52.4,,58.0,,28.8,,,,,,36.0,26.9,54.1,0.0,-1.7,,-4.0,19.0,,,,,,,-12.0,,50.6,18.9,,-30.7,-16.6,16.4,,22.0,,-7.2,,,,,,0.0,-9.1,18.1,False,,False,False,,,,,,,False,,False,False,,False,False,False,,False,,False,,,,,,True,False,False
27097,83,70.0,73.3,,65.0,103.0,,,,,,,52.0,,107.8,62.5,,21.0,44.6,68.3,88.0,141.0,,56.1,,,,,,78.0,34.7,166.7,-13.0,-9.7,,-18.0,20.0,,,,,,,-31.0,,24.8,-20.5,,-62.0,-38.4,-14.7,5.0,58.0,,-26.9,,,,,,-5.0,-48.3,83.7,True,,False,False,,,,,,,False,,False,False,,False,False,False,True,False,,False,,,,,,True,False,False
27099,100,44.0,42.3,,42.0,29.0,,,,,,,115.0,,72.6,34.6,,18.6,52.7,2.4,60.0,58.0,,50.4,,30.7,,,,16.0,29.9,162.8,-56.0,-57.7,,-58.0,-71.0,,,,,,,15.0,,-27.4,-65.4,,-81.4,-47.3,-97.6,-40.0,-42.0,,-49.6,,-69.3,,,,-84.0,-70.1,62.8,False,,False,False,,,,,,,True,,True,False,,False,True,False,True,True,,True,,False,,,,False,False,False
27101,19,2.0,1.4,,4.0,0.0,,,,,,,11.0,,4.0,9.4,,0.0,3.6,12.3,7.0,4.0,,8.1,,,,,,3.0,6.5,35.3,-17.0,-17.6,,-15.0,-19.0,,,,,,,-8.0,,-15.0,-9.6,,-19.0,-15.4,-6.7,-12.0,-15.0,,-10.9,,,,,,-16.0,-12.5,16.3,False,,True,False,,,,,,,True,,True,True,,False,True,True,True,True,,True,,,,,,True,True,True
27103,66,38.0,41.0,,36.0,25.0,,,,,,,59.0,,69.6,48.1,,21.1,33.1,77.7,44.0,62.0,,26.6,,,,,,27.0,22.6,83.2,-28.0,-25.0,,-30.0,-41.0,,,,,,,-7.0,,3.6,-17.9,,-44.9,-32.9,11.7,-22.0,-4.0,,-39.4,,,,,,-39.0,-43.4,17.2,True,,False,False,,,,,,,True,,True,True,,False,False,True,True,True,,False,,,,,,False,False,True
27105,65,36.0,33.0,,31.0,,,,,,,,66.0,,58.0,30.3,,7.3,28.9,2.4,,12.0,,39.6,,22.7,,,,0.0,17.8,143.8,-29.0,-32.0,,-34.0,,,,,,,,1.0,,-7.0,-34.7,,-57.7,-36.1,-62.6,,-53.0,,-25.4,,-42.3,,,,-65.0,-47.2,78.8,False,,False,,,,,,,,True,,True,False,,False,False,False,,False,,True,,False,,,,False,False,False
27107,6,2.0,2.7,,2.0,0.0,,,,,,,10.0,,3.3,4.1,,1.9,0.2,,0.0,4.0,,2.1,,,,,,2.0,4.6,18.5,-4.0,-3.3,,-4.0,-6.0,,,,,,,4.0,,-2.7,-1.9,,-4.1,-5.8,,-6.0,-2.0,,-3.9,,,,,,-4.0,-1.4,12.5,True,,False,False,,,,,,,False,,True,True,,False,False,,False,True,,True,,,,,,False,True,False
27109,286,114.0,120.0,,112.0,117.0,,,,,,,414.0,,148.1,127.6,,89.3,141.4,161.5,125.0,245.0,,96.9,,85.3,108.0,,,99.0,96.2,200.5,-172.0,-166.0,,-174.0,-169.0,,,,,,,128.0,,-137.9,-158.4,,-196.7,-144.6,-124.5,-161.0,-41.0,,-189.1,,-200.7,-178.0,,,-187.0,-189.8,-85.5,True,,False,True,,,,,,,True,,True,True,,False,True,True,True,True,,False,,False,False,,,False,False,True
27111,108,36.0,33.4,,43.0,59.0,,,,,,,98.0,,58.3,100.1,,14.9,47.4,129.9,42.0,46.0,,32.3,,,,,,41.0,41.1,49.1,-72.0,-74.6,,-65.0,-49.0,,,,,,,-10.0,,-49.7,-7.9,,-93.1,-60.6,21.9,-66.0,-62.0,,-75.7,,,,,,-67.0,-66.9,-58.9,False,,True,True,,,,,,,True,,True,True,,False,True,True,True,True,,False,,,,,,True,True,True
27113,17,4.0,2.7,,8.0,43.0,,,,,,,20.0,,9.6,11.3,,9.7,7.0,25.4,,6.0,,4.6,,,,,,9.0,8.3,13.3,-13.0,-14.3,,-9.0,26.0,,,,,,,3.0,,-7.4,-5.7,,-7.3,-10.0,8.4,,-11.0,,-12.4,,,,,,-8.0,-8.7,-3.7,False,,True,False,,,,,,,True,,True,True,,True,True,True,,True,,True,,,,,,True,True,True
27115,152,30.0,29.6,,29.0,37.0,,,,,,,24.0,,65.5,35.3,,10.2,28.9,22.9,29.0,20.0,,41.6,,,,,,21.0,12.3,48.9,-122.0,-122.4,,-123.0,-115.0,,,,,,,-128.0,,-86.5,-116.7,,-141.8,-123.1,-129.1,-123.0,-132.0,,-110.4,,,,,,-131.0,-139.7,-103.1,False,,False,True,,,,,,,False,,True,True,,False,False,False,False,False,,True,,,,,,False,False,True
27117,24,6.0,4.1,,7.0,0.0,,,,,,,18.0,,15.4,16.0,,1.5,7.8,0.0,16.0,14.0,,23.7,,,,,,8.0,12.4,66.4,-18.0,-19.9,,-17.0,-24.0,,,,,,,-6.0,,-8.6,-8.0,,-22.5,-16.2,-24.0,-8.0,-10.0,,-0.3,,,,,,-16.0,-11.6,42.4,False,,True,False,,,,,,,True,,True,True,,False,True,False,True,True,,True,,,,,,True,True,False
27119,68,32.0,30.5,,32.0,27.0,,,,,,,47.0,,45.2,60.1,,21.8,40.7,76.9,41.0,26.0,,16.8,,,,,,35.0,18.2,93.3,-36.0,-37.5,,-36.0,-41.0,,,,,,,-21.0,,-22.8,-7.9,,-46.2,-27.3,8.9,-27.0,-42.0,,-51.2,,,,,,-33.0,-49.8,25.3,False,,False,False,,,,,,,True,,True,True,,False,True,True,True,False,,False,,,,,,True,False,True
27121,20,12.0,12.2,,6.0,0.0,,,,,,,13.0,,14.4,15.9,,3.3,5.7,,4.0,4.0,,4.9,,,,,,11.0,8.9,56.3,-8.0,-7.8,,-14.0,-20.0,,,,,,,-7.0,,-5.6,-4.1,,-16.7,-14.3,,-16.0,-16.0,,-15.1,,,,,,-9.0,-11.1,36.3,True,,False,False,,,,,,,True,,True,True,,False,False,,False,False,,False,,,,,,False,False,False
27123,924,826.0,832.3,743.5,746.0,627.0,,,,,,,907.0,,765.7,596.2,,630.8,804.3,89.2,810.0,815.0,,699.6,,647.1,906.0,,,520.0,627.6,1557.2,-98.0,-91.7,-180.5,-178.0,-297.0,,,,,,,-17.0,,-158.3,-327.8,,-293.2,-119.7,-834.8,-114.0,-109.0,,-224.4,,-276.9,-18.0,,,-404.0,-296.4,633.2,True,False,False,False,,,,,,,True,,False,False,,False,False,False,False,False,,False,,False,True,,,False,False,False
27125,10,8.0,8.2,,2.0,0.0,,,,,,,6.0,,7.2,5.4,,1.1,1.5,,0.0,2.0,,2.7,,,,,,6.0,4.0,19.4,-2.0,-1.8,,-8.0,-10.0,,,,,,,-4.0,,-2.8,-4.6,,-8.9,-8.5,,-10.0,-8.0,,-7.3,,,,,,-4.0,-6.0,9.4,True,,False,False,,,,,,,False,,False,False,,False,False,,False,False,,False,,,,,,False,False,False
27127,84,16.0,13.8,,15.0,45.0,,,,,,,23.0,,44.9,24.7,,6.7,13.7,,14.0,43.0,,0.0,,,,,,19.0,7.8,53.1,-68.0,-70.2,,-69.0,-39.0,,,,,,,-61.0,,-39.1,-59.3,,-77.3,-70.3,,-70.0,-41.0,,-84.0,,,,,,-65.0,-76.2,-30.9,False,,False,True,,,,,,,True,,True,True,,False,False,,False,True,,False,,,,,,True,False,True
27129,45,24.0,24.5,,21.0,21.0,,,,,,,15.0,,67.8,20.0,,7.2,16.6,35.3,15.0,25.0,,21.9,,,,,,26.0,12.1,68.4,-21.0,-20.5,,-24.0,-24.0,,,,,,,-30.0,,22.8,-25.0,,-37.8,-28.4,-9.7,-30.0,-20.0,,-23.1,,,,,,-19.0,-32.9,23.4,True,,False,False,,,,,,,False,,False,False,,False,False,True,False,True,,False,,,,,,True,False,False
27131,80,64.0,64.6,,64.0,53.0,,,,,,,143.0,,106.0,53.1,,30.7,68.4,81.9,60.0,112.0,,51.6,,42.9,,,,36.0,43.7,205.0,-16.0,-15.4,,-16.0,-27.0,,,,,,,63.0,,26.0,-26.9,,-49.3,-11.6,1.9,-20.0,32.0,,-28.4,,-37.1,,,,-44.0,-36.3,125.0,True,,False,False,,,,,,,False,,False,False,,False,True,True,False,False,,False,,False,,,,False,False,False
27133,46,30.0,30.0,,21.0,0.0,,,,,,,15.0,,15.3,22.0,,17.3,27.1,17.1,,33.0,,32.5,,,,,,20.0,7.7,117.3,-16.0,-16.0,,-25.0,-46.0,,,,,,,-31.0,,-30.7,-24.0,,-28.7,-18.9,-28.9,,-13.0,,-13.5,,,,,,-26.0,-38.3,71.3,False,,False,False,,,,,,,False,,False,False,,False,False,False,,True,,True,,,,,,False,False,False
27135,21,50.0,48.6,,25.0,24.0,,,,,,,18.0,,54.8,31.3,,13.5,25.9,15.5,22.0,49.0,,49.2,,,,,,43.0,26.7,75.4,29.0,27.6,,4.0,3.0,,,,,,,-3.0,,33.8,10.3,,-7.5,4.9,-5.5,1.0,28.0,,28.2,,,,,,22.0,5.7,54.4,True,,True,True,,,,,,,True,,False,True,,True,True,True,True,True,,True,,,,,,True,True,False
27137,484,292.0,315.4,,294.0,407.0,,,,,,,244.0,,294.0,561.4,,271.3,263.1,537.7,348.0,,,336.4,,,431.0,,,290.0,201.2,226.5,-192.0,-168.6,,-190.0,-77.0,,,,,,,-240.0,,-190.0,77.4,,-212.7,-220.9,53.7,-136.0,,,-147.6,,,-53.0,,,-194.0,-282.8,-257.5,True,,True,True,,,,,,,False,,True,True,,False,False,True,True,,,True,,,True,,,False,False,False
27139,328,166.0,188.1,,177.0,227.0,,,,,,,277.0,,268.5,203.0,,78.5,149.6,382.0,137.0,80.0,,169.2,,182.0,96.0,,,162.0,194.1,437.7,-162.0,-139.9,,-151.0,-101.0,,,,,,,-51.0,,-59.5,-125.0,,-249.5,-178.4,54.0,-191.0,-248.0,,-158.8,,-146.0,-232.0,,,-166.0,-133.9,109.7,True,,True,True,,,,,,,True,,True,True,,False,False,True,False,False,,True,,True,False,,,False,True,True
27141,143,102.0,102.4,,102.0,192.0,,,,,,,134.0,,146.9,156.8,,64.4,100.5,160.8,91.0,121.0,,73.2,,,,,,83.0,74.7,282.8,-41.0,-40.6,,-41.0,49.0,,,,,,,-9.0,,3.9,13.8,,-78.6,-42.5,17.8,-52.0,-22.0,,-69.8,,,,,,-60.0,-68.3,139.8,True,,False,False,,,,,,,True,,True,True,,False,False,True,False,True,,False,,,,,,False,False,False
27143,40,0.0,1.9,,15.0,37.0,,,,,,,15.0,,16.1,24.5,,4.0,17.5,33.3,10.0,47.0,,8.2,,,,,,15.0,10.2,62.8,-40.0,-38.1,,-25.0,-3.0,,,,,,,-25.0,,-23.9,-15.5,,-36.0,-22.5,-6.7,-30.0,7.0,,-31.8,,,,,,-25.0,-29.8,22.8,True,,True,True,,,,,,,True,,True,True,,True,True,True,True,True,,True,,,,,,True,True,True
27145,480,230.0,216.1,,216.0,,,,,,,,581.0,,243.8,231.3,,186.8,262.9,119.3,308.0,488.0,,176.7,,179.2,259.0,,,117.0,164.1,566.8,-250.0,-263.9,,-264.0,,,,,,,,101.0,,-236.2,-248.7,,-293.2,-217.1,-360.7,-172.0,8.0,,-303.3,,-300.8,-221.0,,,-363.0,-315.9,86.8,False,,False,,,,,,,,True,,True,True,,False,True,False,True,True,,False,,False,True,,,False,False,True
27147,52,66.0,64.1,,63.0,144.0,,,,,,,66.0,,110.7,63.9,,26.5,45.7,72.6,59.0,66.0,,32.5,,,,,,50.0,35.1,237.3,14.0,12.1,,11.0,92.0,,,,,,,14.0,,58.7,11.9,,-25.5,-6.3,20.6,7.0,14.0,,-19.5,,,,,,-2.0,-16.9,185.3,True,,True,False,,,,,,,False,,False,True,,False,True,False,True,False,,False,,,,,,True,False,False
27149,19,28.0,30.7,,31.0,86.0,,,,,,,82.0,,58.9,18.5,,7.1,21.6,,15.0,7.0,,27.7,,,,,,41.0,19.3,59.5,9.0,11.7,,12.0,67.0,,,,,,,63.0,,39.9,-0.5,,-11.9,2.6,,-4.0,-12.0,,8.7,,,,,,22.0,0.3,40.5,False,,False,False,,,,,,,False,,False,True,,False,True,,True,False,,True,,,,,,False,True,False
27151,49,40.0,39.0,,21.0,19.0,,,,,,,15.0,,15.9,15.3,,9.4,29.5,,,33.0,,145.1,,,,,,28.0,3.8,130.7,-9.0,-10.0,,-28.0,-30.0,,,,,,,-34.0,,-33.1,-33.7,,-39.6,-19.5,,,-16.0,,96.1,,,,,,-21.0,-45.2,81.7,False,,False,False,,,,,,,False,,False,False,,False,False,,,False,,False,,,,,,False,False,False
27153,32,14.0,13.8,,14.0,2.0,,,,,,,50.0,,41.9,20.1,,8.3,22.0,8.1,37.0,39.0,,17.7,,,,,,9.0,6.7,81.2,-18.0,-18.2,,-18.0,-30.0,,,,,,,18.0,,9.9,-11.9,,-23.7,-10.0,-23.9,5.0,7.0,,-14.3,,,,,,-23.0,-25.3,49.2,False,,False,False,,,,,,,False,,True,True,,False,True,False,True,True,,True,,,,,,False,False,False
27155,4,14.0,13.1,,6.0,,,,,,,,8.0,,10.2,3.0,,1.8,3.0,,,21.0,,1.8,,,,,,9.0,8.3,29.2,10.0,9.1,,2.0,,,,,,,,4.0,,6.2,-1.0,,-2.2,-1.0,,,17.0,,-2.2,,,,,,5.0,4.3,25.2,True,,True,,,,,,,,True,,True,True,,True,True,,,False,,True,,,,,,True,True,False
27157,52,28.0,28.4,,30.0,38.0,,,,,,,35.0,,56.4,37.6,,23.7,34.2,54.2,,77.0,,0.0,,,,,,24.0,13.3,62.7,-24.0,-23.6,,-22.0,-14.0,,,,,,,-17.0,,4.4,-14.4,,-28.3,-17.8,2.2,,25.0,,-52.0,,,,,,-28.0,-38.7,10.7,True,,True,True,,,,,,,True,,True,True,,False,True,True,,False,,False,,,,,,False,False,True
27159,13,14.0,12.2,,12.0,14.0,,,,,,,18.0,,11.4,20.1,,3.8,7.8,,,24.0,,10.6,,,,,,12.0,7.0,28.7,1.0,-0.8,,-1.0,1.0,,,,,,,5.0,,-1.6,7.1,,-9.2,-5.2,,,11.0,,-2.4,,,,,,-1.0,-6.0,15.7,True,,False,False,,,,,,,False,,False,False,,False,False,,,False,,False,,,,,,False,False,False
27161,278,166.0,166.3,,114.0,186.0,,,,,,,25.0,,182.8,63.7,,106.1,91.8,94.4,203.0,37.0,,40.7,,,,,,105.0,73.7,444.3,-112.0,-111.7,,-164.0,-92.0,,,,,,,-253.0,,-95.2,-214.3,,-171.9,-186.2,-183.6,-75.0,-241.0,,-237.3,,,,,,-173.0,-204.3,166.3,True,,False,True,,,,,,,False,,True,False,,False,False,False,True,False,,False,,,,,,False,False,False
27163,438,316.0,327.6,,295.0,212.0,,,,,,,334.0,,383.2,369.3,,183.5,290.5,759.6,248.0,148.0,,225.0,,299.2,197.0,,,298.0,257.9,577.8,-122.0,-110.4,,-143.0,-226.0,,,,,,,-104.0,,-54.8,-68.7,,-254.5,-147.5,321.6,-190.0,-290.0,,-213.0,,-138.8,-241.0,,,-140.0,-180.1,139.8,True,,False,False,,,,,,,True,,True,True,,False,False,False,False,False,,False,,False,False,,,False,False,False
27165,57,44.0,57.0,,28.0,38.0,,,,,,,17.0,,19.5,15.3,,20.2,34.6,0.0,49.0,58.0,,56.0,,,,,,3.0,19.2,140.3,-13.0,-0.0,,-29.0,-19.0,,,,,,,-40.0,,-37.5,-41.6,,-36.8,-22.4,-57.0,-8.0,1.0,,-1.0,,,,,,-54.0,-37.8,83.3,True,,False,False,,,,,,,False,,False,False,,False,False,False,True,True,,True,,,,,,False,False,False
27167,10,6.0,5.0,,3.0,0.0,,,,,,,14.0,,5.7,4.6,,3.0,1.3,,11.0,14.0,,1.3,,,,,,4.0,5.2,23.3,-4.0,-5.0,,-7.0,-10.0,,,,,,,4.0,,-4.3,-5.4,,-7.0,-8.7,,1.0,4.0,,-8.7,,,,,,-6.0,-4.8,13.3,False,,False,False,,,,,,,False,,False,False,,False,False,,True,False,,False,,,,,,False,False,False
27169,224,190.0,185.2,,174.0,597.0,,,,,,,182.0,,266.0,130.7,,111.3,162.2,81.2,282.0,116.0,,178.6,,,,,,182.0,104.8,393.3,-34.0,-38.8,,-50.0,373.0,,,,,,,-42.0,,42.0,-93.3,,-112.7,-61.8,-142.8,58.0,-108.0,,-45.4,,,,,,-42.0,-119.2,169.3,False,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,,False,False,False
27171,204,174.0,165.8,,162.0,125.0,,,,,,,205.0,,244.9,238.0,,79.0,164.6,447.6,145.0,233.0,,121.1,,158.4,130.0,,,165.0,144.2,390.7,-30.0,-38.2,,-42.0,-79.0,,,,,,,1.0,,40.9,34.0,,-125.0,-39.4,243.6,-59.0,29.0,,-82.9,,-45.6,-74.0,,,-39.0,-59.8,186.7,False,,False,False,,,,,,,True,,False,False,,False,False,False,False,True,,False,,False,False,,,False,False,False
27173,58,30.0,32.2,,30.0,57.0,,,,,,,10.0,,41.1,20.9,,30.7,40.7,19.9,,11.0,,8.9,,,,,,32.0,18.2,61.7,-28.0,-25.8,,-28.0,-1.0,,,,,,,-48.0,,-16.9,-37.1,,-27.3,-17.3,-38.1,,-47.0,,-49.0,,,,,,-26.0,-39.8,3.7,True,,False,True,,,,,,,False,,True,False,,True,True,False,,False,,False,,,,,,True,False,True
28001,82,78.0,86.2,,67.0,80.0,,,,,,,109.0,,83.2,76.8,,31.1,53.9,0.6,67.0,184.0,,9.5,,,,,,87.0,52.8,112.3,-4.0,4.2,,-15.0,-2.0,,,,,,,27.0,,1.2,-5.2,,-50.9,-28.1,-81.4,-15.0,102.0,,-72.5,,,,,,5.0,-29.2,30.3,False,,False,True,,,,,,,False,,True,False,,False,False,False,False,False,,False,,,,,,False,False,False
28003,95,106.0,111.7,,77.0,22.0,,,,,,,91.0,,86.3,87.2,,75.0,79.5,57.1,85.0,92.0,,24.8,,,,,,79.0,47.5,149.9,11.0,16.7,,-18.0,-73.0,,,,,,,-4.0,,-8.7,-7.8,,-20.0,-15.5,-37.9,-10.0,-3.0,,-70.2,,,,,,-16.0,-47.5,54.9,False,,False,False,,,,,,,True,,True,True,,False,False,False,True,True,,False,,,,,,False,False,False
28005,42,12.0,12.1,,11.0,0.0,,,,,,,29.0,,11.3,19.5,,2.3,10.8,11.7,10.0,19.0,,6.8,,,,,,11.0,19.3,39.6,-30.0,-29.9,,-31.0,-42.0,,,,,,,-13.0,,-30.7,-22.5,,-39.7,-31.2,-30.3,-32.0,-23.0,,-35.2,,,,,,-31.0,-22.7,-2.4,True,,False,False,,,,,,,True,,False,True,,False,False,False,False,True,,False,,,,,,False,True,True
28007,48,40.0,36.5,,20.0,0.0,,,,,,,36.0,,23.7,24.4,,13.2,28.2,1.0,23.0,12.0,,17.0,,,,,,31.0,9.9,61.9,-8.0,-11.5,,-28.0,-48.0,,,,,,,-12.0,,-24.3,-23.6,,-34.8,-19.8,-47.0,-25.0,-36.0,,-31.0,,,,,,-17.0,-38.1,13.9,False,,False,False,,,,,,,False,,False,False,,False,False,False,False,False,,False,,,,,,False,False,False
28009,22,8.0,6.6,,6.0,6.0,,,,,,,18.0,,12.0,10.9,,2.5,8.8,0.0,1.0,2.0,,3.3,,,,,,7.0,14.5,26.1,-14.0,-15.4,,-16.0,-16.0,,,,,,,-4.0,,-10.0,-11.1,,-19.5,-13.2,-22.0,-21.0,-20.0,,-18.7,,,,,,-15.0,-7.5,4.1,False,,False,False,,,,,,,True,,True,True,,False,True,False,False,False,,False,,,,,,False,True,True
28011,139,144.0,161.8,,106.0,155.0,,,,,,,98.0,,141.9,106.5,,73.7,103.4,1.0,113.0,148.0,,98.5,,115.0,,,,0.0,125.9,202.1,5.0,22.8,,-33.0,16.0,,,,,,,-41.0,,2.9,-32.5,,-65.3,-35.6,-138.0,-26.0,9.0,,-40.5,,-24.0,,,,-139.0,-13.1,63.1,False,,False,False,,,,,,,False,,True,False,,False,False,False,False,False,,False,,False,,,,False,False,False
28013,21,30.0,30.1,,20.0,16.0,,,,,,,25.0,,34.9,23.1,,11.4,24.7,0.3,18.0,32.0,,12.8,,,,,,17.0,12.8,50.3,9.0,9.1,,-1.0,-5.0,,,,,,,4.0,,13.9,2.1,,-9.6,3.7,-20.7,-3.0,11.0,,-8.2,,,,,,-4.0,-8.2,29.3,False,,True,True,,,,,,,True,,False,True,,False,True,False,True,False,,True,,,,,,True,True,False
28015,16,14.0,16.0,,8.0,0.0,,,,,,,19.0,,8.5,14.7,,3.0,7.3,0.8,11.0,56.0,,9.9,,,,,,10.0,8.3,28.0,-2.0,-0.0,,-8.0,-16.0,,,,,,,3.0,,-7.5,-1.3,,-13.0,-8.7,-15.2,-5.0,40.0,,-6.1,,,,,,-6.0,-7.7,12.0,True,,False,False,,,,,,,False,,False,True,,False,False,False,False,False,,False,,,,,,False,False,False
28017,65,26.0,27.1,,25.0,33.0,,,,,,,39.0,,36.6,24.2,,7.9,21.3,1.0,18.0,92.0,,27.4,,,,,,14.0,27.4,52.4,-39.0,-37.9,,-40.0,-32.0,,,,,,,-26.0,,-28.4,-40.8,,-57.1,-43.7,-64.0,-47.0,27.0,,-37.6,,,,,,-51.0,-37.6,-12.6,True,,False,True,,,,,,,True,,True,False,,False,False,False,False,True,,True,,,,,,False,True,True
28019,13,24.0,22.8,,12.0,0.0,,,,,,,12.0,,12.1,9.7,,9.5,14.9,0.0,,15.0,,13.0,,,,,,26.0,9.2,41.7,11.0,9.8,,-1.0,-13.0,,,,,,,-1.0,,-0.9,-3.3,,-3.5,1.9,-13.0,,2.0,,0.0,,,,,,13.0,-3.8,28.7,True,,True,False,,,,,,,True,,True,True,,True,True,False,,True,,True,,,,,,False,True,False
28021,19,6.0,4.6,,4.0,0.0,,,,,,,25.0,,4.9,7.3,,1.4,6.4,0.0,,37.0,,1.6,,,,,,0.0,10.0,41.0,-13.0,-14.4,,-15.0,-19.0,,,,,,,6.0,,-14.1,-11.7,,-17.6,-12.6,-19.0,,18.0,,-17.4,,,,,,-19.0,-9.0,22.0,False,,False,False,,,,,,,True,,False,True,,False,True,False,,False,,False,,,,,,False,True,False
