,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
29197,138,32.0,,,,,59.0,,104.2,,,,15.0,-106.0,,,,,-79.0,,-33.8,,,,-123.0,,,,,True,,True,,,,False
29199,147,104.0,,,,,71.0,,1242.9,,,,99.0,-43.0,,,,,-76.0,,1095.9,,,,-48.0,,,,,False,,False,,,,False
29201,1780,1224.0,,,,,681.0,,2586.4,478.9,842.5,,887.0,-556.0,,,,,-1099.0,,806.4,-1301.1,-937.5,,-893.0,,,,,False,,False,False,False,,False
29203,166,336.0,,,,,99.0,,543.9,29.0,,,62.0,170.0,,,,,-67.0,,377.9,-137.0,,,-104.0,,,,,True,,False,True,,,True
29205,174,80.0,,,,,62.0,,201.5,9.8,,,26.0,-94.0,,,,,-112.0,,27.5,-164.2,,,-148.0,,,,,False,,True,False,,,False
29207,1092,856.0,,,,,643.0,,1952.8,292.7,,,318.0,-236.0,,,,,-449.0,,860.8,-799.3,,,-774.0,,,,,False,,False,False,,,False
29209,823,360.0,,,,,452.0,,944.7,9.4,,,74.0,-463.0,,,,,-371.0,,121.7,-813.6,,,-749.0,,,,,True,,True,False,,,False
29211,328,160.0,,,,,125.0,,246.1,0.0,,,18.0,-168.0,,,,,-203.0,,-81.9,-328.0,,,-310.0,,,,,False,,True,False,,,False
29213,1875,1040.0,,,,,1036.0,,1083.1,11.8,401.2,,90.0,-835.0,,,,,-839.0,,-791.9,-1863.2,-1473.8,,-1785.0,,,,,False,,True,False,False,,False
29215,670,496.0,,,,,543.0,,1051.4,0.1,,,0.0,-174.0,,,,,-127.0,,381.4,-669.9,,,-670.0,,,,,True,,False,False,,,False
29217,555,304.0,,,,,342.0,,507.1,77.8,,,82.0,-251.0,,,,,-213.0,,-47.9,-477.2,,,-473.0,,,,,True,,True,False,,,False
29219,880,288.0,,,,,316.0,,710.6,34.6,,,84.0,-592.0,,,,,-564.0,,-169.4,-845.4,,,-796.0,,,,,True,,True,False,,,False
29221,1023,456.0,,,,,390.0,,976.0,2.8,,,150.0,-567.0,,,,,-633.0,,-47.0,-1020.2,,,-873.0,,,,,False,,True,False,,,False
29223,313,80.0,,,,,174.0,,415.4,0.0,,,0.0,-233.0,,,,,-139.0,,102.4,-313.0,,,-313.0,,,,,True,,True,False,,,False
29225,1110,696.0,,,,,590.0,,1729.3,11.9,1797.9,,213.0,-414.0,,,,,-520.0,,619.3,-1098.1,687.9,,-897.0,,,,,False,,False,False,False,,False
29227,77,40.0,,,,,47.0,,143.3,,,,26.0,-37.0,,,,,-30.0,,66.3,,,,-51.0,,,,,True,,False,,,,False
29229,368,288.0,,,,,350.0,,592.9,0.0,,,71.0,-80.0,,,,,-18.0,,224.9,-368.0,,,-297.0,,,,,True,,False,False,,,False
29510,7735,3016.0,,,,,2881.0,,2201.2,44.2,1251.5,,1845.0,-4719.0,,,,,-4854.0,,-5533.8,-7690.8,-6483.5,,-5890.0,,,,,False,,False,False,False,,False
30001,469,256.0,,,,,241.0,,437.1,0.0,,,44.0,-213.0,,,,,-228.0,,-31.9,-469.0,,,-425.0,,,,,False,,True,False,,,False
30003,715,1760.0,,,,,418.0,,1119.0,64.1,821.9,,700.0,1045.0,,,,,-297.0,,404.0,-650.9,106.9,,-15.0,,,,,True,,True,True,True,,True
30005,319,624.0,,,,,172.0,,3037.0,0.0,,,93.0,305.0,,,,,-147.0,,2718.0,-319.0,,,-226.0,,,,,True,,False,False,,,True
30007,209,192.0,,,,,177.0,,2651.2,,,,253.0,-17.0,,,,,-32.0,,2442.2,,,,44.0,,,,,False,,False,,,,False
30009,432,264.0,,,,,240.0,,951.4,0.0,,,134.0,-168.0,,,,,-192.0,,519.4,-432.0,,,-298.0,,,,,False,,False,False,,,False
30011,90,176.0,,,,,80.0,,649.3,,,,20.0,86.0,,,,,-10.0,,559.3,,,,-70.0,,,,,True,,False,,,,True
30013,4638,2680.0,,,,,6070.0,,19740.3,340.6,706.3,,1916.0,-1958.0,,,,,1432.0,,15102.3,-4297.4,-3931.7,,-2722.0,,,,,True,,False,False,False,,False
30015,254,256.0,,,,,188.0,,1279.0,,,,201.0,2.0,,,,,-66.0,,1025.0,,,,-53.0,,,,,False,,False,,,,False
30017,657,536.0,,,,,843.0,,2172.0,11.0,,,330.0,-121.0,,,,,186.0,,1515.0,-646.0,,,-327.0,,,,,False,,False,False,,,False
30019,110,96.0,,,,,114.0,,819.2,,,,58.0,-14.0,,,,,4.0,,709.2,,,,-52.0,,,,,True,,False,,,,False
30021,693,424.0,,,,,671.0,,1758.9,65.9,,,25.0,-269.0,,,,,-22.0,,1065.9,-627.1,,,-668.0,,,,,True,,False,False,,,False
30023,421,592.0,,,,,339.0,,2037.2,3.4,,,0.0,171.0,,,,,-82.0,,1616.2,-417.6,,,-421.0,,,,,True,,False,False,,,False
30025,217,120.0,,,,,287.0,,634.6,,,,73.0,-97.0,,,,,70.0,,417.6,,,,-144.0,,,,,True,,False,,,,False
30027,628,344.0,,,,,630.0,,1468.1,0.0,,,184.0,-284.0,,,,,2.0,,840.1,-628.0,,,-444.0,,,,,True,,False,False,,,False
30029,5363,4392.0,,,,,5245.0,,12112.4,666.3,1122.5,,1533.0,-971.0,,,,,-118.0,,6749.4,-4696.7,-4240.5,,-3830.0,,,,,True,,False,False,False,,False
30031,6074,4344.0,,,,,2222.0,,8418.7,984.7,1416.6,,2129.0,-1730.0,,,,,-3852.0,,2344.7,-5089.3,-4657.4,,-3945.0,,,,,False,,False,False,False,,False
30033,49,96.0,,,,,48.0,,156.9,,,,43.0,47.0,,,,,-1.0,,107.9,,,,-6.0,,,,,True,,False,,,,True
30035,485,560.0,,,,,534.0,,1458.4,0.0,,,62.0,75.0,,,,,49.0,,973.4,-485.0,,,-423.0,,,,,True,,False,False,,,False
30037,26,56.0,,,,,49.0,,445.8,,,,34.0,30.0,,,,,23.0,,419.8,,,,8.0,,,,,True,,False,,,,True
30039,94,72.0,,,,,61.0,,934.6,,,,47.0,-22.0,,,,,-33.0,,840.6,,,,-47.0,,,,,False,,False,,,,False
30041,855,1496.0,,,,,1524.0,,6104.6,195.8,,,225.0,641.0,,,,,669.0,,5249.6,-659.2,,,-630.0,,,,,False,,False,False,,,True
30043,548,136.0,,,,,208.0,,1564.7,0.0,,,171.0,-412.0,,,,,-340.0,,1016.7,-548.0,,,-377.0,,,,,True,,False,False,,,True
30045,60,32.0,,,,,71.0,,684.2,,,,50.0,-28.0,,,,,11.0,,624.2,,,,-10.0,,,,,True,,False,,,,True
30047,889,560.0,,,,,671.0,,4095.7,102.3,,,717.0,-329.0,,,,,-218.0,,3206.7,-786.7,,,-172.0,,,,,True,,False,False,,,True
30049,3422,1896.0,,,,,1784.0,,16192.3,86.2,,,1910.0,-1526.0,,,,,-1638.0,,12770.3,-3335.8,,,-1512.0,,,,,False,,False,False,,,True
30051,72,0.0,,,,,90.0,,201.6,,,,1.0,-72.0,,,,,18.0,,129.6,,,,-71.0,,,,,True,,False,,,,True
30053,688,288.0,,,,,149.0,,1979.3,5.4,,,255.0,-400.0,,,,,-539.0,,1291.3,-682.6,,,-433.0,,,,,False,,False,False,,,False
30055,77,128.0,,,,,154.0,,562.5,,,,32.0,51.0,,,,,77.0,,485.5,,,,-45.0,,,,,False,,False,,,,True
30057,327,208.0,,,,,131.0,,733.3,81.7,,,5.0,-119.0,,,,,-196.0,,406.3,-245.3,,,-322.0,,,,,False,,False,False,,,False
30059,45,128.0,,,,,60.0,,476.5,,,,27.0,83.0,,,,,15.0,,431.5,,,,-18.0,,,,,True,,False,,,,True
30061,124,16.0,,,,,47.0,,1583.5,,,,44.0,-108.0,,,,,-77.0,,1459.5,,,,-80.0,,,,,True,,False,,,,True
30063,3999,3264.0,,,,,2287.0,,9318.5,526.5,1296.0,,1916.0,-735.0,,,,,-1712.0,,5319.5,-3472.5,-2703.0,,-2083.0,,,,,False,,False,False,False,,False
30065,169,232.0,,,,,344.0,,1786.2,,,,150.0,63.0,,,,,175.0,,1617.2,,,,-19.0,,,,,False,,False,,,,True
30067,605,408.0,,,,,514.0,,1723.7,80.4,,,313.0,-197.0,,,,,-91.0,,1118.7,-524.6,,,-292.0,,,,,True,,False,False,,,False
30069,9,0.0,,,,,45.0,,92.3,,,,0.0,-9.0,,,,,36.0,,83.3,,,,-9.0,,,,,False,,False,,,,False
30071,234,136.0,,,,,271.0,,252.6,0.0,,,63.0,-98.0,,,,,37.0,,18.6,-234.0,,,-171.0,,,,,True,,True,False,,,False
30073,230,104.0,,,,,176.0,,501.6,0.0,,,27.0,-126.0,,,,,-54.0,,271.6,-230.0,,,-203.0,,,,,True,,False,False,,,False
30075,43,56.0,,,,,91.0,,306.8,,,,22.0,13.0,,,,,48.0,,263.8,,,,-21.0,,,,,False,,False,,,,False
30077,686,416.0,,,,,176.0,,3800.5,,,,280.0,-270.0,,,,,-510.0,,3114.5,,,,-406.0,,,,,False,,False,,,,False
30079,92,24.0,,,,,88.0,,118.6,,,,3.0,-68.0,,,,,-4.0,,26.6,,,,-89.0,,,,,True,,True,,,,False
30081,1599,768.0,,,,,894.0,,10669.4,83.7,,,963.0,-831.0,,,,,-705.0,,9070.4,-1515.3,,,-636.0,,,,,True,,False,False,,,True
30083,585,392.0,,,,,815.0,,3089.2,55.3,,,4.0,-193.0,,,,,230.0,,2504.2,-529.7,,,-581.0,,,,,False,,False,False,,,False
30085,495,1080.0,,,,,486.0,,1446.7,0.0,,,0.0,585.0,,,,,-9.0,,951.7,-495.0,,,-495.0,,,,,True,,False,True,,,True
30087,366,160.0,,,,,315.0,,263.7,0.0,,,63.0,-206.0,,,,,-51.0,,-102.3,-366.0,,,-303.0,,,,,True,,True,False,,,False
30089,306,56.0,,,,,72.0,,464.2,,,,20.0,-250.0,,,,,-234.0,,158.2,,,,-286.0,,,,,True,,True,,,,False
30091,283,168.0,,,,,187.0,,1114.4,,,,85.0,-115.0,,,,,-96.0,,831.4,,,,-198.0,,,,,True,,False,,,,False
30093,2258,976.0,,,,,1106.0,,4018.5,143.1,,,699.0,-1282.0,,,,,-1152.0,,1760.5,-2114.9,,,-1559.0,,,,,True,,False,False,,,False
30095,322,480.0,,,,,314.0,,1591.8,1.0,,,238.0,158.0,,,,,-8.0,,1269.8,-321.0,,,-84.0,,,,,True,,False,False,,,True
30097,236,104.0,,,,,110.0,,262.2,,,,83.0,-132.0,,,,,-126.0,,26.2,,,,-153.0,,,,,True,,True,,,,False
30099,201,104.0,,,,,113.0,,1352.2,,,,71.0,-97.0,,,,,-88.0,,1151.2,,,,-130.0,,,,,True,,False,,,,False
30101,357,72.0,,,,,468.0,,248.8,0.0,,,0.0,-285.0,,,,,111.0,,-108.2,-357.0,,,-357.0,,,,,True,,True,False,,,False
30103,21,64.0,,,,,48.0,,179.5,,,,14.0,43.0,,,,,27.0,,158.5,,,,-7.0,,,,,True,,False,,,,True
30105,313,576.0,,,,,625.0,,2675.1,41.0,,,0.0,263.0,,,,,312.0,,2362.1,-272.0,,,-313.0,,,,,False,,False,False,,,False
30107,67,24.0,,,,,143.0,,353.0,,,,19.0,-43.0,,,,,76.0,,286.0,,,,-48.0,,,,,False,,False,,,,False
30109,69,32.0,,,,,74.0,,229.7,,,,4.0,-37.0,,,,,5.0,,160.7,,,,-65.0,,,,,True,,False,,,,False
30111,7379,6912.0,,,,,6129.0,,13026.4,1711.7,1627.1,,10216.0,-467.0,,,,,-1250.0,,5647.4,-5667.3,-5751.9,,2837.0,,,,,False,,False,False,False,,False
31001,1332,832.0,,,,,882.0,,1124.8,443.3,,,603.0,-500.0,,,,,-450.0,,-207.2,-888.7,,,-729.0,,,,,True,,True,False,,,False
31003,255,160.0,,,,,176.0,,152.0,0.0,,,56.0,-95.0,,,,,-79.0,,-103.0,-255.0,,,-199.0,,,,,True,,False,False,,,False
31005,14,8.0,,,,,24.0,,22.3,,,,0.0,-6.0,,,,,10.0,,8.3,,,,-14.0,,,,,False,,False,,,,False
31007,19,16.0,,,,,39.0,,158.4,,,,39.0,-3.0,,,,,20.0,,139.4,,,,20.0,,,,,False,,False,,,,False
31009,15,0.0,,,,,26.0,,62.6,,,,0.0,-15.0,,,,,11.0,,47.6,,,,-15.0,,,,,True,,False,,,,False
31011,256,128.0,,,,,114.0,,201.2,57.8,,,42.0,-128.0,,,,,-142.0,,-54.8,-198.2,,,-214.0,,,,,False,,True,False,,,False
31013,518,576.0,,,,,293.0,,1602.7,189.6,,,322.0,58.0,,,,,-225.0,,1084.7,-328.4,,,-196.0,,,,,False,,False,False,,,False
31015,96,128.0,,,,,95.0,,173.3,,,,32.0,32.0,,,,,-1.0,,77.3,,,,-64.0,,,,,True,,False,,,,False
31017,135,32.0,,,,,97.0,,63.4,,,,9.0,-103.0,,,,,-38.0,,-71.6,,,,-126.0,,,,,True,,True,,,,False
31019,2365,1736.0,,,,,1189.0,,1987.0,968.6,976.8,,734.0,-629.0,,,,,-1176.0,,-378.0,-1396.4,-1388.2,,-1631.0,,,,,False,,True,False,False,,False
31021,389,120.0,,,,,94.0,,156.8,70.0,,,96.0,-269.0,,,,,-295.0,,-232.2,-319.0,,,-293.0,,,,,False,,True,False,,,False
31023,441,368.0,,,,,158.0,,1476.2,108.4,,,160.0,-73.0,,,,,-283.0,,1035.2,-332.6,,,-281.0,,,,,False,,False,False,,,False
31025,1005,528.0,,,,,257.0,,916.6,288.0,,,324.0,-477.0,,,,,-748.0,,-88.4,-717.0,,,-681.0,,,,,False,,True,False,,,False
31027,401,80.0,,,,,257.0,,167.5,23.7,,,50.0,-321.0,,,,,-144.0,,-233.5,-377.3,,,-351.0,,,,,True,,True,False,,,False
31029,162,208.0,,,,,73.0,,744.3,0.0,,,39.0,46.0,,,,,-89.0,,582.3,-162.0,,,-123.0,,,,,False,,False,False,,,False
31031,180,48.0,,,,,175.0,,202.1,,,,74.0,-132.0,,,,,-5.0,,22.1,,,,-106.0,,,,,True,,True,,,,True
31033,597,120.0,,,,,179.0,,1241.6,,,,102.0,-477.0,,,,,-418.0,,644.6,,,,-495.0,,,,,True,,False,,,,False
31035,347,296.0,,,,,81.0,,735.9,55.4,,,135.0,-51.0,,,,,-266.0,,388.9,-291.6,,,-212.0,,,,,False,,False,False,,,False
31037,503,312.0,,,,,348.0,,228.0,83.5,,,0.0,-191.0,,,,,-155.0,,-275.0,-419.5,,,-503.0,,,,,True,,False,False,,,False
31039,455,368.0,,,,,202.0,,424.9,163.9,,,147.0,-87.0,,,,,-253.0,,-30.1,-291.1,,,-308.0,,,,,False,,True,False,,,False
31041,398,320.0,,,,,276.0,,668.5,148.3,,,157.0,-78.0,,,,,-122.0,,270.5,-249.7,,,-241.0,,,,,False,,False,False,,,False
31043,878,544.0,,,,,426.0,,383.9,124.5,182.8,,427.0,-334.0,,,,,-452.0,,-494.1,-753.5,-695.2,,-451.0,,,,,False,,False,False,False,,False
31045,299,272.0,,,,,281.0,,401.1,101.7,,,74.0,-27.0,,,,,-18.0,,102.1,-197.3,,,-225.0,,,,,True,,False,False,,,False
31047,1060,576.0,,,,,644.0,,439.7,98.0,242.1,,136.0,-484.0,,,,,-416.0,,-620.3,-962.0,-817.9,,-924.0,,,,,True,,False,False,False,,False
31049,59,8.0,,,,,48.0,,762.2,,,,22.0,-51.0,,,,,-11.0,,703.2,,,,-37.0,,,,,True,,False,,,,True
31051,303,88.0,,,,,131.0,,225.3,0.0,,,25.0,-215.0,,,,,-172.0,,-77.7,-303.0,,,-278.0,,,,,True,,True,False,,,False
31053,1914,984.0,,,,,855.0,,721.1,657.8,589.5,,262.0,-930.0,,,,,-1059.0,,-1192.9,-1256.2,-1324.5,,-1652.0,,,,,False,,False,False,False,,False
31055,27832,13120.0,,,,,9160.0,,10237.1,8643.1,5731.7,,6913.0,-14712.0,,,,,-18672.0,,-17594.9,-19188.9,-22100.3,,-20919.0,,,,,False,,False,False,False,,False
31057,73,24.0,,,,,42.0,,175.6,,,,35.0,-49.0,,,,,-31.0,,102.6,,,,-38.0,,,,,True,,False,,,,True
31059,305,152.0,,,,,81.0,,550.6,,,,172.0,-153.0,,,,,-224.0,,245.6,,,,-133.0,,,,,False,,False,,,,True
31061,98,152.0,,,,,80.0,,458.8,,,,54.0,54.0,,,,,-18.0,,360.8,,,,-44.0,,,,,True,,False,,,,True
31063,101,88.0,,,,,39.0,,480.8,,,,53.0,-13.0,,,,,-62.0,,379.8,,,,-48.0,,,,,False,,False,,,,False
31065,257,112.0,,,,,110.0,,478.2,,,,71.0,-145.0,,,,,-147.0,,221.2,,,,-186.0,,,,,False,,False,,,,False
31067,1195,824.0,,,,,325.0,,3526.2,258.6,,,335.0,-371.0,,,,,-870.0,,2331.2,-936.4,,,-860.0,,,,,False,,False,False,,,False
31069,71,16.0,,,,,53.0,,373.0,,,,28.0,-55.0,,,,,-18.0,,302.0,,,,-43.0,,,,,True,,False,,,,True
31071,101,48.0,,,,,48.0,,378.1,,,,65.0,-53.0,,,,,-53.0,,277.1,,,,-36.0,,,,,False,,False,,,,True
31073,90,40.0,,,,,82.0,,79.1,,,,37.0,-50.0,,,,,-8.0,,-10.9,,,,-53.0,,,,,True,,True,,,,False
31075,19,16.0,,,,,29.0,,287.5,,,,7.0,-3.0,,,,,10.0,,268.5,,,,-12.0,,,,,False,,False,,,,False
31077,130,32.0,,,,,64.0,,63.8,,,,21.0,-98.0,,,,,-66.0,,-66.2,,,,-109.0,,,,,True,,True,,,,False
31079,2988,1304.0,,,,,1976.0,,1052.7,284.3,657.5,,492.0,-1684.0,,,,,-1012.0,,-1935.3,-2703.7,-2330.5,,-2496.0,,,,,True,,False,False,False,,False
31081,444,136.0,,,,,177.0,,251.4,0.0,,,52.0,-308.0,,,,,-267.0,,-192.6,-444.0,,,-392.0,,,,,True,,True,False,,,False
31083,116,56.0,,,,,90.0,,607.2,,,,29.0,-60.0,,,,,-26.0,,491.2,,,,-87.0,,,,,True,,False,,,,False
31085,31,56.0,,,,,36.0,,406.0,,,,29.0,25.0,,,,,5.0,,375.0,,,,-2.0,,,,,True,,False,,,,True
31087,122,64.0,,,,,54.0,,696.4,,,,46.0,-58.0,,,,,-68.0,,574.4,,,,-76.0,,,,,False,,False,,,,False
31089,347,496.0,,,,,409.0,,1697.2,124.5,,,183.0,149.0,,,,,62.0,,1350.2,-222.5,,,-164.0,,,,,True,,False,False,,,False
31091,27,16.0,,,,,33.0,,96.5,,,,6.0,-11.0,,,,,6.0,,69.5,,,,-21.0,,,,,True,,False,,,,False
31093,300,88.0,,,,,166.0,,178.9,0.0,,,59.0,-212.0,,,,,-134.0,,-121.1,-300.0,,,-241.0,,,,,True,,True,False,,,False
31095,447,120.0,,,,,116.0,,2687.4,,,,158.0,-327.0,,,,,-331.0,,2240.4,,,,-289.0,,,,,False,,False,,,,True
31097,371,56.0,,,,,73.0,,259.3,11.3,,,32.0,-315.0,,,,,-298.0,,-111.7,-359.7,,,-339.0,,,,,True,,True,False,,,False
31099,310,176.0,,,,,152.0,,361.7,0.0,,,36.0,-134.0,,,,,-158.0,,51.7,-310.0,,,-274.0,,,,,False,,True,False,,,False
31101,434,128.0,,,,,174.0,,303.6,,,,206.0,-306.0,,,,,-260.0,,-130.4,,,,-228.0,,,,,True,,True,,,,True
31103,29,8.0,,,,,43.0,,62.0,,,,2.0,-21.0,,,,,14.0,,33.0,,,,-27.0,,,,,True,,False,,,,False
31105,263,96.0,,,,,67.0,,799.2,,,,75.0,-167.0,,,,,-196.0,,536.2,,,,-188.0,,,,,False,,False,,,,False
31107,380,120.0,,,,,225.0,,139.0,0.0,,,32.0,-260.0,,,,,-155.0,,-241.0,-380.0,,,-348.0,,,,,True,,True,False,,,False
31109,11919,5520.0,,,,,5120.0,,4807.4,5574.9,3344.2,,3232.0,-6399.0,,,,,-6799.0,,-7111.6,-6344.1,-8574.8,,-8687.0,,,,,False,,False,True,False,,False
31111,2040,1328.0,,,,,1145.0,,2372.2,426.3,,,734.0,-712.0,,,,,-895.0,,332.2,-1613.7,,,-1306.0,,,,,False,,True,False,,,False
31113,53,16.0,,,,,29.0,,90.3,,,,9.0,-37.0,,,,,-24.0,,37.3,,,,-44.0,,,,,True,,False,,,,False
31115,28,16.0,,,,,32.0,,60.5,,,,2.0,-12.0,,,,,4.0,,32.5,,,,-26.0,,,,,True,,False,,,,False
31117,11,8.0,,,,,28.0,,101.2,,,,17.0,-3.0,,,,,17.0,,90.2,,,,6.0,,,,,False,,False,,,,False
31119,2431,1232.0,,,,,1487.0,,1136.1,724.2,594.7,,602.0,-1199.0,,,,,-944.0,,-1294.9,-1706.8,-1836.3,,-1829.0,,,,,True,,False,False,False,,False
31121,403,112.0,,,,,242.0,,277.3,57.4,,,116.0,-291.0,,,,,-161.0,,-125.7,-345.6,,,-287.0,,,,,True,,True,False,,,True
31123,292,96.0,,,,,123.0,,235.3,0.0,,,85.0,-196.0,,,,,-169.0,,-56.7,-292.0,,,-207.0,,,,,True,,True,False,,,False
31125,262,72.0,,,,,102.0,,148.3,,,,53.0,-190.0,,,,,-160.0,,-113.7,,,,-209.0,,,,,True,,True,,,,False
31127,270,32.0,,,,,81.0,,201.0,0.0,,,36.0,-238.0,,,,,-189.0,,-69.0,-270.0,,,-234.0,,,,,True,,True,False,,,True
31129,203,192.0,,,,,77.0,,1522.8,,,,79.0,-11.0,,,,,-126.0,,1319.8,,,,-124.0,,,,,False,,False,,,,False
31131,642,288.0,,,,,222.0,,860.3,165.5,,,191.0,-354.0,,,,,-420.0,,218.3,-476.5,,,-451.0,,,,,False,,True,False,,,False
31133,128,16.0,,,,,52.0,,192.7,,,,25.0,-112.0,,,,,-76.0,,64.7,,,,-103.0,,,,,True,,True,,,,True
31135,161,32.0,,,,,58.0,,105.2,,,,84.0,-129.0,,,,,-103.0,,-55.8,,,,-77.0,,,,,True,,True,,,,True
31137,396,384.0,,,,,262.0,,1710.8,137.2,,,168.0,-12.0,,,,,-134.0,,1314.8,-258.8,,,-228.0,,,,,False,,False,False,,,False
31139,323,256.0,,,,,158.0,,477.8,101.4,,,122.0,-67.0,,,,,-165.0,,154.8,-221.6,,,-201.0,,,,,False,,False,False,,,False
31141,1904,1128.0,,,,,1033.0,,1252.2,104.2,347.4,,332.0,-776.0,,,,,-871.0,,-651.8,-1799.8,-1556.6,,-1572.0,,,,,False,,True,False,False,,False
31143,149,200.0,,,,,99.0,,682.9,0.0,,,56.0,51.0,,,,,-50.0,,533.9,-149.0,,,-93.0,,,,,True,,False,False,,,False
31145,667,392.0,,,,,260.0,,2485.9,81.4,,,196.0,-275.0,,,,,-407.0,,1818.9,-585.6,,,-471.0,,,,,False,,False,False,,,False
31147,353,104.0,,,,,99.0,,266.3,,,,73.0,-249.0,,,,,-254.0,,-86.7,,,,-280.0,,,,,False,,True,,,,False
31149,46,32.0,,,,,72.0,,57.8,,,,0.0,-14.0,,,,,26.0,,11.8,,,,-46.0,,,,,False,,True,,,,False
31151,782,488.0,,,,,315.0,,352.5,63.1,,,0.0,-294.0,,,,,-467.0,,-429.5,-718.9,,,-782.0,,,,,False,,False,False,,,False
31153,8937,3960.0,,,,,2238.0,,6188.0,2551.3,1592.3,,2300.0,-4977.0,,,,,-6699.0,,-2749.0,-6385.7,-7344.7,,-6637.0,,,,,False,,True,False,False,,False
31155,968,384.0,,,,,287.0,,699.4,0.1,,,294.0,-584.0,,,,,-681.0,,-268.6,-967.9,,,-674.0,,,,,False,,True,False,,,False
31157,2265,1352.0,,,,,778.0,,1636.7,216.1,,,1206.0,-913.0,,,,,-1487.0,,-628.3,-2048.9,,,-1059.0,,,,,False,,True,False,,,False
31159,725,392.0,,,,,313.0,,962.6,187.3,,,397.0,-333.0,,,,,-412.0,,237.6,-537.7,,,-328.0,,,,,False,,True,False,,,True
31161,240,152.0,,,,,130.0,,1517.8,0.0,,,103.0,-88.0,,,,,-110.0,,1277.8,-240.0,,,-137.0,,,,,False,,False,False,,,False
31163,111,40.0,,,,,72.0,,107.7,,,,17.0,-71.0,,,,,-39.0,,-3.3,,,,-94.0,,,,,True,,True,,,,False
31165,14,0.0,,,,,77.0,,123.3,,,,1.0,-14.0,,,,,63.0,,109.3,,,,-13.0,,,,,False,,False,,,,True
31167,225,96.0,,,,,137.0,,292.2,,,,86.0,-129.0,,,,,-88.0,,67.2,,,,-139.0,,,,,True,,True,,,,False
31169,283,120.0,,,,,78.0,,490.7,,,,160.0,-163.0,,,,,-205.0,,207.7,,,,-123.0,,,,,False,,False,,,,True
31171,33,24.0,,,,,31.0,,63.5,,,,20.0,-9.0,,,,,-2.0,,30.5,,,,-13.0,,,,,True,,False,,,,False
31173,341,136.0,,,,,103.0,,121.1,0.0,,,59.0,-205.0,,,,,-238.0,,-219.9,-341.0,,,-282.0,,,,,False,,False,False,,,False
31175,157,128.0,,,,,116.0,,391.2,,,,107.0,-29.0,,,,,-41.0,,234.2,,,,-50.0,,,,,False,,False,,,,False
31177,1056,472.0,,,,,242.0,,987.5,191.0,,,80.0,-584.0,,,,,-814.0,,-68.5,-865.0,,,-976.0,,,,,False,,True,False,,,False
31179,539,280.0,,,,,252.0,,357.2,0.0,,,112.0,-259.0,,,,,-287.0,,-181.8,-539.0,,,-427.0,,,,,False,,True,False,,,False
31181,160,224.0,,,,,100.0,,1483.5,0.0,,,69.0,64.0,,,,,-60.0,,1323.5,-160.0,,,-91.0,,,,,True,,False,False,,,False
31183,25,0.0,,,,,38.0,,82.8,,,,0.0,-25.0,,,,,13.0,,57.8,,,,-25.0,,,,,True,,False,,,,False
31185,736,696.0,,,,,292.0,,2315.8,271.5,,,791.0,-40.0,,,,,-444.0,,1579.8,-464.5,,,55.0,,,,,False,,False,False,,,False
32001,1039,152.0,,,,,104.0,,476.3,59.9,,,100.0,-887.0,,,,,-935.0,,-562.7,-979.1,,,-939.0,,,,,False,,True,False,,,False
32003,74129,28944.0,,,,,18459.0,,17727.6,1298.0,12146.8,,22566.0,-45185.0,,,,,-55670.0,,-56401.4,-72831.0,-61982.2,,-51563.0,,,,,False,,False,False,False,,False
32005,1316,176.0,,,,,114.0,,554.0,160.5,,,92.0,-1140.0,,,,,-1202.0,,-762.0,-1155.5,,,-1224.0,,,,,False,,True,False,,,False
32007,2280,1184.0,,,,,428.0,,1637.9,298.3,483.2,,550.0,-1096.0,,,,,-1852.0,,-642.1,-1981.7,-1796.8,,-1730.0,,,,,False,,True,False,False,,False
32009,29,0.0,,,,,19.0,,84.2,,,,,-29.0,,,,,-10.0,,55.2,,,,,,,,,True,,False,,,,
32011,21,8.0,,,,,22.0,,113.4,,,,79.0,-13.0,,,,,1.0,,92.4,,,,58.0,,,,,True,,False,,,,False
32013,543,136.0,,,,,41.0,,171.7,27.0,,,78.0,-407.0,,,,,-502.0,,-371.3,-516.0,,,-465.0,,,,,False,,True,False,,,False
