,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
32015,255,104.0,,,,,38.0,,125.0,9.5,,,108.0,-151.0,,,,,-217.0,,-130.0,-245.5,,,-147.0,,,,,False,,True,False,,,True
32017,209,80.0,,,,,25.0,,2521.7,,,,120.0,-129.0,,,,,-184.0,,2312.7,,,,-89.0,,,,,False,,False,,,,True
32019,1323,320.0,,,,,233.0,,591.3,301.5,,,124.0,-1003.0,,,,,-1090.0,,-731.7,-1021.5,,,-1199.0,,,,,False,,True,False,,,False
32021,161,32.0,,,,,30.0,,69.9,,,,182.0,-129.0,,,,,-131.0,,-91.1,,,,21.0,,,,,False,,True,,,,True
32023,1200,448.0,,,,,142.0,,594.2,75.4,,,54.0,-752.0,,,,,-1058.0,,-605.8,-1124.6,,,-1146.0,,,,,False,,True,False,,,False
32027,300,8.0,,,,,25.0,,119.0,,,,0.0,-292.0,,,,,-275.0,,-181.0,,,,-300.0,,,,,True,,True,,,,False
32029,43,16.0,,,,,22.0,,610.2,,,,83.0,-27.0,,,,,-21.0,,567.2,,,,40.0,,,,,True,,False,,,,False
32031,20248,8968.0,,,,,3340.0,,7510.9,4893.0,4376.1,,8290.0,-11280.0,,,,,-16908.0,,-12737.1,-15355.0,-15871.9,,-11958.0,,,,,False,,False,False,False,,False
32033,282,200.0,,,,,104.0,,505.0,20.1,,,107.0,-82.0,,,,,-178.0,,223.0,-261.9,,,-175.0,,,,,False,,False,False,,,False
32510,3777,504.0,,,,,212.0,,897.0,316.3,,,489.0,-3273.0,,,,,-3565.0,,-2880.0,-3460.7,,,-3288.0,,,,,False,,True,False,,,False
33001,1268,240.0,,,,,271.0,,394.4,222.4,,,252.0,-1028.0,,,,,-997.0,,-873.6,-1045.6,,,-1016.0,,,,,True,,True,False,,,True
33003,574,40.0,,,,,445.0,,263.6,94.0,,,16.0,-534.0,,,,,-129.0,,-310.4,-480.0,,,-558.0,,,,,True,,True,True,,,False
33005,852,80.0,,,,,40.0,,348.5,195.9,,,150.0,-772.0,,,,,-812.0,,-503.5,-656.1,,,-702.0,,,,,False,,True,True,,,True
33007,433,48.0,,,,,40.0,,4089.6,,,,300.0,-385.0,,,,,-393.0,,3656.6,,,,-133.0,,,,,False,,False,,,,True
33009,741,112.0,,,,,208.0,,388.1,240.2,,,117.0,-629.0,,,,,-533.0,,-352.9,-500.8,,,-624.0,,,,,True,,True,True,,,True
33011,9251,1984.0,,,,,947.0,,1375.6,2269.4,1042.0,,1379.0,-7267.0,,,,,-8304.0,,-7875.4,-6981.6,-8209.0,,-7872.0,,,,,False,,False,True,False,,False
33013,2989,696.0,,,,,361.0,,1388.6,590.0,,,1022.0,-2293.0,,,,,-2628.0,,-1600.4,-2399.0,,,-1967.0,,,,,False,,True,False,,,True
33015,6334,1240.0,,,,,685.0,,1039.5,1899.1,539.5,,1455.0,-5094.0,,,,,-5649.0,,-5294.5,-4434.9,-5794.5,,-4879.0,,,,,False,,False,True,False,,True
33017,2013,376.0,,,,,438.0,,410.2,783.2,,,333.0,-1637.0,,,,,-1575.0,,-1602.8,-1229.8,,,-1680.0,,,,,True,,True,True,,,False
33019,274,56.0,,,,,165.0,,268.4,,,,289.0,-218.0,,,,,-109.0,,-5.6,,,,15.0,,,,,True,,True,,,,True
34001,7372,2456.0,,,,,1726.0,,1365.4,821.6,1299.7,,2221.0,-4916.0,,,,,-5646.0,,-6006.6,-6550.4,-6072.3,,-5151.0,,,,,False,,False,False,False,,False
34003,21515,6152.0,,,,,3570.0,,2785.8,5070.3,2350.2,,5036.0,-15363.0,,,,,-17945.0,,-18729.2,-16444.7,-19164.8,,-16479.0,,,,,False,,False,False,False,,False
34005,11389,3072.0,,,,,2528.0,,1670.4,783.9,2021.0,,2459.0,-8317.0,,,,,-8861.0,,-9718.6,-10605.1,-9368.0,,-8930.0,,,,,False,,False,False,False,,False
34007,16003,4000.0,,,,,3330.0,,1855.8,735.5,1772.1,,2768.0,-12003.0,,,,,-12673.0,,-14147.2,-15267.5,-14230.9,,-13235.0,,,,,False,,False,False,False,,False
34009,2407,160.0,,,,,438.0,,166.7,667.1,190.3,,1123.0,-2247.0,,,,,-1969.0,,-2240.3,-1739.9,-2216.7,,-1284.0,,,,,True,,True,True,True,,True
34011,3726,488.0,,,,,1119.0,,292.9,15.7,386.3,,390.0,-3238.0,,,,,-2607.0,,-3433.1,-3710.3,-3339.7,,-3336.0,,,,,True,,False,False,False,,False
34013,22388,10112.0,,,,,4154.0,,3590.0,3544.5,3621.1,,7195.0,-12276.0,,,,,-18234.0,,-18798.0,-18843.5,-18766.9,,-15193.0,,,,,False,,False,False,False,,False
34015,8087,1912.0,,,,,1829.0,,1034.7,1200.2,1730.7,,1510.0,-6175.0,,,,,-6258.0,,-7052.3,-6886.8,-6356.3,,-6577.0,,,,,False,,False,False,False,,False
34017,19335,6624.0,,,,,3073.0,,2415.0,4416.6,2628.1,,5704.0,-12711.0,,,,,-16262.0,,-16920.0,-14918.4,-16706.9,,-13631.0,,,,,False,,False,False,False,,False
34019,1960,408.0,,,,,317.0,,290.5,306.1,450.2,,236.0,-1552.0,,,,,-1643.0,,-1669.5,-1653.9,-1509.8,,-1724.0,,,,,False,,False,False,True,,False
34021,8712,1528.0,,,,,2260.0,,700.3,1067.7,740.7,,1587.0,-7184.0,,,,,-6452.0,,-8011.7,-7644.3,-7971.3,,-7125.0,,,,,True,,False,False,False,,True
34023,20025,6048.0,,,,,4164.0,,2848.1,3235.8,3991.3,,5198.0,-13977.0,,,,,-15861.0,,-17176.9,-16789.2,-16033.7,,-14827.0,,,,,False,,False,False,False,,False
34025,15595,3408.0,,,,,3233.0,,1980.8,2306.6,1296.8,,2085.0,-12187.0,,,,,-12362.0,,-13614.2,-13288.4,-14298.2,,-13510.0,,,,,False,,False,False,False,,False
34027,11337,3584.0,,,,,1860.0,,1933.0,1466.2,1851.1,,4949.0,-7753.0,,,,,-9477.0,,-9404.0,-9870.8,-9485.9,,-6388.0,,,,,False,,False,False,False,,True
34029,13990,4808.0,,,,,4415.0,,2624.2,2169.7,3602.2,,1531.0,-9182.0,,,,,-9575.0,,-11365.8,-11820.3,-10387.8,,-12459.0,,,,,False,,False,False,False,,False
34031,19097,3584.0,,,,,2805.0,,1328.3,3002.1,1430.5,,1696.0,-15513.0,,,,,-16292.0,,-17768.7,-16094.9,-17666.5,,-17401.0,,,,,False,,False,False,False,,False
34033,1446,168.0,,,,,403.0,,157.9,514.2,147.0,,162.0,-1278.0,,,,,-1043.0,,-1288.1,-931.8,-1299.0,,-1284.0,,,,,True,,False,True,False,,False
34035,6883,1560.0,,,,,1293.0,,802.7,951.5,1071.7,,1256.0,-5323.0,,,,,-5590.0,,-6080.3,-5931.5,-5811.3,,-5627.0,,,,,False,,False,False,False,,False
34037,2373,496.0,,,,,323.0,,376.2,262.9,388.1,,1145.0,-1877.0,,,,,-2050.0,,-1996.8,-2110.1,-1984.9,,-1228.0,,,,,False,,False,False,False,,True
34039,18017,6800.0,,,,,3179.0,,2556.2,3317.1,2222.3,,4658.0,-11217.0,,,,,-14838.0,,-15460.8,-14699.9,-15794.7,,-13359.0,,,,,False,,False,False,False,,False
34041,2086,288.0,,,,,343.0,,193.8,170.8,140.1,,252.0,-1798.0,,,,,-1743.0,,-1892.2,-1915.2,-1945.9,,-1834.0,,,,,True,,False,False,False,,False
35001,26868,10688.0,,,,,10849.0,,9620.4,3416.0,2998.1,,6091.0,-16180.0,,,,,-16019.0,,-17247.6,-23452.0,-23869.9,,-20777.0,,,,,True,,False,False,False,,False
35003,46,0.0,,,,,34.0,,132.8,,,,0.0,-46.0,,,,,-12.0,,86.8,,,,-46.0,,,,,True,,False,,,,False
35005,4234,1688.0,,,,,1100.0,,1482.7,549.8,752.8,,754.0,-2546.0,,,,,-3134.0,,-2751.3,-3684.2,-3481.2,,-3480.0,,,,,False,,False,False,False,,False
35006,1435,504.0,,,,,536.0,,373.3,15.9,,,356.0,-931.0,,,,,-899.0,,-1061.7,-1419.1,,,-1079.0,,,,,True,,False,False,,,False
35007,409,24.0,,,,,81.0,,206.7,,,,98.0,-385.0,,,,,-328.0,,-202.3,,,,-311.0,,,,,True,,True,,,,True
35009,2292,1648.0,,,,,2674.0,,2388.6,502.6,523.9,,1257.0,-644.0,,,,,382.0,,96.6,-1789.4,-1768.1,,-1035.0,,,,,True,,True,False,False,,False
35011,82,0.0,,,,,25.0,,80.9,,,,0.0,-82.0,,,,,-57.0,,-1.1,,,,-82.0,,,,,True,,True,,,,False
35013,10627,6600.0,,,,,7419.0,,7907.9,1777.4,2332.5,,394.0,-4027.0,,,,,-3208.0,,-2719.1,-8849.6,-8294.5,,-10233.0,,,,,True,,True,False,False,,False
35015,2620,1584.0,,,,,1478.0,,1839.5,98.1,663.6,,2424.0,-1036.0,,,,,-1142.0,,-780.5,-2521.9,-1956.4,,-196.0,,,,,False,,True,False,False,,True
35017,576,176.0,,,,,310.0,,274.2,159.1,,,137.0,-400.0,,,,,-266.0,,-301.8,-416.9,,,-439.0,,,,,True,,True,False,,,False
35019,204,32.0,,,,,45.0,,167.9,,,,58.0,-172.0,,,,,-159.0,,-36.1,,,,-146.0,,,,,True,,True,,,,True
35021,6,0.0,,,,,24.0,,40.2,,,,0.0,-6.0,,,,,18.0,,34.2,,,,-6.0,,,,,False,,False,,,,False
35023,106,16.0,,,,,44.0,,127.2,0.0,,,1.0,-90.0,,,,,-62.0,,21.2,-106.0,,,-105.0,,,,,True,,True,False,,,False
35025,3947,1880.0,,,,,1995.0,,1382.4,386.4,653.5,,1184.0,-2067.0,,,,,-1952.0,,-2564.6,-3560.6,-3293.5,,-2763.0,,,,,True,,False,False,False,,False
35027,610,512.0,,,,,110.0,,846.5,166.0,,,0.0,-98.0,,,,,-500.0,,236.5,-444.0,,,-610.0,,,,,False,,False,False,,,False
35028,194,40.0,,,,,114.0,,147.6,,,,322.0,-154.0,,,,,-80.0,,-46.4,,,,128.0,,,,,True,,True,,,,True
35029,1461,1448.0,,,,,687.0,,2232.2,68.7,,,368.0,-13.0,,,,,-774.0,,771.2,-1392.3,,,-1093.0,,,,,False,,False,False,,,False
35031,4393,880.0,,,,,1206.0,,193.2,1.3,304.8,,0.0,-3513.0,,,,,-3187.0,,-4199.8,-4391.7,-4088.2,,-4393.0,,,,,True,,False,False,False,,False
35033,67,0.0,,,,,32.0,,867.4,,,,4.0,-67.0,,,,,-35.0,,800.4,,,,-63.0,,,,,True,,False,,,,True
35035,1511,984.0,,,,,1004.0,,2709.5,388.9,,,1441.0,-527.0,,,,,-507.0,,1198.5,-1122.1,,,-70.0,,,,,True,,False,False,,,True
35037,220,104.0,,,,,99.0,,183.7,0.0,,,72.0,-116.0,,,,,-121.0,,-36.3,-220.0,,,-148.0,,,,,False,,True,False,,,False
35039,1518,336.0,,,,,263.0,,409.2,3.1,,,655.0,-1182.0,,,,,-1255.0,,-1108.8,-1514.9,,,-863.0,,,,,False,,True,False,,,True
35041,910,488.0,,,,,389.0,,526.0,89.4,,,251.0,-422.0,,,,,-521.0,,-384.0,-820.6,,,-659.0,,,,,False,,True,False,,,False
35043,5395,1728.0,,,,,1910.0,,1476.1,604.9,592.2,,1398.0,-3667.0,,,,,-3485.0,,-3918.9,-4790.1,-4802.8,,-3997.0,,,,,True,,False,False,False,,False
35045,4940,1152.0,,,,,1450.0,,621.1,1.9,427.4,,768.0,-3788.0,,,,,-3490.0,,-4318.9,-4938.1,-4512.6,,-4172.0,,,,,True,,False,False,False,,False
35047,525,184.0,,,,,778.0,,558.5,24.8,,,282.0,-341.0,,,,,253.0,,33.5,-500.2,,,-243.0,,,,,True,,True,False,,,True
35049,5145,2032.0,,,,,1767.0,,2309.0,662.3,753.7,,2095.0,-3113.0,,,,,-3378.0,,-2836.0,-4482.7,-4391.3,,-3050.0,,,,,False,,True,False,False,,True
35051,392,176.0,,,,,272.0,,273.3,1.0,,,176.0,-216.0,,,,,-120.0,,-118.7,-391.0,,,-216.0,,,,,True,,True,False,,,False
35053,656,376.0,,,,,268.0,,1320.5,0.0,,,339.0,-280.0,,,,,-388.0,,664.5,-656.0,,,-317.0,,,,,False,,False,False,,,False
35055,855,272.0,,,,,210.0,,361.5,38.6,,,400.0,-583.0,,,,,-645.0,,-493.5,-816.4,,,-455.0,,,,,False,,True,False,,,True
35057,333,40.0,,,,,205.0,,273.8,,,,10.0,-293.0,,,,,-128.0,,-59.2,,,,-323.0,,,,,True,,True,,,,False
35059,149,8.0,,,,,40.0,,103.9,,,,9.0,-141.0,,,,,-109.0,,-45.1,,,,-140.0,,,,,True,,True,,,,True
35061,3550,1208.0,,,,,1256.0,,1711.0,221.3,,,1158.0,-2342.0,,,,,-2294.0,,-1839.0,-3328.7,,,-2392.0,,,,,True,,True,False,,,False
36001,5448,1208.0,,,,,1042.0,,588.8,230.8,645.6,,1416.0,-4240.0,,,,,-4406.0,,-4859.2,-5217.2,-4802.4,,-4032.0,,,,,False,,False,False,False,,True
36003,1268,552.0,,,,,171.0,,2743.4,460.8,,,1532.0,-716.0,,,,,-1097.0,,1475.4,-807.2,,,264.0,,,,,False,,False,False,,,True
36005,21456,4680.0,,,,,,,2066.6,,1861.1,,5782.0,-16776.0,,,,,,,-19389.4,,-19594.9,,-15674.0,,,,,,,False,,False,,True
36007,3608,3888.0,,,,,1440.0,,4420.7,894.6,2965.6,,2382.0,280.0,,,,,-2168.0,,812.7,-2713.4,-642.4,,-1226.0,,,,,False,,False,False,False,,False
36009,1556,448.0,,,,,300.0,,931.8,332.4,,,547.0,-1108.0,,,,,-1256.0,,-624.2,-1223.6,,,-1009.0,,,,,False,,True,False,,,True
36011,1601,544.0,,,,,258.0,,1837.5,470.5,,,2634.0,-1057.0,,,,,-1343.0,,236.5,-1130.5,,,1033.0,,,,,False,,True,False,,,True
36013,1843,704.0,,,,,929.0,,1202.5,578.8,,,1085.0,-1139.0,,,,,-914.0,,-640.5,-1264.2,,,-758.0,,,,,True,,True,False,,,True
36015,2484,2760.0,,,,,667.0,,4374.5,640.7,1703.6,,1531.0,276.0,,,,,-1817.0,,1890.5,-1843.3,-780.4,,-953.0,,,,,False,,False,False,False,,False
36017,597,488.0,,,,,128.0,,937.9,108.0,,,1516.0,-109.0,,,,,-469.0,,340.9,-489.0,,,919.0,,,,,False,,False,False,,,False
36019,541,352.0,,,,,16.0,,739.6,88.6,,,2527.0,-189.0,,,,,-525.0,,198.6,-452.4,,,1986.0,,,,,False,,False,False,,,False
36021,668,224.0,,,,,185.0,,273.9,299.1,,,579.0,-444.0,,,,,-483.0,,-394.1,-368.9,,,-89.0,,,,,False,,True,True,,,True
36023,1192,776.0,,,,,233.0,,2321.6,0.4,,,760.0,-416.0,,,,,-959.0,,1129.6,-1191.6,,,-432.0,,,,,False,,False,False,,,False
36025,398,72.0,,,,,64.0,,178.6,124.5,,,91.0,-326.0,,,,,-334.0,,-219.4,-273.5,,,-307.0,,,,,False,,True,True,,,True
36027,4669,824.0,,,,,754.0,,589.2,119.8,520.0,,1332.0,-3845.0,,,,,-3915.0,,-4079.8,-4549.2,-4149.0,,-3337.0,,,,,False,,False,False,False,,True
36029,23171,3112.0,,,,,3208.0,,1532.5,3394.2,3707.5,,2713.0,-20059.0,,,,,-19963.0,,-21638.5,-19776.8,-19463.5,,-20458.0,,,,,True,,False,True,True,,False
36031,234,48.0,,,,,16.0,,174.3,173.6,,,157.0,-186.0,,,,,-218.0,,-59.7,-60.4,,,-77.0,,,,,False,,True,True,,,True
36033,479,16.0,,,,,12.0,,115.6,,,,69.0,-463.0,,,,,-467.0,,-363.4,,,,-410.0,,,,,False,,True,,,,True
36035,636,24.0,,,,,211.0,,73.4,219.8,,,16.0,-612.0,,,,,-425.0,,-562.6,-416.2,,,-620.0,,,,,True,,True,True,,,False
36037,1621,64.0,,,,,448.0,,89.4,311.2,,,27.0,-1557.0,,,,,-1173.0,,-1531.6,-1309.8,,,-1594.0,,,,,True,,True,True,,,False
36039,480,192.0,,,,,135.0,,476.9,127.2,,,181.0,-288.0,,,,,-345.0,,-3.1,-352.8,,,-299.0,,,,,False,,True,False,,,False
36041,65,0.0,,,,,8.0,,85.8,,,,0.0,-65.0,,,,,-57.0,,20.8,,,,-65.0,,,,,True,,True,,,,False
36043,1017,128.0,,,,,199.0,,104.6,155.0,,,84.0,-889.0,,,,,-818.0,,-912.4,-862.0,,,-933.0,,,,,True,,False,True,,,False
36045,1066,104.0,,,,,295.0,,112.3,203.5,,,119.0,-962.0,,,,,-771.0,,-953.7,-862.5,,,-947.0,,,,,True,,True,True,,,True
36047,34897,11560.0,,,,,,,5886.3,,8419.2,,8325.0,-23337.0,,,,,,,-29010.7,,-26477.8,,-26572.0,,,,,,,False,,False,,False
36049,546,296.0,,,,,44.0,,109.1,46.4,,,1223.0,-250.0,,,,,-502.0,,-436.9,-499.6,,,677.0,,,,,False,,False,False,,,False
36051,1080,264.0,,,,,366.0,,405.8,261.0,,,1348.0,-816.0,,,,,-714.0,,-674.2,-819.0,,,268.0,,,,,True,,True,False,,,True
36053,1263,208.0,,,,,267.0,,204.0,297.5,,,1162.0,-1055.0,,,,,-996.0,,-1059.0,-965.5,,,-101.0,,,,,True,,False,True,,,True
36055,19989,3192.0,,,,,1490.0,,1547.1,2846.3,1419.2,,7073.0,-16797.0,,,,,-18499.0,,-18441.9,-17142.7,-18569.8,,-12916.0,,,,,False,,False,False,False,,True
36057,647,56.0,,,,,180.0,,100.6,239.2,,,124.0,-591.0,,,,,-467.0,,-546.4,-407.8,,,-523.0,,,,,True,,True,True,,,True
36059,26218,5672.0,,,,,4991.0,,2517.3,11557.0,2697.1,,4195.0,-20546.0,,,,,-21227.0,,-23700.7,-14661.0,-23520.9,,-22023.0,,,,,False,,False,True,False,,False
36061,20327,5912.0,,,,,3308.0,,3104.8,48422.5,3011.2,,11392.0,-14415.0,,,,,-17019.0,,-17222.2,28095.5,-17315.8,,-8935.0,,,,,False,,False,False,False,,True
36063,4677,688.0,,,,,584.0,,384.7,1497.1,464.5,,894.0,-3989.0,,,,,-4093.0,,-4292.3,-3179.9,-4212.5,,-3783.0,,,,,False,,False,True,False,,True
36065,6508,672.0,,,,,898.0,,319.4,905.5,280.9,,598.0,-5836.0,,,,,-5610.0,,-6188.6,-5602.5,-6227.1,,-5910.0,,,,,True,,False,True,False,,False
36067,11990,2400.0,,,,,1799.0,,1198.0,2449.9,1228.7,,2767.0,-9590.0,,,,,-10191.0,,-10792.0,-9540.1,-10761.3,,-9223.0,,,,,False,,False,True,False,,True
36069,1811,608.0,,,,,273.0,,999.3,632.7,,,2705.0,-1203.0,,,,,-1538.0,,-811.7,-1178.3,,,894.0,,,,,False,,True,True,,,True
36071,7559,2192.0,,,,,1800.0,,930.6,1282.0,1716.2,,933.0,-5367.0,,,,,-5759.0,,-6628.4,-6277.0,-5842.8,,-6626.0,,,,,False,,False,False,False,,False
36073,633,200.0,,,,,343.0,,190.0,88.6,,,440.0,-433.0,,,,,-290.0,,-443.0,-544.4,,,-193.0,,,,,True,,False,False,,,True
36075,2115,216.0,,,,,347.0,,324.2,550.1,,,266.0,-1899.0,,,,,-1768.0,,-1790.8,-1564.9,,,-1849.0,,,,,True,,True,True,,,True
36077,606,160.0,,,,,91.0,,113.8,55.4,,,126.0,-446.0,,,,,-515.0,,-492.2,-550.6,,,-480.0,,,,,False,,False,False,,,False
36079,2289,456.0,,,,,202.0,,373.0,320.5,296.8,,789.0,-1833.0,,,,,-2087.0,,-1916.0,-1968.5,-1992.2,,-1500.0,,,,,False,,False,False,False,,True
36081,34742,8472.0,,,,,,,3526.5,,3007.8,,7651.0,-26270.0,,,,,,,-31215.5,,-31734.2,,-27091.0,,,,,,,False,,False,,False
36083,2018,416.0,,,,,145.0,,352.4,727.8,129.1,,611.0,-1602.0,,,,,-1873.0,,-1665.6,-1290.2,-1888.9,,-1407.0,,,,,False,,False,True,False,,True
36085,13698,2672.0,,,,,,,1360.3,,1027.3,,2374.0,-11026.0,,,,,,,-12337.7,,-12670.7,,-11324.0,,,,,,,False,,False,,False
36087,7489,4080.0,,,,,1606.0,,1630.3,2091.5,1418.3,,802.0,-3409.0,,,,,-5883.0,,-5858.7,-5397.5,-6070.7,,-6687.0,,,,,False,,False,False,False,,False
36089,1164,216.0,,,,,184.0,,247.7,272.1,,,1081.0,-948.0,,,,,-980.0,,-916.3,-891.9,,,-83.0,,,,,False,,True,True,,,True
36091,2713,744.0,,,,,784.0,,405.0,1215.6,579.5,,913.0,-1969.0,,,,,-1929.0,,-2308.0,-1497.4,-2133.5,,-1800.0,,,,,True,,False,True,False,,True
36093,2838,384.0,,,,,181.0,,304.8,741.7,337.0,,944.0,-2454.0,,,,,-2657.0,,-2533.2,-2096.3,-2501.0,,-1894.0,,,,,False,,False,True,False,,True
36095,301,56.0,,,,,28.0,,117.5,140.4,,,59.0,-245.0,,,,,-273.0,,-183.5,-160.6,,,-242.0,,,,,False,,True,True,,,True
36097,313,232.0,,,,,79.0,,875.6,137.6,,,288.0,-81.0,,,,,-234.0,,562.6,-175.4,,,-25.0,,,,,False,,False,False,,,True
36099,426,112.0,,,,,199.0,,159.6,76.2,,,377.0,-314.0,,,,,-227.0,,-266.4,-349.8,,,-49.0,,,,,True,,True,False,,,True
36101,1758,832.0,,,,,458.0,,2443.3,475.8,,,765.0,-926.0,,,,,-1300.0,,685.3,-1282.2,,,-993.0,,,,,False,,True,False,,,False
36103,32427,4968.0,,,,,6710.0,,2200.6,9333.6,1684.5,,4413.0,-27459.0,,,,,-25717.0,,-30226.4,-23093.4,-30742.5,,-28014.0,,,,,True,,False,True,False,,False
36105,914,408.0,,,,,222.0,,267.6,75.7,232.4,,605.0,-506.0,,,,,-692.0,,-646.4,-838.3,-681.6,,-309.0,,,,,False,,False,False,False,,True
36107,902,1000.0,,,,,258.0,,2129.4,214.3,,,956.0,98.0,,,,,-644.0,,1227.4,-687.7,,,54.0,,,,,False,,False,False,,,True
36109,1135,472.0,,,,,301.0,,834.3,374.4,,,1008.0,-663.0,,,,,-834.0,,-300.7,-760.6,,,-127.0,,,,,False,,True,False,,,True
36111,2332,456.0,,,,,286.0,,275.0,6.8,236.0,,410.0,-1876.0,,,,,-2046.0,,-2057.0,-2325.2,-2096.0,,-1922.0,,,,,False,,False,False,False,,False
36113,385,88.0,,,,,274.0,,99.5,302.2,,,15.0,-297.0,,,,,-111.0,,-285.5,-82.8,,,-370.0,,,,,True,,True,True,,,False
36115,304,32.0,,,,,307.0,,65.7,24.8,,,8.0,-272.0,,,,,3.0,,-238.3,-279.2,,,-296.0,,,,,True,,True,False,,,False
36117,1505,440.0,,,,,355.0,,272.0,309.2,,,502.0,-1065.0,,,,,-1150.0,,-1233.0,-1195.8,,,-1003.0,,,,,False,,False,False,,,True
36119,22364,5144.0,,,,,3727.0,,2198.4,5671.0,1896.6,,4966.0,-17220.0,,,,,-18637.0,,-20165.6,-16693.0,-20467.4,,-17398.0,,,,,False,,False,True,False,,False
36121,874,128.0,,,,,334.0,,268.1,100.4,,,437.0,-746.0,,,,,-540.0,,-605.9,-773.6,,,-437.0,,,,,True,,True,False,,,True
36123,287,216.0,,,,,163.0,,938.7,84.8,,,830.0,-71.0,,,,,-124.0,,651.7,-202.2,,,543.0,,,,,False,,False,False,,,False
37001,4159,1952.0,,,,,1632.0,,2252.4,1110.8,1060.1,,1048.0,-2207.0,,,,,-2527.0,,-1906.6,-3048.2,-3098.9,,-3111.0,,,,,False,,True,False,False,,False
37003,1409,1168.0,,,,,613.0,,2880.1,224.3,,,562.0,-241.0,,,,,-796.0,,1471.1,-1184.7,,,-847.0,,,,,False,,False,False,,,False
37005,244,200.0,,,,,87.0,,183.4,0.0,,,141.0,-44.0,,,,,-157.0,,-60.6,-244.0,,,-103.0,,,,,False,,False,False,,,False
37007,538,216.0,,,,,425.0,,424.8,0.0,,,88.0,-322.0,,,,,-113.0,,-113.2,-538.0,,,-450.0,,,,,True,,True,False,,,False
37009,681,224.0,,,,,222.0,,657.2,106.3,,,143.0,-457.0,,,,,-459.0,,-23.8,-574.7,,,-538.0,,,,,False,,True,False,,,False
37011,640,568.0,,,,,261.0,,2370.8,130.0,,,378.0,-72.0,,,,,-379.0,,1730.8,-510.0,,,-262.0,,,,,False,,False,False,,,False
37013,843,824.0,,,,,794.0,,1612.7,229.1,377.7,,287.0,-19.0,,,,,-49.0,,769.7,-613.9,-465.3,,-556.0,,,,,False,,False,False,False,,False
37015,389,280.0,,,,,205.0,,296.3,0.0,,,504.0,-109.0,,,,,-184.0,,-92.7,-389.0,,,115.0,,,,,False,,True,False,,,False
37017,567,344.0,,,,,307.0,,719.7,0.0,171.1,,292.0,-223.0,,,,,-260.0,,152.7,-567.0,-395.9,,-275.0,,,,,False,,True,False,False,,False
37019,1712,1112.0,,,,,926.0,,1525.6,369.5,247.2,,659.0,-600.0,,,,,-786.0,,-186.4,-1342.5,-1464.8,,-1053.0,,,,,False,,True,False,False,,False
37021,3754,1752.0,,,,,3109.0,,1280.2,1216.8,1175.8,,588.0,-2002.0,,,,,-645.0,,-2473.8,-2537.2,-2578.2,,-3166.0,,,,,True,,False,False,False,,False
37023,2816,1080.0,,,,,1670.0,,963.8,46.6,496.1,,478.0,-1736.0,,,,,-1146.0,,-1852.2,-2769.4,-2319.9,,-2338.0,,,,,True,,False,False,False,,False
37025,4749,1696.0,,,,,2763.0,,1544.3,42.0,515.6,,990.0,-3053.0,,,,,-1986.0,,-3204.7,-4707.0,-4233.4,,-3759.0,,,,,True,,False,False,False,,False
37027,2543,1872.0,,,,,1399.0,,1863.1,413.5,818.4,,1005.0,-671.0,,,,,-1144.0,,-679.9,-2129.5,-1724.6,,-1538.0,,,,,False,,False,False,False,,False
37029,110,32.0,,,,,78.0,,75.9,0.0,,,10.0,-78.0,,,,,-32.0,,-34.1,-110.0,,,-100.0,,,,,True,,True,False,,,False
37031,1257,936.0,,,,,3389.0,,1111.9,268.3,,,325.0,-321.0,,,,,2132.0,,-145.1,-988.7,,,-932.0,,,,,False,,True,False,,,False
37033,420,368.0,,,,,261.0,,839.7,0.0,,,128.0,-52.0,,,,,-159.0,,419.7,-420.0,,,-292.0,,,,,False,,False,False,,,False
37035,5396,2808.0,,,,,2333.0,,3042.4,817.7,1920.2,,1417.0,-2588.0,,,,,-3063.0,,-2353.6,-4578.3,-3475.8,,-3979.0,,,,,False,,True,False,False,,False
37037,780,464.0,,,,,518.0,,525.7,107.9,244.4,,207.0,-316.0,,,,,-262.0,,-254.3,-672.1,-535.6,,-573.0,,,,,True,,True,False,False,,False
37039,360,288.0,,,,,364.0,,380.4,0.0,,,64.0,-72.0,,,,,4.0,,20.4,-360.0,,,-296.0,,,,,True,,True,False,,,False
