,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
22039,343,302.0,,289.8,,296.0,518.0,,,,,246.6,206.5,,,,241.0,,363.9,,191.4,245.0,,384.0,360.4,,,355.0,366.0,51.7,,,,,,379.0,,,,230.0,-41.0,,-53.2,,-47.0,175.0,,,,,-96.4,-136.5,,,,-102.0,,20.9,,-151.6,-98.0,,41.0,17.4,,,12.0,23.0,-291.3,,,,,,36.0,,,,-113.0,,False,,False,False,,,,,False,False,,,,False,,True,,False,False,,False,True,,,True,True,False,,,,,,True,,,,False
22041,135,124.0,,154.5,,137.0,59.0,,,,,190.9,108.1,,,,164.0,,93.2,,109.5,,,159.0,162.0,,,91.0,177.0,19.3,,,,,,127.3,,,,111.6,-11.0,,19.5,,2.0,-76.0,,,,,55.9,-26.9,,,,29.0,,-41.8,,-25.5,,,24.0,27.0,,,-44.0,42.0,-115.7,,,,,,-7.7,,,,-23.4,,False,,True,False,,,,,False,False,,,,False,,False,,False,,,False,False,,,False,False,False,,,,,,True,,,,False
22043,305,262.0,,260.3,,261.0,285.0,,,,,152.1,116.5,,,,138.0,,512.0,,116.0,,,517.5,256.9,,,292.0,276.0,50.3,,,,,,243.2,,,,290.5,-43.0,,-44.7,,-44.0,-20.0,,,,,-152.9,-188.5,,,,-167.0,,207.0,,-189.0,,,212.5,-48.1,,,-13.0,-29.0,-254.7,,,,,,-61.8,,,,-14.5,,False,,False,True,,,,,False,False,,,,False,,False,,False,,,False,False,,,True,True,False,,,,,,False,,,,True
22045,504,382.0,,350.1,,371.0,640.0,,,,,409.1,190.5,,,,424.0,,552.8,,355.1,338.5,,273.5,452.4,,,505.0,531.0,100.8,,,,,265.7,528.8,,,,386.0,-122.0,,-153.9,,-133.0,136.0,,,,,-94.9,-313.5,,,,-80.0,,48.8,,-148.9,-165.5,,-230.5,-51.6,,,1.0,27.0,-403.2,,,,,-238.3,24.8,,,,-118.0,,False,,False,False,,,,,True,False,,,,True,,True,,False,False,,False,True,,,True,True,False,,,,,False,True,,,,True
22047,301,334.0,,326.4,,299.0,488.0,,,,,260.3,177.5,,,,185.0,,614.7,,233.2,283.0,,280.0,296.7,,,444.0,367.0,54.8,,,,,,288.8,,,,245.9,33.0,,25.4,,-2.0,187.0,,,,,-40.7,-123.5,,,,-116.0,,313.7,,-67.8,-18.0,,-21.0,-4.3,,,143.0,66.0,-246.2,,,,,,-12.2,,,,-55.1,,True,,True,False,,,,,False,False,,,,False,,False,,False,True,,True,True,,,False,False,False,,,,,,True,,,,False
22049,110,98.0,,83.9,,96.0,39.0,,,,,132.6,84.9,,,,109.0,,54.1,,90.9,,,110.0,121.7,,,79.0,141.0,17.6,,,,,,124.7,,,,76.5,-12.0,,-26.1,,-14.0,-71.0,,,,,22.6,-25.1,,,,-1.0,,-55.9,,-19.1,,,0.0,11.7,,,-31.0,31.0,-92.4,,,,,,14.7,,,,-33.5,,False,,False,False,,,,,False,False,,,,True,,False,,False,,,True,True,,,False,False,False,,,,,,False,,,,False
22051,3457,4398.0,,4314.9,6022.0,4219.0,5649.0,,,,,3327.3,3380.9,,3975.8,,2242.0,,18233.3,,2883.7,4469.0,,3843.0,3752.3,,,4175.0,4403.0,611.3,,,,,3240.8,5510.3,2162.0,,,5579.1,941.0,,857.9,2565.0,762.0,2192.0,,,,,-129.7,-76.1,,518.8,,-1215.0,,14776.3,,-573.3,1012.0,,386.0,295.3,,,718.0,946.0,-2845.7,,,,,-216.2,2053.3,-1295.0,,,2122.1,,True,False,True,False,,,,,True,True,,True,,False,,False,,True,False,,True,True,,,True,False,False,,,,,True,False,False,,,False
22053,239,234.0,,216.9,,231.0,310.0,,,,,208.9,138.1,,,,189.0,,320.1,,157.1,164.0,,242.0,261.6,,,258.0,299.0,28.7,,,,,,285.2,,,,215.5,-5.0,,-22.1,,-8.0,71.0,,,,,-30.1,-100.9,,,,-50.0,,81.1,,-81.9,-75.0,,3.0,22.6,,,19.0,60.0,-210.3,,,,,,46.2,,,,-23.5,,False,,False,False,,,,,False,False,,,,False,,False,,False,False,,True,False,,,False,False,False,,,,,,False,,,,False
22055,2163,1684.0,,1640.9,,1684.0,1608.0,,,,,1390.3,1397.6,,2285.3,,1522.0,,2289.0,,1807.1,1350.5,,1950.0,1846.2,,,1865.0,2054.0,343.9,,,,,1404.8,2150.5,2196.0,,,2054.1,-479.0,,-522.1,,-479.0,-555.0,,,,,-772.7,-765.4,,122.3,,-641.0,,126.0,,-355.9,-812.5,,-213.0,-316.8,,,-298.0,-109.0,-1819.1,,,,,-758.2,-12.5,33.0,,,-108.9,,False,,False,False,,,,,False,False,,True,,False,,True,,True,False,,True,True,,,True,True,False,,,,,False,True,True,,,True
22057,637,658.0,,638.5,,652.0,1027.0,,,,,532.4,322.9,,1055.2,,568.0,,841.1,,551.4,451.5,,1160.0,666.2,,,766.0,858.0,136.8,,,,,514.2,1021.8,,,,555.8,21.0,,1.5,,15.0,390.0,,,,,-104.6,-314.1,,418.2,,-69.0,,204.1,,-85.6,-185.5,,523.0,29.2,,,129.0,221.0,-500.2,,,,,-122.8,384.8,,,,-81.2,,True,,True,False,,,,,False,False,,False,,False,,False,,False,False,,False,False,,,False,False,False,,,,,False,False,,,,False
22059,131,136.0,,153.4,,134.0,112.0,,,,,132.9,86.2,,,,142.0,,45.0,,80.3,,,121.0,148.7,,,145.0,153.0,,,,,,,178.4,,,,132.6,5.0,,22.4,,3.0,-19.0,,,,,1.9,-44.8,,,,11.0,,-86.0,,-50.7,,,-10.0,17.7,,,14.0,22.0,,,,,,,47.4,,,,1.6,,False,,True,False,,,,,True,False,,,,False,,False,,False,,,False,False,,,False,False,,,,,,,False,,,,True
22061,373,392.0,,445.7,,344.0,559.0,,,,,321.4,255.6,,,,261.0,,222.9,,324.8,252.0,,362.0,456.7,,,418.0,466.0,68.3,,,,,346.2,441.3,,,,308.6,19.0,,72.7,,-29.0,186.0,,,,,-51.6,-117.4,,,,-112.0,,-150.1,,-48.2,-121.0,,-11.0,83.7,,,45.0,93.0,-304.7,,,,,-26.8,68.3,,,,-64.4,,False,,False,False,,,,,False,False,,,,False,,False,,False,False,,True,False,,,False,False,False,,,,,False,False,,,,False
22063,1384,1096.0,,1387.4,,997.0,1559.0,,,,,650.4,460.2,,,,879.0,,1009.7,,1018.3,915.5,,1035.0,923.2,,,1132.0,1357.0,168.9,,,,,1108.9,1275.9,890.0,,,980.5,-288.0,,3.4,,-387.0,175.0,,,,,-733.6,-923.8,,,,-505.0,,-374.3,,-365.7,-468.5,,-349.0,-460.8,,,-252.0,-27.0,-1215.1,,,,,-275.1,-108.1,-494.0,,,-403.5,,True,,False,True,,,,,False,False,,,,False,,False,,False,False,,False,False,,,True,True,False,,,,,True,True,False,,,False
22065,85,130.0,,139.4,,110.0,28.0,,,,,126.9,99.8,,,,76.0,,161.3,,53.6,,,110.0,118.3,,,140.0,131.0,5.6,,,,,,107.6,,,,102.6,45.0,,54.4,,25.0,-57.0,,,,,41.9,14.8,,,,-9.0,,76.3,,-31.4,,,25.0,33.3,,,55.0,46.0,-79.4,,,,,,22.6,,,,17.6,,False,,True,False,,,,,True,True,,,,True,,False,,True,,,True,True,,,False,False,False,,,,,,True,,,,True
22067,350,308.0,,296.1,,268.0,137.0,,,,,231.5,197.1,,,,161.0,,349.4,,163.8,,,212.0,322.7,,,343.0,344.0,55.9,,,,,,304.2,,,,556.8,-42.0,,-53.9,,-82.0,-213.0,,,,,-118.5,-152.9,,,,-189.0,,-0.6,,-186.2,,,-138.0,-27.3,,,-7.0,-6.0,-294.1,,,,,,-45.8,,,,206.8,,False,,False,False,,,,,False,False,,,,False,,True,,False,,,False,True,,,True,True,False,,,,,,False,,,,False
22069,386,244.0,,239.4,,230.0,232.0,,,,,236.2,169.3,,,,187.0,,225.1,,192.1,211.0,,258.0,349.4,,,192.0,331.0,36.6,,,,,271.7,209.6,,,,232.8,-142.0,,-146.6,,-156.0,-154.0,,,,,-149.8,-216.7,,,,-199.0,,-160.9,,-193.9,-175.0,,-128.0,-36.6,,,-194.0,-55.0,-349.4,,,,,-114.3,-176.4,,,,-153.2,,False,,False,False,,,,,False,False,,,,False,,False,,False,False,,True,True,,,False,True,False,,,,,True,False,,,,False
22071,1949,2034.0,,2001.5,3048.7,2087.0,2518.0,,,,,1662.3,1923.9,,2026.7,,1473.0,,6419.8,,1788.1,1836.0,,2539.5,2269.3,,,2580.0,2671.0,658.0,,,,,1640.1,1861.3,858.0,,,2020.5,85.0,,52.5,1099.7,138.0,569.0,,,,,-286.7,-25.1,,77.7,,-476.0,,4470.8,,-160.9,-113.0,,590.5,320.3,,,631.0,722.0,-1291.0,,,,,-308.9,-87.7,-1091.0,,,71.5,,True,False,False,False,,,,,False,True,,True,,False,,False,,False,False,,False,False,,,False,False,False,,,,,False,False,False,,,True
22073,1796,1420.0,,1390.8,,1312.0,1274.0,,,,,1179.3,1101.0,,1629.1,,1133.0,,1308.8,,1024.2,1265.0,,1628.5,1619.3,,,1902.0,1736.0,206.8,,,,,936.3,1450.5,852.0,,,2616.0,-376.0,,-405.2,,-484.0,-522.0,,,,,-616.7,-695.0,,-166.9,,-663.0,,-487.2,,-771.8,-531.0,,-167.5,-176.7,,,106.0,-60.0,-1589.2,,,,,-859.7,-345.5,-944.0,,,820.0,,False,,False,False,,,,,False,False,,True,,False,,False,,False,False,,True,True,,,True,True,False,,,,,False,True,False,,,False
22075,250,292.0,,313.0,,280.0,31.0,,,,,187.4,161.8,,,,82.0,,519.7,,82.9,,,429.0,293.2,,,346.0,266.0,33.7,,,,,,377.4,,,,324.6,42.0,,63.0,,30.0,-219.0,,,,,-62.6,-88.2,,,,-168.0,,269.7,,-167.1,,,179.0,43.2,,,96.0,16.0,-216.3,,,,,,127.4,,,,74.6,,False,,True,False,,,,,False,False,,,,False,,False,,False,,,False,False,,,False,True,False,,,,,,False,,,,False
22077,268,232.0,,234.7,,224.0,1.0,,,,,169.8,162.1,,,,157.0,,332.7,,110.5,,,259.0,220.4,,,272.0,243.0,25.8,,,,,,188.7,,,,361.4,-36.0,,-33.3,,-44.0,-267.0,,,,,-98.2,-105.9,,,,-111.0,,64.7,,-157.5,,,-9.0,-47.6,,,4.0,-25.0,-242.2,,,,,,-79.3,,,,93.4,,True,,False,False,,,,,False,False,,,,False,,False,,False,,,True,False,,,True,True,False,,,,,,False,,,,False
22079,834,620.0,,465.9,,586.0,818.0,,,,,600.1,363.7,,556.2,,861.0,,370.9,,666.9,575.5,,330.5,661.4,,,570.0,998.0,132.2,,,,,593.1,632.3,348.0,,,830.2,-214.0,,-368.1,,-248.0,-16.0,,,,,-233.9,-470.3,,-277.8,,27.0,,-463.1,,-167.1,-258.5,,-503.5,-172.6,,,-264.0,164.0,-701.8,,,,,-240.9,-201.7,-486.0,,,-3.8,,False,,False,True,,,,,False,False,,False,,True,,False,,True,False,,False,True,,,False,True,False,,,,,False,True,False,,,True
22081,49,30.0,,25.4,,26.0,0.0,,,,,65.0,31.5,,,,40.0,,16.6,,15.7,,,25.0,50.2,,,44.0,58.0,3.9,,,,,,34.1,,,,35.7,-19.0,,-23.6,,-23.0,-49.0,,,,,16.0,-17.5,,,,-9.0,,-32.4,,-33.3,,,-24.0,1.2,,,-5.0,9.0,-45.1,,,,,,-14.9,,,,-13.3,,False,,False,False,,,,,True,True,,,,True,,False,,False,,,False,True,,,True,True,False,,,,,,True,,,,True
22083,153,118.0,,142.8,,114.0,100.0,,,,,172.5,100.6,,,,147.0,,47.1,,120.4,,,95.0,141.1,,,93.0,180.0,19.6,,,,,,165.8,,,,124.6,-35.0,,-10.2,,-39.0,-53.0,,,,,19.5,-52.4,,,,-6.0,,-105.9,,-32.6,,,-58.0,-11.9,,,-60.0,27.0,-133.4,,,,,,12.8,,,,-28.4,,True,,False,False,,,,,True,False,,,,True,,False,,True,,,False,True,,,False,True,False,,,,,,True,,,,True
22085,264,336.0,,331.3,,332.0,255.0,,,,,195.0,189.6,,,,118.0,,413.6,,155.4,,,348.0,332.7,,,430.0,326.0,51.4,,,,,,232.7,,,,461.6,72.0,,67.3,,68.0,-9.0,,,,,-69.0,-74.4,,,,-146.0,,149.6,,-108.6,,,84.0,68.7,,,166.0,62.0,-212.6,,,,,,-31.3,,,,197.6,,True,,True,True,,,,,True,False,,,,False,,False,,False,,,False,True,,,False,True,False,,,,,,True,,,,False
22087,180,242.0,,240.0,,246.0,92.0,,,,,229.6,136.8,,341.0,,249.0,,601.5,,205.5,199.0,,327.0,246.9,,,300.0,321.0,,,,,,,521.2,,,,257.4,62.0,,60.0,,66.0,-88.0,,,,,49.6,-43.2,,161.0,,69.0,,421.5,,25.5,19.0,,147.0,66.9,,,120.0,141.0,,,,,,,341.2,,,,77.4,,True,,False,False,,,,,True,True,,False,,False,,False,,True,True,,False,False,,,False,False,,,,,,,False,,,,False
22089,412,500.0,,518.7,,500.0,986.0,,,,,318.0,315.4,,606.4,,275.0,,557.9,,368.5,346.5,,566.0,472.9,,,621.0,510.0,,,,,,392.0,913.0,,,,399.1,88.0,,106.7,,88.0,574.0,,,,,-94.0,-96.6,,194.4,,-137.0,,145.9,,-43.5,-65.5,,154.0,60.9,,,209.0,98.0,,,,,,-20.0,501.0,,,,-12.9,,False,,False,False,,,,,False,False,,False,,False,,False,,True,True,,False,True,,,False,False,,,,,,True,False,,,,True
22091,84,88.0,,86.2,,75.0,0.0,,,,,62.9,73.3,,,,46.0,,95.6,,28.1,,,36.0,78.0,,,90.0,96.0,,,,,,,99.9,,,,76.8,4.0,,2.2,,-9.0,-84.0,,,,,-21.1,-10.7,,,,-38.0,,11.6,,-55.9,,,-48.0,-6.0,,,6.0,12.0,,,,,,,15.9,,,,-7.2,,True,,False,False,,,,,False,False,,,,False,,False,,False,,,False,False,,,False,False,,,,,,,False,,,,False
22093,161,112.0,,112.1,,125.0,0.0,,,,,134.2,68.0,,252.2,,106.0,,151.1,,63.3,,,191.0,176.7,,,142.0,156.0,,,,,,,250.9,,,,120.1,-49.0,,-48.9,,-36.0,-161.0,,,,,-26.8,-93.0,,91.2,,-55.0,,-9.9,,-97.7,,,30.0,15.7,,,-19.0,-5.0,,,,,,,89.9,,,,-40.9,,True,,True,False,,,,,True,False,,False,,False,,True,,False,,,True,True,,,True,True,,,,,,,False,,,,True
22095,252,232.0,,212.2,,229.0,167.0,,,,,240.3,182.8,,212.2,,193.0,,490.0,,145.7,192.5,,254.0,247.4,,,311.0,295.0,,,,,,,422.8,,,,273.4,-20.0,,-39.8,,-23.0,-85.0,,,,,-11.7,-69.2,,-39.8,,-59.0,,238.0,,-106.3,-59.5,,2.0,-4.6,,,59.0,43.0,,,,,,,170.8,,,,21.4,,False,,False,False,,,,,True,False,,False,,False,,False,,False,False,,True,True,,,False,False,,,,,,,False,,,,False
22097,704,656.0,,716.2,,653.0,1104.0,,,,,530.0,336.2,,,,606.0,,688.0,,678.0,548.5,,528.0,736.4,,,661.0,840.0,,,,,,699.5,679.9,,,,570.2,-48.0,,12.2,,-51.0,400.0,,,,,-174.0,-367.8,,,,-98.0,,-16.0,,-26.0,-155.5,,-176.0,32.4,,,-43.0,136.0,,,,,,-4.5,-24.1,,,,-133.8,,True,,False,False,,,,,False,False,,,,False,,True,,True,False,,False,True,,,True,False,,,,,,True,True,,,,False
22099,488,350.0,,357.7,,355.0,452.0,,,,,306.1,210.9,,,,314.0,,568.5,,274.1,248.5,,393.0,358.8,,,448.0,429.0,,,,,,308.9,421.2,,,,362.8,-138.0,,-130.3,,-133.0,-36.0,,,,,-181.9,-277.1,,,,-174.0,,80.5,,-213.9,-239.5,,-95.0,-129.2,,,-40.0,-59.0,,,,,,-179.1,-66.8,,,,-125.2,,True,,True,True,,,,,False,False,,,,False,,True,,False,False,,True,True,,,True,True,,,,,,False,True,,,,True
22101,283,174.0,,139.0,,192.0,242.0,,,,,226.9,130.6,,,,281.0,,170.4,,169.7,163.0,,238.0,272.5,,,170.0,320.0,,,,,,148.6,446.6,,,,250.0,-109.0,,-144.0,,-91.0,-41.0,,,,,-56.1,-152.4,,,,-2.0,,-112.6,,-113.3,-120.0,,-45.0,-10.5,,,-113.0,37.0,,,,,,-134.4,163.6,,,,-33.0,,False,,True,True,,,,,True,False,,,,True,,False,,False,False,,True,True,,,False,True,,,,,,False,False,,,,True
22103,2130,1690.0,,1624.0,,1661.0,1458.0,,,,,1218.0,1661.3,,2497.0,,1245.0,,2056.3,,1536.9,1533.5,,2252.0,1634.1,,,2104.0,2141.0,,,,,,1369.8,1977.7,1342.0,,,2285.5,-440.0,,-506.0,,-469.0,-672.0,,,,,-912.0,-468.7,,367.0,,-885.0,,-73.7,,-593.1,-596.5,,122.0,-495.9,,,-26.0,11.0,,,,,,-760.2,-152.3,-788.0,,,155.5,,False,,False,False,,,,,False,False,,True,,False,,True,,False,False,,True,False,,,True,True,,,,,,False,True,False,,,True
22105,1194,962.0,,873.6,,852.0,1531.0,,,,,682.5,477.3,,,,716.0,,778.5,,864.5,771.5,,951.5,943.4,,,1048.0,1245.0,194.8,,,,,801.8,908.3,790.0,,,990.6,-232.0,,-320.4,,-342.0,337.0,,,,,-511.5,-716.7,,,,-478.0,,-415.5,,-329.5,-422.5,,-242.5,-250.6,,,-146.0,51.0,-999.2,,,,,-392.2,-285.7,-404.0,,,-203.4,,False,,False,False,,,,,False,False,,,,False,,False,,False,False,,False,False,,,True,True,False,,,,,False,False,False,,,True
22107,34,10.0,,8.5,,11.0,0.0,,,,,21.5,14.1,,,,20.0,,18.7,,4.7,,,18.0,20.5,,,,28.0,5.4,,,,,,22.7,,,,10.8,-24.0,,-25.5,,-23.0,-34.0,,,,,-12.5,-19.9,,,,-14.0,,-15.3,,-29.3,,,-16.0,-13.5,,,,-6.0,-28.6,,,,,,-11.3,,,,-23.2,,False,,True,False,,,,,True,True,,,,True,,True,,False,,,True,True,,,,True,False,,,,,,True,,,,True
22109,607,576.0,,558.7,,576.0,852.0,,,,,549.1,286.1,,,,640.0,,1058.5,,357.0,432.0,,1491.0,640.2,,,675.0,878.0,52.2,,,,,439.0,1072.8,,,,409.9,-31.0,,-48.3,,-31.0,245.0,,,,,-57.9,-320.9,,,,33.0,,451.5,,-250.0,-175.0,,884.0,33.2,,,68.0,271.0,-554.8,,,,,-168.0,465.8,,,,-197.1,,False,,False,False,,,,,False,False,,,,False,,False,,False,False,,False,False,,,False,False,False,,,,,False,False,,,,False
22111,162,126.0,,109.8,,102.0,73.0,,,,,146.9,117.8,,,,164.0,,87.0,,96.4,,,89.0,157.8,,,123.0,204.0,20.7,,,,,,134.7,,,,101.8,-36.0,,-52.2,,-60.0,-89.0,,,,,-15.1,-44.2,,,,2.0,,-75.0,,-65.6,,,-73.0,-4.2,,,-39.0,42.0,-141.3,,,,,,-27.3,,,,-60.2,,False,,False,False,,,,,True,False,,,,True,,False,,False,,,False,True,,,False,False,False,,,,,,True,,,,False
22113,375,320.0,,321.9,,324.0,233.0,,,,,295.9,237.2,,,,358.0,,574.0,,255.6,261.5,,420.5,403.1,,,374.0,442.0,86.7,,,,,188.2,363.3,,,,427.5,-55.0,,-53.1,,-51.0,-142.0,,,,,-79.1,-137.8,,,,-17.0,,199.0,,-119.4,-113.5,,45.5,28.1,,,-1.0,67.0,-288.3,,,,,-186.8,-11.7,,,,52.5,,True,,True,False,,,,,False,False,,,,True,,False,,False,False,,True,True,,,True,False,False,,,,,False,True,,,,True
22115,324,166.0,,154.7,,203.0,361.0,,,,,195.3,138.7,,,,221.0,,200.6,,165.4,189.0,,289.0,268.9,,,228.0,288.0,31.7,,,,,,312.9,,,,192.8,-158.0,,-169.3,,-121.0,37.0,,,,,-128.7,-185.3,,,,-103.0,,-123.4,,-158.6,-135.0,,-35.0,-55.1,,,-96.0,-36.0,-292.3,,,,,,-11.1,,,,-131.2,,False,,True,True,,,,,True,False,,,,True,,True,,False,True,,True,True,,,True,True,False,,,,,,True,,,,True
22117,442,206.0,,209.1,,203.0,146.0,,,,,256.3,133.3,,,,275.0,,132.0,,226.5,191.5,,249.0,277.4,,,261.0,331.0,55.8,,,,,160.8,203.3,,,,433.0,-236.0,,-232.9,,-239.0,-296.0,,,,,-185.7,-308.7,,,,-167.0,,-310.0,,-215.5,-250.5,,-193.0,-164.6,,,-181.0,-111.0,-386.2,,,,,-281.2,-238.7,,,,-9.0,,True,,False,False,,,,,True,False,,,,True,,False,,True,False,,True,True,,,True,True,False,,,,,False,False,,,,True
22119,321,274.0,,332.3,,274.0,485.0,,,,,282.0,157.1,,,,234.0,,311.8,,204.8,267.0,,439.0,362.8,,,308.0,363.0,55.2,,,,,239.5,293.4,,,,233.3,-47.0,,11.3,,-47.0,164.0,,,,,-39.0,-163.9,,,,-87.0,,-9.2,,-116.2,-54.0,,118.0,41.8,,,-13.0,42.0,-265.8,,,,,-81.5,-27.6,,,,-87.7,,True,,False,False,,,,,True,False,,,,False,,True,,False,False,,False,True,,,True,True,False,,,,,False,True,,,,False
22121,216,202.0,,210.3,,196.0,266.0,,,,,158.6,107.2,,,,150.0,,201.2,,130.2,,,134.0,196.7,,,187.0,256.0,39.2,,,,,,251.4,,,,192.6,-14.0,,-5.7,,-20.0,50.0,,,,,-57.4,-108.8,,,,-66.0,,-14.8,,-85.8,,,-82.0,-19.3,,,-29.0,40.0,-176.8,,,,,,35.4,,,,-23.4,,True,,False,False,,,,,False,False,,,,False,,False,,False,,,False,False,,,False,False,False,,,,,,False,,,,False
22123,95,168.0,,157.6,,145.0,244.0,,,,,121.5,98.5,,,,90.0,,162.9,,64.2,,,66.0,134.1,,,155.0,158.0,19.3,,,,,,170.3,,,,142.8,73.0,,62.6,,50.0,149.0,,,,,26.5,3.5,,,,-5.0,,67.9,,-30.8,,,-29.0,39.1,,,60.0,63.0,-75.7,,,,,,75.3,,,,47.8,,True,,True,False,,,,,True,True,,,,True,,True,,True,,,True,True,,,True,True,False,,,,,,False,,,,True
22125,89,38.0,,39.0,,40.0,41.0,,,,,70.2,33.4,,,,81.0,,7630.1,,21.9,,,32.0,39.5,,,18.0,95.0,22.3,,,,,,44.6,,,,72.9,-51.0,,-50.0,,-49.0,-48.0,,,,,-18.8,-55.6,,,,-8.0,,7541.1,,-67.1,,,-57.0,-49.5,,,-71.0,6.0,-66.7,,,,,,-44.4,,,,-16.1,,True,,True,True,,,,,True,False,,,,True,,False,,False,,,False,True,,,False,True,False,,,,,,True,,,,True
22127,132,118.0,,129.0,,111.0,17.0,,,,,127.2,80.6,,,,108.0,,78.2,,97.9,,,100.0,149.8,,,100.0,143.0,20.8,,,,,,153.9,,,,115.8,-14.0,,-3.0,,-21.0,-115.0,,,,,-4.8,-51.4,,,,-24.0,,-53.8,,-34.1,,,-32.0,17.8,,,-32.0,11.0,-111.2,,,,,,21.9,,,,-16.2,,True,,False,False,,,,,True,False,,,,False,,False,,False,,,False,False,,,False,True,False,,,,,,False,,,,False
23001,459,438.0,,448.7,,391.0,442.0,,,,,332.9,241.5,,,,298.0,,359.6,,396.9,427.0,,367.0,362.9,,,365.0,545.0,19.1,,,,,,540.8,,,,418.2,-21.0,,-10.3,,-68.0,-17.0,,,,,-126.1,-217.5,,,,-161.0,,-99.4,,-62.1,-32.0,,-92.0,-96.1,,,-94.0,86.0,-439.9,,,,,,81.8,,,,-40.8,,True,,False,True,,,,,False,False,,,,False,,False,,False,False,,False,False,,,False,False,False,,,,,,False,,,,False
23003,223,98.0,,97.8,,107.0,113.0,,,,,62.7,49.5,,,,108.0,,214.4,,123.1,86.5,,130.5,107.3,,,134.0,240.0,20.9,,,,,,107.3,,,,141.6,-125.0,,-125.2,,-116.0,-110.0,,,,,-160.3,-173.5,,,,-115.0,,-8.6,,-99.9,-136.5,,-92.5,-115.7,,,-89.0,17.0,-202.1,,,,,,-115.7,,,,-81.4,,False,,True,True,,,,,False,False,,,,True,,True,,True,False,,True,True,,,True,True,False,,,,,,True,,,,True
