,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
28033,985,926.0,,922.6,,904.0,944.0,,,,,711.1,,1277.0,,1056.8,,1104.0,,808.0,461.0,869.0,,829.0,893.6,940.8,1047.0,910.0,787.5,,,,,946.7,925.1,930.0,,,810.6,-59.0,,-62.4,,-81.0,-41.0,,,,,-273.9,,292.0,,71.8,,119.0,,-177.0,-524.0,-116.0,,-156.0,-91.4,-44.2,62.0,-75.0,-197.5,,,,,-38.3,-59.9,-55.0,,,-174.4,,False,,False,True,,,,,False,,False,,False,,False,,False,False,False,,False,False,True,False,False,False,,,,,True,False,True,,,False
28035,322,306.0,,306.5,,320.0,393.0,,,,,259.5,,364.7,,,,251.0,,346.9,156.7,298.5,,353.0,345.5,363.7,395.0,325.0,311.5,,,,,293.4,377.5,,,,364.1,-16.0,,-15.5,,-2.0,71.0,,,,,-62.5,,42.7,,,,-71.0,,24.9,-165.3,-23.5,,31.0,23.5,41.7,73.0,3.0,-10.5,,,,,-28.6,55.5,,,,42.1,,True,,True,False,,,,,False,,False,,,,False,,False,False,False,,False,False,False,False,True,True,,,,,False,False,,,,False
28037,74,47.0,,46.4,,43.0,22.0,,,,,38.2,,50.6,,,,29.0,,58.5,9.0,,,46.0,39.6,42.3,65.0,46.0,44.6,,,,,,38.5,,,,73.8,-27.0,,-27.6,,-31.0,-52.0,,,,,-35.8,,-23.4,,,,-45.0,,-15.5,-65.0,,,-28.0,-34.4,-31.7,-9.0,-28.0,-29.4,,,,,,-35.5,,,,-0.2,,False,,False,False,,,,,False,,True,,,,False,,True,False,,,False,False,False,True,False,False,,,,,,False,,,,True
28039,103,82.0,,93.5,,99.0,3.0,,,,,73.5,,124.2,,,,104.0,,159.7,55.9,,,117.0,93.6,94.1,148.0,103.0,173.7,,,,,,98.8,,,,72.9,-21.0,,-9.5,,-4.0,-100.0,,,,,-29.5,,21.2,,,,1.0,,56.7,-47.1,,,14.0,-9.4,-8.9,45.0,0.0,70.7,,,,,,-4.2,,,,-30.1,,True,,True,False,,,,,False,,False,,,,True,,False,False,,,True,True,True,False,True,False,,,,,,True,,,,False
28041,72,172.0,,171.1,,121.0,48.0,,,,,69.2,,120.0,,,,56.0,,739.9,45.9,,,133.0,113.1,121.0,158.0,130.0,95.0,,,,,,143.6,,,,355.1,100.0,,99.1,,49.0,-24.0,,,,,-2.8,,48.0,,,,-16.0,,667.9,-26.1,,,61.0,41.1,49.0,86.0,58.0,23.0,,,,,,71.6,,,,283.1,,True,,True,True,,,,,True,,True,,,,True,,False,True,,,True,True,True,True,True,True,,,,,,True,,,,False
28043,173,144.0,,145.1,,141.0,5.0,,,,,114.2,,238.5,,,,112.0,,151.1,69.5,,,190.0,148.1,160.8,166.0,140.0,95.8,,,,,,149.7,,,,142.0,-29.0,,-27.9,,-32.0,-168.0,,,,,-58.8,,65.5,,,,-61.0,,-21.9,-103.5,,,17.0,-24.9,-12.2,-7.0,-33.0,-77.2,,,,,,-23.3,,,,-31.0,,True,,False,False,,,,,False,,False,,,,False,,True,False,,,True,True,True,True,False,False,,,,,,True,,,,False
28045,181,145.0,,147.8,,164.0,171.0,,,,,93.1,,230.3,,,,168.0,,197.6,44.9,122.5,,157.0,159.2,157.9,185.0,166.0,199.7,,,,,,189.8,,,,215.4,-36.0,,-33.2,,-17.0,-10.0,,,,,-87.9,,49.3,,,,-13.0,,16.6,-136.1,-58.5,,-24.0,-21.8,-23.1,4.0,-15.0,18.7,,,,,,8.8,,,,34.4,,True,,True,True,,,,,False,,False,,,,True,,True,False,False,,True,True,True,True,True,True,,,,,,True,,,,True
28047,780,892.0,,900.4,,883.0,1073.0,,,,,535.4,,1312.9,,1027.1,,716.0,,1300.3,376.8,649.5,,841.0,873.3,812.5,1056.0,909.0,1055.7,,,,,878.8,933.9,1109.0,,,1035.6,112.0,,120.4,,103.0,293.0,,,,,-244.6,,532.9,,247.1,,-64.0,,520.3,-403.2,-130.5,,61.0,93.3,32.5,276.0,129.0,275.7,,,,,98.8,153.9,329.0,,,255.6,,False,,True,False,,,,,False,,False,,False,,True,,False,False,False,,True,True,True,False,False,False,,,,,True,False,False,,,False
28049,925,898.0,,906.9,,926.0,953.0,,,,,708.0,,1560.1,,1181.0,,745.0,,958.5,452.3,757.0,,896.0,975.7,983.6,1181.0,953.0,879.1,,,,,751.5,1003.1,1226.0,,,1147.6,-27.0,,-18.1,,1.0,28.0,,,,,-217.0,,635.1,,256.0,,-180.0,,33.5,-472.7,-168.0,,-29.0,50.7,58.6,256.0,28.0,-45.9,,,,,-173.5,78.1,301.0,,,222.6,,True,,True,False,,,,,False,,False,,False,,False,,False,False,False,,False,False,False,False,False,False,,,,,False,False,False,,,False
28051,42,88.0,,90.1,,72.0,0.0,,,,,72.3,,171.5,,,,67.0,,80.0,28.1,,,70.0,74.4,77.5,103.0,86.0,61.2,,,,,,85.2,,,,75.5,46.0,,48.1,,30.0,-42.0,,,,,30.3,,129.5,,,,25.0,,38.0,-13.9,,,28.0,32.4,35.5,61.0,44.0,19.2,,,,,,43.2,,,,33.5,,False,,True,True,,,,,True,,False,,,,True,,True,True,,,True,True,True,False,True,True,,,,,,True,,,,True
28053,48,47.0,,47.6,,44.0,7.0,,,,,36.7,,56.3,,,,30.0,,55.7,13.3,,,50.0,44.9,52.4,54.0,44.0,28.4,,,,,,39.3,,,,48.4,-1.0,,-0.4,,-4.0,-41.0,,,,,-11.3,,8.3,,,,-18.0,,7.7,-34.7,,,2.0,-3.1,4.4,6.0,-4.0,-19.6,,,,,,-8.7,,,,0.4,,True,,False,False,,,,,False,,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,False,,,,True
28055,8,4.0,,3.4,,6.0,0.0,,,,,8.1,,2.2,,,,7.0,,9.5,0.5,,,9.0,4.8,5.9,8.0,6.0,41.8,,,,,,7.7,,,,6.9,-4.0,,-4.6,,-2.0,-8.0,,,,,0.1,,-5.8,,,,-1.0,,1.5,-7.5,,,1.0,-3.2,-2.1,0.0,-2.0,33.8,,,,,,-0.3,,,,-1.1,,False,,True,False,,,,,True,,False,,,,True,,True,False,,,True,True,True,True,True,False,,,,,,True,,,,True
28057,155,135.0,,136.2,,128.0,70.0,,,,,103.5,,144.1,,,,142.0,,174.9,52.3,,,104.0,121.9,128.8,183.0,141.0,159.3,,,,,,127.3,,,,87.2,-20.0,,-18.8,,-27.0,-85.0,,,,,-51.5,,-10.9,,,,-13.0,,19.9,-102.7,,,-51.0,-33.1,-26.2,28.0,-14.0,4.3,,,,,,-27.7,,,,-67.8,,True,,False,False,,,,,False,,True,,,,True,,True,False,,,False,False,False,False,True,True,,,,,,False,,,,False
28059,486,549.0,,545.5,,564.0,609.0,,,,,402.7,,680.5,,618.2,,552.0,,580.6,243.5,470.5,,508.0,581.1,582.9,598.0,580.0,798.3,,,,,570.0,552.0,558.0,,,481.5,63.0,,59.5,,78.0,123.0,,,,,-83.3,,194.5,,132.2,,66.0,,94.6,-242.5,-15.5,,22.0,95.1,96.9,112.0,94.0,312.3,,,,,84.0,66.0,72.0,,,-4.5,,True,,False,False,,,,,False,,False,,False,,False,,False,False,True,,True,False,False,False,False,False,,,,,False,False,False,,,True
28061,137,115.0,,122.1,,104.0,38.0,,,,,78.6,,119.7,,,,70.0,,187.7,38.0,,,109.0,101.3,100.3,138.0,107.0,70.6,,,,,,85.5,,,,167.6,-22.0,,-14.9,,-33.0,-99.0,,,,,-58.4,,-17.3,,,,-67.0,,50.7,-99.0,,,-28.0,-35.7,-36.7,1.0,-30.0,-66.4,,,,,,-51.5,,,,30.6,,True,,False,False,,,,,False,,True,,,,False,,False,False,,,False,False,False,True,False,False,,,,,,False,,,,False
28063,36,18.0,,13.0,,23.0,0.0,,,,,25.4,,37.9,,,,23.0,,12.5,10.2,,,42.0,29.6,31.8,24.0,26.0,35.0,,,,,,31.7,,,,23.6,-18.0,,-23.0,,-13.0,-36.0,,,,,-10.6,,1.9,,,,-13.0,,-23.5,-25.8,,,6.0,-6.4,-4.2,-12.0,-10.0,-1.0,,,,,,-4.3,,,,-12.4,,False,,True,False,,,,,True,,True,,,,True,,False,False,,,True,True,True,True,True,True,,,,,,True,,,,True
28065,52,41.0,,40.5,,38.0,21.0,,,,,36.3,,70.7,,,,35.0,,28.2,20.1,,,36.0,48.3,50.3,44.0,45.0,80.2,,,,,,36.6,,,,41.5,-11.0,,-11.5,,-14.0,-31.0,,,,,-15.7,,18.7,,,,-17.0,,-23.8,-31.9,,,-16.0,-3.7,-1.7,-8.0,-7.0,28.2,,,,,,-15.4,,,,-10.5,,False,,False,False,,,,,False,,False,,,,False,,False,False,,,False,True,True,True,True,False,,,,,,False,,,,True
28067,368,350.0,,355.8,,346.0,330.0,,,,,272.1,,425.8,,,,339.0,,496.5,211.3,318.0,,434.0,385.0,390.2,456.0,369.0,286.0,,,,,311.4,312.2,,,,342.4,-18.0,,-12.2,,-22.0,-38.0,,,,,-95.9,,57.8,,,,-29.0,,128.5,-156.7,-50.0,,66.0,17.0,22.2,88.0,1.0,-82.0,,,,,-56.6,-55.8,,,,-25.6,,True,,False,False,,,,,False,,False,,,,False,,False,False,False,,False,True,False,False,True,False,,,,,False,False,,,,False
28069,34,76.0,,71.7,,51.0,30.0,,,,,48.3,,71.6,,,,41.0,,145.0,18.7,,,46.0,55.7,61.4,98.0,70.0,39.4,,,,,,66.4,,,,78.3,42.0,,37.7,,17.0,-4.0,,,,,14.3,,37.6,,,,7.0,,111.0,-15.3,,,12.0,21.7,27.4,64.0,36.0,5.4,,,,,,32.4,,,,44.3,,True,,True,True,,,,,True,,True,,,,True,,False,True,,,True,True,True,False,True,True,,,,,,True,,,,False
28071,187,134.0,,111.4,,152.0,156.0,,,,,177.9,,140.7,,,,240.0,,117.7,117.1,183.5,,132.0,150.3,163.9,128.0,156.0,237.7,,,,,129.2,186.1,,,,212.4,-53.0,,-75.6,,-35.0,-31.0,,,,,-9.1,,-46.3,,,,53.0,,-69.3,-69.9,-3.5,,-55.0,-36.7,-23.1,-59.0,-31.0,50.7,,,,,-57.8,-0.9,,,,25.4,,False,,True,True,,,,,True,,True,,,,False,,False,False,True,,False,True,True,False,True,True,,,,,False,True,,,,True
28073,259,263.0,,264.1,,271.0,305.0,,,,,194.9,,349.3,,,,201.0,,270.8,141.1,248.5,,282.0,274.2,288.7,338.0,273.0,279.4,,,,,239.0,233.7,,,,251.2,4.0,,5.1,,12.0,46.0,,,,,-64.1,,90.3,,,,-58.0,,11.8,-117.9,-10.5,,23.0,15.2,29.7,79.0,14.0,20.4,,,,,-20.0,-25.3,,,,-7.8,,False,,False,False,,,,,False,,False,,,,False,,False,False,False,,False,False,False,False,False,False,,,,,False,False,,,,False
28075,297,343.0,,344.1,,343.0,325.0,,,,,252.4,,431.2,,364.2,,351.0,,409.5,165.6,319.0,,251.0,306.2,334.6,390.0,351.0,244.4,,,,,336.6,351.5,,,,503.3,46.0,,47.1,,46.0,28.0,,,,,-44.6,,134.2,,67.2,,54.0,,112.5,-131.4,22.0,,-46.0,9.2,37.6,93.0,54.0,-52.6,,,,,39.6,54.5,,,,206.3,,False,,False,True,,,,,True,,False,,False,,False,,False,False,True,,False,True,True,False,False,False,,,,,True,False,,,,False
28077,54,45.0,,41.6,,43.0,8.0,,,,,42.8,,71.9,,,,41.0,,40.0,22.6,,,39.0,47.3,52.3,57.0,52.0,95.3,,,,,,53.7,,,,53.0,-9.0,,-12.4,,-11.0,-46.0,,,,,-11.2,,17.9,,,,-13.0,,-14.0,-31.4,,,-15.0,-6.7,-1.7,3.0,-2.0,41.3,,,,,,-0.3,,,,-1.0,,False,,False,False,,,,,False,,False,,,,False,,False,False,,,False,True,True,True,True,False,,,,,,True,,,,True
28079,144,125.0,,128.8,,126.0,97.0,,,,,99.9,,212.1,,,,112.0,,135.4,55.0,,,149.0,136.0,143.4,161.0,125.0,113.8,,,,,,120.6,,,,158.4,-19.0,,-15.2,,-18.0,-47.0,,,,,-44.1,,68.1,,,,-32.0,,-8.6,-89.0,,,5.0,-8.0,-0.6,17.0,-19.0,-30.2,,,,,,-23.4,,,,14.4,,True,,True,False,,,,,False,,False,,,,False,,True,False,,,True,True,True,True,False,False,,,,,,False,,,,True
28081,615,511.0,,518.1,,512.0,455.0,,,,,415.9,,597.6,,,,532.0,,606.6,253.1,509.5,,462.0,464.4,498.7,601.0,518.0,475.2,,,,,508.5,430.3,,,,539.1,-104.0,,-96.9,,-103.0,-160.0,,,,,-199.1,,-17.4,,,,-83.0,,-8.4,-361.9,-105.5,,-153.0,-150.6,-116.3,-14.0,-97.0,-139.8,,,,,-106.5,-184.7,,,,-75.9,,True,,True,False,,,,,False,,True,,,,True,,True,False,False,,False,False,False,True,True,False,,,,,False,False,,,,True
28083,108,114.0,,115.4,,114.0,75.0,,,,,102.0,,148.4,,,,143.0,,151.9,64.8,110.5,,90.0,113.5,115.1,168.0,122.0,121.3,,,,,105.9,124.6,,,,113.1,6.0,,7.4,,6.0,-33.0,,,,,-6.0,,40.4,,,,35.0,,43.9,-43.2,2.5,,-18.0,5.5,7.1,60.0,14.0,13.3,,,,,-2.1,16.6,,,,5.1,,False,,False,False,,,,,False,,False,,,,False,,False,False,True,,False,True,False,False,False,False,,,,,True,False,,,,True
28085,121,129.0,,128.2,,118.0,117.0,,,,,114.3,,136.1,,,,145.0,,107.1,71.5,146.0,,108.0,119.7,131.0,132.0,138.0,275.2,,,,,111.4,152.2,,,,107.9,8.0,,7.2,,-3.0,-4.0,,,,,-6.7,,15.1,,,,24.0,,-13.9,-49.5,25.0,,-13.0,-1.3,10.0,11.0,17.0,154.2,,,,,-9.6,31.2,,,,-13.1,,True,,True,True,,,,,True,,False,,,,False,,False,False,False,,False,True,False,False,False,False,,,,,False,False,,,,False
28087,512,448.0,,455.2,,412.0,414.0,,,,,274.4,,502.5,,,,274.0,,817.1,166.9,303.5,,463.0,395.9,384.9,504.0,423.0,226.5,,,,,409.5,404.0,,,,665.3,-64.0,,-56.8,,-100.0,-98.0,,,,,-237.6,,-9.5,,,,-238.0,,305.1,-345.1,-208.5,,-49.0,-116.1,-127.1,-8.0,-89.0,-285.5,,,,,-102.5,-108.0,,,,153.3,,True,,False,False,,,,,False,,True,,,,False,,False,False,False,,True,False,False,True,False,False,,,,,False,False,,,,False
28089,543,468.0,,488.4,,483.0,547.0,,,,,373.2,,737.0,,632.1,,331.0,,536.0,301.4,401.5,,497.0,509.0,494.1,638.0,486.0,761.7,,,,,443.5,465.1,,,,412.3,-75.0,,-54.6,,-60.0,4.0,,,,,-169.8,,194.0,,89.1,,-212.0,,-7.0,-241.6,-141.5,,-46.0,-34.0,-48.9,95.0,-57.0,218.7,,,,,-99.5,-77.9,,,,-130.7,,True,,True,True,,,,,False,,False,,False,,False,,True,False,False,,True,True,True,False,True,False,,,,,False,False,,,,False
28091,139,142.0,,138.7,,138.0,64.0,,,,,100.6,,99.6,,,,93.0,,271.8,58.8,,,226.0,153.0,153.7,178.0,134.0,94.2,,,,,,129.6,,,,237.9,3.0,,-0.3,,-1.0,-75.0,,,,,-38.4,,-39.4,,,,-46.0,,132.8,-80.2,,,87.0,14.0,14.7,39.0,-5.0,-44.8,,,,,,-9.4,,,,98.9,,True,,True,False,,,,,False,,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,False,,,,False
28093,155,155.0,,148.6,,148.0,142.0,,,,,128.5,,143.9,,,,195.0,,127.4,91.5,150.0,,121.0,154.6,164.7,147.0,156.0,126.8,,,,,127.8,132.8,,,,231.5,0.0,,-6.4,,-7.0,-13.0,,,,,-26.5,,-11.1,,,,40.0,,-27.6,-63.5,-5.0,,-34.0,-0.4,9.7,-8.0,1.0,-28.2,,,,,-27.2,-22.2,,,,76.5,,False,,False,False,,,,,False,,False,,,,False,,False,False,False,,False,False,False,False,False,False,,,,,False,False,,,,False
28095,222,227.0,,230.3,,207.0,151.0,,,,,160.5,,232.6,,,,203.0,,316.9,93.5,213.5,,208.0,192.4,195.3,275.0,214.0,196.3,,,,,203.3,217.1,,,,280.3,5.0,,8.3,,-15.0,-71.0,,,,,-61.5,,10.6,,,,-19.0,,94.9,-128.5,-8.5,,-14.0,-29.6,-26.7,53.0,-8.0,-25.7,,,,,-18.7,-4.9,,,,58.3,,False,,False,False,,,,,False,,False,,,,False,,False,False,False,,False,False,False,False,False,False,,,,,False,True,,,,False
28097,49,52.0,,55.6,,52.0,0.0,,,,,48.4,,41.5,,,,53.0,,79.7,20.7,,,51.0,59.7,56.4,60.0,55.0,38.5,,,,,,62.7,,,,44.5,3.0,,6.6,,3.0,-49.0,,,,,-0.6,,-7.5,,,,4.0,,30.7,-28.3,,,2.0,10.7,7.4,11.0,6.0,-10.5,,,,,,13.7,,,,-4.5,,False,,False,False,,,,,True,,False,,,,False,,False,False,,,True,False,False,False,False,False,,,,,,False,,,,False
28099,175,186.0,,180.2,,154.0,55.0,,,,,148.0,,121.0,,,,149.0,,294.8,90.8,161.0,,108.0,159.7,162.3,199.0,174.0,134.7,,,,,166.1,185.7,,,,120.3,11.0,,5.2,,-21.0,-120.0,,,,,-27.0,,-54.0,,,,-26.0,,119.8,-84.2,-14.0,,-67.0,-15.3,-12.7,24.0,-1.0,-40.3,,,,,-8.9,10.7,,,,-54.7,,True,,False,False,,,,,False,,False,,,,False,,False,False,False,,False,False,False,False,True,False,,,,,True,True,,,,False
28101,102,141.0,,132.9,,126.0,112.0,,,,,92.5,,138.4,,,,95.0,,246.8,51.2,,,133.5,119.5,127.6,167.0,132.0,103.3,,,,,,136.7,,,,278.9,39.0,,30.9,,24.0,10.0,,,,,-9.5,,36.4,,,,-7.0,,144.8,-50.8,,,31.5,17.5,25.6,65.0,30.0,1.3,,,,,,34.7,,,,176.9,,True,,True,True,,,,,True,,True,,,,True,,False,False,,,True,True,True,False,True,True,,,,,,True,,,,False
28103,49,46.0,,46.9,,41.0,5.0,,,,,43.0,,77.4,,,,43.0,,45.9,15.9,,,41.0,41.9,46.6,54.0,46.0,37.9,,,,,,41.8,,,,24.9,-3.0,,-2.1,,-8.0,-44.0,,,,,-6.0,,28.4,,,,-6.0,,-3.1,-33.1,,,-8.0,-7.1,-2.4,5.0,-3.0,-11.1,,,,,,-7.2,,,,-24.1,,True,,False,False,,,,,False,,False,,,,False,,False,False,,,False,False,True,False,False,False,,,,,,False,,,,False
28105,213,168.0,,161.5,,165.0,170.0,,,,,152.9,,225.3,,,,181.0,,172.5,83.1,159.0,,157.0,162.8,181.0,236.0,188.0,177.6,,,,,140.8,215.4,,,,158.1,-45.0,,-51.5,,-48.0,-43.0,,,,,-60.1,,12.3,,,,-32.0,,-40.5,-129.9,-54.0,,-56.0,-50.2,-32.0,23.0,-25.0,-35.4,,,,,-72.2,2.4,,,,-54.9,,False,,False,True,,,,,False,,True,,,,True,,True,False,False,,False,False,True,True,True,True,,,,,False,True,,,,False
28107,200,190.0,,190.9,,191.0,146.0,,,,,171.7,,178.2,,,,183.0,,221.5,103.1,195.0,,218.0,196.1,210.1,211.0,193.0,143.4,,,,,168.5,162.7,,,,193.8,-10.0,,-9.1,,-9.0,-54.0,,,,,-28.3,,-21.8,,,,-17.0,,21.5,-96.9,-5.0,,18.0,-3.9,10.1,11.0,-7.0,-56.6,,,,,-31.5,-37.3,,,,-6.2,,True,,True,False,,,,,False,,False,,,,False,,False,False,True,,False,True,False,False,True,False,,,,,False,False,,,,True
28109,231,268.0,,271.2,,268.0,339.0,,,,,152.5,,392.7,,,,179.0,,351.6,81.6,217.0,,375.0,287.0,280.3,314.0,261.0,280.5,,,,,,252.7,,,,482.0,37.0,,40.2,,37.0,108.0,,,,,-78.5,,161.7,,,,-52.0,,120.6,-149.4,-14.0,,144.0,56.0,49.3,83.0,30.0,49.5,,,,,,21.7,,,,251.0,,False,,False,False,,,,,False,,False,,,,False,,False,False,True,,False,False,False,False,True,False,,,,,,True,,,,False
28111,35,35.0,,34.8,,35.0,10.0,,,,,32.7,,56.6,,,,51.0,,23.9,16.1,,,35.0,39.8,41.3,35.0,43.0,56.5,,,,,,43.5,,,,31.0,0.0,,-0.2,,0.0,-25.0,,,,,-2.3,,21.6,,,,16.0,,-11.1,-18.9,,,0.0,4.8,6.3,0.0,8.0,21.5,,,,,,8.5,,,,-4.0,,False,,True,False,,,,,False,,False,,,,False,,False,False,,,True,False,False,True,False,False,,,,,,False,,,,False
28113,120,146.0,,137.7,,147.0,164.0,,,,,101.9,,177.3,,,,147.0,,184.6,58.2,112.5,,113.0,135.6,142.3,171.0,155.0,237.2,,,,,,129.4,,,,182.1,26.0,,17.7,,27.0,44.0,,,,,-18.1,,57.3,,,,27.0,,64.6,-61.8,-7.5,,-7.0,15.6,22.3,51.0,35.0,117.2,,,,,,9.4,,,,62.1,,True,,False,False,,,,,True,,False,,,,False,,False,False,True,,True,True,True,False,False,False,,,,,,True,,,,False
28115,244,288.0,,292.1,,227.0,126.0,,,,,177.2,,280.8,,,,232.0,,477.7,100.1,225.5,,221.0,221.1,226.4,341.0,253.0,184.0,,,,,269.6,215.9,,,,192.3,44.0,,48.1,,-17.0,-118.0,,,,,-66.8,,36.8,,,,-12.0,,233.7,-143.9,-18.5,,-23.0,-22.9,-17.6,97.0,9.0,-60.0,,,,,25.6,-28.1,,,,-51.7,,False,,True,False,,,,,False,,True,,,,True,,False,False,True,,True,True,True,False,True,False,,,,,True,True,,,,False
28117,123,129.0,,133.2,,130.0,66.0,,,,,105.6,,180.6,,,,178.0,,130.8,51.2,,,108.0,124.5,127.7,160.0,138.0,152.2,,,,,,149.4,,,,211.2,6.0,,10.2,,7.0,-57.0,,,,,-17.4,,57.6,,,,55.0,,7.8,-71.8,,,-15.0,1.5,4.7,37.0,15.0,29.2,,,,,,26.4,,,,88.2,,False,,False,False,,,,,False,,False,,,,False,,False,False,,,False,True,True,False,False,False,,,,,,False,,,,False
28119,27,26.0,,27.1,,24.0,0.0,,,,,22.9,,15.0,,,,34.0,,22.5,6.3,,,15.0,21.3,23.2,23.0,28.0,29.6,,,,,,26.7,,,,27.2,-1.0,,0.1,,-3.0,-27.0,,,,,-4.1,,-12.0,,,,7.0,,-4.5,-20.7,,,-12.0,-5.7,-3.8,-4.0,1.0,2.6,,,,,,-0.3,,,,0.2,,True,,False,False,,,,,False,,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,True,,,,True
28121,607,766.0,,797.7,,766.0,812.0,,,,,521.0,,1161.2,,1011.8,,600.0,,979.0,438.1,727.0,,749.0,734.0,730.2,1021.0,775.0,806.5,,,,,706.0,848.8,950.0,,,1712.7,159.0,,190.7,,159.0,205.0,,,,,-86.0,,554.2,,404.8,,-7.0,,372.0,-168.9,120.0,,142.0,127.0,123.2,414.0,168.0,199.5,,,,,99.0,241.8,343.0,,,1105.7,,False,,False,False,,,,,True,,False,,False,,True,,False,False,True,,True,True,True,False,False,False,,,,,True,False,False,,,False
28123,78,145.0,,163.4,,138.0,137.0,,,,,102.5,,198.8,,,,117.0,,162.5,70.0,,,139.0,128.4,131.9,189.0,140.0,162.6,,,,,,123.7,,,,137.3,67.0,,85.4,,60.0,59.0,,,,,24.5,,120.8,,,,39.0,,84.5,-8.0,,,61.0,50.4,53.9,111.0,62.0,84.6,,,,,,45.7,,,,59.3,,False,,True,True,,,,,True,,False,,,,True,,False,True,,,True,True,True,False,True,False,,,,,,True,,,,True
28125,19,12.0,,14.0,,13.0,8.0,,,,,17.5,,19.1,,,,13.0,,13.5,1.6,,,8.0,13.0,15.4,18.0,17.0,16.6,,,,,,11.9,,,,15.5,-7.0,,-5.0,,-6.0,-11.0,,,,,-1.5,,0.1,,,,-6.0,,-5.5,-17.4,,,-11.0,-6.0,-3.6,-1.0,-2.0,-2.4,,,,,,-7.1,,,,-3.5,,True,,True,False,,,,,True,,True,,,,True,,True,False,,,False,True,True,True,True,True,,,,,,False,,,,True
28127,113,111.0,,112.0,,98.0,51.0,,,,,87.7,,185.7,,,,107.0,,88.4,57.5,,,96.0,100.3,101.0,127.0,117.0,94.5,,,,,,100.5,,,,120.9,-2.0,,-1.0,,-15.0,-62.0,,,,,-25.3,,72.7,,,,-6.0,,-24.6,-55.5,,,-17.0,-12.7,-12.0,14.0,4.0,-18.5,,,,,,-12.5,,,,7.9,,True,,False,False,,,,,False,,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,False,,,,False
