,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
21141,585,395.0,,375.0,,,,565.0,,277.1,296.0,,359.5,,,,,,-190.0,,-210.0,,,,-20.0,,-307.9,-289.0,,-225.5,,,,,,,False,,,,True,,False,False,,False,,,,,
21143,127,100.0,,97.0,,,,134.0,,36.6,21.2,,146.0,,,,,,-27.0,,-30.0,,,,7.0,,-90.4,-105.8,,19.0,,,,,,,False,,,,True,,False,False,,True,,,,,
21145,2086,1735.0,,1855.0,,,,1678.0,,1544.5,1117.1,,2082.0,,,1509.2,,,-351.0,,-231.0,,,,-408.0,,-541.5,-968.9,,-4.0,,,-576.8,,,,True,,,,False,,False,False,,True,,,False,,
21147,560,90.0,,80.0,,,,198.0,,81.0,42.0,,78.0,,,,,,-470.0,,-480.0,,,,-362.0,,-479.0,-518.0,,-482.0,,,,,,,False,,,,True,,False,False,,False,,,,,
21149,200,265.0,,228.0,,,,129.0,,157.6,53.4,,172.0,,,,,,65.0,,28.0,,,,-71.0,,-42.4,-146.6,,-28.0,,,,,,,True,,,,False,,True,False,,True,,,,,
21151,2392,1280.0,,1795.0,,,,1156.0,,1555.6,940.9,,1291.0,,,916.9,,,-1112.0,,-597.0,,,,-1236.0,,-836.4,-1451.1,,-1101.0,,,-1475.1,,,,True,,,,False,,True,False,,True,,,False,,
21153,370,240.0,,291.0,,,,164.0,,66.5,224.2,,275.0,,,,,,-130.0,,-79.0,,,,-206.0,,-303.5,-145.8,,-95.0,,,,,,,True,,,,False,,False,False,,True,,,,,
21155,717,555.0,,581.0,,,,236.0,,151.2,233.1,,609.0,,,,,,-162.0,,-136.0,,,,-481.0,,-565.8,-483.9,,-108.0,,,,,,,True,,,,False,,False,False,,True,,,,,
21157,619,565.0,,672.0,,,,657.0,,199.2,336.1,,421.5,,,,,,-54.0,,53.0,,,,38.0,,-419.8,-282.9,,-197.5,,,,,,,True,,,,True,,False,False,,False,,,,,
21159,282,255.0,,163.0,,,,131.0,,93.6,169.0,,213.0,,,,,,-27.0,,-119.0,,,,-151.0,,-188.4,-113.0,,-69.0,,,,,,,False,,,,False,,False,False,,False,,,,,
21161,546,235.0,,360.0,,,,356.0,,981.0,136.4,,319.0,,,,,,-311.0,,-186.0,,,,-190.0,,435.0,-409.6,,-227.0,,,,,,,True,,,,True,,False,False,,True,,,,,
21163,494,345.0,,238.0,,,,316.0,,172.7,314.7,,346.0,,,,,,-149.0,,-256.0,,,,-178.0,,-321.3,-179.3,,-148.0,,,,,,,False,,,,False,,False,False,,True,,,,,
21165,69,10.0,,14.0,,,,61.0,,4.2,19.8,,9.0,,,,,,-59.0,,-55.0,,,,-8.0,,-64.8,-49.2,,-60.0,,,,,,,True,,,,True,,False,True,,False,,,,,
21167,764,275.0,,370.0,,,,240.0,,228.1,159.7,,302.0,,,,,,-489.0,,-394.0,,,,-524.0,,-535.9,-604.3,,-462.0,,,,,,,True,,,,False,,False,False,,True,,,,,
21169,242,260.0,,276.0,,,,112.0,,822.5,140.0,,221.0,,,,,,18.0,,34.0,,,,-130.0,,580.5,-102.0,,-21.0,,,,,,,False,,,,False,,False,False,,False,,,,,
21171,296,660.0,,569.0,,,,209.0,,1056.5,220.1,,681.0,,,,,,364.0,,273.0,,,,-87.0,,760.5,-75.9,,385.0,,,,,,,True,,,,True,,False,True,,False,,,,,
21173,551,275.0,,130.0,,,,495.0,,76.3,266.2,,165.0,,,,,,-276.0,,-421.0,,,,-56.0,,-474.7,-284.8,,-386.0,,,,,,,False,,,,True,,False,False,,False,,,,,
21175,263,200.0,,222.0,,,,207.0,,175.9,150.6,,205.5,,,,,,-63.0,,-41.0,,,,-56.0,,-87.1,-112.4,,-57.5,,,,,,,True,,,,True,,False,False,,True,,,,,
21177,606,445.0,,230.0,,,,656.0,,1137.4,434.2,,738.0,,,357.6,,,-161.0,,-376.0,,,,50.0,,531.4,-171.8,,132.0,,,-248.4,,,,False,,,,True,,False,False,,True,,,False,,
21179,1032,1625.0,,1491.0,,,,575.0,,1916.5,953.6,,1811.0,,,1370.0,,,593.0,,459.0,,,,-457.0,,884.5,-78.4,,779.0,,,338.0,,,,True,,,,True,,False,True,,False,,,True,,
21181,87,50.0,,33.0,,,,114.0,,15.7,36.6,,30.0,,,,,,-37.0,,-54.0,,,,27.0,,-71.3,-50.4,,-57.0,,,,,,,False,,,,True,,False,False,,False,,,,,
21183,613,465.0,,601.0,,,,451.0,,2842.9,371.1,,412.0,,,,,,-148.0,,-12.0,,,,-162.0,,2229.9,-241.9,,-201.0,,,,,,,True,,,,False,,False,False,,False,,,,,
21185,1620,595.0,,1086.0,,,,889.0,,1185.9,563.3,,1077.0,,,481.3,,,-1025.0,,-534.0,,,,-731.0,,-434.1,-1056.7,,-543.0,,,-1138.7,,,,True,,,,True,,True,False,,True,,,False,,
21187,196,75.0,,89.0,,,,140.0,,78.7,70.4,,77.0,,,,,,-121.0,,-107.0,,,,-56.0,,-117.3,-125.6,,-119.0,,,,,,,True,,,,True,,True,False,,True,,,,,
21189,154,65.0,,30.0,,,,45.0,,6.0,45.9,,44.0,,,,,,-89.0,,-124.0,,,,-109.0,,-148.0,-108.1,,-110.0,,,,,,,False,,,,False,,False,False,,False,,,,,
21191,346,265.0,,363.0,,,,211.0,,1666.4,126.9,,391.0,,,,,,-81.0,,17.0,,,,-135.0,,1320.4,-219.1,,45.0,,,,,,,True,,,,False,,False,False,,True,,,,,
21193,684,500.0,,535.0,,,,401.0,,322.2,354.0,,437.0,,,,,,-184.0,,-149.0,,,,-283.0,,-361.8,-330.0,,-247.0,,,,,,,True,,,,False,,False,False,,False,,,,,
21195,1120,1180.0,,1154.0,,,,733.0,,1556.9,910.9,,413.0,,,1250.7,,,60.0,,34.0,,,,-387.0,,436.9,-209.1,,-707.0,,,130.7,,,,True,,,,False,,False,False,,False,,,False,,
21197,382,235.0,,366.0,,,,153.0,,353.2,173.7,,549.0,,,,,,-147.0,,-16.0,,,,-229.0,,-28.8,-208.3,,167.0,,,,,,,True,,,,False,,True,False,,False,,,,,
21199,2040,585.0,,1203.0,,,,948.0,,1500.5,386.1,,965.0,,,318.6,,,-1455.0,,-837.0,,,,-1092.0,,-539.5,-1653.9,,-1075.0,,,-1721.4,,,,True,,,,True,,True,False,,True,,,False,,
21201,74,30.0,,,,,,56.0,,28.2,22.1,,19.0,,,,,,-44.0,,,,,,-18.0,,-45.8,-51.9,,-55.0,,,,,,,,,,,True,,False,False,,False,,,,,
21203,314,130.0,,114.0,,,,219.0,,40.1,83.8,,81.5,,,,,,-184.0,,-200.0,,,,-95.0,,-273.9,-230.2,,-232.5,,,,,,,False,,,,True,,False,False,,False,,,,,
21205,512,525.0,,799.0,,,,403.0,,1163.4,339.1,,803.0,,,,,,13.0,,287.0,,,,-109.0,,651.4,-172.9,,291.0,,,,,,,False,,,,False,,False,False,,False,,,,,
21207,572,150.0,,80.0,,,,240.0,,163.9,110.9,,124.0,,,,,,-422.0,,-492.0,,,,-332.0,,-408.1,-461.1,,-448.0,,,,,,,False,,,,True,,True,False,,False,,,,,
21209,870,485.0,,436.0,,,,845.0,,351.4,374.8,,518.0,,,348.6,,,-385.0,,-434.0,,,,-25.0,,-518.6,-495.2,,-352.0,,,-521.4,,,,False,,,,True,,False,False,,True,,,False,,
21211,890,1070.0,,864.0,,,,601.0,,902.4,922.6,,896.0,,,948.6,,,180.0,,-26.0,,,,-289.0,,12.4,32.6,,6.0,,,58.6,,,,True,,,,False,,True,True,,True,,,True,,
21213,582,300.0,,411.0,,,,339.0,,697.8,140.7,,251.0,,,,,,-282.0,,-171.0,,,,-243.0,,115.8,-441.3,,-331.0,,,,,,,True,,,,True,,True,False,,False,,,,,
21215,439,480.0,,594.0,,,,169.0,,302.8,227.3,,467.0,,,,,,41.0,,155.0,,,,-270.0,,-136.2,-211.7,,28.0,,,,,,,False,,,,False,,False,False,,True,,,,,
21217,877,485.0,,520.0,,,,398.0,,296.0,289.7,,474.5,,,,,,-392.0,,-357.0,,,,-479.0,,-581.0,-587.3,,-402.5,,,,,,,True,,,,False,,False,False,,False,,,,,
21219,251,125.0,,123.0,,,,198.0,,110.2,51.8,,257.0,,,,,,-126.0,,-128.0,,,,-53.0,,-140.8,-199.2,,6.0,,,,,,,False,,,,True,,False,False,,True,,,,,
21221,264,210.0,,217.0,,,,289.0,,213.0,105.4,,120.0,,,,,,-54.0,,-47.0,,,,25.0,,-51.0,-158.6,,-144.0,,,,,,,True,,,,True,,True,False,,False,,,,,
21223,213,65.0,,118.0,,,,115.0,,25.1,50.9,,77.0,,,,,,-148.0,,-95.0,,,,-98.0,,-187.9,-162.1,,-136.0,,,,,,,True,,,,True,,False,False,,True,,,,,
21225,269,310.0,,81.0,,,,302.0,,1023.1,78.9,,274.0,,,,,,41.0,,-188.0,,,,33.0,,754.1,-190.1,,5.0,,,,,,,False,,,,True,,False,False,,True,,,,,
21227,2915,1890.0,,1831.0,,,,2192.0,,1490.1,1776.9,,2054.0,,,856.9,,,-1025.0,,-1084.0,,,,-723.0,,-1424.9,-1138.1,,-861.0,,,-2058.1,,,,False,,,,True,,False,False,,True,,,False,,
21229,433,290.0,,390.0,,,,133.0,,130.1,158.8,,287.5,,,,,,-143.0,,-43.0,,,,-300.0,,-302.9,-274.2,,-145.5,,,,,,,True,,,,False,,False,False,,False,,,,,
21231,669,300.0,,311.0,,,,269.0,,553.4,113.0,,525.5,,,,,,-369.0,,-358.0,,,,-400.0,,-115.6,-556.0,,-143.5,,,,,,,True,,,,False,,True,False,,True,,,,,
21233,225,335.0,,289.0,,,,223.0,,325.3,108.9,,289.0,,,,,,110.0,,64.0,,,,-2.0,,100.3,-116.1,,64.0,,,,,,,True,,,,True,,True,False,,True,,,,,
21235,1238,995.0,,1559.0,,,,674.0,,1707.4,591.5,,771.0,,,,,,-243.0,,321.0,,,,-564.0,,469.4,-646.5,,-467.0,,,,,,,False,,,,False,,False,False,,False,,,,,
21237,140,140.0,,176.0,,,,70.0,,54.8,112.4,,154.5,,,,,,0.0,,36.0,,,,-70.0,,-85.2,-27.6,,14.5,,,,,,,False,,,,False,,False,False,,False,,,,,
21239,607,345.0,,512.0,,,,247.0,,294.3,208.9,,440.0,,,,,,-262.0,,-95.0,,,,-360.0,,-312.7,-398.1,,-167.0,,,,,,,True,,,,False,,False,False,,True,,,,,
22001,1203,765.0,,1483.0,,,,361.0,,516.2,1014.6,,103.0,,,225.8,,,-438.0,,280.0,,,,-842.0,,-686.8,-188.4,,-1100.0,,,-977.2,,,,True,,,,False,,False,True,,False,,,False,,
22003,416,205.0,,43.0,,,,176.0,,223.2,212.4,,41.0,,,211.0,,,-211.0,,-373.0,,,,-240.0,,-192.8,-203.6,,-375.0,,,-205.0,,,,False,,,,False,,True,True,,False,,,True,,
22005,2351,1460.0,,1700.0,,,,614.0,,1358.8,1825.3,,1150.5,,,824.7,,,-891.0,,-651.0,,,,-1737.0,,-992.2,-525.7,,-1200.5,,,-1526.3,,,,True,,,,False,,False,True,,False,,,False,,
22007,333,185.0,,68.0,,,,87.0,,254.7,188.5,,132.0,,,,,,-148.0,,-265.0,,,,-246.0,,-78.3,-144.5,,-201.0,,,,,,,False,,,,False,,True,True,,False,,,,,
22009,605,315.0,,159.0,,,,277.0,,283.5,281.0,,64.0,,,240.2,,,-290.0,,-446.0,,,,-328.0,,-321.5,-324.0,,-541.0,,,-364.8,,,,False,,,,False,,False,False,,False,,,False,,
22011,523,320.0,,253.0,,,,225.0,,1301.7,293.6,,165.0,,,141.3,,,-203.0,,-270.0,,,,-298.0,,778.7,-229.4,,-358.0,,,-381.7,,,,False,,,,False,,False,False,,False,,,False,,
22013,405,135.0,,56.0,,,,86.0,,70.5,141.4,,75.0,,,,,,-270.0,,-349.0,,,,-319.0,,-334.5,-263.6,,-330.0,,,,,,,False,,,,False,,False,True,,False,,,,,
22015,2887,1710.0,,1698.0,,,,1201.0,,1842.5,1868.1,,1483.0,,,1475.7,,,-1177.0,,-1189.0,,,,-1686.0,,-1044.5,-1018.9,,-1404.0,,,-1411.3,,,,False,,,,False,,True,True,,False,,,False,,
22017,4635,2975.0,,3522.0,,,,2205.0,,5481.3,3601.6,,2604.5,,,2338.7,,,-1660.0,,-1113.0,,,,-2430.0,,846.3,-1033.4,,-2030.5,,,-2296.3,,,,True,,,,False,,True,True,,False,,,False,,
22019,3507,1250.0,,1293.0,,,,1376.0,,2092.0,2146.7,,509.0,,,515.9,,,-2257.0,,-2214.0,,,,-2131.0,,-1415.0,-1360.3,,-2998.0,,,-2991.1,,,,True,,,,True,,True,True,,False,,,False,,
22021,405,145.0,,0.0,,,,60.0,,188.9,81.2,,62.0,,,,,,-260.0,,-405.0,,,,-345.0,,-216.1,-323.8,,-343.0,,,,,,,False,,,,False,,True,False,,False,,,,,
22023,107,0.0,,0.0,,,,26.0,,15.9,32.8,,48.0,,,,,,-107.0,,-107.0,,,,-81.0,,-91.1,-74.2,,-59.0,,,,,,,False,,,,True,,True,True,,True,,,,,
22025,276,90.0,,0.0,,,,65.0,,2143.5,42.5,,18.0,,,,,,-186.0,,-276.0,,,,-211.0,,1867.5,-233.5,,-258.0,,,,,,,False,,,,False,,False,False,,False,,,,,
22027,254,170.0,,35.0,,,,139.0,,163.0,85.4,,47.0,,,,,,-84.0,,-219.0,,,,-115.0,,-91.0,-168.6,,-207.0,,,,,,,False,,,,False,,False,False,,False,,,,,
22029,594,330.0,,302.0,,,,107.0,,1324.0,222.7,,139.0,,,,,,-264.0,,-292.0,,,,-487.0,,730.0,-371.3,,-455.0,,,,,,,False,,,,False,,False,False,,False,,,,,
22031,465,210.0,,218.0,,,,130.0,,141.8,220.2,,97.0,,,173.8,,,-255.0,,-247.0,,,,-335.0,,-323.2,-244.8,,-368.0,,,-291.2,,,,True,,,,False,,False,True,,False,,,False,,
22033,6309,2460.0,,3522.0,,,,2624.0,,1861.5,3411.9,,1850.5,,,1306.5,,,-3849.0,,-2787.0,,,,-3685.0,,-4447.5,-2897.1,,-4458.5,,,-5002.5,,,,True,,,,True,,False,True,,False,,,False,,
22035,289,130.0,,0.0,,,,59.0,,623.7,54.7,,36.0,,,,,,-159.0,,-289.0,,,,-230.0,,334.7,-234.3,,-253.0,,,,,,,False,,,,False,,False,False,,False,,,,,
22037,539,40.0,,0.0,,,,123.0,,206.2,27.7,,18.0,,,68.0,,,-499.0,,-539.0,,,,-416.0,,-332.8,-511.3,,-521.0,,,-471.0,,,,False,,,,True,,True,False,,False,,,True,,
22039,859,530.0,,290.0,,,,247.0,,4538.3,317.0,,89.0,,,241.0,,,-329.0,,-569.0,,,,-612.0,,3679.3,-542.0,,-770.0,,,-618.0,,,,False,,,,False,,False,False,,False,,,False,,
22041,448,370.0,,0.0,,,,111.0,,248.0,241.6,,227.0,,,164.2,,,-78.0,,-448.0,,,,-337.0,,-200.0,-206.4,,-221.0,,,-283.8,,,,False,,,,False,,False,False,,False,,,False,,
22043,681,85.0,,35.0,,,,123.0,,209.9,96.9,,34.0,,,,,,-596.0,,-646.0,,,,-558.0,,-471.1,-584.1,,-647.0,,,,,,,False,,,,True,,True,True,,False,,,,,
22045,1148,510.0,,962.0,,,,269.0,,1059.6,506.0,,60.0,,,244.2,,,-638.0,,-186.0,,,,-879.0,,-88.4,-642.0,,-1088.0,,,-903.8,,,,True,,,,False,,True,False,,False,,,False,,
22047,833,400.0,,104.0,,,,153.0,,1326.5,385.2,,177.0,,,163.4,,,-433.0,,-729.0,,,,-680.0,,493.5,-447.8,,-656.0,,,-669.6,,,,False,,,,False,,False,False,,False,,,False,,
22049,367,180.0,,99.0,,,,110.0,,491.5,142.0,,46.0,,,,,,-187.0,,-268.0,,,,-257.0,,124.5,-225.0,,-321.0,,,,,,,False,,,,False,,True,False,,False,,,,,
22051,8424,2720.0,,6073.0,,,,1222.0,,12020.5,4131.6,,1444.0,,,1574.8,,,-5704.0,,-2351.0,,,,-7202.0,,3596.5,-4292.4,,-6980.0,,,-6849.2,,,,True,,,,False,,True,True,,False,,,False,,
22053,617,345.0,,277.0,,,,149.0,,3894.4,283.4,,154.0,,,164.9,,,-272.0,,-340.0,,,,-468.0,,3277.4,-333.6,,-463.0,,,-452.1,,,,False,,,,False,,False,False,,False,,,False,,
22055,4927,2235.0,,8080.0,,,,1610.0,,6693.7,1891.6,,1152.5,,,1043.9,,,-2692.0,,3153.0,,,,-3317.0,,1766.7,-3035.4,,-3774.5,,,-3883.1,,,,False,,,,False,,True,False,,False,,,False,,
22057,1598,430.0,,586.0,,,,301.0,,1215.2,543.0,,208.0,,,257.8,,,-1168.0,,-1012.0,,,,-1297.0,,-382.8,-1055.0,,-1390.0,,,-1340.2,,,,True,,,,False,,True,True,,False,,,False,,
22059,508,170.0,,3.0,,,,102.0,,169.0,111.7,,71.0,,,,,,-338.0,,-505.0,,,,-406.0,,-339.0,-396.3,,-437.0,,,,,,,False,,,,False,,False,False,,False,,,,,
22061,1211,575.0,,834.0,,,,387.0,,723.3,314.4,,46.0,,,642.5,,,-636.0,,-377.0,,,,-824.0,,-487.7,-896.6,,-1165.0,,,-568.5,,,,True,,,,False,,True,False,,False,,,True,,
22063,3232,1200.0,,3150.0,,,,648.0,,2151.0,1366.1,,323.0,,,642.9,,,-2032.0,,-82.0,,,,-2584.0,,-1081.0,-1865.9,,-2909.0,,,-2589.1,,,,True,,,,False,,True,True,,False,,,False,,
22065,282,70.0,,34.0,,,,61.0,,673.7,29.1,,50.0,,,,,,-212.0,,-248.0,,,,-221.0,,391.7,-252.9,,-232.0,,,,,,,False,,,,False,,False,False,,False,,,,,
22067,884,390.0,,188.0,,,,176.0,,2559.9,212.8,,117.0,,,,,,-494.0,,-696.0,,,,-708.0,,1675.9,-671.2,,-767.0,,,,,,,False,,,,False,,False,False,,False,,,,,
22069,879,490.0,,347.0,,,,274.0,,1378.1,376.9,,179.0,,,445.5,,,-389.0,,-532.0,,,,-605.0,,499.1,-502.1,,-700.0,,,-433.5,,,,False,,,,False,,False,False,,False,,,False,,
22071,4433,2650.0,,9093.0,,,,1095.0,,39996.3,3555.9,,1253.0,,,1475.4,,,-1783.0,,4660.0,,,,-3338.0,,35563.3,-877.1,,-3180.0,,,-2957.6,,,,False,,,,False,,False,True,,False,,,False,,
22073,4446,3505.0,,2273.0,,,,1491.0,,47948.8,2825.5,,841.0,,,1899.8,,,-941.0,,-2173.0,,,,-2955.0,,43502.8,-1620.5,,-3605.0,,,-2546.2,,,,False,,,,False,,False,False,,False,,,False,,
22075,590,125.0,,30.0,,,,32.0,,446.4,100.8,,33.5,,,,,,-465.0,,-560.0,,,,-558.0,,-143.6,-489.2,,-556.5,,,,,,,False,,,,False,,True,False,,False,,,,,
22077,574,135.0,,0.0,,,,119.0,,734.4,106.9,,30.0,,,81.5,,,-439.0,,-574.0,,,,-455.0,,160.4,-467.1,,-544.0,,,-492.5,,,,False,,,,False,,True,False,,False,,,False,,
22079,2312,1070.0,,1085.0,,,,1182.0,,1438.9,1120.5,,416.0,,,812.2,,,-1242.0,,-1227.0,,,,-1130.0,,-873.1,-1191.5,,-1896.0,,,-1499.8,,,,True,,,,True,,True,True,,False,,,False,,
22081,111,230.0,,0.0,,,,50.0,,574.3,124.2,,110.0,,,,,,119.0,,-111.0,,,,-61.0,,463.3,13.2,,-1.0,,,,,,,True,,,,True,,False,True,,True,,,,,
22083,604,290.0,,213.0,,,,120.0,,351.3,278.1,,164.5,,,,,,-314.0,,-391.0,,,,-484.0,,-252.7,-325.9,,-439.5,,,,,,,False,,,,False,,True,False,,False,,,,,
22085,762,340.0,,211.0,,,,142.0,,687.8,230.7,,254.0,,,250.1,,,-422.0,,-551.0,,,,-620.0,,-74.2,-531.3,,-508.0,,,-511.9,,,,False,,,,False,,True,False,,False,,,False,,
22087,477,270.0,,69.0,,,,166.0,,3728.1,208.0,,64.0,,,185.3,,,-207.0,,-408.0,,,,-311.0,,3251.1,-269.0,,-413.0,,,-291.7,,,,False,,,,False,,False,False,,False,,,False,,
22089,1192,195.0,,150.0,,,,185.0,,164.4,319.9,,53.0,,,125.4,,,-997.0,,-1042.0,,,,-1007.0,,-1027.6,-872.1,,-1139.0,,,-1066.6,,,,False,,,,False,,False,True,,False,,,False,,
22091,201,20.0,,0.0,,,,46.0,,26.2,27.8,,53.0,,,,,,-181.0,,-201.0,,,,-155.0,,-174.8,-173.2,,-148.0,,,,,,,False,,,,True,,True,True,,True,,,,,
22093,319,115.0,,0.0,,,,82.0,,193.4,109.2,,53.0,,,,,,-204.0,,-319.0,,,,-237.0,,-125.6,-209.8,,-266.0,,,,,,,False,,,,False,,True,False,,False,,,,,
22095,589,310.0,,44.0,,,,161.0,,546.4,308.4,,35.0,,,139.6,,,-279.0,,-545.0,,,,-428.0,,-42.6,-280.6,,-554.0,,,-449.4,,,,False,,,,False,,True,False,,False,,,False,,
22097,1970,1340.0,,1047.0,,,,695.0,,1678.5,850.8,,638.0,,,566.0,,,-630.0,,-923.0,,,,-1275.0,,-291.5,-1119.2,,-1332.0,,,-1404.0,,,,False,,,,False,,True,False,,False,,,False,,
22099,985,485.0,,617.0,,,,241.0,,682.2,407.7,,126.0,,,214.7,,,-500.0,,-368.0,,,,-744.0,,-302.8,-577.3,,-859.0,,,-770.3,,,,True,,,,False,,True,False,,False,,,False,,
22101,607,325.0,,223.0,,,,186.0,,1174.4,304.6,,119.0,,,172.0,,,-282.0,,-384.0,,,,-421.0,,567.4,-302.4,,-488.0,,,-435.0,,,,False,,,,False,,False,False,,False,,,False,,
22103,5045,1385.0,,3143.0,,,,965.0,,4538.0,1377.7,,1063.0,,,974.8,,,-3660.0,,-1902.0,,,,-4080.0,,-507.0,-3667.3,,-3982.0,,,-4070.2,,,,True,,,,False,,True,False,,False,,,False,,
22105,2963,835.0,,1165.0,,,,664.0,,923.2,870.2,,362.0,,,511.3,,,-2128.0,,-1798.0,,,,-2299.0,,-2039.8,-2092.8,,-2601.0,,,-2451.7,,,,True,,,,False,,True,True,,False,,,False,,
22107,66,15.0,,0.0,,,,23.0,,91.1,9.5,,14.0,,,,,,-51.0,,-66.0,,,,-43.0,,25.1,-56.5,,-52.0,,,,,,,False,,,,True,,True,False,,False,,,,,
22109,1319,545.0,,544.0,,,,346.0,,6885.9,789.3,,176.0,,,306.9,,,-774.0,,-775.0,,,,-973.0,,5566.9,-529.7,,-1143.0,,,-1012.1,,,,False,,,,False,,False,True,,False,,,False,,
22111,431,230.0,,62.0,,,,219.0,,653.6,153.2,,112.0,,,122.2,,,-201.0,,-369.0,,,,-212.0,,222.6,-277.8,,-319.0,,,-308.8,,,,False,,,,False,,False,False,,False,,,False,,
22113,860,500.0,,109.0,,,,214.0,,1501.9,306.3,,129.0,,,209.5,,,-360.0,,-751.0,,,,-646.0,,641.9,-553.7,,-731.0,,,-650.5,,,,False,,,,False,,False,False,,False,,,False,,
22115,647,200.0,,115.0,,,,327.0,,948.3,170.6,,55.0,,,90.8,,,-447.0,,-532.0,,,,-320.0,,301.3,-476.4,,-592.0,,,-556.2,,,,False,,,,True,,True,False,,False,,,False,,
22117,998,165.0,,66.0,,,,259.0,,502.9,225.2,,79.0,,,105.5,,,-833.0,,-932.0,,,,-739.0,,-495.1,-772.8,,-919.0,,,-892.5,,,,False,,,,True,,True,True,,False,,,False,,
22119,847,330.0,,360.0,,,,384.0,,295.4,317.0,,179.0,,,277.7,,,-517.0,,-487.0,,,,-463.0,,-551.6,-530.0,,-668.0,,,-569.3,,,,True,,,,True,,False,False,,False,,,False,,
22121,562,335.0,,447.0,,,,107.0,,1472.0,296.0,,121.0,,,162.6,,,-227.0,,-115.0,,,,-455.0,,910.0,-266.0,,-441.0,,,-399.4,,,,True,,,,False,,False,False,,False,,,False,,
22123,393,145.0,,17.0,,,,72.0,,232.9,114.9,,56.0,,,,,,-248.0,,-376.0,,,,-321.0,,-160.1,-278.1,,-337.0,,,,,,,False,,,,False,,True,False,,False,,,,,
22125,171,20.0,,17.0,,,,81.0,,27.4,26.5,,53.0,,,,,,-151.0,,-154.0,,,,-90.0,,-143.6,-144.5,,-118.0,,,,,,,False,,,,True,,True,True,,True,,,,,
22127,406,205.0,,31.0,,,,147.0,,909.4,96.7,,54.0,,,,,,-201.0,,-375.0,,,,-259.0,,503.4,-309.3,,-352.0,,,,,,,False,,,,False,,False,False,,False,,,,,
23001,965,1080.0,,4691.0,,,,917.0,,38922.6,1503.7,,4970.0,,,,,,115.0,,3726.0,,,,-48.0,,37957.6,538.7,,4005.0,,,,,,,False,,,,True,,False,False,,False,,,,,
23003,315,60.0,,0.0,,,,58.0,,102.3,159.0,,12.0,,,,,,-255.0,,-315.0,,,,-257.0,,-212.7,-156.0,,-303.0,,,,,,,False,,,,False,,True,True,,False,,,,,
23005,2520,1265.0,,546.0,,,,1237.0,,1655.0,4007.5,,1828.0,,,558.9,,,-1255.0,,-1974.0,,,,-1283.0,,-865.0,1487.5,,-692.0,,,-1961.1,,,,False,,,,False,,True,False,,True,,,False,,
23007,239,105.0,,150.0,,,,222.0,,113.0,168.0,,633.0,,,,,,-134.0,,-89.0,,,,-17.0,,-126.0,-71.0,,394.0,,,,,,,True,,,,True,,True,True,,False,,,,,
23009,307,355.0,,843.0,,,,210.0,,11462.8,393.3,,2411.5,,,,,,48.0,,536.0,,,,-97.0,,11155.8,86.3,,2104.5,,,,,,,False,,,,False,,False,False,,False,,,,,
23011,835,555.0,,1001.0,,,,1109.0,,1390.3,979.9,,1471.0,,,,,,-280.0,,166.0,,,,274.0,,555.3,144.9,,636.0,,,,,,,True,,,,True,,False,True,,False,,,,,
23013,136,130.0,,186.0,,,,150.0,,209.7,115.5,,187.0,,,,,,-6.0,,50.0,,,,14.0,,73.7,-20.5,,51.0,,,,,,,False,,,,False,,False,False,,False,,,,,
23015,131,130.0,,339.0,,,,90.0,,234.9,76.0,,114.0,,,,,,-1.0,,208.0,,,,-41.0,,103.9,-55.0,,-17.0,,,,,,,False,,,,False,,False,False,,False,,,,,
23017,618,185.0,,278.0,,,,371.0,,820.6,151.5,,327.0,,,,,,-433.0,,-340.0,,,,-247.0,,202.6,-466.5,,-291.0,,,,,,,True,,,,True,,True,False,,True,,,,,
23019,1045,565.0,,1978.0,,,,565.0,,6282.6,1635.5,,1437.5,,,,,,-480.0,,933.0,,,,-480.0,,5237.6,590.5,,392.5,,,,,,,False,,,,False,,False,False,,True,,,,,
