,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
27105,701,995.0,,0.0,,,,1370.0,,351.6,466.6,,720.5,,,457.8,,,294.0,,-701.0,,,,669.0,,-349.4,-234.4,,19.5,,,-243.2,,,,False,,,,False,,False,True,,True,,,True,,
27107,157,235.0,,224.0,,,,381.0,,301.8,56.0,,272.0,,,,,,78.0,,67.0,,,,224.0,,144.8,-101.0,,115.0,,,,,,,True,,,,False,,False,False,,False,,,,,
27109,3894,2480.0,,1473.0,,,,6498.0,,1165.1,2929.6,,5819.0,,,1939.2,,,-1414.0,,-2421.0,,,,2604.0,,-2728.9,-964.4,,1925.0,,,-1954.8,,,,False,,,,False,,False,True,,False,,,False,,
27111,2239,2805.0,,3588.0,,,,3546.0,,14413.8,1846.9,,6731.5,,,1494.5,,,566.0,,1349.0,,,,1307.0,,12174.8,-392.1,,4492.5,,,-744.5,,,,False,,,,False,,False,True,,False,,,False,,
27113,492,530.0,,659.0,,,,899.0,,1550.4,245.8,,976.0,,,,,,38.0,,167.0,,,,407.0,,1058.4,-246.2,,484.0,,,,,,,False,,,,False,,False,False,,False,,,,,
27115,1357,800.0,,970.0,,,,1657.0,,1514.2,484.4,,1545.0,,,,,,-557.0,,-387.0,,,,300.0,,157.2,-872.6,,188.0,,,,,,,True,,,,True,,True,False,,True,,,,,
27117,319,535.0,,414.0,,,,590.0,,753.6,165.8,,516.0,,,,,,216.0,,95.0,,,,271.0,,434.6,-153.2,,197.0,,,,,,,True,,,,False,,False,True,,True,,,,,
27119,1485,1990.0,,1467.0,,,,2461.0,,1731.7,689.0,,2105.5,,,1517.6,,,505.0,,-18.0,,,,976.0,,246.7,-796.0,,620.5,,,32.6,,,,True,,,,False,,True,False,,False,,,True,,
27121,321,570.0,,630.0,,,,633.0,,4570.1,195.3,,1845.0,,,,,,249.0,,309.0,,,,312.0,,4249.1,-125.7,,1524.0,,,,,,,False,,,,False,,False,True,,False,,,,,
27123,14510,17005.0,,21364.0,,,,23631.0,,48554.5,15715.6,,26103.0,,,8299.5,,,2495.0,,6854.0,,,,9121.0,,34044.5,1205.6,,11593.0,,,-6210.5,,,,False,,,,False,,False,True,,False,,,False,,
27125,154,140.0,,77.0,,,,124.0,,79.0,55.2,,129.0,,,,,,-14.0,,-77.0,,,,-30.0,,-75.0,-98.8,,-25.0,,,,,,,False,,,,False,,False,False,,False,,,,,
27127,739,665.0,,734.0,,,,798.0,,1055.5,321.1,,1057.0,,,,,,-74.0,,-5.0,,,,59.0,,316.5,-417.9,,318.0,,,,,,,True,,,,True,,False,False,,False,,,,,
27129,735,635.0,,791.0,,,,718.0,,1601.3,181.5,,1087.0,,,,,,-100.0,,56.0,,,,-17.0,,866.3,-553.5,,352.0,,,,,,,True,,,,True,,False,False,,False,,,,,
27131,2550,2630.0,,5063.0,,,,2838.0,,16522.0,2014.3,,7503.0,,,1262.7,,,80.0,,2513.0,,,,288.0,,13972.0,-535.7,,4953.0,,,-1287.3,,,,False,,,,False,,False,False,,False,,,False,,
27133,503,320.0,,182.0,,,,519.0,,110.8,83.5,,335.0,,,,,,-183.0,,-321.0,,,,16.0,,-392.2,-419.5,,-168.0,,,,,,,False,,,,True,,False,False,,True,,,,,
27135,879,735.0,,820.0,,,,437.0,,571.0,360.8,,923.0,,,,,,-144.0,,-59.0,,,,-442.0,,-308.0,-518.2,,44.0,,,,,,,True,,,,False,,False,False,,True,,,,,
27137,6303,6410.0,,10577.0,,,,8577.0,,29008.7,4637.1,,8892.5,,,3327.2,,,107.0,,4274.0,,,,2274.0,,22705.7,-1665.9,,2589.5,,,-2975.8,,,,False,,,,False,,False,False,,False,,,False,,
27139,4872,5575.0,,7135.0,,,,5566.0,,13219.7,4030.0,,16178.5,,,2397.5,,,703.0,,2263.0,,,,694.0,,8347.7,-842.0,,11306.5,,,-2474.5,,,,False,,,,True,,False,False,,False,,,False,,
27141,3493,5920.0,,6940.0,,,,4570.0,,29688.2,3975.1,,13291.0,,,2562.0,,,2427.0,,3447.0,,,,1077.0,,26195.2,482.1,,9798.0,,,-931.0,,,,False,,,,True,,False,True,,False,,,True,,
27143,519,505.0,,731.0,,,,640.0,,2328.5,272.9,,1286.0,,,,,,-14.0,,212.0,,,,121.0,,1809.5,-246.1,,767.0,,,,,,,False,,,,False,,False,False,,False,,,,,
27145,6630,9425.0,,12820.0,,,,10169.0,,16135.6,5703.2,,15664.0,,,5624.1,,,2795.0,,6190.0,,,,3539.0,,9505.6,-926.8,,9034.0,,,-1005.9,,,,False,,,,False,,False,True,,False,,,True,,
27147,1274,670.0,,980.0,,,,1801.0,,616.7,793.3,,1598.5,,,513.0,,,-604.0,,-294.0,,,,527.0,,-657.3,-480.7,,324.5,,,-761.0,,,,True,,,,True,,False,True,,True,,,False,,
27149,298,535.0,,618.0,,,,660.0,,2757.2,293.5,,509.5,,,,,,237.0,,320.0,,,,362.0,,2459.2,-4.5,,211.5,,,,,,,False,,,,False,,False,True,,True,,,,,
27151,398,350.0,,447.0,,,,646.0,,966.6,111.6,,807.0,,,,,,-48.0,,49.0,,,,248.0,,568.6,-286.4,,409.0,,,,,,,False,,,,False,,False,False,,False,,,,,
27153,786,1155.0,,1219.0,,,,1928.0,,742.1,750.5,,1200.0,,,505.1,,,369.0,,433.0,,,,1142.0,,-43.9,-35.5,,414.0,,,-280.9,,,,False,,,,False,,True,True,,False,,,True,,
27155,100,105.0,,0.0,,,,157.0,,464.4,26.0,,228.0,,,,,,5.0,,-100.0,,,,57.0,,364.4,-74.0,,128.0,,,,,,,False,,,,False,,False,False,,False,,,,,
27157,787,355.0,,359.0,,,,912.0,,419.6,252.3,,641.0,,,,,,-432.0,,-428.0,,,,125.0,,-367.4,-534.7,,-146.0,,,,,,,True,,,,True,,True,False,,True,,,,,
27159,557,580.0,,542.0,,,,1016.0,,985.3,190.5,,653.0,,,,,,23.0,,-15.0,,,,459.0,,428.3,-366.5,,96.0,,,,,,,True,,,,False,,False,False,,False,,,,,
27161,587,220.0,,148.0,,,,841.0,,225.8,143.8,,430.0,,,260.0,,,-367.0,,-439.0,,,,254.0,,-361.2,-443.2,,-157.0,,,-327.0,,,,False,,,,True,,True,False,,True,,,True,,
27163,7449,10020.0,,12933.0,,,,9570.0,,10970.3,7175.7,,16473.0,,,4871.7,,,2571.0,,5484.0,,,,2121.0,,3521.3,-273.3,,9024.0,,,-2577.3,,,,False,,,,True,,False,True,,False,,,False,,
27165,362,185.0,,64.0,,,,621.0,,68.4,114.5,,316.0,,,,,,-177.0,,-298.0,,,,259.0,,-293.6,-247.5,,-46.0,,,,,,,False,,,,False,,False,False,,True,,,,,
27167,315,320.0,,332.0,,,,453.0,,1557.8,25.2,,423.0,,,,,,5.0,,17.0,,,,138.0,,1242.8,-289.8,,108.0,,,,,,,False,,,,False,,False,False,,False,,,,,
27169,1415,1665.0,,2304.0,,,,2296.0,,3827.7,701.2,,3367.5,,,853.3,,,250.0,,889.0,,,,881.0,,2412.7,-713.8,,1952.5,,,-561.7,,,,False,,,,False,,False,False,,False,,,False,,
27171,5422,6110.0,,7901.0,,,,6501.0,,17221.2,4077.9,,13628.5,,,3154.0,,,688.0,,2479.0,,,,1079.0,,11799.2,-1344.1,,8206.5,,,-2268.0,,,,False,,,,False,,False,False,,False,,,False,,
27173,374,340.0,,215.0,,,,501.0,,247.3,126.3,,347.0,,,,,,-34.0,,-159.0,,,,127.0,,-126.7,-247.7,,-27.0,,,,,,,False,,,,False,,False,False,,True,,,,,
28001,461,245.0,,297.0,,,,253.0,,408.2,148.8,,228.0,,,160.2,,,-216.0,,-164.0,,,,-208.0,,-52.8,-312.2,,-233.0,,,-300.8,,,,True,,,,True,,True,False,,False,,,False,,
28003,623,570.0,,725.0,,,,780.0,,192.9,431.4,,556.0,,,353.7,,,-53.0,,102.0,,,,157.0,,-430.1,-191.6,,-67.0,,,-269.3,,,,False,,,,False,,False,False,,False,,,False,,
28005,326,75.0,,37.0,,,,70.0,,15.9,35.3,,64.5,,,,,,-251.0,,-289.0,,,,-256.0,,-310.1,-290.7,,-261.5,,,,,,,False,,,,False,,False,False,,False,,,,,
28007,569,460.0,,390.0,,,,159.0,,3315.1,215.5,,782.0,,,,,,-109.0,,-179.0,,,,-410.0,,2746.1,-353.5,,213.0,,,,,,,False,,,,False,,False,False,,False,,,,,
28009,156,150.0,,126.0,,,,167.0,,110.7,58.2,,161.0,,,,,,-6.0,,-30.0,,,,11.0,,-45.3,-97.8,,5.0,,,,,,,False,,,,False,,False,False,,True,,,,,
28011,756,505.0,,126.0,,,,345.0,,1134.0,246.0,,520.0,,,288.0,,,-251.0,,-630.0,,,,-411.0,,378.0,-510.0,,-236.0,,,-468.0,,,,False,,,,False,,False,False,,True,,,False,,
28013,302,140.0,,37.0,,,,210.0,,356.7,63.4,,123.0,,,,,,-162.0,,-265.0,,,,-92.0,,54.7,-238.6,,-179.0,,,,,,,False,,,,True,,True,False,,False,,,,,
28015,243,375.0,,67.0,,,,96.0,,484.5,160.5,,495.0,,,,,,132.0,,-176.0,,,,-147.0,,241.5,-82.5,,252.0,,,,,,,False,,,,False,,False,True,,False,,,,,
28017,451,285.0,,84.0,,,,246.0,,890.0,134.3,,359.0,,,,,,-166.0,,-367.0,,,,-205.0,,439.0,-316.7,,-92.0,,,,,,,False,,,,False,,False,False,,True,,,,,
28019,189,140.0,,70.0,,,,84.0,,325.6,38.7,,133.0,,,,,,-49.0,,-119.0,,,,-105.0,,136.6,-150.3,,-56.0,,,,,,,False,,,,False,,False,False,,False,,,,,
28021,80,60.0,,0.0,,,,45.0,,49.8,43.3,,22.0,,,,,,-20.0,,-80.0,,,,-35.0,,-30.2,-36.7,,-58.0,,,,,,,False,,,,False,,False,False,,False,,,,,
28023,266,130.0,,75.0,,,,91.0,,77.6,100.4,,106.0,,,,,,-136.0,,-191.0,,,,-175.0,,-188.4,-165.6,,-160.0,,,,,,,False,,,,False,,False,False,,False,,,,,
28025,372,230.0,,124.0,,,,200.0,,249.7,155.8,,151.0,,,,,,-142.0,,-248.0,,,,-172.0,,-122.3,-216.2,,-221.0,,,,,,,False,,,,False,,True,False,,False,,,,,
28027,446,250.0,,148.0,,,,380.0,,101.9,83.7,,330.0,,,135.9,,,-196.0,,-298.0,,,,-66.0,,-344.1,-362.3,,-116.0,,,-310.1,,,,False,,,,True,,False,False,,True,,,False,,
28029,535,285.0,,41.0,,,,186.0,,586.9,206.1,,250.0,,,247.7,,,-250.0,,-494.0,,,,-349.0,,51.9,-328.9,,-285.0,,,-287.3,,,,False,,,,False,,True,False,,False,,,False,,
28031,563,250.0,,107.0,,,,113.0,,219.0,211.6,,193.0,,,189.1,,,-313.0,,-456.0,,,,-450.0,,-344.0,-351.4,,-370.0,,,-373.9,,,,False,,,,False,,False,False,,False,,,False,,
28033,4090,3275.0,,3573.0,,,,2578.0,,2334.5,2501.1,,4420.0,,,2275.0,,,-815.0,,-517.0,,,,-1512.0,,-1755.5,-1588.9,,330.0,,,-1815.0,,,,True,,,,False,,False,False,,True,,,False,,
28035,1334,650.0,,467.0,,,,480.0,,319.0,513.1,,624.0,,,635.9,,,-684.0,,-867.0,,,,-854.0,,-1015.0,-820.9,,-710.0,,,-698.1,,,,False,,,,False,,False,False,,False,,,False,,
28037,240,70.0,,17.0,,,,47.0,,41.3,19.9,,69.0,,,,,,-170.0,,-223.0,,,,-193.0,,-198.7,-220.1,,-171.0,,,,,,,False,,,,False,,False,False,,False,,,,,
28039,428,290.0,,0.0,,,,142.0,,392.3,227.4,,254.0,,,231.7,,,-138.0,,-428.0,,,,-286.0,,-35.7,-200.6,,-174.0,,,-196.3,,,,False,,,,False,,True,False,,False,,,False,,
28041,356,215.0,,70.0,,,,93.0,,420.9,126.7,,209.0,,,,,,-141.0,,-286.0,,,,-263.0,,64.9,-229.3,,-147.0,,,,,,,False,,,,False,,True,False,,False,,,,,
28043,526,135.0,,62.0,,,,277.0,,137.1,141.7,,124.0,,,109.3,,,-391.0,,-464.0,,,,-249.0,,-388.9,-384.3,,-402.0,,,-416.7,,,,False,,,,True,,True,True,,False,,,False,,
28045,607,475.0,,550.0,,,,264.0,,393.9,383.0,,477.0,,,,,,-132.0,,-57.0,,,,-343.0,,-213.1,-224.0,,-130.0,,,,,,,True,,,,False,,False,False,,True,,,,,
28047,3000,1765.0,,1474.0,,,,1124.0,,1148.5,2192.9,,850.0,,,1642.7,,,-1235.0,,-1526.0,,,,-1876.0,,-1851.5,-807.1,,-2150.0,,,-1357.3,,,,False,,,,False,,False,True,,False,,,False,,
28049,3764,2205.0,,4183.0,,,,1433.0,,4838.2,1803.9,,2578.0,,,1291.1,,,-1559.0,,419.0,,,,-2331.0,,1074.2,-1960.1,,-1186.0,,,-2472.9,,,,True,,,,False,,True,False,,True,,,False,,
28051,316,125.0,,10.0,,,,124.0,,720.0,88.5,,86.0,,,64.6,,,-191.0,,-306.0,,,,-192.0,,404.0,-227.5,,-230.0,,,-251.4,,,,False,,,,False,,False,False,,False,,,False,,
28053,165,75.0,,31.0,,,,63.0,,5.4,74.0,,56.0,,,,,,-90.0,,-134.0,,,,-102.0,,-159.6,-91.0,,-109.0,,,,,,,False,,,,False,,False,False,,False,,,,,
28055,32,5.0,,0.0,,,,26.0,,137.8,1.1,,0.0,,,,,,-27.0,,-32.0,,,,-6.0,,105.8,-30.9,,-32.0,,,,,,,False,,,,True,,False,False,,False,,,,,
28057,637,415.0,,140.0,,,,325.0,,495.9,172.8,,385.0,,,338.6,,,-222.0,,-497.0,,,,-312.0,,-141.1,-464.2,,-252.0,,,-298.4,,,,False,,,,False,,True,False,,False,,,False,,
28059,2130,1985.0,,2010.0,,,,916.0,,1155.2,1864.3,,1798.0,,,1418.2,,,-145.0,,-120.0,,,,-1214.0,,-974.8,-265.7,,-332.0,,,-711.8,,,,True,,,,False,,False,False,,False,,,False,,
28061,398,180.0,,41.0,,,,115.0,,228.7,107.4,,153.0,,,,,,-218.0,,-357.0,,,,-283.0,,-169.3,-290.6,,-245.0,,,,,,,False,,,,False,,True,False,,False,,,,,
28063,151,30.0,,0.0,,,,40.0,,32.5,28.7,,3.0,,,,,,-121.0,,-151.0,,,,-111.0,,-118.5,-122.3,,-148.0,,,,,,,False,,,,True,,True,False,,False,,,,,
28065,200,200.0,,63.0,,,,65.0,,359.2,126.9,,249.0,,,,,,0.0,,-137.0,,,,-135.0,,159.2,-73.1,,49.0,,,,,,,False,,,,False,,False,False,,False,,,,,
28067,1411,595.0,,427.0,,,,620.0,,530.4,632.6,,534.0,,,387.1,,,-816.0,,-984.0,,,,-791.0,,-880.6,-778.4,,-877.0,,,-1023.9,,,,False,,,,True,,False,True,,False,,,False,,
28069,264,65.0,,26.0,,,,74.0,,90.1,50.4,,42.0,,,,,,-199.0,,-238.0,,,,-190.0,,-173.9,-213.6,,-222.0,,,,,,,False,,,,True,,True,False,,False,,,,,
28071,966,770.0,,776.0,,,,595.0,,845.1,397.4,,761.0,,,691.4,,,-196.0,,-190.0,,,,-371.0,,-120.9,-568.6,,-205.0,,,-274.6,,,,True,,,,False,,True,False,,False,,,False,,
28073,1087,455.0,,350.0,,,,331.0,,226.1,571.6,,378.0,,,557.4,,,-632.0,,-737.0,,,,-756.0,,-860.9,-515.4,,-709.0,,,-529.6,,,,False,,,,False,,False,True,,False,,,True,,
28075,1425,1140.0,,1391.0,,,,632.0,,639.3,854.1,,1063.0,,,805.6,,,-285.0,,-34.0,,,,-793.0,,-785.7,-570.9,,-362.0,,,-619.4,,,,True,,,,False,,False,False,,False,,,False,,
28077,240,190.0,,0.0,,,,69.0,,11.5,136.1,,166.0,,,,,,-50.0,,-240.0,,,,-171.0,,-228.5,-103.9,,-74.0,,,,,,,False,,,,False,,False,False,,False,,,,,
28079,494,270.0,,79.0,,,,226.0,,371.7,195.3,,331.0,,,237.3,,,-224.0,,-415.0,,,,-268.0,,-122.3,-298.7,,-163.0,,,-256.7,,,,False,,,,False,,True,False,,True,,,False,,
28081,2403,1795.0,,1896.0,,,,1296.0,,3868.4,1190.4,,2680.5,,,1397.1,,,-608.0,,-507.0,,,,-1107.0,,1465.4,-1212.6,,277.5,,,-1005.9,,,,True,,,,False,,False,False,,True,,,False,,
28083,512,420.0,,374.0,,,,370.0,,241.8,244.7,,381.0,,,352.9,,,-92.0,,-138.0,,,,-142.0,,-270.2,-267.3,,-131.0,,,-159.1,,,,False,,,,False,,False,False,,False,,,False,,
28085,693,425.0,,417.0,,,,238.0,,280.7,333.7,,385.0,,,379.1,,,-268.0,,-276.0,,,,-455.0,,-412.3,-359.3,,-308.0,,,-313.9,,,,False,,,,False,,False,False,,False,,,False,,
28087,1525,790.0,,1469.0,,,,617.0,,1146.3,556.6,,1043.5,,,608.9,,,-735.0,,-56.0,,,,-908.0,,-378.7,-968.4,,-481.5,,,-916.1,,,,True,,,,False,,True,False,,True,,,False,,
28089,2097,1240.0,,1232.0,,,,604.0,,5167.3,977.7,,1777.0,,,907.7,,,-857.0,,-865.0,,,,-1493.0,,3070.3,-1119.3,,-320.0,,,-1189.3,,,,False,,,,False,,False,False,,True,,,False,,
28091,533,160.0,,139.0,,,,179.0,,109.5,128.4,,171.0,,,112.3,,,-373.0,,-394.0,,,,-354.0,,-423.5,-404.6,,-362.0,,,-420.7,,,,False,,,,True,,False,False,,True,,,False,,
28093,742,1050.0,,774.0,,,,537.0,,627.6,510.3,,1682.0,,,687.0,,,308.0,,32.0,,,,-205.0,,-114.4,-231.7,,940.0,,,-55.0,,,,True,,,,True,,True,True,,False,,,True,,
28095,899,445.0,,326.0,,,,456.0,,285.6,376.4,,421.5,,,294.4,,,-454.0,,-573.0,,,,-443.0,,-613.4,-522.6,,-477.5,,,-604.6,,,,False,,,,True,,False,False,,False,,,False,,
28097,254,270.0,,7.0,,,,117.0,,205.2,101.1,,374.0,,,,,,16.0,,-247.0,,,,-137.0,,-48.8,-152.9,,120.0,,,,,,,False,,,,False,,False,False,,False,,,,,
28099,677,495.0,,17.0,,,,243.0,,456.1,359.1,,1133.5,,,303.5,,,-182.0,,-660.0,,,,-434.0,,-220.9,-317.9,,456.5,,,-373.5,,,,False,,,,False,,False,False,,False,,,False,,
28101,442,290.0,,145.0,,,,153.0,,852.3,188.9,,306.0,,,,,,-152.0,,-297.0,,,,-289.0,,410.3,-253.1,,-136.0,,,,,,,False,,,,False,,False,False,,True,,,,,
28103,203,115.0,,0.0,,,,90.0,,168.9,54.6,,164.0,,,,,,-88.0,,-203.0,,,,-113.0,,-34.1,-148.4,,-39.0,,,,,,,False,,,,False,,True,False,,True,,,,,
28105,799,490.0,,513.0,,,,428.0,,846.3,437.8,,606.0,,,404.6,,,-309.0,,-286.0,,,,-371.0,,47.3,-361.2,,-193.0,,,-394.4,,,,True,,,,False,,True,False,,True,,,False,,
28107,905,595.0,,295.0,,,,467.0,,1998.1,329.5,,590.5,,,317.1,,,-310.0,,-610.0,,,,-438.0,,1093.1,-575.5,,-314.5,,,-587.9,,,,False,,,,False,,False,False,,False,,,False,,
28109,898,230.0,,197.0,,,,305.0,,98.9,279.2,,261.5,,,202.4,,,-668.0,,-701.0,,,,-593.0,,-799.1,-618.8,,-636.5,,,-695.6,,,,False,,,,True,,False,True,,True,,,False,,
28111,182,185.0,,79.0,,,,77.0,,48.6,49.4,,173.0,,,,,,3.0,,-103.0,,,,-105.0,,-133.4,-132.6,,-9.0,,,,,,,False,,,,False,,False,False,,False,,,,,
28113,464,420.0,,374.0,,,,317.0,,381.6,292.7,,266.0,,,208.5,,,-44.0,,-90.0,,,,-147.0,,-82.4,-171.3,,-198.0,,,-255.5,,,,False,,,,False,,False,False,,False,,,False,,
28115,955,600.0,,203.0,,,,548.0,,876.7,298.3,,541.5,,,290.2,,,-355.0,,-752.0,,,,-407.0,,-78.3,-656.7,,-413.5,,,-664.8,,,,False,,,,False,,True,False,,False,,,False,,
28117,581,505.0,,204.0,,,,492.0,,1062.9,239.7,,556.0,,,337.1,,,-76.0,,-377.0,,,,-89.0,,481.9,-341.3,,-25.0,,,-243.9,,,,False,,,,False,,False,False,,True,,,False,,
28119,115,70.0,,0.0,,,,94.0,,55.9,20.9,,48.0,,,,,,-45.0,,-115.0,,,,-21.0,,-59.1,-94.1,,-67.0,,,,,,,False,,,,True,,False,False,,False,,,,,
28121,3051,1650.0,,2289.0,,,,1008.0,,3129.8,1789.2,,1459.0,,,1242.2,,,-1401.0,,-762.0,,,,-2043.0,,78.8,-1261.8,,-1592.0,,,-1808.8,,,,True,,,,False,,True,True,,False,,,False,,
28123,527,260.0,,104.0,,,,209.0,,241.1,224.4,,266.0,,,123.9,,,-267.0,,-423.0,,,,-318.0,,-285.9,-302.6,,-261.0,,,-403.1,,,,False,,,,False,,False,False,,True,,,False,,
28125,76,5.0,,0.0,,,,27.0,,0.4,4.0,,28.0,,,,,,-71.0,,-76.0,,,,-49.0,,-75.6,-72.0,,-48.0,,,,,,,False,,,,True,,False,False,,True,,,,,
28127,452,275.0,,242.0,,,,177.0,,147.7,224.6,,336.0,,,190.7,,,-177.0,,-210.0,,,,-275.0,,-304.3,-227.4,,-116.0,,,-261.3,,,,False,,,,False,,False,False,,True,,,False,,
28129,258,130.0,,36.0,,,,100.0,,117.2,94.6,,175.0,,,,,,-128.0,,-222.0,,,,-158.0,,-140.8,-163.4,,-83.0,,,,,,,False,,,,False,,False,False,,True,,,,,
28131,417,335.0,,506.0,,,,118.0,,917.3,150.5,,450.0,,,,,,-82.0,,89.0,,,,-299.0,,500.3,-266.5,,33.0,,,,,,,False,,,,False,,False,False,,True,,,,,
28133,414,235.0,,0.0,,,,334.0,,183.0,177.1,,229.0,,,147.9,,,-179.0,,-414.0,,,,-80.0,,-231.0,-236.9,,-185.0,,,-266.1,,,,False,,,,True,,False,False,,False,,,False,,
28135,212,85.0,,0.0,,,,243.0,,23.5,90.8,,81.0,,,,,,-127.0,,-212.0,,,,31.0,,-188.5,-121.2,,-131.0,,,,,,,False,,,,True,,False,True,,False,,,,,
28137,702,640.0,,311.0,,,,416.0,,606.7,361.0,,624.5,,,476.5,,,-62.0,,-391.0,,,,-286.0,,-95.3,-341.0,,-77.5,,,-225.5,,,,False,,,,False,,False,False,,False,,,False,,
28139,652,335.0,,232.0,,,,424.0,,307.9,128.3,,321.0,,,312.0,,,-317.0,,-420.0,,,,-228.0,,-344.1,-523.7,,-331.0,,,-340.0,,,,False,,,,True,,False,False,,False,,,False,,
28141,444,415.0,,179.0,,,,340.0,,1264.9,210.9,,604.0,,,,,,-29.0,,-265.0,,,,-104.0,,820.9,-233.1,,160.0,,,,,,,False,,,,False,,False,False,,False,,,,,
28143,114,85.0,,0.0,,,,118.0,,65.2,41.0,,24.0,,,,,,-29.0,,-114.0,,,,4.0,,-48.8,-73.0,,-90.0,,,,,,,False,,,,True,,False,False,,False,,,,,
28145,970,505.0,,390.0,,,,498.0,,587.1,428.8,,444.5,,,321.3,,,-465.0,,-580.0,,,,-472.0,,-382.9,-541.2,,-525.5,,,-648.7,,,,False,,,,False,,True,False,,False,,,False,,
28147,204,150.0,,0.0,,,,88.0,,126.4,108.5,,238.0,,,,,,-54.0,,-204.0,,,,-116.0,,-77.6,-95.5,,34.0,,,,,,,False,,,,False,,False,False,,True,,,,,
28149,653,175.0,,182.0,,,,318.0,,180.5,269.2,,183.0,,,87.0,,,-478.0,,-471.0,,,,-335.0,,-472.5,-383.8,,-470.0,,,-566.0,,,,True,,,,True,,True,True,,True,,,False,,
28151,942,535.0,,247.0,,,,427.0,,283.0,346.7,,429.0,,,436.7,,,-407.0,,-695.0,,,,-515.0,,-659.0,-595.3,,-513.0,,,-505.3,,,,False,,,,False,,False,False,,False,,,False,,
28153,431,205.0,,60.0,,,,143.0,,189.8,237.2,,205.0,,,132.4,,,-226.0,,-371.0,,,,-288.0,,-241.2,-193.8,,-226.0,,,-298.6,,,,False,,,,False,,False,True,,False,,,False,,
28155,248,50.0,,3.0,,,,125.0,,11.6,23.6,,25.0,,,,,,-198.0,,-245.0,,,,-123.0,,-236.4,-224.4,,-223.0,,,,,,,False,,,,True,,False,False,,False,,,,,
28157,136,40.0,,0.0,,,,57.0,,5.2,8.2,,21.0,,,,,,-96.0,,-136.0,,,,-79.0,,-130.8,-127.8,,-115.0,,,,,,,False,,,,True,,False,False,,False,,,,,
28159,633,345.0,,0.0,,,,158.0,,847.8,190.4,,387.0,,,,,,-288.0,,-633.0,,,,-475.0,,214.8,-442.6,,-246.0,,,,,,,False,,,,False,,True,False,,True,,,,,
28161,242,140.0,,81.0,,,,154.0,,45.4,131.8,,88.0,,,,,,-102.0,,-161.0,,,,-88.0,,-196.6,-110.2,,-154.0,,,,,,,False,,,,True,,False,False,,False,,,,,
28163,528,360.0,,210.0,,,,269.0,,335.9,286.9,,59.0,,,208.6,,,-168.0,,-318.0,,,,-259.0,,-192.1,-241.1,,-469.0,,,-319.4,,,,False,,,,False,,False,False,,False,,,False,,
29001,552,1020.0,,1191.0,,,,895.0,,3471.3,296.5,,1131.0,,,,,,468.0,,639.0,,,,343.0,,2919.3,-255.5,,579.0,,,,,,,False,,,,True,,False,True,,False,,,,,
29003,387,495.0,,384.0,,,,329.0,,585.6,225.9,,381.0,,,,,,108.0,,-3.0,,,,-58.0,,198.6,-161.1,,-6.0,,,,,,,True,,,,True,,False,False,,True,,,,,
29005,109,220.0,,104.0,,,,81.0,,821.3,60.6,,420.0,,,,,,111.0,,-5.0,,,,-28.0,,712.3,-48.4,,311.0,,,,,,,True,,,,True,,False,True,,False,,,,,
29007,625,655.0,,773.0,,,,509.0,,482.0,451.5,,952.0,,,,,,30.0,,148.0,,,,-116.0,,-143.0,-173.5,,327.0,,,,,,,False,,,,False,,False,False,,False,,,,,
29009,497,855.0,,950.0,,,,740.0,,705.2,385.1,,730.0,,,435.3,,,358.0,,453.0,,,,243.0,,208.2,-111.9,,233.0,,,-61.7,,,,False,,,,True,,True,True,,True,,,True,,
29011,168,360.0,,145.0,,,,218.0,,348.4,124.9,,324.0,,,,,,192.0,,-23.0,,,,50.0,,180.4,-43.1,,156.0,,,,,,,True,,,,True,,True,True,,True,,,,,
29013,333,435.0,,443.0,,,,304.0,,1881.1,95.0,,534.0,,,,,,102.0,,110.0,,,,-29.0,,1548.1,-238.0,,201.0,,,,,,,False,,,,True,,False,False,,False,,,,,
