,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,LANL-GrowthRate,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-LANL-GrowthRate,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-LANL-GrowthRate,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
31109,9768,7758.0,,13729.0,,,,,8984.0,,9768.1,11008.0,5298.5,3505.0,-2010.0,,3961.0,,,,,-784.0,,0.1,1240.0,-4469.5,-6263.0,,False,,,,,True,,True,True,False,False
31111,1461,2352.0,,2785.0,,,,,1407.0,,4125.2,2386.0,,438.0,891.0,,1324.0,,,,,-54.0,,2664.2,925.0,,-1023.0,,False,,,,,True,,False,False,,False
31113,45,36.0,,,,,,,29.0,,64.9,13.0,,19.0,-9.0,,,,,,,-16.0,,19.9,-32.0,,-26.0,,,,,,,False,,False,False,,False
31115,22,30.0,,0.0,,,,,25.0,,24.0,11.0,,14.0,8.0,,-22.0,,,,,3.0,,2.0,-11.0,,-8.0,,False,,,,,True,,True,False,,False
31117,10,6.0,,0.0,,,,,23.0,,13.8,6.0,,9.0,-4.0,,-10.0,,,,,13.0,,3.8,-4.0,,-1.0,,False,,,,,False,,True,False,,True
31119,1736,2256.0,,3044.0,,,,,2948.0,,5847.9,3599.5,830.6,174.0,520.0,,1308.0,,,,,1212.0,,4111.9,1863.5,-905.4,-1562.0,,False,,,,,False,,False,False,False,False
31121,300,444.0,,377.0,,,,,331.0,,999.3,555.0,,137.0,144.0,,77.0,,,,,31.0,,699.3,255.0,,-163.0,,True,,,,,True,,False,False,,False
31123,226,228.0,,0.0,,,,,122.0,,578.1,405.0,,50.0,2.0,,-226.0,,,,,-104.0,,352.1,179.0,,-176.0,,False,,,,,False,,False,False,,False
31125,194,216.0,,41.0,,,,,124.0,,911.0,366.0,,36.0,22.0,,-153.0,,,,,-70.0,,717.0,172.0,,-158.0,,False,,,,,False,,False,False,,False
31127,216,270.0,,180.0,,,,,102.0,,444.5,226.0,,37.0,54.0,,-36.0,,,,,-114.0,,228.5,10.0,,-179.0,,True,,,,,False,,False,True,,False
31129,162,114.0,,46.0,,,,,78.0,,293.5,96.0,,34.0,-48.0,,-116.0,,,,,-84.0,,131.5,-66.0,,-128.0,,False,,,,,False,,False,False,,False
31131,497,594.0,,567.0,,,,,391.0,,1679.4,713.0,,250.0,97.0,,70.0,,,,,-106.0,,1182.4,216.0,,-247.0,,True,,,,,False,,False,False,,False
31133,118,36.0,,,,,,,53.0,,141.0,20.0,,21.0,-82.0,,,,,,,-65.0,,23.0,-98.0,,-97.0,,,,,,,True,,True,False,,False
31135,148,30.0,,0.0,,,,,59.0,,152.2,35.0,,35.0,-118.0,,-148.0,,,,,-89.0,,4.2,-113.0,,-113.0,,False,,,,,True,,True,True,,True
31137,320,222.0,,150.0,,,,,265.0,,294.3,163.0,,58.0,-98.0,,-170.0,,,,,-55.0,,-25.7,-157.0,,-262.0,,False,,,,,True,,True,False,,False
31139,225,342.0,,379.0,,,,,279.0,,935.2,301.0,,68.0,117.0,,154.0,,,,,54.0,,710.2,76.0,,-157.0,,False,,,,,True,,False,True,,False
31141,1395,1656.0,,1385.0,,,,,2001.0,,2641.8,2969.5,1166.6,18.0,261.0,,-10.0,,,,,606.0,,1246.8,1574.5,-228.4,-1377.0,,True,,,,,False,,False,False,True,False
31143,100,198.0,,52.0,,,,,130.0,,239.6,183.0,,44.0,98.0,,-48.0,,,,,30.0,,139.6,83.0,,-56.0,,True,,,,,True,,False,True,,True
31145,532,318.0,,319.0,,,,,301.0,,1597.9,275.0,,93.0,-214.0,,-213.0,,,,,-231.0,,1065.9,-257.0,,-439.0,,True,,,,,False,,False,False,,False
31147,273,288.0,,273.0,,,,,113.0,,2022.8,274.5,,45.0,15.0,,0.0,,,,,-160.0,,1749.8,1.5,,-228.0,,True,,,,,False,,False,True,,False
31149,34,48.0,,,,,,,80.0,,53.7,19.0,,0.0,14.0,,,,,,,46.0,,19.7,-15.0,,-34.0,,,,,,,False,,False,False,,False
31151,607,600.0,,298.0,,,,,529.0,,661.7,754.0,,0.0,-7.0,,-309.0,,,,,-78.0,,54.7,147.0,,-607.0,,False,,,,,False,,False,False,,False
31153,7198,6546.0,,16088.0,,,,,3562.0,,10024.7,9420.5,6172.8,1966.0,-652.0,,8890.0,,,,,-3636.0,,2826.7,2222.5,-1025.2,-5232.0,,False,,,,,False,,False,False,False,False
31155,786,690.0,,839.0,,,,,542.0,,1377.1,937.0,,228.0,-96.0,,53.0,,,,,-244.0,,591.1,151.0,,-558.0,,True,,,,,False,,False,False,,False
31157,1278,4032.0,,4052.0,,,,,1728.0,,9873.4,6192.0,,348.0,2754.0,,2774.0,,,,,450.0,,8595.4,4914.0,,-930.0,,False,,,,,True,,False,False,,True
31159,536,618.0,,938.0,,,,,528.0,,2233.6,1174.0,,251.0,82.0,,402.0,,,,,-8.0,,1697.6,638.0,,-285.0,,False,,,,,True,,False,False,,False
31161,183,174.0,,0.0,,,,,120.0,,363.1,41.0,,49.0,-9.0,,-183.0,,,,,-63.0,,180.1,-142.0,,-134.0,,False,,,,,False,,False,False,,False
31163,75,96.0,,48.0,,,,,53.0,,949.2,128.0,,28.0,21.0,,-27.0,,,,,-22.0,,874.2,53.0,,-47.0,,False,,,,,False,,False,False,,False
31165,14,0.0,,0.0,,,,,60.0,,24.6,6.0,,0.0,-14.0,,-14.0,,,,,46.0,,10.6,-8.0,,-14.0,,False,,,,,False,,True,True,,False
31167,183,150.0,,118.0,,,,,217.0,,495.6,213.0,,77.0,-33.0,,-65.0,,,,,34.0,,312.6,30.0,,-106.0,,False,,,,,False,,False,True,,False
31169,247,150.0,,84.0,,,,,85.0,,344.0,138.0,,80.0,-97.0,,-163.0,,,,,-162.0,,97.0,-109.0,,-167.0,,False,,,,,False,,False,False,,False
31171,22,48.0,,0.0,,,,,27.0,,131.1,17.0,,12.0,26.0,,-22.0,,,,,5.0,,109.1,-5.0,,-10.0,,True,,,,,True,,False,True,,True
31173,264,258.0,,42.0,,,,,219.0,,379.4,332.0,,28.0,-6.0,,-222.0,,,,,-45.0,,115.4,68.0,,-236.0,,False,,,,,False,,False,False,,False
31175,124,114.0,,41.0,,,,,104.0,,111.4,96.0,,38.0,-10.0,,-83.0,,,,,-20.0,,-12.6,-28.0,,-86.0,,False,,,,,False,,False,False,,False
31177,833,858.0,,414.0,,,,,471.0,,1932.1,1197.0,,0.0,25.0,,-419.0,,,,,-362.0,,1099.1,364.0,,-833.0,,False,,,,,False,,False,False,,False
31179,370,660.0,,219.0,,,,,421.0,,1232.9,990.5,,61.0,290.0,,-151.0,,,,,51.0,,862.9,620.5,,-309.0,,True,,,,,True,,False,False,,False
31181,137,60.0,,7.0,,,,,85.0,,81.8,11.0,,18.0,-77.0,,-130.0,,,,,-52.0,,-55.2,-126.0,,-119.0,,False,,,,,True,,True,False,,False
31183,23,12.0,,0.0,,,,,30.0,,265.8,,,22.0,-11.0,,-23.0,,,,,7.0,,242.8,,,-1.0,,False,,,,,True,,False,,,True
31185,521,762.0,,482.0,,,,,462.0,,2167.9,954.5,,766.0,241.0,,-39.0,,,,,-59.0,,1646.9,433.5,,245.0,,True,,,,,True,,False,False,,False
32001,841,936.0,,40.0,,,,,179.0,,2119.8,1094.0,,956.0,95.0,,-801.0,,,,,-662.0,,1278.8,253.0,,115.0,,False,,,,,False,,False,False,,False
32003,64276,33918.0,,61791.0,,,,,19898.0,,21756.3,41272.5,14296.8,32062.0,-30358.0,,-2485.0,,,,,-44378.0,,-42519.7,-23003.5,-49979.2,-32214.0,,True,,,,,False,,False,True,False,False
32005,1256,192.0,,232.0,,,,,326.0,,307.3,180.0,,157.0,-1064.0,,-1024.0,,,,,-930.0,,-948.7,-1076.0,,-1099.0,,True,,,,,True,,True,False,,False
32007,1868,1458.0,,0.0,,,,,333.0,,1951.4,1964.5,657.3,842.0,-410.0,,-1868.0,,,,,-1535.0,,83.4,96.5,-1210.7,-1026.0,,False,,,,,False,,True,True,False,False
32009,29,0.0,,0.0,,,,,16.0,,5.9,,,,-29.0,,-29.0,,,,,-13.0,,-23.1,,,,,False,,,,,True,,True,,,
32011,17,12.0,,0.0,,,,,24.0,,67.1,9.0,,64.0,-5.0,,-17.0,,,,,7.0,,50.1,-8.0,,47.0,,False,,,,,False,,False,False,,False
32013,516,96.0,,0.0,,,,,178.0,,121.9,85.0,,72.0,-420.0,,-516.0,,,,,-338.0,,-394.1,-431.0,,-444.0,,False,,,,,True,,True,False,,False
32015,236,66.0,,0.0,,,,,50.0,,44.5,53.0,,37.0,-170.0,,-236.0,,,,,-186.0,,-191.5,-183.0,,-199.0,,False,,,,,False,,False,False,,False
32017,203,6.0,,0.0,,,,,24.0,,83.5,45.0,,1.0,-197.0,,-203.0,,,,,-179.0,,-119.5,-158.0,,-202.0,,False,,,,,True,,True,True,,False
32019,1240,252.0,,323.0,,,,,573.0,,277.5,234.0,,177.0,-988.0,,-917.0,,,,,-667.0,,-962.5,-1006.0,,-1063.0,,True,,,,,True,,True,False,,False
32021,157,18.0,,0.0,,,,,30.0,,36.2,0.0,,22.0,-139.0,,-157.0,,,,,-127.0,,-120.8,-157.0,,-135.0,,False,,,,,True,,True,False,,True
32023,962,918.0,,0.0,,,,,248.0,,555.3,1096.5,,0.0,-44.0,,-962.0,,,,,-714.0,,-406.7,134.5,,-962.0,,False,,,,,False,,False,False,,False
32027,297,18.0,,0.0,,,,,52.0,,28.7,9.0,,232.0,-279.0,,-297.0,,,,,-245.0,,-268.3,-288.0,,-65.0,,False,,,,,True,,True,False,,True
32029,40,18.0,,0.0,,,,,39.0,,40.8,12.0,,36.0,-22.0,,-40.0,,,,,-1.0,,0.8,-28.0,,-4.0,,False,,,,,True,,True,False,,True
32031,17427,9282.0,,11720.0,,,,,5878.0,,6739.5,16419.0,3827.2,14837.0,-8145.0,,-5707.0,,,,,-11549.0,,-10687.5,-1008.0,-13599.8,-2590.0,,True,,,,,False,,False,True,False,True
32033,245,198.0,,,,,,,41.0,,63.3,96.0,,279.0,-47.0,,,,,,,-204.0,,-181.7,-149.0,,34.0,,,,,,,False,,False,False,,True
32510,3610,522.0,,563.0,,,,,624.0,,737.6,758.0,,387.0,-3088.0,,-3047.0,,,,,-2986.0,,-2872.4,-2852.0,,-3223.0,,True,,,,,True,,True,True,,False
33001,1206,198.0,,410.0,,,,,197.0,,359.8,288.0,,328.0,-1008.0,,-796.0,,,,,-1009.0,,-846.2,-918.0,,-878.0,,True,,,,,False,,True,True,,True
33003,534,132.0,,446.0,,,,,101.0,,281.4,168.5,,149.0,-402.0,,-88.0,,,,,-433.0,,-252.6,-365.5,,-385.0,,True,,,,,False,,True,True,,True
33005,792,210.0,,734.0,,,,,566.0,,353.5,412.0,,459.0,-582.0,,-58.0,,,,,-226.0,,-438.5,-380.0,,-333.0,,True,,,,,True,,True,True,,True
33007,313,432.0,,1389.0,,,,,91.0,,11712.6,823.0,,477.0,119.0,,1076.0,,,,,-222.0,,11399.6,510.0,,164.0,,False,,,,,False,,False,False,,False
33009,633,342.0,,981.0,,,,,231.0,,1159.1,729.5,,347.0,-291.0,,348.0,,,,,-402.0,,526.1,96.5,,-286.0,,False,,,,,False,,False,True,,True
33011,8676,1890.0,,3295.0,,,,,2984.0,,1362.7,2381.0,2261.6,2366.0,-6786.0,,-5381.0,,,,,-5692.0,,-7313.3,-6295.0,-6414.4,-6310.0,,True,,,,,True,,False,True,True,True
33013,2780,672.0,,663.0,,,,,677.0,,648.8,773.0,,637.0,-2108.0,,-2117.0,,,,,-2103.0,,-2131.2,-2007.0,,-2143.0,,False,,,,,True,,False,True,,False
33015,5815,1824.0,,3343.0,,,,,1275.0,,1371.5,2413.5,1769.1,2580.0,-3991.0,,-2472.0,,,,,-4540.0,,-4443.5,-3401.5,-4045.9,-3235.0,,True,,,,,False,,False,True,False,True
33017,1792,864.0,,2727.0,,,,,468.0,,1009.7,1636.5,,1821.0,-928.0,,935.0,,,,,-1324.0,,-782.3,-155.5,,29.0,,False,,,,,False,,True,True,,True
33019,231,162.0,,802.0,,,,,200.0,,461.2,382.5,,412.0,-69.0,,571.0,,,,,-31.0,,230.2,151.5,,181.0,,False,,,,,True,,False,False,,False
34001,4690,3096.0,,7624.0,,,,,2133.0,,1862.5,3580.0,2487.5,2978.0,-1594.0,,2934.0,,,,,-2557.0,,-2827.5,-1110.0,-2202.5,-1712.0,,False,,,,,False,,False,True,False,False
34003,16037,8088.0,,14671.0,,,,,5664.0,,4443.9,12003.0,5774.1,7039.0,-7949.0,,-1366.0,,,,,-10373.0,,-11593.1,-4034.0,-10262.9,-8998.0,,True,,,,,False,,False,True,False,False
34005,8919,3852.0,,6305.0,,,,,2895.0,,2282.4,5842.0,2247.6,3075.0,-5067.0,,-2614.0,,,,,-6024.0,,-6636.6,-3077.0,-6671.4,-5844.0,,True,,,,,False,,False,True,False,False
34007,12505,6600.0,,14473.0,,,,,3905.0,,3952.1,9340.5,3205.7,6737.0,-5905.0,,1968.0,,,,,-8600.0,,-8552.9,-3164.5,-9299.3,-5768.0,,True,,,,,False,,False,True,False,True
34009,902,402.0,,1601.0,,,,,782.0,,285.2,542.0,209.3,569.0,-500.0,,699.0,,,,,-120.0,,-616.8,-360.0,-692.7,-333.0,,False,,,,,True,,False,True,False,True
34011,2545,864.0,,3284.0,,,,,1323.0,,609.1,1318.0,494.4,961.0,-1681.0,,739.0,,,,,-1222.0,,-1935.9,-1227.0,-2050.6,-1584.0,,True,,,,,True,,False,True,False,True
34013,16405,11118.0,,14174.0,,,,,5552.0,,7654.6,15200.0,7382.8,5516.0,-5287.0,,-2231.0,,,,,-10853.0,,-8750.4,-1205.0,-9022.2,-10889.0,,True,,,,,False,,False,True,False,False
34015,6248,2928.0,,9007.0,,,,,2179.0,,2023.6,4108.0,2313.9,4672.0,-3320.0,,2759.0,,,,,-4069.0,,-4224.4,-2140.0,-3934.1,-1576.0,,True,,,,,False,,False,True,False,True
34017,14589,7890.0,,11339.0,,,,,4630.0,,4207.8,9871.5,5240.9,4447.0,-6699.0,,-3250.0,,,,,-9959.0,,-10381.2,-4717.5,-9348.1,-10142.0,,True,,,,,False,,False,True,False,False
34019,1503,906.0,,3532.0,,,,,472.0,,575.0,1493.0,716.5,1176.0,-597.0,,2029.0,,,,,-1031.0,,-928.0,-10.0,-786.5,-327.0,,False,,,,,False,,False,True,False,True
34021,7238,3126.0,,8958.0,,,,,2702.0,,1689.9,4687.0,1519.6,3571.0,-4112.0,,1720.0,,,,,-4536.0,,-5548.1,-2551.0,-5718.4,-3667.0,,True,,,,,False,,False,True,False,True
34023,15898,7176.0,,8008.0,,,,,5614.0,,4326.4,10261.5,5834.1,4911.0,-8722.0,,-7890.0,,,,,-10284.0,,-11571.6,-5636.5,-10063.9,-10987.0,,True,,,,,False,,False,True,False,False
34025,12435,4914.0,,9483.0,,,,,4056.0,,2971.3,6668.5,4898.5,7172.0,-7521.0,,-2952.0,,,,,-8379.0,,-9463.7,-5766.5,-7536.5,-5263.0,,True,,,,,False,,False,True,False,True
34027,7845,4464.0,,6385.0,,,,,2830.0,,2541.3,6515.5,3110.6,4004.0,-3381.0,,-1460.0,,,,,-5015.0,,-5303.7,-1329.5,-4734.4,-3841.0,,True,,,,,False,,False,True,False,False
34029,10680,3300.0,,7254.0,,,,,4628.0,,2198.7,3465.0,4713.7,3801.0,-7380.0,,-3426.0,,,,,-6052.0,,-8481.3,-7215.0,-5966.3,-6879.0,,True,,,,,True,,False,True,True,True
34031,14833,7488.0,,8313.0,,,,,4384.0,,3835.1,11562.5,3125.6,3315.0,-7345.0,,-6520.0,,,,,-10449.0,,-10997.9,-3270.5,-11707.4,-11518.0,,True,,,,,False,,False,True,False,False
34033,1139,270.0,,519.0,,,,,408.0,,223.4,328.0,180.0,379.0,-869.0,,-620.0,,,,,-731.0,,-915.6,-811.0,-959.0,-760.0,,True,,,,,True,,False,True,False,True
34035,4489,2046.0,,3425.0,,,,,1833.0,,1170.9,3065.5,1205.5,1886.0,-2443.0,,-1064.0,,,,,-2656.0,,-3318.1,-1423.5,-3283.5,-2603.0,,True,,,,,False,,False,True,False,False
34037,1807,648.0,,1733.0,,,,,502.0,,536.6,1068.5,462.9,711.0,-1159.0,,-74.0,,,,,-1305.0,,-1270.4,-738.5,-1344.1,-1096.0,,True,,,,,False,,False,True,False,True
34039,12079,8082.0,,13555.0,,,,,4355.0,,4368.9,11108.5,5627.4,3795.0,-3997.0,,1476.0,,,,,-7724.0,,-7710.1,-970.5,-6451.6,-8284.0,,True,,,,,False,,False,True,False,False
34041,1589,912.0,,3819.0,,,,,498.0,,492.5,1326.5,443.8,1244.0,-677.0,,2230.0,,,,,-1091.0,,-1096.5,-262.5,-1145.2,-345.0,,False,,,,,False,,False,True,False,True
35001,23505,11142.0,,12030.0,,,,,10562.0,,19908.2,14822.5,11845.1,10544.0,-12363.0,,-11475.0,,,,,-12943.0,,-3596.8,-8682.5,-11659.9,-12961.0,,True,,,,,False,,True,True,True,False
35003,45,0.0,,0.0,,,,,22.0,,15.1,0.0,,0.0,-45.0,,-45.0,,,,,-23.0,,-29.9,-45.0,,-45.0,,False,,,,,True,,True,False,,False
35005,3685,2016.0,,1975.0,,,,,1166.0,,2359.7,2310.5,2053.4,3007.0,-1669.0,,-1710.0,,,,,-2519.0,,-1325.3,-1374.5,-1631.6,-678.0,,False,,,,,False,,True,True,True,True
35006,1213,756.0,,1271.0,,,,,469.0,,2072.4,1184.0,,300.0,-457.0,,58.0,,,,,-744.0,,859.4,-29.0,,-913.0,,True,,,,,False,,False,True,,False
35007,397,60.0,,,,,,,120.0,,32.2,30.0,,453.0,-337.0,,,,,,,-277.0,,-364.8,-367.0,,56.0,,,,,,,True,,False,False,,True
35009,1877,1518.0,,976.0,,,,,2936.0,,1431.8,1830.0,1191.5,933.0,-359.0,,-901.0,,,,,1059.0,,-445.2,-47.0,-685.5,-944.0,,False,,,,,False,,False,True,False,False
35011,78,12.0,,0.0,,,,,35.0,,64.0,,,15.0,-66.0,,-78.0,,,,,-43.0,,-14.0,,,-63.0,,False,,,,,True,,True,,,True
35013,7959,8340.0,,8037.0,,,,,10750.0,,14629.4,10931.0,6720.2,0.0,381.0,,78.0,,,,,2791.0,,6670.4,2972.0,-1238.8,-7959.0,,True,,,,,False,,False,False,False,False
35015,2205,1458.0,,1492.0,,,,,1279.0,,1527.0,1828.5,1054.0,1152.0,-747.0,,-713.0,,,,,-926.0,,-678.0,-376.5,-1151.0,-1053.0,,True,,,,,False,,True,True,False,False
35017,527,210.0,,254.0,,,,,205.0,,297.5,234.0,,336.0,-317.0,,-273.0,,,,,-322.0,,-229.5,-293.0,,-191.0,,True,,,,,False,,True,True,,True
35019,193,36.0,,0.0,,,,,64.0,,43.8,25.0,,21.0,-157.0,,-193.0,,,,,-129.0,,-149.2,-168.0,,-172.0,,False,,,,,True,,True,False,,False
35021,6,0.0,,0.0,,,,,23.0,,2.0,,,0.0,-6.0,,-6.0,,,,,17.0,,-4.0,,,-6.0,,False,,,,,False,,True,,,False
35023,88,36.0,,0.0,,,,,37.0,,49.1,36.0,,17.0,-52.0,,-88.0,,,,,-51.0,,-38.9,-52.0,,-71.0,,False,,,,,True,,True,False,,False
35025,3470,1716.0,,1782.0,,,,,2133.0,,1652.7,1612.0,942.2,795.0,-1754.0,,-1688.0,,,,,-1337.0,,-1817.3,-1858.0,-2527.8,-2675.0,,True,,,,,True,,False,False,False,False
35027,540,204.0,,1.0,,,,,144.0,,306.3,290.0,,0.0,-336.0,,-539.0,,,,,-396.0,,-233.7,-250.0,,-540.0,,False,,,,,False,,True,True,,False
35028,173,84.0,,662.0,,,,,114.0,,226.2,155.0,,257.0,-89.0,,489.0,,,,,-59.0,,53.2,-18.0,,84.0,,False,,,,,True,,True,True,,True
35029,858,1338.0,,1782.0,,,,,408.0,,2570.1,1541.0,358.9,90.0,480.0,,924.0,,,,,-450.0,,1712.1,683.0,-499.1,-768.0,,False,,,,,True,,False,False,False,False
35031,3976,1554.0,,1257.0,,,,,1287.0,,723.7,1726.5,656.0,0.0,-2422.0,,-2719.0,,,,,-2689.0,,-3252.3,-2249.5,-3320.0,-3976.0,,False,,,,,False,,False,True,False,False
35033,64,12.0,,0.0,,,,,48.0,,21.7,13.0,,40.0,-52.0,,-64.0,,,,,-16.0,,-42.3,-51.0,,-24.0,,False,,,,,True,,True,True,,True
35035,1289,840.0,,2050.0,,,,,677.0,,1768.7,765.0,,830.0,-449.0,,761.0,,,,,-612.0,,479.7,-524.0,,-459.0,,False,,,,,False,,False,False,,False
35037,195,108.0,,0.0,,,,,193.0,,107.6,100.0,,124.0,-87.0,,-195.0,,,,,-2.0,,-87.4,-95.0,,-71.0,,False,,,,,True,,False,False,,True
35039,1368,600.0,,1706.0,,,,,405.0,,800.7,1102.0,,1120.0,-768.0,,338.0,,,,,-963.0,,-567.3,-266.0,,-248.0,,True,,,,,False,,True,True,,True
35041,752,690.0,,771.0,,,,,595.0,,971.1,872.0,,261.0,-62.0,,19.0,,,,,-157.0,,219.1,120.0,,-491.0,,True,,,,,False,,False,False,,False
35043,4889,1824.0,,2992.0,,,,,1856.0,,1715.8,2075.0,1067.6,1914.0,-3065.0,,-1897.0,,,,,-3033.0,,-3173.2,-2814.0,-3821.4,-2975.0,,True,,,,,True,,False,True,False,True
35045,4563,1476.0,,2015.0,,,,,1357.0,,848.4,1461.0,855.5,1302.0,-3087.0,,-2548.0,,,,,-3206.0,,-3714.6,-3102.0,-3707.5,-3261.0,,True,,,,,False,,False,False,False,False
35047,461,234.0,,125.0,,,,,870.0,,363.0,283.0,,293.0,-227.0,,-336.0,,,,,409.0,,-98.0,-178.0,,-168.0,,False,,,,,False,,True,True,,True
35049,4431,2652.0,,5052.0,,,,,1929.0,,4487.9,4796.0,1952.5,1906.0,-1779.0,,621.0,,,,,-2502.0,,56.9,365.0,-2478.5,-2525.0,,True,,,,,False,,True,True,False,False
35051,330,186.0,,0.0,,,,,66.0,,569.9,343.5,,169.0,-144.0,,-330.0,,,,,-264.0,,239.9,13.5,,-161.0,,False,,,,,False,,False,True,,False
35053,556,300.0,,0.0,,,,,152.0,,554.4,366.0,,181.0,-256.0,,-556.0,,,,,-404.0,,-1.6,-190.0,,-375.0,,False,,,,,False,,True,True,,False
35055,724,426.0,,1260.0,,,,,395.0,,1218.2,821.0,,303.0,-298.0,,536.0,,,,,-329.0,,494.2,97.0,,-421.0,,False,,,,,False,,False,True,,False
35057,300,162.0,,0.0,,,,,161.0,,392.6,95.0,,260.0,-138.0,,-300.0,,,,,-139.0,,92.6,-205.0,,-40.0,,False,,,,,False,,True,False,,True
35059,141,36.0,,,,,,,55.0,,48.2,17.0,,45.0,-105.0,,,,,,,-86.0,,-92.8,-124.0,,-96.0,,,,,,,True,,True,False,,True
35061,3167,1308.0,,1559.0,,,,,1182.0,,1981.2,1914.5,786.8,1338.0,-1859.0,,-1608.0,,,,,-1985.0,,-1185.8,-1252.5,-2380.2,-1829.0,,True,,,,,False,,True,True,False,True
36001,4973,1794.0,,4712.0,,,,,1370.0,,1132.6,2320.0,1253.8,2413.0,-3179.0,,-261.0,,,,,-3603.0,,-3840.4,-2653.0,-3719.2,-2560.0,,True,,,,,False,,False,True,False,True
36003,1082,678.0,,1065.0,,,,,263.0,,1092.9,1025.0,,575.0,-404.0,,-17.0,,,,,-819.0,,10.9,-57.0,,-507.0,,True,,,,,False,,True,True,,False
36005,19344,6300.0,,5712.0,,,,,,,4171.4,9683.0,3308.4,4829.0,-13044.0,,-13632.0,,,,,,,-15172.6,-9661.0,-16035.6,-14515.0,,False,,,,,,,False,True,False,False
36007,2956,1632.0,,860.0,,,,,1452.0,,1219.9,989.5,1000.7,732.0,-1324.0,,-2096.0,,,,,-1504.0,,-1736.1,-1966.5,-1955.3,-2224.0,,False,,,,,False,,False,False,False,False
36009,1412,378.0,,296.0,,,,,451.0,,638.5,450.0,,190.0,-1034.0,,-1116.0,,,,,-961.0,,-773.5,-962.0,,-1222.0,,False,,,,,True,,True,True,,False
36011,1435,480.0,,465.0,,,,,261.0,,914.9,598.0,,381.0,-955.0,,-970.0,,,,,-1174.0,,-520.1,-837.0,,-1054.0,,False,,,,,False,,True,True,,False
36013,1617,654.0,,609.0,,,,,854.0,,1071.8,701.0,,472.0,-963.0,,-1008.0,,,,,-763.0,,-545.2,-916.0,,-1145.0,,False,,,,,True,,True,True,,False
36015,1932,1620.0,,1384.0,,,,,782.0,,1427.3,1101.0,1809.7,725.0,-312.0,,-548.0,,,,,-1150.0,,-504.7,-831.0,-122.3,-1207.0,,False,,,,,False,,False,False,True,False
36017,507,216.0,,154.0,,,,,174.0,,267.9,180.0,,109.0,-291.0,,-353.0,,,,,-333.0,,-239.1,-327.0,,-398.0,,False,,,,,False,,True,False,,False
36019,480,204.0,,341.0,,,,,285.0,,399.2,193.0,,386.0,-276.0,,-139.0,,,,,-195.0,,-80.8,-287.0,,-94.0,,True,,,,,True,,True,False,,True
36021,548,360.0,,747.0,,,,,282.0,,341.4,597.0,,257.0,-188.0,,199.0,,,,,-266.0,,-206.6,49.0,,-291.0,,False,,,,,False,,False,True,,False
36023,1055,294.0,,86.0,,,,,232.0,,385.4,217.0,,185.0,-761.0,,-969.0,,,,,-823.0,,-669.6,-838.0,,-870.0,,False,,,,,False,,True,False,,False
36025,339,240.0,,693.0,,,,,135.0,,407.0,352.0,,531.0,-99.0,,354.0,,,,,-204.0,,68.0,13.0,,192.0,,False,,,,,False,,True,True,,False
36027,4351,1152.0,,2488.0,,,,,1387.0,,921.9,1928.0,695.3,1558.0,-3199.0,,-1863.0,,,,,-2964.0,,-3429.1,-2423.0,-3655.7,-2793.0,,True,,,,,True,,False,True,False,True
36029,21236,7818.0,,26774.0,,,,,4538.0,,4724.1,12466.5,6440.0,12025.0,-13418.0,,5538.0,,,,,-16698.0,,-16511.9,-8769.5,-14796.0,-9211.0,,True,,,,,False,,False,True,False,True
36031,214,78.0,,74.0,,,,,185.0,,113.2,35.0,,376.0,-136.0,,-140.0,,,,,-29.0,,-100.8,-179.0,,162.0,,False,,,,,True,,True,False,,False
36033,431,246.0,,725.0,,,,,216.0,,488.6,217.0,,1220.0,-185.0,,294.0,,,,,-215.0,,57.6,-214.0,,789.0,,False,,,,,False,,True,False,,False
36035,625,42.0,,117.0,,,,,250.0,,69.4,21.0,,51.0,-583.0,,-508.0,,,,,-375.0,,-555.6,-604.0,,-574.0,,True,,,,,True,,True,False,,True
36037,1535,348.0,,1721.0,,,,,211.0,,369.9,508.5,,470.0,-1187.0,,186.0,,,,,-1324.0,,-1165.1,-1026.5,,-1065.0,,True,,,,,False,,True,True,,True
36039,417,222.0,,47.0,,,,,163.0,,103.0,71.0,,433.0,-195.0,,-370.0,,,,,-254.0,,-314.0,-346.0,,16.0,,False,,,,,False,,False,False,,True
