,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,LANL-GrowthRate,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-LANL-GrowthRate,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-LANL-GrowthRate,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
29153,112,78.0,,52.0,,,,,120.0,,105.3,80.0,,33.0,-34.0,,-60.0,,,,,8.0,,-6.7,-32.0,,-79.0,,False,,,,,True,,True,True,,False
29155,399,414.0,,373.0,,,,,405.0,,499.0,332.0,,617.0,15.0,,-26.0,,,,,6.0,,100.0,-67.0,,218.0,,False,,,,,True,,False,False,,False
29157,752,906.0,,317.0,,,,,323.0,,1019.3,1247.0,,109.0,154.0,,-435.0,,,,,-429.0,,267.3,495.0,,-643.0,,False,,,,,False,,False,False,,False
29159,1679,2124.0,,4155.0,,,,,1071.0,,3005.2,3673.0,891.0,0.0,445.0,,2476.0,,,,,-608.0,,1326.2,1994.0,-788.0,-1679.0,,False,,,,,False,,False,False,False,False
29161,1205,672.0,,896.0,,,,,692.0,,1308.7,615.5,,109.0,-533.0,,-309.0,,,,,-513.0,,103.7,-589.5,,-1096.0,,True,,,,,True,,True,False,,False
29163,679,672.0,,1185.0,,,,,305.0,,1186.9,820.0,,553.0,-7.0,,506.0,,,,,-374.0,,507.9,141.0,,-126.0,,False,,,,,False,,False,False,,False
29165,960,726.0,,1537.0,,,,,1191.0,,1129.4,647.0,719.4,1114.0,-234.0,,577.0,,,,,231.0,,169.4,-313.0,-240.6,154.0,,False,,,,,True,,True,False,False,True
29167,569,330.0,,795.0,,,,,561.0,,1025.2,403.5,197.2,0.0,-239.0,,226.0,,,,,-8.0,,456.2,-165.5,-371.8,-569.0,,True,,,,,True,,False,True,False,False
29169,1077,570.0,,421.0,,,,,804.0,,798.0,473.0,423.1,258.0,-507.0,,-656.0,,,,,-273.0,,-279.0,-604.0,-653.9,-819.0,,False,,,,,True,,True,False,False,False
29171,122,42.0,,6.0,,,,,95.0,,83.0,6.0,,25.0,-80.0,,-116.0,,,,,-27.0,,-39.0,-116.0,,-97.0,,False,,,,,True,,True,False,,False
29173,339,180.0,,202.0,,,,,147.0,,194.6,233.0,,0.0,-159.0,,-137.0,,,,,-192.0,,-144.4,-106.0,,-339.0,,True,,,,,False,,True,True,,False
29175,703,726.0,,567.0,,,,,578.0,,1305.7,814.5,,943.0,23.0,,-136.0,,,,,-125.0,,602.7,111.5,,240.0,,False,,,,,False,,False,False,,False
29177,579,492.0,,956.0,,,,,489.0,,1694.2,957.0,,389.0,-87.0,,377.0,,,,,-90.0,,1115.2,378.0,,-190.0,,False,,,,,False,,False,False,,False
29179,109,78.0,,53.0,,,,,79.0,,211.7,34.0,,36.0,-31.0,,-56.0,,,,,-30.0,,102.7,-75.0,,-73.0,,False,,,,,True,,False,False,,False
29181,296,282.0,,250.0,,,,,213.0,,317.9,265.0,,168.0,-14.0,,-46.0,,,,,-83.0,,21.9,-31.0,,-128.0,,False,,,,,False,,False,False,,False
29183,12025,9420.0,,14647.0,,,,,5575.0,,11573.7,12260.0,6847.4,4761.0,-2605.0,,2622.0,,,,,-6450.0,,-451.3,235.0,-5177.6,-7264.0,,False,,,,,False,,True,True,False,False
29185,256,204.0,,133.0,,,,,161.0,,267.9,88.0,,259.0,-52.0,,-123.0,,,,,-95.0,,11.9,-168.0,,3.0,,False,,,,,False,,True,False,,True
29186,690,852.0,,1211.0,,,,,293.0,,2967.2,1871.5,,206.0,162.0,,521.0,,,,,-397.0,,2277.2,1181.5,,-484.0,,False,,,,,False,,False,False,,False
29187,2612,2490.0,,5124.0,,,,,1363.0,,3117.0,3167.5,2063.7,423.0,-122.0,,2512.0,,,,,-1249.0,,505.0,555.5,-548.3,-2189.0,,False,,,,,False,,False,False,False,False
29189,28653,21804.0,,51267.0,,,,,13972.0,,22648.8,33429.5,9366.5,14930.0,-6849.0,,22614.0,,,,,-14681.0,,-6004.2,4776.5,-19286.5,-13723.0,,False,,,,,False,,True,True,False,False
29195,736,708.0,,440.0,,,,,552.0,,1072.2,980.5,307.9,161.0,-28.0,,-296.0,,,,,-184.0,,336.2,244.5,-428.1,-575.0,,False,,,,,False,,False,False,False,False
29197,98,204.0,,211.0,,,,,116.0,,702.1,147.0,,115.0,106.0,,113.0,,,,,18.0,,604.1,49.0,,17.0,,False,,,,,True,,False,True,,True
29199,121,102.0,,43.0,,,,,114.0,,167.0,59.0,,105.0,-19.0,,-78.0,,,,,-7.0,,46.0,-62.0,,-16.0,,False,,,,,True,,False,False,,True
29201,1435,1218.0,,1470.0,,,,,796.0,,1803.4,1164.0,1268.7,1646.0,-217.0,,35.0,,,,,-639.0,,368.4,-271.0,-166.3,211.0,,True,,,,,False,,False,False,True,True
29203,103,168.0,,168.0,,,,,110.0,,321.1,172.0,,77.0,65.0,,65.0,,,,,7.0,,218.1,69.0,,-26.0,,False,,,,,True,,False,False,,True
29205,154,54.0,,41.0,,,,,92.0,,41.7,43.0,,35.0,-100.0,,-113.0,,,,,-62.0,,-112.3,-111.0,,-119.0,,False,,,,,True,,False,False,,False
29207,918,540.0,,494.0,,,,,658.0,,872.3,582.5,,302.0,-378.0,,-424.0,,,,,-260.0,,-45.7,-335.5,,-616.0,,False,,,,,True,,True,True,,False
29209,651,564.0,,1043.0,,,,,442.0,,930.7,864.0,,102.0,-87.0,,392.0,,,,,-209.0,,279.7,213.0,,-549.0,,False,,,,,False,,False,False,,False
29211,195,330.0,,0.0,,,,,178.0,,886.7,424.5,,0.0,135.0,,-195.0,,,,,-17.0,,691.7,229.5,,-195.0,,False,,,,,True,,False,False,,False
29213,1481,1194.0,,3456.0,,,,,872.0,,1700.2,1865.0,586.4,0.0,-287.0,,1975.0,,,,,-609.0,,219.2,384.0,-894.6,-1481.0,,False,,,,,False,,True,False,False,False
29215,524,558.0,,677.0,,,,,471.0,,877.1,867.5,,0.0,34.0,,153.0,,,,,-53.0,,353.1,343.5,,-524.0,,False,,,,,False,,False,False,,False
29217,435,474.0,,688.0,,,,,409.0,,615.1,810.0,,122.0,39.0,,253.0,,,,,-26.0,,180.1,375.0,,-313.0,,False,,,,,True,,False,False,,False
29219,746,444.0,,943.0,,,,,470.0,,606.2,691.0,,157.0,-302.0,,197.0,,,,,-276.0,,-139.8,-55.0,,-589.0,,True,,,,,True,,True,True,,False
29221,772,996.0,,386.0,,,,,488.0,,1371.3,1468.0,,466.0,224.0,,-386.0,,,,,-284.0,,599.3,696.0,,-306.0,,False,,,,,False,,False,False,,False
29223,254,222.0,,111.0,,,,,193.0,,302.4,100.0,,0.0,-32.0,,-143.0,,,,,-61.0,,48.4,-154.0,,-254.0,,False,,,,,False,,False,False,,False
29225,878,648.0,,829.0,,,,,562.0,,1171.2,668.0,337.1,476.0,-230.0,,-49.0,,,,,-316.0,,293.2,-210.0,-540.9,-402.0,,True,,,,,False,,False,True,False,False
29227,69,18.0,,0.0,,,,,50.0,,34.9,17.0,,5.0,-51.0,,-69.0,,,,,-19.0,,-34.1,-52.0,,-64.0,,False,,,,,True,,True,False,,False
29229,306,192.0,,106.0,,,,,312.0,,224.6,98.0,,156.0,-114.0,,-200.0,,,,,6.0,,-81.4,-208.0,,-150.0,,False,,,,,True,,True,False,,False
29510,6311,4356.0,,8424.0,,,,,4510.0,,4974.3,7207.0,1978.8,3688.0,-1955.0,,2113.0,,,,,-1801.0,,-1336.7,896.0,-4332.2,-2623.0,,False,,,,,True,,True,True,False,False
30001,400,294.0,,2.0,,,,,140.0,,409.4,239.5,,145.0,-106.0,,-398.0,,,,,-260.0,,9.4,-160.5,,-255.0,,False,,,,,False,,True,False,,False
30003,510,810.0,,0.0,,,,,485.0,,657.3,447.0,447.7,620.0,300.0,,-510.0,,,,,-25.0,,147.3,-63.0,-62.3,110.0,,False,,,,,True,,True,True,True,True
30005,186,330.0,,0.0,,,,,201.0,,1078.3,160.0,,7.0,144.0,,-186.0,,,,,15.0,,892.3,-26.0,,-179.0,,False,,,,,True,,False,True,,False
30007,160,132.0,,39.0,,,,,195.0,,302.3,56.0,,72.0,-28.0,,-121.0,,,,,35.0,,142.3,-104.0,,-88.0,,False,,,,,False,,False,False,,False
30009,316,468.0,,47.0,,,,,266.0,,600.8,369.0,,230.0,152.0,,-269.0,,,,,-50.0,,284.8,53.0,,-86.0,,False,,,,,True,,False,True,,True
30011,57,78.0,,0.0,,,,,49.0,,174.9,15.0,,0.0,21.0,,-57.0,,,,,-8.0,,117.9,-42.0,,-57.0,,False,,,,,True,,False,False,,False
30013,3500,3870.0,,5973.0,,,,,5579.0,,13260.9,4262.5,3962.9,1357.0,370.0,,2473.0,,,,,2079.0,,9760.9,762.5,462.9,-2143.0,,False,,,,,False,,False,False,False,False
30015,178,294.0,,0.0,,,,,211.0,,619.2,610.0,,119.0,116.0,,-178.0,,,,,33.0,,441.2,432.0,,-59.0,,False,,,,,True,,False,False,,True
30017,503,402.0,,,,,,,411.0,,1355.3,375.0,,139.0,-101.0,,,,,,,-92.0,,852.3,-128.0,,-364.0,,,,,,,True,,False,False,,False
30019,80,54.0,,0.0,,,,,83.0,,457.0,29.0,,23.0,-26.0,,-80.0,,,,,3.0,,377.0,-51.0,,-57.0,,False,,,,,True,,False,False,,False
30021,562,390.0,,0.0,,,,,408.0,,1306.9,557.5,,0.0,-172.0,,-562.0,,,,,-154.0,,744.9,-4.5,,-562.0,,False,,,,,True,,False,True,,False
30023,305,264.0,,239.0,,,,,254.0,,498.3,213.0,,0.0,-41.0,,-66.0,,,,,-51.0,,193.3,-92.0,,-305.0,,False,,,,,False,,False,False,,False
30025,154,150.0,,0.0,,,,,79.0,,934.4,39.0,,40.0,-4.0,,-154.0,,,,,-75.0,,780.4,-115.0,,-114.0,,False,,,,,False,,False,False,,False
30027,519,336.0,,0.0,,,,,531.0,,893.8,331.0,,195.0,-183.0,,-519.0,,,,,12.0,,374.8,-188.0,,-324.0,,False,,,,,True,,False,False,,False
30029,4120,4218.0,,5605.0,,,,,3943.0,,6391.7,3733.0,7561.4,1774.0,98.0,,1485.0,,,,,-177.0,,2271.7,-387.0,3441.4,-2346.0,,False,,,,,False,,False,False,False,False
30031,4518,5022.0,,6022.0,,,,,1767.0,,16299.8,8799.0,5608.6,1806.0,504.0,,1504.0,,,,,-2751.0,,11781.8,4281.0,1090.6,-2712.0,,False,,,,,False,,False,False,False,False
30033,38,12.0,,0.0,,,,,92.0,,121.4,23.0,,35.0,-26.0,,-38.0,,,,,54.0,,83.4,-15.0,,-3.0,,False,,,,,False,,False,True,,True
30035,210,636.0,,1041.0,,,,,721.0,,1131.0,634.0,,0.0,426.0,,831.0,,,,,511.0,,921.0,424.0,,-210.0,,False,,,,,False,,False,True,,True
30037,23,0.0,,0.0,,,,,56.0,,23.9,11.0,,0.0,-23.0,,-23.0,,,,,33.0,,0.9,-12.0,,-23.0,,False,,,,,False,,True,True,,False
30039,70,78.0,,0.0,,,,,75.0,,199.2,59.0,,54.0,8.0,,-70.0,,,,,5.0,,129.2,-11.0,,-16.0,,False,,,,,True,,False,False,,False
30041,526,984.0,,683.0,,,,,1478.0,,1747.0,406.5,,1.0,458.0,,157.0,,,,,952.0,,1221.0,-119.5,,-525.0,,True,,,,,False,,False,True,,False
30043,458,282.0,,162.0,,,,,238.0,,642.1,255.5,,227.0,-176.0,,-296.0,,,,,-220.0,,184.1,-202.5,,-231.0,,False,,,,,False,,False,False,,False
30045,53,36.0,,,,,,,76.0,,180.1,21.0,,81.0,-17.0,,,,,,,23.0,,127.1,-32.0,,28.0,,,,,,,False,,False,False,,False
30047,683,678.0,,792.0,,,,,807.0,,1634.8,663.0,,379.0,-5.0,,109.0,,,,,124.0,,951.8,-20.0,,-304.0,,False,,,,,False,,False,False,,False
30049,2878,1638.0,,1614.0,,,,,1951.0,,5425.1,2029.0,1516.2,972.0,-1240.0,,-1264.0,,,,,-927.0,,2547.1,-849.0,-1361.8,-1906.0,,False,,,,,True,,False,True,False,False
30051,60,36.0,,,,,,,199.0,,155.4,23.0,,51.0,-24.0,,,,,,,139.0,,95.4,-37.0,,-9.0,,,,,,,False,,False,False,,True
30053,582,372.0,,713.0,,,,,169.0,,450.2,502.0,,306.0,-210.0,,131.0,,,,,-413.0,,-131.8,-80.0,,-276.0,,True,,,,,False,,True,True,,False
30055,66,36.0,,0.0,,,,,132.0,,84.2,2.0,,13.0,-30.0,,-66.0,,,,,66.0,,18.2,-64.0,,-53.0,,False,,,,,False,,True,False,,False
30057,235,318.0,,0.0,,,,,112.0,,1082.2,483.0,,0.0,83.0,,-235.0,,,,,-123.0,,847.2,248.0,,-235.0,,False,,,,,False,,False,False,,False
30059,14,72.0,,0.0,,,,,121.0,,237.5,110.0,,12.0,58.0,,-14.0,,,,,107.0,,223.5,96.0,,-2.0,,True,,,,,False,,False,False,,True
30061,122,6.0,,0.0,,,,,70.0,,48.7,12.0,,14.0,-116.0,,-122.0,,,,,-52.0,,-73.3,-110.0,,-108.0,,False,,,,,True,,True,True,,True
30063,3083,2952.0,,4452.0,,,,,2286.0,,6586.5,3847.0,4048.3,1864.0,-131.0,,1369.0,,,,,-797.0,,3503.5,764.0,965.3,-1219.0,,False,,,,,False,,False,False,False,False
30065,111,150.0,,0.0,,,,,264.0,,370.4,100.0,,52.0,39.0,,-111.0,,,,,153.0,,259.4,-11.0,,-59.0,,False,,,,,False,,False,True,,False
30067,501,318.0,,132.0,,,,,411.0,,858.8,238.0,,205.0,-183.0,,-369.0,,,,,-90.0,,357.8,-263.0,,-296.0,,False,,,,,True,,False,False,,False
30069,7,12.0,,0.0,,,,,46.0,,48.1,,,22.0,5.0,,-7.0,,,,,39.0,,41.1,,,15.0,,False,,,,,False,,False,,,False
30071,181,132.0,,0.0,,,,,196.0,,221.1,218.0,,23.0,-49.0,,-181.0,,,,,15.0,,40.1,37.0,,-158.0,,False,,,,,True,,True,True,,False
30073,176,36.0,,14.0,,,,,360.0,,165.1,18.0,,11.0,-140.0,,-162.0,,,,,184.0,,-10.9,-158.0,,-165.0,,False,,,,,False,,True,False,,False
30075,23,54.0,,0.0,,,,,56.0,,143.7,54.0,,16.0,31.0,,-23.0,,,,,33.0,,120.7,31.0,,-7.0,,True,,,,,False,,False,False,,True
30077,462,786.0,,58.0,,,,,187.0,,3153.8,932.0,,96.0,324.0,,-404.0,,,,,-275.0,,2691.8,470.0,,-366.0,,False,,,,,True,,False,False,,False
30079,88,18.0,,0.0,,,,,49.0,,27.4,23.0,,11.0,-70.0,,-88.0,,,,,-39.0,,-60.6,-65.0,,-77.0,,False,,,,,True,,True,True,,False
30081,1351,750.0,,742.0,,,,,816.0,,2638.6,1019.5,,592.0,-601.0,,-609.0,,,,,-535.0,,1287.6,-331.5,,-759.0,,False,,,,,True,,False,True,,False
30083,444,234.0,,145.0,,,,,659.0,,354.1,72.0,,0.0,-210.0,,-299.0,,,,,215.0,,-89.9,-372.0,,-444.0,,False,,,,,False,,True,False,,False
30085,304,630.0,,65.0,,,,,566.0,,803.4,90.0,,0.0,326.0,,-239.0,,,,,262.0,,499.4,-214.0,,-304.0,,True,,,,,True,,False,True,,True
30087,214,252.0,,1.0,,,,,255.0,,689.6,248.5,,694.0,38.0,,-213.0,,,,,41.0,,475.6,34.5,,480.0,,False,,,,,False,,False,True,,False
30089,275,60.0,,0.0,,,,,115.0,,371.3,70.0,,183.0,-215.0,,-275.0,,,,,-160.0,,96.3,-205.0,,-92.0,,False,,,,,True,,True,True,,True
30091,214,294.0,,0.0,,,,,147.0,,906.0,230.0,,59.0,80.0,,-214.0,,,,,-67.0,,692.0,16.0,,-155.0,,False,,,,,True,,False,True,,False
30093,2006,1044.0,,2483.0,,,,,845.0,,2804.2,1165.0,,745.0,-962.0,,477.0,,,,,-1161.0,,798.2,-841.0,,-1261.0,,True,,,,,False,,True,True,,False
30095,245,282.0,,225.0,,,,,293.0,,661.9,259.0,,123.0,37.0,,-20.0,,,,,48.0,,416.9,14.0,,-122.0,,True,,,,,False,,False,True,,False
30097,171,234.0,,,,,,,94.0,,970.7,351.0,,71.0,63.0,,,,,,,-77.0,,799.7,180.0,,-100.0,,,,,,,False,,False,False,,False
30099,175,114.0,,0.0,,,,,269.0,,159.4,42.0,,108.0,-61.0,,-175.0,,,,,94.0,,-15.6,-133.0,,-67.0,,False,,,,,False,,True,False,,False
30101,196,792.0,,10.0,,,,,569.0,,1723.3,309.0,,0.0,596.0,,-186.0,,,,,373.0,,1527.3,113.0,,-196.0,,True,,,,,True,,False,True,,True
30103,15,0.0,,0.0,,,,,49.0,,27.1,18.0,,0.0,-15.0,,-15.0,,,,,34.0,,12.1,3.0,,-15.0,,False,,,,,False,,True,True,,False
30105,187,390.0,,0.0,,,,,569.0,,743.0,203.0,,0.0,203.0,,-187.0,,,,,382.0,,556.0,16.0,,-187.0,,True,,,,,False,,False,True,,True
30107,52,30.0,,0.0,,,,,120.0,,43.5,0.0,,17.0,-22.0,,-52.0,,,,,68.0,,-8.5,-52.0,,-35.0,,False,,,,,False,,True,False,,False
30109,62,18.0,,0.0,,,,,139.0,,34.5,35.0,,4.0,-44.0,,-62.0,,,,,77.0,,-27.5,-27.0,,-58.0,,False,,,,,False,,True,True,,False
30111,5496,5004.0,,3311.0,,,,,4409.0,,8648.0,5585.0,7030.5,3649.0,-492.0,,-2185.0,,,,,-1087.0,,3152.0,89.0,1534.5,-1847.0,,False,,,,,False,,False,True,False,False
31001,1090,822.0,,895.0,,,,,1216.0,,1295.5,1280.0,,271.0,-268.0,,-195.0,,,,,126.0,,205.5,190.0,,-819.0,,True,,,,,True,,True,True,,False
31003,200,204.0,,110.0,,,,,293.0,,388.2,313.0,,75.0,4.0,,-90.0,,,,,93.0,,188.2,113.0,,-125.0,,False,,,,,False,,False,False,,False
31005,12,6.0,,0.0,,,,,20.0,,71.8,,,3.0,-6.0,,-12.0,,,,,8.0,,59.8,,,-9.0,,False,,,,,False,,False,,,False
31007,18,6.0,,0.0,,,,,35.0,,41.3,,,17.0,-12.0,,-18.0,,,,,17.0,,23.3,,,-1.0,,False,,,,,False,,False,,,True
31009,11,18.0,,0.0,,,,,23.0,,217.2,,,11.0,7.0,,-11.0,,,,,12.0,,206.2,,,0.0,,False,,,,,False,,False,,,True
31011,193,210.0,,122.0,,,,,149.0,,395.6,286.0,,60.0,17.0,,-71.0,,,,,-44.0,,202.6,93.0,,-133.0,,False,,,,,False,,False,False,,False
31013,405,378.0,,390.0,,,,,392.0,,620.6,499.0,,125.0,-27.0,,-15.0,,,,,-13.0,,215.6,94.0,,-280.0,,True,,,,,True,,False,False,,False
31015,75,48.0,,0.0,,,,,200.0,,90.7,43.0,,10.0,-27.0,,-75.0,,,,,125.0,,15.7,-32.0,,-65.0,,False,,,,,False,,True,False,,False
31017,108,84.0,,0.0,,,,,102.0,,133.6,70.0,,28.0,-24.0,,-108.0,,,,,-6.0,,25.6,-38.0,,-80.0,,False,,,,,True,,False,False,,False
31019,1812,1998.0,,2168.0,,,,,1759.0,,2980.8,3138.0,2128.3,382.0,186.0,,356.0,,,,,-53.0,,1168.8,1326.0,316.3,-1430.0,,False,,,,,True,,False,False,False,False
31021,285,408.0,,479.0,,,,,178.0,,1682.0,490.0,,96.0,123.0,,194.0,,,,,-107.0,,1397.0,205.0,,-189.0,,False,,,,,True,,False,False,,False
31023,350,282.0,,299.0,,,,,273.0,,594.1,266.0,,63.0,-68.0,,-51.0,,,,,-77.0,,244.1,-84.0,,-287.0,,True,,,,,False,,False,False,,False
31025,805,738.0,,1007.0,,,,,488.0,,1900.7,1163.0,,354.0,-67.0,,202.0,,,,,-317.0,,1095.7,358.0,,-451.0,,False,,,,,False,,False,False,,False
31027,340,240.0,,274.0,,,,,433.0,,621.6,250.0,,129.0,-100.0,,-66.0,,,,,93.0,,281.6,-90.0,,-211.0,,True,,,,,True,,False,True,,False
31029,113,186.0,,12.0,,,,,84.0,,224.1,86.0,,29.0,73.0,,-101.0,,,,,-29.0,,111.1,-27.0,,-84.0,,False,,,,,True,,False,True,,False
31031,140,162.0,,2.0,,,,,163.0,,271.4,179.0,,102.0,22.0,,-138.0,,,,,23.0,,131.4,39.0,,-38.0,,False,,,,,False,,False,False,,False
31033,474,468.0,,416.0,,,,,199.0,,1136.5,362.5,,178.0,-6.0,,-58.0,,,,,-275.0,,662.5,-111.5,,-296.0,,False,,,,,False,,False,False,,False
31035,281,186.0,,201.0,,,,,96.0,,596.7,247.0,,55.0,-95.0,,-80.0,,,,,-185.0,,315.7,-34.0,,-226.0,,True,,,,,False,,False,True,,False
31037,349,510.0,,0.0,,,,,566.0,,483.5,701.0,,0.0,161.0,,-349.0,,,,,217.0,,134.5,352.0,,-349.0,,False,,,,,False,,True,False,,False
31039,347,402.0,,261.0,,,,,352.0,,615.9,312.0,,77.0,55.0,,-86.0,,,,,5.0,,268.9,-35.0,,-270.0,,False,,,,,True,,False,True,,False
31041,305,318.0,,118.0,,,,,332.0,,570.3,360.0,,138.0,13.0,,-187.0,,,,,27.0,,265.3,55.0,,-167.0,,False,,,,,False,,False,False,,False
31043,689,672.0,,0.0,,,,,969.0,,650.5,725.0,477.3,1240.0,-17.0,,-689.0,,,,,280.0,,-38.5,36.0,-211.7,551.0,,False,,,,,False,,False,False,False,False
31045,209,282.0,,284.0,,,,,356.0,,577.2,153.5,,89.0,73.0,,75.0,,,,,147.0,,368.2,-55.5,,-120.0,,False,,,,,False,,False,True,,False
31047,839,798.0,,1229.0,,,,,858.0,,1101.1,1094.5,507.3,0.0,-41.0,,390.0,,,,,19.0,,262.1,255.5,-331.7,-839.0,,False,,,,,True,,False,False,False,False
31049,47,30.0,,0.0,,,,,45.0,,596.4,19.0,,22.0,-17.0,,-47.0,,,,,-2.0,,549.4,-28.0,,-25.0,,False,,,,,True,,False,False,,False
31051,249,258.0,,52.0,,,,,216.0,,251.0,311.0,,77.0,9.0,,-197.0,,,,,-33.0,,2.0,62.0,,-172.0,,False,,,,,False,,True,False,,False
31053,1467,1602.0,,1637.0,,,,,1493.0,,2385.3,2553.0,1149.7,139.0,135.0,,170.0,,,,,26.0,,918.3,1086.0,-317.3,-1328.0,,False,,,,,True,,False,False,False,False
31055,22849,18276.0,,40389.0,,,,,12833.0,,20563.1,27524.5,15878.5,4326.0,-4573.0,,17540.0,,,,,-10016.0,,-2285.9,4675.5,-6970.5,-18523.0,,False,,,,,False,,True,False,False,False
31057,52,66.0,,0.0,,,,,39.0,,115.9,29.0,,19.0,14.0,,-52.0,,,,,-13.0,,63.9,-23.0,,-33.0,,False,,,,,True,,False,False,,False
31059,219,312.0,,252.0,,,,,101.0,,1796.8,390.0,,79.0,93.0,,33.0,,,,,-118.0,,1577.8,171.0,,-140.0,,True,,,,,False,,False,False,,False
31061,75,108.0,,3.0,,,,,57.0,,143.6,82.0,,36.0,33.0,,-72.0,,,,,-18.0,,68.6,7.0,,-39.0,,False,,,,,True,,False,True,,False
31063,83,60.0,,0.0,,,,,40.0,,233.4,32.0,,22.0,-23.0,,-83.0,,,,,-43.0,,150.4,-51.0,,-61.0,,False,,,,,False,,False,False,,False
31065,201,234.0,,118.0,,,,,77.0,,827.1,214.0,,70.0,33.0,,-83.0,,,,,-124.0,,626.1,13.0,,-131.0,,False,,,,,False,,False,True,,False
31067,983,834.0,,522.0,,,,,542.0,,2030.9,927.0,,154.0,-149.0,,-461.0,,,,,-441.0,,1047.9,-56.0,,-829.0,,False,,,,,False,,False,True,,False
31069,34,42.0,,12.0,,,,,43.0,,927.2,29.0,,17.0,8.0,,-22.0,,,,,9.0,,893.2,-5.0,,-17.0,,False,,,,,False,,False,True,,False
31071,71,120.0,,2.0,,,,,53.0,,666.5,100.0,,29.0,49.0,,-69.0,,,,,-18.0,,595.5,29.0,,-42.0,,False,,,,,True,,False,True,,True
31073,71,96.0,,0.0,,,,,58.0,,124.3,98.0,,27.0,25.0,,-71.0,,,,,-13.0,,53.3,27.0,,-44.0,,False,,,,,True,,False,False,,False
31075,17,6.0,,0.0,,,,,21.0,,57.2,,,3.0,-11.0,,-17.0,,,,,4.0,,40.2,,,-14.0,,False,,,,,True,,False,,,False
31077,120,54.0,,,,,,,57.0,,71.8,33.0,,43.0,-66.0,,,,,,,-63.0,,-48.2,-87.0,,-77.0,,,,,,,True,,True,False,,False
31079,2454,1992.0,,3562.0,,,,,3425.0,,2687.3,2405.5,1618.5,362.0,-462.0,,1108.0,,,,,971.0,,233.3,-48.5,-835.5,-2092.0,,False,,,,,False,,True,True,False,False
31081,369,330.0,,121.0,,,,,226.0,,489.4,258.5,,142.0,-39.0,,-248.0,,,,,-143.0,,120.4,-110.5,,-227.0,,False,,,,,False,,False,False,,False
31083,93,66.0,,0.0,,,,,71.0,,160.8,46.0,,33.0,-27.0,,-93.0,,,,,-22.0,,67.8,-47.0,,-60.0,,False,,,,,True,,False,False,,False
31085,22,24.0,,0.0,,,,,31.0,,58.3,29.0,,12.0,2.0,,-22.0,,,,,9.0,,36.3,7.0,,-10.0,,False,,,,,False,,False,False,,False
31087,100,54.0,,5.0,,,,,48.0,,200.3,32.0,,15.0,-46.0,,-95.0,,,,,-52.0,,100.3,-68.0,,-85.0,,False,,,,,False,,False,False,,False
31089,239,300.0,,292.0,,,,,643.0,,1003.8,199.0,,101.0,61.0,,53.0,,,,,404.0,,764.8,-40.0,,-138.0,,True,,,,,False,,False,True,,False
31091,20,18.0,,0.0,,,,,27.0,,67.1,17.0,,9.0,-2.0,,-20.0,,,,,7.0,,47.1,-3.0,,-11.0,,False,,,,,False,,False,False,,False
31093,234,198.0,,14.0,,,,,193.0,,723.6,366.0,,67.0,-36.0,,-220.0,,,,,-41.0,,489.6,132.0,,-167.0,,False,,,,,False,,False,False,,False
31095,389,228.0,,253.0,,,,,151.0,,1159.3,217.0,,102.0,-161.0,,-136.0,,,,,-238.0,,770.3,-172.0,,-287.0,,True,,,,,False,,False,False,,False
31097,326,186.0,,87.0,,,,,84.0,,462.2,175.0,,69.0,-140.0,,-239.0,,,,,-242.0,,136.2,-151.0,,-257.0,,False,,,,,False,,True,False,,False
31099,255,264.0,,178.0,,,,,145.0,,234.9,234.0,,66.0,9.0,,-77.0,,,,,-110.0,,-20.1,-21.0,,-189.0,,False,,,,,False,,False,False,,False
31101,378,204.0,,82.0,,,,,181.0,,402.5,358.0,,111.0,-174.0,,-296.0,,,,,-197.0,,24.5,-20.0,,-267.0,,False,,,,,False,,True,True,,False
31103,28,6.0,,0.0,,,,,43.0,,12.5,6.0,,17.0,-22.0,,-28.0,,,,,15.0,,-15.5,-22.0,,-11.0,,False,,,,,True,,True,False,,True
31105,219,138.0,,28.0,,,,,118.0,,937.2,169.0,,43.0,-81.0,,-191.0,,,,,-101.0,,718.2,-50.0,,-176.0,,False,,,,,False,,False,True,,False
31107,308,246.0,,158.0,,,,,372.0,,443.1,335.0,,78.0,-62.0,,-150.0,,,,,64.0,,135.1,27.0,,-230.0,,False,,,,,False,,False,True,,False
