,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
30091,44,18.0,17.9,,14.0,,,,,,129.0,,31.6,5.6,,,5.0,21.0,,3.2,,,,,15.0,46.2,-26.0,-26.1,,-30.0,,,,,,85.0,,-12.4,-38.4,,,-39.0,-23.0,,-40.8,,,,,-29.0,2.2,False,,False,,,,,,False,,True,False,,,False,True,,False,,,,,False,True
30093,244,105.0,101.9,,85.0,125.0,,,,,148.0,,80.2,46.8,,31.1,84.1,78.0,,18.5,,65.4,,,83.0,120.2,-139.0,-142.1,,-159.0,-119.0,,,,,-96.0,,-163.8,-197.2,,-212.9,-159.9,-166.0,,-225.5,,-178.6,,,-161.0,-123.8,False,,False,True,,,,,True,,False,False,,False,False,False,,False,,False,,,False,True
30095,112,63.0,65.0,,46.0,31.0,,,,,27.0,,112.0,19.0,,56.3,47.4,93.0,,15.7,,,,,132.0,67.4,-49.0,-47.0,,-66.0,-81.0,,,,,-85.0,,0.0,-93.0,,-55.7,-64.6,-19.0,,-96.3,,,,,20.0,-44.6,True,,False,False,,,,,False,,True,False,,False,False,True,,False,,,,,True,True
30097,20,24.0,23.3,,14.0,0.0,,,,,9.0,,18.9,13.0,,,12.3,43.0,,14.9,,,,,30.0,18.1,4.0,3.3,,-6.0,-20.0,,,,,-11.0,,-1.1,-7.0,,,-7.7,23.0,,-5.1,,,,,10.0,-1.9,True,,False,False,,,,,False,,True,False,,,False,False,,False,,,,,False,True
30099,48,48.0,47.9,,35.0,,,,,,7.0,,32.4,2.1,,,29.1,59.0,,74.5,,,,,164.0,75.2,0.0,-0.1,,-13.0,,,,,,-41.0,,-15.6,-45.9,,,-18.9,11.0,,26.5,,,,,116.0,27.2,False,,False,,,,,,False,,False,False,,,False,False,,False,,,,,False,False
30101,184,141.0,144.4,,88.0,51.0,,,,,201.0,,150.6,2.2,,58.0,83.0,87.0,,0.0,,85.8,,,118.0,449.0,-43.0,-39.6,,-96.0,-133.0,,,,,17.0,,-33.4,-181.8,,-126.0,-101.0,-97.0,,-184.0,,-98.2,,,-66.0,265.0,True,,False,False,,,,,True,,True,False,,False,False,False,,False,,False,,,False,False
30103,15,0.0,0.0,,0.0,0.0,,,,,6.0,,2.4,0.1,,,0.0,0.0,,0.0,,,,,0.0,3.0,-15.0,-15.0,,-15.0,-15.0,,,,,-9.0,,-12.6,-14.9,,,-15.0,-15.0,,-15.0,,,,,-15.0,-12.0,False,,False,False,,,,,True,,True,True,,,True,False,,False,,,,,False,True
30105,213,72.0,79.6,,70.0,0.0,,,,,280.0,,137.3,17.0,,,61.5,111.0,,41.4,,,,,31.0,65.6,-141.0,-133.4,,-143.0,-213.0,,,,,67.0,,-75.7,-196.0,,,-151.5,-102.0,,-171.7,,,,,-182.0,-147.4,True,,False,False,,,,,True,,True,False,,,False,True,,False,,,,,False,False
30107,41,12.0,11.3,,5.0,0.0,,,,,6.0,,29.4,2.8,,3.4,3.7,21.0,,1.8,,,,,15.0,110.3,-29.0,-29.7,,-36.0,-41.0,,,,,-35.0,,-11.6,-38.2,,-37.6,-37.3,-20.0,,-39.2,,,,,-26.0,69.3,False,,False,False,,,,,False,,True,False,,False,False,True,,False,,,,,True,False
30109,23,27.0,30.0,,3.0,0.0,,,,,30.0,,3.7,1.8,,,4.1,44.0,,3.9,,,,,37.0,47.2,4.0,7.0,,-20.0,-23.0,,,,,7.0,,-19.3,-21.2,,,-18.9,21.0,,-19.1,,,,,14.0,24.2,False,,False,False,,,,,False,,False,False,,,False,False,,False,,,,,False,False
30111,2238,1338.0,1312.9,,1307.0,1621.0,,,,,1728.0,,1375.7,634.5,,1464.3,1117.5,2070.0,,772.6,,860.1,1218.0,,1769.0,963.4,-900.0,-925.1,,-931.0,-617.0,,,,,-510.0,,-862.3,-1603.5,,-773.7,-1120.5,-168.0,,-1465.4,,-1377.9,-1020.0,,-469.0,-1274.6,False,,False,True,,,,,True,,True,False,,True,False,True,,False,,False,False,,True,False
31001,212,159.0,152.6,,138.0,167.0,,,,,150.0,,159.2,242.5,,41.3,128.9,201.0,,32.1,,126.1,,,128.0,49.5,-53.0,-59.4,,-74.0,-45.0,,,,,-62.0,,-52.8,30.5,,-170.7,-83.1,-11.0,,-179.9,,-85.9,,,-84.0,-162.5,False,,False,True,,,,,False,,True,True,,False,False,True,,False,,False,,,False,False
31003,56,93.0,94.8,,45.0,44.0,,,,,39.0,,138.3,13.1,,30.2,51.2,91.0,,28.7,,83.3,,,73.0,29.4,37.0,38.8,,-11.0,-12.0,,,,,-17.0,,82.3,-42.9,,-25.8,-4.8,35.0,,-27.3,,27.3,,,17.0,-26.6,False,,True,True,,,,,True,,False,False,,True,True,True,,True,,True,,,True,True
31005,3,0.0,0.0,,0.0,0.0,,,,,6.0,,0.1,1.1,,,0.0,0.0,,0.0,,,,,0.0,3.0,-3.0,-3.0,,-3.0,-3.0,,,,,3.0,,-2.9,-1.9,,,-3.0,-3.0,,-3.0,,,,,-3.0,0.0,False,,False,False,,,,,False,,True,True,,,True,False,,False,,,,,False,True
31007,2,0.0,0.0,,0.0,0.0,,,,,9.0,,0.6,0.1,,,0.0,0.0,,0.0,,,,,0.0,3.0,-2.0,-2.0,,-2.0,-2.0,,,,,7.0,,-1.4,-1.9,,,-2.0,-2.0,,-2.0,,,,,-2.0,1.0,False,,False,False,,,,,False,,True,True,,,True,False,,False,,,,,False,True
31009,2,0.0,0.0,,0.0,0.0,,,,,6.0,,0.4,4.2,,,0.0,0.0,,0.0,,,,,0.0,3.0,-2.0,-2.0,,-2.0,-2.0,,,,,4.0,,-1.6,2.2,,,-2.0,-2.0,,-2.0,,,,,-2.0,1.0,False,,False,False,,,,,False,,True,False,,,True,False,,False,,,,,False,True
31011,44,57.0,57.7,,29.0,34.0,,,,,25.0,,59.9,13.3,,14.1,43.3,65.0,,14.0,,,,,35.0,22.0,13.0,13.7,,-15.0,-10.0,,,,,-19.0,,15.9,-30.7,,-29.9,-0.7,21.0,,-30.0,,,,,-9.0,-22.0,False,,False,True,,,,,False,,False,False,,False,True,False,,False,,,,,True,False
31013,125,66.0,62.2,,55.0,48.0,,,,,36.0,,134.7,40.4,,46.7,77.0,76.0,,44.1,,,,,43.0,49.4,-59.0,-62.8,,-70.0,-77.0,,,,,-89.0,,9.7,-84.6,,-78.3,-48.0,-49.0,,-80.9,,,,,-82.0,-75.6,False,,False,False,,,,,False,,True,False,,False,True,True,,False,,,,,False,False
31015,32,33.0,32.8,,13.0,0.0,,,,,25.0,,45.6,5.7,,3.9,16.2,26.0,,6.2,,,,,28.0,8.3,1.0,0.8,,-19.0,-32.0,,,,,-7.0,,13.6,-26.3,,-28.1,-15.8,-6.0,,-25.8,,,,,-4.0,-23.7,True,,False,False,,,,,False,,False,False,,False,False,False,,False,,,,,False,False
31017,20,48.0,50.7,,24.0,0.0,,,,,24.0,,111.1,51.1,,,20.7,61.0,,0.0,,,,,31.0,28.9,28.0,30.7,,4.0,-20.0,,,,,4.0,,91.1,31.1,,,0.7,41.0,,-20.0,,,,,11.0,8.9,False,,True,True,,,,,True,,False,False,,,True,False,,True,,,,,True,True
31019,577,420.0,417.8,,378.0,526.0,,,,,206.0,,448.2,339.0,,251.0,390.3,482.0,,498.2,,356.9,,,324.0,281.7,-157.0,-159.2,,-199.0,-51.0,,,,,-371.0,,-128.8,-238.0,,-326.0,-186.7,-95.0,,-78.8,,-220.1,,,-253.0,-295.3,False,,False,True,,,,,False,,True,False,,False,False,True,,True,,False,,,False,False
31021,33,21.0,23.0,,20.0,0.0,,,,,29.0,,24.1,12.0,,19.5,12.3,44.0,,23.4,,28.2,,,49.0,7.5,-12.0,-10.0,,-13.0,-33.0,,,,,-4.0,,-8.9,-21.0,,-13.5,-20.7,11.0,,-9.6,,-4.8,,,16.0,-25.5,True,,False,False,,,,,True,,True,False,,False,False,True,,True,,True,,,False,False
31023,111,96.0,89.6,,40.0,36.0,,,,,32.0,,116.7,31.5,,22.8,38.6,110.0,,55.1,,66.0,,,101.0,20.6,-15.0,-21.4,,-71.0,-75.0,,,,,-79.0,,5.7,-79.5,,-88.2,-72.4,-1.0,,-55.9,,-45.0,,,-10.0,-90.4,False,,False,False,,,,,False,,True,False,,False,False,True,,False,,False,,,True,False
31025,157,90.0,89.8,,88.0,97.0,,,,,55.0,,124.8,80.6,,48.4,93.2,174.0,,232.3,,73.2,,,86.0,135.6,-67.0,-67.2,,-69.0,-60.0,,,,,-102.0,,-32.2,-76.4,,-108.6,-63.8,17.0,,75.3,,-83.8,,,-71.0,-21.4,False,,False,True,,,,,False,,True,False,,False,True,True,,False,,False,,,False,True
31027,42,45.0,40.9,,36.0,22.0,,,,,60.0,,52.6,16.5,,23.1,33.0,60.0,,12.5,,46.4,,,61.0,27.1,3.0,-1.1,,-6.0,-20.0,,,,,18.0,,10.6,-25.5,,-18.9,-9.0,18.0,,-29.5,,4.4,,,19.0,-14.9,True,,False,False,,,,,False,,False,False,,False,False,False,,False,,False,,,False,False
31029,109,30.0,34.3,,15.0,0.0,,,,,13.0,,18.6,11.0,,3.5,11.7,36.0,,50.7,,,,,38.0,29.2,-79.0,-74.7,,-94.0,-109.0,,,,,-96.0,,-90.4,-98.0,,-105.5,-97.3,-73.0,,-58.3,,,,,-71.0,-79.8,True,,False,False,,,,,False,,False,False,,False,False,True,,True,,,,,True,False
31031,16,15.0,13.8,,9.0,0.0,,,,,58.0,,17.2,18.1,,7.5,2.5,31.0,,0.3,,,,,10.0,10.7,-1.0,-2.2,,-7.0,-16.0,,,,,42.0,,1.2,2.1,,-8.5,-13.5,15.0,,-15.7,,,,,-6.0,-5.3,False,,False,False,,,,,False,,False,False,,False,False,False,,False,,,,,False,False
31033,40,24.0,15.8,,15.0,0.0,,,,,22.0,,23.5,11.3,,7.3,10.1,,,41.1,,14.6,,,47.0,9.8,-16.0,-24.2,,-25.0,-40.0,,,,,-18.0,,-16.5,-28.7,,-32.7,-29.9,,,1.1,,-25.4,,,7.0,-30.2,False,,False,False,,,,,False,,False,False,,False,False,,,True,,False,,,True,False
31035,77,30.0,30.5,,23.0,23.0,,,,,14.0,,32.2,9.1,,14.6,18.0,51.0,,58.8,,25.6,,,31.0,15.9,-47.0,-46.5,,-54.0,-54.0,,,,,-63.0,,-44.8,-67.9,,-62.4,-59.0,-26.0,,-18.2,,-51.4,,,-46.0,-61.1,True,,False,False,,,,,False,,True,False,,False,False,True,,True,,False,,,True,False
31037,96,54.0,54.5,,45.0,10.0,,,,,81.0,,56.2,43.3,,8.6,45.0,360.0,,111.0,,23.0,,,0.0,30.3,-42.0,-41.5,,-51.0,-86.0,,,,,-15.0,,-39.8,-52.7,,-87.4,-51.0,264.0,,15.0,,-73.0,,,-96.0,-65.7,True,,False,False,,,,,True,,True,False,,False,False,False,,True,,False,,,False,False
31039,110,81.0,78.3,,57.0,70.0,,,,,57.0,,105.3,37.5,,24.2,69.8,94.0,,17.2,,51.7,,,88.0,35.9,-29.0,-31.7,,-53.0,-40.0,,,,,-53.0,,-4.7,-72.5,,-85.8,-40.2,-16.0,,-92.8,,-58.3,,,-22.0,-74.1,False,,False,False,,,,,False,,True,False,,False,False,True,,False,,False,,,True,False
31041,111,42.0,45.0,,31.0,1.0,,,,,45.0,,52.5,9.0,,9.2,29.3,60.0,,47.7,,26.0,,,57.0,9.5,-69.0,-66.0,,-80.0,-110.0,,,,,-66.0,,-58.5,-102.0,,-101.8,-81.7,-51.0,,-63.3,,-85.0,,,-54.0,-101.5,True,,False,False,,,,,True,,True,False,,False,False,True,,True,,False,,,True,False
31043,229,234.0,243.5,,162.0,0.0,,,,,124.0,,214.6,72.5,,102.9,228.9,296.0,,185.4,,132.0,,,296.0,131.7,5.0,14.5,,-67.0,-229.0,,,,,-105.0,,-14.4,-156.5,,-126.1,-0.1,67.0,,-43.6,,-97.0,,,67.0,-97.3,False,,False,False,,,,,False,,False,False,,False,True,False,,False,,False,,,False,False
31045,88,36.0,36.7,,26.0,0.0,,,,,49.0,,37.2,27.5,,13.2,29.1,75.0,,11.9,,,,,40.0,22.6,-52.0,-51.3,,-62.0,-88.0,,,,,-39.0,,-50.8,-60.5,,-74.8,-58.9,-13.0,,-76.1,,,,,-48.0,-65.4,True,,False,False,,,,,True,,True,False,,False,False,True,,False,,,,,True,False
31047,156,78.0,79.1,,70.0,13.0,,,,,78.0,,75.7,119.1,,26.3,66.7,499.0,,236.0,,65.8,,,96.0,32.5,-78.0,-76.9,,-86.0,-143.0,,,,,-78.0,,-80.3,-36.9,,-129.7,-89.3,343.0,,80.0,,-90.2,,,-60.0,-123.5,True,,False,False,,,,,False,,False,True,,False,False,False,,False,,False,,,True,False
31049,4,0.0,0.0,,0.0,0.0,,,,,14.0,,0.3,3.9,,,0.0,0.0,,0.0,,,,,0.0,3.0,-4.0,-4.0,,-4.0,-4.0,,,,,10.0,,-3.7,-0.1,,,-4.0,-4.0,,-4.0,,,,,-4.0,-1.0,True,,False,False,,,,,False,,True,True,,,True,False,,False,,,,,False,True
31051,59,42.0,40.8,,31.0,0.0,,,,,31.0,,34.4,8.6,,20.0,26.2,61.0,,31.4,,29.9,,,58.0,650.7,-17.0,-18.2,,-28.0,-59.0,,,,,-28.0,,-24.6,-50.4,,-39.0,-32.8,2.0,,-27.6,,-29.1,,,-1.0,591.7,False,,False,False,,,,,False,,False,False,,False,False,True,,False,,False,,,True,False
31053,292,348.0,349.5,,268.0,482.0,,,,,224.0,,340.6,235.2,,149.3,263.0,567.0,,102.6,,303.7,,,248.0,174.0,56.0,57.5,,-24.0,190.0,,,,,-68.0,,48.6,-56.8,,-142.7,-29.0,275.0,,-189.4,,11.7,,,-44.0,-118.0,False,,True,False,,,,,False,,True,False,,False,True,False,,False,,True,,,True,False
31055,4515,3222.0,3083.5,2747.4,2907.0,3662.0,,,,,2169.0,,2919.3,2011.0,,1936.4,3248.2,5358.0,,2381.2,,3680.1,3564.0,,3255.0,,-1293.0,-1431.5,-1767.6,-1608.0,-853.0,,,,,-2346.0,,-1595.7,-2504.0,,-2578.6,-1266.8,843.0,,-2133.8,,-834.9,-951.0,,-1260.0,,False,False,False,True,,,,,False,,False,False,,False,True,True,,False,,True,True,,True,
31057,6,6.0,6.3,,6.0,0.0,,,,,12.0,,6.7,7.3,,,1.2,4.0,,69.6,,,,,13.0,4.5,0.0,0.3,,0.0,-6.0,,,,,6.0,,0.7,1.3,,,-4.8,-2.0,,63.6,,,,,7.0,-1.5,False,,True,False,,,,,False,,False,False,,,False,False,,False,,,,,False,False
31059,35,9.0,9.2,,9.0,0.0,,,,,15.0,,10.8,12.6,,12.7,3.9,,,1.2,,9.9,,,4.0,10.1,-26.0,-25.8,,-26.0,-35.0,,,,,-20.0,,-24.2,-22.4,,-22.3,-31.1,,,-33.8,,-25.1,,,-31.0,-24.9,True,,False,False,,,,,True,,True,True,,True,False,,,False,,True,,,False,True
31061,49,36.0,32.1,,29.0,,,,,,13.0,,46.8,2.7,,6.6,29.7,,,157.4,,,,,34.0,14.7,-13.0,-16.9,,-20.0,,,,,,-36.0,,-2.2,-46.3,,-42.4,-19.3,,,108.4,,,,,-15.0,-34.3,False,,False,,,,,,False,,True,False,,False,False,,,False,,,,,False,False
31063,28,12.0,14.4,,5.0,0.0,,,,,8.0,,15.0,5.3,,1.6,2.0,,,1.5,,,,,26.0,53.5,-16.0,-13.6,,-23.0,-28.0,,,,,-20.0,,-13.0,-22.7,,-26.4,-26.0,,,-26.5,,,,,-2.0,25.5,True,,False,False,,,,,False,,True,False,,False,False,,,False,,,,,True,False
31065,47,12.0,10.6,,9.0,0.0,,,,,15.0,,3.9,6.2,,10.7,18.0,25.0,,3.5,,,,,7.0,11.5,-35.0,-36.4,,-38.0,-47.0,,,,,-32.0,,-43.1,-40.8,,-36.3,-29.0,-22.0,,-43.5,,,,,-40.0,-35.5,False,,False,False,,,,,True,,False,False,,False,True,True,,False,,,,,False,False
31067,224,153.0,155.3,,114.0,213.0,,,,,63.0,,249.2,48.5,,69.4,115.4,306.0,,84.7,,126.4,,,133.0,35.5,-71.0,-68.7,,-110.0,-11.0,,,,,-161.0,,25.2,-175.5,,-154.6,-108.6,82.0,,-139.3,,-97.6,,,-91.0,-188.5,True,,False,True,,,,,False,,True,False,,False,False,False,,False,,False,,,False,False
31069,6,9.0,9.6,,6.0,0.0,,,,,11.0,,11.8,2.4,,1.0,0.2,,,14.9,,,,,12.0,1.9,3.0,3.6,,0.0,-6.0,,,,,5.0,,5.8,-3.6,,-5.0,-5.8,,,8.9,,,,,6.0,-4.1,False,,True,False,,,,,False,,False,False,,False,False,,,False,,,,,False,False
31071,15,3.0,3.3,,3.0,0.0,,,,,11.0,,4.9,2.1,,0.5,0.6,0.0,,1.0,,,,,2.0,3.2,-12.0,-11.7,,-12.0,-15.0,,,,,-4.0,,-10.1,-12.9,,-14.5,-14.4,-15.0,,-14.0,,,,,-13.0,-11.8,True,,False,False,,,,,True,,True,False,,False,False,False,,False,,,,,False,True
31073,17,27.0,29.4,,23.0,,,,,,14.0,,26.4,1.5,,7.9,17.2,37.0,,73.0,,20.6,,,28.0,267.9,10.0,12.4,,6.0,,,,,,-3.0,,9.4,-15.5,,-9.1,0.2,20.0,,56.0,,3.6,,,11.0,250.9,False,,True,,,,,,True,,True,False,,True,True,False,,False,,True,,,False,False
31075,4,3.0,2.9,,3.0,0.0,,,,,8.0,,0.1,8.6,,,0.0,0.0,,0.2,,,,,12.0,3.0,-1.0,-1.1,,-1.0,-4.0,,,,,4.0,,-3.9,4.6,,,-4.0,-4.0,,-3.8,,,,,8.0,-1.0,False,,False,False,,,,,False,,False,False,,,False,False,,False,,,,,False,False
31077,12,30.0,33.2,,16.0,,,,,,11.0,,38.6,3.3,,3.8,15.2,36.0,,18.4,,,,,24.0,8.2,18.0,21.2,,4.0,,,,,,-1.0,,26.6,-8.7,,-8.2,3.2,24.0,,6.4,,,,,12.0,-3.8,False,,True,,,,,,True,,False,True,,True,True,False,,True,,,,,True,True
31079,480,207.0,210.5,,181.0,262.0,,,,,318.0,,216.9,297.6,,65.0,164.6,355.0,,156.2,,173.1,,,185.0,78.8,-273.0,-269.5,,-299.0,-218.0,,,,,-162.0,,-263.1,-182.4,,-415.0,-315.4,-125.0,,-323.9,,-306.9,,,-295.0,-401.2,True,,False,True,,,,,True,,True,True,,False,False,True,,False,,False,,,False,False
31081,82,54.0,54.0,,44.0,41.0,,,,,27.0,,57.7,18.0,,35.5,57.7,87.0,,38.9,,31.4,,,49.0,41.4,-28.0,-28.0,,-38.0,-41.0,,,,,-55.0,,-24.3,-64.0,,-46.5,-24.3,5.0,,-43.1,,-50.6,,,-33.0,-40.6,False,,False,False,,,,,False,,True,False,,False,True,True,,False,,False,,,False,False
31083,30,9.0,9.6,,7.0,0.0,,,,,12.0,,17.1,20.5,,1.7,5.1,,,1.6,,,,,5.0,12.5,-21.0,-20.4,,-23.0,-30.0,,,,,-18.0,,-12.9,-9.5,,-28.3,-24.9,,,-28.4,,,,,-25.0,-17.5,True,,False,False,,,,,True,,True,True,,False,False,,,False,,,,,False,True
31085,20,0.0,0.0,,0.0,0.0,,,,,6.0,,0.7,0.0,,,1.0,0.0,,0.0,,,,,,3.0,-20.0,-20.0,,-20.0,-20.0,,,,,-14.0,,-19.3,-20.0,,,-19.0,-20.0,,-20.0,,,,,,-17.0,False,,False,False,,,,,True,,True,False,,,True,False,,False,,,,,,True
31087,33,15.0,15.1,,9.0,0.0,,,,,12.0,,12.7,10.9,,1.5,4.2,,,18.5,,,,,35.0,50.0,-18.0,-17.9,,-24.0,-33.0,,,,,-21.0,,-20.3,-22.1,,-31.5,-28.8,,,-14.5,,,,,2.0,17.0,True,,False,False,,,,,False,,False,False,,False,False,,,True,,,,,True,True
31089,156,120.0,120.0,,101.0,46.0,,,,,81.0,,202.8,35.5,,151.0,93.2,219.0,,185.7,,,,,117.0,19.2,-36.0,-36.0,,-55.0,-110.0,,,,,-75.0,,46.8,-120.5,,-5.0,-62.8,63.0,,29.7,,,,,-39.0,-136.8,False,,False,False,,,,,False,,False,False,,True,False,False,,True,,,,,False,False
31091,8,18.0,16.8,,10.0,,,,,,11.0,,13.9,1.7,,,0.2,4.0,,2.5,,,,,16.0,26.0,10.0,8.8,,2.0,,,,,,3.0,,5.9,-6.3,,,-7.8,-4.0,,-5.5,,,,,8.0,18.0,True,,True,,,,,,True,,True,True,,,True,True,,True,,,,,True,False
31093,33,30.0,30.3,,26.0,0.0,,,,,24.0,,31.0,12.5,,8.8,31.0,57.0,,107.8,,23.3,,,22.0,26.9,-3.0,-2.7,,-7.0,-33.0,,,,,-9.0,,-2.0,-20.5,,-24.2,-2.0,24.0,,74.8,,-9.7,,,-11.0,-6.1,True,,False,False,,,,,False,,True,False,,False,True,False,,False,,False,,,False,False
31095,46,21.0,23.7,,14.0,,,,,,20.0,,20.0,9.5,,4.6,5.3,22.0,,13.4,,,,,48.0,8.7,-25.0,-22.3,,-32.0,,,,,,-26.0,,-26.0,-36.5,,-41.4,-40.7,-24.0,,-32.6,,,,,2.0,-37.3,True,,False,,,,,,False,,False,False,,False,False,True,,False,,,,,True,False
31097,30,63.0,61.4,,46.0,68.0,,,,,15.0,,116.8,8.1,,11.5,41.7,51.0,,39.6,,,,,68.0,35.5,33.0,31.4,,16.0,38.0,,,,,-15.0,,86.8,-21.9,,-18.5,11.7,21.0,,9.6,,,,,38.0,5.5,True,,True,False,,,,,True,,False,True,,True,True,True,,True,,,,,False,True
31099,99,45.0,40.4,,29.0,3.0,,,,,25.0,,41.2,11.5,,5.9,33.9,83.0,,31.2,,44.6,,,57.0,24.6,-54.0,-58.6,,-70.0,-96.0,,,,,-74.0,,-57.8,-87.5,,-93.1,-65.1,-16.0,,-67.8,,-54.4,,,-42.0,-74.4,False,,False,False,,,,,False,,False,False,,False,False,True,,False,,False,,,True,False
31101,30,9.0,6.3,,7.0,0.0,,,,,22.0,,4.1,20.5,,11.7,7.5,32.0,,0.0,,,,,4.0,11.4,-21.0,-23.7,,-23.0,-30.0,,,,,-8.0,,-25.9,-9.5,,-18.3,-22.5,2.0,,-30.0,,,,,-26.0,-18.6,False,,False,False,,,,,True,,False,True,,True,False,True,,False,,,,,False,True
31103,4,0.0,0.0,,0.0,0.0,,,,,16.0,,1.1,6.9,,,0.0,0.0,,0.0,,,,,0.0,4.3,-4.0,-4.0,,-4.0,-4.0,,,,,12.0,,-2.9,2.9,,,-4.0,-4.0,,-4.0,,,,,-4.0,0.3,True,,False,False,,,,,False,,True,True,,,True,False,,False,,,,,False,True
31105,26,12.0,11.2,,6.0,0.0,,,,,13.0,,15.5,0.4,,1.2,0.3,21.0,,13.9,,6.8,,,28.0,2.0,-14.0,-14.8,,-20.0,-26.0,,,,,-13.0,,-10.5,-25.6,,-24.8,-25.7,-5.0,,-12.1,,-19.2,,,2.0,-24.0,False,,False,False,,,,,True,,True,False,,False,False,True,,True,,False,,,True,False
31107,60,90.0,81.2,,71.0,76.0,,,,,45.0,,103.3,15.4,,42.9,73.0,68.0,,13.0,,80.0,,,52.0,45.2,30.0,21.2,,11.0,16.0,,,,,-15.0,,43.3,-44.6,,-17.1,13.0,8.0,,-47.0,,20.0,,,-8.0,-14.8,True,,True,True,,,,,True,,False,False,,True,True,True,,False,,True,,,True,True
31109,1912,1716.0,1721.4,,1356.0,1896.0,,,,,1326.0,,1839.8,3287.9,,1336.7,1451.2,1712.0,,391.9,,1296.1,1205.0,,1345.0,939.4,-196.0,-190.6,,-556.0,-16.0,,,,,-586.0,,-72.2,1375.9,,-575.3,-460.8,-200.0,,-1520.1,,-615.9,-707.0,,-567.0,-972.6,True,,False,True,,,,,False,,True,False,,False,False,False,,False,,False,False,,False,False
31111,349,282.0,302.0,,169.0,268.0,,,,,137.0,,270.0,69.9,,48.8,114.4,199.0,,131.9,,210.9,,,420.0,129.4,-67.0,-47.0,,-180.0,-81.0,,,,,-212.0,,-79.0,-279.1,,-300.2,-234.6,-150.0,,-217.1,,-138.1,,,71.0,-219.6,True,,False,False,,,,,False,,False,False,,False,False,False,,False,,False,,,False,False
31113,4,3.0,2.6,,0.0,0.0,,,,,8.0,,0.5,2.7,,,0.2,0.0,,0.2,,,,,19.0,3.2,-1.0,-1.4,,-4.0,-4.0,,,,,4.0,,-3.5,-1.3,,,-3.8,-4.0,,-3.8,,,,,15.0,-0.8,False,,False,False,,,,,False,,False,False,,,False,False,,False,,,,,False,True
31115,4,0.0,0.8,,0.0,0.0,,,,,9.0,,0.6,3.5,,,0.0,0.0,,0.0,,,,,0.0,3.0,-4.0,-3.2,,-4.0,-4.0,,,,,5.0,,-3.4,-0.5,,,-4.0,-4.0,,-4.0,,,,,-4.0,-1.0,True,,False,False,,,,,False,,True,True,,,True,False,,False,,,,,False,True
31117,5,0.0,0.0,,0.0,0.0,,,,,7.0,,0.5,0.2,,,0.0,0.0,,0.0,,,,,0.0,3.0,-5.0,-5.0,,-5.0,-5.0,,,,,2.0,,-4.5,-4.8,,,-5.0,-5.0,,-5.0,,,,,-5.0,-2.0,False,,False,False,,,,,True,,True,True,,,True,False,,False,,,,,False,True
31119,315,177.0,181.5,,177.0,130.0,,,,,300.0,,184.1,198.4,,106.4,185.8,197.0,,308.1,,141.0,,,169.0,130.8,-138.0,-133.5,,-138.0,-185.0,,,,,-15.0,,-130.9,-116.6,,-208.6,-129.2,-118.0,,-6.9,,-174.0,,,-146.0,-184.2,True,,False,False,,,,,True,,True,True,,False,True,True,,True,,False,,,False,False
