,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,MSRA-DeepST,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-MSRA-DeepST,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
29099,339,235.0,,217.0,,231.0,175.0,,,,,,520.1,,338.0,,278.7,238.6,,231.0,249.5,32.2,,299.0,,,,,199.6,266.0,,370.0,183.8,-104.0,,-122.0,,-108.0,-164.0,,,,,,181.1,,-1.0,,-60.3,-100.4,,-108.0,-89.5,-306.8,,-40.0,,,,,-139.4,-73.0,,31.0,-155.2,,False,,False,False,,,,,,False,,True,,True,True,,False,True,False,,True,,,,,False,True,,True,False
29101,75,115.0,,128.7,,104.0,88.0,,,,,,159.8,,145.0,,369.7,16.6,,55.0,91.0,110.1,,,,,,,92.6,,,347.0,63.9,40.0,,53.7,,29.0,13.0,,,,,,84.8,,70.0,,294.7,-58.4,,-20.0,16.0,35.1,,,,,,,17.6,,,272.0,-11.1,,False,,True,True,,,,,,False,,False,,False,False,,True,True,True,,,,,,,True,,,False,True
29103,3,4.0,,3.8,,2.0,0.0,,,,,,5.0,,8.0,,2.1,1.8,,,1.3,,,,4.0,,,,,,,2.0,2.4,1.0,,0.8,,-1.0,-3.0,,,,,,2.0,,5.0,,-0.9,-1.2,,,-1.7,,,,1.0,,,,,,,-1.0,-0.6,,True,,False,False,,,,,,False,,False,,True,False,,,False,,,,False,,,,,,,False,True
29105,114,125.0,,123.9,,115.0,112.0,,,,,,223.2,,131.0,,212.7,76.6,,104.8,115.5,73.8,,174.0,,,,,,,,0.0,103.7,11.0,,9.9,,1.0,-2.0,,,,,,109.2,,17.0,,98.7,-37.4,,-9.2,1.5,-40.2,,60.0,,,,,,,,-114.0,-10.3,,True,,True,True,,,,,,False,,False,,False,False,,True,True,False,,False,,,,,,,,False,True
29107,64,60.0,,59.4,,59.0,56.0,,,,,,176.0,,74.0,,105.8,24.8,,26.0,49.0,65.3,,82.0,58.0,,,,,,,81.0,56.1,-4.0,,-4.6,,-5.0,-8.0,,,,,,112.0,,10.0,,41.8,-39.2,,-38.0,-15.0,1.3,,18.0,-6.0,,,,,,,17.0,-7.9,,False,,False,False,,,,,,False,,False,,False,False,,False,False,True,,False,False,,,,,,,False,False
29109,118,121.0,,116.1,,116.0,111.0,,,,,,181.5,,152.0,,149.0,59.5,,95.9,91.5,97.4,,157.0,,,,,,,,136.0,79.8,3.0,,-1.9,,-2.0,-7.0,,,,,,63.5,,34.0,,31.0,-58.5,,-22.1,-26.5,-20.6,,39.0,,,,,,,,18.0,-38.2,,True,,True,False,,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,,False,False
29111,26,16.0,,15.1,,15.0,14.0,,,,,,11.9,,17.0,,21.3,7.3,,11.2,16.8,0.0,,27.0,27.0,,,,,,,15.0,13.4,-10.0,,-10.9,,-11.0,-12.0,,,,,,-14.1,,-9.0,,-4.7,-18.7,,-14.8,-9.2,-26.0,,1.0,1.0,,,,,,,-11.0,-12.6,,False,,False,False,,,,,,False,,True,,True,False,,False,True,False,,True,True,,,,,,,False,False
29113,94,86.0,,86.2,,86.0,94.0,,,,,,92.9,,87.0,,88.1,49.7,,67.0,84.5,86.7,,105.0,,,,,,,,0.0,60.2,-8.0,,-7.8,,-8.0,0.0,,,,,,-1.1,,-7.0,,-5.9,-44.3,,-27.0,-9.5,-7.3,,11.0,,,,,,,,-94.0,-33.8,,True,,False,True,,,,,,True,,True,,True,False,,False,False,True,,False,,,,,,,,False,False
29115,8,6.0,,3.1,,6.0,18.0,,,,,,7.6,,30.0,,22.1,4.8,,3.6,10.8,0.0,,16.0,,,,,,,,17.0,15.3,-2.0,,-4.9,,-2.0,10.0,,,,,,-0.4,,22.0,,14.1,-3.2,,-4.4,2.8,-8.0,,8.0,,,,,,,,9.0,7.3,,False,,False,False,,,,,,True,,False,,False,False,,False,False,False,,False,,,,,,,,False,False
29117,20,18.0,,18.9,,19.0,27.0,,,,,,28.1,,44.0,,68.3,16.7,,13.7,33.6,0.0,,,,,,,,,,0.0,34.9,-2.0,,-1.1,,-1.0,7.0,,,,,,8.1,,24.0,,48.3,-3.3,,-6.3,13.6,-20.0,,,,,,,,,,-20.0,14.9,,True,,True,False,,,,,,False,,False,,False,False,,False,False,False,,,,,,,,,,False,False
29119,33,36.0,,40.7,,30.0,0.0,,,,,,61.4,,94.0,,45.5,8.0,,15.8,31.1,0.3,,47.0,,,,,29.8,,,46.0,19.5,3.0,,7.7,,-3.0,-33.0,,,,,,28.4,,61.0,,12.5,-25.0,,-17.2,-1.9,-32.7,,14.0,,,,,-3.2,,,13.0,-13.5,,False,,False,False,,,,,,False,,False,,False,False,,False,True,False,,False,,,,,False,,,False,False
29121,12,9.0,,8.3,,8.0,8.0,,,,,,18.6,,31.0,,20.3,9.2,,5.3,13.0,7.1,,15.0,9.0,,,,,,,10.0,11.6,-3.0,,-3.7,,-4.0,-4.0,,,,,,6.6,,19.0,,8.3,-2.8,,-6.7,1.0,-4.9,,3.0,-3.0,,,,,,,-2.0,-0.4,,False,,False,False,,,,,,False,,False,,False,True,,False,True,False,,False,False,,,,,,,True,True
29123,53,58.0,,55.7,,37.0,16.0,,,,,,26.3,,27.0,,87.5,14.2,,21.9,37.1,30.7,,92.0,112.0,,,,,,,88.0,27.2,5.0,,2.7,,-16.0,-37.0,,,,,,-26.7,,-26.0,,34.5,-38.8,,-31.1,-15.9,-22.3,,39.0,59.0,,,,,,,35.0,-25.8,,True,,False,False,,,,,,False,,False,,False,False,,False,False,False,,False,False,,,,,,,False,False
29125,45,21.0,,22.5,,21.0,16.0,,,,,,12.1,,16.0,,30.6,9.6,,22.3,29.0,11.6,,33.0,,,,,,,,33.0,10.1,-24.0,,-22.5,,-24.0,-29.0,,,,,,-32.9,,-29.0,,-14.4,-35.4,,-22.7,-16.0,-33.4,,-12.0,,,,,,,,-12.0,-34.9,,True,,False,False,,,,,,False,,False,,True,False,,True,True,False,,True,,,,,,,,True,False
29127,86,39.0,,37.8,,38.0,34.0,,,,,,43.2,,71.0,,54.8,31.3,,32.4,50.0,0.0,,59.0,,,,,,,,67.0,36.8,-47.0,,-48.2,,-48.0,-52.0,,,,,,-42.8,,-15.0,,-31.2,-54.7,,-53.6,-36.0,-86.0,,-27.0,,,,,,,,-19.0,-49.2,,False,,False,False,,,,,,True,,True,,True,False,,False,True,False,,True,,,,,,,,True,False
29129,0,0.0,,0.0,,0.0,0.0,,,,,,6.4,,7.0,,1.0,0.9,,0.7,0.5,,,0.0,2.0,,,,,,,0.0,1.2,0.0,,0.0,,0.0,0.0,,,,,,6.4,,7.0,,1.0,0.9,,0.7,0.5,,,0.0,2.0,,,,,,,0.0,1.2,,True,,True,True,,,,,,False,,False,,False,False,,False,False,,,True,False,,,,,,,True,False
29131,100,101.0,,102.2,,85.0,80.0,,,,,,45.8,,71.0,,95.9,49.8,,90.2,84.3,65.5,,135.0,,,,,,,,142.0,48.3,1.0,,2.2,,-15.0,-20.0,,,,,,-54.2,,-29.0,,-4.1,-50.2,,-9.8,-15.7,-34.5,,35.0,,,,,,,,42.0,-51.7,,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,,False,False
29133,61,32.0,,32.6,,24.0,15.0,,,,,,25.5,,33.0,,19.1,8.3,,24.2,29.2,13.6,,42.0,,,,,,,,44.0,14.1,-29.0,,-28.4,,-37.0,-46.0,,,,,,-35.5,,-28.0,,-41.9,-52.7,,-36.8,-31.8,-47.4,,-19.0,,,,,,,,-17.0,-46.9,,True,,False,False,,,,,,False,,True,,False,False,,False,False,False,,True,,,,,,,,True,False
29135,128,74.0,,72.0,,57.0,56.0,,,,,,37.3,,42.0,,89.7,15.3,,50.4,64.0,44.1,,97.0,147.0,,,,,,,75.0,33.1,-54.0,,-56.0,,-71.0,-72.0,,,,,,-90.7,,-86.0,,-38.3,-112.7,,-77.6,-64.0,-83.9,,-31.0,19.0,,,,,,,-53.0,-94.9,,False,,False,False,,,,,,False,,False,,True,False,,False,False,False,,True,True,,,,,,,True,False
29137,22,24.0,,25.8,,11.0,0.0,,,,,,17.6,,10.0,,17.1,4.9,,10.7,15.6,6.7,,28.0,,,,,,,,13.0,4.0,2.0,,3.8,,-11.0,-22.0,,,,,,-4.4,,-12.0,,-4.9,-17.1,,-11.3,-6.4,-15.3,,6.0,,,,,,,,-9.0,-18.0,,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,,False,False
29139,33,15.0,,15.7,,10.0,7.0,,,,,,16.1,,13.0,,9.5,2.3,,8.8,16.1,7.8,,10.0,,,,,,,,8.0,6.4,-18.0,,-17.3,,-23.0,-26.0,,,,,,-16.9,,-20.0,,-23.5,-30.7,,-24.2,-16.9,-25.2,,-23.0,,,,,,,,-25.0,-26.6,,True,,False,False,,,,,,True,,False,,False,False,,False,True,False,,False,,,,,,,,False,False
29141,90,62.0,,63.3,,58.0,55.0,,,,,,58.0,,49.0,,96.3,27.2,,47.9,57.8,50.3,,76.0,,,,,,,,51.0,55.0,-28.0,,-26.7,,-32.0,-35.0,,,,,,-32.0,,-41.0,,6.3,-62.8,,-42.1,-32.2,-39.7,,-14.0,,,,,,,,-39.0,-35.0,,True,,False,False,,,,,,False,,False,,True,False,,False,False,False,,True,,,,,,,,False,False
29143,63,35.0,,38.6,,36.0,7.0,,,,,,54.4,,48.0,,63.2,16.3,,27.2,40.5,28.0,,72.0,,,,,,,,43.0,31.8,-28.0,,-24.4,,-27.0,-56.0,,,,,,-8.6,,-15.0,,0.2,-46.7,,-35.8,-22.5,-35.0,,9.0,,,,,,,,-20.0,-31.2,,True,,True,False,,,,,,True,,True,,True,False,,False,True,False,,True,,,,,,,,True,False
29145,116,355.0,,366.4,,228.0,230.0,,,,,,159.6,,225.0,,383.9,19.5,,96.4,107.4,118.6,,,,,,,297.8,,,465.0,38.0,239.0,,250.4,,112.0,114.0,,,,,,43.6,,109.0,,267.9,-96.5,,-19.6,-8.6,2.6,,,,,,,181.8,,,349.0,-78.0,,False,,True,True,,,,,,True,,True,,False,True,,True,True,True,,,,,,,True,,,False,True
29147,114,92.0,,89.3,,89.0,63.0,,,,,,66.2,,73.0,,94.6,10.6,,98.5,117.9,0.0,,120.0,,,,,,,,88.0,64.7,-22.0,,-24.7,,-25.0,-51.0,,,,,,-47.8,,-41.0,,-19.4,-103.4,,-15.5,3.9,-114.0,,6.0,,,,,,,,-26.0,-49.3,,False,,False,False,,,,,,False,,False,,True,False,,True,True,False,,True,,,,,,,,False,False
29149,16,34.0,,33.1,,25.0,22.0,,,,,,15.1,,41.0,,45.7,8.8,,15.3,25.3,3.0,,45.0,,,,,,,,0.0,16.7,18.0,,17.1,,9.0,6.0,,,,,,-0.9,,25.0,,29.7,-7.2,,-0.7,9.3,-13.0,,29.0,,,,,,,,-16.0,0.7,,True,,True,True,,,,,,True,,False,,False,True,,True,True,True,,False,,,,,,,,True,True
29151,76,136.0,,140.8,,127.0,136.0,,,,,,55.1,,31.0,,139.4,8.3,,126.7,96.4,26.7,,156.0,225.0,,,,,,,92.0,46.0,60.0,,64.8,,51.0,60.0,,,,,,-20.9,,-45.0,,63.4,-67.7,,50.7,20.4,-49.3,,80.0,149.0,,,,,,,16.0,-30.0,,False,,True,False,,,,,,True,,True,,False,False,,True,True,True,,False,False,,,,,,,True,True
29153,31,12.0,,11.6,,12.0,6.0,,,,,,7.5,,21.0,,22.3,13.3,,,20.2,0.0,,24.0,,,,,,,,22.0,13.7,-19.0,,-19.4,,-19.0,-25.0,,,,,,-23.5,,-10.0,,-8.7,-17.7,,,-10.8,-31.0,,-7.0,,,,,,,,-9.0,-17.3,,False,,False,False,,,,,,False,,True,,True,True,,,True,False,,True,,,,,,,,True,True
29155,51,46.0,,47.1,,43.0,35.0,,,,,,44.1,,62.0,,45.2,23.1,,29.0,42.8,12.4,,51.0,,,,,,,,50.0,35.9,-5.0,,-3.9,,-8.0,-16.0,,,,,,-6.9,,11.0,,-5.8,-27.9,,-22.0,-8.2,-38.6,,0.0,,,,,,,,-1.0,-15.1,,True,,False,False,,,,,,False,,False,,False,False,,False,False,False,,True,,,,,,,,True,False
29157,45,37.0,,35.8,,36.0,34.0,,,,,,66.4,,41.0,,45.5,18.3,,20.0,39.1,0.0,,51.0,,,,,,,,28.0,26.9,-8.0,,-9.2,,-9.0,-11.0,,,,,,21.4,,-4.0,,0.5,-26.7,,-25.0,-5.9,-45.0,,6.0,,,,,,,,-17.0,-18.1,,False,,False,False,,,,,,False,,True,,True,False,,False,True,False,,True,,,,,,,,False,False
29159,180,82.0,,73.2,,76.0,44.0,,,,,,170.1,,160.0,,78.6,58.7,,116.4,108.7,1.4,,125.0,,,,,74.2,,,49.0,74.0,-98.0,,-106.8,,-104.0,-136.0,,,,,,-9.9,,-20.0,,-101.4,-121.3,,-63.6,-71.3,-178.6,,-55.0,,,,,-105.8,,,-131.0,-106.0,,False,,False,False,,,,,,True,,True,,False,False,,True,True,False,,True,,,,,False,,,False,False
29161,71,152.0,,149.5,,110.0,186.0,,,,,,140.5,,110.0,,211.2,68.6,,94.4,90.6,44.5,,202.0,44.0,,,,,,,193.0,18.6,81.0,,78.5,,39.0,115.0,,,,,,69.5,,39.0,,140.2,-2.4,,23.4,19.6,-26.5,,131.0,-27.0,,,,,,,122.0,-52.4,,True,,True,False,,,,,,True,,True,,False,True,,True,True,True,,False,True,,,,,,,False,True
29163,52,16.0,,15.6,,16.0,14.0,,,,,,15.2,,37.0,,32.9,12.8,,17.8,29.3,0.0,,30.0,,,,,,,,29.0,18.7,-36.0,,-36.4,,-36.0,-38.0,,,,,,-36.8,,-15.0,,-19.1,-39.2,,-34.2,-22.7,-52.0,,-22.0,,,,,,,,-23.0,-33.3,,False,,False,False,,,,,,False,,True,,True,False,,True,True,False,,True,,,,,,,,True,True
29165,77,86.0,,87.0,,87.0,99.0,,,,,,79.1,,135.0,,119.4,59.5,,56.0,72.4,103.1,,157.0,,,,,,,,134.0,44.5,9.0,,10.0,,10.0,22.0,,,,,,2.1,,58.0,,42.4,-17.5,,-21.0,-4.6,26.1,,80.0,,,,,,,,57.0,-32.5,,False,,False,False,,,,,,True,,False,,False,False,,False,True,False,,False,,,,,,,,False,False
29167,64,66.0,,60.9,,56.0,29.0,,,,,,100.4,,111.0,,86.2,54.8,,42.8,56.0,0.0,,68.0,,,,,,,,0.0,64.6,2.0,,-3.1,,-8.0,-35.0,,,,,,36.4,,47.0,,22.2,-9.2,,-21.2,-8.0,-64.0,,4.0,,,,,,,,-64.0,0.6,,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,,False,True
29169,69,56.0,,58.6,,59.0,35.0,,,,,,110.6,,138.0,,122.2,35.7,,44.3,71.4,75.4,,106.0,11.0,,,,,,,131.0,60.1,-13.0,,-10.4,,-10.0,-34.0,,,,,,41.6,,69.0,,53.2,-33.3,,-24.7,2.4,6.4,,37.0,-58.0,,,,,,,62.0,-8.9,,True,,True,False,,,,,,False,,False,,False,False,,False,True,True,,False,False,,,,,,,False,True
29171,5,7.0,,6.9,,7.0,0.0,,,,,,4.5,,10.0,,14.1,1.9,,,5.0,,,9.0,,,,,,,,17.0,1.8,2.0,,1.9,,2.0,-5.0,,,,,,-0.5,,5.0,,9.1,-3.1,,,0.0,,,4.0,,,,,,,,12.0,-3.2,,True,,False,False,,,,,,True,,False,,False,False,,,True,,,False,,,,,,,,False,False
29173,17,15.0,,16.3,,13.0,0.0,,,,,,16.0,,16.0,,13.8,6.2,,5.5,13.1,0.0,,16.0,,,,,,,,9.0,5.4,-2.0,,-0.7,,-4.0,-17.0,,,,,,-1.0,,-1.0,,-3.2,-10.8,,-11.5,-3.9,-17.0,,-1.0,,,,,,,,-8.0,-11.6,,True,,False,False,,,,,,True,,True,,False,False,,False,False,False,,True,,,,,,,,False,False
29175,114,67.0,,65.1,,66.0,68.0,,,,,,44.5,,66.0,,102.5,13.7,,42.7,68.7,0.0,,107.0,,,,,,,,52.0,38.6,-47.0,,-48.9,,-48.0,-46.0,,,,,,-69.5,,-48.0,,-11.5,-100.3,,-71.3,-45.3,-114.0,,-7.0,,,,,,,,-62.0,-75.4,,False,,False,True,,,,,,False,,False,,True,False,,False,True,False,,True,,,,,,,,False,False
29177,31,25.0,,24.9,,25.0,10.0,,,,,,26.9,,48.0,,31.1,12.3,,10.4,20.2,19.9,,41.0,37.0,,,,,,,34.0,10.3,-6.0,,-6.1,,-6.0,-21.0,,,,,,-4.1,,17.0,,0.1,-18.7,,-20.6,-10.8,-11.1,,10.0,6.0,,,,,,,3.0,-20.7,,False,,False,False,,,,,,True,,False,,True,False,,False,False,False,,False,False,,,,,,,True,False
29179,11,9.0,,8.3,,9.0,0.0,,,,,,6.1,,9.0,,11.5,2.1,,4.4,9.6,,,7.0,37.0,,,,,,,15.0,3.6,-2.0,,-2.7,,-2.0,-11.0,,,,,,-4.9,,-2.0,,0.5,-8.9,,-6.6,-1.4,,,-4.0,26.0,,,,,,,4.0,-7.4,,False,,False,False,,,,,,False,,False,,True,False,,False,True,,,False,False,,,,,,,False,False
29181,45,48.0,,51.5,,29.0,37.0,,,,,,22.5,,28.0,,53.0,3.7,,16.4,28.8,10.8,,55.0,,,,,,,,51.0,12.2,3.0,,6.5,,-16.0,-8.0,,,,,,-22.5,,-17.0,,8.0,-41.3,,-28.6,-16.2,-34.2,,10.0,,,,,,,,6.0,-32.8,,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,,False,False
29183,917,807.0,,817.5,447.8,784.0,993.0,,,,,,777.4,,526.0,,819.2,612.5,,721.7,760.4,1029.7,,1149.0,,,,,704.6,1380.0,,1070.0,265.3,-110.0,,-99.5,-469.2,-133.0,76.0,,,,,,-139.6,,-391.0,,-97.8,-304.5,,-195.3,-156.6,112.7,,232.0,,,,,-212.4,463.0,,153.0,-651.7,,True,False,False,True,,,,,,False,,False,,True,False,,False,False,False,,False,,,,,False,False,,False,False
29185,15,12.0,,13.1,,11.0,7.0,,,,,,13.4,,18.0,,19.6,7.0,,4.9,11.1,6.5,,16.0,,,,,,,,17.0,8.3,-3.0,,-1.9,,-4.0,-8.0,,,,,,-1.6,,3.0,,4.6,-8.0,,-10.1,-3.9,-8.5,,1.0,,,,,,,,2.0,-6.7,,True,,False,False,,,,,,True,,False,,False,False,,False,False,False,,True,,,,,,,,True,False
29186,78,34.0,,35.0,,32.0,22.0,,,,,,26.5,,24.0,,37.0,11.8,,28.1,37.7,24.8,,47.0,,,,,,,,23.0,17.2,-44.0,,-43.0,,-46.0,-56.0,,,,,,-51.5,,-54.0,,-41.0,-66.2,,-49.9,-40.3,-53.2,,-31.0,,,,,,,,-55.0,-60.8,,True,,False,False,,,,,,False,,False,,True,False,,False,True,False,,True,,,,,,,,False,False
29187,189,120.0,,144.7,,132.0,132.0,,,,,,320.4,,155.0,,226.6,78.2,,131.9,169.3,1.4,,222.0,,,,,107.5,,,186.0,147.5,-69.0,,-44.3,,-57.0,-57.0,,,,,,131.4,,-34.0,,37.6,-110.8,,-57.1,-19.7,-187.6,,33.0,,,,,-81.5,,,-3.0,-41.5,,True,,True,True,,,,,,False,,True,,True,False,,True,True,False,,True,,,,,False,,,True,True
29189,1793,1469.0,,1484.0,781.8,1391.0,1695.0,,,,,,1154.8,,1302.0,,1199.3,1097.0,,1592.1,1737.4,289.7,,1721.0,,,,,1311.9,1644.0,,1796.0,755.2,-324.0,,-309.0,-1011.2,-402.0,-98.0,,,,,,-638.2,,-491.0,,-593.7,-696.0,,-200.9,-55.6,-1503.3,,-72.0,,,,,-481.1,-149.0,,3.0,-1037.8,,True,False,False,True,,,,,,False,,False,,False,False,,True,True,False,,True,,,,,False,True,,True,False
29195,54,28.0,,28.6,,29.0,47.0,,,,,,41.6,,68.0,,37.2,28.7,,29.3,44.7,0.0,,35.0,,,,,,,,26.0,40.5,-26.0,,-25.4,,-25.0,-7.0,,,,,,-12.4,,14.0,,-16.8,-25.3,,-24.7,-9.3,-54.0,,-19.0,,,,,,,,-28.0,-13.5,,True,,True,True,,,,,,True,,True,,True,True,,True,True,False,,True,,,,,,,,False,True
29197,4,4.0,,4.3,,3.0,0.0,,,,,,5.4,,9.0,,4.1,1.4,,0.9,1.9,,,5.0,,,,,,,,7.0,2.9,0.0,,0.3,,-1.0,-4.0,,,,,,1.4,,5.0,,0.1,-2.6,,-3.1,-2.1,,,1.0,,,,,,,,3.0,-1.1,,False,,False,False,,,,,,False,,False,,False,False,,False,False,,,False,,,,,,,,False,False
29199,13,13.0,,12.9,,8.0,7.0,,,,,,9.8,,9.0,,2.0,1.6,,4.5,13.6,,,11.0,54.0,,,,,,,8.0,6.7,0.0,,-0.1,,-5.0,-6.0,,,,,,-3.2,,-4.0,,-11.0,-11.4,,-8.5,0.6,,,-2.0,41.0,,,,,,,-5.0,-6.3,,False,,False,False,,,,,,False,,False,,False,False,,False,False,,,False,False,,,,,,,False,False
29201,153,110.0,,104.5,,104.0,104.0,,,,,,136.2,,103.0,,191.2,46.6,,86.5,117.4,95.8,,210.0,,,,,102.7,,,177.0,56.0,-43.0,,-48.5,,-49.0,-49.0,,,,,,-16.8,,-50.0,,38.2,-106.4,,-66.5,-35.6,-57.2,,57.0,,,,,-50.3,,,24.0,-97.0,,False,,False,False,,,,,,True,,False,,True,False,,False,True,False,,False,,,,,False,,,True,False
29203,42,11.0,,7.9,,12.0,12.0,,,,,,9.4,,17.0,,41.2,7.3,,19.1,26.2,0.0,,,26.0,,,,,,,23.0,19.3,-31.0,,-34.1,,-30.0,-30.0,,,,,,-32.6,,-25.0,,-0.8,-34.7,,-22.9,-15.8,-42.0,,,-16.0,,,,,,,-19.0,-22.7,,False,,True,True,,,,,,False,,True,,True,False,,True,True,False,,,True,,,,,,,True,True
29205,11,6.0,,5.4,,7.0,0.0,,,,,,7.2,,9.0,,15.9,4.1,,7.7,12.4,,,11.0,,,,,,,,12.0,4.6,-5.0,,-5.6,,-4.0,-11.0,,,,,,-3.8,,-2.0,,4.9,-6.9,,-3.3,1.4,,,0.0,,,,,,,,1.0,-6.4,,False,,True,False,,,,,,True,,True,,True,False,,True,True,,,True,,,,,,,,True,False
29207,107,81.0,,81.0,,79.0,65.0,,,,,,110.9,,90.0,,106.0,31.8,,51.2,76.1,60.5,,122.0,,,,,,,,71.0,57.7,-26.0,,-26.0,,-28.0,-42.0,,,,,,3.9,,-17.0,,-1.0,-75.2,,-55.8,-30.9,-46.5,,15.0,,,,,,,,-36.0,-49.3,,False,,False,False,,,,,,True,,True,,True,False,,False,False,False,,True,,,,,,,,False,False
29209,45,54.0,,52.1,,53.0,62.0,,,,,,51.4,,82.0,,72.4,37.6,,39.1,51.0,40.7,,65.0,,,,,,,,56.0,46.4,9.0,,7.1,,8.0,17.0,,,,,,6.4,,37.0,,27.4,-7.4,,-5.9,6.0,-4.3,,20.0,,,,,,,,11.0,1.4,,True,,True,False,,,,,,True,,False,,False,True,,True,True,True,,False,,,,,,,,False,True
29211,20,26.0,,25.7,,22.0,0.0,,,,,,27.7,,19.0,,31.0,5.7,,10.5,21.8,33.1,,33.0,,,,,,,,25.0,15.7,6.0,,5.7,,2.0,-20.0,,,,,,7.7,,-1.0,,11.0,-14.3,,-9.5,1.8,13.1,,13.0,,,,,,,,5.0,-4.3,,True,,True,False,,,,,,False,,True,,False,False,,False,True,False,,False,,,,,,,,True,True
29213,130,53.0,,46.0,,50.0,48.0,,,,,,174.6,,221.0,,52.6,37.6,,71.4,83.2,2.4,,79.0,,,,,44.2,,,46.0,79.6,-77.0,,-84.0,,-80.0,-82.0,,,,,,44.6,,91.0,,-77.4,-92.4,,-58.6,-46.8,-127.6,,-51.0,,,,,-85.8,,,-84.0,-50.4,,False,,False,False,,,,,,True,,False,,False,False,,True,True,False,,True,,,,,False,,,False,True
29215,62,55.0,,48.5,,48.0,48.0,,,,,,19.8,,89.0,,133.5,51.4,,23.8,41.7,18.4,,92.0,,,,,,,,0.0,45.2,-7.0,,-13.5,,-14.0,-14.0,,,,,,-42.2,,27.0,,71.5,-10.6,,-38.2,-20.3,-43.6,,30.0,,,,,,,,-62.0,-16.8,,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,,False,False
29217,38,28.0,,29.6,,29.0,33.0,,,,,,24.7,,60.0,,40.0,23.1,,17.5,28.8,12.4,,33.0,,,,,,,,33.0,24.3,-10.0,,-8.4,,-9.0,-5.0,,,,,,-13.3,,22.0,,2.0,-14.9,,-20.5,-9.2,-25.6,,-5.0,,,,,,,,-5.0,-13.7,,True,,True,True,,,,,,False,,False,,True,False,,False,True,False,,True,,,,,,,,True,False
29219,36,44.0,,45.1,,44.0,22.0,,,,,,37.1,,48.0,,45.6,16.4,,17.8,33.0,37.6,,63.0,,,,,,,,66.0,24.1,8.0,,9.1,,8.0,-14.0,,,,,,1.1,,12.0,,9.6,-19.6,,-18.2,-3.0,1.6,,27.0,,,,,,,,30.0,-11.9,,False,,False,False,,,,,,True,,False,,False,False,,False,True,True,,False,,,,,,,,False,False
