,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,MSRA-DeepST,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-MSRA-DeepST,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
28143,17,6.0,,5.8,,4.0,0.0,,,,,,20.8,,12.0,,4.5,4.8,,1.2,4.3,0.0,,8.0,7.0,,,,,,,5.0,6.5,-11.0,,-11.2,,-13.0,-17.0,,,,,,3.8,,-5.0,,-12.5,-12.2,,-15.8,-12.7,-17.0,,-9.0,-10.0,,,,,,,-12.0,-10.5,,False,,False,False,,,,,,True,,True,,False,False,,False,False,False,,True,True,,,,,,,False,True
28145,50,51.0,,55.0,,45.0,53.0,,,,,,51.5,,56.0,,37.9,27.5,,31.8,41.2,0.3,,61.0,53.0,,,,48.6,,,29.0,23.9,1.0,,5.0,,-5.0,3.0,,,,,,1.5,,6.0,,-12.1,-22.5,,-18.2,-8.8,-49.7,,11.0,3.0,,,,-1.4,,,-21.0,-26.1,,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,False,False,,,,False,,,False,False
28147,6,17.0,,17.1,,11.0,0.0,,,,,,26.5,,18.0,,14.6,4.5,,5.9,10.7,0.0,,17.0,0.0,,,,,,,11.0,6.9,11.0,,11.1,,5.0,-6.0,,,,,,20.5,,12.0,,8.6,-1.5,,-0.1,4.7,-6.0,,11.0,-6.0,,,,,,,5.0,0.9,,False,,True,True,,,,,,False,,False,,True,True,,True,True,True,,False,True,,,,,,,True,True
28149,30,51.0,,52.2,,43.0,53.0,,,,,,46.1,,54.0,,33.1,34.0,,24.5,39.0,0.5,,62.0,68.0,,,,47.4,,,66.0,21.1,21.0,,22.2,,13.0,23.0,,,,,,16.1,,24.0,,3.1,4.0,,-5.5,9.0,-29.5,,32.0,38.0,,,,17.4,,,36.0,-8.9,,False,,True,False,,,,,,True,,False,,True,True,,True,True,False,,False,False,,,,True,,,False,True
28151,77,117.0,,119.7,,91.0,132.0,,,,,,120.7,,62.0,,101.0,28.4,,64.3,80.1,0.5,,119.0,92.0,,,,104.1,,,31.0,41.2,40.0,,42.7,,14.0,55.0,,,,,,43.7,,-15.0,,24.0,-48.6,,-12.7,3.1,-76.5,,42.0,15.0,,,,27.1,,,-46.0,-35.8,,False,,True,False,,,,,,False,,True,,True,False,,True,True,False,,False,True,,,,True,,,False,True
28153,38,27.0,,27.7,,18.0,7.0,,,,,,32.8,,33.0,,18.0,12.6,,10.8,21.1,0.5,,29.0,15.0,,,,,,,18.0,17.8,-11.0,,-10.3,,-20.0,-31.0,,,,,,-5.2,,-5.0,,-20.0,-25.4,,-27.2,-16.9,-37.5,,-9.0,-23.0,,,,,,,-20.0,-20.2,,True,,False,False,,,,,,True,,True,,False,False,,False,False,False,,True,False,,,,,,,False,False
28155,13,4.0,,4.6,,4.0,6.0,,,,,,14.5,,14.0,,5.4,2.9,,0.5,4.2,0.2,,10.0,6.0,,,,,,,2.0,6.6,-9.0,,-8.4,,-9.0,-7.0,,,,,,1.5,,1.0,,-7.6,-10.1,,-12.5,-8.8,-12.8,,-3.0,-7.0,,,,,,,-11.0,-6.4,,True,,False,True,,,,,,True,,True,,True,False,,False,True,False,,True,True,,,,,,,False,True
28157,9,13.0,,13.8,,6.0,0.0,,,,,,12.9,,10.0,,5.4,2.2,,5.8,6.4,0.0,,12.0,58.0,,,,,,,21.0,4.9,4.0,,4.8,,-3.0,-9.0,,,,,,3.9,,1.0,,-3.6,-6.8,,-3.2,-2.6,-9.0,,3.0,49.0,,,,,,,12.0,-4.1,,False,,True,False,,,,,,True,,True,,True,False,,True,True,False,,True,False,,,,,,,False,False
28159,27,24.0,,22.4,,19.0,0.0,,,,,,28.7,,19.0,,27.2,11.9,,9.7,19.1,0.4,,33.0,11.0,,,,,,,29.0,12.4,-3.0,,-4.6,,-8.0,-27.0,,,,,,1.7,,-8.0,,0.2,-15.1,,-17.3,-7.9,-26.6,,6.0,-16.0,,,,,,,2.0,-14.6,,False,,False,False,,,,,,True,,False,,True,False,,False,False,False,,False,False,,,,,,,True,False
28161,66,13.0,,13.1,,10.0,7.0,,,,,,14.3,,17.0,,11.8,6.9,,4.7,10.5,0.1,,16.0,0.0,,,,,,,19.0,9.4,-53.0,,-52.9,,-56.0,-59.0,,,,,,-51.7,,-49.0,,-54.2,-59.1,,-61.3,-55.5,-65.9,,-50.0,-66.0,,,,,,,-47.0,-56.6,,True,,False,False,,,,,,True,,True,,False,False,,False,False,False,,True,False,,,,,,,True,False
28163,53,68.0,,71.3,,44.0,45.0,,,,,,56.6,,38.0,,37.4,17.3,,43.0,45.9,0.0,,61.0,60.0,,,,58.6,,,73.0,10.3,15.0,,18.3,,-9.0,-8.0,,,,,,3.6,,-15.0,,-15.6,-35.7,,-10.0,-7.1,-53.0,,8.0,7.0,,,,5.6,,,20.0,-42.7,,False,,True,True,,,,,,True,,False,,False,False,,True,True,False,,True,True,,,,True,,,False,False
29001,47,46.0,,43.3,,46.0,40.0,,,,,,40.9,,81.0,,48.0,15.4,,33.4,48.4,46.5,,66.0,,,,,,,,62.0,18.6,-1.0,,-3.7,,-1.0,-7.0,,,,,,-6.1,,34.0,,1.0,-31.6,,-13.6,1.4,-0.5,,19.0,,,,,,,,15.0,-28.4,,False,,False,False,,,,,,False,,False,,True,False,,False,False,True,,False,,,,,,,,False,False
29003,42,44.0,,46.2,,38.0,36.0,,,,,,34.6,,32.0,,66.3,30.9,,25.1,37.6,33.3,,74.0,,,,,,,,44.0,29.0,2.0,,4.2,,-4.0,-6.0,,,,,,-7.4,,-10.0,,24.3,-11.1,,-16.9,-4.4,-8.7,,32.0,,,,,,,,2.0,-13.0,,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,,False,False
29005,5,2.0,,1.9,,3.0,0.0,,,,,,8.9,,9.0,,8.7,3.4,,3.0,3.0,,,,3.0,,,,,,,5.0,4.6,-3.0,,-3.1,,-2.0,-5.0,,,,,,3.9,,4.0,,3.7,-1.6,,-2.0,-2.0,,,,-2.0,,,,,,,0.0,-0.4,,False,,True,False,,,,,,False,,False,,False,True,,True,True,,,,True,,,,,,,True,True
29007,39,41.0,,36.4,,30.0,30.0,,,,,,35.3,,63.0,,52.4,32.8,,9.3,24.4,19.0,,52.0,,,,,,,,51.0,31.0,2.0,,-2.6,,-9.0,-9.0,,,,,,-3.7,,24.0,,13.4,-6.2,,-29.7,-14.6,-20.0,,13.0,,,,,,,,12.0,-8.0,,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,,False,False
29009,95,107.0,,104.5,,98.0,98.0,,,,,,82.6,,133.0,,79.2,24.5,,113.6,97.7,43.3,,136.0,,,,,,,,45.0,41.5,12.0,,9.5,,3.0,3.0,,,,,,-12.4,,38.0,,-15.8,-70.5,,18.6,2.7,-51.7,,41.0,,,,,,,,-50.0,-53.5,,True,,True,True,,,,,,False,,False,,False,False,,False,True,False,,False,,,,,,,,False,False
29011,26,70.0,,72.4,,61.0,76.0,,,,,,27.4,,29.0,,144.4,7.0,,,51.9,35.7,,109.0,,,,,,,,71.0,41.6,44.0,,46.4,,35.0,50.0,,,,,,1.4,,3.0,,118.4,-19.0,,,25.9,9.7,,83.0,,,,,,,,45.0,15.6,,False,,True,False,,,,,,True,,True,,False,True,,,True,True,,False,,,,,,,,False,True
29013,21,36.0,,35.0,,35.0,42.0,,,,,,21.2,,38.0,,72.6,7.0,,11.5,24.3,22.2,,54.0,73.0,,,,,,,54.0,24.9,15.0,,14.0,,14.0,21.0,,,,,,0.2,,17.0,,51.6,-14.0,,-9.5,3.3,1.2,,33.0,52.0,,,,,,,33.0,3.9,,True,,True,False,,,,,,True,,False,,False,True,,True,True,True,,False,False,,,,,,,False,True
29015,31,24.0,,26.7,,24.0,24.0,,,,,,66.0,,52.0,,34.0,15.8,,18.7,30.2,0.1,,27.0,,,,,,,,0.0,38.5,-7.0,,-4.3,,-7.0,-7.0,,,,,,35.0,,21.0,,3.0,-15.2,,-12.3,-0.8,-30.9,,-4.0,,,,,,,,-31.0,7.5,,True,,False,False,,,,,,False,,False,,True,False,,False,True,False,,True,,,,,,,,False,False
29017,34,37.0,,36.3,,24.0,14.0,,,,,,24.1,,24.0,,43.3,11.6,,16.6,29.8,0.0,,56.0,,,,,,,,63.0,23.4,3.0,,2.3,,-10.0,-20.0,,,,,,-9.9,,-10.0,,9.3,-22.4,,-17.4,-4.2,-34.0,,22.0,,,,,,,,29.0,-10.6,,True,,False,False,,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,,False,False
29019,307,338.0,,314.6,,315.0,299.0,,,,,,482.4,,401.0,,547.7,95.5,,128.9,335.6,6.7,,502.0,,,,,291.1,368.0,,621.0,273.7,31.0,,7.6,,8.0,-8.0,,,,,,175.4,,94.0,,240.7,-211.5,,-178.1,28.6,-300.3,,195.0,,,,,-15.9,61.0,,314.0,-33.3,,True,,True,True,,,,,,False,,False,,False,False,,False,True,False,,False,,,,,True,False,,False,False
29021,239,219.0,,213.8,,216.0,200.0,,,,,,344.9,,238.0,,302.5,154.1,,220.2,249.2,153.9,,338.0,,,,,183.6,,,271.0,187.8,-20.0,,-25.2,,-23.0,-39.0,,,,,,105.9,,-1.0,,63.5,-84.9,,-18.8,10.2,-85.1,,99.0,,,,,-55.4,,,32.0,-51.2,,False,,False,False,,,,,,False,,True,,False,False,,True,True,False,,False,,,,,False,,,False,False
29023,129,158.0,,159.9,,149.0,126.0,,,,,,141.9,,140.0,,149.0,42.1,,166.5,157.5,66.8,,217.0,,,,,,,,124.0,72.9,29.0,,30.9,,20.0,-3.0,,,,,,12.9,,11.0,,20.0,-86.9,,37.5,28.5,-62.2,,88.0,,,,,,,,-5.0,-56.1,,False,,True,True,,,,,,True,,True,,True,False,,False,True,False,,False,,,,,,,,True,False
29025,15,21.0,,20.2,,19.0,22.0,,,,,,9.7,,19.0,,23.1,7.3,,7.4,15.7,5.0,,20.0,,,,,,,,14.0,14.8,6.0,,5.2,,4.0,7.0,,,,,,-5.3,,4.0,,8.1,-7.7,,-7.6,0.7,-10.0,,5.0,,,,,,,,-1.0,-0.2,,True,,True,False,,,,,,True,,True,,False,False,,False,True,False,,True,,,,,,,,True,True
29027,157,137.0,,133.8,,134.0,163.0,,,,,,99.6,,98.0,,213.6,30.9,,90.9,102.4,106.6,,217.0,,,,,,,,209.0,48.3,-20.0,,-23.2,,-23.0,6.0,,,,,,-57.4,,-59.0,,56.6,-126.1,,-66.1,-54.6,-50.4,,60.0,,,,,,,,52.0,-108.7,,False,,False,True,,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,,False,False
29029,110,132.0,,136.4,,111.0,109.0,,,,,,265.2,,111.0,,224.8,36.7,,100.6,109.4,146.8,,200.0,,,,,111.3,,,138.0,108.8,22.0,,26.4,,1.0,-1.0,,,,,,155.2,,1.0,,114.8,-73.3,,-9.4,-0.6,36.8,,90.0,,,,,1.3,,,28.0,-1.2,,False,,True,True,,,,,,False,,True,,False,False,,True,True,False,,False,,,,,True,,,False,True
29031,181,177.0,,142.6,,153.0,137.0,,,,,,379.6,,152.0,,341.7,84.2,,123.9,159.8,246.8,,284.0,,,,,154.0,,,328.0,144.9,-4.0,,-38.4,,-28.0,-44.0,,,,,,198.6,,-29.0,,160.7,-96.8,,-57.1,-21.2,65.8,,103.0,,,,,-27.0,,,147.0,-36.1,,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,False,,,,,False,,,False,False
29033,11,13.0,,13.4,,13.0,4.0,,,,,,16.9,,29.0,,20.1,3.1,,7.0,16.8,1.3,,,,,,,,,,17.0,4.6,2.0,,2.4,,2.0,-7.0,,,,,,5.9,,18.0,,9.1,-7.8,,-4.0,5.8,-9.7,,,,,,,,,,6.0,-6.4,,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,,,,,,,,,False,False
29035,19,12.0,,6.4,,10.0,8.0,,,,,,12.5,,10.0,,34.6,3.6,,7.1,14.2,8.7,,32.0,,,,,,,,31.0,15.5,-7.0,,-12.6,,-9.0,-11.0,,,,,,-6.5,,-9.0,,15.6,-15.4,,-11.9,-4.8,-10.3,,13.0,,,,,,,,12.0,-3.5,,False,,False,False,,,,,,True,,False,,False,False,,False,True,False,,False,,,,,,,,False,True
29037,138,122.0,,119.7,,121.0,146.0,,,,,,203.3,,184.0,,188.7,64.9,,88.6,118.1,134.6,,,,,,,103.4,,,222.0,73.2,-16.0,,-18.3,,-17.0,8.0,,,,,,65.3,,46.0,,50.7,-73.1,,-49.4,-19.9,-3.4,,,,,,,-34.6,,,84.0,-64.8,,False,,False,True,,,,,,False,,False,,False,False,,False,False,True,,,,,,,False,,,False,False
29039,12,27.0,,27.6,,27.0,35.0,,,,,,22.7,,39.0,,59.7,7.1,,6.6,19.2,12.9,,40.0,37.0,,,,,,,45.0,18.2,15.0,,15.6,,15.0,23.0,,,,,,10.7,,27.0,,47.7,-4.9,,-5.4,7.2,0.9,,28.0,25.0,,,,,,,33.0,6.2,,False,,False,False,,,,,,True,,False,,False,True,,True,True,True,,False,False,,,,,,,False,True
29041,4,0.0,,0.1,,1.0,0.0,,,,,,9.2,,15.0,,1.3,1.9,,2.4,1.5,,,1.0,3.0,,,,,,,1.0,1.3,-4.0,,-3.9,,-3.0,-4.0,,,,,,5.2,,11.0,,-2.7,-2.1,,-1.6,-2.5,,,-3.0,-1.0,,,,,,,-3.0,-2.7,,True,,True,False,,,,,,False,,False,,True,True,,True,True,,,True,True,,,,,,,True,True
29043,156,211.0,,209.6,,210.0,210.0,,,,,,337.0,,271.0,,266.0,75.0,,159.1,172.4,188.6,,313.0,348.0,,,,175.9,,,227.0,151.6,55.0,,53.6,,54.0,54.0,,,,,,181.0,,115.0,,110.0,-81.0,,3.1,16.4,32.6,,157.0,192.0,,,,19.9,,,71.0,-4.4,,True,,True,True,,,,,,False,,False,,False,False,,True,True,True,,False,False,,,,True,,,False,True
29045,7,14.0,,13.8,,11.0,9.0,,,,,,10.1,,12.0,,19.5,5.2,,3.6,9.2,,,15.0,4.0,,,,,,,14.0,4.6,7.0,,6.8,,4.0,2.0,,,,,,3.1,,5.0,,12.5,-1.8,,-3.4,2.2,,,8.0,-3.0,,,,,,,7.0,-2.4,,True,,True,True,,,,,,True,,True,,False,True,,True,True,,,False,True,,,,,,,False,True
29047,194,298.0,,275.7,,274.0,480.0,,,,,,171.9,,366.0,,352.4,129.3,,123.1,151.5,209.3,,594.0,,,,,263.4,,,497.0,47.6,104.0,,81.7,,80.0,286.0,,,,,,-22.1,,172.0,,158.4,-64.7,,-70.9,-42.5,15.3,,400.0,,,,,69.4,,,303.0,-146.4,,True,,True,False,,,,,,True,,False,,False,True,,True,True,True,,False,,,,,True,,,False,False
29049,71,75.0,,81.1,,65.0,86.0,,,,,,44.0,,40.0,,139.9,11.4,,55.3,64.5,42.9,,118.0,,,,,,,,113.0,34.7,4.0,,10.1,,-6.0,15.0,,,,,,-27.0,,-31.0,,68.9,-59.6,,-15.7,-6.5,-28.1,,47.0,,,,,,,,42.0,-36.3,,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,,False,False
29051,427,327.0,,326.1,,330.0,346.0,,,,,,424.3,,186.0,,407.8,83.1,,333.2,333.2,289.7,,517.0,,,,,268.9,,,318.0,152.4,-100.0,,-100.9,,-97.0,-81.0,,,,,,-2.7,,-241.0,,-19.2,-343.9,,-93.8,-93.8,-137.3,,90.0,,,,,-158.1,,,-109.0,-274.6,,False,,True,True,,,,,,True,,False,,True,False,,True,True,False,,True,,,,,False,,,False,False
29053,49,41.0,,40.6,,41.0,29.0,,,,,,42.5,,50.0,,33.7,16.5,,49.3,51.6,43.7,,46.0,,,,,,,,35.0,37.9,-8.0,,-8.4,,-8.0,-20.0,,,,,,-6.5,,1.0,,-15.3,-32.5,,0.3,2.6,-5.3,,-3.0,,,,,,,,-14.0,-11.1,,False,,False,False,,,,,,True,,True,,False,False,,True,True,True,,True,,,,,,,,False,False
29055,78,50.0,,47.7,,48.0,28.0,,,,,,59.5,,48.0,,74.7,18.1,,44.7,62.4,0.0,,90.0,,,,,,,,41.0,44.7,-28.0,,-30.3,,-30.0,-50.0,,,,,,-18.5,,-30.0,,-3.3,-59.9,,-33.3,-15.6,-78.0,,12.0,,,,,,,,-37.0,-33.3,,False,,False,False,,,,,,True,,False,,True,False,,False,True,False,,True,,,,,,,,False,False
29057,10,19.0,,18.3,,16.0,14.0,,,,,,6.5,,20.0,,63.3,6.4,,,11.5,4.7,,38.0,,,,,,,,42.0,12.5,9.0,,8.3,,6.0,4.0,,,,,,-3.5,,10.0,,53.3,-3.6,,,1.5,-5.3,,28.0,,,,,,,,32.0,2.5,,True,,True,True,,,,,,True,,False,,False,True,,,True,True,,False,,,,,,,,False,True
29059,63,33.0,,34.5,,31.0,27.0,,,,,,17.1,,44.0,,34.8,19.5,,20.6,30.7,17.6,,44.0,,,,,,,,30.0,9.2,-30.0,,-28.5,,-32.0,-36.0,,,,,,-45.9,,-19.0,,-28.2,-43.5,,-42.4,-32.3,-45.4,,-19.0,,,,,,,,-33.0,-53.8,,True,,False,False,,,,,,False,,True,,True,False,,False,False,False,,True,,,,,,,,False,False
29061,22,26.0,,25.5,,23.0,22.0,,,,,,16.6,,25.0,,39.2,7.3,,8.0,17.0,17.5,,27.0,4.0,,,,,,,27.0,19.8,4.0,,3.5,,1.0,0.0,,,,,,-5.4,,3.0,,17.2,-14.7,,-14.0,-5.0,-4.5,,5.0,-18.0,,,,,,,5.0,-2.2,,True,,True,True,,,,,,False,,True,,False,False,,False,False,False,,False,False,,,,,,,False,True
29063,49,49.0,,49.0,,39.0,39.0,,,,,,29.4,,53.0,,45.6,12.8,,34.4,39.3,22.7,,64.0,,,,,,,,37.0,18.0,0.0,,-0.0,,-10.0,-10.0,,,,,,-19.6,,4.0,,-3.4,-36.2,,-14.6,-9.7,-26.3,,15.0,,,,,,,,-12.0,-31.0,,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,,False,False
29065,16,28.0,,26.4,,26.0,20.0,,,,,,12.7,,37.0,,83.3,17.4,,12.7,26.5,14.6,,,,,,,,,,76.0,18.1,12.0,,10.4,,10.0,4.0,,,,,,-3.3,,21.0,,67.3,1.4,,-3.3,10.5,-1.4,,,,,,,,,,60.0,2.1,,True,,True,True,,,,,,True,,False,,False,True,,True,True,True,,,,,,,,,,False,True
29067,21,11.0,,12.4,,15.0,15.0,,,,,,10.2,,47.0,,16.8,19.3,,17.4,22.2,0.0,,11.0,2.0,,,,,,,18.0,20.8,-10.0,,-8.6,,-6.0,-6.0,,,,,,-10.8,,26.0,,-4.2,-1.7,,-3.6,1.2,-21.0,,-10.0,-19.0,,,,,,,-3.0,-0.2,,True,,True,True,,,,,,False,,False,,True,True,,True,True,False,,False,False,,,,,,,True,True
29069,123,20.0,,19.9,,32.0,32.0,,,,,,112.7,,121.0,,47.4,26.4,,42.5,60.2,0.1,,41.0,,,,,,,,12.0,45.2,-103.0,,-103.1,,-91.0,-91.0,,,,,,-10.3,,-2.0,,-75.6,-96.6,,-80.5,-62.8,-122.9,,-82.0,,,,,,,,-111.0,-77.8,,False,,True,True,,,,,,True,,True,,True,True,,True,True,False,,True,,,,,,,,False,True
29071,258,211.0,,209.6,,209.0,216.0,,,,,,327.9,,204.0,,192.2,116.7,,208.7,209.3,228.0,,298.0,,,,,200.0,,,207.0,158.7,-47.0,,-48.4,,-49.0,-42.0,,,,,,69.9,,-54.0,,-65.8,-141.3,,-49.3,-48.7,-30.0,,40.0,,,,,-58.0,,,-51.0,-99.3,,False,,False,True,,,,,,False,,False,,False,False,,False,False,True,,True,,,,,False,,,False,False
29073,33,25.0,,28.4,,25.0,7.0,,,,,,98.4,,26.0,,34.1,9.7,,15.9,25.8,11.1,,39.0,,,,,,,,39.0,13.5,-8.0,,-4.6,,-8.0,-26.0,,,,,,65.4,,-7.0,,1.1,-23.3,,-17.1,-7.2,-21.9,,6.0,,,,,,,,6.0,-19.5,,True,,False,False,,,,,,False,,True,,True,False,,False,True,False,,True,,,,,,,,True,False
29075,14,19.0,,18.7,,16.0,8.0,,,,,,8.3,,16.0,,28.7,5.0,,5.9,15.8,7.9,,23.0,,,,,,,,19.0,10.1,5.0,,4.7,,2.0,-6.0,,,,,,-5.7,,2.0,,14.7,-9.0,,-8.1,1.8,-6.1,,9.0,,,,,,,,5.0,-3.9,,True,,True,False,,,,,,False,,True,,False,False,,False,True,False,,False,,,,,,,,False,True
29077,559,501.0,,432.3,,490.0,444.0,,,,,,1121.6,,1174.0,,864.1,263.8,,478.0,498.8,741.0,,825.0,,,,,491.2,356.0,,794.0,438.4,-58.0,,-126.7,,-69.0,-115.0,,,,,,562.6,,615.0,,305.1,-295.2,,-81.0,-60.2,182.0,,266.0,,,,,-67.8,-203.0,,235.0,-120.6,,False,,False,False,,,,,,False,,False,,False,False,,False,False,False,,False,,,,,False,False,,False,False
29079,23,3.0,,4.0,,7.0,7.0,,,,,,11.6,,31.0,,7.6,7.7,,9.3,13.4,0.0,,,,,,,,,,3.0,9.1,-20.0,,-19.0,,-16.0,-16.0,,,,,,-11.4,,8.0,,-15.4,-15.3,,-13.7,-9.6,-23.0,,,,,,,,,,-20.0,-13.9,,True,,True,True,,,,,,True,,True,,True,True,,True,True,False,,,,,,,,,,False,True
29081,23,19.0,,19.2,,19.0,9.0,,,,,,14.1,,22.0,,18.7,3.0,,15.8,24.5,17.4,,21.0,,,,,,,,10.0,11.4,-4.0,,-3.8,,-4.0,-14.0,,,,,,-8.9,,-1.0,,-4.3,-19.9,,-7.2,1.5,-5.6,,-2.0,,,,,,,,-13.0,-11.6,,True,,False,False,,,,,,False,,True,,False,False,,False,True,False,,True,,,,,,,,False,False
29083,36,45.0,,44.7,,45.0,47.0,,,,,,24.2,,68.0,,74.0,12.3,,37.0,46.4,33.2,,66.0,,,,,,,,30.0,33.0,9.0,,8.7,,9.0,11.0,,,,,,-11.8,,32.0,,38.0,-23.7,,1.0,10.4,-2.8,,30.0,,,,,,,,-6.0,-3.0,,True,,False,False,,,,,,False,,False,,False,False,,True,False,True,,False,,,,,,,,True,True
29085,19,26.0,,25.6,,23.0,26.0,,,,,,10.7,,20.0,,38.8,14.0,,,19.7,1.6,,40.0,4.0,,,,,,,2.0,12.2,7.0,,6.6,,4.0,7.0,,,,,,-8.3,,1.0,,19.8,-5.0,,,0.7,-17.4,,21.0,-15.0,,,,,,,-17.0,-6.8,,True,,True,False,,,,,,False,,True,,False,True,,,True,False,,False,False,,,,,,,False,True
29087,11,8.0,,7.6,,7.0,0.0,,,,,,9.8,,7.0,,8.6,3.7,,5.8,11.1,3.8,,11.0,,,,,,,,5.0,4.9,-3.0,,-3.4,,-4.0,-11.0,,,,,,-1.2,,-4.0,,-2.4,-7.3,,-5.2,0.1,-7.2,,0.0,,,,,,,,-6.0,-6.1,,False,,False,False,,,,,,True,,False,,True,False,,False,True,False,,True,,,,,,,,False,False
29089,22,22.0,,22.4,,22.0,8.0,,,,,,16.0,,28.0,,21.1,10.1,,10.8,21.6,20.6,,28.0,,,,,,,,17.0,11.1,0.0,,0.4,,0.0,-14.0,,,,,,-6.0,,6.0,,-0.9,-11.9,,-11.2,-0.4,-1.4,,6.0,,,,,,,,-5.0,-10.9,,False,,True,False,,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,,False,False
29091,116,105.0,,105.0,,85.0,85.0,,,,,,138.3,,154.0,,168.9,55.9,,60.2,76.4,56.9,,176.0,,,,,,,,144.0,85.3,-11.0,,-11.0,,-31.0,-31.0,,,,,,22.3,,38.0,,52.9,-60.1,,-55.8,-39.6,-59.1,,60.0,,,,,,,,28.0,-30.7,,True,,False,False,,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,,False,False
29093,7,18.0,,19.0,,13.0,12.0,,,,,,19.4,,13.0,,18.1,6.4,,2.7,12.8,,,26.0,34.0,,,,,,,18.0,3.2,11.0,,12.0,,6.0,5.0,,,,,,12.4,,6.0,,11.1,-0.6,,-4.3,5.8,,,19.0,27.0,,,,,,,11.0,-3.8,,False,,True,True,,,,,,False,,True,,False,True,,True,True,,,False,False,,,,,,,False,True
29095,677,769.0,,747.7,986.5,758.0,922.0,,,,,,605.0,,1080.0,,1052.0,831.1,,438.2,477.7,681.4,,1640.0,,,,,656.8,498.0,,1383.0,365.2,92.0,,70.7,309.5,81.0,245.0,,,,,,-72.0,,403.0,,375.0,154.1,,-238.8,-199.3,4.4,,963.0,,,,,-20.2,-179.0,,706.0,-311.8,,True,False,True,False,,,,,,True,,False,,False,False,,False,False,True,,False,,,,,True,False,,False,False
29097,321,124.0,,121.2,,146.0,175.0,,,,,,572.1,,418.0,,255.0,96.8,,167.1,226.9,8.3,,315.0,,,,,106.3,,,60.0,165.2,-197.0,,-199.8,,-175.0,-146.0,,,,,,251.1,,97.0,,-66.0,-224.2,,-153.9,-94.1,-312.7,,-6.0,,,,,-214.7,,,-261.0,-155.8,,False,,True,True,,,,,,False,,True,,True,False,,True,True,False,,True,,,,,False,,,False,True
