,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IowaStateLW-STEM,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
29153,178,40.0,,,49.0,,21.1,,,147.0,-138.0,,,-129.0,,-156.9,,,-31.0,,,True,,False,,,True
29155,391,232.0,,,316.0,43.1,87.6,197.5,,159.0,-159.0,,,-75.0,-347.9,-303.4,-193.5,,-232.0,,,True,False,False,False,,False
29157,420,680.0,,,170.0,84.6,314.1,242.7,,419.0,260.0,,,-250.0,-335.4,-105.9,-177.3,,-1.0,,,True,False,True,True,,True
29159,774,432.0,,,488.0,390.5,86.0,624.5,,149.0,-342.0,,,-286.0,-383.5,-688.0,-149.5,,-625.0,,,True,False,False,True,,False
29161,613,432.0,,,624.0,237.5,686.7,336.4,,837.0,-181.0,,,11.0,-375.5,73.7,-276.6,,224.0,,,True,False,True,False,,False
29163,207,80.0,,,260.0,66.9,142.4,66.0,,9.0,-127.0,,,53.0,-140.1,-64.6,-141.0,,-198.0,,,True,False,True,False,,False
29165,495,248.0,,,873.0,704.4,91.0,93.9,,186.0,-247.0,,,378.0,209.4,-404.0,-401.1,,-309.0,,,False,True,False,False,,False
29167,641,176.0,,,295.0,309.2,18.2,217.0,,119.0,-465.0,,,-346.0,-331.8,-622.9,-424.0,,-522.0,,,True,True,False,True,,False
29169,573,432.0,,,717.0,607.7,336.6,404.5,,293.0,-141.0,,,144.0,34.7,-236.4,-168.5,,-280.0,,,False,True,False,False,,False
29171,32,40.0,,,26.0,,15.5,,,57.0,8.0,,,-6.0,,-16.5,,,25.0,,,True,,False,,,False
29173,93,224.0,,,67.0,43.3,32.8,589.2,,190.0,131.0,,,-26.0,-49.7,-60.2,496.2,,97.0,,,True,True,True,False,,True
29175,483,80.0,,,219.0,209.9,39.9,77.7,,53.0,-403.0,,,-264.0,-273.1,-443.1,-405.3,,-430.0,,,True,True,False,False,,False
29177,146,48.0,,,197.0,46.3,14.2,30.5,,713.0,-98.0,,,51.0,-99.7,-131.8,-115.5,,567.0,,,True,False,False,False,,False
29179,53,24.0,,,18.0,,1.0,11.5,,78.0,-29.0,,,-35.0,,-52.0,-41.5,,25.0,,,False,,False,False,,True
29181,205,56.0,,,94.0,,33.4,62.3,,14.0,-149.0,,,-111.0,,-171.7,-142.7,,-191.0,,,True,,False,True,,False
29183,4768,3784.0,,,2805.0,1631.1,575.4,5476.7,,2017.0,-984.0,,,-1963.0,-3136.9,-4192.6,708.7,,-2751.0,,,False,False,False,True,,False
29185,94,24.0,,,47.0,,27.0,,,9.0,-70.0,,,-47.0,,-67.0,,,-85.0,,,True,,True,,,False
29186,258,120.0,,,129.0,198.6,36.5,130.8,,162.0,-138.0,,,-129.0,-59.4,-221.5,-127.2,,-96.0,,,True,True,False,True,,True
29187,1788,1640.0,,,772.0,351.6,0.0,1183.6,,908.0,-148.0,,,-1016.0,-1436.4,-1788.0,-604.4,,-880.0,,,False,False,False,False,,False
29189,10325,10800.0,,,7664.0,2149.6,4946.1,6713.2,,6284.0,475.0,,,-2661.0,-8175.4,-5378.9,-3611.8,,-4041.0,,,False,False,False,False,,False
29195,391,208.0,,,227.0,50.0,73.1,92.8,,129.0,-183.0,,,-164.0,-341.0,-317.9,-298.2,,-262.0,,,True,False,False,False,,False
29197,23,40.0,,,25.0,,4.6,,,140.0,17.0,,,2.0,,-18.4,,,117.0,,,True,,False,,,False
29199,53,0.0,,,57.0,,0.0,2.0,,0.0,-53.0,,,4.0,,-53.0,-51.0,,-53.0,,,True,,True,True,,False
29201,771,496.0,,,481.0,178.2,299.0,327.7,,236.0,-275.0,,,-290.0,-592.8,-472.0,-443.3,,-535.0,,,False,False,False,False,,False
29203,176,40.0,,,33.0,,44.0,12.3,,232.0,-136.0,,,-143.0,,-132.0,-163.7,,56.0,,,False,,True,False,,True
29205,59,24.0,,,27.0,,9.2,,,7.0,-35.0,,,-32.0,,-49.8,,,-52.0,,,True,,False,,,False
29207,563,264.0,,,401.0,104.8,216.6,206.0,,477.0,-299.0,,,-162.0,-458.2,-346.4,-357.0,,-86.0,,,True,False,False,False,,True
29209,402,240.0,,,187.0,424.2,76.4,553.3,,86.0,-162.0,,,-215.0,22.2,-325.6,151.3,,-316.0,,,False,True,False,True,,False
29211,122,112.0,,,81.0,0.0,44.9,89.8,,83.0,-10.0,,,-41.0,-122.0,-77.1,-32.2,,-39.0,,,False,False,False,False,,False
29213,764,432.0,,,574.0,509.4,41.5,493.9,,115.0,-332.0,,,-190.0,-254.6,-722.5,-270.1,,-649.0,,,True,True,False,True,,False
29215,479,144.0,,,269.0,,23.5,74.4,,279.0,-335.0,,,-210.0,,-455.5,-404.6,,-200.0,,,True,,False,False,,True
29217,241,88.0,,,144.0,,9.4,34.8,,66.0,-153.0,,,-97.0,,-231.6,-206.2,,-175.0,,,True,,False,False,,False
29219,285,256.0,,,291.0,500.9,153.2,117.1,,118.0,-29.0,,,6.0,215.9,-131.8,-167.9,,-167.0,,,True,False,False,False,,False
29221,411,352.0,,,277.0,285.1,30.1,363.3,,140.0,-59.0,,,-134.0,-125.9,-380.9,-47.7,,-271.0,,,False,False,False,True,,False
29223,217,88.0,,,67.0,,16.5,,,89.0,-129.0,,,-150.0,,-200.5,,,-128.0,,,False,,False,,,True
29225,894,336.0,,,321.0,396.3,240.9,159.8,,591.0,-558.0,,,-573.0,-497.7,-653.1,-734.2,,-303.0,,,False,True,False,False,,True
29227,20,8.0,,,8.0,,0.3,6.7,,11.0,-12.0,,,-12.0,,-19.7,-13.3,,-9.0,,,False,,False,False,,True
29229,494,88.0,,,161.0,,2.9,79.6,,107.0,-406.0,,,-333.0,,-491.1,-414.4,,-387.0,,,True,,False,False,,True
29510,2193,1800.0,,,3479.0,56.9,379.2,2856.8,,733.0,-393.0,,,1286.0,-2136.1,-1813.8,663.8,,-1460.0,,,False,False,False,False,,False
30001,194,0.0,,,26.0,,0.0,,,6.0,-194.0,,,-168.0,,-194.0,,,-188.0,,,True,,True,,,True
30003,679,536.0,,,129.0,0.0,202.5,552.5,,4.0,-143.0,,,-550.0,-679.0,-476.5,-126.5,,-675.0,,,False,False,False,True,,False
30005,257,0.0,,,8.0,,4.3,,,3.0,-257.0,,,-249.0,,-252.7,,,-254.0,,,True,,True,,,True
30007,46,16.0,,,32.0,,5.3,,,8.0,-30.0,,,-14.0,,-40.7,,,-38.0,,,True,,False,,,False
30009,142,32.0,,,50.0,,0.0,82.9,,26.0,-110.0,,,-92.0,,-142.0,-59.1,,-116.0,,,True,,False,True,,False
30011,56,0.0,,,0.0,,0.0,,,,-56.0,,,-56.0,,-56.0,,,,,,False,,False,,,
30013,1426,672.0,,,929.0,276.9,258.1,592.0,,757.0,-754.0,,,-497.0,-1149.1,-1167.9,-834.0,,-669.0,,,True,False,False,False,,True
30015,75,0.0,,,43.0,,0.2,3.2,,0.0,-75.0,,,-32.0,,-74.8,-71.8,,-75.0,,,True,,True,True,,False
30017,187,24.0,,,103.0,,3.5,88.3,,12.0,-163.0,,,-84.0,,-183.5,-98.7,,-175.0,,,True,,False,True,,False
30019,26,0.0,,,36.0,,0.0,0.9,,0.0,-26.0,,,10.0,,-26.0,-25.1,,-26.0,,,True,,False,True,,False
30021,171,72.0,,,96.0,,4.2,,,49.0,-99.0,,,-75.0,,-166.8,,,-122.0,,,True,,False,,,False
30023,362,8.0,,,40.0,,0.9,,,13.0,-354.0,,,-322.0,,-361.1,,,-349.0,,,True,,False,,,True
30025,46,0.0,,,23.0,,0.0,0.6,,0.0,-46.0,,,-23.0,,-46.0,-45.4,,-46.0,,,True,,False,True,,False
30027,164,56.0,,,63.0,,1.5,,,40.0,-108.0,,,-101.0,,-162.5,,,-124.0,,,True,,False,,,False
30029,2369,928.0,,,1793.0,647.2,726.9,464.8,,1002.0,-1441.0,,,-576.0,-1721.8,-1642.1,-1904.2,,-1367.0,,,True,False,False,False,,True
30031,1658,464.0,,,431.0,151.6,32.6,201.1,,217.0,-1194.0,,,-1227.0,-1506.4,-1625.4,-1456.9,,-1441.0,,,False,False,False,False,,False
30033,19,8.0,,,54.0,,0.0,2.4,,1.0,-11.0,,,35.0,,-19.0,-16.6,,-18.0,,,False,,False,False,,False
30035,713,240.0,,,16.0,7.6,23.0,158.1,,199.0,-473.0,,,-697.0,-705.4,-690.0,-554.9,,-514.0,,,False,False,False,False,,False
30037,10,0.0,,,0.0,,0.0,0.0,,0.0,-10.0,,,-10.0,,-10.0,-10.0,,-10.0,,,False,,False,True,,False
30039,40,8.0,,,4.0,,2.0,,,2.0,-32.0,,,-36.0,,-38.0,,,-38.0,,,False,,False,,,False
30041,604,224.0,,,162.0,,155.5,67.6,,173.0,-380.0,,,-442.0,,-448.5,-536.4,,-431.0,,,False,,False,False,,False
30043,102,40.0,,,48.0,,3.2,32.2,,30.0,-62.0,,,-54.0,,-98.8,-69.8,,-72.0,,,True,,False,False,,False
30045,10,24.0,,,8.0,,26.1,15.6,,14.0,14.0,,,-2.0,,16.1,5.6,,4.0,,,True,,False,True,,True
30047,296,80.0,,,126.0,75.6,12.2,75.3,,37.0,-216.0,,,-170.0,-220.4,-283.8,-220.7,,-259.0,,,True,False,False,False,,False
30049,615,40.0,,,386.0,123.9,8.4,26.0,,70.0,-575.0,,,-229.0,-491.1,-606.6,-589.0,,-545.0,,,True,True,False,False,,True
30051,23,32.0,,,7.0,,1.2,,,95.0,9.0,,,-16.0,,-21.8,,,72.0,,,False,,False,,,False
30053,191,72.0,,,14.0,,0.7,23.2,,29.0,-119.0,,,-177.0,,-190.3,-167.8,,-162.0,,,False,,False,False,,False
30055,50,48.0,,,36.0,,17.1,28.4,,36.0,-2.0,,,-14.0,,-32.9,-21.6,,-14.0,,,False,,False,False,,False
30057,67,16.0,,,32.0,,0.3,55.0,,14.0,-51.0,,,-35.0,,-66.7,-12.0,,-53.0,,,True,,False,True,,False
30059,61,0.0,,,8.0,,0.0,0.5,,0.0,-61.0,,,-53.0,,-61.0,-60.5,,-61.0,,,True,,False,True,,False
30061,13,0.0,,,0.0,,0.0,0.6,,0.0,-13.0,,,-13.0,,-13.0,-12.4,,-13.0,,,False,,False,True,,False
30063,1526,248.0,,,1104.0,394.9,178.5,548.7,,206.0,-1278.0,,,-422.0,-1131.1,-1347.5,-977.3,,-1320.0,,,True,True,False,True,,False
30065,82,32.0,,,80.0,,4.1,22.2,,122.0,-50.0,,,-2.0,,-77.9,-59.8,,40.0,,,True,,False,False,,True
30067,157,0.0,,,34.0,,0.0,13.7,,2.0,-157.0,,,-123.0,,-157.0,-143.3,,-155.0,,,True,,True,True,,True
30069,3,0.0,,,8.0,,0.0,,,,-3.0,,,5.0,,-3.0,,,,,,False,,False,,,
30071,49,24.0,,,74.0,0.0,546.5,,,23.0,-25.0,,,25.0,-49.0,497.5,,,-26.0,,,False,False,False,,,False
30073,131,8.0,,,0.0,,2.3,,,13.0,-123.0,,,-131.0,,-128.7,,,-118.0,,,False,,False,,,True
30075,52,8.0,,,0.0,,0.3,,,5.0,-44.0,,,-52.0,,-51.7,,,-47.0,,,False,,False,,,False
30077,79,64.0,,,16.0,,2.7,21.9,,262.0,-15.0,,,-63.0,,-76.3,-57.1,,183.0,,,False,,False,False,,False
30079,31,0.0,,,8.0,,0.0,,,0.0,-31.0,,,-23.0,,-31.0,,,-31.0,,,True,,False,,,False
30081,305,120.0,,,140.0,117.6,90.3,166.3,,97.0,-185.0,,,-165.0,-187.4,-214.7,-138.7,,-208.0,,,True,False,False,True,,False
30083,192,32.0,,,165.0,,0.0,8.4,,28.0,-160.0,,,-27.0,,-192.0,-183.6,,-164.0,,,True,,False,False,,False
30085,866,0.0,,,137.0,,15.9,,,14.0,-866.0,,,-729.0,,-850.1,,,-852.0,,,True,,True,,,True
30087,515,784.0,,,143.0,0.7,365.4,569.9,,162.0,269.0,,,-372.0,-514.3,-149.6,54.9,,-353.0,,,False,False,True,True,,False
30089,59,24.0,,,3.0,,21.3,,,68.0,-35.0,,,-56.0,,-37.7,,,9.0,,,False,,False,,,True
30091,59,0.0,,,8.0,,0.0,1.1,,0.0,-59.0,,,-51.0,,-59.0,-57.9,,-59.0,,,True,,False,True,,False
30093,423,8.0,,,144.0,52.2,0.1,56.2,,20.0,-415.0,,,-279.0,-370.8,-422.9,-366.8,,-403.0,,,True,True,False,True,,True
30095,166,24.0,,,24.0,,0.5,44.3,,19.0,-142.0,,,-142.0,,-165.5,-121.7,,-147.0,,,False,,False,True,,False
30097,59,32.0,,,8.0,,19.3,20.2,,44.0,-27.0,,,-51.0,,-39.7,-38.8,,-15.0,,,False,,False,False,,True
30099,67,16.0,,,2.0,,0.4,5.6,,5.0,-51.0,,,-65.0,,-66.5,-61.4,,-62.0,,,False,,False,False,,False
30101,260,0.0,,,13.0,,0.4,15.5,,2.0,-260.0,,,-247.0,,-259.6,-244.5,,-258.0,,,True,,True,True,,True
30103,15,0.0,,,24.0,,0.0,0.4,,1.0,-15.0,,,9.0,,-15.0,-14.6,,-14.0,,,True,,False,True,,True
30105,280,32.0,,,436.0,,79.0,,,26.0,-248.0,,,156.0,,-201.0,,,-254.0,,,True,,True,,,False
30107,59,0.0,,,16.0,,0.0,0.7,,0.0,-59.0,,,-43.0,,-59.0,-58.3,,-59.0,,,True,,False,True,,False
30109,36,0.0,,,12.0,,5.5,1.7,,6.0,-36.0,,,-24.0,,-30.6,-34.3,,-30.0,,,True,,True,True,,True
30111,3793,1912.0,,,1646.0,944.8,2162.4,1091.9,,1333.0,-1881.0,,,-2147.0,-2848.2,-1630.6,-2701.1,,-2460.0,,,False,False,True,False,,False
31001,407,160.0,,,243.0,81.2,495.1,110.1,,87.0,-247.0,,,-164.0,-325.8,88.1,-296.9,,-320.0,,,True,False,True,False,,False
31003,131,16.0,,,40.0,,5.7,19.9,,94.0,-115.0,,,-91.0,,-125.3,-111.1,,-37.0,,,True,,False,True,,True
31005,3,0.0,,,0.0,,0.0,,,0.0,-3.0,,,-3.0,,-3.0,,,-3.0,,,False,,False,,,False
31007,2,0.0,,,8.0,,0.0,0.7,,0.0,-2.0,,,6.0,,-2.0,-1.3,,-2.0,,,False,,False,True,,False
31009,3,0.0,,,0.0,,0.0,,,,-3.0,,,-3.0,,-3.0,,,,,,False,,False,,,
31011,119,48.0,,,16.0,,3.2,,,24.0,-71.0,,,-103.0,,-115.8,,,-95.0,,,False,,False,,,False
31013,202,32.0,,,113.0,,10.1,,,85.0,-170.0,,,-89.0,,-191.9,,,-117.0,,,True,,False,,,True
31015,55,0.0,,,23.0,,0.0,6.9,,0.0,-55.0,,,-32.0,,-55.0,-48.1,,-55.0,,,True,,True,True,,False
31017,67,8.0,,,24.0,,1.1,5.0,,31.0,-59.0,,,-43.0,,-65.9,-62.0,,-36.0,,,True,,False,False,,True
31019,1099,784.0,,,430.0,424.9,526.4,749.3,,465.0,-315.0,,,-669.0,-674.1,-572.6,-349.7,,-634.0,,,False,False,False,False,,False
31021,53,56.0,,,46.0,,10.4,68.7,,37.0,3.0,,,-7.0,,-42.6,15.7,,-16.0,,,False,,False,False,,False
31023,162,168.0,,,29.0,,49.2,62.8,,156.0,6.0,,,-133.0,,-112.8,-99.2,,-6.0,,,False,,False,False,,False
31025,265,128.0,,,131.0,285.8,94.2,140.2,,75.0,-137.0,,,-134.0,20.8,-170.8,-124.8,,-190.0,,,True,True,False,True,,False
31027,97,40.0,,,94.0,,4.2,37.2,,11.0,-57.0,,,-3.0,,-92.8,-59.8,,-86.0,,,True,,False,False,,False
31029,131,0.0,,,11.0,,1.1,,,0.0,-131.0,,,-120.0,,-129.9,,,-131.0,,,True,,True,,,False
31031,49,112.0,,,42.0,,1.9,41.4,,140.0,63.0,,,-7.0,,-47.1,-7.6,,91.0,,,True,,True,True,,False
31033,57,8.0,,,16.0,,2.8,32.7,,3.0,-49.0,,,-41.0,,-54.2,-24.3,,-54.0,,,True,,False,True,,False
31035,104,32.0,,,9.0,,0.0,14.7,,23.0,-72.0,,,-95.0,,-104.0,-89.3,,-81.0,,,False,,False,False,,False
31037,174,88.0,,,155.0,5.9,23.1,30.1,,0.0,-86.0,,,-19.0,-168.1,-150.9,-143.9,,-174.0,,,True,False,False,False,,False
31039,201,64.0,,,82.0,,0.5,60.8,,166.0,-137.0,,,-119.0,,-200.5,-140.2,,-35.0,,,True,,False,False,,True
31041,138,56.0,,,64.0,,8.4,43.9,,18.0,-82.0,,,-74.0,,-129.6,-94.1,,-120.0,,,True,,False,False,,False
31043,523,264.0,,,226.0,11.8,158.3,224.8,,0.0,-259.0,,,-297.0,-511.2,-364.7,-298.2,,-523.0,,,False,False,False,False,,False
31045,150,192.0,,,158.0,,34.9,,,61.0,42.0,,,8.0,,-115.2,,,-89.0,,,True,,False,,,False
31047,260,120.0,,,222.0,4.5,43.0,66.8,,49.0,-140.0,,,-38.0,-255.5,-217.0,-193.2,,-211.0,,,True,False,False,False,,False
31049,6,0.0,,,0.0,,0.0,1.3,,0.0,-6.0,,,-6.0,,-6.0,-4.7,,-6.0,,,False,,True,True,,False
31051,101,32.0,,,48.0,,78.3,11.3,,131.0,-69.0,,,-53.0,,-22.7,-89.7,,30.0,,,True,,True,False,,True
31053,672,312.0,,,328.0,4.6,75.8,215.3,,209.0,-360.0,,,-344.0,-667.4,-596.2,-456.7,,-463.0,,,True,False,False,False,,False
31055,8101,6152.0,,,4882.0,298.4,3856.8,5784.8,,3701.0,-1949.0,,,-3219.0,-7802.6,-4244.2,-2316.2,,-4400.0,,,False,False,False,False,,False
31057,12,16.0,,,8.0,,2.8,12.7,,2.0,4.0,,,-4.0,,-9.2,0.7,,-10.0,,,False,,False,True,,False
31059,62,8.0,,,8.0,,11.7,16.9,,4.0,-54.0,,,-54.0,,-50.3,-45.1,,-58.0,,,False,,True,True,,False
31061,70,24.0,,,8.0,,0.6,,,41.0,-46.0,,,-62.0,,-69.4,,,-29.0,,,False,,False,,,True
31063,35,8.0,,,8.0,,0.5,4.9,,43.0,-27.0,,,-27.0,,-34.5,-30.1,,8.0,,,False,,False,False,,True
31065,66,64.0,,,16.0,,8.2,,,104.0,-2.0,,,-50.0,,-57.8,,,38.0,,,False,,False,,,False
31067,392,144.0,,,81.0,164.6,124.9,99.8,,117.0,-248.0,,,-311.0,-227.4,-267.1,-292.2,,-275.0,,,False,True,False,False,,False
31069,12,16.0,,,0.0,,0.2,5.5,,12.0,4.0,,,-12.0,,-11.8,-6.5,,0.0,,,False,,False,False,,True
31071,22,0.0,,,5.0,,0.6,6.9,,0.0,-22.0,,,-17.0,,-21.4,-15.1,,-22.0,,,True,,True,True,,False
31073,37,8.0,,,9.0,,5.3,4.3,,4.0,-29.0,,,-28.0,,-31.7,-32.7,,-33.0,,,True,,False,False,,False
31075,6,0.0,,,0.0,,0.0,,,,-6.0,,,-6.0,,-6.0,,,,,,False,,False,,,
31077,37,16.0,,,0.0,,2.7,18.4,,57.0,-21.0,,,-37.0,,-34.3,-18.6,,20.0,,,False,,False,True,,True
31079,718,320.0,,,854.0,16.5,245.3,346.1,,345.0,-398.0,,,136.0,-701.5,-472.7,-371.9,,-373.0,,,True,False,False,True,,True
31081,123,24.0,,,21.0,52.1,3.0,13.5,,3.0,-99.0,,,-102.0,-70.9,-120.0,-109.5,,-120.0,,,False,True,False,False,,False
31083,51,16.0,,,8.0,,0.3,12.0,,67.0,-35.0,,,-43.0,,-50.7,-39.0,,16.0,,,False,,False,False,,True
31085,20,0.0,,,0.0,,0.0,,,,-20.0,,,-20.0,,-20.0,,,,,,False,,False,,,
31087,40,0.0,,,8.0,,0.0,0.0,,57.0,-40.0,,,-32.0,,-40.0,-40.0,,17.0,,,True,,False,True,,True
31089,250,32.0,,,94.0,,8.1,,,129.0,-218.0,,,-156.0,,-241.9,,,-121.0,,,True,,False,,,True
31091,17,0.0,,,0.0,,0.0,1.0,,0.0,-17.0,,,-17.0,,-17.0,-16.0,,-17.0,,,False,,False,True,,False
31093,75,32.0,,,21.0,,20.8,14.6,,35.0,-43.0,,,-54.0,,-54.2,-60.4,,-40.0,,,False,,False,False,,True
31095,64,0.0,,,11.0,,0.2,4.6,,0.0,-64.0,,,-53.0,,-63.9,-59.4,,-64.0,,,True,,True,True,,False
31097,77,16.0,,,22.0,,8.2,,,2.0,-61.0,,,-55.0,,-68.8,,,-75.0,,,True,,False,,,False
31099,146,88.0,,,22.0,0.0,3.0,88.1,,22.0,-58.0,,,-124.0,-146.0,-143.0,-57.9,,-124.0,,,False,False,False,True,,False
31101,51,16.0,,,16.0,,61.6,,,3.0,-35.0,,,-35.0,,10.6,,,-48.0,,,False,,True,,,False
31103,9,8.0,,,8.0,,0.0,2.4,,0.0,-1.0,,,-1.0,,-9.0,-6.6,,-9.0,,,False,,False,False,,False
31105,30,0.0,,,14.0,,0.0,0.1,,0.0,-30.0,,,-16.0,,-30.0,-29.9,,-30.0,,,True,,False,True,,False
31107,190,112.0,,,62.0,,22.2,105.2,,101.0,-78.0,,,-128.0,,-167.8,-84.8,,-89.0,,,False,,False,False,,False
31109,4744,2544.0,,,2809.0,1949.4,102.4,2105.5,,2908.0,-2200.0,,,-1935.0,-2794.6,-4641.6,-2638.5,,-1836.0,,,True,False,False,False,,True
31111,544,152.0,,,305.0,316.0,265.3,142.9,,18.0,-392.0,,,-239.0,-228.0,-278.7,-401.1,,-526.0,,,True,True,True,False,,False
31113,10,8.0,,,0.0,,1.5,2.2,,1.0,-2.0,,,-10.0,,-8.5,-7.8,,-9.0,,,False,,False,False,,False
31115,6,8.0,,,0.0,,0.0,,,0.0,2.0,,,-6.0,,-6.0,,,-6.0,,,False,,False,,,False
31117,5,0.0,,,0.0,,0.1,1.9,,0.0,-5.0,,,-5.0,,-4.9,-3.1,,-5.0,,,False,,True,True,,False
31119,622,272.0,,,510.0,6.7,69.4,116.8,,75.0,-350.0,,,-112.0,-615.3,-552.6,-505.2,,-547.0,,,True,False,False,False,,False
31121,68,16.0,,,30.0,,15.8,44.8,,0.0,-52.0,,,-38.0,,-52.2,-23.2,,-68.0,,,True,,False,True,,False
31123,41,8.0,,,38.0,,0.1,15.3,,42.0,-33.0,,,-3.0,,-41.0,-25.7,,1.0,,,True,,False,True,,True
31125,70,0.0,,,10.0,,0.7,,,0.0,-70.0,,,-60.0,,-69.3,,,-70.0,,,True,,True,,,False
31127,89,144.0,,,33.0,,13.5,,,74.0,55.0,,,-56.0,,-75.5,,,-15.0,,,False,,False,,,True
31129,78,24.0,,,7.0,,1.5,14.8,,26.0,-54.0,,,-71.0,,-76.5,-63.2,,-52.0,,,False,,False,False,,True
31131,177,208.0,,,96.0,98.1,17.4,245.9,,89.0,31.0,,,-81.0,-78.9,-159.6,68.9,,-88.0,,,False,False,False,False,,False
31133,19,0.0,,,0.0,,0.2,11.9,,0.0,-19.0,,,-19.0,,-18.8,-7.1,,-19.0,,,False,,True,True,,False
31135,18,16.0,,,6.0,,2.2,,,3.0,-2.0,,,-12.0,,-15.8,,,-15.0,,,False,,False,,,False
31137,221,104.0,,,37.0,,21.9,84.1,,77.0,-117.0,,,-184.0,,-199.1,-136.9,,-144.0,,,False,,False,False,,False
31139,129,32.0,,,40.0,,5.8,144.8,,4.0,-97.0,,,-89.0,,-123.2,15.8,,-125.0,,,True,,False,True,,False
31141,661,168.0,,,326.0,11.9,45.8,103.1,,120.0,-493.0,,,-335.0,-649.1,-615.2,-557.9,,-541.0,,,True,False,False,False,,False
31143,155,16.0,,,12.0,,6.6,15.5,,15.0,-139.0,,,-143.0,,-148.4,-139.5,,-140.0,,,False,,False,False,,False
31145,185,0.0,,,50.0,,0.3,,,0.0,-185.0,,,-135.0,,-184.7,,,-185.0,,,True,,True,,,False
31147,62,40.0,,,24.0,,0.0,,,127.0,-22.0,,,-38.0,,-62.0,,,65.0,,,False,,False,,,False
31149,51,24.0,,,32.0,,0.2,12.5,,24.0,-27.0,,,-19.0,,-50.8,-38.5,,-27.0,,,True,,False,False,,False
31151,271,128.0,,,132.0,1.4,21.6,108.2,,21.0,-143.0,,,-139.0,-269.6,-249.4,-162.8,,-250.0,,,True,False,False,False,,False
31153,2735,1440.0,,,1237.0,568.2,443.8,1204.8,,705.0,-1295.0,,,-1498.0,-2166.8,-2291.2,-1530.2,,-2030.0,,,False,False,False,False,,False
31155,437,240.0,,,128.0,252.5,61.8,288.7,,194.0,-197.0,,,-309.0,-184.5,-375.2,-148.3,,-243.0,,,False,True,False,True,,False
31157,327,224.0,,,303.0,49.5,126.7,144.4,,367.0,-103.0,,,-24.0,-277.5,-200.3,-182.6,,40.0,,,True,False,False,False,,True
31159,184,144.0,,,115.0,180.5,60.1,88.4,,126.0,-40.0,,,-69.0,-3.5,-123.9,-95.6,,-58.0,,,False,True,False,False,,False
31161,98,56.0,,,30.0,,0.3,,,76.0,-42.0,,,-68.0,,-97.7,,,-22.0,,,False,,False,,,True
31163,25,0.0,,,8.0,,0.0,,,46.0,-25.0,,,-17.0,,-25.0,,,21.0,,,True,,False,,,True
31165,6,8.0,,,32.0,,0.7,3.7,,27.0,2.0,,,26.0,,-5.3,-2.3,,21.0,,,False,,False,False,,False
31167,36,8.0,,,35.0,,0.0,13.0,,210.0,-28.0,,,-1.0,,-36.0,-23.0,,174.0,,,True,,False,True,,False
31169,33,0.0,,,8.0,,0.8,0.1,,0.0,-33.0,,,-25.0,,-32.2,-32.9,,-33.0,,,True,,True,True,,False
31171,11,0.0,,,8.0,,4.6,0.9,,14.0,-11.0,,,-3.0,,-6.4,-10.1,,3.0,,,True,,True,True,,True
31173,99,32.0,,,82.0,0.0,36.8,14.5,,9.0,-67.0,,,-17.0,-99.0,-62.2,-84.5,,-90.0,,,True,False,True,False,,False
31175,62,0.0,,,23.0,,2.0,,,1.0,-62.0,,,-39.0,,-60.0,,,-61.0,,,True,,True,,,True
31177,290,128.0,,,141.0,193.4,28.2,130.4,,53.0,-162.0,,,-149.0,-96.6,-261.8,-159.6,,-237.0,,,True,True,False,True,,False
31179,263,64.0,,,86.0,,48.3,34.4,,102.0,-199.0,,,-177.0,,-214.7,-228.6,,-161.0,,,True,,False,False,,True
31181,102,16.0,,,8.0,,0.1,,,14.0,-86.0,,,-94.0,,-101.9,,,-88.0,,,False,,False,,,False
31183,3,0.0,,,0.0,,0.0,0.3,,0.0,-3.0,,,-3.0,,-3.0,-2.7,,-3.0,,,False,,False,True,,False
31185,355,64.0,,,59.0,98.3,10.2,36.1,,144.0,-291.0,,,-296.0,-256.7,-344.9,-318.9,,-211.0,,,False,True,False,False,,True
32001,119,16.0,,,15.0,,0.0,110.6,,1.0,-103.0,,,-104.0,,-119.0,-8.4,,-118.0,,,False,,False,True,,False
32003,19373,22232.0,,,17228.0,3786.9,5729.5,14788.3,,6549.0,2859.0,,,-2145.0,-15586.1,-13643.5,-4584.7,,-12824.0,,,True,False,False,False,,False
32005,150,128.0,,,38.0,189.8,8.3,198.2,,123.0,-22.0,,,-112.0,39.8,-141.7,48.2,,-27.0,,,False,False,False,False,,False
