,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,Microsoft-DeepSTIA,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-Microsoft-DeepSTIA,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
38039,16,32.0,,53.2,,15.0,0.0,,,,,43.0,16.5,,,20.0,,4.6,,20.2,,,0.0,16.3,0.0,,34.0,10.9,,,,,,,,,31.1,16.0,,37.2,,-1.0,-16.0,,,,,27.0,0.5,,,4.0,,-11.4,,4.2,,,-16.0,0.3,-16.0,,18.0,-5.1,,,,,,,,,15.1,,False,,True,False,,,,,False,True,,,True,,True,,True,,,False,True,False,,False,True,,,,,,,,,True
38041,17,16.0,,8.6,,10.0,0.0,,,,,38.6,26.1,,,24.0,,1.1,,12.2,,,0.0,11.1,0.0,,25.0,27.7,,,,,,,,,7.8,-1.0,,-8.4,,-7.0,-17.0,,,,,21.6,9.1,,,7.0,,-15.9,,-4.8,,,-17.0,-5.9,-17.0,,8.0,10.7,,,,,,,,,-9.2,,False,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,,,,,,,,,False
38043,6,12.0,,6.7,,6.0,0.0,,,,,35.6,20.0,,,23.0,,1.6,,13.3,,,0.0,6.3,0.0,,27.0,10.6,,,,,,,,,20.4,6.0,,0.7,,0.0,-6.0,,,,,29.6,14.0,,,17.0,,-4.4,,7.3,,,-6.0,0.3,-6.0,,21.0,4.6,,,,,,,,,14.4,,True,,True,False,,,,,False,False,,,False,,True,,False,,,False,True,False,,False,True,,,,,,,,,False
38045,43,40.0,,3.6,,18.0,3.0,,,,,62.8,31.7,,,20.0,,10.8,,37.7,,,0.0,29.0,0.0,,55.0,34.5,,,,,,,,,25.0,-3.0,,-39.4,,-25.0,-40.0,,,,,19.8,-11.3,,,-23.0,,-32.2,,-5.3,,,-43.0,-14.0,-43.0,,12.0,-8.5,,,,,,,,,-18.0,,False,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,,,,,,,,,False
38047,10,24.0,,13.8,,12.0,,,,,,36.4,27.7,,,21.0,,6.9,,23.7,,,8.0,17.3,0.0,,29.0,9.6,,,,,,,,,9.1,14.0,,3.8,,2.0,,,,,,26.4,17.7,,,11.0,,-3.1,,13.7,,,-2.0,7.3,-10.0,,19.0,-0.4,,,,,,,,,-0.9,,True,,True,,,,,,False,False,,,True,,True,,True,,,True,True,True,,False,True,,,,,,,,,True
38049,23,48.0,,43.5,,36.0,,,,,,71.9,50.9,,,75.0,,12.1,,36.0,,,12.0,32.4,0.0,,82.0,39.0,,,,,,,,,30.4,25.0,,20.5,,13.0,,,,,,48.9,27.9,,,52.0,,-10.9,,13.0,,,-11.0,9.4,-23.0,,59.0,16.0,,,,,,,,,7.4,,True,,True,,,,,,False,False,,,False,,True,,True,,,True,True,True,,False,True,,,,,,,,,True
38051,14,16.0,,10.7,,13.0,0.0,,,,,55.5,20.8,,,20.0,,10.8,,28.0,,,3.0,20.6,0.0,,32.0,10.7,,,,,,,,,11.0,2.0,,-3.3,,-1.0,-14.0,,,,,41.5,6.8,,,6.0,,-3.2,,14.0,,,-11.0,6.6,-14.0,,18.0,-3.3,,,,,,,,,-3.0,,False,,True,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,,,,,,,,,False
38053,95,44.0,,41.6,,48.0,,,,,,168.2,99.1,,,277.0,,54.3,,72.3,,,56.0,42.1,0.0,,111.0,138.1,,,,,,,,,32.9,-51.0,,-53.4,,-47.0,,,,,,73.2,4.1,,,182.0,,-40.7,,-22.7,,,-39.0,-52.9,-95.0,,16.0,43.1,,,,,,,,,-62.1,,False,,True,,,,,,False,True,,,False,,True,,True,,,True,False,False,,True,True,,,,,,,,,False
38055,43,36.0,,33.0,,30.0,0.0,,,,,161.7,59.4,,,117.0,,6.5,,67.5,,,2.0,25.7,0.0,,100.0,39.5,,,,,,,,,23.3,-7.0,,-10.0,,-13.0,-43.0,,,,,118.7,16.4,,,74.0,,-36.5,,24.5,,,-41.0,-17.3,-43.0,,57.0,-3.5,,,,,,,,,-19.7,,False,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,True,,,,,,,,,False
38057,46,92.0,,53.4,,61.0,7.0,,,,,140.4,81.3,,,119.0,,12.6,,66.7,,,29.0,53.1,0.0,,115.0,93.3,,,,,,,,,89.0,46.0,,7.4,,15.0,-39.0,,,,,94.4,35.3,,,73.0,,-33.4,,20.7,,,-17.0,7.1,-46.0,,69.0,47.3,,,,,,,,,43.0,,True,,True,True,,,,,False,True,,,False,,True,,True,,,True,True,False,,False,False,,,,,,,,,True
38059,224,264.0,,238.6,,214.0,40.0,,,,,673.0,187.6,,,364.0,,96.5,,267.4,180.5,,67.0,193.8,0.0,,440.0,492.8,,,,,418.9,,,,171.4,40.0,,14.6,,-10.0,-184.0,,,,,449.0,-36.4,,,140.0,,-127.5,,43.4,-43.5,,-157.0,-30.2,-224.0,,216.0,268.8,,,,,194.9,,,,-52.6,,True,,True,False,,,,,False,True,,,False,,False,,False,False,,False,True,False,,False,False,,,,,False,,,,False
38061,65,56.0,,18.2,,36.0,20.0,,,,,162.2,72.8,,,224.0,,26.7,,79.3,,,10.0,51.0,0.0,,90.0,72.8,,,,,,,,,22.2,-9.0,,-46.8,,-29.0,-45.0,,,,,97.2,7.8,,,159.0,,-38.3,,14.3,,,-55.0,-14.0,-65.0,,25.0,7.8,,,,,,,,,-42.8,,False,,False,False,,,,,False,True,,,False,,False,,False,,,False,False,False,,False,True,,,,,,,,,False
38063,33,24.0,,21.8,,19.0,,,,,,57.6,15.3,,,20.0,,15.6,,27.1,,,17.0,19.4,0.0,,42.0,15.0,,,,,,,,,15.0,-9.0,,-11.2,,-14.0,,,,,,24.6,-17.7,,,-13.0,,-17.4,,-5.9,,,-16.0,-13.6,-33.0,,9.0,-18.0,,,,,,,,,-18.0,,False,,False,,,,,,False,False,,,False,,False,,True,,,False,False,False,,False,False,,,,,,,,,False
38065,3,20.0,,20.0,,14.0,0.0,,,,,21.7,28.8,,,43.0,,7.5,,11.5,,,28.0,9.6,0.0,,26.0,11.7,,,,,,,,,7.7,17.0,,17.0,,11.0,-3.0,,,,,18.7,25.8,,,40.0,,4.5,,8.5,,,25.0,6.6,-3.0,,23.0,8.7,,,,,,,,,4.7,,False,,True,True,,,,,False,False,,,False,,True,,True,,,False,True,True,,False,True,,,,,,,,,True
38067,16,16.0,,11.0,,11.0,10.0,,,,,90.1,45.0,,,58.0,,3.1,,40.9,,,0.0,20.7,0.0,,68.0,21.2,,,,,,,,,2.4,0.0,,-5.0,,-5.0,-6.0,,,,,74.1,29.0,,,42.0,,-12.9,,24.9,,,-16.0,4.7,-16.0,,52.0,5.2,,,,,,,,,-13.6,,False,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,,,,,,,,,False
38069,20,60.0,,55.7,,32.0,9.0,,,,,64.8,41.4,,,70.0,,10.1,,40.7,,,0.0,36.2,0.0,,69.0,35.4,,,,,,,,,23.2,40.0,,35.7,,12.0,-11.0,,,,,44.8,21.4,,,50.0,,-9.9,,20.7,,,-20.0,16.2,-20.0,,49.0,15.4,,,,,,,,,3.2,,True,,True,True,,,,,False,True,,,False,,True,,True,,,True,True,True,,False,True,,,,,,,,,True
38071,117,176.0,,189.3,,120.0,23.0,,,,,220.1,125.8,,,175.0,,49.9,,118.0,,,86.0,122.8,0.0,,190.0,157.2,,,,,,,,,49.7,59.0,,72.3,,3.0,-94.0,,,,,103.1,8.8,,,58.0,,-67.1,,1.0,,,-31.0,5.8,-117.0,,73.0,40.2,,,,,,,,,-67.3,,False,,True,False,,,,,False,True,,,True,,False,,True,,,True,True,False,,False,True,,,,,,,,,False
38073,60,44.0,,46.9,,41.0,8.0,,,,,72.1,46.9,,,51.0,,7.5,,41.4,,,0.0,42.4,0.0,,71.0,78.2,,,,,,,,,14.9,-16.0,,-13.1,,-19.0,-52.0,,,,,12.1,-13.1,,,-9.0,,-52.5,,-18.6,,,-60.0,-17.6,-60.0,,11.0,18.2,,,,,,,,,-45.1,,True,,False,False,,,,,True,True,,,True,,False,,False,,,False,False,False,,True,False,,,,,,,,,False
38075,20,0.0,,7.4,,1.0,0.0,,,,,34.3,14.0,,,108.0,,0.8,,12.3,,,2.0,2.2,0.0,,27.0,8.1,,,,,,,,,1.7,-20.0,,-12.6,,-19.0,-20.0,,,,,14.3,-6.0,,,88.0,,-19.2,,-7.7,,,-18.0,-17.8,-20.0,,7.0,-11.9,,,,,,,,,-18.3,,True,,True,False,,,,,True,True,,,False,,True,,True,,,True,True,False,,True,True,,,,,,,,,True
38077,144,184.0,,194.7,,134.0,56.0,,,,,251.6,165.5,,,140.0,,72.0,,164.4,,,141.0,97.9,0.0,,207.0,235.1,,,,,,,,,85.4,40.0,,50.7,,-10.0,-88.0,,,,,107.6,21.5,,,-4.0,,-72.0,,20.4,,,-3.0,-46.1,-144.0,,63.0,91.1,,,,,,,,,-58.6,,False,,True,False,,,,,False,True,,,True,,False,,True,,,True,False,False,,False,False,,,,,,,,,False
38079,199,296.0,,273.8,,172.0,53.0,,,,,278.2,196.4,,,137.0,,86.6,,225.2,,,171.0,204.8,0.0,,238.0,284.1,,,,,,,,,185.1,97.0,,74.8,,-27.0,-146.0,,,,,79.2,-2.6,,,-62.0,,-112.4,,26.2,,,-28.0,5.8,-199.0,,39.0,85.1,,,,,,,,,-13.9,,True,,True,False,,,,,True,True,,,True,,False,,True,,,True,True,False,,True,True,,,,,,,,,True
38081,15,16.0,,4.5,,7.0,0.0,,,,,53.2,30.0,,,24.0,,2.1,,25.8,,,0.0,8.6,0.0,,48.0,11.3,,,,,,,,,1.4,1.0,,-10.5,,-8.0,-15.0,,,,,38.2,15.0,,,9.0,,-12.9,,10.8,,,-15.0,-6.4,-15.0,,33.0,-3.7,,,,,,,,,-13.6,,False,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,,,,,,,,,False
38083,5,0.0,,8.9,,4.0,0.0,,,,,12.2,10.5,,,31.0,,0.3,,5.5,,,16.0,0.9,,,11.0,6.9,,,,,,,,,4.2,-5.0,,3.9,,-1.0,-5.0,,,,,7.2,5.5,,,26.0,,-4.7,,0.5,,,11.0,-4.1,,,6.0,1.9,,,,,,,,,-0.8,,True,,True,False,,,,,False,False,,,False,,True,,True,,,False,True,,,False,True,,,,,,,,,True
38085,42,104.0,,82.9,,38.0,0.0,,,,,94.2,62.9,,,20.0,,5.6,,56.6,,,6.0,60.4,0.0,,77.0,65.5,,,,,,,,,45.1,62.0,,40.9,,-4.0,-42.0,,,,,52.2,20.9,,,-22.0,,-36.4,,14.6,,,-36.0,18.4,-42.0,,35.0,23.5,,,,,,,,,3.1,,True,,True,True,,,,,True,True,,,True,,True,,True,,,True,True,True,,True,True,,,,,,,,,True
38087,4,4.0,,2.5,,4.0,0.0,,,,,2.6,4.9,,,14.0,,14.3,,4.1,,,4.0,0.6,,,6.0,2.0,,,,,,,,,2.3,0.0,,-1.5,,0.0,-4.0,,,,,-1.4,0.9,,,10.0,,10.3,,0.1,,,0.0,-3.4,,,2.0,-2.0,,,,,,,,,-1.7,,False,,True,False,,,,,False,False,,,False,,False,,False,,,True,False,,,False,False,,,,,,,,,False
38089,212,208.0,,212.1,,178.0,48.0,,,,,576.6,193.1,,,495.0,,68.6,,348.1,225.0,,92.0,132.3,0.0,,297.0,138.2,,,,,234.2,,,,220.9,-4.0,,0.1,,-34.0,-164.0,,,,,364.6,-18.9,,,283.0,,-143.4,,136.1,13.0,,-120.0,-79.7,-212.0,,85.0,-73.8,,,,,22.2,,,,8.9,,True,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,,,,,False,,,,False
38091,9,36.0,,34.3,,15.0,,,,,,22.3,32.1,,,30.0,,6.4,,14.6,,,0.0,14.6,0.0,,30.0,15.9,,,,,,,,,14.8,27.0,,25.3,,6.0,,,,,,13.3,23.1,,,21.0,,-2.6,,5.6,,,-9.0,5.6,-9.0,,21.0,6.9,,,,,,,,,5.8,,True,,True,,,,,,True,True,,,True,,True,,True,,,True,True,True,,True,True,,,,,,,,,True
38093,165,408.0,,362.8,,276.0,109.0,,,,,419.0,172.8,,,276.0,,168.6,,294.8,,,263.0,247.1,0.0,,417.0,435.2,,,,,731.0,,,,123.8,243.0,,197.8,,111.0,-56.0,,,,,254.0,7.8,,,111.0,,3.6,,129.8,,,98.0,82.1,-165.0,,252.0,270.2,,,,,566.0,,,,-41.2,,True,,True,True,,,,,False,True,,,True,,True,,True,,,True,True,True,,False,False,,,,,False,,,,True
38095,32,32.0,,41.6,,32.0,,,,,,37.4,24.5,,,65.0,,35.4,,23.2,,,51.0,26.9,0.0,,35.0,17.8,,,,,,,,,18.7,0.0,,9.6,,0.0,,,,,,5.4,-7.5,,,33.0,,3.4,,-8.8,,,19.0,-5.1,-32.0,,3.0,-14.2,,,,,,,,,-13.3,,False,,True,,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,,,,,,,,,False
38097,65,52.0,,2.3,,41.0,21.0,,,,,132.0,55.3,,,74.0,,31.9,,65.2,,,25.0,45.8,0.0,,111.0,82.8,,,,,,,,,64.3,-13.0,,-62.7,,-24.0,-44.0,,,,,67.0,-9.7,,,9.0,,-33.1,,0.2,,,-40.0,-19.2,-65.0,,46.0,17.8,,,,,,,,,-0.7,,False,,False,False,,,,,False,True,,,True,,False,,True,,,False,False,False,,False,False,,,,,,,,,True
38099,132,120.0,,113.8,,87.0,16.0,,,,,200.3,81.2,,,153.0,,15.8,,100.4,,,29.0,86.2,0.1,,158.0,99.6,,,,,,,,,124.4,-12.0,,-18.2,,-45.0,-116.0,,,,,68.3,-50.8,,,21.0,,-116.2,,-31.6,,,-103.0,-45.8,-131.9,,26.0,-32.4,,,,,,,,,-7.6,,False,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,,,,,,,,,True
38101,494,380.0,,434.1,,352.0,77.0,,,,,1007.2,368.0,,,1783.0,,85.8,,521.7,145.0,,114.0,335.6,0.0,,807.0,626.5,,,,,2560.9,,,,199.3,-114.0,,-59.9,,-142.0,-417.0,,,,,513.2,-126.0,,,1289.0,,-408.2,,27.7,-349.0,,-380.0,-158.4,-494.0,,313.0,132.5,,,,,2066.9,,,,-294.7,,True,,False,False,,,,,False,False,,,False,,False,,True,False,,False,False,False,,False,False,,,,,False,,,,False
38103,16,28.0,,44.1,,22.0,,,,,,58.7,43.9,,,54.0,,14.9,,31.6,,,6.0,23.0,0.0,,51.0,28.2,,,,,,,,,1.9,12.0,,28.1,,6.0,,,,,,42.7,27.9,,,38.0,,-1.1,,15.6,,,-10.0,7.0,-16.0,,35.0,12.2,,,,,,,,,-14.1,,False,,True,,,,,,False,False,,,False,,True,,False,,,True,True,False,,False,False,,,,,,,,,False
38105,303,272.0,,270.2,,254.0,89.0,,,,,608.8,263.2,,,996.0,,148.6,,388.6,139.0,,58.0,262.5,0.0,,415.0,395.9,,,,,341.7,,,,94.8,-31.0,,-32.8,,-49.0,-214.0,,,,,305.8,-39.8,,,693.0,,-154.4,,85.6,-164.0,,-245.0,-40.5,-303.0,,112.0,92.9,,,,,38.7,,,,-208.2,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,,,,,False,,,,False
39001,492,440.0,,468.4,,385.0,580.0,,,,,274.0,261.9,,,631.0,,336.8,,157.3,,,500.0,354.3,0.0,,385.0,282.1,,,,,,,,,424.8,-52.0,,-23.6,,-107.0,88.0,,,,,-218.0,-230.1,,,139.0,,-155.2,,-334.7,,,8.0,-137.7,-492.0,,-107.0,-209.9,,,,,,,,,-67.2,,True,,False,False,,,,,False,False,,,False,,False,,False,,,True,False,False,,False,False,,,,,,,,,False
39003,1974,2072.0,,2169.5,,1572.0,1193.0,,,,,1616.6,1323.0,,,1955.0,,1188.9,,1079.1,1529.5,,2156.0,1360.0,0.1,,1678.0,1943.9,,,,,1114.6,,,,1641.5,98.0,,195.5,,-402.0,-781.0,,,,,-357.4,-651.0,,,-19.0,,-785.1,,-894.9,-444.5,,182.0,-614.0,-1973.9,,-296.0,-30.1,,,,,-859.4,,,,-332.5,,False,,False,False,,,,,False,False,,,True,,False,,False,False,,False,False,False,,False,True,,,,,False,,,,False
39005,914,1080.0,,1406.6,,863.0,718.0,,,,,718.7,726.6,,,1204.0,,757.6,,581.4,936.0,,996.5,772.3,0.0,,879.0,642.7,,,,,998.3,,,,974.3,166.0,,492.6,,-51.0,-196.0,,,,,-195.3,-187.4,,,290.0,,-156.4,,-332.6,22.0,,82.5,-141.7,-914.0,,-35.0,-271.3,,,,,84.3,,,,60.3,,False,,True,False,,,,,False,False,,,False,,True,,False,True,,True,True,False,,True,False,,,,,True,,,,True
39007,844,932.0,,1002.3,,718.0,710.0,,,,,704.1,748.4,,,1962.0,,452.2,,635.8,874.0,,762.5,706.3,0.0,,993.0,692.4,,,,,744.1,,,,504.0,88.0,,158.3,,-126.0,-134.0,,,,,-139.9,-95.6,,,1118.0,,-391.8,,-208.2,30.0,,-81.5,-137.7,-844.0,,149.0,-151.6,,,,,-99.9,,,,-340.0,,False,,False,False,,,,,False,False,,,False,,False,,False,True,,True,False,False,,False,False,,,,,False,,,,False
39009,840,652.0,,617.3,,504.0,460.0,,,,,613.1,566.0,,394.5,879.0,,292.9,,499.7,689.0,,551.0,409.2,0.0,,514.0,861.2,,,,,,,,,215.0,-188.0,,-222.7,,-336.0,-380.0,,,,,-226.9,-274.0,,-445.5,39.0,,-547.1,,-340.3,-151.0,,-289.0,-430.8,-840.0,,-326.0,21.2,,,,,,,,,-625.0,,False,,False,False,,,,,False,False,,False,True,,False,,False,True,,False,False,False,,False,True,,,,,,,,,False
39011,749,740.0,,699.0,,624.0,468.0,,,,,698.9,503.2,,,931.0,,414.9,,408.9,552.5,,583.0,557.7,0.1,,687.0,768.8,,,,,679.9,,,,1262.3,-9.0,,-50.0,,-125.0,-281.0,,,,,-50.1,-245.8,,,182.0,,-334.1,,-340.1,-196.5,,-166.0,-191.3,-748.9,,-62.0,19.8,,,,,-69.1,,,,513.3,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,,,,,False,,,,False
39013,1228,796.0,,855.5,,690.0,401.0,,,,,605.5,579.7,,,1304.0,,485.7,,637.2,819.5,,700.5,623.1,0.0,,835.0,1011.7,,,,,491.6,,,,601.8,-432.0,,-372.5,,-538.0,-827.0,,,,,-622.5,-648.3,,,76.0,,-742.3,,-590.8,-408.5,,-527.5,-604.9,-1228.0,,-393.0,-216.3,,,,,-736.4,,,,-626.2,,True,,False,False,,,,,False,False,,,True,,False,,False,True,,False,False,False,,True,True,,,,,False,,,,False
39015,935,832.0,,723.3,,724.0,353.0,,,,,635.6,552.4,,,1015.0,,625.9,,561.9,889.0,,875.0,747.5,0.2,,695.0,896.0,,,,,,,,,818.7,-103.0,,-211.7,,-211.0,-582.0,,,,,-299.4,-382.6,,,80.0,,-309.1,,-373.1,-46.0,,-60.0,-187.5,-934.8,,-240.0,-39.0,,,,,,,,,-116.3,,False,,False,False,,,,,False,False,,,True,,False,,False,True,,True,False,False,,False,True,,,,,,,,,False
39017,6464,5808.0,,6020.0,5364.1,4340.0,3273.0,,,,,5043.7,5164.0,,,7580.0,,3037.5,,4501.5,4188.5,,4835.5,4213.8,23.4,,5061.0,6670.1,,,,,2023.3,2556.0,,,10864.0,-656.0,,-444.0,-1099.9,-2124.0,-3191.0,,,,,-1420.3,-1300.0,,,1116.0,,-3426.5,,-1962.5,-2275.5,,-1628.5,-2250.2,-6440.6,,-1403.0,206.1,,,,,-4440.7,-3908.0,,,4400.0,,True,False,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,True,,,,,False,False,,,False
39019,511,448.0,,392.4,,313.0,217.0,,,,,302.2,359.6,,,580.0,,286.6,,286.9,,,366.0,318.3,55.4,,387.0,301.8,,,,,,,,,342.8,-63.0,,-118.6,,-198.0,-294.0,,,,,-208.8,-151.4,,,69.0,,-224.4,,-224.1,,,-145.0,-192.7,-455.6,,-124.0,-209.2,,,,,,,,,-168.2,,False,,False,False,,,,,False,False,,,False,,False,,False,,,False,False,False,,False,False,,,,,,,,,False
39021,738,604.0,,617.1,,523.0,362.0,,,,,402.0,492.4,,,723.0,,273.8,,326.2,561.0,,491.0,432.7,0.1,,580.0,657.5,,,,,,,,,925.1,-134.0,,-120.9,,-215.0,-376.0,,,,,-336.0,-245.6,,,-15.0,,-464.2,,-411.8,-177.0,,-247.0,-305.3,-737.9,,-158.0,-80.5,,,,,,,,,187.1,,True,,False,False,,,,,False,False,,,True,,False,,False,False,,False,False,False,,False,True,,,,,,,,,False
39023,2356,2112.0,,2029.0,,1615.0,788.0,,,,,1753.5,1711.0,,,2462.0,,1289.5,,1343.5,1299.5,,2042.0,1449.2,0.1,,1845.0,2115.8,,,,,1971.8,910.0,,,1287.8,-244.0,,-327.0,,-741.0,-1568.0,,,,,-602.5,-645.0,,,106.0,,-1066.5,,-1012.5,-1056.5,,-314.0,-906.8,-2355.9,,-511.0,-240.2,,,,,-384.2,-1446.0,,,-1068.2,,False,,False,False,,,,,False,False,,,True,,False,,False,False,,False,False,False,,False,True,,,,,False,False,,,False
39025,4702,4196.0,,4075.8,,3176.0,2836.0,,,,,2780.6,2939.0,,,4186.0,,3062.1,,2342.5,3140.5,,4406.0,3370.3,934.3,,3094.0,3725.9,,,,,3977.4,2750.0,,,5307.2,-506.0,,-626.2,,-1526.0,-1866.0,,,,,-1921.4,-1763.0,,,-516.0,,-1639.9,,-2359.5,-1561.5,,-296.0,-1331.7,-3767.7,,-1608.0,-976.1,,,,,-724.6,-1952.0,,,605.2,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,True,False,False,,False,False,,,,,False,False,,,False
39027,722,680.0,,600.7,,607.0,246.0,,,,,576.4,477.5,,,1021.0,,615.6,,531.3,767.0,,837.0,668.9,0.4,,553.0,500.8,,,,,699.2,,,,650.5,-42.0,,-121.3,,-115.0,-476.0,,,,,-145.6,-244.5,,,299.0,,-106.4,,-190.7,45.0,,115.0,-53.1,-721.6,,-169.0,-221.2,,,,,-22.8,,,,-71.5,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,False,False,False,,False,False,,,,,True,,,,False
39029,1464,1680.0,,1592.6,,1381.0,1367.0,,,,,1263.7,1048.6,,,2205.0,,745.9,,1211.1,1359.0,,1576.5,1150.6,0.1,,1462.0,2004.7,,,,,1197.3,,,,1000.1,216.0,,128.6,,-83.0,-97.0,,,,,-200.3,-415.4,,,741.0,,-718.1,,-252.9,-105.0,,112.5,-313.4,-1463.9,,-2.0,540.7,,,,,-266.7,,,,-463.9,,True,,True,True,,,,,True,False,,,False,,False,,False,True,,True,False,False,,True,False,,,,,False,,,,False
39031,446,588.0,,571.5,,472.0,323.0,,,,,369.5,407.5,,,817.0,,545.4,,376.1,467.0,,586.0,448.4,64.6,,522.0,326.0,,,,,,,,,735.1,142.0,,125.5,,26.0,-123.0,,,,,-76.5,-38.5,,,371.0,,99.4,,-69.9,21.0,,140.0,2.4,-381.4,,76.0,-120.0,,,,,,,,,289.1,,True,,True,True,,,,,True,True,,,False,,True,,True,True,,True,True,False,,True,True,,,,,,,,,False
39033,761,724.0,,702.3,,603.0,377.0,,,,,524.5,544.7,,,888.0,,586.2,,394.3,467.0,,795.0,467.0,139.3,,612.0,514.5,,,,,784.0,,,,624.9,-37.0,,-58.7,,-158.0,-384.0,,,,,-236.5,-216.3,,,127.0,,-174.8,,-366.7,-294.0,,34.0,-294.0,-621.7,,-149.0,-246.5,,,,,23.0,,,,-136.1,,False,,False,False,,,,,False,False,,,False,,False,,False,False,,True,False,False,,False,False,,,,,True,,,,False
39035,18750,22480.0,,20951.0,22556.2,16901.0,21998.0,,,,,15805.9,14452.8,,16596.1,21507.0,,13960.7,,15195.3,19866.5,,21571.0,16674.1,2.6,,16313.0,12920.8,,,,,10150.5,9868.0,,,10317.1,3730.0,,2201.0,3806.2,-1849.0,3248.0,,,,,-2944.1,-4297.2,,-2153.9,2757.0,,-4789.3,,-3554.7,1116.5,,2821.0,-2075.9,-18747.4,,-2437.0,-5829.2,,,,,-8599.5,-8882.0,,,-8432.9,,True,False,True,True,,,,,True,False,,True,True,,False,,True,True,,True,True,False,,True,False,,,,,False,False,,,False
39037,691,1052.0,,924.3,,755.0,501.0,,,,,789.5,584.4,,,1017.0,,395.6,,506.4,488.5,,873.0,586.9,0.0,,965.0,1413.2,,,,,523.9,,,,614.2,361.0,,233.3,,64.0,-190.0,,,,,98.5,-106.6,,,326.0,,-295.4,,-184.6,-202.5,,182.0,-104.1,-691.0,,274.0,722.2,,,,,-167.1,,,,-76.8,,True,,True,True,,,,,True,True,,,True,,True,,True,True,,True,True,False,,True,False,,,,,True,,,,True
