,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
19013,795,838.0,,877.7,,843.0,864.0,,,,,951.9,980.5,,,881.0,417.2,566.9,715.0,,612.0,895.4,,,794.0,909.0,1799.6,,,,,,898.7,975.1,578.0,,,929.4,663.2,43.0,,82.7,,48.0,69.0,,,,,156.9,185.5,,,86.0,-377.8,-228.1,-80.0,,-183.0,100.4,,,-1.0,114.0,1004.6,,,,,,103.7,180.1,-217.0,,,134.4,-131.8,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,,,True,False,False,,,,,,False,False,False,,,False,False
19015,149,298.0,,296.3,,260.0,370.0,,,,,212.9,279.5,,,146.0,259.6,121.4,,,234.0,284.6,,,287.0,247.0,327.1,,,,,,,337.9,,,,282.5,182.3,149.0,,147.3,,111.0,221.0,,,,,63.9,130.5,,,-3.0,110.6,-27.6,,,85.0,135.6,,,138.0,98.0,178.1,,,,,,,188.9,,,,133.5,33.3,,True,,True,False,,,,,True,True,,,True,True,True,,,True,True,,,True,True,False,,,,,,,False,,,,True,True
19017,142,170.0,,177.9,,166.0,199.0,,,,,156.6,224.6,,,149.0,84.2,103.7,,,154.0,170.2,,,150.0,164.0,370.9,,,,,,174.2,293.8,,,,161.8,179.3,28.0,,35.9,,24.0,57.0,,,,,14.6,82.6,,,7.0,-57.8,-38.3,,,12.0,28.2,,,8.0,22.0,228.9,,,,,,32.2,151.8,,,,19.8,37.3,,False,,True,False,,,,,True,False,,,True,False,False,,,True,False,,,True,True,False,,,,,,False,False,,,,True,False
19019,94,136.0,,140.6,,131.0,171.0,,,,,118.3,165.2,,,126.0,118.0,65.5,,,119.0,160.3,,,137.0,167.0,235.5,,,,,,,169.9,,,,114.2,111.2,42.0,,46.6,,37.0,77.0,,,,,24.3,71.2,,,32.0,24.0,-28.5,,,25.0,66.3,,,43.0,73.0,141.5,,,,,,,75.9,,,,20.2,17.2,,False,,True,False,,,,,True,False,,,True,True,True,,,True,False,,,False,False,False,,,,,,,False,,,,True,True
19021,114,220.0,,182.7,,165.0,87.0,,,,,279.3,253.4,,,123.0,65.7,116.1,,,74.0,176.5,,,195.0,208.0,288.5,,,,,,243.4,363.6,,,,204.5,416.4,106.0,,68.7,,51.0,-27.0,,,,,165.3,139.4,,,9.0,-48.3,2.1,,,-40.0,62.5,,,81.0,94.0,174.5,,,,,,129.4,249.6,,,,90.5,302.4,,True,,True,True,,,,,False,False,,,True,True,True,,,True,True,,,True,True,False,,,,,,False,False,,,,True,False
19023,110,204.0,,199.8,,181.0,198.0,,,,,123.4,202.4,,,85.0,93.9,61.4,,,215.0,190.3,,,214.0,157.0,211.4,,,,,,,270.1,,,,249.1,168.9,94.0,,89.8,,71.0,88.0,,,,,13.4,92.4,,,-25.0,-16.1,-48.6,,,105.0,80.3,,,104.0,47.0,101.4,,,,,,,160.1,,,,139.1,58.9,,True,,True,True,,,,,True,True,,,True,True,True,,,False,True,,,False,True,False,,,,,,,False,,,,False,True
19025,28,66.0,,71.9,,59.0,2.0,,,,,76.7,79.1,,,55.0,31.9,29.6,,,10.0,39.3,,,66.0,68.0,160.8,,,,,,,80.6,,,,58.2,131.2,38.0,,43.9,,31.0,-26.0,,,,,48.7,51.1,,,27.0,3.9,1.6,,,-18.0,11.3,,,38.0,40.0,132.8,,,,,,,52.6,,,,30.2,103.2,,False,,True,True,,,,,False,False,,,True,True,True,,,True,True,,,False,False,False,,,,,,,False,,,,True,False
19027,101,168.0,,156.4,,162.0,167.0,,,,,230.3,207.5,,,163.0,107.4,91.7,,,99.0,147.0,,,152.0,169.0,275.2,,,,,,,239.5,,,,163.1,161.3,67.0,,55.4,,61.0,66.0,,,,,129.3,106.5,,,62.0,6.4,-9.3,,,-2.0,46.0,,,51.0,68.0,174.2,,,,,,,138.5,,,,62.1,60.3,,True,,True,True,,,,,False,False,,,True,True,True,,,True,True,,,True,False,False,,,,,,,False,,,,True,True
19029,51,68.0,,72.7,,75.0,39.0,,,,,114.0,114.2,,,90.0,90.2,50.4,,,71.0,79.7,,,77.0,89.0,185.9,,,,,,,140.7,,,,62.1,40.1,17.0,,21.7,,24.0,-12.0,,,,,63.0,63.2,,,39.0,39.2,-0.6,,,20.0,28.7,,,26.0,38.0,134.9,,,,,,,89.7,,,,11.1,-10.9,,False,,False,True,,,,,False,False,,,False,False,True,,,False,False,,,False,False,False,,,,,,,False,,,,True,True
19031,102,102.0,,116.4,,105.0,81.0,,,,,130.2,147.0,,,92.0,99.8,62.2,,,82.0,102.2,,,103.0,119.0,175.4,,,,,,,160.5,,,,108.5,113.7,0.0,,14.4,,3.0,-21.0,,,,,28.2,45.0,,,-10.0,-2.2,-39.8,,,-20.0,0.2,,,1.0,17.0,73.4,,,,,,,58.5,,,,6.5,11.7,,False,,False,False,,,,,False,False,,,False,False,False,,,False,False,,,False,False,False,,,,,,,False,,,,False,False
19033,225,284.0,,294.0,,284.0,301.0,,,,,344.3,371.9,,,355.0,134.4,184.5,224.5,,233.0,317.4,,,262.0,290.0,650.2,,,,,,256.8,487.3,,,,144.9,234.7,59.0,,69.0,,59.0,76.0,,,,,119.3,146.9,,,130.0,-90.6,-40.5,-0.5,,8.0,92.4,,,37.0,65.0,425.2,,,,,,31.8,262.3,,,,-80.1,9.7,,False,,False,False,,,,,False,False,,,False,False,True,True,,True,False,,,True,False,False,,,,,,True,False,,,,False,True
19035,74,140.0,,134.2,,114.0,110.0,,,,,122.8,146.4,,,74.0,103.1,64.5,,,101.0,118.5,,,130.0,120.0,115.0,,,,,,,239.4,,,,107.7,83.3,66.0,,60.2,,40.0,36.0,,,,,48.8,72.4,,,0.0,29.1,-9.5,,,27.0,44.5,,,56.0,46.0,41.0,,,,,,,165.4,,,,33.7,9.3,,True,,True,True,,,,,True,False,,,True,True,True,,,True,True,,,True,True,True,,,,,,,False,,,,True,True
19037,53,78.0,,76.0,,76.0,8.0,,,,,77.7,109.7,,,81.0,70.6,29.1,,,76.0,83.5,,,78.0,80.0,148.0,,,,,,,112.9,,,,65.3,79.5,25.0,,23.0,,23.0,-45.0,,,,,24.7,56.7,,,28.0,17.6,-23.9,,,23.0,30.5,,,25.0,27.0,95.0,,,,,,,59.9,,,,12.3,26.5,,True,,True,False,,,,,True,False,,,False,True,True,,,True,False,,,False,False,False,,,,,,,False,,,,True,False
19039,73,88.0,,82.6,,70.0,83.0,,,,,101.1,83.2,,,62.0,38.9,68.0,,,63.0,76.5,,,91.0,80.0,51.0,,,,,,,153.4,,,,76.9,56.8,15.0,,9.6,,-3.0,10.0,,,,,28.1,10.2,,,-11.0,-34.1,-5.0,,,-10.0,3.5,,,18.0,7.0,-22.0,,,,,,,80.4,,,,3.9,-16.2,,True,,True,True,,,,,False,True,,,True,False,True,,,True,True,,,False,True,False,,,,,,,False,,,,True,False
19041,101,128.0,,140.8,,110.0,85.0,,,,,134.1,153.2,,,119.0,83.0,59.3,,,57.0,104.8,,,152.0,123.0,154.3,,,,,,,204.0,,,,103.0,103.8,27.0,,39.8,,9.0,-16.0,,,,,33.1,52.2,,,18.0,-18.0,-41.7,,,-44.0,3.8,,,51.0,22.0,53.3,,,,,,,103.0,,,,2.0,2.8,,False,,True,True,,,,,False,False,,,True,True,False,,,False,True,,,False,True,False,,,,,,,False,,,,True,True
19043,67,140.0,,139.5,,138.0,192.0,,,,,131.3,154.7,,,99.0,156.8,57.4,,,106.0,128.3,,,129.0,135.0,245.1,,,,,,,159.1,,,,159.3,89.2,73.0,,72.5,,71.0,125.0,,,,,64.3,87.7,,,32.0,89.8,-9.6,,,39.0,61.3,,,62.0,68.0,178.1,,,,,,,92.1,,,,92.3,22.2,,True,,True,False,,,,,True,False,,,True,False,True,,,True,True,,,True,True,False,,,,,,,False,,,,False,True
19045,233,378.0,,348.8,,342.0,312.0,,,,,420.1,410.4,,,256.0,166.2,183.1,274.0,,368.0,365.9,,,336.0,372.0,608.7,,,,,,421.7,555.1,,,,264.7,336.3,145.0,,115.8,,109.0,79.0,,,,,187.1,177.4,,,23.0,-66.8,-49.9,41.0,,135.0,132.9,,,103.0,139.0,375.7,,,,,,188.7,322.1,,,,31.7,103.3,,True,,True,True,,,,,False,False,,,True,True,True,True,,True,True,,,True,True,False,,,,,,False,False,,,,True,True
19047,108,200.0,,207.7,,170.0,244.0,,,,,214.7,205.9,,,128.0,93.2,91.3,,,128.0,177.6,,,185.0,181.0,129.9,,,,,,143.4,291.0,,,,158.3,193.5,92.0,,99.7,,62.0,136.0,,,,,106.7,97.9,,,20.0,-14.8,-16.7,,,20.0,69.6,,,77.0,73.0,21.9,,,,,,35.4,183.0,,,,50.3,85.5,,False,,True,False,,,,,False,False,,,True,True,True,,,True,True,,,True,True,True,,,,,,True,False,,,,True,True
19049,598,958.0,,943.1,,755.0,1770.0,,,,,760.2,956.1,,,467.0,522.9,384.4,723.0,,630.0,928.0,,,936.0,814.0,955.4,,,,,,749.4,913.2,,,,944.9,681.2,360.0,,345.1,,157.0,1172.0,,,,,162.2,358.1,,,-131.0,-75.1,-213.6,125.0,,32.0,330.0,,,338.0,216.0,357.4,,,,,,151.4,315.2,,,,346.9,83.2,,True,,True,False,,,,,True,True,,,True,True,True,True,,True,True,,,True,True,True,,,,,,True,True,,,,True,True
19051,23,54.0,,60.3,,54.0,22.0,,,,,69.9,80.9,,,59.0,29.2,35.7,,,16.0,53.0,,,61.0,61.0,50.1,,,,,,,82.7,,,,54.3,58.7,31.0,,37.3,,31.0,-1.0,,,,,46.9,57.9,,,36.0,6.2,12.7,,,-7.0,30.0,,,38.0,38.0,27.1,,,,,,,59.7,,,,31.3,35.7,,False,,False,True,,,,,False,False,,,False,True,True,,,True,True,,,False,False,True,,,,,,,False,,,,False,False
19053,34,64.0,,64.8,,51.0,42.0,,,,,52.1,61.3,,,53.0,38.1,23.6,,,33.0,48.4,,,58.0,57.0,50.2,,,,,,,89.7,,,,62.0,27.3,30.0,,30.8,,17.0,8.0,,,,,18.1,27.3,,,19.0,4.1,-10.4,,,-1.0,14.4,,,24.0,23.0,16.2,,,,,,,55.7,,,,28.0,-6.7,,False,,True,True,,,,,True,True,,,True,True,True,,,True,True,,,True,True,True,,,,,,,False,,,,True,True
19055,75,92.0,,90.4,,91.0,52.0,,,,,121.1,132.6,,,104.0,86.8,42.1,,,64.0,90.5,,,75.0,116.0,227.2,,,,,,,141.4,,,,85.5,96.9,17.0,,15.4,,16.0,-23.0,,,,,46.1,57.6,,,29.0,11.8,-32.9,,,-11.0,15.5,,,0.0,41.0,152.2,,,,,,,66.4,,,,10.5,21.9,,True,,True,False,,,,,False,False,,,False,True,False,,,True,True,,,True,False,False,,,,,,,False,,,,True,False
19057,236,282.0,,292.1,,281.0,449.0,,,,,348.0,383.6,,,559.0,266.2,168.3,227.5,,245.0,277.6,,,301.0,289.0,493.1,,,,,,277.0,421.1,,,,279.8,246.2,46.0,,56.1,,45.0,213.0,,,,,112.0,147.6,,,323.0,30.2,-67.7,-8.5,,9.0,41.6,,,65.0,53.0,257.1,,,,,,41.0,185.1,,,,43.8,10.2,,False,,True,False,,,,,False,False,,,False,True,False,True,,True,True,,,False,False,False,,,,,,True,False,,,,True,True
19059,82,162.0,,156.7,,148.0,123.0,,,,,134.7,189.7,,,119.0,122.6,62.1,,,182.0,148.6,,,145.0,168.0,260.0,,,,,,,219.2,,,,138.7,82.7,80.0,,74.7,,66.0,41.0,,,,,52.7,107.7,,,37.0,40.6,-19.9,,,100.0,66.6,,,63.0,86.0,178.0,,,,,,,137.2,,,,56.7,0.7,,True,,True,True,,,,,True,False,,,True,True,True,,,False,True,,,True,False,False,,,,,,,False,,,,True,True
19061,536,792.0,,808.7,,734.0,1264.0,,,,,854.5,941.2,,,650.0,369.9,371.5,548.5,,499.5,787.4,,,726.0,753.0,1411.9,,,,,,729.9,924.4,,,,884.0,645.2,256.0,,272.7,,198.0,728.0,,,,,318.5,405.2,,,114.0,-166.1,-164.5,12.5,,-36.5,251.4,,,190.0,217.0,875.9,,,,,,193.9,388.4,,,,348.0,109.2,,False,,True,False,,,,,False,False,,,True,True,True,True,,True,True,,,True,True,False,,,,,,True,False,,,,False,True
19063,40,102.0,,102.6,,85.0,51.0,,,,,95.2,120.5,,,59.0,32.8,48.9,,,76.0,96.5,,,90.0,88.0,117.1,,,,,,,186.9,,,,130.6,56.4,62.0,,62.6,,45.0,11.0,,,,,55.2,80.5,,,19.0,-7.2,8.9,,,36.0,56.5,,,50.0,48.0,77.1,,,,,,,146.9,,,,90.6,16.4,,False,,True,True,,,,,True,False,,,True,True,True,,,True,True,,,True,True,False,,,,,,,False,,,,False,True
19065,146,174.0,,177.7,,168.0,184.0,,,,,132.1,196.2,,,140.0,129.8,102.3,,,127.0,171.4,,,194.0,168.0,192.7,,,,,,,179.8,,,,187.7,153.2,28.0,,31.7,,22.0,38.0,,,,,-13.9,50.2,,,-6.0,-16.2,-43.7,,,-19.0,25.4,,,48.0,22.0,46.7,,,,,,,33.8,,,,41.7,7.2,,False,,True,False,,,,,True,False,,,True,True,False,,,True,True,,,False,True,False,,,,,,,False,,,,False,True
19067,72,102.0,,103.0,,91.0,81.0,,,,,101.8,137.2,,,102.0,77.2,45.2,,,72.0,101.8,,,99.0,109.0,143.9,,,,,,,174.3,,,,87.3,86.4,30.0,,31.0,,19.0,9.0,,,,,29.8,65.2,,,30.0,5.2,-26.8,,,0.0,29.8,,,27.0,37.0,71.9,,,,,,,102.3,,,,15.3,14.4,,False,,True,True,,,,,True,False,,,False,True,True,,,True,True,,,True,False,False,,,,,,,False,,,,True,True
19069,60,106.0,,113.4,,107.0,135.0,,,,,87.4,114.3,,,66.0,154.7,48.9,,,108.0,119.1,,,143.0,94.0,106.7,,,,,,,128.2,,,,101.4,85.8,46.0,,53.4,,47.0,75.0,,,,,27.4,54.3,,,6.0,94.7,-11.1,,,48.0,59.1,,,83.0,34.0,46.7,,,,,,,68.2,,,,41.4,25.8,,False,,False,False,,,,,True,False,,,True,False,True,,,False,False,,,False,True,False,,,,,,,False,,,,True,True
19071,40,22.0,,19.4,,22.0,9.0,,,,,50.7,45.6,,,54.0,27.8,19.3,,,18.0,24.6,,,28.0,35.0,41.5,,,,,,,87.7,,,,19.6,16.8,-18.0,,-20.6,,-18.0,-31.0,,,,,10.7,5.6,,,14.0,-12.2,-20.7,,,-22.0,-15.4,,,-12.0,-5.0,1.5,,,,,,,47.7,,,,-20.4,-23.2,,False,,False,False,,,,,True,True,,,True,True,False,,,False,True,,,True,True,True,,,,,,,False,,,,False,False
19073,29,40.0,,39.7,,40.0,5.0,,,,,50.9,66.0,,,48.0,17.1,22.2,,,16.0,32.3,,,34.0,48.0,102.4,,,,,,,139.6,,,,37.9,50.2,11.0,,10.7,,11.0,-24.0,,,,,21.9,37.0,,,19.0,-11.9,-6.8,,,-13.0,3.3,,,5.0,19.0,73.4,,,,,,,110.6,,,,8.9,21.2,,True,,False,False,,,,,False,False,,,False,False,True,,,False,True,,,True,False,False,,,,,,,False,,,,True,False
19075,63,120.0,,113.7,,110.0,183.0,,,,,99.5,135.4,,,76.0,69.4,64.8,,,97.0,112.8,,,121.0,105.0,192.4,,,,,,,162.4,,,,144.2,114.3,57.0,,50.7,,47.0,120.0,,,,,36.5,72.4,,,13.0,6.4,1.8,,,34.0,49.8,,,58.0,42.0,129.4,,,,,,,99.4,,,,81.2,51.3,,True,,True,False,,,,,True,False,,,True,True,True,,,True,True,,,False,True,False,,,,,,,False,,,,False,True
19077,42,78.0,,75.2,,68.0,46.0,,,,,106.3,97.7,,,60.0,35.6,41.7,,,64.0,76.6,,,74.0,76.0,105.3,,,,,,,112.4,,,,59.2,58.2,36.0,,33.2,,26.0,4.0,,,,,64.3,55.7,,,18.0,-6.4,-0.3,,,22.0,34.6,,,32.0,34.0,63.3,,,,,,,70.4,,,,17.2,16.2,,True,,True,True,,,,,False,False,,,True,True,True,,,True,True,,,True,True,False,,,,,,,False,,,,True,True
19079,84,92.0,,90.9,,91.0,71.0,,,,,128.8,128.8,,,93.0,90.3,66.7,,,40.0,80.4,,,82.0,109.0,99.4,,,,,,,201.4,,,,98.4,70.6,8.0,,6.9,,7.0,-13.0,,,,,44.8,44.8,,,9.0,6.3,-17.3,,,-44.0,-3.6,,,-2.0,25.0,15.4,,,,,,,117.4,,,,14.4,-13.4,,True,,True,False,,,,,False,False,,,False,True,False,,,False,True,,,True,False,False,,,,,,,False,,,,False,False
19081,65,128.0,,129.3,,95.0,89.0,,,,,107.7,138.7,,,64.0,50.8,42.3,,,76.0,115.0,,,114.0,107.0,140.1,,,,,,,175.2,,,,105.9,84.3,63.0,,64.3,,30.0,24.0,,,,,42.7,73.7,,,-1.0,-14.2,-22.7,,,11.0,50.0,,,49.0,42.0,75.1,,,,,,,110.2,,,,40.9,19.3,,False,,True,True,,,,,True,False,,,True,True,True,,,True,True,,,True,True,False,,,,,,,False,,,,True,True
19083,57,96.0,,98.0,,96.0,69.0,,,,,123.0,141.7,,,107.0,41.9,55.9,,,66.0,98.8,,,87.0,116.0,218.6,,,,,,,144.2,,,,81.9,83.0,39.0,,41.0,,39.0,12.0,,,,,66.0,84.7,,,50.0,-15.1,-1.1,,,9.0,41.8,,,30.0,59.0,161.6,,,,,,,87.2,,,,24.9,26.0,,False,,False,True,,,,,False,False,,,False,True,True,,,True,False,,,True,False,False,,,,,,,False,,,,True,True
19085,75,96.0,,97.7,,96.0,61.0,,,,,178.2,145.2,,,100.0,57.1,72.9,,,55.0,95.1,,,89.0,104.0,145.7,,,,,,,134.1,,,,100.6,64.8,21.0,,22.7,,21.0,-14.0,,,,,103.2,70.2,,,25.0,-17.9,-2.1,,,-20.0,20.1,,,14.0,29.0,70.7,,,,,,,59.1,,,,25.6,-10.2,,False,,False,True,,,,,False,False,,,False,True,True,,,True,True,,,True,False,False,,,,,,,False,,,,False,True
19087,95,172.0,,155.0,,154.0,159.0,,,,,235.8,230.5,,,125.0,63.0,94.7,,,166.0,151.9,,,162.0,170.0,229.9,,,,,,175.7,270.7,,,,237.0,152.7,77.0,,60.0,,59.0,64.0,,,,,140.8,135.5,,,30.0,-32.0,-0.3,,,71.0,56.9,,,67.0,75.0,134.9,,,,,,80.7,175.7,,,,142.0,57.7,,True,,True,True,,,,,False,False,,,True,True,True,,,True,True,,,True,True,False,,,,,,False,False,,,,False,True
19089,69,90.0,,81.7,,80.0,44.0,,,,,68.0,104.0,,,64.0,153.7,50.3,,,124.0,108.2,,,112.0,83.0,63.3,,,,,,,110.4,,,,76.2,58.0,21.0,,12.7,,11.0,-25.0,,,,,-1.0,35.0,,,-5.0,84.7,-18.7,,,55.0,39.2,,,43.0,14.0,-5.7,,,,,,,41.4,,,,7.2,-11.0,,True,,True,False,,,,,True,False,,,True,False,True,,,False,False,,,False,True,True,,,,,,,False,,,,True,True
19091,48,68.0,,69.3,,67.0,51.0,,,,,76.4,89.7,,,69.0,44.6,49.1,,,49.0,67.8,,,64.0,73.0,138.0,,,,,,,127.1,,,,52.1,23.0,20.0,,21.3,,19.0,3.0,,,,,28.4,41.7,,,21.0,-3.4,1.1,,,1.0,19.8,,,16.0,25.0,90.0,,,,,,,79.1,,,,4.1,-25.0,,False,,True,True,,,,,False,False,,,False,True,True,,,True,True,,,True,False,False,,,,,,,False,,,,True,False
19093,37,44.0,,38.6,,39.0,0.0,,,,,59.2,62.5,,,52.0,30.1,23.9,,,21.0,35.1,,,31.0,48.0,68.5,,,,,,,88.9,,,,59.1,35.1,7.0,,1.6,,2.0,-37.0,,,,,22.2,25.5,,,15.0,-6.9,-13.1,,,-16.0,-1.9,,,-6.0,11.0,31.5,,,,,,,51.9,,,,22.1,-1.9,,True,,True,False,,,,,False,False,,,False,True,False,,,False,True,,,True,False,False,,,,,,,False,,,,False,True
19095,85,94.0,,102.2,,91.0,91.0,,,,,108.3,124.9,,,92.0,47.4,38.3,,,60.5,86.5,,,89.0,100.0,174.0,,,,,,,170.4,,,,99.5,73.9,9.0,,17.2,,6.0,6.0,,,,,23.3,39.9,,,7.0,-37.6,-46.7,,,-24.5,1.5,,,4.0,15.0,89.0,,,,,,,85.4,,,,14.5,-11.1,,False,,True,True,,,,,False,False,,,True,False,False,,,False,True,,,True,False,False,,,,,,,False,,,,False,False
19097,96,130.0,,127.7,,130.0,99.0,,,,,160.5,181.7,,,84.0,65.5,65.6,,,156.0,128.9,,,120.0,136.0,280.4,,,,,,,192.8,,,,124.0,137.1,34.0,,31.7,,34.0,3.0,,,,,64.5,85.7,,,-12.0,-30.5,-30.4,,,60.0,32.9,,,24.0,40.0,184.4,,,,,,,96.8,,,,28.0,41.1,,True,,False,True,,,,,False,False,,,True,True,True,,,False,True,,,True,False,False,,,,,,,False,,,,True,False
19099,267,260.0,,264.8,,240.0,280.0,,,,,292.4,335.3,,,216.0,140.5,168.1,228.0,,172.0,264.3,,,264.0,273.0,435.7,,,,,,294.6,316.3,,,,264.2,176.9,-7.0,,-2.2,,-27.0,13.0,,,,,25.4,68.3,,,-51.0,-126.5,-98.9,-39.0,,-95.0,-2.7,,,-3.0,6.0,168.7,,,,,,27.6,49.3,,,,-2.8,-90.1,,True,,False,False,,,,,False,False,,,False,False,False,False,,False,True,,,True,True,False,,,,,,False,False,,,,True,False
19101,72,218.0,,214.1,,182.0,265.0,,,,,153.1,204.4,,,102.0,130.4,67.3,,,189.0,188.7,,,218.0,182.0,133.4,,,,,,,245.7,,,,209.3,101.9,146.0,,142.1,,110.0,193.0,,,,,81.1,132.4,,,30.0,58.4,-4.7,,,117.0,116.7,,,146.0,110.0,61.4,,,,,,,173.7,,,,137.3,29.9,,True,,True,False,,,,,True,True,,,True,True,True,,,True,True,,,False,True,True,,,,,,,False,,,,True,True
19103,624,854.0,,818.1,,828.0,764.0,,,,,1068.1,1021.0,,952.8,799.0,1048.0,579.2,765.0,,773.0,929.2,,,920.0,1012.0,1589.7,,,,,,999.9,891.3,854.0,,,844.3,696.9,230.0,,194.1,,204.0,140.0,,,,,444.1,397.0,,328.8,175.0,424.0,-44.8,141.0,,149.0,305.2,,,296.0,388.0,965.7,,,,,,375.9,267.3,230.0,,,220.3,72.9,,True,,True,True,,,,,False,False,,False,True,False,True,True,,True,False,,,False,False,False,,,,,,False,False,False,,,True,True
19105,82,130.0,,119.8,,116.0,0.0,,,,,177.2,180.1,,,120.0,69.0,68.2,,,82.0,112.6,,,168.0,131.0,814.4,,,,,,261.6,215.1,,,,81.2,306.7,48.0,,37.8,,34.0,-82.0,,,,,95.2,98.1,,,38.0,-13.0,-13.8,,,0.0,30.6,,,86.0,49.0,732.4,,,,,,179.6,133.1,,,,-0.8,224.7,,True,,True,False,,,,,False,False,,,True,True,True,,,True,True,,,False,False,False,,,,,,False,False,,,,True,False
19107,35,64.0,,64.9,,63.0,20.0,,,,,67.6,84.7,,,65.0,41.4,27.4,,,39.0,57.5,,,56.0,69.0,171.7,,,,,,,106.2,,,,58.4,73.7,29.0,,29.9,,28.0,-15.0,,,,,32.6,49.7,,,30.0,6.4,-7.6,,,4.0,22.5,,,21.0,34.0,136.7,,,,,,,71.2,,,,23.4,38.7,,False,,True,True,,,,,False,False,,,False,True,True,,,True,True,,,True,False,False,,,,,,,False,,,,True,False
19109,156,126.0,,118.4,,127.0,56.0,,,,,143.5,186.2,,,104.0,140.0,69.9,,,157.5,125.8,,,138.0,136.0,137.3,,,,,,,156.7,,,,155.6,84.2,-30.0,,-37.6,,-29.0,-100.0,,,,,-12.5,30.2,,,-52.0,-16.0,-86.1,,,1.5,-30.2,,,-18.0,-20.0,-18.7,,,,,,,0.7,,,,-0.4,-71.8,,False,,True,False,,,,,True,False,,,False,True,False,,,True,False,,,True,True,True,,,,,,,True,,,,True,False
19111,188,316.0,,308.7,,247.0,259.0,,,,,320.2,338.2,,,225.0,182.9,153.2,243.5,,182.0,285.9,,,298.0,284.0,284.3,,,,,,260.6,469.1,,,,274.1,235.5,128.0,,120.7,,59.0,71.0,,,,,132.2,150.2,,,37.0,-5.1,-34.8,55.5,,-6.0,97.9,,,110.0,96.0,96.3,,,,,,72.6,281.1,,,,86.1,47.5,,True,,True,True,,,,,False,False,,,True,True,True,True,,True,True,,,True,True,True,,,,,,True,False,,,,True,True
