,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MOBS-GLEAM_COVID,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,SigSci-TS,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,UpstateSU-GRU,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MOBS-GLEAM_COVID,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-SigSci-TS,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,error-UpstateSU-GRU,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MOBS-GLEAM_COVID,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-SigSci-TS,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-UpstateSU-GRU
35061,389,582.0,,527.6,,569.0,862.0,,,,,749.6,685.7,,,750.0,361.8,296.0,766.0,,532.0,609.2,,,586.0,421.0,363.2,,,,,,814.4,876.6,,,,675.3,383.2,193.0,,138.6,,180.0,473.0,,,,,360.6,296.7,,,361.0,-27.2,-93.0,377.0,,143.0,220.2,,,197.0,32.0,-25.8,,,,,,425.4,487.6,,,,286.3,-5.8,,True,,True,False,,,,,False,False,,,False,True,True,False,,True,False,,,False,True,True,,,,,,False,False,,,,False,True
36001,3357,3462.0,,3487.9,,3452.0,3399.0,,,,,2768.5,3495.9,,4271.3,3020.0,4885.5,3294.3,3899.5,,3872.0,3820.1,,,4377.0,3192.0,2782.0,,,,,,3804.8,3305.2,3452.0,,,5051.2,1934.2,105.0,,130.9,,95.0,42.0,,,,,-588.5,138.9,,914.3,-337.0,1528.5,-62.7,542.5,,515.0,463.1,,,1020.0,-165.0,-575.0,,,,,,447.8,-51.8,95.0,,,1694.2,-1422.8,,False,,True,True,,,,,False,False,,False,False,False,True,False,,False,False,,,False,False,False,,,,,,False,True,True,,,False,False
36003,347,402.0,,411.1,,405.0,440.0,,,,,380.7,445.7,,,578.0,477.4,181.0,380.0,,417.0,413.0,,,431.0,387.0,303.5,,,,,,,309.2,,,,298.6,177.9,55.0,,64.1,,58.0,93.0,,,,,33.7,98.7,,,231.0,130.4,-166.0,33.0,,70.0,66.0,,,84.0,40.0,-43.5,,,,,,,-37.8,,,,-48.4,-169.1,,False,,False,False,,,,,True,False,,,False,False,False,True,,False,False,,,False,True,True,,,,,,,True,,,,True,False
36005,15871,13992.0,,13988.2,13622.3,15187.0,22994.0,,,,,14706.0,23138.0,,21619.6,,17447.3,13231.9,10121.5,,18279.0,17228.2,,,14418.0,13305.0,9765.6,,,,,,10347.4,14096.7,19224.0,,,35672.3,,-1879.0,,-1882.8,-2248.7,-684.0,7123.0,,,,,-1165.0,7267.0,,5748.6,,1576.3,-2639.1,-5749.5,,2408.0,1357.2,,,-1453.0,-2566.0,-6105.4,,,,,,-5523.6,-1774.3,3353.0,,,19801.3,,,False,False,True,False,,,,,True,False,,False,,True,False,False,,False,True,,,True,False,False,,,,,,False,True,False,,,False,
36007,2154,2326.0,,2309.6,,2318.0,2981.0,,,,,1679.0,3229.4,,,2324.0,3338.4,1080.5,2114.5,,3240.5,2742.9,,,2713.0,2089.0,1730.7,,,,,,1765.8,1950.7,3507.0,,,4089.2,1517.6,172.0,,155.6,,164.0,827.0,,,,,-475.0,1075.4,,,170.0,1184.4,-1073.5,-39.5,,1086.5,588.9,,,559.0,-65.0,-423.3,,,,,,-388.2,-203.3,1353.0,,,1935.2,-636.4,,True,,True,False,,,,,False,False,,,True,False,False,True,,False,False,,,False,True,False,,,,,,False,False,False,,,False,False
36009,598,706.0,,731.2,,711.0,746.0,,,,,596.2,777.4,,,880.0,1217.3,540.5,736.5,,711.0,801.5,,,877.0,639.0,472.9,,,,,,887.1,601.7,,,,1112.2,365.2,108.0,,133.2,,113.0,148.0,,,,,-1.8,179.4,,,282.0,619.3,-57.5,138.5,,113.0,203.5,,,279.0,41.0,-125.1,,,,,,289.1,3.7,,,,514.2,-232.8,,False,,False,False,,,,,True,False,,,False,False,True,False,,False,False,,,False,True,False,,,,,,False,True,,,,False,False
36011,872,1422.0,,1404.4,,1254.0,1999.0,,,,,988.2,1223.8,,,1102.0,2459.6,904.5,1641.5,,1262.0,1235.2,,,1899.0,1177.0,757.5,,,,,,1458.4,1178.2,,,,1628.5,844.1,550.0,,532.4,,382.0,1127.0,,,,,116.2,351.8,,,230.0,1587.6,32.5,769.5,,390.0,363.2,,,1027.0,305.0,-114.5,,,,,,586.4,306.2,,,,756.5,-27.9,,True,,True,False,,,,,True,True,,,True,False,True,False,,True,True,,,False,True,True,,,,,,False,True,,,,False,True
36013,1386,1680.0,,1668.0,,1616.0,2427.0,,,,,1064.3,1646.2,,,1482.0,2308.5,1141.0,1597.5,,2784.0,1918.8,,,2200.0,1412.0,1064.9,,,,,,1710.2,1480.6,,,,1868.4,1025.4,294.0,,282.0,,230.0,1041.0,,,,,-321.7,260.2,,,96.0,922.5,-245.0,211.5,,1398.0,532.8,,,814.0,26.0,-321.1,,,,,,324.2,94.6,,,,482.4,-360.6,,True,,True,False,,,,,False,True,,,True,False,True,True,,False,False,,,False,True,False,,,,,,False,True,,,,False,False
36015,696,914.0,,952.4,,850.0,1144.0,,,,,753.9,1597.5,,,1115.0,1451.3,370.1,804.0,,796.0,923.8,,,961.0,805.0,685.8,,,,,,671.0,893.9,,,,725.4,520.2,218.0,,256.4,,154.0,448.0,,,,,57.9,901.5,,,419.0,755.3,-325.9,108.0,,100.0,227.8,,,265.0,109.0,-10.2,,,,,,-25.0,197.9,,,,29.4,-175.8,,False,,True,False,,,,,True,False,,,False,False,False,True,,True,False,,,False,True,True,,,,,,True,True,,,,True,True
36017,417,392.0,,387.5,,409.0,466.0,,,,,276.7,422.6,,,482.0,609.5,321.5,392.0,,592.0,438.7,,,503.0,390.0,249.4,,,,,,,403.5,,,,608.0,202.8,-25.0,,-29.5,,-8.0,49.0,,,,,-140.3,5.6,,,65.0,192.5,-95.5,-25.0,,175.0,21.7,,,86.0,-27.0,-167.6,,,,,,,-13.5,,,,191.0,-214.2,,False,,True,False,,,,,False,True,,,False,False,False,False,,False,True,,,False,False,False,,,,,,,True,,,,False,False
36019,741,818.0,,835.8,,806.0,956.0,,,,,344.0,700.8,,,441.0,2035.6,686.1,901.5,,1306.0,823.2,,,1089.0,747.0,497.2,,,,,,,766.8,,,,1305.2,482.2,77.0,,94.8,,65.0,215.0,,,,,-397.0,-40.2,,,-300.0,1294.6,-54.9,160.5,,565.0,82.2,,,348.0,6.0,-243.8,,,,,,,25.8,,,,564.2,-258.8,,False,,True,False,,,,,False,True,,,False,False,True,False,,False,False,,,False,True,False,,,,,,,True,,,,False,False
36021,685,584.0,,579.3,,581.0,851.0,,,,,374.3,577.7,,,528.0,919.5,446.9,585.0,,707.0,680.4,,,771.0,521.0,379.2,,,,,,,626.6,,,,1188.3,358.8,-101.0,,-105.7,,-104.0,166.0,,,,,-310.7,-107.3,,,-157.0,234.5,-238.1,-100.0,,22.0,-4.6,,,86.0,-164.0,-305.8,,,,,,,-58.4,,,,503.3,-326.2,,False,,False,False,,,,,False,False,,,False,False,False,True,,True,True,,,True,False,False,,,,,,,True,,,,False,False
36023,334,486.0,,485.4,,485.0,498.0,,,,,442.5,631.6,,,635.0,508.2,267.1,520.0,,401.0,518.5,,,592.0,460.0,384.9,,,,,,502.5,402.3,,,,718.8,276.2,152.0,,151.4,,151.0,164.0,,,,,108.5,297.6,,,301.0,174.2,-66.9,186.0,,67.0,184.5,,,258.0,126.0,50.9,,,,,,168.5,68.3,,,,384.8,-57.8,,True,,True,False,,,,,True,False,,,False,False,True,False,,True,False,,,False,True,True,,,,,,False,True,,,,False,True
36025,240,248.0,,244.7,,265.0,324.0,,,,,158.8,255.7,,,434.0,334.0,225.9,233.0,,316.0,314.5,,,339.0,294.0,211.0,,,,,,,288.4,,,,281.1,123.5,8.0,,4.7,,25.0,84.0,,,,,-81.2,15.7,,,194.0,94.0,-14.1,-7.0,,76.0,74.5,,,99.0,54.0,-29.0,,,,,,,48.4,,,,41.1,-116.5,,True,,False,False,,,,,False,False,,,False,False,False,True,,False,False,,,False,False,False,,,,,,,False,,,,False,False
36027,3411,3222.0,,3237.8,,3312.0,3616.0,,,,,2804.5,3176.4,,4648.6,2744.0,4147.1,3204.1,3200.5,,3912.0,3679.6,,,3964.0,2865.0,2481.8,,,,,,3020.2,2482.2,4063.0,,,3977.8,1711.5,-189.0,,-173.2,,-99.0,205.0,,,,,-606.5,-234.6,,1237.6,-667.0,736.1,-206.9,-210.5,,501.0,268.6,,,553.0,-546.0,-929.2,,,,,,-390.8,-928.8,652.0,,,566.8,-1699.5,,True,,True,False,,,,,False,False,,False,False,False,False,False,,False,False,,,False,False,False,,,,,,False,False,False,,,False,False
36029,7211,8842.0,,8985.5,7152.7,8355.0,13106.0,,,,,7684.5,10180.8,,10521.4,9674.0,7487.1,5113.1,7230.0,,11722.5,10754.8,,,8205.0,8778.0,5526.5,,,,,,8139.0,7828.3,8840.0,,,6978.9,4263.7,1631.0,,1774.5,-58.3,1144.0,5895.0,,,,,473.5,2969.8,,3310.4,2463.0,276.1,-2097.9,19.0,,4511.5,3543.8,,,994.0,1567.0,-1684.5,,,,,,928.0,617.3,1629.0,,,-232.1,-2947.3,,False,True,True,False,,,,,True,False,,False,False,True,False,True,,False,False,,,True,True,False,,,,,,True,True,True,,,True,False
36031,193,426.0,,392.1,,373.0,774.0,,,,,180.9,440.4,,,223.0,442.5,278.7,366.5,,421.0,396.2,,,530.0,341.0,223.8,,,,,,,413.3,,,,389.3,253.6,233.0,,199.1,,180.0,581.0,,,,,-12.1,247.4,,,30.0,249.5,85.7,173.5,,228.0,203.2,,,337.0,148.0,30.8,,,,,,,220.3,,,,196.3,60.6,,True,,True,False,,,,,True,False,,,True,False,True,True,,True,True,,,False,True,True,,,,,,,True,,,,True,True
36033,392,216.0,,221.3,,218.0,213.0,,,,,190.3,254.7,,,329.0,176.7,327.1,262.5,,205.0,257.4,,,317.0,262.0,233.8,,,,,,,222.0,,,,173.0,119.1,-176.0,,-170.7,,-174.0,-179.0,,,,,-201.7,-137.3,,,-63.0,-215.3,-64.9,-129.5,,-187.0,-134.6,,,-75.0,-130.0,-158.2,,,,,,,-170.0,,,,-219.0,-272.9,,True,,True,False,,,,,False,True,,,True,False,True,True,,False,True,,,True,True,True,,,,,,,True,,,,False,False
36035,639,618.0,,635.6,,566.0,1531.0,,,,,351.1,622.6,,,608.0,398.4,522.5,538.5,,1286.0,692.3,,,711.0,548.0,355.2,,,,,,,606.3,,,,703.8,340.7,-21.0,,-3.4,,-73.0,892.0,,,,,-287.9,-16.4,,,-31.0,-240.6,-116.5,-100.5,,647.0,53.3,,,72.0,-91.0,-283.8,,,,,,,-32.7,,,,64.8,-298.3,,True,,False,False,,,,,False,True,,,False,False,False,False,,False,False,,,False,False,False,,,,,,,False,,,,False,False
36037,568,896.0,,816.5,,794.0,1165.0,,,,,700.7,849.2,,,692.0,760.4,593.8,994.5,,806.0,810.6,,,877.0,749.0,608.2,,,,,,737.6,722.9,,,,1021.0,545.8,328.0,,248.5,,226.0,597.0,,,,,132.7,281.2,,,124.0,192.4,25.8,426.5,,238.0,242.6,,,309.0,181.0,40.2,,,,,,169.6,154.9,,,,453.0,-22.2,,True,,True,False,,,,,True,True,,,True,True,True,False,,True,True,,,True,True,True,,,,,,True,True,,,,False,True
36039,459,576.0,,542.2,,525.0,559.0,,,,,358.7,546.8,,,450.0,1588.9,509.9,665.0,,994.0,544.4,,,768.0,497.0,342.7,,,,,,,560.5,,,,884.4,366.4,117.0,,83.2,,66.0,100.0,,,,,-100.3,87.8,,,-9.0,1129.9,50.9,206.0,,535.0,85.4,,,309.0,38.0,-116.3,,,,,,,101.5,,,,425.4,-92.6,,True,,True,True,,,,,True,True,,,True,False,True,False,,False,True,,,False,True,True,,,,,,,True,,,,False,True
36041,32,28.0,,27.7,,28.0,,,,,,23.1,30.1,,,23.0,63.4,26.7,,,24.0,28.5,,,36.0,32.0,32.9,,,,,,,65.0,,,,50.0,11.0,-4.0,,-4.3,,-4.0,,,,,,-8.9,-1.9,,,-9.0,31.4,-5.3,,,-8.0,-3.5,,,4.0,0.0,0.9,,,,,,,33.0,,,,18.0,-21.0,,False,,False,,,,,,False,True,,,False,False,False,,,False,True,,,False,True,True,,,,,,,False,,,,False,False
36043,940,1258.0,,1263.6,,1166.0,1492.0,,,,,707.5,1127.8,,,667.0,1882.1,731.2,1436.0,,1553.0,1316.2,,,1641.0,1034.0,699.5,,,,,,1104.0,1080.7,,,,1285.0,732.4,318.0,,323.6,,226.0,552.0,,,,,-232.5,187.8,,,-273.0,942.1,-208.8,496.0,,613.0,376.2,,,701.0,94.0,-240.5,,,,,,164.0,140.7,,,,345.0,-207.6,,False,,True,False,,,,,True,True,,,True,False,True,False,,False,False,,,False,True,True,,,,,,True,True,,,,False,True
36045,1053,1058.0,,1043.5,,1095.0,1488.0,,,,,574.2,942.8,,,1257.0,1385.3,925.5,1147.0,,1471.0,1140.8,,,1362.0,1007.0,674.2,,,,,,,897.4,,,,1136.5,615.4,5.0,,-9.5,,42.0,435.0,,,,,-478.8,-110.2,,,204.0,332.3,-127.5,94.0,,418.0,87.8,,,309.0,-46.0,-378.8,,,,,,,-155.6,,,,83.5,-437.6,,False,,False,False,,,,,False,False,,,False,False,False,False,,False,False,,,False,False,False,,,,,,,False,,,,False,False
36047,24456,21358.0,,21169.9,21414.1,21872.0,34955.0,,,,,22420.6,32539.2,,31489.8,,29597.8,25908.6,15835.5,,25136.0,25057.9,,,22192.0,21560.0,16274.0,,,,,,16243.1,19127.5,33870.0,,,0.2,,-3098.0,,-3286.1,-3041.9,-2584.0,10499.0,,,,,-2035.4,8083.2,,7033.8,,5141.8,1452.6,-8620.5,,680.0,601.9,,,-2264.0,-2896.0,-8182.0,,,,,,-8212.9,-5328.5,9414.0,,,-24455.8,,,False,True,True,False,,,,,True,False,,False,,False,True,False,,True,True,,,True,True,False,,,,,,False,False,False,,,False,
36049,422,454.0,,458.2,,417.0,633.0,,,,,274.1,439.3,,,329.0,516.5,221.2,,,460.0,418.0,,,570.0,341.0,213.6,,,,,,,436.1,,,,948.9,238.4,32.0,,36.2,,-5.0,211.0,,,,,-147.9,17.3,,,-93.0,94.5,-200.8,,,38.0,-4.0,,,148.0,-81.0,-208.4,,,,,,,14.1,,,,526.9,-183.6,,False,,True,False,,,,,False,True,,,False,False,False,,,False,True,,,False,False,False,,,,,,,True,,,,False,False
36051,550,644.0,,660.3,,634.0,873.0,,,,,486.2,609.2,,,703.0,593.8,487.1,749.5,,646.0,789.9,,,855.0,619.0,314.5,,,,,,,578.3,,,,617.6,326.0,94.0,,110.3,,84.0,323.0,,,,,-63.8,59.2,,,153.0,43.8,-62.9,199.5,,96.0,239.9,,,305.0,69.0,-235.5,,,,,,,28.3,,,,67.6,-224.0,,False,,True,False,,,,,True,True,,,False,True,True,False,,False,False,,,False,True,False,,,,,,,True,,,,True,False
36053,542,738.0,,734.4,,729.0,977.0,,,,,543.0,749.6,,,977.0,749.5,610.6,690.0,,966.0,885.0,,,873.0,674.0,599.9,,,,,,623.8,618.8,,,,865.1,365.3,196.0,,192.4,,187.0,435.0,,,,,1.0,207.6,,,435.0,207.5,68.6,148.0,,424.0,343.0,,,331.0,132.0,57.9,,,,,,81.8,76.8,,,,323.1,-176.7,,True,,True,False,,,,,True,False,,,False,False,True,True,,False,False,,,False,True,True,,,,,,True,True,,,,False,True
36055,6151,8682.0,,8678.3,7059.4,8654.0,10412.0,,,,,7631.1,10025.7,,9960.7,7929.0,11519.1,6402.4,8979.5,,8593.5,10154.9,,,9718.0,8113.0,6389.7,,,,,,7914.1,7461.1,8698.0,,,26903.1,3748.4,2531.0,,2527.3,908.4,2503.0,4261.0,,,,,1480.1,3874.7,,3809.7,1778.0,5368.1,251.4,2828.5,,2442.5,4003.9,,,3567.0,1962.0,238.7,,,,,,1763.1,1310.1,2547.0,,,20752.1,-2402.6,,True,True,True,False,,,,,True,False,,False,True,False,True,False,,True,False,,,False,True,True,,,,,,True,True,False,,,False,True
36057,579,744.0,,722.1,,731.0,919.0,,,,,425.3,733.1,,,614.0,769.3,569.4,794.5,,870.0,804.4,,,854.0,625.0,424.2,,,,,,,570.3,,,,1034.5,425.5,165.0,,143.1,,152.0,340.0,,,,,-153.7,154.1,,,35.0,190.3,-9.6,215.5,,291.0,225.4,,,275.0,46.0,-154.8,,,,,,,-8.7,,,,455.5,-153.5,,True,,True,False,,,,,True,True,,,True,False,True,False,,False,False,,,False,True,True,,,,,,,True,,,,False,True
36059,18752,20624.0,,20955.1,15610.0,20799.0,22815.0,,,,,20866.0,27040.2,,28955.1,15774.0,27040.3,17490.8,20346.5,,23652.5,23350.0,,,24650.0,16916.0,11360.9,,,,,,19504.9,17184.1,,,,33609.1,13573.1,1872.0,,2203.1,-3142.0,2047.0,4063.0,,,,,2114.0,8288.2,,10203.1,-2978.0,8288.3,-1261.2,1594.5,,4900.5,4598.0,,,5898.0,-1836.0,-7391.1,,,,,,752.9,-1567.9,,,,14857.1,-5178.9,,False,False,False,False,,,,,False,False,,False,False,False,True,True,,False,False,,,False,True,False,,,,,,True,True,,,,False,False
36061,11413,10396.0,,10846.0,11981.3,10360.0,8115.0,,,,,11599.3,11900.6,,13747.5,7577.0,11942.1,13313.5,7418.5,,,13827.4,,,11598.0,11211.0,8977.7,,,,,,10820.0,10639.7,11490.0,,,6712.9,6257.7,-1017.0,,-567.0,568.3,-1053.0,-3298.0,,,,,186.3,487.6,,2334.5,-3836.0,529.1,1900.5,-3994.5,,,2414.4,,,185.0,-202.0,-2435.3,,,,,,-593.0,-773.3,77.0,,,-4700.1,-5155.3,,True,True,False,False,,,,,True,True,,False,False,True,False,False,,,False,,,True,True,False,,,,,,True,True,True,,,False,False
36063,2354,2926.0,,2985.9,,2801.0,3964.0,,,,,2050.1,3004.0,,3863.4,2386.0,4038.5,1969.9,2671.0,,3156.0,3362.5,,,3437.0,2515.0,1804.0,,,,,,2715.5,2720.1,3247.0,,,2831.9,1457.0,572.0,,631.9,,447.0,1610.0,,,,,-303.9,650.0,,1509.4,32.0,1684.5,-384.1,317.0,,802.0,1008.5,,,1083.0,161.0,-550.0,,,,,,361.5,366.1,893.0,,,477.9,-897.0,,False,,True,False,,,,,True,False,,False,True,False,True,True,,False,False,,,False,True,True,,,,,,True,True,False,,,True,False
36065,2918,3794.0,,3719.8,,3690.0,5451.0,,,,,3051.7,3723.7,,,3144.0,7197.3,2552.9,3872.5,,3846.0,3821.4,,,4560.0,3413.0,2625.3,,,,,,3620.6,3083.0,3638.0,,,8064.1,2214.0,876.0,,801.8,,772.0,2533.0,,,,,133.7,805.7,,,226.0,4279.3,-365.1,954.5,,928.0,903.4,,,1642.0,495.0,-292.7,,,,,,702.6,165.0,720.0,,,5146.1,-704.0,,True,,True,False,,,,,True,True,,,True,False,True,False,,False,False,,,False,True,True,,,,,,True,True,True,,,False,True
36067,4129,5484.0,,5442.3,4890.4,5332.0,7070.0,,,,,4454.4,6116.7,,6168.1,5482.0,7539.8,3761.7,5434.0,,5112.5,6055.2,,,5644.0,4867.0,3967.6,,,,,,4548.0,5742.9,4349.0,,,18537.9,2915.6,1355.0,,1313.3,761.4,1203.0,2941.0,,,,,325.4,1987.7,,2039.1,1353.0,3410.8,-367.3,1305.0,,983.5,1926.2,,,1515.0,738.0,-161.4,,,,,,419.0,1613.9,220.0,,,14408.9,-1213.4,,True,True,True,False,,,,,True,False,,False,True,False,True,True,,True,False,,,False,True,True,,,,,,True,False,True,,,False,True
36069,779,1336.0,,1334.7,,1239.0,1570.0,,,,,820.5,1247.9,,,1235.0,2075.2,1150.6,1460.0,,1125.0,1360.3,,,1693.0,1157.0,777.0,,,,,,880.0,984.9,,,,1873.0,753.0,557.0,,555.7,,460.0,791.0,,,,,41.5,468.9,,,456.0,1296.2,371.6,681.0,,346.0,581.3,,,914.0,378.0,-2.0,,,,,,101.0,205.9,,,,1094.0,-26.0,,True,,True,False,,,,,True,True,,,True,False,True,False,,True,False,,,False,True,True,,,,,,True,True,,,,False,True
36071,4074,3810.0,,3848.6,3693.6,3883.0,7335.0,,,,,4482.0,4485.0,,5421.3,3787.0,5893.3,3756.3,3818.0,,3987.0,4624.0,,,4536.0,3669.0,3266.9,,,,,,4108.8,3290.5,4263.0,,,5596.5,2574.9,-264.0,,-225.4,-380.4,-191.0,3261.0,,,,,408.0,411.0,,1347.3,-287.0,1819.3,-317.7,-256.0,,-87.0,550.0,,,462.0,-405.0,-807.1,,,,,,34.8,-783.5,189.0,,,1522.5,-1499.1,,True,False,True,False,,,,,False,False,,False,False,False,False,True,,True,False,,,False,False,False,,,,,,True,False,True,,,False,False
36073,363,478.0,,470.5,,455.0,582.0,,,,,327.3,463.4,,,400.0,537.2,386.4,494.0,,555.0,507.9,,,570.0,427.0,296.1,,,,,,,398.6,,,,706.5,253.6,115.0,,107.5,,92.0,219.0,,,,,-35.7,100.4,,,37.0,174.2,23.4,131.0,,192.0,144.9,,,207.0,64.0,-66.9,,,,,,,35.6,,,,343.5,-109.4,,True,,True,False,,,,,True,True,,,True,False,True,False,,False,False,,,False,True,True,,,,,,,True,,,,False,True
36075,924,1226.0,,1246.8,,1209.0,2033.0,,,,,790.8,1253.9,,,1493.0,1849.6,702.8,1185.0,,1371.0,1347.0,,,1488.0,1114.0,999.6,,,,,,1876.9,1031.6,,,,957.7,591.6,302.0,,322.8,,285.0,1109.0,,,,,-133.2,329.9,,,569.0,925.6,-221.2,261.0,,447.0,423.0,,,564.0,190.0,75.6,,,,,,952.9,107.6,,,,33.7,-332.4,,False,,True,False,,,,,True,False,,,False,False,True,True,,False,False,,,False,True,True,,,,,,False,True,,,,True,False
36077,453,278.0,,275.6,,294.0,301.0,,,,,256.1,330.8,,,613.0,364.8,356.7,300.5,,306.0,328.5,,,367.0,320.0,310.5,,,,,,,282.5,,,,279.3,148.2,-175.0,,-177.4,,-159.0,-152.0,,,,,-196.9,-122.2,,,160.0,-88.2,-96.3,-152.5,,-147.0,-124.5,,,-86.0,-133.0,-142.5,,,,,,,-170.5,,,,-173.7,-304.8,,False,,True,True,,,,,False,True,,,True,True,True,True,,True,True,,,True,True,True,,,,,,,True,,,,True,False
36079,1179,1240.0,,1224.5,,1217.0,1195.0,,,,,1046.8,1251.8,,1810.2,988.0,2006.6,631.2,1195.0,,1554.0,1454.7,,,1594.0,1070.0,585.3,,,,,,1315.4,1492.0,,,,1194.3,573.0,61.0,,45.5,,38.0,16.0,,,,,-132.2,72.8,,631.2,-191.0,827.6,-547.8,16.0,,375.0,275.7,,,415.0,-109.0,-593.7,,,,,,136.4,313.0,,,,15.3,-606.0,,True,,True,True,,,,,False,False,,False,False,False,False,True,,False,False,,,False,False,False,,,,,,False,False,,,,True,False
36081,24434,23654.0,,23585.6,20496.6,23619.0,27988.0,,,,,23515.8,36004.1,,34641.0,,30332.3,18763.0,17419.5,,29993.0,29133.7,,,24882.0,22171.0,16321.3,,,,,,17438.3,19607.1,35322.0,,,18368.4,,-780.0,,-848.4,-3937.4,-815.0,3554.0,,,,,-918.2,11570.1,,10207.0,,5898.3,-5671.0,-7014.5,,5559.0,4699.7,,,448.0,-2263.0,-8112.7,,,,,,-6995.7,-4826.9,10888.0,,,-6065.6,,,False,False,False,False,,,,,False,False,,False,,False,False,False,,False,False,,,True,False,False,,,,,,False,False,False,,,False,
36083,1783,1982.0,,1991.2,,1992.0,2087.0,,,,,1206.9,1789.3,,2772.2,1536.0,2982.4,1707.9,2334.5,,2112.0,2200.0,,,2626.0,1741.0,1379.2,,,,,,2289.6,1968.3,2276.0,,,2174.3,1066.7,199.0,,208.2,,209.0,304.0,,,,,-576.1,6.3,,989.2,-247.0,1199.4,-75.1,551.5,,329.0,417.0,,,843.0,-42.0,-403.8,,,,,,506.6,185.3,493.0,,,391.3,-716.3,,False,,False,False,,,,,False,True,,False,False,False,True,False,,False,False,,,False,True,False,,,,,,False,True,False,,,False,False
36085,6752,7776.0,,7731.7,4983.8,7074.0,6269.0,,,,,7564.6,9727.8,,10789.6,,9832.7,4671.9,5139.0,,9074.0,8792.3,,,8566.0,6156.0,5569.6,,,,,,7718.8,8766.8,10826.0,,,4003.2,,1024.0,,979.7,-1768.2,322.0,-483.0,,,,,812.6,2975.8,,4037.6,,3080.7,-2080.1,-1613.0,,2322.0,2040.3,,,1814.0,-596.0,-1182.4,,,,,,966.8,2014.8,4074.0,,,-2748.8,,,True,False,True,True,,,,,True,False,,False,,False,False,False,,False,False,,,False,True,False,,,,,,True,False,False,,,False,
36087,3288,3298.0,,3281.2,2509.7,3303.0,3024.0,,,,,4385.6,4752.5,,3860.7,3600.0,4452.7,2217.8,3343.0,,3332.0,3469.7,,,3559.0,3357.0,2642.7,,,,,,2883.6,3589.4,,,,2796.9,3618.1,10.0,,-6.8,-778.3,15.0,-264.0,,,,,1097.6,1464.5,,572.7,312.0,1164.7,-1070.2,55.0,,44.0,181.7,,,271.0,69.0,-645.3,,,,,,-404.4,301.4,,,,-491.1,330.1,,True,False,False,False,,,,,False,False,,False,False,False,False,False,,False,False,,,False,False,False,,,,,,False,False,,,,False,False
