,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,OliverWyman-Navigator,RobertWalraven-ESG,UCLA-SuEIR,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
35043,60,48.0,,65.0,,,,,87.0,138.7,23.0,33.4,,,45.9,,,46.0,-12.0,,5.0,,,,,27.0,78.7,-37.0,-26.6,,,-14.1,,,-14.0,,True,,,,,False,False,False,False,,,False,,,False
35045,172,158.0,,139.0,,,,,201.0,257.5,71.2,58.0,243.0,,163.9,,,164.0,-14.0,,-33.0,,,,,29.0,85.5,-100.8,-114.0,71.0,,-8.1,,,-8.0,,False,,,,,False,False,False,False,False,,True,,,True
35047,3,2.0,,0.0,,,,,4.0,7.4,0.2,,0.0,,,,,1.8,-1.0,,-3.0,,,,,1.0,4.4,-2.8,,-3.0,,,,,-1.2,,False,,,,,False,False,False,,False,,,,,False
35049,69,41.0,,55.0,,,,,40.0,45.7,18.0,28.8,46.0,,,,,41.5,-28.0,,-14.0,,,,,-29.0,-23.3,-51.0,-40.2,-23.0,,,,,-27.5,,True,,,,,False,True,False,False,True,,,,,True
35051,0,2.0,,0.0,,,,,0.0,11.4,0.1,,,,,,,3.3,2.0,,0.0,,,,,0.0,11.4,0.1,,,,,,,3.3,,True,,,,,True,False,True,,,,,,,False
35053,3,1.0,,0.0,,,,,2.0,6.4,0.7,,,,,,,0.5,-2.0,,-3.0,,,,,-1.0,3.4,-2.3,,,,,,,-2.5,,False,,,,,True,False,False,,,,,,,False
35055,4,9.0,,0.0,,,,,4.0,10.9,0.6,,12.0,,,,,14.5,5.0,,-4.0,,,,,0.0,6.9,-3.4,,8.0,,,,,10.5,,True,,,,,True,False,True,,False,,,,,False
35057,2,5.0,,0.0,,,,,2.0,4.7,0.7,,8.0,,,,,3.8,3.0,,-2.0,,,,,0.0,2.7,-1.3,,6.0,,,,,1.8,,True,,,,,True,True,True,,False,,,,,True
35059,0,1.0,,0.0,,,,,0.0,3.6,0.0,,0.0,,,,,1.7,1.0,,0.0,,,,,0.0,3.6,0.0,,0.0,,,,,1.7,,True,,,,,True,False,True,,True,,,,,False
35061,38,36.0,,35.0,,,,,24.0,42.5,16.0,14.3,41.0,,,,,59.6,-2.0,,-3.0,,,,,-14.0,4.5,-22.0,-23.7,3.0,,,,,21.6,,False,,,,,False,False,False,False,False,,,,,False
36001,63,54.0,,54.0,,,,,55.0,165.9,24.9,18.3,49.0,,48.8,,,85.7,-9.0,,-9.0,,,,,-8.0,102.9,-38.1,-44.7,-14.0,,-14.2,,,22.7,,False,,,,,True,False,False,False,False,,False,,,False
36003,3,5.0,,1.0,,,,,3.0,12.1,0.1,,4.0,,,,,12.3,2.0,,-2.0,,,,,0.0,9.1,-2.9,,1.0,,,,,9.3,,False,,,,,True,False,False,,True,,,,,False
36005,365,0.0,,549.0,,,,,,1388.6,,,527.0,,,,,,-365.0,,184.0,,,,,,1023.6,,,162.0,,,,,,,True,,,,,,False,,,True,,,,,
36007,55,51.0,,54.0,,,,,70.0,166.2,14.3,16.9,36.0,,72.5,,,67.7,-4.0,,-1.0,,,,,15.0,111.2,-40.7,-38.1,-19.0,,17.5,,,12.7,,True,,,,,False,False,False,False,False,,False,,,False
36009,11,4.0,,6.0,,,,,6.0,30.0,0.8,12.0,5.0,,,,,3.5,-7.0,,-5.0,,,,,-5.0,19.0,-10.2,1.0,-6.0,,,,,-7.5,,True,,,,,True,False,False,True,True,,,,,False
36011,6,9.0,,0.0,,,,,13.0,23.4,1.1,5.5,6.0,,,,,8.3,3.0,,-6.0,,,,,7.0,17.4,-4.9,-0.5,0.0,,,,,2.3,,False,,,,,False,False,False,True,True,,,,,True
36013,39,8.0,,7.0,,,,,8.0,28.6,0.8,9.6,7.0,,,,,7.3,-31.0,,-32.0,,,,,-31.0,-10.4,-38.2,-29.4,-32.0,,,,,-31.7,,False,,,,,False,True,False,True,False,,,,,False
36015,2,7.0,,0.0,,,,,15.0,13.4,1.2,0.3,6.0,,,,,15.8,5.0,,-2.0,,,,,13.0,11.4,-0.8,-1.7,4.0,,,,,13.8,,True,,,,,False,False,True,True,True,,,,,False
36017,17,3.0,,0.0,,,,,8.0,15.6,0.5,2.0,2.0,,,,,3.1,-14.0,,-17.0,,,,,-9.0,-1.4,-16.5,-15.0,-15.0,,,,,-13.9,,False,,,,,True,True,False,False,False,,,,,True
36019,7,0.0,,0.0,,,,,1.0,13.5,0.0,0.8,2.0,,,,,0.0,-7.0,,-7.0,,,,,-6.0,6.5,-7.0,-6.2,-5.0,,,,,-7.0,,False,,,,,True,True,True,True,True,,,,,True
36021,11,13.0,,14.0,,,,,6.0,55.2,2.7,9.5,11.0,,7.5,,,16.8,2.0,,3.0,,,,,-5.0,44.2,-8.3,-1.5,0.0,,-3.5,,,5.8,,False,,,,,False,False,False,True,True,,False,,,False
36023,8,6.0,,0.0,,,,,6.0,11.2,0.0,,2.0,,,,,6.6,-2.0,,-8.0,,,,,-2.0,3.2,-8.0,,-6.0,,,,,-1.4,,False,,,,,False,False,False,,False,,,,,True
36025,0,0.0,,0.0,,,,,2.0,9.3,0.1,,0.0,,,,,0.0,0.0,,0.0,,,,,2.0,9.3,0.1,,0.0,,,,,0.0,,True,,,,,False,False,False,,True,,,,,True
36027,31,47.0,,46.0,,,,,34.0,193.0,15.7,22.3,47.0,,37.7,,,39.2,16.0,,15.0,,,,,3.0,162.0,-15.3,-8.7,16.0,,6.7,,,8.2,,True,,,,,True,False,True,True,False,,True,,,True
36029,249,256.0,,374.0,,,,,381.0,877.5,125.1,113.0,198.0,,199.7,,,304.0,7.0,,125.0,,,,,132.0,628.5,-123.9,-136.0,-51.0,,-49.3,,,55.0,,False,,,,,False,False,False,False,False,,False,,,False
36031,4,5.0,,0.0,,,,,2.0,10.5,0.0,,6.0,,,,,27.5,1.0,,-4.0,,,,,-2.0,6.5,-4.0,,2.0,,,,,23.5,,False,,,,,False,False,False,,False,,,,,False
36033,2,4.0,,0.0,,,,,0.0,8.5,0.0,,1.0,,,,,6.4,2.0,,-2.0,,,,,-2.0,6.5,-2.0,,-1.0,,,,,4.4,,False,,,,,False,False,True,,True,,,,,False
36035,4,12.0,,7.0,,,,,9.0,37.1,0.8,5.8,6.0,,11.1,,,5.4,8.0,,3.0,,,,,5.0,33.1,-3.2,1.8,2.0,,7.1,,,1.4,,True,,,,,True,False,True,True,True,,True,,,True
36037,8,2.0,,7.0,,,,,10.0,25.2,0.0,6.9,0.0,,,,,0.6,-6.0,,-1.0,,,,,2.0,17.2,-8.0,-1.1,-8.0,,,,,-7.4,,True,,,,,True,False,False,True,False,,,,,False
36039,2,3.0,,0.0,,,,,3.0,23.3,0.1,2.5,,,,,,4.2,1.0,,-2.0,,,,,1.0,21.3,-1.9,0.5,,,,,,2.2,,False,,,,,False,False,False,True,,,,,,False
36041,0,0.0,,0.0,,,,,0.0,2.1,0.0,,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,2.1,0.0,,0.0,,,,,0.0,,True,,,,,True,False,False,,True,,,,,True
36043,16,18.0,,28.0,,,,,3.0,32.2,3.5,15.3,12.0,,,,,16.6,2.0,,12.0,,,,,-13.0,16.2,-12.5,-0.7,-4.0,,,,,0.6,,False,,,,,False,False,False,True,False,,,,,True
36045,2,8.0,,7.0,,,,,4.0,22.4,0.1,,7.0,,,,,25.2,6.0,,5.0,,,,,2.0,20.4,-1.9,,5.0,,,,,23.2,,True,,,,,True,False,True,,True,,,,,False
36047,569,0.0,,846.0,,,,,,2471.4,,,621.0,,,,,,-569.0,,277.0,,,,,,1902.4,,,52.0,,,,,,,True,,,,,,False,,,True,,,,,
36049,0,5.0,,0.0,,,,,1.0,6.5,0.0,,0.0,,,,,0.9,5.0,,0.0,,,,,1.0,6.5,0.0,,0.0,,,,,0.9,,True,,,,,True,False,True,,True,,,,,True
36051,14,5.0,,0.0,,,,,5.0,19.2,0.4,1.7,2.0,,,,,3.1,-9.0,,-14.0,,,,,-9.0,5.2,-13.6,-12.3,-12.0,,,,,-10.9,,False,,,,,False,True,False,False,False,,,,,False
36053,11,12.0,,7.0,,,,,30.0,29.2,1.8,5.5,9.0,,5.9,,,12.6,1.0,,-4.0,,,,,19.0,18.2,-9.2,-5.5,-2.0,,-5.1,,,1.6,,False,,,,,False,False,False,False,False,,False,,,False
36055,231,246.0,,455.0,,,,,283.0,608.3,149.3,79.9,208.0,,259.5,,,347.8,15.0,,224.0,,,,,52.0,377.3,-81.7,-151.1,-23.0,,28.5,,,116.8,,False,,,,,False,False,False,False,False,,False,,,False
36057,11,3.0,,5.0,,,,,4.0,20.1,0.1,5.8,0.0,,,,,0.6,-8.0,,-6.0,,,,,-7.0,9.1,-10.9,-5.2,-11.0,,,,,-10.4,,True,,,,,True,False,False,True,False,,,,,False
36059,279,263.0,,309.0,,,,,386.0,645.4,169.7,157.8,344.0,,250.4,,,271.6,-16.0,,30.0,,,,,107.0,366.4,-109.3,-121.2,65.0,,-28.6,,,-7.4,,False,,,,,False,False,False,False,False,,False,,,True
36061,405,2296.0,,700.0,,,,,1839.0,1316.3,,330.8,288.0,,1928.7,,,2404.0,1891.0,,295.0,,,,,1434.0,911.3,,-74.2,-117.0,,1523.7,,,1999.0,,True,,,,,True,True,,True,True,,True,,,False
36063,57,54.0,,73.0,,,,,95.0,150.5,26.4,19.1,48.0,,46.6,,,99.6,-3.0,,16.0,,,,,38.0,93.5,-30.6,-37.9,-9.0,,-10.4,,,42.6,,False,,,,,False,False,False,False,False,,False,,,False
36065,93,178.0,,268.0,,,,,89.0,360.8,89.9,119.3,108.0,,182.6,,,123.8,85.0,,175.0,,,,,-4.0,267.8,-3.1,26.3,15.0,,89.6,,,30.8,,False,,,,,True,False,True,True,True,,False,,,True
36067,172,137.0,,202.0,,,,,241.0,439.6,66.1,68.0,112.0,,127.5,,,125.3,-35.0,,30.0,,,,,69.0,267.6,-105.9,-104.0,-60.0,,-44.5,,,-46.7,,True,,,,,False,False,False,False,False,,False,,,False
36069,18,24.0,,16.0,,,,,24.0,68.2,9.8,13.3,19.0,,22.2,,,42.1,6.0,,-2.0,,,,,6.0,50.2,-8.2,-4.7,1.0,,4.2,,,24.1,,True,,,,,False,False,False,True,True,,True,,,False
36071,64,56.0,,109.0,,,,,92.0,260.1,27.9,18.9,84.0,,46.9,,,63.7,-8.0,,45.0,,,,,28.0,196.1,-36.1,-45.1,20.0,,-17.1,,,-0.3,,False,,,,,False,False,False,False,False,,False,,,True
36073,5,2.0,,0.0,,,,,8.0,30.2,0.0,5.8,0.0,,,,,0.7,-3.0,,-5.0,,,,,3.0,25.2,-5.0,0.8,-5.0,,,,,-4.3,,False,,,,,False,False,False,True,False,,,,,False
36075,13,12.0,,23.0,,,,,23.0,58.5,4.8,31.3,8.0,,,,,8.2,-1.0,,10.0,,,,,10.0,45.5,-8.2,18.3,-5.0,,,,,-4.8,,False,,,,,False,False,False,False,False,,,,,False
36077,2,2.0,,0.0,,,,,4.0,8.5,0.1,,0.0,,,,,5.9,0.0,,-2.0,,,,,2.0,6.5,-1.9,,-2.0,,,,,3.9,,False,,,,,False,False,False,,False,,,,,False
36079,26,16.0,,10.0,,,,,17.0,35.1,3.1,11.1,13.0,,18.7,,,10.0,-10.0,,-16.0,,,,,-9.0,9.1,-22.9,-14.9,-13.0,,-7.3,,,-16.0,,False,,,,,True,True,False,False,False,,True,,,False
36081,523,0.0,,854.0,,,,,,2542.9,,,718.0,,,,,,-523.0,,331.0,,,,,,2019.9,,,195.0,,,,,,,True,,,,,,False,,,True,,,,,
36083,30,13.0,,21.0,,,,,19.0,57.0,3.8,7.7,12.0,,31.5,,,9.1,-17.0,,-9.0,,,,,-11.0,27.0,-26.2,-22.3,-18.0,,1.5,,,-20.9,,True,,,,,True,False,False,False,False,,True,,,False
36085,118,0.0,,246.0,,,,,,418.8,,,163.0,,,,,,-118.0,,128.0,,,,,,300.8,,,45.0,,,,,,,False,,,,,,False,,,True,,,,,
36087,71,63.0,,78.0,,,,,139.0,163.9,30.8,27.8,104.0,,70.1,,,55.5,-8.0,,7.0,,,,,68.0,92.9,-40.2,-43.2,33.0,,-0.9,,,-15.5,,True,,,,,False,False,False,False,False,,True,,,False
36089,7,5.0,,0.0,,,,,2.0,16.0,0.5,1.2,,,,,,12.6,-2.0,,-7.0,,,,,-5.0,9.0,-6.5,-5.8,,,,,,5.6,,False,,,,,False,False,False,False,,,,,,False
36091,33,16.0,,15.0,,,,,38.0,50.4,5.6,12.0,16.0,,10.9,,,23.7,-17.0,,-18.0,,,,,5.0,17.4,-27.4,-21.0,-17.0,,-22.1,,,-9.3,,False,,,,,True,False,False,False,False,,False,,,True
36093,25,45.0,,73.0,,,,,36.0,95.7,17.8,15.3,29.0,,47.1,,,55.8,20.0,,48.0,,,,,11.0,70.7,-7.2,-9.7,4.0,,22.1,,,30.8,,False,,,,,True,False,True,True,True,,False,,,False
36095,4,1.0,,0.0,,,,,1.0,10.0,0.0,,1.0,,,,,0.1,-3.0,,-4.0,,,,,-3.0,6.0,-4.0,,-3.0,,,,,-3.9,,False,,,,,False,False,False,,False,,,,,False
36097,2,1.0,,0.0,,,,,0.0,3.3,0.0,,0.0,,,,,3.6,-1.0,,-2.0,,,,,-2.0,1.3,-2.0,,-2.0,,,,,1.6,,False,,,,,False,False,False,,False,,,,,False
36099,4,1.0,,0.0,,,,,5.0,10.9,0.1,,1.0,,,,,0.5,-3.0,,-4.0,,,,,1.0,6.9,-3.9,,-3.0,,,,,-3.5,,False,,,,,True,False,False,,False,,,,,False
36101,5,5.0,,0.0,,,,,12.0,21.3,0.2,2.7,7.0,,2.2,,,4.3,0.0,,-5.0,,,,,7.0,16.3,-4.8,-2.3,2.0,,-2.8,,,-0.7,,False,,,,,False,False,False,False,False,,False,,,False
36103,402,332.0,,382.0,,,,,406.0,903.0,191.5,152.9,384.0,,297.1,,,297.4,-70.0,,-20.0,,,,,4.0,501.0,-210.5,-249.1,-18.0,,-104.9,,,-104.6,,True,,,,,True,False,False,False,True,,False,,,False
36105,8,5.0,,0.0,,,,,20.0,28.2,0.7,4.9,,,10.2,,,4.1,-3.0,,-8.0,,,,,12.0,20.2,-7.3,-3.1,,,2.2,,,-3.9,,False,,,,,False,False,False,False,,,True,,,False
36107,15,3.0,,0.0,,,,,7.0,16.1,0.2,2.9,2.0,,,,,5.3,-12.0,,-15.0,,,,,-8.0,1.1,-14.8,-12.1,-13.0,,,,,-9.7,,False,,,,,True,True,False,False,False,,,,,True
36109,5,3.0,,0.0,,,,,30.0,16.6,0.1,1.4,1.0,,,,,1.5,-2.0,,-5.0,,,,,25.0,11.6,-4.9,-3.6,-4.0,,,,,-3.5,,False,,,,,False,False,False,False,False,,,,,False
36111,30,52.0,,57.0,,,,,19.0,119.0,26.1,6.4,51.0,,48.2,,,143.0,22.0,,27.0,,,,,-11.0,89.0,-3.9,-23.6,21.0,,18.2,,,113.0,,False,,,,,True,False,True,False,True,,True,,,False
36113,6,5.0,,0.0,,,,,10.0,13.4,0.9,1.4,7.0,,6.1,,,24.9,-1.0,,-6.0,,,,,4.0,7.4,-5.1,-4.6,1.0,,0.1,,,18.9,,False,,,,,False,False,False,False,False,,True,,,False
36115,3,1.0,,0.0,,,,,7.0,17.9,0.0,1.1,0.0,,0.4,,,0.1,-2.0,,-3.0,,,,,4.0,14.9,-3.0,-1.9,-3.0,,-2.6,,,-2.9,,False,,,,,False,False,False,True,False,,False,,,False
36117,20,22.0,,34.0,,,,,16.0,40.0,6.7,15.2,17.0,,,,,21.4,2.0,,14.0,,,,,-4.0,20.0,-13.3,-4.8,-3.0,,,,,1.4,,False,,,,,False,False,False,False,False,,,,,True
36119,240,272.0,,458.0,,,,,240.0,464.9,142.9,68.6,311.0,,223.0,,,293.5,32.0,,218.0,,,,,0.0,224.9,-97.1,-171.4,71.0,,-17.0,,,53.5,,False,,,,,True,False,False,False,False,,True,,,False
36121,5,1.0,,0.0,,,,,3.0,7.1,0.1,,1.0,,,,,1.0,-4.0,,-5.0,,,,,-2.0,2.1,-4.9,,-4.0,,,,,-4.0,,False,,,,,True,True,False,,False,,,,,True
36123,0,3.0,,0.0,,,,,3.0,11.0,0.0,,0.0,,,,,2.6,3.0,,0.0,,,,,3.0,11.0,0.0,,0.0,,,,,2.6,,True,,,,,False,False,True,,True,,,,,True
37001,163,174.0,,137.0,,,,,280.0,230.6,87.5,174.7,201.0,,185.1,,,141.8,11.0,,-26.0,,,,,117.0,67.6,-75.5,11.7,38.0,,22.1,,,-21.2,,False,,,,,False,False,False,False,False,,False,,,False
37003,50,24.0,,41.0,,,,,16.0,42.6,20.7,25.7,35.0,,,,,37.6,-26.0,,-9.0,,,,,-34.0,-7.4,-29.3,-24.3,-15.0,,,,,-12.4,,True,,,,,False,True,False,True,True,,,,,True
37005,4,5.0,,0.0,,,,,2.0,5.2,1.3,,7.0,,,,,19.9,1.0,,-4.0,,,,,-2.0,1.2,-2.7,,3.0,,,,,15.9,,False,,,,,False,False,False,,False,,,,,False
37007,43,27.0,,34.0,,,,,6.0,29.0,9.6,19.5,29.0,,,,,34.3,-16.0,,-9.0,,,,,-37.0,-14.0,-33.4,-23.5,-14.0,,,,,-8.7,,True,,,,,False,True,False,False,True,,,,,True
37009,6,2.0,,1.0,,,,,4.0,11.1,2.4,,,,,,,0.5,-4.0,,-5.0,,,,,-2.0,5.1,-3.6,,,,,,,-5.5,,False,,,,,True,False,True,,,,,,,False
37011,13,3.0,,0.0,,,,,2.0,5.7,0.4,,,,,,,3.6,-10.0,,-13.0,,,,,-11.0,-7.3,-12.6,,,,,,,-9.4,,False,,,,,False,True,False,,,,,,,True
37013,49,29.0,,44.0,,,,,15.0,31.6,11.0,22.6,30.0,,,,,42.7,-20.0,,-5.0,,,,,-34.0,-17.4,-38.0,-26.4,-19.0,,,,,-6.3,,True,,,,,False,True,False,False,True,,,,,True
37015,6,8.0,,0.0,,,,,4.0,11.6,0.9,2.4,,,,,,7.4,2.0,,-6.0,,,,,-2.0,5.6,-5.1,-3.6,,,,,,1.4,,False,,,,,False,False,False,False,,,,,,True
37017,38,49.0,,56.0,,,,,31.0,67.1,11.4,50.5,48.0,,,,,26.0,11.0,,18.0,,,,,-7.0,29.1,-26.6,12.5,10.0,,,,,-12.0,,False,,,,,True,False,False,False,True,,,,,False
37019,126,169.0,,227.0,,,,,85.0,111.7,129.3,170.2,175.0,,,,,203.6,43.0,,101.0,,,,,-41.0,-14.3,3.3,44.2,49.0,,,,,77.6,,False,,,,,True,True,True,False,False,,,,,False
37021,196,110.0,,110.0,,,,,192.0,169.5,58.1,74.7,123.0,,135.6,,,111.5,-86.0,,-86.0,,,,,-4.0,-26.5,-137.9,-121.3,-73.0,,-60.4,,,-84.5,,False,,,,,True,True,False,False,True,,True,,,True
37023,97,99.0,,64.0,,,,,154.0,147.3,40.4,86.4,121.0,,60.0,,,92.8,2.0,,-33.0,,,,,57.0,50.3,-56.6,-10.6,24.0,,-37.0,,,-4.2,,False,,,,,False,False,False,False,False,,False,,,False
37025,299,292.0,,394.0,,,,,492.0,331.4,127.7,250.3,221.0,,232.9,,,244.2,-7.0,,95.0,,,,,193.0,32.4,-171.3,-48.7,-78.0,,-66.1,,,-54.8,,False,,,,,False,False,False,False,False,,False,,,False
37027,118,128.0,,149.0,,,,,73.0,102.1,62.4,99.3,110.0,,,,,116.9,10.0,,31.0,,,,,-45.0,-15.9,-55.6,-18.7,-8.0,,,,,-1.1,,False,,,,,False,False,False,False,True,,,,,True
37029,3,7.0,,4.0,,,,,1.0,8.8,1.3,,6.0,,,,,3.6,4.0,,1.0,,,,,-2.0,5.8,-1.7,,3.0,,,,,0.6,,True,,,,,True,False,True,,True,,,,,True
37031,29,24.0,,69.0,,,,,12.0,23.7,3.9,31.4,25.0,,,,,14.3,-5.0,,40.0,,,,,-17.0,-5.3,-25.1,2.4,-4.0,,,,,-14.7,,False,,,,,False,False,False,True,True,,,,,False
37033,5,10.0,,14.0,,,,,3.0,26.1,2.7,13.6,17.0,,,,,11.5,5.0,,9.0,,,,,-2.0,21.1,-2.3,8.6,12.0,,,,,6.5,,False,,,,,True,False,True,False,False,,,,,False
37035,231,203.0,,375.0,,,,,352.0,174.9,81.5,207.5,198.0,,226.4,,,134.9,-28.0,,144.0,,,,,121.0,-56.1,-149.5,-23.5,-33.0,,-4.6,,,-96.1,,False,,,,,False,False,False,True,False,,True,,,False
37037,68,60.0,,50.0,,,,,110.0,111.4,18.7,58.5,81.0,,52.1,,,43.7,-8.0,,-18.0,,,,,42.0,43.4,-49.3,-9.5,13.0,,-15.9,,,-24.3,,False,,,,,False,False,False,False,False,,False,,,False
37039,24,8.0,,7.0,,,,,3.0,9.6,1.8,,12.0,,,,,20.0,-16.0,,-17.0,,,,,-21.0,-14.4,-22.2,,-12.0,,,,,-4.0,,False,,,,,False,True,False,,True,,,,,True
37041,8,5.0,,0.0,,,,,4.0,6.1,0.8,,6.0,,,,,6.5,-3.0,,-8.0,,,,,-4.0,-1.9,-7.2,,-2.0,,,,,-1.5,,False,,,,,False,True,False,,True,,,,,True
37043,5,0.0,,0.0,,,,,1.0,4.6,0.3,,0.0,,,,,0.0,-5.0,,-5.0,,,,,-4.0,-0.4,-4.7,,-5.0,,,,,-5.0,,False,,,,,True,True,True,,False,,,,,True
37045,152,97.0,,153.0,,,,,169.0,162.6,70.7,85.8,111.0,,,,,129.7,-55.0,,1.0,,,,,17.0,10.6,-81.3,-66.2,-41.0,,,,,-22.3,,True,,,,,True,True,False,False,True,,,,,True
37047,56,53.0,,67.0,,,,,74.0,94.8,15.7,33.8,58.0,,27.2,,,52.6,-3.0,,11.0,,,,,18.0,38.8,-40.3,-22.2,2.0,,-28.8,,,-3.4,,False,,,,,False,False,False,False,True,,False,,,False
37049,57,37.0,,71.0,,,,,55.0,86.0,15.7,51.7,45.0,,65.2,,,28.9,-20.0,,14.0,,,,,-2.0,29.0,-41.3,-5.3,-12.0,,8.2,,,-28.1,,True,,,,,True,False,False,True,True,,True,,,False
37051,312,216.0,,417.0,,,,,454.0,343.6,159.3,140.1,242.0,,168.3,,,308.5,-96.0,,105.0,,,,,142.0,31.6,-152.7,-171.9,-70.0,,-143.7,,,-3.5,,False,,,,,False,True,False,False,True,,False,,,True
37053,9,1.0,,0.0,,,,,2.0,4.3,0.5,,1.0,,,,,0.1,-8.0,,-9.0,,,,,-7.0,-4.7,-8.5,,-8.0,,,,,-8.9,,False,,,,,True,True,False,,False,,,,,False
37055,36,28.0,,40.0,,,,,5.0,22.5,4.0,,31.0,,,,,26.2,-8.0,,4.0,,,,,-31.0,-13.5,-32.0,,-5.0,,,,,-9.8,,True,,,,,False,False,False,,True,,,,,False
37057,173,148.0,,193.0,,,,,247.0,149.7,92.2,168.4,172.0,,123.3,,,173.5,-25.0,,20.0,,,,,74.0,-23.3,-80.8,-4.6,-1.0,,-49.7,,,0.5,,True,,,,,False,True,False,True,True,,False,,,True
37059,31,24.0,,32.0,,,,,30.0,37.8,0.0,34.6,29.0,,,,,7.3,-7.0,,1.0,,,,,-1.0,6.8,-31.0,3.6,-2.0,,,,,-23.7,,True,,,,,True,True,False,True,True,,,,,False
37061,93,120.0,,120.0,,,,,123.0,129.7,55.7,62.3,158.0,,116.9,,,99.7,27.0,,27.0,,,,,30.0,36.7,-37.3,-30.7,65.0,,23.9,,,6.7,,False,,,,,False,False,False,False,False,,True,,,True
37063,446,460.0,,783.0,,,,,976.0,336.4,282.8,360.7,544.0,,386.3,,,463.3,14.0,,337.0,,,,,530.0,-109.6,-163.2,-85.3,98.0,,-59.7,,,17.3,,False,,,,,False,False,False,False,False,,False,,,False
37065,44,32.0,,36.0,,,,,21.0,51.8,9.9,23.2,33.0,,28.8,,,28.1,-12.0,,-8.0,,,,,-23.0,7.8,-34.1,-20.8,-11.0,,-15.2,,,-15.9,,True,,,,,False,True,False,False,True,,False,,,False
37067,366,362.0,,391.0,,,,,641.0,534.9,246.7,324.5,422.0,,364.6,,,349.0,-4.0,,25.0,,,,,275.0,168.9,-119.3,-41.5,56.0,,-1.4,,,-17.0,,False,,,,,False,False,False,False,False,,True,,,False
37069,108,51.0,,67.0,,,,,23.0,60.2,18.6,61.8,56.0,,50.7,,,46.8,-57.0,,-41.0,,,,,-85.0,-47.8,-89.4,-46.2,-52.0,,-57.3,,,-61.2,,True,,,,,False,True,False,True,True,,False,,,False
37071,477,319.0,,504.0,,,,,404.0,209.3,268.7,327.8,338.0,,256.8,,,342.7,-158.0,,27.0,,,,,-73.0,-267.7,-208.3,-149.2,-139.0,,-220.2,,,-134.3,,True,,,,,True,False,False,True,True,,False,,,True
37073,3,1.0,,0.0,,,,,1.0,4.9,0.7,,0.0,,,,,0.0,-2.0,,-3.0,,,,,-2.0,1.9,-2.3,,-3.0,,,,,-3.0,,False,,,,,False,True,False,,False,,,,,False
37075,0,1.0,,0.0,,,,,1.0,4.3,0.2,,0.0,,,,,1.4,1.0,,0.0,,,,,1.0,4.3,0.2,,0.0,,,,,1.4,,True,,,,,False,False,True,,True,,,,,False
37077,92,47.0,,10.0,,,,,53.0,110.7,11.3,45.2,86.0,,55.9,,,32.5,-45.0,,-82.0,,,,,-39.0,18.7,-80.7,-46.8,-6.0,,-36.1,,,-59.5,,False,,,,,True,True,False,False,True,,True,,,False
37079,30,10.0,,17.0,,,,,6.0,25.6,2.0,21.7,17.0,,,,,8.0,-20.0,,-13.0,,,,,-24.0,-4.4,-28.0,-8.3,-13.0,,,,,-22.0,,True,,,,,False,True,False,True,True,,,,,False
37081,499,365.0,,405.0,,,,,600.0,596.3,233.3,376.0,419.0,,314.3,,,370.0,-134.0,,-94.0,,,,,101.0,97.3,-265.7,-123.0,-80.0,,-184.7,,,-129.0,,True,,,,,True,True,False,True,True,,False,,,True
37083,109,24.0,,38.0,,,,,39.0,57.5,0.1,29.8,29.0,,,,,4.6,-85.0,,-71.0,,,,,-70.0,-51.5,-108.9,-79.2,-80.0,,,,,-104.4,,True,,,,,True,True,False,True,True,,,,,False
37085,99,94.0,,114.0,,,,,103.0,115.5,50.7,104.0,101.0,,87.7,,,86.2,-5.0,,15.0,,,,,4.0,16.5,-48.3,5.0,2.0,,-11.3,,,-12.8,,False,,,,,True,False,False,False,True,,False,,,False
