,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,OliverWyman-Navigator,RobertWalraven-ESG,UCLA-SuEIR,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
05023,20,27.0,,0.0,,,,,9.0,1.2,12.5,0.5,35.0,,,,,,7.0,,-20.0,,,,,-11.0,-18.8,-7.5,-19.5,15.0,,,,,,,False,,,,,False,False,False,False,False,,,,,
05025,7,4.0,,0.0,,,,,2.0,1.1,0.8,,6.0,,,,,,-3.0,,-7.0,,,,,-5.0,-5.9,-6.2,,-1.0,,,,,,,False,,,,,False,False,False,,True,,,,,
05027,18,15.0,,24.0,,,,,10.0,7.9,5.7,,11.0,,,,,,-3.0,,6.0,,,,,-8.0,-10.1,-12.3,,-7.0,,,,,,,False,,,,,False,False,False,,False,,,,,
05029,20,25.0,,23.0,,,,,12.0,7.4,4.2,,31.0,,,,,,5.0,,3.0,,,,,-8.0,-12.6,-15.8,,11.0,,,,,,,True,,,,,False,False,False,,False,,,,,
05031,69,36.0,,34.0,,,,,118.0,104.9,13.8,40.1,56.0,,44.8,,,,-33.0,,-35.0,,,,,49.0,35.9,-55.2,-28.9,-13.0,,-24.2,,,,,False,,,,,False,False,False,True,True,,True,,,
05033,62,73.0,,95.0,,,,,96.0,37.0,47.2,56.8,78.0,,,,,,11.0,,33.0,,,,,34.0,-25.0,-14.8,-5.2,16.0,,,,,,,False,,,,,False,False,False,True,False,,,,,
05035,67,70.0,,86.0,,,,,133.0,52.6,7.4,63.4,,,,,,,3.0,,19.0,,,,,66.0,-14.4,-59.6,-3.6,,,,,,,,False,,,,,False,False,False,False,,,,,,
05037,7,3.0,,0.0,,,,,13.0,10.1,4.9,,,,,,,,-4.0,,-7.0,,,,,6.0,3.1,-2.1,,,,,,,,,False,,,,,False,True,True,,,,,,,
05039,1,3.0,,0.0,,,,,0.0,4.3,0.2,,0.0,,,,,,2.0,,-1.0,,,,,-1.0,3.3,-0.8,,-1.0,,,,,,,True,,,,,True,False,True,,True,,,,,
05041,20,17.0,,0.0,,,,,7.0,3.6,3.4,,23.0,,,,,,-3.0,,-20.0,,,,,-13.0,-16.4,-16.6,,3.0,,,,,,,False,,,,,False,False,False,,False,,,,,
05043,16,20.0,,0.0,,,,,11.0,6.1,4.5,,15.0,,,,,,4.0,,-16.0,,,,,-5.0,-9.9,-11.5,,-1.0,,,,,,,False,,,,,False,False,False,,True,,,,,
05045,193,155.0,,195.0,,,,,111.0,20.5,117.5,162.7,174.0,,,,,,-38.0,,2.0,,,,,-82.0,-172.5,-75.5,-30.3,-19.0,,,,,,,True,,,,,False,False,False,True,True,,,,,
05047,4,10.0,,0.0,,,,,7.0,7.7,1.1,,13.0,,,,,,6.0,,-4.0,,,,,3.0,3.7,-2.9,,9.0,,,,,,,True,,,,,True,True,True,,False,,,,,
05049,2,3.0,,0.0,,,,,1.0,3.3,0.4,,,,,,,,1.0,,-2.0,,,,,-1.0,1.3,-1.6,,,,,,,,,False,,,,,False,False,False,,,,,,,
05051,43,63.0,,98.0,,,,,97.0,21.0,24.7,36.2,60.0,,,,,,20.0,,55.0,,,,,54.0,-22.0,-18.3,-6.8,17.0,,,,,,,False,,,,,False,False,True,True,True,,,,,
05053,8,11.0,,0.0,,,,,4.0,3.7,2.2,,7.0,,,,,,3.0,,-8.0,,,,,-4.0,-4.3,-5.8,,-1.0,,,,,,,False,,,,,False,False,False,,True,,,,,
05055,26,9.0,,21.0,,,,,19.0,11.4,1.1,21.1,14.0,,,,,,-17.0,,-5.0,,,,,-7.0,-14.6,-24.9,-4.9,-12.0,,,,,,,True,,,,,True,True,False,True,True,,,,,
05057,16,13.0,,5.0,,,,,6.0,14.1,3.5,,15.0,,,,,,-3.0,,-11.0,,,,,-10.0,-1.9,-12.5,,-1.0,,,,,,,False,,,,,False,True,False,,True,,,,,
05059,630,163.0,,447.0,,,,,58.0,12.7,85.7,58.0,211.0,,,,,,-467.0,,-183.0,,,,,-572.0,-617.3,-544.3,-572.0,-419.0,,,,,,,True,,,,,False,False,False,False,True,,,,,
05061,35,24.0,,0.0,,,,,14.0,8.8,4.9,21.1,19.0,,,,,,-11.0,,-35.0,,,,,-21.0,-26.2,-30.1,-13.9,-16.0,,,,,,,False,,,,,False,False,False,False,False,,,,,
05063,12,9.0,,9.0,,,,,12.0,13.3,3.0,,,,,,,,-3.0,,-3.0,,,,,0.0,1.3,-9.0,,,,,,,,,False,,,,,True,True,False,,,,,,,
05065,3,3.0,,0.0,,,,,1.0,3.8,0.7,,6.0,,,,,,0.0,,-3.0,,,,,-2.0,0.8,-2.3,,3.0,,,,,,,False,,,,,False,False,False,,False,,,,,
05067,10,6.0,,0.0,,,,,5.0,10.7,1.4,,6.0,,,,,,-4.0,,-10.0,,,,,-5.0,0.7,-8.6,,-4.0,,,,,,,False,,,,,False,True,False,,False,,,,,
05069,113,57.0,,36.0,,,,,67.0,44.1,34.4,17.8,94.0,,78.2,,,,-56.0,,-77.0,,,,,-46.0,-68.9,-78.6,-95.2,-19.0,,-34.8,,,,,False,,,,,True,False,False,False,True,,True,,,
05071,94,62.0,,81.0,,,,,69.0,12.6,25.5,52.8,80.0,,,,,,-32.0,,-13.0,,,,,-25.0,-81.4,-68.5,-41.2,-14.0,,,,,,,True,,,,,True,False,False,False,True,,,,,
05073,3,6.0,,0.0,,,,,1.0,1.4,0.6,,6.0,,,,,,3.0,,-3.0,,,,,-2.0,-1.6,-2.4,,3.0,,,,,,,False,,,,,True,True,True,,False,,,,,
05075,13,3.0,,0.0,,,,,8.0,5.8,0.4,2.7,,,,,,,-10.0,,-13.0,,,,,-5.0,-7.2,-12.6,-10.3,,,,,,,,False,,,,,True,True,False,False,,,,,,
05077,27,172.0,,0.0,,,,,23.0,16.5,67.5,26.1,213.0,,,,,,145.0,,-27.0,,,,,-4.0,-10.5,40.5,-0.9,186.0,,,,,,,True,,,,,True,True,True,True,False,,,,,
05079,7,5.0,,0.0,,,,,33.0,7.3,0.6,1.0,,,,,,,-2.0,,-7.0,,,,,26.0,0.3,-6.4,-6.0,,,,,,,,False,,,,,False,True,False,False,,,,,,
05081,2,2.0,,0.0,,,,,5.0,5.0,1.9,,,,,,,,0.0,,-2.0,,,,,3.0,3.0,-0.1,,,,,,,,,False,,,,,False,False,False,,,,,,,
05083,19,12.0,,0.0,,,,,15.0,13.2,3.4,,21.0,,,,,,-7.0,,-19.0,,,,,-4.0,-5.8,-15.6,,2.0,,,,,,,False,,,,,True,True,False,,True,,,,,
05085,30,37.0,,75.0,,,,,28.0,10.8,16.4,47.6,43.0,,,,,,7.0,,45.0,,,,,-2.0,-19.2,-13.6,17.6,13.0,,,,,,,False,,,,,True,False,False,False,False,,,,,
05087,25,25.0,,0.0,,,,,21.0,18.9,4.0,30.5,26.0,,,,,,0.0,,-25.0,,,,,-4.0,-6.1,-21.0,5.5,1.0,,,,,,,False,,,,,False,False,False,False,False,,,,,
05089,1,8.0,,0.0,,,,,1.0,6.3,0.3,,17.0,,,,,,7.0,,-1.0,,,,,0.0,5.3,-0.7,,16.0,,,,,,,True,,,,,True,True,True,,False,,,,,
05091,125,22.0,,39.0,,,,,21.0,7.3,163.9,25.5,,,,,,,-103.0,,-86.0,,,,,-104.0,-117.7,38.9,-99.5,,,,,,,,True,,,,,False,False,True,True,,,,,,
05093,102,53.0,,88.0,,,,,46.0,33.6,40.4,47.3,66.0,,,,,,-49.0,,-14.0,,,,,-56.0,-68.4,-61.6,-54.7,-36.0,,,,,,,True,,,,,False,False,False,False,True,,,,,
05095,4,4.0,,0.0,,,,,2.0,1.9,0.4,,6.0,,,,,,0.0,,-4.0,,,,,-2.0,-2.1,-3.6,,2.0,,,,,,,False,,,,,False,False,False,,False,,,,,
05097,3,1.0,,0.0,,,,,0.0,4.8,0.1,,0.0,,,,,,-2.0,,-3.0,,,,,-3.0,1.8,-2.9,,-3.0,,,,,,,False,,,,,False,True,False,,False,,,,,
05099,5,3.0,,0.0,,,,,6.0,8.8,0.2,7.2,,,,,,,-2.0,,-5.0,,,,,1.0,3.8,-4.8,2.2,,,,,,,,False,,,,,True,False,False,False,,,,,,
05101,1,3.0,,0.0,,,,,1.0,2.4,0.1,,5.0,,,,,,2.0,,-1.0,,,,,0.0,1.4,-0.9,,4.0,,,,,,,True,,,,,True,True,True,,False,,,,,
05103,12,2.0,,0.0,,,,,3.0,4.9,0.7,,0.0,,,,,,-10.0,,-12.0,,,,,-9.0,-7.1,-11.3,,-12.0,,,,,,,False,,,,,True,True,False,,False,,,,,
05105,1,8.0,,0.0,,,,,3.0,4.2,1.4,,5.0,,,,,,7.0,,-1.0,,,,,2.0,3.2,0.4,,4.0,,,,,,,True,,,,,True,True,True,,True,,,,,
05107,17,28.0,,67.0,,,,,26.0,18.7,7.1,22.8,24.0,,,,,,11.0,,50.0,,,,,9.0,1.7,-9.9,5.8,7.0,,,,,,,False,,,,,True,True,True,True,True,,,,,
05109,13,2.0,,0.0,,,,,1.0,2.0,0.2,,0.0,,,,,,-11.0,,-13.0,,,,,-12.0,-11.0,-12.8,,-13.0,,,,,,,False,,,,,False,False,False,,False,,,,,
05111,11,5.0,,6.0,,,,,9.0,11.2,2.5,,7.0,,,,,,-6.0,,-5.0,,,,,-2.0,0.2,-8.5,,-4.0,,,,,,,True,,,,,True,True,False,,True,,,,,
05113,10,6.0,,4.0,,,,,15.0,8.1,4.4,,,,,,,,-4.0,,-6.0,,,,,5.0,-1.9,-5.6,,,,,,,,,False,,,,,False,True,False,,,,,,,
05115,165,74.0,,100.0,,,,,99.0,59.2,41.5,77.9,102.0,,,,,,-91.0,,-65.0,,,,,-66.0,-105.8,-123.5,-87.1,-63.0,,,,,,,True,,,,,True,False,False,True,True,,,,,
05117,7,1.0,,0.0,,,,,1.0,3.2,0.7,,,,,,,,-6.0,,-7.0,,,,,-6.0,-3.8,-6.3,,,,,,,,,False,,,,,False,True,False,,,,,,,
05119,541,535.0,,815.0,,,,,388.0,281.2,398.8,383.8,648.0,,600.1,,,,-6.0,,274.0,,,,,-153.0,-259.8,-142.2,-157.2,107.0,,59.1,,,,,False,,,,,False,False,False,False,False,,False,,,
05121,21,8.0,,2.0,,,,,4.0,6.0,2.7,,13.0,,,,,,-13.0,,-19.0,,,,,-17.0,-14.9,-18.3,,-8.0,,,,,,,False,,,,,False,False,False,,True,,,,,
05123,22,72.0,,29.0,,,,,68.0,27.6,30.0,6.0,114.0,,,,,,50.0,,7.0,,,,,46.0,5.6,8.0,-16.0,92.0,,,,,,,True,,,,,True,True,True,True,False,,,,,
05125,121,91.0,,102.0,,,,,72.0,37.6,62.3,76.1,117.0,,,,,,-30.0,,-19.0,,,,,-49.0,-83.3,-58.7,-44.9,-4.0,,,,,,,True,,,,,False,False,False,False,True,,,,,
05127,4,2.0,,0.0,,,,,1.0,4.9,0.3,,0.0,,,,,,-2.0,,-4.0,,,,,-3.0,0.9,-3.7,,-4.0,,,,,,,False,,,,,False,True,False,,False,,,,,
05129,4,5.0,,0.0,,,,,1.0,0.6,0.2,,6.0,,,,,,1.0,,-4.0,,,,,-3.0,-3.4,-3.8,,2.0,,,,,,,False,,,,,False,False,False,,False,,,,,
05131,229,199.0,,214.0,,,,,548.0,62.8,120.4,154.3,184.0,,,,,,-30.0,,-15.0,,,,,319.0,-166.2,-108.6,-74.7,-45.0,,,,,,,True,,,,,False,False,False,False,False,,,,,
05133,68,80.0,,68.0,,,,,126.0,31.1,19.6,15.9,85.0,,,,,,12.0,,0.0,,,,,58.0,-36.9,-48.4,-52.1,17.0,,,,,,,True,,,,,False,False,False,False,False,,,,,
05135,8,5.0,,0.0,,,,,2.0,6.4,2.4,,,,,,,,-3.0,,-8.0,,,,,-6.0,-1.6,-5.6,,,,,,,,,False,,,,,False,True,False,,,,,,,
05137,4,5.0,,0.0,,,,,1.0,1.4,0.5,,7.0,,,,,,1.0,,-4.0,,,,,-3.0,-2.6,-3.5,,3.0,,,,,,,False,,,,,False,False,False,,False,,,,,
05139,21,7.0,,14.0,,,,,40.0,41.1,1.3,16.0,,,,,,,-14.0,,-7.0,,,,,19.0,20.1,-19.7,-5.0,,,,,,,,True,,,,,False,False,False,True,,,,,,
05141,3,0.0,,0.0,,,,,3.0,1.1,1.0,,,,,,,,-3.0,,-3.0,,,,,0.0,-1.9,-2.0,,,,,,,,,False,,,,,True,True,True,,,,,,,
05143,524,694.0,,771.0,,,,,909.0,355.1,375.9,694.8,828.0,,892.4,,,,170.0,,247.0,,,,,385.0,-168.9,-148.1,170.8,304.0,,368.4,,,,,False,,,,,False,True,True,False,False,,False,,,
05145,35,11.0,,14.0,,,,,28.0,14.1,6.2,,15.0,,,,,,-24.0,,-21.0,,,,,-7.0,-20.9,-28.8,,-20.0,,,,,,,True,,,,,True,True,False,,True,,,,,
05147,4,2.0,,0.0,,,,,1.0,3.0,0.2,,0.0,,,,,,-2.0,,-4.0,,,,,-3.0,-1.0,-3.8,,-4.0,,,,,,,False,,,,,False,True,False,,False,,,,,
05149,148,146.0,,146.0,,,,,92.0,71.5,58.7,95.5,150.0,,,,,,-2.0,,-2.0,,,,,-56.0,-76.5,-89.3,-52.5,2.0,,,,,,,False,,,,,False,False,False,False,False,,,,,
06001,1169,1063.0,,1011.0,,,,,2008.0,2321.2,782.3,853.0,1463.0,,1409.6,,,,-106.0,,-158.0,,,,,839.0,1152.2,-386.7,-316.0,294.0,,240.6,,,,,False,,,,,False,False,False,False,False,,False,,,
06003,0,0.0,,0.0,,,,,0.0,0.8,0.0,,0.0,,,,,,0.0,,0.0,,,,,0.0,0.8,0.0,,0.0,,,,,,,True,,,,,True,False,False,,True,,,,,
06005,9,11.0,,1.0,,,,,6.0,11.3,0.9,,12.0,,,,,,2.0,,-8.0,,,,,-3.0,2.3,-8.1,,3.0,,,,,,,False,,,,,False,False,False,,False,,,,,
06007,132,63.0,,93.0,,,,,202.0,150.6,21.2,63.7,54.0,,,,,,-69.0,,-39.0,,,,,70.0,18.6,-110.8,-68.3,-78.0,,,,,,,True,,,,,False,True,False,True,False,,,,,
06009,14,21.0,,10.0,,,,,11.0,14.5,2.2,,35.0,,,,,,7.0,,-4.0,,,,,-3.0,0.5,-11.8,,21.0,,,,,,,True,,,,,True,True,False,,False,,,,,
06011,43,53.0,,0.0,,,,,36.0,4.3,3.5,,71.0,,,,,,10.0,,-43.0,,,,,-7.0,-38.7,-39.5,,28.0,,,,,,,False,,,,,True,False,False,,False,,,,,
06013,1041,876.0,,927.0,,,,,1600.0,1169.1,530.7,866.3,934.0,,811.4,,,,-165.0,,-114.0,,,,,559.0,128.1,-510.3,-174.7,-107.0,,-229.6,,,,,True,,,,,False,True,False,False,True,,False,,,
06015,2,8.0,,0.0,,,,,10.0,7.9,2.3,,12.0,,,,,,6.0,,-2.0,,,,,8.0,5.9,0.3,,10.0,,,,,,,True,,,,,False,True,True,,False,,,,,
06017,81,68.0,,134.0,,,,,102.0,90.6,24.7,59.1,68.0,,,,,,-13.0,,53.0,,,,,21.0,9.6,-56.3,-21.9,-13.0,,,,,,,False,,,,,False,True,False,False,False,,,,,
06019,2055,1377.0,,1984.0,,,,,2943.0,1139.5,1142.0,1533.9,1723.0,,1697.9,,,,-678.0,,-71.0,,,,,888.0,-915.5,-913.0,-521.1,-332.0,,-357.1,,,,,True,,,,,False,False,False,True,True,,True,,,
06021,42,35.0,,0.0,,,,,54.0,40.2,4.3,28.2,26.0,,,,,,-7.0,,-42.0,,,,,12.0,-1.8,-37.7,-13.8,-16.0,,,,,,,False,,,,,False,True,False,False,False,,,,,
06023,21,15.0,,11.0,,,,,68.0,20.6,3.7,9.1,19.0,,,,,,-6.0,,-10.0,,,,,47.0,-0.4,-17.3,-11.9,-2.0,,,,,,,False,,,,,False,True,False,False,True,,,,,
06025,788,998.0,,1188.0,,,,,359.0,620.2,629.0,238.9,1246.0,,1185.3,,,,210.0,,400.0,,,,,-429.0,-167.8,-159.0,-549.1,458.0,,397.3,,,,,False,,,,,False,True,True,False,False,,False,,,
06027,1,6.0,,0.0,,,,,10.0,7.6,1.0,,5.0,,,,,,5.0,,-1.0,,,,,9.0,6.6,-0.0,,4.0,,,,,,,True,,,,,False,False,True,,True,,,,,
06029,1209,790.0,,1418.0,,,,,1778.0,1478.3,570.5,684.6,978.0,,827.9,,,,-419.0,,209.0,,,,,569.0,269.3,-638.5,-524.4,-231.0,,-381.1,,,,,True,,,,,False,True,False,False,True,,True,,,
06031,298,282.0,,484.0,,,,,730.0,513.9,124.3,181.8,371.0,,280.9,,,,-16.0,,186.0,,,,,432.0,215.9,-173.7,-116.2,73.0,,-17.1,,,,,False,,,,,False,False,False,False,False,,False,,,
06033,21,42.0,,45.0,,,,,50.0,29.8,4.9,,51.0,,,,,,21.0,,24.0,,,,,29.0,8.8,-16.1,,30.0,,,,,,,False,,,,,False,True,True,,False,,,,,
06035,41,22.0,,0.0,,,,,29.0,6.4,2.5,27.0,,,,,,,-19.0,,-41.0,,,,,-12.0,-34.6,-38.5,-14.0,,,,,,,,False,,,,,True,False,False,True,,,,,,
06037,22568,12441.0,,,,,,,26194.0,15894.8,7903.4,11394.3,19438.0,,20729.2,,,,-10127.0,,,,,,,3626.0,-6673.2,-14664.6,-11173.7,-3130.0,,-1838.8,,,,,,,,,,True,True,False,False,True,,True,,,
06039,315,163.0,,198.0,,,,,329.0,164.2,37.6,186.5,126.0,,,,,,-152.0,,-117.0,,,,,14.0,-150.8,-277.4,-128.5,-189.0,,,,,,,True,,,,,True,True,False,True,False,,,,,
06041,720,973.0,,,,,,,351.0,234.4,398.0,553.7,716.0,,814.1,,,,253.0,,,,,,,-369.0,-485.6,-322.0,-166.3,-4.0,,94.1,,,,,,,,,,False,False,False,True,True,,True,,,
06043,4,4.0,,0.0,,,,,3.0,4.5,0.8,,5.0,,,,,,0.0,,-4.0,,,,,-1.0,0.5,-3.2,,1.0,,,,,,,False,,,,,False,False,False,,False,,,,,
06045,28,9.0,,17.0,,,,,41.0,25.8,4.8,,12.0,,,,,,-19.0,,-11.0,,,,,13.0,-2.2,-23.2,,-16.0,,,,,,,True,,,,,True,True,False,,True,,,,,
06047,612,448.0,,777.0,,,,,804.0,282.8,314.2,379.9,723.0,,346.1,,,,-164.0,,165.0,,,,,192.0,-329.2,-297.8,-232.1,111.0,,-265.9,,,,,False,,,,,False,False,False,False,True,,False,,,
06049,0,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,,,,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,,,,,True,,,,,True,True,,,True,,,,,
06051,5,5.0,,0.0,,,,,9.0,6.6,1.3,,6.0,,,,,,0.0,,-5.0,,,,,4.0,1.6,-3.7,,1.0,,,,,,,False,,,,,False,False,False,,False,,,,,
06053,625,471.0,,216.0,,,,,939.0,403.7,379.0,418.6,588.0,,487.5,,,,-154.0,,-409.0,,,,,314.0,-221.3,-246.0,-206.4,-37.0,,-137.5,,,,,False,,,,,False,False,False,False,True,,True,,,
06055,101,106.0,,190.0,,,,,230.0,101.4,41.3,100.2,92.0,,,,,,5.0,,89.0,,,,,129.0,0.4,-59.7,-0.8,-9.0,,,,,,,False,,,,,False,True,False,True,False,,,,,
06057,34,21.0,,57.0,,,,,44.0,24.3,7.6,32.7,24.0,,,,,,-13.0,,23.0,,,,,10.0,-9.7,-26.4,-1.3,-10.0,,,,,,,False,,,,,True,True,False,True,True,,,,,
06059,7710,3729.0,,5579.0,,,,,5750.0,3494.5,3300.7,2623.3,5066.0,,4659.8,,,,-3981.0,,-2131.0,,,,,-1960.0,-4215.5,-4409.3,-5086.7,-2644.0,,-3050.2,,,,,True,,,,,True,False,False,False,True,,True,,,
06061,227,217.0,,291.0,,,,,320.0,175.3,217.0,235.2,313.0,,286.0,,,,-10.0,,64.0,,,,,93.0,-51.7,-10.0,8.2,86.0,,59.0,,,,,False,,,,,False,False,True,True,False,,False,,,
06063,6,4.0,,0.0,,,,,23.0,3.8,0.2,,6.0,,,,,,-2.0,,-6.0,,,,,17.0,-2.2,-5.8,,0.0,,,,,,,False,,,,,False,False,False,,True,,,,,
06065,5315,3807.0,,7127.0,,,,,1513.0,3665.5,2532.0,2641.5,4014.0,,4104.8,,,,-1508.0,,1812.0,,,,,-3802.0,-1649.5,-2783.0,-2673.5,-1301.0,,-1210.2,,,,,False,,,,,False,False,False,False,True,,True,,,
06067,1335,1338.0,,578.0,,,,,2006.0,572.5,1258.5,1028.7,1677.0,,1546.6,,,,3.0,,-757.0,,,,,671.0,-762.5,-76.5,-306.3,342.0,,211.6,,,,,False,,,,,False,False,False,False,False,,False,,,
06069,71,60.0,,77.0,,,,,162.0,7.3,34.0,63.1,82.0,,,,,,-11.0,,6.0,,,,,91.0,-63.7,-37.0,-7.9,11.0,,,,,,,True,,,,,False,False,False,True,False,,,,,
06071,5236,2386.0,,3594.0,,,,,1300.0,2790.4,2391.7,2363.8,3942.0,,4040.2,,,,-2850.0,,-1642.0,,,,,-3936.0,-2445.6,-2844.3,-2872.2,-1294.0,,-1195.8,,,,,True,,,,,False,True,True,False,True,,True,,,
06073,3675,2859.0,,4365.0,,,,,587.0,2875.6,2684.6,1930.4,3767.0,,3929.5,,,,-816.0,,690.0,,,,,-3088.0,-799.4,-990.4,-1744.6,92.0,,254.5,,,,,True,,,,,False,True,False,False,True,,True,,,
06075,650,308.0,,394.0,,,,,811.0,420.8,152.0,199.5,403.0,,513.9,,,,-342.0,,-256.0,,,,,161.0,-229.2,-498.0,-450.5,-247.0,,-136.1,,,,,True,,,,,True,True,False,False,True,,True,,,
06077,1805,1381.0,,1879.0,,,,,1783.0,1045.6,654.9,1434.6,1729.0,,1147.3,,,,-424.0,,74.0,,,,,-22.0,-759.4,-1150.1,-370.4,-76.0,,-657.7,,,,,True,,,,,True,False,False,True,True,,False,,,
06079,204,193.0,,324.0,,,,,493.0,183.0,91.1,173.4,189.0,,,,,,-11.0,,120.0,,,,,289.0,-21.0,-112.9,-30.6,-15.0,,,,,,,False,,,,,False,False,False,False,False,,,,,
06081,413,453.0,,617.0,,,,,877.0,747.6,306.2,379.6,587.0,,446.2,,,,40.0,,204.0,,,,,464.0,334.6,-106.8,-33.4,174.0,,33.2,,,,,False,,,,,False,False,False,True,False,,True,,,
06083,670,549.0,,579.0,,,,,881.0,555.7,328.3,326.9,542.0,,96.2,,,,-121.0,,-91.0,,,,,211.0,-114.3,-341.7,-343.1,-128.0,,-573.8,,,,,True,,,,,False,True,False,False,False,,False,,,
06085,906,1093.0,,1127.0,,,,,2066.0,372.6,1042.2,525.4,1344.0,,1190.0,,,,187.0,,221.0,,,,,1160.0,-533.4,136.2,-380.6,438.0,,284.0,,,,,False,,,,,False,False,True,False,False,,False,,,
06087,113,106.0,,100.0,,,,,256.0,123.7,60.5,75.3,154.0,,,,,,-7.0,,-13.0,,,,,143.0,10.7,-52.5,-37.7,41.0,,,,,,,False,,,,,False,False,False,False,False,,,,,
06089,39,47.0,,100.0,,,,,110.0,79.4,25.1,43.6,58.0,,,,,,8.0,,61.0,,,,,71.0,40.4,-13.9,4.6,19.0,,,,,,,False,,,,,False,False,False,True,False,,,,,
06091,0,0.0,,0.0,,,,,1.0,2.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,1.0,2.0,0.0,,0.0,,,,,,,True,,,,,False,False,False,,True,,,,,
06093,10,4.0,,0.0,,,,,6.0,6.7,1.1,,6.0,,,,,,-6.0,,-10.0,,,,,-4.0,-3.3,-8.9,,-4.0,,,,,,,False,,,,,True,True,False,,True,,,,,
06095,599,358.0,,359.0,,,,,625.0,238.2,203.0,378.6,502.0,,91.4,,,,-241.0,,-240.0,,,,,26.0,-360.9,-396.0,-220.4,-97.0,,-507.6,,,,,True,,,,,True,False,False,True,True,,False,,,
06097,291,353.0,,332.0,,,,,466.0,352.3,277.7,259.9,339.0,,,,,,62.0,,41.0,,,,,175.0,61.3,-13.3,-31.1,48.0,,,,,,,True,,,,,False,True,True,True,True,,,,,
06099,2102,531.0,,871.0,,,,,1389.0,841.1,415.0,578.5,651.0,,778.4,,,,-1571.0,,-1231.0,,,,,-713.0,-1260.9,-1687.0,-1523.5,-1451.0,,-1323.6,,,,,True,,,,,True,True,False,True,True,,True,,,
06101,129,91.0,,165.0,,,,,145.0,92.2,43.7,69.6,107.0,,,,,,-38.0,,36.0,,,,,16.0,-36.8,-85.3,-59.4,-22.0,,,,,,,True,,,,,True,True,False,False,True,,,,,
06103,16,26.0,,0.0,,,,,50.0,36.4,4.9,,18.0,,,,,,10.0,,-16.0,,,,,34.0,20.4,-11.1,,2.0,,,,,,,False,,,,,False,False,False,,True,,,,,
06105,0,0.0,,0.0,,,,,0.0,2.8,0.0,,0.0,,,,,,0.0,,0.0,,,,,0.0,2.8,0.0,,0.0,,,,,,,True,,,,,True,False,False,,True,,,,,
06107,1051,922.0,,1258.0,,,,,1352.0,902.1,398.3,670.6,1066.0,,983.5,,,,-129.0,,207.0,,,,,301.0,-148.9,-652.7,-380.4,15.0,,-67.5,,,,,False,,,,,False,False,False,False,True,,True,,,
06109,21,21.0,,0.0,,,,,11.0,15.1,1.8,,24.0,,,,,,0.0,,-21.0,,,,,-10.0,-5.9,-19.2,,3.0,,,,,,,False,,,,,False,False,False,,False,,,,,
06111,1006,796.0,,804.0,,,,,1286.0,700.8,406.6,1001.0,709.0,,953.4,,,,-210.0,,-202.0,,,,,280.0,-305.2,-599.4,-5.0,-297.0,,-52.6,,,,,True,,,,,False,False,False,True,False,,True,,,
06113,226,155.0,,133.0,,,,,397.0,139.2,164.1,144.9,216.0,,294.5,,,,-71.0,,-93.0,,,,,171.0,-86.8,-61.9,-81.1,-10.0,,68.5,,,,,False,,,,,False,False,True,False,True,,True,,,
06115,74,45.0,,77.0,,,,,100.0,44.6,17.1,23.3,55.0,,,,,,-29.0,,3.0,,,,,26.0,-29.4,-56.9,-50.7,-19.0,,,,,,,True,,,,,True,False,False,False,True,,,,,
08001,397,229.0,,282.0,,,,,368.0,382.9,121.1,83.1,256.0,,228.4,,,,-168.0,,-115.0,,,,,-29.0,-14.1,-275.9,-313.9,-141.0,,-168.6,,,,,True,,,,,True,True,False,False,True,,False,,,
08003,4,16.0,,7.0,,,,,20.0,25.3,2.8,11.9,16.0,,,,,,12.0,,3.0,,,,,16.0,21.3,-1.2,7.9,12.0,,,,,,,True,,,,,False,False,True,True,False,,,,,
