,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
29039,184,140.0,,112.0,,,,,242.0,,265.8,,201.0,,,100.0,-44.0,,-72.0,,,,,58.0,,81.8,,17.0,,,-84.0,,False,,,,,False,,False,,True,,,False
29041,164,200.0,,179.0,,,,,124.0,,686.9,,224.5,,,156.0,36.0,,15.0,,,,,-40.0,,522.9,,60.5,,,-8.0,,True,,,,,False,,False,,False,,,True
29043,1812,1485.0,,2988.0,,,,,952.0,,1961.4,,1317.0,,1077.3,2713.0,-327.0,,1176.0,,,,,-860.0,,149.4,,-495.0,,-734.7,901.0,,False,,,,,False,,True,,False,,False,False
29045,169,195.0,,141.0,,,,,103.0,,499.0,,131.5,,,127.0,26.0,,-28.0,,,,,-66.0,,330.0,,-37.5,,,-42.0,,False,,,,,False,,False,,False,,,False
29047,2319,1920.0,,4688.0,,,,,2709.0,,3120.7,,2815.5,,1438.2,2793.0,-399.0,,2369.0,,,,,390.0,,801.7,,496.5,,-880.8,474.0,,False,,,,,True,,False,,False,,False,False
29049,446,415.0,,613.0,,,,,316.0,,780.4,,328.0,,,219.0,-31.0,,167.0,,,,,-130.0,,334.4,,-118.0,,,-227.0,,False,,,,,False,,False,,False,,,False
29051,2847,3780.0,,5341.0,,,,,1114.0,,7144.8,,3711.0,,1755.2,0.0,933.0,,2494.0,,,,,-1733.0,,4297.8,,864.0,,-1091.8,-2847.0,,False,,,,,False,,False,,True,,False,False
29053,498,775.0,,737.0,,,,,318.0,,1075.6,,861.0,,,338.0,277.0,,239.0,,,,,-180.0,,577.6,,363.0,,,-160.0,,True,,,,,True,,False,,False,,,True
29055,592,550.0,,827.0,,,,,319.0,,860.6,,539.0,,,0.0,-42.0,,235.0,,,,,-273.0,,268.6,,-53.0,,,-592.0,,False,,,,,False,,False,,False,,,False
29057,140,160.0,,66.0,,,,,98.0,,162.5,,248.0,,,173.0,20.0,,-74.0,,,,,-42.0,,22.5,,108.0,,,33.0,,False,,,,,False,,False,,False,,,False
29059,208,190.0,,260.0,,,,,223.0,,594.8,,208.0,,,125.0,-18.0,,52.0,,,,,15.0,,386.8,,0.0,,,-83.0,,False,,,,,True,,False,,True,,,False
29061,150,115.0,,61.0,,,,,191.0,,111.8,,49.5,,,90.0,-35.0,,-89.0,,,,,41.0,,-38.2,,-100.5,,,-60.0,,False,,,,,False,,False,,False,,,False
29063,276,435.0,,448.0,,,,,234.0,,903.2,,272.0,,,193.0,159.0,,172.0,,,,,-42.0,,627.2,,-4.0,,,-83.0,,False,,,,,True,,False,,True,,,True
29065,298,170.0,,203.0,,,,,203.0,,357.9,,284.5,,,233.0,-128.0,,-95.0,,,,,-95.0,,59.9,,-13.5,,,-65.0,,True,,,,,True,,True,,True,,,True
29067,179,125.0,,118.0,,,,,183.0,,140.7,,89.0,,,24.0,-54.0,,-61.0,,,,,4.0,,-38.3,,-90.0,,,-155.0,,False,,,,,True,,True,,False,,,False
29069,526,655.0,,734.0,,,,,715.0,,702.5,,518.0,,452.1,398.0,129.0,,208.0,,,,,189.0,,176.5,,-8.0,,-73.9,-128.0,,False,,,,,False,,False,,True,,True,True
29071,2314,1955.0,,1988.0,,,,,1527.0,,2906.3,,2044.0,,1087.8,2504.0,-359.0,,-326.0,,,,,-787.0,,592.3,,-270.0,,-1226.2,190.0,,True,,,,,False,,False,,True,,False,True
29073,241,220.0,,428.0,,,,,160.0,,364.7,,188.0,,,201.0,-21.0,,187.0,,,,,-81.0,,123.7,,-53.0,,,-40.0,,False,,,,,False,,False,,False,,,False
29075,279,190.0,,162.0,,,,,121.0,,279.9,,212.0,,,99.0,-89.0,,-117.0,,,,,-158.0,,0.9,,-67.0,,,-180.0,,False,,,,,False,,True,,True,,,False
29077,5678,4245.0,,4001.0,,,,,3637.0,,5246.2,,4613.5,,3785.6,6651.0,-1433.0,,-1677.0,,,,,-2041.0,,-431.8,,-1064.5,,-1892.4,973.0,,False,,,,,False,,True,,True,,False,True
29079,267,195.0,,35.0,,,,,268.0,,268.5,,313.0,,,644.0,-72.0,,-232.0,,,,,1.0,,1.5,,46.0,,,377.0,,False,,,,,True,,True,,True,,,False
29081,293,150.0,,75.0,,,,,177.0,,103.7,,110.0,,,157.0,-143.0,,-218.0,,,,,-116.0,,-189.3,,-183.0,,,-136.0,,False,,,,,True,,False,,False,,,True
29083,702,625.0,,1119.0,,,,,395.0,,1752.9,,1084.0,,,0.0,-77.0,,417.0,,,,,-307.0,,1050.9,,382.0,,,-702.0,,False,,,,,False,,False,,False,,,False
29085,117,140.0,,186.0,,,,,105.0,,416.3,,144.0,,,0.0,23.0,,69.0,,,,,-12.0,,299.3,,27.0,,,-117.0,,False,,,,,True,,False,,False,,,False
29087,151,150.0,,7.0,,,,,59.0,,146.6,,206.0,,,79.0,-1.0,,-144.0,,,,,-92.0,,-4.4,,55.0,,,-72.0,,False,,,,,False,,False,,False,,,False
29089,245,255.0,,224.0,,,,,159.0,,391.8,,256.0,,,154.0,10.0,,-21.0,,,,,-86.0,,146.8,,11.0,,,-91.0,,False,,,,,False,,False,,False,,,False
29091,704,425.0,,446.0,,,,,744.0,,633.7,,484.0,,368.3,173.0,-279.0,,-258.0,,,,,40.0,,-70.3,,-220.0,,-335.7,-531.0,,True,,,,,True,,True,,True,,False,False
29093,155,100.0,,138.0,,,,,104.0,,269.6,,127.0,,,186.0,-55.0,,-17.0,,,,,-51.0,,114.6,,-28.0,,,31.0,,True,,,,,True,,False,,True,,,True
29095,8543,6340.0,,14157.0,,,,,6017.0,,6455.2,,8454.5,,4855.3,8765.0,-2203.0,,5614.0,,,,,-2526.0,,-2087.8,,-88.5,,-3687.7,222.0,,False,,,,,False,,True,,True,,False,True
29097,2999,2580.0,,3948.0,,,,,2183.0,,2399.2,,3969.0,,1809.4,3023.0,-419.0,,949.0,,,,,-816.0,,-599.8,,970.0,,-1189.6,24.0,,False,,,,,False,,False,,False,,False,True
29099,6117,4450.0,,7536.0,,,,,3008.0,,5712.7,,6991.0,,2214.9,2923.0,-1667.0,,1419.0,,,,,-3109.0,,-404.3,,874.0,,-3902.1,-3194.0,,True,,,,,False,,True,,True,,False,False
29101,1054,1190.0,,2812.0,,,,,749.0,,1278.0,,2115.5,,1365.1,664.0,136.0,,1758.0,,,,,-305.0,,224.0,,1061.5,,311.1,-390.0,,False,,,,,False,,False,,False,,False,False
29103,60,75.0,,34.0,,,,,65.0,,64.7,,48.0,,,84.0,15.0,,-26.0,,,,,5.0,,4.7,,-12.0,,,24.0,,False,,,,,True,,True,,True,,,False
29105,821,600.0,,408.0,,,,,538.0,,633.5,,590.0,,363.2,0.0,-221.0,,-413.0,,,,,-283.0,,-187.5,,-231.0,,-457.8,-821.0,,False,,,,,False,,True,,False,,False,False
29107,700,750.0,,1348.0,,,,,508.0,,981.1,,1101.0,,,239.0,50.0,,648.0,,,,,-192.0,,281.1,,401.0,,,-461.0,,False,,,,,False,,False,,False,,,False
29109,742,870.0,,951.0,,,,,671.0,,1198.9,,824.0,,629.0,425.0,128.0,,209.0,,,,,-71.0,,456.9,,82.0,,-113.0,-317.0,,False,,,,,True,,False,,True,,True,False
29111,204,270.0,,309.0,,,,,152.0,,571.3,,506.0,,,138.0,66.0,,105.0,,,,,-52.0,,367.3,,302.0,,,-66.0,,False,,,,,True,,False,,False,,,False
29113,1486,935.0,,1339.0,,,,,730.0,,1387.2,,1469.5,,394.6,0.0,-551.0,,-147.0,,,,,-756.0,,-98.8,,-16.5,,-1091.4,-1486.0,,True,,,,,False,,True,,True,,False,False
29115,170,150.0,,95.0,,,,,264.0,,142.9,,192.0,,,364.0,-20.0,,-75.0,,,,,94.0,,-27.1,,22.0,,,194.0,,False,,,,,False,,False,,False,,,False
29117,261,150.0,,160.0,,,,,324.0,,222.9,,276.0,,,0.0,-111.0,,-101.0,,,,,63.0,,-38.1,,15.0,,,-261.0,,True,,,,,True,,True,,True,,,False
29119,224,95.0,,60.0,,,,,517.0,,232.6,,94.5,,58.7,45.0,-129.0,,-164.0,,,,,293.0,,8.6,,-129.5,,-165.3,-179.0,,False,,,,,False,,True,,False,,False,False
29121,448,365.0,,738.0,,,,,274.0,,941.4,,587.0,,,230.0,-83.0,,290.0,,,,,-174.0,,493.4,,139.0,,,-218.0,,False,,,,,False,,False,,False,,,False
29123,443,175.0,,163.0,,,,,180.0,,238.8,,206.0,,,86.0,-268.0,,-280.0,,,,,-263.0,,-204.2,,-237.0,,,-357.0,,False,,,,,True,,True,,True,,,False
29125,164,150.0,,181.0,,,,,92.0,,383.9,,200.5,,,88.0,-14.0,,17.0,,,,,-72.0,,219.9,,36.5,,,-76.0,,False,,,,,False,,False,,False,,,False
29127,943,770.0,,1083.0,,,,,546.0,,1387.3,,1402.0,,,1071.0,-173.0,,140.0,,,,,-397.0,,444.3,,459.0,,,128.0,,True,,,,,False,,False,,False,,,True
29129,60,40.0,,0.0,,,,,55.0,,90.4,,20.0,,,75.0,-20.0,,-60.0,,,,,-5.0,,30.4,,-40.0,,,15.0,,False,,,,,True,,False,,False,,,True
29131,649,720.0,,668.0,,,,,369.0,,1095.5,,639.0,,,1214.0,71.0,,19.0,,,,,-280.0,,446.5,,-10.0,,,565.0,,True,,,,,False,,False,,True,,,False
29133,518,260.0,,348.0,,,,,198.0,,338.8,,238.5,,,111.0,-258.0,,-170.0,,,,,-320.0,,-179.2,,-279.5,,,-407.0,,True,,,,,False,,True,,False,,,False
29135,559,585.0,,496.0,,,,,250.0,,1256.5,,660.0,,,149.0,26.0,,-63.0,,,,,-309.0,,697.5,,101.0,,,-410.0,,False,,,,,False,,False,,False,,,False
29137,217,175.0,,242.0,,,,,85.0,,332.1,,215.0,,,137.0,-42.0,,25.0,,,,,-132.0,,115.1,,-2.0,,,-80.0,,True,,,,,False,,False,,True,,,False
29139,175,190.0,,365.0,,,,,102.0,,668.4,,218.5,,,116.0,15.0,,190.0,,,,,-73.0,,493.4,,43.5,,,-59.0,,False,,,,,False,,False,,False,,,False
29141,461,435.0,,418.0,,,,,263.0,,876.9,,446.5,,,0.0,-26.0,,-43.0,,,,,-198.0,,415.9,,-14.5,,,-461.0,,False,,,,,False,,False,,True,,,False
29143,551,535.0,,83.0,,,,,269.0,,629.4,,873.0,,,104.0,-16.0,,-468.0,,,,,-282.0,,78.4,,322.0,,,-447.0,,False,,,,,False,,False,,False,,,False
29145,826,870.0,,982.0,,,,,1303.0,,1101.8,,650.0,,946.0,406.0,44.0,,156.0,,,,,477.0,,275.8,,-176.0,,120.0,-420.0,,False,,,,,False,,False,,False,,False,False
29147,716,1075.0,,773.0,,,,,470.0,,1637.9,,833.0,,639.0,0.0,359.0,,57.0,,,,,-246.0,,921.9,,117.0,,-77.0,-716.0,,True,,,,,True,,False,,True,,True,False
29149,188,180.0,,99.0,,,,,203.0,,204.1,,103.0,,,0.0,-8.0,,-89.0,,,,,15.0,,16.1,,-85.0,,,-188.0,,False,,,,,False,,False,,False,,,False
29151,399,510.0,,300.0,,,,,199.0,,1240.9,,635.0,,,105.0,111.0,,-99.0,,,,,-200.0,,841.9,,236.0,,,-294.0,,True,,,,,False,,False,,False,,,False
29153,98,65.0,,40.0,,,,,101.0,,83.4,,70.0,,,31.0,-33.0,,-58.0,,,,,3.0,,-14.6,,-28.0,,,-67.0,,False,,,,,True,,True,,True,,,False
29155,369,345.0,,303.0,,,,,352.0,,400.3,,278.0,,,503.0,-24.0,,-66.0,,,,,-17.0,,31.3,,-91.0,,,134.0,,False,,,,,True,,False,,False,,,False
29157,665,755.0,,272.0,,,,,282.0,,809.3,,1056.0,,,109.0,90.0,,-393.0,,,,,-383.0,,144.3,,391.0,,,-556.0,,False,,,,,False,,False,,False,,,False
29159,1402,1770.0,,3528.0,,,,,908.0,,2384.6,,3180.0,,824.2,0.0,368.0,,2126.0,,,,,-494.0,,982.6,,1778.0,,-577.8,-1402.0,,False,,,,,False,,False,,False,,False,False
29161,1079,560.0,,733.0,,,,,592.0,,1006.8,,511.5,,,109.0,-519.0,,-346.0,,,,,-487.0,,-72.2,,-567.5,,,-970.0,,True,,,,,True,,True,,False,,,False
29163,612,560.0,,952.0,,,,,261.0,,891.6,,727.0,,,535.0,-52.0,,340.0,,,,,-351.0,,279.6,,115.0,,,-77.0,,False,,,,,False,,False,,False,,,False
29165,804,605.0,,1219.0,,,,,1000.0,,886.7,,535.0,,597.8,901.0,-199.0,,415.0,,,,,196.0,,82.7,,-269.0,,-206.2,97.0,,False,,,,,True,,True,,False,,False,True
29167,476,275.0,,647.0,,,,,473.0,,766.9,,340.0,,172.9,0.0,-201.0,,171.0,,,,,-3.0,,290.9,,-136.0,,-303.1,-476.0,,True,,,,,True,,False,,True,,False,False
29169,982,475.0,,361.0,,,,,690.0,,628.4,,403.0,,364.2,243.0,-507.0,,-621.0,,,,,-292.0,,-353.6,,-579.0,,-617.8,-739.0,,False,,,,,True,,True,,False,,False,False
29171,111,35.0,,1.0,,,,,79.0,,62.6,,5.0,,,23.0,-76.0,,-110.0,,,,,-32.0,,-48.4,,-106.0,,,-88.0,,False,,,,,True,,True,,False,,,False
29173,311,150.0,,162.0,,,,,126.0,,155.1,,200.0,,,0.0,-161.0,,-149.0,,,,,-185.0,,-155.9,,-111.0,,,-311.0,,True,,,,,False,,True,,True,,,False
29175,628,605.0,,473.0,,,,,491.0,,1006.9,,673.5,,,778.0,-23.0,,-155.0,,,,,-137.0,,378.9,,45.5,,,150.0,,False,,,,,False,,False,,False,,,False
29177,469,410.0,,748.0,,,,,410.0,,1225.5,,831.0,,,366.0,-59.0,,279.0,,,,,-59.0,,756.5,,362.0,,,-103.0,,False,,,,,False,,False,,False,,,False
29179,98,65.0,,46.0,,,,,67.0,,157.6,,30.0,,,34.0,-33.0,,-52.0,,,,,-31.0,,59.6,,-68.0,,,-64.0,,False,,,,,True,,False,,False,,,False
29181,266,235.0,,211.0,,,,,180.0,,252.8,,223.0,,,160.0,-31.0,,-55.0,,,,,-86.0,,-13.2,,-43.0,,,-106.0,,False,,,,,False,,True,,False,,,False
29183,10269,7850.0,,11927.0,,,,,4783.0,,9295.8,,10221.5,,5933.4,4627.0,-2419.0,,1658.0,,,,,-5486.0,,-973.2,,-47.5,,-4335.6,-5642.0,,True,,,,,False,,True,,True,,False,False
29185,229,170.0,,107.0,,,,,137.0,,212.0,,73.0,,,233.0,-59.0,,-122.0,,,,,-92.0,,-17.0,,-156.0,,,4.0,,False,,,,,False,,True,,False,,,True
29186,618,710.0,,1004.0,,,,,254.0,,2234.9,,1628.0,,,205.0,92.0,,386.0,,,,,-364.0,,1616.9,,1010.0,,,-413.0,,False,,,,,False,,False,,False,,,False
29187,2239,2075.0,,4123.0,,,,,1183.0,,2527.2,,2610.0,,1782.8,423.0,-164.0,,1884.0,,,,,-1056.0,,288.2,,371.0,,-456.2,-1816.0,,False,,,,,False,,False,,False,,False,False
29189,24251,18170.0,,40463.0,,,,,12018.0,,18543.2,,27655.0,,8624.4,13997.0,-6081.0,,16212.0,,,,,-12233.0,,-5707.8,,3404.0,,-15626.6,-10254.0,,False,,,,,False,,True,,True,,False,False
29195,640,590.0,,366.0,,,,,469.0,,857.0,,825.5,,283.6,161.0,-50.0,,-274.0,,,,,-171.0,,217.0,,185.5,,-356.4,-479.0,,False,,,,,False,,False,,False,,False,False
29197,72,170.0,,177.0,,,,,97.0,,508.1,,134.0,,,113.0,98.0,,105.0,,,,,25.0,,436.1,,62.0,,,41.0,,False,,,,,True,,False,,True,,,True
29199,110,85.0,,36.0,,,,,95.0,,126.3,,51.0,,,95.0,-25.0,,-74.0,,,,,-15.0,,16.3,,-59.0,,,-15.0,,False,,,,,True,,True,,False,,,True
29201,1323,1015.0,,1213.0,,,,,688.0,,1432.7,,978.0,,1045.7,1372.0,-308.0,,-110.0,,,,,-635.0,,109.7,,-345.0,,-277.3,49.0,,True,,,,,False,,True,,False,,True,True
29203,87,140.0,,139.0,,,,,95.0,,253.3,,145.0,,,73.0,53.0,,52.0,,,,,8.0,,166.3,,58.0,,,-14.0,,True,,,,,True,,False,,False,,,True
29205,138,45.0,,34.0,,,,,78.0,,33.4,,37.0,,,31.0,-93.0,,-104.0,,,,,-60.0,,-104.6,,-101.0,,,-107.0,,False,,,,,True,,False,,False,,,False
29207,837,450.0,,408.0,,,,,567.0,,684.2,,488.0,,,281.0,-387.0,,-429.0,,,,,-270.0,,-152.8,,-349.0,,,-556.0,,False,,,,,True,,True,,True,,,False
29209,541,470.0,,836.0,,,,,374.0,,725.8,,736.0,,,102.0,-71.0,,295.0,,,,,-167.0,,184.8,,195.0,,,-439.0,,False,,,,,False,,False,,False,,,False
29211,169,275.0,,0.0,,,,,153.0,,705.2,,371.5,,,0.0,106.0,,-169.0,,,,,-16.0,,536.2,,202.5,,,-169.0,,False,,,,,True,,False,,False,,,False
29213,1323,995.0,,2744.0,,,,,742.0,,1349.5,,1617.0,,526.0,0.0,-328.0,,1421.0,,,,,-581.0,,26.5,,294.0,,-797.0,-1323.0,,False,,,,,False,,True,,True,,False,False
29215,409,465.0,,549.0,,,,,407.0,,678.2,,741.5,,,0.0,56.0,,140.0,,,,,-2.0,,269.2,,332.5,,,-409.0,,False,,,,,True,,False,,False,,,False
29217,358,395.0,,549.0,,,,,342.0,,479.5,,698.0,,,122.0,37.0,,191.0,,,,,-16.0,,121.5,,340.0,,,-236.0,,False,,,,,True,,False,,False,,,False
29219,637,370.0,,750.0,,,,,404.0,,480.8,,598.0,,,155.0,-267.0,,113.0,,,,,-233.0,,-156.2,,-39.0,,,-482.0,,True,,,,,True,,True,,True,,,False
29221,720,830.0,,304.0,,,,,421.0,,1062.7,,1236.0,,,458.0,110.0,,-416.0,,,,,-299.0,,342.7,,516.0,,,-262.0,,False,,,,,False,,False,,False,,,False
29223,217,185.0,,90.0,,,,,167.0,,240.5,,84.0,,,0.0,-32.0,,-127.0,,,,,-50.0,,23.5,,-133.0,,,-217.0,,False,,,,,False,,True,,False,,,False
29225,732,540.0,,680.0,,,,,481.0,,924.7,,560.0,,306.5,437.0,-192.0,,-52.0,,,,,-251.0,,192.7,,-172.0,,-425.5,-295.0,,True,,,,,False,,False,,True,,False,False
29227,65,15.0,,0.0,,,,,42.0,,26.9,,14.0,,,5.0,-50.0,,-65.0,,,,,-23.0,,-38.1,,-51.0,,,-60.0,,False,,,,,True,,True,,False,,,False
29229,244,160.0,,88.0,,,,,268.0,,185.3,,79.0,,,140.0,-84.0,,-156.0,,,,,24.0,,-58.7,,-165.0,,,-104.0,,False,,,,,True,,True,,False,,,False
29510,5262,3630.0,,6751.0,,,,,3862.0,,4047.2,,5959.0,,1810.5,3399.0,-1632.0,,1489.0,,,,,-1400.0,,-1214.8,,697.0,,-3451.5,-1863.0,,True,,,,,True,,True,,True,,False,False
30001,347,245.0,,2.0,,,,,118.0,,325.0,,200.5,,,139.0,-102.0,,-345.0,,,,,-229.0,,-22.0,,-146.5,,,-208.0,,False,,,,,False,,True,,False,,,False
30003,424,675.0,,0.0,,,,,410.0,,563.6,,373.0,,397.4,533.0,251.0,,-424.0,,,,,-14.0,,139.6,,-51.0,,-26.6,109.0,,False,,,,,True,,True,,True,,True,True
30005,167,275.0,,0.0,,,,,170.0,,861.0,,128.0,,,7.0,108.0,,-167.0,,,,,3.0,,694.0,,-39.0,,,-160.0,,False,,,,,True,,False,,True,,,False
30007,142,110.0,,33.0,,,,,161.0,,213.2,,45.0,,,67.0,-32.0,,-109.0,,,,,19.0,,71.2,,-97.0,,,-75.0,,False,,,,,True,,False,,False,,,False
30009,304,390.0,,38.0,,,,,223.0,,454.7,,307.0,,,225.0,86.0,,-266.0,,,,,-81.0,,150.7,,3.0,,,-79.0,,False,,,,,True,,False,,True,,,True
30011,49,65.0,,0.0,,,,,41.0,,143.0,,12.0,,,0.0,16.0,,-49.0,,,,,-8.0,,94.0,,-37.0,,,-49.0,,False,,,,,True,,False,,False,,,False
30013,3149,3225.0,,4875.0,,,,,4631.0,,10160.3,,3542.5,,3390.4,1330.0,76.0,,1726.0,,,,,1482.0,,7011.3,,393.5,,241.4,-1819.0,,False,,,,,False,,False,,False,,False,False
30015,153,245.0,,0.0,,,,,175.0,,456.0,,516.0,,,116.0,92.0,,-153.0,,,,,22.0,,303.0,,363.0,,,-37.0,,False,,,,,True,,False,,False,,,True
30017,463,335.0,,,,,,,344.0,,1049.8,,301.0,,,136.0,-128.0,,,,,,,-119.0,,586.8,,-162.0,,,-327.0,,,,,,,True,,False,,False,,,False
30019,80,45.0,,0.0,,,,,67.0,,360.7,,27.0,,,23.0,-35.0,,-80.0,,,,,-13.0,,280.7,,-53.0,,,-57.0,,False,,,,,True,,False,,False,,,False
30021,496,325.0,,0.0,,,,,343.0,,1007.4,,467.0,,,0.0,-171.0,,-496.0,,,,,-153.0,,511.4,,-29.0,,,-496.0,,False,,,,,True,,False,,True,,,False
30023,291,220.0,,206.0,,,,,213.0,,398.9,,172.0,,,0.0,-71.0,,-85.0,,,,,-78.0,,107.9,,-119.0,,,-291.0,,False,,,,,False,,False,,False,,,False
30025,152,125.0,,0.0,,,,,66.0,,753.6,,35.0,,,39.0,-27.0,,-152.0,,,,,-86.0,,601.6,,-117.0,,,-113.0,,False,,,,,False,,False,,False,,,False
30027,495,280.0,,0.0,,,,,442.0,,661.8,,274.0,,,186.0,-215.0,,-495.0,,,,,-53.0,,166.8,,-221.0,,,-309.0,,False,,,,,True,,True,,False,,,False
30029,3703,3515.0,,4495.0,,,,,3295.0,,4980.5,,3064.0,,5918.2,1724.0,-188.0,,792.0,,,,,-408.0,,1277.5,,-639.0,,2215.2,-1979.0,,False,,,,,False,,False,,False,,False,False
30031,4167,4185.0,,5014.0,,,,,1486.0,,12547.4,,7403.0,,4603.3,1777.0,18.0,,847.0,,,,,-2681.0,,8380.4,,3236.0,,436.3,-2390.0,,False,,,,,False,,False,,False,,False,False
30033,35,10.0,,0.0,,,,,76.0,,90.1,,19.0,,,32.0,-25.0,,-35.0,,,,,41.0,,55.1,,-16.0,,,-3.0,,False,,,,,False,,False,,True,,,True
30035,146,530.0,,866.0,,,,,619.0,,939.6,,509.0,,,0.0,384.0,,720.0,,,,,473.0,,793.6,,363.0,,,-146.0,,False,,,,,False,,False,,True,,,True
30037,13,0.0,,0.0,,,,,47.0,,16.9,,9.0,,,0.0,-13.0,,-13.0,,,,,34.0,,3.9,,-4.0,,,-13.0,,False,,,,,False,,True,,True,,,False
30039,67,65.0,,0.0,,,,,62.0,,153.0,,51.0,,,50.0,-2.0,,-67.0,,,,,-5.0,,86.0,,-16.0,,,-17.0,,False,,,,,False,,False,,False,,,False
30041,465,820.0,,607.0,,,,,1234.0,,1408.3,,330.5,,,1.0,355.0,,142.0,,,,,769.0,,943.3,,-134.5,,,-464.0,,True,,,,,False,,False,,True,,,False
30043,401,235.0,,134.0,,,,,198.0,,474.6,,215.5,,,207.0,-166.0,,-267.0,,,,,-203.0,,73.6,,-185.5,,,-194.0,,False,,,,,False,,True,,False,,,False
30045,50,30.0,,,,,,,62.0,,123.0,,18.0,,,74.0,-20.0,,,,,,,12.0,,73.0,,-32.0,,,24.0,,,,,,,True,,False,,False,,,False
30047,563,565.0,,655.0,,,,,676.0,,1231.0,,541.0,,,348.0,2.0,,92.0,,,,,113.0,,668.0,,-22.0,,,-215.0,,False,,,,,False,,False,,False,,,False
30049,2492,1365.0,,1360.0,,,,,1624.0,,3961.3,,1692.0,,1253.0,901.0,-1127.0,,-1132.0,,,,,-868.0,,1469.3,,-800.0,,-1239.0,-1591.0,,False,,,,,True,,False,,True,,False,False
30051,60,30.0,,,,,,,160.0,,112.6,,19.0,,,45.0,-30.0,,,,,,,100.0,,52.6,,-41.0,,,-15.0,,,,,,,False,,False,,False,,,True
30053,507,310.0,,567.0,,,,,143.0,,351.2,,415.0,,,273.0,-197.0,,60.0,,,,,-364.0,,-155.8,,-92.0,,,-234.0,,True,,,,,False,,True,,True,,,False
30055,56,30.0,,0.0,,,,,112.0,,67.6,,1.0,,,13.0,-26.0,,-56.0,,,,,56.0,,11.6,,-55.0,,,-43.0,,False,,,,,False,,True,,False,,,False
30057,214,265.0,,0.0,,,,,93.0,,813.7,,425.0,,,0.0,51.0,,-214.0,,,,,-121.0,,599.7,,211.0,,,-214.0,,False,,,,,False,,False,,False,,,False
30059,14,60.0,,0.0,,,,,102.0,,183.6,,94.0,,,12.0,46.0,,-14.0,,,,,88.0,,169.6,,80.0,,,-2.0,,True,,,,,False,,False,,False,,,True
30061,90,5.0,,0.0,,,,,58.0,,33.7,,10.0,,,11.0,-85.0,,-90.0,,,,,-32.0,,-56.3,,-80.0,,,-79.0,,False,,,,,True,,True,,True,,,True
30063,2760,2460.0,,3613.0,,,,,1911.0,,4999.9,,3212.0,,3290.1,1732.0,-300.0,,853.0,,,,,-849.0,,2239.9,,452.0,,530.1,-1028.0,,False,,,,,False,,False,,False,,False,False
30065,100,125.0,,0.0,,,,,224.0,,278.4,,91.0,,,50.0,25.0,,-100.0,,,,,124.0,,178.4,,-9.0,,,-50.0,,False,,,,,False,,False,,True,,,False
30067,449,265.0,,105.0,,,,,344.0,,640.1,,205.0,,,187.0,-184.0,,-344.0,,,,,-105.0,,191.1,,-244.0,,,-262.0,,False,,,,,True,,False,,False,,,False
30069,7,10.0,,0.0,,,,,39.0,,32.5,,,,,21.0,3.0,,-7.0,,,,,32.0,,25.5,,,,,14.0,,False,,,,,False,,False,,,,,False
30071,151,110.0,,0.0,,,,,166.0,,174.2,,187.0,,,23.0,-41.0,,-151.0,,,,,15.0,,23.2,,36.0,,,-128.0,,False,,,,,True,,True,,True,,,False
30073,157,30.0,,7.0,,,,,298.0,,127.4,,16.0,,,11.0,-127.0,,-150.0,,,,,141.0,,-29.6,,-141.0,,,-146.0,,False,,,,,False,,True,,False,,,False
30075,19,45.0,,0.0,,,,,47.0,,109.3,,45.0,,,16.0,26.0,,-19.0,,,,,28.0,,90.3,,26.0,,,-3.0,,True,,,,,False,,False,,False,,,True
30077,444,655.0,,51.0,,,,,156.0,,2865.4,,795.0,,,96.0,211.0,,-393.0,,,,,-288.0,,2421.4,,351.0,,,-348.0,,False,,,,,False,,False,,False,,,False
30079,85,15.0,,0.0,,,,,41.0,,21.7,,19.0,,,10.0,-70.0,,-85.0,,,,,-44.0,,-63.3,,-66.0,,,-75.0,,False,,,,,True,,True,,True,,,False
30081,1196,625.0,,618.0,,,,,679.0,,1893.5,,870.5,,,532.0,-571.0,,-578.0,,,,,-517.0,,697.5,,-325.5,,,-664.0,,False,,,,,True,,False,,True,,,False
