,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
40129,119,30.0,,0.0,,,,,54.0,,30.5,,18.0,,,0.0,-89.0,,-119.0,,,,,-65.0,,-88.5,,-101.0,,,-119.0,,False,,,,,True,,True,,False,,,False
40131,2236,1095.0,,1582.0,,,,,1163.0,,1558.6,,966.0,,641.7,212.0,-1141.0,,-654.0,,,,,-1073.0,,-677.4,,-1270.0,,-1594.3,-2024.0,,True,,,,,True,,True,,False,,False,False
40133,513,385.0,,325.0,,,,,371.0,,752.1,,426.0,,,153.0,-128.0,,-188.0,,,,,-142.0,,239.1,,-87.0,,,-360.0,,False,,,,,False,,False,,True,,,False
40135,600,625.0,,809.0,,,,,914.0,,778.4,,836.0,,391.5,230.0,25.0,,209.0,,,,,314.0,,178.4,,236.0,,-208.5,-370.0,,False,,,,,False,,False,,False,,False,False
40137,1263,525.0,,593.0,,,,,743.0,,1289.8,,776.0,,,244.0,-738.0,,-670.0,,,,,-520.0,,26.8,,-487.0,,,-1019.0,,True,,,,,True,,True,,True,,,False
40139,728,440.0,,0.0,,,,,569.0,,521.0,,593.0,,242.9,0.0,-288.0,,-728.0,,,,,-159.0,,-207.0,,-135.0,,-485.1,-728.0,,False,,,,,True,,True,,True,,False,False
40141,242,140.0,,34.0,,,,,63.0,,219.0,,227.5,,,112.0,-102.0,,-208.0,,,,,-179.0,,-23.0,,-14.5,,,-130.0,,False,,,,,False,,True,,True,,,False
40143,15146,7240.0,,9056.0,,,,,8849.0,,7981.1,,10285.0,,3551.7,4762.0,-7906.0,,-6090.0,,,,,-6297.0,,-7164.9,,-4861.0,,-11594.3,-10384.0,,True,,,,,True,,True,,True,,False,False
40145,1253,420.0,,292.0,,,,,1096.0,,651.4,,580.0,,272.7,228.0,-833.0,,-961.0,,,,,-157.0,,-601.6,,-673.0,,-980.3,-1025.0,,False,,,,,True,,True,,True,,False,False
40147,996,405.0,,324.0,,,,,601.0,,638.6,,525.5,,429.9,414.0,-591.0,,-672.0,,,,,-395.0,,-357.4,,-470.5,,-566.1,-582.0,,False,,,,,True,,True,,True,,True,True
40149,346,80.0,,64.0,,,,,140.0,,93.1,,42.0,,,69.0,-266.0,,-282.0,,,,,-206.0,,-252.9,,-304.0,,,-277.0,,False,,,,,True,,True,,False,,,False
40151,503,60.0,,0.0,,,,,105.0,,69.1,,88.0,,,29.0,-443.0,,-503.0,,,,,-398.0,,-433.9,,-415.0,,,-474.0,,False,,,,,True,,True,,True,,,False
40153,770,265.0,,7.0,,,,,479.0,,398.3,,861.0,,315.0,0.0,-505.0,,-763.0,,,,,-291.0,,-371.7,,91.0,,-455.0,-770.0,,False,,,,,True,,True,,True,,True,False
41001,177,185.0,,83.0,,,,,57.0,,459.5,,71.0,,,119.0,8.0,,-94.0,,,,,-120.0,,282.5,,-106.0,,,-58.0,,False,,,,,False,,False,,False,,,False
41003,536,230.0,,371.0,,,,,204.0,,313.4,,279.0,,,228.0,-306.0,,-165.0,,,,,-332.0,,-222.6,,-257.0,,,-308.0,,True,,,,,False,,True,,True,,,False
41005,4235,2230.0,,5183.0,,,,,1547.0,,3201.5,,4390.5,,1099.2,2995.0,-2005.0,,948.0,,,,,-2688.0,,-1033.5,,155.5,,-3135.8,-1240.0,,True,,,,,False,,True,,True,,False,True
41007,170,140.0,,0.0,,,,,68.0,,375.5,,227.0,,,258.0,-30.0,,-170.0,,,,,-102.0,,205.5,,57.0,,,88.0,,False,,,,,False,,False,,False,,,False
41009,347,150.0,,218.0,,,,,155.0,,372.0,,153.0,,,154.0,-197.0,,-129.0,,,,,-192.0,,25.0,,-194.0,,,-193.0,,True,,,,,True,,True,,True,,,True
41011,286,100.0,,106.0,,,,,74.0,,252.7,,104.0,,,65.0,-186.0,,-180.0,,,,,-212.0,,-33.3,,-182.0,,,-221.0,,True,,,,,False,,True,,True,,,False
41013,201,115.0,,67.0,,,,,104.0,,354.8,,94.0,,,120.0,-86.0,,-134.0,,,,,-97.0,,153.8,,-107.0,,,-81.0,,False,,,,,False,,False,,False,,,True
41015,120,60.0,,33.0,,,,,17.0,,307.3,,36.0,,,270.0,-60.0,,-87.0,,,,,-103.0,,187.3,,-84.0,,,150.0,,False,,,,,False,,False,,False,,,False
41017,1741,1000.0,,3088.0,,,,,838.0,,1841.6,,1533.5,,491.4,1479.0,-741.0,,1347.0,,,,,-903.0,,100.6,,-207.5,,-1249.6,-262.0,,False,,,,,False,,True,,True,,False,True
41019,722,405.0,,986.0,,,,,265.0,,671.0,,666.5,,,838.0,-317.0,,264.0,,,,,-457.0,,-51.0,,-55.5,,,116.0,,True,,,,,False,,True,,True,,,True
41021,8,0.0,,0.0,,,,,15.0,,226.3,,5.0,,,34.0,-8.0,,-8.0,,,,,7.0,,218.3,,-3.0,,,26.0,,False,,,,,True,,False,,True,,,False
41023,109,185.0,,61.0,,,,,29.0,,2085.8,,33.0,,,236.0,76.0,,-48.0,,,,,-80.0,,1976.8,,-76.0,,,127.0,,True,,,,,False,,False,,False,,,False
41025,71,35.0,,1.0,,,,,31.0,,76.6,,28.0,,,14.0,-36.0,,-70.0,,,,,-40.0,,5.6,,-43.0,,,-57.0,,False,,,,,False,,True,,False,,,False
41027,265,45.0,,65.0,,,,,66.0,,231.8,,63.0,,,34.0,-220.0,,-200.0,,,,,-199.0,,-33.2,,-202.0,,,-231.0,,True,,,,,True,,True,,True,,,False
41029,2495,1990.0,,4221.0,,,,,608.0,,3461.5,,3490.0,,973.0,1913.0,-505.0,,1726.0,,,,,-1887.0,,966.5,,995.0,,-1522.0,-582.0,,False,,,,,False,,False,,False,,False,False
41031,497,110.0,,44.0,,,,,125.0,,216.3,,88.0,,,291.0,-387.0,,-453.0,,,,,-372.0,,-280.7,,-409.0,,,-206.0,,False,,,,,True,,True,,False,,,True
41033,506,140.0,,150.0,,,,,112.0,,257.0,,111.0,,,471.0,-366.0,,-356.0,,,,,-394.0,,-249.0,,-395.0,,,-35.0,,True,,,,,False,,True,,False,,,True
41035,895,160.0,,191.0,,,,,241.0,,299.1,,211.0,,,185.0,-735.0,,-704.0,,,,,-654.0,,-595.9,,-684.0,,,-710.0,,True,,,,,True,,True,,True,,,True
41037,124,10.0,,0.0,,,,,41.0,,78.5,,15.0,,,2.0,-114.0,,-124.0,,,,,-83.0,,-45.5,,-109.0,,,-122.0,,False,,,,,True,,True,,True,,,False
41039,2681,1200.0,,1782.0,,,,,1321.0,,1389.0,,1018.0,,916.3,1694.0,-1481.0,,-899.0,,,,,-1360.0,,-1292.0,,-1663.0,,-1764.7,-987.0,,True,,,,,True,,True,,False,,False,True
41041,232,35.0,,22.0,,,,,81.0,,155.1,,2.0,,,33.0,-197.0,,-210.0,,,,,-151.0,,-76.9,,-230.0,,,-199.0,,False,,,,,True,,True,,False,,,False
41043,1070,495.0,,1249.0,,,,,540.0,,1152.7,,510.0,,,571.0,-575.0,,179.0,,,,,-530.0,,82.7,,-560.0,,,-499.0,,True,,,,,True,,True,,True,,,True
41045,557,450.0,,399.0,,,,,205.0,,502.1,,508.0,,355.6,0.0,-107.0,,-158.0,,,,,-352.0,,-54.9,,-49.0,,-201.4,-557.0,,False,,,,,False,,True,,True,,False,False
41047,4561,2820.0,,3959.0,,,,,2006.0,,3121.1,,3807.0,,1768.1,2747.0,-1741.0,,-602.0,,,,,-2555.0,,-1439.9,,-754.0,,-2792.9,-1814.0,,True,,,,,False,,True,,True,,False,False
41049,172,70.0,,0.0,,,,,99.0,,63.8,,85.0,,,90.0,-102.0,,-172.0,,,,,-73.0,,-108.2,,-87.0,,,-82.0,,False,,,,,True,,False,,True,,,True
41051,10214,5810.0,,10632.0,,,,,4096.0,,6576.0,,9899.5,,2743.1,7058.0,-4404.0,,418.0,,,,,-6118.0,,-3638.0,,-314.5,,-7470.9,-3156.0,,True,,,,,False,,True,,True,,False,True
41053,800,380.0,,1100.0,,,,,269.0,,695.9,,633.0,,,783.0,-420.0,,300.0,,,,,-531.0,,-104.1,,-167.0,,,-17.0,,True,,,,,False,,True,,True,,,True
41055,3,10.0,,0.0,,,,,13.0,,38.2,,5.0,,,2.0,7.0,,-3.0,,,,,10.0,,35.2,,2.0,,,-1.0,,True,,,,,False,,False,,True,,,True
41057,104,45.0,,49.0,,,,,34.0,,309.6,,31.0,,,83.0,-59.0,,-55.0,,,,,-70.0,,205.6,,-73.0,,,-21.0,,True,,,,,False,,False,,False,,,True
41059,1227,710.0,,962.0,,,,,548.0,,676.0,,885.0,,356.0,492.0,-517.0,,-265.0,,,,,-679.0,,-551.0,,-342.0,,-871.0,-735.0,,True,,,,,False,,False,,True,,False,False
41061,370,190.0,,70.0,,,,,116.0,,326.2,,286.5,,,203.0,-180.0,,-300.0,,,,,-254.0,,-43.8,,-83.5,,,-167.0,,False,,,,,False,,True,,True,,,True
41063,11,40.0,,,,,,,27.0,,258.9,,13.0,,,41.0,29.0,,,,,,,16.0,,247.9,,2.0,,,30.0,,,,,,,True,,False,,True,,,False
41065,308,105.0,,91.0,,,,,94.0,,297.5,,65.0,,,270.0,-203.0,,-217.0,,,,,-214.0,,-10.5,,-243.0,,,-38.0,,False,,,,,False,,True,,False,,,True
41067,6431,3125.0,,3824.0,,,,,2082.0,,3534.6,,4850.0,,1546.3,3545.0,-3306.0,,-2607.0,,,,,-4349.0,,-2896.4,,-1581.0,,-4884.7,-2886.0,,True,,,,,False,,True,,True,,False,True
41069,10,0.0,,0.0,,,,,19.0,,4.1,,,,,0.0,-10.0,,-10.0,,,,,9.0,,-5.9,,,,,-10.0,,False,,,,,True,,True,,,,,False
41071,1004,555.0,,1932.0,,,,,388.0,,595.5,,633.0,,324.9,1116.0,-449.0,,928.0,,,,,-616.0,,-408.5,,-371.0,,-679.1,112.0,,False,,,,,False,,True,,True,,False,True
42001,1550,695.0,,990.0,,,,,568.0,,582.7,,1222.0,,491.9,810.0,-855.0,,-560.0,,,,,-982.0,,-967.3,,-328.0,,-1058.1,-740.0,,True,,,,,False,,False,,True,,False,True
42003,22101,6650.0,,11445.0,,,,,5937.0,,6538.1,,9213.0,,4820.7,7629.0,-15451.0,,-10656.0,,,,,-16164.0,,-15562.9,,-12888.0,,-17280.3,-14472.0,,True,,,,,False,,False,,True,,False,True
42005,1489,795.0,,1190.0,,,,,486.0,,1420.0,,1458.5,,,698.0,-694.0,,-299.0,,,,,-1003.0,,-69.0,,-30.5,,,-791.0,,True,,,,,False,,True,,True,,,False
42007,3564,815.0,,2084.0,,,,,1293.0,,749.0,,688.0,,544.6,1281.0,-2749.0,,-1480.0,,,,,-2271.0,,-2815.0,,-2876.0,,-3019.4,-2283.0,,True,,,,,True,,False,,False,,False,True
42009,1684,820.0,,2604.0,,,,,291.0,,2080.2,,1721.5,,,1020.0,-864.0,,920.0,,,,,-1393.0,,396.2,,37.5,,,-664.0,,False,,,,,False,,True,,True,,,True
42011,7525,3580.0,,3183.0,,,,,2878.0,,2626.2,,3704.0,,1855.6,2189.0,-3945.0,,-4342.0,,,,,-4647.0,,-4898.8,,-3821.0,,-5669.4,-5336.0,,False,,,,,False,,False,,True,,False,False
42013,4215,2200.0,,4554.0,,,,,981.0,,6952.4,,4358.0,,1841.1,0.0,-2015.0,,339.0,,,,,-3234.0,,2737.4,,143.0,,-2373.9,-4215.0,,True,,,,,False,,False,,True,,False,False
42015,1286,1135.0,,1061.0,,,,,299.0,,4212.4,,1454.0,,,596.0,-151.0,,-225.0,,,,,-987.0,,2926.4,,168.0,,,-690.0,,False,,,,,False,,False,,False,,,False
42017,12445,3740.0,,7596.0,,,,,3045.0,,2515.1,,5753.0,,2447.8,4708.0,-8705.0,,-4849.0,,,,,-9400.0,,-9929.9,,-6692.0,,-9997.2,-7737.0,,True,,,,,False,,False,,True,,False,True
42019,4094,1930.0,,3468.0,,,,,1071.0,,2147.6,,3800.5,,1428.6,2047.0,-2164.0,,-626.0,,,,,-3023.0,,-1946.4,,-293.5,,-2665.4,-2047.0,,True,,,,,False,,True,,True,,False,True
42021,5353,1660.0,,3964.0,,,,,892.0,,2948.4,,2630.0,,1328.0,480.0,-3693.0,,-1389.0,,,,,-4461.0,,-2404.6,,-2723.0,,-4025.0,-4873.0,,True,,,,,False,,True,,True,,False,False
42023,45,20.0,,0.0,,,,,20.0,,287.1,,5.0,,,51.0,-25.0,,-45.0,,,,,-25.0,,242.1,,-40.0,,,6.0,,False,,,,,False,,False,,False,,,True
42025,1199,480.0,,1592.0,,,,,220.0,,439.5,,615.0,,,683.0,-719.0,,393.0,,,,,-979.0,,-759.5,,-584.0,,,-516.0,,True,,,,,False,,False,,True,,,True
42027,2931,1665.0,,2353.0,,,,,1090.0,,953.7,,1461.5,,1527.5,0.0,-1266.0,,-578.0,,,,,-1841.0,,-1977.3,,-1469.5,,-1403.5,-2931.0,,True,,,,,False,,False,,False,,False,False
42029,6374,2355.0,,4020.0,,,,,2090.0,,1851.0,,2267.5,,1873.7,1653.0,-4019.0,,-2354.0,,,,,-4284.0,,-4523.0,,-4106.5,,-4500.3,-4721.0,,True,,,,,False,,False,,False,,False,False
42031,1235,350.0,,854.0,,,,,179.0,,789.8,,780.5,,,534.0,-885.0,,-381.0,,,,,-1056.0,,-445.2,,-454.5,,,-701.0,,True,,,,,False,,True,,True,,,True
42033,2142,445.0,,909.0,,,,,511.0,,617.8,,891.0,,,529.0,-1697.0,,-1233.0,,,,,-1631.0,,-1524.2,,-1251.0,,,-1613.0,,True,,,,,True,,True,,True,,,True
42035,898,235.0,,391.0,,,,,201.0,,239.3,,331.0,,,308.0,-663.0,,-507.0,,,,,-697.0,,-658.7,,-567.0,,,-590.0,,True,,,,,False,,True,,True,,,True
42037,817,275.0,,672.0,,,,,435.0,,283.8,,325.0,,197.0,625.0,-542.0,,-145.0,,,,,-382.0,,-533.2,,-492.0,,-620.0,-192.0,,True,,,,,True,,True,,True,,False,True
42039,2863,660.0,,973.0,,,,,677.0,,1697.6,,1231.5,,,479.0,-2203.0,,-1890.0,,,,,-2186.0,,-1165.4,,-1631.5,,,-2384.0,,True,,,,,True,,True,,True,,,False
42041,4576,1265.0,,3051.0,,,,,1396.0,,895.0,,1772.5,,1187.2,1559.0,-3311.0,,-1525.0,,,,,-3180.0,,-3681.0,,-2803.5,,-3388.8,-3017.0,,True,,,,,True,,False,,True,,False,True
42043,5008,2275.0,,3562.0,,,,,1755.0,,1701.1,,3735.5,,1542.1,2989.0,-2733.0,,-1446.0,,,,,-3253.0,,-3306.9,,-1272.5,,-3465.9,-2019.0,,True,,,,,False,,False,,True,,False,True
42045,9261,4885.0,,6357.0,,,,,2869.0,,3206.6,,7115.5,,3036.7,4078.0,-4376.0,,-2904.0,,,,,-6392.0,,-6054.4,,-2145.5,,-6224.3,-5183.0,,True,,,,,False,,False,,True,,False,False
42047,574,425.0,,763.0,,,,,117.0,,1730.1,,420.0,,,470.0,-149.0,,189.0,,,,,-457.0,,1156.1,,-154.0,,,-104.0,,False,,,,,False,,False,,False,,,True
42049,5646,1595.0,,2011.0,,,,,1786.0,,1875.2,,3132.0,,1079.9,1759.0,-4051.0,,-3635.0,,,,,-3860.0,,-3770.8,,-2514.0,,-4566.1,-3887.0,,True,,,,,True,,True,,True,,False,True
42051,2994,535.0,,746.0,,,,,969.0,,629.1,,824.0,,292.6,327.0,-2459.0,,-2248.0,,,,,-2025.0,,-2364.9,,-2170.0,,-2701.4,-2667.0,,True,,,,,True,,True,,True,,False,False
42053,135,5.0,,0.0,,,,,28.0,,15.5,,5.0,,,6.0,-130.0,,-135.0,,,,,-107.0,,-119.5,,-130.0,,,-129.0,,False,,,,,True,,True,,False,,,True
42055,3820,1465.0,,2170.0,,,,,958.0,,1516.6,,2666.5,,841.1,1428.0,-2355.0,,-1650.0,,,,,-2862.0,,-2303.4,,-1153.5,,-2978.9,-2392.0,,True,,,,,False,,True,,True,,False,False
42057,373,130.0,,272.0,,,,,72.0,,445.7,,147.5,,,123.0,-243.0,,-101.0,,,,,-301.0,,72.7,,-225.5,,,-250.0,,True,,,,,False,,True,,True,,,False
42059,741,335.0,,630.0,,,,,305.0,,815.2,,595.0,,,393.0,-406.0,,-111.0,,,,,-436.0,,74.2,,-146.0,,,-348.0,,True,,,,,False,,True,,True,,,True
42061,1019,875.0,,701.0,,,,,310.0,,1222.5,,735.5,,390.2,367.0,-144.0,,-318.0,,,,,-709.0,,203.5,,-283.5,,-628.8,-652.0,,False,,,,,False,,False,,False,,False,False
42063,1855,1125.0,,2062.0,,,,,610.0,,1507.3,,1716.0,,1189.8,981.0,-730.0,,207.0,,,,,-1245.0,,-347.7,,-139.0,,-665.2,-874.0,,True,,,,,False,,True,,True,,True,False
42065,1098,350.0,,969.0,,,,,275.0,,1257.3,,884.0,,,494.0,-748.0,,-129.0,,,,,-823.0,,159.3,,-214.0,,,-604.0,,True,,,,,False,,True,,True,,,True
42067,698,215.0,,527.0,,,,,133.0,,97.3,,282.0,,,257.0,-483.0,,-171.0,,,,,-565.0,,-600.7,,-416.0,,,-441.0,,True,,,,,False,,False,,True,,,True
42069,2378,1100.0,,794.0,,,,,1229.0,,887.0,,762.5,,1084.8,649.0,-1278.0,,-1584.0,,,,,-1149.0,,-1491.0,,-1615.5,,-1293.2,-1729.0,,False,,,,,True,,False,,False,,False,False
42071,10858,4140.0,,8257.0,,,,,3620.0,,2994.1,,6864.0,,2659.2,4388.0,-6718.0,,-2601.0,,,,,-7238.0,,-7863.9,,-3994.0,,-8198.8,-6470.0,,True,,,,,False,,False,,True,,False,True
42073,1899,1460.0,,4548.0,,,,,777.0,,2292.0,,2518.0,,,1524.0,-439.0,,2649.0,,,,,-1122.0,,393.0,,619.0,,,-375.0,,False,,,,,False,,True,,False,,,True
42075,3167,1880.0,,1910.0,,,,,1100.0,,1930.5,,2679.0,,2110.9,1161.0,-1287.0,,-1257.0,,,,,-2067.0,,-1236.5,,-488.0,,-1056.1,-2006.0,,True,,,,,False,,True,,True,,True,False
42077,7509,3140.0,,5206.0,,,,,2385.0,,2128.7,,5051.0,,2272.4,3762.0,-4369.0,,-2303.0,,,,,-5124.0,,-5380.3,,-2458.0,,-5236.6,-3747.0,,True,,,,,False,,False,,True,,False,True
42079,6595,2500.0,,2427.0,,,,,2387.0,,2130.3,,3165.0,,2019.4,2019.0,-4095.0,,-4168.0,,,,,-4208.0,,-4464.7,,-3430.0,,-4575.6,-4576.0,,False,,,,,False,,False,,True,,False,False
42081,2575,435.0,,907.0,,,,,653.0,,363.7,,524.0,,,467.0,-2140.0,,-1668.0,,,,,-1922.0,,-2211.3,,-2051.0,,,-2108.0,,True,,,,,True,,False,,True,,,True
42083,816,165.0,,258.0,,,,,194.0,,667.9,,222.0,,,82.0,-651.0,,-558.0,,,,,-622.0,,-148.1,,-594.0,,,-734.0,,True,,,,,True,,True,,True,,,False
42085,2940,1075.0,,1913.0,,,,,893.0,,1405.1,,2250.0,,826.5,1220.0,-1865.0,,-1027.0,,,,,-2047.0,,-1534.9,,-690.0,,-2113.5,-1720.0,,True,,,,,False,,True,,True,,False,True
42087,2093,745.0,,1882.0,,,,,336.0,,1714.2,,1659.0,,,668.0,-1348.0,,-211.0,,,,,-1757.0,,-378.8,,-434.0,,,-1425.0,,True,,,,,False,,True,,True,,,False
42089,2321,865.0,,2627.0,,,,,525.0,,691.9,,1157.0,,473.3,1691.0,-1456.0,,306.0,,,,,-1796.0,,-1629.1,,-1164.0,,-1847.7,-630.0,,True,,,,,False,,False,,True,,False,True
42091,12708,5050.0,,6777.0,,,,,4086.0,,3382.9,,8512.5,,3122.2,5544.0,-7658.0,,-5931.0,,,,,-8622.0,,-9325.1,,-4195.5,,-9585.8,-7164.0,,True,,,,,False,,False,,True,,False,True
42093,952,120.0,,75.0,,,,,101.0,,151.7,,73.0,,,146.0,-832.0,,-877.0,,,,,-851.0,,-800.3,,-879.0,,,-806.0,,False,,,,,False,,True,,False,,,True
42095,6147,2180.0,,3491.0,,,,,1554.0,,1575.9,,3362.5,,2165.9,2589.0,-3967.0,,-2656.0,,,,,-4593.0,,-4571.1,,-2784.5,,-3981.1,-3558.0,,True,,,,,False,,False,,True,,False,True
42097,1841,670.0,,704.0,,,,,705.0,,601.6,,992.0,,439.7,495.0,-1171.0,,-1137.0,,,,,-1136.0,,-1239.4,,-849.0,,-1401.3,-1346.0,,True,,,,,True,,False,,True,,False,False
42099,645,165.0,,137.0,,,,,221.0,,282.0,,105.0,,,258.0,-480.0,,-508.0,,,,,-424.0,,-363.0,,-540.0,,,-387.0,,False,,,,,True,,True,,False,,,True
42101,31971,15850.0,,25928.0,,,,,9477.0,,11412.3,,18966.5,,9490.9,8536.0,-16121.0,,-6043.0,,,,,-22494.0,,-20558.7,,-13004.5,,-22480.1,-23435.0,,True,,,,,False,,False,,True,,False,False
42103,392,190.0,,873.0,,,,,73.0,,239.5,,286.0,,,407.0,-202.0,,481.0,,,,,-319.0,,-152.5,,-106.0,,,15.0,,False,,,,,False,,True,,True,,,True
42105,326,65.0,,94.0,,,,,59.0,,184.7,,133.0,,,57.0,-261.0,,-232.0,,,,,-267.0,,-141.3,,-193.0,,,-269.0,,True,,,,,False,,True,,True,,,False
42107,3016,1345.0,,904.0,,,,,1092.0,,2016.2,,1536.0,,1491.3,808.0,-1671.0,,-2112.0,,,,,-1924.0,,-999.8,,-1480.0,,-1524.7,-2208.0,,False,,,,,False,,True,,True,,True,False
42109,818,285.0,,873.0,,,,,239.0,,323.7,,378.0,,,313.0,-533.0,,55.0,,,,,-579.0,,-494.3,,-440.0,,,-505.0,,True,,,,,False,,True,,True,,,True
42111,2500,490.0,,551.0,,,,,485.0,,795.1,,951.0,,,456.0,-2010.0,,-1949.0,,,,,-2015.0,,-1704.9,,-1549.0,,,-2044.0,,True,,,,,False,,True,,True,,,False
42113,84,10.0,,14.0,,,,,25.0,,38.2,,5.0,,,6.0,-74.0,,-70.0,,,,,-59.0,,-45.8,,-79.0,,,-78.0,,True,,,,,True,,True,,False,,,False
42115,319,195.0,,334.0,,,,,91.0,,300.0,,155.5,,,252.0,-124.0,,15.0,,,,,-228.0,,-19.0,,-163.5,,,-67.0,,True,,,,,False,,True,,False,,,True
42117,1168,460.0,,860.0,,,,,148.0,,1506.3,,629.5,,,545.0,-708.0,,-308.0,,,,,-1020.0,,338.3,,-538.5,,,-623.0,,True,,,,,False,,True,,True,,,True
42119,1347,295.0,,470.0,,,,,292.0,,295.1,,322.0,,,398.0,-1052.0,,-877.0,,,,,-1055.0,,-1051.9,,-1025.0,,,-949.0,,True,,,,,False,,True,,True,,,True
42121,1156,585.0,,1040.0,,,,,263.0,,2603.4,,740.0,,,501.0,-571.0,,-116.0,,,,,-893.0,,1447.4,,-416.0,,,-655.0,,True,,,,,False,,False,,True,,,False
42123,672,60.0,,194.0,,,,,234.0,,374.7,,66.0,,,56.0,-612.0,,-478.0,,,,,-438.0,,-297.3,,-606.0,,,-616.0,,True,,,,,True,,True,,True,,,False
42125,3976,1590.0,,1531.0,,,,,1376.0,,2030.0,,2734.0,,1147.1,1278.0,-2386.0,,-2445.0,,,,,-2600.0,,-1946.0,,-1242.0,,-2828.9,-2698.0,,False,,,,,False,,True,,True,,False,False
42127,581,100.0,,150.0,,,,,79.0,,179.0,,99.0,,,199.0,-481.0,,-431.0,,,,,-502.0,,-402.0,,-482.0,,,-382.0,,True,,,,,False,,True,,False,,,True
42129,8619,2515.0,,3413.0,,,,,2095.0,,2155.2,,2139.0,,1935.9,1879.0,-6104.0,,-5206.0,,,,,-6524.0,,-6463.8,,-6480.0,,-6683.1,-6740.0,,True,,,,,False,,False,,False,,False,False
42131,362,290.0,,344.0,,,,,72.0,,2196.3,,655.5,,,338.0,-72.0,,-18.0,,,,,-290.0,,1834.3,,293.5,,,-24.0,,True,,,,,False,,False,,False,,,True
42133,9126,2510.0,,3178.0,,,,,2892.0,,2012.5,,3193.0,,1540.2,2739.0,-6616.0,,-5948.0,,,,,-6234.0,,-7113.5,,-5933.0,,-7585.8,-6387.0,,True,,,,,True,,False,,True,,False,True
44001,923,515.0,,1129.0,,,,,791.0,,1033.5,,158.0,,,757.0,-408.0,,206.0,,,,,-132.0,,110.5,,-765.0,,,-166.0,,True,,,,,True,,True,,False,,,True
44003,4434,1710.0,,2181.0,,,,,3072.0,,2103.6,,680.0,,1035.9,866.0,-2724.0,,-2253.0,,,,,-1362.0,,-2330.4,,-3754.0,,-3398.1,-3568.0,,True,,,,,True,,True,,False,,False,False
44005,851,595.0,,1954.0,,,,,1019.0,,813.9,,185.0,,,1310.0,-256.0,,1103.0,,,,,168.0,,-37.1,,-666.0,,,459.0,,False,,,,,True,,True,,False,,,False
44007,20904,9945.0,,7633.0,,,,,12872.0,,9806.3,,4316.0,,6672.9,3209.0,-10959.0,,-13271.0,,,,,-8032.0,,-11097.7,,-16588.0,,-14231.1,-17695.0,,False,,,,,True,,False,,False,,False,False
44009,1706,515.0,,738.0,,,,,1432.0,,671.8,,503.0,,717.9,334.0,-1191.0,,-968.0,,,,,-274.0,,-1034.2,,-1203.0,,-988.1,-1372.0,,True,,,,,True,,True,,False,,True,False
45001,267,175.0,,144.0,,,,,198.0,,371.5,,235.0,,,99.0,-92.0,,-123.0,,,,,-69.0,,104.5,,-32.0,,,-168.0,,False,,,,,True,,False,,True,,,False
45003,2073,1270.0,,2094.0,,,,,1119.0,,1231.9,,1705.0,,1055.2,297.0,-803.0,,21.0,,,,,-954.0,,-841.1,,-368.0,,-1017.8,-1776.0,,True,,,,,False,,False,,True,,False,False
45005,32,70.0,,0.0,,,,,58.0,,18.4,,34.0,,,48.0,38.0,,-32.0,,,,,26.0,,-13.6,,2.0,,,16.0,,True,,,,,True,,True,,True,,,True
45007,2976,2365.0,,2303.0,,,,,1563.0,,2263.6,,3222.5,,1328.5,1326.0,-611.0,,-673.0,,,,,-1413.0,,-712.4,,246.5,,-1647.5,-1650.0,,False,,,,,False,,False,,True,,False,False
45009,122,10.0,,0.0,,,,,102.0,,22.6,,3.0,,,3.0,-112.0,,-122.0,,,,,-20.0,,-99.4,,-119.0,,,-119.0,,False,,,,,True,,True,,False,,,False
45011,204,65.0,,80.0,,,,,128.0,,225.7,,12.5,,,64.0,-139.0,,-124.0,,,,,-76.0,,21.7,,-191.5,,,-140.0,,True,,,,,True,,True,,False,,,False
45013,1592,870.0,,1550.0,,,,,662.0,,685.4,,1024.0,,821.3,1189.0,-722.0,,-42.0,,,,,-930.0,,-906.6,,-568.0,,-770.7,-403.0,,True,,,,,False,,False,,True,,False,True
