,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
38039,15,20.0,,25.2,,14.0,0.0,,,,,16.7,,16.8,,,,18.0,,13.6,,8.8,,,8.0,14.5,,,19.0,20.0,5.5,,,,,,,,,,38.2,5.0,,10.2,,-1.0,-15.0,,,,,1.7,,1.8,,,,3.0,,-1.4,,-6.2,,,-7.0,-0.5,,,4.0,5.0,-9.5,,,,,,,,,,23.2,,False,,True,False,,,,,True,,True,,,,True,,True,,False,,,False,True,,,True,False,False,,,,,,,,,,False
38041,10,13.0,,15.3,,10.0,0.0,,,,,12.4,,15.6,,,,12.0,,9.8,,10.8,,,7.0,9.4,,,14.0,15.0,5.7,,,,,,17.6,,,,13.9,3.0,,5.3,,0.0,-10.0,,,,,2.4,,5.6,,,,2.0,,-0.2,,0.8,,,-3.0,-0.6,,,4.0,5.0,-4.3,,,,,,7.6,,,,3.9,,False,,True,False,,,,,True,,False,,,,True,,True,,True,,,False,True,,,False,False,False,,,,,,False,,,,False
38043,16,32.0,,32.7,,20.0,0.0,,,,,13.2,,13.6,,,,20.0,,31.2,,10.0,,,7.0,13.4,,,29.0,26.0,2.5,,,,,,23.7,,,,23.3,16.0,,16.7,,4.0,-16.0,,,,,-2.8,,-2.4,,,,4.0,,15.2,,-6.0,,,-9.0,-2.6,,,13.0,10.0,-13.5,,,,,,7.7,,,,7.3,,False,,True,False,,,,,True,,True,,,,True,,True,,True,,,True,True,,,True,True,True,,,,,,True,,,,True
38045,47,22.0,,22.9,,18.0,0.0,,,,,19.2,,21.5,,,,24.0,,11.4,,6.7,,,4.0,17.5,,,17.0,26.0,4.3,,,,,,46.0,,,,18.6,-25.0,,-24.1,,-29.0,-47.0,,,,,-27.8,,-25.5,,,,-23.0,,-35.6,,-40.3,,,-43.0,-29.5,,,-30.0,-21.0,-42.7,,,,,,-1.0,,,,-28.4,,True,,False,False,,,,,False,,False,,,,True,,False,,False,,,False,False,,,False,True,False,,,,,,True,,,,False
38047,32,11.0,,10.5,,10.0,0.0,,,,,7.7,,10.0,,,,24.0,,9.2,,3.5,,,10.0,14.3,,,5.0,10.0,1.0,,,,,,19.6,,,,12.0,-21.0,,-21.5,,-22.0,-32.0,,,,,-24.3,,-22.0,,,,-8.0,,-22.8,,-28.5,,,-22.0,-17.7,,,-27.0,-22.0,-31.0,,,,,,-12.4,,,,-20.0,,False,,False,False,,,,,False,,False,,,,True,,False,,False,,,False,True,,,False,False,False,,,,,,True,,,,True
38049,30,30.0,,33.3,,23.0,0.0,,,,,24.8,,31.8,,,,35.0,,15.4,,14.2,,,11.0,23.5,,,22.0,30.0,6.1,,,,,,30.7,,,,44.0,0.0,,3.3,,-7.0,-30.0,,,,,-5.2,,1.8,,,,5.0,,-14.6,,-15.8,,,-19.0,-6.5,,,-8.0,0.0,-23.9,,,,,,0.7,,,,14.0,,False,,False,False,,,,,False,,False,,,,False,,False,,False,,,False,False,,,False,True,False,,,,,,False,,,,False
38051,49,12.0,,10.6,,9.0,,,,,,10.5,,12.4,,,,19.0,,4.8,,5.0,,,4.0,6.9,,,6.0,12.0,1.7,,,,,,19.4,,,,12.5,-37.0,,-38.4,,-40.0,,,,,,-38.5,,-36.6,,,,-30.0,,-44.2,,-44.0,,,-45.0,-42.1,,,-43.0,-37.0,-47.3,,,,,,-29.6,,,,-36.5,,False,,False,,,,,,False,,True,,,,True,,False,,False,,,False,False,,,False,False,False,,,,,,True,,,,True
38053,41,47.0,,43.1,,43.0,0.0,,,,,42.5,,54.0,,,,53.0,,35.3,,15.8,,,34.0,49.8,,,38.0,57.0,10.9,,,,,,38.6,,,,46.6,6.0,,2.1,,2.0,-41.0,,,,,1.5,,13.0,,,,12.0,,-5.7,,-25.2,,,-7.0,8.8,,,-3.0,16.0,-30.1,,,,,,-2.4,,,,5.6,,True,,True,False,,,,,True,,False,,,,False,,True,,False,,,False,False,,,True,False,False,,,,,,True,,,,True
38055,46,71.0,,71.0,,60.0,17.0,,,,,50.4,,69.8,,,,50.0,,62.2,,24.4,,,53.0,60.1,,,62.0,66.0,14.1,,,,,,62.3,,,,74.1,25.0,,25.0,,14.0,-29.0,,,,,4.4,,23.8,,,,4.0,,16.2,,-21.6,,,7.0,14.1,,,16.0,20.0,-31.9,,,,,,16.3,,,,28.1,,False,,True,False,,,,,True,,True,,,,True,,True,,True,,,True,True,,,True,True,False,,,,,,True,,,,False
38057,35,83.0,,84.2,,45.0,27.0,,,,,41.7,,60.7,,,,45.0,,52.9,,25.7,,,29.0,43.7,,,55.0,69.0,9.4,,,,,,69.6,,,,98.9,48.0,,49.2,,10.0,-8.0,,,,,6.7,,25.7,,,,10.0,,17.9,,-9.3,,,-6.0,8.7,,,20.0,34.0,-25.6,,,,,,34.6,,,,63.9,,False,,True,True,,,,,True,,True,,,,True,,True,,True,,,True,True,,,True,True,True,,,,,,True,,,,False
38059,228,205.0,,206.7,,162.0,83.0,,,,,186.4,,133.8,,,,221.0,,130.6,,112.0,143.5,,102.0,162.1,,,149.0,210.0,47.7,,,,,200.5,239.4,,,,199.1,-23.0,,-21.3,,-66.0,-145.0,,,,,-41.6,,-94.2,,,,-7.0,,-97.4,,-116.0,-84.5,,-126.0,-65.9,,,-79.0,-18.0,-180.3,,,,,-27.5,11.4,,,,-28.9,,True,,False,False,,,,,False,,False,,,,True,,False,,False,False,,False,False,,,False,True,False,,,,,False,True,,,,False
38061,43,27.0,,31.6,,32.0,38.0,,,,,45.7,,45.5,,,,49.0,,13.3,,15.8,,,9.0,36.2,,,19.0,41.0,12.3,,,,,,25.6,,,,55.7,-16.0,,-11.4,,-11.0,-5.0,,,,,2.7,,2.5,,,,6.0,,-29.7,,-27.2,,,-34.0,-6.8,,,-24.0,-2.0,-30.7,,,,,,-17.4,,,,12.7,,True,,True,True,,,,,True,,True,,,,True,,False,,False,,,False,True,,,False,True,False,,,,,,False,,,,True
38063,15,14.0,,15.2,,12.0,,,,,,18.0,,22.6,,,,16.0,,3.7,,10.0,,,0.0,10.9,,,13.0,17.0,7.1,,,,,,18.4,,,,23.5,-1.0,,0.2,,-3.0,,,,,,3.0,,7.6,,,,1.0,,-11.3,,-5.0,,,-15.0,-4.1,,,-2.0,2.0,-7.9,,,,,,3.4,,,,8.5,,True,,False,,,,,,False,,False,,,,False,,False,,False,,,False,False,,,False,False,False,,,,,,False,,,,False
38065,8,8.0,,8.0,,6.0,0.0,,,,,6.1,,7.2,,,,35.0,,6.1,,1.7,,,0.0,4.6,,,5.0,8.0,1.5,,,,,,,,,,9.3,0.0,,-0.0,,-2.0,-8.0,,,,,-1.9,,-0.8,,,,27.0,,-1.9,,-6.3,,,-8.0,-3.4,,,-3.0,0.0,-6.5,,,,,,,,,,1.3,,False,,False,False,,,,,False,,False,,,,False,,False,,False,,,False,False,,,False,True,False,,,,,,,,,,False
38067,28,39.0,,38.2,,38.0,46.0,,,,,33.6,,40.3,,,,48.0,,25.7,,14.7,,,22.0,34.1,,,33.0,42.0,9.1,,,,,,40.9,,,,85.3,11.0,,10.2,,10.0,18.0,,,,,5.6,,12.3,,,,20.0,,-2.3,,-13.3,,,-6.0,6.1,,,5.0,14.0,-18.9,,,,,,12.9,,,,57.3,,True,,True,False,,,,,True,,False,,,,False,,True,,False,,,True,True,,,True,False,False,,,,,,False,,,,False
38069,10,18.0,,16.5,,16.0,26.0,,,,,23.4,,24.4,,,,42.0,,10.5,,6.8,,,2.0,15.5,,,16.0,24.0,7.0,,,,,,30.9,,,,25.2,8.0,,6.5,,6.0,16.0,,,,,13.4,,14.4,,,,32.0,,0.5,,-3.2,,,-8.0,5.5,,,6.0,14.0,-3.0,,,,,,20.9,,,,15.2,,True,,True,False,,,,,False,,False,,,,False,,True,,True,,,False,True,,,True,False,True,,,,,,False,,,,False
38071,105,106.0,,106.7,,77.0,52.0,,,,,66.1,,80.2,,,,114.0,,76.7,,27.3,,,49.0,71.0,,,90.0,96.0,20.4,,,,,,94.1,,,,155.8,1.0,,1.7,,-28.0,-53.0,,,,,-38.9,,-24.8,,,,9.0,,-28.3,,-77.7,,,-56.0,-34.0,,,-15.0,-9.0,-84.6,,,,,,-10.9,,,,50.8,,False,,False,False,,,,,False,,False,,,,False,,False,,False,,,False,False,,,False,False,False,,,,,,False,,,,False
38073,25,31.0,,29.9,,30.0,28.0,,,,,25.5,,35.8,,,,46.0,,23.3,,8.8,,,23.0,30.6,,,28.0,33.0,9.7,,,,,,39.9,,,,55.7,6.0,,4.9,,5.0,3.0,,,,,0.5,,10.8,,,,21.0,,-1.7,,-16.2,,,-2.0,5.6,,,3.0,8.0,-15.3,,,,,,14.9,,,,30.7,,True,,True,True,,,,,True,,False,,,,False,,True,,False,,,True,True,,,True,False,False,,,,,,False,,,,False
38075,4,24.0,,23.6,,23.0,0.0,,,,,14.2,,11.2,,,,31.0,,24.5,,8.0,,,13.0,13.0,,,24.0,23.0,6.2,,,,,,31.4,,,,25.9,20.0,,19.6,,19.0,-4.0,,,,,10.2,,7.2,,,,27.0,,20.5,,4.0,,,9.0,9.0,,,20.0,19.0,2.2,,,,,,27.4,,,,21.9,,True,,True,True,,,,,True,,True,,,,False,,False,,True,,,True,True,,,False,True,True,,,,,,False,,,,False
38077,119,140.0,,139.3,,116.0,106.0,,,,,83.5,,164.5,,,,131.0,,98.7,,51.1,,,82.0,115.9,,,123.0,142.0,22.0,,,,,,134.8,,,,120.6,21.0,,20.3,,-3.0,-13.0,,,,,-35.5,,45.5,,,,12.0,,-20.3,,-67.9,,,-37.0,-3.1,,,4.0,23.0,-97.0,,,,,,15.8,,,,1.6,,True,,True,True,,,,,False,,False,,,,True,,True,,False,,,False,True,,,True,False,False,,,,,,True,,,,True
38079,132,147.0,,146.3,,86.0,86.0,,,,,88.4,,138.9,,,,84.0,,84.8,,38.2,,,15.0,93.2,,,127.0,129.0,36.1,,,,,,99.7,,,,228.5,15.0,,14.3,,-46.0,-46.0,,,,,-43.6,,6.9,,,,-48.0,,-47.2,,-93.8,,,-117.0,-38.8,,,-5.0,-3.0,-95.9,,,,,,-32.3,,,,96.5,,True,,False,False,,,,,False,,True,,,,False,,False,,False,,,False,False,,,True,True,False,,,,,,False,,,,False
38081,39,42.0,,41.3,,30.0,0.0,,,,,23.2,,38.3,,,,25.0,,38.2,,10.8,,,28.0,30.4,,,47.0,39.0,7.0,,,,,,41.1,,,,42.9,3.0,,2.3,,-9.0,-39.0,,,,,-15.8,,-0.7,,,,-14.0,,-0.8,,-28.2,,,-11.0,-8.6,,,8.0,0.0,-32.0,,,,,,2.1,,,,3.9,,True,,False,False,,,,,False,,True,,,,False,,True,,False,,,False,False,,,False,True,False,,,,,,True,,,,False
38083,12,6.0,,6.0,,4.0,0.0,,,,,4.0,,8.3,,,,25.0,,3.5,,1.3,,,4.0,2.9,,,3.0,6.0,0.8,,,,,,12.1,,,,5.8,-6.0,,-6.0,,-8.0,-12.0,,,,,-8.0,,-3.7,,,,13.0,,-8.5,,-10.7,,,-8.0,-9.1,,,-9.0,-6.0,-11.2,,,,,,0.1,,,,-6.2,,False,,False,False,,,,,False,,True,,,,False,,False,,False,,,False,False,,,False,False,False,,,,,,True,,,,False
38085,21,43.0,,41.7,,41.0,0.0,,,,,31.2,,35.2,,,,25.0,,56.4,,19.6,,,43.0,39.3,,,57.0,41.0,6.7,,,,,,43.1,,,,57.7,22.0,,20.7,,20.0,-21.0,,,,,10.2,,14.2,,,,4.0,,35.4,,-1.4,,,22.0,18.3,,,36.0,20.0,-14.3,,,,,,22.1,,,,36.7,,True,,True,True,,,,,True,,True,,,,True,,False,,True,,,False,True,,,False,True,True,,,,,,False,,,,False
38087,4,0.0,,0.1,,0.0,0.0,,,,,0.6,,0.7,,,,4.0,,0.0,,0.1,,,1.0,0.0,,,0.0,1.0,0.2,,,,,,7.6,,,,0.5,-4.0,,-3.9,,-4.0,-4.0,,,,,-3.4,,-3.3,,,,0.0,,-4.0,,-3.9,,,-3.0,-4.0,,,-4.0,-3.0,-3.8,,,,,,3.6,,,,-3.5,,True,,False,False,,,,,True,,True,,,,True,,False,,True,,,True,True,,,False,True,True,,,,,,True,,,,True
38089,128,206.0,,204.2,,158.0,123.0,,,,,145.0,,189.2,,,,158.0,,128.1,,81.1,156.0,,58.0,147.2,,,201.0,195.0,36.9,,,,,164.0,242.3,,,,257.5,78.0,,76.2,,30.0,-5.0,,,,,17.0,,61.2,,,,30.0,,0.1,,-46.9,28.0,,-70.0,19.2,,,73.0,67.0,-91.1,,,,,36.0,114.3,,,,129.5,,True,,True,True,,,,,True,,True,,,,True,,True,,True,True,,True,True,,,True,True,False,,,,,True,False,,,,False
38091,7,11.0,,11.2,,10.0,0.0,,,,,8.6,,16.5,,,,31.0,,7.3,,4.3,,,10.0,8.6,,,13.0,12.0,3.8,,,,,,,,,,11.2,4.0,,4.2,,3.0,-7.0,,,,,1.6,,9.5,,,,24.0,,0.3,,-2.7,,,3.0,1.6,,,6.0,5.0,-3.2,,,,,,,,,,4.2,,False,,True,False,,,,,True,,False,,,,False,,True,,True,,,True,True,,,False,False,True,,,,,,,,,,False
38093,166,104.0,,103.4,,104.0,112.0,,,,,111.0,,135.3,,,,194.0,,37.1,,72.1,,,49.0,91.9,,,82.0,118.0,49.9,,,,,149.6,146.5,,,,209.2,-62.0,,-62.6,,-62.0,-54.0,,,,,-55.0,,-30.7,,,,28.0,,-128.9,,-93.9,,,-117.0,-74.1,,,-84.0,-48.0,-116.1,,,,,-16.4,-19.5,,,,43.2,,False,,False,True,,,,,True,,True,,,,True,,False,,False,,,False,False,,,False,True,False,,,,,True,True,,,,True
38095,20,9.0,,10.7,,8.0,,,,,,11.1,,8.8,,,,32.0,,6.4,,4.8,,,2.0,7.7,,,8.0,10.0,2.6,,,,,,,,,,11.9,-11.0,,-9.3,,-12.0,,,,,,-8.9,,-11.2,,,,12.0,,-13.6,,-15.2,,,-18.0,-12.3,,,-12.0,-10.0,-17.4,,,,,,,,,,-8.1,,True,,False,,,,,,True,,False,,,,False,,False,,False,,,False,False,,,False,True,False,,,,,,,,,,True
38097,78,35.0,,31.5,,35.0,50.0,,,,,38.3,,39.6,,,,70.0,,26.0,,19.7,,,17.0,37.5,,,35.0,49.0,14.1,,,,,,41.5,,,,87.6,-43.0,,-46.5,,-43.0,-28.0,,,,,-39.7,,-38.4,,,,-8.0,,-52.0,,-58.3,,,-61.0,-40.5,,,-43.0,-29.0,-63.9,,,,,,-36.5,,,,9.6,,False,,False,True,,,,,True,,True,,,,True,,False,,False,,,False,True,,,False,True,False,,,,,,True,,,,True
38099,36,62.0,,63.1,,54.0,54.0,,,,,66.0,,65.6,,,,97.0,,29.7,,23.1,,,20.0,53.8,,,46.0,70.0,30.5,,,,,,71.7,,,,109.2,26.0,,27.1,,18.0,18.0,,,,,30.0,,29.6,,,,61.0,,-6.3,,-12.9,,,-16.0,17.8,,,10.0,34.0,-5.5,,,,,,35.7,,,,73.2,,False,,True,True,,,,,False,,False,,,,False,,True,,True,,,True,True,,,True,False,True,,,,,,False,,,,False
38101,253,356.0,,353.5,,273.0,211.0,,,,,281.7,,266.8,,,,480.0,,184.0,,182.7,270.5,,125.0,272.9,,,236.0,388.0,97.5,,,,,825.0,375.8,,,,521.8,103.0,,100.5,,20.0,-42.0,,,,,28.7,,13.8,,,,227.0,,-69.0,,-70.3,17.5,,-128.0,19.9,,,-17.0,135.0,-155.5,,,,,572.0,122.8,,,,268.8,,True,,True,True,,,,,True,,True,,,,False,,True,,True,True,,False,True,,,True,False,False,,,,,False,False,,,,False
38103,63,8.0,,8.3,,8.0,0.0,,,,,14.8,,17.6,,,,35.0,,6.4,,4.0,,,4.0,12.3,,,9.0,12.0,8.1,,,,,,16.3,,,,4.0,-55.0,,-54.7,,-55.0,-63.0,,,,,-48.2,,-45.4,,,,-28.0,,-56.6,,-59.0,,,-59.0,-50.7,,,-54.0,-51.0,-54.9,,,,,,-46.7,,,,-59.0,,True,,False,False,,,,,True,,True,,,,True,,False,,False,,,False,True,,,True,True,True,,,,,,True,,,,False
38105,591,176.0,,170.8,,149.0,149.0,,,,,139.5,,205.8,,,,163.0,,80.3,,88.6,155.0,,123.0,148.4,,,139.0,181.0,34.8,,,,,193.9,198.8,,,,230.8,-415.0,,-420.2,,-442.0,-442.0,,,,,-451.5,,-385.2,,,,-428.0,,-510.7,,-502.4,-436.0,,-468.0,-442.6,,,-452.0,-410.0,-556.2,,,,,-397.1,-392.2,,,,-360.2,,False,,False,False,,,,,False,,True,,,,False,,False,,False,False,,False,False,,,False,True,False,,,,,True,True,,,,True
39001,133,89.0,,81.2,,83.0,83.0,,,,,62.0,,70.8,,,,136.0,,66.1,,52.8,,,14.0,85.4,,,83.0,115.0,24.7,,,,,,97.4,,,,124.2,-44.0,,-51.8,,-50.0,-50.0,,,,,-71.0,,-62.2,,,,3.0,,-66.9,,-80.2,,,-119.0,-47.6,,,-50.0,-18.0,-108.3,,,,,,-35.6,,,,-8.8,,False,,False,False,,,,,False,,False,,,,True,,False,,False,,,False,False,,,False,True,False,,,,,,True,,,,True
39003,825,689.0,,692.2,,642.0,587.0,,,,,447.4,,686.2,,,,669.0,,591.3,,443.7,602.5,,660.5,641.6,,,765.0,681.0,110.9,,,,,619.8,719.1,,,,1266.1,-136.0,,-132.8,,-183.0,-238.0,,,,,-377.6,,-138.8,,,,-156.0,,-233.7,,-381.3,-222.5,,-164.5,-183.4,,,-60.0,-144.0,-714.1,,,,,-205.2,-105.9,,,,441.1,,True,,False,False,,,,,False,,False,,,,False,,False,,False,False,,False,False,,,True,False,False,,,,,False,True,,,,False
39005,521,216.0,,220.2,,228.0,210.0,,,,,153.1,,188.1,,,,279.0,,262.8,,128.5,263.5,,280.0,232.7,,,272.0,234.0,53.8,,,,,,252.3,,,,224.3,-305.0,,-300.8,,-293.0,-311.0,,,,,-367.9,,-332.9,,,,-242.0,,-258.2,,-392.5,-257.5,,-241.0,-288.3,,,-249.0,-287.0,-467.2,,,,,,-268.7,,,,-296.7,,True,,True,False,,,,,False,,False,,,,True,,True,,False,True,,True,True,,,True,True,False,,,,,,True,,,,True
39007,354,333.0,,331.7,,332.0,263.0,,,,,248.9,,402.8,,,,435.0,,316.7,,310.3,461.5,,277.0,370.4,,,353.0,365.0,78.5,,,,,316.5,346.9,,,,343.4,-21.0,,-22.3,,-22.0,-91.0,,,,,-105.1,,48.8,,,,81.0,,-37.3,,-43.7,107.5,,-77.0,16.4,,,-1.0,11.0,-275.5,,,,,-37.5,-7.1,,,,-10.6,,False,,False,False,,,,,False,,False,,,,False,,False,,False,False,,False,True,,,True,True,False,,,,,False,True,,,,True
39009,297,272.0,,268.7,,272.0,306.0,,,,,164.0,,352.3,,352.3,,214.0,,395.0,,139.3,,,347.0,282.5,,,345.0,272.0,30.5,,,,,,262.2,,,,229.3,-25.0,,-28.3,,-25.0,9.0,,,,,-133.0,,55.3,,55.3,,-83.0,,98.0,,-157.7,,,50.0,-14.5,,,48.0,-25.0,-266.5,,,,,,-34.8,,,,-67.7,,False,,False,True,,,,,False,,False,,False,,False,,False,,False,,,False,True,,,False,False,False,,,,,,False,,,,False
39011,308,261.0,,249.1,,233.0,259.0,,,,,178.8,,252.7,,,,309.0,,229.4,,145.8,181.5,,163.0,232.9,,,241.0,268.0,38.9,,,,,262.0,325.9,,,,274.9,-47.0,,-58.9,,-75.0,-49.0,,,,,-129.2,,-55.3,,,,1.0,,-78.6,,-162.2,-126.5,,-145.0,-75.1,,,-67.0,-40.0,-269.1,,,,,-46.0,17.9,,,,-33.1,,False,,False,False,,,,,False,,False,,,,True,,False,,False,False,,False,False,,,False,True,False,,,,,True,True,,,,True
39013,386,278.0,,282.9,,280.0,247.0,,,,,186.6,,275.5,,,,253.0,,281.3,,241.4,307.5,,328.0,299.0,,,331.0,363.0,48.4,,,,,,278.9,,,,198.8,-108.0,,-103.1,,-106.0,-139.0,,,,,-199.4,,-110.5,,,,-133.0,,-104.7,,-144.6,-78.5,,-58.0,-87.0,,,-55.0,-23.0,-337.6,,,,,,-107.1,,,,-187.2,,True,,True,False,,,,,False,,False,,,,False,,True,,False,True,,True,True,,,True,True,False,,,,,,True,,,,False
39015,349,240.0,,239.3,,240.0,221.0,,,,,140.3,,252.6,,,,225.0,,278.9,,105.8,256.5,,282.0,234.1,,,286.0,253.0,35.0,,,,,,213.8,,,,246.4,-109.0,,-109.7,,-109.0,-128.0,,,,,-208.7,,-96.4,,,,-124.0,,-70.1,,-243.2,-92.5,,-67.0,-114.9,,,-63.0,-96.0,-314.0,,,,,,-135.2,,,,-102.6,,False,,False,False,,,,,False,,True,,,,False,,True,,False,True,,True,False,,,True,True,False,,,,,,False,,,,True
39017,2818,2268.0,,2256.8,2839.3,2295.0,2321.0,,,,,1440.2,,3228.6,,,,2164.0,,2515.6,,1271.5,1935.5,,2375.5,2323.8,,,2392.0,2321.0,298.2,,,,,2118.8,2574.1,2295.0,,,4894.0,-550.0,,-561.2,21.3,-523.0,-497.0,,,,,-1377.8,,410.6,,,,-654.0,,-302.4,,-1546.5,-882.5,,-442.5,-494.2,,,-426.0,-497.0,-2519.8,,,,,-699.2,-243.9,-523.0,,,2076.0,,False,True,True,True,,,,,False,,True,,,,False,,True,,False,False,,True,True,,,True,True,False,,,,,False,True,True,,,False
39019,145,110.0,,107.7,,114.0,147.0,,,,,72.0,,103.3,,,,111.0,,151.4,,49.3,,,164.0,114.1,,,156.0,134.0,23.7,,,,,,114.6,,,,151.0,-35.0,,-37.3,,-31.0,2.0,,,,,-73.0,,-41.7,,,,-34.0,,6.4,,-95.7,,,19.0,-30.9,,,11.0,-11.0,-121.3,,,,,,-30.4,,,,6.0,,False,,True,True,,,,,False,,False,,,,True,,True,,False,,,True,True,,,True,True,False,,,,,,True,,,,True
39021,184,218.0,,216.2,,214.0,199.0,,,,,118.4,,196.1,,,,194.0,,232.5,,115.7,213.0,,226.0,207.9,,,264.0,225.0,26.4,,,,,,211.2,,,,249.3,34.0,,32.2,,30.0,15.0,,,,,-65.6,,12.1,,,,10.0,,48.5,,-68.3,29.0,,42.0,23.9,,,80.0,41.0,-157.6,,,,,,27.2,,,,65.3,,True,,True,True,,,,,False,,True,,,,True,,False,,False,True,,False,True,,,False,False,False,,,,,,True,,,,False
39023,966,749.0,,762.7,,708.0,651.0,,,,,468.3,,798.2,,,,728.0,,740.7,,480.0,721.0,,758.0,768.0,,,771.0,762.0,102.6,,,,,714.7,780.2,620.0,,,687.7,-217.0,,-203.3,,-258.0,-315.0,,,,,-497.7,,-167.8,,,,-238.0,,-225.3,,-486.0,-245.0,,-208.0,-198.0,,,-195.0,-204.0,-863.4,,,,,-251.3,-185.8,-346.0,,,-278.3,,True,,False,False,,,,,False,,True,,,,False,,False,,False,False,,True,True,,,True,True,False,,,,,False,True,False,,,False
39025,1358,1133.0,,1167.5,,1103.0,1197.0,,,,,690.3,,1409.2,,,,1047.0,,1197.1,,719.2,1109.5,,1073.5,1168.1,,,1261.0,1188.0,131.8,,,,,1064.1,1188.1,987.0,,,2072.0,-225.0,,-190.5,,-255.0,-161.0,,,,,-667.7,,51.2,,,,-311.0,,-160.9,,-638.8,-248.5,,-284.5,-189.9,,,-97.0,-170.0,-1226.2,,,,,-293.9,-169.9,-371.0,,,714.0,,True,,False,True,,,,,False,,True,,,,False,,True,,False,False,,False,True,,,True,True,False,,,,,False,True,False,,,False
39027,426,168.0,,171.5,,166.0,161.0,,,,,113.8,,161.7,,,,237.0,,157.5,,102.5,177.0,,207.0,230.7,,,175.0,189.0,25.3,,,,,,207.0,,,,142.5,-258.0,,-254.5,,-260.0,-265.0,,,,,-312.2,,-264.3,,,,-189.0,,-268.5,,-323.5,-249.0,,-219.0,-195.3,,,-251.0,-237.0,-400.7,,,,,,-219.0,,,,-283.5,,True,,False,False,,,,,False,,False,,,,True,,False,,False,True,,True,True,,,True,True,False,,,,,,True,,,,False
