,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01081,544,374.0,,374.2,,374.0,410.0,,,,,357.0,,320.8,,369.4,,416.0,,359.6,,224.0,278.5,,415.0,426.7,,,408.0,503.0,54.4,,,,,344.4,494.4,427.0,,,383.4,-170.0,,-169.8,,-170.0,-134.0,,,,,-187.0,,-223.2,,-174.6,,-128.0,,-184.4,,-320.0,-265.5,,-129.0,-117.3,,,-136.0,-41.0,-489.6,,,,,-199.6,-49.6,-117.0,,,-160.6,,True,,False,True,,,,,False,,False,,False,,True,,False,,False,False,,True,True,,,True,True,False,,,,,False,True,True,,,True
01083,547,446.0,,410.2,,417.0,394.0,,,,,300.9,,444.9,,,,452.0,,457.1,,260.0,316.5,,417.0,440.5,,,468.0,487.0,32.2,,,,,436.6,377.3,,,,630.0,-101.0,,-136.8,,-130.0,-153.0,,,,,-246.1,,-102.1,,,,-95.0,,-89.9,,-287.0,-230.5,,-130.0,-106.5,,,-79.0,-60.0,-514.8,,,,,-110.4,-169.7,,,,83.0,,False,,False,False,,,,,False,,False,,,,True,,True,,False,False,,False,False,,,True,True,False,,,,,False,False,,,,True
01085,23,34.0,,32.0,,29.0,0.0,,,,,39.5,,27.5,,,,21.0,,49.9,,13.7,,,26.0,33.2,,,35.0,40.0,3.0,,,,,,38.2,,,,29.3,11.0,,9.0,,6.0,-23.0,,,,,16.5,,4.5,,,,-2.0,,26.9,,-9.3,,,3.0,10.2,,,12.0,17.0,-20.0,,,,,,15.2,,,,6.3,,True,,True,False,,,,,False,,True,,,,True,,False,,True,,,True,True,,,False,False,False,,,,,,False,,,,True
01087,60,41.0,,40.3,,41.0,58.0,,,,,38.3,,32.8,,,,36.0,,41.4,,25.9,,,32.0,43.2,,,40.0,63.0,7.5,,,,,,38.0,,,,53.4,-19.0,,-19.7,,-19.0,-2.0,,,,,-21.7,,-27.2,,,,-24.0,,-18.6,,-34.1,,,-28.0,-16.8,,,-20.0,3.0,-52.5,,,,,,-22.0,,,,-6.6,,False,,False,True,,,,,False,,False,,,,False,,True,,False,,,False,True,,,False,True,False,,,,,,False,,,,True
01089,1906,1631.0,,1674.0,,1674.0,1929.0,,,,,1109.3,,2138.3,,2114.4,,1442.0,,1762.3,,976.1,1070.5,,1696.0,1813.7,,,1893.0,1784.0,179.9,,,,,1704.1,1753.7,1764.0,,,1190.4,-275.0,,-232.0,,-232.0,23.0,,,,,-796.7,,232.3,,208.4,,-464.0,,-143.7,,-929.9,-835.5,,-210.0,-92.3,,,-13.0,-122.0,-1726.1,,,,,-201.9,-152.3,-142.0,,,-715.6,,True,,True,True,,,,,False,,True,,True,,False,,True,,False,False,,True,True,,,True,True,False,,,,,True,True,True,,,False
01091,167,77.0,,75.8,,76.0,0.0,,,,,63.8,,82.9,,,,69.0,,100.5,,35.4,,,101.0,102.4,,,92.0,93.0,10.1,,,,,,80.2,,,,62.5,-90.0,,-91.2,,-91.0,-167.0,,,,,-103.2,,-84.1,,,,-98.0,,-66.5,,-131.6,,,-66.0,-64.6,,,-75.0,-74.0,-156.9,,,,,,-86.8,,,,-104.5,,False,,False,False,,,,,False,,True,,,,False,,True,,False,,,True,True,,,True,True,False,,,,,,True,,,,False
01093,139,128.0,,128.2,,122.0,101.0,,,,,89.7,,146.1,,,,144.0,,150.9,,56.0,84.0,,117.0,116.0,,,144.0,145.0,21.7,,,,,,121.2,,,,127.2,-11.0,,-10.8,,-17.0,-38.0,,,,,-49.3,,7.1,,,,5.0,,11.9,,-83.0,-55.0,,-22.0,-23.0,,,5.0,6.0,-117.3,,,,,,-17.8,,,,-11.8,,True,,False,False,,,,,False,,True,,,,True,,False,,False,False,,False,False,,,True,True,False,,,,,,False,,,,False
01095,673,791.0,,793.5,,720.0,725.0,,,,,474.0,,581.5,,821.3,,507.0,,934.2,,440.9,510.5,,714.0,699.1,,,889.0,798.0,71.7,,,,,689.0,698.3,,,,2495.9,118.0,,120.5,,47.0,52.0,,,,,-199.0,,-91.5,,148.3,,-166.0,,261.2,,-232.1,-162.5,,41.0,26.1,,,216.0,125.0,-601.3,,,,,16.0,25.3,,,,1822.9,,False,,True,True,,,,,False,,True,,False,,False,,False,,False,False,,True,True,,,False,False,False,,,,,True,True,,,,False
01097,1270,905.0,,881.3,1212.7,931.0,959.0,,,,,861.3,,1284.7,,906.7,,1060.0,,954.7,,680.8,599.5,,1009.5,1114.8,,,911.0,1245.0,148.8,,,,,945.4,1010.6,1007.0,,,722.3,-365.0,,-388.7,-57.3,-339.0,-311.0,,,,,-408.7,,14.7,,-363.3,,-210.0,,-315.3,,-589.2,-670.5,,-260.5,-155.2,,,-359.0,-25.0,-1121.2,,,,,-324.6,-259.4,-263.0,,,-547.7,,False,True,True,True,,,,,False,,True,,True,,True,,True,,False,False,,True,True,,,True,True,False,,,,,True,True,True,,,False
01099,66,66.0,,70.2,,66.0,66.0,,,,,35.2,,34.9,,,,65.0,,99.5,,27.9,,,17.0,39.6,,,65.0,83.0,6.8,,,,,,56.4,,,,69.2,0.0,,4.2,,0.0,0.0,,,,,-30.8,,-31.1,,,,-1.0,,33.5,,-38.1,,,-49.0,-26.4,,,-1.0,17.0,-59.2,,,,,,-9.6,,,,3.2,,False,,True,True,,,,,False,,False,,,,False,,False,,False,,,False,False,,,False,False,False,,,,,,False,,,,False
01101,752,577.0,,587.9,,577.0,602.0,,,,,563.1,,680.8,,552.5,,602.0,,578.3,,355.8,427.0,,481.0,671.0,,,610.0,792.0,63.5,,,,,566.6,829.4,632.0,,,573.5,-175.0,,-164.1,,-175.0,-150.0,,,,,-188.9,,-71.2,,-199.5,,-150.0,,-173.7,,-396.2,-325.0,,-271.0,-81.0,,,-142.0,40.0,-688.5,,,,,-185.4,77.4,-120.0,,,-178.5,,True,,False,True,,,,,False,,True,,False,,True,,True,,False,False,,False,True,,,True,True,False,,,,,False,True,True,,,False
01103,881,886.0,,834.0,,824.0,824.0,,,,,537.0,,603.7,,,,634.0,,1004.1,,439.8,610.0,,849.0,774.0,,,968.0,873.0,29.5,,,,,917.8,785.2,,,,919.0,5.0,,-47.0,,-57.0,-57.0,,,,,-344.0,,-277.3,,,,-247.0,,123.1,,-441.2,-271.0,,-32.0,-107.0,,,87.0,-8.0,-851.5,,,,,36.8,-95.8,,,,38.0,,False,,False,False,,,,,False,,False,,,,False,,False,,False,False,,False,False,,,False,False,False,,,,,False,False,,,,False
01105,32,18.0,,18.3,,18.0,0.0,,,,,29.9,,25.0,,,,28.0,,17.5,,11.9,,,14.0,20.8,,,20.0,30.0,3.2,,,,,,25.0,,,,18.0,-14.0,,-13.7,,-14.0,-32.0,,,,,-2.1,,-7.0,,,,-4.0,,-14.5,,-20.1,,,-18.0,-11.2,,,-12.0,-2.0,-28.8,,,,,,-7.0,,,,-14.0,,True,,False,False,,,,,True,,True,,,,True,,False,,False,,,False,True,,,True,True,False,,,,,,True,,,,False
01107,93,71.0,,68.4,,74.0,57.0,,,,,64.3,,75.7,,,,74.0,,79.6,,48.2,,,78.0,76.7,,,78.0,88.0,10.6,,,,,,71.8,,,,86.0,-22.0,,-24.6,,-19.0,-36.0,,,,,-28.7,,-17.3,,,,-19.0,,-13.4,,-44.8,,,-15.0,-16.3,,,-15.0,-5.0,-82.4,,,,,,-21.2,,,,-7.0,,False,,True,False,,,,,False,,True,,,,True,,True,,False,,,True,True,,,True,True,False,,,,,,True,,,,True
01109,71,74.0,,78.2,,70.0,54.0,,,,,66.5,,74.7,,,,89.0,,72.2,,43.0,57.0,,42.0,68.6,,,75.0,99.0,8.7,,,,,,94.6,,,,97.3,3.0,,7.2,,-1.0,-17.0,,,,,-4.5,,3.7,,,,18.0,,1.2,,-28.0,-14.0,,-29.0,-2.4,,,4.0,28.0,-62.3,,,,,,23.6,,,,26.3,,False,,True,False,,,,,False,,False,,,,False,,True,,False,False,,False,True,,,False,False,False,,,,,,False,,,,False
01111,38,54.0,,53.8,,49.0,35.0,,,,,45.7,,51.2,,,,78.0,,53.8,,32.4,,,47.0,49.2,,,55.0,79.0,10.3,,,,,,82.2,,,,48.4,16.0,,15.8,,11.0,-3.0,,,,,7.7,,13.2,,,,40.0,,15.8,,-5.6,,,9.0,11.2,,,17.0,41.0,-27.7,,,,,,44.2,,,,10.4,,True,,True,True,,,,,True,,True,,,,False,,True,,True,,,True,True,,,False,False,False,,,,,,False,,,,True
01113,108,131.0,,128.9,,129.0,149.0,,,,,100.1,,116.6,,,,154.0,,190.1,,90.1,76.0,,118.0,125.9,,,133.0,161.0,14.6,,,,,122.3,186.8,,,,142.6,23.0,,20.9,,21.0,41.0,,,,,-7.9,,8.6,,,,46.0,,82.1,,-17.9,-32.0,,10.0,17.9,,,25.0,53.0,-93.4,,,,,14.3,78.8,,,,34.6,,True,,True,False,,,,,True,,True,,,,False,,False,,True,False,,True,True,,,False,False,False,,,,,True,False,,,,False
01115,477,538.0,,512.4,,489.0,662.0,,,,,300.7,,450.0,,,,327.0,,793.7,,209.3,318.5,,465.0,446.8,,,567.0,546.0,,,,,,503.8,432.0,,,,574.9,61.0,,35.4,,12.0,185.0,,,,,-176.3,,-27.0,,,,-150.0,,316.7,,-267.7,-158.5,,-12.0,-30.2,,,90.0,69.0,,,,,,26.8,-45.0,,,,97.9,,True,,True,False,,,,,False,,True,,,,False,,False,,False,False,,True,True,,,False,False,,,,,,True,True,,,,False
01117,1101,1135.0,,1106.8,,1068.0,1373.0,,,,,749.3,,1135.4,,1185.6,,737.0,,1205.0,,610.9,779.5,,1007.0,1024.8,,,1262.0,1221.0,99.8,,,,,1139.1,1130.8,1068.0,,,1145.9,34.0,,5.8,,-33.0,272.0,,,,,-351.7,,34.4,,84.6,,-364.0,,104.0,,-490.1,-321.5,,-94.0,-76.2,,,161.0,120.0,-1001.2,,,,,38.1,29.8,-33.0,,,44.9,,True,,True,False,,,,,False,,False,,False,,False,,False,,False,False,,False,False,,,False,False,False,,,,,False,True,True,,,False
01119,48,31.0,,31.7,,31.0,14.0,,,,,32.7,,44.2,,,,34.0,,21.1,,15.1,,,25.0,40.7,,,37.0,44.0,3.8,,,,,,40.2,,,,46.0,-17.0,,-16.3,,-17.0,-34.0,,,,,-15.3,,-3.8,,,,-14.0,,-26.9,,-32.9,,,-23.0,-7.3,,,-11.0,-4.0,-44.2,,,,,,-7.8,,,,-2.0,,True,,False,False,,,,,True,,True,,,,True,,False,,False,,,False,True,,,True,True,False,,,,,,True,,,,True
01121,387,397.0,,397.8,,304.0,173.0,,,,,243.4,,349.2,,,,304.0,,541.7,,170.8,242.5,,295.0,351.7,,,424.0,438.0,28.7,,,,,384.2,319.8,,,,627.0,10.0,,10.8,,-83.0,-214.0,,,,,-143.6,,-37.8,,,,-83.0,,154.7,,-216.2,-144.5,,-92.0,-35.3,,,37.0,51.0,-358.3,,,,,-2.8,-67.2,,,,240.0,,False,,False,False,,,,,False,,False,,,,False,,False,,False,False,,False,False,,,False,False,False,,,,,True,False,,,,False
01123,118,165.0,,160.0,,116.0,20.0,,,,,85.6,,112.7,,,,112.0,,197.2,,77.7,75.0,,45.0,120.6,,,173.0,183.0,10.7,,,,,,157.8,,,,128.4,47.0,,42.0,,-2.0,-98.0,,,,,-32.4,,-5.3,,,,-6.0,,79.2,,-40.3,-43.0,,-73.0,2.6,,,55.0,65.0,-107.3,,,,,,39.8,,,,10.4,,True,,True,False,,,,,True,,True,,,,True,,False,,True,True,,False,True,,,False,False,False,,,,,,True,,,,True
01125,1308,1016.0,,1001.5,,1016.0,1119.0,,,,,791.7,,1053.3,,977.0,,878.0,,1109.4,,457.0,652.5,,1079.0,1028.7,,,1151.0,1065.0,67.6,,,,,926.9,853.4,1806.0,,,1325.3,-292.0,,-306.5,,-292.0,-189.0,,,,,-516.3,,-254.7,,-331.0,,-430.0,,-198.6,,-851.0,-655.5,,-229.0,-279.3,,,-157.0,-243.0,-1240.4,,,,,-381.1,-454.6,498.0,,,17.3,,False,,False,True,,,,,False,,True,,False,,False,,True,,False,False,,True,True,,,True,True,False,,,,,False,False,False,,,True
01127,446,293.0,,287.1,,256.0,219.0,,,,,212.4,,278.5,,,,341.0,,348.9,,128.2,173.0,,256.0,292.2,,,330.0,328.0,24.0,,,,,267.1,257.4,,,,222.7,-153.0,,-158.9,,-190.0,-227.0,,,,,-233.6,,-167.5,,,,-105.0,,-97.1,,-317.8,-273.0,,-190.0,-153.8,,,-116.0,-118.0,-422.0,,,,,-178.9,-188.6,,,,-223.3,,False,,False,False,,,,,False,,False,,,,True,,True,,False,False,,False,False,,,True,True,False,,,,,False,False,,,,False
01129,76,32.0,,28.5,,24.0,0.0,,,,,37.2,,30.3,,,,71.0,,23.6,,21.1,,,22.0,42.1,,,23.0,45.0,5.6,,,,,,40.9,,,,9.5,-44.0,,-47.5,,-52.0,-76.0,,,,,-38.8,,-45.7,,,,-5.0,,-52.4,,-54.9,,,-54.0,-33.9,,,-53.0,-31.0,-70.4,,,,,,-35.1,,,,-66.5,,False,,False,False,,,,,True,,False,,,,True,,False,,False,,,False,True,,,False,True,False,,,,,,True,,,,False
01131,115,27.0,,27.8,,23.0,0.0,,,,,28.7,,25.1,,,,23.0,,28.7,,14.9,,,17.0,27.6,,,29.0,37.0,4.2,,,,,,25.1,,,,10.0,-88.0,,-87.2,,-92.0,-115.0,,,,,-86.3,,-89.9,,,,-92.0,,-86.3,,-100.1,,,-98.0,-87.4,,,-86.0,-78.0,-110.8,,,,,,-89.9,,,,-105.0,,True,,False,False,,,,,True,,False,,,,False,,True,,False,,,False,True,,,True,True,False,,,,,,False,,,,False
01133,161,142.0,,139.4,,139.0,89.0,,,,,89.7,,106.6,,,,143.0,,190.8,,73.0,,,122.0,125.7,,,162.0,146.0,9.4,,,,,,149.0,,,,237.4,-19.0,,-21.6,,-22.0,-72.0,,,,,-71.3,,-54.4,,,,-18.0,,29.8,,-88.0,,,-39.0,-35.3,,,1.0,-15.0,-151.6,,,,,,-12.0,,,,76.4,,False,,False,False,,,,,False,,False,,,,True,,False,,False,,,False,False,,,True,True,False,,,,,,True,,,,False
02013,2,8.0,,9.4,,6.0,0.0,,,,,3.2,,4.7,,,,,,17.7,,6.9,,,4.0,4.1,,,13.0,12.0,1.7,,,,,,,,,,8.1,6.0,,7.4,,4.0,-2.0,,,,,1.2,,2.7,,,,,,15.7,,4.9,,,2.0,2.1,,,11.0,10.0,-0.3,,,,,,,,,,6.1,,False,,True,True,,,,,True,,True,,,,,,False,,True,,,True,True,,,False,False,True,,,,,,,,,,False
02016,46,4.0,,3.9,,4.0,0.0,,,,,14.7,,5.6,,,,,,6.6,,2.9,,,5.0,6.3,,,4.0,11.0,1.7,,,,,,13.9,,,,4.4,-42.0,,-42.1,,-42.0,-46.0,,,,,-31.3,,-40.4,,,,,,-39.4,,-43.1,,,-41.0,-39.7,,,-42.0,-35.0,-44.3,,,,,,-32.1,,,,-41.6,,False,,False,False,,,,,True,,True,,,,,,True,,False,,,True,True,,,False,True,False,,,,,,True,,,,True
02020,1860,1760.0,,1733.1,,1747.0,1402.0,,,,,1430.3,,2384.5,,1761.2,,,,1251.5,,1260.8,1699.0,,1783.5,2037.1,,,1692.0,1937.0,205.6,,,,,1762.3,2161.2,1837.0,,,3099.7,-100.0,,-126.9,,-113.0,-458.0,,,,,-429.7,,524.5,,-98.8,,,,-608.5,,-599.2,-161.0,,-76.5,177.1,,,-168.0,77.0,-1654.4,,,,,-97.7,301.2,-23.0,,,1239.7,,False,,False,False,,,,,False,,False,,True,,,,False,,False,False,,True,False,,,False,True,False,,,,,True,False,True,,,False
02050,243,253.0,,254.1,,184.0,0.0,,,,,122.1,,191.4,,,,,,204.4,,129.6,,,142.5,163.6,,,,223.0,37.7,,,,,,135.0,,,,373.8,10.0,,11.1,,-59.0,-243.0,,,,,-120.9,,-51.6,,,,,,-38.6,,-113.4,,,-100.5,-79.4,,,,-20.0,-205.3,,,,,,-108.0,,,,130.8,,False,,False,False,,,,,False,,False,,,,,,False,,False,,,False,False,,,,False,False,,,,,,False,,,,False
02060,0,0.0,,0.0,,0.0,0.0,,,,,1.9,,0.4,,,,,,0.0,,0.0,,,,0.0,,,0.0,2.0,0.1,,,,,,,,,,1.1,0.0,,0.0,,0.0,0.0,,,,,1.9,,0.4,,,,,,0.0,,0.0,,,,0.0,,,0.0,2.0,0.1,,,,,,,,,,1.1,,True,,True,True,,,,,False,,False,,,,,,True,,True,,,,True,,,True,False,False,,,,,,,,,,False
02068,8,4.0,,4.2,,4.0,0.0,,,,,2.7,,5.0,,,,,,3.3,,2.6,,,4.0,3.3,,,4.0,6.0,,,,,,,19.4,,,,5.8,-4.0,,-3.8,,-4.0,-8.0,,,,,-5.3,,-3.0,,,,,,-4.7,,-5.4,,,-4.0,-4.7,,,-4.0,-2.0,,,,,,,11.4,,,,-2.2,,True,,False,False,,,,,False,,True,,,,,,False,,False,,,False,False,,,False,True,,,,,,,False,,,,True
02070,2,7.0,,6.4,,6.0,0.0,,,,,5.1,,47.0,,,,,,2.8,,10.1,,,1.0,6.2,,,7.0,13.0,2.1,,,,,,10.3,,,,6.6,5.0,,4.4,,4.0,-2.0,,,,,3.1,,45.0,,,,,,0.8,,8.1,,,-1.0,4.2,,,5.0,11.0,0.1,,,,,,8.3,,,,4.6,,True,,True,True,,,,,True,,False,,,,,,True,,False,,,True,True,,,False,False,True,,,,,,False,,,,True
02090,517,329.0,,326.7,,267.0,251.0,,,,,210.7,,466.0,,,,,,153.6,,206.2,295.0,,147.0,282.7,,,,345.0,36.6,,,,,317.6,316.5,,,,327.7,-188.0,,-190.3,,-250.0,-266.0,,,,,-306.3,,-51.0,,,,,,-363.4,,-310.8,-222.0,,-370.0,-234.3,,,,-172.0,-480.4,,,,,-199.4,-200.5,,,,-189.3,,False,,False,False,,,,,False,,True,,,,,,False,,False,False,,False,False,,,,True,False,,,,,False,False,,,,False
02100,2,1.0,,0.8,,1.0,0.0,,,,,1.0,,0.7,,,,,,1.3,,0.4,,,1.0,0.4,,,1.0,5.0,0.3,,,,,,,,,,1.0,-1.0,,-1.2,,-1.0,-2.0,,,,,-1.0,,-1.3,,,,,,-0.7,,-1.6,,,-1.0,-1.6,,,-1.0,3.0,-1.7,,,,,,,,,,-1.0,,False,,False,False,,,,,True,,False,,,,,,True,,False,,,False,False,,,False,False,False,,,,,,,,,,False
02105,0,0.0,,0.0,,0.0,0.0,,,,,,,0.9,,,,,,0.0,,1.2,,,,0.1,,,0.0,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,,0.9,,,,,,0.0,,1.2,,,,0.1,,,0.0,,,,,,,,,,,,,,True,,True,True,,,,,,,False,,,,,,True,,False,,,,False,,,True,,,,,,,,,,,,
02110,47,63.0,,65.8,,50.0,44.0,,,,,47.0,,61.2,,,,,,49.7,,27.0,82.0,,24.0,52.6,,,59.0,66.0,10.3,,,,,,,,,,37.6,16.0,,18.8,,3.0,-3.0,,,,,-0.0,,14.2,,,,,,2.7,,-20.0,35.0,,-23.0,5.6,,,12.0,19.0,-36.7,,,,,,,,,,-9.4,,False,,True,True,,,,,True,,True,,,,,,True,,False,False,,False,True,,,True,False,False,,,,,,,,,,True
02122,261,408.0,,398.1,,398.0,533.0,,,,,227.8,,417.9,,,,,,398.5,,268.3,,,386.0,412.0,,,480.0,395.0,40.0,,,,,315.1,265.7,,,,520.1,147.0,,137.1,,137.0,272.0,,,,,-33.2,,156.9,,,,,,137.5,,7.3,,,125.0,151.0,,,219.0,134.0,-221.0,,,,,54.1,4.7,,,,259.1,,True,,True,False,,,,,True,,False,,,,,,True,,True,,,True,False,,,False,True,False,,,,,True,True,,,,False
02130,9,17.0,,17.3,,15.0,2.0,,,,,13.3,,29.5,,,,,,6.0,,6.7,,,23.0,15.1,,,17.0,21.0,,,,,,,,,,,6.6,8.0,,8.3,,6.0,-7.0,,,,,4.3,,20.5,,,,,,-3.0,,-2.3,,,14.0,6.1,,,8.0,12.0,,,,,,,,,,,-2.4,,False,,True,True,,,,,True,,False,,,,,,True,,True,,,False,True,,,False,False,,,,,,,,,,,True
02150,229,164.0,,158.3,,155.0,0.0,,,,,75.9,,171.8,,,,,,372.6,,76.5,,,360.0,152.1,,,157.0,126.0,4.8,,,,,,168.5,,,,180.0,-65.0,,-70.7,,-74.0,-229.0,,,,,-153.1,,-57.2,,,,,,143.6,,-152.5,,,131.0,-76.9,,,-72.0,-103.0,-224.2,,,,,,-60.5,,,,-49.0,,False,,False,False,,,,,False,,True,,,,,,False,,False,,,False,False,,,False,False,False,,,,,,True,,,,True
02158,146,45.0,,49.0,,25.0,0.0,,,,,,,62.1,,,,,,17.6,,,,,18.0,32.2,,,46.0,,,,,,,,,,,,,-101.0,,-97.0,,-121.0,-146.0,,,,,,,-83.9,,,,,,-128.4,,,,,-128.0,-113.8,,,-100.0,,,,,,,,,,,,,,True,,False,False,,,,,,,True,,,,,,False,,,,,False,False,,,True,,,,,,,,,,,,
02164,5,4.0,,4.9,,3.0,0.0,,,,,0.2,,103.4,,,,,,0.9,,1.7,,,3.0,,,,4.0,6.0,0.9,,,,,,11.8,,,,5.3,-1.0,,-0.1,,-2.0,-5.0,,,,,-4.8,,98.4,,,,,,-4.1,,-3.3,,,-2.0,,,,-1.0,1.0,-4.1,,,,,,6.8,,,,0.3,,True,,False,False,,,,,False,,False,,,,,,False,,False,,,False,,,,False,False,False,,,,,,False,,,,True
02170,629,1467.0,,1443.5,,1248.0,1022.0,,,,,657.8,,1135.5,,,,,,4449.4,,781.1,1027.5,,2925.5,1385.2,,,1601.0,1198.0,162.6,,,,,1298.4,1201.6,,,,1297.9,838.0,,814.5,,619.0,393.0,,,,,28.8,,506.5,,,,,,3820.4,,152.1,398.5,,2296.5,756.2,,,972.0,569.0,-466.4,,,,,669.4,572.6,,,,668.9,,True,,True,True,,,,,True,,True,,,,,,False,,True,True,,False,True,,,False,True,True,,,,,True,True,,,,True
02180,6,21.0,,19.6,,22.0,0.0,,,,,14.3,,17.3,,,,,,40.7,,18.1,,,24.0,23.7,,,33.0,34.0,6.6,,,,,,23.0,,,,35.3,15.0,,13.6,,16.0,-6.0,,,,,8.3,,11.3,,,,,,34.7,,12.1,,,18.0,17.7,,,27.0,28.0,0.6,,,,,,17.0,,,,29.3,,True,,False,True,,,,,True,,True,,,,,,False,,True,,,False,False,,,False,False,True,,,,,,False,,,,False
02185,99,93.0,,89.3,,83.0,0.0,,,,,40.6,,73.7,,,,,,147.0,,34.2,,,284.0,91.1,,,99.0,77.0,6.0,,,,,,65.2,,,,59.9,-6.0,,-9.7,,-16.0,-99.0,,,,,-58.4,,-25.3,,,,,,48.0,,-64.8,,,185.0,-7.9,,,0.0,-22.0,-93.0,,,,,,-33.8,,,,-39.1,,False,,False,False,,,,,False,,False,,,,,,False,,False,,,False,False,,,True,False,False,,,,,,False,,,,False
02188,13,15.0,,14.6,,14.0,0.0,,,,,16.2,,20.0,,,,,,12.4,,13.1,,,8.0,18.5,,,12.0,25.0,3.9,,,,,,37.0,,,,21.8,2.0,,1.6,,1.0,-13.0,,,,,3.2,,7.0,,,,,,-0.6,,0.1,,,-5.0,5.5,,,-1.0,12.0,-9.1,,,,,,24.0,,,,8.8,,True,,True,False,,,,,False,,False,,,,,,True,,True,,,False,False,,,True,False,False,,,,,,False,,,,False
02195,3,2.0,,2.2,,2.0,0.0,,,,,2.1,,2.0,,,,,,2.6,,0.0,,,1.0,0.7,,,,6.0,,,,,,,,,,,,-1.0,,-0.8,,-1.0,-3.0,,,,,-0.9,,-1.0,,,,,,-0.4,,-3.0,,,-2.0,-2.3,,,,3.0,,,,,,,,,,,,,True,,False,False,,,,,True,,False,,,,,,True,,False,,,False,False,,,,False,,,,,,,,,,,
02198,6,8.0,,8.3,,7.0,,,,,,4.9,,9.0,,,,,,9.3,,4.0,,,4.0,5.9,,,8.0,,,,,,,,,,,,,2.0,,2.3,,1.0,,,,,,-1.1,,3.0,,,,,,3.3,,-2.0,,,-2.0,-0.1,,,2.0,,,,,,,,,,,,,,False,,True,,,,,,True,,False,,,,,,False,,False,,,False,True,,,False,,,,,,,,,,,,
