,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01115,1501,1048.0,,1088.5,,987.0,891.0,,,,685.5,,578.0,,370.9,,746.0,1249.0,,1139.0,1284.0,,,,,,637.7,,,,,1047.1,-453.0,,-412.5,,-514.0,-610.0,,,,-815.5,,-923.0,,-1130.1,,-755.0,-252.0,,-362.0,-217.0,,,,,,-863.3,,,,,-453.9,,True,,False,False,,,,False,,False,,False,,False,True,,True,True,,,,,,False,,,,,False
01117,3638,2924.0,,2939.2,,3203.0,5023.0,,,,4021.0,,1221.0,,3643.6,,1816.8,2787.5,,4805.0,4252.7,,,,,,1869.7,4352.0,,,,2857.3,-714.0,,-698.8,,-435.0,1385.0,,,,383.0,,-2417.0,,5.6,,-1821.2,-850.5,,1167.0,614.7,,,,,,-1768.3,714.0,,,,-780.7,,True,,True,False,,,,True,,False,,True,,False,False,,False,True,,,,,,False,False,,,,False
01119,133,84.0,,82.7,,84.0,28.0,,,,45.0,,62.0,,119.9,,53.9,,,109.0,125.9,,,,,,,,,,,107.1,-49.0,,-50.3,,-49.0,-105.0,,,,-88.0,,-71.0,,-13.1,,-79.1,,,-24.0,-7.1,,,,,,,,,,,-25.9,,False,,False,False,,,,False,,False,,True,,False,,,True,True,,,,,,,,,,,True
01121,1178,740.0,,735.2,,625.0,417.0,,,,508.0,,594.0,,435.0,,535.5,704.5,,1104.0,1319.6,,,,,,668.2,,,,,366.6,-438.0,,-442.8,,-553.0,-761.0,,,,-670.0,,-584.0,,-743.0,,-642.5,-473.5,,-74.0,141.6,,,,,,-509.8,,,,,-811.4,,False,,False,False,,,,False,,False,,False,,False,False,,True,True,,,,,,False,,,,,False
01123,454,500.0,,492.7,,468.0,108.0,,,,229.2,,238.0,,459.1,,306.8,452.5,,682.0,608.5,,,,,,316.7,,,,,493.5,46.0,,38.7,,14.0,-346.0,,,,-224.8,,-216.0,,5.1,,-147.2,-1.5,,228.0,154.5,,,,,,-137.3,,,,,39.5,,True,,True,False,,,,False,,False,,True,,False,True,,False,False,,,,,,False,,,,,True
01125,3647,2340.0,,2529.2,2455.4,2340.0,2591.0,,,,4181.6,,1624.0,,1171.1,,1617.7,2209.0,,2490.0,3385.0,,,,,,2359.8,2637.0,,,,2234.9,-1307.0,,-1117.8,-1191.6,-1307.0,-1056.0,,,,534.6,,-2023.0,,-2475.9,,-2029.3,-1438.0,,-1157.0,-262.0,,,,,,-1287.2,-1010.0,,,,-1412.1,,True,True,False,True,,,,True,,False,,False,,False,False,,True,True,,,,,,True,True,,,,False
01127,1118,596.0,,616.4,,574.0,548.0,,,,463.4,,585.0,,106.8,,463.6,741.5,,513.0,733.8,,,,,,297.3,,,,,762.3,-522.0,,-501.6,,-544.0,-570.0,,,,-654.6,,-533.0,,-1011.2,,-654.4,-376.5,,-605.0,-384.2,,,,,,-820.7,,,,,-355.7,,True,,False,False,,,,False,,False,,False,,False,True,,False,True,,,,,,False,,,,,True
01129,154,252.0,,206.9,,201.0,0.0,,,,101.0,,97.0,,234.5,,117.6,,,248.0,257.6,,,,,,,,,,,156.4,98.0,,52.9,,47.0,-154.0,,,,-53.0,,-57.0,,80.5,,-36.4,,,94.0,103.6,,,,,,,,,,,2.4,,True,,True,False,,,,True,,True,,True,,True,,,True,False,,,,,,,,,,,True
01131,172,64.0,,59.8,,49.0,0.0,,,,35.9,,43.0,,25.1,,42.1,,,86.0,78.0,,,,,,,,,,,44.5,-108.0,,-112.2,,-123.0,-172.0,,,,-136.1,,-129.0,,-146.9,,-129.9,,,-86.0,-94.0,,,,,,,,,,,-127.5,,False,,False,False,,,,False,,False,,False,,False,,,True,True,,,,,,,,,,,False
01133,503,416.0,,396.1,,315.0,269.0,,,,147.5,,269.0,,288.4,,248.6,,,379.0,352.9,,,,,,297.1,,,,,375.6,-87.0,,-106.9,,-188.0,-234.0,,,,-355.5,,-234.0,,-214.6,,-254.4,,,-124.0,-150.1,,,,,,-205.9,,,,,-127.4,,False,,False,False,,,,False,,False,,False,,False,,,False,False,,,,,,False,,,,,False
02013,25,4.0,,2.9,,4.0,0.0,,,,9.3,,,,5.5,,4.6,,,6.0,9.6,,,,,,,,,,,16.3,-21.0,,-22.1,,-21.0,-25.0,,,,-15.7,,,,-19.5,,-20.4,,,-19.0,-15.4,,,,,,,,,,,-8.7,,False,,False,False,,,,True,,,,True,,True,,,True,True,,,,,,,,,,,True
02016,53,8.0,,8.0,,8.0,0.0,,,,35.4,,,,7.4,,3.4,,,7.0,8.1,,,,,,,,,,,9.3,-45.0,,-45.0,,-45.0,-53.0,,,,-17.6,,,,-45.6,,-49.6,,,-46.0,-44.9,,,,,,,,,,,-43.7,,True,,False,False,,,,True,,,,False,,False,,,False,True,,,,,,,,,,,True
02020,8071,8260.0,,8367.6,,10275.0,9474.0,,,,14726.2,,,,10007.3,,4937.7,11795.5,,13012.5,12402.7,,,,,,6923.3,15354.0,,,,12732.4,189.0,,296.6,,2204.0,1403.0,,,,6655.2,,,,1936.3,,-3133.3,3724.5,,4941.5,4331.7,,,,,,-1147.7,7283.0,,,,4661.4,,False,,False,False,,,,False,,,,False,,False,False,,False,False,,,,,,False,False,,,,False
02050,1044,980.0,,955.8,,962.0,,,,,272.9,,,,2430.5,,332.4,,,977.5,843.0,,,,,,,,,,,2037.1,-64.0,,-88.2,,-82.0,,,,,-771.1,,,,1386.5,,-711.6,,,-66.5,-201.0,,,,,,,,,,,993.1,,False,,False,,,,,False,,,,False,,False,,,False,False,,,,,,,,,,,False
02060,0,0.0,,0.0,,0.0,0.0,,,,1.7,,,,0.0,,0.0,,,,0.1,,,,,,,,,,,4.4,0.0,,0.0,,0.0,0.0,,,,1.7,,,,0.0,,0.0,,,,0.1,,,,,,,,,,,4.4,,True,,True,True,,,,False,,,,True,,True,,,,False,,,,,,,,,,,False
02068,17,20.0,,21.3,,11.0,0.0,,,,16.9,,,,12.0,,13.7,,,13.0,11.0,,,,,,,,,,,8.8,3.0,,4.3,,-6.0,-17.0,,,,-0.1,,,,-5.0,,-3.3,,,-4.0,-6.0,,,,,,,,,,,-8.2,,False,,False,False,,,,True,,,,False,,False,,,False,False,,,,,,,,,,,False
02070,30,52.0,,45.6,,50.0,0.0,,,,32.2,,,,192.9,,43.4,,,52.0,48.9,,,,,,,,,,,59.7,22.0,,15.6,,20.0,-30.0,,,,2.2,,,,162.9,,13.4,,,22.0,18.9,,,,,,,,,,,29.7,,True,,True,False,,,,True,,,,False,,True,,,False,True,,,,,,,,,,,False
02090,1419,1256.0,,1327.5,,1249.0,24.0,,,,692.5,,,,263.1,,689.6,1391.0,,1373.0,1851.4,,,,,,1253.6,,,,,1195.7,-163.0,,-91.5,,-170.0,-1395.0,,,,-726.5,,,,-1155.9,,-729.4,-28.0,,-46.0,432.4,,,,,,-165.4,,,,,-223.3,,True,,False,False,,,,False,,,,False,,False,True,,True,False,,,,,,False,,,,,False
02100,3,4.0,,3.6,,4.0,0.0,,,,5.0,,,,5.3,,0.6,,,4.0,2.0,,,,,,,,,,,6.5,1.0,,0.6,,1.0,-3.0,,,,2.0,,,,2.3,,-2.4,,,1.0,-1.0,,,,,,,,,,,3.5,,True,,False,False,,,,False,,,,False,,False,,,False,False,,,,,,,,,,,False
02105,0,0.0,,0.0,,0.0,0.0,,,,8.0,,,,0.0,,2.2,,,,0.2,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,8.0,,,,0.0,,2.2,,,,0.2,,,,,,,,,,,,,True,,True,True,,,,False,,,,True,,False,,,,False,,,,,,,,,,,
02110,222,316.0,,289.7,,356.0,480.0,,,,159.0,,,,80.5,,194.2,426.5,,445.0,441.5,,,,,,,,,,,348.6,94.0,,67.7,,134.0,258.0,,,,-63.0,,,,-141.5,,-27.8,204.5,,223.0,219.5,,,,,,,,,,,126.6,,True,,False,False,,,,True,,,,False,,True,False,,False,False,,,,,,,,,,,False
02122,1513,1556.0,,1566.9,,1769.0,1944.0,,,,496.3,,,,2327.6,,1069.2,,,1902.0,1874.4,,,,,,782.3,,,,,1863.9,43.0,,53.9,,256.0,431.0,,,,-1016.7,,,,814.6,,-443.8,,,389.0,361.4,,,,,,-730.7,,,,,350.9,,False,,False,False,,,,False,,,,False,,False,,,False,False,,,,,,False,,,,,False
02130,58,192.0,,190.3,,192.0,80.0,,,,86.8,,,,3651.4,,32.5,,,407.0,187.4,,,,,,,,,,,2810.7,134.0,,132.3,,134.0,22.0,,,,28.8,,,,3593.4,,-25.5,,,349.0,129.4,,,,,,,,,,,2752.7,,True,,False,True,,,,True,,,,False,,True,,,False,True,,,,,,,,,,,False
02150,504,84.0,,85.1,,80.0,0.0,,,,59.2,,,,50.5,,78.2,,,156.0,143.9,,,,,,,,,,,109.0,-420.0,,-418.9,,-424.0,-504.0,,,,-444.8,,,,-453.5,,-425.8,,,-348.0,-360.1,,,,,,,,,,,-395.0,,True,,False,False,,,,False,,,,False,,False,,,True,True,,,,,,,,,,,True
02158,253,136.0,,208.9,,77.0,41.0,,,,124.1,,,,64.9,,,,,19.0,91.7,,,,,,,,,,,,-117.0,,-44.1,,-176.0,-212.0,,,,-128.9,,,,-188.1,,,,,-234.0,-161.3,,,,,,,,,,,,,True,,False,False,,,,False,,,,False,,,,,False,False,,,,,,,,,,,
02164,24,52.0,,51.3,,29.0,1.0,,,,37.5,,,,29.9,,7.9,,,48.0,,,,,,,,,,,,16.1,28.0,,27.3,,5.0,-23.0,,,,13.5,,,,5.9,,-16.1,,,24.0,,,,,,,,,,,,-7.9,,True,,True,True,,,,True,,,,True,,True,,,True,,,,,,,,,,,,True
02170,3067,1560.0,,1413.1,,1417.0,77.0,,,,584.1,,,,894.0,,1473.2,3862.5,,1204.0,1754.2,,,,,,1540.4,,,,,2020.7,-1507.0,,-1653.9,,-1650.0,-2990.0,,,,-2482.9,,,,-2173.0,,-1593.8,795.5,,-1863.0,-1312.8,,,,,,-1526.6,,,,,-1046.3,,False,,False,False,,,,False,,,,False,,False,True,,False,True,,,,,,False,,,,,True
02180,89,44.0,,38.9,,41.0,0.0,,,,47.1,,,,12.8,,30.6,,,57.0,80.5,,,,,,,,,,,59.7,-45.0,,-50.1,,-48.0,-89.0,,,,-41.9,,,,-76.2,,-58.4,,,-32.0,-8.5,,,,,,,,,,,-29.3,,False,,False,False,,,,True,,,,False,,False,,,True,True,,,,,,,,,,,True
02185,269,252.0,,247.1,,234.0,0.0,,,,129.4,,,,979.9,,110.9,,,160.0,247.7,,,,,,,,,,,238.7,-17.0,,-21.9,,-35.0,-269.0,,,,-139.6,,,,710.9,,-158.1,,,-109.0,-21.3,,,,,,,,,,,-30.3,,False,,False,False,,,,False,,,,False,,False,,,False,False,,,,,,,,,,,False
02188,79,92.0,,95.5,,69.0,0.0,,,,83.1,,,,27.6,,60.8,,,56.0,116.7,,,,,,,,,,,145.4,13.0,,16.5,,-10.0,-79.0,,,,4.1,,,,-51.4,,-18.2,,,-23.0,37.7,,,,,,,,,,,66.4,,False,,True,False,,,,True,,,,False,,False,,,False,False,,,,,,,,,,,False
02195,7,8.0,,6.6,,5.0,0.0,,,,5.8,,,,0.8,,0.7,,,7.0,5.2,,,,,,,,,,,,1.0,,-0.4,,-2.0,-7.0,,,,-1.2,,,,-6.2,,-6.3,,,0.0,-1.8,,,,,,,,,,,,,True,,False,False,,,,False,,,,False,,False,,,True,False,,,,,,,,,,,
02198,21,24.0,,24.2,,24.0,,,,,11.0,,,,1834.5,,7.9,,,13.0,34.4,,,,,,,,,,,,3.0,,3.2,,3.0,,,,,-10.0,,,,1813.5,,-13.1,,,-8.0,13.4,,,,,,,,,,,,,False,,False,,,,,False,,,,False,,False,,,False,False,,,,,,,,,,,
02220,113,88.0,,91.7,,104.0,10.0,,,,40.8,,,,305.4,,44.9,,,200.0,157.5,,,,,,,,,,,144.1,-25.0,,-21.3,,-9.0,-103.0,,,,-72.2,,,,192.4,,-68.1,,,87.0,44.5,,,,,,,,,,,31.1,,True,,True,False,,,,False,,,,False,,False,,,False,False,,,,,,,,,,,False
02230,4,0.0,,0.2,,0.0,0.0,,,,5.9,,,,0.0,,7.5,,,,0.1,,,,,,,,,,,,-4.0,,-3.8,,-4.0,-4.0,,,,1.9,,,,-4.0,,3.5,,,,-3.9,,,,,,,,,,,,,True,,False,False,,,,True,,,,False,,True,,,,True,,,,,,,,,,,
02240,207,200.0,,201.1,,202.0,0.0,,,,73.9,,,,492.2,,46.5,,,335.5,193.1,,,,,,,,,,,348.7,-7.0,,-5.9,,-5.0,-207.0,,,,-133.1,,,,285.2,,-160.5,,,128.5,-13.9,,,,,,,,,,,141.7,,True,,True,False,,,,False,,,,False,,False,,,False,False,,,,,,,,,,,False
02261,84,88.0,,82.2,,106.0,,,,,47.3,,,,112.3,,66.6,,,124.0,106.2,,,,,,,,,,,199.6,4.0,,-1.8,,22.0,,,,,-36.7,,,,28.3,,-17.4,,,40.0,22.2,,,,,,,,,,,115.6,,True,,False,,,,,False,,,,False,,False,,,False,False,,,,,,,,,,,False
02275,5,0.0,,0.0,,0.0,0.0,,,,3.4,,,,0.0,,0.7,,,1.0,4.5,,,,,,,,,,,,-5.0,,-5.0,,-5.0,-5.0,,,,-1.6,,,,-5.0,,-4.3,,,-4.0,-0.5,,,,,,,,,,,,,False,,False,False,,,,True,,,,False,,True,,,True,True,,,,,,,,,,,
02282,12,16.0,,15.9,,8.0,0.0,,,,13.7,,,,15.3,,0.0,,,8.0,5.7,,,,,,,,,,,7.5,4.0,,3.9,,-4.0,-12.0,,,,1.7,,,,3.3,,-12.0,,,-4.0,-6.3,,,,,,,,,,,-4.5,,True,,False,False,,,,True,,,,True,,False,,,False,False,,,,,,,,,,,False
02290,55,28.0,,28.8,,18.0,0.0,,,,17.9,,,,7.5,,9.8,,,19.0,44.8,,,,,,,,,,,17.1,-27.0,,-26.2,,-37.0,-55.0,,,,-37.1,,,,-47.5,,-45.2,,,-36.0,-10.2,,,,,,,,,,,-37.9,,True,,False,False,,,,False,,,,False,,False,,,False,True,,,,,,,,,,,False
04001,2048,948.0,,924.2,,940.0,531.0,,,,1212.7,,1286.0,,1316.8,,873.3,807.0,,984.5,1137.7,,,,,,451.4,,,,,943.4,-1100.0,,-1123.8,,-1108.0,-1517.0,,,,-835.3,,-762.0,,-731.2,,-1174.7,-1241.0,,-1063.5,-910.3,,,,,,-1596.6,,,,,-1104.6,,False,,False,False,,,,True,,True,,True,,False,False,,True,True,,,,,,False,,,,,False
04003,2377,1192.0,,1170.5,,1192.0,2099.0,,,,502.3,,1058.0,,5734.4,,1961.6,1042.0,,1567.0,1334.4,,,,,,570.5,,,,,2265.1,-1185.0,,-1206.5,,-1185.0,-278.0,,,,-1874.7,,-1319.0,,3357.4,,-415.4,-1335.0,,-810.0,-1042.6,,,,,,-1806.5,,,,,-111.9,,False,,False,True,,,,False,,False,,False,,True,False,,True,True,,,,,,False,,,,,True
04005,2721,1900.0,,1908.6,,1921.0,2308.0,,,,2921.2,,1288.0,,2445.9,,1705.6,2251.5,,1922.0,1911.4,,,,,,944.3,3340.0,,,,1976.8,-821.0,,-812.4,,-800.0,-413.0,,,,200.2,,-1433.0,,-275.1,,-1015.4,-469.5,,-799.0,-809.6,,,,,,-1776.7,619.0,,,,-744.2,,True,,True,True,,,,True,,False,,True,,False,True,,True,True,,,,,,False,True,,,,True
04007,1244,820.0,,865.8,,701.0,693.0,,,,397.4,,454.0,,638.8,,595.7,793.5,,597.0,803.9,,,,,,407.6,,,,,968.2,-424.0,,-378.2,,-543.0,-551.0,,,,-846.6,,-790.0,,-605.2,,-648.3,-450.5,,-647.0,-440.1,,,,,,-836.4,,,,,-275.8,,True,,False,False,,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,True
04009,895,960.0,,943.5,,967.0,1236.0,,,,372.8,,400.0,,1394.7,,643.1,1204.5,,975.0,986.9,,,,,,463.2,,,,,882.0,65.0,,48.5,,72.0,341.0,,,,-522.2,,-495.0,,499.7,,-251.9,309.5,,80.0,91.9,,,,,,-431.8,,,,,-13.0,,True,,False,False,,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,True
04011,192,76.0,,82.4,,58.0,0.0,,,,22.2,,72.0,,279.0,,39.0,,,9.0,55.3,,,,,,,,,,,34.1,-116.0,,-109.6,,-134.0,-192.0,,,,-169.8,,-120.0,,87.0,,-153.0,,,-183.0,-136.7,,,,,,,,,,,-157.9,,True,,False,False,,,,False,,False,,True,,False,,,False,False,,,,,,,,,,,False
04012,396,148.0,,132.7,,140.0,108.0,,,,47.2,,136.0,,232.9,,88.2,,,174.0,147.7,,,,,,,,,,,203.4,-248.0,,-263.3,,-256.0,-288.0,,,,-348.8,,-260.0,,-163.1,,-307.8,,,-222.0,-248.3,,,,,,,,,,,-192.6,,False,,False,False,,,,False,,False,,True,,False,,,True,False,,,,,,,,,,,True
04013,75362,37020.0,,36909.8,56106.5,41387.0,60095.0,,,,29382.3,,26195.0,,35513.0,,61265.7,45607.5,,55975.5,51056.1,,,,,,18642.2,62437.0,,,,48547.5,-38342.0,,-38452.2,-19255.5,-33975.0,-15267.0,,,,-45979.7,,-49167.0,,-39849.0,,-14096.3,-29754.5,,-19386.5,-24305.9,,,,,,-56719.8,-12925.0,,,,-26814.5,,False,True,True,True,,,,False,,False,,False,,True,True,,True,True,,,,,,False,True,,,,True
04015,3269,1360.0,,1408.3,,1458.0,2201.0,,,,1851.7,,1217.0,,1433.0,,1821.9,1560.5,,2761.5,1888.1,,,,,,683.6,2472.0,,,,2223.6,-1909.0,,-1860.7,,-1811.0,-1068.0,,,,-1417.3,,-2052.0,,-1836.0,,-1447.1,-1708.5,,-507.5,-1380.9,,,,,,-2585.4,-797.0,,,,-1045.4,,True,,True,True,,,,True,,False,,True,,True,True,,True,True,,,,,,False,True,,,,True
04017,2467,1280.0,,1391.8,,1264.0,98.0,,,,1639.8,,1806.0,,1010.5,,1990.1,1249.0,,1430.5,1599.9,,,,,,557.9,,,,,1479.6,-1187.0,,-1075.2,,-1203.0,-2369.0,,,,-827.2,,-661.0,,-1456.5,,-476.9,-1218.0,,-1036.5,-867.1,,,,,,-1909.1,,,,,-987.4,,True,,False,False,,,,True,,True,,False,,True,False,,True,True,,,,,,False,,,,,True
04019,18645,8564.0,,8790.7,14774.7,10723.0,12386.0,,,,13751.2,,5558.0,,14891.3,,9486.4,11294.5,,10425.5,13988.8,,,,,,4356.0,16324.0,,,,10123.6,-10081.0,,-9854.3,-3870.3,-7922.0,-6259.0,,,,-4893.8,,-13087.0,,-3753.7,,-9158.6,-7350.5,,-8219.5,-4656.2,,,,,,-14289.0,-2321.0,,,,-8521.4,,True,True,True,True,,,,True,,False,,True,,True,True,,True,True,,,,,,False,True,,,,True
04021,7526,3188.0,,3224.4,3999.8,3191.0,4661.0,,,,4150.6,,2395.0,,2645.5,,4517.6,3182.0,,3600.5,3746.4,,,,,,1582.7,5256.0,,,,4742.4,-4338.0,,-4301.6,-3526.2,-4335.0,-2865.0,,,,-3375.4,,-5131.0,,-4880.5,,-3008.4,-4344.0,,-3925.5,-3779.6,,,,,,-5943.3,-2270.0,,,,-2783.6,,True,True,True,True,,,,True,,False,,False,,True,False,,True,True,,,,,,False,True,,,,True
04023,1577,608.0,,592.3,,589.0,0.0,,,,299.3,,333.0,,1023.1,,595.9,524.0,,826.0,730.1,,,,,,301.0,,,,,799.8,-969.0,,-984.7,,-988.0,-1577.0,,,,-1277.7,,-1244.0,,-553.9,,-981.1,-1053.0,,-751.0,-846.9,,,,,,-1276.0,,,,,-777.2,,False,,False,False,,,,False,,False,,True,,False,False,,True,True,,,,,,False,,,,,True
04025,4173,1176.0,,1183.0,,1469.0,2552.0,,,,572.0,,1290.0,,1816.2,,2609.1,1320.5,,1901.5,1631.5,,,,,,558.9,2411.0,,,,3172.4,-2997.0,,-2990.0,,-2704.0,-1621.0,,,,-3601.0,,-2883.0,,-2356.8,,-1563.9,-2852.5,,-2271.5,-2541.5,,,,,,-3614.1,-1762.0,,,,-1000.6,,True,,True,True,,,,False,,True,,True,,True,True,,True,True,,,,,,False,True,,,,True
04027,6645,3436.0,,3420.2,4638.7,3573.0,1722.0,,,,2736.8,,1184.0,,4939.7,,4266.2,3731.5,,3622.5,4458.1,,,,,,1728.7,5191.0,,,,4634.4,-3209.0,,-3224.8,-2006.3,-3072.0,-4923.0,,,,-3908.2,,-5461.0,,-1705.3,,-2378.8,-2913.5,,-3022.5,-2186.9,,,,,,-4916.3,-1454.0,,,,-2010.6,,False,True,True,False,,,,False,,False,,True,,True,True,,True,True,,,,,,False,True,,,,True
05001,260,244.0,,247.7,,241.0,169.0,,,,132.9,,288.0,,71.1,,163.7,,,243.0,281.5,,,,,,,,,,,241.3,-16.0,,-12.3,,-19.0,-91.0,,,,-127.1,,28.0,,-188.9,,-96.3,,,-17.0,21.5,,,,,,,,,,,-18.7,,True,,False,False,,,,False,,False,,False,,False,,,False,False,,,,,,,,,,,False
05003,377,232.0,,224.3,,222.0,0.0,,,,94.0,,216.0,,181.6,,136.6,,,229.5,248.9,,,,,,,,,,,278.2,-145.0,,-152.7,,-155.0,-377.0,,,,-283.0,,-161.0,,-195.4,,-240.4,,,-147.5,-128.1,,,,,,,,,,,-98.8,,False,,False,False,,,,False,,False,,False,,False,,,False,True,,,,,,,,,,,True
05005,575,692.0,,660.6,,671.0,810.0,,,,253.3,,451.0,,624.2,,451.7,1137.5,,666.0,719.7,,,,,,,,,,,632.7,117.0,,85.6,,96.0,235.0,,,,-321.7,,-124.0,,49.2,,-123.3,562.5,,91.0,144.7,,,,,,,,,,,57.7,,True,,True,False,,,,False,,False,,True,,False,False,,True,False,,,,,,,,,,,True
05007,3924,3420.0,,3333.8,,3544.0,3059.0,,,,6121.9,,3803.0,,5316.1,,3198.5,4441.0,,4181.0,4187.5,,,,,,1760.3,3097.0,,,,5140.4,-504.0,,-590.2,,-380.0,-865.0,,,,2197.9,,-121.0,,1392.1,,-725.5,517.0,,257.0,263.5,,,,,,-2163.7,-827.0,,,,1216.4,,False,,True,False,,,,False,,True,,False,,False,False,,True,True,,,,,,False,False,,,,False
05009,804,636.0,,627.6,,639.0,891.0,,,,261.9,,451.0,,2714.6,,385.7,726.5,,777.0,673.0,,,,,,448.4,,,,,711.1,-168.0,,-176.4,,-165.0,87.0,,,,-542.1,,-353.0,,1910.6,,-418.3,-77.5,,-27.0,-131.0,,,,,,-355.6,,,,,-92.9,,False,,True,True,,,,False,,False,,False,,False,True,,True,True,,,,,,False,,,,,True
05011,280,40.0,,49.6,,42.0,0.0,,,,26.0,,156.0,,73.1,,21.2,,,16.0,46.0,,,,,,,,,,,51.5,-240.0,,-230.4,,-238.0,-280.0,,,,-254.0,,-124.0,,-206.9,,-258.8,,,-264.0,-234.0,,,,,,,,,,,-228.5,,True,,True,False,,,,False,,True,,True,,False,,,False,True,,,,,,,,,,,True
05013,71,116.0,,119.4,,116.0,75.0,,,,47.5,,57.0,,336.7,,74.2,,,202.0,103.1,,,,,,,,,,,120.0,45.0,,48.4,,45.0,4.0,,,,-23.5,,-14.0,,265.7,,3.2,,,131.0,32.1,,,,,,,,,,,49.0,,False,,False,True,,,,True,,True,,False,,True,,,False,True,,,,,,,,,,,False
05015,573,308.0,,298.9,,283.0,168.0,,,,158.3,,273.0,,353.1,,217.8,,,195.0,326.4,,,,,,191.1,,,,,308.4,-265.0,,-274.1,,-290.0,-405.0,,,,-414.7,,-300.0,,-219.9,,-355.2,,,-378.0,-246.6,,,,,,-381.9,,,,,-264.6,,False,,False,False,,,,False,,False,,True,,False,,,False,True,,,,,,False,,,,,True
05017,212,104.0,,107.3,,93.0,0.0,,,,58.8,,137.0,,331.7,,29.8,,,47.0,107.3,,,,,,50.9,,,,,98.7,-108.0,,-104.7,,-119.0,-212.0,,,,-153.2,,-75.0,,119.7,,-182.2,,,-165.0,-104.7,,,,,,-161.1,,,,,-113.3,,True,,False,False,,,,False,,True,,False,,False,,,False,True,,,,,,False,,,,,False
05019,380,332.0,,343.3,,336.0,172.0,,,,128.3,,311.0,,739.2,,103.2,,,483.0,355.4,,,,,,,,,,,464.9,-48.0,,-36.7,,-44.0,-208.0,,,,-251.7,,-69.0,,359.2,,-276.8,,,103.0,-24.6,,,,,,,,,,,84.9,,True,,True,False,,,,False,,False,,False,,False,,,False,True,,,,,,,,,,,False
05021,447,408.0,,413.0,,299.0,217.0,,,,163.7,,279.0,,320.6,,197.3,,,231.0,370.9,,,,,,,,,,,434.0,-39.0,,-34.0,,-148.0,-230.0,,,,-283.3,,-168.0,,-126.4,,-249.7,,,-216.0,-76.1,,,,,,,,,,,-13.0,,True,,False,False,,,,False,,False,,False,,False,,,False,False,,,,,,,,,,,True
05023,294,196.0,,191.4,,204.0,207.0,,,,90.9,,430.0,,59.1,,78.4,,,250.0,239.8,,,,,,,,,,,257.5,-98.0,,-102.6,,-90.0,-87.0,,,,-203.1,,136.0,,-234.9,,-215.6,,,-44.0,-54.2,,,,,,,,,,,-36.5,,False,,True,True,,,,False,,False,,False,,False,,,True,True,,,,,,,,,,,True
